
[00:00:00.000 --> 00:00:03.560]  新一年我們開展新一季的門訓系列
[00:02:34.760 --> 00:02:36.880]  耶穌贏了
[00:02:36.880 --> 00:02:41.320]  並且他會回來更新他的創造
[00:02:41.320 --> 00:02:45.840]  他之前應許給信徒的祝福
[00:02:45.840 --> 00:02:47.320]  到時也會成就
[00:02:47.320 --> 00:02:51.640]  我猜這是唯一大家肯定的共識
[00:02:51.640 --> 00:02:53.880]  但在閱讀的過程中
[00:02:53.880 --> 00:02:56.840]  我們明白到很多不同的意象
[00:02:56.840 --> 00:03:02.600]  解讀上的差異都很多
[00:03:02.600 --> 00:03:07.880]  這實在構成啟示錄一個詮釋的困難
[00:03:07.880 --> 00:03:16.600]  因為裡面充滿著大量象徵的言語和隱喻
[00:03:16.600 --> 00:03:19.880]  我們要有信心確定
[00:03:19.880 --> 00:03:22.760]  這裡說的象徵語言
[00:03:22.760 --> 00:03:24.680]  代表的具體意義是什麼
[00:03:24.680 --> 00:03:27.080]  是真的不容易說
[00:03:27.080 --> 00:03:29.320]  「行了,這個一定對」
[00:03:29.320 --> 00:03:35.400]  也沒有學者那麼有百分百的信心
[00:03:35.400 --> 00:03:38.960]  再加上我們忍不住一邊看
[00:03:38.960 --> 00:03:40.160]  一邊很懷疑
[00:03:40.160 --> 00:03:43.480]  裡面所用的象徵言語和隱喻
[00:03:43.480 --> 00:03:47.680]  似乎在他們當代的理解
[00:03:47.680 --> 00:03:49.360]  跟我們今時今日
[00:03:49.360 --> 00:03:51.680]  千多二千年之後
[00:03:51.680 --> 00:03:54.400]  似乎是很不同的
[00:03:54.400 --> 00:03:58.640]  更加要說時代和文化上的差異
[00:03:58.640 --> 00:03:59.760]  都是要明白的
[00:03:59.760 --> 00:04:01.200]  想想一個例子
[00:04:01.240 --> 00:04:05.640]  中國人覺得結婚怎麼可以穿白色
[00:04:05.640 --> 00:04:06.960]  但西方就不是
[00:04:06.960 --> 00:04:09.360]  所以我們就算是今時今日
[00:04:09.360 --> 00:04:11.760]  我們對於一種顏色的象徵意義
[00:04:11.760 --> 00:04:13.480]  大家的理解都不同
[00:04:13.480 --> 00:04:18.480]  更加放在啟示錄的處境下
[00:04:18.480 --> 00:04:20.600]  另外我們也明白
[00:04:20.600 --> 00:04:21.880]  在啟示錄裡面
[00:04:21.880 --> 00:04:26.160]  大部分我們都留意到
[00:04:26.160 --> 00:04:29.480]  一種似乎是預告將來終局
[00:04:29.480 --> 00:04:30.760]  這個實在也是
[00:04:30.760 --> 00:04:33.200]  上帝說將來主在來
[00:04:33.200 --> 00:04:36.080]  有新天新地
[00:04:36.080 --> 00:04:37.320]  新耶路撒冷
[00:04:37.320 --> 00:04:39.040]  就是基督的新苦
[00:04:39.040 --> 00:04:41.240]  都會被預備好了
[00:04:41.240 --> 00:04:43.000]  這是一個將來
[00:04:43.000 --> 00:04:48.120]  但是裡面卻沒有一個很清楚的時間框架
[00:04:48.120 --> 00:04:51.640]  給我們看整本書22章
[00:04:51.640 --> 00:04:54.440]  裡面大部分都是提示
[00:04:54.440 --> 00:04:57.680]  似乎不是我們現在眼前發生了
[00:04:57.680 --> 00:04:58.720]  或者過去
[00:04:58.720 --> 00:04:59.840]  似乎是在說將來
[00:04:59.840 --> 00:05:01.560]  但是這個什麼時候發生
[00:05:01.560 --> 00:05:03.000]  是不是已經發生了
[00:05:03.000 --> 00:05:08.520]  我們都感覺到一種含糊性在當中
[00:05:08.520 --> 00:05:10.640]  因為以上的原因
[00:05:10.640 --> 00:05:11.560]  我們發現
[00:05:11.560 --> 00:05:14.600]  其實一直對於啟示錄的詮釋
[00:05:14.600 --> 00:05:18.680]  真的有很多不同的方法和進路
[00:05:18.680 --> 00:05:20.440]  有些人會索性因為
[00:05:20.440 --> 00:05:24.120]  這麼多象徵的言語和隱喻
[00:05:24.120 --> 00:05:26.280]  我就以一個象徵的解讀
[00:05:26.280 --> 00:05:28.920]  完全架空在歷史的處境
[00:05:28.920 --> 00:05:30.480]  就說沒有的
[00:05:30.480 --> 00:05:32.200]  這個就是讓我們知道
[00:05:32.200 --> 00:05:33.880]  耶穌會贏
[00:05:33.880 --> 00:05:34.600]  是的
[00:05:34.600 --> 00:05:39.560]  完全沒有想過去對應歷史的處境
[00:05:39.560 --> 00:05:41.480]  來去理解
[00:05:41.480 --> 00:05:43.240]  但是也會有人說
[00:05:43.240 --> 00:05:44.280]  不是的
[00:05:44.280 --> 00:05:47.520]  它是在一個歷史處境底下
[00:05:47.520 --> 00:05:50.120]  寫給當代信徒的書信
[00:05:50.120 --> 00:05:52.280]  裡面最重要的東西就是
[00:05:52.280 --> 00:05:53.600]  我們不要想太多了
[00:05:53.600 --> 00:05:56.080]  其實因為向那一代人說話
[00:05:56.080 --> 00:05:57.920]  就是關於那一代人士
[00:05:57.920 --> 00:06:00.480]  不是那一代人士就沒有關係了
[00:06:00.480 --> 00:06:03.280]  有些人會這樣去解讀
[00:06:03.280 --> 00:06:05.320]  覺得裡面所說的話
[00:06:05.320 --> 00:06:06.880]  都是當時
[00:06:06.880 --> 00:06:09.640]  估計應該是第一世紀末
[00:06:09.640 --> 00:06:11.760]  或者第二世紀
[00:06:11.760 --> 00:06:15.360]  當時一群基督徒他們面對的處境
[00:06:15.360 --> 00:06:16.440]  經歷的狀況
[00:06:16.440 --> 00:06:18.280]  已經是過去了
[00:06:18.280 --> 00:06:20.280]  不關我們的事了
[00:06:20.280 --> 00:06:22.880]  所以裡面說什麼巴比倫傾覆
[00:06:22.880 --> 00:06:24.320]  很可能就是說
[00:06:24.320 --> 00:06:26.600]  羅馬帝國傾覆
[00:06:26.600 --> 00:06:28.400]  現在都沒有了
[00:06:28.400 --> 00:06:30.680]  這又是另一種進路
[00:06:30.680 --> 00:06:33.040]  有些人不是說是過去了
[00:06:33.040 --> 00:06:34.880]  而是說是將來
[00:06:34.880 --> 00:06:36.760]  裡面沒有說過去的東西
[00:06:36.760 --> 00:06:38.280]  完全都是預告
[00:06:38.280 --> 00:06:40.760]  將來才發生的事
[00:06:40.760 --> 00:06:42.200]  耶穌還沒有來
[00:06:42.200 --> 00:06:44.360]  一切都是預告的
[00:06:44.360 --> 00:06:47.480]  並且一開始第一章
[00:06:47.480 --> 00:06:50.400]  頭幾節經文已經說是預言
[00:06:50.400 --> 00:06:51.800]  還不是將來
[00:06:51.800 --> 00:06:54.120]  這又是另一種進路
[00:06:54.120 --> 00:06:56.200]  有些人就將過去將來
[00:06:56.200 --> 00:06:57.600]  結合在一起
[00:06:57.600 --> 00:06:59.520]  就說由當代
[00:06:59.520 --> 00:07:00.920]  其實啟示錄
[00:07:00.920 --> 00:07:03.600]  每一章裡面的意象
[00:07:03.600 --> 00:07:06.360]  其實都是我們可以對應
[00:07:06.360 --> 00:07:08.480]  由約翰那時候的年代
[00:07:08.480 --> 00:07:10.760]  一直經過後來
[00:07:10.760 --> 00:07:13.520]  穆斯林、十字軍東征等等
[00:07:13.520 --> 00:07:15.520]  一個一個歷史事件
[00:07:15.520 --> 00:07:18.480]  我們都可以在裡面找到相應的
[00:07:18.480 --> 00:07:21.600]  以致我們就估計到
[00:07:21.600 --> 00:07:23.320]  去到我們當代
[00:07:23.320 --> 00:07:27.840]  現在就去到啟示錄內容的哪個階段
[00:07:27.840 --> 00:07:29.640]  我們就可以期待著
[00:07:29.640 --> 00:07:31.920]  接著會發生的事
[00:07:31.920 --> 00:07:33.240]  你只是聽
[00:07:33.240 --> 00:07:34.000]  哇!Jenny傳道
[00:07:34.000 --> 00:07:34.640]  你說了這麼久
[00:07:34.640 --> 00:07:36.240]  都真的聽到我頭都暈了
[00:07:36.240 --> 00:07:39.440]  實在如果你要好好處理
[00:07:39.440 --> 00:07:41.520]  這麼多種不同式經的進路
[00:07:41.520 --> 00:07:44.000]  都真的處理得頭都暈了
[00:07:44.000 --> 00:07:45.000]  不過
[00:07:45.000 --> 00:07:46.200]  我猜
[00:07:46.200 --> 00:07:47.920]  這個我感恩
[00:07:47.920 --> 00:07:49.000]  因為第一章
[00:07:49.000 --> 00:07:51.280]  我今天那段還沒有處理
[00:07:51.280 --> 00:07:53.080]  後面的傳道童童
[00:07:53.080 --> 00:07:55.080]  就真的辛苦她了
[00:07:55.080 --> 00:07:56.400]  但是
[00:07:56.400 --> 00:07:58.000]  李文耀博士
[00:07:58.000 --> 00:08:00.080]  他也有幫我們去講一講
[00:08:00.080 --> 00:08:02.360]  關於啟示錄的詮釋問題
[00:08:02.360 --> 00:08:03.440]  不過我懷疑
[00:08:03.440 --> 00:08:04.520]  他講完一段時間
[00:08:04.520 --> 00:08:06.520]  其實他也沒有任何的建議
[00:08:06.520 --> 00:08:08.200]  我們應該怎樣處理
[00:08:08.200 --> 00:08:09.080]  但是
[00:08:09.080 --> 00:08:13.080]  我猜當我們用一種常識
[00:08:13.080 --> 00:08:16.120]  來看啟示錄的情況
[00:08:16.120 --> 00:08:20.240]  我猜我們大概會達到一個共識
[00:08:20.240 --> 00:08:25.080]  我們要從這本書中獲益
[00:08:25.080 --> 00:08:28.720]  我們不是要很緊要
[00:08:28.720 --> 00:08:31.320]  去構思
[00:08:31.320 --> 00:08:33.440]  這裡是在講什麼時代
[00:08:33.440 --> 00:08:36.560]  這裡是否能夠對應
[00:08:36.560 --> 00:08:38.920]  舊善經發生的事件
[00:08:38.920 --> 00:08:42.040]  或是將來才發生的事件
[00:08:42.040 --> 00:08:43.480]  或許不是這樣
[00:08:43.480 --> 00:08:44.200]  反而
[00:08:44.200 --> 00:08:46.520]  我們聽完之後
[00:08:46.520 --> 00:08:47.640]  你會留意
[00:08:47.640 --> 00:08:48.400]  其實
[00:08:48.400 --> 00:08:49.800]  一開始
[00:08:49.800 --> 00:08:53.440]  《若寒記下啟示錄》的目的
[00:08:53.440 --> 00:08:55.440]  他一開始已經講了
[00:08:55.440 --> 00:08:56.640]  並且目的
[00:08:56.640 --> 00:08:58.920]  真的與預知未來
[00:08:58.920 --> 00:09:00.120]  是沒有關係的
[00:09:00.120 --> 00:09:02.680]  我們稍後會詳細看一章
[00:09:02.680 --> 00:09:04.160]  一至八節的經文
[00:09:04.160 --> 00:09:05.480]  多講一點
[00:09:05.480 --> 00:09:08.960]  但是也讓我們有時間去看一看
[00:09:08.960 --> 00:09:11.600]  這本書大概的結構
[00:09:11.600 --> 00:09:12.600]  其實
[00:09:12.600 --> 00:09:15.200]  我猜我們大概
[00:09:15.200 --> 00:09:17.400]  可以分成五大部分
[00:09:17.400 --> 00:09:19.800]  不過也有學者
[00:09:19.800 --> 00:09:22.600]  完全不是這樣處理結構的
[00:09:22.600 --> 00:09:23.480]  所以你說
[00:09:23.480 --> 00:09:24.240]  不是的
[00:09:24.240 --> 00:09:26.720]  我BSF那裡不是這樣說的
[00:09:26.720 --> 00:09:28.640]  這裡真的要先旨聲明
[00:09:28.640 --> 00:09:30.120]  我盼望
[00:09:30.120 --> 00:09:32.760]  我們站穩聽好
[00:09:32.760 --> 00:09:35.280]  不是因為大家不同的解讀
[00:09:35.280 --> 00:09:36.600]  大家說
[00:09:36.600 --> 00:09:37.680]  站穩
[00:09:37.680 --> 00:09:38.920]  站穩
[00:09:38.920 --> 00:09:40.200]  大家罵我
[00:09:40.200 --> 00:09:40.880]  不是
[00:09:40.880 --> 00:09:42.080]  我盼望
[00:09:42.080 --> 00:09:44.600]  我們明白到
[00:09:44.600 --> 00:09:47.000]  解讀的困難
[00:09:47.000 --> 00:09:50.760]  也不應該有任何人有信心
[00:09:50.760 --> 00:09:54.000]  我對於象徵言語的解讀
[00:09:54.000 --> 00:09:55.760]  一定是這樣
[00:09:55.760 --> 00:09:56.960]  我猜
[00:09:56.960 --> 00:09:59.560]  我們不應該有任何一個人
[00:09:59.560 --> 00:10:02.920]  會覺得自己有這麼堅的權威
[00:10:02.920 --> 00:10:05.960]  我想認真研讀聖經的人
[00:10:05.960 --> 00:10:08.720]  都應該有一種虛心
[00:10:08.720 --> 00:10:10.320]  並且掌握到
[00:10:10.320 --> 00:10:12.440]  上帝讓我們有聖經
[00:10:12.440 --> 00:10:14.640]  更重要的
[00:10:14.640 --> 00:10:17.560]  是要帶來我們真的持守
[00:10:17.560 --> 00:10:19.320]  一個愛主
[00:10:19.320 --> 00:10:20.960]  跟隨主
[00:10:20.960 --> 00:10:22.720]  等候主再來
[00:10:22.720 --> 00:10:25.160]  並且榮神益人的生命
[00:10:25.160 --> 00:10:27.120]  這裡也說一說
[00:10:27.120 --> 00:10:29.320]  這個架構作為參考
[00:10:29.320 --> 00:10:32.440]  我也很認真看了幾個
[00:10:32.440 --> 00:10:33.920]  很出名的人
[00:10:33.920 --> 00:10:35.480]  包括鮑維坤
[00:10:35.480 --> 00:10:36.200]  對了
[00:10:36.200 --> 00:10:37.520]  孫寶玲
[00:10:37.520 --> 00:10:39.560]  還有Robert Mounce
[00:10:39.560 --> 00:10:41.160]  都是口頭禮物
[00:10:41.160 --> 00:10:42.640]  整理了出來
[00:10:42.640 --> 00:10:44.560]  大概分五部分
[00:10:44.560 --> 00:10:46.040]  第一章
[00:10:46.040 --> 00:10:49.480]  第一章大家沒有太多爭論
[00:10:49.480 --> 00:10:51.720]  都會理解是一個導演
[00:10:51.720 --> 00:10:53.640]  因為是說約翰
[00:10:53.640 --> 00:10:57.920]  為什麼要寫下這卷啟示錄
[00:10:57.920 --> 00:10:59.920]  接著第二、三章
[00:10:59.920 --> 00:11:02.480]  就是給七教會的信
[00:11:02.480 --> 00:11:06.160]  以前我一開始接觸啟示錄的時候
[00:11:06.160 --> 00:11:07.240]  就會以為
[00:11:07.240 --> 00:11:07.840]  哦
[00:11:07.840 --> 00:11:11.000]  第二、三章是有七封信給七間教會
[00:11:11.000 --> 00:11:12.840]  不過看清楚一點
[00:11:12.840 --> 00:11:14.000]  我們就留意
[00:11:14.000 --> 00:11:17.480]  其實由頭到尾都是一封信
[00:11:17.480 --> 00:11:19.480]  原來是一封信
[00:11:19.480 --> 00:11:21.880]  七間教會的處境
[00:11:21.880 --> 00:11:23.960]  是一次過回應
[00:11:23.960 --> 00:11:26.160]  所以這間教會會知道
[00:11:26.160 --> 00:11:28.400]  耶穌基督對另一間教會說的話
[00:11:28.400 --> 00:11:32.200]  啟示錄是由頭到尾的一封信
[00:11:32.200 --> 00:11:34.600]  然後第四、五章
[00:11:34.600 --> 00:11:36.000]  這裡就開始
[00:11:36.000 --> 00:11:39.320]  就著結構開始有些不同
[00:11:39.320 --> 00:11:40.920]  但都是輕微的
[00:11:40.920 --> 00:11:43.080]  還有一點點共識
[00:11:43.080 --> 00:11:48.200]  四至五章大多數都會看到是一個天上的敬拜
[00:11:48.200 --> 00:11:49.880]  但到了第四部分
[00:11:49.880 --> 00:11:51.680]  就開始
[00:11:51.680 --> 00:11:52.240]  哇
[00:11:52.240 --> 00:11:57.600]  大家有很多不同的一種的歸類和分立
[00:11:57.600 --> 00:12:01.160]  但基本上都會同意到
[00:12:01.160 --> 00:12:04.840]  會是終末必須發生的事情
[00:12:04.840 --> 00:12:07.480]  正如一章一開始說
[00:12:07.480 --> 00:12:11.400]  耶穌基督要把這些事情指示給他的重瀑人
[00:12:11.400 --> 00:12:13.400]  就是六至二十章
[00:12:13.400 --> 00:12:15.400]  在裡面我們會看到
[00:12:15.400 --> 00:12:19.520]  有提及到終末會有的災難審判
[00:12:19.520 --> 00:12:22.440]  終末會有正邪的爭戰
[00:12:22.440 --> 00:12:25.720]  包括教會和邪惡權勢的爭戰
[00:12:25.720 --> 00:12:28.040]  然後基督最後的得勝
[00:12:28.040 --> 00:12:30.640]  然後到最後就是新天新地
[00:12:30.640 --> 00:12:36.720]  新耶路撒冷的應許和表述在當中
[00:12:36.720 --> 00:12:38.320]  關於中間
[00:12:38.320 --> 00:12:41.000]  剛才我尤其是用不同顏色highlight的部分
[00:12:41.000 --> 00:12:43.880]  為什麼大家的看法會不同呢?
[00:12:43.880 --> 00:12:47.720]  因為你會發現裡面真的充滿了很多
[00:12:47.720 --> 00:12:49.160]  對於我們來說
[00:12:49.160 --> 00:12:51.000]  聽到也覺得有些陌生的東西
[00:12:51.000 --> 00:12:52.200]  有七印
[00:12:52.200 --> 00:12:53.320]  有七號
[00:12:53.320 --> 00:12:54.400]  有七碗
[00:12:54.400 --> 00:12:55.680]  然後有七個二將
[00:12:55.680 --> 00:12:55.880]  哇
[00:12:55.880 --> 00:12:57.040]  很多個七
[00:12:57.040 --> 00:13:00.480]  畫分也是大家有不同的
[00:13:00.480 --> 00:13:02.160]  但是讓大家看看
[00:13:02.160 --> 00:13:03.120]  有一個taste
[00:13:03.120 --> 00:13:04.120]  會發現
[00:13:04.120 --> 00:13:05.880]  其實在時錄
[00:13:05.880 --> 00:13:08.560]  雖然大家的架構和處理很不同
[00:13:08.560 --> 00:13:10.560]  但它不是亂七八糟的
[00:13:10.560 --> 00:13:12.560]  原來耶穌基督
[00:13:12.560 --> 00:13:16.000]  被約翰看見、聽見
[00:13:16.000 --> 00:13:18.000]  要求他寫下的
[00:13:18.000 --> 00:13:21.520]  天上的意象或啟示
[00:13:21.520 --> 00:13:25.640]  其實在耶穌的彰顯和揭示下
[00:13:25.640 --> 00:13:29.880]  其實耶穌心中有他的計劃
[00:13:29.880 --> 00:13:32.200]  他有一個大字的map
[00:13:32.200 --> 00:13:33.680]  大字的map
[00:13:33.680 --> 00:13:35.440]  七碗七號
[00:13:35.440 --> 00:13:36.760]  還有pattern
[00:13:36.760 --> 00:13:39.840]  這個也是留待後來的傳道同工說的
[00:13:39.840 --> 00:13:41.480]  我就不花時間了
[00:13:41.480 --> 00:13:42.840]  否則今晚會overrun
[00:13:42.840 --> 00:13:43.600]  今晚不用走了
[00:13:43.600 --> 00:13:44.600]  好
[00:13:44.600 --> 00:13:48.080]  我們集中回到今天
[00:13:48.080 --> 00:13:50.280]  我們今天其實是處理
[00:13:50.280 --> 00:13:52.760]  一章第一至八節
[00:13:52.760 --> 00:13:54.160]  幸好
[00:13:54.160 --> 00:13:56.160]  是一個序言而已
[00:13:56.160 --> 00:13:58.640]  一至八節這個序言
[00:13:58.640 --> 00:14:02.560]  其實也可以分兩個部分
[00:14:02.560 --> 00:14:04.080]  第一部分
[00:14:04.080 --> 00:14:05.240]  就是一章
[00:14:05.240 --> 00:14:05.800]  sorry
[00:14:05.800 --> 00:14:08.440]  就是第一至第三節
[00:14:08.440 --> 00:14:09.960]  你會留意到
[00:14:09.960 --> 00:14:12.120]  在一章一至八節
[00:14:12.120 --> 00:14:16.560]  其實約翰還未看見任何啟示
[00:14:16.560 --> 00:14:19.120]  沒有聽見耶穌基督跟他說話
[00:14:19.120 --> 00:14:21.120]  沒有聽見耶穌基督顯現
[00:14:21.120 --> 00:14:21.840]  沒有
[00:14:21.840 --> 00:14:23.520]  而是他在這裡
[00:14:23.520 --> 00:14:27.400]  就著他接下來的技術
[00:14:27.400 --> 00:14:29.000]  要大家留心聽
[00:14:29.000 --> 00:14:31.160]  以致你站立得穩的東西
[00:14:31.160 --> 00:14:32.400]  約翰在這裡
[00:14:32.400 --> 00:14:35.640]  有一個類似簡介的作者約翰
[00:14:35.640 --> 00:14:38.560]  或者是寄下的約翰
[00:14:38.560 --> 00:14:40.080]  有一個這樣的簡介
[00:14:40.080 --> 00:14:42.040]  一至三節
[00:14:42.040 --> 00:14:44.320]  為了這個簡介的目的
[00:14:44.320 --> 00:14:47.760]  他先說關於啟示
[00:14:47.760 --> 00:14:50.720]  然後要大家留心聽好
[00:14:50.720 --> 00:14:54.560]  啟示的源頭是來自哪裡的呢?
[00:14:54.560 --> 00:14:56.760]  對象是向哪裡說的呢?
[00:14:56.760 --> 00:14:57.640]  留意
[00:14:57.640 --> 00:14:59.760]  其實對象不是全世界人
[00:14:59.760 --> 00:15:01.400]  有一個特定的對象
[00:15:01.400 --> 00:15:02.520]  然後
[00:15:02.520 --> 00:15:04.880]  這個啟示的目的是什麼呢?
[00:15:04.880 --> 00:15:07.920]  然後到了第四至八節
[00:15:07.920 --> 00:15:08.960]  你會看到
[00:15:08.960 --> 00:15:11.840]  原來啟示是一卷書信
[00:15:11.840 --> 00:15:13.600]  就是在這裡看得到
[00:15:13.600 --> 00:15:15.040]  因為約翰在這裡
[00:15:15.040 --> 00:15:19.120]  格式有點像我們看保羅書信
[00:15:19.120 --> 00:15:23.840]  一開始就對他接收書信的對象
[00:15:23.840 --> 00:15:25.920]  有一個祝福
[00:15:25.920 --> 00:15:28.560]  並且說這個祝福的源頭
[00:15:28.560 --> 00:15:30.960]  說完源頭忍不住還讚
[00:15:30.960 --> 00:15:33.520]  是一個我們很熟悉的
[00:15:33.520 --> 00:15:37.560]  在新約的書信看到的格式
[00:15:37.560 --> 00:15:41.040]  而約翰特別清楚地說
[00:15:41.040 --> 00:15:45.720]  他這個書信是向七教會的書信
[00:15:45.720 --> 00:15:48.720]  就有這個捲手語
[00:15:48.720 --> 00:15:51.920]  他提到那個祝福和重讚
[00:15:51.920 --> 00:15:54.160]  我們大概去
[00:15:54.160 --> 00:15:57.680]  掌握了這個序言的情況
[00:15:57.680 --> 00:15:59.200]  好了
[00:15:59.200 --> 00:16:02.880]  我們不如先看一看
[00:16:02.880 --> 00:16:05.800]  其實在一至三節這裡
[00:16:05.800 --> 00:16:08.640]  約翰作為預備大家
[00:16:08.640 --> 00:16:11.200]  聽好了以至你可以站立得穩
[00:16:11.200 --> 00:16:13.960]  他尤其是在一至三節
[00:16:13.960 --> 00:16:15.400]  哪怕短短三節經文
[00:16:15.400 --> 00:16:16.280]  你會覺得
[00:16:16.280 --> 00:16:17.120]  沒有啊
[00:16:17.120 --> 00:16:17.920]  沒什麼
[00:16:17.920 --> 00:16:19.800]  好像這些我也知道一點
[00:16:19.800 --> 00:16:21.320]  也很賢明
[00:16:21.320 --> 00:16:22.520]  但是其實
[00:16:22.520 --> 00:16:25.120]  約翰很小心地留下了
[00:16:25.120 --> 00:16:28.640]  我們去解讀
[00:16:28.640 --> 00:16:32.400]  接下來啟示錄內容
[00:16:32.400 --> 00:16:33.600]  兩項
[00:16:33.600 --> 00:16:37.200]  可以說是兩項很重要的原則
[00:16:37.200 --> 00:16:39.440]  尤其是提示到
[00:16:39.440 --> 00:16:44.000]  告訴我們啟示錄是一個怎樣的題材
[00:16:44.000 --> 00:16:46.800]  以致我們留心去看
[00:16:46.800 --> 00:16:48.400]  關於題材
[00:16:48.400 --> 00:16:49.960]  很重要的
[00:16:49.960 --> 00:16:52.080]  為什麼我這樣說呢
[00:16:52.080 --> 00:16:53.840]  我預備這次講章的時候
[00:16:53.840 --> 00:16:55.240]  哇 又聽YouTube
[00:16:55.240 --> 00:16:56.360]  聽別人的講道
[00:16:56.360 --> 00:16:57.320]  又看書
[00:16:57.320 --> 00:17:00.280]  我聽到其中一個例子非常好
[00:17:00.280 --> 00:17:04.680]  原來要明白我們在看的是一個什麼題材
[00:17:04.680 --> 00:17:09.320]  真的很影響我們看見的東西
[00:17:09.320 --> 00:17:11.040]  那種不同的解讀
[00:17:11.040 --> 00:17:14.880]  我聽到YouTube用了一個例子
[00:17:14.880 --> 00:17:17.800]  它展示了一個圖畫
[00:17:17.800 --> 00:17:19.440]  圖畫是這樣的
[00:17:19.440 --> 00:17:21.200]  黑色的背景
[00:17:21.200 --> 00:17:24.320]  然後有一環
[00:17:24.320 --> 00:17:26.600]  然後三棟
[00:17:26.600 --> 00:17:29.520]  三棟上高分別寫了
[00:17:29.520 --> 00:17:33.760]  1 2 3 4 5
[00:17:33.760 --> 00:17:35.840]  然後它叫你猜
[00:17:35.840 --> 00:17:37.560]  那五下低
[00:17:37.560 --> 00:17:38.960]  這一棟下低
[00:17:38.960 --> 00:17:40.840]  應該是什麼呢
[00:17:40.840 --> 00:17:42.640]  很可能你會覺得
[00:17:42.640 --> 00:17:45.120]  哦 那應該是六吧
[00:17:45.120 --> 00:17:46.000]  我都以為是六
[00:17:46.000 --> 00:17:48.120]  我覺得為什麼這麼低能
[00:17:48.120 --> 00:17:49.640]  然後它就開猜了
[00:17:49.640 --> 00:17:51.440]  我不知道你猜不猜得到
[00:17:51.440 --> 00:17:53.680]  原來它說
[00:17:53.800 --> 00:17:58.080]  當它展示了那個圖畫的實物
[00:17:58.080 --> 00:18:00.760]  就讓我看到原來下低是R
[00:18:00.760 --> 00:18:06.560]  因為這支是一個開車的棍波車的波棍
