
[00:00:00.000 --> 00:00:05.000]   - Hey, everyone.
[00:02:49.160 --> 00:02:52.200]   The Lord is my shepherd, and I will dwell in the house
[00:02:52.200 --> 00:02:53.040]   of the Lord forever.
[00:02:53.040 --> 00:02:54.120]   What's it really about?
[00:02:54.120 --> 00:02:57.440]   This short chapter, the most famous chapter of six verses,
[00:02:57.440 --> 00:02:58.880]   what's it really about?
[00:02:58.880 --> 00:03:02.000]   I think it's about how you face challenges,
[00:03:02.000 --> 00:03:03.360]   how you respond.
[00:03:03.360 --> 00:03:05.720]   They often say, it's not really what happens to you
[00:03:05.720 --> 00:03:08.320]   that matters, it's how you respond, right?
[00:03:08.320 --> 00:03:11.440]   In some ways, Psalm 23, which I'm trying to find here,
[00:03:11.440 --> 00:03:12.560]   is about that.
[00:03:12.560 --> 00:03:15.080]   It's about how we respond to challenges.
[00:03:15.080 --> 00:03:18.760]   It's about how much we trust in God,
[00:03:18.760 --> 00:03:20.560]   and how much we trust in the truth.
[00:03:20.560 --> 00:03:23.720]   That's why truth and trust are so similar.
[00:03:23.720 --> 00:03:28.120]   How much do we trust in God is what Psalm 23 is about.
[00:03:28.120 --> 00:03:29.280]   And I wanted to go through this
[00:03:29.280 --> 00:03:31.680]   because it's very important as we look at
[00:03:31.680 --> 00:03:34.520]   how we don't give the enemy a seat at the table.
[00:03:34.520 --> 00:03:36.640]   It really comes down to how tight
[00:03:36.640 --> 00:03:38.480]   are we holding on to truth?
[00:03:38.480 --> 00:03:41.360]   You see, one thing that is for sure,
[00:03:41.360 --> 00:03:43.640]   if we invite the enemy to our table,
[00:03:43.640 --> 00:03:45.880]   he really wants to bring about our destruction.
[00:03:45.880 --> 00:03:47.880]   That's his purpose, that's his goal.
[00:03:47.880 --> 00:03:50.040]   And how does he often do that?
[00:03:50.040 --> 00:03:53.240]   Through deceit, through lies,
[00:03:53.240 --> 00:03:56.320]   through the very thing against truth.
[00:03:56.320 --> 00:03:57.400]   That's how he does it.
[00:03:57.400 --> 00:03:59.640]   He wants to tell you, he wants you to feel
[00:03:59.640 --> 00:04:02.080]   that you have no value, that you have no worth,
[00:04:02.080 --> 00:04:04.640]   that you have no purpose, that no one loves you.
[00:04:04.640 --> 00:04:08.240]   Nicky Gumbel often shares a story that's been in my head,
[00:04:08.240 --> 00:04:10.360]   and I'm paraphrasing it 'cause I don't remember all of it,
[00:04:10.360 --> 00:04:12.480]   but he's telling this imaginary story
[00:04:12.480 --> 00:04:15.720]   of the devil talking to his demons,
[00:04:15.720 --> 00:04:18.520]   and they're scheming on how to distract
[00:04:18.520 --> 00:04:20.360]   the people of earth from God.
[00:04:20.360 --> 00:04:23.040]   And they're like, "Oh, what about if we feed them the lie
[00:04:23.040 --> 00:04:26.080]   "that all they need is money, sex, and power?"
[00:04:26.080 --> 00:04:27.120]   And he's like, "No, no, no,
[00:04:27.120 --> 00:04:28.440]   "because at some point they'll find out.
[00:04:28.440 --> 00:04:29.920]   "At some point, as they go down this road,
[00:04:29.920 --> 00:04:32.280]   "they'll realize that that doesn't fulfill."
[00:04:32.280 --> 00:04:33.960]   And fast forward to the end, he says,
[00:04:33.960 --> 00:04:36.600]   "The best lie that we can tell them
[00:04:36.600 --> 00:04:38.400]   "is that there is no hurry,
[00:04:38.400 --> 00:04:43.560]   "that there may be a God, that he really may love you,
[00:04:43.560 --> 00:04:44.920]   "that you really should follow him,
[00:04:44.920 --> 00:04:47.720]   "but the lie is there's no hurry.
[00:04:47.720 --> 00:04:50.800]   "Let's feed them the lie that there is no hurry,
[00:04:50.800 --> 00:04:53.120]   "that they can put it back to tomorrow.
[00:04:53.120 --> 00:04:55.520]   "Maybe that's the most dangerous lie."
[00:04:55.520 --> 00:04:58.160]   So how are we supposed to face these kinds of lies?
[00:04:58.160 --> 00:05:00.000]   How are we supposed to face this kind of deceit?
[00:05:00.000 --> 00:05:03.440]   By looking at the word of God, by looking at the truth.
[00:05:03.440 --> 00:05:05.600]   And I would say in the whole of scripture,
[00:05:05.600 --> 00:05:08.280]   Psalm 23 is probably the most powerful,
[00:05:08.280 --> 00:05:11.160]   most potent, most appropriate passage
[00:05:11.160 --> 00:05:13.760]   for how you respond to challenges,
[00:05:13.760 --> 00:05:15.640]   how you face the enemy.
[00:05:15.640 --> 00:05:18.680]   Because in Ephesians chapter six,
[00:05:18.680 --> 00:05:20.600]   Paul talks about the whole armor of God.
[00:05:20.600 --> 00:05:22.360]   And what's the sword of the spirit?
[00:05:22.360 --> 00:05:24.000]   It's the word of God.
[00:05:24.000 --> 00:05:28.120]   So the question really is, how well do we know Psalm 23?
[00:05:28.120 --> 00:05:29.560]   Those of us who have been in the church for a long time
[00:05:29.560 --> 00:05:32.160]   will have sang songs about Psalm 23, right?
[00:05:32.160 --> 00:05:34.160]   How well do we know?
[00:05:34.160 --> 00:05:36.520]   Do we know it off by heart?
[00:05:36.520 --> 00:05:38.840]   Do we know it in our hearts?
[00:05:38.840 --> 00:05:40.520]   And I wanted to read it to you first.
[00:05:40.520 --> 00:05:42.760]   I want to just recite it to you,
[00:05:42.760 --> 00:05:44.280]   but I want you to think about this.
[00:05:44.280 --> 00:05:48.680]   When David is writing this passage, these six verses,
[00:05:48.680 --> 00:05:50.800]   what is he really saying?
[00:05:50.800 --> 00:05:52.920]   What does he want us to know?
[00:05:52.920 --> 00:05:56.760]   When he says, "The Lord is my shepherd, I shall not want.
[00:05:56.760 --> 00:05:58.880]   He makes me lie in green pastures.
[00:05:58.880 --> 00:06:01.200]   He leads me beside still waters.
[00:06:01.200 --> 00:06:04.520]   He restores my soul.
[00:06:04.520 --> 00:06:09.520]   He leads me in paths of righteousness for his name's sake.
[00:06:09.520 --> 00:06:10.880]   Even though I walk through the valley
[00:06:10.880 --> 00:06:13.800]   of the shadow of death, I will fear no evil
[00:06:13.800 --> 00:06:16.480]   for you are with me, your rod and your staff,
[00:06:16.480 --> 00:06:17.480]   they comfort me.
[00:06:18.480 --> 00:06:22.520]   You prepare a table before me in the presence of my enemies.
[00:06:22.520 --> 00:06:26.720]   You anoint my head with oil and my cup overflows.
[00:06:26.720 --> 00:06:29.640]   Surely, goodness and mercy will follow me
[00:06:29.640 --> 00:06:32.280]   all the days of my life, and I shall dwell
[00:06:32.280 --> 00:06:34.720]   in the house of the Lord forever."
[00:06:34.720 --> 00:06:37.600]   That is the word of God.
[00:06:37.600 --> 00:06:40.400]   That is the truth that we should be following.
[00:06:40.400 --> 00:06:42.720]   That is the truth that we should be remembering
[00:06:42.720 --> 00:06:44.800]   in our hearts, living it.
[00:06:44.800 --> 00:06:46.120]   Psalm 23 is an interesting one,
[00:06:46.120 --> 00:06:48.400]   'cause where do you hear about Psalm 23 the most?
[00:06:48.400 --> 00:06:50.720]   Where do you hear it read the most?
[00:06:50.720 --> 00:06:55.720]   Funerals, 'cause it's always associated with death, right?
[00:06:55.720 --> 00:06:58.560]   Dying, it's the encouragement for everyone.
[00:06:58.560 --> 00:07:00.280]   But what I want to propose to you today,
[00:07:00.280 --> 00:07:01.600]   what I want to present to you today
[00:07:01.600 --> 00:07:04.480]   is it isn't really just about death.
[00:07:04.480 --> 00:07:07.920]   In fact, it's much more about living than you realize.
[00:07:07.920 --> 00:07:11.240]   Confession to make, John last week when he was sharing,
[00:07:11.240 --> 00:07:13.440]   he gave you all a preview saying,
[00:07:13.440 --> 00:07:17.320]   "James is gonna present a Psalm 23 remix."
[00:07:17.320 --> 00:07:19.840]   And I was listening to that bit, and I was like,
[00:07:19.840 --> 00:07:23.800]   "Oh, I am," 'cause I hadn't written the sermon at that time,
[00:07:23.800 --> 00:07:27.360]   and I suddenly was wondering what kind of remix should I do?
[00:07:27.360 --> 00:07:29.360]   You definitely don't want to hear me rap.
[00:07:29.360 --> 00:07:32.480]   That's a definite no-no.
[00:07:32.480 --> 00:07:33.320]   - Oh, come on.
[00:07:33.320 --> 00:07:36.840]   (audience laughing)
[00:07:36.840 --> 00:07:38.440]   - And then I thought, you know what?
[00:07:38.440 --> 00:07:39.520]   And I was like, "God, please tell me.
[00:07:39.520 --> 00:07:41.960]   Please tell me how to make this kind of interesting
[00:07:41.960 --> 00:07:43.080]   for all these brothers and sisters
[00:07:43.080 --> 00:07:45.440]   who probably know this passage very well."
[00:07:45.480 --> 00:07:47.520]   And then it occurred to me,
[00:07:47.520 --> 00:07:49.480]   if we're talking about not giving the enemy
[00:07:49.480 --> 00:07:52.200]   a seat at the table, what if we did?
[00:07:52.200 --> 00:07:54.600]   What if we did let the enemy sit here?
[00:07:54.600 --> 00:07:56.920]   And what if we did believe in his lies?
[00:07:56.920 --> 00:08:00.080]   What if we let him distort this truth?
[00:08:00.080 --> 00:08:02.800]   I want to present to you the, well, I just recited
[00:08:02.800 --> 00:08:04.440]   the Lord is my shepherd in the ESV,
[00:08:04.440 --> 00:08:05.360]   the English Standard Version,
[00:08:05.360 --> 00:08:07.560]   but I wanted to present to you a different version today
[00:08:07.560 --> 00:08:11.520]   in parallel, which is the ERV, the Enemy Remixed Version.
[00:08:11.520 --> 00:08:13.640]   And this is what it is.
[00:08:13.640 --> 00:08:17.560]   I want to show you the real scripture, the real truth,
[00:08:17.560 --> 00:08:21.240]   but when you compare it to what I have imagined.
[00:08:21.240 --> 00:08:25.160]   Now, disclaimer, I wrote it myself, okay?
[00:08:25.160 --> 00:08:27.760]   But it was me asking, "James, what would happen
[00:08:27.760 --> 00:08:30.520]   if I let the enemy have a seat at my table?
[00:08:30.520 --> 00:08:33.720]   How would he distort this scripture?
[00:08:33.720 --> 00:08:35.760]   And how would it make me feel?"
[00:08:35.760 --> 00:08:37.240]   So this is my own interpretation.
[00:08:37.240 --> 00:08:38.880]   I'm not the most creative kind of person.
[00:08:38.880 --> 00:08:40.480]   And I welcome you to go back
[00:08:40.480 --> 00:08:42.920]   and maybe you can rewrite your own one,
[00:08:42.920 --> 00:08:44.200]   your own Remixed Version,
[00:08:44.200 --> 00:08:45.400]   because I think it's very important.
[00:08:45.400 --> 00:08:46.960]   It really helped me.
[00:08:46.960 --> 00:08:48.040]   So I want to go through each verse.
[00:08:48.040 --> 00:08:50.560]   There's only six, and I want to really go through them.
[00:08:50.560 --> 00:08:51.880]   The first verse, of course, is,
[00:08:51.880 --> 00:08:55.000]   "The Lord is my shepherd, I shall not want."
[00:08:55.000 --> 00:08:57.520]   John, last week, emphasized the word my.
[00:08:57.520 --> 00:08:59.400]   The Lord is my shepherd.
[00:08:59.400 --> 00:09:02.280]   There's this intimacy that comes with it.
[00:09:02.280 --> 00:09:03.200]   He's mine.
[00:09:03.200 --> 00:09:04.040]   He knows me.
[00:09:04.040 --> 00:09:04.880]   He cares for me.
[00:09:04.880 --> 00:09:07.840]   It's actually a really interesting way,
[00:09:07.840 --> 00:09:10.720]   a good way to meditate, if those of you who are learning
[00:09:10.720 --> 00:09:13.720]   and struggling, is taking a sentence such as that,
[00:09:13.720 --> 00:09:17.160]   "The Lord is my shepherd," and emphasizing different words,
[00:09:17.160 --> 00:09:19.040]   and spending time emphasizing different words.
[00:09:19.040 --> 00:09:20.560]   So the Lord is my shepherd.
[00:09:20.560 --> 00:09:22.280]   Jesus is my shepherd.
[00:09:22.280 --> 00:09:24.440]   The Lord is my shepherd.
[00:09:24.440 --> 00:09:25.960]   The Lord is my shepherd.
[00:09:25.960 --> 00:09:29.400]   Actually, David would have very well known
[00:09:29.400 --> 00:09:31.200]   what a shepherd had to do.
[00:09:31.200 --> 00:09:33.040]   He was a shepherd boy himself.
[00:09:33.040 --> 00:09:34.720]   But actually, back in those days,
[00:09:34.720 --> 00:09:36.120]   for someone who was reading that,
[00:09:36.120 --> 00:09:38.480]   shepherd actually had an even stronger connotation,
[00:09:38.480 --> 00:09:39.800]   which was king.
[00:09:39.800 --> 00:09:42.400]   Someone who had authority over something.
[00:09:42.400 --> 00:09:45.600]   Someone who cared for something, a leader.
[00:09:45.600 --> 00:09:46.720]   So what David is saying here is,
[00:09:46.720 --> 00:09:47.920]   "The Lord is my shepherd.
[00:09:47.920 --> 00:09:49.440]   "He is my king.
[00:09:49.440 --> 00:09:50.400]   "He knows me.
[00:09:50.400 --> 00:09:52.080]   "He cares for me.
[00:09:52.080 --> 00:09:53.240]   "And he looks after me.
[00:09:53.240 --> 00:09:56.200]   "And I shall not want.
[00:09:56.200 --> 00:09:59.560]   "And I shall not want."
[00:09:59.560 --> 00:10:01.440]   But what if you imagined if this was done
[00:10:01.440 --> 00:10:04.040]   in a remixed version, and it comes up here?
[00:10:04.040 --> 00:10:07.880]   If I was to flip it and translate it,
[00:10:07.880 --> 00:10:11.160]   if I was to invite the enemy to come and distort this truth,
[00:10:11.160 --> 00:10:12.520]   it would sound something like this.
[00:10:12.520 --> 00:10:14.640]   I have no one to lead me.
[00:10:14.640 --> 00:10:16.680]   No one who cares.
[00:10:16.680 --> 00:10:19.360]   Nothing ever seems enough.
[00:10:19.360 --> 00:10:21.200]   And as I present these parallels to you,
[00:10:21.200 --> 00:10:24.840]   I want you to think, which one do you resonate more with?
[00:10:24.840 --> 00:10:27.000]   Which one do you believe more with?
[00:10:27.000 --> 00:10:30.080]   Now, maybe in your head, you should believe the real one,
[00:10:30.080 --> 00:10:31.240]   but what about your actions?
[00:10:31.240 --> 00:10:32.680]   What about your actual thinking,
[00:10:32.680 --> 00:10:33.760]   your feeling, your emotions?
[00:10:33.760 --> 00:10:36.080]   Which one resonates with you more?
[00:10:36.080 --> 00:10:38.200]   See, when he says, "The Lord is my shepherd,"
[00:10:38.200 --> 00:10:41.240]   he's saying, "I have someone to lead me.
[00:10:41.240 --> 00:10:43.280]   "I have someone who cares.
[00:10:43.280 --> 00:10:44.960]   "I have a king.
[00:10:44.960 --> 00:10:49.040]   "And because I have him, there is nothing that I need."
[00:10:49.040 --> 00:10:53.800]   Jesus himself introduces himself as the good shepherd.
[00:10:53.800 --> 00:10:57.800]   In John chapter 10, John chapter 10, he says this.
[00:10:57.800 --> 00:11:00.640]   Verse 11, "I am the good shepherd."
[00:11:00.640 --> 00:11:02.800]   This is just after the famous verse 10,
[00:11:02.800 --> 00:11:04.640]   which is, "The thief comes only to steal
[00:11:04.640 --> 00:11:05.760]   "and kill and destroy.
[00:11:05.760 --> 00:11:09.120]   "I came that they may have life and have it abundantly."
[00:11:09.120 --> 00:11:13.040]   So Jesus talks about being the good shepherd.
[00:11:13.040 --> 00:11:14.040]   And what does he mean by that?
[00:11:14.040 --> 00:11:16.320]   If you study John chapter 10,
[00:11:16.320 --> 00:11:19.320]   you will see he's talking about he gives food,
[00:11:19.320 --> 00:11:22.680]   he protects, he sustains life.
[00:11:22.680 --> 00:11:25.800]   So Jesus is saying, "I am the good shepherd."
[00:11:25.800 --> 00:11:26.760]   You see, this is what he's saying.
[00:11:26.760 --> 00:11:28.000]   This is what David is saying here.
[00:11:28.000 --> 00:11:30.800]   He's saying, "If you let Jesus lead you,
[00:11:30.800 --> 00:11:31.960]   "you will find contentment.
[00:11:31.960 --> 00:11:33.400]   "You won't need anything else.
[00:11:33.400 --> 00:11:35.280]   "But if you don't let Jesus lead you,
[00:11:35.280 --> 00:11:37.520]   "you will find disappointment.
[00:11:37.520 --> 00:11:40.200]   "If you let Jesus lead you, you will find contentment.
[00:11:40.200 --> 00:11:41.560]   "There will be nothing else that you need.
[00:11:41.560 --> 00:11:42.920]   "But if you don't let him lead you,
[00:11:42.920 --> 00:11:45.280]   "you will find disappointment."
[00:11:45.280 --> 00:11:47.120]   Our job as a church, I strongly believe this,
[00:11:47.120 --> 00:11:49.440]   as Kongfolk Church, my organisation, Young Life,
[00:11:49.440 --> 00:11:51.160]   the whole point, why we exist,
[00:11:51.160 --> 00:11:52.520]   why all of us should be here,
[00:11:52.520 --> 00:11:54.360]   is to point people to Jesus
[00:11:54.360 --> 00:11:56.920]   and to tell them that Jesus is their shepherd.
[00:11:56.920 --> 00:11:59.160]   He can be the one to lead them.
[00:11:59.160 --> 00:12:00.840]   They should follow him.
[00:12:00.840 --> 00:12:02.480]   You see, there's something interesting here.
[00:12:02.480 --> 00:12:03.840]   Because if we don't tell them that,
[00:12:03.840 --> 00:12:05.840]   if we don't tell them that Jesus should be the one
[00:12:05.840 --> 00:12:07.760]   that you should be following,
[00:12:07.760 --> 00:12:09.640]   they will follow someone else.
[00:12:09.640 --> 00:12:11.160]   They will follow something else.
[00:12:11.160 --> 00:12:12.760]   They will follow the world.
[00:12:12.760 --> 00:12:15.680]   They will follow the role models of the world.
[00:12:15.680 --> 00:12:20.560]   It's our job as his body to point them to the good shepherd,
[00:12:20.560 --> 00:12:22.200]   the one who can lead them.
[00:12:22.200 --> 00:12:24.000]   Jesus says something fascinating here
[00:12:24.000 --> 00:12:26.040]   in John chapter 10, verse 12.
[00:12:26.040 --> 00:12:27.400]   He says this.
[00:12:27.400 --> 00:12:29.240]   He says, "I am the good shepherd.
[00:12:29.240 --> 00:12:32.040]   "He who is a hired hand and not a shepherd
[00:12:32.040 --> 00:12:33.080]   "who does not own the sheep,
[00:12:33.080 --> 00:12:35.400]   "sees the wolf coming and leaves the sheep and flees.
[00:12:35.400 --> 00:12:36.880]   "And the wolf snatches them.
[00:12:36.880 --> 00:12:38.680]   "He flees because he is a hired hand
[00:12:38.680 --> 00:12:41.480]   "and cares nothing for the sheep."
[00:12:41.480 --> 00:12:43.120]   He's saying, "Hey, if you don't follow me,
[00:12:43.120 --> 00:12:44.160]   "and if you follow other things,
[00:12:44.160 --> 00:12:45.960]   "if you follow the world,
[00:12:45.960 --> 00:12:48.680]   "as soon as there's trouble, they will leave you
[00:12:48.680 --> 00:12:50.640]   "because they don't really care for you.
[00:12:50.640 --> 00:12:52.480]   "They are not here to protect you.
[00:12:52.480 --> 00:12:54.280]   "So follow me.
[00:12:54.280 --> 00:12:55.480]   "And if you follow me,
[00:12:55.480 --> 00:12:57.920]   "you won't have anything that you need.
[00:12:57.920 --> 00:13:00.840]   "If you don't follow me, you will always be in need
[00:13:00.840 --> 00:13:05.840]   "and nothing, nothing will ever seem enough."
[00:13:05.840 --> 00:13:06.720]   Are we okay?
[00:13:06.720 --> 00:13:07.560]   Are we with me?
[00:13:07.560 --> 00:13:08.880]   So verse one, "The Lord is my shepherd.
[00:13:08.880 --> 00:13:10.440]   "I shall not want."
[00:13:10.440 --> 00:13:13.080]   So the question is, who's your shepherd?
[00:13:13.080 --> 00:13:17.240]   Who's been leading you as you navigate the path of life?
[00:13:17.240 --> 00:13:18.400]   Is it yourself?
[00:13:18.400 --> 00:13:20.560]   Is it someone else in the world who doesn't follow Jesus?
[00:13:20.560 --> 00:13:22.920]   Is it the blind leading the blind?
[00:13:22.920 --> 00:13:25.240]   Can you say from the bottom of your heart
[00:13:25.240 --> 00:13:28.520]   that the Lord is your shepherd?
[00:13:28.520 --> 00:13:31.840]   Because if you can, then you shall not want.
[00:13:31.840 --> 00:13:35.560]   Verse two says this, "He makes me lie in green pastures.
[00:13:35.560 --> 00:13:38.560]   "He leads me beside still waters.
[00:13:38.560 --> 00:13:41.400]   "He restores my soul."
[00:13:41.400 --> 00:13:47.480]   He paints this picture that God knows what you need.
[00:13:47.480 --> 00:13:50.040]   He'll lead you to a place where there's green pastures.
[00:13:50.040 --> 00:13:51.640]   He'll lead you to a place where there's still waters.
[00:13:51.640 --> 00:13:53.200]   What are the significances of those?
[00:13:53.200 --> 00:13:55.920]   Okay, if you're sheep, you need to eat.
[00:13:55.920 --> 00:13:57.520]   So then you go to these green pastures
[00:13:57.520 --> 00:13:59.920]   to the point where it's plentiful, it's everywhere.
[00:13:59.920 --> 00:14:02.120]   So you actually get to lie down.
[00:14:02.120 --> 00:14:03.920]   So a sheep can actually lie down
[00:14:03.920 --> 00:14:06.280]   and know that they have everything that they need.
[00:14:06.280 --> 00:14:07.680]   Why still waters?
[00:14:07.680 --> 00:14:10.640]   Sheep would have to go to the riverside to drink water.
[00:14:10.640 --> 00:14:12.280]   But if the water was running too fast,
[00:14:12.280 --> 00:14:13.720]   if the current was too fast,
[00:14:13.720 --> 00:14:17.440]   then they would get their wool wet, they would get heavy,
[00:14:17.440 --> 00:14:19.280]   and then they would run the risk of being swept away,
[00:14:19.280 --> 00:14:21.600]   whisked away, and be in danger.
[00:14:21.600 --> 00:14:24.240]   So David is saying here, if the Lord is your shepherd,
[00:14:24.240 --> 00:14:26.480]   he will lead you, he will take you to places
[00:14:26.480 --> 00:14:30.240]   where you can lie down, where you can stop,
[00:14:30.240 --> 00:14:31.960]   where you will have everything that you need,
[00:14:31.960 --> 00:14:36.040]   that you don't have to keep chasing and chasing and chasing,
[00:14:36.040 --> 00:14:38.760]   because in him, there will be enough.
[00:14:38.760 --> 00:14:44.600]   This is in direct contrast with a city like Hong Kong.
[00:14:44.600 --> 00:14:45.480]   I've said this before, right?
[00:14:45.480 --> 00:14:47.720]   Hong Kong is probably one of the hardest places
[00:14:47.720 --> 00:14:49.880]   to find peace, to stop.
[00:14:49.880 --> 00:14:53.240]   Christina and I, we took our kids this week on a holiday.
[00:14:53.240 --> 00:14:55.160]   We went all the way, we went really far,
[00:14:55.160 --> 00:14:59.080]   all the way to Lantau, and we went to Disneyland.
[00:14:59.080 --> 00:15:00.080]   And it was a great time.
[00:15:00.080 --> 00:15:01.640]   Disneyland is always a fun place to be.
[00:15:01.640 --> 00:15:03.280]   It's the happiest place on earth.
[00:15:03.280 --> 00:15:07.320]   But you know what I found something really interesting is?
[00:15:07.320 --> 00:15:08.600]   We couldn't switch off either,
[00:15:08.600 --> 00:15:10.280]   because when you're at Disneyland,
[00:15:10.280 --> 00:15:12.440]   you've got so many things that you need to get to.
[00:15:12.440 --> 00:15:15.280]   You need to make the most of everything.
[00:15:15.280 --> 00:15:17.480]   And as hotel guests, we were given these fast passes,
[00:15:17.480 --> 00:15:20.680]   which it didn't feel right if we let them go to waste.
[00:15:20.680 --> 00:15:22.680]   So we have to go through everything.
[00:15:22.680 --> 00:15:24.520]   And in the hotel, there's tons of things that you can do.
[00:15:24.520 --> 00:15:25.800]   You can go go-karting.
[00:15:25.800 --> 00:15:28.040]   You can do Tai Chi with Donald Duck.
[00:15:28.040 --> 00:15:29.840]   (audience laughing)
[00:15:29.840 --> 00:15:31.000]   No, no, no, that wasn't a joke.
[00:15:31.000 --> 00:15:33.200]   You actually can do Tai Chi with Donald Duck.
[00:15:33.200 --> 00:15:35.120]   Small plug there.
[00:15:35.120 --> 00:15:40.440]   And I found myself getting caught up in this,
[00:15:40.440 --> 00:15:42.040]   'cause I need to make the most of it.
[00:15:42.040 --> 00:15:44.120]   I need to go to all these different things.
[00:15:44.120 --> 00:15:47.320]   But what Jesus is saying here,
[00:15:47.320 --> 00:15:48.800]   what Davies is saying is about Jesus,
[00:15:48.800 --> 00:15:50.520]   if you follow him, you will get to a point
[00:15:50.520 --> 00:15:52.400]   where you can lie down,
[00:15:52.400 --> 00:15:55.160]   where you will be surrounded by everything that you need
[00:15:55.160 --> 00:15:57.880]   that you won't even need to move that far.
[00:15:57.880 --> 00:15:59.360]   And you'll be beside still waters
[00:15:59.360 --> 00:16:01.240]   where you don't feel as though
[00:16:01.240 --> 00:16:03.920]   you have to go and fight for everything yourself.
[00:16:03.920 --> 00:16:05.440]   Now, there's two, generalizing,
