
[00:00:00.000 --> 00:00:07.000]   >> Good evening, everyone.
[00:01:52.000 --> 00:01:59.000]   We don't actually truly get to see how a vaccine works, whether it works or not, actually.
[00:01:59.000 --> 00:02:01.000]   And there's so much fake news going around.
[00:02:01.000 --> 00:02:07.000]   So even if you do see something with your own eyes, how convinced are you that it is real?
[00:02:07.000 --> 00:02:13.000]   So really it isn't you have to see it to believe it, but rather at least if we look in Scripture,
[00:02:13.000 --> 00:02:21.000]   what we see is actually if we are to have faith in something, we have to believe first before we see it.
[00:02:21.000 --> 00:02:25.000]   St. Augustine was the one who said, "Faith is to believe what you do not see.
[00:02:25.000 --> 00:02:28.000]   The reward of this faith is to see what you believe."
[00:02:28.000 --> 00:02:29.000]   Let me just say that again.
[00:02:29.000 --> 00:02:32.000]   "Faith is to believe what you do not see.
[00:02:32.000 --> 00:02:35.000]   The reward of this faith is to see what you believe."
[00:02:35.000 --> 00:02:42.000]   Martin Luther King would say, "Faith is taking the first step, even when you don't see the whole staircase."
[00:02:42.000 --> 00:02:45.000]   So taking that first step, that's why it's called a leap of faith.
[00:02:45.000 --> 00:02:49.000]   You have to take that step first before you see it.
[00:02:49.000 --> 00:02:53.000]   And one of my favorite quotes of all time by C.S. Lewis says this,
[00:02:53.000 --> 00:02:58.000]   "I believe in Christianity as I believe that the sun has risen, not only because I see it,
[00:02:58.000 --> 00:03:02.000]   but because by it I see everything else."
[00:03:02.000 --> 00:03:08.000]   And Christianity, our faith, gives us the lens to see.
[00:03:08.000 --> 00:03:11.000]   And so therefore, believing is seeing.
[00:03:11.000 --> 00:03:13.000]   Now we here are believers.
[00:03:13.000 --> 00:03:14.000]   Most of us here are believers.
[00:03:14.000 --> 00:03:17.000]   And actually, we've believed in Jesus without ever seeing him.
[00:03:17.000 --> 00:03:22.000]   Actually, Jesus talks about that to John in John chapter 20, where he says,
[00:03:22.000 --> 00:03:25.000]   "Blessed are those who have not seen and yet have believed."
[00:03:25.000 --> 00:03:29.000]   So actually, right here, right now, brothers and sisters, we are blessed.
[00:03:29.000 --> 00:03:34.000]   We are blessed because we profess to have faith and believe in Jesus.
[00:03:34.000 --> 00:03:36.000]   And we haven't even seen him yet.
[00:03:36.000 --> 00:03:42.000]   Have you also wondered, actually, just seeing Jesus isn't enough to actually believe him?
[00:03:42.000 --> 00:03:46.000]   Imagine all the people that saw him when he was on the earth.
[00:03:46.000 --> 00:03:47.000]   Not all of them believed him.
[00:03:47.000 --> 00:03:49.000]   In fact, plenty wanted to kill him.
[00:03:49.000 --> 00:03:51.000]   So it's not as simple as that, is it?
[00:03:51.000 --> 00:03:56.000]   If there are people who come to us and say, "Hey, I won't believe in Jesus until I need to see it for my own eyes."
[00:03:56.000 --> 00:04:00.000]   No, actually, there's plenty of people who have actually seen Jesus in real life,
[00:04:00.000 --> 00:04:04.000]   seen him do miracles, yet still don't believe.
[00:04:04.000 --> 00:04:07.000]   So the equation isn't that simple.
[00:04:07.000 --> 00:04:11.000]   In fact, Jesus himself has his parable, and it's a strange parable.
[00:04:11.000 --> 00:04:15.000]   We won't have time to go into it today, but in Luke chapter 16, and he finishes and he says this.
[00:04:15.000 --> 00:04:19.000]   He says, "If they don't even listen to Moses and the prophets,
[00:04:19.000 --> 00:04:24.000]   they will not be convinced even if someone rises from the dead."
[00:04:24.000 --> 00:04:29.000]   He's saying it's not as simple as, hey, just seeing someone rise from the dead and they'll believe.
[00:04:29.000 --> 00:04:32.000]   In fact, if they're not going to do it then, they're not going to do it now.
[00:04:32.000 --> 00:04:36.000]   What he's saying is that faith is a matter of the heart.
[00:04:36.000 --> 00:04:38.000]   It doesn't matter how many miracles you see.
[00:04:38.000 --> 00:04:46.000]   It doesn't matter how many things you say you want to see, but faith ultimately comes down to a matter of the heart.
[00:04:46.000 --> 00:04:53.000]   And we see here in Mark chapter 9, at the very end, the Father declares those words that have always been with me.
[00:04:53.000 --> 00:04:59.000]   "I believe, help my unbelief. I believe, help my unbelief."
[00:04:59.000 --> 00:05:05.000]   And I want to talk about that, but before that, I want to really go into just some of the background, some of the context.
[00:05:05.000 --> 00:05:10.000]   You see, up until now, these last few chapters, Jesus has been on a tear.
[00:05:10.000 --> 00:05:13.000]   He has been just going on miracle after miracle.
[00:05:13.000 --> 00:05:20.000]   Luke chapter 6, he sends out the 12 disciples, and then he hears about the death of John the Baptist.
[00:05:20.000 --> 00:05:28.000]   And then 6 verse 30 in the book of Mark, Jesus feeds the 5,000, one of the most famous miracles that he does.
[00:05:28.000 --> 00:05:33.000]   People turn up, they're hungry, there's no bread, but boom, Jesus feeds them all.
[00:05:33.000 --> 00:05:37.000]   Immediately after that, in verse 45, he walks on water.
[00:05:37.000 --> 00:05:44.000]   So first he feeds the 5,000, then he walks on water, he's going on a tear, and then he heals the sick.
[00:05:44.000 --> 00:05:47.000]   And then he starts talking to the Pharisees, and then he heals more people.
[00:05:47.000 --> 00:05:51.000]   And then in chapter 8, he does something very funny.
[00:05:51.000 --> 00:05:55.000]   After feeding 5,000, he then feeds 4,000.
[00:05:55.000 --> 00:05:59.000]   But it's really interesting here. The disciples, I want to highlight something here.
[00:05:59.000 --> 00:06:05.000]   The disciples saw him feed the 5,000. A couple of chapters later, they're in the same situation.
[00:06:05.000 --> 00:06:14.000]   And now in chapter 8, verse 4, there's 4,000 people that need to be fed now.
[00:06:14.000 --> 00:06:21.000]   And even though they just had witnessed him feeding 5,000, they still ask the same question.
[00:06:21.000 --> 00:06:24.000]   How can one feed these people with bread here in this desert place?
[00:06:24.000 --> 00:06:29.000]   They just saw him multiply enough bread to feed 5,000 people.
[00:06:29.000 --> 00:06:34.000]   And now here is a similar situation, but they're still asking the same question.
[00:06:34.000 --> 00:06:38.000]   So they saw it, but they didn't believe it.
[00:06:38.000 --> 00:06:43.000]   So again, it's a matter of the heart. It's a matter of did they really understand what was happening?
[00:06:43.000 --> 00:06:46.000]   Did they really understand who Jesus was?
[00:06:46.000 --> 00:06:50.000]   And then in chapter 8, verse 11, the Pharisees come along.
[00:06:50.000 --> 00:06:55.000]   They hear about all these things and the Pharisees come along and they demand a sign.
[00:06:55.000 --> 00:06:58.000]   They demand a sign from heaven.
[00:06:58.000 --> 00:07:05.000]   A sign from heaven to prove that he really is God, that he really does have authority that comes from God.
[00:07:05.000 --> 00:07:08.000]   And then he says this really damning reply.
[00:07:08.000 --> 00:07:11.000]   Why does this generation seek a sign?
[00:07:11.000 --> 00:07:16.000]   Truly I say to you, no sign will be given to this generation.
[00:07:16.000 --> 00:07:18.000]   No sign will be given to this generation.
[00:07:18.000 --> 00:07:21.000]   Again, these Pharisees, they're coming. They will have heard about all the miracles.
[00:07:21.000 --> 00:07:24.000]   They may have even seen some themselves.
[00:07:24.000 --> 00:07:27.000]   Yeah, here they're wanting Jesus to do something mad.
[00:07:27.000 --> 00:07:32.000]   They're wanting him to open up the heavens, which already happened, actually, when the dove came down and descended on him.
[00:07:32.000 --> 00:07:35.000]   But they wanted something like that. But Jesus is saying, no, you don't get it.
[00:07:35.000 --> 00:07:41.000]   Even if I did something like that, you still wouldn't believe because your heart is not right.
[00:07:41.000 --> 00:07:44.000]   Your heart is still hard.
[00:07:44.000 --> 00:07:48.000]   And so the disciples, going back to them, they see Jesus feed 5000.
[00:07:48.000 --> 00:07:53.000]   They see him walk on water. They see him, see him healed person after person.
[00:07:53.000 --> 00:07:56.000]   Then they see him feed the 4000.
[00:07:56.000 --> 00:07:59.000]   And then they get on a boat. And this is the fascinating thing.
[00:07:59.000 --> 00:08:03.000]   Eight verse 14. They forget to bring bread.
[00:08:03.000 --> 00:08:09.000]   After all those miracles about bread and they had so much left over, they forgot to bring bread.
[00:08:09.000 --> 00:08:12.000]   And Jesus on the boat starts teaching them.
[00:08:12.000 --> 00:08:19.000]   Eight verse 15. Watch out. Beware of the leaven of the Pharisees and the leaven of the of Herod.
[00:08:19.000 --> 00:08:27.000]   But verse 16, they basically completely ignore him and they begin discussing with one another the fact that they had no bread.
[00:08:27.000 --> 00:08:34.000]   So after all these huge miracles about bread and about feeding thousands of people, they still don't get it.
[00:08:34.000 --> 00:08:41.000]   They're on a boat now. Someone forgot to bring bread and they're arguing on a boat, completely missing the point of what Jesus is teaching them.
[00:08:41.000 --> 00:08:44.000]   And they're still arguing about the bread.
[00:08:44.000 --> 00:08:49.000]   They saw it time and time again, yet they did not believe.
[00:08:49.000 --> 00:08:54.000]   And so Jesus can't control himself anymore and he has to rebuke them.
[00:08:54.000 --> 00:08:57.000]   Why are you discussing the fact that you have no bread?
[00:08:57.000 --> 00:09:01.000]   Can you imagine the outrage of what Jesus is feeling right now?
[00:09:01.000 --> 00:09:04.000]   I've shown you so much yet you still don't get.
[00:09:04.000 --> 00:09:07.000]   Do you not yet perceive or understand? Are your hearts hardened?
[00:09:07.000 --> 00:09:10.000]   Having eyes, do you not see? And having ears, do you not hear?
[00:09:10.000 --> 00:09:12.000]   And do you not remember?
[00:09:12.000 --> 00:09:16.000]   Then he actually asked them, when I broke the five loaves for the five thousand, how many baskets were left?
[00:09:16.000 --> 00:09:21.000]   They said, twelve. And the seven for the four thousand, how many baskets were left?
[00:09:21.000 --> 00:09:26.000]   Seven. And he said to them, do you not understand?
[00:09:26.000 --> 00:09:31.000]   Do you not understand? And then Jesus, he was a blind man.
[00:09:31.000 --> 00:09:36.000]   And then there is the most incredible scene in Mark, chapter nine, the transfiguration.
[00:09:36.000 --> 00:09:41.000]   He takes Peter, James and John up to the mountain and suddenly Elijah and Moses turn up.
[00:09:41.000 --> 00:09:47.000]   And it's just, I can imagine it's the most incredible mountaintop experience any human being has ever had.
[00:09:47.000 --> 00:09:53.000]   They come back down from the mountain and there's chaos and there's people arguing.
[00:09:53.000 --> 00:09:56.000]   And that's where that Lumo video just picks up.
[00:09:56.000 --> 00:10:01.000]   And he sees people arguing because the other disciples who were left at the bottom of the mountain,
[00:10:01.000 --> 00:10:06.000]   they were arguing because they were trying to figure out how to exercise this demon.
[00:10:06.000 --> 00:10:12.000]   And that is where we land today. Mark, chapter nine, verse 14 to 29.
[00:10:12.000 --> 00:10:16.000]   Jesus heals a boy with an unclean spirit.
[00:10:16.000 --> 00:10:20.000]   And he comes down. Imagine having that moment. The face is still glowing.
[00:10:20.000 --> 00:10:22.000]   It was just the best mountaintop experience. They come down.
[00:10:22.000 --> 00:10:28.000]   Yet people are arguing and the disciples that he left behind were now powerless.
[00:10:28.000 --> 00:10:34.000]   They couldn't exercise this demon from this child who was foaming at the mouth, grinding his teeth.
[00:10:34.000 --> 00:10:37.000]   This is, experts will say that this is the modern day epilepsy.
[00:10:37.000 --> 00:10:41.000]   And of course, also possessed by a demon and the disciples, they couldn't do it.
[00:10:41.000 --> 00:10:47.000]   They couldn't cast out the demon. And that's when, as we saw in the video, chapter nine, verse 19,
[00:10:47.000 --> 00:10:52.000]   Jesus says, "Oh, faithless generation, how long am I to be with you?
[00:10:52.000 --> 00:10:56.000]   How long am I to bear with you? Bring him to me."
[00:10:56.000 --> 00:11:03.000]   And then they bring the child to him. And then Jesus asks a very personal question to the father.
[00:11:03.000 --> 00:11:08.000]   As a caring doctor would ask a patient, "How long has he been suffering from this?"
[00:11:08.000 --> 00:11:12.000]   And the father, being like any parent who is just desperate, completely helpless,
[00:11:12.000 --> 00:11:17.000]   and maybe even hopeless without running out of ideas, says, "He's been like this since childhood.
[00:11:17.000 --> 00:11:21.000]   He's threatened to kill his life quite a few times."
[00:11:21.000 --> 00:11:28.000]   And that's where Jesus says, and then the father says, "But if you can do anything, have compassion on us."
[00:11:28.000 --> 00:11:34.000]   And then Jesus almost takes offense. "If you can!" There's an exclamation mark there in chapter nine, verse 23.
[00:11:34.000 --> 00:11:40.000]   "If you can!" "Of course I can." "All things are possible for one who believes."
[00:11:40.000 --> 00:11:45.000]   "I can!" "But do you believe?" is what Jesus is saying.
[00:11:45.000 --> 00:11:50.000]   And then the father comes out with that line. "I believe. Help my unbelief."
[00:11:50.000 --> 00:11:53.000]   Jesus commands the spirit to leave and never to return.
[00:11:53.000 --> 00:11:59.000]   The boy then is left as a corpse. But then Jesus helps him up again.
[00:11:59.000 --> 00:12:04.000]   And from there, the disciples go away and they go, "Jesus, why couldn't we do it?
[00:12:04.000 --> 00:12:09.000]   Earlier, when you sent us out, we actually had the authority to do it. We could do it."
[00:12:09.000 --> 00:12:13.000]   Mark chapter six, "And he called the twelve, and they began to send them out two by two,
[00:12:13.000 --> 00:12:16.000]   and gave them authority over the unclean spirits. They could do it before.
[00:12:16.000 --> 00:12:20.000]   Jesus, why couldn't we do it anymore?" And that's when he says,
[00:12:20.000 --> 00:12:24.000]   "This kind cannot be driven out by anything but prayer."
[00:12:24.000 --> 00:12:29.000]   I want to go through all of these points today, but really, as I'm talking about how it is that
[00:12:29.000 --> 00:12:33.000]   when we believe, it is only then do we see. I want to really ask us,
[00:12:33.000 --> 00:12:37.000]   and I've been asking myself this, what kind of faith do I have?
[00:12:37.000 --> 00:12:43.000]   What kind of faith do we have? As I've retold this story very, very quickly,
[00:12:43.000 --> 00:12:47.000]   and please, as I've asked you to open the Bible, go back into these passages and look
[00:12:47.000 --> 00:12:51.000]   and see the narrative that is going, see what Jesus has been doing.
[00:12:51.000 --> 00:12:56.000]   And I've introduced you to the Pharisees, to the disciples, and finally to this father.
[00:12:56.000 --> 00:13:02.000]   What kind of faith do we have? As we look at these characters, as we look at these people,
[00:13:02.000 --> 00:13:08.000]   these real-life people having gone through these things, ask ourselves the question,
[00:13:08.000 --> 00:13:13.000]   which one of these people do we relate to the most? Do we have the faith of the Pharisees,
[00:13:13.000 --> 00:13:19.000]   the disciples, or the father? What is our faith really like?
[00:13:19.000 --> 00:13:24.000]   Are we actually, even though we say we believe in God, that we're still actually with our arms crossed
[00:13:24.000 --> 00:13:32.000]   saying, "I need to see it to believe it." Or actually, do we have a really genuine faith
[00:13:32.000 --> 00:13:36.000]   within our hearts where we go, "Actually, Jesus, we believe. Help our unbelief."
[00:13:36.000 --> 00:13:43.000]   And so I want to pose these three different people to you and see which one of those you think you are the most.
[00:13:43.000 --> 00:13:50.000]   So the first one is the Pharisees, the Pharisees. And that's where I just mentioned in chapter 8,
[00:13:50.000 --> 00:13:56.000]   verse 11, "These Pharisees come and they begin to argue with him, and they seek from him a sign from heaven to test him."
[00:13:56.000 --> 00:14:01.000]   And Jesus, he says, verse 12, "And he sighs deeply in his spirit."
[00:14:01.000 --> 00:14:08.000]   He's sad. His heart is broken, but they're still in this state. He's saying, "Why don't you get it?
[00:14:08.000 --> 00:14:12.000]   Why are you still looking for signs? I want a change of heart."
[00:14:12.000 --> 00:14:16.000]   You see, because what Jesus knew is a closed heart leads to closed eyes.
[00:14:16.000 --> 00:14:21.000]   That unless their hearts were open, nothing that they would see would convince them.
[00:14:21.000 --> 00:14:26.000]   But he wanted them to see that they had a problem of the heart.
[00:14:26.000 --> 00:14:31.000]   They had already decided not to believe. Do you know people like that?
[00:14:31.000 --> 00:14:34.000]   Maybe if you're talking to them about the faith, or maybe you were like that yourself,
[00:14:34.000 --> 00:14:37.000]   or maybe even right now, there's still an element of that.
[00:14:37.000 --> 00:14:40.000]   But you know what? I'm not going to believe.
[00:14:40.000 --> 00:14:46.000]   I'm not going to commit my life to Jesus unless I see something really just supernatural,
[00:14:46.000 --> 00:14:49.000]   something that I can't explain, a miracle.
[00:14:49.000 --> 00:14:56.000]   But you see, Jesus refused to give those things because he knew that actually faith starts with a leap.
[00:14:56.000 --> 00:14:59.000]   It starts from the heart with a leap.
[00:14:59.000 --> 00:15:05.000]   And it reminds us of this almost paradox of faith, that unless we recognize that God is present and acting in Jesus,
[00:15:05.000 --> 00:15:10.000]   no testimony will persuade us. It's all about the heart.
[00:15:10.000 --> 00:15:18.000]   We can do everything we can, but ultimately, faith is still this mysterious gift that comes from responding to God's word.
[00:15:18.000 --> 00:15:22.000]   This one campaign, what do we remember? Faith comes by seeing?
[00:15:22.000 --> 00:15:29.000]   No, it was in partnership with an organization called Faith Comes by Hearing, Romans chapter 10.
[00:15:29.000 --> 00:15:34.000]   Faith comes from us responding and hearing and responding to God's word.
[00:15:34.000 --> 00:15:36.000]   And it's about the heart.
[00:15:36.000 --> 00:15:44.000]   We don't simply see and then believe. That's not how it works.
[00:15:44.000 --> 00:15:50.000]   So I don't know where you're at in your faith right now, whether you are really just waiting for God to show you something.
[00:15:50.000 --> 00:15:52.000]   Show me something impressive. Show me something cool.
[00:15:52.000 --> 00:15:56.000]   Show me something that's out of my control. And maybe then I will believe you.
[00:15:56.000 --> 00:16:00.000]   Are you waiting for proof? Are you waiting to see him?
[00:16:00.000 --> 00:16:09.000]   Because if you are, then this story, the scripture tells us that actually you'll be waiting for a long time because it's about the heart.
[00:16:09.000 --> 00:16:11.000]   You have to make that first step.
[00:16:11.000 --> 00:16:17.000]   We see, we say we believe, but we actually sometimes don't want to see God work.
[00:16:17.000 --> 00:16:22.000]   We don't want to see him in his full power because it would threaten to completely turn our lives upside down.
[00:16:22.000 --> 00:16:28.000]   So we keep him at a distance and then we wonder why we don't feel his presence.
[00:16:28.000 --> 00:16:31.000]   See, do we actually still like to be in control?
[00:16:31.000 --> 00:16:34.000]   Are we actually frightened to open our hearts?
[00:16:34.000 --> 00:16:38.000]   Because we know that if we opened our hearts, it wouldn't be in our control anymore.
[00:16:38.000 --> 00:16:42.000]   Do we only like the idea of a God that we can control?
[00:16:42.000 --> 00:16:44.000]   You see, a closed heart leads to closed eyes.
[00:16:44.000 --> 00:16:51.000]   And I'm wondering whether for myself or any of us here that our faith is one that is still close.
[00:16:51.000 --> 00:16:54.000]   It is still hard. We are still waiting to be impressed.
[00:16:54.000 --> 00:17:01.000]   We are still waiting for this vending machine God to churn out the things that we want him to give us.
[00:17:01.000 --> 00:17:06.000]   I was reminded when I was learning how to drive in the UK.
[00:17:06.000 --> 00:17:08.000]   I'm sure it's the same here as well.
[00:17:08.000 --> 00:17:19.000]   As you're sitting in the steering wheel driving, you would then have the instructor who would have his own brakes.
[00:17:19.000 --> 00:17:31.000]   And there would be some cars where actually you could have the actual instructor would have a steering wheel just in case you go crazy and then they can save your life.
[00:17:31.000 --> 00:17:38.000]   And I wonder whether we have that sometimes where we say, Jesus, take the steering wheel.
[00:17:38.000 --> 00:17:40.000]   I believe in you. I trust you.
[00:17:40.000 --> 00:17:45.000]   But actually, we are still very much holding on to the steering wheel ourselves.
[00:17:45.000 --> 00:17:47.000]   We actually don't really trust him.
[00:17:47.000 --> 00:17:51.000]   We actually don't really want him to be driving and taking control.
[00:17:51.000 --> 00:17:55.000]   But yet that's what that's what God is asking us to do.
[00:17:55.000 --> 00:17:57.000]   We have to open our hearts to him.
[00:17:57.000 --> 00:18:07.000]   Another example, one of my favorite toys growing up was a, I love driving, was a literally a fake steering wheel toy that I could sit at the back of the car and the passenger seat in the back.
[00:18:07.000 --> 00:18:12.000]   It would kind of like suction to the window and I'd pretend I'd be driving.
[00:18:12.000 --> 00:18:17.000]   And I wonder, I wonder how many of us have truly surrendered the steering wheel to God.
[00:18:17.000 --> 00:18:21.000]   Like truly, truly opened our hearts to him.
[00:18:21.000 --> 00:18:28.000]   Because I think only when we truly open our hearts to him, do we then actually get to see him.
[00:18:28.000 --> 00:18:33.000]   But if we don't open our hearts, then we actually don't get to see him clearly.
[00:18:33.000 --> 00:18:36.000]   How is your faith? What kind of faith do you have?
[00:18:36.000 --> 00:18:38.000]   Is it similar to the ones of the Pharisees?
[00:18:38.000 --> 00:18:41.000]   If it is, I encourage you, let go.
[00:18:41.000 --> 00:18:42.000]   Let go.
[00:18:42.000 --> 00:18:45.000]   You will only see if you believe.
[00:18:45.000 --> 00:18:51.000]   It is your believing that starts you on this journey to eventually see God.
[00:18:51.000 --> 00:18:54.000]   Number two, the disciples.
[00:18:54.000 --> 00:18:57.000]   Or do you have a faith of disciples?
[00:18:57.000 --> 00:19:03.000]   Have we seen and experienced God, but actually forgotten and have hardened our hearts still?
[00:19:03.000 --> 00:19:05.000]   Do we have a faithless faith?
[00:19:05.000 --> 00:19:10.000]   Jesus asks the disciples, do you not yet perceive or understand?
[00:19:10.000 --> 00:19:11.000]   Are your hearts hardened, having eyes?
[00:19:11.000 --> 00:19:12.000]   Do you not see and having ears?
[00:19:12.000 --> 00:19:13.000]   Do you not hear?
[00:19:13.000 --> 00:19:16.000]   And do you not remember?
[00:19:16.000 --> 00:19:18.000]   It wasn't that long ago.
[00:19:18.000 --> 00:19:20.000]   Do you not remember?
[00:19:20.000 --> 00:19:21.000]   Forgetfulness is a key.
[00:19:21.000 --> 00:19:29.000]   I'm just going to exit the screen so you can see me more clearly.
[00:19:29.000 --> 00:19:37.000]   Do we have the faith of the disciples where actually God has been working in our lives, but we keep forgetting?
[00:19:37.000 --> 00:19:41.000]   A faithless faith is no faith at all.
[00:19:41.000 --> 00:19:47.000]   That's something that God has been just convicting me about, asking, James, do you really have faith in me?
[00:19:47.000 --> 00:19:49.000]   Like, really, really?
[00:19:49.000 --> 00:19:53.000]   Are you truly letting me drive this car?
[00:19:53.000 --> 00:19:57.000]   Or are you actually still holding on?
[00:19:57.000 --> 00:19:59.000]   Do we have a faithless faith?
[00:19:59.000 --> 00:20:04.000]   Are our hearts hardened and preventing us to see what God is actually doing?
[00:20:04.000 --> 00:20:08.000]   The disciples, they had seen so much.
[00:20:08.000 --> 00:20:20.000]   And this thing about the bread, whether it's the 5,000 or the 4,000 or then going on a boat and forgetting, they couldn't seem to get it into their minds that Jesus was able to provide for them.
[00:20:20.000 --> 00:20:22.000]   You see, they have the right factual answers.
[00:20:22.000 --> 00:20:24.000]   When Jesus asked them, hey, how many baskets were left?
[00:20:24.000 --> 00:20:25.000]   12.
[00:20:25.000 --> 00:20:27.000]   How many baskets were left this time?
[00:20:27.000 --> 00:20:28.000]   Seven.
[00:20:28.000 --> 00:20:32.000]   They knew the right answers, but they hadn't let it seep into their hearts.
[00:20:32.000 --> 00:20:36.000]   They didn't really truly understand what was happening.
[00:20:36.000 --> 00:20:40.000]   And Jesus posed them this question, do you not yet understand?
[00:20:40.000 --> 00:20:41.000]   And then he leaves.
[00:20:41.000 --> 00:20:42.000]   He leaves it.
[00:20:42.000 --> 00:20:44.000]   He doesn't explain it to them.
[00:20:44.000 --> 00:20:50.000]   You see, when it comes to faith, it's something that you have to come to terms with yourself.
[00:20:50.000 --> 00:20:55.000]   Not only does Jesus leave them with that question, but the writer Mark leaves us there as well.
[00:20:55.000 --> 00:20:58.000]   Do you not yet understand?
[00:20:58.000 --> 00:21:05.000]   You see, faith is something that we have to come to terms with ourselves, that we have to figure out, and that we have to be the ones to take that leap.
[00:21:05.000 --> 00:21:08.000]   Have our hearts become hardened?
[00:21:08.000 --> 00:21:11.000]   Have we missed God working in our lives and forgotten?
[00:21:11.000 --> 00:21:13.000]   And we can become numb to it.
[00:21:13.000 --> 00:21:19.000]   And in fact, that was what Jesus was trying to say, hey, beware of the yeast of the Pharisees and the Herod.
[00:21:19.000 --> 00:21:22.000]   Beware of the things that make your heart numb.
[00:21:22.000 --> 00:21:26.000]   Beware of the things that make you deaf to God.
[00:21:26.000 --> 00:21:33.000]   Because those things, once you've, if you let those things into your life, and what are those things?
[00:21:33.000 --> 00:21:36.000]   What are the things that make us numb and deaf to the gospel?
[00:21:36.000 --> 00:21:43.000]   Media, public opinion, ideologies that are popular in this day and age.
[00:21:43.000 --> 00:21:47.000]   Anything in this world makes us become numb to the gospel.
[00:21:47.000 --> 00:21:50.000]   And then we end up with a faithless faith.
[00:21:50.000 --> 00:21:53.000]   And that's not something that we want.
[00:21:53.000 --> 00:21:55.000]   The key here is forgetfulness.
[00:21:55.000 --> 00:21:59.000]   Jesus says, do you not remember what I've been doing?
[00:21:59.000 --> 00:22:04.000]   And these disciples, they kept seeing things over and over again, yet they still, they would forget.
[00:22:04.000 --> 00:22:06.000]   They would not understand.
[00:22:06.000 --> 00:22:11.000]   And it reminded me, actually, there was a time when, maybe this is nearly three years ago now,
[00:22:11.000 --> 00:22:15.000]   when we first had the conversation about potentially God bringing us to Hong Kong.
[00:22:15.000 --> 00:22:17.000]   I remember sitting in this pub.
[00:22:17.000 --> 00:22:20.000]   I'm sure I've told this story to some people already.
[00:22:20.000 --> 00:22:23.000]   There's a pub chain in the UK called Weatherspoons.
[00:22:23.000 --> 00:22:25.000]   And I used to go to, John's nodding.
[00:22:25.000 --> 00:22:30.000]   John has been to Weatherspoons many, many times, probably more than he went to church.
[00:22:30.000 --> 00:22:35.000]   And I used to love preparing my sermons there on a morning.
[00:22:35.000 --> 00:22:42.000]   I used to sit Tuesday morning with the other very sorry and sad people who were in the pub at that time of the day.
[00:22:42.000 --> 00:22:44.000]   And I'd be preparing sermons there.
[00:22:44.000 --> 00:22:52.000]   And whilst I was preparing the sermon, I was just, my head was just all over the place because I was wondering, God, seriously, Hong Kong?
[00:22:52.000 --> 00:22:54.000]   Like, that's crazy.
[00:22:54.000 --> 00:22:56.000]   That doesn't make sense.
[00:22:56.000 --> 00:22:58.000]   What am I going to do there?
[00:22:58.000 --> 00:23:00.000]   What's it going to look like?
[00:23:00.000 --> 00:23:02.000]   It's going to be, I'm just worried and I'm scared.
[00:23:02.000 --> 00:23:04.000]   And I remember this song came on.
