
[00:00:00.000 --> 00:00:03.000]  感謝神的恩典讓我們在主日的時候
[00:02:16.000 --> 00:02:20.000]  其實已經講到了以色列民得地為業
[00:02:20.000 --> 00:02:21.000]  最後的兩節裡邊呢
[00:02:21.000 --> 00:02:23.000]  就這樣說了啊
[00:02:23.000 --> 00:02:25.000]  耶和華照著他的應許
[00:02:25.000 --> 00:02:30.000]  將權地已經賜給了以色列人了
[00:02:30.000 --> 00:02:32.000]  他們就得地為業
[00:02:32.000 --> 00:02:33.000]  住在其中
[00:02:33.000 --> 00:02:35.000]  這個第一點的應許啊
[00:02:35.000 --> 00:02:36.000]  第二點呢
[00:02:36.000 --> 00:02:40.000]  還把各樣的仇敵交在他們手中
[00:02:40.000 --> 00:02:43.000]  沒有一個仇敵在他們面前
[00:02:43.000 --> 00:02:44.000]  可以站立得住
[00:02:44.000 --> 00:02:47.000]  於是乎呢就可以四進平安
[00:02:47.000 --> 00:02:49.000]  所以呢我們就可以看到啊
[00:02:49.000 --> 00:02:52.000]  在第45節這裡啊
[00:02:52.000 --> 00:02:55.000]  耶和華應許賜福給以色列家的話
[00:02:55.000 --> 00:02:58.000]  一句也沒有落空
[00:02:58.000 --> 00:02:59.000]  都應驗了
[00:02:59.000 --> 00:03:02.000]  我們的神是一個信誓的神
[00:03:02.000 --> 00:03:07.000]  那麼在他讓以色列民得地為業之後呢
[00:03:07.000 --> 00:03:10.000]  就引發了今天的事件啊
[00:03:10.000 --> 00:03:13.000]  今天的整個事件在當中
[00:03:13.000 --> 00:03:15.000]  今天呢是因為他們在當中
[00:03:15.000 --> 00:03:16.000]  又築了一座壇
[00:03:16.000 --> 00:03:18.000]  起到一個紛爭啊
[00:03:18.000 --> 00:03:20.000]  整個事件可以追溯到
[00:03:20.000 --> 00:03:23.000]  在民宿記當中的記載啊
[00:03:23.000 --> 00:03:26.000]  在民宿記的時候呢
[00:03:26.000 --> 00:03:29.000]  呂便的子孫和迦德的子孫呢
[00:03:29.000 --> 00:03:32.000]  因為他們的身處眾多
[00:03:32.000 --> 00:03:34.000]  不單是子孫多啊
[00:03:34.000 --> 00:03:35.000]  身處也多
[00:03:35.000 --> 00:03:39.000]  當他們來到這個應許之地之前的時候
[00:03:39.000 --> 00:03:41.000]  那個時候還沒有進入到
[00:03:41.000 --> 00:03:43.000]  確確實實的應許之地啊
[00:03:43.000 --> 00:03:47.000]  要進入到約旦河的這個河西的時候
[00:03:47.000 --> 00:03:51.000]  才是實際上的神所應許的那個地方
[00:03:51.000 --> 00:03:53.000]  他們就看到了說
[00:03:53.000 --> 00:03:57.000]  誒這塊地很好啊不錯啊
[00:03:57.000 --> 00:03:59.000]  在第五節的時候
[00:03:59.000 --> 00:04:02.000]  如果在你眼前蒙恩的話
[00:04:02.000 --> 00:04:06.000]  求你把這塊地賜給我們為業
[00:04:06.000 --> 00:04:08.000]  但是當時的領袖啊
[00:04:08.000 --> 00:04:10.000]  摩西和這個約書亞啊
[00:04:10.000 --> 00:04:14.000]  並沒有馬上答應他們的請求
[00:04:14.000 --> 00:04:18.000]  而是讓他們照著神的應許
[00:04:18.000 --> 00:04:20.000]  一起呢過了約旦河
[00:04:20.000 --> 00:04:23.000]  到了應許之地以後
[00:04:23.000 --> 00:04:24.000]  一起征戰
[00:04:24.000 --> 00:04:26.000]  得地為業之後
[00:04:26.000 --> 00:04:28.000]  就像我們剛才講的啊
[00:04:28.000 --> 00:04:30.000]  21章裡面講的
[00:04:30.000 --> 00:04:32.000]  都已經得到那塊地了
[00:04:32.000 --> 00:04:34.000]  這個時候呢
[00:04:34.000 --> 00:04:36.000]  就讓他們可以回到
[00:04:36.000 --> 00:04:39.000]  之前所答應他們去的
[00:04:39.000 --> 00:04:41.000]  約旦河東的這個地方
[00:04:41.000 --> 00:04:44.000]  所以在這裡呢我們也看到啊
[00:04:44.000 --> 00:04:47.000]  神的賜予呢是豐厚的
[00:04:47.000 --> 00:04:50.000]  他按照他子民的需要
[00:04:50.000 --> 00:04:54.000]  看到呢哪怕當時沒有規劃出來的
[00:04:54.000 --> 00:04:56.000]  沒有應許給他們的
[00:04:56.000 --> 00:04:59.000]  約旦河東的地方
[00:04:59.000 --> 00:05:01.000]  也依舊賜給他們
[00:05:01.000 --> 00:05:04.000]  讓他們奪得整個應許地以後呢
[00:05:04.000 --> 00:05:07.000]  兩個半的支派
[00:05:07.000 --> 00:05:10.000]  可以回到那邊去啊
[00:05:10.000 --> 00:05:13.000]  也一樣可以得地為業
[00:05:13.000 --> 00:05:17.000]  所以在22章的第一節這裡呢
[00:05:17.000 --> 00:05:18.000]  就看到了啊
[00:05:18.000 --> 00:05:20.000]  於是約書亞就招了
[00:05:20.000 --> 00:05:22.000]  呂遍人和迦德人
[00:05:22.000 --> 00:05:25.000]  還有馬拿西半支派的人
[00:05:25.000 --> 00:05:27.000]  馬拿西支派呢有一半啊
[00:05:27.000 --> 00:05:32.000]  有一半呢已經在了約旦河的河西了
[00:05:32.000 --> 00:05:35.000]  按照分界呢
[00:05:35.000 --> 00:05:38.000]  神也把約旦河的河東呢
[00:05:38.000 --> 00:05:41.000]  多多的賜給了以色列的子民
[00:05:41.000 --> 00:05:44.000]  於是乎呢我們看到經文講的啊
[00:05:44.000 --> 00:05:46.000]  迦德人呂遍人啊
[00:05:46.000 --> 00:05:49.000]  按照不同的翻譯啊呂遍人
[00:05:49.000 --> 00:05:52.000]  還有馬拿西半支派的人呢
[00:05:52.000 --> 00:05:55.000]  這個時候約書亞就把他們叫過來了
[00:05:55.000 --> 00:05:58.000]  你們以前的話呢都已經遵守了
[00:05:58.000 --> 00:05:59.000]  也聽從了
[00:05:59.000 --> 00:06:01.000]  沒有撇棄你們的弟兄
[00:06:01.000 --> 00:06:03.000]  沒有在征戰之前就撇棄啊
[00:06:03.000 --> 00:06:07.000]  就留在這個自己看為好的地方
[00:06:07.000 --> 00:06:10.000]  現在呢你們可以回去了
[00:06:10.000 --> 00:06:11.000]  你們吩咐的話呢
[00:06:11.000 --> 00:06:14.000]  單手的呢已經守住了
[00:06:14.000 --> 00:06:16.000]  到了第四節呢就可以看到啊
[00:06:16.000 --> 00:06:21.000]  如今耶和華你們的上帝照著他所應許的
[00:06:21.000 --> 00:06:24.000]  使你們的弟兄得享平安
[00:06:24.000 --> 00:06:26.000]  現在呢就可以去了
[00:06:26.000 --> 00:06:29.000]  當時耶和華的僕人摩西
[00:06:29.000 --> 00:06:33.000]  在約旦河東所賜給你們的地業之地
[00:06:33.000 --> 00:06:35.000]  去到這個地方
[00:06:35.000 --> 00:06:36.000]  在這個地方
[00:06:36.000 --> 00:06:39.000]  所以呢神是額外的賜予
[00:06:39.000 --> 00:06:43.000]  但不是說丟下這兩個半支派不管啊
[00:06:43.000 --> 00:06:47.000]  而且在這一分為二的約旦河西
[00:06:47.000 --> 00:06:49.000]  和河東的兩個地界
[00:06:49.000 --> 00:06:51.000]  如果大家還記得
[00:06:51.000 --> 00:06:54.000]  還設立了陶城
[00:06:54.000 --> 00:06:55.000]  總共有幾座陶城啊
[00:06:55.000 --> 00:06:58.000]  大家還記得嗎
[00:06:58.000 --> 00:07:00.000]  有說多的啊
[00:07:00.000 --> 00:07:02.000]  六座的陶城
[00:07:02.000 --> 00:07:06.000]  均勻的分佈在了約旦河的河西和河東
[00:07:06.000 --> 00:07:08.000]  讓他們在地界當中
[00:07:08.000 --> 00:07:11.000]  遇到什麼在族群當中
[00:07:11.000 --> 00:07:16.000]  有的紛爭的時候可以透過陶城去解決
[00:07:16.000 --> 00:07:18.000]  那麼在這裡呢
[00:07:18.000 --> 00:07:19.000]  兩個半的支派呢
[00:07:19.000 --> 00:07:22.000]  就可以回到約旦河東了啊
[00:07:22.000 --> 00:07:24.000]  約旦河東
[00:07:24.000 --> 00:07:25.000]  那麼在這裡呢
[00:07:25.000 --> 00:07:26.000]  我們可以看到啊
[00:07:26.000 --> 00:07:30.000]  於是呢這兩個半支派的人呢
[00:07:30.000 --> 00:07:34.000]  就從迦南地的士羅起行啊
[00:07:34.000 --> 00:07:36.000]  士羅是這個地方
[00:07:36.000 --> 00:07:38.000]  是當時以色列民呢
[00:07:38.000 --> 00:07:41.000]  拿到了迦南地之後呢
[00:07:41.000 --> 00:07:43.000]  找到了一塊
[00:07:43.000 --> 00:07:47.000]  被當時的一些的地界所圍繞
[00:07:47.000 --> 00:07:52.000]  沒有當時的迦南人居住過痕跡的地方
[00:07:52.000 --> 00:07:54.000]  也就是一片的淨土啊
[00:07:54.000 --> 00:07:56.000]  一片聖潔的地方
[00:07:56.000 --> 00:07:59.000]  安排做了他們族群的中心
[00:07:59.000 --> 00:08:02.000]  於是呢從這裡士羅出發
[00:08:02.000 --> 00:08:06.000]  就要往他們得地為業的激烈地
[00:08:06.000 --> 00:08:07.000]  那個地方去了
[00:08:07.000 --> 00:08:09.000]  激烈地在哪個地方呢
[00:08:09.000 --> 00:08:12.000]  他們要從士羅這裡出發啊
[00:08:12.000 --> 00:08:14.000]  要過約旦河
[00:08:14.000 --> 00:08:17.000]  來到約旦河東這個地方啊
[00:08:17.000 --> 00:08:18.000]  這個地方
[00:08:18.000 --> 00:08:23.000]  就是這個今天所說的這個激烈地的地界
[00:08:23.000 --> 00:08:26.000]  在這個地方要得他們的地了
[00:08:26.000 --> 00:08:30.000]  而就在這個好事的進行的過程當中啊
[00:08:30.000 --> 00:08:33.000]  卻發生了一件的誤會
[00:08:33.000 --> 00:08:35.000]  卻發生了一件誤會
[00:08:35.000 --> 00:08:38.000]  大家當時跟隨經文一起來讀的時候呢
[00:08:38.000 --> 00:08:39.000]  就已經明白啊
[00:08:39.000 --> 00:08:40.000]  讀的時候
[00:08:40.000 --> 00:08:43.000]  他們就來到約旦河那裡呢
[00:08:43.000 --> 00:08:46.000]  就住了一座壇
[00:08:46.000 --> 00:08:47.000]  一座壇
[00:08:47.000 --> 00:08:48.000]  甚至呢
[00:08:48.000 --> 00:08:49.000]  那壇呢
[00:08:49.000 --> 00:08:51.000]  看著高大
[00:08:51.000 --> 00:08:54.000]  還沒有過約旦河啊
[00:08:54.000 --> 00:08:56.000]  就住了這座壇啊
[00:08:56.000 --> 00:08:59.000]  高大到一個什麼樣的一個地步呢
[00:08:59.000 --> 00:09:05.000]  就是當時沒有跟隨他們要一起過約旦河的以色列民
[00:09:05.000 --> 00:09:07.000]  都可以看到
[00:09:07.000 --> 00:09:09.000]  這樣一個壇了
[00:09:09.000 --> 00:09:11.000]  所以他們才覺得不對
[00:09:11.000 --> 00:09:13.000]  於是乎呢就要想了
[00:09:13.000 --> 00:09:14.000]  不對
[00:09:14.000 --> 00:09:16.000]  我們要集結起來啊
[00:09:16.000 --> 00:09:19.000]  全會眾一聽見十二節這裡啊
[00:09:19.000 --> 00:09:20.000]  就聚集在士羅
[00:09:20.000 --> 00:09:23.000]  要上去攻打他們
[00:09:23.000 --> 00:09:24.000]  要上去攻打他們
[00:09:24.000 --> 00:09:25.000]  所以在這裡呢
[00:09:25.000 --> 00:09:27.000]  我們也可以看到啊
[00:09:27.000 --> 00:09:33.000]  在族群當中就產生了這樣一個族群裡面的誤會了
[00:09:33.000 --> 00:09:35.000]  這樣的一種的誤會呢
[00:09:35.000 --> 00:09:38.000]  不是陶臣可以解決的
[00:09:38.000 --> 00:09:43.000]  而且這樣的一個誤會的一種的錯誤程度啊
[00:09:43.000 --> 00:09:47.000]  如果按照全會眾理解的這兩個支派的錯誤程度
[00:09:47.000 --> 00:09:52.000]  也不是陶臣可以去處理掉的一種的錯誤程度
[00:09:52.000 --> 00:09:53.000]  所以呢
[00:09:53.000 --> 00:09:56.000]  他們就集結一起要去處理
[00:09:56.000 --> 00:10:00.000]  當中全體會眾當中產生的這樣一個事件了
[00:10:00.000 --> 00:10:01.000]  那麼今天呢
[00:10:01.000 --> 00:10:03.000]  也願意用兩個大點啊
[00:10:03.000 --> 00:10:05.000]  要和大家來分析
[00:10:05.000 --> 00:10:08.000]  他們怎麼來處理這個事件的
[00:10:08.000 --> 00:10:09.000]  首先呢
[00:10:09.000 --> 00:10:11.000]  就講到了我們要聖節啊
[00:10:11.000 --> 00:10:12.000]  聖節
[00:10:12.000 --> 00:10:14.000]  怎麼樣來建立聖節呢
[00:10:14.000 --> 00:10:16.000]  第一就是
[00:10:16.000 --> 00:10:18.000]  用真理
[00:10:18.000 --> 00:10:20.000]  來建立聖節
[00:10:20.000 --> 00:10:22.000]  其間第十九節
[00:10:22.000 --> 00:10:26.000]  還和他們這兩個支派說話裡面就可以看到啊
[00:10:26.000 --> 00:10:29.000]  你們若嫌不潔淨
[00:10:29.000 --> 00:10:31.000]  其實可以回來的
[00:10:31.000 --> 00:10:33.000]  可以回來的
[00:10:33.000 --> 00:10:34.000]  他們以為
[00:10:34.000 --> 00:10:38.000]  他們要進入到誤會的一種的生命狀態當中啊
[00:10:38.000 --> 00:10:40.000]  要背令耶和華
[00:10:40.000 --> 00:10:42.000]  跟從別的神
[00:10:42.000 --> 00:10:43.000]  生火誤會
[00:10:43.000 --> 00:10:45.000]  所以這裡說啊
[00:10:45.000 --> 00:10:47.000]  你們若嫌不潔淨
[00:10:47.000 --> 00:10:50.000]  那用什麼來建立聖節呢
[00:10:50.000 --> 00:10:53.000]  要用從神而來的真理啊
[00:10:53.000 --> 00:10:55.000]  真理來建立聖節
[00:10:55.000 --> 00:10:56.000]  我們在這裡呢
[00:10:56.000 --> 00:10:57.000]  就看到了
[00:10:57.000 --> 00:10:59.000]  其間啊
[00:10:59.000 --> 00:11:02.000]  在以色列民的全會眾當中呢
[00:11:02.000 --> 00:11:05.000]  他們就打發了這個菲尼哈
[00:11:05.000 --> 00:11:08.000]  菲尼哈是當時祭祀的兒子
[00:11:08.000 --> 00:11:09.000]  祭祀的兒子
[00:11:09.000 --> 00:11:12.000]  也是重要的一個人物之一啊
[00:11:12.000 --> 00:11:17.000]  祭祀的兒子和其他的十個支派的領袖
[00:11:17.000 --> 00:11:19.000]  這十個領袖呢
[00:11:19.000 --> 00:11:21.000]  還是軍事上面的將領啊
[00:11:21.000 --> 00:11:24.000]  一起去要興師問罪了
[00:11:24.000 --> 00:11:26.000]  好他們去問的罪是什麼呢
[00:11:26.000 --> 00:11:29.000]  其中有代表性的在第十六節
[00:11:29.000 --> 00:11:33.000]  你們今日轉去不跟從耶和華
[00:11:33.000 --> 00:11:35.000]  剛犯以色列的上帝
[00:11:35.000 --> 00:11:37.000]  為自己築了一座壇
[00:11:37.000 --> 00:11:39.000]  背逆了耶和華
[00:11:39.000 --> 00:11:42.000]  這犯的是什麼罪呢
[00:11:42.000 --> 00:11:44.000]  他們看到他們築壇
[00:11:44.000 --> 00:11:46.000]  第一個反應就是
[00:11:46.000 --> 00:11:49.000]  你們要背離耶和華了
[00:11:49.000 --> 00:11:52.000]  你們要去向其他的神去妥協嗎
[00:11:52.000 --> 00:11:56.000]  你們還沒有走出神的應許之地
[00:11:56.000 --> 00:11:58.000]  難道就要離開
[00:11:58.000 --> 00:12:01.000]  已經得到了各樣恩典的神嗎
[00:12:01.000 --> 00:12:03.000]  就要與他們去興師問罪了
[00:12:03.000 --> 00:12:05.000]  在問罪的過程當中啊
[00:12:05.000 --> 00:12:07.000]  他們還舉了例子
[00:12:07.000 --> 00:12:08.000]  舉了例子啊
[00:12:08.000 --> 00:12:10.000]  就其中說啊
[00:12:10.000 --> 00:12:14.000]  從前你們拜毗爾的罪還算小嗎
[00:12:14.000 --> 00:12:16.000]  這樣一種的罪孽啊
[00:12:16.000 --> 00:12:18.000]  這樣的一個故事的記載呢
[00:12:18.000 --> 00:12:21.000]  記載在明述記的二十五章
[00:12:21.000 --> 00:12:23.000]  一至三節
[00:12:23.000 --> 00:12:24.000]  毗爾呢
[00:12:24.000 --> 00:12:27.000]  如果在其他的譯本裡邊呢
[00:12:27.000 --> 00:12:29.000]  他和巴力會連在一起啊
[00:12:29.000 --> 00:12:30.000]  毗爾巴力
[00:12:30.000 --> 00:12:33.000]  巴力呢就是代表了外邦人的神啊
[00:12:33.000 --> 00:12:35.000]  當時以色列民呢
[00:12:35.000 --> 00:12:37.000]  在石亭這個地方
[00:12:37.000 --> 00:12:39.000]  和摩亞的女子就行淫
[00:12:39.000 --> 00:12:41.000]  被引誘了
[00:12:41.000 --> 00:12:42.000]  行了淫以後呢
[00:12:42.000 --> 00:12:44.000]  就去侍奉了巴力
[00:12:44.000 --> 00:12:46.000]  吃了飢物
[00:12:46.000 --> 00:12:49.000]  那麼在明述記裡面的經文記載呢
[00:12:49.000 --> 00:12:52.000]  耶和華就向他們發怒
[00:12:52.000 --> 00:12:54.000]  就降下了瘟疫啊
[00:12:54.000 --> 00:12:57.000]  以至於在以色列民的群體當中
[00:12:57.000 --> 00:13:01.000]  當時就死了兩萬四千人
[00:13:01.000 --> 00:13:03.000]  就被除滅了
[00:13:03.000 --> 00:13:05.000]  接受別的神的
[00:13:05.000 --> 00:13:08.000]  污穢的人的就被除滅了
[00:13:08.000 --> 00:13:11.000]  一個呢是敗偶像的後果啊
[00:13:11.000 --> 00:13:12.000]  敗偶像的後果
[00:13:12.000 --> 00:13:14.000]  還舉了一個例子呢
[00:13:14.000 --> 00:13:17.000]  是在第二十節裡面講的
[00:13:17.000 --> 00:13:19.000]  啊那亞干犯的罪孽
[00:13:19.000 --> 00:13:23.000]  不是在當滅的物上犯了上帝
[00:13:23.000 --> 00:13:25.000]  得罪了上帝嗎
[00:13:25.000 --> 00:13:26.000]  犯了罪嗎
[00:13:26.000 --> 00:13:30.000]  亞干呢是他們一起去攻打艾成的時候啊
[00:13:30.000 --> 00:13:32.000]  明明是一座小城
[00:13:32.000 --> 00:13:34.000]  為什麼卻遭遇了
[00:13:34.000 --> 00:13:37.000]  在迦南地界的失敗呢
[00:13:37.000 --> 00:13:38.000]  原來最後呢
[00:13:38.000 --> 00:13:40.000]  在族群當中最後找到了
[00:13:40.000 --> 00:13:44.000]  有一個人亞干犯了罪
[00:13:44.000 --> 00:13:46.000]  把那當滅之物
[00:13:46.000 --> 00:13:48.000]  他就起了貪念啊
[00:13:48.000 --> 00:13:51.000]  把他收在了自己的帳篷底下
[00:13:51.000 --> 00:13:53.000]  引致了整個族群的
[00:13:53.000 --> 00:13:55.000]  整個族群的失敗
[00:13:55.000 --> 00:13:57.000]  這裡的舉例呢
[00:13:57.000 --> 00:13:59.000]  也是告誦這兩個支派
[00:13:59.000 --> 00:14:01.000]  不要以為你自己做的事情
[00:14:01.000 --> 00:14:03.000]  啊神就不知道
[00:14:03.000 --> 00:14:06.000]  不要以為只是你們兩個半支派做的事情
[00:14:06.000 --> 00:14:08.000]  就不會影響到
[00:14:08.000 --> 00:14:11.000]  整個以色列民的群體
[00:14:11.000 --> 00:14:14.000]  神知道神是信使
[00:14:14.000 --> 00:14:18.000]  會導致整個族群的失敗
[00:14:18.000 --> 00:14:21.000]  所以呢我們也可以看到啊
[00:14:21.000 --> 00:14:24.000]  罪如果在一個群體當中
[00:14:24.000 --> 00:14:26.000]  就像那個教一樣啊
[00:14:26.000 --> 00:14:28.000]  一發大
[00:14:28.000 --> 00:14:30.000]  讓整個面團啊
[00:14:30.000 --> 00:14:33.000]  失去了本來的樣貌
[00:14:33.000 --> 00:14:36.000]  整個面團就發大了
[00:14:36.000 --> 00:14:38.000]  所以呢如果有人啊
[00:14:38.000 --> 00:14:43.000]  把這個罪帶到了聖潔的群體當中呢
[00:14:43.000 --> 00:14:46.000]  也會促使整個聖潔的群體
[00:14:46.000 --> 00:14:48.000]  沾染敗壞
[00:14:48.000 --> 00:14:52.000]  最後導致失敗和沉寂
[00:14:52.000 --> 00:14:54.000]  所以以至於呢
[00:14:54.000 --> 00:14:56.000]  這個祭司的代表啊
[00:14:56.000 --> 00:14:59.000]  還有十個領袖一起去的時候
[00:14:59.000 --> 00:15:03.000]  就用這樣一種很貼切的態度
[00:15:03.000 --> 00:15:05.000]  用這樣一種的心啊
[00:15:05.000 --> 00:15:09.000]  舉例了說明其中的一種的惡果
[00:15:09.000 --> 00:15:10.000]  還有我們在這裡呢
[00:15:10.000 --> 00:15:13.000]  就可以看到兩個半支派呢
[00:15:13.000 --> 00:15:16.000]  在這裡呢就做出了一個回應啊
[00:15:16.000 --> 00:15:17.000]  一個回應
[00:15:17.000 --> 00:15:19.000]  他回應呢是怎麼說的呢
[00:15:19.000 --> 00:15:23.000]  我們行這事並非無故
[00:15:23.000 --> 00:15:26.000]  並不是無緣無故做的
[00:15:26.000 --> 00:15:28.000]  是特意這樣做的
[00:15:28.000 --> 00:15:30.000]  他們做的緣由是什麼呢
[00:15:30.000 --> 00:15:31.000]  是說了
[00:15:31.000 --> 00:15:35.000]  恐怕日後你的子孫對我的子孫說
[00:15:35.000 --> 00:15:39.000]  你和耶和華上帝有什麼關係呢
[00:15:39.000 --> 00:15:42.000]  就與耶和華神無關了
[00:15:42.000 --> 00:15:44.000]  免得我們的子孫呢
[00:15:44.000 --> 00:15:47.000]  不再敬畏耶和華了
[00:15:47.000 --> 00:15:50.000]  他們的擔心是有兩個方面
[00:15:50.000 --> 00:15:51.000]  第一
[00:15:51.000 --> 00:15:54.000]  我們這次的分別導致以後我們
[00:15:54.000 --> 00:15:57.000]  約旦河的河西河東
[00:15:57.000 --> 00:15:59.000]  不再屬於一個整體了
[00:15:59.000 --> 00:16:00.000]  第一個擔心
[00:16:00.000 --> 00:16:03.000]  第二個擔心呢是擔心
[00:16:03.000 --> 00:16:06.000]  我們和神無分了
[00:16:06.000 --> 00:16:07.000]  神已經
[00:16:07.000 --> 00:16:09.000]  以後你的子孫說了
[00:16:09.000 --> 00:16:12.000]  我們不再是屬於神的了
[00:16:12.000 --> 00:16:15.000]  所以在這裡呢我們也可以看到啊
[00:16:15.000 --> 00:16:16.000]  他們呢
[00:16:16.000 --> 00:16:19.000]  在約旦河的這個
[00:16:19.000 --> 00:16:21.000]  河西的這個地方
[00:16:21.000 --> 00:16:23.000]  約旦河的河西的這個地方啊
[00:16:23.000 --> 00:16:25.000]  示羅出發
[00:16:25.000 --> 00:16:28.000]  還沒有過這個約旦河的時候呢
[00:16:28.000 --> 00:16:30.000]  就建了這一座的壇
[00:16:30.000 --> 00:16:32.000]  就建了這座的壇
[00:16:32.000 --> 00:16:34.000]  要去建立一個記號
[00:16:34.000 --> 00:16:36.000]  那麼他雖然在經文當中呢
[00:16:36.000 --> 00:16:38.000]  沒有詳細的記載
[00:16:38.000 --> 00:16:41.000]  這個壇建立在什麼地方
[00:16:41.000 --> 00:16:43.000]  但是按照聖經呢我們可以看到啊
[00:16:43.000 --> 00:16:44.000]  他說
[00:16:44.000 --> 00:16:46.000]  在約旦河的這個地方
[00:16:46.000 --> 00:16:49.000]  屬以色列人的地的這裡
[00:16:49.000 --> 00:16:50.000]  我們就可以判斷出來
[00:16:50.000 --> 00:16:52.000]  還沒有過這個約旦河
[00:16:52.000 --> 00:16:54.000]  就建了這座壇
[00:16:54.000 --> 00:16:55.000]  他們的意思呢
[00:16:55.000 --> 00:16:57.000]  本來是好的
[00:16:57.000 --> 00:16:58.000]  本來是好的
[00:16:58.000 --> 00:17:01.000]  哎呀有一個標記
[00:17:01.000 --> 00:17:02.000]  表明了
[00:17:02.000 --> 00:17:05.000]  我們是屬於一個群體的
[00:17:05.000 --> 00:17:06.000]  表明了
[00:17:06.000 --> 00:17:08.000]  我們是屬於神的
[00:17:08.000 --> 00:17:10.000]  本來的心態是好的
[00:17:10.000 --> 00:17:12.000]  但是在這裡呢
[00:17:12.000 --> 00:17:15.000]  整個兩個半的支派呢
[00:17:15.000 --> 00:17:17.000]  卻進入了一個誤區當中啊
[00:17:17.000 --> 00:17:19.000]  什麼的誤區呢
[00:17:19.000 --> 00:17:21.000]  這個誤區呢就是
[00:17:21.000 --> 00:17:24.000]  更看重外在的標記
[00:17:24.000 --> 00:17:27.000]  而多過於內心當中
[00:17:27.000 --> 00:17:30.000]  對神的歸屬
[00:17:30.000 --> 00:17:32.000]  為什麼這樣說呢
[00:17:32.000 --> 00:17:35.000]  我們其實在22章的第五節裡邊呢
[00:17:35.000 --> 00:17:39.000]  約書亞分付這兩個支派去的時候
[00:17:39.000 --> 00:17:41.000]  他其實有囑託的啊
[00:17:41.000 --> 00:17:43.000]  這個囑託也很特別
[00:17:43.000 --> 00:17:44.000]  囑託就說了
[00:17:44.000 --> 00:17:48.000]  你們只要切切的謹慎遵行
[00:17:48.000 --> 00:17:52.000]  耶和華各樣的誡命和律法
