
[00:00:00.000 --> 00:00:03.240]  我們繼續我們的系列是講智慧的
[00:01:50.440 --> 00:01:52.440]  還有呢?
[00:01:52.440 --> 00:01:54.440]  OK 喜樂
[00:01:54.440 --> 00:01:55.440]  要有喜樂的
[00:01:55.440 --> 00:01:56.440]  還有呢?
[00:01:56.440 --> 00:01:59.440]  OK 做運動
[00:01:59.440 --> 00:02:00.440]  還有呢?
[00:02:00.440 --> 00:02:02.440]  還有什麼?
[00:02:02.440 --> 00:02:03.440]  有沒有聽過
[00:02:03.440 --> 00:02:06.440]  Online 說要有一個好的食物
[00:02:06.440 --> 00:02:07.440]  是不是?
[00:02:07.440 --> 00:02:10.440]  現在全部的食物都很過濾
[00:02:10.440 --> 00:02:12.440]  所以日本的
[00:02:12.440 --> 00:02:13.440]  什麼
[00:02:13.440 --> 00:02:16.440]  Grandpa 在Osaka
[00:02:16.440 --> 00:02:18.440]  吃的東西是很新鮮的
[00:02:18.440 --> 00:02:19.440]  從海裡
[00:02:19.440 --> 00:02:21.440]  Fresh off the boat
[00:02:21.440 --> 00:02:22.440]  魚
[00:02:22.440 --> 00:02:25.440]  然後全部有不同的食物
[00:02:25.440 --> 00:02:26.440]  健康就能活到
[00:02:26.440 --> 00:02:28.440]  120歲
[00:02:28.440 --> 00:02:29.440]  是不是?
[00:02:29.440 --> 00:02:31.440]  有一個研究
[00:02:31.440 --> 00:02:33.440]  是一個哈佛
[00:02:33.440 --> 00:02:34.440]  是一個哈佛研究
[00:02:34.440 --> 00:02:36.440]  說到科學家發現
[00:02:36.440 --> 00:02:38.440]  健康的生活
[00:02:38.440 --> 00:02:41.440]  是我們的關係
[00:02:41.440 --> 00:02:43.440]  我們的關係
[00:02:43.440 --> 00:02:44.440]  是不是?
[00:02:44.440 --> 00:02:45.440]  我們的社群
[00:02:45.440 --> 00:02:47.440]  你有一個好的社群
[00:02:47.440 --> 00:02:49.440]  就幫助你
[00:02:49.440 --> 00:02:52.440]  有好的長命
[00:02:52.440 --> 00:02:54.440]  下一頁說
[00:02:54.440 --> 00:02:56.440]  明顯地
[00:02:56.440 --> 00:02:58.440]  研究顯示
[00:02:58.440 --> 00:03:00.440]  好的社交關係
[00:03:00.440 --> 00:03:02.440]  可以有一個正面的影響
[00:03:02.440 --> 00:03:04.440]  對心理健康
[00:03:04.440 --> 00:03:06.440]  帶來更好的整體健康
[00:03:06.440 --> 00:03:08.440]  並且有可能
[00:03:08.440 --> 00:03:10.440]  對長命有幫助
[00:03:10.440 --> 00:03:11.440]  OK
[00:03:11.440 --> 00:03:13.440]  它減少了壓力
[00:03:13.440 --> 00:03:15.440]  增加了感情和責任
[00:03:15.440 --> 00:03:17.440]  這在轉變中
[00:03:17.440 --> 00:03:19.440]  有著有效的影響
[00:03:19.440 --> 00:03:20.440]  對身體健康
[00:03:20.440 --> 00:03:22.440]  有更長的健康生活
[00:03:22.440 --> 00:03:24.440]  記不記得我們之前
[00:03:24.440 --> 00:03:26.440]  做過探訪
[00:03:26.440 --> 00:03:28.440]  我們去哪裡探訪
[00:03:28.440 --> 00:03:29.440]  記不記得?
[00:03:29.440 --> 00:03:31.440]  之前弟弟說過
[00:03:31.440 --> 00:03:33.440]  我們去了哪裡?
[00:03:33.440 --> 00:03:35.440]  黃竹坑
[00:03:35.440 --> 00:03:36.440]  不是華富
[00:03:36.440 --> 00:03:38.440]  黃竹坑那邊
[00:03:38.440 --> 00:03:39.440]  記不記得?
[00:03:39.440 --> 00:03:40.440]  我們去探訪
[00:03:40.440 --> 00:03:42.440]  有沒有人記得我們去過?
[00:03:42.440 --> 00:03:45.440]  那些婆婆
[00:03:45.440 --> 00:03:47.440]  那些婆婆
[00:03:47.440 --> 00:03:48.440]  有些很慘
[00:03:48.440 --> 00:03:49.440]  為什麼?
[00:03:49.440 --> 00:03:50.440]  沒有人去探望她
[00:03:50.440 --> 00:03:52.440]  兒子在澳洲住
[00:03:52.440 --> 00:03:54.440]  或者在美國
[00:03:54.440 --> 00:03:56.440]  她自己孤單
[00:03:56.440 --> 00:03:57.440]  很孤單
[00:03:57.440 --> 00:03:59.440]  沒有那些關係
[00:03:59.440 --> 00:04:01.440]  所以有些研究覺得
[00:04:01.440 --> 00:04:05.440]  有肌肉是很重要的
[00:04:05.440 --> 00:04:07.440]  什麼肌肉?
[00:04:07.440 --> 00:04:09.440]  對長命有幫助
[00:04:09.440 --> 00:04:10.440]  知道嗎?
[00:04:10.440 --> 00:04:11.440]  肌肉是你的腿
[00:04:11.440 --> 00:04:13.440]  不是你的心
[00:04:13.440 --> 00:04:14.440]  心肯定很重要
[00:04:14.440 --> 00:04:16.440]  但你的腿
[00:04:16.440 --> 00:04:18.440]  肌肉是最重要的
[00:04:18.440 --> 00:04:22.440]  因為有肌肉就可以怎樣?
[00:04:22.440 --> 00:04:24.440]  可以走
[00:04:24.440 --> 00:04:26.440]  你走去哪裡?
[00:04:26.440 --> 00:04:28.440]  去出去
[00:04:28.440 --> 00:04:30.440]  跟一些人
[00:04:30.440 --> 00:04:32.440]  跟一些婆婆一起
[00:04:32.440 --> 00:04:35.440]  有聊天
[00:04:35.440 --> 00:04:37.440]  有好的聊天
[00:04:37.440 --> 00:04:39.440]  去聊天
[00:04:39.440 --> 00:04:40.440]  去探望你的朋友
[00:04:40.440 --> 00:04:42.440]  你的腿很強壯
[00:04:42.440 --> 00:04:44.440]  所以你要做一些重量訓練
[00:04:44.440 --> 00:04:46.440]  今天我們會說
[00:04:46.440 --> 00:04:50.440]  智慧在我們的關係中
[00:04:50.440 --> 00:04:52.440]  我們會學三個東西
[00:04:52.440 --> 00:04:54.440]  三C
[00:04:54.440 --> 00:04:56.440]  第一是創造
[00:04:56.440 --> 00:04:58.440]  第二是圓形
[00:04:58.440 --> 00:05:00.440]  第三是建造
[00:05:00.440 --> 00:05:02.440]  我們看第一
[00:05:02.440 --> 00:05:04.440]  我們是創造
[00:05:04.440 --> 00:05:06.440]  為了關係
[00:05:06.440 --> 00:05:09.440]  神創造我們是有關係的
[00:05:09.440 --> 00:05:10.440]  有朋友的
[00:05:10.440 --> 00:05:12.440]  我們怎麼知道?
[00:05:12.440 --> 00:05:14.440]  神創造誰?
[00:05:14.440 --> 00:05:16.440]  誰是神創造的?
[00:05:16.440 --> 00:05:18.440]  亞當
[00:05:18.440 --> 00:05:20.440]  他跟亞當說什麼?
[00:05:20.440 --> 00:05:23.440]  他跟亞當說什麼?
[00:05:23.440 --> 00:05:28.440]  人不應該孤獨
[00:05:28.440 --> 00:05:30.440]  人不應該孤獨
[00:05:30.440 --> 00:05:32.440]  我們看中文
[00:05:32.440 --> 00:05:36.440]  我們讀中文
[00:05:36.440 --> 00:05:38.440]  1,2,3
[00:05:38.440 --> 00:06:04.440]  (廣東話)
[00:06:04.440 --> 00:06:06.440]  神創造我們
[00:06:06.440 --> 00:06:08.440]  是為了社會
[00:06:08.440 --> 00:06:10.440]  為了家庭
[00:06:10.440 --> 00:06:12.440]  有家庭的
[00:06:12.440 --> 00:06:14.440]  神看到亞當
[00:06:14.440 --> 00:06:16.440]  他覺得他不應該孤獨
[00:06:16.440 --> 00:06:20.440]  所以他怎麼創造亞當?
[00:06:20.440 --> 00:06:24.440]  亞當是怎樣創造的?
[00:06:24.440 --> 00:06:26.440]  他怎麼創造Eve?
[00:06:26.440 --> 00:06:28.440]  他創造Eve是從他的肋骨
[00:06:28.440 --> 00:06:30.440]  從他的肋骨
[00:06:30.440 --> 00:06:32.440]  所以在這段文字中
[00:06:32.440 --> 00:06:41.440]  (英文)
[00:06:41.440 --> 00:06:45.440]  聖經有一個Biblical family
[00:06:45.440 --> 00:06:47.440]  Biblical家庭
[00:06:47.440 --> 00:06:49.440]  Diagram是這樣的
[00:06:49.440 --> 00:06:52.440]  Christ is to lead your family
[00:06:52.440 --> 00:06:54.440]  主耶穌是應該帶領你的家庭
[00:06:54.440 --> 00:06:56.440]  然後呢
[00:06:56.440 --> 00:06:58.440]  誰是神帶領的?
[00:06:58.440 --> 00:07:06.440]  (英文)
[00:07:06.440 --> 00:07:11.440]  神創造亞當
[00:07:11.440 --> 00:07:13.440]  是帶領家庭
[00:07:13.440 --> 00:07:20.440]  (英文)
[00:07:20.440 --> 00:07:21.440]  然後呢
[00:07:21.440 --> 00:07:23.440]  媽媽要怎樣?
[00:07:23.440 --> 00:07:33.440]  (英文)
[00:07:33.440 --> 00:07:37.440]  因為神創造了家庭
[00:07:37.440 --> 00:07:46.440]  (英文)
[00:07:46.440 --> 00:07:48.440]  不單這樣
[00:07:48.440 --> 00:07:50.440]  媽媽要怎樣?
[00:07:50.440 --> 00:07:52.440]  要教導
[00:07:52.440 --> 00:07:54.440]  教導小朋友
[00:07:54.440 --> 00:07:56.440]  小朋友要怎樣?
[00:07:56.440 --> 00:08:06.440]  (英文)
[00:08:06.440 --> 00:08:08.440]  神創造我們
[00:08:08.440 --> 00:08:14.440]  (英文)
[00:08:14.440 --> 00:08:17.440]  神是一個relational god
[00:08:17.440 --> 00:08:21.440]  為什麼神是一個relational god?
[00:08:21.440 --> 00:08:23.440]  因為三為一體
[00:08:23.440 --> 00:08:29.440]  God is 聖父、聖子、聖靈
[00:08:29.440 --> 00:08:31.440]  他們有一個community
[00:08:31.440 --> 00:08:33.440]  有一個relationship
[00:08:33.440 --> 00:08:36.440]  為什麼神是愛?
[00:08:36.440 --> 00:08:38.440]  因為他愛誰?
[00:08:38.440 --> 00:08:40.440]  他愛耶穌
[00:08:40.440 --> 00:08:42.440]  他愛the son
[00:08:42.440 --> 00:08:44.440]  and loves the spirit
[00:08:44.440 --> 00:08:46.440]  they have a community
[00:08:46.440 --> 00:08:48.440]  that is why God is love
[00:08:48.440 --> 00:08:51.440]  He is a communal God
[00:08:51.440 --> 00:08:57.440]  如果神只是the father
[00:08:57.440 --> 00:09:00.440]  who does he have to love?
[00:09:00.440 --> 00:09:05.440]  that is why he is a communal God
[00:09:05.440 --> 00:09:06.440]  他是三為一體
[00:09:06.440 --> 00:09:10.440]  God created us for relationships
[00:09:10.440 --> 00:09:12.440]  in his image
[00:09:12.440 --> 00:09:16.440]  因為他是一個relational God
[00:09:16.440 --> 00:09:20.440]  所以我們如果有一個strong community
[00:09:20.440 --> 00:09:22.440]  我們有一個strong family
[00:09:22.440 --> 00:09:24.440]  就會有一個strong community
[00:09:24.440 --> 00:09:26.440]  有一個strong church
[00:09:26.440 --> 00:09:28.440]  that is why God created us
[00:09:28.440 --> 00:09:30.440]  神創造我們
[00:09:30.440 --> 00:09:31.440]  是有community
[00:09:31.440 --> 00:09:32.440]  有家庭
[00:09:32.440 --> 00:09:34.440]  有教會
[00:09:34.440 --> 00:09:36.440]  和有community
[00:09:36.440 --> 00:09:40.440]  God created us for relationships
[00:09:40.440 --> 00:09:44.440]  just like he has the trinity
[00:09:44.440 --> 00:09:46.440]  第二
[00:09:46.440 --> 00:09:48.440]  第一我們看到
[00:09:48.440 --> 00:09:50.440]  神創造了我們
[00:09:50.440 --> 00:09:51.440]  for relationships
[00:09:51.440 --> 00:09:54.440]  第二我們有一個circle of relationships
[00:09:54.440 --> 00:09:56.440]  our sphere of influence
[00:09:56.440 --> 00:09:59.440]  有沒有人看過這個image?
[00:09:59.440 --> 00:10:01.440]  有沒有看過?
[00:10:01.440 --> 00:10:03.440]  只有mentor?
[00:10:03.440 --> 00:10:04.440]  小朋友呢?
[00:10:04.440 --> 00:10:05.440]  學生?
[00:10:05.440 --> 00:10:06.440]  hi
[00:10:06.440 --> 00:10:07.440]  those on your phone
[00:10:07.440 --> 00:10:08.440]  please put away your phone
[00:10:08.440 --> 00:10:11.440]  mentor可以提一下他們
[00:10:11.440 --> 00:10:13.440]  我們很留心的
[00:10:13.440 --> 00:10:15.440]  今天敬拜神
[00:10:15.440 --> 00:10:18.440]  這個image是寫了
[00:10:18.440 --> 00:10:20.440]  給我們看到什麼?
[00:10:20.440 --> 00:10:23.440]  what does this image tell us?
[00:10:23.440 --> 00:10:25.440]  我們每個人都有一個sphere
[00:10:25.440 --> 00:10:28.440]  or a circle of relationships
[00:10:28.440 --> 00:10:31.440]  最紫色那一套是我們自己
[00:10:31.440 --> 00:10:33.440]  self
[00:10:33.440 --> 00:10:35.440]  接著我們的家庭
[00:10:35.440 --> 00:10:37.440]  有爸爸媽媽
[00:10:37.440 --> 00:10:38.440]  哥哥
[00:10:38.440 --> 00:10:39.440]  妹妹
[00:10:40.440 --> 00:10:41.440]  etc
[00:10:41.440 --> 00:10:44.440]  接著你們的friend group
[00:10:44.440 --> 00:10:47.440]  很親密的朋友
[00:10:47.440 --> 00:10:49.440]  接著acquaintance
[00:10:49.440 --> 00:10:52.440]  acquaintance是什麼?
[00:10:52.440 --> 00:10:57.440]  可能你的classmate
[00:10:57.440 --> 00:11:00.440]  你不是很熟的
[00:11:00.440 --> 00:11:01.440]  不是很friend的
[00:11:01.440 --> 00:11:02.440]  但你認識他們
[00:11:02.440 --> 00:11:04.440]  在學校認識的
[00:11:04.440 --> 00:11:08.440]  接著community professional
[00:11:08.440 --> 00:11:10.440]  可能你的老師
[00:11:10.440 --> 00:11:13.440]  或者other school
[00:11:13.440 --> 00:11:15.440]  school class的那些mate
[00:11:15.440 --> 00:11:16.440]  你不認識的
[00:11:16.440 --> 00:11:18.440]  不同一期在class的
[00:11:18.440 --> 00:11:19.440]  還有stranger
[00:11:19.440 --> 00:11:22.440]  ok, so we are gonna go have a discussion
[00:11:22.440 --> 00:11:24.440]  我們現在有一個discussion
[00:11:24.440 --> 00:11:25.440]  我們有兩個問題
[00:11:25.440 --> 00:11:26.440]  第一
[00:11:26.440 --> 00:11:28.440]  who is in your circle of relationships?
[00:11:28.440 --> 00:11:29.440]  你可以說
[00:11:29.440 --> 00:11:30.440]  我的家庭
[00:11:30.440 --> 00:11:33.440]  我的family有這幾個
[00:11:33.440 --> 00:11:34.440]  接著我的close friend
[00:11:34.440 --> 00:11:35.440]  在哪裡來的?
[00:11:35.440 --> 00:11:38.440]  可能是你籃球隊
[00:11:38.440 --> 00:11:39.440]  或者足球隊
[00:11:39.440 --> 00:11:41.440]  或者是你的class那裡的
[00:11:41.440 --> 00:11:42.440]  你可以分享一下
[00:11:42.440 --> 00:11:44.440]  你的close circle是誰
[00:11:44.440 --> 00:11:46.440]  接著你的acquaintance
[00:11:46.440 --> 00:11:48.440]  可能是在哪裡來的?
[00:11:48.440 --> 00:11:52.440]  你的acquaintance可能是學校來的
[00:11:52.440 --> 00:11:53.440]  可能是
[00:11:53.440 --> 00:11:55.440]  不知道
[00:11:55.440 --> 00:11:56.440]  chess club來的
[00:11:56.440 --> 00:11:57.440]  不同的community
[00:11:57.440 --> 00:11:58.440]  有什麼community
[00:11:58.440 --> 00:12:00.440]  是有acquaintance的
[00:12:00.440 --> 00:12:02.440]  好,我們在
[00:12:02.440 --> 00:12:05.440]  我們的組去分享一下
[00:12:05.440 --> 00:12:08.440]  ok,我們現在分享一下
[00:12:08.440 --> 00:12:10.440]  你想分享一下
[00:12:10.440 --> 00:12:14.440]  stranger就是我班裡的那些人
[00:12:14.440 --> 00:12:16.440]  community的話都是
[00:12:16.440 --> 00:12:19.440]  都是我們班裡的人
[00:12:19.440 --> 00:12:20.440]  yeah
[00:12:20.440 --> 00:12:24.440]  又是classmate
[00:12:24.440 --> 00:12:26.440]  friend的話
[00:12:26.440 --> 00:12:28.440]  close friend是
[00:12:28.440 --> 00:12:29.440]  Owen
[00:12:29.440 --> 00:12:30.440]  應該是
[00:12:30.440 --> 00:12:31.440]  yeah, Owen
[00:12:31.440 --> 00:12:32.440]  幾個的
[00:12:32.440 --> 00:12:34.440]  family就
[00:12:34.440 --> 00:12:36.440]  都是那幾個
[00:12:36.440 --> 00:12:40.440]  Lucas Wong那些
[00:12:40.440 --> 00:12:41.440]  有哪個呢?
[00:12:41.440 --> 00:12:43.440]  ok,好
[00:12:43.440 --> 00:12:47.440]  那些女孩子誰想分享?
[00:12:47.440 --> 00:12:48.440]  哪個group想分享?
[00:12:48.440 --> 00:12:50.440]  ok
[00:12:50.440 --> 00:12:52.440]  那我build呢?
[00:12:52.440 --> 00:12:55.440]  我會和我的朋友出去玩
[00:12:55.440 --> 00:12:57.440]  之後我會
[00:12:57.440 --> 00:13:02.440]  spend quality time
[00:13:02.440 --> 00:13:04.440]  和做東西給他們
[00:13:04.440 --> 00:13:07.440]  做什麼吃?
[00:13:07.440 --> 00:13:08.440]  做什麼吃?
[00:13:08.440 --> 00:13:09.440]  cookie餅嗎?
[00:13:09.440 --> 00:13:11.440]  是不是你做的?
[00:13:11.440 --> 00:13:13.440]  ok,cookie餅
[00:13:13.440 --> 00:13:14.440]  very good
[00:13:14.440 --> 00:13:15.440]  ok, alright
[00:13:15.440 --> 00:13:18.440]  so, god has given each one of us
[00:13:18.440 --> 00:13:20.440]  a circle of relationships
[00:13:20.440 --> 00:13:23.440]  all of us have a circle of relationships
[00:13:23.440 --> 00:13:26.440]  and all of us have different relationships
[00:13:26.440 --> 00:13:27.440]  ok
[00:13:27.440 --> 00:13:30.440]  so, why did god give us these things?
[00:13:30.440 --> 00:13:32.440]  god gives it to us
[00:13:32.440 --> 00:13:33.440]  to help them
[00:13:33.440 --> 00:13:36.440]  and for us to also grow together
[00:13:36.440 --> 00:13:39.440]  神創造我們是有relationship的
[00:13:39.440 --> 00:13:41.440]  個個都有relationship的
[00:13:41.440 --> 00:13:43.440]  他給我們這個relationship
[00:13:43.440 --> 00:13:46.440]  不單止是教會或者學校
[00:13:46.440 --> 00:13:48.440]  我們有不同的team
[00:13:48.440 --> 00:13:50.440]  可能是足球隊
[00:13:50.440 --> 00:13:52.440]  可能是choir
[00:13:52.440 --> 00:13:53.440]  是不是
[00:13:53.440 --> 00:13:55.440]  我們可能有大學
[00:13:55.440 --> 00:13:57.440]  大學學生
[00:13:57.440 --> 00:13:59.440]  we all have different relationships
[00:13:59.440 --> 00:14:02.440]  那我們怎麼可以創造
[00:14:02.440 --> 00:14:04.440]  or create good relationships
[00:14:04.440 --> 00:14:06.440]  wise relationships
[00:14:06.440 --> 00:14:08.440]  我們怎麼可以做
[00:14:08.440 --> 00:14:12.440]  how can we construct wise relationships
[00:14:12.440 --> 00:14:13.440]  ok
[00:14:13.440 --> 00:14:16.440]  我們起屋的時候是要什麼的?
[00:14:16.440 --> 00:14:18.440]  我們起屋是要有什麼的?
[00:14:18.440 --> 00:14:20.440]  打地,是不是?
[00:14:20.440 --> 00:14:21.440]  個foundation
[00:14:21.440 --> 00:14:22.440]  還有呢?
[00:14:22.440 --> 00:14:25.440]  還有,ok,已經show了
[00:14:25.440 --> 00:14:28.440]  要有wall,是不是?
[00:14:28.440 --> 00:14:31.440]  要有門,有窗
[00:14:31.440 --> 00:14:32.440]  還有呢?
[00:14:32.440 --> 00:14:34.440]  有個roof,有個roof
[00:14:34.440 --> 00:14:35.440]  所以我們做
[00:14:35.440 --> 00:14:38.440]  we create wise relationship
[00:14:38.440 --> 00:14:41.440]  都要有這幾個東西
[00:14:41.440 --> 00:14:44.440]  we need to create these things also
[00:14:44.440 --> 00:14:45.440]  第一呢
[00:14:45.440 --> 00:14:46.440]  是個foundation
[00:14:46.440 --> 00:14:48.440]  a strong foundation
[00:14:48.440 --> 00:14:50.440]  let's read the passage together
[00:14:50.440 --> 00:14:52.440]  我們一起讀中文
[00:14:52.440 --> 00:14:53.440]  1,2,3
[00:14:53.440 --> 00:15:04.440]  ok
[00:15:04.440 --> 00:15:05.440]  so, wisdom
[00:15:05.440 --> 00:15:08.440]  by wisdom a house is built
[00:15:08.440 --> 00:15:11.440]  and through understanding it is established
[00:15:11.440 --> 00:15:16.440]  through knowledge the rooms are filled with rare and beautiful treasures
[00:15:16.440 --> 00:15:18.440]  proverbs就是跟我們說
[00:15:18.440 --> 00:15:21.440]  我們有智慧去起一間屋
[00:15:21.440 --> 00:15:22.440]  我們多數
[00:15:22.440 --> 00:15:31.440]  we also need wisdom to build wise relationships
[00:15:31.440 --> 00:15:33.440]  我們的foundation是要什麼?
[00:15:33.440 --> 00:15:36.440]  我們已經學了,已經講了
[00:15:36.440 --> 00:15:38.440]  我們第一
[00:15:38.440 --> 00:15:40.440]  the first message
[00:15:40.440 --> 00:15:41.440]  是要講什麼的?
[00:15:41.440 --> 00:15:44.440]  The basis of wisdom 是什麼?
[00:15:44.440 --> 00:15:46.440]  The basis of wisdom
[00:15:46.440 --> 00:15:48.440]  Basis of 智慧是什麼?
[00:15:48.440 --> 00:15:49.440]  記不記得?
[00:15:49.440 --> 00:15:53.440]  我們是要敬畏神
[00:15:53.440 --> 00:15:55.440]  敬畏神,是不是?
[00:15:55.440 --> 00:15:56.440]  The fear of the Lord
[00:15:56.440 --> 00:15:58.440]  有三樣東西
[00:15:58.440 --> 00:16:00.440]  What is the three things that we need to do?
[00:16:00.440 --> 00:16:02.440]  第一呢,是
[00:16:02.440 --> 00:16:05.440]  All, be in all of the Lord
[00:16:05.440 --> 00:16:06.440]  是不是?
[00:16:06.440 --> 00:16:09.440]  第二呢,是respect or reverence
[00:16:09.440 --> 00:16:11.440]  好像我爸爸,我們很respect他
[00:16:11.440 --> 00:16:12.440]  是不是?
[00:16:12.440 --> 00:16:13.440]  我們牽著他的手
[00:16:13.440 --> 00:16:15.440]  他帶我們去哪裡呢?
[00:16:15.440 --> 00:16:18.440]  我們去respect and revere him
[00:16:18.440 --> 00:16:20.440]  第三呢,我們要recognize
[00:16:20.440 --> 00:16:21.440]  next slide, next slide
[00:16:21.440 --> 00:16:23.440]  我們recognize
[00:16:23.440 --> 00:16:25.440]  他有authority
[00:16:25.440 --> 00:16:26.440]  神創造這個世界
[00:16:26.440 --> 00:16:28.440]  他有authority
[00:16:28.440 --> 00:16:30.440]  The laws of physics
[00:16:30.440 --> 00:16:32.440]  The laws of consequences
[00:16:32.440 --> 00:16:34.440]  他做的呢
[00:16:34.440 --> 00:16:36.440]  我們做錯了
[00:16:36.440 --> 00:16:38.440]  是會有後果的
[00:16:38.440 --> 00:16:40.440]  We need to first fear the Lord
[00:16:40.440 --> 00:16:42.440]  如果我們的
[00:16:42.440 --> 00:16:44.440]  The foundation of our relationships
[00:16:44.440 --> 00:16:46.440]  不是神呢
[00:16:46.440 --> 00:16:48.440]  不是fear of the Lord呢
[00:16:48.440 --> 00:16:50.440]  就會有不同的
[00:16:50.440 --> 00:16:51.440]  Different things
[00:16:51.440 --> 00:16:56.440]  What could be the different foundations of our relationships?
[00:16:56.440 --> 00:16:58.440]  我們不同的關係
[00:16:58.440 --> 00:17:00.440]  會有什麼foundation?
[00:17:00.440 --> 00:17:01.440]  如果不是神呢
[00:17:01.440 --> 00:17:03.440]  會有什麼foundation?
[00:17:03.440 --> 00:17:05.440]  覺得是什麼?
[00:17:05.440 --> 00:17:06.440]  有沒有人猜到?
[00:17:06.440 --> 00:17:09.440]  有沒有猜到?
[00:17:09.440 --> 00:17:11.440]  什麼?
[00:17:11.440 --> 00:17:13.440]  OK,已經展示了
[00:17:13.440 --> 00:17:15.440]  OK, what is it?
[00:17:15.440 --> 00:17:17.440]  OK, 拍拖
[00:17:17.440 --> 00:17:20.440]  拍拖就很有什麼?
[00:17:20.440 --> 00:17:22.440]  很有感情
[00:17:22.440 --> 00:17:23.440]  Wow, 是不是?
[00:17:23.440 --> 00:17:25.440]  誰在搜尋?
[00:17:25.440 --> 00:17:26.440]  是不是?
[00:17:26.440 --> 00:17:28.440]  You are searching on your phone?
[00:17:28.440 --> 00:17:31.440]  OK, next slide
[00:17:31.440 --> 00:17:32.440]  next slide
[00:17:32.440 --> 00:17:33.440]  Foundation
[00:17:33.440 --> 00:17:35.440]  如果我們的relationship
[00:17:35.440 --> 00:17:36.440]  的foundation
[00:17:36.440 --> 00:17:37.440]  第一,是romantic feeling
[00:17:37.440 --> 00:17:39.440]  是感情的呢?
[00:17:39.440 --> 00:17:43.440]  那麼,遲早什麼?
[00:17:43.440 --> 00:17:46.440]  我們沒有了感情,就怎樣?
[00:17:46.440 --> 00:17:48.440]  就沒有了relationship
[00:17:48.440 --> 00:17:50.440]  有沒有人試過?
[00:17:50.440 --> 00:17:52.440]  不用舉手了
[00:17:52.440 --> 00:17:53.440]  是不是?
[00:17:53.440 --> 00:17:55.440]  有些relationship
[00:17:55.440 --> 00:17:57.440]  你很有感情
[00:17:57.440 --> 00:17:58.440]  然後沒有了感情
[00:17:58.440 --> 00:18:00.440]  沒有了feel,就怎樣?
[00:18:00.440 --> 00:18:02.440]  就沒有了relationship
[00:18:02.440 --> 00:18:03.440]  是不是?
[00:18:03.440 --> 00:18:05.440]  OK,有些relationship
[00:18:05.440 --> 00:18:07.440]  是based on good looks
[00:18:07.440 --> 00:18:09.440]  這個男孩很帥
[00:18:09.440 --> 00:18:12.440]  或者這個朋友很cool
[00:18:12.440 --> 00:18:13.440]  是不是?
[00:18:13.440 --> 00:18:15.440]  然後他不cool的時候
[00:18:15.440 --> 00:18:17.440]  他的reputation轉變了
[00:18:17.440 --> 00:18:18.440]  就怎樣?
