
[00:00:00.000 --> 00:00:03.220]  各位弟兄姐妹們 主內平安
[00:06:57.040 --> 00:07:00.040]  各自成為了以色列名單中的一個支派
[00:07:00.040 --> 00:07:03.040]  繼承了這樣一種上帝所留下的恩典
[00:07:03.040 --> 00:07:06.040]  繼承了這樣一種上帝所留下的恩典
[00:07:06.040 --> 00:07:09.040]  當然如果說這份恩典
[00:07:09.040 --> 00:07:12.040]  只是從以色列來的呢
[00:07:12.040 --> 00:07:15.040]  還不確切
[00:07:15.040 --> 00:07:18.040]  因為如果我們看出埃及記呢
[00:07:18.040 --> 00:07:21.040]  就可以看到恩典還是在之前的各樣的世代
[00:07:21.040 --> 00:07:24.040]  就可以看到恩典還是在之前的各樣的世代
[00:07:24.040 --> 00:07:27.040]  已經開始在流傳
[00:07:27.040 --> 00:07:30.040]  當時神要呼召摩西的時候也這樣說了
[00:07:30.040 --> 00:07:33.040]  你就說我是亞伯拉罕的上帝
[00:07:33.040 --> 00:07:36.040]  你就說我是亞伯拉罕的上帝
[00:07:36.040 --> 00:07:39.040]  以撒的上帝 雅各的上帝
[00:07:39.040 --> 00:07:42.040]  雅各啊 就是今天講到
[00:07:42.040 --> 00:07:45.040]  約瑟要帶著他的兩個孩子到了以色列
[00:07:45.040 --> 00:07:48.040]  就是雅各這裡
[00:07:48.040 --> 00:07:51.040]  要承受祝福的這樣一個雅各
[00:07:51.040 --> 00:07:54.040]  所以看到這樣一個流傳
[00:07:54.040 --> 00:07:57.040]  從雅伯拉罕到以撒
[00:07:57.040 --> 00:08:00.040]  到雅各 再到約瑟
[00:08:00.040 --> 00:08:03.040]  再到馬拿西和以法連
[00:08:03.040 --> 00:08:06.040]  以至於今天會有這樣一個分地
[00:08:06.040 --> 00:08:09.040]  所以大家有沒有看到
[00:08:09.040 --> 00:08:12.040]  留意啊 一代一代的恩典
[00:08:12.040 --> 00:08:15.040]  就是這樣流傳下去啊
[00:08:15.040 --> 00:08:18.040]  流傳下去 當我們在看這個
[00:08:18.040 --> 00:08:21.040]  希伯來書的時候啊 希伯來書的時候
[00:08:21.040 --> 00:08:24.040]  就會看到
[00:08:24.040 --> 00:08:27.040]  就會看到啊
[00:08:27.040 --> 00:08:30.040]  雅各因著信臨死的時候
[00:08:30.040 --> 00:08:33.040]  給約瑟的兩個兒子
[00:08:33.040 --> 00:08:36.040]  各自祝福
[00:08:36.040 --> 00:08:39.040]  扶著棧頭 敬拜上帝
[00:08:39.040 --> 00:08:42.040]  雅各他蠻有這個信心啊
[00:08:42.040 --> 00:08:45.040]  他雖然是一個不好的人啊
[00:08:45.040 --> 00:08:48.040]  在年輕的時候經歷了各樣的波折
[00:08:48.040 --> 00:08:51.040]  也行了很多的詭詐啊
[00:08:51.040 --> 00:08:54.040]  但是他經歷很多神的恩典和扶持
[00:08:54.040 --> 00:08:57.040]  他也抓住了神的恩典 到他年老的時候
[00:08:57.040 --> 00:09:00.040]  因著信
[00:09:00.040 --> 00:09:03.040]  就給他的這個約瑟的孩子
[00:09:03.040 --> 00:09:06.040]  來賜福 甚至還很特別啊
[00:09:06.040 --> 00:09:09.040]  照理來說這兩個是他的孫子
[00:09:09.040 --> 00:09:12.040]  對不對啊 他還把這兩個他的孫子
[00:09:12.040 --> 00:09:15.040]  收作了自己的兒子啊
[00:09:15.040 --> 00:09:18.040]  收作了自己的兒子 也很特別 為他們祝福
[00:09:18.040 --> 00:09:21.040]  所以呢 在這裡看到
[00:09:21.040 --> 00:09:24.040]  有信心 也要有什麼啊
[00:09:24.040 --> 00:09:27.040]  行為 對啊 有信心
[00:09:27.040 --> 00:09:30.040]  也要有行為 因著這樣一個信心
[00:09:30.040 --> 00:09:33.040]  所以 為
[00:09:33.040 --> 00:09:36.040]  約瑟的兩個兒子就祝福
[00:09:36.040 --> 00:09:39.040]  以至於之後的支派可以承受
[00:09:39.040 --> 00:09:42.040]  迦南帝的土地 好
[00:09:42.040 --> 00:09:45.040]  我們再看到在這個
[00:09:45.040 --> 00:09:48.040]  《川世紀四十八章》的這裡啊
[00:09:48.040 --> 00:09:51.040]  就為到這兩個孩子來祝福了啊
[00:09:51.040 --> 00:09:54.040]  請你領他們到我的跟前
[00:09:54.040 --> 00:09:57.040]  我要給他們祝福啊
[00:09:57.040 --> 00:10:00.040]  我要給他們祝福 哪怕是到了
[00:10:00.040 --> 00:10:03.040]  這個以色列 年老的時候
[00:10:03.040 --> 00:10:06.040]  病了的時候 啊 把這個
[00:10:06.040 --> 00:10:09.040]  約瑟帶過來的孩子也為他們祝福啊
[00:10:09.040 --> 00:10:12.040]  這裡就講到了 恩典不斷地流傳
[00:10:12.040 --> 00:10:15.040]  同樣也是 當年的恩典
[00:10:15.040 --> 00:10:18.040]  有流傳 現在的恩典
[00:10:18.040 --> 00:10:21.040]  也要在我們的家庭當中
[00:10:21.040 --> 00:10:24.040]  在我們屬靈的群體當中
[00:10:24.040 --> 00:10:27.040]  不斷地流傳
[00:10:27.040 --> 00:10:30.040]  用神的真理和愛
[00:10:30.040 --> 00:10:33.040]  來建立和祝福我們的下一代
[00:10:33.040 --> 00:10:36.040]  當然我們都有這個信心
[00:10:36.040 --> 00:10:39.040]  都有這個信心 行為可以是什麼呢
[00:10:39.040 --> 00:10:42.040]  培養下一代的
[00:10:42.040 --> 00:10:45.040]  靈修習慣
[00:10:45.040 --> 00:10:48.040]  把下一代帶到主的家庭
[00:10:48.040 --> 00:10:51.040]  當中
[00:10:51.040 --> 00:10:54.040]  用生命成為一個見證
[00:10:54.040 --> 00:10:57.040]  讓下一代也看到
[00:10:57.040 --> 00:11:00.040]  我的爸爸媽媽 我的爺爺奶奶
[00:11:00.040 --> 00:11:03.040]  是屬神的 是蒙福的
[00:11:03.040 --> 00:11:06.040]  我們家的產業最大的不是那銀行的
[00:11:06.040 --> 00:11:09.040]  存款啊 不是那
[00:11:09.040 --> 00:11:12.040]  很多的那些樓房
[00:11:12.040 --> 00:11:15.040]  而是屬天的祝福可以給到孩子
[00:11:15.040 --> 00:11:18.040]  這是一個最大的祝福
[00:11:18.040 --> 00:11:21.040]  當年的恩典要傳遞
[00:11:21.040 --> 00:11:24.040]  現在的恩典也要傳遞
[00:11:24.040 --> 00:11:27.040]  要成就神的祝福
[00:11:27.040 --> 00:11:30.040]  成就神的恩典 恩典大家記得
[00:11:30.040 --> 00:11:33.040]  一定要傳遞
[00:11:33.040 --> 00:11:36.040]  不論是承受恩典的子孫
[00:11:36.040 --> 00:11:40.040]  還是傳遞者 契民的傳遞者
[00:11:40.040 --> 00:11:43.040]  通通都是蒙福的
[00:11:43.040 --> 00:11:46.040]  在我待會的經文當中會越看越清楚
[00:11:46.040 --> 00:11:49.040]  傳遞的過程當中
[00:11:49.040 --> 00:11:52.040]  有一些人他見不到這個應許之地了
[00:11:52.040 --> 00:11:55.040]  但他卻非常的蒙福
[00:11:55.040 --> 00:11:58.040]  但他卻非常的蒙福
[00:11:58.040 --> 00:12:01.040]  這個剛才講到了第一點
[00:12:01.040 --> 00:12:04.040]  傳遞屬天的祝福要講到第二點
[00:12:04.040 --> 00:12:07.040]  我們要成就神的恩典的第二點
[00:12:07.040 --> 00:12:10.040]  也很重要 就講到了
[00:12:10.040 --> 00:12:13.040]  要順服上帝的權柄
[00:12:13.040 --> 00:12:16.040]  順服上帝的權柄
[00:12:16.040 --> 00:12:19.040]  在今天的經文到第十六章五節開始的時候
[00:12:19.040 --> 00:12:22.040]  本來這個馬拿西是長子嘛
[00:12:22.040 --> 00:12:25.040]  對不對 之前提到的經文
[00:12:25.040 --> 00:12:28.040]  都是約瑟的兒子
[00:12:28.040 --> 00:12:31.040]  馬拿西 以法連
[00:12:31.040 --> 00:12:34.040]  但到了第五節開始 從篇幅上
[00:12:34.040 --> 00:12:37.040]  從先後次序上
[00:12:37.040 --> 00:12:40.040]  都是從以法連開始的
[00:12:40.040 --> 00:12:43.040]  都是以法連更多的 記載的更多的
[00:12:43.040 --> 00:12:46.040]  他有一些的原因 羅列了很多他的境地
[00:12:46.040 --> 00:12:49.040]  這個地界等等
[00:12:49.040 --> 00:12:52.040]  那確實以法連支派在後來的歷史記載當中
[00:12:52.040 --> 00:12:55.040]  也是更蒙祝福的一個支派
[00:12:55.040 --> 00:12:58.040]  那究竟為什麼會這樣呢
[00:12:58.040 --> 00:13:01.040]  這樣的一個典故
[00:13:01.040 --> 00:13:04.040]  就在於這個
[00:13:04.040 --> 00:13:07.040]  四十八章裡面
[00:13:07.040 --> 00:13:10.040]  就有這樣的一個記載
[00:13:10.040 --> 00:13:13.040]  分為叫做左手之子和右手之子
[00:13:13.040 --> 00:13:16.040]  我們看經文的這些很細節的部分
[00:13:16.040 --> 00:13:19.040]  經常容易會錯過
[00:13:19.040 --> 00:13:22.040]  那麼為了讓大家很清楚的可以明白
[00:13:22.040 --> 00:13:25.040]  其中什麼叫做左手之子 右手之子
[00:13:25.040 --> 00:13:28.040]  今天在講到前 我特約了兩位弟兄
[00:13:28.040 --> 00:13:31.040]  要和大家演示一下
[00:13:31.040 --> 00:13:34.040]  請Fred可以來到台前來
[00:13:34.040 --> 00:13:37.040]  還有另外一位是Eric
[00:13:37.040 --> 00:13:40.040]  有請給點掌聲好不好 鼓勵兩位弟兄
[00:13:40.040 --> 00:13:43.040]  來來來
[00:13:43.040 --> 00:13:46.040]  好 來到台前來
[00:13:46.040 --> 00:13:49.040]  據我所知Fred弟兄是要年長過一點點
[00:13:49.040 --> 00:13:52.040]  所以在待會的一個情景演示當中
[00:13:52.040 --> 00:13:55.040]  Fred就代表展子
[00:13:55.040 --> 00:13:58.040]  展子是誰啊 馬拿西
[00:13:58.040 --> 00:14:01.040]  Eric就年幼小小了
[00:14:01.040 --> 00:14:04.040]  就代表次子 次子是誰啊
[00:14:04.040 --> 00:14:07.040]  伊法連
[00:14:07.040 --> 00:14:10.040]  所以展子舉手
[00:14:10.040 --> 00:14:13.040]  次子舉手 伊法連
[00:14:13.040 --> 00:14:18.040]  這裡當時約瑟帶領他的兩個孩子
[00:14:18.040 --> 00:14:21.040]  要去領受祝福的時候
[00:14:21.040 --> 00:14:24.040]  他有他一個內心的想法 還有一個安排
[00:14:24.040 --> 00:14:27.040]  當年在以色列的一個傳統當中
[00:14:27.040 --> 00:14:30.040]  哪一邊是更為尊貴的
[00:14:30.040 --> 00:14:33.040]  對了 都是右手更為尊貴
[00:14:33.040 --> 00:14:36.040]  但是那個時候呢
[00:14:36.040 --> 00:14:39.040]  這個約瑟代表一下
[00:14:39.040 --> 00:14:44.040]  把自己的右邊帶著他的次子
[00:14:44.040 --> 00:14:47.040]  伊法連 你是次子
[00:14:47.040 --> 00:14:50.040]  次子 伊法連
[00:14:50.040 --> 00:14:53.040]  帶著他過去 左手卻把展子
[00:14:53.040 --> 00:14:56.040]  馬拿西帶著過去
[00:14:56.040 --> 00:15:00.040]  為什麼這樣呢 原來約瑟有他內心的想法
[00:15:00.040 --> 00:15:03.040]  來來來 跟我來
[00:15:03.040 --> 00:15:06.040]  走走走 來來來
[00:15:06.040 --> 00:15:09.040]  我們來到以色列的面前
[00:15:09.040 --> 00:15:12.040]  來到以色列的面前 站立住了
[00:15:12.040 --> 00:15:16.040]  現在呢 來到以色列的面前
[00:15:16.040 --> 00:15:19.040]  按照約瑟的想法
[00:15:19.040 --> 00:15:23.040]  以色列的右手對的是誰啊
[00:15:23.040 --> 00:15:26.040]  展子 展子是誰啊
[00:15:26.040 --> 00:15:29.040]  馬拿西 對不對
[00:15:29.040 --> 00:15:32.040]  左手對的是次子 對不對
[00:15:32.040 --> 00:15:35.040]  次子是誰啊 伊法連嘛 對不對
[00:15:35.040 --> 00:15:38.040]  按照約瑟的想法 他帶著他的兩個孩子
[00:15:38.040 --> 00:15:41.040]  來到他的父親的面前的時候
[00:15:41.040 --> 00:15:44.040]  他父親就這樣
[00:15:44.040 --> 00:15:47.040]  伊法連幫我拿一下麥
[00:15:47.040 --> 00:15:50.040]  好 以色列呢
[00:15:50.040 --> 00:15:53.040]  就慰到他的兩個孩子祝福
[00:15:53.040 --> 00:15:56.040]  就慰到兩個孩子祝福
[00:15:56.040 --> 00:15:59.040]  這個也符合他們當時的傳統 立展子為尊
[00:15:59.040 --> 00:16:02.040]  但是這個時候呢
[00:16:02.040 --> 00:16:05.040]  以色列卻做了一件出乎
[00:16:05.040 --> 00:16:09.040]  約瑟內心想法的事情
[00:16:09.040 --> 00:16:12.040]  以色列這個時候呢
[00:16:12.040 --> 00:16:15.040]  他卻把右手呢 搭在了小兒子
[00:16:15.040 --> 00:16:18.040]  伊法連的頭上
[00:16:18.040 --> 00:16:21.040]  把左手呢 剪搭過來啊 交叉過來
[00:16:21.040 --> 00:16:24.040]  到了展子 馬拿西的頭上
[00:16:24.040 --> 00:16:27.040]  為他去祝福
[00:16:27.040 --> 00:16:30.040]  所以呢 在這個經文裡面
[00:16:30.040 --> 00:16:33.040]  我們就可以看到啊 他有說這樣一個傳承啊
[00:16:33.040 --> 00:16:36.040]  願我祖亞伯拉罕 以薩啊
[00:16:36.040 --> 00:16:39.040]  所侍奉的山地 就是一生牧養我
[00:16:39.040 --> 00:16:42.040]  直到今日的山地
[00:16:42.040 --> 00:16:45.040]  要賜福給這兩個孩子
[00:16:45.040 --> 00:16:48.040]  形成了這樣一種 兩手剪搭的狀態
[00:16:48.040 --> 00:16:51.040]  要給到這兩個孩子
[00:16:51.040 --> 00:16:54.040]  所以這樣一個手 大家就明白
[00:16:54.040 --> 00:16:57.040]  有這樣一個特別的用意 也謝謝兩位弟兄
[00:16:57.040 --> 00:17:00.040]  好
[00:17:00.040 --> 00:17:03.040]  好
[00:17:03.040 --> 00:17:06.040]  那麼 慰到這兩個孩子祝福
[00:17:06.040 --> 00:17:09.040]  作為爸爸的約瑟一看
[00:17:09.040 --> 00:17:12.040]  不對啊 這個情況
[00:17:12.040 --> 00:17:15.040]  所以呢 他就要把他的
[00:17:15.040 --> 00:17:18.040]  以色列的手 右手要拿開
[00:17:18.040 --> 00:17:21.040]  要拿開
[00:17:21.040 --> 00:17:24.040]  他就不喜悅啊 這裡經文就說
[00:17:24.040 --> 00:17:27.040]  不喜悅 他就要把他的手拿開
[00:17:27.040 --> 00:17:30.040]  說 我父不是這樣
[00:17:30.040 --> 00:17:33.040]  這本是展子啊
[00:17:33.040 --> 00:17:36.040]  你怎麼把這個右手卻搭在了
[00:17:36.040 --> 00:17:39.040]  這個小兒子以法連的頭上呢
[00:17:39.040 --> 00:17:42.040]  但是他的父親以色列卻不從
[00:17:42.040 --> 00:17:45.040]  他就說
[00:17:45.040 --> 00:17:48.040]  我知道 我兒 我知道
[00:17:48.040 --> 00:17:51.040]  那個時候雖然以色列他的年紀已經比較大了
[00:17:51.040 --> 00:17:54.040]  甚至是老眼昏花啊
[00:17:54.040 --> 00:17:57.040]  甚至那個約瑟要帶著孩子過來的時候
[00:17:57.040 --> 00:18:00.040]  以色列都要問 他們是誰
[00:18:00.040 --> 00:18:03.040]  但這個時候以色列卻很清楚
[00:18:03.040 --> 00:18:06.040]  神讓他有這樣一個意念
[00:18:06.040 --> 00:18:09.040]  把更加大的一個祝福
[00:18:09.040 --> 00:18:12.040]  祝福在小兒子以法連的身上
[00:18:12.040 --> 00:18:15.040]  來自於神的一個意念
[00:18:15.040 --> 00:18:18.040]  所以他就這樣做了
[00:18:18.040 --> 00:18:21.040]  甚至在約瑟提醒了以後
[00:18:21.040 --> 00:18:24.040]  他也說 我知道 我兒
[00:18:24.040 --> 00:18:27.040]  我知道 所以我們這一點啊
[00:18:27.040 --> 00:18:30.040]  關鍵的一點就是
[00:18:30.040 --> 00:18:33.040]  順服上帝的權柄
[00:18:33.040 --> 00:18:36.040]  很多時候 神做的一些的事情
[00:18:36.040 --> 00:18:39.040]  可能和我們人的想像有些不一樣的
[00:18:39.040 --> 00:18:42.040]  可能在當時的時候你還不理解的
[00:18:42.040 --> 00:18:45.040]  但是之後如果你順服神的意念的話
[00:18:45.040 --> 00:18:48.040]  你會更加明白
[00:18:48.040 --> 00:18:51.040]  神的用意是什麼
[00:18:51.040 --> 00:18:54.040]  好 我們再來看這個經文啊
[00:18:54.040 --> 00:18:57.040]  當日他就
[00:18:57.040 --> 00:19:00.040]  在經文裡面
[00:19:00.040 --> 00:19:03.040]  在《川士記》裡面就記載
[00:19:03.040 --> 00:19:06.040]  其實給到這兩個孩子的祝福都不少啊
[00:19:06.040 --> 00:19:09.040]  以色列人要指著你們祝福說
[00:19:09.040 --> 00:19:12.040]  願上帝使你們如以法連
[00:19:12.040 --> 00:19:15.040]  馬拿西一樣
[00:19:15.040 --> 00:19:18.040]  說到祝福就是 哇 你的祝福
[00:19:18.040 --> 00:19:21.040]  中國人說 洪福齊天
[00:19:21.040 --> 00:19:24.040]  但是有個諺語就是 願你們的祝福
[00:19:24.040 --> 00:19:27.040]  就好像以法連和馬拿西一樣
[00:19:27.040 --> 00:19:30.040]  代表已經是很大的祝福了
[00:19:30.040 --> 00:19:33.040]  於是就立以法連
[00:19:33.040 --> 00:19:36.040]  在馬拿西之上
[00:19:36.040 --> 00:19:39.040]  意思就是將祂
[00:19:39.040 --> 00:19:42.040]  視為長子
[00:19:42.040 --> 00:19:45.040]  然後呢 祂這裡其實以色列又說了
[00:19:45.040 --> 00:19:48.040]  又說了 我要死了
[00:19:48.040 --> 00:19:51.040]  但上帝必與你們同在
[00:19:51.040 --> 00:19:54.040]  讓你們回到你們列祖之地
[00:19:54.040 --> 00:19:57.040]  然後又特別說
[00:19:57.040 --> 00:20:00.040]  我都賜給你 使你比眾弟兄
[00:20:00.040 --> 00:20:03.040]  多得一份
[00:20:03.040 --> 00:20:06.040]  所以在以色列的十二支派裡面
[00:20:06.040 --> 00:20:09.040]  沒有特別講到一個約瑟支派的
[00:20:09.040 --> 00:20:12.040]  其中的一個原因
[00:20:12.040 --> 00:20:15.040]  就是約瑟其實
[00:20:15.040 --> 00:20:18.040]  他已經有了長子的一個名分
[00:20:18.040 --> 00:20:21.040]  約瑟有長子的名分
[00:20:21.040 --> 00:20:24.040]  按照猶太的傳統
[00:20:24.040 --> 00:20:27.040]  長子是可以得雙分的
[00:20:27.040 --> 00:20:30.040]  所以
[00:20:30.040 --> 00:20:33.040]  以色列就祝福了
[00:20:33.040 --> 00:20:36.040]  約瑟的兩個兒子
[00:20:36.040 --> 00:20:39.040]  馬拿西和以法連兩個兒子
[00:20:39.040 --> 00:20:42.040]  其實他兩個兒子都已經是非常
[00:20:42.040 --> 00:20:45.040]  蒙福了 只不過在這個非常
[00:20:45.040 --> 00:20:48.040]  蒙福的一個前提下
