
[00:00:00.000 --> 00:00:03.000]  各位聽眾姐妹早安 主來平安
[00:07:38.000 --> 00:07:51.000]  所以說,他有兩個多小時的時間,他就回應他自己的信仰,以行動把握這兩個多小時的時間。
[00:07:51.000 --> 00:07:56.000]  首先一樣,他就是放膽去見比拉多。
[00:07:56.000 --> 00:08:03.000]  因為在於耶穌是一個被稱為叛國的重犯,
[00:08:03.000 --> 00:08:09.000]  羅馬政府是不讓任何人做任何哀悼的儀式的。
[00:08:09.000 --> 00:08:24.000]  也有些歷史的記載,可以讓這些囚犯就在十字架慢慢等他死,可能是兩三天的時候。
[00:08:24.000 --> 00:08:32.000]  又或者讓他就這樣,屍體腐爛,給一些小鳥去擔食。
[00:08:32.000 --> 00:08:41.000]  或者隨意這樣,腐爛了之後,就隨意放在地上。
[00:08:41.000 --> 00:08:46.000]  在歷史裡面,是可以說到,十字架人會有這樣的遭遇。
[00:08:46.000 --> 00:08:57.000]  對於亞利馬太約瑟,他是盼望神國,他用具體的行動去回應,他要把握住這個機會。
[00:08:57.000 --> 00:09:02.000]  於是他就去見比拉多,比拉多就很詫異了,
[00:09:02.000 --> 00:09:07.000]  「耶穌已經斷氣了嗎?不是要經歷兩三天嗎?」
[00:09:07.000 --> 00:09:12.000]  於是比拉多就去叫白夫長,我們相信這位白夫長,
[00:09:12.000 --> 00:09:15.000]  就是我剛才提到羅馬的那位白夫長,
[00:09:15.000 --> 00:09:18.000]  「這真是神的兒子。」
[00:09:18.000 --> 00:09:28.000]  原來當我們去代入經文裡面,我們就察覺到一個人的一個短短小小的表達,
[00:09:28.000 --> 00:09:32.000]  原來都成為上帝使用的一個工具。
[00:09:32.000 --> 00:09:37.000]  比拉多就去問白夫長,「是不是已經斷氣了?」
[00:09:37.000 --> 00:09:45.000]  白夫長就去講述,然後比拉多就答應,將耶穌的身體給約瑟。
[00:09:45.000 --> 00:09:54.000]  然後約瑟就按著埋葬,要清潔,用細麻布裹好,
[00:09:54.000 --> 00:09:58.000]  於是他就去埋葬耶穌,但是埋葬在什麼地方呢?
[00:09:58.000 --> 00:10:05.000]  他除了用行為去表達之外,他願意將他家族的墳墓,
[00:10:05.000 --> 00:10:10.000]  新的墳墓,未用過的,給耶穌去埋葬。
[00:10:10.000 --> 00:10:19.000]  猶太人,如果他們在錢財上充裕的時候,
[00:10:19.000 --> 00:10:26.000]  他們會作出一個地方,成為家族不同成員埋葬的地方,
[00:10:26.000 --> 00:10:29.000]  但是從來都未用過。
[00:10:29.000 --> 00:10:33.000]  當然,我是中國人,不是猶太人,
[00:10:33.000 --> 00:10:38.000]  但是有時候,會不會中國人,或者我們都存著一個心,
[00:10:38.000 --> 00:10:44.000]  就是這個我預備給哪些人,預備給我家族的成員,
[00:10:44.000 --> 00:10:51.000]  我不願意讓其他人去用,但是亞利馬泰的約瑟,
[00:10:51.000 --> 00:10:59.000]  他將上帝國的事,看為最重,然後就應驗了舊約,
[00:10:59.000 --> 00:11:07.000]  在《以太亞書》53章,耶穌的埋葬是與財主同埋葬。
[00:11:07.000 --> 00:11:14.000]  然後經文特別是去講到,那個墳墓要有一塊石頭,
[00:11:14.000 --> 00:11:19.000]  相信是一個圓形的石頭,封住那個墓門。
[00:11:19.000 --> 00:11:25.000]  當一個埋葬的儀式完結之後,
[00:11:25.000 --> 00:11:32.000]  馬可又再記載這幾位婦女,去見著一切事情的發生。
[00:11:34.000 --> 00:11:39.000]  在黑暗籠罩大地的時候,亞利馬泰的約瑟,
[00:11:39.000 --> 00:11:44.000]  羅馬的伯夫長,他們都領悟到上帝國的事。
[00:11:44.000 --> 00:11:49.000]  似乎他們真的用一個言語,用一個行動,
[00:11:49.000 --> 00:11:54.000]  去將上帝而來的啟示去表達出來。
[00:11:54.000 --> 00:11:57.000]  從人的角度來看,可能就是吃力不討好,
[00:11:57.000 --> 00:12:03.000]  為什麼要去做呢?但是,他就是這樣去走出來。
[00:12:03.000 --> 00:12:08.000]  在這個星期二,教會有一個聖誕報道會,
[00:12:08.000 --> 00:12:15.000]  叫做「珍愛用普」,弟兄姊妹都很熱烈地去邀請朋友來參加。
[00:12:15.000 --> 00:12:21.000]  我知道原來當中有一位公司的高層人士,
[00:12:21.000 --> 00:12:25.000]  他很想藉著一個聖誕節,
[00:12:25.000 --> 00:12:30.000]  去讓他未信主的同事都能夠聽福音。
[00:12:30.000 --> 00:12:35.000]  於是他就預備了旅遊巴士,旅遊巴士是坐多少人的呢?
[00:12:35.000 --> 00:12:40.000]  旅遊巴士是坐好幾十人的,我也看過照片。
[00:12:40.000 --> 00:12:46.000]  這位公司的管理人員,他是基督徒,
[00:12:46.000 --> 00:12:51.000]  他預備了旅遊巴士,又和同事一起去吃早餐,
[00:12:51.000 --> 00:12:55.000]  然後就回來聚會,聽報道的訊息。
[00:12:55.000 --> 00:13:01.000]  其實當我們去領受了上帝的意思,
[00:13:01.000 --> 00:13:04.000]  我們有一個覺醒的時候,
[00:13:04.000 --> 00:13:08.000]  上帝的期望就是按著我們所可以做的去回應。
[00:13:08.000 --> 00:13:12.000]  對於這位公司的老闆,
[00:13:12.000 --> 00:13:17.000]  他放下了一個早上的時間,
[00:13:17.000 --> 00:13:22.000]  放下生意,讓幾十個同事都來聽聚會,
[00:13:22.000 --> 00:13:27.000]  又去付錢,他們可以去吃東西。
[00:13:27.000 --> 00:13:30.000]  對於我們,都有自己的崗位。
[00:13:30.000 --> 00:13:32.000]  我也接觸了很多弟兄姊妹,
[00:13:32.000 --> 00:13:38.000]  他們怎樣去回應從上帝而來的這份領悟呢?
[00:13:38.000 --> 00:13:43.000]  他們就是在未信主的家人面前去表達,
[00:13:43.000 --> 00:13:47.000]  「我已經信了耶穌了,我要回教會,
[00:13:47.000 --> 00:13:50.000]  我參與一些活動。」
[00:13:50.000 --> 00:13:52.000]  有些人可能不明白,
[00:13:52.000 --> 00:13:55.000]  但是他們就是這樣去說出來。
[00:13:55.000 --> 00:14:00.000]  我們也有弟兄姊妹在職場,
[00:14:00.000 --> 00:14:02.000]  在他們的人際網絡裡面,
[00:14:02.000 --> 00:14:04.000]  去做邀請的工作。
[00:14:04.000 --> 00:14:08.000]  12月份就是聖誕,我們慶祝,
[00:14:08.000 --> 00:14:10.000]  也有很多福音的聚會,
[00:14:10.000 --> 00:14:13.000]  鼓勵我們去看了這段經文,
[00:14:13.000 --> 00:14:19.000]  我們怎樣去回應上帝給我們的領悟和覺醒的時候,
[00:14:19.000 --> 00:14:25.000]  我們可以仿效亞利馬派約瑟的回應。
[00:14:25.000 --> 00:14:29.000]  我們已經讀了耶穌基督被埋葬,
[00:14:29.000 --> 00:14:34.000]  然後我們就會看復活的記載。
[00:14:34.000 --> 00:14:39.000]  在復活第一批的見證人,
[00:14:39.000 --> 00:14:43.000]  上帝就揀選了一批婦女,
[00:14:43.000 --> 00:14:46.000]  也可以說他們作出的回應,
[00:14:46.000 --> 00:14:49.000]  讓他們可以成為第一批的見證人。
[00:14:49.000 --> 00:14:52.000]  因為他們在安息日之後,
[00:14:52.000 --> 00:14:57.000]  買了香膏,準備在七天的第一天清早,
[00:14:57.000 --> 00:15:02.000]  就去用香膏去高門耶穌。
[00:15:02.000 --> 00:15:04.000]  對於這些婦女來說,
[00:15:04.000 --> 00:15:08.000]  她有沒有見過復活呢?
[00:15:08.000 --> 00:15:11.000]  在聖經裡面記載,
[00:15:11.000 --> 00:15:17.000]  如果她們在加利利跟隨耶穌,
[00:15:17.000 --> 00:15:19.000]  並且去服侍耶穌的時候,
[00:15:19.000 --> 00:15:22.000]  很可能她們都見過耶穌行神蹟,
[00:15:22.000 --> 00:15:24.000]  讓死人復活。
[00:15:24.000 --> 00:15:29.000]  死人復活就是幾個小時之間的事,
[00:15:29.000 --> 00:15:32.000]  那個人就由死亡中復活。
[00:15:32.000 --> 00:15:34.000]  另外一個記載,
[00:15:34.000 --> 00:15:36.000]  就是拉薩路的復活。
[00:15:36.000 --> 00:15:39.000]  拉薩路已經被葬在墳墓裡面,
[00:15:39.000 --> 00:15:42.000]  然後耶穌行神蹟,
[00:15:42.000 --> 00:15:44.000]  拉薩路出來,
[00:15:44.000 --> 00:15:48.000]  拉薩路就在墳墓自己走出來。
[00:15:48.000 --> 00:15:51.000]  所以對於這些婦女來說,
[00:15:51.000 --> 00:15:55.000]  可能她們對復活是一個這樣的觀念。
[00:15:55.000 --> 00:15:58.000]  剛才也說了,
[00:15:58.000 --> 00:16:00.000]  耶穌三次去預言,
[00:16:00.000 --> 00:16:03.000]  祂的受死第三天復活,
[00:16:03.000 --> 00:16:06.000]  我們都明白了,
[00:16:06.000 --> 00:16:08.000]  我們看聖經,
[00:16:08.000 --> 00:16:11.000]  但是對於當時的婦女和門徒,
[00:16:11.000 --> 00:16:14.000]  其實怎樣是一個復活呢?
[00:16:14.000 --> 00:16:17.000]  她們是掌握不到的,
[00:16:17.000 --> 00:16:19.000]  她們心裡面只知道,
[00:16:19.000 --> 00:16:21.000]  她們的悲傷,
[00:16:21.000 --> 00:16:25.000]  她們對上帝、兒子、耶穌那份尊重,
[00:16:25.000 --> 00:16:30.000]  就是要靠著用香膏去抹這個屍體。
[00:16:30.000 --> 00:16:33.000]  十六章一節,
[00:16:33.000 --> 00:16:35.000]  就是這樣記載,
[00:16:35.000 --> 00:16:38.000]  「過了安息日,
[00:16:38.000 --> 00:16:40.000]  末大拉的瑪利亞,
[00:16:40.000 --> 00:16:42.000]  雅各的母親瑪利亞和撒羅米,
[00:16:42.000 --> 00:16:44.000]  買了香料,
[00:16:44.000 --> 00:16:46.000]  要去羔耶穌的身體,
[00:16:46.000 --> 00:16:48.000]  七日的第一日清早,
[00:16:48.000 --> 00:16:50.000]  太陽出來後,
[00:16:50.000 --> 00:16:52.000]  她們來到墳墓那裡。」
[00:16:52.000 --> 00:16:54.000]  去到墳墓面前,
[00:16:54.000 --> 00:16:57.000]  她們心中知道要解決一個難題,
[00:16:57.000 --> 00:16:59.000]  那個難題是什麼呢?
[00:16:59.000 --> 00:17:02.000]  就是一個大石在墳墓的門前,
[00:17:02.000 --> 00:17:04.000]  她們想著一個女孩子,
[00:17:04.000 --> 00:17:06.000]  怎樣可以推開那個石頭,
[00:17:06.000 --> 00:17:09.000]  以致她們進到墳墓裡面呢?
[00:17:09.000 --> 00:17:12.000]  但是她們真的在出門之前,
[00:17:12.000 --> 00:17:15.000]  沒有這樣去計算,
[00:17:15.000 --> 00:17:17.000]  基督教的信仰,
[00:17:17.000 --> 00:17:19.000]  我們真的不可以計算的,
[00:17:19.000 --> 00:17:22.000]  如果我們要計算自己的時間,
[00:17:22.000 --> 00:17:24.000]  計算要付出多少,
[00:17:24.000 --> 00:17:27.000]  往往我們所擁有,
[00:17:27.000 --> 00:17:29.000]  每個星期24乘7,
[00:17:29.000 --> 00:17:33.000]  我們的精神減了我們所有要做的事情,
[00:17:33.000 --> 00:17:35.000]  其實是負數來的,
[00:17:35.000 --> 00:17:37.000]  在負數之下,
[00:17:37.000 --> 00:17:39.000]  我還怎樣可以獻情,
[00:17:39.000 --> 00:17:41.000]  去服侍上帝呢?
[00:17:41.000 --> 00:17:44.000]  但是這三位的婦女,
[00:17:44.000 --> 00:17:47.000]  她們不去先做計算,
[00:17:47.000 --> 00:17:49.000]  她們就去到墳墓,
[00:17:49.000 --> 00:17:51.000]  然後就在研究,
[00:17:51.000 --> 00:17:53.000]  誰可以推開呢?
[00:17:53.000 --> 00:17:55.000]  但是怎知道,
[00:17:55.000 --> 00:17:57.000]  她們去到的時候,
[00:17:57.000 --> 00:18:01.000]  墳墓門前的大石已經被滾開,
[00:18:01.000 --> 00:18:03.000]  石頭其實是很大,
[00:18:03.000 --> 00:18:05.000]  所以她們首先去到的時候,
[00:18:05.000 --> 00:18:07.000]  就見到一個大神跡,
[00:18:07.000 --> 00:18:12.000]  接著我們就讀一下,
[00:18:12.000 --> 00:18:15.000]  接下來五至八字的經文,
[00:18:15.000 --> 00:18:17.000]  第五節,
[00:18:17.000 --> 00:18:19.000]  她們進了墳墓,
[00:18:19.000 --> 00:18:23.000]  看見一個年輕人坐在右邊,
[00:18:23.000 --> 00:18:26.000]  穿著白袍,就很驚奇,
[00:18:26.000 --> 00:18:29.000]  那年輕人對她們說,
[00:18:29.000 --> 00:18:30.000]  不要驚慌,
[00:18:30.000 --> 00:18:35.000]  你們尋找那釘十字架的拿撒勒人耶穌,
[00:18:35.000 --> 00:18:37.000]  他已經復活了,
[00:18:37.000 --> 00:18:39.000]  不在這裏,
[00:18:39.000 --> 00:18:42.000]  來看安放他的地方,
[00:18:42.000 --> 00:18:43.000]  你們去,
[00:18:43.000 --> 00:18:46.000]  對他的門徒和彼得說,
[00:18:46.000 --> 00:18:50.000]  他要讓你們先到加利利去,
[00:18:50.000 --> 00:18:53.000]  在那裏你們會看見他,
[00:18:53.000 --> 00:18:57.000]  正如他從前所告訴你們的,
[00:18:57.000 --> 00:19:00.000]  於是他們出來,
[00:19:00.000 --> 00:19:02.000]  從墳墓那裏逃走,
[00:19:02.000 --> 00:19:05.000]  又發抖又驚訝,
[00:19:05.000 --> 00:19:07.000]  什麼也沒有告訴人,
[00:19:07.000 --> 00:19:10.000]  因為他們害怕。
[00:19:10.000 --> 00:19:13.000]  大家讀到十六章八字的時候,
[00:19:13.000 --> 00:19:16.000]  會不會透一口氣,
[00:19:16.000 --> 00:19:19.000]  為什麼會是這樣的?
[00:19:19.000 --> 00:19:22.000]  為什麼是一個反高潮的?
[00:19:22.000 --> 00:19:25.000]  不是有羅伯的白骨掌,
[00:19:25.000 --> 00:19:28.000]  然後有亞利馬泰的藥室,
[00:19:28.000 --> 00:19:32.000]  然後這班婦女大清早就預備了香膏,
[00:19:32.000 --> 00:19:34.000]  但是去到空墳墓,
[00:19:34.000 --> 00:19:38.000]  聽到這位天使跟他們說,
[00:19:38.000 --> 00:19:42.000]  你不要再去找耶穌了,
[00:19:42.000 --> 00:19:44.000]  耶穌已經復活了。
[00:19:44.000 --> 00:19:47.000]  經文裏面用了很多次,
[00:19:47.000 --> 00:19:52.000]  驚慌、害怕、驚恐、發抖、驚訝。
[00:19:52.000 --> 00:19:57.000]  我們都很難去接受,
[00:19:57.000 --> 00:20:01.000]  為什麼會有一個這樣的反高潮呢?
[00:20:01.000 --> 00:20:09.000]  首先,可能他們會驚慌的一個很合理的原因,
[00:20:09.000 --> 00:20:12.000]  就是為什麼大石會滾開?
[00:20:12.000 --> 00:20:15.000]  為什麼會有一個年輕人坐在裏面?
[00:20:15.000 --> 00:20:18.000]  聖經裏面都記載了好幾次,
[00:20:18.000 --> 00:20:21.000]  當人會見到一些異象,
[00:20:21.000 --> 00:20:24.000]  上帝顯現,或者行神蹟的時候,
[00:20:24.000 --> 00:20:27.000]  他們第一個反應都是害怕的,
[00:20:27.000 --> 00:20:31.000]  不知道這個會不會就是人那種防衛機制,
[00:20:31.000 --> 00:20:33.000]  總之就是會害怕的,
[00:20:33.000 --> 00:20:35.000]  很自然地出來,解釋不了。
[00:20:35.000 --> 00:20:38.000]  聖經裏面記載,譬如耶穌平靜風浪,
[00:20:38.000 --> 00:20:41.000]  平靜完,門徒就很害怕,
[00:20:41.000 --> 00:20:44.000]  然後耶穌又試過行神蹟,
[00:20:44.000 --> 00:20:49.000]  把很多鬼趕到二千頭豬,
[00:20:49.000 --> 00:20:52.000]  於是有一群豬掉進海裏,
[00:20:52.000 --> 00:20:55.000]  然後群眾又很害怕,
[00:20:55.000 --> 00:20:56.000]  為什麼會有這樣的事?
[00:20:56.000 --> 00:20:58.000]  耶穌在海面上行走,
[00:20:58.000 --> 00:21:00.000]  耶穌在山上變相,
[00:21:00.000 --> 00:21:04.000]  之後人的反應都是害怕的,
[00:21:04.000 --> 00:21:08.000]  所以我們可以理解,
[00:21:08.000 --> 00:21:13.000]  第一種的反應似乎都不是問題,
[00:21:13.000 --> 00:21:17.000]  都是人之常情,
[00:21:17.000 --> 00:21:22.000]  但是接下來害怕了,
[00:21:22.000 --> 00:21:29.000]  一個天使其實是跟他們說不要驚慌,
[00:21:29.000 --> 00:21:34.000]  如果大家有照顧過嬰兒,
[00:21:34.000 --> 00:21:36.000]  照顧過小朋友的時候,
[00:21:36.000 --> 00:21:42.000]  會不會都經歷過嬰兒或者小朋友,
[00:21:42.000 --> 00:21:44.000]  走著走著,掉在地上,
[00:21:44.000 --> 00:21:45.000]  害怕就哭,
[00:21:45.000 --> 00:21:47.000]  然後你就抱起他,
[00:21:47.000 --> 00:21:48.000]  不用怕,不用怕,
[00:21:48.000 --> 00:21:50.000]  雖然他都在哭,
[00:21:50.000 --> 00:21:54.000]  但是因為他信任的人抱著他,
[00:21:54.000 --> 00:21:56.000]  他就不再害怕了,
[00:21:56.000 --> 00:22:03.000]  又或者大家有經歷過生活上一個很大的艱難,
[00:22:03.000 --> 00:22:05.000]  不知道怎麼辦,
[00:22:05.000 --> 00:22:08.000]  然後你跟你信任的弟兄姊妹,
[00:22:08.000 --> 00:22:09.000]  你的組長,
[00:22:09.000 --> 00:22:12.000]  傳道目者去分享,
[00:22:12.000 --> 00:22:18.000]  然後目者去按照上帝的說話,
[00:22:18.000 --> 00:22:21.000]  跟你們說你們不要怕,
[00:22:21.000 --> 00:22:23.000]  上帝與你同在,
[00:22:23.000 --> 00:22:25.000]  上帝會看顧,
[00:22:25.000 --> 00:22:33.000]  然後我們的害怕和不知道怎麼辦的心就平靜下來,
[00:22:33.000 --> 00:22:37.000]  但是似乎我們在看第六和第八節,
[00:22:37.000 --> 00:22:40.000]  天使這句不要驚慌,
[00:22:40.000 --> 00:22:44.000]  似乎好像起不了作用,
[00:22:44.000 --> 00:22:47.000]  為什麼會起不了作用呢?
[00:22:47.000 --> 00:22:51.000]  是不是因為天使的分量不夠呢?
[00:22:51.000 --> 00:22:53.000]  不會的,
[00:22:53.000 --> 00:22:57.000]  起不了作用會不會是婦女們,
[00:22:57.000 --> 00:23:00.000]  她們都存著一個心,
[00:23:00.000 --> 00:23:03.000]  我要見到耶穌,
[00:23:03.000 --> 00:23:09.000]  我要心目中盡我的方式去表達我對耶穌的敬重,
[00:23:09.000 --> 00:23:13.000]  她整個自己的想法就充滿了她,
[00:23:13.000 --> 00:23:18.000]  以致天使是去鼓勵她不要害怕,
[00:23:18.000 --> 00:23:23.000]  她都不能夠去接受上帝的話語的能力,
[00:23:23.000 --> 00:23:26.000]  所以我們每一個人都跟隨耶穌的,
[00:23:26.000 --> 00:23:27.000]  相信耶穌的,
[00:23:27.000 --> 00:23:28.000]  我們都要去學習,
[00:23:28.000 --> 00:23:31.000]  上帝的話語是充滿了能力的,
[00:23:31.000 --> 00:23:33.000]  我們唱詩歌時常說,
[00:23:33.000 --> 00:23:36.000]  上帝的話語是很重要,
[00:23:36.000 --> 00:23:37.000]  主活著,
[00:23:37.000 --> 00:23:40.000]  神的話語是活潑的,
[00:23:40.000 --> 00:23:44.000]  上帝會將我們放在一些場景裏面,
[00:23:44.000 --> 00:23:46.000]  去測試我們,
[00:23:46.000 --> 00:23:50.000]  考驗我們對於神話語的能力,
[00:23:50.000 --> 00:23:53.000]  怎樣去幫助我們。
[00:23:53.000 --> 00:24:01.000]  一個天使安慰了這班婦女之後,
[00:24:01.000 --> 00:24:07.000]  就將從上頭而來的吩咐告訴這些婦女,
[00:24:07.000 --> 00:24:13.000]  這個吩咐簡單來說只有一個,
[00:24:13.000 --> 00:24:15.000]  天使說了兩件事,
[00:24:15.000 --> 00:24:16.000]  第一件事是說,
[00:24:16.000 --> 00:24:22.000]  你不需要再去尋找釘十字架的拿撒勒認耶穌,
[00:24:22.000 --> 00:24:24.000]  因為祂已經復活了。
[00:24:24.000 --> 00:24:27.000]  天使傳遞上帝的吩咐,
[00:24:27.000 --> 00:24:31.000]  就是你們去跟門徒和彼得說,
[00:24:31.000 --> 00:24:35.000]  耶穌要先去加利利,
[00:24:35.000 --> 00:24:38.000]  在那裏你們會見到祂。
[00:24:38.000 --> 00:24:41.000]  這個是耶穌已經曾經說過的,
[00:24:41.000 --> 00:24:43.000]  如果我們看聖經就是《馬克福音》,
[00:24:43.000 --> 00:24:46.000]  十四章都有這樣記載。
[00:24:51.000 --> 00:25:01.000]  第八節,聖經記載了這幾位婦女聽到吩咐之後的反應。
[00:25:01.000 --> 00:25:03.000]  我們看那個版本,
[00:25:03.000 --> 00:25:05.000]  「什麼也沒有告訴人」,
[00:25:05.000 --> 00:25:08.000]  其實是分兩部分的,
[00:25:08.000 --> 00:25:11.000]  就是什麼都不說,
