
[00:00:00.000 --> 00:00:11.520]  大家好,很高興今天我們又來到四月第一個星期的主日崇拜
[00:07:21.480 --> 00:07:23.480]  他只是說什麼呢?
[00:07:23.480 --> 00:07:28.480]  「父啊赦免他們,因為他們所做的他們不曉得」
[00:07:28.480 --> 00:07:33.480]  耶穌沒有為了去迎合這群人的想法
[00:07:33.480 --> 00:07:38.480]  而去到犧牲他所堅持的路
[00:07:38.480 --> 00:07:40.480]  因為耶穌很知道
[00:07:40.480 --> 00:07:43.480]  其實這群人需要的不是看到神蹟
[00:07:43.480 --> 00:07:47.480]  他們需要的是上帝的赦免
[00:07:47.480 --> 00:07:50.480]  他們的想法一直都是錯的
[00:07:50.480 --> 00:07:54.480]  甚至當年我們今天回看
[00:07:54.480 --> 00:08:00.480]  我們知道丹瑟自駕對耶穌來說是一個漫長很黑暗的時刻
[00:08:00.480 --> 00:08:05.480]  其實由整個受審到死亡的過程裡
[00:08:05.480 --> 00:08:10.480]  其實耶穌一次又一次經歷過很多被人拋棄、被人離棄
[00:08:10.480 --> 00:08:13.480]  我們很熟悉的,被三次不認住
[00:08:13.480 --> 00:08:18.480]  之後可能很多門徒都離棄了
[00:08:18.480 --> 00:08:22.480]  十字架下面只有一些門徒
[00:08:22.480 --> 00:08:28.480]  這是耶穌一生最黑暗或者最孤獨的時刻
[00:08:28.480 --> 00:08:34.480]  但無論是耶穌自己還是父神
[00:08:34.480 --> 00:08:40.480]  他們都沒有用神蹟去嘗試去打破黑暗
[00:08:40.480 --> 00:08:44.480]  因為耶穌知道這是祂一定要經過的道路
[00:08:44.480 --> 00:08:50.480]  也是要讓每個人去相信,去明白一件事情
[00:08:50.480 --> 00:08:54.480]  就是在面對黑暗或者苦難的時候
[00:08:54.480 --> 00:08:59.480]  有些時候那種沉默或者那種好像沒有工作
[00:08:59.480 --> 00:09:02.480]  其實背後可以有更加重要的原因
[00:09:02.480 --> 00:09:04.480]  當然不是每一次都是這樣
[00:09:04.480 --> 00:09:07.480]  但在耶穌這個情況裡
[00:09:07.480 --> 00:09:09.480]  背後更重要的原因是耶穌知道
[00:09:09.480 --> 00:09:13.480]  祂唯有這樣做才能夠贖回我們
[00:09:13.480 --> 00:09:16.480]  才能夠讓我們的罪得到赦免
[00:09:16.480 --> 00:09:20.480]  所以耶穌去為這群無知的人祈禱
[00:09:20.480 --> 00:09:22.480]  祂知道他們是錯的,也知道他們是無知的
[00:09:22.480 --> 00:09:26.480]  所以才要求神赦免他們
[00:09:26.480 --> 00:09:31.480]  赦免每一個嘲笑、離棄、放棄他們的人
[00:09:31.480 --> 00:09:33.480]  祂所救的不是自己
[00:09:33.480 --> 00:09:36.480]  耶穌所要救的是其他人
[00:09:36.480 --> 00:09:41.480]  也告訴我們不要去依靠自己的能力
[00:09:41.480 --> 00:09:46.480]  不要以為救主就一定要有能力
[00:09:46.480 --> 00:09:51.480]  不要用我們的方法去思想神自己的作物
[00:09:51.480 --> 00:09:54.480]  所以耶穌用當時人所不明白的方法
[00:09:54.480 --> 00:09:57.480]  去完成祂很重要的事情
[00:09:57.480 --> 00:10:01.480]  其實這一點正正是當時的讀者
[00:10:01.480 --> 00:10:04.480]  就是盧家福音、岑祖福音書的讀者
[00:10:04.480 --> 00:10:06.480]  他們都在挑戰這個概念
[00:10:06.480 --> 00:10:10.480]  為什麼一個面對十字架
[00:10:10.480 --> 00:10:13.480]  仍然要默默承受的人會成為他們的救主呢?
[00:10:13.480 --> 00:10:16.480]  這是聖經裡一直記載耶穌的生平上
[00:10:16.480 --> 00:10:18.480]  很想強調的事情
[00:10:18.480 --> 00:10:22.480]  就是耶穌沒有因為黑暗和困難的存在
[00:10:22.480 --> 00:10:26.480]  沒有因為這個事實而放棄了拯救人的心意
[00:10:26.480 --> 00:10:30.480]  他沒有嘗試用自己的方法去救治
[00:10:30.480 --> 00:10:36.480]  如果我們比較熟悉魔鬼試探耶穌的故事
[00:10:36.480 --> 00:10:37.480]  一個情節
[00:10:37.480 --> 00:10:41.480]  在第三個試探裡,魔鬼正正是試探耶穌
[00:10:41.480 --> 00:10:47.480]  去拜魔鬼,將天下富貴的榮華賜給他
[00:10:47.480 --> 00:10:51.480]  然後他用一個不需要用十字架的方法
[00:10:51.480 --> 00:10:57.480]  去賜得天上地下所有的權力
[00:10:58.480 --> 00:11:01.480]  這種心態,我們很想追求的能力
[00:11:01.480 --> 00:11:08.480]  追求自己很強大,要很多自信,很多能力的心態
[00:11:08.480 --> 00:11:13.480]  其實就是耶穌在十字架上所表現的反面
[00:11:13.480 --> 00:11:18.480]  在今天的文化裡,很多時候我們很喜歡說
[00:11:18.480 --> 00:11:21.480]  Self-help,我們喜歡說自己
[00:11:21.480 --> 00:11:25.480]  怎樣去幫自己,自己怎樣去表現得很好
[00:11:25.480 --> 00:11:30.480]  去建立自我的形象,去表現我們自我的文化
[00:11:30.480 --> 00:11:34.480]  不是說這些是錯的,不是說這些說的是錯的
[00:11:34.480 --> 00:11:36.480]  不是說不要做這些
[00:11:36.480 --> 00:11:41.480]  我的意思是當我們習慣用自己的方法
[00:11:41.480 --> 00:11:46.480]  自己的力量,我們要有方法和力量去戰勝所有的事情的時候
[00:11:46.480 --> 00:11:51.480]  其實有些時候,這個社會所塑造的風潮
[00:11:51.480 --> 00:11:58.480]  就有點像剛才我們說的祭司,士兵
[00:11:58.480 --> 00:12:01.480]  我們覺得他沒有能力
[00:12:01.480 --> 00:12:06.480]  為甚麼他沒有能力?他做了一個王,他應該可以救自己
[00:12:06.480 --> 00:12:08.480]  為甚麼他那麼沒能力?他一定不是王
[00:12:08.480 --> 00:12:12.480]  他一定不是值得我們相信的那個
[00:12:12.480 --> 00:12:15.480]  我們好像他一樣,用能力,用外表
[00:12:15.480 --> 00:12:20.480]  用形象威嚴的方法去崇拜一個人
[00:12:20.480 --> 00:12:23.480]  所以他們背後,當時的猶太人背後
[00:12:23.480 --> 00:12:27.480]  都是對一種強者,對人類能力者的崇拜
[00:12:27.480 --> 00:12:32.480]  所以這個是耶穌如何在十字架上放下自己
[00:12:32.480 --> 00:12:37.480]  他堅持不去用神蹟去滿足這一班宗教的人物
[00:12:37.480 --> 00:12:39.480]  滿足這些群眾
[00:12:39.480 --> 00:12:42.480]  也沒有因為被人離棄,他就要用自己的方法
[00:12:42.480 --> 00:12:45.480]  沒有用神蹟去表現自己
[00:12:45.480 --> 00:12:49.480]  如果他真的從十字架上跳下來,我們可以去想像一下
[00:12:49.480 --> 00:12:54.480]  他真的跳下來的話,人們只會集中在耶穌的能力上
[00:12:54.480 --> 00:12:59.480]  人類是不會因為耶穌在十字架上跳下來
[00:12:59.480 --> 00:13:03.480]  而去明白自己的罪有多麼重
[00:13:03.480 --> 00:13:07.480]  自己是多麼需要耶穌的救贖
[00:13:07.480 --> 00:13:11.480]  所以當人的焦點集中在各種能力、神蹟
[00:13:11.480 --> 00:13:15.480]  要看人表現的神蹟,甚至追捧神蹟的時候
[00:13:15.480 --> 00:13:17.480]  其實後果是很嚴重的
[00:13:17.480 --> 00:13:20.480]  特別是在國家裡面
[00:13:20.480 --> 00:13:24.480]  舉個例子,在國家裡面
[00:13:24.480 --> 00:13:27.480]  我們知道有些人上台
[00:13:27.480 --> 00:13:32.480]  他們的出現是成就了很多人對成功領袖的期望
[00:13:32.480 --> 00:13:34.480]  力量、自信這些崇拜
[00:13:34.480 --> 00:13:39.480]  但現實告訴我們,這些外表看起來很有力量
[00:13:39.480 --> 00:13:44.480]  如果用祭司、士兵甚至民眾的標準
[00:13:44.480 --> 00:13:47.480]  可能這些人才是基督,因為他們有能力
[00:13:47.480 --> 00:13:50.480]  他們可以改變社會
[00:13:50.480 --> 00:13:53.480]  但現實告訴我們,他們最後帶來的改變
[00:13:53.480 --> 00:13:59.480]  很多時候原來是一種分裂、仇恨,甚至是傷害
[00:13:59.480 --> 00:14:04.480]  當然一個社會或國家的混亂可以有很多原因
[00:14:04.480 --> 00:14:09.480]  但如果我們從耶穌的能力去到反思的時候
[00:14:09.480 --> 00:14:13.480]  我一會兒會再講到這班猶太人的下場
[00:14:13.480 --> 00:14:16.480]  如果一些人盲目相信力量
[00:14:16.480 --> 00:14:20.480]  盲目相信他們能夠改變一切
[00:14:20.480 --> 00:14:26.480]  其實會令到人失去了真正他們需要的救贖的時候
[00:14:26.480 --> 00:14:31.480]  人就被那種力量、仇恨和自大所充滿
[00:14:31.480 --> 00:14:35.480]  所以耶穌在十字架上不跳下來
[00:14:35.480 --> 00:14:37.480]  他好像很沉默地應對
[00:14:37.480 --> 00:14:44.480]  他只是向父神去求赦免那些人的罪的時候
[00:14:44.480 --> 00:14:48.480]  就正是因為耶穌明白不能夠去到以暴易暴
[00:14:48.480 --> 00:14:53.480]  不能夠用神蹟去嘗試去戰勝這件事
[00:14:53.480 --> 00:14:58.480]  所以其實當我們去想的時候
[00:14:58.480 --> 00:15:02.480]  其實當我們期待神立即拯救我們
[00:15:02.480 --> 00:15:04.480]  很多時候今天我們去到自己
[00:15:04.480 --> 00:15:06.480]  我們很希望神立即去做事
[00:15:06.480 --> 00:15:09.480]  立即去救我們脫離苦境和困境
[00:15:09.480 --> 00:15:12.480]  一會兒可能會問疫情何時才會過去
[00:15:12.480 --> 00:15:15.480]  其實這個在人性上是很正常的
[00:15:15.480 --> 00:15:20.480]  我們不是天生喜歡苦楚、痛苦的人
[00:15:20.480 --> 00:15:26.480]  除非我們有些人可能有些心理上的問題
[00:15:26.480 --> 00:15:27.480]  可能有些人是會這樣
[00:15:27.480 --> 00:15:33.480]  但大多數人我們是不會喜歡苦楚、痛苦、困難
[00:15:33.480 --> 00:15:35.480]  但耶穌第一個經歷
[00:15:35.480 --> 00:15:38.480]  耶穌第一個經歷的重點是提醒我們的時候
[00:15:38.480 --> 00:15:43.480]  當我們太過想去和其他人認同
[00:15:43.480 --> 00:15:46.480]  去逃避困難、逃避痛苦的時候
[00:15:46.480 --> 00:15:49.480]  其實我們很容易會失去焦點
[00:15:49.480 --> 00:15:54.480]  我們很容易想用自己的方法去得著一些事情
[00:15:54.480 --> 00:15:58.480]  正如魔鬼去試探耶穌的事情一樣
[00:15:58.480 --> 00:16:00.480]  所以今天第一件事是當我們去想到
[00:16:00.480 --> 00:16:02.480]  耶穌在十字架上的時候
[00:16:02.480 --> 00:16:05.480]  或者耶穌被人拋棄的時候
[00:16:05.480 --> 00:16:07.480]  他沒有嘗試
[00:16:07.480 --> 00:16:11.480]  他沒有因為這樣而去到放棄他要堅持
[00:16:11.480 --> 00:16:14.480]  去到受苦和犧牲的路
[00:16:14.480 --> 00:16:17.480]  放下他自己的能力
[00:16:17.480 --> 00:16:22.480]  願意很謙卑地去用一個奴僕的形象
[00:16:22.480 --> 00:16:24.480]  這樣寫在十字架上
[00:16:24.480 --> 00:16:26.480]  這是我們第一個去思考
[00:16:26.480 --> 00:16:28.480]  第一個去思考我們人
[00:16:28.480 --> 00:16:30.480]  其實不能去依靠自己的能力
[00:16:30.480 --> 00:16:34.480]  也不能在困難面前要怎樣面對的地方
[00:16:34.480 --> 00:16:39.480]  第二點就是其實被人遺棄不是一個活路
[00:16:39.480 --> 00:16:41.480]  當年耶穌和我們不同
[00:16:41.480 --> 00:16:43.480]  耶穌是真正的神
[00:16:43.480 --> 00:16:45.480]  即使大家不明白他也好
[00:16:45.480 --> 00:16:51.480]  其實他仍然有上帝的紀念和上帝的憐憫在裡面
[00:16:51.480 --> 00:16:53.480]  他仍然是上帝
[00:16:53.480 --> 00:16:56.480]  甚至耶穌在這個境地裡面
[00:16:56.480 --> 00:16:58.480]  他仍然能夠拯救他身邊的人
[00:16:58.480 --> 00:17:02.480]  當祭司嘲笑他不能夠救自己
[00:17:02.480 --> 00:17:04.480]  也似乎救不了人的時候
[00:17:04.480 --> 00:17:08.480]  其實他在十字架上也繼續行拯救的工作
[00:17:08.480 --> 00:17:12.480]  因為在路加這個受難敘事的筆下
[00:17:12.480 --> 00:17:14.480]  其實那些角色是很有趣的
[00:17:14.480 --> 00:17:19.480]  其實在這段的段落32至43節裡面
[00:17:19.480 --> 00:17:24.480]  其實他唯獨提到一個人很清楚他所要的是什麼
[00:17:24.480 --> 00:17:26.480]  唯獨整個敘事裡面
[00:17:26.480 --> 00:17:32.480]  唯有一個人是說不出耶穌真正的身份
[00:17:32.480 --> 00:17:34.480]  而這個人其實是我們沒有想到的人
[00:17:34.480 --> 00:17:38.480]  如果我們從生日節開始看
[00:17:38.480 --> 00:17:41.480]  其實我們會發現這段經文很有趣
[00:17:41.480 --> 00:17:43.480]  他提到不同的人物
[00:17:43.480 --> 00:17:47.480]  剛才有民眾、有祭司、有兵丁
[00:17:47.480 --> 00:17:49.480]  而最有趣的是有兩個犯人
[00:17:49.480 --> 00:17:51.480]  那兩個犯人有什麼有趣呢
[00:17:51.480 --> 00:17:55.480]  原來在經文裡面這兩個犯人是不斷提到的
[00:17:55.480 --> 00:17:57.480]  這裡列了起碼有三個地方
[00:17:57.480 --> 00:18:00.480]  路加是不斷強調有兩個犯人
[00:18:00.480 --> 00:18:06.480]  說得很多,甚至是不斷提到有兩個人
[00:18:06.480 --> 00:18:09.480]  為什麼強調有兩個人呢
[00:18:09.480 --> 00:18:12.480]  可能一個原因就是
[00:18:12.480 --> 00:18:16.480]  這兩個人就代表我們怎樣去回應耶穌
[00:18:17.480 --> 00:18:21.480]  就算耶穌在當時的處境被拋棄
[00:18:21.480 --> 00:18:23.480]  他是孤獨的
[00:18:23.480 --> 00:18:25.480]  他好像是無助的
[00:18:25.480 --> 00:18:29.480]  但是原來怎樣去回應耶穌其實是有分別的
[00:18:29.480 --> 00:18:31.480]  可以有分別的
[00:18:31.480 --> 00:18:34.480]  這個關鍵的分別就透過這兩個囚犯
[00:18:34.480 --> 00:18:37.480]  這兩個快要死的人去表達出來
[00:18:37.480 --> 00:18:39.480]  就是第39至43節
[00:18:39.480 --> 00:18:42.480]  當然第一個就很明顯
[00:18:42.480 --> 00:18:44.480]  就和那些人一樣就是嘲笑他
[00:18:44.480 --> 00:18:46.480]  因為耶穌沒有能力
[00:18:46.480 --> 00:18:48.480]  你都沒有能力的
[00:18:48.480 --> 00:18:49.480]  你都救不了自己
[00:18:49.480 --> 00:18:54.480]  但是第二個人的回應和反駁就成為
[00:18:54.480 --> 00:18:58.480]  在路加苦音這裡整個
[00:18:58.480 --> 00:19:00.480]  說耶穌被釘
[00:19:00.480 --> 00:19:03.480]  他還沒死之前被釘
[00:19:03.480 --> 00:19:07.480]  那個地方裡面最重要的一個象徵
[00:19:07.480 --> 00:19:14.480]  他知道自己罪而受苦是應該
[00:19:14.480 --> 00:19:17.480]  他知道自己是應當的
[00:19:17.480 --> 00:19:19.480]  但是他將最大的信心
[00:19:19.480 --> 00:19:25.480]  他看到耶穌的能力也好
[00:19:25.480 --> 00:19:27.480]  看到耶穌的事情的時候
[00:19:27.480 --> 00:19:31.480]  他就願意去求耶穌去憐憫他
[00:19:31.480 --> 00:19:34.480]  他就求耶穌去紀念他
[00:19:34.480 --> 00:19:35.480]  當然我們會問
[00:19:35.480 --> 00:19:37.480]  為什麼這個囚犯知道耶穌
[00:19:37.480 --> 00:19:39.480]  他難道知道耶穌是神嗎
[00:19:39.480 --> 00:19:42.480]  當然這裡沒有說到他知道耶穌是神
[00:19:42.480 --> 00:19:44.480]  我們只能估計的是
[00:19:44.480 --> 00:19:48.480]  可能他看到耶穌在十字架上的表現
[00:19:48.480 --> 00:19:52.480]  可能他看到剛才一切發生的事情的時候
[00:19:52.480 --> 00:19:56.480]  他可能意識到耶穌和一般人不同
[00:19:56.480 --> 00:19:59.480]  他知道耶穌這個人
[00:19:59.480 --> 00:20:03.480]  應該不是像他們那樣有罪
[00:20:03.480 --> 00:20:07.480]  所以他先求耶穌去憐憫他
[00:20:07.480 --> 00:20:10.480]  但是無論他如何知道耶穌的身份也好
[00:20:10.480 --> 00:20:12.480]  他做了一個這麼正確的決定的時候
[00:20:12.480 --> 00:20:13.480]  耶穌的回應就是
[00:20:13.480 --> 00:20:16.480]  今天就同在樂園裡
[00:20:16.480 --> 00:20:20.480]  我們會發現這裡是耶穌唯一一個
[00:20:20.480 --> 00:20:22.480]  在整個經文裡面
[00:20:22.480 --> 00:20:26.480]  他很正面地回應其他人的說話
[00:20:26.480 --> 00:20:29.480]  你看到他為那些祭司、丁丁
[00:20:29.480 --> 00:20:34.480]  為那些傷害他的人去求赦免
[00:20:34.480 --> 00:20:36.480]  其實他不是直接跟我們說的
[00:20:36.480 --> 00:20:37.480]  那些人是不知道的
[00:20:37.480 --> 00:20:41.480]  唯獨這裡他直接跟罪犯說
[00:20:41.480 --> 00:20:43.480]  今天我就會拯救你
[00:20:43.480 --> 00:20:49.480]  原來就算耶穌被人遺棄、被人唾棄也好
[00:20:49.480 --> 00:20:51.480]  其實他仍然是那個救主
[00:20:51.480 --> 00:20:53.480]  他仍然有那個能力
[00:20:53.480 --> 00:20:55.480]  當人以為他的形象很軟弱
[00:20:55.480 --> 00:20:57.480]  大家都唾棄他的時候
[00:20:57.480 --> 00:20:58.480]  原來他仍然可以在這裡
[00:20:58.480 --> 00:21:03.480]  今天此時此刻去到經歷到那個拯救
[00:21:03.480 --> 00:21:05.480]  就當這個在樂園裡面
[00:21:05.480 --> 00:21:07.480]  我們都可以很容易理解到
[00:21:07.480 --> 00:21:09.480]  其實去到得到
[00:21:09.480 --> 00:21:11.480]  就好像他回到神那裡
[00:21:11.480 --> 00:21:13.480]  去到得著神的拯救
[00:21:13.480 --> 00:21:15.480]  耶穌說這句話的時候
[00:21:15.480 --> 00:21:17.480]  他不是坐在樂園裡面
[00:21:17.480 --> 00:21:21.480]  我們要想回耶穌在十字架上
[00:21:21.480 --> 00:21:24.480]  同樣一起經歷痛苦的時候
[00:21:24.480 --> 00:21:25.480]  他說這樣的事情
[00:21:25.480 --> 00:21:29.480]  這個形象其實顛覆了猶太人很多時候
[00:21:29.480 --> 00:21:32.480]  那種要得勝的形象
[00:21:32.480 --> 00:21:34.480]  要一個很強的君王的形象
[00:21:34.480 --> 00:21:40.480]  也顛覆了我們很多時候對能力、權力、成就很多的崇拜
[00:21:40.480 --> 00:21:46.480]  十字架正正是去到拒絕這一切偶像的崇拜
[00:21:46.480 --> 00:21:48.480]  其實剛才剛才說過
[00:21:48.480 --> 00:21:50.480]  我們看看歷史裡面發生什麼事
[00:21:50.480 --> 00:21:55.480]  那幫祭司、那幫民眾後來發生什麼事呢
[00:21:55.480 --> 00:21:57.480]  其實在歷史裡面就說到這幫人
[00:21:57.480 --> 00:21:59.480]  其實耶穌死了之後二、三十年
[00:21:59.480 --> 00:22:03.480]  他們其實起兵去到反抗
[00:22:03.480 --> 00:22:04.480]  他們的歷程
[00:22:04.480 --> 00:22:06.480]  我們可以很明白
[00:22:06.480 --> 00:22:08.480]  他們不接受這樣的耶穌
[00:22:08.480 --> 00:22:11.480]  他們很重視的是權力
[00:22:11.480 --> 00:22:12.480]  很重視的是能力
[00:22:12.480 --> 00:22:13.480]  要自己軍事上
[00:22:13.480 --> 00:22:16.480]  甚至在政治上要去到獨立
[00:22:16.480 --> 00:22:17.480]  要去到追求
[00:22:17.480 --> 00:22:19.480]  就是要脫離羅馬
[00:22:19.480 --> 00:22:24.480]  他們不願意用神的方法去跟隨神的時候
[00:22:24.480 --> 00:22:26.480]  我們看到的後果就是
[00:22:26.480 --> 00:22:29.480]  在歷史上他們是耶路撒冷被毀
