
[00:00:00.000 --> 00:00:03.000]  各位家人們 弟兄姊妹們 主內平安
[00:01:36.000 --> 00:01:39.000]  傳給以色列的末世
[00:01:39.000 --> 00:01:42.000]  那麼求主也帶領我們
[00:01:42.000 --> 00:01:45.000]  我們一起來禱告
[00:01:45.000 --> 00:01:48.000]  天父 愛我們的神
[00:01:48.000 --> 00:01:51.000]  感謝你
[00:01:51.000 --> 00:01:54.000]  一直祝福我們的人生道路
[00:01:54.000 --> 00:01:57.000]  你願意我們的生命
[00:01:57.000 --> 00:02:00.000]  真的可以不一樣
[00:02:00.000 --> 00:02:03.000]  活出更多主你的豐盛和恩典
[00:02:03.000 --> 00:02:06.000]  我們也願意成為主你所喜悅的兒女
[00:02:06.000 --> 00:02:09.000]  求主 你真的是帶領和幫助我們
[00:02:09.000 --> 00:02:12.000]  將當年藉由馬拉基先知
[00:02:12.000 --> 00:02:15.000]  給以色列民的說話
[00:02:15.000 --> 00:02:18.000]  顯示我們
[00:02:18.000 --> 00:02:21.000]  讓我們看到生命當中的種種困局
[00:02:21.000 --> 00:02:24.000]  以至於我們可以成為主你所喜悅的兒女
[00:02:24.000 --> 00:02:27.000]  求主帶領和幫助我們
[00:02:27.000 --> 00:02:30.000]  願我口中的言語
[00:02:30.000 --> 00:02:33.000]  眾弟兄姊妹的心懷意念
[00:02:33.000 --> 00:02:36.000]  都得蒙天父上帝你的願啊
[00:02:36.000 --> 00:02:39.000]  同心禱告 奉主明求 阿們
[00:02:39.000 --> 00:02:42.000]  那麼今天呢 想從四個方面啊
[00:02:42.000 --> 00:02:45.000]  來講這樣的一個主題
[00:02:45.000 --> 00:02:48.000]  第一呢 成為主你所喜悅的兒女的
[00:02:48.000 --> 00:02:51.000]  第一個重點呢
[00:02:51.000 --> 00:02:54.000]  就是要珍惜莫大的恩典
[00:02:54.000 --> 00:02:57.000]  很多時候恩典在我們的生命當中
[00:02:57.000 --> 00:03:00.000]  我們忽略它 我們看不到
[00:03:00.000 --> 00:03:03.000]  正如當時期的以色列民
[00:03:03.000 --> 00:03:06.000]  他們生命的狀況呢
[00:03:06.000 --> 00:03:09.000]  就在一個巨大的不滿足的
[00:03:09.000 --> 00:03:12.000]  深淵裡面 其實他們當時已經
[00:03:12.000 --> 00:03:15.000]  回到了耶路撒冷 應驗了很多
[00:03:15.000 --> 00:03:18.000]  先知的預言啊
[00:03:18.000 --> 00:03:21.000]  被擄 歸回 城牆和
[00:03:21.000 --> 00:03:24.000]  聖殿呢 也得到了重建
[00:03:24.000 --> 00:03:27.000]  當然重建後的聖殿和城牆呢
[00:03:27.000 --> 00:03:30.000]  沒有辦法和當時所羅門時代的
[00:03:30.000 --> 00:03:33.000]  聖殿相比啊 所以呢
[00:03:33.000 --> 00:03:36.000]  種種的對比 還有生命當中的
[00:03:36.000 --> 00:03:39.000]  不滿足 等待以後呢
[00:03:39.000 --> 00:03:42.000]  發現彌賽亞還不來 開始出現了
[00:03:42.000 --> 00:03:45.000]  種種的不滿
[00:03:45.000 --> 00:03:48.000]  如果迷失在了對外在事物的
[00:03:48.000 --> 00:03:51.000]  追求當中呢 你的靈性生命呢
[00:03:51.000 --> 00:03:54.000]  也就開始了墮落
[00:03:54.000 --> 00:03:57.000]  包括可能對於一些神聖的
[00:03:57.000 --> 00:04:00.000]  聖殿啊 外在的城牆啊 等等的
[00:04:00.000 --> 00:04:03.000]  追求的時候 看不到我們
[00:04:03.000 --> 00:04:06.000]  內在的所缺的時候
[00:04:06.000 --> 00:04:09.000]  靈性生命已經開始了墮落
[00:04:09.000 --> 00:04:12.000]  所以在這裡呢 也有一個漫畫
[00:04:12.000 --> 00:04:15.000]  很特別 你以金錢
[00:04:15.000 --> 00:04:18.000]  或者等等的權利 外在的事物
[00:04:18.000 --> 00:04:21.000]  為神的時候 祂就如魔鬼一樣
[00:04:21.000 --> 00:04:24.000]  來折磨你啊 掉入了
[00:04:24.000 --> 00:04:27.000]  不滿足的深淵當中
[00:04:27.000 --> 00:04:30.000]  他們已經忘記了 神的愛和
[00:04:30.000 --> 00:04:33.000]  作為 不滿足於
[00:04:33.000 --> 00:04:36.000]  上帝的恩典 以至於在
[00:04:36.000 --> 00:04:39.000]  一章的第二節裡面呢 就有這樣一個對話了
[00:04:39.000 --> 00:04:42.000]  耶和華就說了
[00:04:42.000 --> 00:04:45.000]  我曾愛你們
[00:04:45.000 --> 00:04:48.000]  我過去真的就這樣愛你們 我也一直
[00:04:48.000 --> 00:04:51.000]  這樣愛你們 你們卻說
[00:04:51.000 --> 00:04:54.000]  神啊 你在
[00:04:54.000 --> 00:04:57.000]  何事上愛了我們呢
[00:04:57.000 --> 00:05:00.000]  看不見神的
[00:05:00.000 --> 00:05:03.000]  藉著先知的預言 已經成就了
[00:05:03.000 --> 00:05:06.000]  看不見身邊的種種的恩典
[00:05:06.000 --> 00:05:09.000]  反而神這樣跟他們說話的時候
[00:05:09.000 --> 00:05:12.000]  我愛你們的時候
[00:05:12.000 --> 00:05:15.000]  反而來訪問神啊
[00:05:15.000 --> 00:05:18.000]  你在何事上愛了我們了呢
[00:05:18.000 --> 00:05:21.000]  忽視了身邊的恩典啊
[00:05:21.000 --> 00:05:24.000]  所以呢 有一個對照啊 也作為
[00:05:24.000 --> 00:05:27.000]  我們生命中的提醒
[00:05:27.000 --> 00:05:30.000]  當我們如何看待恩典和
[00:05:30.000 --> 00:05:33.000]  救恩的態度的時候呢
[00:05:33.000 --> 00:05:36.000]  怎麼看待恩典和救恩的態度的時候呢
[00:05:36.000 --> 00:05:39.000]  就產露出我們怎麼樣對主的
[00:05:39.000 --> 00:05:42.000]  態度
[00:05:42.000 --> 00:05:45.000]  看不見神的作為
[00:05:45.000 --> 00:05:48.000]  也就看不見了神了
[00:05:48.000 --> 00:05:51.000]  藐視神的作為的時候 輕看了神的作為的時候呢
[00:05:51.000 --> 00:05:54.000]  也就輕看了神了
[00:05:54.000 --> 00:05:57.000]  所以我們的群體 各位弟兄姊妹
[00:05:57.000 --> 00:06:00.000]  一定要被神塑造成為
[00:06:00.000 --> 00:06:03.000]  看得到恩典
[00:06:03.000 --> 00:06:06.000]  知道會數算恩典
[00:06:06.000 --> 00:06:09.000]  而且會要記得恩典的群體
[00:06:09.000 --> 00:06:12.000]  才能夠真的是
[00:06:12.000 --> 00:06:15.000]  看得到神
[00:06:15.000 --> 00:06:18.000]  我們在經文當中的二節和三節
[00:06:18.000 --> 00:06:21.000]  裡面呢 神就還是
[00:06:21.000 --> 00:06:24.000]  耐心的來回應他們了
[00:06:24.000 --> 00:06:27.000]  葉和華就這樣說了 他們回應了以後
[00:06:27.000 --> 00:06:30.000]  你在什麼世上愛我們了呢
[00:06:30.000 --> 00:06:33.000]  神很多的一些的
[00:06:33.000 --> 00:06:36.000]  應許 成就了 神都沒有
[00:06:36.000 --> 00:06:39.000]  列舉了 神就列舉了
[00:06:39.000 --> 00:06:42.000]  一個最大的 也是最直接可以看得到的
[00:06:42.000 --> 00:06:45.000]  姨嫂不是雅各的哥哥嗎
[00:06:45.000 --> 00:06:48.000]  我卻愛雅各
[00:06:48.000 --> 00:06:51.000]  惡以掃啊
[00:06:51.000 --> 00:06:54.000]  在這樣 給他的次語也都羅列了出來
[00:06:54.000 --> 00:06:57.000]  一講到雅各呢
[00:06:57.000 --> 00:07:00.000]  以色列民就馬上可以聯想得到
[00:07:00.000 --> 00:07:03.000]  這不就是我們的始祖嗎
[00:07:03.000 --> 00:07:06.000]  始祖啊 經常這樣稱為
[00:07:06.000 --> 00:07:09.000]  亞伯拉罕 以撒
[00:07:09.000 --> 00:07:12.000]  雅各 這幾代人
[00:07:12.000 --> 00:07:15.000]  羅列下來 稱為以色列民的始祖
[00:07:15.000 --> 00:07:18.000]  那麼雅各呢 更加因著他
[00:07:18.000 --> 00:07:21.000]  奇妙的一些的生命的際遇
[00:07:21.000 --> 00:07:24.000]  後面改名成為了以色列
[00:07:24.000 --> 00:07:27.000]  以色列啊 後來又因著他的各樣的兒子呢
[00:07:27.000 --> 00:07:30.000]  有各樣的支派
[00:07:30.000 --> 00:07:33.000]  以色列民一聽
[00:07:33.000 --> 00:07:36.000]  以前他本來是不配的一個排名第二的兒子
[00:07:36.000 --> 00:07:39.000]  但他卻蒙到了
[00:07:39.000 --> 00:07:42.000]  上帝的恩典和賜福
[00:07:42.000 --> 00:07:45.000]  以至於我們可以成為
[00:07:45.000 --> 00:07:48.000]  神所揀選的一個民族
[00:07:48.000 --> 00:07:51.000]  這還不能成為神愛的一個
[00:07:51.000 --> 00:07:54.000]  展顯 和記號嗎
[00:07:54.000 --> 00:07:57.000]  反而和這樣去反駁神
[00:07:57.000 --> 00:08:00.000]  那麼這樣的一個記載呢 就要看到了
[00:08:00.000 --> 00:08:03.000]  對恩典的輕視
[00:08:03.000 --> 00:08:06.000]  對恩典的輕視
[00:08:06.000 --> 00:08:09.000]  就被上帝所誤
[00:08:09.000 --> 00:08:12.000]  所厭惡 這裡呢 就要講到了
[00:08:12.000 --> 00:08:15.000]  本來是雅各的哥哥
[00:08:15.000 --> 00:08:18.000]  這個 以嫂
[00:08:18.000 --> 00:08:21.000]  以嫂本來他與生寄來
[00:08:21.000 --> 00:08:24.000]  他有一個恩典呢 他是長子
[00:08:24.000 --> 00:08:27.000]  在以色列民的傳統當中呢
[00:08:27.000 --> 00:08:30.000]  長子呢 要繼承祝福
[00:08:30.000 --> 00:08:33.000]  還有民族的名分的 但是呢
[00:08:33.000 --> 00:08:36.000]  經文裡面呢 就看到
[00:08:36.000 --> 00:08:39.000]  就有記載了 這個以嫂呢
[00:08:39.000 --> 00:08:42.000]  他就輕看了長子的這樣一個名分
[00:08:42.000 --> 00:08:45.000]  輕看在原文中的一個意思呢
[00:08:45.000 --> 00:08:48.000]  還有
[00:08:48.000 --> 00:08:51.000]  藐視和鄙視的意思
[00:08:51.000 --> 00:08:54.000]  藐視和鄙視的意思
[00:08:54.000 --> 00:08:57.000]  以至於呢 當他在一個從田野回來
[00:08:57.000 --> 00:09:00.000]  勞累交加的一個狀態
[00:09:00.000 --> 00:09:03.000]  就被他的弟弟
[00:09:03.000 --> 00:09:06.000]  用了一碗紅豆湯呢 就作為交換了
[00:09:06.000 --> 00:09:09.000]  唉 好了 我都要餓死了
[00:09:09.000 --> 00:09:12.000]  餓暈過去了 好了 好了
[00:09:12.000 --> 00:09:15.000]  你把這個湯吃了 食物給我
[00:09:15.000 --> 00:09:18.000]  我把我長子的名分給你了
[00:09:18.000 --> 00:09:21.000]  那麼當然啦 雅各在這裡呢
[00:09:21.000 --> 00:09:24.000]  雅各在這裡呢 他用了一些
[00:09:24.000 --> 00:09:27.000]  人的做法 他詭計多端
[00:09:27.000 --> 00:09:30.000]  他趁人之危
[00:09:30.000 --> 00:09:33.000]  他公於心計
[00:09:33.000 --> 00:09:36.000]  但在這裡呢 聖經的一個描述呢
[00:09:36.000 --> 00:09:39.000]  卻著重強調了
[00:09:39.000 --> 00:09:42.000]  這以嫂 他輕視了長子的名分
[00:09:42.000 --> 00:09:45.000]  當然雅各有他
[00:09:45.000 --> 00:09:48.000]  不對的地方 當然
[00:09:48.000 --> 00:09:51.000]  其中一個很大的原因在於以嫂啊
[00:09:51.000 --> 00:09:54.000]  輕視了這份神給他的恩典
[00:09:54.000 --> 00:09:57.000]  以至於在今天的經文裡面
[00:09:57.000 --> 00:10:00.000]  神就說了
[00:10:00.000 --> 00:10:03.000]  你曾經以嫂不是雅各的哥哥嗎
[00:10:03.000 --> 00:10:06.000]  我卻愛雅各 誤以嫂啊
[00:10:06.000 --> 00:10:09.000]  以嫂 這樣 輕視恩典
[00:10:09.000 --> 00:10:12.000]  就被上帝所誤
[00:10:12.000 --> 00:10:15.000]  那麼 被神所愛的雅各
[00:10:15.000 --> 00:10:18.000]  他是否就配得上
[00:10:18.000 --> 00:10:21.000]  這樣一份的恩典呢 其實我們看到
[00:10:21.000 --> 00:10:24.000]  雅各啊 以色列他的生命的一個
[00:10:24.000 --> 00:10:27.000]  旅程裡面呢
[00:10:27.000 --> 00:10:30.000]  他不配 他不配
[00:10:30.000 --> 00:10:33.000]  他有很多從人而來的
[00:10:33.000 --> 00:10:36.000]  詭詐和作為 但是
[00:10:36.000 --> 00:10:39.000]  就是在這樣一個不配裡面呢
[00:10:39.000 --> 00:10:42.000]  神就要彰顯他的恩典
[00:10:42.000 --> 00:10:45.000]  不配 但是神
[00:10:45.000 --> 00:10:48.000]  卻祝福了你的列祖
[00:10:48.000 --> 00:10:51.000]  讓你們蒙福
[00:10:51.000 --> 00:10:54.000]  回應了對以色列民的愛
[00:10:54.000 --> 00:10:57.000]  你還說我不夠愛你嗎
[00:10:57.000 --> 00:11:00.000]  在我們當中的群體
[00:11:00.000 --> 00:11:03.000]  也會這樣啊 你還能夠說
[00:11:03.000 --> 00:11:06.000]  神不愛你嗎
[00:11:06.000 --> 00:11:09.000]  我們憑什麼
[00:11:09.000 --> 00:11:12.000]  可以得蒙這樣一個救恩 我們憑什麼
[00:11:12.000 --> 00:11:15.000]  可以安坐在神的殿裡面
[00:11:15.000 --> 00:11:18.000]  一起來敬拜我們的神
[00:11:18.000 --> 00:11:21.000]  我們憑什麼可以稱得上
[00:11:21.000 --> 00:11:24.000]  我們是神的子民和愛子
[00:11:24.000 --> 00:11:27.000]  都是關乎於
[00:11:27.000 --> 00:11:30.000]  神的恩典 神的作為
[00:11:30.000 --> 00:11:33.000]  第一點啊 關係到恩典
[00:11:33.000 --> 00:11:36.000]  第二點是關係到身份的
[00:11:36.000 --> 00:11:39.000]  第二個重點啊
[00:11:39.000 --> 00:11:42.000]  持守尊貴的身份
[00:11:42.000 --> 00:11:45.000]  就如同雅各
[00:11:45.000 --> 00:11:48.000]  他抓住 他很聰明啊
[00:11:48.000 --> 00:11:51.000]  他覺得那個是好的 他就緊緊抓住
[00:11:51.000 --> 00:11:54.000]  抓住了他的哥哥 姨嫂
[00:11:54.000 --> 00:11:57.000]  所親視的長子的這樣一個名分 身份啊
[00:11:57.000 --> 00:12:00.000]  身份 神的恩典
[00:12:00.000 --> 00:12:03.000]  這裡看到的 在希伯來書的
[00:12:03.000 --> 00:12:06.000]  第十二章裡面就講到了
[00:12:06.000 --> 00:12:09.000]  貪戀世俗如姨嫂
[00:12:09.000 --> 00:12:12.000]  他不單是親視他的一個
[00:12:12.000 --> 00:12:15.000]  長子的一個名分啊
[00:12:15.000 --> 00:12:18.000]  他還有貪戀世俗 以至於
[00:12:18.000 --> 00:12:21.000]  在他餓的時候
[00:12:21.000 --> 00:12:24.000]  小小的一碗紅豆湯
[00:12:24.000 --> 00:12:27.000]  就可以買到極其貴重的一個
[00:12:27.000 --> 00:12:30.000]  長子的名分
[00:12:30.000 --> 00:12:33.000]  那麼 同樣的 基督徒
[00:12:33.000 --> 00:12:36.000]  也是我們所尊貴的身份
[00:12:36.000 --> 00:12:39.000]  很多時候 我們當然理解
[00:12:39.000 --> 00:12:42.000]  和明白 面對一些特發的事件
[00:12:42.000 --> 00:12:45.000]  緊急的時候 大家要趕著去處理
[00:12:45.000 --> 00:12:48.000]  我們都能理解和明白 但是大家
[00:12:48.000 --> 00:12:51.000]  也要警醒和警惕的時候 就是
[00:12:51.000 --> 00:12:54.000]  這個邪惡和世俗的世界
[00:12:54.000 --> 00:12:57.000]  那惡者啊 他也在其中
[00:12:57.000 --> 00:13:00.000]  慢慢地引誘你和誘導你
[00:13:00.000 --> 00:13:03.000]  想要促成 在你生命
[00:13:03.000 --> 00:13:06.000]  當中的這樣一個交易
[00:13:06.000 --> 00:13:09.000]  讓你親視
[00:13:09.000 --> 00:13:12.000]  你貴為基督徒的身份
[00:13:12.000 --> 00:13:15.000]  慢慢地覺得 哎 好像也
[00:13:15.000 --> 00:13:18.000]  不就是來到教會當中
[00:13:18.000 --> 00:13:21.000]  能夠來敬拜什麼
[00:13:21.000 --> 00:13:24.000]  我去處理一些事情
[00:13:24.000 --> 00:13:27.000]  不足為過 不足為過 有的時候
[00:13:27.000 --> 00:13:30.000]  哎呀 我很累了 我要休息休息
[00:13:30.000 --> 00:13:33.000]  慢慢慢慢 這個世界要
[00:13:33.000 --> 00:13:36.000]  促成這樣一個交易 讓你
[00:13:36.000 --> 00:13:39.000]  親視你尊貴的身份 讓你看
[00:13:39.000 --> 00:13:42.000]  不見神的恩典 讓你
[00:13:42.000 --> 00:13:45.000]  出賣了 我們是神
[00:13:45.000 --> 00:13:48.000]  兒女的這樣一個身份
[00:13:48.000 --> 00:13:51.000]  各位弟兄姊妹
[00:13:51.000 --> 00:13:54.000]  我真的也是提醒我們 提醒
[00:13:54.000 --> 00:13:57.000]  大家 當你親視
[00:13:57.000 --> 00:14:00.000]  基督徒身份的時候
[00:14:00.000 --> 00:14:03.000]  這個世界它也親視你
[00:14:03.000 --> 00:14:06.000]  它也藐視你 它更加
[00:14:06.000 --> 00:14:09.000]  地看不起你
[00:14:09.000 --> 00:14:12.000]  所以呢 我們也在各樣的
[00:14:12.000 --> 00:14:15.000]  經歷當中 被提醒
[00:14:15.000 --> 00:14:18.000]  是否更加看重
[00:14:18.000 --> 00:14:21.000]  神給我們的身份
[00:14:21.000 --> 00:14:24.000]  我記得呢 在我的經歷當中呢
[00:14:24.000 --> 00:14:27.000]  也有一次受到提醒
[00:14:27.000 --> 00:14:30.000]  這個經歷來自於 我以前
[00:14:30.000 --> 00:14:33.000]  也和教會相熟的弟兄
[00:14:33.000 --> 00:14:36.000]  去參加政府辦的一些
[00:14:36.000 --> 00:14:39.000]  很好的活動 辦球班
[00:14:39.000 --> 00:14:42.000]  去練習辦球 鍛煉身體
[00:14:42.000 --> 00:14:45.000]  在期間呢 也結識了
[00:14:45.000 --> 00:14:48.000]  很好的隊員等等 練習了
[00:14:48.000 --> 00:14:51.000]  以後呢 我們初學者呢
[00:14:51.000 --> 00:14:54.000]  就會組成一個隊 就要進行
[00:14:54.000 --> 00:14:57.000]  比賽了 比賽了 每一次的
[00:14:57.000 --> 00:15:00.000]  比賽呢 都是在星期天
[00:15:00.000 --> 00:15:03.000]  的時候啊 都是在星期天的時候
[00:15:03.000 --> 00:15:06.000]  每一次一報名呢 我都不報名的
[00:15:06.000 --> 00:15:09.000]  但是很多時候呢 我們的球隊呢
[00:15:09.000 --> 00:15:12.000]  就不夠人員 就不能夠參賽
[00:15:12.000 --> 00:15:15.000]  很多時候呢 教練啊 很好的隊員呢
[00:15:15.000 --> 00:15:18.000]  就要開始來邀請啊 遊說啊
[00:15:18.000 --> 00:15:21.000]  來啊 Terry 你擊打很好嗎
[00:15:21.000 --> 00:15:24.000]  我們隊需要你啊 等等啊
[00:15:24.000 --> 00:15:27.000]  我第一個反應的回應呢 就是 哎 不行
[00:15:27.000 --> 00:15:30.000]  我要去翻工嘛 我要去上班啊
[00:15:30.000 --> 00:15:33.000]  講了以後呢 其實
[00:15:33.000 --> 00:15:36.000]  我是難過的 我後悔的
[00:15:36.000 --> 00:15:39.000]  在我的第一個印象裡邊
[00:15:39.000 --> 00:15:42.000]  對於世界的回應 好像
[00:15:42.000 --> 00:15:45.000]  要用翻工來作為回應
[00:15:45.000 --> 00:15:48.000]  而就輕視了 我應該來到
[00:15:48.000 --> 00:15:51.000]  崇拜當中 得蒙福分的
[00:15:51.000 --> 00:15:54.000]  這樣一個見證的機會啊
[00:15:54.000 --> 00:15:57.000]  我也真的
[00:15:57.000 --> 00:16:00.000]  就用了這樣一個回應 覺得說
[00:16:00.000 --> 00:16:03.000]  哎 世人都明白的
[00:16:03.000 --> 00:16:06.000]  而我就忽略了要跟他說
[00:16:06.000 --> 00:16:09.000]  這對我的生命極其的重要
[00:16:09.000 --> 00:16:12.000]  我要來到教會當中 我要去
[00:16:12.000 --> 00:16:15.000]  崇拜神
[00:16:15.000 --> 00:16:18.000]  也是一個生命的提醒
[00:16:18.000 --> 00:16:21.000]  我覺得極其的重要
[00:16:21.000 --> 00:16:24.000]  那麼在經文的四節五節當中呢
[00:16:24.000 --> 00:16:27.000]  神還特別的羅列出來
[00:16:27.000 --> 00:16:30.000]  以東人和以色列民
[00:16:30.000 --> 00:16:33.000]  這樣的一個分別啊
[00:16:33.000 --> 00:16:36.000]  以東人和以薩一樣呢 都是作為
[00:16:36.000 --> 00:16:39.000]  弘的一個意思啊 以薩的一個
[00:16:39.000 --> 00:16:42.000]  後義啊 那麼以東人呢
[00:16:42.000 --> 00:16:45.000]  不蒙神的喜悅 備受
[00:16:45.000 --> 00:16:48.000]  各樣的擊打以後呢 他們以為
[00:16:48.000 --> 00:16:51.000]  憑藉自己的力量 可以重建
[00:16:51.000 --> 00:16:54.000]  所屬自己的城邦啊
[00:16:54.000 --> 00:16:57.000]  國土啊 等等啊 但在其中呢
[00:16:57.000 --> 00:17:00.000]  神就做了回應了
[00:17:00.000 --> 00:17:03.000]  萬軍之耶和華如此說
[00:17:03.000 --> 00:17:06.000]  任他們建造 我必
[00:17:06.000 --> 00:17:09.000]  拆毀 人必稱他們的
[00:17:09.000 --> 00:17:12.000]  地為罪惡之境啊
[00:17:12.000 --> 00:17:15.000]  所以呢 在這裡看到 神不允許
[00:17:15.000 --> 00:17:18.000]  的企圖 終究一事
[00:17:18.000 --> 00:17:21.000]  無成啊 終究一事無成
[00:17:21.000 --> 00:17:24.000]  甚至呢 在外邦因著神的
[00:17:24.000 --> 00:17:27.000]  擊打 他們都要看到
[00:17:27.000 --> 00:17:30.000]  神在以色列之
[00:17:30.000 --> 00:17:33.000]  境外 也要被尊為大
[00:17:33.000 --> 00:17:36.000]  究竟是怎麼樣一個神的
[00:17:36.000 --> 00:17:39.000]  作為 真的 祂不允許
[00:17:39.000 --> 00:17:42.000]  我們就什麼也都做不成
[00:17:42.000 --> 00:17:45.000]  可以看到 以此來作為一個分別啊
[00:17:45.000 --> 00:17:48.000]  告訴以色列民 你們知道
[00:17:48.000 --> 00:17:51.000]  你們是被分別出來的
[00:17:51.000 --> 00:17:54.000]  群體 其實
[00:17:54.000 --> 00:17:57.000]  我們呢 也是神特別分別
[00:17:57.000 --> 00:18:00.000]  出來的群體 世界上他們有各樣
[00:18:00.000 --> 00:18:03.000]  自己的追求和作為
[00:18:03.000 --> 00:18:06.000]  若神不允許 終究
[00:18:06.000 --> 00:18:09.000]  是一事無成
[00:18:09.000 --> 00:18:12.000]  唯有神的子民 在神裡面
[00:18:12.000 --> 00:18:15.000]  才有永恆 才在
[00:18:15.000 --> 00:18:18.000]  真的永恆當中 是有用的
[00:18:18.000 --> 00:18:21.000]  一些的事和作為 可以看得到啊
[00:18:21.000 --> 00:18:24.000]  在經文的第六節呢
[00:18:24.000 --> 00:18:27.000]  很特別啊 有這樣一個對比啊
[00:18:27.000 --> 00:18:30.000]  有這樣一個對比
[00:18:30.000 --> 00:18:33.000]  耶和華對你們說
[00:18:33.000 --> 00:18:36.000]  兒子尊敬父親
[00:18:36.000 --> 00:18:39.000]  僕人敬畏主人
[00:18:39.000 --> 00:18:42.000]  這個父親的形象在經文當中
[00:18:42.000 --> 00:18:45.000]  彰顯了 僕人和主人的形象
[00:18:45.000 --> 00:18:48.000]  這樣本來的關係 也特別的提醒
[00:18:48.000 --> 00:18:51.000]  出來了 有這樣一個的對比在其中
[00:18:51.000 --> 00:18:54.000]  我既為父親
[00:18:54.000 --> 00:18:57.000]  尊敬我的在哪裡呢
[00:18:57.000 --> 00:19:00.000]  應該做的尊敬
[00:19:00.000 --> 00:19:03.000]  在哪裡呢 我既為主人
[00:19:03.000 --> 00:19:06.000]  敬畏我的在哪裡呢
[00:19:06.000 --> 00:19:09.000]  分別對應了兩種的身份
[00:19:09.000 --> 00:19:12.000]  父親 要尊敬
[00:19:12.000 --> 00:19:15.000]  主人 要敬畏 但是呢
[00:19:15.000 --> 00:19:18.000]  當時的以色列民
[00:19:18.000 --> 00:19:21.000]  卻輕看了神的名啊
[00:19:21.000 --> 00:19:24.000]  這樣的一種的輕看呢 就好像
[00:19:24.000 --> 00:19:27.000]  倚掃他輕看自己的名分一樣
[00:19:27.000 --> 00:19:30.000]  帶有了一種的藐視啊
[00:19:30.000 --> 00:19:33.000]  輕看 我已經不在乎了
[00:19:33.000 --> 00:19:36.000]  究竟你們把神的位份放到了哪裡呢
[00:19:36.000 --> 00:19:39.000]  這裡呢 還講到了
[00:19:39.000 --> 00:19:42.000]  神的祭司的一個角色
[00:19:42.000 --> 00:19:45.000]  神的祭司和一個角色
[00:19:45.000 --> 00:19:48.000]  當一個群體啊
[00:19:48.000 --> 00:19:51.000]  或者是個人 他的屬靈
[00:19:51.000 --> 00:19:54.000]  衰落的時候 靈性衰落 靈性生命
[00:19:54.000 --> 00:19:57.000]  衰落的時候 敗壞的時候
[00:19:57.000 --> 00:20:00.000]  他輕視神的時候
[00:20:00.000 --> 00:20:03.000]  也就輕視了神的僕人 祭司啊
[00:20:03.000 --> 00:20:06.000]  而且最壞的一種的情況
[00:20:06.000 --> 00:20:09.000]  就是 在其中嘛
[00:20:09.000 --> 00:20:12.000]  祭司也開始妥協了
[00:20:12.000 --> 00:20:15.000]  祭司也開始妥協了
[00:20:15.000 --> 00:20:18.000]  開始
[00:20:18.000 --> 00:20:21.000]  把他們呈現上來 瞎眼的
[00:20:21.000 --> 00:20:24.000]  瘸腿的 有病的
[00:20:24.000 --> 00:20:27.000]  記物啊 有病的記物
[00:20:27.000 --> 00:20:30.000]  依舊呈現給了神 好像
[00:20:30.000 --> 00:20:33.000]  還在維持以往的一些的
[00:20:33.000 --> 00:20:36.000]  宗教行為一樣
