
[00:00:00.000 --> 00:00:03.020]  集中姐妹 新年快樂
[00:02:50.400 --> 00:02:52.960]  還會有時候哼著一些音樂
[00:02:52.960 --> 00:02:54.160]  哼著一些歌曲
[00:02:54.160 --> 00:02:56.160]  我不知道你有沒有這樣的體會呢
[00:02:56.160 --> 00:03:00.480]  就是有時候你不意間發現自己怎麼在唱著歌
[00:03:00.480 --> 00:03:02.200]  或者哼著音樂
[00:03:02.200 --> 00:03:06.040]  那個時候你就發現其實你在那個時候很快樂
[00:03:06.040 --> 00:03:09.080]  一個人很不開心的時候呢
[00:03:09.080 --> 00:03:12.160]  他很少是會哼著音樂的
[00:03:12.160 --> 00:03:14.880]  你就看到上帝照我們很特別啊
[00:03:14.880 --> 00:03:18.680]  這個音樂跟我們的關係非常非常地特別的
[00:03:18.680 --> 00:03:20.440]  那麼喜樂
[00:03:20.440 --> 00:03:21.640]  如果我們硬硬地要講
[00:03:21.640 --> 00:03:23.760]  觀念上有什麼不同呢
[00:03:23.760 --> 00:03:24.960]  它的不同呢
[00:03:24.960 --> 00:03:29.840]  就是在基督徒的
[00:03:29.840 --> 00:03:32.240]  基督徒的快樂就是喜樂
[00:03:32.240 --> 00:03:34.160]  如果我們硬硬要講那個分別
[00:03:34.160 --> 00:03:35.520]  我解釋一下
[00:03:35.520 --> 00:03:38.880]  就是因著神的緣故
[00:03:38.880 --> 00:03:40.840]  你有那種快樂
[00:03:40.840 --> 00:03:42.880]  是跟神有關係的
[00:03:42.880 --> 00:03:44.720]  是因著神的緣故
[00:03:44.720 --> 00:03:46.960]  是一種快樂的感覺
[00:03:46.960 --> 00:03:48.840]  那個我們在聖經裡面呢
[00:03:48.840 --> 00:03:51.720]  我們就叫做喜樂
[00:03:51.720 --> 00:03:54.200]  所以每次我們講喜樂的時候呢
[00:03:54.200 --> 00:03:58.800]  你是知道這是在講一種基督徒生命的喜樂
[00:03:58.800 --> 00:04:00.440]  基督徒生命的一種快樂
[00:04:00.440 --> 00:04:02.080]  是跟神有關的
[00:04:02.080 --> 00:04:05.400]  而我們如果要問你
[00:04:05.400 --> 00:04:09.720]  你今天喜樂嗎
[00:04:09.720 --> 00:04:11.880]  你會給自己打多少分呢
[00:04:11.880 --> 00:04:13.400]  一到十分
[00:04:13.400 --> 00:04:15.320]  你今天喜樂嗎
[00:04:15.320 --> 00:04:17.880]  一到十分在過去的2021年
[00:04:17.880 --> 00:04:19.280]  你喜樂嗎
[00:04:19.280 --> 00:04:22.000]  你會給自己打多少分呢
[00:04:22.000 --> 00:04:25.600]  在我們回答這個問題之前呢
[00:04:25.600 --> 00:04:26.840]  我想問一下
[00:04:26.840 --> 00:04:31.440]  一個基督徒為什麼能夠喜樂呢
[00:04:31.440 --> 00:04:33.680]  聖經給我們的答案又是什麼呢
[00:04:33.680 --> 00:04:36.080]  聖經給我們的答案很簡單
[00:04:36.080 --> 00:04:38.400]  就是因為這是神的旨意
[00:04:38.400 --> 00:04:40.560]  你看到這節經文嗎
[00:04:40.560 --> 00:04:42.400]  我們從來沒有想過
[00:04:42.400 --> 00:04:45.600]  這件事情神也那麼看重啊
[00:04:45.600 --> 00:04:48.560]  這件事情神也那麼看重
[00:04:48.560 --> 00:04:49.360]  換句話說
[00:04:49.360 --> 00:04:52.280]  神很看重你開不開心
[00:04:52.280 --> 00:04:53.440]  神很看重你開不開心
[00:04:53.440 --> 00:04:55.000]  當我這樣講的時候呢
[00:04:55.000 --> 00:04:58.200]  我想起哪一些人你知道嗎
[00:04:58.200 --> 00:05:00.640]  我又想起了父母了
[00:05:00.640 --> 00:05:01.960]  父母呢
[00:05:01.960 --> 00:05:04.520]  一個很愛自己孩子的父母呢
[00:05:04.520 --> 00:05:06.160]  來到一個階段呢
[00:05:06.160 --> 00:05:07.560]  他突然間就發現
[00:05:07.560 --> 00:05:10.040]  自己最想要孩子的就是
[00:05:10.040 --> 00:05:13.040]  他們開心就好了
[00:05:13.040 --> 00:05:15.240]  他們真的開心就好了
[00:05:15.240 --> 00:05:17.280]  只要他們過得好就好了
[00:05:17.280 --> 00:05:21.200]  只要他們找到自己能夠熱忠
[00:05:21.200 --> 00:05:23.800]  能夠有熱忱的工作就好了
[00:05:23.800 --> 00:05:26.600]  他們自己有自己的家世就好了
[00:05:26.600 --> 00:05:28.600]  他們自己有自己的人生
[00:05:28.600 --> 00:05:30.760]  很開心在一起就好了
[00:05:30.760 --> 00:05:35.080]  這就是神對我們的心意啊原來
[00:05:35.080 --> 00:05:37.400]  在這個過程中呢
[00:05:37.400 --> 00:05:41.120]  神就是想要我們能不能夠
[00:05:41.120 --> 00:05:43.920]  常常有這個喜樂的心
[00:05:43.920 --> 00:05:45.600]  我不知道你覺得怎麼樣
[00:05:45.600 --> 00:05:48.640]  我覺得這個真的是很令我感動
[00:05:48.640 --> 00:05:52.800]  當我想到神的時候
[00:05:52.800 --> 00:05:54.160]  我們一般人以為呢
[00:05:54.160 --> 00:05:56.480]  神就是要我們做事做事做事
[00:05:56.480 --> 00:05:57.240]  那個很重要
[00:05:57.240 --> 00:06:00.200]  但是原來神他的心腸
[00:06:00.200 --> 00:06:01.960]  寧可說這是他的旨意呢
[00:06:01.960 --> 00:06:05.000]  我們說這是他的心意啊
[00:06:05.000 --> 00:06:06.840]  原來他的心意就是
[00:06:06.840 --> 00:06:09.080]  要他的孩子們呢
[00:06:09.080 --> 00:06:11.280]  明白他 認識他
[00:06:11.280 --> 00:06:14.000]  懂得怎麼樣依靠他
[00:06:14.000 --> 00:06:16.480]  就能夠過一個開心的人生
[00:06:16.480 --> 00:06:18.400]  一個開心的生活
[00:06:18.400 --> 00:06:21.880]  我覺得這個很令我感動
[00:06:21.880 --> 00:06:25.200]  我小時候不明白我的父母的想法
[00:06:25.200 --> 00:06:27.200]  我總是覺得他們好像
[00:06:27.200 --> 00:06:30.040]  對我有各種各樣的期望
[00:06:30.040 --> 00:06:32.080]  那種期望呢也不是成就上的期望
[00:06:32.680 --> 00:06:35.480]  有時候是要在生活上
[00:06:35.480 --> 00:06:38.360]  做出調整啊或者什麼樣等等
[00:06:38.360 --> 00:06:42.640]  但是當我人年紀越來越大呢
[00:06:42.640 --> 00:06:45.840]  就越發現原來父母要的很簡單
[00:06:45.840 --> 00:06:49.960]  只要你好就可以了
[00:06:49.960 --> 00:06:51.040]  我覺得很感動就是
[00:06:51.040 --> 00:06:54.920]  原來這就是我們的神對我們的心意
[00:06:54.920 --> 00:06:57.920]  弟兄姐妹你有沒有這樣想過上帝呢
[00:06:57.920 --> 00:06:58.880]  如果你沒有呢
[00:06:58.880 --> 00:07:02.040]  我希望在2022年呢
[00:07:02.040 --> 00:07:03.080]  第一個崇拜呢
[00:07:03.080 --> 00:07:05.240]  你收到一個信息就是
[00:07:05.240 --> 00:07:06.320]  神很愛我
[00:07:06.320 --> 00:07:08.680]  你告訴自己神很愛我
[00:07:08.680 --> 00:07:14.560]  他其實是只要我過得幸福快樂就好了
[00:07:14.560 --> 00:07:17.240]  他最關心的是這一點
[00:07:17.240 --> 00:07:20.040]  請你在這個新的一年
[00:07:20.040 --> 00:07:22.760]  有這樣的一個新的起點
[00:07:22.760 --> 00:07:25.600]  重新啓動
[00:07:25.600 --> 00:07:28.520]  重新開始你跟神的關係
[00:07:28.520 --> 00:07:30.040]  不要誤會了
[00:07:30.040 --> 00:07:31.640]  不要誤會上帝是那一個
[00:07:31.640 --> 00:07:33.320]  整天要你服侍
[00:07:33.320 --> 00:07:35.160]  弄到你筋疲力盡
[00:07:35.160 --> 00:07:36.800]  然後呢一點都不開心
[00:07:36.800 --> 00:07:37.640]  不是
[00:07:37.640 --> 00:07:38.960]  服侍是很重要
[00:07:38.960 --> 00:07:40.320]  服侍是一個全病
[00:07:40.320 --> 00:07:42.640]  服侍是一件感恩的事情
[00:07:42.640 --> 00:07:45.280]  但是你知道更重要的是
[00:07:45.280 --> 00:07:47.040]  祂要你
[00:07:47.040 --> 00:07:48.080]  祂關心你
[00:07:48.080 --> 00:07:49.760]  孩子你過得開心嗎
[00:07:49.760 --> 00:07:51.600]  如果今天神坐在你旁邊
[00:07:51.600 --> 00:07:53.200]  祂可能輕輕地問你
[00:07:53.200 --> 00:07:58.440]  孩子你是不是過得開心呢
[00:07:58.440 --> 00:08:01.040]  讓我們真的是重新地瞭解神吧
[00:08:01.040 --> 00:08:02.080]  好不好
[00:08:02.080 --> 00:08:04.120]  我們要重新瞭解這位上帝
[00:08:04.120 --> 00:08:06.320]  不要讓我們在工作的經驗
[00:08:06.320 --> 00:08:07.880]  來理解這位神
[00:08:07.880 --> 00:08:10.080]  我的表現怎麼樣
[00:08:10.080 --> 00:08:14.160]  你當然喜歡你的孩子做家務
[00:08:14.160 --> 00:08:16.720]  但是你更關心的不是他做家務
[00:08:16.720 --> 00:08:17.680]  對不對
[00:08:17.680 --> 00:08:19.280]  你關心的是他
[00:08:19.280 --> 00:08:22.040]  是不是開心啊
[00:08:22.040 --> 00:08:25.520]  做家務有能做家務帶來的好處
[00:08:25.520 --> 00:08:27.440]  你也希望他從中得到好處
[00:08:27.440 --> 00:08:29.200]  學習
[00:08:29.200 --> 00:08:30.320]  但是
[00:08:30.320 --> 00:08:32.080]  你更關心的是
[00:08:32.080 --> 00:08:35.440]  他是不是活得開心
[00:08:35.440 --> 00:08:36.960]  親愛的朋友
[00:08:36.960 --> 00:08:38.640]  我鼓勵你
[00:08:38.640 --> 00:08:40.000]  重新地認識神
[00:08:40.000 --> 00:08:40.560]  祂愛你
[00:08:40.560 --> 00:08:42.160]  祂真的很愛你
[00:08:42.160 --> 00:08:45.040]  祂願意把所有的一切都給你
[00:08:45.040 --> 00:08:47.520]  如果那些一切是對你好的
[00:08:47.520 --> 00:08:49.760]  祂願意把所有的一切都給你
[00:08:49.760 --> 00:08:51.160]  我們怎麼知道呢
[00:08:51.160 --> 00:08:54.480]  祂連祂的兒子都願意給你了
[00:08:54.480 --> 00:08:56.520]  祂連祂的兒子都願意
[00:08:56.520 --> 00:08:58.640]  為你死在十字架了
[00:08:58.640 --> 00:09:00.400]  當你還是不可愛的時候
[00:09:00.400 --> 00:09:02.240]  當你還是罪人的時候
[00:09:02.240 --> 00:09:05.720]  祂都願意給了祂的兒子
[00:09:05.720 --> 00:09:06.680]  你的生命
[00:09:06.680 --> 00:09:08.160]  換出你的救贖
[00:09:08.160 --> 00:09:09.720]  更何況是
[00:09:09.720 --> 00:09:11.760]  將其他的東西給你呢
[00:09:11.760 --> 00:09:14.240]  你要先明白祂 認識祂
[00:09:14.240 --> 00:09:16.800]  那麼在這裡呢
[00:09:16.800 --> 00:09:18.680]  你有沒有留意到一個詞呢
[00:09:18.680 --> 00:09:21.040]  是要常常喜樂啊
[00:09:21.040 --> 00:09:23.800]  常常喜樂
[00:09:23.800 --> 00:09:25.400]  這常常喜樂是什麼意思呢
[00:09:25.400 --> 00:09:29.440]  是不是不容許難過的時候
[00:09:29.440 --> 00:09:33.080]  不容許憂傷的時候呢
[00:09:33.080 --> 00:09:34.760]  不是的啊
[00:09:34.760 --> 00:09:38.160]  因為如果不容許憂傷
[00:09:38.160 --> 00:09:39.760]  不容許難過呢
[00:09:39.760 --> 00:09:41.360]  這些情緒呢
[00:09:41.360 --> 00:09:43.320]  上帝就不會給我們了
[00:09:43.320 --> 00:09:45.880]  你知不知道我們的生命中的
[00:09:45.880 --> 00:09:47.600]  任何的情緒呢
[00:09:47.600 --> 00:09:51.360]  都是上帝創造的時候給我們的
[00:09:51.360 --> 00:09:53.600]  比如說我們憂傷
[00:09:53.600 --> 00:09:55.520]  有適當的時候憂傷
[00:09:55.520 --> 00:09:59.320]  失去最愛的親人的時候
[00:09:59.320 --> 00:10:01.080]  我們應該憂傷啊
[00:10:01.080 --> 00:10:02.560]  這是一種愛
[00:10:02.560 --> 00:10:04.400]  這種不捨
[00:10:04.400 --> 00:10:05.880]  是憂傷
[00:10:05.880 --> 00:10:07.840]  以致我們知道什麼叫愛
[00:10:07.840 --> 00:10:10.360]  以致你看到很愛你的人
[00:10:10.360 --> 00:10:11.960]  看到你的狀況的時候
[00:10:11.960 --> 00:10:14.320]  跟你一起同哭的時候
[00:10:14.320 --> 00:10:16.840]  你立刻可以感受到
[00:10:16.840 --> 00:10:20.080]  祂真的很愛我
[00:10:20.080 --> 00:10:21.360]  竟然會跟我一起
[00:10:21.360 --> 00:10:23.280]  為這件事情流淚
[00:10:23.280 --> 00:10:25.040]  耶穌就是這樣
[00:10:25.040 --> 00:10:27.480]  耶穌知道馬大跟瑪利亞的弟弟
[00:10:27.480 --> 00:10:28.920]  拉撒路死了
[00:10:28.920 --> 00:10:29.960]  聖經記載
[00:10:29.960 --> 00:10:31.840]  最短的一節經文
[00:10:31.840 --> 00:10:35.360]  耶穌哭了
[00:10:35.360 --> 00:10:36.400]  所以
[00:10:36.400 --> 00:10:38.400]  常常喜樂的意思不是
[00:10:38.400 --> 00:10:40.800]  生命中不容許其他的情緒
[00:10:40.800 --> 00:10:42.920]  其他的情緒都是上帝給我們的
[00:10:42.920 --> 00:10:43.840]  在適當的時候
[00:10:43.840 --> 00:10:46.160]  以致我們能夠表達不同的
[00:10:46.160 --> 00:10:48.000]  想法跟意識
[00:10:48.000 --> 00:10:50.520]  但是呢 常常喜樂的意思就是說
[00:10:50.520 --> 00:10:52.640]  在大多數的情況下
[00:10:52.640 --> 00:10:55.520]  其實我們有能力
[00:10:55.520 --> 00:10:59.680]  能夠選擇喜樂
[00:10:59.680 --> 00:11:00.400]  包括什麼呢
[00:11:00.400 --> 00:11:02.200]  基督徒的喜樂是怎樣的呢
[00:11:02.200 --> 00:11:04.440]  記不記得雅各蘇怎麼說
[00:11:04.440 --> 00:11:05.960]  雅各蘇說得很極端
[00:11:05.960 --> 00:11:09.320]  這個不是普通一般人的快樂
[00:11:09.320 --> 00:11:11.080]  這個是喜樂
[00:11:11.080 --> 00:11:11.960]  而且是大喜樂
[00:11:11.960 --> 00:11:13.400]  雅各蘇說
[00:11:13.400 --> 00:11:13.920]  弟兄們
[00:11:13.920 --> 00:11:15.840]  那時候的基督徒
[00:11:15.840 --> 00:11:18.600]  受到當時候各種各種教派
[00:11:18.600 --> 00:11:21.560]  或者是政權的逼迫
[00:11:21.560 --> 00:11:23.800]  甚至是
[00:11:23.800 --> 00:11:26.160]  把他們殺死
[00:11:26.160 --> 00:11:30.280]  在那個時候雅各竟然寫信給他們說什麼呢
[00:11:30.280 --> 00:11:31.360]  弟兄們
[00:11:31.360 --> 00:11:34.360]  你們如果是落在百般的試煉中
[00:11:34.360 --> 00:11:36.560]  各種的逼迫困難中呢
[00:11:36.560 --> 00:11:39.280]  要當作是大喜樂
[00:11:39.280 --> 00:11:41.320]  要當作是大喜樂
[00:11:41.320 --> 00:11:43.160]  有姐妹曾經讀菲利比書
[00:11:43.160 --> 00:11:44.160]  她覺得很感動
[00:11:44.160 --> 00:11:44.880]  是什麼呢
[00:11:44.880 --> 00:11:46.240]  她突然間發現
[00:11:46.240 --> 00:11:47.840]  原來菲利比書裡面
[00:11:48.360 --> 00:11:49.920]  這短短的四張經文
[00:11:49.920 --> 00:11:52.640]  常常出現的字是喜樂
[00:11:52.640 --> 00:11:54.640]  而當她發現
[00:11:54.640 --> 00:11:56.600]  當保羅寫這封書信的時候
[00:11:56.600 --> 00:11:59.880]  他是在坐牢的時候寫的時候
[00:11:59.880 --> 00:12:01.480]  她就特別感動
[00:12:01.480 --> 00:12:03.160]  我也非常的感動
[00:12:03.160 --> 00:12:04.280]  保羅在坐牢的時候
[00:12:04.280 --> 00:12:05.680]  他能夠不斷地強調
[00:12:05.680 --> 00:12:08.040]  我們要能夠喜樂
[00:12:08.040 --> 00:12:09.480]  應當義無掛慮
[00:12:09.480 --> 00:12:10.120]  對嗎
[00:12:10.120 --> 00:12:11.000]  要喜樂
[00:12:11.000 --> 00:12:13.360]  在主裡面喜樂平安
[00:12:13.360 --> 00:12:16.440]  基督徒講的喜樂原來是
[00:12:16.440 --> 00:12:20.360]  在主耶穌基督里能夠喜樂的
[00:12:20.360 --> 00:12:21.920]  如果我們看
[00:12:21.920 --> 00:12:24.160]  到底是怎麼回事呢
[00:12:24.160 --> 00:12:26.800]  你有沒有留意到第十八節
[00:12:26.800 --> 00:12:30.280]  它說是在神的旨意
[00:12:30.280 --> 00:12:33.400]  但是是神在基督耶穌里
[00:12:33.400 --> 00:12:35.200]  向你們所定的旨意
[00:12:35.200 --> 00:12:36.920]  在耶穌基督里
[00:12:36.920 --> 00:12:37.920]  就是說
[00:12:37.920 --> 00:12:41.040]  我們要先信靠主耶穌
[00:12:41.040 --> 00:12:42.440]  我們要有祂的生命
[00:12:42.440 --> 00:12:43.920]  在我們的生命裡面
[00:12:43.920 --> 00:12:45.760]  我們才有能力
[00:12:45.760 --> 00:12:47.880]  靠著主喜樂
[00:12:47.880 --> 00:12:50.480]  如果你是靠著自己的意志力
[00:12:50.480 --> 00:12:53.040]  你可能可以成功一段時間
[00:12:53.040 --> 00:12:54.040]  但是
[00:12:54.040 --> 00:12:56.560]  你總是不能夠持久
[00:12:56.560 --> 00:12:57.920]  在基督里
[00:12:57.920 --> 00:13:00.840]  就是因為主耶穌的緣故
[00:13:00.840 --> 00:13:02.320]  我們能夠喜樂
[00:13:02.320 --> 00:13:05.640]  有些人不明白誰是神呢
[00:13:05.640 --> 00:13:06.640]  到底誰是神呢
[00:13:06.640 --> 00:13:08.680]  為什麼祂有這麼大的力量呢
[00:13:08.680 --> 00:13:11.680]  能夠給我們喜樂呢
[00:13:11.680 --> 00:13:15.440]  這個問題怎麼回答呢
[00:13:15.440 --> 00:13:17.640]  誰是神
[00:13:17.640 --> 00:13:18.640]  首先
[00:13:18.640 --> 00:13:19.640]  神呢
[00:13:19.640 --> 00:13:21.480]  不是被造的
[00:13:21.480 --> 00:13:25.240]  祂是一切的創造主
[00:13:25.240 --> 00:13:28.240]  祂是時間空間
[00:13:28.240 --> 00:13:29.640]  一切的物質
[00:13:29.640 --> 00:13:30.840]  一切的想法
[00:13:30.840 --> 00:13:33.880]  之前的那一位存在
[00:13:33.880 --> 00:13:35.480]  祂就是神
[00:13:35.480 --> 00:13:37.520]  祂說有就有
[00:13:37.520 --> 00:13:38.880]  祂命利就利
[00:13:38.880 --> 00:13:42.320]  祂有這樣的大能力
[00:13:42.320 --> 00:13:43.560]  祂是那一位
[00:13:43.560 --> 00:13:45.040]  明白你的心思意念
[00:13:45.040 --> 00:13:46.160]  你的掙扎
[00:13:46.160 --> 00:13:46.920]  你的難處
[00:13:46.920 --> 00:13:47.920]  你的苦衷
[00:13:47.920 --> 00:13:49.720]  就算你的旁邊的朋友
[00:13:49.720 --> 00:13:50.720]  最親的朋友
[00:13:50.720 --> 00:13:51.680]  很體諒你
[00:13:51.680 --> 00:13:52.920]  對你很有耐心的
[00:13:52.920 --> 00:13:55.040]  都不能夠完全瞭解
[00:13:55.040 --> 00:13:57.560]  你甚至連你自己都說不出來
[00:13:57.560 --> 00:13:59.720]  反正你就是做不到那件事情
[00:13:59.720 --> 00:14:01.760]  神都明白的那一位
[00:14:01.760 --> 00:14:04.120]  那一位就是神
[00:14:04.120 --> 00:14:05.840]  是我們的神
[00:14:05.840 --> 00:14:07.120]  認識神呢
[00:14:07.120 --> 00:14:09.240]  如果還沒有認識神的朋友呢
[00:14:09.240 --> 00:14:10.360]  你可能會懷疑一個問題
[00:14:10.360 --> 00:14:13.080]  我們怎麼知道這個世界上有神呢
[00:14:13.080 --> 00:14:14.360]  我覺得
[00:14:14.360 --> 00:14:15.840]  這個問題是非常重要的
[00:14:15.840 --> 00:14:17.120]  如果你曾經想過
[00:14:17.120 --> 00:14:19.680]  再想應該繼續去想
[00:14:19.680 --> 00:14:21.640]  我們從一些的事情呢
[00:14:21.640 --> 00:14:23.080]  我們可以看到
[00:14:23.080 --> 00:14:24.680]  相信神的存在呢
[00:14:24.680 --> 00:14:27.560]  比相信神不存在更合理
[00:14:27.560 --> 00:14:29.680]  包括
[00:14:29.680 --> 00:14:31.960]  你是怎麼來的
[00:14:31.960 --> 00:14:34.000]  你說我是我爸爸媽媽生的
[00:14:34.000 --> 00:14:35.200]  那當然那個問題是
[00:14:35.200 --> 00:14:37.400]  你爸爸媽媽是怎麼來的
[00:14:37.400 --> 00:14:38.280]  你說我爸爸媽媽
[00:14:38.280 --> 00:14:40.720]  是我爸爸媽媽的爸爸媽媽生的
[00:14:40.760 --> 00:14:42.160]  那你的爸爸媽媽的爸爸媽媽
[00:14:42.160 --> 00:14:44.840]  是怎麼來的呢
[00:14:44.840 --> 00:14:46.200]  一直追到第一個生命
[00:14:46.200 --> 00:14:48.120]  是怎麼來的呢
[00:14:48.120 --> 00:14:51.720]  聖經有它的解釋
[00:14:51.720 --> 00:14:54.440]  科學家有他的解釋
[00:14:54.440 --> 00:14:56.080]  你就要考慮了
[00:14:56.080 --> 00:14:58.920]  哪一個解釋比較合理
[00:14:58.920 --> 00:15:03.200]  哪一個解釋比較難相信
[00:15:03.200 --> 00:15:04.800]  基本上呢
[00:15:04.800 --> 00:15:07.000]  我們就發現上帝的解釋
[00:15:07.000 --> 00:15:09.320]  比較容易接受跟相信
[00:15:09.320 --> 00:15:10.840]  而且合理
[00:15:10.840 --> 00:15:12.080]  包括什麼呢
[00:15:12.080 --> 00:15:13.680]  包括這個宇宙怎麼來的
[00:15:13.680 --> 00:15:15.080]  不只是你怎麼來的
[00:15:15.080 --> 00:15:17.040]  這個宇宙怎麼來的
[00:15:17.040 --> 00:15:18.600]  包括什麼呢
[00:15:18.600 --> 00:15:22.040]  我們的道德意識是怎麼來的
[00:15:22.040 --> 00:15:23.880]  我們有絕對的道德觀念嗎
[00:15:23.880 --> 00:15:25.080]  是怎麼來的
[00:15:25.080 --> 00:15:26.040]  你看到很多文化
[00:15:26.040 --> 00:15:28.320]  都是相對的道德觀念
[00:15:28.320 --> 00:15:29.280]  這樣是道德
[00:15:29.280 --> 00:15:30.280]  這樣是不道德
[00:15:30.280 --> 00:15:31.240]  好像相對的
[00:15:31.240 --> 00:15:34.400]  但是只要有人問一個問題
[00:15:34.400 --> 00:15:36.200]  這樣為什麼你說是不道德
[00:15:36.200 --> 00:15:38.000]  就是反映他什麼呢
[00:15:38.000 --> 00:15:39.800]  他的生命裡面呢
[00:15:39.800 --> 00:15:43.080]  有一個絕對的道德觀
[00:15:43.080 --> 00:15:45.640]  而這個絕對的道德觀
[00:15:45.640 --> 00:15:48.680]  到底是從哪裡而來呢
[00:15:48.680 --> 00:15:51.080]  基本上有很多很多的問題
[00:15:51.080 --> 00:15:52.800]  我們身體裡面的細胞
[00:15:52.800 --> 00:15:54.160]  那些是生物學
[00:15:54.160 --> 00:15:59.080]  我們的那些的DNA等等
[00:15:59.080 --> 00:16:01.440]  所以上帝就是那一位
[00:16:01.440 --> 00:16:03.840]  聖經的上帝就是那一位
[00:16:03.840 --> 00:16:06.040]  創天造地的上帝
[00:16:06.040 --> 00:16:07.680]  我們要去認識它
[00:16:07.680 --> 00:16:09.400]  你只要知道它的存在
[00:16:09.400 --> 00:16:12.200]  再加上耶穌基督的使禮復活
[00:16:12.200 --> 00:16:13.640]  你就更能夠相信
[00:16:13.640 --> 00:16:15.520]  這位神是存在的
[00:16:15.520 --> 00:16:17.600]  如果你相信祂是存在的
[00:16:17.600 --> 00:16:19.200]  祂又定了這個旨意
[00:16:19.200 --> 00:16:20.280]  每一個人的人生
[00:16:20.280 --> 00:16:23.200]  應該是長長喜樂的
