
[00:00:00.000 --> 00:00:02.000]  今日的講員很特別
[00:02:25.000 --> 00:02:28.000]  有一個醫生叫保羅班的醫生
[00:02:28.000 --> 00:02:31.000]  他其實也是一個宣教士
[00:02:31.000 --> 00:02:33.000]  他曾經在印度傳福音
[00:02:33.000 --> 00:02:36.000]  專門是醫治麻風病
[00:02:36.000 --> 00:02:38.000]  他是一個很有名的醫生
[00:02:38.000 --> 00:02:40.000]  我女兒很小的時候
[00:02:40.000 --> 00:02:42.000]  我有一次看他寫的一本書叫做
[00:02:42.000 --> 00:02:44.000]  神的傑作
[00:02:44.000 --> 00:02:45.000]  他說什麼
[00:02:45.000 --> 00:02:48.000]  他說當時耶穌在十字架上的時候
[00:02:48.000 --> 00:02:50.000]  他的血一直滴
[00:02:50.000 --> 00:02:52.000]  到最後耶穌斷氣之前
[00:02:52.000 --> 00:02:54.000]  從生理學來看
[00:02:54.000 --> 00:02:58.000]  耶穌的那一雙手是殘廢的
[00:02:58.000 --> 00:03:00.000]  那個時候我的女兒好小啊
[00:03:00.000 --> 00:03:01.000]  照顧她怎樣
[00:03:01.000 --> 00:03:03.000]  非常的辛苦
[00:03:03.000 --> 00:03:05.000]  我為她吃飯
[00:03:05.000 --> 00:03:06.000]  她吃三口
[00:03:06.000 --> 00:03:07.000]  然後呢
[00:03:07.000 --> 00:03:09.000]  她那個七口就掉下去
[00:03:09.000 --> 00:03:10.000]  因為吞嚥
[00:03:10.000 --> 00:03:11.000]  她腦傷很嚴重
[00:03:11.000 --> 00:03:16.000]  吞嚥對她是非常非常的辛苦的
[00:03:16.000 --> 00:03:18.000]  那一刻
[00:03:18.000 --> 00:03:20.000]  我看著那個書
[00:03:20.000 --> 00:03:22.000]  我掉下眼淚了
[00:03:22.000 --> 00:03:25.000]  我覺得耶穌懂
[00:03:25.000 --> 00:03:27.000]  懂一個特殊孩子
[00:03:27.000 --> 00:03:30.000]  他成長的辛苦
[00:03:30.000 --> 00:03:33.000]  活活主耶穌的身體帶著傷痕
[00:03:33.000 --> 00:03:34.000]  這說明什麼
[00:03:34.000 --> 00:03:38.000]  這說明人世間的殘疾跟完美
[00:03:38.000 --> 00:03:42.000]  兩者並不互相排斥
[00:03:42.000 --> 00:03:44.000]  如果你跟我一樣很喜歡看書
[00:03:44.000 --> 00:03:47.000]  有一個很有名的作家叫做楊斐力
[00:03:47.000 --> 00:03:50.000]  他的書好多都被翻譯成中文
[00:03:50.000 --> 00:03:53.000]  台灣還請他從美國到台灣演講
[00:03:53.000 --> 00:03:55.000]  我還到現場去聆聽
[00:03:55.000 --> 00:03:57.000]  他的一本書裡面說
[00:03:57.000 --> 00:04:01.000]  人類歷史的文明長久的慣例是什麼
[00:04:01.000 --> 00:04:03.000]  強者為雄
[00:04:03.000 --> 00:04:06.000]  弱者犧牲
[00:04:06.000 --> 00:04:10.000]  但是當耶穌被釘死在十字架上的時候
[00:04:10.000 --> 00:04:11.000]  不一樣了
[00:04:11.000 --> 00:04:17.000]  人類的社會開始會為弱勢者設身處地的著想
[00:04:17.000 --> 00:04:19.000]  可是耶穌他不是死了
[00:04:19.000 --> 00:04:22.000]  他是按照永恆的計畫裡面
[00:04:22.000 --> 00:04:25.000]  神說他會第三天復活
[00:04:25.000 --> 00:04:27.000]  可是那個時候沒有人會相信
[00:04:27.000 --> 00:04:28.000]  可是真的
[00:04:28.000 --> 00:04:29.000]  他第三天怎樣
[00:04:29.000 --> 00:04:30.000]  他就復活了
[00:04:30.000 --> 00:04:32.000]  在《馬可福音》16章9節
[00:04:32.000 --> 00:04:33.000]  他是這麼說的
[00:04:33.000 --> 00:04:36.000]  清晨的第一個早晨怎樣
[00:04:36.000 --> 00:04:38.000]  天剛亮的時候
[00:04:38.000 --> 00:04:39.000]  耶穌怎樣
[00:04:39.000 --> 00:04:41.000]  他早就已經這樣復活了
[00:04:41.000 --> 00:04:43.000]  他先向誰顯現
[00:04:43.000 --> 00:04:46.000]  他先向摩大拉的瑪利亞顯現
[00:04:46.000 --> 00:04:47.000]  你一聽
[00:04:47.000 --> 00:04:48.000]  誒
[00:04:48.000 --> 00:04:50.000]  你讀聖經要好好讀好嗎
[00:04:50.000 --> 00:04:53.000]  瑪利亞在新約大概有六個
[00:04:53.000 --> 00:04:55.000]  可是摩大拉的瑪利亞
[00:04:55.000 --> 00:04:57.000]  Just the only one
[00:04:57.000 --> 00:04:59.000]  他只有一個
[00:04:59.000 --> 00:05:00.000]  他只有一個
[00:05:00.000 --> 00:05:03.000]  他是向摩大拉的瑪利亞顯現
[00:05:03.000 --> 00:05:06.000]  我們進入到約翰福音20章16節
[00:05:06.000 --> 00:05:07.000]  他呢
[00:05:07.000 --> 00:05:09.000]  摩大拉的瑪利亞
[00:05:09.000 --> 00:05:10.000]  他呢在墓園裡面
[00:05:10.000 --> 00:05:11.000]  耶穌跟他顯現
[00:05:11.000 --> 00:05:12.000]  他怎樣
[00:05:12.000 --> 00:05:13.000]  他太難過了
[00:05:13.000 --> 00:05:15.000]  他不認得耶穌的聲音
[00:05:15.000 --> 00:05:18.000]  耶穌就叫他說瑪利亞
[00:05:18.000 --> 00:05:20.000]  然後他就說拉波尼
[00:05:20.000 --> 00:05:22.000]  拉波尼就是福子
[00:05:22.000 --> 00:05:24.000]  他認出耶穌
[00:05:24.000 --> 00:05:28.000]  那是人類戲劇性裡面最戲劇的一刻
[00:05:28.000 --> 00:05:30.000]  你知道摩大拉的瑪利亞
[00:05:30.000 --> 00:05:32.000]  耶穌被釘死在十字架上的時候
[00:05:32.000 --> 00:05:34.000]  祂是在現場的
[00:05:34.000 --> 00:05:37.000]  可是祂卻是上帝
[00:05:37.000 --> 00:05:39.000]  簡選在人類歷史上
[00:05:39.000 --> 00:05:42.000]  第一個見證主護活的人
[00:05:42.000 --> 00:05:45.000]  這是非常榮耀的一件事情
[00:05:45.000 --> 00:05:47.000]  可是當你查考聖經的時候
[00:05:47.000 --> 00:05:49.000]  你會發現摩大拉的瑪利亞
[00:05:49.000 --> 00:05:51.000]  他曾經被七個鬼父
[00:05:51.000 --> 00:05:55.000]  而且是主耶穌把他的鬼趕走
[00:05:55.000 --> 00:05:57.000]  你不要說2024年的香港
[00:05:57.000 --> 00:05:59.000]  在台灣在全世界
[00:05:59.000 --> 00:06:01.000]  如果你被鬼父
[00:06:01.000 --> 00:06:03.000]  或者你的孩子被鬼父
[00:06:03.000 --> 00:06:06.000]  那肯定不是一個榮耀的事情
[00:06:06.000 --> 00:06:10.000]  可是耶穌把他的鬼趕出去
[00:06:10.000 --> 00:06:11.000]  他經歷了什麼
[00:06:11.000 --> 00:06:13.000]  耶穌的大能
[00:06:13.000 --> 00:06:14.000]  耶穌怎樣
[00:06:14.000 --> 00:06:16.000]  救到他的生命當中
[00:06:16.000 --> 00:06:18.000]  慧心今年38歲
[00:06:18.000 --> 00:06:21.000]  38年前在台灣
[00:06:21.000 --> 00:06:23.000]  我想甚至在香港
[00:06:23.000 --> 00:06:25.000]  很多的華人的社會裡面
[00:06:25.000 --> 00:06:26.000]  你生下一個特兒
[00:06:26.000 --> 00:06:28.000]  這是不光彩的事情
[00:06:28.000 --> 00:06:29.000]  你知道嗎
[00:06:29.000 --> 00:06:31.000]  我一共寫了五本書
[00:06:31.000 --> 00:06:33.000]  我慧心21歲的時候
[00:06:33.000 --> 00:06:35.000]  我出版第一本書
[00:06:35.000 --> 00:06:36.000]  我有爸爸媽媽對不對
[00:06:36.000 --> 00:06:37.000]  他們住在屏東
[00:06:37.000 --> 00:06:40.000]  我當然要送一本給我的爸爸媽媽
[00:06:40.000 --> 00:06:42.000]  你知道我的爸爸媽媽說
[00:06:42.000 --> 00:06:43.000]  女兒
[00:06:43.000 --> 00:06:45.000]  你怎麼不把汪慧心的名字
[00:06:45.000 --> 00:06:46.000]  改成另外一個名字
[00:06:46.000 --> 00:06:49.000]  讓人家不知道她叫汪慧心
[00:06:49.000 --> 00:06:51.000]  她說要用化名啊
[00:06:51.000 --> 00:06:52.000]  不然你可不可以
[00:06:52.000 --> 00:06:54.000]  那個照片不要給人家看啊
[00:06:54.000 --> 00:06:57.000]  如果你要看照片就看背面啊
[00:06:57.000 --> 00:06:58.000]  不然怎樣
[00:06:58.000 --> 00:07:01.000]  就把她的臉打馬賽克啊
[00:07:01.000 --> 00:07:05.000]  她是她的外孫
[00:07:05.000 --> 00:07:07.000]  38年前
[00:07:07.000 --> 00:07:10.000]  他們覺得這是個不光彩的事情
[00:07:10.000 --> 00:07:12.000]  等到我爸爸生病
[00:07:12.000 --> 00:07:14.000]  年老80幾歲的時候
[00:07:14.000 --> 00:07:15.000]  他才發現
[00:07:15.000 --> 00:07:17.000]  他所有的孫子裡面
[00:07:17.000 --> 00:07:18.000]  最有愛心的
[00:07:18.000 --> 00:07:20.000]  就是這一個汪慧心
[00:07:20.000 --> 00:07:22.000]  特兒
[00:07:22.000 --> 00:07:25.000]  你們教會就有一個陽光
[00:07:25.000 --> 00:07:27.000]  你們教會有在做特兒的施工
[00:07:27.000 --> 00:07:29.000]  你認識特兒嗎
[00:07:29.000 --> 00:07:32.000]  我今天要從一堂人間摯愛的這本書裡面
[00:07:32.000 --> 00:07:34.000]  來講一個故事給你們聽
[00:07:34.000 --> 00:07:36.000]  這是真實的故事
[00:07:36.000 --> 00:07:38.000]  你有眼睛你感恩嗎
[00:07:38.000 --> 00:07:41.000]  你的嘴巴說了好多話你感恩嗎
[00:07:41.000 --> 00:07:43.000]  你的腳會走路你感恩嗎
[00:07:43.000 --> 00:07:45.000]  你每天自己吃飯你感恩嗎
[00:07:45.000 --> 00:07:48.000]  你的手做好多事情你感恩嗎
[00:07:48.000 --> 00:07:50.000]  就在美國
[00:07:50.000 --> 00:07:51.000]  有一個人
[00:07:51.000 --> 00:07:53.000]  他有眼睛他看不見
[00:07:53.000 --> 00:07:55.000]  他有嘴巴他不會說話
[00:07:55.000 --> 00:07:56.000]  他不會走路
[00:07:56.000 --> 00:07:57.000]  他就只會這樣
[00:07:57.000 --> 00:07:59.000]  他的腳有一點扭曲
[00:07:59.000 --> 00:08:01.000]  他活了30幾歲
[00:08:01.000 --> 00:08:03.000]  他每一餐都要人家餵
[00:08:03.000 --> 00:08:05.000]  他的手一動也不動
[00:08:05.000 --> 00:08:08.000]  他就是我在龍中禮拜堂
[00:08:08.000 --> 00:08:11.000]  服侍20多年的特鼠兒
[00:08:11.000 --> 00:08:12.000]  你知道嗎
[00:08:12.000 --> 00:08:14.000]  他的頭腦跟我的女兒
[00:08:14.000 --> 00:08:17.000]  我的頭腦你用核磁共振去設立
[00:08:17.000 --> 00:08:19.000]  他有32個空洞
[00:08:19.000 --> 00:08:22.000]  這一個特兒他好嚴重
[00:08:22.000 --> 00:08:24.000]  我的女兒的脖子會動
[00:08:24.000 --> 00:08:26.000]  他不能動的
[00:08:26.000 --> 00:08:27.000]  他是沒辦法動的
[00:08:27.000 --> 00:08:30.000]  他的頭腦受傷的比我的女兒還嚴重
[00:08:30.000 --> 00:08:32.000]  哇他爸爸好棒啊
[00:08:32.000 --> 00:08:34.000]  他的房間怎樣
[00:08:34.000 --> 00:08:37.000]  春天的時候牆壁是粉紅色的
[00:08:37.000 --> 00:08:38.000]  夏天是綠色的
[00:08:38.000 --> 00:08:40.000]  到了秋天的時候是黃色的
[00:08:40.000 --> 00:08:43.000]  冬天又變成原來的白色
[00:08:43.000 --> 00:08:45.000]  只要有任何的飛鳥會過去
[00:08:45.000 --> 00:08:49.000]  他們就說你要聽到飛鳥的聲音嗎
[00:08:49.000 --> 00:08:52.000]  這個特鼠兒真實的名字叫做Oliver
[00:08:52.000 --> 00:08:55.000]  他活了32年
[00:08:55.000 --> 00:08:57.000]  一堂人間摯愛的這本書
[00:08:57.000 --> 00:09:02.000]  是他的弟弟叫做Christopher寫的
[00:09:02.000 --> 00:09:03.000]  這個弟弟怎樣
[00:09:03.000 --> 00:09:07.000]  他是一個中學的老師
[00:09:07.000 --> 00:09:09.000]  他的弟弟Christopher說什麼
[00:09:09.000 --> 00:09:11.000]  我的哥哥怎樣
[00:09:11.000 --> 00:09:14.000]  送出很多的生命禮物
[00:09:14.000 --> 00:09:16.000]  我的哥哥是把自己的生命
[00:09:16.000 --> 00:09:18.000]  給出去最多的人
[00:09:18.000 --> 00:09:20.000]  有沒有覺得很奇怪
[00:09:20.000 --> 00:09:23.000]  他有那麼多的殘障
[00:09:23.000 --> 00:09:24.000]  弟弟怎麼會說
[00:09:24.000 --> 00:09:26.000]  我的哥哥是把自己的生命
[00:09:26.000 --> 00:09:28.000]  給出去最多的人呢
[00:09:28.000 --> 00:09:29.000]  為什麼
[00:09:29.000 --> 00:09:31.000]  你會不會覺得很好奇
[00:09:31.000 --> 00:09:33.000]  故事要開始了
[00:09:33.000 --> 00:09:35.000]  我希望你能夠專注的聆聽
[00:09:35.000 --> 00:09:37.000]  因為這本書已經怎樣
[00:09:37.000 --> 00:09:39.000]  絕版了
[00:09:39.000 --> 00:09:41.000]  有一個馬來西亞的牧師跟我說
[00:09:41.000 --> 00:09:44.000]  他到了美國有買到英文版
[00:09:44.000 --> 00:09:46.000]  而且是在二手書店買的
[00:09:46.000 --> 00:09:49.000]  所以這本書不知道什麼時候會再版
[00:09:49.000 --> 00:09:50.000]  你真的找不到了
[00:09:50.000 --> 00:09:52.000]  你要認真聽我講
[00:09:52.000 --> 00:09:55.000]  Oliver跟Christopher的媽媽叫Cathie
[00:09:55.000 --> 00:09:56.000]  Cathie媽媽怎樣
[00:09:56.000 --> 00:09:58.000]  好開心啊
[00:09:58.000 --> 00:10:01.000]  她的子宮裡面孕育了一個小baby
[00:10:01.000 --> 00:10:03.000]  是第二個小baby
[00:10:03.000 --> 00:10:05.000]  而且有三個月大了
[00:10:05.000 --> 00:10:06.000]  你知道嗎
[00:10:06.000 --> 00:10:09.000]  她的丈夫何希天微亮的時候
[00:10:09.000 --> 00:10:11.000]  他就要去上班
[00:10:11.000 --> 00:10:14.000]  這個何希爸爸是家裡面的經紀來源
[00:10:14.000 --> 00:10:16.000]  他是搭火車上班
[00:10:16.000 --> 00:10:18.000]  有一天他到了火車站
[00:10:18.000 --> 00:10:19.000]  他就說
[00:10:19.000 --> 00:10:22.000]  I forgot something
[00:10:22.000 --> 00:10:24.000]  他有東西忘記拿
[00:10:24.000 --> 00:10:25.000]  那怎麼辦
[00:10:25.000 --> 00:10:26.000]  回家去拿
[00:10:26.000 --> 00:10:27.000]  他快到家的時候
[00:10:27.000 --> 00:10:29.000]  他的鼻子聞到這樣
[00:10:29.000 --> 00:10:31.000]  嚇死了
[00:10:31.000 --> 00:10:33.000]  因為他離開家的時候
[00:10:33.000 --> 00:10:35.000]  他的家人都在睡覺
[00:10:35.000 --> 00:10:37.000]  他衝到樓上把他的大兒子抱出來
[00:10:37.000 --> 00:10:38.000]  好快就甦醒
[00:10:38.000 --> 00:10:40.000]  他就衝到主臥室去
[00:10:40.000 --> 00:10:43.000]  把他懷孕的妻子抱出來
[00:10:43.000 --> 00:10:44.000]  好糟糕
[00:10:44.000 --> 00:10:45.000]  他一動也不動
[00:10:45.000 --> 00:10:47.000]  他懂得急救
[00:10:47.000 --> 00:10:49.000]  他就心會復甦
[00:10:49.000 --> 00:10:51.000]  哇 好開心喔
[00:10:51.000 --> 00:10:52.000]  他的太太怎樣
[00:10:52.000 --> 00:10:54.000]  醒過來了
[00:10:54.000 --> 00:10:56.000]  哇 六個月之後怎樣
[00:10:56.000 --> 00:10:58.000]  哇 哇 哇
[00:10:58.000 --> 00:10:59.000]  小baby怎樣
[00:10:59.000 --> 00:11:01.000]  單身了
[00:11:01.000 --> 00:11:02.000]  你知道嗎
[00:11:02.000 --> 00:11:04.000]  他就一天一天地長大
[00:11:04.000 --> 00:11:06.000]  Kathleen媽媽她沒有上班
[00:11:06.000 --> 00:11:08.000]  她不是職業婦女
[00:11:08.000 --> 00:11:10.000]  她就在照顧那個Oliver
[00:11:10.000 --> 00:11:12.000]  她是好媽媽
[00:11:12.000 --> 00:11:14.000]  她每天就會抱著Oliver
[00:11:14.000 --> 00:11:16.000]  到外面去說
[00:11:16.000 --> 00:11:18.000]  這是綠綠的草
[00:11:18.000 --> 00:11:20.000]  這是黃色的花
[00:11:20.000 --> 00:11:22.000]  可是呢
[00:11:22.000 --> 00:11:24.000]  給他親近大自然之後呢
[00:11:24.000 --> 00:11:26.000]  到了11點的時候
[00:11:26.000 --> 00:11:27.000]  太陽會怎樣
[00:11:27.000 --> 00:11:28.000]  變得好大對不對
[00:11:28.000 --> 00:11:29.000]  太陽很刺眼
[00:11:29.000 --> 00:11:31.000]  她就要把自己的小baby
[00:11:31.000 --> 00:11:33.000]  抱到室內去
[00:11:33.000 --> 00:11:35.000]  可是那個時候
[00:11:35.000 --> 00:11:37.000]  Kathleen媽媽怎樣
[00:11:37.000 --> 00:11:39.000]  她嚇死了
[00:11:39.000 --> 00:11:41.000]  是怎麼了
[00:11:41.000 --> 00:11:43.000]  太陽這麼大
[00:11:43.000 --> 00:11:45.000]  你的眼睛怎麼長得大大的
[00:11:45.000 --> 00:11:47.000]  一直看那個太陽呢
[00:11:47.000 --> 00:11:49.000]  她在懷疑
[00:11:49.000 --> 00:11:51.000]  Oliver是瞎子嗎
[00:11:51.000 --> 00:11:53.000]  髒污回來之後
[00:11:53.000 --> 00:11:55.000]  他們就找到一個醫生
[00:11:55.000 --> 00:11:57.000]  那個醫生研判
[00:11:57.000 --> 00:11:59.000]  有可能是六個月之前
[00:11:59.000 --> 00:12:02.000]  那一次的瓦斯外洩
[00:12:02.000 --> 00:12:04.000]  你的妻子Kathleen
[00:12:04.000 --> 00:12:06.000]  吸入過多的異氧化碳
[00:12:06.000 --> 00:12:08.000]  造成你的小baby
[00:12:08.000 --> 00:12:10.000]  在媽媽子宮裡面的時候
[00:12:10.000 --> 00:12:12.000]  她的大腦是受傷的
[00:12:12.000 --> 00:12:15.000]  他們夫妻還要愛心就說
[00:12:15.000 --> 00:12:19.000]  那我們能夠為Oliver做什麼
[00:12:19.000 --> 00:12:21.000]  這個醫生很冷靜
[00:12:21.000 --> 00:12:24.000]  你把他送去醫療院
[00:12:24.000 --> 00:12:25.000]  不要
[00:12:25.000 --> 00:12:26.000]  我們怎麼要把兒子
[00:12:26.000 --> 00:12:27.000]  送到醫療院
[00:12:27.000 --> 00:12:28.000]  他們又問
[00:12:28.000 --> 00:12:32.000]  那我們要把他帶回去
[00:12:32.000 --> 00:12:33.000]  醫生很冷靜
[00:12:33.000 --> 00:12:35.000]  可是我告訴你
[00:12:35.000 --> 00:12:38.000]  他可能活不過七歲
[00:12:38.000 --> 00:12:40.000]  他們之後又找了
[00:12:40.000 --> 00:12:42.000]  第二個醫生診斷
[00:12:42.000 --> 00:12:44.000]  答案跟第一個醫生是一樣的
[00:12:44.000 --> 00:12:46.000]  一模一樣的
[00:12:46.000 --> 00:12:49.000]  就這樣子歲月過去了十年
[00:12:49.000 --> 00:12:51.000]  他的弟弟跟你說
[00:12:51.000 --> 00:12:53.000]  我要告訴你
[00:12:53.000 --> 00:12:56.000]  我的哥哥Oliver十歲了
[00:12:56.000 --> 00:12:58.000]  可是他十歲怎樣
[00:12:58.000 --> 00:13:00.000]  他就像是五歲的樣子
[00:13:00.000 --> 00:13:01.000]  而且我告訴你
[00:13:01.000 --> 00:13:02.000]  我的哥哥好奇怪
[00:13:02.000 --> 00:13:05.000]  他的肌肉都軟軟
[00:13:05.000 --> 00:13:06.000]  你知道他講這句話的時候
[00:13:06.000 --> 00:13:08.000]  在書裡面
[00:13:08.000 --> 00:13:09.000]  我好明白
[00:13:09.000 --> 00:13:13.000]  女兒頭腦是一個腦傷很嚴重
[00:13:13.000 --> 00:13:15.000]  她從腳底到她身上的
[00:13:15.000 --> 00:13:18.000]  每一圈肌膚都是低脹
[00:13:18.000 --> 00:13:21.000]  汪慧心是長短腳
[00:13:21.000 --> 00:13:23.000]  我就這樣子
[00:13:23.000 --> 00:13:25.000]  這樣不是很容易嗎
[00:13:25.000 --> 00:13:27.000]  一個低脹又長短腳的孩子
[00:13:27.000 --> 00:13:29.000]  連這樣子的階梯
[00:13:29.000 --> 00:13:31.000]  對她來講都很困難
[00:13:31.000 --> 00:13:33.000]  她很容易跌倒
[00:13:33.000 --> 00:13:36.000]  軟軟的連那個舌頭裡面
[00:13:36.000 --> 00:13:38.000]  所有的肌肉都是軟軟的
[00:13:38.000 --> 00:13:42.000]  所以吞嚥是很困難的一件事情
[00:13:42.000 --> 00:13:45.000]  可是她的家是信奉耶穌基督
[00:13:45.000 --> 00:13:47.000]  聖誕節的時候家裡面有馬槽
[00:13:47.000 --> 00:13:48.000]  而且有聖誕樹
[00:13:48.000 --> 00:13:50.000]  聖誕樹底下就是他們
[00:13:50.000 --> 00:13:54.000]  彼此交換禮物的禮物
[00:13:54.000 --> 00:13:57.000]  Oliver也有聖誕禮物
[00:13:57.000 --> 00:14:01.000]  32年他的聖誕禮物都是燕麥
[00:14:01.000 --> 00:14:04.000]  也就是說這個大哥哥
[00:14:04.000 --> 00:14:08.000]  32年他的主食都是燕麥
[00:14:08.000 --> 00:14:10.000]  可是他的弟弟會告訴你
[00:14:10.000 --> 00:14:12.000]  我說天氣很熱的時候
[00:14:12.000 --> 00:14:15.000]  我哥哥跟我一樣喔
[00:14:15.000 --> 00:14:16.000]  他會流汗
[00:14:16.000 --> 00:14:18.000]  他就會看見媽媽就拿毛巾
[00:14:18.000 --> 00:14:20.000]  就幫哥哥擦汗
[00:14:20.000 --> 00:14:24.000]  有一天牧師怎麼來到我們家呢
[00:14:24.000 --> 00:14:27.000]  那個Christopher就一直跟著牧師
[00:14:27.000 --> 00:14:30.000]  牧師怎麼跑到我哥哥的房間
[00:14:30.000 --> 00:14:31.000]  做什麼呢
[00:14:31.000 --> 00:14:33.000]  爸爸媽媽也在裡面
[00:14:33.000 --> 00:14:36.000]  原來爸爸媽媽請牧師
[00:14:36.000 --> 00:14:38.000]  來跟哥哥施洗
[00:14:38.000 --> 00:14:40.000]  那是一個艱辛
[00:14:40.000 --> 00:14:42.000]  然後呢他說
[00:14:42.000 --> 00:14:43.000]  有這種哥哥
[00:14:43.000 --> 00:14:46.000]  最好玩的時候是什麼時候
[00:14:46.000 --> 00:14:48.000]  每一次都是爸爸把他抱
[00:14:48.000 --> 00:14:50.000]  抱到那個浴缸裡面
[00:14:50.000 --> 00:14:51.000]  媽咪要幫他洗澡
[00:14:51.000 --> 00:14:53.000]  媽媽就會幫哥哥這樣脫光光
[00:14:53.000 --> 00:14:56.000]  當哥哥全身光溜溜的時候
[00:14:56.000 --> 00:14:57.000]  最好玩了
[00:14:57.000 --> 00:14:59.000]  他說他就跑去
[00:15:01.000 --> 00:15:04.000]  然後那個Oliver就一直笑一直笑
[00:15:04.000 --> 00:15:09.000]  有這種哥哥也有很可怕的時候
[00:15:09.000 --> 00:15:11.000]  他跟一些的特兒一樣
[00:15:11.000 --> 00:15:13.000]  有時候頭腦會放電
[00:15:13.000 --> 00:15:14.000]  會抽筋
[00:15:14.000 --> 00:15:16.000]  會口吐白沫
[00:15:16.000 --> 00:15:19.000]  他說那個時候好可怕
[00:15:19.000 --> 00:15:21.000]  但是小小的Christopher
[00:15:21.000 --> 00:15:22.000]  好想告訴人
[00:15:22.000 --> 00:15:24.000]  我的哥哥什麼都不會
[00:15:24.000 --> 00:15:27.000]  我的哥哥毫無影響力
[00:15:27.000 --> 00:15:29.000]  但是我的哥哥怎樣
[00:15:29.000 --> 00:15:31.000]  是最有影響力的人
[00:15:31.000 --> 00:15:32.000]  這真的是怎樣
[00:15:32.000 --> 00:15:34.000]  張力實在是很大
[00:15:34.000 --> 00:15:36.000]  為什麼會是這個樣子
[00:15:36.000 --> 00:15:39.000]  對任何一個媽媽來講
[00:15:39.000 --> 00:15:42.000]  她誕生了一個特兒
[00:15:42.000 --> 00:15:44.000]  她生出了一個特兒
