
[00:00:00.000 --> 00:00:02.000]  各位explorer早晨
[00:03:04.000 --> 00:03:06.000]  我們有提過
[00:03:06.000 --> 00:03:08.000]  領袖應該要怎樣呢
[00:03:08.000 --> 00:03:09.000]  或者是一個好的基督徒
[00:03:09.000 --> 00:03:11.000]  如果我今天坐在這裡
[00:03:11.000 --> 00:03:14.000]  我不是只坐在這裡就會變成一個好的基督徒
[00:03:14.000 --> 00:03:17.000]  我就會問你覺得哪個已經夠好
[00:03:17.000 --> 00:03:18.000]  我已經很好
[00:03:18.000 --> 00:03:19.000]  我已經不用再進步
[00:03:19.000 --> 00:03:21.000]  你可以舉手給我看看
[00:03:21.000 --> 00:03:23.000]  我真的不敢舉手
[00:03:23.000 --> 00:03:24.000]  不知道大家是謙虛還是怕
[00:03:24.000 --> 00:03:25.000]  可能有人這樣想
[00:03:25.000 --> 00:03:29.000]  你舉手也怕我轉頭來找你聊天
[00:03:29.000 --> 00:03:33.000]  我們都可能會知道我們不是最完美
[00:03:33.000 --> 00:03:35.000]  所以我們是需要去進步
[00:03:35.000 --> 00:03:38.000]  這個也是保羅對提摩太一個好處
[00:03:38.000 --> 00:03:39.000]  就是提醒
[00:03:39.000 --> 00:03:42.000]  就算他無論是什麼年紀
[00:03:42.000 --> 00:03:44.000]  他做什麼都好
[00:03:44.000 --> 00:03:46.000]  基督徒是永遠要去到進步
[00:03:46.000 --> 00:03:49.000]  我們沒有一個停下來就已經夠了
[00:03:49.000 --> 00:03:50.000]  沒有這件事
[00:03:50.000 --> 00:03:53.000]  今天從兩個層面去思考
[00:03:53.000 --> 00:03:54.000]  一個負面一個正面
[00:03:54.000 --> 00:03:56.000]  應該容易一點理解
[00:03:56.000 --> 00:03:58.000]  負面和正面
[00:03:58.000 --> 00:04:00.000]  我們首先講負面的部分
[00:04:00.000 --> 00:04:02.000]  如果你手上有聖經的explorer
[00:04:02.000 --> 00:04:04.000]  你可以開你的手機
[00:04:04.000 --> 00:04:05.000]  或者聖經也可以
[00:04:05.000 --> 00:04:07.000]  如果你喜歡看IG
[00:04:07.000 --> 00:04:09.000]  你待會講到經文
[00:04:09.000 --> 00:04:11.000]  你至少也看得到聖經
[00:04:11.000 --> 00:04:15.000]  我們今天會討論六章三至十九節
[00:04:15.000 --> 00:04:17.000]  我分兩個部分
[00:04:17.000 --> 00:04:21.000]  第一個部分其實是講假教師的內容
[00:04:21.000 --> 00:04:22.000]  我會稱之為
[00:04:22.000 --> 00:04:25.000]  其實保羅他想說的是
[00:04:25.000 --> 00:04:27.000]  我們生命裡面有些東西
[00:04:27.000 --> 00:04:29.000]  我們是要拿走的
[00:04:29.000 --> 00:04:32.000]  生命裡面有些不屬於神的東西
[00:04:32.000 --> 00:04:33.000]  不應該出現的東西
[00:04:33.000 --> 00:04:35.000]  我們是要拿走的
[00:04:35.000 --> 00:04:36.000]  不可以在我們生命裡面
[00:04:36.000 --> 00:04:38.000]  讓它存在
[00:04:38.000 --> 00:04:40.000]  為什麼這樣說呢
[00:04:40.000 --> 00:04:42.000]  六章三至十節就是講
[00:04:42.000 --> 00:04:45.000]  假教師或者有問題的人
[00:04:45.000 --> 00:04:47.000]  他們怎樣的表現
[00:04:47.000 --> 00:04:48.000]  保羅在開始這段的時候
[00:04:48.000 --> 00:04:49.000]  他是這樣說的
[00:04:49.000 --> 00:04:53.000]  他說如果有人傳其他的教義
[00:04:53.000 --> 00:04:55.000]  他不認同我們主耶穌基督
[00:04:55.000 --> 00:04:57.000]  健全的信息
[00:04:57.000 --> 00:05:00.000]  和那個敬虔的教導
[00:05:00.000 --> 00:05:03.000]  就是說那些不聽話的人
[00:05:03.000 --> 00:05:06.000]  但要留意他們不是微信的
[00:05:06.000 --> 00:05:08.000]  他們不是你隔離學校的朋友
[00:05:08.000 --> 00:05:10.000]  不是今天不坐在那裡的那些
[00:05:10.000 --> 00:05:11.000]  不是那些
[00:05:11.000 --> 00:05:13.000]  他說的是今天在教會的人
[00:05:13.000 --> 00:05:17.000]  那些人是聽過主耶穌說的話
[00:05:17.000 --> 00:05:19.000]  就好像你這樣聽講道
[00:05:19.000 --> 00:05:21.000]  參加小組
[00:05:21.000 --> 00:05:22.000]  去歐庭
[00:05:22.000 --> 00:05:23.000]  有些可能會
[00:05:23.000 --> 00:05:26.000]  外島有些人可能會去課程進修
[00:05:26.000 --> 00:05:29.000]  有些人他會這樣聽很多
[00:05:29.000 --> 00:05:31.000]  聽了很多很多
[00:05:31.000 --> 00:05:33.000]  但他們就說我不認同
[00:05:33.000 --> 00:05:34.000]  我不拜
[00:05:34.000 --> 00:05:35.000]  你說得很有道理
[00:05:35.000 --> 00:05:36.000]  但我不拜
[00:05:36.000 --> 00:05:37.000]  我不喜歡
[00:05:37.000 --> 00:05:39.000]  這種人怎樣呢
[00:05:39.000 --> 00:05:41.000]  保羅就說這種人
[00:05:41.000 --> 00:05:43.000]  他們是自高自大
[00:05:43.000 --> 00:05:45.000]  一無所知
[00:05:45.000 --> 00:05:47.000]  還有很多什麼呢
[00:05:47.000 --> 00:05:50.000]  嫉妒、紛爭、毀謗、猜忌
[00:05:50.000 --> 00:05:52.000]  我不知道你有沒有遇過那些
[00:05:52.000 --> 00:05:55.000]  有些人你覺得他很自我中心
[00:05:55.000 --> 00:05:57.000]  很自我膨脹的人
[00:05:57.000 --> 00:05:59.000]  我猜有些在讀大學
[00:05:59.000 --> 00:06:01.000]  甚至是服侍
[00:06:01.000 --> 00:06:03.000]  即是職場的mentor
[00:06:03.000 --> 00:06:04.000]  可能有見過那些人
[00:06:05.000 --> 00:06:07.000]  保羅就說一些人
[00:06:07.000 --> 00:06:09.000]  如果他覺得自己很適合
[00:06:09.000 --> 00:06:12.000]  他覺得自己比全世界的人都厲害
[00:06:12.000 --> 00:06:13.000]  他就什麼呢
[00:06:13.000 --> 00:06:16.000]  他就嫉妒、紛爭、毀謗、猜忌
[00:06:16.000 --> 00:06:18.000]  甚至影響人
[00:06:18.000 --> 00:06:20.000]  影響人這件事
[00:06:20.000 --> 00:06:24.000]  我們在早兩個講道的系列裡已經講過
[00:06:24.000 --> 00:06:27.000]  保羅就形容這些人怎樣呢
[00:06:27.000 --> 00:06:29.000]  他們就會去到和其他人
[00:06:29.000 --> 00:06:31.000]  去到不斷磨擦
[00:06:31.000 --> 00:06:33.000]  不斷出現衝突
[00:06:33.000 --> 00:06:35.000]  上星期我們提過一件事
[00:06:35.000 --> 00:06:38.000]  如果聖經有一句經文
[00:06:38.000 --> 00:06:40.000]  叫我們不可以講八卦
[00:06:40.000 --> 00:06:41.000]  是在提摩下的前書
[00:06:41.000 --> 00:06:43.000]  不可以講八卦的經文
[00:06:43.000 --> 00:06:45.000]  提摩下的前書第五章
[00:06:45.000 --> 00:06:47.000]  我們上星期講過一班寡婦
[00:06:47.000 --> 00:06:51.000]  他們學的不是學信仰的東西
[00:06:51.000 --> 00:06:53.000]  他們跟人學的是講是非
[00:06:53.000 --> 00:06:55.000]  所以同樣在這裡
[00:06:55.000 --> 00:06:58.000]  雖然他不是討論講是非的問題
[00:06:58.000 --> 00:07:00.000]  但我不知道你有沒有試過
[00:07:00.000 --> 00:07:02.000]  可能你在學校有些人
[00:07:02.000 --> 00:07:05.000]  當然我希望你沒有碰過
[00:07:05.000 --> 00:07:07.000]  校園欺凌的事件
[00:07:07.000 --> 00:07:10.000]  但很多時候如果你身邊發生過
[00:07:10.000 --> 00:07:12.000]  校園欺凌的話
[00:07:12.000 --> 00:07:15.000]  很多時候是一邊去到欺凌的一邊
[00:07:15.000 --> 00:07:17.000]  有些時候不是欺凌
[00:07:17.000 --> 00:07:19.000]  有些時候兩邊都好像有人支持自己
[00:07:19.000 --> 00:07:21.000]  就衝突
[00:07:21.000 --> 00:07:24.000]  兩班人在鬥
[00:07:24.000 --> 00:07:27.000]  然後你會將無辜的人捲進去
[00:07:27.000 --> 00:07:31.000]  這個就是教會裡發生的情況
[00:07:31.000 --> 00:07:33.000]  這個就是保羅講義忽所教會裡
[00:07:33.000 --> 00:07:35.000]  有些人是這樣
[00:07:35.000 --> 00:07:39.000]  如果只是講這些很普遍的東西
[00:07:39.000 --> 00:07:41.000]  就好像我們想到的東西很有限
[00:07:41.000 --> 00:07:44.000]  所以保羅在接下來的經文
[00:07:44.000 --> 00:07:46.000]  他就強調一件事
[00:07:46.000 --> 00:07:50.000]  就是這些人他們很喜歡錢
[00:07:50.000 --> 00:07:52.000]  當然待會會講的
[00:07:52.000 --> 00:07:53.000]  今天我們未必很喜歡錢
[00:07:53.000 --> 00:07:55.000]  我們可能喜歡其他東西
[00:07:55.000 --> 00:07:58.000]  但保羅就用這個做切入點
[00:07:58.000 --> 00:08:00.000]  保羅用這個做切入點
[00:08:00.000 --> 00:08:02.000]  就說如果有些人很自我中心
[00:08:02.000 --> 00:08:04.000]  只追求我心中的東西
[00:08:04.000 --> 00:08:06.000]  我想要的東西我就去拿
[00:08:06.000 --> 00:08:08.000]  就會發生什麼事呢?
[00:08:08.000 --> 00:08:11.000]  保羅就用錢去做一個切入點
[00:08:11.000 --> 00:08:13.000]  用錢做切入點
[00:08:13.000 --> 00:08:17.000]  就在提摩蟹前書第六章九至十節
[00:08:17.000 --> 00:08:19.000]  咦?先看看
[00:08:19.000 --> 00:08:21.000]  OK
[00:08:21.000 --> 00:08:23.000]  講什麼呢?
[00:08:23.000 --> 00:08:25.000]  他就說有些很貪錢的人
[00:08:25.000 --> 00:08:27.000]  就落入了很多的掙扎
[00:08:27.000 --> 00:08:29.000]  很多的試探裡面
[00:08:29.000 --> 00:08:34.000]  甚至這些人是因為貪戀財利而走迷了路
[00:08:34.000 --> 00:08:35.000]  是這樣說的
[00:08:35.000 --> 00:08:37.000]  因為貪財是萬惡的根源
[00:08:37.000 --> 00:08:41.000]  有些人因為貪戀財利而迷失了路
[00:08:41.000 --> 00:08:42.000]  即是離棄信仰
[00:08:42.000 --> 00:08:46.000]  用很多傷痛去刺透自己
[00:08:46.000 --> 00:08:48.000]  這裡不是叫我們不要錢
[00:08:48.000 --> 00:08:51.000]  不是叫你今天就放棄所有錢
[00:08:51.000 --> 00:08:53.000]  你全都丟給教會
[00:08:53.000 --> 00:08:55.000]  他不是說這件事
[00:08:55.000 --> 00:08:57.000]  保羅是說有些人
[00:08:57.000 --> 00:09:00.000]  他們追求自己很喜歡的東西
[00:09:00.000 --> 00:09:02.000]  當時為什麼會說有些人很喜歡錢呢?
[00:09:02.000 --> 00:09:04.000]  我猜今天我叫你舉手
[00:09:04.000 --> 00:09:06.000]  你會說你是不是不喜歡錢
[00:09:06.000 --> 00:09:07.000]  我猜你不是喜歡
[00:09:07.000 --> 00:09:09.000]  但你不會覺得錢是不需要的
[00:09:09.000 --> 00:09:11.000]  錢也有它的作用
[00:09:11.000 --> 00:09:13.000]  當然在當時的教會裡面
[00:09:13.000 --> 00:09:15.000]  有些人他們很貪錢
[00:09:15.000 --> 00:09:18.000]  錢可能是他們身份的象徵
[00:09:18.000 --> 00:09:21.000]  可能是滿足到自己的物質上的需要
[00:09:21.000 --> 00:09:23.000]  所以當時有些人
[00:09:23.000 --> 00:09:26.000]  就好像我們這些教會
[00:09:26.000 --> 00:09:28.000]  去到港獨還問你收錢
[00:09:28.000 --> 00:09:29.000]  如果我下來問你
[00:09:29.000 --> 00:09:30.000]  每人收五元你給不給我
[00:09:30.000 --> 00:09:31.000]  我這樣問一下
[00:09:31.000 --> 00:09:33.000]  應該沒有人給
[00:09:33.000 --> 00:09:34.000]  我看到有人搖頭
[00:09:34.000 --> 00:09:35.000]  可能說得差
[00:09:35.000 --> 00:09:36.000]  說得差就沒有人給
[00:09:36.000 --> 00:09:37.000]  那些人可能說得好一點
[00:09:37.000 --> 00:09:38.000]  你就會給他
[00:09:38.000 --> 00:09:39.000]  給多一點
[00:09:39.000 --> 00:09:40.000]  當時有些這樣的人
[00:09:40.000 --> 00:09:44.000]  他們將信仰覺得是服侍自己
[00:09:44.000 --> 00:09:45.000]  即是我滿足自己就行了
[00:09:45.000 --> 00:09:46.000]  信仰
[00:09:46.000 --> 00:09:47.000]  即我不想付出
[00:09:47.000 --> 00:09:48.000]  我滿足自己
[00:09:48.000 --> 00:09:50.000]  保羅就說這些人
[00:09:50.000 --> 00:09:55.000]  他們就用很多傷痛去刺透自己
[00:09:55.000 --> 00:09:56.000]  即是用很多傷
[00:09:56.000 --> 00:09:59.000]  令自己受傷
[00:09:59.000 --> 00:10:01.000]  有些人就去解釋
[00:10:01.000 --> 00:10:04.000]  可能他們知道自己做的事情不對
[00:10:04.000 --> 00:10:06.000]  我不知道有沒有試過
[00:10:06.000 --> 00:10:07.000]  知道自己做的事情不對
[00:10:07.000 --> 00:10:08.000]  但你很想做
[00:10:08.000 --> 00:10:09.000]  因為我很喜歡
[00:10:09.000 --> 00:10:11.000]  我想做
[00:10:11.000 --> 00:10:14.000]  如果我們當中有人做運動
[00:10:14.000 --> 00:10:15.000]  有沒有試過跌倒
[00:10:15.000 --> 00:10:17.000]  或者弄傷傷口
[00:10:17.000 --> 00:10:19.000]  我猜應該有這個經驗
[00:10:19.000 --> 00:10:20.000]  通常傷口
[00:10:20.000 --> 00:10:22.000]  我猜應該大家都試過
[00:10:22.000 --> 00:10:24.000]  不是跌到斷骨
[00:10:24.000 --> 00:10:25.000]  我不是說斷骨那種
[00:10:25.000 --> 00:10:26.000]  斷骨都會
[00:10:26.000 --> 00:10:28.000]  雖然都有這個情況
[00:10:28.000 --> 00:10:31.000]  即是你受傷的時候
[00:10:31.000 --> 00:10:34.000]  當傷口要癒合的時候
[00:10:34.000 --> 00:10:37.000]  你會覺得很癢
[00:10:37.000 --> 00:10:38.000]  是不是覺得很癢
[00:10:38.000 --> 00:10:39.000]  你會想咬傷口
[00:10:39.000 --> 00:10:41.000]  其實傷口無論大小都好
[00:10:41.000 --> 00:10:43.000]  你會想咬它
[00:10:43.000 --> 00:10:46.000]  咬它會怎樣
[00:10:46.000 --> 00:10:48.000]  什麼
[00:10:48.000 --> 00:10:49.000]  有疤痕
[00:10:49.000 --> 00:10:52.000]  可能姐妹們比較關心有疤痕
[00:10:52.000 --> 00:10:55.000]  雖然我不是說有疤痕
[00:10:55.000 --> 00:10:56.000]  除了有疤痕之外
[00:10:56.000 --> 00:10:57.000]  你不斷咬會怎樣
[00:10:57.000 --> 00:10:59.000]  會發炎
[00:10:59.000 --> 00:11:00.000]  可能很小的傷口
[00:11:00.000 --> 00:11:01.000]  你不斷咬它
[00:11:01.000 --> 00:11:02.000]  不斷咬
[00:11:02.000 --> 00:11:03.000]  就不斷癒合不到
[00:11:03.000 --> 00:11:05.000]  結果可能發炎
[00:11:05.000 --> 00:11:06.000]  當然有疤痕
[00:11:06.000 --> 00:11:08.000]  可能會出現疤痕
[00:11:08.000 --> 00:11:11.000]  可能會感染
[00:11:11.000 --> 00:11:13.000]  所以有些時候
[00:11:13.000 --> 00:11:16.000]  可能你明知這件事不對
[00:11:16.000 --> 00:11:18.000]  你明知這樣做是不好的
[00:11:18.000 --> 00:11:19.000]  但你覺得忍不住
[00:11:19.000 --> 00:11:20.000]  因為不舒服
[00:11:20.000 --> 00:11:22.000]  我覺得我想做
[00:11:22.000 --> 00:11:25.000]  所以就好像有些人不斷咬傷口
[00:11:25.000 --> 00:11:27.000]  如果你試過的話
[00:11:27.000 --> 00:11:29.000]  你試過這樣的情況的話
[00:11:29.000 --> 00:11:31.000]  另一個情況就是
[00:11:31.000 --> 00:11:32.000]  就有點像
[00:11:32.000 --> 00:11:33.000]  如果
[00:11:33.000 --> 00:11:34.000]  例如有些故事說
[00:11:34.000 --> 00:11:36.000]  小朋友見到一個瓶子
[00:11:36.000 --> 00:11:37.000]  瓶子是這樣的
[00:11:37.000 --> 00:11:39.000]  很明顯是窄的
[00:11:39.000 --> 00:11:41.000]  我就想拿裡面的糖
[00:11:41.000 --> 00:11:42.000]  於是我怎樣
[00:11:42.000 --> 00:11:43.000]  我這樣拿
[00:11:43.000 --> 00:11:44.000]  這樣拿
[00:11:44.000 --> 00:11:46.000]  這個瓶子就是這樣拿
[00:11:46.000 --> 00:11:47.000]  拿完之後
[00:11:47.000 --> 00:11:49.000]  拿不到出來
[00:11:49.000 --> 00:11:51.000]  因為拿緊了
[00:11:51.000 --> 00:11:52.000]  拿了很多糖
[00:11:52.000 --> 00:11:53.000]  拿著很多
[00:11:53.000 --> 00:11:54.000]  我想要的
[00:11:54.000 --> 00:11:55.000]  要完就拿著
[00:11:55.000 --> 00:11:56.000]  拿不到出來
[00:11:56.000 --> 00:11:57.000]  就卡住了
[00:11:57.000 --> 00:11:58.000]  我又不放手
[00:11:58.000 --> 00:12:00.000]  我不放手怎麼辦
[00:12:00.000 --> 00:12:02.000]  就這樣扯它
[00:12:02.000 --> 00:12:03.000]  扯到這裡傷了
[00:12:03.000 --> 00:12:05.000]  我也不想放手
[00:12:05.000 --> 00:12:09.000]  那怎麼辦
[00:12:09.000 --> 00:12:10.000]  答案很簡單
[00:12:10.000 --> 00:12:11.000]  放手
[00:12:11.000 --> 00:12:12.000]  但是
[00:12:12.000 --> 00:12:14.000]  其實有些小朋友是不會的
[00:12:14.000 --> 00:12:15.000]  我想要的
[00:12:15.000 --> 00:12:16.000]  我要拿出來
[00:12:16.000 --> 00:12:18.000]  我就這樣拿
[00:12:18.000 --> 00:12:20.000]  你不要覺得好笑
[00:12:20.000 --> 00:12:22.000]  你現在覺得很蠢
[00:12:22.000 --> 00:12:24.000]  你放手就倒出來
[00:12:24.000 --> 00:12:26.000]  但人不是這樣的
[00:12:26.000 --> 00:12:27.000]  如果人是這樣
[00:12:27.000 --> 00:12:29.000]  保羅不用寫那麼多給提摩台
[00:12:29.000 --> 00:12:33.000]  如果我們很容易一知道不對就不要做
[00:12:33.000 --> 00:12:35.000]  我們不需要讀聖經
[00:12:35.000 --> 00:12:38.000]  因為我們自己知道
[00:12:38.000 --> 00:12:40.000]  但現實是
[00:12:40.000 --> 00:12:42.000]  每個人的生命都有些東西
[00:12:42.000 --> 00:12:44.000]  你明知道那東西是不好的
[00:12:44.000 --> 00:12:46.000]  不應該要的
[00:12:46.000 --> 00:12:47.000]  不可以拿的
[00:12:47.000 --> 00:12:48.000]  不要這樣拿
[00:12:48.000 --> 00:12:50.000]  但你也會想這樣做
[00:12:50.000 --> 00:12:51.000]  就像一個傷口
[00:12:51.000 --> 00:12:53.000]  你明知道它需要時間
[00:12:53.000 --> 00:12:54.000]  去等
[00:12:54.000 --> 00:12:55.000]  你就不想等
[00:12:55.000 --> 00:12:56.000]  我覺得舒服
[00:12:56.000 --> 00:12:59.000]  我想扯它
[00:12:59.000 --> 00:13:00.000]  我想這個情況
[00:13:00.000 --> 00:13:02.000]  不只是保羅才說的
[00:13:02.000 --> 00:13:05.000]  我想我們很多在兒童主義學
[00:13:05.000 --> 00:13:07.000]  就算你沒有參加過教會的生活
[00:13:07.000 --> 00:13:11.000]  你可能也聽過一個耶穌殺種的比喻
[00:13:11.000 --> 00:13:13.000]  就是四種種子
[00:13:13.000 --> 00:13:16.000]  我今天不是說耶穌殺種的比喻
[00:13:16.000 --> 00:13:18.000]  我只是說其中一個
[00:13:18.000 --> 00:13:21.000]  我不知道有沒有人記得第三個
[00:13:21.000 --> 00:13:22.000]  是說有些種子
[00:13:22.000 --> 00:13:24.000]  它下了一些荊棘
[00:13:24.000 --> 00:13:27.000]  它們會長成一些很小的植物
[00:13:27.000 --> 00:13:29.000]  但它不可以結出果實
[00:13:29.000 --> 00:13:32.000]  因為當年比喻的內容是
[00:13:32.000 --> 00:13:34.000]  一些荊棘會擠壓住它
[00:13:34.000 --> 00:13:37.000]  令它沒有陽光
[00:13:37.000 --> 00:13:39.000]  但其實還有一個原因
[00:13:39.000 --> 00:13:42.000]  如果同一塊土地有荊棘
[00:13:42.000 --> 00:13:44.000]  那就是它搶了養分
[00:13:44.000 --> 00:13:48.000]  它搶了給那些應該生長的植物的養分
[00:13:48.000 --> 00:13:52.000]  如果我們生命也有這些荊棘的時候
[00:13:52.000 --> 00:13:57.000]  荊棘不只是阻礙我們去聽神的話
[00:13:57.000 --> 00:14:01.000]  是更加影響了我們生命的重心
[00:14:01.000 --> 00:14:04.000]  我們會花很多精力去滿足我們自己的東西
[00:14:04.000 --> 00:14:10.000]  就好像荊棘會搶了原本那些植物應該有的養分一樣
[00:14:10.000 --> 00:14:13.000]  當年保羅說的是金錢
[00:14:13.000 --> 00:14:16.000]  我估計坐在這裡
[00:14:16.000 --> 00:14:18.000]  我知道當年有些人都是
[00:14:18.000 --> 00:14:20.000]  我不會這樣問大家是不是
[00:14:20.000 --> 00:14:23.000]  可能金錢對你來說是你的掙扎
[00:14:23.000 --> 00:14:25.000]  或者是你想要的東西
[00:14:25.000 --> 00:14:30.000]  但我估計有些是更加頻繁在我們中間出現的情況
[00:14:30.000 --> 00:14:34.000]  例如我聽自己班的boys
[00:14:34.000 --> 00:14:36.000]  我聽團體裡的
[00:14:36.000 --> 00:14:38.000]  我聽其他explorer跟我聊的東西
[00:14:38.000 --> 00:14:40.000]  我歸納了幾樣東西
[00:14:40.000 --> 00:14:42.000]  通常都是我們的荊棘
[00:14:42.000 --> 00:14:46.000]  例如YouTube和Netflix可以是你的荊棘
[00:14:46.000 --> 00:14:48.000]  不是說他們不好
[00:14:48.000 --> 00:14:50.000]  而是例如我明知道要做功課
[00:14:50.000 --> 00:14:52.000]  不過我想先看3個小時YouTube
[00:14:52.000 --> 00:14:54.000]  有些東西還要重覆看
[00:14:54.000 --> 00:14:57.000]  還要明明看完再看幾次
[00:14:57.000 --> 00:14:58.000]  然後沒了3個小時
[00:14:58.000 --> 00:15:01.000]  然後才發現我還沒做功課
[00:15:01.000 --> 00:15:03.000]  我還沒做我的task
[00:15:03.000 --> 00:15:08.000]  學業不是荊棘
[00:15:08.000 --> 00:15:09.000]  我不是叫你不要讀書
[00:15:09.000 --> 00:15:11.000]  你不要回去跟你爸媽說
[00:15:11.000 --> 00:15:13.000]  柏失天叫你不要讀書
[00:15:13.000 --> 00:15:15.000]  讀書不是荊棘
[00:15:15.000 --> 00:15:20.000]  但如果我覺得讀書就是我人生的價值
[00:15:20.000 --> 00:15:22.000]  如果我低分就代表我沒價值
[00:15:22.000 --> 00:15:23.000]  我沒用
[00:15:23.000 --> 00:15:25.000]  那就是你的荊棘
[00:15:25.000 --> 00:15:29.000]  或者甚至是侍奉
[00:15:29.000 --> 00:15:31.000]  特別是我們很多explorer都侍奉
[00:15:31.000 --> 00:15:35.000]  如果侍奉的目的只是我想被人認同
[00:15:35.000 --> 00:15:37.000]  我想別人稱讚我
[00:15:37.000 --> 00:15:40.000]  我覺得有些我很想認同我的人去稱讚我
[00:15:40.000 --> 00:15:45.000]  而我沒想到我的價值在哪裡
[00:15:45.000 --> 00:15:47.000]  我覺得如果我被人批評
[00:15:47.000 --> 00:15:48.000]  我就是被人否定
[00:15:48.000 --> 00:15:52.000]  那侍奉就是你的荊棘
[00:15:52.000 --> 00:15:55.000]  你的荊棘是什麼呢
[00:15:55.000 --> 00:15:57.000]  這個要讓你自己想
[00:15:57.000 --> 00:15:59.000]  我想這裡有幾樣東西
[00:15:59.000 --> 00:16:00.000]  但不是全部
