
[00:00:00.000 --> 00:00:04.000]  好,正式Hello Explorers,大家好
[00:01:11.000 --> 00:01:13.000]  傳福音對於我自己來說
[00:01:13.000 --> 00:01:15.000]  我覺得很難的
[00:01:15.000 --> 00:01:17.000]  但是傳福音是和別人推銷耶穌
[00:01:17.000 --> 00:01:19.000]  不是賣了耶穌
[00:01:19.000 --> 00:01:21.000]  簡單和別人傳福音說
[00:01:21.000 --> 00:01:23.000]  耶穌有多好
[00:01:23.000 --> 00:01:25.000]  耶穌怎麼樣?
[00:01:25.000 --> 00:01:27.000]  很棒,看到了吧?
[00:01:27.000 --> 00:01:29.000]  或者
[00:01:29.000 --> 00:01:33.000]  很棒
[00:01:33.000 --> 00:01:35.000]  你們最喜歡用的,還有一個
[00:01:35.000 --> 00:01:37.000]  超級棒
[00:01:37.000 --> 00:01:39.000]  耶穌超級棒
[00:01:39.000 --> 00:01:41.000]  我就覺得
[00:01:41.000 --> 00:01:43.000]  這個就是傳福音
[00:01:43.000 --> 00:01:45.000]  耶穌真的很厲害,很飽拍
[00:01:45.000 --> 00:01:47.000]  在我生命裡面做了什麼功
[00:01:47.000 --> 00:01:49.000]  但是依然好像很奇怪
[00:01:49.000 --> 00:01:51.000]  好像有個牆
[00:01:51.000 --> 00:01:53.000]  有東西遮住
[00:01:53.000 --> 00:01:55.000]  上個星期我們都做了類似的東西
[00:01:55.000 --> 00:01:57.000]  我們嘗試推銷東西
[00:01:57.000 --> 00:01:59.000]  有沒有人記得上個星期推銷了什麼?
[00:01:59.000 --> 00:02:03.000]  生命元寶,謝謝
[00:02:03.000 --> 00:02:05.000]  還有推銷了一些
[00:02:05.000 --> 00:02:07.000]  水
[00:02:07.000 --> 00:02:09.000]  當初有人推銷水
[00:02:09.000 --> 00:02:11.000]  還有人推銷電競椅
[00:02:11.000 --> 00:02:13.000]  有沒有在這裡?
[00:02:13.000 --> 00:02:15.000]  還有一個是推銷了一張卡
[00:02:15.000 --> 00:02:17.000]  很重要的一張卡
[00:02:17.000 --> 00:02:19.000]  限量版
[00:02:19.000 --> 00:02:21.000]  名通文學
[00:02:21.000 --> 00:02:23.000]  名通文學,謝謝你
[00:02:23.000 --> 00:02:25.000]  謝謝你
[00:02:25.000 --> 00:02:27.000]  為什麼要那張?
[00:02:27.000 --> 00:02:29.000]  因為可以令到你
[00:02:29.000 --> 00:02:31.000]  如果死了之後,不用有人稱讚
[00:02:31.000 --> 00:02:33.000]  很煩的
[00:02:33.000 --> 00:02:35.000]  你只要提款就可以了
[00:02:35.000 --> 00:02:37.000]  超厲害,要我無端端推銷
[00:02:37.000 --> 00:02:39.000]  我覺得很困難,我說話不厲害
[00:02:39.000 --> 00:02:41.000]  例如找Karen媽推銷,一定可以
[00:02:41.000 --> 00:02:43.000]  但其實
[00:02:43.000 --> 00:02:45.000]  我再想,我們自己其實
[00:02:45.000 --> 00:02:47.000]  是有推銷的習慣
[00:02:47.000 --> 00:02:49.000]  例如我們問朋友
[00:02:49.000 --> 00:02:51.000]  喂
[00:02:51.000 --> 00:02:53.000]  你最近有沒有看哪個哪個最新的MV?
[00:02:53.000 --> 00:02:55.000]  很正的
[00:02:55.000 --> 00:02:57.000]  很帥的
[00:02:57.000 --> 00:02:59.000]  或者
[00:02:59.000 --> 00:03:01.000]  你有沒有發IG?
[00:03:01.000 --> 00:03:03.000]  今天她生日,你不是不工作吧?
[00:03:03.000 --> 00:03:05.000]  知道我在說誰嗎?
[00:03:05.000 --> 00:03:07.000]  我們有同工很喜歡,很迷她
[00:03:07.000 --> 00:03:09.000]  我就不太喜歡
[00:03:09.000 --> 00:03:11.000]  就說知道
[00:03:11.000 --> 00:03:13.000]  男生可能不說話
[00:03:13.000 --> 00:03:15.000]  拿部手機來
[00:03:15.000 --> 00:03:17.000]  下載到APP
[00:03:17.000 --> 00:03:19.000]  一起玩遊戲
[00:03:19.000 --> 00:03:21.000]  就一起玩遊戲
[00:03:21.000 --> 00:03:23.000]  我就試過曾經這樣
[00:03:23.000 --> 00:03:25.000]  就被騙了
[00:03:25.000 --> 00:03:27.000]  我就跌下去打打打
[00:03:27.000 --> 00:03:29.000]  但感謝我兩個星期
[00:03:29.000 --> 00:03:31.000]  終於
[00:03:31.000 --> 00:03:33.000]  玩了遊戲
[00:03:33.000 --> 00:03:35.000]  很可能
[00:03:35.000 --> 00:03:37.000]  我講這些,還有其他
[00:03:37.000 --> 00:03:39.000]  閃閃的,對,好像有推銷的東西
[00:03:39.000 --> 00:03:41.000]  好,現在
[00:03:41.000 --> 00:03:43.000]  這張圖其實出來了
[00:03:43.000 --> 00:03:45.000]  試一下推銷員
[00:03:45.000 --> 00:03:47.000]  你嘗試和你剛才被打的
[00:03:47.000 --> 00:03:49.000]  你和你隔壁的
[00:03:49.000 --> 00:03:51.000]  嘗試用30秒
[00:03:51.000 --> 00:03:53.000]  和他推銷你最喜歡的東西
[00:03:53.000 --> 00:03:55.000]  不是其他銀行
[00:03:55.000 --> 00:03:57.000]  推銷你最喜歡的東西
[00:03:57.000 --> 00:03:59.000]  看看有沒有收成
[00:03:59.000 --> 00:04:01.000]  現在試一下,GOGOGO
[00:04:01.000 --> 00:04:03.000]  和你隔壁的說
[00:04:03.000 --> 00:04:05.000]  最喜歡的人又可以,東西又可以
[00:04:05.000 --> 00:04:07.000]  食物,什麼都可以
[00:04:07.000 --> 00:04:09.000]  Anything,30秒
[00:04:09.000 --> 00:04:11.000]  把時間
[00:04:11.000 --> 00:04:13.000]  Mentors都可以說
[00:04:13.000 --> 00:04:21.000]  5
[00:04:21.000 --> 00:04:23.000]  4
[00:04:23.000 --> 00:04:25.000]  3,2
[00:04:25.000 --> 00:04:27.000]  1
[00:04:27.000 --> 00:04:29.000]  Pencil,不是,坐好
[00:04:29.000 --> 00:04:31.000]  對了
[00:04:31.000 --> 00:04:33.000]  大家忍不住Timon繼續說
[00:04:33.000 --> 00:04:35.000]  我看看誰最後說完
[00:04:35.000 --> 00:04:37.000]  我叫他
[00:04:37.000 --> 00:04:39.000]  剛才說什麼
[00:04:39.000 --> 00:04:41.000]  你可以告訴他,那個是誰
[00:04:41.000 --> 00:04:43.000]  OK
[00:04:43.000 --> 00:04:45.000]  有人可以說一下你
[00:04:45.000 --> 00:04:47.000]  或者你隔壁的那個,推銷了什麼
[00:04:47.000 --> 00:04:51.000]  很靜,Timon你推銷了什麼
[00:04:51.000 --> 00:04:55.000]  害羞
[00:04:55.000 --> 00:04:57.000]  我猜猜,Auntie Winnie,你有沒有推銷
[00:04:57.000 --> 00:04:59.000]  Online Shopping
[00:04:59.000 --> 00:05:03.000]  你的狗叫什麼名字
[00:05:03.000 --> 00:05:05.000]  Dusty,很可愛
[00:05:05.000 --> 00:05:07.000]  OK,Karen Ma
[00:05:07.000 --> 00:05:09.000]  她那麼喜歡拍照,會不會推銷拍照
[00:05:09.000 --> 00:05:11.000]  這陣子炸POPCORN
[00:05:11.000 --> 00:05:13.000]  你有沒有東西推銷
[00:05:13.000 --> 00:05:15.000]  給你時間推銷
[00:05:15.000 --> 00:05:17.000]  炸POPCORN
[00:05:17.000 --> 00:05:19.000]  已經有人搶了
[00:05:19.000 --> 00:05:21.000]  炸POPCORN
[00:05:21.000 --> 00:05:23.000]  那你推銷其他
[00:05:23.000 --> 00:05:25.000]  還有沒有
[00:05:25.000 --> 00:05:27.000]  嗯
[00:05:27.000 --> 00:05:29.000]  嗯
[00:05:29.000 --> 00:05:31.000]  對呀
[00:05:31.000 --> 00:05:33.000]  給你位置
[00:05:33.000 --> 00:05:35.000]  有拍照
[00:05:35.000 --> 00:05:37.000]  我們要有獅子
[00:05:37.000 --> 00:05:39.000]  因為獅子隊不會出現
[00:05:39.000 --> 00:05:41.000]  你也不出現
[00:05:41.000 --> 00:05:43.000]  我們需要有人幫我們擺攤
[00:05:43.000 --> 00:05:45.000]  遊戲
[00:05:45.000 --> 00:05:47.000]  我們有Google
[00:05:47.000 --> 00:05:49.000]  OK
[00:05:49.000 --> 00:05:51.000]  很需要人手
[00:05:51.000 --> 00:05:53.000]  我一個人是沒有
[00:05:53.000 --> 00:05:55.000]  OK,謝謝Karen
[00:05:55.000 --> 00:05:57.000]  我們真的很需要人手
[00:05:57.000 --> 00:05:59.000]  你們想的話,麻煩你跟你的Mentors
[00:05:59.000 --> 00:06:01.000]  直接跟Karen Ma報名
[00:06:01.000 --> 00:06:03.000]  好,說完一陣子
[00:06:03.000 --> 00:06:05.000]  興奮的事
[00:06:05.000 --> 00:06:07.000]  說一個嚴肅的問題
[00:06:07.000 --> 00:06:09.000]  說一個嚴肅的問題
[00:06:09.000 --> 00:06:11.000]  我最怕我妹妹
[00:06:11.000 --> 00:06:13.000]  無端端說嚴肅的事
[00:06:13.000 --> 00:06:15.000]  嚇到,什麼
[00:06:15.000 --> 00:06:17.000]  剛才那30秒,有沒有人說耶穌
[00:06:17.000 --> 00:06:19.000]  有沒有人跟你說
[00:06:19.000 --> 00:06:21.000]  耶穌好正,超級正
[00:06:21.000 --> 00:06:23.000]  有沒有人這樣說
[00:06:23.000 --> 00:06:25.000]  有沒有人,真的沒有
[00:06:25.000 --> 00:06:27.000]  我們那麼多的基督徒都沒有
[00:06:27.000 --> 00:06:29.000]  後面那班男生有沒有說
[00:06:29.000 --> 00:06:31.000]  是不是都沒有
[00:06:31.000 --> 00:06:33.000]  有沒有人跟你旁邊的朋友說
[00:06:33.000 --> 00:06:35.000]  耶穌好正,超級正
[00:06:35.000 --> 00:06:37.000]  有沒有
[00:06:37.000 --> 00:06:39.000]  為什麼,為什麼沒有人說
[00:06:39.000 --> 00:06:41.000]  為什麼
[00:06:41.000 --> 00:06:43.000]  我自己猜
[00:06:43.000 --> 00:06:45.000]  第一個
[00:06:45.000 --> 00:06:47.000]  我覺得有兩件事很重要
[00:06:47.000 --> 00:06:49.000]  第一個,我們要親身經歷上帝的好
[00:06:49.000 --> 00:06:51.000]  然後我們才會跟別人分享
[00:06:51.000 --> 00:06:53.000]  耶穌真是好正
[00:06:53.000 --> 00:06:55.000]  可能生命裡面,怎樣正怎樣好
[00:06:55.000 --> 00:06:57.000]  第二個,你旁邊的朋友已經相信了
[00:06:57.000 --> 00:06:59.000]  你還跟他說
[00:06:59.000 --> 00:07:01.000]  你相信耶穌
[00:07:01.000 --> 00:07:03.000]  很奇怪,是不是
[00:07:03.000 --> 00:07:05.000]  我們傳福音不是我跟你傳,你跟我傳
[00:07:05.000 --> 00:07:07.000]  而是什麼
[00:07:07.000 --> 00:07:09.000]  我們上個星期說的
[00:07:09.000 --> 00:07:11.000]  我們要去
[00:07:11.000 --> 00:07:13.000]  要出去才可以,傳福音在這裡
[00:07:13.000 --> 00:07:15.000]  你跟我講有什麼重要
[00:07:15.000 --> 00:07:17.000]  是不是
[00:07:17.000 --> 00:07:19.000]  所以我們要去
[00:07:19.000 --> 00:07:21.000]  然後我們才可以傳福音
[00:07:21.000 --> 00:07:23.000]  我們今天會看一段經文,說一個女人
[00:07:23.000 --> 00:07:25.000]  我又說女人
[00:07:25.000 --> 00:07:27.000]  也是紀念母親節
[00:07:27.000 --> 00:07:29.000]  我們先看經文
[00:07:29.000 --> 00:07:31.000]  我們先看耶穌怎樣傳福音
[00:07:31.000 --> 00:07:33.000]  我們一起來祈禱
[00:07:33.000 --> 00:07:35.000]  我們安靜心
[00:07:35.000 --> 00:07:37.000]  親愛的巴父上帝
[00:07:37.000 --> 00:07:39.000]  我們謝謝你
[00:07:39.000 --> 00:07:41.000]  讓我們有機會來到你的殿
[00:07:41.000 --> 00:07:43.000]  我們一起去敬拜
[00:07:43.000 --> 00:07:45.000]  去侍奉你
[00:07:45.000 --> 00:07:47.000]  主我們將要閱讀你的話語
[00:07:47.000 --> 00:07:49.000]  求你與我們同在
[00:07:49.000 --> 00:07:51.000]  聖靈求你親自的助攻
[00:07:51.000 --> 00:07:53.000]  打開我們的眼睛
[00:07:53.000 --> 00:07:55.000]  讓我們親眼的看到你
[00:07:55.000 --> 00:07:57.000]  聽的,說的,我們一同去得福
[00:07:57.000 --> 00:07:59.000]  我們這樣祈禱,奉主命求
[00:07:59.000 --> 00:08:01.000]  阿門
[00:08:01.000 --> 00:08:03.000]  有信經的
[00:08:03.000 --> 00:08:05.000]  你也可以打開約翰福音第四章
[00:08:05.000 --> 00:08:07.000]  我們會由第三節開始
[00:08:07.000 --> 00:08:09.000]  我嘗試離開
[00:08:09.000 --> 00:08:11.000]  在這個位置,你可能看到
[00:08:11.000 --> 00:08:13.000]  黑色字我會讀
[00:08:13.000 --> 00:08:15.000]  小一點的,藍色的
[00:08:15.000 --> 00:08:17.000]  看到的,藍色的就拜託
[00:08:17.000 --> 00:08:19.000]  弟兄們讀
[00:08:19.000 --> 00:08:21.000]  紅色的就是女生讀
[00:08:21.000 --> 00:08:23.000]  好不好,我來了
[00:08:23.000 --> 00:08:25.000]  第三節
[00:08:25.000 --> 00:08:27.000]  他就來了猶太
[00:08:27.000 --> 00:08:29.000]  猶往加里尼去
[00:08:29.000 --> 00:08:31.000]  他必須經過撒瑪利亞
[00:08:31.000 --> 00:08:33.000]  於是到了撒瑪利亞的一座城
[00:08:33.000 --> 00:08:35.000]  名叫聚迦
[00:08:35.000 --> 00:08:37.000]  靠近雅各
[00:08:37.000 --> 00:08:39.000]  給他兒子約瑟的那塊地
[00:08:39.000 --> 00:08:41.000]  在那裡有雅各井
[00:08:41.000 --> 00:08:43.000]  耶穌因走路困乏
[00:08:43.000 --> 00:08:45.000]  就坐在井旁
[00:08:45.000 --> 00:08:47.000]  那時約有五正
[00:08:47.000 --> 00:08:49.000]  有一個撒瑪利亞的婦人
[00:08:49.000 --> 00:08:51.000]  來打水,耶穌對她說
[00:08:51.000 --> 00:08:53.000]  男孩子,男孩子
[00:08:53.000 --> 00:08:55.000]  請你給我水喝
[00:08:55.000 --> 00:08:57.000]  那時門徒進城
[00:08:57.000 --> 00:08:59.000]  買食物去了
[00:08:59.000 --> 00:09:01.000]  撒瑪利亞的婦人對她說
[00:09:01.000 --> 00:09:03.000]  你既是猶太人
[00:09:03.000 --> 00:09:05.000]  怎麼向任何一個撒瑪利亞婦人
[00:09:05.000 --> 00:09:07.000]  要水喝呢
[00:09:07.000 --> 00:09:09.000]  原來猶太人和撒瑪利亞人
[00:09:09.000 --> 00:09:11.000]  沒有來往
[00:09:11.000 --> 00:09:13.000]  耶穌回答說
[00:09:13.000 --> 00:09:15.000]  若臣的恩賜
[00:09:15.000 --> 00:09:17.000]  和對你說
[00:09:17.000 --> 00:09:19.000]  你會如何對待
[00:09:19.000 --> 00:09:21.000]  撒瑪利亞的恩賜
[00:09:21.000 --> 00:09:23.000]  和對你說
[00:09:23.000 --> 00:09:25.000]  給我水喝
[00:09:25.000 --> 00:09:27.000]  你必早求他
[00:09:27.000 --> 00:09:29.000]  他也必早給你
[00:09:29.000 --> 00:09:31.000]  活水
[00:09:31.000 --> 00:09:33.000]  婦人說
[00:09:33.000 --> 00:09:35.000]  先生,我有答水的秘訣
[00:09:35.000 --> 00:09:37.000]  有心,你從那裡
[00:09:37.000 --> 00:09:39.000]  得到水呢
[00:09:39.000 --> 00:09:41.000]  我們的祖宗雅各將這水
[00:09:41.000 --> 00:09:43.000]  給我們
[00:09:43.000 --> 00:09:45.000]  他自己和兒子
[00:09:45.000 --> 00:09:47.000]  迫生出雅各的水
[00:09:47.000 --> 00:09:49.000]  給我們
[00:09:49.000 --> 00:09:51.000]  耶穌回答說
[00:09:51.000 --> 00:09:53.000]  凡喝這水的還要再喝
[00:09:53.000 --> 00:09:55.000]  人若喝我
[00:09:55.000 --> 00:09:57.000]  所賜的水就永遠不喝
[00:09:57.000 --> 00:09:59.000]  我所賜的水
[00:09:59.000 --> 00:10:01.000]  要在他裡頭成為
[00:10:01.000 --> 00:10:03.000]  泉源,直湧到永生
[00:10:03.000 --> 00:10:05.000]  還有一句,婦人說
[00:10:05.000 --> 00:10:07.000]  先生,請假這水
[00:10:07.000 --> 00:10:09.000]  賜給我,叫我不喝
[00:10:09.000 --> 00:10:11.000]  也不湧,也不湧
[00:10:11.000 --> 00:10:13.000]  也不湧,也不湧
[00:10:13.000 --> 00:10:15.000]  多謝你們,字很小,有東西遮住
[00:10:15.000 --> 00:10:17.000]  這裡說的是
[00:10:17.000 --> 00:10:19.000]  井旁婦人和耶穌的事跡
[00:10:19.000 --> 00:10:21.000]  我們簡單看看
[00:10:21.000 --> 00:10:23.000]  這段經文說什麼
[00:10:23.000 --> 00:10:25.000]  我們通常會找綠河WH Questions
[00:10:25.000 --> 00:10:27.000]  我們先找時地人
[00:10:27.000 --> 00:10:29.000]  究竟時間在何時
[00:10:29.000 --> 00:10:31.000]  第六節有說
[00:10:31.000 --> 00:10:33.000]  那時若有
[00:10:33.000 --> 00:10:35.000]  午正
[00:10:35.000 --> 00:10:37.000]  意思是
[00:10:37.000 --> 00:10:39.000]  大概中午十二時
[00:10:39.000 --> 00:10:41.000]  即是下午的時候
[00:10:41.000 --> 00:10:43.000]  有什麼人呢,我們有很多對話
[00:10:43.000 --> 00:10:45.000]  有
[00:10:45.000 --> 00:10:47.000]  有婦人
[00:10:47.000 --> 00:10:49.000]  有耶穌
[00:10:49.000 --> 00:10:51.000]  還有一些Missing People在哪
[00:10:51.000 --> 00:10:53.000]  那些是
[00:10:53.000 --> 00:10:55.000]  走去買東西吃的門徒
[00:10:55.000 --> 00:10:57.000]  第八節括著的位置
[00:10:57.000 --> 00:10:59.000]  但我們今天主要是說耶穌和
[00:10:59.000 --> 00:11:01.000]  撒瑪利亞婦人
[00:11:01.000 --> 00:11:03.000]  還有一個是地點
[00:11:03.000 --> 00:11:05.000]  地點是什麼
[00:11:05.000 --> 00:11:07.000]  在哪裏
[00:11:07.000 --> 00:11:09.000]  井旁,哪裏的井旁
[00:11:09.000 --> 00:11:11.000]  有人說最佳
[00:11:11.000 --> 00:11:13.000]  在哪裏
[00:11:13.000 --> 00:11:15.000]  在撒瑪利亞
[00:11:15.000 --> 00:11:17.000]  謝謝
[00:11:17.000 --> 00:11:19.000]  原來在撒瑪利亞最佳的井旁
[00:11:19.000 --> 00:11:21.000]  很特別的地方
[00:11:21.000 --> 00:11:23.000]  其實地點還有一個
[00:11:23.000 --> 00:11:25.000]  要說的點
[00:11:25.000 --> 00:11:27.000]  因為其實原來耶穌和
[00:11:27.000 --> 00:11:29.000]  門徒
[00:11:29.000 --> 00:11:31.000]  他們是從猶太上去
[00:11:31.000 --> 00:11:33.000]  加尼尼
[00:11:33.000 --> 00:11:35.000]  途中經過
[00:11:35.000 --> 00:11:37.000]  撒瑪利亞
[00:11:37.000 --> 00:11:39.000]  但這裏有寫第四節
[00:11:39.000 --> 00:11:41.000]  必須經過撒瑪利亞
[00:11:41.000 --> 00:11:43.000]  原來耶穌必須要遇到一個女人
[00:11:43.000 --> 00:11:45.000]  也必須在撒瑪利亞做一些事
[00:11:45.000 --> 00:11:47.000]  我們看一看
[00:11:47.000 --> 00:11:49.000]  因為這裏有很多字
[00:11:49.000 --> 00:11:51.000]  我最喜歡簡化的東西
[00:11:51.000 --> 00:11:53.000]  我們看一看我左邊
[00:11:53.000 --> 00:11:55.000]  就是那三句耶穌說的話
[00:11:55.000 --> 00:11:59.000]  右邊就是撒瑪利亞婦人說的那三句
[00:11:59.000 --> 00:12:01.000]  我們先看一看左邊
[00:12:01.000 --> 00:12:03.000]  究竟耶穌說了什麼
[00:12:03.000 --> 00:12:05.000]  他做了什麼
[00:12:05.000 --> 00:12:07.000]  他其實做了三件事
[00:12:07.000 --> 00:12:09.000]  他做了兩件事
[00:12:09.000 --> 00:12:11.000]  第一件事就是問婦人拿水喝
[00:12:11.000 --> 00:12:13.000]  第二件事就是
[00:12:13.000 --> 00:12:15.000]  我有一壺水
[00:12:15.000 --> 00:12:17.000]  很奇怪沒有水的人又說我有一壺水
[00:12:17.000 --> 00:12:21.000]  然後他成功還是失敗了
[00:12:21.000 --> 00:12:25.000]  耶穌賣了一壺水
[00:12:25.000 --> 00:12:27.000]  他成功還是失敗了
[00:12:27.000 --> 00:12:29.000]  成功了
[00:12:29.000 --> 00:12:31.000]  大家很驚訝
[00:12:31.000 --> 00:12:33.000]  他說了什麼呢
[00:12:33.000 --> 00:12:35.000]  第一句請給我水
[00:12:35.000 --> 00:12:37.000]  第二句我嘗試將他歸納為
[00:12:37.000 --> 00:12:39.000]  活水很棒的
[00:12:39.000 --> 00:12:41.000]  你早就應該求我了
[00:12:41.000 --> 00:12:43.000]  然後再給他機會
[00:12:43.000 --> 00:12:45.000]  再說一句是什麼呢
[00:12:45.000 --> 00:12:47.000]  很簡單
[00:12:47.000 --> 00:12:49.000]  活水超級棒
[00:12:49.000 --> 00:12:51.000]  意思是什麼
[00:12:51.000 --> 00:12:53.000]  其實說了兩件事
[00:12:53.000 --> 00:12:55.000]  活水你喝完之後
[00:12:55.000 --> 00:12:57.000]  你不用再打水
[00:12:57.000 --> 00:12:59.000]  喝完之後你不再驚慌
[00:12:59.000 --> 00:13:01.000]  還有活水要在你裏面成為
[00:13:01.000 --> 00:13:03.000]  一個沙漠地區
[00:13:03.000 --> 00:13:05.000]  活水在裏面成為春天
[00:13:05.000 --> 00:13:07.000]  你不需要再喝水
[00:13:07.000 --> 00:13:09.000]  一次就成功了
[00:13:09.000 --> 00:13:11.000]  很棒吧
[00:13:11.000 --> 00:13:13.000]  難怪兩三句
[00:13:13.000 --> 00:13:15.000]  然後薩瑪利亞婦人就心動了
[00:13:15.000 --> 00:13:17.000]  不過其實心裏面有很多不同的歷程
[00:13:17.000 --> 00:13:19.000]  我嘗試有簡化
[00:13:19.000 --> 00:13:21.000]  我最喜歡做這件事
[00:13:21.000 --> 00:13:23.000]  我嘗試解釋一下
[00:13:23.000 --> 00:13:25.000]  到底婦人在想什麼
[00:13:25.000 --> 00:13:27.000]  耶穌說請你給我水喝
[00:13:27.000 --> 00:13:29.000]  薩瑪利亞婦人說你既然是猶太人
[00:13:29.000 --> 00:13:31.000]  為什麼向薩瑪利亞婦人拿水
[00:13:31.000 --> 00:13:33.000]  原來是什麼
[00:13:33.000 --> 00:13:35.000]  原來之前是說他們是不友善的
[00:13:35.000 --> 00:13:37.000]  我嘗試上去
[00:13:37.000 --> 00:13:39.000]  啊對不起
[00:13:39.000 --> 00:13:41.000]  好
[00:13:41.000 --> 00:13:43.000]  第九字
[00:13:43.000 --> 00:13:45.000]  原來猶太人和薩瑪利亞人沒有來往
[00:13:45.000 --> 00:13:47.000]  意思是什麼
[00:13:47.000 --> 00:13:49.000]  意思是他們不友善
[00:13:49.000 --> 00:13:51.000]  他們不友善了很多年
[00:13:51.000 --> 00:13:53.000]  他們割蓆了很多年
[00:13:53.000 --> 00:13:55.000]  河水不犯水水
[00:13:55.000 --> 00:13:57.000]  你不要搞我我不搞你
[00:13:57.000 --> 00:13:59.000]  你走你的路我走我的路
[00:13:59.000 --> 00:14:01.000]  所以剛才那個位置很奇怪
[00:14:01.000 --> 00:14:03.000]  為什麼無端端
[00:14:03.000 --> 00:14:05.000]  無端端
[00:14:05.000 --> 00:14:07.000]  請你給我水喝
[00:14:07.000 --> 00:14:09.000]  一個猶太人的
[00:14:09.000 --> 00:14:11.000]  耶穌為什麼會向
[00:14:11.000 --> 00:14:13.000]  薩瑪利亞婦人拿水
[00:14:13.000 --> 00:14:15.000]  其實薩瑪利亞婦人在想什麼
[00:14:15.000 --> 00:14:17.000]  在想什麼
[00:14:17.000 --> 00:14:19.000]  你在做什麼
[00:14:19.000 --> 00:14:21.000]  搞什麼
[00:14:21.000 --> 00:14:23.000]  我們明明不關事你走開一點
[00:14:23.000 --> 00:14:25.000]  他來問我拿水喝
[00:14:25.000 --> 00:14:27.000]  他還沒有器具
[00:14:27.000 --> 00:14:29.000]  他還沒有喝我那個器具
[00:14:29.000 --> 00:14:31.000]  那個水杯水樽
[00:14:31.000 --> 00:14:33.000]  你在做什麼
[00:14:33.000 --> 00:14:35.000]  你在做什麼
[00:14:35.000 --> 00:14:37.000]  耶穌說活水很棒
[00:14:37.000 --> 00:14:39.000]  你神早就應該求我
[00:14:39.000 --> 00:14:41.000]  但是說先生你沒有打水的器具
[00:14:41.000 --> 00:14:43.000]  井有心你在哪裡拿活水
[00:14:43.000 --> 00:14:45.000]  你在說什麼
[00:14:45.000 --> 00:14:47.000]  我們祖宗啊
[00:14:47.000 --> 00:14:49.000]  把井留給我們
[00:14:49.000 --> 00:14:51.000]  他自己做的所有全世界
[00:14:51.000 --> 00:14:53.000]  連生畜都算在內
[00:14:53.000 --> 00:14:55.000]  都在井裡水
[00:14:55.000 --> 00:14:57.000]  難道你還比他大
[00:14:57.000 --> 00:14:59.000]  在想什麼
[00:14:59.000 --> 00:15:01.000]  你是誰
[00:15:01.000 --> 00:15:03.000]  你又拿金樓
[00:15:03.000 --> 00:15:05.000]  我們只是用井的水
[00:15:05.000 --> 00:15:07.000]  你難道比雅各大
[00:15:07.000 --> 00:15:09.000]  你沒有打水器具
[00:15:09.000 --> 00:15:11.000]  你跟我說活水
[00:15:11.000 --> 00:15:13.000]  不過當耶穌說
[00:15:13.000 --> 00:15:15.000]  剛才那個活水超級正
[00:15:15.000 --> 00:15:17.000]  在裡面成為泳泉
[00:15:17.000 --> 00:15:19.000]  他就說先生
[00:15:19.000 --> 00:15:21.000]  請把這個水賜給我
[00:15:21.000 --> 00:15:23.000]  叫我不喝
[00:15:23.000 --> 00:15:25.000]  也不用來那麼遠打水
[00:15:25.000 --> 00:15:27.000]  在說什麼呢
[00:15:27.000 --> 00:15:29.000]  先生我需要這個水
[00:15:29.000 --> 00:15:31.000]  請把這個水賜給我
[00:15:31.000 --> 00:15:33.000]  為什麼他會解釋
