
[00:00:00.000 --> 00:00:03.600]  開始了 因為今天想和大家分享的東西其實都挺多的
[00:02:37.600 --> 00:02:39.280]  哦 OK OK
[00:02:39.280 --> 00:02:40.720]  我是user來的
[00:02:40.720 --> 00:02:43.760]  所以很多東西都不懂
[00:02:43.760 --> 00:02:45.760]  我們的中心的目標很簡單
[00:02:45.760 --> 00:02:47.520]  因為我們不是神學院
[00:02:47.520 --> 00:02:49.520]  神學院是訓練全部人
[00:02:49.520 --> 00:02:54.160]  我們特別針對聽訊套的靈明的培育
[00:02:54.160 --> 00:02:55.920]  以及裝備他侍奉
[00:02:55.920 --> 00:02:57.200]  在教會裡面侍奉
[00:02:57.200 --> 00:02:58.720]  這個就是我們的特點
[00:02:58.720 --> 00:03:01.600]  我們的簡介這裡已經說了
[00:03:01.600 --> 00:03:04.800]  我們有兩層的課程
[00:03:04.800 --> 00:03:08.560]  供應給大家報讀的
[00:03:08.560 --> 00:03:09.760]  一個是證書
[00:03:09.760 --> 00:03:11.040]  就是certificate
[00:03:11.040 --> 00:03:12.320]  比較最簡單的
[00:03:12.320 --> 00:03:14.320]  12個小時一科
[00:03:14.320 --> 00:03:17.040]  民憑那些就是香港見到神學院的老師
[00:03:17.040 --> 00:03:18.800]  飛過來教的
[00:03:18.800 --> 00:03:20.720]  那些就是25個小時
[00:03:20.720 --> 00:03:22.000]  就是雙倍的
[00:03:22.000 --> 00:03:26.960]  大家手上這個單章
[00:03:26.960 --> 00:03:29.680]  就說了我們最新的季度
[00:03:29.680 --> 00:03:31.520]  就是9月至11月
[00:03:31.520 --> 00:03:32.960]  就是下個月開始
[00:03:32.960 --> 00:03:36.640]  我們有什麼科目推出
[00:03:36.640 --> 00:03:40.400]  最快的就是大家打開中間
[00:03:40.400 --> 00:03:42.640]  有一科叫做約書亞記
[00:03:42.640 --> 00:03:44.160]  是正見的人生
[00:03:44.160 --> 00:03:47.120]  這個也很推薦給大家考慮
[00:03:47.120 --> 00:03:50.560]  我知道很多大英姐妹都很喜歡讀聖經
[00:03:50.560 --> 00:03:54.240]  舊約聖經對很多大英姐妹來說
[00:03:54.240 --> 00:03:57.520]  都是比較陌生的
[00:03:57.520 --> 00:03:59.440]  我們特別推出這一科
[00:03:59.440 --> 00:04:01.200]  就是三個星期六
[00:04:01.200 --> 00:04:04.320]  就是9月7號14號和21號
[00:04:04.320 --> 00:04:05.760]  星期六的早上
[00:04:05.760 --> 00:04:07.440]  三個小時
[00:04:07.440 --> 00:04:10.320]  鼓勵大家考慮這件事
[00:04:10.320 --> 00:04:13.600]  為了多謝你們來
[00:04:13.600 --> 00:04:14.880]  如果你是報讀的
[00:04:14.880 --> 00:04:16.160]  今天是報讀這一科的
[00:04:16.160 --> 00:04:19.200]  當是早上
[00:04:19.200 --> 00:04:20.800]  已經不是很早了
[00:04:20.800 --> 00:04:22.800]  已經是晚上了
[00:04:22.800 --> 00:04:24.880]  但是你在填表格
[00:04:24.880 --> 00:04:27.600]  寫上穆勒沃斯規準
[00:04:27.600 --> 00:04:29.440]  就變成75元了
[00:04:29.440 --> 00:04:33.840]  鼓勵大家參與這個科目
[00:04:33.840 --> 00:04:36.480]  久不久我們會有神學科
[00:04:36.480 --> 00:04:38.960]  或者是一些視訪相關的課程
[00:04:38.960 --> 00:04:41.200]  你在我們的網頁裡面
[00:04:41.200 --> 00:04:43.120]  很多時候都會看到
[00:04:43.120 --> 00:04:45.840]  我們工作隨俗系這些科目
[00:04:45.840 --> 00:04:47.120]  還有講座
[00:04:47.120 --> 00:04:48.400]  就像現在這個樣子
[00:04:48.400 --> 00:04:51.600]  講座大概是一個月一次
[00:04:51.600 --> 00:04:56.080]  就好像待會我跟大家分享的講座
[00:04:56.080 --> 00:04:58.400]  也有一些是大型的講座
[00:04:58.400 --> 00:05:00.880]  大型的講座在宗教會裡面舉行
[00:05:00.880 --> 00:05:02.480]  我們不定期的
[00:05:02.480 --> 00:05:07.600]  預先講講有什麼大型講座
[00:05:07.600 --> 00:05:08.880]  就是under planning
[00:05:08.880 --> 00:05:10.400]  你一定會很轟動的
[00:05:10.400 --> 00:05:11.680]  明年3月的時候
[00:05:11.680 --> 00:05:15.040]  我們請了香港建道神學院的老師
[00:05:15.040 --> 00:05:17.280]  將會來多倫多這個地方教書
[00:05:17.280 --> 00:05:21.040]  順便一年之前就約定了
[00:05:21.040 --> 00:05:24.640]  3月14號一個星期六的早上
[00:05:24.640 --> 00:05:27.200]  會舉一個講座會很轟動的
[00:05:27.200 --> 00:05:29.120]  就是講到自殺
[00:05:29.120 --> 00:05:31.920]  就是有弟兄姊妹自殺的時候
[00:05:31.920 --> 00:05:34.800]  教睦或者是普通的弟兄姊妹
[00:05:34.800 --> 00:05:36.400]  親友自殺的時候
[00:05:36.400 --> 00:05:41.440]  怎樣去應對那個情緒上的轟動
[00:05:41.440 --> 00:05:43.680]  在一個危機突襲的時候
[00:05:43.680 --> 00:05:48.960]  陸續會有宣傳的東西出現
[00:05:48.960 --> 00:05:51.840]  大家留意著3月14號
[00:05:51.840 --> 00:05:52.960]  聽起來好像很久了
[00:05:52.960 --> 00:05:54.560]  其實只是眨眼而已
[00:05:54.560 --> 00:05:57.760]  就快要下雪了
[00:05:57.760 --> 00:06:00.400]  預備得差不多了
[00:06:00.400 --> 00:06:03.200]  除此之外我們也都是
[00:06:03.200 --> 00:06:06.000]  有時候我們移師到不同的教會裡面
[00:06:06.000 --> 00:06:07.840]  有一些培訓的工作
[00:06:07.840 --> 00:06:09.280]  我們覺得這個是需要的
[00:06:09.280 --> 00:06:11.760]  因為每個教會都很獨特的
[00:06:11.760 --> 00:06:13.360]  需要都很不同
[00:06:13.360 --> 00:06:16.400]  有些教會邀請我去
[00:06:16.400 --> 00:06:18.800]  我就會去的
[00:06:18.800 --> 00:06:20.480]  按著他們教會的需要
[00:06:20.480 --> 00:06:22.000]  去提供一些培訓
[00:06:22.000 --> 00:06:24.560]  2020年有一個新的發展
[00:06:24.560 --> 00:06:26.560]  這裡很簡單提到
[00:06:26.560 --> 00:06:28.400]  我們有新的證書系列
[00:06:28.400 --> 00:06:30.560]  一個就是僕人領袖
[00:06:30.560 --> 00:06:33.360]  一個就是情緒管理
[00:06:33.360 --> 00:06:35.440]  陸陸續續會有多一些的宣傳
[00:06:35.440 --> 00:06:36.400]  就會帶出來
[00:06:36.400 --> 00:06:38.960]  Hello
[00:06:38.960 --> 00:06:43.600]  建築中心將會多元化
[00:06:43.600 --> 00:06:45.520]  多元化的發展
[00:06:45.520 --> 00:06:49.200]  不同時間就會有不同的推廣
[00:06:49.200 --> 00:06:54.320]  我們簡單的介紹到這裡
[00:06:54.320 --> 00:06:57.600]  再一次代表建築中心歡迎大家
[00:06:57.600 --> 00:07:00.720]  今天來到我們的當中
[00:07:00.720 --> 00:07:05.520]  我們就去到正式今天的講題
[00:07:05.520 --> 00:07:13.840]  我預備這個講題的時候
[00:07:13.840 --> 00:07:16.400]  其實是很沉重的
[00:07:16.400 --> 00:07:24.080]  因為我知道這個題目是迎難而上的題目
[00:07:24.080 --> 00:07:26.480]  是要抵抗一些潮流的
[00:07:26.480 --> 00:07:30.160]  所以我很多祈禱放在裡面
[00:07:30.160 --> 00:07:32.400]  我就懷著一個感恩的心
[00:07:32.400 --> 00:07:34.640]  跟大家分享今天的題目
[00:07:34.640 --> 00:07:38.960]  因為要扭轉一個人的看法
[00:07:38.960 --> 00:07:41.360]  不是我可以做得到
[00:07:41.360 --> 00:07:43.600]  真的要聖靈在你的心裡面做工作
[00:07:43.600 --> 00:07:44.880]  你才可以做得到
[00:07:44.880 --> 00:07:49.680]  希望上帝都藉助聖靈感動大家
[00:07:49.680 --> 00:07:52.000]  今天我的講題只有兩部分
[00:07:52.000 --> 00:07:53.680]  中間有一個休息的
[00:07:53.680 --> 00:07:55.680]  有一個中場的休息
[00:07:55.680 --> 00:07:58.000]  第一部分我就講得資訊性一點
[00:07:58.000 --> 00:07:59.840]  大家是不是都有講義
[00:07:59.840 --> 00:08:02.560]  有沒有誰沒有
[00:08:02.560 --> 00:08:04.560]  因為我們印了有限的
[00:08:04.560 --> 00:08:07.520]  如果不夠我們就立刻印
[00:08:07.520 --> 00:08:09.440]  因為我很清楚知道
[00:08:09.440 --> 00:08:12.240]  我們年紀差不多的大英姐妹
[00:08:12.240 --> 00:08:14.320]  不是那麼想報名的
[00:08:14.320 --> 00:08:19.920]  所以報名人數是不足以反映實質出現的人數
[00:08:19.920 --> 00:08:22.480]  對不對 你懂得笑
[00:08:22.480 --> 00:08:25.600]  我在服侍這個事工都好幾年了
[00:08:25.600 --> 00:08:27.600]  不 已經燒盡十年了
[00:08:27.600 --> 00:08:30.000]  很明白 大英姐妹都明白
[00:08:30.000 --> 00:08:33.200]  第一部分我會講一點資訊性的東西
[00:08:33.200 --> 00:08:35.200]  然後中場休息
[00:08:35.200 --> 00:08:39.280]  接著下半場就有一點不同
[00:08:39.280 --> 00:08:42.480]  我就會講一下我具體的見證
[00:08:42.480 --> 00:08:44.000]  我自己的見證
[00:08:44.000 --> 00:08:47.920]  那些叫做真人騷
[00:08:47.920 --> 00:08:50.160]  不單止見證我還會講一個短講
[00:08:50.160 --> 00:08:52.560]  一個短短的講道
[00:08:52.560 --> 00:08:58.560]  期待神的靈感動大家
[00:08:58.560 --> 00:09:01.760]  在聖經裏面有一對人
[00:09:01.760 --> 00:09:03.040]  師父和徒弟
[00:09:03.040 --> 00:09:06.000]  一個師父是以利亞
[00:09:06.000 --> 00:09:07.200]  徒弟是以利沙
[00:09:07.200 --> 00:09:08.560]  大家聽過了
[00:09:08.560 --> 00:09:10.400]  可能不需要講你都知道我想講什麼
[00:09:10.400 --> 00:09:13.840]  如果你在教會生活得久的話
[00:09:13.840 --> 00:09:18.720]  以利亞未曾被上帝接走的時候
[00:09:18.720 --> 00:09:21.280]  因為神要用旋風接走他
[00:09:21.280 --> 00:09:24.400]  他就和徒弟以利沙講了一句說話
[00:09:24.400 --> 00:09:26.560]  是很感人的
[00:09:26.560 --> 00:09:28.560]  他就和以利沙講
[00:09:28.560 --> 00:09:34.240]  你想我為你做些什麼呢
[00:09:34.240 --> 00:09:36.160]  以利沙就回答得很好
[00:09:36.160 --> 00:09:38.640]  以利沙真是一個很熟悉靈的人
[00:09:38.640 --> 00:09:40.320]  以利沙就說
[00:09:40.320 --> 00:09:43.760]  願感動你的靈
[00:09:43.760 --> 00:09:45.200]  加倍地感動我
[00:09:45.200 --> 00:09:48.400]  即是說願感動以利亞的靈
[00:09:48.400 --> 00:09:52.320]  加倍地感動我自己 以利沙
[00:09:52.320 --> 00:09:56.240]  我今天希望這一次和大家分享這個題目
[00:09:56.240 --> 00:09:59.440]  能夠天賦聖靈
[00:09:59.440 --> 00:10:01.680]  他已經感動了我很久
[00:10:01.680 --> 00:10:03.840]  同樣是加倍地感動你
[00:10:03.840 --> 00:10:06.800]  因為感動你我做不到
[00:10:06.800 --> 00:10:11.120]  唯有將大家放在上帝的靈當中
[00:10:11.120 --> 00:10:14.160]  我們先做一個祈禱
[00:10:14.160 --> 00:10:15.440]  主佑我們多謝你
[00:10:15.440 --> 00:10:18.720]  因為你實在是愛護我們每一個
[00:10:18.720 --> 00:10:21.680]  你深知我們的情況
[00:10:21.680 --> 00:10:23.440]  我們的困難
[00:10:23.440 --> 00:10:25.680]  我們的路向
[00:10:25.680 --> 00:10:29.760]  我們人生的目標等等的事你都知道
[00:10:29.760 --> 00:10:34.640]  我們知道當我們人生去到某個階段的時候
[00:10:34.640 --> 00:10:38.080]  很可能都會有些困惑出現
[00:10:38.080 --> 00:10:41.040]  但我們知道當我們明白
[00:10:41.040 --> 00:10:44.880]  你在我們心的心意的時候
[00:10:44.880 --> 00:10:48.480]  其實我們可以有一個很大的轉變
[00:10:48.480 --> 00:10:49.760]  求主真的幫助我們
[00:10:49.760 --> 00:10:53.200]  無論今天講的聽的都同感一靈
[00:10:53.200 --> 00:10:56.400]  你繼續的直著你的話語
[00:10:56.400 --> 00:10:58.880]  直著一些的分享
[00:10:58.880 --> 00:11:01.360]  直著你的道
[00:11:01.360 --> 00:11:04.000]  真的能夠進入到大英姐妹的心裡面
[00:11:04.000 --> 00:11:06.240]  我們的人心要被改變
[00:11:06.240 --> 00:11:08.560]  不是人的工作可以做得到
[00:11:08.560 --> 00:11:13.040]  我們深深相信只要你自己是喜悅
[00:11:13.040 --> 00:11:16.640]  更多的人願意伏在你的手下
[00:11:16.640 --> 00:11:20.080]  成為你手中可以被使用的器皿
[00:11:20.080 --> 00:11:24.160]  因此我們恭敬將今天的講座交給你面前
[00:11:24.160 --> 00:11:25.200]  求主使用
[00:11:25.200 --> 00:11:29.920]  求主你用你的補血再一次遮蓋我們每一個人的罪
[00:11:29.920 --> 00:11:34.560]  以致我們可以坦然無拘地來到你的施恩補助前
[00:11:34.560 --> 00:11:37.760]  求你的恩典再一次臨到
[00:11:37.760 --> 00:11:41.360]  讓我們歡歡喜喜的離開這裡
[00:11:41.360 --> 00:11:43.120]  能夠重新得力
[00:11:43.120 --> 00:11:45.040]  成為你最得力的助手
[00:11:45.040 --> 00:11:46.880]  求主恩代奉耶穌名教
[00:11:46.880 --> 00:11:48.480]  阿們
[00:11:48.480 --> 00:11:50.800]  今天我手上派給大家的講義
[00:11:50.800 --> 00:11:55.200]  其實已經是很清楚的了
[00:11:55.200 --> 00:11:58.080]  不過真人講是很不同的
[00:11:58.080 --> 00:12:00.080]  起碼見到一個真人
[00:12:00.080 --> 00:12:02.560]  好了
[00:12:02.560 --> 00:12:03.920]  我們首先講講
[00:12:03.920 --> 00:12:05.520]  其實人生有很多階段
[00:12:05.520 --> 00:12:06.400]  你也知道
[00:12:06.400 --> 00:12:08.960]  這一部分我會講得快一點
[00:12:08.960 --> 00:12:13.200]  從出生開始到小孩子
[00:12:13.200 --> 00:12:14.960]  到成年人
[00:12:14.960 --> 00:12:19.760]  到初期成人
[00:12:19.760 --> 00:12:22.560]  大概到四十歲
[00:12:22.560 --> 00:12:25.200]  我不問你幾多歲
[00:12:25.200 --> 00:12:27.280]  你也不要問我幾多歲
[00:12:27.280 --> 00:12:30.320]  不問你大概知道
[00:12:30.320 --> 00:12:32.240]  有多少頭髮你大概知道
[00:12:32.240 --> 00:12:34.160]  我講我
[00:12:34.160 --> 00:12:37.360]  我打了個交叉在這裡
[00:12:37.360 --> 00:12:43.360]  因為這些歲數界線的分類
[00:12:43.360 --> 00:12:44.880]  其實已經過時了
[00:12:44.880 --> 00:12:47.200]  因為大家都知道
[00:12:47.200 --> 00:12:49.520]  現在醫療比較好
[00:12:49.520 --> 00:12:51.360]  還有健康
[00:12:51.360 --> 00:12:54.800]  每個人都想要健康的生活
[00:12:54.800 --> 00:12:56.160]  吃東西好一點等等
[00:12:56.160 --> 00:12:58.400]  那裡有位置
[00:12:58.400 --> 00:13:02.720]  人的壽命越來越長
[00:13:02.720 --> 00:13:05.840]  以前六十五歲退休
[00:13:05.840 --> 00:13:08.320]  很多場合都是這樣的
[00:13:08.320 --> 00:13:11.200]  但是現在政府的部門
[00:13:11.200 --> 00:13:14.720]  取消了必須退休的年齡
[00:13:14.720 --> 00:13:16.320]  會說技術上
[00:13:16.320 --> 00:13:19.280]  你想做多久都可以
[00:13:19.280 --> 00:13:20.480]  技術上是很好
[00:13:20.480 --> 00:13:21.680]  你想做多久都可以
[00:13:21.680 --> 00:13:24.240]  但你能不能做多久是另一回事
[00:13:24.240 --> 00:13:27.120]  做得太久會阻斷地球轉
[00:13:27.120 --> 00:13:31.040]  因為下面的年輕人等著你走
[00:13:31.040 --> 00:13:32.640]  所以不要做太久
[00:13:32.640 --> 00:13:34.000]  一會兒我講我的見證
[00:13:34.000 --> 00:13:37.120]  你就知道我何時離開
[00:13:37.120 --> 00:13:38.720]  原來一個
[00:13:38.720 --> 00:13:40.720]  我們現在去這樣的情況
[00:13:40.720 --> 00:13:42.720]  我們一個新的面貌
[00:13:42.720 --> 00:13:47.520]  應該叫做一個新的中年的觀念
[00:13:47.520 --> 00:13:52.720]  聯合國被這個定義
[00:13:52.720 --> 00:13:55.200]  其實是八十歲才真正的年長
[00:13:55.200 --> 00:13:57.760]  八十歲
[00:13:57.760 --> 00:14:00.960]  我們當中沒有人八十歲
[00:14:00.960 --> 00:14:04.960]  有嗎?對不起
[00:14:04.960 --> 00:14:05.840]  你屈指一算
[00:14:05.840 --> 00:14:08.400]  你現在還有多少才到八十歲
[00:14:08.400 --> 00:14:09.360]  我告訴你
[00:14:09.360 --> 00:14:11.920]  我還有一段時間
[00:14:11.920 --> 00:14:14.320]  我不知道你有多久
[00:14:14.320 --> 00:14:16.240]  但當你還有一段時間
[00:14:16.240 --> 00:14:18.320]  你必須要想一個問題
[00:14:18.320 --> 00:14:22.320]  就是你餘下的時間應該怎樣用
[00:14:22.320 --> 00:14:24.240]  我們看看下面
[00:14:24.240 --> 00:14:26.800]  最近我接觸一個新的觀念
[00:14:26.800 --> 00:14:27.920]  叫做第三人生
[00:14:27.920 --> 00:14:29.040]  有沒有人聽過這個觀念
[00:14:29.040 --> 00:14:30.080]  叫做第三人生
[00:14:30.080 --> 00:14:32.480]  第三代
[00:14:32.480 --> 00:14:34.880]  原來分年期
[00:14:34.880 --> 00:14:36.320]  有第一人生
[00:14:36.320 --> 00:14:37.040]  有第二人生
[00:14:37.040 --> 00:14:37.760]  第三人生
[00:14:37.760 --> 00:14:39.360]  成年期
[00:14:39.360 --> 00:14:40.080]  幼年期
[00:14:40.080 --> 00:14:40.800]  成年期
[00:14:40.800 --> 00:14:42.560]  成熟期
[00:14:42.560 --> 00:14:43.520]  是甚麼意思呢
[00:14:43.520 --> 00:14:44.480]  原來的意思是
[00:14:44.480 --> 00:14:46.160]  幼年期就是你讀書的時候
[00:14:46.160 --> 00:14:47.520]  你很dependent
[00:14:47.520 --> 00:14:50.160]  很依賴你的父母
[00:14:50.160 --> 00:14:52.000]  你依賴你的師長等等
[00:14:52.000 --> 00:14:54.240]  那個是你學習的時候
[00:14:54.240 --> 00:14:56.480]  成年期就是開始獨立
[00:14:56.480 --> 00:14:57.760]  開創事業
[00:14:57.760 --> 00:14:59.520]  你很獨立的
[00:14:59.520 --> 00:15:01.760]  很independent
[00:15:01.760 --> 00:15:03.760]  但到了差不多之後
[00:15:03.760 --> 00:15:06.720]  你就慢慢轉變成為一個成熟期的時候
[00:15:06.720 --> 00:15:08.000]  這裡提出一個新的觀念
[00:15:08.000 --> 00:15:10.000]  就是一個共生共榮
[00:15:10.000 --> 00:15:12.960]  就是說對人和對自己
[00:15:12.960 --> 00:15:16.080]  都有一個互相的interdependence
[00:15:16.080 --> 00:15:18.240]  就是互相依賴的時候
[00:15:18.240 --> 00:15:19.840]  就是說你互相connect
[00:15:19.840 --> 00:15:21.360]  彼此是連結
[00:15:21.360 --> 00:15:24.720]  你不可以回家就躲在家裡
[00:15:24.720 --> 00:15:28.080]  而是互相建立一個重新建立關係
[00:15:28.080 --> 00:15:29.520]  和別人建立關係
[00:15:29.520 --> 00:15:33.120]  那個建立關係再不是以前有利益衝突的關係
[00:15:33.120 --> 00:15:35.120]  或者是有高
[00:15:35.120 --> 00:15:39.520]  是我的頂頭上司和下屬的關係
[00:15:39.520 --> 00:15:41.920]  而是一個平等的關係
[00:15:41.920 --> 00:15:43.600]  互相建立的關係
[00:15:43.600 --> 00:15:45.760]  有一個女明星很久了
[00:15:45.760 --> 00:15:48.240]  現在已經70多歲叫Jane Fonda
[00:15:48.240 --> 00:15:49.440]  如果你是70多歲的時候
[00:15:49.440 --> 00:15:50.480]  大概有記得的
[00:15:50.480 --> 00:15:53.840]  Jane Fonda很推動第三人生論述
[00:15:53.840 --> 00:15:55.120]  她很有意思
[00:15:55.120 --> 00:15:56.960]  這裡列了她的對比
[00:15:56.960 --> 00:15:58.240]  有不同的地方
[00:15:58.240 --> 00:16:01.520]  她說生命的歷程以前就好像一個
[00:16:01.520 --> 00:16:04.400]  一個鐘,Bell shape的一個鐘
[00:16:04.400 --> 00:16:06.640]  就是一直向上向上
[00:16:06.640 --> 00:16:08.400]  去到差不多那個tip的時候
[00:16:08.400 --> 00:16:09.760]  就掉下來
[00:16:09.760 --> 00:16:12.880]  掉下來就是現在所謂一個新中年的時期
[00:16:12.880 --> 00:16:14.880]  會掉下來
[00:16:14.880 --> 00:16:16.400]  好像很慘的
[00:16:16.400 --> 00:16:17.760]  掉下來
[00:16:17.760 --> 00:16:19.200]  掉下來就是說會撞到
[00:16:19.200 --> 00:16:20.880]  就是會跌倒
[00:16:20.880 --> 00:16:23.280]  就是那個感覺很灰
[00:16:23.280 --> 00:16:25.520]  但是Jane Fonda她就說不是的
[00:16:25.520 --> 00:16:26.720]  就是有一個新的觀念
[00:16:26.720 --> 00:16:27.920]  不是這樣看的
[00:16:27.920 --> 00:16:30.160]  生命的歷程應該是要爬樓梯的
[00:16:30.160 --> 00:16:32.000]  是一直向上的
[00:16:32.000 --> 00:16:34.320]  一直向上的
[00:16:34.320 --> 00:16:35.920]  有時可能跌一點點
[00:16:35.920 --> 00:16:39.760]  但是有另一種動力將你推上高一點
[00:16:39.760 --> 00:16:41.200]  去到差不多之後又跌一點點
[00:16:41.200 --> 00:16:42.400]  但是又再推你上去
[00:16:42.400 --> 00:16:43.280]  一直推下去
[00:16:43.280 --> 00:16:46.480]  那你是總體來說都好像向上
[00:16:46.480 --> 00:16:47.440]  不單止這樣
[00:16:47.440 --> 00:16:50.720]  以前的觀念就是用一個病理的觀點來界定
[00:16:50.720 --> 00:16:54.640]  就是以你健康與否來界定你是否年長
[00:16:54.640 --> 00:16:56.160]  那是的,如果很不幸
[00:16:56.160 --> 00:17:00.160]  就是40歲或者50歲就已經有大病
[00:17:00.160 --> 00:17:01.120]  那沒辦法
[00:17:01.120 --> 00:17:04.160]  可能是衰老得很快
[00:17:04.160 --> 00:17:07.040]  但是現在我們會提出一個新的觀念
[00:17:07.040 --> 00:17:10.080]  就是去開發這個人的潛能
[00:17:10.080 --> 00:17:12.160]  潛能
[00:17:12.160 --> 00:17:15.040]  待會我第二部分我講到我的見證的時候
[00:17:15.040 --> 00:17:15.840]  你們會看到
[00:17:15.840 --> 00:17:18.080]  原來那個潛能被開發的時候
[00:17:18.080 --> 00:17:20.080]  是多麼開心的一件事
[00:17:20.080 --> 00:17:21.200]  在上帝面前
[00:17:21.200 --> 00:17:24.320]  原來有很多潛能是未被發掘出來的
[00:17:24.320 --> 00:17:26.320]  未被爆出來的
[00:17:26.320 --> 00:17:28.320]  有爆炸力的
[00:17:28.320 --> 00:17:30.320]  以前的觀念呢
[00:17:30.320 --> 00:17:32.320]  看年紀越來越大就很負面的
[00:17:32.320 --> 00:17:34.320]  是不是?很負面的
[00:17:34.320 --> 00:17:36.320]  通常我聽到這些大英雄會覺得
[00:17:36.320 --> 00:17:38.320]  唉,給多點機會年輕人
[00:17:38.320 --> 00:17:40.320]  是不是?可能你也這樣說
[00:17:40.320 --> 00:17:42.320]  給多點機會年輕人
[00:17:42.320 --> 00:17:44.320]  意思就是你推
[00:17:44.320 --> 00:17:46.320]  就是你不想再背一些東西
[00:17:46.320 --> 00:17:48.320]  給多點機會年輕人
[00:17:48.320 --> 00:17:50.320]  什麼叫給多點機會年輕人?
[00:17:50.320 --> 00:17:52.320]  如果上帝要你做的事情你做就推
[00:17:52.320 --> 00:17:54.320]  就是很
[00:17:54.320 --> 00:17:56.320]  講得足一點的
[00:17:56.320 --> 00:17:58.320]  就是捷福
[00:17:58.320 --> 00:18:00.320]  很負面的
[00:18:00.320 --> 00:18:02.320]  第三
[00:18:02.320 --> 00:18:04.320]  第三人生的觀念比較正面
[00:18:04.320 --> 00:18:06.320]  就是正面去看年紀漸長
[00:18:06.320 --> 00:18:08.320]  因為年紀越來越大的時候
[00:18:08.320 --> 00:18:10.320]  是一個寶貝來的
[00:18:10.320 --> 00:18:12.320]  很珍貴的
