
[00:00:00.000 --> 00:00:02.000]  這次真是讀經的時候了
[00:03:10.000 --> 00:03:13.000]  會不會有些信徒或基督徒
[00:03:13.000 --> 00:03:14.400]  因為聽見真理
[00:03:14.400 --> 00:03:16.400]  就會發怒?
[00:03:16.400 --> 00:03:17.800]  有沒有?
[00:03:17.800 --> 00:03:19.400]  有沒有試過?
[00:03:19.400 --> 00:03:22.200]  聽到上帝的真理會動了怒氣
[00:03:22.200 --> 00:03:23.200]  會發怒
[00:03:23.200 --> 00:03:24.400]  可能會有
[00:03:24.400 --> 00:03:26.000]  否則《雅各》就不用叫我們
[00:03:26.000 --> 00:03:27.400]  在領受真理的時候
[00:03:27.400 --> 00:03:29.200]  要慢慢的動腦
[00:03:29.200 --> 00:03:30.000]  對不對?
[00:03:30.000 --> 00:03:32.400]  事實上我們有這些例子
[00:03:32.400 --> 00:03:34.400]  你看聖經其實有沒有留意
[00:03:34.400 --> 00:03:35.600]  最典型的
[00:03:35.600 --> 00:03:36.400]  我一說你就知道
[00:03:36.400 --> 00:03:37.400]  若拿
[00:03:37.400 --> 00:03:39.600]  若拿是否一個
[00:03:39.600 --> 00:03:41.000]  慢慢的動腦的人
[00:03:41.000 --> 00:03:42.600]  當他聽到上帝的吩咐
[00:03:42.600 --> 00:03:43.600]  不是的
[00:03:43.600 --> 00:03:45.000]  他很快就動腦了
[00:03:45.000 --> 00:03:47.000]  如果你記得若拿書說到
[00:03:47.000 --> 00:03:50.400]  上帝猜險若拿才知他來尼美城
[00:03:50.400 --> 00:03:53.200]  來宣告一個審判的訊息
[00:03:53.200 --> 00:03:54.400]  是吧?
[00:03:54.400 --> 00:03:57.000]  但一開始若拿是左閃右避的
[00:03:57.000 --> 00:03:58.000]  死都不肯去
[00:03:58.000 --> 00:03:58.600]  為什麼?
[00:03:58.600 --> 00:03:59.600]  他是不是害怕?
[00:03:59.600 --> 00:04:00.800]  他是不是害怕?
[00:04:00.800 --> 00:04:02.000]  他是不是害怕去到
[00:04:02.000 --> 00:04:03.600]  亞述敵人的國家
[00:04:03.600 --> 00:04:04.800]  去到敵人的陣地
[00:04:04.800 --> 00:04:06.800]  還要說一些不吉利的話
[00:04:06.800 --> 00:04:08.800]  害怕自己生命有危險?
[00:04:08.800 --> 00:04:10.600]  他一點都不害怕
[00:04:10.600 --> 00:04:11.600]  他害怕的是什麼?
[00:04:11.600 --> 00:04:12.800]  為什麼不去?
[00:04:12.800 --> 00:04:14.800]  他害怕的是
[00:04:14.800 --> 00:04:19.000]  假如當他們聽到上帝的真理
[00:04:19.000 --> 00:04:21.000]  萬一他們真的接受悔改
[00:04:21.000 --> 00:04:22.200]  那又如何?
[00:04:22.200 --> 00:04:24.400]  那上帝就會赦免他們
[00:04:24.400 --> 00:04:27.000]  他最怕、最不想見到這件事
[00:04:27.000 --> 00:04:29.000]  但當然事實往往是怎樣?
[00:04:29.000 --> 00:04:30.800]  你最害怕見到的東西
[00:04:30.800 --> 00:04:33.200]  通常真的會出現發生
[00:04:33.200 --> 00:04:35.200]  於是乎
[00:04:35.200 --> 00:04:38.400]  尼里未成當聽到若拿的宣講之後
[00:04:38.400 --> 00:04:41.600]  全城上下的人都真的披麻蒙灰
[00:04:41.600 --> 00:04:44.000]  來向上帝認罪悔改
[00:04:44.000 --> 00:04:46.800]  結果上帝也赦免他們
[00:04:46.800 --> 00:04:49.400]  沒有像原本的想法那樣
[00:04:49.400 --> 00:04:52.000]  降災來毀滅他們
[00:04:52.000 --> 00:04:53.800]  若拿開心嗎?
[00:04:53.800 --> 00:04:55.400]  有人得救
[00:04:55.400 --> 00:04:56.200]  很奇怪吧?
[00:04:56.200 --> 00:04:57.400]  有人得救、有人接受真理
[00:04:57.400 --> 00:04:59.600]  反而一個先知會不開心
[00:04:59.600 --> 00:05:01.000]  因為他認為
[00:05:01.000 --> 00:05:03.000]  這一班人這麼壞
[00:05:03.000 --> 00:05:04.400]  應該怎樣?
[00:05:04.400 --> 00:05:06.200]  該死的
[00:05:06.200 --> 00:05:09.400]  不應該同情、可憐、原諒他們
[00:05:09.400 --> 00:05:13.800]  但上帝竟然放過這班壞人
[00:05:13.800 --> 00:05:15.000]  若拿就覺得
[00:05:15.000 --> 00:05:17.600]  上帝的道理很不合理
[00:05:17.600 --> 00:05:19.200]  宗教不是這樣計算的
[00:05:19.200 --> 00:05:20.600]  很不公道
[00:05:20.600 --> 00:05:22.600]  若拿覺得自己先有道理
[00:05:22.600 --> 00:05:24.200]  於是乎是怎樣?
[00:05:24.200 --> 00:05:26.200]  他向上帝發脾氣
[00:05:26.200 --> 00:05:27.800]  大大的發怒
[00:05:27.800 --> 00:05:30.400]  你看到人在聽見真道
[00:05:30.400 --> 00:05:32.000]  遇見上帝的安排時
[00:05:32.000 --> 00:05:33.400]  他不一定是開心的
[00:05:33.400 --> 00:05:35.000]  可以是動怒氣
[00:05:35.000 --> 00:05:36.800]  另一些實際的例子
[00:05:36.800 --> 00:05:38.000]  我們也看過了
[00:05:38.000 --> 00:05:40.000]  新約主耶穌
[00:05:40.000 --> 00:05:41.000]  在四福音中
[00:05:41.000 --> 00:05:44.000]  當耶穌來尋找甚麼人
[00:05:44.000 --> 00:05:46.400]  尋找的他自己也說
[00:05:46.400 --> 00:05:47.400]  我不是來找義人
[00:05:47.400 --> 00:05:49.400]  我是來找罪人
[00:05:49.400 --> 00:05:50.600]  於是乎你常常見到
[00:05:50.600 --> 00:05:52.400]  耶穌在公開場合
[00:05:52.400 --> 00:05:56.800]  會和稅吏、罪人交往
[00:05:56.800 --> 00:05:58.400]  甚至吃喝
[00:05:58.400 --> 00:06:00.400]  哪些人不喜歡?
[00:06:00.400 --> 00:06:01.600]  明明很好
[00:06:01.600 --> 00:06:02.800]  真理得到彰顯
[00:06:02.800 --> 00:06:04.400]  福音得到講傳
[00:06:04.400 --> 00:06:06.400]  但哪些人不開心?
[00:06:06.400 --> 00:06:09.800]  當時的宗教領袖不滿意
[00:06:09.800 --> 00:06:11.200]  為甚麼?
[00:06:11.200 --> 00:06:15.400]  覺得耶穌在破壞規矩
[00:06:15.400 --> 00:06:19.800]  挑戰我們所信奉的傳統
[00:06:19.800 --> 00:06:23.200]  所以他們不但不會快快地聽
[00:06:23.200 --> 00:06:24.800]  簡直是甚麼?
[00:06:24.800 --> 00:06:25.800]  不聽
[00:06:25.800 --> 00:06:27.800]  簡直是掩耳
[00:06:27.800 --> 00:06:30.800]  對耶穌的真理完全聽不入耳
[00:06:30.800 --> 00:06:32.400]  甚至他們發怒
[00:06:32.400 --> 00:06:33.200]  發怒到一個地步
[00:06:33.200 --> 00:06:34.600]  要怎樣?
[00:06:34.600 --> 00:06:37.000]  要讓耶穌消失
[00:06:37.000 --> 00:06:38.600]  所以聖經有很多例子
[00:06:38.600 --> 00:06:40.000]  都說到
[00:06:40.000 --> 00:06:42.200]  或者對比今日
[00:06:42.200 --> 00:06:44.800]  當人在社會生活得久
[00:06:44.800 --> 00:06:46.200]  打滾得越久
[00:06:46.200 --> 00:06:48.400]  很多時就會累積了
[00:06:48.400 --> 00:06:51.600]  一些很牢固的想法
[00:06:51.600 --> 00:06:52.800]  或者價值觀念
[00:06:52.800 --> 00:06:53.800]  當中有些是好
[00:06:53.800 --> 00:06:57.000]  有些亦都不是太好
[00:06:57.000 --> 00:06:58.400]  但這樣就越容易
[00:06:58.400 --> 00:07:00.800]  跌落一個試探
[00:07:00.800 --> 00:07:03.200]  就是他會不自覺地
[00:07:03.200 --> 00:07:04.800]  自己也有尺子
[00:07:04.800 --> 00:07:06.400]  他會用自己的尺子
[00:07:06.400 --> 00:07:08.200]  不單量度他身邊的人
[00:07:08.200 --> 00:07:10.000]  還會量度甚麼?
[00:07:10.000 --> 00:07:13.800]  量度上帝說的話是否合聽
[00:07:13.800 --> 00:07:15.600]  他會用他的主觀意願
[00:07:15.600 --> 00:07:18.800]  來到我們常說的選擇性收聽
[00:07:18.800 --> 00:07:20.400]  甚至進行
[00:07:20.400 --> 00:07:23.400]  那些自己認為合理的聖經教導
[00:07:23.400 --> 00:07:27.600]  那些覺得合聽的上帝身輔
[00:07:27.600 --> 00:07:30.000]  很多時如果當上帝
[00:07:30.000 --> 00:07:32.400]  不按照他的主觀意願
[00:07:32.400 --> 00:07:34.800]  來行事安排的時候
[00:07:34.800 --> 00:07:38.200]  又或者上帝一些真理教導
[00:07:38.200 --> 00:07:41.600]  真的衝擊著他一些想法
[00:07:41.600 --> 00:07:43.200]  一些行為的時候
[00:07:43.200 --> 00:07:44.600]  就會怎樣?
[00:07:44.600 --> 00:07:47.000]  就會馬上啟動防衛機制
[00:07:47.000 --> 00:07:48.200]  我們都很明白
[00:07:48.200 --> 00:07:49.800]  一啟動防衛機制
[00:07:49.800 --> 00:07:53.000]  一是選擇對抗真理
[00:07:53.000 --> 00:07:54.000]  不跟
[00:07:54.000 --> 00:07:55.400]  又或者甚至乎
[00:07:55.400 --> 00:07:57.400]  好像剛才我們所說的例子
[00:07:57.400 --> 00:07:58.800]  他會發怒
[00:07:58.800 --> 00:08:01.000]  用怒氣、憤怒的方式
[00:08:01.000 --> 00:08:03.200]  來回應上帝
[00:08:03.200 --> 00:08:04.800]  正如《雅各書》
[00:08:04.800 --> 00:08:06.000]  如果你還記得上次
[00:08:06.000 --> 00:08:08.400]  我們說第二節的時候
[00:08:08.400 --> 00:08:10.000]  雅各就勸
[00:08:10.000 --> 00:08:11.400]  我的弟兄們
[00:08:11.400 --> 00:08:14.000]  你們落在百般的試驗中
[00:08:14.000 --> 00:08:17.600]  都要怎樣?
[00:08:17.600 --> 00:08:22.200]  都要以為大喜樂
[00:08:22.200 --> 00:08:24.200]  你覺得當你聽到這句說話的時候
[00:08:24.200 --> 00:08:25.800]  或者你想起當時的情景
[00:08:25.800 --> 00:08:27.800]  是否所有的讀者
[00:08:27.800 --> 00:08:30.200]  每個信徒聽到這段說話
[00:08:30.200 --> 00:08:32.600]  落在百般的試驗的時候
[00:08:32.600 --> 00:08:34.400]  都要大喜樂
[00:08:34.400 --> 00:08:35.600]  你會不會馬上說
[00:08:35.600 --> 00:08:37.600]  Amen!感謝主!
[00:08:37.600 --> 00:08:39.600]  你覺得會不會每個人都是這樣?
[00:08:39.600 --> 00:08:41.200]  大概不會
[00:08:41.200 --> 00:08:44.000]  似乎未必每個人聽到這番真理
[00:08:44.000 --> 00:08:46.800]  都會馬上欣然去接受
[00:08:46.800 --> 00:08:49.800]  特別當假如真是當事人
[00:08:49.800 --> 00:08:52.400]  他真正經歷很大的試驗
[00:08:52.400 --> 00:08:54.800]  真是落入一個苦難的裏面
[00:08:54.800 --> 00:08:58.200]  他可能不單單不會多謝雅各
[00:08:58.200 --> 00:09:01.000]  不會感謝上帝給他這方面的教導
[00:09:01.000 --> 00:09:02.800]  反而會怎樣?
[00:09:02.800 --> 00:09:06.200]  用一些我們今天有時會說的術語
[00:09:06.200 --> 00:09:07.600]  吐槽
[00:09:07.600 --> 00:09:09.400]  向雅各吐槽
[00:09:09.400 --> 00:09:10.000]  即是說
[00:09:10.000 --> 00:09:12.800]  覺得你唱高調而已
[00:09:12.800 --> 00:09:14.400]  受苦的又不是你
[00:09:14.400 --> 00:09:16.400]  你當然是風涼
[00:09:16.400 --> 00:09:19.400]  你教的東西
[00:09:19.400 --> 00:09:23.400]  有點違反人情常理
[00:09:23.400 --> 00:09:26.200]  不太接地氣
[00:09:26.200 --> 00:09:27.800]  於是就會怎樣?
[00:09:27.800 --> 00:09:28.800]  反彈
[00:09:28.800 --> 00:09:31.200]  甚至乎憤怒
[00:09:31.200 --> 00:09:35.000]  所以其實雅各在這裏提醒我們每一個
[00:09:35.000 --> 00:09:38.200]  面對上帝的真理的時候
[00:09:38.200 --> 00:09:41.200]  他希望我們懂得快快的聽
[00:09:41.200 --> 00:09:42.600]  慢慢的說
[00:09:42.600 --> 00:09:46.000]  慢慢的動腦
[00:09:46.000 --> 00:09:49.000]  在這裏快和慢
[00:09:49.000 --> 00:09:51.200]  不是說速度的意思
[00:09:51.200 --> 00:09:55.800]  是說我們接收上帝的真理
[00:09:55.800 --> 00:09:57.800]  接收聖經教導的時候
[00:09:57.800 --> 00:10:00.600]  的一種態度應該是怎樣
[00:10:00.600 --> 00:10:02.800]  快其實背後的意思是說
[00:10:02.800 --> 00:10:05.800]  你要敏銳地聽
[00:10:05.800 --> 00:10:08.600]  細心地聽
[00:10:08.600 --> 00:10:10.800]  慢其實是說
[00:10:10.800 --> 00:10:12.800]  你要謹慎
[00:10:12.800 --> 00:10:14.400]  你不要急著急
[00:10:14.400 --> 00:10:15.600]  這樣的意思
[00:10:15.600 --> 00:10:17.200]  雅各提醒我們
[00:10:17.200 --> 00:10:20.800]  第一方面要留心聽上帝的道
[00:10:20.800 --> 00:10:22.800]  先聽完
[00:10:22.800 --> 00:10:24.800]  先聽清楚
[00:10:24.800 --> 00:10:26.800]  如果不明白
[00:10:26.800 --> 00:10:28.400]  可以再聽
[00:10:28.400 --> 00:10:29.400]  再問
[00:10:29.400 --> 00:10:34.200]  或者你讀過一些輔導課程
[00:10:34.200 --> 00:10:34.800]  你也會知道
[00:10:34.800 --> 00:10:36.200]  當聆聽的時候要怎樣?
[00:10:36.200 --> 00:10:37.400]  要複述
[00:10:37.400 --> 00:10:38.400]  對方說完之後
[00:10:38.400 --> 00:10:40.200]  你要複述是否這個意思
[00:10:40.200 --> 00:10:43.200]  以致你不會聽錯、聽漏
[00:10:43.200 --> 00:10:45.600]  上帝的道一樣
[00:10:45.600 --> 00:10:47.200]  你反覆探索一下
[00:10:47.200 --> 00:10:49.600]  看看自己有沒有聽錯、聽漏
[00:10:49.600 --> 00:10:52.200]  誤解了上帝的真理
[00:10:52.200 --> 00:10:54.200]  這是第一樣雅各提醒我們的
[00:10:54.200 --> 00:10:55.800]  第二方面就是
[00:10:55.800 --> 00:10:58.800]  要謹慎回應聖經的教導
[00:10:58.800 --> 00:11:02.200]  意思是你不要急於批評
[00:11:02.200 --> 00:11:03.600]  甚至論斷
[00:11:03.600 --> 00:11:06.200]  那些你認為已經有點不合時宜
[00:11:06.200 --> 00:11:09.400]  好像不太合時宜
[00:11:09.400 --> 00:11:12.400]  或者很離地的聖經教導
[00:11:12.400 --> 00:11:14.200]  你覺得好像不切實際
[00:11:14.200 --> 00:11:16.200]  但是慢慢來
[00:11:16.200 --> 00:11:18.200]  不要急於下定論
[00:11:18.200 --> 00:11:21.200]  甚至你和上帝爭拗
[00:11:21.200 --> 00:11:22.600]  甚至談判
[00:11:22.600 --> 00:11:27.400]  我經常覺得有一句提醒很重要
[00:11:27.400 --> 00:11:30.000]  我們經常說上帝是永活的上帝
[00:11:30.000 --> 00:11:31.200]  對不對?
[00:11:31.200 --> 00:11:33.200]  應該沒有人會反對
[00:11:33.200 --> 00:11:36.200]  什麼叫做永活的上帝?
[00:11:36.200 --> 00:11:40.800]  永活是否他永遠存在活著?
[00:11:40.800 --> 00:11:42.200]  當然是
[00:11:42.200 --> 00:11:43.800]  好像欺騙大家一樣
[00:11:43.800 --> 00:11:44.600]  大家不出聲
[00:11:44.600 --> 00:11:45.800]  怕我安裝彈弓
[00:11:45.800 --> 00:11:47.400]  永活的上帝固然是
[00:11:47.400 --> 00:11:50.200]  他所說的永遠的活著
[00:11:50.200 --> 00:11:52.400]  昔在今在永在
[00:11:52.400 --> 00:11:55.400]  是不是只是活著這麼簡單?
[00:11:55.400 --> 00:11:58.600]  其實當我們說上帝是永活的時候
[00:11:58.600 --> 00:12:00.400]  包括他的話語
[00:12:00.400 --> 00:12:02.400]  他的教導都是永活的
[00:12:02.400 --> 00:12:03.800]  意思是什麼?
[00:12:03.800 --> 00:12:05.800]  以前有用
[00:12:05.800 --> 00:12:07.400]  現在有用
[00:12:07.400 --> 00:12:10.000]  將來永遠都有用
[00:12:10.000 --> 00:12:12.400]  上帝的道都是永活的
[00:12:12.400 --> 00:12:13.800]  不會過時
[00:12:13.800 --> 00:12:15.400]  不會勾的
[00:12:15.400 --> 00:12:16.400]  是不是?
[00:12:16.400 --> 00:12:19.200]  有可能我們覺得不中聽
[00:12:19.200 --> 00:12:20.200]  不舒服
[00:12:20.200 --> 00:12:24.000]  是上帝搞錯
[00:12:24.000 --> 00:12:26.400]  還是我們只不過這一刻
[00:12:26.400 --> 00:12:29.800]  未能完全領悟和明白呢?
[00:12:29.800 --> 00:12:31.800]  這就是雅各提醒我們
[00:12:31.800 --> 00:12:33.400]  所以要謹慎回應
[00:12:33.400 --> 00:12:35.400]  你知道上帝不會搞錯
[00:12:35.400 --> 00:12:37.800]  只不過可能我們在這一刻
[00:12:37.800 --> 00:12:41.000]  未能完全理解背後的意思
[00:12:41.000 --> 00:12:42.400]  所以
[00:12:42.400 --> 00:12:43.800]  雅各提醒我們
[00:12:43.800 --> 00:12:45.600]  不要急於對聖經的教導
[00:12:45.600 --> 00:12:47.400]  太快就有定案
[00:12:47.400 --> 00:12:49.400]  不要急於下結論
[00:12:49.400 --> 00:12:52.400]  你認為上帝這樣吩咐我
[00:12:52.400 --> 00:12:53.800]  是不可能的
[00:12:53.800 --> 00:12:55.200]  不合理的
[00:12:55.200 --> 00:12:56.400]  我怎麼做呢?
[00:12:56.400 --> 00:12:58.800]  你要愛那些迫害我的人
[00:12:58.800 --> 00:13:00.400]  不合理的
[00:13:00.400 --> 00:13:01.400]  那些人這麼壞
[00:13:01.400 --> 00:13:03.200]  你還要我愛他、幫他
[00:13:03.200 --> 00:13:04.000]  不合理的
[00:13:04.000 --> 00:13:05.200]  我做不到
[00:13:05.200 --> 00:13:07.800]  不要這麼快下定論
[00:13:07.800 --> 00:13:09.400]  這是第二方面
[00:13:09.400 --> 00:13:10.400]  第三方面
[00:13:10.400 --> 00:13:11.400]  雅各提醒我們
[00:13:11.400 --> 00:13:13.000]  慢慢的動路
[00:13:13.000 --> 00:13:15.600]  意思是好好控制你的情緒
[00:13:15.600 --> 00:13:17.200]  控制你的脾氣
[00:13:17.200 --> 00:13:20.600]  特別當我們一些人性的陰暗面
[00:13:20.600 --> 00:13:23.800]  被真理光照的時候
[00:13:23.800 --> 00:13:27.400]  當上帝吉中你一些死穴的時候
[00:13:27.400 --> 00:13:30.200]  吉得你很痛、很不舒服的時候
[00:13:30.200 --> 00:13:32.800]  你很想發怒
[00:13:32.800 --> 00:13:35.600]  很想去抗衡真理的時候
[00:13:35.600 --> 00:13:38.600]  甚至很想和上帝對著幹
[00:13:38.600 --> 00:13:39.400]  好像若拿一樣
[00:13:39.400 --> 00:13:40.400]  上帝叫你去東
[00:13:40.400 --> 00:13:41.800]  你就去西的時候
[00:13:41.800 --> 00:13:44.800]  實際上有這個方法
[00:13:44.800 --> 00:13:47.200]  有沒有聽過六秒原則?
[00:13:47.200 --> 00:13:50.200]  就是你嘗試深呼吸
[00:13:50.200 --> 00:13:52.200]  忍住一口氣六秒
[00:13:52.200 --> 00:13:53.400]  深呼吸不是這樣
[00:13:53.400 --> 00:13:55.200]  不是像跳跳虎那樣
[00:13:55.200 --> 00:13:56.600]  不是那種
[00:13:56.600 --> 00:13:57.600]  這樣代表什麼?
[00:13:57.600 --> 00:13:59.200]  這樣代表準備作戰
[00:13:59.200 --> 00:14:01.000]  如果你用胸腔來呼吸
[00:14:01.000 --> 00:14:02.400]  你試做一次就知道
[00:14:02.400 --> 00:14:06.000]  即是準備去again作戰
[00:14:06.000 --> 00:14:08.600]  相反你是複式呼吸
[00:14:08.600 --> 00:14:10.600]  用肚子向下呼吸
[00:14:10.600 --> 00:14:11.800]  唱歌的人會明白
[00:14:11.800 --> 00:14:13.600]  向下吸深一點
[00:14:13.600 --> 00:14:16.000]  自然就會怎樣?
[00:14:16.000 --> 00:14:17.000]  還要忍六秒
[00:14:17.000 --> 00:14:20.400]  其實我們人體的機制
[00:14:20.400 --> 00:14:22.600]  如果你有聽過一顆叫杏仁核
[00:14:22.600 --> 00:14:24.400]  真的像杏仁那麼大顆
[00:14:24.400 --> 00:14:25.600]  在你的腦裏面
[00:14:25.600 --> 00:14:28.200]  那顆東西是管理你的情緒
[00:14:28.200 --> 00:14:30.600]  原來你深呼吸
[00:14:30.600 --> 00:14:34.200]  數六秒就會讓你這顆杏仁核
[00:14:34.200 --> 00:14:35.200]  沒那麼活躍
[00:14:35.200 --> 00:14:37.000]  沒那麼容易生氣
[00:14:37.000 --> 00:14:39.600]  會減低你一些壓力的荷爾蒙
[00:14:39.600 --> 00:14:41.800]  你就會舒緩到
[00:14:41.800 --> 00:14:43.000]  沒那麼快
[00:14:43.000 --> 00:14:45.200]  沒那麼容易被自己有怒氣
[00:14:45.200 --> 00:14:46.800]  但不會爆出來
[00:14:46.800 --> 00:14:49.800]  讓自己冷靜一點的時候
[00:14:49.800 --> 00:14:51.000]  就提醒自己
[00:14:51.000 --> 00:14:54.200]  沒錯我真的對上帝的教導
[00:14:54.200 --> 00:14:56.800]  對聖經真理感到懷疑
[00:14:56.800 --> 00:14:58.800]  感到不公道甚至激氣
[00:14:58.800 --> 00:15:01.200]  我不明白上帝為什麼要我這樣做
[00:15:01.200 --> 00:15:04.200]  我不明白為什麼上帝要這樣
[00:15:04.200 --> 00:15:06.000]  安排一些我不喜歡的人
[00:15:06.000 --> 00:15:07.800]  或者事情發生在我身上
[00:15:07.800 --> 00:15:12.000]  但是我知道上帝沒有搞錯
[00:15:12.000 --> 00:15:15.200]  一定有好的東西在
[00:15:15.200 --> 00:15:20.000]  一定有你的心意等著我去領受
[00:15:20.000 --> 00:15:22.000]  這就是雅各所說
[00:15:22.000 --> 00:15:24.200]  萬萬動腦的意思
[00:15:24.200 --> 00:15:25.800]  不是說不可以有情緒
[00:15:25.800 --> 00:15:28.200]  是怎樣控制你的情緒
[00:15:28.200 --> 00:15:30.800]  以至到像雅各所說
[00:15:30.800 --> 00:15:32.400]  先處理好你的情緒
[00:15:32.400 --> 00:15:33.400]  你的脾氣
[00:15:33.600 --> 00:15:38.000]  這樣我們才有空間去成就上帝的義
[00:15:38.000 --> 00:15:41.000]  來進行祂的吩咐
[00:15:41.000 --> 00:15:43.200]  活出祂對我們的期望
[00:15:43.200 --> 00:15:45.400]  所以雅各這裡勉勵我們
[00:15:45.400 --> 00:15:47.600]  你要好好預備自己
[00:15:47.600 --> 00:15:52.800]  他用一個當時都明白的比喻
[00:15:52.800 --> 00:15:54.800]  你要像耕田一樣
[00:15:54.800 --> 00:15:56.600]  你就是那塊田
[00:15:56.600 --> 00:15:59.600]  你要好好預備你那塊心靈的田
[00:15:59.600 --> 00:16:02.200]  成為一個好的土壤
[00:16:02.200 --> 00:16:05.200]  就是對上帝存著一個
[00:16:05.200 --> 00:16:07.800]  柔和謙卑的態度
[00:16:07.800 --> 00:16:10.200]  你樂意接受他的管教
[00:16:10.200 --> 00:16:11.400]  因為你知道
[00:16:11.400 --> 00:16:13.600]  可能會不中聽不舒服
[00:16:13.600 --> 00:16:15.600]  但一定對你好
[00:16:15.600 --> 00:16:19.000]  並且好像二十一節所說
[00:16:19.000 --> 00:16:20.800]  不單止要柔和謙卑
[00:16:20.800 --> 00:16:22.200]  還要除草
[00:16:22.200 --> 00:16:24.000]  就是將你
