
[00:00:00.000 --> 00:00:03.480]  在這個時間我們一起來聆聽一段經文
[00:04:34.720 --> 00:04:36.720]  約書亞和整個軍隊
[00:04:36.720 --> 00:04:38.720]  怎樣去打勝
[00:04:38.720 --> 00:04:40.720]  迦南地裏面
[00:04:40.720 --> 00:04:42.720]  南至北的這些諸王
[00:04:42.720 --> 00:04:44.720]  在經文裏面特別記載著
[00:04:44.720 --> 00:04:46.720]  在這一班的王
[00:04:46.720 --> 00:04:48.720]  他們是聯合成為一個聯軍
[00:04:48.720 --> 00:04:50.720]  來攻打他們
[00:04:50.720 --> 00:04:52.720]  不過約書亞一次又一次
[00:04:52.720 --> 00:04:54.720]  這樣戰勝了他們
[00:04:54.720 --> 00:04:56.720]  那裏講
[00:04:56.720 --> 00:04:58.720]  以色列奪了那全地山地
[00:04:58.720 --> 00:05:00.720]  一帶南地
[00:05:00.720 --> 00:05:02.720]  高原
[00:05:02.720 --> 00:05:04.720]  阿拉巴
[00:05:04.720 --> 00:05:06.720]  以色列的山地和山下的平原
[00:05:06.720 --> 00:05:08.720]  從上西爾的哈拉山
[00:05:08.720 --> 00:05:10.720]  直到黑門山
[00:05:10.720 --> 00:05:12.720]  下的黎巴嫩平原
[00:05:12.720 --> 00:05:14.720]  的巴力加特
[00:05:14.720 --> 00:05:16.720]  在這裏面我們見到
[00:05:16.720 --> 00:05:18.720]  地域其實由南至北
[00:05:18.720 --> 00:05:20.720]  幅員是很廣的
[00:05:20.720 --> 00:05:22.720]  更加重要的
[00:05:22.720 --> 00:05:24.720]  他講的不只是地方
[00:05:24.720 --> 00:05:26.720]  來到去打勝了
[00:05:26.720 --> 00:05:28.720]  他更加要講到
[00:05:28.720 --> 00:05:30.720]  很多諸王
[00:05:30.720 --> 00:05:32.720]  所有的王
[00:05:32.720 --> 00:05:34.720]  他們就在約書亞的軍隊
[00:05:34.720 --> 00:05:36.720]  在上帝的帶領之下
[00:05:36.720 --> 00:05:38.720]  一一的來到去戰勝
[00:05:38.720 --> 00:05:40.720]  值得留意的就是
[00:05:40.720 --> 00:05:42.720]  在經文裏面特別記載
[00:05:42.720 --> 00:05:44.720]  約書亞
[00:05:44.720 --> 00:05:46.720]  或者整個耶和華的軍隊
[00:05:46.720 --> 00:05:48.720]  與諸王爭戰了許多的年日
[00:05:48.720 --> 00:05:50.720]  爭戰了許多年日
[00:05:50.720 --> 00:05:52.720]  有多少年日呢
[00:05:52.720 --> 00:05:54.720]  其實在經文裏面沒有特別講的
[00:05:54.720 --> 00:05:56.720]  不過有些聖經學者
[00:05:56.720 --> 00:05:58.720]  就去做一些計算
[00:05:58.720 --> 00:06:00.720]  大概在
[00:06:00.720 --> 00:06:02.720]  爭戰的年日
[00:06:02.720 --> 00:06:04.720]  大概有五至七年
[00:06:04.720 --> 00:06:06.720]  有這五至七年裏面
[00:06:06.720 --> 00:06:08.720]  綿綿不絕的
[00:06:08.720 --> 00:06:10.720]  打仗
[00:06:10.720 --> 00:06:12.720]  一場又一場
[00:06:12.720 --> 00:06:14.720]  一場比一場更加難打
[00:06:14.720 --> 00:06:16.720]  就是一個很長的
[00:06:16.720 --> 00:06:18.720]  韌力戰
[00:06:18.720 --> 00:06:20.720]  以致他們就可以打贏
[00:06:20.720 --> 00:06:22.720]  這些聯軍的軍隊
[00:06:22.720 --> 00:06:24.720]  值得注意
[00:06:24.720 --> 00:06:26.720]  除了是講那個時間之外
[00:06:26.720 --> 00:06:28.720]  在五至七年裏面
[00:06:28.720 --> 00:06:30.720]  其實其他外邦 其他諸王
[00:06:30.720 --> 00:06:32.720]  都會見到耶和華軍隊的作為
[00:06:32.720 --> 00:06:34.720]  特別是講到
[00:06:34.720 --> 00:06:36.720]  很多的
[00:06:36.720 --> 00:06:38.720]  打仗 行軍裏面
[00:06:38.720 --> 00:06:40.720]  致勝的秘訣不是在講
[00:06:40.720 --> 00:06:42.720]  以色列的軍隊有多精良的武器
[00:06:42.720 --> 00:06:44.720]  或者他們純粹
[00:06:44.720 --> 00:06:46.720]  在戰術上的運用
[00:06:46.720 --> 00:06:48.720]  在他們當中裏面
[00:06:48.720 --> 00:06:50.720]  他們知道
[00:06:50.720 --> 00:06:52.720]  有一個神叫做耶和華上帝
[00:06:52.720 --> 00:06:54.720]  與這一隊的軍隊
[00:06:54.720 --> 00:06:56.720]  與約書亞同在
[00:06:56.720 --> 00:06:58.720]  以致到他們戰無不勝
[00:06:58.720 --> 00:07:00.720]  這些諸王見到
[00:07:00.720 --> 00:07:02.720]  整個以色列軍隊
[00:07:02.720 --> 00:07:04.720]  打贏仗之後
[00:07:04.720 --> 00:07:06.720]  他們有什麼反應呢
[00:07:06.720 --> 00:07:08.720]  經文裏面講
[00:07:08.720 --> 00:07:10.720]  沒有一城
[00:07:10.720 --> 00:07:12.720]  與以色列人講和
[00:07:12.720 --> 00:07:14.720]  只有欺騙的希美人
[00:07:14.720 --> 00:07:16.720]  跟他們講和
[00:07:16.720 --> 00:07:18.720]  其他的城 其他的王
[00:07:18.720 --> 00:07:20.720]  見到他們打贏仗
[00:07:20.720 --> 00:07:22.720]  軍隊的名來到打仗的時候
[00:07:22.720 --> 00:07:24.720]  他們都不會
[00:07:24.720 --> 00:07:26.720]  來到為了這些戰勝
[00:07:26.720 --> 00:07:28.720]  而有一些
[00:07:28.720 --> 00:07:30.720]  改變自己的立場
[00:07:30.720 --> 00:07:32.720]  在這裏面 在近東當時
[00:07:32.720 --> 00:07:34.720]  軍隊 政治
[00:07:34.720 --> 00:07:36.720]  和宗教
[00:07:36.720 --> 00:07:38.720]  三者是一起捆綁在一起
[00:07:38.720 --> 00:07:40.720]  講和的意思
[00:07:40.720 --> 00:07:42.720]  不是純粹講政治性 你不要打我了
[00:07:42.720 --> 00:07:44.720]  算了 講和的意思
[00:07:44.720 --> 00:07:46.720]  不單止是講
[00:07:46.720 --> 00:07:48.720]  他們在軍事上放棄
[00:07:48.720 --> 00:07:50.720]  不再進攻
[00:07:50.720 --> 00:07:52.720]  更加重要的就是講和
[00:07:52.720 --> 00:07:54.720]  歸順敵方
[00:07:54.720 --> 00:07:56.720]  所敬拜的神
[00:07:56.720 --> 00:07:58.720]  他們在政治上臣服
[00:07:58.720 --> 00:08:00.720]  在宗教上
[00:08:00.720 --> 00:08:02.720]  他們都是臣服在
[00:08:02.720 --> 00:08:04.720]  打贏了的那一方
[00:08:04.720 --> 00:08:06.720]  或者耶和華軍隊
[00:08:06.720 --> 00:08:08.720]  帶著耶和華的名號
[00:08:08.720 --> 00:08:10.720]  這班人似乎
[00:08:10.720 --> 00:08:12.720]  繼續來拒絕耶和華上帝
[00:08:12.720 --> 00:08:14.720]  只有欺騙的希美人
[00:08:14.720 --> 00:08:16.720]  他們願意歸順
[00:08:16.720 --> 00:08:18.720]  所以在經文裏面
[00:08:18.720 --> 00:08:20.720]  我們見到之前他們不單止是講和的
[00:08:20.720 --> 00:08:22.720]  他們還要敬拜上帝
[00:08:22.720 --> 00:08:24.720]  在殿裏面
[00:08:24.720 --> 00:08:26.720]  來施跡 原因就是他們
[00:08:26.720 --> 00:08:28.720]  連自己的信仰
[00:08:28.720 --> 00:08:30.720]  都改換
[00:08:30.720 --> 00:08:32.720]  不過在迦南諸王裏面
[00:08:32.720 --> 00:08:34.720]  他們沒有人願意
[00:08:34.720 --> 00:08:36.720]  成為一個講和的
[00:08:36.720 --> 00:08:38.720]  團隊
[00:08:38.720 --> 00:08:40.720]  反而他們繼續來群起攻之
[00:08:40.720 --> 00:08:42.720]  他們希望藉著
[00:08:42.720 --> 00:08:44.720]  他們自己所保佑他們的
[00:08:44.720 --> 00:08:46.720]  那個神明
[00:08:46.720 --> 00:08:48.720]  希望幫他們打勝這一場仗
[00:08:48.720 --> 00:08:50.720]  不過經過五至七年的日子
[00:08:50.720 --> 00:08:52.720]  其實很足夠時間驗證
[00:08:52.720 --> 00:08:54.720]  他們的神
[00:08:54.720 --> 00:08:56.720]  是沒有辦法幫助他們
[00:08:56.720 --> 00:08:58.720]  只有耶和華上帝可以保護
[00:08:58.720 --> 00:09:00.720]  和帶領以色列的軍隊
[00:09:00.720 --> 00:09:02.720]  一齊來打贏
[00:09:02.720 --> 00:09:04.720]  一次又一次的勝仗
[00:09:04.720 --> 00:09:06.720]  在經文裏面
[00:09:06.720 --> 00:09:08.720]  特別在第二十二節
[00:09:08.720 --> 00:09:10.720]  特別的
[00:09:10.720 --> 00:09:12.720]  來到
[00:09:12.720 --> 00:09:14.720]  第二十節裏面
[00:09:14.720 --> 00:09:16.720]  講到耶和華的意思
[00:09:16.720 --> 00:09:18.720]  是要使那些
[00:09:18.720 --> 00:09:20.720]  諸王的心
[00:09:20.720 --> 00:09:22.720]  剛硬
[00:09:22.720 --> 00:09:24.720]  來與以色列人作戰
[00:09:24.720 --> 00:09:26.720]  好使他們全被殺滅
[00:09:26.720 --> 00:09:28.720]  不蒙憐憫 反被除滅
[00:09:28.720 --> 00:09:30.720]  正如耶和華所吩咐摩西
[00:09:30.720 --> 00:09:32.720]  有一個字眼
[00:09:32.720 --> 00:09:34.720]  我們讀聖經很少會看到這個字
[00:09:34.720 --> 00:09:36.720]  就是不蒙憐憫
[00:09:36.720 --> 00:09:38.720]  我們看到這個字
[00:09:38.720 --> 00:09:40.720]  我們會覺得上帝好像
[00:09:40.720 --> 00:09:42.720]  毫無懼怕
[00:09:42.720 --> 00:09:44.720]  覺得這隊軍隊如果不歸向耶和華
[00:09:44.720 --> 00:09:46.720]  他們就好像面對著
[00:09:46.720 --> 00:09:48.720]  殺身之禍
[00:09:48.720 --> 00:09:50.720]  不過和合本採取的翻譯
[00:09:50.720 --> 00:09:52.720]  就講到上帝是一個很硬的上帝
[00:09:52.720 --> 00:09:54.720]  但是如果你看仔細
[00:09:54.720 --> 00:09:56.720]  去看經文的上文
[00:09:56.720 --> 00:09:58.720]  剛才我們所講的
[00:09:58.720 --> 00:10:00.720]  願意講和
[00:10:00.720 --> 00:10:02.720]  其實有五至七年就給那些諸王
[00:10:02.720 --> 00:10:04.720]  看到上帝的作為
[00:10:04.720 --> 00:10:06.720]  其實上帝製造了一些空間
[00:10:06.720 --> 00:10:08.720]  讓其他的諸王可以臣服
[00:10:08.720 --> 00:10:10.720]  另外一個字眼需要注意
[00:10:10.720 --> 00:10:12.720]  就是不蒙憐憫
[00:10:12.720 --> 00:10:14.720]  有些譯本
[00:10:14.720 --> 00:10:16.720]  或更多的聖經學者
[00:10:16.720 --> 00:10:18.720]  覺得這個字眼
[00:10:18.720 --> 00:10:20.720]  和合本未必是最精準的翻譯
[00:10:20.720 --> 00:10:22.720]  更加好一點
[00:10:22.720 --> 00:10:24.720]  或更多的翻譯
[00:10:24.720 --> 00:10:26.720]  就是講不向耶和華懇求
[00:10:26.720 --> 00:10:28.720]  因為憐憫這個字
[00:10:28.720 --> 00:10:30.720]  在聖經裏面
[00:10:30.720 --> 00:10:32.720]  大部份使用都是懇求的意思
[00:10:32.720 --> 00:10:34.720]  如果你用不向耶和華懇求
[00:10:34.720 --> 00:10:36.720]  你就會明白
[00:10:36.720 --> 00:10:40.720]  其實在這五至七年裏面的戰事當中
[00:10:40.720 --> 00:10:44.720]  這些諸王的心是很硬的
[00:10:44.720 --> 00:10:48.720]  他們堅決地拒絕耶和華上帝
[00:10:48.720 --> 00:10:52.720]  他們不向大能的主懇求
[00:10:52.720 --> 00:10:54.720]  求主施恩
[00:10:54.720 --> 00:10:56.720]  在他們的國民當中
[00:10:56.720 --> 00:10:58.720]  祈求神臨在他們
[00:10:58.720 --> 00:11:00.720]  將禍患改變
[00:11:00.720 --> 00:11:04.720]  這些諸王他們不是這樣想的
[00:11:04.720 --> 00:11:08.720]  這些諸王他們的心繼續的去僵硬
[00:11:08.720 --> 00:11:12.720]  甚至他們不會繼續的去尋求耶和華上帝
[00:11:12.720 --> 00:11:14.720]  在這樣的情況下
[00:11:14.720 --> 00:11:16.720]  這就好像一個惡性循環
[00:11:16.720 --> 00:11:18.720]  這班人的心越硬
[00:11:18.720 --> 00:11:22.720]  上帝的作為就越強力
[00:11:22.720 --> 00:11:24.720]  這就好像一個惡性循環
[00:11:24.720 --> 00:11:26.720]  他們的心越硬的時候
[00:11:26.720 --> 00:11:28.720]  上帝所給的工作
[00:11:28.720 --> 00:11:30.720]  上帝所帶領的戰事
[00:11:30.720 --> 00:11:32.720]  就會越來越轟烈
[00:11:32.720 --> 00:11:34.720]  這些諸王到了最後
[00:11:34.720 --> 00:11:40.720]  就要面對著被滅整個城的危機
[00:11:40.720 --> 00:11:42.720]  還有另外一個字眼
[00:11:42.720 --> 00:11:44.720]  耶和華使他們的心剛硬
[00:11:44.720 --> 00:11:46.720]  剛硬的字
[00:11:46.720 --> 00:11:48.720]  Kazak
[00:11:48.720 --> 00:11:52.720]  這個字其實是說一種心態
[00:11:52.720 --> 00:11:54.720]  其實在出埃及記裏面
[00:11:54.720 --> 00:11:56.720]  摩西直著
[00:11:56.720 --> 00:12:00.720]  上帝透過摩西來做這個十災
[00:12:00.720 --> 00:12:02.720]  在埃及發怒的時候
[00:12:02.720 --> 00:12:04.720]  發怒的心就像這個字
[00:12:04.720 --> 00:12:06.720]  心是硬的
[00:12:06.720 --> 00:12:08.720]  拒絕上帝
[00:12:08.720 --> 00:12:12.720]  不容讓耶和華上帝成為他的主
[00:12:12.720 --> 00:12:14.720]  或者在他生命當中
[00:12:14.720 --> 00:12:16.720]  懇求這個主來施恩
[00:12:16.720 --> 00:12:18.720]  這種剛硬
[00:12:18.720 --> 00:12:22.720]  使他們面對著這些諸王
[00:12:22.720 --> 00:12:24.720]  面對一個很大的禍患
[00:12:24.720 --> 00:12:28.720]  剛硬這個字其實不單止用在諸王身上
[00:12:28.720 --> 00:12:32.720]  剛硬這個字也是用在約書亞身上
[00:12:32.720 --> 00:12:34.720]  不過用在約書亞身上
[00:12:34.720 --> 00:12:36.720]  他就不是用剛硬這個字
[00:12:36.720 --> 00:12:38.720]  即是那個譯法
[00:12:38.720 --> 00:12:40.720]  而是在一章第六至第九節裏
[00:12:40.720 --> 00:12:42.720]  講到剛強壯膽
[00:12:42.720 --> 00:12:44.720]  壯膽那個字
[00:12:44.720 --> 00:12:48.720]  就是這個剛硬那個字
[00:12:48.720 --> 00:12:52.720]  面對著一個很剛硬的諸王
[00:12:52.720 --> 00:12:54.720]  上帝興起他的僕人
[00:12:54.720 --> 00:12:56.720]  他就要堅心地
[00:12:56.720 --> 00:12:58.720]  面向著一個剛硬的世代
[00:12:58.720 --> 00:13:00.720]  面對剛硬的那些人
[00:13:00.720 --> 00:13:02.720]  帶著無比的鬥志
[00:13:02.720 --> 00:13:06.720]  同樣約書亞也帶著上帝給他的那種硬朕
[00:13:06.720 --> 00:13:12.720]  來打贏這一場又一場的勝仗
[00:13:12.720 --> 00:13:16.720]  在這裏我們稍微思想一下
[00:13:16.720 --> 00:13:18.720]  約書亞這五至七年裏
[00:13:18.720 --> 00:13:20.720]  其中一個致勝的秘訣是甚麼呢?
[00:13:20.720 --> 00:13:24.720]  除了上帝與他同在之外
[00:13:24.720 --> 00:13:26.720]  在人的作為當中
[00:13:26.720 --> 00:13:28.720]  在人的整體裏
[00:13:28.720 --> 00:13:30.720]  更加重要的就是有一種堅決
[00:13:30.720 --> 00:13:34.720]  抵擋心硬的人的那種態度
[00:13:34.720 --> 00:13:38.720]  不過很多時候在我們信仰裏面的實踐
[00:13:38.720 --> 00:13:42.720]  有時候我們會失去了這一份鬥志
[00:13:42.720 --> 00:13:44.720]  甚至有時候我們面對著一些挫敗
[00:13:44.720 --> 00:13:46.720]  或者艱難
[00:13:46.720 --> 00:13:48.720]  我們就很容易為自己
[00:13:48.720 --> 00:13:50.720]  或者為身邊的東西作出一個很負面的結論
[00:13:50.720 --> 00:13:52.720]  甚至有時候講一些晦氣說話
[00:13:52.720 --> 00:13:56.720]  以致失去了自己那種鬥志
[00:13:56.720 --> 00:13:58.720]  來將福音或者將上帝的祝福
[00:13:58.720 --> 00:14:02.720]  藉著我們的生命來展現出去
[00:14:02.720 --> 00:14:06.720]  有一次在我家裏面有一個這樣的經歷
[00:14:06.720 --> 00:14:08.720]  家裏有人病患
[00:14:08.720 --> 00:14:10.720]  都很危急的
[00:14:10.720 --> 00:14:12.720]  早幾個星期之前
[00:14:12.720 --> 00:14:14.720]  很危急的時候
[00:14:14.720 --> 00:14:18.720]  家裏人就安排我們的長輩進了醫院
[00:14:18.720 --> 00:14:24.720]  家裏的長輩其實都在那裏面有生命的危險
[00:14:24.720 --> 00:14:26.720]  當他送了進醫院之後
[00:14:26.720 --> 00:14:28.720]  其他家裏的親友就打給我
[00:14:28.720 --> 00:14:30.720]  希望我一起祈禱
[00:14:30.720 --> 00:14:32.720]  一起祈禱的時候
[00:14:32.720 --> 00:14:34.720]  祈完禱分擔完之後
[00:14:34.720 --> 00:14:36.720]  那位親友就特別說
[00:14:36.720 --> 00:14:38.720]  開始就說很擔心
[00:14:38.720 --> 00:14:40.720]  很多困擾
[00:14:40.720 --> 00:14:42.720]  那個長輩又未信耶穌
[00:14:42.720 --> 00:14:46.720]  他自己又好像有很多困難
[00:14:46.720 --> 00:14:51.720]  數的時候就將所有千年過去的重擔
[00:14:51.720 --> 00:14:53.720]  一字過數算出來
[00:14:53.720 --> 00:14:55.720]  當然我在那裏聽
[00:14:55.720 --> 00:14:56.720]  聽到差不多的時候
[00:14:56.720 --> 00:14:58.720]  數了一個小時
[00:14:58.720 --> 00:15:00.720]  都是講一些跟我長輩患病的事情
[00:15:00.720 --> 00:15:02.720]  沒有關係的事情
[00:15:02.720 --> 00:15:04.720]  但是講了一些很大的
[00:15:04.720 --> 00:15:06.720]  他自己很多的困擾
[00:15:06.720 --> 00:15:08.720]  或者他自己心裏面的鬱結
[00:15:08.720 --> 00:15:10.720]  給他一個小時聊完之後
[00:15:10.720 --> 00:15:12.720]  我就跟他說
[00:15:12.720 --> 00:15:14.720]  親友說說這些說話夠了
[00:15:14.720 --> 00:15:16.720]  然後我提醒他
[00:15:16.720 --> 00:15:18.720]  我說不過現在我們家裏的這個長輩
[00:15:18.720 --> 00:15:20.720]  他正在打仗
[00:15:20.720 --> 00:15:22.720]  他面對著這個病
[00:15:22.720 --> 00:15:26.720]  我們一家人要陪他一起打這個仗
[00:15:26.720 --> 00:15:28.720]  要打贏這場仗
[00:15:28.720 --> 00:15:30.720]  如果我們太多緬懷自己的過去
[00:15:30.720 --> 00:15:34.720]  或者覺得自感形傷
[00:15:34.720 --> 00:15:36.720]  覺得自己很可憐
[00:15:36.720 --> 00:15:38.720]  很沒有力量的時候
[00:15:38.720 --> 00:15:40.720]  身邊的人會受到影響
[00:15:40.720 --> 00:15:42.720]  更加重要的是我們要鼓勵這個長輩
[00:15:42.720 --> 00:15:44.720]  打贏這場勝仗
[00:15:44.720 --> 00:15:46.720]  治好這個病
[00:15:46.720 --> 00:15:48.720]  現在是打仗的時間
[00:15:48.720 --> 00:15:50.720]  而不是繼續去緬懷
[00:15:50.720 --> 00:15:56.720]  或者那種感覺很傷感的時間
[00:15:56.720 --> 00:15:58.720]  雖然我講的那些說話很不客氣
[00:15:58.720 --> 00:16:00.720]  但是我的親友其實都是我的長輩
[00:16:00.720 --> 00:16:02.720]  我跟他說完這番說話之後
[00:16:02.720 --> 00:16:04.720]  他就說我明白了
[00:16:04.720 --> 00:16:06.720]  我知道了
[00:16:06.720 --> 00:16:08.720]  我們就繼續這樣來祈禱
[00:16:08.720 --> 00:16:10.720]  我也用說話來勉勵
[00:16:10.720 --> 00:16:12.720]  我在病床裡面的長輩
[00:16:12.720 --> 00:16:14.720]  隔了兩三天之後
[00:16:14.720 --> 00:16:16.720]  病就慢慢好起來
[00:16:16.720 --> 00:16:18.720]  醫生也說很奇怪
[00:16:18.720 --> 00:16:20.720]  為什麼會這麼高士氣
[00:16:20.720 --> 00:16:22.720]  婆婆
[00:16:22.720 --> 00:16:24.720]  為什麼你這麼快就好像
[00:16:24.720 --> 00:16:26.720]  漸入佳境
[00:16:26.720 --> 00:16:28.720]  然後有一些家人就說
[00:16:28.720 --> 00:16:30.720]  因為有上帝
[00:16:30.720 --> 00:16:32.720]  有人為我們祈禱
[00:16:32.720 --> 00:16:34.720]  我們要打贏這場的仗
[00:16:34.720 --> 00:16:36.720]  頂姐妹
[00:16:36.720 --> 00:16:38.720]  今天我們面對生活所有不同的艱難
[00:16:38.720 --> 00:16:40.720]  面對疫情也好
[00:16:40.720 --> 00:16:42.720]  經濟下滑也好
[00:16:42.720 --> 00:16:44.720]  或者生活裡面
[00:16:44.720 --> 00:16:46.720]  林林種種不同的艱難也好
[00:16:46.720 --> 00:16:48.720]  這些東西是很兇猛的
[00:16:48.720 --> 00:16:50.720]  撲向我們的生命當中
[00:16:50.720 --> 00:16:52.720]  我們只不過是不要過份的
[00:16:52.720 --> 00:16:56.720]  來將我們有一種負面的感受放大
[00:16:56.720 --> 00:17:00.720]  以致我們失去了那種戰鬥的決心
[00:17:00.720 --> 00:17:02.720]  當有困難來的時候
[00:17:02.720 --> 00:17:06.720]  我們就要帶著上帝給我們的那種的綱領
[00:17:06.720 --> 00:17:08.720]  那種的堅強
[00:17:08.720 --> 00:17:12.720]  來打贏這場的仗
[00:17:12.720 --> 00:17:14.720]  如果我們沒有辦法來到這樣的盡力的時候
[00:17:14.720 --> 00:17:16.720]  很多時候我們還沒有打仗
[00:17:16.720 --> 00:17:20.720]  已經被外面的環境嚇怕了
