
[00:00:00.000 --> 00:00:03.720]  我們以下要聆聽神給我們的說話
[00:07:54.440 --> 00:07:58.440]  祂忍我們人類忍了這麼多年
[00:07:58.440 --> 00:08:01.440]  然後才派耶穌來
[00:08:01.440 --> 00:08:03.440]  主在來的日子
[00:08:03.440 --> 00:08:06.440]  還在等待
[00:08:06.440 --> 00:08:10.440]  祂的旨意很堅定
[00:08:10.440 --> 00:08:14.440]  我們的神是一個有 will power 的神
[00:08:14.440 --> 00:08:18.440]  我最欣賞神就是祂的 wait power
[00:08:18.440 --> 00:08:20.440]  祂等待浪子回頭
[00:08:20.440 --> 00:08:24.440]  你想多辛苦,等了多久
[00:08:24.440 --> 00:08:28.440]  我想我們人很多時候不是太明白
[00:08:28.440 --> 00:08:31.440]  為什麼還要等這麼久
[00:08:31.440 --> 00:08:33.440]  但是神的 timing(時機)
[00:08:33.440 --> 00:08:37.440]  往往不是我們能夠了解的
[00:08:37.440 --> 00:08:40.440]  可能當事情過去之後
[00:08:40.440 --> 00:08:42.440]  我們再看那些 timing(時機)
[00:08:42.440 --> 00:08:45.440]  就會覺得很奇妙
[00:08:45.440 --> 00:08:51.440]  原來神是有祂自己的時間去工作
[00:08:51.440 --> 00:08:56.440]  所以願盼望的神
[00:08:56.440 --> 00:08:59.440]  給我們因為我們的信
[00:08:59.440 --> 00:09:03.440]  將各樣的喜樂和平安的心
[00:09:03.440 --> 00:09:05.440]  充滿你的心
[00:09:05.440 --> 00:09:11.440]  我想這段經文中間這段
[00:09:11.440 --> 00:09:14.440]  想挑戰一下大家
[00:09:14.440 --> 00:09:16.440]  其實這段日子
[00:09:16.440 --> 00:09:21.440]  你的心充滿什麼多呢?
[00:09:21.440 --> 00:09:23.440]  充滿什麼?
[00:09:23.440 --> 00:09:28.440]  憂慮、低沉
[00:09:28.440 --> 00:09:32.440]  好像沒什麼忙
[00:09:32.440 --> 00:09:35.440]  你的心充滿什麼呢?
[00:09:35.440 --> 00:09:37.440]  其實一個人
[00:09:37.440 --> 00:09:40.440]  曾經說過我們要保守我們的心
[00:09:40.440 --> 00:09:41.440]  勝過保守一切
[00:09:41.440 --> 00:09:45.440]  所以你的心被什麼充滿呢?
[00:09:45.440 --> 00:09:48.440]  其實很影響我整個人的生活
[00:09:48.440 --> 00:09:50.440]  如果充滿了憂慮
[00:09:50.440 --> 00:09:53.440]  我想很多媽媽都會憂慮
[00:09:53.440 --> 00:09:54.440]  過了一晚鐘
[00:09:54.440 --> 00:09:57.440]  可能又要忘課了
[00:09:57.440 --> 00:09:59.440]  害不害怕?
[00:09:59.440 --> 00:10:00.440]  想起都害怕
[00:10:00.440 --> 00:10:08.440]  困獸鬥在家裡忘課
[00:10:08.440 --> 00:10:11.440]  心裡面會不會有很多憂慮呢?
[00:10:11.440 --> 00:10:12.440]  不平安呢?
[00:10:12.440 --> 00:10:15.440]  或者很不開心
[00:10:15.440 --> 00:10:18.440]  很困住呢?
[00:10:18.440 --> 00:10:20.440]  所以這裡
[00:10:20.440 --> 00:10:23.440]  當神給我們盼望的時候
[00:10:23.440 --> 00:10:26.440]  有兩個特點
[00:10:26.440 --> 00:10:29.440]  除了證明你剛才有沒有
[00:10:29.440 --> 00:10:30.440]  什麼way power
[00:10:30.440 --> 00:10:32.440]  view power 之外
[00:10:32.440 --> 00:10:35.440]  你的生活或者你的內心
[00:10:35.440 --> 00:10:37.440]  充滿什麼呢?
[00:10:37.440 --> 00:10:41.440]  其實顯明你是有沒有一個盼望的人
[00:10:41.440 --> 00:10:42.440]  兩個特質
[00:10:42.440 --> 00:10:45.440]  第一喜樂
[00:10:45.440 --> 00:10:46.440]  開心嗎?
[00:10:46.440 --> 00:10:47.440]  有沒有喜樂?
[00:10:47.440 --> 00:10:48.440]  第二
[00:10:48.440 --> 00:10:52.440]  有沒有平安?
[00:10:52.440 --> 00:10:54.440]  先說喜樂
[00:10:54.440 --> 00:10:55.440]  其實喜樂
[00:10:55.440 --> 00:10:58.440]  我們基督徒的喜樂和快樂不同
[00:10:58.440 --> 00:11:01.440]  快樂是無限聚令
[00:11:01.440 --> 00:11:03.440]  大家可以一起喝茶
[00:11:03.440 --> 00:11:04.440]  很開心
[00:11:04.440 --> 00:11:07.440]  這是一個透過社交
[00:11:07.440 --> 00:11:09.440]  或者在生活裡面
[00:11:09.440 --> 00:11:11.440]  給我們歡愉的感覺
[00:11:11.440 --> 00:11:14.440]  但基督徒說的那種喜樂
[00:11:14.440 --> 00:11:16.440]  是很奇怪的
[00:11:16.440 --> 00:11:19.440]  保羅坐牢也有喜樂
[00:11:19.440 --> 00:11:23.440]  不是局限於環境
[00:11:23.440 --> 00:11:26.440]  就算環境未如預期
[00:11:26.440 --> 00:11:28.440]  未如理想
[00:11:28.440 --> 00:11:33.440]  但我們心裡面仍然有那種喜樂
[00:11:33.440 --> 00:11:35.440]  有沒有呢?
[00:11:35.440 --> 00:11:38.440]  其實你能夠流露喜樂
[00:11:38.440 --> 00:11:41.440]  也能夠讓身邊的人看到
[00:11:41.440 --> 00:11:44.440]  你是一個有盼望的人
[00:11:44.440 --> 00:11:48.440]  第二個特點就是平安
[00:11:48.440 --> 00:11:51.440]  心裡面平不平安呢?
[00:11:51.440 --> 00:11:54.440]  如果你有一個盼望
[00:11:54.440 --> 00:11:57.440]  你知道將來你的前景
[00:11:57.440 --> 00:11:59.440]  或者將來會是怎樣
[00:11:59.440 --> 00:12:03.440]  其實是能夠給你今天的內心平安
[00:12:03.440 --> 00:12:08.440]  盼望和平安的關係是很緊密的
[00:12:08.440 --> 00:12:10.440]  如果你有盼望
[00:12:10.440 --> 00:12:12.440]  我既然信神
[00:12:12.440 --> 00:12:13.440]  我有盼望
[00:12:13.440 --> 00:12:19.440]  我今時今日就不應該被思慮煩擾
[00:12:19.440 --> 00:12:21.440]  為明天憂慮太多
[00:12:21.440 --> 00:12:26.440]  令到我心裡面沒有平安
[00:12:26.440 --> 00:12:31.440]  所以這兩個是我們的挑戰
[00:12:31.440 --> 00:12:33.440]  你問問自己
[00:12:33.440 --> 00:12:37.440]  不要說很久
[00:12:37.440 --> 00:12:39.440]  想起昨天
[00:12:39.440 --> 00:12:41.440]  昨天你的心
[00:12:41.440 --> 00:12:44.440]  是充滿了甚麼感受
[00:12:44.440 --> 00:12:47.440]  充滿了甚麼情緒
[00:12:47.440 --> 00:12:51.440]  是擔心顧慮、憂愁
[00:12:51.440 --> 00:12:55.440]  還是平安喜樂呢?
[00:12:55.440 --> 00:12:58.440]  當神給我們盼望的時候
[00:12:58.440 --> 00:13:05.440]  會將喜樂和平安充滿我們的心
[00:13:05.440 --> 00:13:06.440]  我巴不得
[00:13:06.440 --> 00:13:07.440]  鄧小姐
[00:13:07.440 --> 00:13:09.440]  就算在這些困境
[00:13:09.440 --> 00:13:11.440]  疫情未過
[00:13:11.440 --> 00:13:13.440]  或者市道未好
[00:13:13.440 --> 00:13:16.440]  這些環境外面的事
[00:13:16.440 --> 00:13:18.440]  不要打沉我們
[00:13:18.440 --> 00:13:20.440]  我們仍然有一種喜樂的心
[00:13:20.440 --> 00:13:24.440]  同樣有一個平安去過我們的生活
[00:13:24.440 --> 00:13:29.440]  因為我們知道盼望的源頭在哪裡
[00:13:29.440 --> 00:13:33.440]  這裡就說了一個秘訣
[00:13:33.440 --> 00:13:37.440]  我們怎樣可以得到盼望呢?
[00:13:37.440 --> 00:13:41.440]  這句金句就說得很清楚
[00:13:41.440 --> 00:13:42.440]  是因信
[00:13:42.440 --> 00:13:45.440]  因你們的信
[00:13:45.440 --> 00:13:52.440]  這個信其實有點像一個小孩
[00:13:52.440 --> 00:13:55.440]  很信父母
[00:13:55.440 --> 00:14:02.440]  他很安心地睡在懷抱裡
[00:14:02.440 --> 00:14:07.440]  最近其實我在這個疫情下
[00:14:07.440 --> 00:14:10.440]  有幾件事很開心
[00:14:10.440 --> 00:14:13.440]  第一就是我做了外公
[00:14:13.440 --> 00:14:17.440]  我女兒生了一個女兒
[00:14:17.440 --> 00:14:20.440]  我很想念她
[00:14:20.440 --> 00:14:21.440]  沒有跟她一起住
[00:14:21.440 --> 00:14:24.440]  經常想著何時去探望她
[00:14:24.440 --> 00:14:26.440]  今晚有機會了
[00:14:26.440 --> 00:14:30.440]  她有一段時間住在我家
[00:14:30.440 --> 00:14:35.440]  我發覺我挺會抱BB
[00:14:35.440 --> 00:14:38.440]  她哭了來到我手
[00:14:38.440 --> 00:14:42.440]  都可以令她安詳地睡著
[00:14:42.440 --> 00:14:45.440]  我懂得抱懂得搖她
[00:14:45.440 --> 00:14:49.440]  我又滿足她又開心
[00:14:49.440 --> 00:14:57.440]  所以我想作為一個信徒
[00:14:57.440 --> 00:15:02.440]  我們的天父其實就是我們的天父爸爸
[00:15:02.440 --> 00:15:09.440]  我們有沒有一個鷹孩的單純心
[00:15:09.440 --> 00:15:11.440]  去到他的懷抱裡
[00:15:11.440 --> 00:15:13.440]  我們信得過
[00:15:13.440 --> 00:15:16.440]  風大雨大都沒有關係
[00:15:16.440 --> 00:15:19.440]  就像耶穌在船上的門徒
[00:15:19.440 --> 00:15:21.440]  耶穌照樣睡
[00:15:21.440 --> 00:15:22.440]  門徒又怕死
[00:15:22.440 --> 00:15:28.440]  但其實耶穌可以平靜風浪
[00:15:28.440 --> 00:15:32.440]  我們的天父很愛我們
[00:15:32.440 --> 00:15:36.440]  所以我們在信仰生活裡
[00:15:36.440 --> 00:15:38.440]  有一個很單純
[00:15:38.440 --> 00:15:41.440]  很願意去到天父的懷裡
[00:15:41.440 --> 00:15:42.440]  去倚靠他
[00:15:42.440 --> 00:15:45.440]  去信得過他
[00:15:45.440 --> 00:15:52.440]  其實就是得到盼望的源頭
[00:15:52.440 --> 00:15:53.440]  我一開始問大家
[00:15:53.440 --> 00:15:58.440]  你信不信特首
[00:15:58.440 --> 00:16:01.440]  或者不要說自己
[00:16:01.440 --> 00:16:03.440]  不要說香港
[00:16:03.440 --> 00:16:07.440]  其實起初我想特朗普下台後
[00:16:07.440 --> 00:16:12.440]  拜登對中國會溫和些吧
[00:16:12.440 --> 00:16:16.440]  其實還是靠不住
[00:16:16.440 --> 00:16:23.440]  不是我們心目中所想的
[00:16:23.440 --> 00:16:26.440]  所以其實我們人很奇怪
[00:16:26.440 --> 00:16:31.440]  我們很想將盼望放在領袖身上
[00:16:31.440 --> 00:16:35.440]  當然如果是一個敬虔愛神的領袖
[00:16:35.440 --> 00:16:37.440]  他會帶領我們
[00:16:37.440 --> 00:16:45.440]  但很多領袖都是強差人意
[00:16:45.440 --> 00:16:48.440]  不知道大家見了這麼多特首
[00:16:48.440 --> 00:16:51.440]  其實都心灰意冷
[00:16:51.440 --> 00:16:55.440]  不敢抱太大的盼望
[00:16:55.440 --> 00:16:58.440]  所以這裡其實是說
[00:16:58.440 --> 00:17:03.440]  我們會不會將我們的信心
[00:17:03.440 --> 00:17:07.440]  能夠帶到天父
[00:17:07.440 --> 00:17:10.440]  唯有神最信得過
[00:17:10.440 --> 00:17:16.440]  唯有神才能給我們真正的盼望
[00:17:16.440 --> 00:17:18.440]  接著
[00:17:18.440 --> 00:17:19.440]  這裡說
[00:17:19.440 --> 00:17:26.440]  使你們藉著聖靈的能力帶有盼望
[00:17:26.440 --> 00:17:30.440]  我想我們內心很多時候會交戰
[00:17:30.440 --> 00:17:35.440]  或者很多掙扎、矛盾
[00:17:35.440 --> 00:17:39.440]  其實我們的內心如何可以
[00:17:39.440 --> 00:17:41.440]  教得準、對準神
[00:17:41.440 --> 00:17:46.440]  拿到喜樂和盼望呢?
[00:17:46.440 --> 00:17:51.440]  其實是靠聖靈在我們裡面的工作
[00:17:51.440 --> 00:17:55.440]  但聖靈的能力、聖靈的同在
[00:17:55.440 --> 00:18:01.440]  跟我們的心有沒有對準是很相關的
[00:18:01.440 --> 00:18:03.440]  如果我們還是用自己的方法
[00:18:03.440 --> 00:18:05.440]  左撲、右撲
[00:18:05.440 --> 00:18:08.440]  為很多事情奔跑
[00:18:08.440 --> 00:18:10.440]  沒有靜下來
[00:18:10.440 --> 00:18:16.440]  去看到神自己的工作
[00:18:16.440 --> 00:18:19.440]  所以我想在這些疫情下
[00:18:19.440 --> 00:18:22.440]  其實不能出街這麼多
[00:18:22.440 --> 00:18:24.440]  其實我們香港人是不行的
[00:18:24.440 --> 00:18:26.440]  一有得出街就出
[00:18:26.440 --> 00:18:31.440]  所以這幾個星期街上都很多人
[00:18:31.440 --> 00:18:33.440]  其實我們如果
[00:18:33.440 --> 00:18:39.440]  有時覺得疫情將我們被迫停下來
[00:18:39.440 --> 00:18:43.440]  可以觸摸一下自己的內心
[00:18:43.440 --> 00:18:45.440]  多些向神開放
[00:18:45.440 --> 00:18:48.440]  聖靈的能力、祂的工作
[00:18:48.440 --> 00:18:50.440]  是要我們配合的
[00:18:50.440 --> 00:18:54.440]  如果我們的心太過忙亂
[00:18:54.440 --> 00:18:56.440]  我們對不準神
[00:18:56.440 --> 00:18:59.440]  就算祂想發功
[00:18:59.440 --> 00:19:01.440]  有能力出來
[00:19:01.440 --> 00:19:04.440]  其實我們都沒有去接受
[00:19:04.440 --> 00:19:06.440]  所以這裡說
[00:19:06.440 --> 00:19:08.440]  藉著聖靈的能力
[00:19:08.440 --> 00:19:12.440]  所以我們要開放去聽
[00:19:12.440 --> 00:19:16.440]  或者去給聖靈工作才可以
[00:19:18.440 --> 00:19:21.440]  羅馬書八章二十六節這裡這樣說
[00:19:21.440 --> 00:19:23.440]  「況且我們的軟弱有聖靈幫助」
[00:19:23.440 --> 00:19:26.440]  「我們本不曉得怎樣禱告」
[00:19:26.440 --> 00:19:32.440]  「只是聖靈親自用說不出來的嘆息替我們禱告」
[00:19:32.440 --> 00:19:39.440]  有沒有時候當你很灰心、喪志
[00:19:39.440 --> 00:19:42.440]  連禱告的力量都沒有
[00:19:44.440 --> 00:19:49.440]  你在那些時候會否感應到
[00:19:49.440 --> 00:19:52.440]  其實聖靈是在陪伴你呢?
[00:19:52.440 --> 00:19:58.440]  聖靈是用祂說不出的嘆息替我們禱告呢?
[00:19:58.440 --> 00:20:02.440]  當我們肯去禱告的時候
[00:20:02.440 --> 00:20:06.440]  其實那個轉變就來了
[00:20:06.440 --> 00:20:09.440]  我不知道大家有沒有一個感覺呢?
[00:20:09.440 --> 00:20:11.440]  有時候你很抗拒去祈禱
[00:20:11.440 --> 00:20:15.440]  覺得很艱難、很灰心、失意
[00:20:15.440 --> 00:20:17.440]  那就不去禱告了
[00:20:17.440 --> 00:20:21.440]  但如果我們兩三位弟兄姊妹走在一起
[00:20:21.440 --> 00:20:23.440]  一起祈禱的話
[00:20:23.440 --> 00:20:27.440]  祈禱是有一個很神奇的作用
[00:20:27.440 --> 00:20:32.440]  本來我們是很低沉、很喪志
[00:20:32.440 --> 00:20:35.440]  但我們一開聲祈禱的時候
[00:20:35.440 --> 00:20:41.440]  不知為何我們會用神的眼光去看事情
[00:20:41.440 --> 00:20:49.440]  會教訓我們對困難、逆境的方向、態度
[00:20:49.440 --> 00:20:53.440]  而在這個心意的轉變的時候
[00:20:53.440 --> 00:20:55.440]  其實我們就得到鼓勵
[00:20:55.440 --> 00:20:58.440]  繼續走下去
[00:20:58.440 --> 00:21:01.440]  所以大家不要停止聚會
[00:21:01.440 --> 00:21:04.440]  不要停止和你的弟兄姊妹一起祈禱
[00:21:05.440 --> 00:21:08.440]  不要停止你自己的思圖
[00:21:08.440 --> 00:21:12.440]  因為當你開聲去祈禱的時候
[00:21:12.440 --> 00:21:16.440]  其實就讓聖靈在你心裡去工作
[00:21:16.440 --> 00:21:20.440]  藉著聖靈的能力
[00:21:20.440 --> 00:21:22.440]  當我們一祈禱
[00:21:22.440 --> 00:21:26.440]  其實我們就用了神的眼光來看事情
[00:21:26.440 --> 00:21:27.440]  在祈禱之前
[00:21:27.440 --> 00:21:31.440]  我們還是用人的計算、籌劃
[00:21:32.440 --> 00:21:36.440]  這是一個很特別的轉換
[00:21:36.440 --> 00:21:40.440]  所以我們需要多些禱告
[00:21:40.440 --> 00:21:42.440]  最後
[00:21:42.440 --> 00:21:44.440]  這裡說
[00:21:44.440 --> 00:21:48.440]  「使你們藉著聖靈的能力大有盼望」
[00:21:48.440 --> 00:21:52.440]  大有盼望
[00:21:52.440 --> 00:21:58.440]  大有盼望的英文翻譯是Overflow with Hope
[00:21:58.440 --> 00:21:59.440]  Overflow
[00:21:59.440 --> 00:22:02.440]  就好像你倒水,水杯滿了
[00:22:02.440 --> 00:22:04.440]  就流出來
[00:22:04.440 --> 00:22:07.440]  說不好的時候
[00:22:07.440 --> 00:22:09.440]  我們就說那個人情緒化
[00:22:09.440 --> 00:22:12.440]  將情緒spill over(沖淡)出來
[00:22:12.440 --> 00:22:14.440]  就是燙傷其他人
[00:22:14.440 --> 00:22:17.440]  這是一個負面的形容
[00:22:17.440 --> 00:22:19.440]  這裡Overflow
[00:22:19.440 --> 00:22:24.440]  就是說你這個人充滿了盼望
[00:22:24.440 --> 00:22:27.440]  很積極、很樂觀、很有信心
[00:22:27.440 --> 00:22:34.440]  這種情操會影響你身邊的人
[00:22:34.440 --> 00:22:39.440]  幫助到其他人
[00:22:39.440 --> 00:22:42.440]  所以這裡其實是說
[00:22:42.440 --> 00:22:47.440]  我們可不可以帶給這個沒有盼望的世界
[00:22:47.440 --> 00:22:49.440]  一個新的希望
[00:22:49.440 --> 00:22:54.440]  如果我們對神有足夠的信心
[00:22:54.440 --> 00:22:59.440]  又經歷到祂給我們的喜樂和平安
[00:22:59.440 --> 00:23:01.440]  我們應該會散發到
[00:23:01.440 --> 00:23:08.440]  有盼望的人生在我們身邊的親友、同事
[00:23:08.440 --> 00:23:12.440]  他們已經很頹廢了
[00:23:12.440 --> 00:23:14.440]  或者對香港沒有盼望
[00:23:14.440 --> 00:23:17.440]  所以離開英國、加拿大
[00:23:17.440 --> 00:23:19.440]  移民逃跑
[00:23:19.440 --> 00:23:21.440]  留下的人又走不了
[00:23:21.440 --> 00:23:24.440]  是困在這裡還是怎樣呢?
[00:23:24.440 --> 00:23:28.440]  還是我們看到可能有更多機會
[00:23:28.440 --> 00:23:30.440]  有一個新的局面
[00:23:30.440 --> 00:23:32.440]  你們的主題是什麼?
