
[00:00:00.000 --> 00:00:05.000]  接著是眾聽聖道敬拜的時間
[00:06:32.000 --> 00:06:35.000]  第一種就叫做安全感型的依附
[00:06:35.000 --> 00:06:37.000]  就是說你對人是很自在的
[00:06:37.000 --> 00:06:40.000]  對於陌生人也好 對於自己身邊的人也好
[00:06:40.000 --> 00:06:44.000]  你可以將你最深層的一面
[00:06:44.000 --> 00:06:49.000]  按著你的安全感來跟別人分擔和分享
[00:06:49.000 --> 00:06:51.000]  這種就是安全型的依附
[00:06:51.000 --> 00:06:54.000]  第二種就開始有一點負面了
[00:06:54.000 --> 00:06:58.000]  這個就是焦慮型或者抗拒型的依附
[00:06:58.000 --> 00:07:00.000]  什麼意思呢
[00:07:00.000 --> 00:07:03.000]  就是說我很擔心別人不愛自己
[00:07:03.000 --> 00:07:05.000]  所以經常在人際關係裡面
[00:07:05.000 --> 00:07:07.000]  在親情 親密關係裡面
[00:07:07.000 --> 00:07:09.000]  經常都會患得患失的
[00:07:09.000 --> 00:07:11.000]  想做些事情來討好別人
[00:07:11.000 --> 00:07:15.000]  但當別人可能一個眉頭眼額
[00:07:15.000 --> 00:07:18.000]  你會覺得很不安 很焦慮不安
[00:07:18.000 --> 00:07:23.000]  這種就是焦慮型或者抗拒型的一種依附型態
[00:07:23.000 --> 00:07:27.000]  第三種就叫做逃避型
[00:07:27.000 --> 00:07:29.000]  什麼意思呢
[00:07:29.000 --> 00:07:32.000]  就是說那個朋友 家人
[00:07:32.000 --> 00:07:34.000]  他的存在與否
[00:07:34.000 --> 00:07:37.000]  你基本上就像關上了心門一樣
[00:07:37.000 --> 00:07:39.000]  漠不關心 麻木的
[00:07:39.000 --> 00:07:41.000]  他在不在對你來說沒有影響
[00:07:41.000 --> 00:07:44.000]  你不要想著這件事很高超
[00:07:44.000 --> 00:07:46.000]  而心裡面有一種保護自己
[00:07:46.000 --> 00:07:49.000]  很怕進入一種親密關係
[00:07:49.000 --> 00:07:53.000]  所以這一種漠不關心 麻木的一種表現
[00:07:53.000 --> 00:07:59.000]  形成了自己有時候在人際關係中會抽離出來
[00:07:59.000 --> 00:08:05.000]  第四種 這種更難處理的就是disorganized
[00:08:05.000 --> 00:08:09.000]  這種叫混亂式的依附關係
[00:08:09.000 --> 00:08:11.000]  有時候很焦慮
[00:08:11.000 --> 00:08:13.000]  有時候忽然間很熱情
[00:08:13.000 --> 00:08:17.000]  但忽然間又很擔心
[00:08:17.000 --> 00:08:22.000]  將剛才那幾種型態混合在生命裡面
[00:08:22.000 --> 00:08:26.000]  所以令自己進退兩難在人際關係裡面
[00:08:26.000 --> 00:08:31.000]  不知道大家在依附型態裡面覺得自己像哪一種
[00:08:31.000 --> 00:08:35.000]  依附型態的心理學家
[00:08:35.000 --> 00:08:39.000]  發展出很多不同的心理輔導理論
[00:08:39.000 --> 00:08:41.000]  大家經常聽到的就是
[00:08:41.000 --> 00:08:46.000]  童年陰影 或者父母在你年輕的日子裡離棄過你
[00:08:46.000 --> 00:08:51.000]  以致你會有一種依附型態裡面的扭曲
[00:08:51.000 --> 00:08:54.000]  所以你就會沒有安全感
[00:08:54.000 --> 00:08:56.000]  通常都會做的就是
[00:08:56.000 --> 00:09:00.000]  回到你小時候的舊時 找回那些片段
[00:09:00.000 --> 00:09:02.000]  然後有一個意識
[00:09:02.000 --> 00:09:04.000]  然後在那裡做一些心理治療
[00:09:04.000 --> 00:09:08.000]  坊間五花八門的輔導也好
[00:09:08.000 --> 00:09:10.000]  很多人都是用一個這樣的方式
[00:09:10.000 --> 00:09:14.000]  用這個理論來建構一個心理輔導的
[00:09:14.000 --> 00:09:18.000]  一個明白對方的心態的一種做法
[00:09:18.000 --> 00:09:23.000]  在聖經裡面沒有特別去講這個理論對與錯
[00:09:23.000 --> 00:09:25.000]  不過今天我們所看的聖經
[00:09:25.000 --> 00:09:28.000]  這個主人翁約瑟
[00:09:28.000 --> 00:09:31.000]  大概可以從一個依附理論
[00:09:31.000 --> 00:09:33.000]  來成為他生命裡面的一個出路
[00:09:33.000 --> 00:09:37.000]  約瑟在他年輕的日子 很小的時候
[00:09:37.000 --> 00:09:40.000]  他的媽媽就因為難產
[00:09:40.000 --> 00:09:42.000]  生了小孩之後就去世了
[00:09:42.000 --> 00:09:46.000]  大概這個年輕人在他成長的階段裡面
[00:09:46.000 --> 00:09:48.000]  失去了媽媽的母愛
[00:09:48.000 --> 00:09:50.000]  在他自己的人生裡面
[00:09:50.000 --> 00:09:52.000]  雖然他爸爸偏心他
[00:09:52.000 --> 00:09:55.000]  但是他有十個哥哥針對著他
[00:09:55.000 --> 00:09:57.000]  在一個對他很不友善
[00:09:57.000 --> 00:09:59.000]  又很溺愛的環境之下
[00:09:59.000 --> 00:10:02.000]  他大可以成為一個很混亂的人
[00:10:02.000 --> 00:10:05.000]  不過今天在聖經裡面講到
[00:10:05.000 --> 00:10:08.000]  上帝與這個年輕人同在
[00:10:08.000 --> 00:10:11.000]  幫他譜寫出一個新的人生
[00:10:11.000 --> 00:10:13.000]  希望今天我們從約瑟的這一段
[00:10:13.000 --> 00:10:15.000]  很長的經歷
[00:10:15.000 --> 00:10:17.000]  不過我們抽取一個片段
[00:10:17.000 --> 00:10:21.000]  特別強調耶和華語約瑟同在的這一段經文
[00:10:21.000 --> 00:10:24.000]  我們看看上帝怎樣幫助這個年輕人
[00:10:24.000 --> 00:10:27.000]  也看看上帝怎樣藉著他的同在
[00:10:27.000 --> 00:10:29.000]  幫助我們每一個
[00:10:29.000 --> 00:10:30.000]  我們一起祈禱吧
[00:10:30.000 --> 00:10:31.000]  求上帝幫助我們
[00:10:31.000 --> 00:10:33.000]  讓我們明白這段經文和深祈禱
[00:10:33.000 --> 00:10:38.000]  天父上帝願你在我們當中帶領我們
[00:10:38.000 --> 00:10:40.000]  讓我們能夠在你的華語當中
[00:10:40.000 --> 00:10:42.000]  找到生命的亮光
[00:10:42.000 --> 00:10:43.000]  賜福給我們眾人
[00:10:43.000 --> 00:10:44.000]  讓我們聆聽的時候
[00:10:44.000 --> 00:10:46.000]  不單止聽到一些訊息
[00:10:46.000 --> 00:10:49.000]  更加是聽盡我們內心
[00:10:49.000 --> 00:10:51.000]  你要對我們所講的每句話
[00:10:51.000 --> 00:10:53.000]  藏在我們的心靈裡面
[00:10:53.000 --> 00:10:55.000]  實踐在我們生活當中
[00:10:55.000 --> 00:10:57.000]  帶領我們走面前的路
[00:10:57.000 --> 00:10:59.000]  我們求你幫助眾弟兄姊妹
[00:10:59.000 --> 00:11:00.000]  每一個都聽得明白
[00:11:00.000 --> 00:11:02.000]  幫助孫講的講得清楚
[00:11:02.000 --> 00:11:04.000]  忠心的將你的華語
[00:11:04.000 --> 00:11:06.000]  帶給眾弟兄姊妹
[00:11:06.000 --> 00:11:08.000]  恭敬將來的時間交託
[00:11:08.000 --> 00:11:09.000]  願你賜福
[00:11:09.000 --> 00:11:11.000]  獻上祈禱奉靠祈禱耶穌得勝的聖名
[00:11:11.000 --> 00:11:12.000]  阿們
[00:11:12.000 --> 00:11:14.000]  好 那我們一起看
[00:11:14.000 --> 00:11:16.000]  在《創世紀》第39章
[00:11:16.000 --> 00:11:19.000]  第一節到第六節是第一個段落
[00:11:19.000 --> 00:11:22.000]  這個段落很明快的講到
[00:11:22.000 --> 00:11:24.000]  若瑟在他剛才講到
[00:11:24.000 --> 00:11:26.000]  十個哥哥針對他
[00:11:26.000 --> 00:11:29.000]  他的爸爸就偏心在他身上
[00:11:29.000 --> 00:11:32.000]  媽媽在他很年幼的日子已經離開了
[00:11:32.000 --> 00:11:36.000]  在一個有溺愛又敵對的環境之下
[00:11:36.000 --> 00:11:38.000]  十個哥哥就嫉妒他
[00:11:38.000 --> 00:11:41.000]  於是有一天若瑟去找哥哥的時候
[00:11:41.000 --> 00:11:44.000]  那十個哥哥心裡就很憤怒
[00:11:44.000 --> 00:11:46.000]  於是就藉著這個機會
[00:11:46.000 --> 00:11:49.000]  就將他賣給了以實瑪利人
[00:11:49.000 --> 00:11:51.000]  賣到埃及這個地方
[00:11:51.000 --> 00:11:53.000]  所以第一節裡面講到
[00:11:53.000 --> 00:11:55.000]  若瑟被帶到埃及去
[00:11:55.000 --> 00:11:57.000]  有一個埃及人就是法老的內臣
[00:11:57.000 --> 00:11:59.000]  護衛長波提弗
[00:11:59.000 --> 00:12:02.000]  從那些大廈他來的以實瑪利人
[00:12:02.000 --> 00:12:05.000]  手下買了他去
[00:12:05.000 --> 00:12:09.000]  若瑟就住在他主人埃及人的家中
[00:12:09.000 --> 00:12:13.000]  在這裡講到其實是一個很淒涼的狀況
[00:12:13.000 --> 00:12:15.000]  用今天的言語就是說
[00:12:15.000 --> 00:12:18.000]  他那十個哥哥拐賣了自己的弟弟
[00:12:18.000 --> 00:12:22.000]  將他自己的弟弟賣給了拐子
[00:12:22.000 --> 00:12:24.000]  這個拐子將若瑟賣了下去的時候
[00:12:24.000 --> 00:12:26.000]  就做別人的奴僕
[00:12:26.000 --> 00:12:29.000]  被賣到別人家裡做奴僕
[00:12:29.000 --> 00:12:32.000]  就注定了這一生是沒有的
[00:12:32.000 --> 00:12:35.000]  本來是家中裡的爸爸的天子嬌子
[00:12:35.000 --> 00:12:38.000]  家裡被溺愛的一個年輕人
[00:12:38.000 --> 00:12:42.000]  瞬間之間就成為埃及
[00:12:42.000 --> 00:12:47.000]  去到外邦裡面的一個家庭裡最低下的傭工
[00:12:47.000 --> 00:12:49.000]  可以想像的是
[00:12:49.000 --> 00:12:52.000]  面對一個環境失去了家人的支援
[00:12:52.000 --> 00:12:54.000]  即使以前有十個哥哥針對他
[00:12:54.000 --> 00:12:56.000]  也有人傾談一下
[00:12:56.000 --> 00:12:58.000]  有人針對一下
[00:12:58.000 --> 00:13:01.000]  在這裡基本上就寄人籬下
[00:13:01.000 --> 00:13:03.000]  言語不通
[00:13:03.000 --> 00:13:05.000]  在埃及他講開希伯來話
[00:13:05.000 --> 00:13:09.000]  去到埃及所有東西都是一個新的環境
[00:13:09.000 --> 00:13:11.000]  其實他可以自暴自棄
[00:13:11.000 --> 00:13:16.000]  但可以淒淒涼涼悲悲慘慘地過他的生活
[00:13:16.000 --> 00:13:18.000]  在伊芙理論裡面說的
[00:13:18.000 --> 00:13:23.000]  他完全沒有一個社交群體為他作為一個支援
[00:13:23.000 --> 00:13:25.000]  不過在聖經裡面說到
[00:13:25.000 --> 00:13:28.000]  他真正的支援不是人際關係
[00:13:28.000 --> 00:13:31.000]  聖經裡面馬上就告訴你們
[00:13:31.000 --> 00:13:34.000]  耶和華與弱勢同在
[00:13:34.000 --> 00:13:37.000]  上帝與這個
[00:13:37.000 --> 00:13:45.000]  上帝所命定將來生命裡面承擔一個更大的責任
[00:13:45.000 --> 00:13:47.000]  這個年輕人同在
[00:13:47.000 --> 00:13:50.000]  上帝與這個年輕人同在
[00:13:50.000 --> 00:13:54.000]  不過這種同在就不是帶來一種心靈慰藉這麼簡單
[00:13:54.000 --> 00:13:56.000]  在經文裡面
[00:13:56.000 --> 00:14:00.000]  創世紀的作者很仔細地多次用了那個字
[00:14:00.000 --> 00:14:02.000]  就是手下
[00:14:02.000 --> 00:14:07.000]  就是在弱勢手裡面所作的功
[00:14:07.000 --> 00:14:11.000]  這個字眼和弱勢所作的功
[00:14:11.000 --> 00:14:16.000]  來表達耶和華與這個年輕人同在
[00:14:16.000 --> 00:14:18.000]  在第二節我們繼續看
[00:14:18.000 --> 00:14:21.000]  弱勢住在他主人埃及人的家中
[00:14:21.000 --> 00:14:23.000]  耶和華與他同在
[00:14:23.000 --> 00:14:25.000]  他就百事順利
[00:14:25.000 --> 00:14:27.000]  當主人見耶和華與他同在
[00:14:27.000 --> 00:14:31.000]  又見耶和華使他手裡所辦的盡都順利
[00:14:31.000 --> 00:14:34.000]  弱勢就在主人眼前蒙恩
[00:14:34.000 --> 00:14:36.000]  侍候他的主人
[00:14:36.000 --> 00:14:38.000]  並且主人派他管理家務
[00:14:38.000 --> 00:14:41.000]  把一切所有的都交在他的手裡
[00:14:41.000 --> 00:14:44.000]  自從主人派弱勢管理家務
[00:14:44.000 --> 00:14:46.000]  和他一切所有的
[00:14:46.000 --> 00:14:50.000]  耶和華就因弱勢的緣故賜福那埃及人的家
[00:14:50.000 --> 00:14:54.000]  凡家裡或田間一切所有的都蒙耶和華賜福
[00:14:54.000 --> 00:14:58.000]  把一切都交在弱勢的手裡
[00:14:58.000 --> 00:15:00.000]  除了自己所吃的飯
[00:15:00.000 --> 00:15:02.000]  別的事一概不知
[00:15:02.000 --> 00:15:07.000]  在這個孤立無援的狀態裡
[00:15:07.000 --> 00:15:10.000]  上帝與這個年輕人同在
[00:15:10.000 --> 00:15:14.000]  上帝具體的同在是如何表現出來呢?
[00:15:14.000 --> 00:15:16.000]  這個只是老僕
[00:15:16.000 --> 00:15:21.000]  上帝賜他所做的一切都能夠順利
[00:15:21.000 --> 00:15:24.000]  順利這個字我們中國人很喜歡看的
[00:15:24.000 --> 00:15:29.000]  我們覺得做的事很順很容易做好
[00:15:29.000 --> 00:15:31.000]  這是一個意思
[00:15:31.000 --> 00:15:33.000]  不過聖經裡面所說的順利的字
[00:15:33.000 --> 00:15:36.000]  比我們字面看更加深遠
[00:15:36.000 --> 00:15:41.000]  順利的意思在原文裡更加說到是昌盛
[00:15:41.000 --> 00:15:45.000]  令到那件事有好的結果
[00:15:45.000 --> 00:15:47.000]  我們今天中國人說的順利
[00:15:47.000 --> 00:15:51.000]  就是順頭順道很有效率地完成了
[00:15:51.000 --> 00:15:54.000]  不過順利如果用原文的意思
[00:15:54.000 --> 00:15:56.000]  不是說那件事很快完成
[00:15:56.000 --> 00:16:00.000]  而是說那個效果很壯大
[00:16:00.000 --> 00:16:03.000]  那個效果很顯著
[00:16:03.000 --> 00:16:04.000]  舉個例子
[00:16:04.000 --> 00:16:06.000]  英文沒有寫的
[00:16:06.000 --> 00:16:07.000]  我只是想像
[00:16:07.000 --> 00:16:10.000]  每個家宅每個老僕都站在田裡淋花
[00:16:10.000 --> 00:16:12.000]  在田裡種植
[00:16:12.000 --> 00:16:14.000]  其他人也是這樣淋
[00:16:14.000 --> 00:16:15.000]  弱勢也是這樣淋
[00:16:15.000 --> 00:16:17.000]  其他人淋的花也會長
[00:16:17.000 --> 00:16:18.000]  所以就長了
[00:16:18.000 --> 00:16:23.000]  不過弱勢淋的花就特別壯大
[00:16:23.000 --> 00:16:24.000]  結果更大
[00:16:24.000 --> 00:16:26.000]  根更加深
[00:16:26.000 --> 00:16:31.000]  所有的東西跟其他人的效果是很不同的
[00:16:31.000 --> 00:16:35.000]  弱勢所做的每一件事都有顯著的效果
[00:16:35.000 --> 00:16:37.000]  在他生活當中
[00:16:37.000 --> 00:16:39.000]  可能大家都是洗碗
[00:16:39.000 --> 00:16:41.000]  不過弱勢洗碗不單洗好碗
[00:16:41.000 --> 00:16:44.000]  弄到整個廚房都整整有條
[00:16:44.000 --> 00:16:47.000]  打理得一乾二淨
[00:16:47.000 --> 00:16:49.000]  大家明白了嗎?
[00:16:49.000 --> 00:16:51.000]  順利的意思是說
[00:16:51.000 --> 00:16:53.000]  弱勢自己努力
[00:16:53.000 --> 00:16:55.000]  再加上上帝的祝福
[00:16:55.000 --> 00:16:58.000]  令到身處的環境
[00:16:58.000 --> 00:17:00.000]  本來每天都是這樣的
[00:17:00.000 --> 00:17:02.000]  經過他的手的時候
[00:17:02.000 --> 00:17:05.000]  所有東西的果後變得很多
[00:17:05.000 --> 00:17:06.000]  很大
[00:17:06.000 --> 00:17:10.000]  而且整個環境都是被更新改變
[00:17:10.000 --> 00:17:12.000]  更重要的是
[00:17:12.000 --> 00:17:15.000]  上帝與的同在
[00:17:15.000 --> 00:17:18.000]  不是一個正態的同在
[00:17:18.000 --> 00:17:21.000]  上帝的同在
[00:17:21.000 --> 00:17:26.000]  是表現出在弱勢所做的功
[00:17:26.000 --> 00:17:28.000]  因為弱勢的努力
[00:17:28.000 --> 00:17:31.000]  所以上帝加倍的席著他
[00:17:31.000 --> 00:17:35.000]  做出來的東西帶出來更大的果效
[00:17:35.000 --> 00:17:38.000]  在經文裏面再說
[00:17:38.000 --> 00:17:40.000]  因為弱勢做得這麼好
[00:17:40.000 --> 00:17:41.000]  如果你是主人
[00:17:41.000 --> 00:17:42.000]  看到這麼多果效
[00:17:42.000 --> 00:17:44.000]  你看到他做事做得這麼好
[00:17:44.000 --> 00:17:46.000]  你會怎樣?
[00:17:46.000 --> 00:17:48.000]  多給他一些工作
[00:17:48.000 --> 00:17:51.000]  在經文裏面這樣說
[00:17:51.000 --> 00:17:53.000]  因為看到他盡都順利
[00:17:53.000 --> 00:17:55.000]  他在主人眼前蒙恩
[00:17:55.000 --> 00:17:59.000]  所以主人就派他管理家務
[00:17:59.000 --> 00:18:02.000]  把一切所有的都交付他的手裏
[00:18:02.000 --> 00:18:04.000]  可以這樣說
[00:18:04.000 --> 00:18:05.000]  如果懶的人聽見
[00:18:05.000 --> 00:18:06.000]  這不是福音
[00:18:06.000 --> 00:18:08.000]  因為你想想
[00:18:08.000 --> 00:18:10.000]  如果你做的事情盡都順利
[00:18:10.000 --> 00:18:11.000]  做得這麼好
[00:18:11.000 --> 00:18:14.000]  意味著你將要做多一些
[00:18:14.000 --> 00:18:17.000]  不過在經文裏面就是這樣說
[00:18:17.000 --> 00:18:21.000]  弱勢他沒有逃避任何生命裏面的責任
[00:18:21.000 --> 00:18:23.000]  因為上帝與他同在
[00:18:23.000 --> 00:18:25.000]  做每一樣事都能夠做得好
[00:18:25.000 --> 00:18:27.000]  於是他承擔更加多的責任
[00:18:27.000 --> 00:18:29.000]  在家庭裏面
[00:18:29.000 --> 00:18:31.000]  由一個卑微的奴婢
[00:18:31.000 --> 00:18:33.000]  一個奴僕
[00:18:33.000 --> 00:18:36.000]  但一直成為一個家裏面的管家
[00:18:36.000 --> 00:18:39.000]  經文裏面甚至說到極致
[00:18:39.000 --> 00:18:41.000]  波提弗在他的家裏面
[00:18:41.000 --> 00:18:44.000]  他只想他自己吃一餐飯
[00:18:44.000 --> 00:18:46.000]  他吃的東西
[00:18:46.000 --> 00:18:47.000]  他想吃些什麼
[00:18:47.000 --> 00:18:49.000]  其他一概也不知
[00:18:49.000 --> 00:18:52.000]  因為弱勢幫他打點了整個家庭
[00:18:52.000 --> 00:18:54.000]  所有的一切
[00:18:54.000 --> 00:18:56.000]  但在第一個
[00:18:56.000 --> 00:18:58.000]  我們從這個段落
[00:18:58.000 --> 00:19:00.000]  我們看到上帝的同在
[00:19:00.000 --> 00:19:02.000]  上帝的同在在這裏裏面
[00:19:02.000 --> 00:19:06.000]  更新我們今天對上帝同在的理解
[00:19:06.000 --> 00:19:08.000]  很多頂姐妹覺得
[00:19:08.000 --> 00:19:10.000]  我要經歷神的同在
[00:19:10.000 --> 00:19:12.000]  我要走到深山
[00:19:12.000 --> 00:19:15.000]  我要走到一些很隱蔽的深處
[00:19:15.000 --> 00:19:17.000]  或者我要不工作
[00:19:17.000 --> 00:19:19.000]  經歷神的同在
[00:19:19.000 --> 00:19:20.000]  要休息
[00:19:20.000 --> 00:19:23.000]  很多時候頂姐妹都會說這件事
[00:19:23.000 --> 00:19:25.000]  不過在《創世紀》
[00:19:25.000 --> 00:19:28.000]  特別是說到弱勢的經歷
[00:19:28.000 --> 00:19:30.000]  一個奴隸沒有辦法
[00:19:30.000 --> 00:19:31.000]  他只能夠說
[00:19:31.000 --> 00:19:32.000]  波提弗啊
[00:19:32.000 --> 00:19:33.000]  我這個時間
[00:19:33.000 --> 00:19:35.000]  我靈性不是太好
[00:19:35.000 --> 00:19:37.000]  所以我需要放假一個星期去退休
[00:19:37.000 --> 00:19:38.000]  沒有這些東西的
[00:19:38.000 --> 00:19:40.000]  沒有這支歌唱的
[00:19:40.000 --> 00:19:43.000]  他只是默默地在他生命裏面
[00:19:43.000 --> 00:19:46.000]  做好他眼前的工作
