
[00:00:00.000 --> 00:00:05.000]  讓我們繼續以聆聽主的道去敬拜我們的神
[00:06:07.000 --> 00:06:09.000]  死裡復活的這個現實
[00:06:09.000 --> 00:06:12.000]  不過在聖經裏面
[00:06:12.000 --> 00:06:14.000]  他卻提醒我們
[00:06:14.000 --> 00:06:17.000]  我們對於復活這個很重要的訊息
[00:06:17.000 --> 00:06:19.000]  這個教義
[00:06:19.000 --> 00:06:22.000]  不是建基於一種宗教純粹的那種感覺
[00:06:22.000 --> 00:06:24.000]  或者一種情感
[00:06:24.000 --> 00:06:26.000]  也不是一種環境形象出來的結果
[00:06:27.000 --> 00:06:29.000]  保羅在宣講的時候
[00:06:29.000 --> 00:06:32.000]  特別強調用一個客觀的現實
[00:06:32.000 --> 00:06:34.000]  有五百人見到耶穌的復活
[00:06:34.000 --> 00:06:36.000]  顯然被門徒看到
[00:06:36.000 --> 00:06:38.000]  顯然被婦女們知道
[00:06:38.000 --> 00:06:41.000]  在歷史裏面有記載著這件事實
[00:06:41.000 --> 00:06:46.000]  保羅想將我們從宗教的情感拉下來
[00:06:46.000 --> 00:06:49.000]  去到我們的理性上
[00:06:49.000 --> 00:06:51.000]  我們所信的是一個
[00:06:51.000 --> 00:06:55.000]  經得起現實考驗的信仰
[00:06:56.000 --> 00:06:58.000]  而約翰福音或者約翰
[00:06:58.000 --> 00:07:01.000]  他就用另一個角度告訴我們
[00:07:01.000 --> 00:07:05.000]  我們今天所信的是一個摸得到
[00:07:05.000 --> 00:07:07.000]  經歷得到的上帝
[00:07:07.000 --> 00:07:09.000]  今天這一段關於多瑪的記載
[00:07:09.000 --> 00:07:11.000]  是一段很寶貴的經文
[00:07:11.000 --> 00:07:14.000]  傳統以來我們有時候很批判多瑪
[00:07:14.000 --> 00:07:17.000]  今天我們不單止為多瑪說一句話
[00:07:17.000 --> 00:07:19.000]  更加從多瑪經歷裏面
[00:07:19.000 --> 00:07:23.000]  拉我們看回基督耶穌確切地復活
[00:07:24.000 --> 00:07:26.000]  去將祂自己顯現給他的門徒
[00:07:26.000 --> 00:07:28.000]  以及讓我們知道
[00:07:28.000 --> 00:07:30.000]  今天我們仔細讀這段聖經
[00:07:30.000 --> 00:07:32.000]  希望除了我們心裏面
[00:07:32.000 --> 00:07:35.000]  綻放出那種宗教的情操之外
[00:07:35.000 --> 00:07:38.000]  更加讓我們的信心有根有機
[00:07:38.000 --> 00:07:40.000]  我們一起祈禱好嗎
[00:07:40.000 --> 00:07:42.000]  求上帝的靈幫助我們
[00:07:42.000 --> 00:07:44.000]  讓我們明白這段華語
[00:07:44.000 --> 00:07:46.000]  同心祈禱
[00:07:46.000 --> 00:07:48.000]  基督耶穌願祢在我們當中裏面
[00:07:48.000 --> 00:07:50.000]  幫助我們
[00:07:50.000 --> 00:07:52.000]  讓我們能夠明白祢的華語
[00:07:53.000 --> 00:07:55.000]  讓我們能夠聽到祂的讀音經文
[00:07:55.000 --> 00:07:57.000]  重新讓我們知道
[00:07:57.000 --> 00:08:00.000]  基督耶穌是一個怎樣的神
[00:08:00.000 --> 00:08:02.000]  幫助我們眾頂姐妹
[00:08:02.000 --> 00:08:04.000]  讓我們能夠聆聽的時候
[00:08:04.000 --> 00:08:06.000]  我們聽得清楚
[00:08:06.000 --> 00:08:08.000]  幫助孫講的
[00:08:08.000 --> 00:08:10.000]  讓經文講得清楚明白
[00:08:10.000 --> 00:08:12.000]  讓人領受的時候
[00:08:12.000 --> 00:08:14.000]  我們有信心走面前的路
[00:08:14.000 --> 00:08:16.000]  我們恭敬將來的時間交託給你
[00:08:16.000 --> 00:08:18.000]  願主你賜福
[00:08:18.000 --> 00:08:20.000]  牽手我們祈禱
[00:08:20.000 --> 00:08:22.000]  奉靠基督耶穌得勝的聖名祈求
[00:08:22.000 --> 00:08:27.000]  在約翰福音第20章24-25節
[00:08:27.000 --> 00:08:31.000]  在這裏特別強調門徒
[00:08:31.000 --> 00:08:35.000]  耶穌剩下的只有11個門徒
[00:08:35.000 --> 00:08:37.000]  其中一個叫低土馬
[00:08:37.000 --> 00:08:39.000]  低土馬的意思其實是花名
[00:08:39.000 --> 00:08:41.000]  孖生仔的意思
[00:08:41.000 --> 00:08:43.000]  沒有什麼特別內容
[00:08:43.000 --> 00:08:48.000]  不過這個多馬和其他門徒的經歷有些不同
[00:08:48.000 --> 00:08:50.000]  當耶穌基督復活了
[00:08:51.000 --> 00:08:53.000]  顯現給門徒知道的時候
[00:08:53.000 --> 00:08:55.000]  多馬就不在他們當中
[00:08:55.000 --> 00:08:57.000]  在聖經裏面提到
[00:08:57.000 --> 00:08:59.000]  一群門徒見到耶穌的復活
[00:08:59.000 --> 00:09:01.000]  顯現給他們知道
[00:09:01.000 --> 00:09:03.000]  他們就興高采烈
[00:09:03.000 --> 00:09:06.000]  他們的心裏面就一定帶著極大的開心
[00:09:06.000 --> 00:09:09.000]  迎接救主耶穌
[00:09:09.000 --> 00:09:12.000]  不過多馬不在他們當中
[00:09:12.000 --> 00:09:14.000]  聖經裏面提到
[00:09:14.000 --> 00:09:16.000]  他沒有與他們同在
[00:09:16.000 --> 00:09:18.000]  然後那些門徒即使怎樣說
[00:09:18.000 --> 00:09:20.000]  已經看見主了
[00:09:20.000 --> 00:09:25.000]  多馬就帶著一種很冷靜
[00:09:25.000 --> 00:09:28.000]  或者跟他們有一點距離感
[00:09:28.000 --> 00:09:30.000]  多馬就說
[00:09:30.000 --> 00:09:32.000]  我非看見他手上的釘痕
[00:09:32.000 --> 00:09:35.000]  用指頭探入那釘痕
[00:09:35.000 --> 00:09:37.000]  又用手探入他的肋旁
[00:09:37.000 --> 00:09:40.000]  我總不信
[00:09:40.000 --> 00:09:43.000]  在這裏面多馬所說的話
[00:09:43.000 --> 00:09:46.000]  似乎對於那些興高采烈的門徒
[00:09:46.000 --> 00:09:48.000]  好像淋了一個大冷水一樣
[00:09:49.000 --> 00:09:53.000]  他們經歷過十字架的痛哭
[00:09:53.000 --> 00:09:57.000]  那種極大的悲傷
[00:09:57.000 --> 00:10:02.000]  看到耶穌在十字架上受死的掙扎
[00:10:02.000 --> 00:10:04.000]  然後到了第三天
[00:10:04.000 --> 00:10:06.000]  經歷耶穌的復活
[00:10:06.000 --> 00:10:09.000]  內心心情就像過山車一樣
[00:10:09.000 --> 00:10:12.000]  不過當他們坐過山車的時候
[00:10:12.000 --> 00:10:16.000]  好像沒有參與
[00:10:17.000 --> 00:10:19.000]  耶穌復活的多馬
[00:10:19.000 --> 00:10:21.000]  說的這句話就是
[00:10:21.000 --> 00:10:23.000]  我不信的
[00:10:23.000 --> 00:10:25.000]  除非我看見耶穌手上的釘痕
[00:10:25.000 --> 00:10:28.000]  用指頭探入那釘痕
[00:10:28.000 --> 00:10:31.000]  用手探入他的肋旁
[00:10:31.000 --> 00:10:33.000]  這三件事
[00:10:33.000 --> 00:10:35.000]  他的釘痕、肋旁
[00:10:35.000 --> 00:10:39.000]  用指頭探入身體的傷患
[00:10:39.000 --> 00:10:41.000]  這是受苦的印記
[00:10:41.000 --> 00:10:45.000]  釘十字架裏面一個很重要的記號
[00:10:46.000 --> 00:10:48.000]  如果多馬說他看不見這些
[00:10:48.000 --> 00:10:50.000]  他是不會相信的
[00:10:50.000 --> 00:10:55.000]  你會覺得那種冷水
[00:10:55.000 --> 00:10:59.000]  有時候覺得這種反論調
[00:10:59.000 --> 00:11:01.000]  都很磨人的
[00:11:01.000 --> 00:11:03.000]  有時候我們甚至覺得
[00:11:03.000 --> 00:11:05.000]  對於一個真理
[00:11:05.000 --> 00:11:07.000]  或者一個我們覺得無所謂
[00:11:07.000 --> 00:11:10.000]  我們已經順理成章的一個真理
[00:11:10.000 --> 00:11:13.000]  有人這樣面對挑戰
[00:11:14.000 --> 00:11:16.000]  是很納悶、不善未疑的
[00:11:16.000 --> 00:11:21.000]  不過多馬真的很不客氣地說
[00:11:21.000 --> 00:11:24.000]  他要看見、他要用手指碰過
[00:11:24.000 --> 00:11:26.000]  他要探入去,他才相信
[00:11:26.000 --> 00:11:28.000]  在他的邏輯裏面
[00:11:28.000 --> 00:11:32.000]  不是隨便一件事出現就等於他相信
[00:11:32.000 --> 00:11:35.000]  是要A、B、C三件事
[00:11:35.000 --> 00:11:37.000]  都要同時間出現
[00:11:37.000 --> 00:11:41.000]  看見耶穌基督受傷的記號的時候
[00:11:41.000 --> 00:11:43.000]  他才相信
[00:11:43.000 --> 00:11:45.000]  否則的話,他不相信
[00:11:45.000 --> 00:11:47.000]  這是一個多馬
[00:11:47.000 --> 00:11:51.000]  某程度上是一個很冷靜的分析
[00:11:51.000 --> 00:11:54.000]  一個邏輯的思維
[00:11:54.000 --> 00:11:58.000]  多馬在這一刻裏面都還未相信
[00:11:58.000 --> 00:12:01.000]  不過多馬的不相信
[00:12:01.000 --> 00:12:03.000]  和之前的蝙蝠說到
[00:12:03.000 --> 00:12:07.000]  耶穌面對著一班法利塞人的不相信
[00:12:07.000 --> 00:12:09.000]  有什麼不同呢?
[00:12:09.000 --> 00:12:12.000]  法利塞人如果我們看聖經就知道
[00:12:12.000 --> 00:12:18.000]  從頭到尾,他們都是一班拒絕相信的人
[00:12:18.000 --> 00:12:22.000]  在聖經裏面,馬可福音特別有一個記載
[00:12:22.000 --> 00:12:25.000]  耶穌用七個餅和幾條魚
[00:12:25.000 --> 00:12:27.000]  在五餅二魚之後,再行多個神蹟
[00:12:27.000 --> 00:12:32.000]  就是七個餅和幾條魚,再餵飽四千人
[00:12:32.000 --> 00:12:35.000]  一班法利塞人看著整個神蹟
[00:12:35.000 --> 00:12:37.000]  耶穌基督所做的這件事的進行
[00:12:37.000 --> 00:12:40.000]  然後就餵飽了這幾千人
[00:12:41.000 --> 00:12:43.000]  其實是一個很偉大的神蹟
[00:12:43.000 --> 00:12:46.000]  在講完這個神蹟之後
[00:12:46.000 --> 00:12:49.000]  或者在耶穌做完這個神蹟之後
[00:12:49.000 --> 00:12:52.000]  一班法利塞人再去挑戰耶穌
[00:12:52.000 --> 00:12:54.000]  走去耶穌面前說
[00:12:54.000 --> 00:12:59.000]  夫子,如果你是神的話,請你做一個神蹟出來
[00:12:59.000 --> 00:13:02.000]  在聖經裏面特別加一個主腳
[00:13:02.000 --> 00:13:04.000]  這班法利塞人去問耶穌這個問題
[00:13:04.000 --> 00:13:07.000]  不是想叫耶穌證明他是神的兒子
[00:13:08.000 --> 00:13:12.000]  而是想找一些把柄出來挑戰耶穌
[00:13:12.000 --> 00:13:16.000]  在雞蛋裏面挑骨頭,挑出一些錯誤
[00:13:16.000 --> 00:13:20.000]  證明耶穌不是神的兒子,不是來自神的拉比
[00:13:20.000 --> 00:13:24.000]  法利塞人就是用這樣的心態去做
[00:13:24.000 --> 00:13:27.000]  然後耶穌怎樣回應這班法利塞人呢?
[00:13:27.000 --> 00:13:29.000]  他說,在一個不信的世代裏面
[00:13:29.000 --> 00:13:31.000]  做多少神蹟都沒有用
[00:13:31.000 --> 00:13:33.000]  所以,在聖經裏面,我們可以看到
[00:13:34.000 --> 00:13:36.000]  在一個不信的世代裏面
[00:13:36.000 --> 00:13:38.000]  做多少神蹟都沒有用
[00:13:38.000 --> 00:13:40.000]  你不信就不信
[00:13:40.000 --> 00:13:45.000]  即使看完有幾個餅,幾條魚,餵飽四千人的神蹟都不相信
[00:13:45.000 --> 00:13:50.000]  再去做更多的事,他們都是拒絕相信
[00:13:50.000 --> 00:13:55.000]  這班人就是一班完全拒絕耶穌
[00:13:55.000 --> 00:13:58.000]  不論耶穌做多少神蹟歧視
[00:13:58.000 --> 00:14:02.000]  做多少記號在人沒辦法實踐的作為當中
[00:14:03.000 --> 00:14:06.000]  這班人都是帶著他們自己的偏頗
[00:14:06.000 --> 00:14:09.000]  帶著他們心靈的那種硬心
[00:14:09.000 --> 00:14:11.000]  拒絕基督耶穌
[00:14:11.000 --> 00:14:15.000]  就是生命裏面來自神的拉比,來自神的兒子
[00:14:15.000 --> 00:14:23.000]  和那班法利塞人在多瑪的角度是有點不同的
[00:14:23.000 --> 00:14:28.000]  多瑪就是一直跟著耶穌的其中一個門徒
[00:14:28.000 --> 00:14:32.000]  他很清楚,他很凝信耶穌基督所行
[00:14:32.000 --> 00:14:36.000]  他所言所行,他生命裏面所作的教導
[00:14:36.000 --> 00:14:39.000]  全部一切都是來自上帝的
[00:14:39.000 --> 00:14:44.000]  不過在復活這件事裏面,怎樣令到他去確信呢
[00:14:44.000 --> 00:14:50.000]  他心裏面,如果從他的情感或是從他的角度去想
[00:14:50.000 --> 00:14:56.000]  剛剛才經歷完,要接受耶穌的死也是一個很不容易的階段
[00:14:56.000 --> 00:15:00.000]  就是任何你所愛的人,他經歷死亡
[00:15:01.000 --> 00:15:04.000]  在你的心目中,你都要有一段時間來消化
[00:15:04.000 --> 00:15:06.000]  你都要接受這個現實
[00:15:06.000 --> 00:15:10.000]  在這個現實還未接受得夠的時候
[00:15:10.000 --> 00:15:13.000]  第三天,就要接受一個死了的人
[00:15:13.000 --> 00:15:16.000]  在十字架裏面接受酷刑的一個基督耶穌
[00:15:16.000 --> 00:15:20.000]  竟然重新復活起來
[00:15:20.000 --> 00:15:23.000]  實在太過不可思議了
[00:15:23.000 --> 00:15:26.000]  更何況是那班門徒自己說的
[00:15:26.000 --> 00:15:29.000]  雖然那班是他的兄弟,是他的老友
[00:15:30.000 --> 00:15:31.000]  是一起經歷過的
[00:15:31.000 --> 00:15:34.000]  不過整件事實在匪夷所思
[00:15:34.000 --> 00:15:38.000]  哪有這個世界裏面曾經出現過這樣的事
[00:15:38.000 --> 00:15:40.000]  從來都未發生過
[00:15:40.000 --> 00:15:44.000]  所以是一個難以置信的一件事
[00:15:44.000 --> 00:15:46.000]  所以在多瑪來說
[00:15:46.000 --> 00:15:51.000]  他的不信不是建基於他好像法利賽人那種的心眼
[00:15:51.000 --> 00:15:55.000]  而是一個史無前例
[00:15:56.000 --> 00:16:00.000]  在過去裏面都沒有可以參考的一件事
[00:16:00.000 --> 00:16:03.000]  竟然淋到他第一身上
[00:16:03.000 --> 00:16:08.000]  所以他就作出一個好像條件式的表達
[00:16:08.000 --> 00:16:11.000]  如果他見不到,他不會驗證過
[00:16:11.000 --> 00:16:15.000]  他不會相信基督耶穌復活的事實
[00:16:15.000 --> 00:16:19.000]  傳統以來去讀這段經文
[00:16:19.000 --> 00:16:23.000]  甚至乎有些,我們有時查經也好
[00:16:24.000 --> 00:16:27.000]  多瑪寫著不信,多瑪總不信這個字
[00:16:27.000 --> 00:16:29.000]  我們很快就將他對號入座
[00:16:29.000 --> 00:16:31.000]  甚至乎帶著一種批判的角度
[00:16:31.000 --> 00:16:34.000]  來看多瑪這種表達
[00:16:34.000 --> 00:16:37.000]  我們甚至乎會覺得
[00:16:37.000 --> 00:16:41.000]  懷疑本身是一個信仰的毒素
[00:16:41.000 --> 00:16:43.000]  我們覺得如果有些問題
[00:16:43.000 --> 00:16:45.000]  或者按著聖經這樣說
[00:16:45.000 --> 00:16:48.000]  如果提出一種質疑,是不是這樣說的
[00:16:48.000 --> 00:16:51.000]  他未必是基於一種挑戰的角度
[00:16:52.000 --> 00:16:55.000]  基於一種尋求真理,尋真的精神
[00:16:55.000 --> 00:16:59.000]  但是有些聖經學家
[00:16:59.000 --> 00:17:01.000]  甚至乎在我們華人社會裏面
[00:17:01.000 --> 00:17:04.000]  對於這些說法我們會覺得很納悶
[00:17:04.000 --> 00:17:07.000]  甚至乎覺得不止淋冷水
[00:17:07.000 --> 00:17:09.000]  還會覺得有時搞事
[00:17:09.000 --> 00:17:11.000]  我不知道你們會不會是這樣
[00:17:11.000 --> 00:17:14.000]  在我自己年輕一點的時候
[00:17:14.000 --> 00:17:16.000]  在我未來旺朕,在我自己的母會查經
[00:17:16.000 --> 00:17:19.000]  暗信主,所有事情都是很新奇
[00:17:20.000 --> 00:17:22.000]  有些查經的問題,導師這樣說
[00:17:22.000 --> 00:17:24.000]  是不是真的這樣
[00:17:24.000 --> 00:17:26.000]  我是很坦誠地問,是不是真的這樣
[00:17:26.000 --> 00:17:28.000]  有時會覺得,是不是Anders
[00:17:28.000 --> 00:17:30.000]  每件事都遮住了
[00:17:30.000 --> 00:17:33.000]  或者覺得我好像是搞事分子
[00:17:33.000 --> 00:17:36.000]  但我心裏不是要挑戰權威
[00:17:36.000 --> 00:17:40.000]  或者純粹覺得那件事是不可信
[00:17:40.000 --> 00:17:44.000]  而是想帶著一份真誠,尋真的精神
[00:17:44.000 --> 00:17:47.000]  究竟那段經文是說什麼
[00:17:48.000 --> 00:17:54.000]  滿足於一個純粹別人說出來的二手答案
[00:17:54.000 --> 00:17:59.000]  事實上在聖經裏面對於多瑪的懷疑
[00:17:59.000 --> 00:18:01.000]  稍後我會再說
[00:18:01.000 --> 00:18:03.000]  不過在這裏特別強調
[00:18:03.000 --> 00:18:06.000]  約翰福音或者其他聖經裏面
[00:18:06.000 --> 00:18:11.000]  不是用負面的角度來看多瑪這種驗證
[00:18:11.000 --> 00:18:15.000]  有時可能這種懷疑,這種驗證
[00:18:16.000 --> 00:18:19.000]  會令身邊的人覺得很冷冷水,掃興
[00:18:19.000 --> 00:18:21.000]  或者覺得好像有些搞事
[00:18:21.000 --> 00:18:24.000]  將一些我們已經認信的真理
[00:18:24.000 --> 00:18:27.000]  從頭反過來再去問
[00:18:27.000 --> 00:18:29.000]  我們會覺得有點不耐煩
[00:18:29.000 --> 00:18:32.000]  不過在聖經裏面
[00:18:32.000 --> 00:18:36.000]  從來都不是將多瑪成為一個批判的對象
[00:18:36.000 --> 00:18:44.000]  反而在這裏上帝樂意將一個真理
[00:18:45.000 --> 00:18:47.000]  給多瑪來知道
[00:18:47.000 --> 00:18:50.000]  其實弟兄姊妹你們知不知道
[00:18:50.000 --> 00:18:52.000]  今天在信仰裏面
[00:18:52.000 --> 00:19:00.000]  最危險的不是一個所有東西照單傳修的信仰
[00:19:00.000 --> 00:19:03.000]  或者那些人問問題
[00:19:03.000 --> 00:19:05.000]  我們覺得不照單傳修的時候
[00:19:05.000 --> 00:19:07.000]  那些人是危險人物
[00:19:07.000 --> 00:19:11.000]  在團契裏面要找一個強勁的導師來應付他
[00:19:11.000 --> 00:19:13.000]  那些人不是最危險的人物
[00:19:14.000 --> 00:19:18.000]  最危險的人物反而是我們不求甚解
[00:19:18.000 --> 00:19:20.000]  我們有大量的熱誠
[00:19:20.000 --> 00:19:23.000]  但我們其實不知道自己信什麼
[00:19:23.000 --> 00:19:28.000]  我們不知道真正的基督耶穌
[00:19:28.000 --> 00:19:31.000]  他所啟示給我們的是一個什麼信息
[00:19:31.000 --> 00:19:34.000]  我們只是帶著一腔的熱誠
[00:19:34.000 --> 00:19:38.000]  純粹來過我們的宗教生活
[00:19:38.000 --> 00:19:40.000]  但我們其實心底裏面
[00:19:40.000 --> 00:19:42.000]  對於耶穌復活是一回什麼事
[00:19:43.000 --> 00:19:44.000]  不是很問的
[00:19:44.000 --> 00:19:46.000]  不是很想知道
[00:19:46.000 --> 00:19:48.000]  我們知道大家都是這樣做
[00:19:48.000 --> 00:19:50.000]  我們就跟著去吧
[00:19:50.000 --> 00:19:52.000]  曾經我把這段經文和我女兒分享
[00:19:52.000 --> 00:19:55.000]  我問她女兒你讀這段經文有沒有什麼問題
[00:19:55.000 --> 00:19:57.000]  她就不出聲
[00:19:57.000 --> 00:19:59.000]  她就悶悶不樂
[00:19:59.000 --> 00:20:01.000]  她說不要緊你有問題就問吧
[00:20:01.000 --> 00:20:03.000]  我女兒有種感覺說
[00:20:03.000 --> 00:20:07.000]  爹地我怕問問題你覺得我不孝
[00:20:07.000 --> 00:20:09.000]  覺得我挑戰她的權威
[00:20:09.000 --> 00:20:11.000]  不是挑戰我的權威
[00:20:12.000 --> 00:20:13.000]  她說很沒禮貌
[00:20:13.000 --> 00:20:15.000]  不懂得問問題有多沒禮貌
[00:20:15.000 --> 00:20:17.000]  她說其實有時真的
[00:20:17.000 --> 00:20:19.000]  對於聖經的事
[00:20:19.000 --> 00:20:21.000]  這樣說就要這樣信
[00:20:21.000 --> 00:20:23.000]  我說你可以問問題
[00:20:23.000 --> 00:20:25.000]  她說問多一句不信
[00:20:25.000 --> 00:20:27.000]  就是犯罪
[00:20:27.000 --> 00:20:29.000]  她去到一個這樣的極致
[00:20:29.000 --> 00:20:31.000]  我跟她說不是
[00:20:31.000 --> 00:20:34.000]  我說看聖經如果不問問題
[00:20:34.000 --> 00:20:36.000]  那個才是最危險
