
[00:00:00.000 --> 00:00:03.480]  以下要讀出的聖經有兩段
[00:02:10.360 --> 00:02:15.360]  主啊,你是造天地、海和其中萬物的
[00:02:15.360 --> 00:02:18.320]  你曾藉著聖靈託你僕人
[00:02:18.320 --> 00:02:20.720]  我們祖宗大位的後恕
[00:02:20.720 --> 00:02:23.240]  外邦為甚麼爭鬧
[00:02:23.240 --> 00:02:26.920]  萬民為甚麼謀算虛妄的事
[00:02:26.920 --> 00:02:29.520]  世上的君王一齊起來
[00:02:29.520 --> 00:02:33.320]  神在也聚集,要敵黨主
[00:02:33.320 --> 00:02:35.520]  並主的受高者
[00:02:35.520 --> 00:02:38.160]  希律和本雕比拉多
[00:02:38.160 --> 00:02:40.240]  外邦人和以色列民
[00:02:40.240 --> 00:02:42.640]  果然在這城裡聚集
[00:02:42.640 --> 00:02:45.920]  要攻打你所高的聖僕耶穌
[00:02:45.920 --> 00:02:50.560]  成就你守和你義子所預定必有的事
[00:02:50.560 --> 00:02:52.560]  他們恐嚇我們
[00:02:52.560 --> 00:02:54.560]  現在求主鑒察
[00:02:54.560 --> 00:02:58.240]  一面叫你僕人大放膽量講你的道
[00:02:58.240 --> 00:03:01.680]  一面伸出你的手來醫治疾病
[00:03:01.680 --> 00:03:04.280]  並且使神跡其事
[00:03:04.280 --> 00:03:09.320]  因著你聖僕耶穌的名行出來
[00:03:09.320 --> 00:03:10.560]  31 字
[00:03:10.560 --> 00:03:14.000]  禱告完了,聚會的地方震動
[00:03:14.000 --> 00:03:16.520]  他們就都被聖靈充滿
[00:03:16.520 --> 00:03:18.880]  放膽講論神的道
[00:03:18.880 --> 00:03:20.880]  (廣東話)
[00:03:20.880 --> 00:03:22.880]  (廣東話)
[00:03:22.880 --> 00:03:24.880]  (廣東話)
[00:03:24.880 --> 00:03:26.880]  (廣東話)
[00:03:26.880 --> 00:03:28.880]  (廣東話)
[00:03:29.600 --> 00:03:31.600]  弟兄姊妹,早安
[00:03:31.600 --> 00:03:33.600]  今天時間過得很快
[00:03:33.600 --> 00:03:35.600]  已經是十一月的第一個星期
[00:03:35.600 --> 00:03:38.880]  很快我們要紀念耶穌基督
[00:03:38.880 --> 00:03:40.880]  受苦,不是受苦
[00:03:40.880 --> 00:03:42.880]  廣新的大日子
[00:03:42.880 --> 00:03:44.880]  我們開始一個新的廣道系列
[00:03:44.880 --> 00:03:46.880]  叫做《詩篇裡的基督》
[00:03:46.880 --> 00:03:48.880]  當中我們會有四個星期
[00:03:48.880 --> 00:03:54.320]  以舊約的詩篇和新約的經文表述
[00:03:54.320 --> 00:03:56.880]  讓弟兄姊妹更加立體
[00:03:56.880 --> 00:03:58.880]  去認識我們的耶穌基督
[00:03:58.880 --> 00:04:00.880]  今天我會嘗試
[00:04:00.880 --> 00:04:02.880]  用詩篇的第二篇
[00:04:02.880 --> 00:04:04.880]  和《使徒行傳》的第四篇
[00:04:04.880 --> 00:04:06.880]  去反思耶穌基督
[00:04:06.880 --> 00:04:08.880]  是一個受高的僕人
[00:04:08.880 --> 00:04:11.880]  這個身份和我們有什麼關係呢?
[00:04:11.880 --> 00:04:13.880]  我們先一起有個禱告
[00:04:13.880 --> 00:04:17.880]  親愛的天父
[00:04:17.880 --> 00:04:20.880]  很感謝你留下寶貴的話語給我們
[00:04:20.880 --> 00:04:22.880]  也留下你的大使命
[00:04:22.880 --> 00:04:25.880]  讓我們在你的福音上有份
[00:04:25.880 --> 00:04:27.880]  求聖靈你高滅我的口
[00:04:27.880 --> 00:04:30.880]  讓我能夠說得清楚
[00:04:30.880 --> 00:04:33.880]  也讓我所說的話都蒙你喜悅
[00:04:33.880 --> 00:04:35.880]  也聖靈你預備我們的心
[00:04:35.880 --> 00:04:38.880]  去被你的道去感動、引導
[00:04:38.880 --> 00:04:40.880]  多謝你聽我們禱告
[00:04:40.880 --> 00:04:42.880]  奉主耶穌基督的聖名祈求
[00:04:42.880 --> 00:04:43.880]  阿們
[00:04:43.880 --> 00:04:47.880]  幾年前我去過法國的梵爾賽宮
[00:04:47.880 --> 00:04:49.880]  欣賞了很多博物館
[00:04:49.880 --> 00:04:54.880]  黃色裡的英明神武
[00:04:54.880 --> 00:04:56.880]  (先不要太快)
[00:04:56.880 --> 00:04:57.880]  (對不起)
[00:04:57.880 --> 00:05:03.880]  英明神武的人像
[00:05:03.880 --> 00:05:05.880]  還有很多描述了
[00:05:05.880 --> 00:05:10.880]  軍王海船龜打仗的輝煌場面
[00:05:10.880 --> 00:05:13.880]  畫不是像現在的畫廊
[00:05:13.880 --> 00:05:18.880]  是很高的,看起來很宏偉
[00:05:18.880 --> 00:05:21.880]  其中一張大家應該都認識
[00:05:21.880 --> 00:05:27.880]  就是《拿破崙穿越阿爾卑斯山》的油畫
[00:05:27.880 --> 00:05:32.880]  當中描述拿破崙第一次帶領軍隊
[00:05:32.880 --> 00:05:37.880]  穿越阿爾卑斯山進入意大利的場景
[00:05:37.880 --> 00:05:39.880]  是不是很英明神武?
[00:05:39.880 --> 00:05:44.880]  當時我聽到引導的聲音
[00:05:44.880 --> 00:05:48.880]  原來這油畫跟現實有點不相符
[00:05:48.880 --> 00:05:51.880]  首先我們知道拿破崙的身高是怎樣的?
[00:05:51.880 --> 00:05:55.880]  這張照片很英明神武,很高大威猛
[00:05:55.880 --> 00:06:01.880]  而且他原來不是騎馬,是騎驢
[00:06:01.880 --> 00:06:04.880]  所以有一個比較寫實的畫家
[00:06:04.880 --> 00:06:07.880]  創作了另外這張油畫
[00:06:07.880 --> 00:06:12.880]  相比之下是否截然不同?
[00:06:12.880 --> 00:06:14.880]  其實弄得這麼英明神武
[00:06:14.880 --> 00:06:19.880]  無非是想營造一個令人景仰
[00:06:19.880 --> 00:06:23.880]  令人可以臣服他的君王形象
[00:06:23.880 --> 00:06:25.880]  想清楚一點,是真的
[00:06:25.880 --> 00:06:30.880]  一個授權被加冕成為君王的領袖
[00:06:30.880 --> 00:06:32.880]  當然有既定的形象
[00:06:32.880 --> 00:06:38.880]  如果像這幅畫般,騎著驢仔進城
[00:06:38.880 --> 00:06:43.880]  被外族攻打,被人笑,被人敵擋
[00:06:43.880 --> 00:06:45.880]  相信人民看見這幅畫
[00:06:45.880 --> 00:06:48.880]  會否想去效忠他?
[00:06:48.880 --> 00:06:51.880]  應該不太想
[00:06:51.880 --> 00:06:53.880]  《聖經》也有提及
[00:06:53.880 --> 00:06:58.880]  原來被授權、加冕成為君王
[00:06:58.880 --> 00:07:00.880]  祭司和先知的
[00:07:00.880 --> 00:07:03.880]  他們都被稱為授高者
[00:07:03.880 --> 00:07:05.880]  意思是被神揀選
[00:07:05.880 --> 00:07:07.880]  選立執行神的任務
[00:07:07.880 --> 00:07:09.880]  猶太人一提到授高者
[00:07:09.880 --> 00:07:11.880]  就一定會想起這篇詩篇
[00:07:11.880 --> 00:07:13.880]  就是詩篇第二章
[00:07:13.880 --> 00:07:15.880]  當中提及授高者
[00:07:15.880 --> 00:07:17.880]  並非像剛才那幅畫
[00:07:17.880 --> 00:07:19.880]  騎馬的景象
[00:07:19.880 --> 00:07:22.880]  不是萬人景仰,萬邦臣服
[00:07:22.880 --> 00:07:25.880]  究竟這授高者是誰?
[00:07:25.880 --> 00:07:28.880]  我們一起看詩篇第二篇
[00:07:28.880 --> 00:07:31.880]  看經文前,我想交代背景
[00:07:31.880 --> 00:07:35.880]  詩篇第二篇是一篇公認的皇室詩
[00:07:35.880 --> 00:07:40.880]  描述上帝對以色列君王的應許
[00:07:40.880 --> 00:07:43.880]  通常在君王加冕禮時
[00:07:43.880 --> 00:07:46.880]  他們會採用這篇詩歌
[00:07:46.880 --> 00:07:49.880]  這篇詩歌亦會在當時的會堂
[00:07:49.880 --> 00:07:53.880]  用來敬拜和教導時中讀
[00:07:53.880 --> 00:07:56.880]  有學者認為這作是
[00:07:56.880 --> 00:08:02.880]  大衛時代至所羅門時代的作品
[00:08:02.880 --> 00:08:06.880]  但我們看新約,《仕途行傳》第四章
[00:08:06.880 --> 00:08:10.880]  使徒保羅,不,使徒彼得在祈禱中
[00:08:10.880 --> 00:08:15.880]  引述了這篇詩篇第二篇的一至二節
[00:08:15.880 --> 00:08:17.880]  他說:「神藉著聖靈
[00:08:17.880 --> 00:08:21.880]  託他僕人大衛的口所講述」
[00:08:21.880 --> 00:08:24.880]  所以今天我們嘗試用這篇
[00:08:24.880 --> 00:08:28.880]  彼得的這番說話
[00:08:28.880 --> 00:08:32.880]  貫穿舊約大衛的詩篇
[00:08:32.880 --> 00:08:34.880]  去理解今天的經文
[00:08:34.880 --> 00:08:38.880]  這篇詩篇,我一邊看覺得很有趣
[00:08:38.880 --> 00:08:40.880]  好像在看一部短劇
[00:08:40.880 --> 00:08:44.880]  當中有幾個角色在對話
[00:08:44.880 --> 00:08:49.880]  第一至第三節是作者反問叛逆者的說話
[00:08:49.880 --> 00:08:53.880]  第四至六節是耶和華的反應
[00:08:53.880 --> 00:08:59.880]  第七至九節是受高的王所引述的說話
[00:08:59.880 --> 00:09:04.880]  我邀請大家代入短劇當中
[00:09:04.880 --> 00:09:09.880]  嘗試投入角色,讓大家更深入經文
[00:09:09.880 --> 00:09:13.880]  我們一起看第一至第三節
[00:09:13.880 --> 00:09:17.880]  我們看到一個景象
[00:09:17.880 --> 00:09:23.880]  耶和華和受高者處於被人攻擊的局面
[00:09:23.880 --> 00:09:25.880]  敵人是誰?
[00:09:25.880 --> 00:09:30.880]  外邦軍隊、萬民、世上的君王和神宰
[00:09:30.880 --> 00:09:33.880]  他們要聯合在同一個陣營
[00:09:33.880 --> 00:09:36.880]  去反抗神和受高者
[00:09:36.880 --> 00:09:43.880]  第三節說,叛逆者在喧鬧
[00:09:43.880 --> 00:09:49.880]  我們要掙開他們的束縛,脫他們的繩索
[00:09:49.880 --> 00:09:52.880]  束縛的意思是「阿」
[00:09:52.880 --> 00:09:54.880]  大家可能熟悉經文
[00:09:54.880 --> 00:09:58.880]  「阿」是把他們困在繩索上的意思
[00:09:58.880 --> 00:10:01.880]  繩索是約束
[00:10:01.880 --> 00:10:06.880]  意思是說,這群叛逆者很想獨立自主
[00:10:06.880 --> 00:10:10.880]  很想擺脫神的命令和神的律法
[00:10:10.880 --> 00:10:13.880]  不想再受束縛
[00:10:13.880 --> 00:10:18.880]  神和受高者好像處於劣勢
[00:10:18.880 --> 00:10:21.880]  外面的陣營好像很強大
[00:10:21.880 --> 00:10:23.880]  但很有趣的是
[00:10:23.880 --> 00:10:27.880]  第一位出場的就是第一身作者大衛
[00:10:27.880 --> 00:10:32.880]  他竟然用諷刺的口吻反問這群人
[00:10:32.880 --> 00:10:38.880]  「外邦為何爭鬥?萬民為何圖謀虛妄的事?」
[00:10:38.880 --> 00:10:43.880]  他認為他們所做的事是虛妄的,是徒然的
[00:10:43.880 --> 00:10:46.880]  他沒辦法相信,哇,堂堂大國
[00:10:46.880 --> 00:10:50.880]  為何可以做一些注定失敗的事呢?
[00:10:50.880 --> 00:10:52.880]  第四至六節,鏡頭一轉
[00:10:52.880 --> 00:10:55.880]  因為鏡頭拍到天上
[00:10:55.880 --> 00:10:59.880]  我們就看到天上的就是神,耶和華
[00:10:59.880 --> 00:11:01.880]  祂很冷靜
[00:11:01.880 --> 00:11:04.880]  祂一點也不擔心列國他們的計劃
[00:11:04.880 --> 00:11:08.880]  也沒有被外邦的喧鬧影響
[00:11:08.880 --> 00:11:14.880]  第四節,神必譏笑,主必癡笑他們
[00:11:14.880 --> 00:11:18.880]  甚至說要列路去責備他們
[00:11:18.880 --> 00:11:20.880]  驚嚇他們,宣告
[00:11:20.880 --> 00:11:25.880]  「我已經立我的軍在石安我的聖山上」
[00:11:25.880 --> 00:11:29.880]  留意,神所高立的軍王
[00:11:29.880 --> 00:11:33.880]  神原來早就命定了
[00:11:33.880 --> 00:11:39.880]  儘管這群叛逆者聯手攻擊和攻打神
[00:11:39.880 --> 00:11:42.880]  神原來計劃已經做好了
[00:11:42.880 --> 00:11:46.880]  神已經高立了祂的聖山
[00:11:46.880 --> 00:11:50.880]  在石安山上
[00:11:50.880 --> 00:11:53.880]  石安山是甚麼地方呢?
[00:11:53.880 --> 00:11:56.880]  原來石安山有大衛的城
[00:11:56.880 --> 00:12:02.880]  在舊約《撒姆爾記》第五章
[00:12:02.880 --> 00:12:07.880]  大衛被索羅追殺
[00:12:07.880 --> 00:12:11.880]  索羅死後,在希伯倫的地方
[00:12:11.880 --> 00:12:17.880]  在耶和華面前和眾支派納約
[00:12:17.880 --> 00:12:20.880]  大衛被告為以色列王
[00:12:20.880 --> 00:12:26.880]  第六至七節,大衛王去耶路撒冷時
[00:12:26.880 --> 00:12:29.880]  攻打耶布斯人
[00:12:29.880 --> 00:12:34.880]  最後,大衛王攻取了石安的堡壘
[00:12:34.880 --> 00:12:37.880]  石安的城是大衛的城
[00:12:37.880 --> 00:12:39.880]  從歷史角度去看
[00:12:39.880 --> 00:12:42.880]  神的確在石安山上
[00:12:42.880 --> 00:12:46.880]  高立了大衛作為以色列的王
[00:12:46.880 --> 00:12:48.880]  建立了他的城
[00:12:48.880 --> 00:12:51.880]  但是否一帆風順呢?
[00:12:51.880 --> 00:12:57.880]  也不是,我們知道大衛一生都在戰爭中
[00:12:57.880 --> 00:13:01.880]  愛邦不斷攻打他
[00:13:01.880 --> 00:13:05.880]  大家想起拋棄的民族
[00:13:05.880 --> 00:13:11.880]  非利士人、摩訶人、索巴王、雅蘭人等等
[00:13:11.880 --> 00:13:13.880]  一個戰士接一個
[00:13:13.880 --> 00:13:15.880]  打仗好玩嗎?
[00:13:15.880 --> 00:13:19.880]  不好玩,很艱難
[00:13:19.880 --> 00:13:21.880]  但是大衛所經歷的
[00:13:21.880 --> 00:13:24.880]  每一次他打仗的時候
[00:13:24.880 --> 00:13:27.880]  有愛邦爭奪他的時候
[00:13:27.880 --> 00:13:29.880]  耶和華都率領他
[00:13:29.880 --> 00:13:33.880]  讓他能夠抵抗戰勝那些愛邦人
[00:13:33.880 --> 00:13:36.880]  沒錯,愛邦的喧鬧
[00:13:36.880 --> 00:13:39.880]  敵黨其實早已是計劃當中
[00:13:39.880 --> 00:13:45.880]  原來有一個比他們勢頭更強
[00:13:45.880 --> 00:13:48.880]  更加超然的上帝在他們的上面
[00:13:48.880 --> 00:13:50.880]  掌管整個勢力
[00:13:50.880 --> 00:13:53.880]  無論他們做什麼
[00:13:53.880 --> 00:13:58.880]  這群人都無法抵擋神和受高者
[00:13:58.880 --> 00:14:02.880]  神的計劃最終都會得勝
[00:14:02.880 --> 00:14:08.880]  這就是第二篇詩篇告訴我們一個很重要的訊息
[00:14:08.880 --> 00:14:12.880]  所以天上的神見到這樣的狀況
[00:14:12.880 --> 00:14:15.880]  你們這群人在喧鬧
[00:14:15.880 --> 00:14:19.880]  神真的沒辦法,只能發出譏笑
[00:14:19.880 --> 00:14:22.880]  彷彿在跟這群叛逆者說
[00:14:22.880 --> 00:14:27.880]  你們知不知道你們在抵擋的受高者是誰?
[00:14:27.880 --> 00:14:30.880]  這一切都在我計劃當中
[00:14:30.880 --> 00:14:33.880]  你們只會白費心機
[00:14:33.880 --> 00:14:36.880]  究竟這個受高者是誰呢?
[00:14:36.880 --> 00:14:40.880]  我們看第七至第九節
[00:14:40.880 --> 00:14:44.880]  這裡提到神高立的君王終於出場
[00:14:44.880 --> 00:14:47.880]  他宣告神的聖旨
[00:14:47.880 --> 00:14:50.880]  他就說:耶和華曾對我說:
[00:14:50.880 --> 00:14:53.880]  你是我的兒子,我今天生你
[00:14:53.880 --> 00:14:56.880]  聖旨宣告了一個很重要的事
[00:14:56.880 --> 00:14:59.880]  就是王的身份
[00:14:59.880 --> 00:15:02.880]  他是神的兒子
[00:15:02.880 --> 00:15:05.880]  其實在舊約我們看神和人納約
[00:15:05.880 --> 00:15:09.880]  是父子之間很親密的盟約
[00:15:09.880 --> 00:15:13.880]  神是父親
[00:15:13.880 --> 00:15:17.880]  以色列成為了神的兒子
[00:15:17.880 --> 00:15:23.880]  父親在舊約中會有自己的產業和福氣
[00:15:23.880 --> 00:15:27.880]  在臨終時祝福他的孩子
[00:15:27.880 --> 00:15:29.880]  賜給他的兒子
[00:15:29.880 --> 00:15:31.880]  所以我們從歷史角度看
[00:15:31.880 --> 00:15:34.880]  神和大衛王納了一個永遠的盟約
[00:15:34.880 --> 00:15:39.880]  神賜列國給大衛成為產業
[00:15:39.880 --> 00:15:52.880]  並且把地極的所有地方都賜給他成為田產
[00:15:52.880 --> 00:15:59.880]  第九節說:受高者必定用鐵杖打破他們
[00:15:59.880 --> 00:16:02.880]  那些外邦的叛逆者
[00:16:02.880 --> 00:16:05.880]  如同搖杖的瓦器擊碎
[00:16:05.880 --> 00:16:09.880]  其實這是一個政治用語
[00:16:09.880 --> 00:16:13.880]  近東有一個傳統
[00:16:13.880 --> 00:16:18.880]  就是把瓦器上寫上芙蓉國的名字
[00:16:18.880 --> 00:16:22.880]  當鐵杖打破瓦器時
[00:16:22.880 --> 00:16:27.880]  代表宗主國對芙蓉國有絕對的主權
[00:16:27.880 --> 00:16:30.880]  但如果我們看「希伯來文」這個字
[00:16:30.880 --> 00:16:32.880]  打破這個字
[00:16:32.880 --> 00:16:34.880]  其實也有另一個意思
[00:16:34.880 --> 00:16:38.880]  就是管教和牧養
[00:16:38.880 --> 00:16:40.880]  即是告訴我們
[00:16:40.880 --> 00:16:43.880]  原來受高者有能力
[00:16:43.880 --> 00:16:51.880]  有主權去牧養和管教外邦的叛逆者
[00:16:51.880 --> 00:16:53.880]  想表達甚麼呢?
[00:16:53.880 --> 00:16:56.880]  想表達受高者是超然的
[00:16:56.880 --> 00:17:00.880]  面對外邦的敵黨時
[00:17:00.880 --> 00:17:04.880]  受高者必然會得勝
[00:17:04.880 --> 00:17:07.880]  正如我一開始所說
[00:17:07.880 --> 00:17:11.880]  這篇詩篇是公認的黃室詩
[00:17:11.880 --> 00:17:14.880]  而且會堂也經常中毒
[00:17:14.880 --> 00:17:17.880]  所以猶太人應該很熟悉這篇詩篇
[00:17:17.880 --> 00:17:19.880]  但回看歷史
[00:17:19.880 --> 00:17:21.880]  他們其實心知肚明
[00:17:21.880 --> 00:17:24.880]  大衛沒有幫助他們復國
[00:17:24.880 --> 00:17:27.880]  這個盼望好像幻滅了
[00:17:27.880 --> 00:17:30.880]  猶太人的拉比更加認為
[00:17:30.880 --> 00:17:33.880]  這篇詩篇所指向的
[00:17:33.880 --> 00:17:37.880]  將來會來到受高者尼塞亞
[00:17:37.880 --> 00:17:39.880]  他將會登基
[00:17:39.880 --> 00:17:41.880]  幫他們擊打
[00:17:41.880 --> 00:17:43.880]  打敗外族
[00:17:43.880 --> 00:17:45.880]  以色列就會怎樣?
[00:17:45.880 --> 00:17:47.880]  以色列國復國
[00:17:47.880 --> 00:17:51.880]  然後得享神永遠的福氣
[00:17:51.880 --> 00:17:54.880]  其實那時新約的時代
[00:17:54.880 --> 00:17:58.880]  耶穌在人民面前
[00:17:58.880 --> 00:18:00.880]  見到很多人
[00:18:00.880 --> 00:18:01.880]  傳福音
[00:18:01.880 --> 00:18:03.880]  很多都被人看到
[00:18:03.880 --> 00:18:06.880]  耶穌是那位尼塞亞
[00:18:06.880 --> 00:18:08.880]  神的兒子
[00:18:08.880 --> 00:18:11.880]  我們回看剛才說的第七節
[00:18:11.880 --> 00:18:15.880]  「你是我的兒子,我今日生你」
[00:18:15.880 --> 00:18:18.880]  是不是有點熟口熟面?
[00:18:18.880 --> 00:18:20.880]  原來在施洗約翰
[00:18:20.880 --> 00:18:22.880]  為耶穌施洗的時候
[00:18:22.880 --> 00:18:24.880]  天上有聲音說
[00:18:24.880 --> 00:18:28.880]  「這是我的愛子,我所喜悅的」
[00:18:28.880 --> 00:18:30.880]  他很清楚地宣告了一件事
[00:18:30.880 --> 00:18:34.880]  耶穌就是神的兒子
[00:18:34.880 --> 00:18:38.880]  而且早在耶穌出生的時候
[00:18:38.880 --> 00:18:41.880]  天使對瑪利亞說
[00:18:41.880 --> 00:18:43.880]  「你將會懷孕生子」
[00:18:43.880 --> 00:18:45.880]  「要給他起名叫耶穌」
[00:18:45.880 --> 00:18:47.880]  「他將要為大」
[00:18:47.880 --> 00:18:49.880]  「稱為至高者的兒子」
[00:18:49.880 --> 00:18:52.880]  甚至在登山變相的時候
[00:18:52.880 --> 00:18:54.880]  其實也有說過
[00:18:54.880 --> 00:18:56.880]  也有清晰地說
[00:18:56.880 --> 00:18:57.880]  耶穌是誰
[00:18:57.880 --> 00:18:59.880]  耶穌是神的兒子
[00:18:59.880 --> 00:19:02.880]  而且他會在亞國家作王
[00:19:02.880 --> 00:19:04.880]  直到永遠
[00:19:04.880 --> 00:19:05.880]  你可能會說
[00:19:05.880 --> 00:19:08.880]  那些叛逆者
[00:19:08.880 --> 00:19:10.880]  那些祭司長
[00:19:10.880 --> 00:19:12.880]  他們都沒有看過新約
[00:19:12.880 --> 00:19:13.880]  很後期才寫的
[00:19:13.880 --> 00:19:15.880]  他們沒有看過
[00:19:15.880 --> 00:19:20.880]  但願意跟從耶穌的基督徒
[00:19:20.880 --> 00:19:22.880]  他們有沒有看過?
[00:19:22.880 --> 00:19:23.880]  他們都沒有看過
[00:19:23.880 --> 00:19:25.880]  他們聽聞耶穌是一個怎樣的人
[00:19:25.880 --> 00:19:27.880]  聽聽耶穌所說的話
[00:19:27.880 --> 00:19:29.880]  然後他們就相信
[00:19:29.880 --> 00:19:31.880]  只不過那些叛逆者
[00:19:31.880 --> 00:19:32.880]  那些法利塞人祭司長
[00:19:32.880 --> 00:19:34.880]  他們期待著
[00:19:34.880 --> 00:19:37.880]  彌賽亞有既定的身份和魅力
[00:19:37.880 --> 00:19:41.880]  他們期待受高的君王
[00:19:41.880 --> 00:19:43.880]  能夠帶領他們
[00:19:43.880 --> 00:19:46.880]  威脅國家的政治君王
[00:19:46.880 --> 00:19:47.880]  相反
[00:19:47.880 --> 00:19:48.880]  耶穌
[00:19:48.880 --> 00:19:51.880]  看見祂騎著路仔進城
[00:19:51.880 --> 00:19:53.880]  然後又是無形無格的君王
[00:19:53.880 --> 00:19:55.880]  即使祂做了多少神蹟
[00:19:55.880 --> 00:19:57.880]  甚或祂所做的事
[00:19:57.880 --> 00:20:00.880]  是多能夠成就
[00:20:00.880 --> 00:20:03.880]  他們很熟悉的詩篇
[00:20:03.880 --> 00:20:06.880]  裡面所說的彌賽亞的特徵和預言
[00:20:06.880 --> 00:20:10.880]  他們都不願意去接受和相信
[00:20:10.880 --> 00:20:13.880]  耶穌就是受高者彌賽亞
[00:20:13.880 --> 00:20:14.880]  不單是這樣
[00:20:14.880 --> 00:20:16.880]  還要去攻擊他們
[00:20:16.880 --> 00:20:17.880]  攻擊耶穌
[00:20:17.880 --> 00:20:20.880]  要將他們釘在十字架上
[00:20:20.880 --> 00:20:21.880]  在《使徒行傳》記載
[00:20:21.880 --> 00:20:23.880]  耶穌復活之後
[00:20:23.880 --> 00:20:26.880]  這群黑眼的叛逆者
[00:20:26.880 --> 00:20:31.880]  仍然在逼迫那群耶穌的跟從者
[00:20:31.880 --> 00:20:33.880]  我們轉個鏡頭
[00:20:33.880 --> 00:20:37.880]  看那群跟從耶穌的人
[00:20:37.880 --> 00:20:40.880]  他們和那群叛逆者不同
[00:20:40.880 --> 00:20:45.880]  他們看見受高者就是耶穌基督
[00:20:45.880 --> 00:20:47.880]  讓他們有信心
[00:20:47.880 --> 00:20:51.880]  更加放膽地傳揚福音
[00:20:51.880 --> 00:20:53.880]  究竟他們看了些什麼
[00:20:53.880 --> 00:20:54.880]  我們一起去看
[00:20:54.880 --> 00:20:55.880]  如果你們有聖經
[00:20:55.880 --> 00:20:57.880]  可以去看《使徒行傳》
[00:20:57.880 --> 00:21:00.880]  新約的《使徒行傳》
[00:21:00.880 --> 00:21:02.880]  在《使徒行傳》裡
[00:21:02.880 --> 00:21:05.880]  講述這群門徒領受了聖靈之後
[00:21:05.880 --> 00:21:07.880]  他們就像效法耶穌一樣
[00:21:07.880 --> 00:21:09.880]  四處傳道
[00:21:09.880 --> 00:21:11.880]  在第三至第四章
[00:21:11.880 --> 00:21:16.880]  講述使徒彼得和約翰
[00:21:16.880 --> 00:21:18.880]  奉耶穌的名
[00:21:18.880 --> 00:21:20.880]  去醫治了一個
[00:21:20.880 --> 00:21:24.880]  由戰武福騎腿的四十歲人
[00:21:24.880 --> 00:21:27.880]  他又向百姓講述
[00:21:27.880 --> 00:21:30.880]  耶穌在死裡復活的福音
[00:21:30.880 --> 00:21:32.880]  令那群叛逆者聽完
[00:21:32.880 --> 00:21:35.880]  哇! 神上善掃飆升
[00:21:35.880 --> 00:21:37.880]  於是就去捉拿他們
[00:21:37.880 --> 00:21:39.880]  去拘留所拘留他們
[00:21:39.880 --> 00:21:41.880]  而且威嚇他們
[00:21:41.880 --> 00:21:44.880]  不可以再奉耶穌的名
[00:21:44.880 --> 00:21:46.880]  去傳揚福音
[00:21:46.880 --> 00:21:49.880]  第23節我們看到
[00:21:49.880 --> 00:21:52.880]  他們兩個最終被釋放
[00:21:52.880 --> 00:21:54.880]  於是他們回到會友
[00:21:54.880 --> 00:21:57.880]  可能是回到教會
[00:21:57.880 --> 00:22:00.880]  就和這群耶穌的跟從者
[00:22:00.880 --> 00:22:03.880]  講述那群祭司長長老所說的話
[00:22:03.880 --> 00:22:05.880]  告訴他們
