
[00:00:00.000 --> 00:00:07.040]  今天選讀的經訓是在《士師記》十六章第一至四節
[00:02:33.960 --> 00:02:37.560]  在他父瑪那亞的墳墓裡
[00:02:37.560 --> 00:02:41.360]  三孫作以色列的事司二十年
[00:02:41.360 --> 00:02:51.360]  (字幕:梁美芬)
[00:02:51.360 --> 00:02:55.360]  各位弟兄姊妹,平安
[00:02:55.360 --> 00:02:59.080]  上星期Ray Mook帶我們分享了
[00:02:59.080 --> 00:03:02.560]  參孫未出世已被神揀選
[00:03:02.560 --> 00:03:06.560]  終身跟從他成為拿世二人的事司
[00:03:06.560 --> 00:03:08.560]  被委以重任
[00:03:08.560 --> 00:03:10.960]  被神揀選
[00:03:10.960 --> 00:03:12.360]  對很多人來說
[00:03:12.360 --> 00:03:14.960]  應該是一個很大的祝福
[00:03:14.960 --> 00:03:17.480]  應該按照上帝的旨意
[00:03:17.480 --> 00:03:19.840]  和分別為聖
[00:03:19.840 --> 00:03:22.960]  為上帝爭戰
[00:03:22.960 --> 00:03:24.480]  但相反
[00:03:24.480 --> 00:03:27.680]  參孫的行為非常隨心所欲
[00:03:27.680 --> 00:03:29.960]  他按自己的慾望行事
[00:03:29.960 --> 00:03:32.960]  多於按照上帝的旨意
[00:03:32.960 --> 00:03:36.240]  最納悶的就是
[00:03:36.240 --> 00:03:39.360]  上帝仍然繼續使用他
[00:03:39.360 --> 00:03:44.760]  順應參孫的隨心所欲行為
[00:03:44.760 --> 00:03:50.360]  去成就拯救以色列人的旨意
[00:03:50.360 --> 00:03:53.360]  不過他這種隨心所欲的行為
[00:03:53.360 --> 00:03:55.160]  並非沒有後果
[00:03:55.160 --> 00:03:56.360]  今天我們一起看看
[00:03:56.360 --> 00:03:59.360]  參孫會有什麼終局
[00:03:59.360 --> 00:04:03.360]  我們一起禱告
[00:04:03.360 --> 00:04:05.160]  親愛的三一上帝
[00:04:05.160 --> 00:04:07.960]  很感謝你留下寶具話語給我們
[00:04:07.960 --> 00:04:09.760]  去教導我們
[00:04:09.760 --> 00:04:12.360]  求聖靈你光照我們的內心
[00:04:12.360 --> 00:04:15.360]  幫助我們有一份柔軟的心去聆聽
[00:04:15.360 --> 00:04:18.760]  也幫助我們去實踐你的真理
[00:04:18.760 --> 00:04:20.960]  叫我們今天聽完道之後
[00:04:20.960 --> 00:04:22.960]  我們走出禮堂門口
[00:04:22.960 --> 00:04:25.760]  我們的生命更加貼近你
[00:04:25.760 --> 00:04:27.360]  多謝你聽我們的禱告
[00:04:27.360 --> 00:04:29.560]  奉主耶穌基督的聖名祈求
[00:04:29.560 --> 00:04:31.160]  阿們
[00:04:31.160 --> 00:04:33.160]  認識我的人應該都知道
[00:04:33.160 --> 00:04:34.560]  我很喜歡一件事
[00:04:34.560 --> 00:04:37.360]  就是我很喜歡開車
[00:04:37.360 --> 00:04:39.960]  特別是我喜歡開車到處去
[00:04:39.960 --> 00:04:43.160]  去新路 探新的地方
[00:04:43.160 --> 00:04:46.360]  我覺得很爽的感覺
[00:04:46.360 --> 00:04:48.160]  很無拘無束
[00:04:48.160 --> 00:04:50.760]  享受那份開車的自由
[00:04:50.760 --> 00:04:54.560]  我覺得自己的體位應該都不錯
[00:04:54.560 --> 00:04:55.360]  為什麼呢?
[00:04:55.360 --> 00:04:57.160]  因為我通常開車
[00:04:57.160 --> 00:04:59.160]  都是一至兩手軚
[00:04:59.160 --> 00:05:01.560]  我就已經停好車了
[00:05:01.560 --> 00:05:05.960]  但當回想我剛考到牌照的時候
[00:05:05.960 --> 00:05:07.760]  我絕對不是像今天這樣
[00:05:07.760 --> 00:05:09.360]  那麼有自信
[00:05:09.360 --> 00:05:11.160]  當時我開車
[00:05:11.160 --> 00:05:12.560]  我問我老公就知道
[00:05:12.560 --> 00:05:13.960]  我是震驚的
[00:05:13.960 --> 00:05:16.160]  我最怕的就是泊位
[00:05:16.160 --> 00:05:17.960]  每一次我開車之前
[00:05:17.960 --> 00:05:18.960]  你猜我做什麼?
[00:05:18.960 --> 00:05:20.960]  不是TASI
[00:05:20.960 --> 00:05:22.960]  我是會先祈禱
[00:05:22.960 --> 00:05:26.160]  我祈求懇切地求神
[00:05:26.160 --> 00:05:28.960]  祢給我智慧
[00:05:28.960 --> 00:05:31.160]  祢給我看位準確
[00:05:31.160 --> 00:05:36.160]  給我保存我和途人的生命
[00:05:36.160 --> 00:05:39.360]  不過日子久了
[00:05:39.360 --> 00:05:42.560]  我的技術就成熟了很多
[00:05:42.560 --> 00:05:45.160]  連油麻地 佐敦這些
[00:05:45.160 --> 00:05:47.360]  那麼窄的停車場我都泊到
[00:05:47.360 --> 00:05:50.360]  我試過自駕遊上雪山
[00:05:50.360 --> 00:05:54.560]  也去過台灣出名比較危險的太老角
[00:05:54.560 --> 00:05:56.960]  一個女孩帶著兩個朋友
[00:05:56.960 --> 00:05:59.560]  上到太老角玩
[00:05:59.560 --> 00:06:01.160]  自此之後
[00:06:01.160 --> 00:06:03.960]  我就覺得自己駕馭得到
[00:06:03.960 --> 00:06:05.560]  我行的
[00:06:05.560 --> 00:06:10.360]  特別是之後我就會更加有信心
[00:06:10.360 --> 00:06:12.960]  慢慢就喜歡開快一點
[00:06:12.960 --> 00:06:15.360]  特別是當我兩個兒子
[00:06:15.360 --> 00:06:17.160]  跟我說 讚我
[00:06:17.160 --> 00:06:21.960]  媽媽明明我們同一個時間出門上學
[00:06:21.960 --> 00:06:24.360]  但你送我上學的時候
[00:06:24.360 --> 00:06:25.560]  我就不會遲到
[00:06:25.560 --> 00:06:29.160]  但爸爸送我上學就會遲到
[00:06:29.160 --> 00:06:30.960]  我聽完之後
[00:06:30.960 --> 00:06:33.760]  我心裡就沾沾自喜
[00:06:33.760 --> 00:06:36.360]  很有自信
[00:06:36.360 --> 00:06:38.560]  覺得自己行的
[00:06:38.560 --> 00:06:41.560]  我都很有效率
[00:06:41.560 --> 00:06:44.560]  超小小速我又能控制
[00:06:44.560 --> 00:06:46.960]  駕得又穩又穩
[00:06:46.960 --> 00:06:48.960]  有什麼問題
[00:06:48.960 --> 00:06:50.560]  我完全忘記了
[00:06:50.560 --> 00:06:54.360]  當初神賜給我的智慧去駕車
[00:06:54.360 --> 00:06:58.560]  也忘記了我每一次平平安安去到目的地
[00:06:58.560 --> 00:07:00.760]  其實都是神的恩典
[00:07:00.760 --> 00:07:02.360]  久而久之
[00:07:02.360 --> 00:07:03.560]  我現在都沒有了
[00:07:03.560 --> 00:07:06.960]  沒有了上車祈禱的習慣
[00:07:06.960 --> 00:07:09.160]  我再沒有依靠神駕駛
[00:07:09.160 --> 00:07:12.760]  我覺得自己有信心的地方
[00:07:12.760 --> 00:07:14.760]  其實做人有信心有自信
[00:07:14.760 --> 00:07:16.960]  其實是很重要的
[00:07:16.960 --> 00:07:18.960]  因為自信可以幫助我們
[00:07:18.960 --> 00:07:22.360]  面對挑戰的困難
[00:07:22.360 --> 00:07:23.760]  如果沒有自信的話
[00:07:23.760 --> 00:07:27.360]  我駕車連小路都不敢出大路
[00:07:27.360 --> 00:07:30.560]  不過當我們過度自信的時候
[00:07:30.560 --> 00:07:32.960]  往往都很容易失去理智
[00:07:32.960 --> 00:07:34.960]  以為自己行的
[00:07:34.960 --> 00:07:36.960]  很可能我們會闖大禍
[00:07:36.960 --> 00:07:39.960]  甚至乎後果可以不堪設想
[00:07:39.960 --> 00:07:42.960]  其實什麼叫做過度自信
[00:07:42.960 --> 00:07:47.160]  Overconfidence在心理學裡有個定義
[00:07:47.160 --> 00:07:54.160]  就是受到信念、情緒、偏見、感覺等
[00:07:54.160 --> 00:07:56.760]  這些主觀的心理因素所影響
[00:07:56.760 --> 00:07:59.360]  人往往都會過度自信
[00:07:59.360 --> 00:08:01.560]  高估自己的判斷能力
[00:08:01.560 --> 00:08:04.960]  亦都高估成功率
[00:08:04.960 --> 00:08:05.960]  就是百分比
[00:08:05.960 --> 00:08:07.360]  以為自己一定行
[00:08:07.360 --> 00:08:08.560]  簡單來說
[00:08:08.560 --> 00:08:15.160]  過度自信會使我們失去對現實的清晰認知
[00:08:15.160 --> 00:08:16.760]  高估自己的能力
[00:08:16.760 --> 00:08:18.960]  低估外面的形勢
[00:08:18.960 --> 00:08:23.560]  甚至我們很容易誤踏輕敵的陷阱
[00:08:23.560 --> 00:08:26.160]  尤其是在界線方面
[00:08:26.160 --> 00:08:29.160]  容易高估自己能力
[00:08:29.160 --> 00:08:31.360]  界線能力可以應付
[00:08:31.360 --> 00:08:34.360]  所以我們很容易踩界
[00:08:34.360 --> 00:08:38.360]  以為自己有能力招架一切
[00:08:38.360 --> 00:08:40.760]  參宣就是這樣的人
[00:08:40.760 --> 00:08:43.360]  他任意妄為、隨心所欲
[00:08:43.360 --> 00:08:46.160]  源於他過度自信
[00:08:46.160 --> 00:08:48.560]  他輕視神給他的界線
[00:08:48.560 --> 00:08:50.960]  甚至他喜歡專門踩界
[00:08:50.960 --> 00:08:54.960]  他走在踩界的位置挑釁敵人
[00:08:54.960 --> 00:08:58.960]  目的是表現自己
[00:08:58.960 --> 00:09:03.560]  而且他與其他士師不同
[00:09:03.560 --> 00:09:05.560]  他背後沒有軍隊
[00:09:05.560 --> 00:09:07.760]  亦不需要有人支援他
[00:09:07.760 --> 00:09:10.560]  他只用自己的方法
[00:09:10.560 --> 00:09:13.960]  向非理士人報仇雪恨
[00:09:13.960 --> 00:09:16.960]  這種性格在今日的經文
[00:09:16.960 --> 00:09:19.760]  表露得淋漓盡致
[00:09:19.760 --> 00:09:23.360]  而他這份過度自信的生活態度
[00:09:23.360 --> 00:09:27.360]  將會帶來的悲劇收場
[00:09:27.360 --> 00:09:30.760]  對於我們今日的我們來說
[00:09:30.760 --> 00:09:32.760]  究竟參宣的終局
[00:09:32.760 --> 00:09:36.360]  又對我們有甚麼借鏡呢?
[00:09:36.360 --> 00:09:39.360]  我們一起看看第一至第三節
[00:09:39.360 --> 00:09:42.760]  這段經文很有趣
[00:09:42.760 --> 00:09:45.560]  這三節看來可有可無
[00:09:45.560 --> 00:09:48.360]  我們看上文第十五章
[00:09:48.360 --> 00:09:52.360]  和下理第四節打後
[00:09:52.360 --> 00:09:55.360]  看來好像沒有直接關係
[00:09:55.360 --> 00:09:57.360]  上一段說到
[00:09:57.360 --> 00:10:01.360]  參宣單人匹馬橫擊非理士人
[00:10:01.360 --> 00:10:03.360]  結果擊殺了一千個
[00:10:03.360 --> 00:10:06.760]  打算與他們打仗的非理士人
[00:10:06.760 --> 00:10:09.160]  做完這個壯舉後
[00:10:09.160 --> 00:10:10.560]  他覺得很口渴
[00:10:10.560 --> 00:10:11.960]  很想喝水
[00:10:11.960 --> 00:10:13.960]  他的反應很有趣
[00:10:13.960 --> 00:10:16.560]  他走去像一個未懷孕的嬰兒
[00:10:16.560 --> 00:10:18.560]  去投訴父親
[00:10:18.560 --> 00:10:20.560]  為何不給他喝水
[00:10:20.560 --> 00:10:22.560]  但很吊詭的地方是
[00:10:22.560 --> 00:10:24.560]  神又聽他的
[00:10:24.560 --> 00:10:27.160]  神給他行了一個神跡
[00:10:27.160 --> 00:10:30.760]  叫利希的蛙柱湧出水來
[00:10:30.760 --> 00:10:32.760]  參宣就有水喝了
[00:10:32.760 --> 00:10:34.760]  而在第二十節
[00:10:34.760 --> 00:10:36.760]  這裡有提及
[00:10:36.760 --> 00:10:38.760]  二十節說
[00:10:38.760 --> 00:10:43.760]  參宣因為這個神跡
[00:10:43.760 --> 00:10:46.760]  成為了以色列人認可
[00:10:46.760 --> 00:10:49.760]  作他們事先二十年
[00:10:49.760 --> 00:10:51.760]  我們又看看夏理
[00:10:51.760 --> 00:10:53.760]  第四節的打後
[00:10:53.760 --> 00:10:55.760]  記載非理士人
[00:10:55.760 --> 00:10:57.760]  一直覺得大巨人
[00:10:57.760 --> 00:11:00.760]  想整治他
[00:11:00.760 --> 00:11:02.760]  於是他找了一個婦人
[00:11:02.760 --> 00:11:04.760]  戴莉拉引誘他
[00:11:04.760 --> 00:11:06.760]  這件事
[00:11:06.760 --> 00:11:08.760]  我們看回第一至三節
[00:11:08.760 --> 00:11:10.760]  這段經文時
[00:11:10.760 --> 00:11:12.760]  我們發現抽起這段
[00:11:12.760 --> 00:11:14.760]  其實無損我們理解
[00:11:14.760 --> 00:11:16.760]  故事的發展
[00:11:17.760 --> 00:11:20.760]  不過這段經文非常重要
[00:11:20.760 --> 00:11:25.760]  記載了參宣去加薩的事跡
[00:11:25.760 --> 00:11:28.760]  這段事跡讓我們看清楚
[00:11:28.760 --> 00:11:31.760]  參宣是一個怎樣的人
[00:11:31.760 --> 00:11:35.760]  原來是充滿過度自信的表現
[00:11:35.760 --> 00:11:37.760]  我們一起讀第一節
[00:11:37.760 --> 00:11:40.760]  參宣到了加薩
[00:11:40.760 --> 00:11:43.760]  眼裡看見一個女兒
[00:11:43.760 --> 00:11:45.760]  與他親近
[00:11:45.760 --> 00:11:49.760]  加薩是一個怎樣的地方呢?
[00:11:49.760 --> 00:11:51.760]  原來加薩這個名字
[00:11:51.760 --> 00:11:53.760]  代表著強壯
[00:11:53.760 --> 00:11:57.760]  現在叫做易造加薩
[00:11:57.760 --> 00:12:00.760]  加薩是當時
[00:12:00.760 --> 00:12:02.760]  非理士人的首都
[00:12:02.760 --> 00:12:05.760]  是屬於他們五大
[00:12:05.760 --> 00:12:07.760]  最大的城市之一
[00:12:07.760 --> 00:12:08.760]  如果看地圖
[00:12:08.760 --> 00:12:09.760]  你會發現
[00:12:09.760 --> 00:12:13.760]  它是在地中海的沿岸
[00:12:13.760 --> 00:12:17.760]  你有沒有想起地中海旅行?
[00:12:17.760 --> 00:12:18.760]  陽光普照
[00:12:18.760 --> 00:12:19.760]  很美的
[00:12:19.760 --> 00:12:21.760]  我相信那裡是一個
[00:12:21.760 --> 00:12:23.760]  很受歡迎的度假勝地
[00:12:23.760 --> 00:12:26.760]  參宣是否去那個度假呢?
[00:12:26.760 --> 00:12:27.760]  還是他有什麼
[00:12:27.760 --> 00:12:30.760]  要去非理士人的地方呢?
[00:12:30.760 --> 00:12:32.760]  聖經沒有交代
[00:12:32.760 --> 00:12:34.760]  但作為神所差派
[00:12:34.760 --> 00:12:37.760]  去消滅非理士人的事司
[00:12:37.760 --> 00:12:40.760]  他竟然大無私讓去那裡
[00:12:40.760 --> 00:12:43.760]  竟然要和一個妓女親近
[00:12:43.760 --> 00:12:44.760]  其實不用多解釋
[00:12:44.760 --> 00:12:45.760]  我們都知道
[00:12:45.760 --> 00:12:47.760]  其實都不是很恰當
[00:12:47.760 --> 00:12:48.760]  他沒有遵守到
[00:12:48.760 --> 00:12:50.760]  他作為拿世蟻人
[00:12:50.760 --> 00:12:52.760]  要該守的聖潔
[00:12:52.760 --> 00:12:54.760]  不單止這樣
[00:12:54.760 --> 00:12:55.760]  他這個行為
[00:12:55.760 --> 00:12:57.760]  還極富挑戰性
[00:12:57.760 --> 00:12:59.760]  在上兩章才剛剛說到
[00:12:59.760 --> 00:13:01.760]  他說他要想娶一個
[00:13:01.760 --> 00:13:02.760]  庭娜女子
[00:13:02.760 --> 00:13:03.760]  即是非理士人的女子
[00:13:03.760 --> 00:13:05.760]  他就殺了三十個非理士人
[00:13:05.760 --> 00:13:07.760]  奪取了他們的衣服
[00:13:07.760 --> 00:13:10.760]  然後給了一些猜出謎語的人
[00:13:10.760 --> 00:13:12.760]  之後他的岳父
[00:13:12.760 --> 00:13:15.760]  就把他剛剛認取的婦人
[00:13:15.760 --> 00:13:19.760]  給了作為他的朋友的男人
[00:13:19.760 --> 00:13:21.760]  於是參宣大發雷霆
[00:13:21.760 --> 00:13:24.760]  報復式地將非理士人的和將
[00:13:24.760 --> 00:13:28.760]  和這個橄欖園都燒了
[00:13:28.760 --> 00:13:31.760]  不過他都真的頗大力
[00:13:31.760 --> 00:13:34.760]  如果我們看第十五章的四至五節
[00:13:34.760 --> 00:13:36.760]  他用的方法都很神奇
[00:13:36.760 --> 00:13:38.760]  他捉了三百隻狐狸
[00:13:38.760 --> 00:13:41.760]  將狐狸尾巴一對一對綁住
[00:13:41.760 --> 00:13:43.760]  中間放一個火把
[00:13:43.760 --> 00:13:46.760]  然後夾住了
[00:13:46.760 --> 00:13:48.760]  捉了三百隻
[00:13:48.760 --> 00:13:50.760]  你叫我捉一隻
[00:13:50.760 --> 00:13:52.760]  我都死了
[00:13:52.760 --> 00:13:53.760]  不單止這樣
[00:13:53.760 --> 00:13:55.760]  他還點著火
[00:13:55.760 --> 00:13:58.760]  將狐狸放進田裡
[00:13:58.760 --> 00:13:59.760]  做什麼?
[00:13:59.760 --> 00:14:00.760]  農田來的
[00:14:00.760 --> 00:14:02.760]  滅了人家的生計
[00:14:02.760 --> 00:14:04.760]  這種報復式的行為
[00:14:04.760 --> 00:14:08.760]  演變成為以色列的危機
[00:14:08.760 --> 00:14:10.760]  整個國家的危機
[00:14:10.760 --> 00:14:13.760]  第十五章第九節開始說
[00:14:13.760 --> 00:14:17.760]  這班非理士人要上安寧在猶大
[00:14:17.760 --> 00:14:19.760]  散佈在尼西
[00:14:19.760 --> 00:14:23.760]  原來他們想準備攻打以色列
[00:14:23.760 --> 00:14:25.760]  以色列知道這件事之後
[00:14:25.760 --> 00:14:26.760]  他們就自保
[00:14:26.760 --> 00:14:29.760]  於是他們就去找參宣
[00:14:29.760 --> 00:14:32.760]  結果就將參宣
[00:14:32.760 --> 00:14:35.760]  用兩條繩子綁住了
[00:14:35.760 --> 00:14:38.760]  參宣就交給非理士人
[00:14:38.760 --> 00:14:41.760]  不過參宣真的很厲害
[00:14:41.760 --> 00:14:43.760]  他能夠殺出蟲蟻
[00:14:43.760 --> 00:14:44.760]  第十五節說
[00:14:44.760 --> 00:14:48.760]  他用了一個未乾的蘆筛骨
[00:14:48.760 --> 00:14:51.760]  擊殺了一千個非理士人
[00:14:51.760 --> 00:14:55.760]  一個這樣和非理士人為敵的士師
[00:14:55.760 --> 00:14:57.760]  在我們今天的經文
[00:14:57.760 --> 00:14:58.760]  他竟然單人匹馬
[00:14:58.760 --> 00:15:01.760]  去了加薩這個地方
[00:15:01.760 --> 00:15:04.760]  簡直送羊入虎口
[00:15:04.760 --> 00:15:06.760]  難道只是因為女色
[00:15:06.760 --> 00:15:09.760]  傻乎乎地去了加薩嫖妓?
[00:15:09.760 --> 00:15:12.760]  我相信應該不會這麼簡單
[00:15:12.760 --> 00:15:14.760]  以參宣的性格
[00:15:14.760 --> 00:15:17.760]  他一定不會覺得自己是羊仔
[00:15:17.760 --> 00:15:20.760]  我們一起看看今天的經文
[00:15:20.760 --> 00:15:22.760]  第二節說
[00:15:22.760 --> 00:15:23.760]  果然不出所料
[00:15:23.760 --> 00:15:25.760]  加薩人知道他來了
[00:15:25.760 --> 00:15:28.760]  他們就將他團團圍住
[00:15:28.760 --> 00:15:31.760]  中夜在城門悄悄埋伏
[00:15:31.760 --> 00:15:32.760]  想做什麼?
[00:15:32.760 --> 00:15:34.760]  等到天亮的時候就殺了他
[00:15:34.760 --> 00:15:37.760]  明顯非理士人過了二十年
[00:15:37.760 --> 00:15:41.760]  心頭大恨都未能放下
[00:15:41.760 --> 00:15:45.760]  他們無時無刻都想消滅
[00:15:45.760 --> 00:15:46.760]  報這個仇
[00:15:46.760 --> 00:15:47.760]  但第三節就說
[00:15:47.760 --> 00:15:50.760]  看到參宣睡到半夜
[00:15:50.760 --> 00:15:52.760]  他就起床
[00:15:52.760 --> 00:15:55.760]  將城門的門扇、門窗、門衫
[00:15:55.760 --> 00:15:57.760]  一齊都拆下來
[00:15:57.760 --> 00:16:00.760]  剛在他的肩上
[00:16:00.760 --> 00:16:02.760]  不知道背到哪裡
[00:16:02.760 --> 00:16:04.760]  就是去到希伯倫山
[00:16:04.760 --> 00:16:06.760]  回到自己的地頭的山頂上
[00:16:06.760 --> 00:16:09.760]  其實參宣這個舉動
[00:16:09.760 --> 00:16:10.760]  都很難明白
[00:16:10.760 --> 00:16:12.760]  我看了幾次這段經文
[00:16:12.760 --> 00:16:15.760]  離開城門就離開城門
[00:16:15.760 --> 00:16:16.760]  不用拆了城門
[00:16:16.760 --> 00:16:19.760]  然後背到對面山這麼誇張
[00:16:19.760 --> 00:16:22.760]  很可能他知道
[00:16:22.760 --> 00:16:24.760]  非理士人的計謀
[00:16:24.760 --> 00:16:27.760]  所以他沒有睡到天亮才醒
[00:16:27.760 --> 00:16:30.760]  還將城門拆下來
[00:16:30.760 --> 00:16:32.760]  背在肩上
[00:16:32.760 --> 00:16:34.760]  我們先說說這個城門有什麼特別
[00:16:34.760 --> 00:16:36.760]  原來有些專家說
[00:16:36.760 --> 00:16:39.760]  古代的城門有多重?
[00:16:39.760 --> 00:16:42.760]  我都驚訝了
[00:16:42.760 --> 00:16:45.760]  原來有五千至一萬磅
[00:16:45.760 --> 00:16:48.760]  這麼重的重量
[00:16:48.760 --> 00:16:50.760]  如果以壯男
[00:16:50.760 --> 00:16:52.760]  即是那些健碩的男人
[00:16:52.760 --> 00:16:54.760]  以二百磅計算的話
[00:16:54.760 --> 00:16:56.760]  即是等於多少個男人?
[00:16:56.760 --> 00:16:58.760]  計算很厲害的那些
[00:16:58.760 --> 00:17:00.760]  即是大概二十五至五十個
[00:17:00.760 --> 00:17:02.760]  這麼大的壯男
[00:17:02.760 --> 00:17:04.760]  將他搬到對面的山
[00:17:04.760 --> 00:17:06.760]  而希伯倫距離加薩
[00:17:06.760 --> 00:17:09.760]  有四十至五十公里路程
[00:17:09.760 --> 00:17:11.760]  所以路程一點都不近
[00:17:11.760 --> 00:17:13.760]  如果單靠走路
[00:17:13.760 --> 00:17:16.760]  其實至少要走十八個小時
[00:17:16.760 --> 00:17:18.760]  所以如果我們這樣去理解
[00:17:18.760 --> 00:17:20.760]  這段經文的時候
[00:17:20.760 --> 00:17:22.760]  有可能我們想像到
[00:17:22.760 --> 00:17:26.760]  參孫就像李小龍
[00:17:26.760 --> 00:17:28.760]  在精武門裡單人匹馬
[00:17:28.760 --> 00:17:30.760]  走去踢館
[00:17:30.760 --> 00:17:34.760]  然後將人家武館的牌匾拆下來
[00:17:34.760 --> 00:17:40.760]  參孫就像要向非利人士宣示
[00:17:40.760 --> 00:17:42.760]  我多厲害
[00:17:42.760 --> 00:17:44.760]  你別指望走近我身
[00:17:44.760 --> 00:17:45.760]  而加薩
[00:17:45.760 --> 00:17:46.760]  剛才我們說到
[00:17:46.760 --> 00:17:48.760]  是代表著強壯的意思
[00:17:48.760 --> 00:17:50.760]  參孫的舉動就像
[00:17:50.760 --> 00:17:52.760]  告訴非利人士
[00:17:52.760 --> 00:17:56.760]  我在你覺得最強壯的城市裡
[00:17:56.760 --> 00:18:00.760]  連防禦門都拆下來
[00:18:00.760 --> 00:18:02.760]  想告訴他們
[00:18:02.760 --> 00:18:06.760]  我除了展示自己的力量之外
[00:18:06.760 --> 00:18:09.760]  其實是要向敵人宣戰
[00:18:09.760 --> 00:18:11.760]  對於非利人士來說
[00:18:11.760 --> 00:18:14.760]  這是一個極大的羞辱
[00:18:14.760 --> 00:18:17.760]  參孫的確力大無窮
[00:18:17.760 --> 00:18:18.760]  正如我剛才所說
[00:18:18.760 --> 00:18:20.760]  他不像其他士師
[00:18:20.760 --> 00:18:22.760]  有一隊軍隊和他一起迎戰
[00:18:22.760 --> 00:18:24.760]  他總是獨來獨往
[00:18:24.760 --> 00:18:27.760]  一個人去對戰非利人士
[00:18:27.760 --> 00:18:30.760]  就好像一部電影《殺神》
[00:18:30.760 --> 00:18:32.760]  John Wick 裡面
[00:18:32.760 --> 00:18:34.760]  每一個人在打以一敵百
[00:18:34.760 --> 00:18:36.760]  好像沒有人可以抵擋他
[00:18:36.760 --> 00:18:39.760]  阻擋他向前報仇
[00:18:39.760 --> 00:18:43.760]  其實他的力量是非常沉上
[00:18:43.760 --> 00:18:46.760]  但是他的力量從哪裡來呢?
[00:18:46.760 --> 00:18:49.760]  我們看回第十四章十九節
[00:18:49.760 --> 00:18:53.760]  當他擊殺三十個非利人士時
[00:18:53.760 --> 00:18:57.760]  經文說是耶和華的靈大大感動參孫
[00:18:57.760 --> 00:18:59.760]  他才可以殺死三十個人
[00:18:59.760 --> 00:19:02.760]  第十五章第十四至第十五節
[00:19:02.760 --> 00:19:06.760]  當非利人士和他開戰時
[00:19:06.760 --> 00:19:11.760]  是神的靈大大感動他
[00:19:11.760 --> 00:19:13.760]  他才可以用盧塞骨
[00:19:13.760 --> 00:19:16.760]  擊殺一千個非利人士
[00:19:16.760 --> 00:19:18.760]  由此可見
[00:19:18.760 --> 00:19:21.760]  因著神的靈大大感動他
[00:19:21.760 --> 00:19:25.760]  他才有超乎的力量擊敗非利人士
[00:19:25.760 --> 00:19:28.760]  你猜參孫知不知道?
[00:19:28.760 --> 00:19:30.760]  我覺得他是知道的
[00:19:30.760 --> 00:19:32.760]  但是你看看他擊打一千人之後
[00:19:32.760 --> 00:19:34.760]  他說的一句話
[00:19:34.760 --> 00:19:37.760]  他說我用盧塞骨殺人成堆
[00:19:37.760 --> 00:19:41.760]  用盧塞骨殺了一千人
[00:19:41.760 --> 00:19:44.760]  他的主體是誰?
[00:19:44.760 --> 00:19:45.760]  是我
[00:19:45.760 --> 00:19:47.760]  我們可以看到
[00:19:47.760 --> 00:19:51.760]  他沒有把神的感動
