
[00:00:00.000 --> 00:00:03.000]  接著是經訓時間
[00:05:10.000 --> 00:05:13.000]  中學的時候有一個男孩子
[00:05:13.000 --> 00:05:15.000]  會戰運動會的時候
[00:05:15.000 --> 00:05:19.000]  他通常跑步、運動,全部都拿不到獎
[00:05:19.000 --> 00:05:21.000]  但每一次運動會的時候
[00:05:21.000 --> 00:05:23.000]  這個男孩子和他的同學
[00:05:23.000 --> 00:05:27.000]  一群人都一定會穿著某一個牌子的球鞋
[00:05:27.000 --> 00:05:28.000]  一個Tick那個
[00:05:28.000 --> 00:05:29.000]  知道為什麼嗎?
[00:05:29.000 --> 00:05:32.000]  他們說拍照漂亮,有型
[00:05:32.000 --> 00:05:34.000]  更加重要是什麼呢?
[00:05:34.000 --> 00:05:37.000]  說真的,每年的校運會
[00:05:37.000 --> 00:05:39.000]  未必拿到獎牌
[00:05:39.000 --> 00:05:41.000]  但穿著這對有Tick的
[00:05:41.000 --> 00:05:43.000]  知道那個牌子的意思是什麼嗎?
[00:05:43.000 --> 00:05:46.000]  勝利的意思,Nike,Nikkei
[00:05:46.000 --> 00:05:48.000]  就是希列文的意思
[00:05:48.000 --> 00:05:50.000]  穿著一對勝利的球鞋
[00:05:50.000 --> 00:05:52.000]  心態上已經贏了
[00:05:52.000 --> 00:05:55.000]  贏不到比賽,但贏到心態
[00:05:55.000 --> 00:05:59.000]  贏到一張漂亮的照片,你說多好呢?
[00:05:59.000 --> 00:06:03.000]  很多人想著勝利的感覺是一種很主觀的
[00:06:03.000 --> 00:06:06.000]  我們靠外在的物件來定義自己
[00:06:06.000 --> 00:06:12.000]  不過,其實在勝利的體會裡面
[00:06:12.000 --> 00:06:14.000]  其實有幾個層次
[00:06:14.000 --> 00:06:16.000]  第一個層次是
[00:06:16.000 --> 00:06:20.000]  我們真的贏了別人和我競賽的對手
[00:06:20.000 --> 00:06:24.000]  有一個對手和我們走向同一個目標
[00:06:24.000 --> 00:06:26.000]  但到最後我比他更快
[00:06:26.000 --> 00:06:28.000]  或者比他更強
[00:06:28.000 --> 00:06:29.000]  或者比他更高
[00:06:29.000 --> 00:06:33.000]  這就是贏了別人的勝利
[00:06:33.000 --> 00:06:37.000]  這是在場上的一種比喻
[00:06:37.000 --> 00:06:39.000]  當然,輸贏有時候
[00:06:39.000 --> 00:06:42.000]  可以是正面的較量
[00:06:42.000 --> 00:06:44.000]  也可以是很骯髒的
[00:06:44.000 --> 00:06:46.000]  在運動場上你去比賽
[00:06:46.000 --> 00:06:48.000]  你贏了別人就不光彩了
[00:06:48.000 --> 00:06:52.000]  所以有時候這種勝利包含著輸與贏
[00:06:52.000 --> 00:06:54.000]  有時候是光彩的
[00:06:54.000 --> 00:06:56.000]  但也有時候可能是卑鬱
[00:06:56.000 --> 00:06:58.000]  這是第一個層次
[00:06:58.000 --> 00:07:01.000]  第二個層次,其實勝利是不是一定要有一個對手呢?
[00:07:01.000 --> 00:07:03.000]  後來有些人說
[00:07:03.000 --> 00:07:06.000]  其實勝利從來都不是純粹看對方
[00:07:06.000 --> 00:07:07.000]  是看自己的
[00:07:07.000 --> 00:07:09.000]  是要贏自己
[00:07:09.000 --> 00:07:12.000]  所以人裡面自己訂立了一些目標
[00:07:12.000 --> 00:07:14.000]  訂立了一些方向
[00:07:14.000 --> 00:07:16.000]  我完成了
[00:07:16.000 --> 00:07:19.000]  我就會有一種正面的成就感
[00:07:19.000 --> 00:07:21.000]  這也是一種勝利的感覺
[00:07:21.000 --> 00:07:23.000]  這是第二個
[00:07:23.000 --> 00:07:25.000]  不是再跟別人比較
[00:07:25.000 --> 00:07:27.000]  是跟昔日的自己
[00:07:27.000 --> 00:07:30.000]  以及看自己的目標來做一些衡量
[00:07:30.000 --> 00:07:35.000]  當然,這個目標是按著你自己的實力來定下的
[00:07:35.000 --> 00:07:40.000]  但第三個層次,勝利就是一種自我的超越
[00:07:40.000 --> 00:07:43.000]  就是說,過往自己做不到的
[00:07:43.000 --> 00:07:48.000]  但我要將自己提升一個很困難的層次
[00:07:48.000 --> 00:07:52.000]  令到自己可以超越自我的限制
[00:07:52.000 --> 00:07:54.000]  那個極限
[00:07:54.000 --> 00:07:56.000]  當我去到那個境地的時候
[00:07:56.000 --> 00:07:58.000]  我達到某個時數
[00:07:58.000 --> 00:08:00.000]  或者做到某一樣東西
[00:08:00.000 --> 00:08:02.000]  這是過往我的經驗裡面做不到的
[00:08:02.000 --> 00:08:07.000]  這個就是超越自我的那種勝利的體會
[00:08:07.000 --> 00:08:10.000]  第一種就是對人比較
[00:08:10.000 --> 00:08:13.000]  第二、第三種就是跟自己比較
[00:08:13.000 --> 00:08:15.000]  不過到了最終
[00:08:15.000 --> 00:08:17.000]  或者聖經裡面所強調的
[00:08:17.000 --> 00:08:19.000]  是第四種
[00:08:19.000 --> 00:08:22.000]  這個不是一種比較的勝利
[00:08:22.000 --> 00:08:24.000]  而是分享基督耶穌的生命
[00:08:24.000 --> 00:08:26.000]  是一種靈性的轉化
[00:08:26.000 --> 00:08:31.000]  因著基督耶穌死而復活的那種生命
[00:08:31.000 --> 00:08:33.000]  他的德性
[00:08:33.000 --> 00:08:35.000]  他經歷生命的路
[00:08:35.000 --> 00:08:37.000]  我們就將我們的生命
[00:08:37.000 --> 00:08:39.000]  跟他一起走過這一段路
[00:08:39.000 --> 00:08:43.000]  藉著我們參與在基督耶穌的生命當中
[00:08:43.000 --> 00:08:45.000]  我們都能夠體會到
[00:08:45.000 --> 00:08:48.000]  耶穌基督戰勝死亡那份喜悅
[00:08:48.000 --> 00:08:51.000]  即或人生處於什麼制度
[00:08:51.000 --> 00:08:52.000]  什麼處境
[00:08:52.000 --> 00:08:55.000]  又或者我們的生命處於什麼狀況
[00:08:55.000 --> 00:08:57.000]  但是如果我們跟上帝
[00:08:57.000 --> 00:08:59.000]  跟這位我們所信的主基督耶穌
[00:08:59.000 --> 00:09:01.000]  緊緊扣連的時候
[00:09:01.000 --> 00:09:03.000]  我們就能夠體會到
[00:09:03.000 --> 00:09:06.000]  什麼叫做勝利的那種體會
[00:09:06.000 --> 00:09:08.000]  今天那段經文
[00:09:08.000 --> 00:09:10.000]  其實都是說這件事的
[00:09:10.000 --> 00:09:12.000]  我已經濃縮了大概說這件事
[00:09:12.000 --> 00:09:14.000]  不過具體怎樣去實踐到
[00:09:14.000 --> 00:09:16.000]  或者讓我們去明白
[00:09:16.000 --> 00:09:18.000]  這種勝利的體會呢
[00:09:18.000 --> 00:09:20.000]  今天希望用兩個段落
[00:09:20.000 --> 00:09:22.000]  我們重新去理解一下
[00:09:22.000 --> 00:09:24.000]  究竟上帝所說的勝利
[00:09:24.000 --> 00:09:25.000]  是一回什麼事
[00:09:25.000 --> 00:09:27.000]  我們先祈禱求上帝幫助
[00:09:29.000 --> 00:09:31.000]  天父上帝願祢幫助我們
[00:09:31.000 --> 00:09:33.000]  讓我們能夠在祢的話語當中
[00:09:33.000 --> 00:09:36.000]  我們讀到生命的亮光
[00:09:36.000 --> 00:09:38.000]  我們很需要祢與我們同在
[00:09:38.000 --> 00:09:42.000]  我們每一個虛心在祢面前
[00:09:42.000 --> 00:09:45.000]  領受祢對我們的教導和勸勉
[00:09:45.000 --> 00:09:47.000]  幫助我們眾頂姐妹
[00:09:47.000 --> 00:09:48.000]  每一個聆聽的時候
[00:09:48.000 --> 00:09:50.000]  對著我們的內心說話
[00:09:50.000 --> 00:09:52.000]  讓我們聽得明白
[00:09:52.000 --> 00:09:54.000]  又在生命當中呈現祢的話語
[00:09:54.000 --> 00:09:56.000]  又讓宣講的說得清楚
[00:09:56.000 --> 00:09:59.000]  願祢的話語能夠清晰地帶給弟兄姐妹
[00:09:59.000 --> 00:10:01.000]  讓我們一同造就
[00:10:01.000 --> 00:10:06.000]  我們的生命被祢建立和激勵我們
[00:10:06.000 --> 00:10:09.000]  我們恭敬將來領受祢的話語的時間交託
[00:10:09.000 --> 00:10:10.000]  願祢賜福
[00:10:10.000 --> 00:10:12.000]  獻上禱告奉求基督耶穌得勝的聖名
[00:10:12.000 --> 00:10:13.000]  Amen
[00:10:13.000 --> 00:10:16.000]  我們一起看看羅馬書
[00:10:16.000 --> 00:10:19.000]  羅馬書其實是一個不容易看的書卷
[00:10:19.000 --> 00:10:21.000]  我簡單來說
[00:10:21.000 --> 00:10:25.000]  我做一個簡單的總結給大家知道
[00:10:25.000 --> 00:10:28.000]  羅馬書第一章至第七章
[00:10:28.000 --> 00:10:31.000]  這是保羅第一生的經歷
[00:10:31.000 --> 00:10:33.000]  他這個神學的陳述
[00:10:33.000 --> 00:10:35.000]  或者說的是上帝的救恩
[00:10:35.000 --> 00:10:38.000]  上帝將人稱為義
[00:10:38.000 --> 00:10:40.000]  整個神學觀念
[00:10:40.000 --> 00:10:43.000]  他不是基於他自己是一個律法師
[00:10:43.000 --> 00:10:45.000]  加瑪列門下
[00:10:45.000 --> 00:10:47.000]  或者按照律法來說
[00:10:47.000 --> 00:10:50.000]  而是按照他自己生命中
[00:10:50.000 --> 00:10:53.000]  他對律法的體會和人生的體會
[00:10:53.000 --> 00:10:55.000]  所以在第一章至第七章
[00:10:55.000 --> 00:10:58.000]  其實是說他對人性的一份掙扎
[00:10:58.000 --> 00:11:00.000]  然後經歷過掙扎之後
[00:11:00.000 --> 00:11:06.000]  他明白基督的心腸是怎樣
[00:11:06.000 --> 00:11:07.000]  上帝的救贖
[00:11:07.000 --> 00:11:10.000]  藉著耶穌的受苦和復活
[00:11:10.000 --> 00:11:14.000]  就叫人不再被罪所控訴
[00:11:14.000 --> 00:11:16.000]  所以第一至第七章
[00:11:16.000 --> 00:11:19.000]  某程度上就是建立這個理論
[00:11:19.000 --> 00:11:21.000]  用他第一生的經驗
[00:11:21.000 --> 00:11:23.000]  再加上教義的思考
[00:11:23.000 --> 00:11:27.000]  就濃縮成為第一至第七章的總結
[00:11:27.000 --> 00:11:29.000]  而去到第八章
[00:11:29.000 --> 00:11:31.000]  某程度上就開始進入一種
[00:11:31.000 --> 00:11:33.000]  更加清晰的立論的部分
[00:11:33.000 --> 00:11:36.000]  在第八章第一節和第二節裏面
[00:11:36.000 --> 00:11:37.000]  是這樣說的
[00:11:37.000 --> 00:11:41.000]  如今那些在基督耶穌裏的就不定罪了
[00:11:41.000 --> 00:11:45.000]  因為似生命聖明的律
[00:11:45.000 --> 00:11:48.000]  在基督耶穌裏釋放了我
[00:11:48.000 --> 00:11:52.000]  使我脫離罪和死的律了
[00:11:52.000 --> 00:11:55.000]  這兩句經文說的是甚麼呢
[00:11:55.000 --> 00:11:57.000]  他說到人因為信主
[00:11:57.000 --> 00:12:00.000]  人就在基督耶穌裏面
[00:12:00.000 --> 00:12:04.000]  有兩個很重要的核心
[00:12:04.000 --> 00:12:08.000]  第一就是我們不被定罪
[00:12:08.000 --> 00:12:10.000]  不被定罪是甚麼意思呢
[00:12:10.000 --> 00:12:13.000]  罪的結果就是死
[00:12:13.000 --> 00:12:16.000]  在這裏面說到我們不被定罪
[00:12:16.000 --> 00:12:18.000]  就是當我們信靠主的時候
[00:12:18.000 --> 00:12:23.000]  我們生命就不會進入死亡隔絕的境地
[00:12:23.000 --> 00:12:25.000]  所以不被定罪的第一件事說到
[00:12:25.000 --> 00:12:28.000]  我們不需要承受罪的刑罰
[00:12:28.000 --> 00:12:29.000]  當信主耶穌
[00:12:29.000 --> 00:12:34.000]  我們就不需要面對罪的那種痛苦
[00:12:34.000 --> 00:12:38.000]  第二個就不單止是說當下舊時的罪
[00:12:38.000 --> 00:12:40.000]  被免去或者被赦免
[00:12:40.000 --> 00:12:41.000]  不被定罪
[00:12:41.000 --> 00:12:45.000]  而是接下來說後半段的生命的律
[00:12:45.000 --> 00:12:50.000]  舊時每一個世上的人都活在罪的捆綁當中
[00:12:50.000 --> 00:12:52.000]  有些事你不想做的
[00:12:52.000 --> 00:12:54.000]  但偏偏去做
[00:12:54.000 --> 00:12:57.000]  又或者有些事你想做的
[00:12:57.000 --> 00:12:58.000]  又沒有能力去做
[00:12:58.000 --> 00:13:01.000]  保羅說這個真是痛苦
[00:13:01.000 --> 00:13:03.000]  人就被這種罪的律
[00:13:03.000 --> 00:13:04.000]  合制住心靈
[00:13:04.000 --> 00:13:06.000]  整天都是唯一自己
[00:13:06.000 --> 00:13:08.000]  良心又責備自己
[00:13:08.000 --> 00:13:11.000]  又充滿了很多的遺憾
[00:13:11.000 --> 00:13:13.000]  不過因為信耶穌
[00:13:13.000 --> 00:13:16.000]  因著基督耶穌的得聖福音
[00:13:16.000 --> 00:13:21.000]  人亦都可以不再活在舊有的這個律裏面
[00:13:21.000 --> 00:13:25.000]  我們可以用一個聖靈賜給我們新的生命的律
[00:13:25.000 --> 00:13:29.000]  我們每一個能夠可以按著上帝的帶領
[00:13:29.000 --> 00:13:32.000]  我們有能力可以不犯罪
[00:13:32.000 --> 00:13:36.000]  我們見到心裏面很期盼做的美好的事
[00:13:36.000 --> 00:13:39.000]  我們有力量來實踐
[00:13:39.000 --> 00:13:41.000]  這些力量是怎樣來的呢
[00:13:41.000 --> 00:13:44.000]  在經文裏面就說到
[00:13:44.000 --> 00:13:49.000]  那種力量是來自叫耶穌死而復活的聖靈
[00:13:49.000 --> 00:13:55.000]  那個力量是賦予在地上的每一個基督徒生命當中
[00:13:55.000 --> 00:13:57.000]  所以我們生命裏面
[00:13:57.000 --> 00:14:01.000]  每一個基督徒其實都有一種生命力
[00:14:01.000 --> 00:14:06.000]  在第八章第十一節裏面這樣說
[00:14:06.000 --> 00:14:12.000]  然而叫耶穌基督從死裏復活者的靈若住在你們心裏
[00:14:12.000 --> 00:14:18.000]  那叫基督耶穌從死裏復活的也必藉著住在你們心裏的聖靈
[00:14:18.000 --> 00:14:22.000]  使你們必死的身體又活過來
[00:14:22.000 --> 00:14:25.000]  八章十一節裏面說到
[00:14:25.000 --> 00:14:30.000]  上帝的靈聖靈激活了我們每一個
[00:14:30.000 --> 00:14:35.000]  這種活力令到我們人生裏面充滿了期盼
[00:14:35.000 --> 00:14:37.000]  以前如果你未信主
[00:14:37.000 --> 00:14:39.000]  所有事情都很悲觀
[00:14:39.000 --> 00:14:42.000]  所有事情你都無能為力
[00:14:42.000 --> 00:14:44.000]  但當你信了主之後
[00:14:44.000 --> 00:14:45.000]  未必一下子可以變身
[00:14:45.000 --> 00:14:48.000]  馬上就很有力量
[00:14:48.000 --> 00:14:52.000]  不過你知道你的能力感會強了
[00:14:52.000 --> 00:14:55.000]  你知道你有信心去面對生命所有的艱難
[00:14:55.000 --> 00:14:58.000]  因為這份能力不是自己提出來的自信
[00:14:58.000 --> 00:15:00.000]  不是訓練回來的
[00:15:00.000 --> 00:15:04.000]  不是你的自我形象或者你想通了
[00:15:04.000 --> 00:15:06.000]  而是有一份由神而來
[00:15:06.000 --> 00:15:10.000]  聖靈內在你的生命當中的力量
[00:15:10.000 --> 00:15:13.000]  綻放在你生命當中
[00:15:13.000 --> 00:15:14.000]  所以弟兄姊妹
[00:15:14.000 --> 00:15:16.000]  你有時候要值得驗證一下
[00:15:16.000 --> 00:15:18.000]  你問一問自己
[00:15:18.000 --> 00:15:20.000]  你生命裏面你信了主
[00:15:20.000 --> 00:15:22.000]  不論長短日子
[00:15:22.000 --> 00:15:26.000]  你覺得你自己生命有沒有這份活力呢
[00:15:26.000 --> 00:15:31.000]  你覺得你自己信了主之後都依然垂頭喪氣
[00:15:31.000 --> 00:15:35.000]  還是充滿了期盼 充滿了可能
[00:15:35.000 --> 00:15:40.000]  心裏面你帶著無比的積極和正面
[00:15:40.000 --> 00:15:43.000]  來迎接生命的挑戰
[00:15:43.000 --> 00:15:45.000]  即或生活有很多艱難
[00:15:45.000 --> 00:15:48.000]  但當你信了主的時候
[00:15:48.000 --> 00:15:51.000]  你依然擁有無比的力量
[00:15:51.000 --> 00:15:55.000]  你就可以按著上帝給你的感動
[00:15:55.000 --> 00:15:58.000]  來跟這個世界的律
[00:15:58.000 --> 00:16:01.000]  來有一些很不同的生命表現
[00:16:01.000 --> 00:16:05.000]  我記得以前有位我認識的宣教士
[00:16:05.000 --> 00:16:08.000]  他的媽媽 宣教士的媽媽
[00:16:08.000 --> 00:16:11.000]  都是一個很敬虔的老姐妹
[00:16:11.000 --> 00:16:13.000]  我還記得她
[00:16:13.000 --> 00:16:16.000]  其實一個老人家她不是很懂得字
[00:16:16.000 --> 00:16:19.000]  不是很懂得像年輕人一樣
[00:16:19.000 --> 00:16:21.000]  世界這麼闊
[00:16:21.000 --> 00:16:24.000]  不過她是一個很忠心的人
[00:16:24.000 --> 00:16:25.000]  雖然她身體很軟弱
[00:16:25.000 --> 00:16:27.000]  去到八十多九十歲
[00:16:27.000 --> 00:16:29.000]  身體很軟弱
[00:16:29.000 --> 00:16:31.000]  不過她說她有空
[00:16:31.000 --> 00:16:34.000]  她就拿著一張單張在街上派
[00:16:34.000 --> 00:16:36.000]  可能你會覺得這個很老套
[00:16:36.000 --> 00:16:39.000]  或者這個不合時宜的一種方式
[00:16:39.000 --> 00:16:41.000]  不過對於一個老人家
[00:16:41.000 --> 00:16:42.000]  對他來說
[00:16:42.000 --> 00:16:44.000]  我做到的就是這些
[00:16:44.000 --> 00:16:45.000]  除了袋套之外
[00:16:45.000 --> 00:16:47.000]  我能夠送東西給人
[00:16:47.000 --> 00:16:48.000]  送張單張給人
[00:16:48.000 --> 00:16:50.000]  你只要肯做就行了
[00:16:50.000 --> 00:16:51.000]  但對我們今天來說
[00:16:51.000 --> 00:16:53.000]  我們覺得不想做
[00:16:53.000 --> 00:16:54.000]  我們覺得不行
[00:16:54.000 --> 00:16:56.000]  甚至乎颳風下雨
[00:16:56.000 --> 00:16:57.000]  或者有一些東西
[00:16:57.000 --> 00:17:00.000]  我們經常都有一種被迫的感覺
[00:17:00.000 --> 00:17:02.000]  但這位老人家很有趣
[00:17:02.000 --> 00:17:05.000]  他無論風雨
[00:17:05.000 --> 00:17:07.000]  或者身體多麼軟弱也好
[00:17:07.000 --> 00:17:10.000]  除非他真的差到不得了
[00:17:10.000 --> 00:17:12.000]  基本上他每個星期
[00:17:12.000 --> 00:17:15.000]  他就走遍不同的地區
[00:17:15.000 --> 00:17:18.000]  買一疊單張在街上派給人
[00:17:18.000 --> 00:17:20.000]  人們會笑他
[00:17:20.000 --> 00:17:21.000]  或者不理他
[00:17:21.000 --> 00:17:22.000]  忽略他
[00:17:22.000 --> 00:17:23.000]  但對他來說
[00:17:23.000 --> 00:17:25.000]  上帝的靈在他生命當中
[00:17:25.000 --> 00:17:27.000]  果效如何
[00:17:27.000 --> 00:17:29.000]  問他能夠派多少
[00:17:29.000 --> 00:17:30.000]  多不多反應
[00:17:30.000 --> 00:17:31.000]  他說未必收
[00:17:31.000 --> 00:17:34.000]  那你會否很感到失落
[00:17:34.000 --> 00:17:36.000]  他說做了上帝要我做的事
[00:17:36.000 --> 00:17:37.000]  我就喜樂
[00:17:37.000 --> 00:17:39.000]  還問這麼多的效果
[00:17:39.000 --> 00:17:40.000]  我只知道
[00:17:40.000 --> 00:17:43.000]  我作為一個九十多歲的老人家
[00:17:43.000 --> 00:17:44.000]  我做到的事
[00:17:44.000 --> 00:17:45.000]  上帝叫我做
[00:17:45.000 --> 00:17:46.000]  我盡力去做
[00:17:46.000 --> 00:17:47.000]  我做到
[00:17:47.000 --> 00:17:49.000]  我的心裏面
[00:17:49.000 --> 00:17:51.000]  我就覺得很有力量
[00:17:51.000 --> 00:17:53.000]  而且我覺得很開心
[00:17:53.000 --> 00:17:56.000]  頂姐妹今天不知道你的生命裏面
[00:17:56.000 --> 00:17:58.000]  會否有這種力量
[00:17:58.000 --> 00:18:00.000]  保羅說當聖靈
[00:18:00.000 --> 00:18:02.000]  內在每個基督徒的生命當中
[00:18:02.000 --> 00:18:04.000]  你就會有這種呈現
[00:18:04.000 --> 00:18:07.000]  這種活力呈現出來
[00:18:07.000 --> 00:18:10.000]  當我們知道這個框架的時候
[00:18:10.000 --> 00:18:12.000]  其實整個框架裏面
[00:18:12.000 --> 00:18:13.000]  他講了兩件事
[00:18:13.000 --> 00:18:15.000]  第一就是在法庭上
[00:18:15.000 --> 00:18:17.000]  上帝辯護這個人
[00:18:17.000 --> 00:18:19.000]  這個人無罪釋放
[00:18:19.000 --> 00:18:22.000]  所以這是一個不定罪的福音
[00:18:22.000 --> 00:18:24.000]  另一方面
[00:18:24.000 --> 00:18:26.000]  上帝確確保這個
[00:18:26.000 --> 00:18:28.000]  舊時被人唾棄
[00:18:28.000 --> 00:18:29.000]  看不起
[00:18:29.000 --> 00:18:31.000]  甚至乎在當代裏面
[00:18:31.000 --> 00:18:33.000]  有很多基督徒有身份危機
[00:18:33.000 --> 00:18:34.000]  他都不知道自己想怎樣
[00:18:34.000 --> 00:18:37.000]  或者被那些同族人排他的時候
[00:18:37.000 --> 00:18:39.000]  上帝說
[00:18:39.000 --> 00:18:41.000]  直著聖經裏面說
[00:18:41.000 --> 00:18:44.000]  他做到他自己生命逆流而上的能力
[00:18:44.000 --> 00:18:46.000]  即或這個世界唾棄他
[00:18:46.000 --> 00:18:49.000]  但他都能夠有逆流而上的那種活力
[00:18:49.000 --> 00:18:52.000]  這個律就是在第八章裏面
[00:18:52.000 --> 00:18:55.000]  由第一節至到第三十節
[00:18:55.000 --> 00:18:58.000]  籠統地就是一個這樣的框架
[00:18:58.000 --> 00:19:00.000]  接下來他再繼續說
[00:19:00.000 --> 00:19:02.000]  由三十一節到三十九節
[00:19:02.000 --> 00:19:05.000]  某程度就是這個段落裏面一個小節
[00:19:05.000 --> 00:19:08.000]  三十一節至到三十四節
[00:19:08.000 --> 00:19:10.000]  既是這樣
[00:19:10.000 --> 00:19:12.000]  還有什麼說呢
[00:19:12.000 --> 00:19:13.000]  神若幫助我們
[00:19:13.000 --> 00:19:15.000]  誰能抵擋我們呢
[00:19:15.000 --> 00:19:17.000]  神既不愛惜自己的兒子
[00:19:17.000 --> 00:19:19.000]  為我們眾人寫了
[00:19:19.000 --> 00:19:24.000]  豈不把萬物和他一同白白地賜給我們嗎
[00:19:24.000 --> 00:19:27.000]  誰能控告神所揀選的人呢
[00:19:27.000 --> 00:19:30.000]  有神稱他為二了
[00:19:30.000 --> 00:19:32.000]  誰能定我們的罪呢
