
[00:00:00.000 --> 00:00:02.320]  因為「著崇拜」要讀的經訓
[00:06:36.760 --> 00:06:42.360]  在世界基督教資料庫的統計數字
[00:06:42.360 --> 00:06:46.960]  可以看到基督教的急劇衰落
[00:06:46.960 --> 00:06:49.960]  在德國和英國都很明顯
[00:06:49.960 --> 00:06:59.160]  在1900年,德國人口中有98.56%信奉基督教
[00:06:59.160 --> 00:07:05.560]  但到了2015年,只有67.29%
[00:07:05.560 --> 00:07:16.560]  英國人口也由1900年的97.44%降至69.4%
[00:07:16.560 --> 00:07:21.360]  甚至統計學專家預測
[00:07:21.360 --> 00:07:28.360]  到2050年,這兩個國家的基督徒人數會跌至50%
[00:07:28.360 --> 00:07:33.360]  一個是16世紀宗教改革的發源地
[00:07:33.360 --> 00:07:41.360]  一個是19世紀海外宣教運動的基地
[00:07:41.360 --> 00:07:45.160]  當時的信徒沒想過在21世紀的今天
[00:07:45.160 --> 00:07:49.160]  他們的信徒人數會大跌至這個地步
[00:07:49.160 --> 00:07:56.760]  似乎在他們當中,信仰的傳承已經失效
[00:07:56.760 --> 00:07:59.960]  沒有了一個有效的延續
[00:07:59.960 --> 00:08:03.360]  當我們身處現在的香港
[00:08:03.360 --> 00:08:10.360]  會否想到幾十年後,教會是衰落還是復興呢?
[00:08:10.360 --> 00:08:14.560]  經過幾年的疫情、社會運動
[00:08:14.560 --> 00:08:20.760]  移民潮對香港,特別是香港的教會都造成很大的衝擊
[00:08:20.760 --> 00:08:25.360]  我們都在想,領袖離開,信徒稱王不接
[00:08:25.360 --> 00:08:30.960]  我們有沒有認真想過我們的承傳是怎樣呢?
[00:08:30.960 --> 00:08:36.360]  今天這段經文正正就是從一個時代走進另一個時代
[00:08:36.360 --> 00:08:39.960]  當中我們看到以色列人失敗的經歷
[00:08:39.960 --> 00:08:44.160]  讓我們在他們的失敗當中去反省和學習
[00:08:44.160 --> 00:08:47.560]  讓我們一起祈禱
[00:08:47.560 --> 00:08:50.160]  七位恩主,我們感謝祢
[00:08:50.160 --> 00:08:56.360]  因為我們蒙祢的恩典,成為祢的子民
[00:08:56.360 --> 00:09:02.160]  但主啊,我們知道面對世代的確有很多挑戰和衝擊
[00:09:02.160 --> 00:09:07.160]  到底我們可以怎樣將祢在我們身上的這份恩典
[00:09:07.160 --> 00:09:10.360]  我們對祢的確信能夠承傳下去
[00:09:10.360 --> 00:09:14.160]  我們實在需要祢督澤我們,提醒我們
[00:09:14.160 --> 00:09:17.760]  願意我們預備好我們的心去聆聽祢的教導
[00:09:17.760 --> 00:09:21.360]  願意我們生命有轉化去行出祢的心意
[00:09:21.360 --> 00:09:24.760]  我們這樣禱告交託,奉主耶穌基督的聖名自祈求
[00:09:24.760 --> 00:09:27.760]  阿們
[00:09:27.760 --> 00:09:35.960]  我們繼續加醜要說出來的第二講
[00:09:35.960 --> 00:09:40.360]  我們說到信仰承傳的失效
[00:09:40.360 --> 00:09:44.360]  事司紀有兩個序言
[00:09:44.360 --> 00:09:51.160]  上星期Ray牧師已經和我們分享到第一章的第一個序言
[00:09:51.160 --> 00:09:54.760]  第一個序言是用一個歷史性的基礎告訴我們
[00:09:54.760 --> 00:10:00.360]  以色列人在約書亞這位領袖死後
[00:10:00.360 --> 00:10:04.360]  在戰事上,他們怎樣和迦南人爭戰
[00:10:04.360 --> 00:10:06.760]  攻取地為業
[00:10:06.760 --> 00:10:11.960]  並且他們容許了迦南人在他們當中
[00:10:11.960 --> 00:10:13.960]  而今天分享的這段經文
[00:10:13.960 --> 00:10:18.360]  二章六至三章六節一段很長的經文
[00:10:18.360 --> 00:10:20.360]  是從一個屬靈的角度
[00:10:20.360 --> 00:10:25.160]  去說出以色列人怎樣從一個黃金的年代
[00:10:25.160 --> 00:10:30.560]  走進一個衰敗墮落的惡性循環
[00:10:30.560 --> 00:10:35.960]  為了接下來的三章七節至十六章三十一節
[00:10:35.960 --> 00:10:40.960]  做一個蓋覽,做一個神學的註腳
[00:10:40.960 --> 00:10:45.360]  讓我們一起看看這兩代是怎樣
[00:10:45.360 --> 00:10:49.360]  大家一起看看第六至十節
[00:10:49.360 --> 00:10:54.960]  很特別的,這段經文的頭四節
[00:10:54.960 --> 00:11:02.360]  和約書亞記二十四章二十八至三十一節幾乎一模一樣
[00:11:02.360 --> 00:11:08.160]  有很多人說士斯記的序等於約書亞記的拔
[00:11:08.160 --> 00:11:11.560]  是一個共同的連接
[00:11:11.560 --> 00:11:15.560]  將它特別提到約書亞的時代的延續
[00:11:15.560 --> 00:11:20.560]  約書亞的時代可以說是一個黃金的時代
[00:11:20.560 --> 00:11:24.360]  他們能夠走進迦南地,得地為業
[00:11:24.360 --> 00:11:29.560]  而約書亞也被稱為神的僕人
[00:11:29.560 --> 00:11:34.560]  下一章的頭影片可以看到
[00:11:34.560 --> 00:11:42.560]  這個僕人到最終是葬在自己的地獄裡
[00:11:42.560 --> 00:11:47.160]  連偉大的摩西領袖都做不到的事
[00:11:47.160 --> 00:11:50.160]  約書亞他做到了
[00:11:50.160 --> 00:11:52.160]  他打過美好的仗
[00:11:52.160 --> 00:11:55.160]  他們的這個年代是一個黃金的年代
[00:11:55.160 --> 00:11:58.960]  是功德圓滿的年代
[00:11:58.960 --> 00:12:04.960]  不過,我們看到第七節和第十節
[00:12:04.960 --> 00:12:09.560]  我們看到約書亞死了之後
[00:12:09.560 --> 00:12:15.360]  仍然有一群見證過耶和華為他們攻取迦南地
[00:12:15.360 --> 00:12:20.360]  行其事神職的長老仍然在他們當中
[00:12:20.360 --> 00:12:25.760]  這群以色列民仍然是侍奉耶和華的
[00:12:25.760 --> 00:12:28.960]  不過,當這群人都死了
[00:12:28.960 --> 00:12:32.160]  這個時代就終結了
[00:12:32.160 --> 00:12:34.560]  聖經形容有別的世代興起
[00:12:34.560 --> 00:12:36.760]  是別的世代興起
[00:12:36.760 --> 00:12:38.960]  這是事司的時代
[00:12:38.960 --> 00:12:43.160]  就是我們一直以來的事司系列會說下去
[00:12:43.160 --> 00:12:45.560]  這個時代有一個特點
[00:12:45.560 --> 00:12:49.360]  去強調這個時代是不知道耶和華
[00:12:49.360 --> 00:12:57.760]  也不知道耶和華為以色列人所行的事
[00:12:57.760 --> 00:13:02.360]  以色列人要知道神耶和華的作為
[00:13:02.360 --> 00:13:04.360]  要知道耶和華是誰
[00:13:04.360 --> 00:13:08.560]  一定要靠上一代的教導
[00:13:08.560 --> 00:13:11.760]  在《生命記》六章一至九節
[00:13:11.760 --> 00:13:16.960]  那裡很清楚地記載了摩西在還沒進入迦南地的時候
[00:13:16.960 --> 00:13:21.160]  已經要祝福那群以色列人進入迦南地之後
[00:13:21.160 --> 00:13:25.960]  要千萬千萬地教導他們的後裔
[00:13:25.960 --> 00:13:27.160]  經文裡說
[00:13:27.160 --> 00:13:29.960]  「這是耶和華你們的神所吩咐
[00:13:29.960 --> 00:13:33.360]  要教導你們的誡命」
[00:13:33.360 --> 00:13:35.560]  《律例典章》
[00:13:35.560 --> 00:13:42.760]  叫你們在所有過去得遺孽的地上遵行
[00:13:42.760 --> 00:13:46.560]  要謹守遵行敬畏耶和華
[00:13:46.560 --> 00:13:49.560]  謹守一切的律例典章
[00:13:49.560 --> 00:13:51.160]  就是我吩咐你們的
[00:13:51.160 --> 00:13:54.160]  使你們的日子得以長久
[00:13:54.160 --> 00:13:56.560]  還教他們第六節
[00:13:56.560 --> 00:13:59.760]  我吩咐你們將這些話要記在心上
[00:13:59.760 --> 00:14:02.160]  要殷勤教導你們的兒女
[00:14:02.160 --> 00:14:03.760]  無論坐在家
[00:14:03.760 --> 00:14:04.760]  走在路上
[00:14:04.760 --> 00:14:05.360]  躺在地上
[00:14:05.360 --> 00:14:07.560]  起來都要淫訟
[00:14:07.560 --> 00:14:09.760]  要繫在手上作記號
[00:14:09.760 --> 00:14:12.160]  戴在額上作經鑑
[00:14:12.160 --> 00:14:15.360]  又要寫在你房屋的門框上
[00:14:15.360 --> 00:14:17.960]  和你的城門上
[00:14:17.960 --> 00:14:21.360]  這是摩西在未入迦南地之前
[00:14:21.360 --> 00:14:23.560]  已經吩咐他的子民
[00:14:23.560 --> 00:14:27.160]  要一代一代這樣去述說
[00:14:27.160 --> 00:14:28.360]  耶和華的作為
[00:14:28.360 --> 00:14:33.360]  要教導他們謹守遵行耶和華的吩咐
[00:14:33.360 --> 00:14:37.160]  但是顯然這個別的世代
[00:14:37.160 --> 00:14:39.360]  這個新的世代的以色列民
[00:14:39.360 --> 00:14:42.360]  沒有按這個吩咐去做
[00:14:42.360 --> 00:14:44.360]  我想原因有兩個
[00:14:44.360 --> 00:14:45.360]  第一就是
[00:14:45.360 --> 00:14:47.760]  當這個別的世代的人
[00:14:47.760 --> 00:14:50.560]  不需要再爭戰
[00:14:50.560 --> 00:14:51.760]  再沒有目標
[00:14:51.760 --> 00:14:54.360]  進入了一個安逸的時代
[00:14:54.360 --> 00:14:57.960]  又有其他的神明在他們其中的時候
[00:14:57.960 --> 00:15:00.560]  他們漸漸被同化
[00:15:00.560 --> 00:15:04.960]  他們忘記了上帝
[00:15:04.960 --> 00:15:07.160]  這個在《史詩·第三章》七節
[00:15:07.160 --> 00:15:07.960]  很清楚地說
[00:15:07.960 --> 00:15:11.360]  他們是忘記了上帝
[00:15:11.360 --> 00:15:12.360]  第二
[00:15:12.360 --> 00:15:13.960]  經文亦都強調
[00:15:13.960 --> 00:15:17.360]  那些見證耶和華恆大事的長者
[00:15:17.360 --> 00:15:19.760]  長老仍然在的時候
[00:15:19.760 --> 00:15:23.360]  他們會侍奉上帝
[00:15:23.360 --> 00:15:24.360]  這些人
[00:15:24.360 --> 00:15:28.160]  都是曾經大大經歷過耶和華
[00:15:28.160 --> 00:15:30.560]  信仰對於他們來說
[00:15:30.560 --> 00:15:32.560]  是第一身
[00:15:32.560 --> 00:15:34.560]  是第一手
[00:15:34.560 --> 00:15:37.760]  他們確實知道神的信實
[00:15:37.760 --> 00:15:40.960]  所以他們仍然會鼓勵他們的家
[00:15:40.960 --> 00:15:42.560]  他們的族
[00:15:42.560 --> 00:15:46.560]  要這樣侍奉神
[00:15:46.560 --> 00:15:49.360]  但是接下來的第二代
[00:15:49.360 --> 00:15:51.960]  他們沒有這些親身的經歷
[00:15:51.960 --> 00:15:55.760]  沒有這些第一手的信仰
[00:15:55.760 --> 00:15:59.560]  於是就沒有再去教導
[00:15:59.560 --> 00:16:01.960]  其實這是一個很好的警惕
[00:16:01.960 --> 00:16:04.160]  值得我們引以為鑑
[00:16:04.160 --> 00:16:05.960]  有時我們都發覺
[00:16:05.960 --> 00:16:07.560]  我們的信義代
[00:16:07.560 --> 00:16:10.160]  所信的是二手的信仰
[00:16:10.160 --> 00:16:13.760]  他們並不是親身去經歷神
[00:16:13.760 --> 00:16:16.560]  或者是因為他們的生命
[00:16:16.560 --> 00:16:18.960]  他們的生活很順利
[00:16:18.960 --> 00:16:20.560]  資源很豐富
[00:16:20.560 --> 00:16:22.160]  沒有什麼困難危機
[00:16:22.160 --> 00:16:24.160]  或者他們有困難危機
[00:16:24.160 --> 00:16:24.760]  父母
[00:16:24.760 --> 00:16:27.760]  我們上一代有足夠的能力和資源
[00:16:27.760 --> 00:16:29.760]  幫他們排難解分
[00:16:29.760 --> 00:16:33.960]  擋開一切困難
[00:16:33.960 --> 00:16:36.560]  變成信義代
[00:16:36.560 --> 00:16:39.160]  他們可能還會感謝
[00:16:39.160 --> 00:16:40.760]  我們信耶穌的
[00:16:40.760 --> 00:16:42.360]  信上帝的父母
[00:16:42.360 --> 00:16:44.760]  是怎樣供應和愛我們
[00:16:44.760 --> 00:16:48.360]  但是我們有沒有帶領這班孩子
[00:16:48.360 --> 00:16:51.960]  去看到其實是上帝的恩手
[00:16:51.960 --> 00:16:53.360]  我們有沒有幫這班孩子
[00:16:53.360 --> 00:16:58.560]  和我們的上帝去結連呢?
[00:16:58.560 --> 00:17:01.760]  剛剛的星期一早上
[00:17:01.760 --> 00:17:04.760]  也是加拿大時間的晚上
[00:17:04.760 --> 00:17:06.960]  是寧靈學院院長
[00:17:06.960 --> 00:17:10.160]  Tim Sir的追思禮
[00:17:10.160 --> 00:17:12.160]  大家都記得他吧
[00:17:12.160 --> 00:17:13.960]  他來到我們當中分享
[00:17:13.960 --> 00:17:16.960]  怎樣去和神親近
[00:17:16.960 --> 00:17:21.560]  怎樣在靈修中得力
[00:17:21.560 --> 00:17:23.360]  當日他的太太
[00:17:23.360 --> 00:17:24.760]  也是一個傳道人
[00:17:24.760 --> 00:17:26.560]  Pastor Jessica
[00:17:26.560 --> 00:17:28.560]  她分享到
[00:17:28.560 --> 00:17:30.760]  原來Tim Sir的家
[00:17:30.760 --> 00:17:33.760]  每一天都會在出門前
[00:17:33.760 --> 00:17:35.160]  一個小時
[00:17:35.160 --> 00:17:37.960]  一家人一起吃早餐
[00:17:37.960 --> 00:17:39.560]  一起分享
[00:17:39.560 --> 00:17:41.560]  一起祈禱
[00:17:41.560 --> 00:17:44.360]  Tim Sir是最早起床的人
[00:17:44.360 --> 00:17:45.960]  他五時多已經起床
[00:17:45.960 --> 00:17:47.760]  因為他自己
[00:17:47.760 --> 00:17:50.160]  首先享受和上帝
[00:17:50.160 --> 00:17:52.960]  獨處安靜的時間
[00:17:52.960 --> 00:17:56.360]  然後為家人預備早餐
[00:17:56.360 --> 00:17:58.960]  然後在早餐的過程中
[00:17:58.960 --> 00:18:01.560]  分享上帝的話
[00:18:01.560 --> 00:18:04.960]  他在當中的領受和得著
[00:18:04.960 --> 00:18:08.960]  帶動整個家庭的淑靈氣氛
[00:18:08.960 --> 00:18:10.160]  讓他兩個女兒
[00:18:10.160 --> 00:18:11.360]  讓他的太太
[00:18:11.360 --> 00:18:14.960]  一起去認識上帝
[00:18:14.960 --> 00:18:16.560]  Pastor Jessica提到
[00:18:16.560 --> 00:18:17.960]  很多時候兩個女兒會問
[00:18:17.960 --> 00:18:19.760]  「爸爸,我可以怎樣做?」
[00:18:19.760 --> 00:18:21.760]  「我應該怎樣決定?」
[00:18:21.760 --> 00:18:23.560]  通常Tim Sir會跟她說
[00:18:23.560 --> 00:18:26.560]  「不是我要告訴你怎樣決定」
[00:18:26.560 --> 00:18:29.560]  「最重要的是上帝想你怎樣」
[00:18:29.560 --> 00:18:32.960]  「你問上帝吧」
[00:18:32.960 --> 00:18:34.560]  Tim Sir的榜樣
[00:18:34.560 --> 00:18:37.160]  的確是一個很好的提醒
[00:18:37.160 --> 00:18:39.360]  他是一個示範
[00:18:39.360 --> 00:18:41.960]  告訴我們
[00:18:41.960 --> 00:18:43.560]  我們要怎樣
[00:18:43.560 --> 00:18:48.360]  將我們所信靠的上帝
[00:18:48.360 --> 00:18:50.160]  去教導他們
[00:18:50.160 --> 00:18:53.560]  讓我們的下一代認識他
[00:18:53.560 --> 00:18:56.360]  知道信實的上帝是怎樣
[00:18:56.360 --> 00:19:01.160]  讓他們親自去經歷上帝
[00:19:01.160 --> 00:19:02.960]  不過很可惜
[00:19:02.960 --> 00:19:04.360]  回看聖經
[00:19:04.360 --> 00:19:06.960]  我們看到的是以色列人
[00:19:06.960 --> 00:19:08.760]  當他們不知道上帝
[00:19:08.760 --> 00:19:10.560]  不知道耶和華的時候
[00:19:10.560 --> 00:19:14.560]  帶來了一個很嚴重的後果
[00:19:14.560 --> 00:19:21.160]  我們看到第二章的十一至十九節
[00:19:21.160 --> 00:19:23.160]  我們說的是這個年代
[00:19:23.160 --> 00:19:25.360]  是一個degeneration的年代
[00:19:25.360 --> 00:19:28.160]  是一個熟齡衰退的年代
[00:19:28.160 --> 00:19:31.360]  是一個向著沉淪的漩渦
[00:19:31.360 --> 00:19:34.360]  一直下陷的年代
[00:19:34.360 --> 00:19:36.360]  主要的原因是一個
[00:19:36.360 --> 00:19:43.360]  我們回看第十一至十三節
[00:19:43.360 --> 00:19:44.760]  這裡說
[00:19:44.760 --> 00:19:46.360]  以色列人行耶和華
[00:19:46.360 --> 00:19:48.760]  眼中看為惡的事
[00:19:48.760 --> 00:19:50.360]  這個說話很關鍵
[00:19:50.360 --> 00:19:52.160]  因為在接下來的士司紀裡
[00:19:52.160 --> 00:19:54.160]  每當一個士司出現的時候
[00:19:54.160 --> 00:19:56.960]  你就會看到這一句說話
[00:19:56.960 --> 00:20:03.560]  甚麼是行耶和華眼中看為惡的事呢?
[00:20:03.560 --> 00:20:04.960]  這裡很清楚地說
[00:20:04.960 --> 00:20:06.960]  就是他們離棄上帝
[00:20:06.960 --> 00:20:09.360]  叩拜偶像
[00:20:09.360 --> 00:20:11.360]  你會看到和修版有一個很特別的
[00:20:11.360 --> 00:20:13.360]  就是他逆出一個字
[00:20:13.360 --> 00:20:17.360]  那個字是王合本沒有寫的
[00:20:17.360 --> 00:20:22.760]  就是他們去侍奉其他的偶像
[00:20:22.760 --> 00:20:27.960]  朱巴力、阿斯他祿和巴力
[00:20:27.960 --> 00:20:31.160]  他們隨從
[00:20:31.160 --> 00:20:37.160]  跟著這些偶像
[00:20:37.160 --> 00:20:39.960]  侍奉這個字很重要
[00:20:39.960 --> 00:20:43.360]  侍奉這個字是這兩個世代
[00:20:43.360 --> 00:20:51.160]  以色列人興衰成敗的關鍵字
[00:20:51.160 --> 00:20:53.160]  在二章六字到三章六字
[00:20:53.160 --> 00:20:55.960]  我們今天讀的這段經文
[00:20:55.960 --> 00:21:01.960]  侍奉這個字出現了五次
[00:21:01.960 --> 00:21:05.560]  這五次裡只有我們剛才讀的第七節
[00:21:05.560 --> 00:21:07.960]  侍奉的對象是耶和華
[00:21:07.960 --> 00:21:13.760]  是約書亞那一代
[00:21:13.760 --> 00:21:18.360]  見證著耶和華為以色列人行大事的領袖
[00:21:18.360 --> 00:21:21.160]  這些人侍奉耶和華
[00:21:21.160 --> 00:21:25.360]  但接下來的篇幅有四次提到侍奉
[00:21:25.360 --> 00:21:28.360]  侍奉的對象都是外邦的神
[00:21:28.360 --> 00:21:30.160]  是別神
[00:21:30.160 --> 00:21:33.160]  這就是關鍵
[00:21:33.160 --> 00:21:36.960]  什麼是侍奉呢?
[00:21:36.960 --> 00:21:38.960]  侍奉的原文
[00:21:38.960 --> 00:21:41.760]  我們在舊約裡的翻譯
[00:21:41.760 --> 00:21:43.160]  我們會看到
[00:21:43.160 --> 00:21:45.160]  特別在約書亞記和史詩記
[00:21:45.160 --> 00:21:48.560]  會翻譯成「瀑人」
[00:21:48.560 --> 00:21:50.960]  「獻」字是「獻」字
[00:21:50.960 --> 00:21:52.560]  「服侍」
[00:21:52.560 --> 00:21:55.760]  侍奉是最多的
[00:21:55.760 --> 00:21:56.560]  這裡告訴我們
[00:21:56.560 --> 00:21:57.960]  當我們侍奉一件事
[00:21:57.960 --> 00:21:59.160]  侍奉一個神明
[00:21:59.160 --> 00:22:02.760]  就代表了對他的效忠
[00:22:02.760 --> 00:22:04.760]  你是敬拜他
[00:22:04.760 --> 00:22:07.160]  你當他是你的主
[00:22:07.160 --> 00:22:09.560]  你就成為他的瀑人
[00:22:09.560 --> 00:22:11.960]  你就為了哄他開心
[00:22:11.960 --> 00:22:14.960]  去服侍他
[00:22:14.960 --> 00:22:20.960]  其實約書亞記23至24章
[00:22:20.960 --> 00:22:23.760]  是約書亞和以色列人
[00:22:23.760 --> 00:22:27.760]  最後臨終的遺命
[00:22:27.760 --> 00:22:32.560]  他在其中14至24章
[00:22:32.560 --> 00:22:34.560]  第24章14至24章
[00:22:34.560 --> 00:22:37.360]  那裡短短的11節經文
[00:22:37.360 --> 00:22:42.360]  就出現了14個侍奉
[00:22:42.360 --> 00:22:44.360]  在這短短的經文裡
[00:22:44.360 --> 00:22:49.760]  侍奉就是他們與神的納約
[00:22:49.760 --> 00:22:52.560]  當我們提到這群以色列人
[00:22:52.560 --> 00:22:54.560]  離棄上帝
[00:22:54.560 --> 00:22:56.160]  不再侍奉他
[00:22:56.160 --> 00:22:58.360]  其實就是與神之間的約
[00:22:58.360 --> 00:23:00.960]  他們主動毀這個約
[00:23:00.960 --> 00:23:04.760]  離棄曾經為他們行騎士神蹟的耶和華
[00:23:04.760 --> 00:23:06.960]  那個在埃及裡
[00:23:06.960 --> 00:23:10.760]  救他們從奴役的生涯
[00:23:10.760 --> 00:23:13.760]  而得到釋放的耶和華
[00:23:13.760 --> 00:23:15.560]  這一代的以色列人
[00:23:15.560 --> 00:23:18.560]  他們選擇誤再侍奉耶和華
[00:23:18.560 --> 00:23:20.960]  他們侍奉那些假神
[00:23:20.960 --> 00:23:22.760]  做假神的僕人
[00:23:22.760 --> 00:23:26.960]  去哄這群神明開心
[00:23:26.960 --> 00:23:29.760]  其實當他們進入迦南地
[00:23:29.760 --> 00:23:31.760]  他們沒有趕走迦南人
