
[00:00:00.000 --> 00:00:10.000]  今日要和大家誦讀的經文是在新約的已忽所書第二章第八到第十節
[00:03:03.000 --> 00:03:25.000]  確實我們可能都很平凡,我們都未必有很多優越的本領或者成就,甚至乎可能在生活裏面我們會有很多艱難挫折,我們可能都會被一些身處的環境或者際遇來打低,甚至乎去踐踏。
[00:03:25.000 --> 00:03:43.000]  我們有時都會覺得自己活得多麼無助,多麼淒涼,又或者我們總是有些缺憾,缺點我們改不了,我們生命裏面總會多多少少有失敗過,有軟弱過,有時覺得做人都幾不濟,幾糟糕。
[00:03:43.000 --> 00:03:58.000]  不過,聖經經常提醒我們一件事,就是這一切其實都無法否定上帝在創造的時候,他已經將一個無比的價值賦予給我們。
[00:03:58.000 --> 00:04:08.000]  無論你的生活是怎樣,你現在的情況是怎樣,上帝在創造你的時候所賦予給你的價值都不能夠被奪去,被打倒。
[00:04:08.000 --> 00:04:29.000]  什麼意思呢?舉個例子,我手上有張什麼?500元,價值500元的紙幣,我將它拿一拿,插在一起,它現在值多少錢?有沒有少到?沒有少到,都是500元。
[00:04:29.000 --> 00:04:44.000]  撕爛它,不要這麼快去到這麼盡,我將它扔在地上,踩兩腳,再拿起來,那它價值多少錢?都是500元。
[00:04:44.000 --> 00:05:02.000]  好了,待會我去街市買菜,我去買海鮮,不小心掉在地上,你知道海鮮那層通常是怎樣的嗎?很濕的,很腥的,又濕又腥,又髒,撿不撿?撿,當然撿,沒理由不撿。
[00:05:02.000 --> 00:05:21.000]  你拿去海鮮檔買一條東星斑,給它500元,它收不收?收,一定收,因為它還是一張什麼?500元,沒有變,它本身的價值不會因為它外在的骯髒而折損了,就是這個意思。
[00:05:21.000 --> 00:05:34.000]  確實人生會有很多不完美的地方,但是在上帝眼中,你仍然是貴重,是他親手打造,是他重價買回來。
[00:05:34.000 --> 00:05:54.000]  今天的經文二弗所書第二章第十節說,保羅說我們完事他的工作在耶穌基督裡造成的。工作這個意思可以說是一件精心創造的作品,又或者是一個親手做的藝術品。
[00:05:54.000 --> 00:06:11.000]  保羅說,我們每一個都是上帝匠心獨運地創造的傑作,並且上帝要透過耶穌基督來將我們達至一個完善的地步,保羅是這樣說的。
[00:06:11.000 --> 00:06:25.000]  事實上,如果你有留意整個二弗所書第二章,其實保羅在描述上帝在我們的生命裡,他是怎樣打造你的,並且他為什麼要打造你。
[00:06:25.000 --> 00:06:47.000]  一至三節我們看,看回前一點,保羅在這裡說,其實很簡單地描述了我們信主前的境況,第一句已經說什麼?我們原本是死在過犯裡面,死在過犯之中,我們活在一個糟糕的光景裡面。
[00:06:47.000 --> 00:07:09.000]  一方面我們被社會的風俗,我們被社會的價值觀牽著鼻子走,第二方面就是我們會信服於空中掌權者,或者有人在封音裡面所說,我們會順從著這個世界之王的勢力之下,我們做了很多活逆上帝的事情。
[00:07:09.000 --> 00:07:33.000]  第三方面,他講到我們自己是活在血氣,一個放縱情慾的情況裡面,隨著你的肉體或者心中的喜好來行事。所以,保羅在這裡很清楚地說,和其他未信耶穌的人一樣,我們在上帝的眼中可不可愛?不可愛的,可憎可怒就有,是可怒之子。
[00:07:33.000 --> 00:07:45.000]  就是說,上帝的審判,那個嚴厲的審判,最終必定臨到你和我的身上。本來我們簡單說就是死定的,死定的。
[00:07:45.000 --> 00:08:00.000]  不過,在第四節這裡,保羅有個轉捩點給我們看到,然而,你見到然而,即是可以轉彎的。保羅在這裡說,我想大家一起讀,第四節到第七節,預備起。
[00:08:00.000 --> 00:08:17.000]  好,謝謝。我們很熟悉的一段經文,這裡說,因為上帝他豐富的憐憫和他對我們的大愛,透過耶穌基督在十字架上寫生的拯救,使我們有一個翻身的機會。
[00:08:17.000 --> 00:08:31.000]  不過,保羅也很清楚地說,上帝將救恩賜給我們,他不是單純想幫我們撿回一條命,讓我們將來死後可以上天堂。
[00:08:31.000 --> 00:08:47.000]  保羅,你有沒有留意,他一連三次說了,神叫我們與基督一同活過來,一同復活,一同坐在天上,並且這三個動詞是用過去式。
[00:08:47.000 --> 00:08:57.000]  意思就是,不要搞錯,我們不是要等到將來真的死後上天堂,才真真正正和耶穌聯合。
[00:08:57.000 --> 00:09:07.000]  保羅說,其實從我們信主的一刻開始,我們就要和耶穌一起過一個出死入生的生活模式。
[00:09:07.000 --> 00:09:18.000]  什麼意思呢?其實剛才一至三節,保羅說了我們的慘況,但是當你信了耶穌,和耶穌聯合之後,就不同了。
[00:09:18.000 --> 00:09:31.000]  從前,你是被世界牽著鼻子走的,現在你是跟隨耶穌的帶領,不再被世界的局勢或價值觀帶領你走。這是第一方面。
[00:09:31.000 --> 00:09:46.000]  第二方面,從前我們是信服著空中掌權者,但是現在我們已經和耶穌一同活過來,他讓你擁有勝過撒旦,勝過一切勢力的力量。
[00:09:46.000 --> 00:09:53.000]  換句話來說,他可以讓我們擺脫魔鬼撒旦的權勢,可以勝過罪惡。
[00:09:53.000 --> 00:10:13.000]  第三方面,從前我們是照著自己的肉體或想法行事,現在我們卻可以效法耶穌基督的一個寫記信服的心腸,就好像他在克西瑪利園的禱告一樣,不再照自己的意思,乃是照上帝的意思。
[00:10:13.000 --> 00:10:33.000]  就是說,我們在耶穌的內部要成為一個新造的人,意思是我們藉著耶穌基督的拯救,藉著我們和耶穌基督的聯合,上帝好像,通常如果你電腦開機,發覺不能啟動,輕了又會怎樣?
[00:10:33.000 --> 00:11:00.000]  就會有一個重設的功能,將你還原到原廠的設定,上帝也要透過耶穌基督將我們重設,恢復你和我的原廠設定,使我們的生活現行,符合上帝原本創造你和我的心意。
[00:11:00.000 --> 00:11:29.000]  不單止如此,背後的原因是上帝要透過我們吸引其他人認識耶穌,上帝要透過我們吸引其他人信靠耶穌,上帝要重新打造我們,成為一件可以擺在人面前的藝術品,透過我們的言行吸引經過的人注意到,然後他停下。
[00:11:29.000 --> 00:11:56.000]  在欣賞這件作品,並不是純粹讚作品本身有多麼美善,更重要的是他對創造者發出一份讚嘆,說這件作品這麼厲害,像大師級的傑作,背後創造的人一定不簡單,我想進一步認識是誰造的。
[00:11:56.000 --> 00:12:13.000]  本來是這樣的意思,所以弟兄姊妹,經文說上帝關注的不是我們死後能否上天堂,而是我們能否在地上成為一件他心目中的作品。
[00:12:13.000 --> 00:12:36.000]  到底我們在人面前是一件怎樣的作品,是上帝關注的,到底是吸引人走近上帝,還是遠離上帝,到底是幫耶穌省招牌,還是幫耶穌拆招牌,我們有沒有按照上帝的吩咐來行善,
[00:12:36.000 --> 00:12:48.000]  我們有沒有將上帝豐富的恩典,將耶穌基督的恩惠向別人顯現出來,保羅在說這件事。
[00:12:48.000 --> 00:13:03.000]  當然,保羅不想人誤會我們是靠行為得救,所以在八至九節他先包底,他強調得救完全是出於上帝所賜的恩典,
[00:13:03.000 --> 00:13:18.000]  沒有一個人可以靠好行為來換取,賺到救恩,每一個人都只需要憑著信心,認耶穌為主,他就可以領受上帝所賜的救恩。
[00:13:18.000 --> 00:13:35.000]  保羅很清楚說明這件事,我們所說的恩訊清儀,不過保羅亦表示,行善亦是每一個蒙恩得救的人,他應該要有的表現。
[00:13:35.000 --> 00:13:57.000]  簡單說,行善就是你和我蒙恩得到拯救,一個很實際的證據,如果別人在我們身上看不到有好行為的話,我們確實很難在人前稱得上蒙恩得救的人。
[00:13:57.000 --> 00:14:24.000]  所以第十節,保羅強調,特別我選了一個新普及的譯本,他譯得更加容易明白,他這裡說,我們是上帝的傑作,他在基督耶穌裡重新創造了我們,讓我們能夠做他早已安排給我們做的善事。
[00:14:24.000 --> 00:14:42.000]  他講得很清楚,耶穌基督的拯救就像上帝重新創造你,將你重新設計,來進行上帝早已安排你做的未善事,上帝早已定了。
[00:14:42.000 --> 00:15:08.000]  所以這裡說,行善並不是我們一行一善,也不是我們按自己的想法做好人好事那麼簡單,行善是在說,當你重新實踐上帝創造你的時候,其實他早已在你的生命裡計劃好,安排好一些事情,他很想你去回應。
[00:15:08.000 --> 00:15:35.000]  保羅在說這個意思,就像有一位信徒,他叫史懷哲,不知道大家有沒有聽過他的名字,德國諾貝爾和平獎,也有另外一個叫非洲之父的美譽史懷哲,他的見證是這樣的,他從小就精通兩種的語言,一種是德文,一種是法文,他是一個德國人。
[00:15:35.000 --> 00:16:04.000]  並且他擁有音樂的天賦,他是一個教會的風琴師,不說笑的,他23歲的時候就已經收了哲學和神學的學位,24歲就成為牧師,這位我們說是音樂家,哲學家,神學家,牧師一身的他。
[00:16:04.000 --> 00:16:29.000]  30出頭正是他聲望日昂,正是他虔誠感受的時候,他突然間就拋開這一切的成就,轉而去學醫術,直到他38歲,當他取得醫生的資格之後,他就前往非洲去宣教,到底什麼令他有這麼大的轉變?
[00:16:29.000 --> 00:16:56.000]  他自己就說,在他29歲的時候,當他讀到一篇關於非洲地區一些民生疾苦的報導的時候,他就說,他知道在非洲大陸的叢林裡面,其實生活了很多不信耶穌的土人,沒有傳教士來幫助他們,也都在他們生病的時候,沒有人醫治他們,給藥物他們。
[00:16:56.000 --> 00:17:23.000]  他們不單不認識真理,他們的知識水平也都落後,於是30出頭的他就立定心智,他要去非洲直接服侍這一班非洲人,而他這個決定一宣佈出來,你猜他身邊的人是不是都給他like,Hallelujah,感謝主,你猜是不是?
[00:17:23.000 --> 00:17:51.000]  真的不是,他身邊的親朋戚友都紛紛給他負評,紛紛責備他,有些人為了他在學術上或藝術上的成就而可惜,有些人覺得他是不是傻傻的,是不是神經有問題,但是最令人覺得困惑的時候,是為什麼他要去非洲裡面行醫。
[00:17:51.000 --> 00:18:20.000]  其實以他本身的條件,他已經可以直接去宣教,他又是神學家,又是哲學家,還要是牧師,他直接去非洲裡面傳道,可能更快更實際,不過他自己分享就是他覺得用醫生這個身份來服侍,可以直接幫到他所服侍的對象,因為醫生是直接看病,直接醫病。
[00:18:20.000 --> 00:18:34.000]  不用說這麼多,在日常的生活裡面,可以很直接,身體力行地去宣揚神的愛,耶穌基督的恩典,他是這麼說的。
[00:18:34.000 --> 00:18:56.000]  所以弟兄姊妹,我們看到,假如我們看回30歲前的史懷哲,其實他算不算是上帝手中一件很漂亮的作品,算不算?已經很好了,就算放回現代,都已經很傻了,真的見得人了。
[00:18:56.000 --> 00:19:13.000]  不過原來,在永恆的角度裡面,上帝說你可以再好一點,你可以再被上帝雕得漂亮一點,成為一件更加美善的藝術作品,上帝是這樣給他一個意象。
[00:19:13.000 --> 00:19:33.000]  上帝很想他更加服侍不同的人,向身邊的人更多的顯現上帝豐盛的恩典。同樣弟兄姊妹,其實上帝也要讓我們成為一件更美善的作品,真的。
[00:19:33.000 --> 00:19:58.000]  無論你覺得這一刻,可能你已經是一件不錯的藝術品,可能你已經覺得自己沒有進步的空間,但不是的,在上帝手中,他仍然可以將你雕得更加美善,他仍然有用得著我們的地方。
[00:19:58.000 --> 00:20:19.000]  而事實上,當我們越對上帝保持開放的特化,如我們越是順應上帝的帶領,我們越是放手讓上帝雕得你的生命,我們就越能夠成為上帝心目中那件喜悅的作品。
[00:20:19.000 --> 00:20:37.000]  就好像大家有沒有聽過米高安哲奴這個人,有吧?你可能不認識他,但你也認識他所雕刻的大衛像,有沒有印象?給大家看一看,因為他是一個全身裸體的雕像。
[00:20:37.000 --> 00:21:03.000]  大衛像可以說是舉世知名的傑作,沒有人會反對,但原來大衛像在米高安哲奴開始動工雕刻之前,其實原本是一塊被人廢棄的大理石,為什麼呢?因為上手有個雕刻師不經意失手,在這塊大理石中間鑿穿了一個洞,破壞了大理石的中間。
[00:21:03.000 --> 00:21:14.000]  破壞了大理石的完整度,換句話說,理論上這塊大理石是不能夠再用的,用不著。
[00:21:14.000 --> 00:21:34.000]  不過當米高安哲奴知道這件事之後,他就嘗試去遊說當時的首長,把這塊有缺陷的大理石交給他,交給他創作一個大衛像,他要挑戰一個似乎所有人都覺得不可能的任務。
[00:21:34.000 --> 00:21:51.000]  於是在1501年,當時26歲的他就開始動工,把一些很高的圍板圍住大理石,不讓人看到他如何創作。
[00:21:51.000 --> 00:22:03.000]  然後他就開始動手,人們經過可能每天每夜都只聽到他在創作石頭的聲音,一直在創作。沒有人知道這件作品到底是什麼樣子的。
[00:22:03.000 --> 00:22:26.000]  到了1504年,四周的圍板就打開,一座前所未見的大衛像就聳立在人們的眼前。為什麼說前所未見呢?因為以往雕刻大衛像的藝術家,你猜他們通常都會做一個什麼樣的造型呢?
[00:22:26.000 --> 00:22:45.000]  我們記得大衛戰勝過哥利亞,原來以前的雕刻家通常會雕刻大衛手拿著巨人哥利亞的人頭,在說一個勝利的場景。
[00:22:45.000 --> 00:23:03.000]  不過米高安哲奴這個大衛像就很不一樣,他不單單是一個全身赤裸的大衛像,他還要是一個手拿著頭石器,看到他都眉頭深鎖的樣子,雙眼仍視著前面的一個年輕人。
[00:23:03.000 --> 00:23:27.000]  有學者分析,這個大衛像面容緊張,但他的姿態卻是放鬆,換句話說,他呈現了一種強烈的對比,就像一個準備好要和哥利亞戰鬥,準備要在瞬間爆發出強大力量的大衛。
[00:23:27.000 --> 00:23:38.000]  所以這件大衛像簡直是動與靜結合,力與美都很平衡,一件大師的傑作。
[00:23:38.000 --> 00:24:04.000]  之後有人問米高安哲奴,為什麼他可以這麼厲害,雕刻出這麼偉大的作品?你猜猜他怎麼回答?他回答,其實我沒有雕刻過他,我只是將不需要的部分削走了。
[00:24:04.000 --> 00:24:16.000]  將他禁錮在石頭裡的生命釋放出來。厲害吧?大師就是大師。
[00:24:16.000 --> 00:24:30.000]  當有人問他怎麼去設計,他回答,我沒有設計過,其實他本來就在裡面,不過我只是將他外面的多餘,不需要的部分拿走,他裡面的生命自然就出來了。
[00:24:30.000 --> 00:24:45.000]  同樣的,弟兄姊妹,其實上帝已經將他美善的旨意一直放在你和我裡面,放在了。創造你的時候已經定好了,只不過有什麼遮住了他?
[00:24:45.000 --> 00:25:14.000]  你和我的罪,你和我的自我,讓他沒有辦法釋放出來。所以,你和我都需要在人生裡面持續的接受上帝雕琢你的生命,將外面多餘的石頭,就是那些難阻住我們跟隨,信服上帝的那些可能是你的想法。
[00:25:14.000 --> 00:25:30.000]  是你的性格,是你的自我,你要讓上帝慢慢割走它,讓耶穌基督的光芒可以透過你向別人重新展現出來。
[00:25:30.000 --> 00:25:50.000]  真的,弟兄姊妹,其實我們坐在這裡,代表我們仍然一色尚存,上帝仍然讓我們在這裡的時候,亦代表什麼?他在我們身上的雕刻工程完了嗎?還沒完。
[00:25:50.000 --> 00:26:10.000]  所以,我們要對上帝有那份耐性,你也要信得過上帝。意思就是,有沒有帶小朋友去剪頭髮?或者可能你自己小時候都經歷過家人幫你剪頭髮?
[00:26:10.000 --> 00:26:21.000]  當你坐定定,不亂動的時候,就會怎樣?快、靚、正,就會剪完,對不對?
[00:26:21.000 --> 00:26:46.000]  但假如剪頭髮的過程中,你經常坐不定,又動不動身,又怎樣?有兩個情況,要麼剪很久,又或者剪錯了,剪衰了,剪得不靚仔,我們要承擔這個後果。
[00:26:46.000 --> 00:27:06.000]  但我們可以放心的是,上帝比你和我更有耐性,上帝會慢慢等,等你的頭髮長了,等你下次坐定定,不再亂動的時候,上帝會繼續幫你修剪。
[00:27:06.000 --> 00:27:24.000]  上帝總有辦法將我們修剪得靚仔靚女,所以可以放心,放心讓上帝在你的生命裏繼續進行雕琢修剪。
[00:27:24.000 --> 00:27:44.000]  最後,保羅再一次說道,我們原本是上帝的傑作,留意傑作這個字是單數,意思是上帝不是要每一個信徒分散,各自成為一件精彩的傑作,這麼簡單。
[00:27:44.000 --> 00:27:59.000]  上帝是要照著自己的計劃,將我們每一個拼合成為一件真正的藝術傑作,所以留意,已忽所書不是寫給個別信徒,是寫給教會全體。
[00:27:59.000 --> 00:28:06.000]  第十九至二十二節,新漢語譯本說道:
[00:28:06.000 --> 00:28:34.000]  「在這看來,你們不再是愛人和僑民,而是信徒的同胞,是神家裡的人。你們被建立在使徒和先知的根基上。耶穌基督自己就是基石,整座建築在他裡面連接在一起,不斷增長,成為主裡的聖殿。你們在他裡面也一同被建立,成為神藉著聖靈居住的地方。」
[00:28:34.000 --> 00:28:42.000]  保羅很清楚地說,被上帝建立從來不單單是個人的事,而是整個群體的事。
[00:28:42.000 --> 00:28:50.000]  第十九至二十二節,保羅形容教會是一所上帝的殿,是聖靈的居所。
[00:28:50.000 --> 00:29:09.000]  有耶穌基督成為教會最重要的基石,也有使徒和先知作為教會的基礎。然後,上帝也將外邦人,包括今天你和我,一個又一個從罪惡裡藉著耶穌基督拯救出來,
[00:29:09.000 --> 00:29:26.000]  將我們雕琢成一件適合上帝用,適合他的尺寸,適合他的心意的石頭,讓我們成為建立教會一塊的好材料,使教會能夠不斷地延續增長下去。
[00:29:26.000 --> 00:29:42.000]  保羅向我們每一個人呈現這幅圖畫,所以弟兄姊妹,保羅是在提醒我們,你和我仍然是教會的一份子,所有人都需要投入參與教會的建立,沒有一個例外。
[00:29:42.000 --> 00:29:56.000]  每一個人都要成為上帝心目中那塊石頭,那塊材料,被建造上去,讓我們可以成為上帝所喜悅的居所。
[00:29:56.000 --> 00:30:18.000]  或許我們覺得我們很小,不太顯眼,微小,我們不是一塊什麼的好材料,但重點是什麼?重點是上帝說你適合我用,你適合上帝用,上帝要用你,不在於你怎樣看待自己,而在於上帝賦予你的價值。
[00:30:18.000 --> 00:30:29.000]  所以他透過耶穌基督來拯救你和我,並且將我們放在一起,來為主發熱發光。
[00:30:29.000 --> 00:30:52.000]  就好像我最近看一本書叫做《讓群體發光》,裡面的作者提到一位牧者叫做Thomas Smith,他在南非創立了一間塗糊教會,即是用陶瓷製造的糊。
[00:30:52.000 --> 00:31:12.000]  他在建立的過程中,他和一群基督徒一起去禱告,並且用幾個星期來持續查考上帝的話語,最後他們停留在哥林多後書四章七節,其實我們很熟悉的這句話:
[00:31:12.000 --> 00:31:19.000]  「我們有者寶貝放在雅氣裡,要顯明者莫大,那些能力是出於神,不是出於自己。」
[00:31:19.000 --> 00:31:40.000]  他們被這段經文裡的雅氣和寶貝吸引著,於是他們很想做一個行動來回應上帝給他們的意象,他們很想在坊間找一個適合的塗糊,來作為創立這間教會的可見標記。
[00:31:40.000 --> 00:32:05.000]  最後他們找到一個很貴重的塗糊,他們覺得很適合的塗糊是一個沒有人要的,被人丟到一旁,表面上還是很骯髒,有很多泥,還有幾條裂痕在裡面,他們找到這個塗糊,他們覺得很適合。
[00:32:05.000 --> 00:32:33.000]  不單止這樣,他們又約在一起,可能拿一個袋子,帶著塗糊,然後弄碎它,弄到它碎了,然後每人帶一塊碎片回家,然後他們把自己的禱告寫在那塊碎片,然後又約在一起,將每一塊碎片重新組合,嘗試還原成為那個塗糊。
[00:32:33.000 --> 00:32:45.000]  在黏合的過程,在重新組合的過程,會不會變回完美?不會的,一定比以前可能更加多的裂痕,對不對?
[00:32:45.000 --> 00:33:01.000]  不過,當他們將一支蠟燭放在裡面的時候,就能夠從這個不完美的器皿裡面,照耀出燦爛的光芒,很有意思,對不對?
[00:33:01.000 --> 00:33:27.000]  就正如地上每一間教會,每一個教會的群體,包括黃浸,都是不完美的,都有裂痕,有破碎,不過,只要有耶穌基督這個寶貝,放在這個不完美的瓦器裡面,住在我們中間的時候,
[00:33:27.000 --> 00:33:53.000]  祂的光芒就可以透過你和我的不完美,發放出來。所以,今天的經文一方面提醒我們,你和我不折不扣是上帝的傑作,上帝不單單只拯救了我們,不單單只要塑造我們,雕琢我們,上帝更加要像我們今年的主題一樣,總動員我們。
[00:33:53.000 --> 00:34:20.000]  上帝要將我們所有人,拼合成一個合他用的器皿,來向人前展示出他的微善。真的,弟兄姊妹,我們絕對不是這麼巧合,因為交通方便,因為你住附近,所以在一起。而是上帝在背後精心設計過。
[00:34:20.000 --> 00:34:43.000]  上帝認為我們在一起是合他用的,上帝要用我們,才將我們放在一起。他要透過往生來展現他的微善,所以上帝才讓我們來到這裡,留在這裡繼續成長。
[00:34:43.000 --> 00:35:12.000]  所以弟兄姊妹,很盼望透過今天的經文,邀請大家在未來的日子,做三件事,不難的大家都做得到,甚至正在做。我們每天需要在上帝面前充電,可能你透過祈禱,透過你的讀經,或者其他你恆常的靈修生活,你要在裡面讓上帝雕琢你的生命,這是真的。
[00:35:12.000 --> 00:35:31.000]  我們每一個都需要被上帝這樣更新改造。與此同時,我們也要思考,既然上帝呼召我們一起建立教會的時候,上帝一定有些東西,有些恩賜財幹給了你。
[00:35:31.000 --> 00:36:00.000]  你一定有些東西在這裡是上帝用得著,適合用,可以榮耀祂,可以祝福身邊的人。你禱告,想一想上帝給了你什麼恩賜,並且不要停留在頭腦的階段。你再進一步想一想,你可以怎樣具體擺上,你可以怎樣具體擺上,而不是一千兩的那個埋在土地。
[00:36:00.000 --> 00:36:16.000]  你可以怎樣將上帝給你的恩賜財幹擺上,來建立教會。這是第二方面。第三方面,我們有時忽略了,你要邀請人守望你。
[00:36:16.000 --> 00:36:38.000]  我們不只是做,我們需要建立那個屬靈的關係,不單單是和上帝,也要和你身邊的弟兄姊妹。有時我們很少在團契或小組分享,我們怎樣毀身上帝,並且要弟兄姊妹守望我。我們很少有時。
[00:36:38.000 --> 00:37:04.000]  但原來這件事不可以缺少,不可以缺少。特別如果你仍然未有小組生活,未有團契的話,如果崇拜完,你可以和我聊聊天,你也可以找其他傳道同工,我們一起來幫你,幫你尋找到你的小組相交生活,因為這件事是需要。
[00:37:04.000 --> 00:37:26.000]  你要邀請你身邊的弟兄姊妹來定期為你代禱,來關心守望彼此之間的屬靈生命成長。這是第三方面。重複一次,你需要每一天來到上帝面前,支取力量,來充電。
[00:37:26.000 --> 00:37:48.000]  可以是讀經,可以是靈修,可以是禱告,無必要讓上帝繼續刁鑽你的生命。第二方面,你要同時思考上帝已經給了你什麼恩賜財幹,讓你可以和其他人一起配搭建立教會,並且你怎樣可以具體來落實。
[00:37:48.000 --> 00:38:04.000]  第三方面,你邀請身邊的弟兄姊妹為你去守望彼此的守望,讓我們可以互相去毀身,一起成為上帝合容的器皿。
[00:38:04.000 --> 00:38:17.000]  就讓我們一起祈禱,求上帝幫助我們回應祂今天給我們的提醒,我們同心禱告。
[00:38:17.000 --> 00:38:37.000]  上帝我們衷心感謝祢給我們莫大的恩典,正如史徒保羅所說,我們從前本來已經死在過犯裡面,但祢卻藉著耶穌基督來將我們重新創造,將我們從死裡面拯救出來。
[00:38:37.000 --> 00:38:55.000]  並且不單止給我們永恆的生命,更加要我們和耶穌基督連結,為上帝作見證,成為上帝你心目中所喜悅的一個傑作。
[00:38:55.000 --> 00:39:18.000]  上帝我求祢藉著今天的經文幫助我們,讓我們首先能夠認定我們每一個在上帝裡面都是貴重無比,因為有耶穌基督用重價將我們每一個贖回,並且上帝在創造我們的時候已經將你永恆美善的心意放在我們的生命裡面。
[00:39:18.000 --> 00:39:41.000]  上帝我求祢幫助我們,讓我們願意保持接受,讓上帝你去雕琢我們的生命,將那些不合你心意,難阻你心意的石頭鑿走,讓我們每一個都可以成為上帝你適用的石頭,讓我們都可以願意放手,讓上帝你將我們每一個拼合在一起。
[00:39:41.000 --> 00:40:10.000]  在教會裡面我們彼此去配搭,互相守望,一起順應耶穌你的帶領,來在人前成為燈台,成為炎,成為光,讓上帝你自己的美善可以藉著我們的行為,藉著我們的善行來彰顯,最終讓身邊的人也都像我們一樣,一同經歷上帝你的拯救、建造,讓教會繼續來增長。
[00:40:11.000 --> 00:40:38.000]  求主你幫助我們,讓我們真的能夠願意落實去回應你今天對我們的提醒,也都一樣我們在過程裡面,我們和弟兄姊妹彼此去守望,互相的代禱,讓我們可以在當中能夠為上帝你去發熱、發光,我們這樣去禱告、交託、仰望,奉基督耶穌你得勝的名字來祈求。阿們。
[00:40:38.000 --> 00:40:40.000]  谢谢观看 下集再见

