
[00:00:00.000 --> 00:00:02.380]  也是中讀經訓的時間
[00:03:35.600 --> 00:03:39.400]  藉著情緒成為了我們屬靈生命裡
[00:03:39.400 --> 00:03:43.000]  一個檢視我們自己處於什麼狀態
[00:03:43.000 --> 00:03:45.000]  又或者在我們的情緒背後
[00:03:45.000 --> 00:03:47.400]  可能我們有一些價值觀
[00:03:47.400 --> 00:03:49.400]  有一些對上帝的看法
[00:03:49.400 --> 00:03:52.000]  甚或者可能有一些情緒
[00:03:52.000 --> 00:03:55.600]  成為了我們信仰裡的樽頸位
[00:03:55.600 --> 00:03:57.000]  如果當我們去正視
[00:03:57.000 --> 00:03:59.600]  我們生命裡出現的情緒
[00:03:59.600 --> 00:04:02.400]  其實某程度上都會幫助我們個人
[00:04:02.400 --> 00:04:04.000]  生命裡有成長
[00:04:04.000 --> 00:04:06.000]  所以我們由聖經裡
[00:04:06.000 --> 00:04:07.600]  看不同的人物
[00:04:07.600 --> 00:04:10.400]  看他們如何面對自己
[00:04:10.400 --> 00:04:12.000]  不論是喜怒哀驚
[00:04:12.000 --> 00:04:13.600]  或者有不同的情緒
[00:04:13.600 --> 00:04:16.000]  我們很想進入他們的內心世界
[00:04:16.000 --> 00:04:18.600]  看他們走出來藉著上帝
[00:04:18.600 --> 00:04:20.400]  和上帝祈禱也好
[00:04:20.400 --> 00:04:22.200]  或者生命裡有一些表現
[00:04:22.200 --> 00:04:25.000]  可不可以為他們在生命這種處境中
[00:04:25.000 --> 00:04:26.200]  走出來
[00:04:26.200 --> 00:04:28.200]  今天我們看的大衛
[00:04:28.200 --> 00:04:30.600]  剛才讀的這段經文
[00:04:30.600 --> 00:04:34.200]  某程度上都是大衛生命裡的一個轉捩點
[00:04:34.200 --> 00:04:38.400]  之前的轉捩點就是大衛由一個牧羊仔
[00:04:38.400 --> 00:04:40.400]  變成了一國之君
[00:04:40.400 --> 00:04:42.800]  這段經文就說到
[00:04:42.800 --> 00:04:48.200]  當他已經掃羅追殺他的王已經死了
[00:04:48.200 --> 00:04:52.600]  他已經進入一個權力穩固的地步
[00:04:52.600 --> 00:04:55.800]  但是卻在他生命裡
[00:04:55.800 --> 00:05:00.000]  犯上了上帝所憎惡的罪行
[00:05:00.000 --> 00:05:01.200]  以致到
[00:05:01.200 --> 00:05:03.200]  接下來在撒姆爾記下
[00:05:03.200 --> 00:05:06.000]  由第十一章開始一直到最後
[00:05:06.000 --> 00:05:09.600]  其實都是滿佈著大衛的眼淚和大衛
[00:05:09.600 --> 00:05:12.000]  生命裡有很多的艱難
[00:05:12.000 --> 00:05:15.400]  今天我們就從這個轉捩點來看
[00:05:15.400 --> 00:05:21.000]  大衛如何面對生命裡有一些不光彩的經歷
[00:05:21.000 --> 00:05:23.600]  我們更加在他身上
[00:05:23.600 --> 00:05:26.400]  大衛其實是很複雜的讀他
[00:05:26.400 --> 00:05:28.800]  有時候會成為我們的榜樣
[00:05:28.800 --> 00:05:31.200]  有時候會成為我們的借鑒
[00:05:31.200 --> 00:05:33.600]  但有時候也是從他身上
[00:05:33.600 --> 00:05:37.800]  我們看到上帝如何去琢磨一個人的生命
[00:05:37.800 --> 00:05:41.000]  我們今天就從一個上帝如何琢磨一個人
[00:05:41.000 --> 00:05:43.200]  或者如何回應上帝的角度
[00:05:43.200 --> 00:05:44.800]  來讀這段經文
[00:05:44.800 --> 00:05:48.600]  我們一起祈禱求聖靈幫助我們
[00:05:48.600 --> 00:05:51.000]  親愛的天父,求祢在我們當中帶領我們
[00:05:51.000 --> 00:05:52.600]  讓我們能夠借著祢的話語
[00:05:52.600 --> 00:05:55.800]  讓我們生命得著亮光和激勵
[00:05:55.800 --> 00:05:57.400]  願祢在此時此刻
[00:05:57.400 --> 00:06:00.600]  您臨在我們眾弟姐妹心靈當中
[00:06:00.600 --> 00:06:02.600]  幫助孫說的說得清楚
[00:06:02.600 --> 00:06:04.200]  幫助聆聽的每一個人
[00:06:04.200 --> 00:06:05.600]  都能夠聽得明白
[00:06:05.600 --> 00:06:08.000]  我們俯伏在祢面前
[00:06:08.000 --> 00:06:10.600]  恭敬祈求祢的話語臨在
[00:06:10.600 --> 00:06:13.400]  獻上禱告奉扣基督耶穌得聖的聖名
[00:06:13.400 --> 00:06:14.400]  Amen
[00:06:14.400 --> 00:06:17.600]  在這裡我們先有一些背景資料
[00:06:17.600 --> 00:06:23.200]  剛才提到大衛面對著他的兒子
[00:06:23.200 --> 00:06:26.200]  就是從烏尼亞的妻
[00:06:26.200 --> 00:06:28.400]  給大衛所生的孩子
[00:06:28.400 --> 00:06:31.200]  上帝令他得到重病
[00:06:31.200 --> 00:06:33.800]  我們首先看看背景
[00:06:33.800 --> 00:06:36.400]  究竟這個孩子是怎樣出生的
[00:06:36.400 --> 00:06:38.200]  我們看回前一章
[00:06:38.200 --> 00:06:41.400]  撒姆爾記下第十一章第二至第五節
[00:06:41.400 --> 00:06:44.800]  在這裡提到大衛的權力已經穩定
[00:06:44.800 --> 00:06:45.800]  在第二節提到
[00:06:45.800 --> 00:06:47.200]  有一天太陽平西
[00:06:47.200 --> 00:06:49.600]  大衛從床上起來
[00:06:49.600 --> 00:06:52.200]  在皇宮平頂遊行的時候
[00:06:52.200 --> 00:06:54.200]  見到有一個婦人沐浴
[00:06:54.200 --> 00:06:55.400]  容貌甚美
[00:06:55.400 --> 00:06:58.600]  大衛就警察打聽那個女人是誰
[00:06:58.600 --> 00:07:01.400]  有人說她是以年的女子
[00:07:01.400 --> 00:07:03.800]  黑人烏尼亞的妻拔士巴
[00:07:03.800 --> 00:07:06.400]  大衛就警察去將婦人接來
[00:07:06.400 --> 00:07:08.600]  那時候他的月經才得潔淨
[00:07:08.600 --> 00:07:11.000]  他來了大衛與他同房
[00:07:11.000 --> 00:07:12.600]  他就回家去了
[00:07:12.600 --> 00:07:13.600]  第五節提到
[00:07:13.600 --> 00:07:15.400]  於是他懷了孕
[00:07:15.400 --> 00:07:17.400]  打發人去告訴大衛說
[00:07:17.400 --> 00:07:19.000]  我懷了孕
[00:07:19.000 --> 00:07:21.600]  幾節經文已經交代了
[00:07:21.600 --> 00:07:26.000]  其實大衛就跟他的部屬
[00:07:26.000 --> 00:07:27.400]  他的下屬
[00:07:27.400 --> 00:07:30.400]  烏尼亞的妻子
[00:07:30.400 --> 00:07:32.400]  就有一些不倫的關係
[00:07:32.400 --> 00:07:34.400]  這個不倫關係
[00:07:34.400 --> 00:07:35.600]  有後續的
[00:07:35.600 --> 00:07:39.000]  就是在說這一次的不倫關係
[00:07:39.000 --> 00:07:42.200]  就令到拔士巴懷了新妓
[00:07:42.200 --> 00:07:45.200]  拔士巴就將這件事告訴了大衛
[00:07:45.200 --> 00:07:49.800]  都很肯定這個懷孕的孩子
[00:07:49.800 --> 00:07:52.200]  一定不是黑人烏尼亞的
[00:07:52.200 --> 00:07:53.200]  為什麼呢?
[00:07:53.200 --> 00:07:54.800]  然後經文繼續說
[00:07:54.800 --> 00:07:58.800]  他說因為烏尼亞上了戰場打仗
[00:07:58.800 --> 00:08:01.200]  所以他基本上沒有回過家
[00:08:01.200 --> 00:08:03.400]  老公出了去打仗
[00:08:03.400 --> 00:08:05.600]  無端端太太懷了孕
[00:08:05.600 --> 00:08:07.800]  就一定是有姦情的
[00:08:07.800 --> 00:08:12.000]  於是大衛第一件事要做的就是
[00:08:12.000 --> 00:08:13.800]  他很想掩飾這件事
[00:08:13.800 --> 00:08:17.600]  於是就由戰場裡面徵召他的部屬
[00:08:17.600 --> 00:08:19.400]  烏尼亞就回來
[00:08:19.400 --> 00:08:22.000]  跟他太太團聚
[00:08:22.000 --> 00:08:24.600]  想藉這個機會
[00:08:24.600 --> 00:08:29.200]  可以掩飾了他這種姦情
[00:08:29.200 --> 00:08:32.400]  誰知道這個烏尼亞就忠心耿耿
[00:08:32.400 --> 00:08:34.600]  在前線打仗的時候
[00:08:34.600 --> 00:08:36.400]  大衛叫他回來
[00:08:36.400 --> 00:08:38.200]  烏尼亞死都不進去
[00:08:38.200 --> 00:08:39.400]  怎麼都不回家
[00:08:39.400 --> 00:08:40.600]  他說的就是說
[00:08:40.600 --> 00:08:43.400]  當我的兄弟在戰場裡面打仗的時候
[00:08:43.400 --> 00:08:48.600]  我怎麼可以回家享受家庭的溫馨
[00:08:48.600 --> 00:08:50.000]  我作為戰士
[00:08:50.000 --> 00:08:51.400]  我不是這樣打仗的
[00:08:51.400 --> 00:08:53.600]  忠心耿耿
[00:08:53.600 --> 00:08:57.200]  當大衛聽到這個忠心耿耿的戰士
[00:08:57.200 --> 00:09:00.600]  不肯按照他的想法
[00:09:00.600 --> 00:09:02.200]  回家的時候
[00:09:02.200 --> 00:09:05.600]  於是在第十一章十四至十五節
[00:09:05.600 --> 00:09:09.000]  大衛就做了第二個舉動
[00:09:09.000 --> 00:09:11.400]  次日早晨大衛寫信給約翰
[00:09:11.400 --> 00:09:15.000]  這是大衛某程度上的心腹
[00:09:15.000 --> 00:09:18.400]  交烏尼亞隨手帶去
[00:09:18.400 --> 00:09:20.200]  信內寫著說
[00:09:20.200 --> 00:09:22.600]  要派烏尼亞前進
[00:09:22.600 --> 00:09:25.000]  到陣勢極險之處
[00:09:25.000 --> 00:09:26.800]  他們便退後
[00:09:26.800 --> 00:09:28.600]  使他被殺
[00:09:28.600 --> 00:09:30.000]  簡單來說
[00:09:30.000 --> 00:09:31.200]  他就說
[00:09:31.200 --> 00:09:33.600]  既然他不肯回家
[00:09:33.600 --> 00:09:37.200]  於是大衛就叫約翰和一隊新的軍隊
[00:09:37.200 --> 00:09:38.600]  就上到前線
[00:09:38.600 --> 00:09:40.200]  當到上到前線的時候
[00:09:40.200 --> 00:09:42.400]  就叫烏尼亞去衝
[00:09:42.400 --> 00:09:45.800]  接著他們一幫約翰大衛其他軍隊就送
[00:09:45.800 --> 00:09:47.000]  就退後
[00:09:47.000 --> 00:09:51.800]  烏尼亞一個怎麼抵擋其他的敵軍呢
[00:09:51.800 --> 00:09:54.800]  於是就用敵軍借刀殺人
[00:09:54.800 --> 00:09:56.200]  借阿滿人的手
[00:09:56.200 --> 00:09:59.000]  將這個忠心耿耿的部屬
[00:09:59.000 --> 00:10:01.600]  在戰場上殺害了他
[00:10:01.600 --> 00:10:05.800]  當烏尼亞戰死沙場的時候
[00:10:05.800 --> 00:10:08.000]  大衛還沒做完他要做的事
[00:10:08.000 --> 00:10:10.200]  十一章第二十六至二十七節
[00:10:10.200 --> 00:10:13.400]  烏尼亞的妻婦聽見丈夫烏尼亞死了
[00:10:13.400 --> 00:10:15.400]  就為他哀哭
[00:10:15.400 --> 00:10:17.200]  哀哭的日子過了
[00:10:17.200 --> 00:10:20.400]  大衛差人將他接到自己的宮裡
[00:10:20.400 --> 00:10:22.600]  他就作了大衛的妻
[00:10:22.600 --> 00:10:24.800]  給大衛生了一個兒子
[00:10:24.800 --> 00:10:26.800]  但大衛所行的這些事
[00:10:26.800 --> 00:10:29.400]  耶和華甚不喜悅
[00:10:29.400 --> 00:10:30.200]  簡單來說
[00:10:30.200 --> 00:10:33.400]  十一章二十六至二十七節就說到
[00:10:33.400 --> 00:10:35.400]  當烏尼亞死了
[00:10:35.400 --> 00:10:37.600]  大衛就借這個機會
[00:10:37.600 --> 00:10:41.400]  就用回舊時的猶太人的文化
[00:10:41.400 --> 00:10:42.800]  就是禮遇
[00:10:42.800 --> 00:10:44.400]  禮遇孤兒寡婦
[00:10:44.400 --> 00:10:47.200]  其實只是寡婦
[00:10:47.200 --> 00:10:48.200]  沒有孤兒
[00:10:48.200 --> 00:10:49.800]  其他人不知道整件事
[00:10:49.800 --> 00:10:52.800]  接了妻子去到皇宮
[00:10:52.800 --> 00:10:54.200]  禮遇她
[00:10:54.200 --> 00:10:57.000]  在其他人眼中這是一個很偉大的舉動
[00:10:57.000 --> 00:10:59.600]  大衛真是愛錫下屬了
[00:10:59.600 --> 00:11:03.200]  但實際上只不過是藉著這件事
[00:11:03.200 --> 00:11:06.000]  淫淫妻子殺人丈夫
[00:11:06.000 --> 00:11:08.200]  於是這件事
[00:11:08.200 --> 00:11:11.200]  以為只有他自己知道
[00:11:11.200 --> 00:11:13.400]  整件事好像天衣無縫
[00:11:13.400 --> 00:11:16.200]  不過在經文裏記載著
[00:11:16.200 --> 00:11:18.200]  洞悉萬事的上帝
[00:11:18.200 --> 00:11:21.200]  耶和華上帝看到整件事的發生
[00:11:21.200 --> 00:11:22.600]  所以二十七節裏面說到
[00:11:22.600 --> 00:11:24.200]  耶和華甚不喜悅
[00:11:24.200 --> 00:11:26.600]  上帝極之不喜悅
[00:11:26.600 --> 00:11:29.800]  大衛做了一件這樣犯罪的事
[00:11:29.800 --> 00:11:34.600]  接著當大衛想著這件事可以瞞天過海
[00:11:34.600 --> 00:11:37.200]  想著這件事沒有人知道的時候
[00:11:37.200 --> 00:11:40.200]  上帝就差遣拿丹仙芝
[00:11:40.200 --> 00:11:42.000]  到了第十二章裏面
[00:11:42.000 --> 00:11:46.200]  藉著拿丹仙芝來宣告大衛的罪行
[00:11:46.200 --> 00:11:48.000]  大衛所做的一切事
[00:11:48.000 --> 00:11:49.600]  上帝都放在眼內
[00:11:49.600 --> 00:11:53.000]  到了第十二章第九至十節
[00:11:53.000 --> 00:11:54.800]  拿丹仙芝很嚴厲
[00:11:54.800 --> 00:11:57.400]  宣告耶和華的命令
[00:11:57.400 --> 00:11:58.800]  接著第九節說
[00:11:58.800 --> 00:12:01.000]  你為什麼藐視耶和華的命令
[00:12:01.000 --> 00:12:04.200]  行他眼中看為惡的事呢?
[00:12:04.200 --> 00:12:08.000]  你借雁門人的刀殺赫人烏尼亞
[00:12:08.000 --> 00:12:10.800]  又取了他的妻為妻
[00:12:10.800 --> 00:12:12.400]  你記未笑我
[00:12:12.400 --> 00:12:15.000]  取了赫人烏尼亞的妻為妻
[00:12:15.000 --> 00:12:19.600]  所以刀劍必永不離開你的家
[00:12:19.600 --> 00:12:23.200]  所以整個段落你見到了
[00:12:23.200 --> 00:12:28.800]  這是說大衛已經解除了所有問題之後
[00:12:28.800 --> 00:12:31.800]  在安逸的狀況之下
[00:12:31.800 --> 00:12:37.000]  接著犯下一個離棄耶和華命令的罪
[00:12:37.000 --> 00:12:39.800]  淫人妻子殺人丈夫
[00:12:39.800 --> 00:12:42.200]  而且用一個瞞天過海
[00:12:42.200 --> 00:12:46.000]  用一個掩飾的方式
[00:12:46.000 --> 00:12:48.200]  來遮蓋自己的罪行
[00:12:48.200 --> 00:12:51.000]  更加要把光環放在自己身上
[00:12:51.000 --> 00:12:54.600]  令所有人覺得大衛真偉大
[00:12:54.600 --> 00:12:59.600]  真是一個很愛錫下屬的部下的王
[00:12:59.600 --> 00:13:01.000]  真是太好了
[00:13:01.000 --> 00:13:02.800]  不過暗地裡
[00:13:02.800 --> 00:13:05.600]  生命裡上帝神不喜悅
[00:13:05.600 --> 00:13:08.400]  因為所有最卑污的事
[00:13:08.400 --> 00:13:10.000]  發生在他身上
[00:13:10.000 --> 00:13:13.800]  當上帝指出大衛的問題
[00:13:13.800 --> 00:13:17.200]  指出大衛的那種不是之後
[00:13:17.200 --> 00:13:20.200]  上帝不是就這樣就收科
[00:13:20.200 --> 00:13:24.000]  上帝就開始在第十二章裡
[00:13:24.000 --> 00:13:28.000]  就要施行他對大衛的審判
[00:13:28.000 --> 00:13:34.400]  在大衛被上帝審判的內容裡有幾樣東西
[00:13:34.400 --> 00:13:37.800]  第一,上帝說你暗中做的這些事
[00:13:37.800 --> 00:13:41.400]  將來明明要報應在你身上
[00:13:41.400 --> 00:13:43.400]  你拿了別人的妻子
[00:13:43.400 --> 00:13:45.000]  成為你自己的妻子
[00:13:45.000 --> 00:13:48.400]  將來你的兒女都會
[00:13:48.400 --> 00:13:50.200]  你種什麼果
[00:13:50.200 --> 00:13:51.800]  你種什麼因
[00:13:51.800 --> 00:13:55.200]  後來就會出現什麼果子
[00:13:55.200 --> 00:13:57.600]  種什麼你就收什麼
[00:13:57.600 --> 00:14:02.800]  還有,因為你製造了一個殺人的罪
[00:14:02.800 --> 00:14:07.200]  所以刀劍永遠都不能離開你整個家庭
[00:14:07.200 --> 00:14:09.800]  這個判刑都很深的,是不是?
[00:14:09.800 --> 00:14:13.400]  不過,喃喃先知再繼續說
[00:14:13.400 --> 00:14:16.400]  上帝已經原諒了他
[00:14:16.400 --> 00:14:19.600]  死罪可免,活罪難饒
[00:14:19.600 --> 00:14:21.800]  他眼前的生活
[00:14:21.800 --> 00:14:23.600]  他接下來面對的就是
[00:14:23.600 --> 00:14:26.000]  上帝施行公義的審判
[00:14:26.000 --> 00:14:27.600]  要在這個家庭裡
[00:14:27.600 --> 00:14:30.600]  他萬不以有罪為無罪
[00:14:30.600 --> 00:14:33.600]  上帝都會報應在這個家庭當中
[00:14:33.600 --> 00:14:37.000]  不過,上帝最嚴重的離棄他
[00:14:37.000 --> 00:14:39.000]  這件事已經赦免了他
[00:14:39.000 --> 00:14:42.800]  他的生命跟之前的王素羅很不同
[00:14:42.800 --> 00:14:46.800]  大衛可以繼續在皇位裡面
[00:14:46.800 --> 00:14:49.600]  又或者在他的管治當中
[00:14:49.600 --> 00:14:51.600]  繼續領受上帝的恩典
[00:14:51.600 --> 00:14:54.400]  不過,昔日他在地上所犯的罪
[00:14:54.400 --> 00:14:57.400]  上帝會按照公義來審判他
[00:14:57.400 --> 00:15:00.400]  好了,你知道這個背景之後
[00:15:00.400 --> 00:15:03.000]  接著這個孩子
[00:15:03.000 --> 00:15:06.400]  剛才說到跟拔士巴所生的孩子
[00:15:06.400 --> 00:15:08.000]  上帝就擊打他
[00:15:08.000 --> 00:15:11.600]  上帝就要讓他得到重病
[00:15:11.600 --> 00:15:13.600]  當他得到重病的時候
[00:15:13.600 --> 00:15:16.200]  大衛如何去面對這件事呢?
[00:15:16.200 --> 00:15:19.600]  十二章第十六節至第十七節
[00:15:19.600 --> 00:15:22.800]  所以大衛為這孩子懇求神
[00:15:22.800 --> 00:15:25.600]  而且禁食,進入內室
[00:15:25.600 --> 00:15:27.400]  中夜躺在地上
[00:15:27.400 --> 00:15:30.600]  他家中的老神來到他旁邊
[00:15:30.600 --> 00:15:33.400]  要把他從地上扶起來
[00:15:33.400 --> 00:15:35.000]  他卻不肯起來
[00:15:35.000 --> 00:15:37.200]  也不跟他們吃飯
[00:15:37.200 --> 00:15:40.200]  原來在這裡記載著
[00:15:40.200 --> 00:15:42.600]  這個孩子患了重病的時候
[00:15:42.600 --> 00:15:45.600]  大衛也不是當這個孩子
[00:15:45.600 --> 00:15:47.600]  只是云云這麼多的兒子裡面
[00:15:47.600 --> 00:15:49.600]  其中一個沒什麼所謂
[00:15:49.600 --> 00:15:52.600]  他為了這個孩子患了重病
[00:15:52.600 --> 00:15:56.800]  他帶著一份很大的悲傷
[00:15:56.800 --> 00:16:00.200]  甚至他做了一個很極致的舉動
[00:16:00.200 --> 00:16:02.000]  就是用禁食的方式
[00:16:02.000 --> 00:16:04.200]  來為這個孩子祈禱
[00:16:04.200 --> 00:16:06.000]  值得留意的是
[00:16:06.000 --> 00:16:09.000]  他的禁食不是只不吃一餐就算了
[00:16:09.000 --> 00:16:11.400]  連續禁食了六天
[00:16:11.400 --> 00:16:14.200]  不吃飯
[00:16:14.200 --> 00:16:17.000]  在內室裡面躺在地上
[00:16:17.000 --> 00:16:19.600]  俯伏在地上來禱告
[00:16:19.600 --> 00:16:22.200]  希望上帝來幫助他
[00:16:22.200 --> 00:16:25.600]  其實在撒慕爾記下
[00:16:25.600 --> 00:16:27.600]  記載著大衛的禁食
[00:16:27.600 --> 00:16:29.400]  或者聖經裡面說的禁食
[00:16:29.400 --> 00:16:31.600]  也有好幾次的篇幅
[00:16:31.600 --> 00:16:36.600]  第一次記載著大衛的禁食是什麼時候呢?
[00:16:36.600 --> 00:16:39.400]  就是提拔他王素羅死
[00:16:39.400 --> 00:16:42.400]  和約拿丹死的時候
[00:16:42.400 --> 00:16:45.600]  他們被部屬砍了頭
[00:16:45.600 --> 00:16:48.600]  或者知道他的死訊的時候
[00:16:48.600 --> 00:16:50.600]  大衛就撕裂衣服
[00:16:50.600 --> 00:16:52.800]  撒慕爾記下一章十一至十三節
[00:16:52.800 --> 00:16:55.000]  說到撕下衣服
[00:16:55.000 --> 00:16:58.600]  然後就哀鳴英雄何故倒下來
[00:16:58.600 --> 00:17:01.600]  然後就為了素羅和約拿丹
[00:17:01.600 --> 00:17:04.600]  大衛就禁食禱告
[00:17:04.600 --> 00:17:05.600]  不吃飯
[00:17:05.600 --> 00:17:11.200]  來表達他對素羅的尊敬也好
[00:17:11.200 --> 00:17:13.200]  或者那份恩情
[00:17:13.200 --> 00:17:15.800]  又或者和這個好朋友約拿丹
[00:17:15.800 --> 00:17:18.600]  為了他的死來悼念
[00:17:18.600 --> 00:17:20.600]  他就禁食禱告
[00:17:20.600 --> 00:17:22.800]  除了這一次之外
[00:17:22.800 --> 00:17:25.000]  然後隔了不久的篇幅
[00:17:25.000 --> 00:17:26.600]  到了第三章
[00:17:26.600 --> 00:17:30.600]  撒慕爾記下第三章三十五至三十六節
[00:17:30.600 --> 00:17:34.000]  在素羅舊的部下裡面
[00:17:34.000 --> 00:17:37.000]  有一個大將軍叫做厄尼爾
[00:17:37.000 --> 00:17:39.600]  厄尼爾知道素羅已經死了
[00:17:39.600 --> 00:17:43.600]  於是大衛的權力又未穩固
[00:17:43.600 --> 00:17:47.400]  厄尼爾就帶著他自己的部下
[00:17:47.400 --> 00:17:48.400]  他的軍隊
[00:17:48.400 --> 00:17:50.800]  就投誠大衛當中
[00:17:50.800 --> 00:17:53.400]  當他投誠的時候
[00:17:53.400 --> 00:17:57.800]  大衛自己原本的部屬約拿丹就看不過眼
[00:17:57.800 --> 00:18:01.200]  於是就將厄尼爾殺害了
[00:18:01.200 --> 00:18:02.600]  殺了他之後
[00:18:02.600 --> 00:18:04.000]  當大衛知道了
[00:18:04.000 --> 00:18:06.600]  約拿丹派人殺了厄尼爾
[00:18:06.600 --> 00:18:11.400]  他圍著投誠的這個部將
[00:18:11.400 --> 00:18:13.400]  他又禁食禱告
[00:18:13.400 --> 00:18:14.800]  他心裡咬牙切齒
[00:18:14.800 --> 00:18:17.800]  為什麼要殺害這個投誠的人
[00:18:17.800 --> 00:18:21.800]  但同時又圍著選兵結帳的這件事
[00:18:21.800 --> 00:18:23.400]  他又禁食禱告
[00:18:23.400 --> 00:18:27.000]  然後他到第三次禁食禱告
[00:18:27.000 --> 00:18:30.000]  就是圍著這個孩子
[00:18:30.000 --> 00:18:33.200]  其實大衛家裡還有很多事情發生
[00:18:33.200 --> 00:18:35.000]  他的兒子暗戀
[00:18:35.000 --> 00:18:38.000]  暗戀他的女兒哈瑪
[00:18:38.000 --> 00:18:40.400]  然後就被亞沙隆殺害
[00:18:40.400 --> 00:18:42.400]  又沒有禁食
[00:18:42.400 --> 00:18:45.400]  不過這次他就圍著他的兒子
[00:18:45.400 --> 00:18:46.600]  撕裂衣服
[00:18:46.600 --> 00:18:48.200]  哀傷禱告
[00:18:48.200 --> 00:18:52.200]  後來他某程度上很疼愛的一個兒子
[00:18:52.200 --> 00:18:53.000]  最聰明的
[00:18:53.000 --> 00:18:55.800]  不過謀朝篡位的兒子亞沙隆
[00:18:55.800 --> 00:18:57.600]  後來也死了
[00:18:57.600 --> 00:18:59.400]  他又圍著亞沙隆的死
[00:18:59.400 --> 00:19:03.600]  他又哀痛撕裂衣服來哀傷
