
[00:00:00.000 --> 00:00:04.320]  我們以聆聽神的話來繼續敬拜
[00:05:00.640 --> 00:05:05.280]  but they won't get the ball
[00:05:05.280 --> 00:05:08.640]  溫柔的人是可以承受地土
[00:05:08.640 --> 00:05:14.480]  不過他不可以讓你搶到球
[00:05:14.480 --> 00:05:19.520]  似乎在溫柔競爭社會的角度
[00:05:19.520 --> 00:05:22.720]  溫柔好像沒有什麼價值
[00:05:22.720 --> 00:05:25.600]  沒有什麼市場的價值
[00:05:25.600 --> 00:05:28.720]  我還記得很多年前
[00:05:28.720 --> 00:05:32.720]  我在長洲觀賞了一場球賽
[00:05:32.720 --> 00:05:37.920]  那場球賽是由建道的同學迎戰
[00:05:37.920 --> 00:05:39.040]  如果我沒有記錯
[00:05:39.040 --> 00:05:41.520]  好像是浸會神學院的同學
[00:05:41.520 --> 00:05:42.720]  如果我沒有記錯
[00:05:42.720 --> 00:05:48.240]  因為每年都會有不同神學院集合在一起
[00:05:48.240 --> 00:05:50.320]  會有一個友誼賽
[00:05:50.320 --> 00:05:53.440]  我還很記得當年有一個同學
[00:05:53.440 --> 00:05:57.120]  在我們當中都是出名很謙柔
[00:05:57.120 --> 00:06:00.960]  當日他擔任後衛
[00:06:00.960 --> 00:06:03.760]  後防的司職
[00:06:03.760 --> 00:06:08.240]  但我覺得他完全把溫柔表露無遺
[00:06:08.240 --> 00:06:10.160]  第一,我看到他
[00:06:10.160 --> 00:06:11.920]  你記住他是後防
[00:06:11.920 --> 00:06:14.960]  所以他攔截對方的前鋒
[00:06:14.960 --> 00:06:18.400]  去帶球前進是他的責任
[00:06:18.400 --> 00:06:22.560]  但我看到他很適當地保持距離
[00:06:22.560 --> 00:06:25.600]  當他靠近對方碰到球時
[00:06:25.600 --> 00:06:28.320]  他真的會說聲抱歉
[00:06:28.320 --> 00:06:30.480]  我經常在場邊想
[00:06:30.480 --> 00:06:33.280]  「大哥,打球、踢球」
[00:06:33.280 --> 00:06:37.440]  「你這樣怎可以?你一定會輸」
[00:06:37.440 --> 00:06:41.920]  是的,的確我們要問
[00:06:41.920 --> 00:06:52.000]  溫柔到底在這個競爭激烈的社會中
[00:06:52.000 --> 00:06:59.040]  有沒有它的價值呢?
[00:06:59.040 --> 00:07:02.640]  我們身處在一個競爭不斷的世界
[00:07:02.640 --> 00:07:06.400]  如果你不夠強大、力量
[00:07:06.400 --> 00:07:08.960]  你是沒有立足之地
[00:07:08.960 --> 00:07:13.040]  你不會得到在世人眼中有利的東西
[00:07:13.040 --> 00:07:17.360]  包括實質的名利、金錢
[00:07:17.360 --> 00:07:20.240]  得到人的認同
[00:07:20.240 --> 00:07:25.760]  人與人之間很自然地成為競爭者
[00:07:25.760 --> 00:07:29.920]  溫柔在這個世界中變得很吃虧
[00:07:29.920 --> 00:07:33.360]  而且當我們越要擁有的時候
[00:07:33.360 --> 00:07:36.640]  我們以為擁有就可以滿足的時候
[00:07:36.640 --> 00:07:40.240]  原來誰不知會令我們更加沒有安全感
[00:07:40.240 --> 00:07:42.480]  更加不安
[00:07:42.480 --> 00:07:47.520]  所以其實如果我們在這個世界中
[00:07:47.520 --> 00:07:52.480]  去爭取心中的幸福
[00:07:52.480 --> 00:07:55.840]  其實世界告訴我們
[00:07:55.840 --> 00:07:58.240]  要用強大的力量
[00:07:58.240 --> 00:08:00.720]  但聖經卻告訴我們
[00:08:00.720 --> 00:08:05.040]  真正得到內心的滿足
[00:08:05.040 --> 00:08:11.120]  能夠在這個地上爭取立足之地
[00:08:11.120 --> 00:08:12.960]  可以爭取一日長短相對
[00:08:12.960 --> 00:08:14.160]  告訴我們甚麼
[00:08:14.160 --> 00:08:18.720]  原來是我們在上帝的角度裏
[00:08:18.720 --> 00:08:21.280]  用幸福去操練我們的幸福
[00:08:21.280 --> 00:08:24.640]  以至我們可以承受地土
[00:08:24.640 --> 00:08:30.240]  究竟承受地土是一回甚麼事呢?
[00:08:30.240 --> 00:08:33.280]  詩篇37篇第11節
[00:08:33.280 --> 00:08:34.720]  它說道
[00:08:34.720 --> 00:08:37.840]  「但謙卑人必承受地土
[00:08:37.840 --> 00:08:41.760]  以豐盛的平安為樂」
[00:08:41.760 --> 00:08:44.960]  詩篇37篇裏
[00:08:44.960 --> 00:08:47.520]  總共有四節經文提到
[00:08:47.520 --> 00:08:51.040]  神要讓他的子民承受地土
[00:08:51.040 --> 00:08:54.000]  這個應許
[00:08:54.000 --> 00:08:55.440]  祂要祂的子民
[00:08:55.440 --> 00:09:01.680]  蒙恩恩賜繼承祂所賜予的土地
[00:09:01.680 --> 00:09:03.520]  對於猶太人來說
[00:09:03.520 --> 00:09:08.160]  承受土地是非常有重要的意義
[00:09:08.160 --> 00:09:12.080]  當耶和華神和以色列的先祖
[00:09:12.080 --> 00:09:13.680]  阿伯拉罕納約的時候
[00:09:13.680 --> 00:09:17.440]  祂應許他賜迦南地為業
[00:09:17.440 --> 00:09:20.000]  這就是承受地土
[00:09:20.000 --> 00:09:22.000]  對神的子民來說
[00:09:22.000 --> 00:09:24.480]  能夠進入迦南地
[00:09:24.480 --> 00:09:28.400]  得享安息、平安
[00:09:28.400 --> 00:09:30.640]  而詩篇37篇就說
[00:09:30.640 --> 00:09:36.000]  以豐盛的平安為樂
[00:09:36.000 --> 00:09:36.800]  去到新約
[00:09:36.800 --> 00:09:39.840]  彼得前書又說
[00:09:39.840 --> 00:09:43.200]  地土代表上帝賜給我們
[00:09:43.200 --> 00:09:47.360]  各式各樣豐富的屬靈產業
[00:09:47.360 --> 00:09:50.160]  這些產業是不扭壞的
[00:09:50.160 --> 00:09:53.840]  是不癲烏、不衰殘
[00:09:53.840 --> 00:09:57.520]  上帝賜給你這個基業
[00:09:57.520 --> 00:09:59.040]  祂應許我們
[00:09:59.040 --> 00:10:01.760]  我們可以在神面前站得住
[00:10:01.760 --> 00:10:04.080]  可以領受祂的恩典
[00:10:04.080 --> 00:10:05.920]  豐足的恩惠
[00:10:05.920 --> 00:10:08.160]  得到祂的眷有
[00:10:08.160 --> 00:10:15.520]  得到祂所賜豐盛的一切
[00:10:15.520 --> 00:10:17.760]  當上帝的子民
[00:10:17.760 --> 00:10:21.120]  可以承受神的產業的時候
[00:10:21.120 --> 00:10:22.400]  我們要明白到
[00:10:22.400 --> 00:10:26.400]  其實地土這個字本來的意思是甚麼
[00:10:26.400 --> 00:10:27.680]  你想像一下
[00:10:27.680 --> 00:10:30.160]  地土本來就是一班小農民
[00:10:30.160 --> 00:10:34.720]  他們擁有自己耕種的地土
[00:10:34.720 --> 00:10:36.720]  我們想像一幅圖畫
[00:10:36.720 --> 00:10:39.440]  天國的這塊地圖
[00:10:39.440 --> 00:10:43.520]  和地上世界的地圖是分開來的
[00:10:43.520 --> 00:10:46.320]  是完全不一樣的地圖
[00:10:46.320 --> 00:10:47.840]  在這個世界的地圖
[00:10:47.840 --> 00:10:50.400]  有它的法則、有它的制度
[00:10:50.400 --> 00:10:55.200]  而這些法則我們很努力地去開墾
[00:10:55.200 --> 00:10:57.680]  很努力地去耕種這個世界的地圖的時候
[00:10:57.680 --> 00:10:59.440]  反而令我們不安
[00:10:59.440 --> 00:11:01.760]  令我們很不安寧
[00:11:01.760 --> 00:11:05.040]  但是上帝這個天國的地圖
[00:11:05.040 --> 00:11:08.320]  卻帶給我們這份平安
[00:11:08.320 --> 00:11:16.800]  帶給我們上帝的恩典、看顧和保守
[00:11:16.800 --> 00:11:20.480]  但是在這個天國的地圖裏面
[00:11:20.480 --> 00:11:23.520]  我們是用甚麼法則、用甚麼方法
[00:11:23.520 --> 00:11:27.120]  去耕種、開墾這塊土地呢?
[00:11:27.120 --> 00:11:29.360]  《馬太福音》五章五節告訴我們
[00:11:29.360 --> 00:11:33.120]  溫柔的人就可以了
[00:11:33.120 --> 00:11:37.360]  到底甚麼是溫柔呢?
[00:11:37.360 --> 00:11:41.680]  很多人以為溫柔就是體貼
[00:11:41.680 --> 00:11:43.280]  溫柔、體貼
[00:11:43.280 --> 00:11:45.840]  很多人以為溫柔很體貼
[00:11:45.840 --> 00:11:49.040]  溫柔是善解人意
[00:11:49.040 --> 00:11:54.560]  有很多時候會覺得溫柔是沒有力量的
[00:11:54.560 --> 00:11:55.520]  不是很夠力量
[00:11:55.520 --> 00:11:59.040]  是很軟弱、很柔弱的
[00:11:59.040 --> 00:12:00.720]  但是溫柔這個字
[00:12:00.720 --> 00:12:01.760]  我們在英文裏面
[00:12:01.760 --> 00:12:03.040]  剛才我們也說到
[00:12:03.040 --> 00:12:04.960]  「meek」
[00:12:04.960 --> 00:12:07.840]  在《牛津字典》我查一下這個字是怎樣翻譯
[00:12:07.840 --> 00:12:11.680]  它就會說是「溫順謙恭」
[00:12:11.680 --> 00:12:14.880]  而中文譯本的不同聖經
[00:12:14.880 --> 00:12:16.640]  都有不同的翻譯
[00:12:16.640 --> 00:12:19.760]  《和合本》、《新譯本》和《新漢語譯本》
[00:12:19.760 --> 00:12:22.160]  都是譯作「溫柔」的
[00:12:22.160 --> 00:12:26.960]  而《和合本修訂版》就譯作「謙和」
[00:12:26.960 --> 00:12:31.440]  而《呂鎮忠譯本》就譯作「柔和」
[00:12:31.440 --> 00:12:34.080]  其實原文希臘文這個字
[00:12:34.080 --> 00:12:36.560]  溫柔這個字
[00:12:36.560 --> 00:12:37.920]  很多學者
[00:12:37.920 --> 00:12:39.520]  很多聖經學者
[00:12:39.520 --> 00:12:41.120]  甚至用不同語言
[00:12:41.120 --> 00:12:46.400]  包括德文、英文、中文等等的學者
[00:12:46.400 --> 00:12:48.480]  都認為每一個簡單的字
[00:12:48.480 --> 00:12:50.160]  或者簡單的詞
[00:12:50.160 --> 00:12:54.560]  是可以代表希臘文的意思
[00:12:54.560 --> 00:12:56.720]  例如德文
[00:12:56.720 --> 00:12:59.760]  德文翻譯希臘文的時候
[00:12:59.760 --> 00:13:02.800]  他會譯作「不用暴力」
[00:13:02.800 --> 00:13:05.280]  會譯作「溫柔敦厚」
[00:13:05.280 --> 00:13:07.280]  「溫和」等等
[00:13:07.280 --> 00:13:10.480]  其實有很多的
[00:13:10.480 --> 00:13:13.680]  蘊含了很豐富的意思
[00:13:13.680 --> 00:13:16.560]  我嘗試從三個向度
[00:13:16.560 --> 00:13:18.640]  就是溫柔
[00:13:18.640 --> 00:13:21.600]  究竟對於自己
[00:13:21.600 --> 00:13:23.840]  我們怎樣對自己溫柔
[00:13:23.840 --> 00:13:26.240]  我們怎樣對人溫柔
[00:13:26.240 --> 00:13:28.400]  我們怎樣對上帝溫柔
[00:13:28.400 --> 00:13:30.480]  這三個向度去演繹一下
[00:13:30.480 --> 00:13:34.000]  明白一下溫柔的意義在哪裡
[00:13:34.000 --> 00:13:34.960]  首先第一個
[00:13:34.960 --> 00:13:37.040]  我們會去了解一下
[00:13:37.040 --> 00:13:41.760]  我們怎樣溫柔地對自己
[00:13:41.760 --> 00:13:45.600]  其實人的內心是很脆弱的
[00:13:45.600 --> 00:13:48.080]  我們很想去肯定自己
[00:13:48.080 --> 00:13:49.840]  藉著擁有一些東西
[00:13:49.840 --> 00:13:53.440]  讓自己有一個存在的感覺
[00:13:53.440 --> 00:13:56.880]  覺得自己很有價值
[00:13:56.880 --> 00:13:59.600]  在這個競爭激烈的社會裡
[00:13:59.600 --> 00:14:02.000]  就令我們變得很有競爭性
[00:14:02.000 --> 00:14:04.880]  很有侵略性
[00:14:04.880 --> 00:14:08.240]  就算你自己本身不是很想去爭
[00:14:08.240 --> 00:14:10.080]  不是很想去爭的人
[00:14:10.080 --> 00:14:12.880]  但因為你身處這個社會的時候
[00:14:12.880 --> 00:14:13.920]  當攻擊來的時候
[00:14:13.920 --> 00:14:15.600]  你為了捍衛的時候
[00:14:15.600 --> 00:14:20.240]  你都會反擊的
[00:14:20.240 --> 00:14:25.360]  其實真是一個很可悲的現實
[00:14:25.360 --> 00:14:28.240]  人不單只對別人
[00:14:28.240 --> 00:14:30.640]  其實很多時候
[00:14:30.640 --> 00:14:33.840]  我們的內心都很不平靜
[00:14:33.840 --> 00:14:36.480]  我們的內心都因著
[00:14:36.480 --> 00:14:40.480]  對自己很多的不滿
[00:14:40.480 --> 00:14:45.040]  我們心裡是得不到那份平靜
[00:14:45.040 --> 00:14:46.080]  在耶穌的時代
[00:14:46.080 --> 00:14:47.280]  一班宗教領袖說
[00:14:47.280 --> 00:14:51.440]  要求那班上帝的子民
[00:14:51.440 --> 00:14:54.160]  做很多很多的行為
[00:14:54.160 --> 00:14:57.200]  訂出很多很多的規條
[00:14:57.200 --> 00:14:59.520]  這樣反而誤導了百姓
[00:14:59.520 --> 00:15:04.320]  令人覺得自己內心很有罪疚感
[00:15:04.320 --> 00:15:05.200]  虧欠感
[00:15:05.200 --> 00:15:07.120]  很枯乾
[00:15:07.120 --> 00:15:08.480]  找不到出路
[00:15:08.480 --> 00:15:11.920]  得不到真正的平安
[00:15:11.920 --> 00:15:14.160]  古倫神父在一本書
[00:15:14.160 --> 00:15:16.880]  叫做《幸福人生的八條道路》
[00:15:16.880 --> 00:15:18.720]  《八福》那本書裡面
[00:15:18.720 --> 00:15:21.280]  形容當今的世代
[00:15:21.280 --> 00:15:24.640]  都是一個暴力的世代
[00:15:24.640 --> 00:15:27.520]  既是社會氣氛的影響
[00:15:27.520 --> 00:15:32.000]  又或者是我們自己成長的時候的經歷
[00:15:32.000 --> 00:15:34.320]  令到我們的內心
[00:15:34.320 --> 00:15:37.040]  帶來一種很大的不平安
[00:15:37.040 --> 00:15:40.000]  不安全的感覺
[00:15:40.000 --> 00:15:43.680]  甚至古倫神父說
[00:15:43.680 --> 00:15:47.920]  我們一班身為上帝的子民
[00:15:47.920 --> 00:15:51.600]  有時候對自己都很暴力
[00:15:51.600 --> 00:15:54.480]  很攻擊性
[00:15:54.480 --> 00:15:58.560]  我們有時都會很嚴苛地去批判自己
[00:15:58.560 --> 00:16:01.280]  去踩低自己
[00:16:01.280 --> 00:16:05.760]  這樣令到我們內心的罪惡感
[00:16:05.760 --> 00:16:07.600]  苦無出路
[00:16:07.600 --> 00:16:09.440]  但是我們又要在外表上
[00:16:09.440 --> 00:16:14.560]  去扮演一個很好的基督徒的角色
[00:16:14.560 --> 00:16:16.880]  所以有時候我們很分裂
[00:16:16.880 --> 00:16:19.920]  我們外表上好像做一些很好的行為
[00:16:19.920 --> 00:16:27.040]  但是內心就受一些很嚴苛的批評去推動
[00:16:27.040 --> 00:16:30.560]  但是這樣反而令到我們的生命
[00:16:30.560 --> 00:16:33.520]  覺得更加軟弱無力
[00:16:33.520 --> 00:16:37.600]  使我們對自己的批判更大
[00:16:37.600 --> 00:16:40.160]  不單止這樣
[00:16:40.160 --> 00:16:41.600]  對自己的批判之餘
[00:16:41.600 --> 00:16:45.520]  我們對身邊的人的批判都變得很嚴厲
[00:16:45.520 --> 00:16:48.400]  令到自己更加苦毒
[00:16:48.400 --> 00:16:52.640]  更加多怨恨
[00:16:52.640 --> 00:16:56.240]  「溫柔」是「八福」的第三幅
[00:16:56.240 --> 00:16:59.200]  我們之前兩位牧者跟我們說到
[00:16:59.200 --> 00:17:02.000]  當我們遇見基督的時候
[00:17:02.000 --> 00:17:03.360]  我們的意念就發覺
[00:17:03.360 --> 00:17:06.800]  我們的心靈本來就是一無所有
[00:17:06.800 --> 00:17:11.600]  在靈裡面我們是貧窮無助的
[00:17:11.600 --> 00:17:16.240]  我們會為自己的罪感到哀動
[00:17:16.240 --> 00:17:23.600]  明白到自己的破碎、軟弱、有限、缺乏和需要
[00:17:23.600 --> 00:17:27.360]  這就是我們的本相
[00:17:27.360 --> 00:17:32.240]  耶穌告訴我們我們要「溫柔」
[00:17:32.240 --> 00:17:35.520]  就是因為祂要提供一個更好的方式
[00:17:35.520 --> 00:17:38.400]  幫助我們去對待自己
[00:17:38.400 --> 00:17:44.640]  這個方式就是我們勇敢地去接納自己的本相
[00:17:44.640 --> 00:17:49.840]  以致我們可以向上帝求更多的恩典
[00:17:49.840 --> 00:17:53.360]  上帝從來都沒有要求我們
[00:17:53.360 --> 00:17:56.480]  可以靠自己的能力去完美
[00:17:56.480 --> 00:17:59.840]  祂沒有要求我們完美才愛我們
[00:17:59.840 --> 00:18:02.000]  祂很清楚我們每一個
[00:18:02.000 --> 00:18:06.640]  沒有人能夠靠自己的力量去做一個更好的人
[00:18:06.640 --> 00:18:10.560]  上帝更加沒有要用你侍奉的效果
[00:18:10.560 --> 00:18:15.040]  你做出來的果效去稱你、去評核你
[00:18:15.040 --> 00:18:18.160]  祂計算的是你的忠心
[00:18:18.160 --> 00:18:19.440]  甚至我們要提醒自己
[00:18:19.440 --> 00:18:23.920]  若果我們用自己能夠做到的好成績
[00:18:23.920 --> 00:18:26.320]  而去感到滿足的話
[00:18:26.320 --> 00:18:30.320]  其實我們反而是驕傲的
[00:18:30.320 --> 00:18:32.320]  而不是溫柔
[00:18:32.320 --> 00:18:38.800]  我記得我小兒子K3的時候
[00:18:38.800 --> 00:18:42.320]  有一個很深刻的片段
[00:18:42.320 --> 00:18:46.160]  我小兒子的性格是有一點完美主義的
[00:18:46.160 --> 00:18:48.560]  我記得一個K3的小孩
[00:18:48.560 --> 00:18:52.000]  他晚上十一點多還在做功課
[00:18:52.000 --> 00:18:52.960]  其實回來的時候
[00:18:52.960 --> 00:18:56.640]  只有兩頁中文字讓他去抄寫
[00:18:56.640 --> 00:18:58.400]  但是他做到十一點多
[00:18:58.400 --> 00:18:59.760]  為什麼呢?
[00:18:59.760 --> 00:19:02.640]  因為他覺得自己寫的字不漂亮
[00:19:02.640 --> 00:19:05.680]  只要彎度不夠彎
[00:19:05.680 --> 00:19:07.760]  角度不夠90度
[00:19:07.760 --> 00:19:09.440]  他就去抄
[00:19:09.440 --> 00:19:12.000]  他一個字可以抄十幾次
[00:19:12.000 --> 00:19:14.480]  我看到他這樣做
[00:19:14.480 --> 00:19:16.160]  我真的很生氣
[00:19:16.160 --> 00:19:18.720]  我陪你做功課,你做到十一點多
[00:19:18.720 --> 00:19:21.600]  還要看著你不斷地抄
[00:19:21.600 --> 00:19:22.720]  我不斷地跟他說
[00:19:22.720 --> 00:19:24.560]  很漂亮的,不要抄了
[00:19:24.560 --> 00:19:27.200]  很漂亮的,不要抄了
[00:19:27.200 --> 00:19:31.600]  但結果變本加厲
[00:19:31.600 --> 00:19:35.200]  我在外面一直去否定他內心那種
[00:19:35.200 --> 00:19:38.720]  覺得不漂亮的感覺
[00:19:38.720 --> 00:19:44.320]  對他來說,其實是多了一份迫害
[00:19:44.320 --> 00:19:47.600]  但是當我去反思
[00:19:47.600 --> 00:19:51.040]  當我去想怎樣幫他上課
[00:19:51.040 --> 00:19:54.480]  當然這個媽媽不斷上課去明白的時候
[00:19:54.480 --> 00:20:00.880]  我發覺原來我要體諒他內心
[00:20:00.880 --> 00:20:04.960]  自己是真的欣著他那份
[00:20:04.960 --> 00:20:08.080]  覺得不漂亮而不安的感覺
[00:20:08.080 --> 00:20:11.040]  我接納他,我明白他
[00:20:11.040 --> 00:20:13.120]  原來這樣是可以幫到他
[00:20:13.120 --> 00:20:15.760]  於是我就坐在他身邊
[00:20:15.760 --> 00:20:17.920]  他一邊做功課,一邊抄寫的時候
[00:20:17.920 --> 00:20:20.240]  我就說:是嗎?覺得不漂亮嗎?
[00:20:20.240 --> 00:20:23.280]  是呀,你覺得不漂亮不舒服吧?
[00:20:23.280 --> 00:20:25.600]  我一直是這樣
[00:20:25.600 --> 00:20:30.080]  我發覺他慢慢地越抄越少
[00:20:30.080 --> 00:20:36.080]  由抄十次,變成抄七次,變成抄兩次
[00:20:36.080 --> 00:20:40.800]  對,讓他知道,接納到
[00:20:40.800 --> 00:20:45.120]  其實自己內心有這種不完美
[00:20:45.120 --> 00:20:49.520]  以致他找到出路
[00:20:49.520 --> 00:20:54.720]  所以上帝很願意我們靠著溫柔
[00:20:54.720 --> 00:20:56.880]  對自己不要那麼苛刻
[00:20:56.880 --> 00:20:59.760]  以致和自己和諧
[00:20:59.760 --> 00:21:04.240]  讓我們能夠用一個更好的方式去對待自己
[00:21:04.240 --> 00:21:08.160]  這就是溫柔
[00:21:08.160 --> 00:21:12.240]  另外上帝說到溫柔的第二個向度
[00:21:12.240 --> 00:21:14.960]  就是對別人溫柔
[00:21:14.960 --> 00:21:18.800]  我形容為對別人謙和
[00:21:18.800 --> 00:21:21.760]  當你善待自己的時候
[00:21:21.760 --> 00:21:24.560]  你不再對自己過份批判
[00:21:24.560 --> 00:21:28.640]  不再慨嘆自己不及隔離的好
[00:21:28.640 --> 00:21:31.920]  自己不會無時無刻心想
[00:21:31.920 --> 00:21:34.240]  如何和別人比較的時候
[00:21:34.240 --> 00:21:37.440]  自然地你就不會成為一個
[00:21:37.440 --> 00:21:40.960]  常常要和別人在心裡競爭的人
[00:21:40.960 --> 00:21:44.880]  不需要用一個很攻擊的方法去對待自己
[00:21:44.880 --> 00:21:48.160]  你的內心就可以承受地圖
[00:21:48.160 --> 00:21:51.520]  承受上帝豐富的恩惠
[00:21:51.520 --> 00:21:57.360]  上次上帝所賞賜的不朽的產業
[00:21:57.360 --> 00:21:58.880]  因為這份滿足
[00:21:58.880 --> 00:22:04.080]  我們就不需要再強加自己的意念
[00:22:04.080 --> 00:22:07.040]  而那些意念是對自己有利的意念
[00:22:07.040 --> 00:22:09.280]  去加在別人身上
[00:22:09.280 --> 00:22:12.640]  使別人覺得你很好競爭
[00:22:12.640 --> 00:22:16.160]  很侵略性
[00:22:16.160 --> 00:22:21.120]  剛才提到新漢語譯本
[00:22:21.120 --> 00:22:23.520]  對於「溫柔」這個詞的解釋
[00:22:23.520 --> 00:22:25.280]  它的翻譯是「溫柔」
[00:22:25.280 --> 00:22:28.400]  但它在這裡做了一個備註
[00:22:28.400 --> 00:22:30.160]  它的備註是
[00:22:30.160 --> 00:22:32.160]  希伯來文當中
[00:22:32.160 --> 00:22:36.400]  「貧窮」和「溫柔」是同義詞
[00:22:36.400 --> 00:22:42.160]  「貧窮」是強調對上帝傳言的倚靠態度
[00:22:42.160 --> 00:22:47.920]  而「溫柔」是強調對人溫和的態度
