
[00:00:00.000 --> 00:00:10.320]  主持人:今日的經訓記載在約翰福音第十二章二十至三十六節,請留意聖經的話語。
[00:05:36.480 --> 00:05:55.480]  他們找到肥力,表達想見耶穌的意願21節,這段時間耶穌在白大尼西拉薩路復活的事蹟,在耶路撒冷傳得非常晴晴咸咸,他們顯然都聽到了,對耶穌很感興趣,希望認識他。
[00:05:55.480 --> 00:06:06.480]  另外,約翰福音沒有提到耶穌在進聖城的第一件事是先去聖殿將兌換銀錢的人趕走,即是那個結證聖殿的行動。
[00:06:06.480 --> 00:06:16.480]  雖然約翰福音沒有記載,不過這件事是發生了的,所以這件事都鬧得很大,很多在聖殿的人,首節的人都被震撼了。
[00:06:16.480 --> 00:06:28.480]  因此無論是出於崇拜或者好奇,幾個希臘人都想去靠近耶穌,他們跟肥力講,先生,我們願意見耶穌。
[00:06:28.480 --> 00:06:42.480]  肥力收到消息,沒有第一時間就轉告耶穌,而是先跟他的同鄉安德烈去商量,或者肥力是一個沒有主見的人,不喜歡自己做決定的,總是喜歡多找一兩個人來商量。
[00:06:42.480 --> 00:06:49.480]  他們商量完之後,就決定一起去將這件事告訴耶穌。
[00:06:49.480 --> 00:07:05.480]  耶穌有沒有答應見這班希臘人呢?聖經沒有說,但是聖經只是記載,耶穌就讓這幾個希臘人想約見耶穌,這件事觸動了他的神經。
[00:07:05.480 --> 00:07:16.480]  耶穌知道他的事蹟已經引起了希臘人的注意,就是說已經突破了猶太人的圈子,這是一個很重要的信號。
[00:07:16.480 --> 00:07:29.480]  耶穌一生都在猶太人中間服侍,沒有主動進入過外邦人的世界,但是他確心知道,他的福音使命是要從耶路撒冷到撒瑪利亞,再到地極,是不是?
[00:07:29.480 --> 00:07:38.480]  他所施行的拯救不是局限猶太人,而是講及所有民族的,如今已經有希臘人注意到他。
[00:07:38.480 --> 00:07:52.480]  這說明了他的救贖計劃已經有階段性的發展,這也意味著耶穌在人間的使命即將走到盡頭,他要寫明作多人的贖駕。
[00:07:52.480 --> 00:08:04.480]  耶穌對他自己的救贖使命是很清楚的,他多次跟門徒預告,並且他也知道他這次來耶路撒冷,這是一個走向死亡之旅。
[00:08:04.480 --> 00:08:16.480]  他有充分的心理準備,不過眼前出現一個這麼特殊的徵兆,再次印證死亡,死期的逼近,心情難免都受到一些波動。
[00:08:16.480 --> 00:08:26.480]  是這樣的,耶穌就做了一個有關他犧牲使命的偉大的宣告,23到25節,
[00:08:26.480 --> 00:08:39.480]  人子得榮耀的時候到了,我實實在在的告訴你們,一粒墨紙不落在地裡死了,仍舊是一粒,若是死了,就結出許多紙粒來。
[00:08:39.480 --> 00:08:47.480]  愛惜自己生命的就失上生命,在這世上恨惡自己生命的就要保守生命度永生。
[00:08:47.480 --> 00:08:58.480]  耶穌從前多次宣告他即將死亡,但是用的都是將來式的,就是說沒多久會發生,但是沒有說明具體日期。
[00:08:58.480 --> 00:09:14.480]  但是在這裡,耶穌卻指出,時候已經到了,人子得榮耀的時候到了,他要受苦,死亡,復活,他將他打包成一個事件,統稱為得榮耀。
[00:09:14.480 --> 00:09:28.480]  耶穌即將面對的是十字架的酷刑,這是最羞辱,最殘忍的刑罰,而在上十字架之前,他還要接受一連串的辱罵鞭打。
[00:09:28.480 --> 00:09:46.480]  他是在經歷了最羞辱的時候才得到上帝給他的榮耀,就像保羅在菲勒比書的《獨人之歌》,基督之歌所說的,
[00:09:46.480 --> 00:09:53.480]  他既有人的樣子,就自己卑微,全心順服,以致於死,且死在十字架上。
[00:09:53.480 --> 00:10:08.480]  然後上帝將他升為至高,由此給他超乎萬名之上的名,他一切在天上的地上的和地底下的,因耶穌的名,無不不失,無不口稱,耶穌基督為主,使榮耀歸於父上帝。
[00:10:08.480 --> 00:10:22.480]  這是一個先羞辱,後榮耀,先痛苦,後快樂的一個經歷,不過耶穌將他簡化,只是說得榮耀,羞辱和痛苦就不再說了。
[00:10:22.480 --> 00:10:37.480]  你拿學位,拍照很開心,你很少會再記住,或者是不斷重提,你捱過多少晚通宵,通宵去寫論文,是嗎?
[00:10:37.480 --> 00:10:50.480]  你子女大學畢業,你不會數著我多少次,他小時候半夜發燒送去急症室,那些事情不是完全不記得,
[00:10:50.480 --> 00:11:09.480]  不過總之如今一個快樂的結局,那些事情可以略去,耶穌只是說得榮耀,耶穌接著說了這個弔詭性的真理,
[00:11:09.480 --> 00:11:25.480]  他用他個人的榜樣去說明這個真理,我實實在在的告訴你們,一粒麥子不落在地裏死了的一粒,若是死了就結出許多的子粒來。
[00:11:25.480 --> 00:11:38.480]  用一粒麥子埋在泥土裏面,種出許多麥子的比喻,說明沒有先前的死亡就沒有在後的生命,先死後生。
[00:11:38.480 --> 00:11:47.480]  耶穌在這裏不只是說凡事要付代價,先付出後收成,一分耕耘一分收穫,無不勞而獲的事。
[00:11:47.480 --> 00:12:05.480]  順著耶穌一貫的教導,他更重要想提出一件事,沒有人能夠追求自我榮耀,耶穌也從來不追求自己的榮耀,他只追求榮耀上帝凡事討他的喜悅。
[00:12:05.480 --> 00:12:14.480]  至於他自己的榮耀是由上帝給他的,不是自己賺回來的,上帝要他得榮耀他就得榮耀,上帝要他卑微他就卑微。
[00:12:14.480 --> 00:12:24.480]  在前面八章五十節,耶穌曾經說過,我不求自己的榮耀,而一位為我求榮耀定是非的,那一位當然是父上帝。
[00:12:24.480 --> 00:12:33.480]  八章五十四節再說,我若榮耀自己,我的榮耀就算不得什麼,榮耀我的乃是我的父,就是你們所說的你們的上帝。
[00:12:33.480 --> 00:12:39.480]  因此,他只是專心做討上帝喜悅的事。
[00:12:39.480 --> 00:12:52.480]  這段經文跟著有一小段耶穌與父上帝的對話,雖然在圍觀的群眾耳中好像聽打雷一樣,聽不清天父的話。
[00:12:52.480 --> 00:13:08.480]  耶穌坦白的表達說,上十字架不是他作為人的主觀意願來的,他只是自己知道,他是為榮耀上帝而活,是為榮耀上帝而走到這個地步。
[00:13:08.480 --> 00:13:28.480]  耶穌說,父啊,救我脫離這個時候,但我原是為這時候來的,父啊,願你榮耀你的名。當下,父上帝在天上就開聲應允他,宣告,我已經榮耀了我的名,還要再榮耀。
[00:13:28.480 --> 00:13:39.480]  耶穌和父上帝這段對話的內容,將墨子死了這個比喻的意思說得很清楚。
[00:13:39.480 --> 00:13:50.480]  前面引述保羅在菲勒比書的《播人之歌》的說法,耶穌從來不認為自己的尊貴身份和地位是必須執著,寸土必爭,一步不讓的。
[00:13:50.480 --> 00:14:00.480]  他樂意謙卑虛己,取勞勃的形象成為人的樣式,並且卑微到最終死在十字架上,然後是父上帝將他升為至高。
[00:14:00.480 --> 00:14:11.480]  上帝給他宇宙人間最高的榮耀,耶穌沒有追求自我榮耀,只是追求榮耀上帝,上帝卻將榮耀給了他。
[00:14:11.480 --> 00:14:27.480]  兄弟姐妹,這是耶穌的墨子比喻的意涵,重點不在於死亡,不在於成功,非僥倖,總要付代價,而在於榮耀是不可以直接追求的。
[00:14:27.480 --> 00:14:34.480]  追求自我榮耀的人,萬法得著榮耀,追求上帝得榮耀的人,才獲得上帝的榮耀。
[00:14:34.480 --> 00:14:41.480]  一粒墨子擺在這裡,怎麼擺都沒有什麼特別的,沒有什麼吸引力的,也沒有變化。
[00:14:41.480 --> 00:14:59.480]  若是被撥到泥土裡面,就結出千百粒墨子來,封石的修成,引來讚善,引來喜悅,這是農夫得喜悅的日子,也是墨子存在的最大價值。
[00:14:59.480 --> 00:15:08.480]  墨子的出彩處,正在於它是種子,正在於它能夠結束百倍、千倍的修成。
[00:15:08.480 --> 00:15:20.480]  我以前都和你說過一個紫沙茶壺的比喻,我剛剛從國內回來,
[00:15:20.480 --> 00:15:31.480]  接待我住在他家裡的一個弟兄,都算挺有錢的,總之他家裡有五層樓,加起來六千呎。
[00:15:31.480 --> 00:15:42.480]  其中一層就弄了一個大茶房,他見到我就很興奮,除了和我喝茶之外,想把茶壺塞給我,我死都不肯要。
[00:15:42.480 --> 00:15:58.480]  然後他就讓我看他的茶庫,用一個缸來裝著一堆茶餅,他就想把幾把茶壺塞給我,就放了整桌他的珍藏,有兩把是超過一百萬一個的。
[00:15:58.480 --> 00:16:19.480]  我以前看過一個故事說,那些精工大師製作的茶壺,如果被炒到天價,上百萬、過百萬一把,其實這些茶壺嚴格地說已經沒什麼用了。
[00:16:19.480 --> 00:16:32.480]  你再有錢,除非你是完全沒有品味,你知道每一把這些手工茶壺,一把是一把,不會說可以用替換的,因為都是獨特的。
[00:16:32.480 --> 00:16:47.480]  你不會拿超過一百萬的茶壺來喝茶的,一撞就崩了怎麼辦?你只會放在玻璃櫃裡,當然要養它,很煩的。
[00:16:47.480 --> 00:17:01.480]  定期要用茶水泡一下,沖一下,不然它會乾的,它已經不再是茶壺了,它已經沒有茶壺的作用了,它可以是藝術品的。
[00:17:01.480 --> 00:17:16.480]  所以我要說,如果你真的太價值連城,你其實沒什麼用的,你知道嗎?你已經失去了你原來的功用了,茶壺不再是茶壺,這是很可怕的事情。
[00:17:16.480 --> 00:17:24.480]  人生有很多東西是沒辦法直接追求的,只能間接追求的,你知道嗎?
[00:17:24.480 --> 00:17:35.480]  我以前也說過,例如快樂,快樂是不可以直接追求的,你看周星馳的戲,可以讓你笑一會兒,但是這樣的快樂是很短暫的。
[00:17:35.480 --> 00:17:41.480]  吃喝玩樂的快樂都是短暫的,並且效益還是在遞減的。
[00:17:41.480 --> 00:17:51.480]  你第一次吃Omakase,你連續吃三天,你會很悶的,沒什麼好吃的。
[00:17:51.480 --> 00:18:00.480]  古希臘的快樂主義,Hinduism,強調最高的快樂是工作和友誼。
[00:18:00.480 --> 00:18:09.480]  這兩樣東西都不會讓你卡卡笑的,工作是辛勞的,是負代價的,是倚賴的。
[00:18:09.480 --> 00:18:15.480]  我要說,越是倚賴工作,最終會帶來最大的快樂。
[00:18:15.480 --> 00:18:20.480]  那些easy job沒什麼快樂感,我告訴你,做了就做了,有什麼快樂?
[00:18:20.480 --> 00:18:33.480]  永遠是最艱難,最艱難,做到你哪裡都直了,做到你幾乎要吐血身亡,然後做完了,那種滿足感,成就感,是不是很難說?
[00:18:33.480 --> 00:18:45.480]  很難描述的,是不是?友誼也一樣,你重視的關係,不是走肉朋友,你的子女,你的家人,要不要負代價去維護?
[00:18:45.480 --> 00:18:58.480]  要不要擺上,要不要付出?多年把子女養大,看到他們成長,那種滿足感,那種快樂,是無法形容的,是不是?
[00:18:58.480 --> 00:19:07.480]  所以,永遠不是我直接追求快樂就快樂的,最大的快樂通常都不是這樣追求回來的,是不是?
[00:19:07.480 --> 00:19:19.480]  我這幾年在意大利華人小學院服事,我一直立志要建立一個快樂的校園,一個快樂的士工團隊,快樂的教育學,快樂的成長。
[00:19:19.480 --> 00:19:33.480]  確實,我們的同工很和諧的,沒有交涯的,不過,有一個同學對我說快樂,整天都嘴藐藐,公開批評我,快什麼樂?快什麼樂?讀書怎麼會快樂?讀希臘文怎麼會快樂?是不是?
[00:19:33.480 --> 00:19:45.480]  整天都說不會快樂,不會快樂,唉,很辛苦,唉,很慘,唉唉唉唉唉,他今年畢業,三四月的時候,唉得最大聲。
[00:19:45.480 --> 00:20:02.480]  不過,到了五月中deadline,要交功課,沒辦法給他畢業,交了功課之後,我看到他突然間很失落,然後他走來跟我說,
[00:20:02.480 --> 00:20:10.480]  他說,院長,我知道這是一個快樂的學校,因為他要走,他很捨不得,很捨不得,很捨不得。
[00:20:10.480 --> 00:20:27.480]  在這間學校的,一草一木,不同的人,就算包括晚上熬夜,吃杯麵,你以為不快樂的事情,回顧去看,是很快樂,是很快樂,是很快樂。
[00:20:27.480 --> 00:20:32.480]  快樂不是整天有人擠你腋下,讓你少一餐的,是不是?
[00:20:32.480 --> 00:20:44.480]  是你在這裡,你全程投入,付出,然後你看到一個接納你,你又接納他們的一個團隊,是不是?
[00:20:44.480 --> 00:20:52.480]  沒有白活,每步走過都有收穫,都是值得的,這是最大的滿足。
[00:20:52.480 --> 00:21:02.480]  同樣的,人生最高的目的是榮耀上帝,求自己榮耀,self glory,是偏離正軌的。
[00:21:02.480 --> 00:21:13.480]  再說,人怎樣自吹自擂,將來人家的掌聲,將自己捧到半天,所爭的虛榮,都不過是鏡花水月,轉瞬即過。
[00:21:13.480 --> 00:21:28.480]  唯有你專注榮耀上帝,做土巨喜悅的事,讓你自己在上帝眼裡變得可喜悅,上帝在永恆中對自己的喜悅和肯定,才是自己得榮耀的資本。
[00:21:28.480 --> 00:21:43.480]  如果我們在此生終結的時候,能夠在審判台前得到良善和忠心的評定,我們這生就沒有白活了,是不是?
[00:21:43.480 --> 00:22:00.480]  這是我們最榮耀的時候。我實實在在的告訴你們,一粒墨紙不落在地裡死了,仍舊是一粒,若是死了,就結出許多紙粒來。
[00:22:00.480 --> 00:22:17.480]  耶穌這番話的重點不在於死了,而是在於甘心被農夫佈置,將自己放在應該去的地方,埋在泥土裡面。
[00:22:17.480 --> 00:22:31.480]  耶穌曾經對門徒說過,若有人要跟從我,就當捨己,天天背起他的十字架來跟從我。捨己的第一要求不在於捨棄生命,而在於捨棄生命的主權。
[00:22:31.480 --> 00:22:42.480]  那些懷著雄心壯志,要為上帝幹一番大事,有強烈殉道士情懷,準備轟轟烈烈的犧牲的人,不一定是最有效被主所用的。
[00:22:42.480 --> 00:22:50.480]  彼得就是這樣嘗試過,誇下海口,我願意跟你坐牢,陪你受死,都是甘心。
[00:22:50.480 --> 00:22:56.480]  但是他的勇武,他的決心,沒有寫出他一生侍奉的劇本。
[00:22:56.480 --> 00:23:07.480]  唯有耶穌的診斷,你憐惱的時候要伸出手來,別人要將你束上,帶你去不願意的地方。
[00:23:07.480 --> 00:23:17.480]  不能夠掌控,不靠自己的血氣之勇,不按自己的計劃,才成就彼得侍奉的人生。
[00:23:17.480 --> 00:23:25.480]  當然,對耶穌自己來說,墨子落在地裏死了,真是指著肉身上的死亡。
[00:23:25.480 --> 00:23:32.480]  他人間使命就包括了被釘上十字架上,為我們犧牲。
[00:23:32.480 --> 00:23:41.480]  墨子的比喻是耶穌的夫子之道,當眾表明他的心志。
[00:23:41.480 --> 00:23:49.480]  這是他在人間剩下來的時間,最主要成就的事。
[00:23:49.480 --> 00:23:57.480]  他接著宣告,33節,我若從地上被舉起來,就要吸引萬人來歸我。
[00:23:57.480 --> 00:24:02.480]  約翰接著解釋,耶穌這句話是指著自己將要怎樣死的。
[00:24:02.480 --> 00:24:12.480]  然後接著25節,耶穌將他的夫子之道轉向門徒和群眾,用自己的榜樣去教導他們。
[00:24:12.480 --> 00:24:21.480]  愛惜自己生命的就失喪生命,再者世上恨惡自己生命的就要保守生命到永生。
[00:24:21.480 --> 00:24:27.480]  要注意,耶穌說恨惡自己生命不是指恨惡,
[00:24:27.480 --> 00:24:35.480]  因為保羅曾經說過,從來沒有人恨惡自己的身子,總是保養固息的。
[00:24:35.480 --> 00:24:40.480]  我不是說保羅的說話比耶穌更有權威,
[00:24:40.480 --> 00:24:47.480]  我只是說聖經不會自己打架,不會跟聖經自相矛盾,你同不同意嗎?
[00:24:47.480 --> 00:24:50.480]  這是大前提,聖經不會互相衝突的。
[00:24:50.480 --> 00:24:55.480]  所以,如果第二段聖經不是這樣說,我們就要問,第一段聖經說什麼呢?
[00:24:55.480 --> 00:24:58.480]  我們要清楚知道聖經在說什麼。
[00:24:58.480 --> 00:25:05.480]  聖經說,從來沒有人恨惡自己的身子,
[00:25:05.480 --> 00:25:08.480]  理論上不可能,經驗上也不存在,
[00:25:08.480 --> 00:25:14.480]  留矮尚且偷生,保存生命是所有生物的自然法則,
[00:25:14.480 --> 00:25:20.480]  活命,能夠生存下去,沒有人,沒有動物會找死。
[00:25:20.480 --> 00:25:25.480]  從信仰的角度來說,沒有人會無緣無故地恨惡自己的生命,
[00:25:25.480 --> 00:25:29.480]  生命是上帝的口刺,恨惡生命,憎恨自己,
[00:25:29.480 --> 00:25:33.480]  是等於否定上帝的創造和救贖,是不是?
[00:25:33.480 --> 00:25:36.480]  其實你不是冒犯自己,你是冒犯上帝,
[00:25:36.480 --> 00:25:40.480]  上帝,你做我的不太好,我不想要,
[00:25:40.480 --> 00:25:44.480]  耶穌,你救贖我是多餘的,我是撇泥來的,
[00:25:44.480 --> 00:25:48.480]  我們不會這樣想的,所以我們不會恨惡自己的生命,是不是?
[00:25:48.480 --> 00:25:54.480]  耶穌說恨惡自己的生命,指的是我們將自己的生命置於死地,
[00:25:54.480 --> 00:25:59.480]  明明是寶貴的東西,我們都願意丟棄,
[00:25:59.480 --> 00:26:03.480]  我們放棄對各樣權益和安全保障的爭取,
[00:26:03.480 --> 00:26:08.480]  拒絕為了生存的緣故,在信仰價值上作出妥協,
[00:26:08.480 --> 00:26:14.480]  我們客觀上這樣做,彷彿在主觀上就好像爭自己的命一樣,
[00:26:14.480 --> 00:26:17.480]  我們為什麼這樣做?當然是為了更高的價值,
[00:26:17.480 --> 00:26:20.480]  是為基督的緣故,為使命的緣故,
[00:26:20.480 --> 00:26:23.480]  我們放棄了生命這個本來已經夠高的價值,
[00:26:23.480 --> 00:26:31.480]  好像中國人說捨身取義,耶穌的一生就是跟隨他的人的榜樣,
[00:26:31.480 --> 00:26:37.480]  他的過去就是我們的未來,耶穌願意為人的福祉犧牲自己,
[00:26:37.480 --> 00:26:40.480]  我也要跟著他的榜樣行,
[00:26:40.480 --> 00:26:43.480]  彼得說你們夢照然是為此,
[00:26:43.480 --> 00:26:47.480]  因基督有為你們受過苦,給你們留下榜樣,
[00:26:47.480 --> 00:26:50.480]  叫你們跟隨他的腳蹤行,
[00:26:50.480 --> 00:26:54.480]  弟兄姊妹,這段聖經我們就講到這裡,
[00:26:54.480 --> 00:26:59.480]  要為這一次的信息找例證,我要說是很容易的,
[00:26:59.480 --> 00:27:05.480]  我不需要找二千年來為主擺上犧牲生命的殉道士做例,
[00:27:05.480 --> 00:27:09.480]  不需要找那些宣教士,那些偉大的信徒做例,
[00:27:09.480 --> 00:27:14.480]  我要說就在我們身邊的例子就已經足夠我講,
[00:27:14.480 --> 00:27:17.480]  我禮拜四才從中國回來,
[00:27:17.480 --> 00:27:23.480]  我和一班家庭教會的領袖幾天的時間聽了很多的故事,
[00:27:23.480 --> 00:27:29.480]  自從七十字架運動以來,家庭教會面對一波又一波的打壓,
[00:27:29.480 --> 00:27:34.480]  有一些教會被取締,要化整為零,
[00:27:34.480 --> 00:27:40.480]  在不同的家庭聚會,這段日子,現在這段時間,
[00:27:40.480 --> 00:27:46.480]  重點打擊的是兒童主義學,政府禁止十八歲以下的人回教會,
[00:27:46.480 --> 00:27:50.480]  但多數家庭教會仍然堅持做主義學,
[00:27:50.480 --> 00:27:53.480]  主義學是他們的命脈,一定做的,死都要做,
[00:27:53.480 --> 00:27:59.480]  如今是暑假,很多團隊都現在要搞夏令營,
[00:27:59.480 --> 00:28:06.480]  有一個團隊,這個禮拜就有夏令營,三百多個小孩參加,
[00:28:06.480 --> 00:28:14.480]  政府已經聽到聲音,就放了聲氣,會採取行動,
[00:28:14.480 --> 00:28:20.480]  所以他們上個禮拜,兒童主義學的誓師大會,
[00:28:20.480 --> 00:28:22.480]  有些老師都很緊張,
[00:28:22.480 --> 00:28:29.480]  我問跟我聊天的教會主任牧者有什麼部署,
[00:28:29.480 --> 00:28:38.480]  他說他和教會的一位長老,已經決定會準備好進入去,
[00:28:38.480 --> 00:28:47.480]  就是會抓,他們會承受所有後果,
[00:28:47.480 --> 00:28:54.480]  不過事工繼續做,這次我主要是和神學院交流,
[00:28:54.480 --> 00:28:59.480]  我最好奇的是,我問那些年輕的神學生,
[00:28:59.480 --> 00:29:03.480]  面對長期這麼大的政治壓力,
[00:29:03.480 --> 00:29:08.480]  面對你從人那裡看來完全不亮麗的前景,
[00:29:08.480 --> 00:29:13.480]  你們為什麼還肯踏上全職侍奉的道路呢?
[00:29:13.480 --> 00:29:17.480]  他們給我的答案,基本上都是沒有想過,
[00:29:17.480 --> 00:29:21.480]  或者最重要有呼召,其他都無所謂,
[00:29:21.480 --> 00:29:25.480]  我覺得年輕人有個很過癮的地方,
[00:29:25.480 --> 00:29:27.480]  很多年輕人不喜歡想太長遠的事,
[00:29:27.480 --> 00:29:30.480]  不想長遠的事其實是很爽的,
[00:29:30.480 --> 00:29:34.480]  沒什麼好怕的,見步行步,行步見步,
[00:29:34.480 --> 00:29:41.480]  無所謂,不care,叫我興奮的是,
[00:29:41.480 --> 00:29:45.480]  我有一個學生,以前的學生,如今是教會的牧師,
[00:29:45.480 --> 00:29:51.480]  他是第三代傳道人,祖父和父親都是全職牧者,
[00:29:51.480 --> 00:29:56.480]  並且祖父坐過幾次牢,
[00:29:56.480 --> 00:30:01.480]  如今他跟我說,他的兒子也在神學院畢業了,
[00:30:01.480 --> 00:30:04.480]  現在在做傳道人,第四代,
[00:30:04.480 --> 00:30:07.480]  並且報了建道的普通話課程,
[00:30:07.480 --> 00:30:12.480]  我有可能教他,教第二代,很興奮,
[00:30:12.480 --> 00:30:15.480]  我還有一個意大利環球學院的學生,
[00:30:15.480 --> 00:30:18.480]  一個比較成熟的姐妹,快六十歲了,
[00:30:18.480 --> 00:30:24.480]  她請我吃飯的時候,陪同她來的一個外甥女,
[00:30:24.480 --> 00:30:26.480]  今年剛剛神學院畢業,
[00:30:26.480 --> 00:30:33.480]  真是一個青春少女,神學院畢業了,
[00:30:33.480 --> 00:30:38.480]  我看著她,我無語,政治壓力緊不緊要呢?
[00:30:38.480 --> 00:30:42.480]  生命安危緊不緊要呢?
[00:30:42.480 --> 00:30:45.480]  我對中國教會的前景是挺樂觀的,
[00:30:45.480 --> 00:30:49.480]  好幾個團隊都告訴我,拆十字架之後,
[00:30:49.480 --> 00:30:52.480]  教會的聚會人數是增加了,
[00:30:52.480 --> 00:30:54.480]  一個跟我接觸的團隊說,
[00:30:54.480 --> 00:30:59.480]  他們去年受洗的人數增加了30%,
[00:30:59.480 --> 00:31:04.480]  我在這些挺姐妹中間,不斷印證耶穌的說話,
[00:31:04.480 --> 00:31:05.480]  我實在再次告訴你們,
[00:31:05.480 --> 00:31:07.480]  一粒墨子不落在地裡死了,
[00:31:07.480 --> 00:31:10.480]  仍然是一粒,若是死了,就結出許多字粒來,
[00:31:10.480 --> 00:31:12.480]  愛惜自己生命的就失喪生命,
[00:31:12.480 --> 00:31:18.480]  在世上恨惡自己生命的,就要保守生命度永生。
[00:31:18.480 --> 00:31:20.480]  不過挺姐妹,我說真的,
[00:31:20.480 --> 00:31:24.480]  我寫這篇講章寫了一個多月,
[00:31:24.480 --> 00:31:32.480]  很糾結,我的PPT是昨晚五點多才交來教會,
[00:31:32.480 --> 00:31:37.480]  主要原因是我寫不了結論,
[00:31:37.480 --> 00:31:43.480]  我一直問,耶穌這番話對旺朕的挺姐妹有什麼意思呢?
[00:31:43.480 --> 00:31:45.480]  你們知道的,我是說真的,
[00:31:45.480 --> 00:31:48.480]  我在教會的常規主義崇拜講道裡面,
[00:31:48.480 --> 00:31:52.480]  我基本上不講那些轟轟烈烈的大說話,
[00:31:52.480 --> 00:31:55.480]  我基本上做的都是那些日常生活的小品,
[00:31:55.480 --> 00:31:59.480]  希望給我貼近生活,更加容易淺行一點,
[00:31:59.480 --> 00:32:02.480]  什麼背十字架為主死,
[00:32:02.480 --> 00:32:04.480]  這些我去別的教會講,
[00:32:04.480 --> 00:32:08.480]  培靈會我會講的,因為講完我收工的,我走的,
[00:32:08.480 --> 00:32:12.480]  這次在這裡講,講完之後我們一起去吃飯,
[00:32:12.480 --> 00:32:15.480]  告訴你剛剛講完釘十字架,然後去吃飯,
[00:32:15.480 --> 00:32:18.480]  吃叉燒包,好像不配合的,
[00:32:18.480 --> 00:32:21.480]  所以我基本上不講這些轟轟烈烈的東西,
[00:32:21.480 --> 00:32:24.480]  不過今天不能迴避,
[00:32:24.480 --> 00:32:29.480]  我必須要正視耶穌這段說話,
[00:32:29.480 --> 00:32:36.480]  我一路問,這段說話對你對我適用嗎?
[00:32:36.480 --> 00:32:37.480]  適用嗎?
[00:32:37.480 --> 00:32:40.480]  我那個結論講了很多次,
[00:32:40.480 --> 00:32:42.480]  不過到了昨天下午,
[00:32:42.480 --> 00:32:47.480]  我在書房悔改,
[00:32:48.480 --> 00:32:56.480]  我突然間發現我是信不過聖經,
[00:32:56.480 --> 00:33:02.480]  也都我小看你們眾弟兄姊妹,
[00:33:02.480 --> 00:33:08.480]  對不起,我小看了你們,
