
[00:00:00.000 --> 00:00:08.000]  今日的經訓是記載在新約《雅各書》五章一至六節
[00:01:48.000 --> 00:01:50.000]  不過在分享之前
[00:01:50.000 --> 00:01:52.000]  就剛才我們所聽到的經文
[00:01:52.000 --> 00:01:56.000]  我必須問大家一個問題
[00:01:56.000 --> 00:01:59.000]  你覺得你有錢嗎?
[00:01:59.000 --> 00:02:02.000]  你覺得你富有嗎?
[00:02:02.000 --> 00:02:05.000]  立即搖頭了
[00:02:05.000 --> 00:02:07.000]  有誰敢承認自己有錢呢?
[00:02:07.000 --> 00:02:09.000]  所以我不敢叫大家舉手
[00:02:09.000 --> 00:02:11.000]  因為應該沒有人敢
[00:02:11.000 --> 00:02:14.000]  還有你剛才聽的經文是怎樣的?
[00:02:14.000 --> 00:02:18.000]  好像衝著有錢人而來
[00:02:18.000 --> 00:02:20.000]  死都不承認
[00:02:20.000 --> 00:02:24.000]  你會看到亞國書用了一些很嚴厲的字眼
[00:02:24.000 --> 00:02:29.000]  整個亞國書最嚴厲的都是這六節
[00:02:29.000 --> 00:02:34.000]  來責備一些富有的人
[00:02:34.000 --> 00:02:38.000]  表示他們需要哀哭
[00:02:38.000 --> 00:02:40.000]  哭號
[00:02:40.000 --> 00:02:44.000]  甚至要面對一些很艱難的結局
[00:02:44.000 --> 00:02:47.000]  經文裏面提到將要面對被宰殺的日子
[00:02:47.000 --> 00:02:49.000]  有苦難淋到他們身上
[00:02:49.000 --> 00:02:51.000]  好像火燒一樣
[00:02:51.000 --> 00:02:54.000]  不過我們明白
[00:02:54.000 --> 00:03:00.000]  上帝並不憎恨有錢的人
[00:03:00.000 --> 00:03:02.000]  我也明白
[00:03:02.000 --> 00:03:04.000]  上帝也樂意祝福
[00:03:04.000 --> 00:03:08.000]  將他的福氣賜給富有的人
[00:03:08.000 --> 00:03:12.000]  譬如我們很熟悉的阿伯拉罕
[00:03:12.000 --> 00:03:15.000]  或約伯或大衛
[00:03:15.000 --> 00:03:21.000]  我們看到上帝很願意賜福給富有的人
[00:03:21.000 --> 00:03:23.000]  不過我們也明白
[00:03:23.000 --> 00:03:29.000]  新約裏面提到貪財是萬惡之根
[00:03:29.000 --> 00:03:34.000]  上帝憎惡貪心貪愛錢財的人
[00:03:34.000 --> 00:03:36.000]  如果你有留意
[00:03:36.000 --> 00:03:38.000]  特別在科學書裏面
[00:03:38.000 --> 00:03:40.000]  耶穌對於貪心貪財
[00:03:40.000 --> 00:03:43.000]  所發出的警告其實不少
[00:03:43.000 --> 00:03:46.000]  有些英學者甚至說
[00:03:46.000 --> 00:03:51.000]  所發出的警告遠多於犯奸淫的警告
[00:03:51.000 --> 00:03:54.000]  提醒我們一件事
[00:03:54.000 --> 00:03:57.000]  其實我們沒有一個人能夠誇口
[00:03:57.000 --> 00:04:02.000]  說自己對貪婪的試探有免疫
[00:04:02.000 --> 00:04:05.000]  否則耶穌也不需要說那麼多次
[00:04:05.000 --> 00:04:07.000]  不過很有趣的是
[00:04:07.000 --> 00:04:10.000]  我做了牧者十多年
[00:04:10.000 --> 00:04:14.000]  我發覺有些姐妹會因為
[00:04:14.000 --> 00:04:17.000]  憤怒的緣故來找我聊天
[00:04:17.000 --> 00:04:20.000]  可能會因為婚姻的緣故來找我聊天
[00:04:20.000 --> 00:04:22.000]  因為驕傲的緣故來找我聊天
[00:04:22.000 --> 00:04:24.000]  不過我從未遇過
[00:04:24.000 --> 00:04:27.000]  有些姐妹說有貪婪的問題要處理
[00:04:27.000 --> 00:04:29.000]  不知道你覺不覺得
[00:04:29.000 --> 00:04:34.000]  貪念似乎不是那麼容易被人察覺出來
[00:04:34.000 --> 00:04:39.000]  話說美國有一個很出名的神學家
[00:04:39.000 --> 00:04:41.000]  叫做Timothy Keller
[00:04:41.000 --> 00:04:44.000]  中文譯做提摩泰凱勒牧師
[00:04:44.000 --> 00:04:47.000]  他有次分享他曾經舉辦過
[00:04:47.000 --> 00:04:50.000]  七場關於罪的講座
[00:04:50.000 --> 00:04:53.000]  他的太太很快就跟他說
[00:04:53.000 --> 00:04:57.000]  你相信我,一提到貪婪那一場
[00:04:57.000 --> 00:04:59.000]  肯定是最少人聽到的
[00:04:59.000 --> 00:05:01.000]  你相信嗎?
[00:05:01.000 --> 00:05:03.000]  結果果然
[00:05:03.000 --> 00:05:05.000]  關於情慾方面的罪
[00:05:05.000 --> 00:05:06.000]  關於憤怒的罪
[00:05:06.000 --> 00:05:09.000]  關於驕傲的罪都坐無虛次
[00:05:09.000 --> 00:05:14.000]  唯獨沒有人會認為自己是貪心
[00:05:14.000 --> 00:05:19.000]  為何貪婪的罪那麼容易被察覺出來呢?
[00:05:19.000 --> 00:05:22.000]  提摩泰凱勒牧師就繼續分享
[00:05:22.000 --> 00:05:26.000]  其實從社會文化角度來看
[00:05:26.000 --> 00:05:30.000]  金錢偶像這個試探
[00:05:30.000 --> 00:05:31.000]  很聰明
[00:05:31.000 --> 00:05:36.000]  他很懂得在社會上不同的經濟階層
[00:05:36.000 --> 00:05:40.000]  將自己包裝隱藏起來
[00:05:40.000 --> 00:05:42.000]  事實上你會明白
[00:05:42.000 --> 00:05:45.000]  無論你有沒有錢
[00:05:45.000 --> 00:05:49.000]  你身邊一定會有人比你更富有
[00:05:49.000 --> 00:05:52.000]  比你更奢華
[00:05:52.000 --> 00:05:53.000]  一定會找到
[00:05:53.000 --> 00:05:55.000]  你一比較就找到
[00:05:55.000 --> 00:05:56.000]  所以在比較之下
[00:05:56.000 --> 00:05:58.000]  每個人總會覺得
[00:05:58.000 --> 00:05:59.000]  我現在的生活質素
[00:05:59.000 --> 00:06:01.000]  我現在擁有的財富
[00:06:01.000 --> 00:06:04.000]  比起某某其實都只不過是甚麼
[00:06:04.000 --> 00:06:06.000]  小事而已
[00:06:06.000 --> 00:06:08.000]  都只不過是小無見大無
[00:06:08.000 --> 00:06:11.000]  於是我們都會自然產生一種想法
[00:06:11.000 --> 00:06:13.000]  就是其實我不是貪的
[00:06:13.000 --> 00:06:15.000]  我只不過是想怎樣
[00:06:15.000 --> 00:06:17.000]  我想多賺一點
[00:06:17.000 --> 00:06:20.000]  我想儲多一點
[00:06:20.000 --> 00:06:23.000]  我想享受多一點
[00:06:23.000 --> 00:06:25.000]  合理嗎?
[00:06:25.000 --> 00:06:27.000]  很合理
[00:06:27.000 --> 00:06:28.000]  不過份了
[00:06:28.000 --> 00:06:30.000]  我又不犯法
[00:06:30.000 --> 00:06:32.000]  沒錯的
[00:06:32.000 --> 00:06:36.000]  即使其實他的生活已經相當富裕
[00:06:36.000 --> 00:06:39.000]  甚至乎是奢華
[00:06:39.000 --> 00:06:41.000]  他依然會有這個想法
[00:06:41.000 --> 00:06:43.000]  正如《雅各書》所說
[00:06:43.000 --> 00:06:47.000]  他正是要向一班貪婪
[00:06:47.000 --> 00:06:50.000]  貪愛財富的人發出一個嚴厲警告
[00:06:50.000 --> 00:06:53.000]  很希望他們能夠及時
[00:06:53.000 --> 00:06:56.000]  回頭,醒悟過來
[00:06:56.000 --> 00:06:57.000]  你看看經文
[00:06:57.000 --> 00:07:00.000]  到底他們貪婪貪財
[00:07:00.000 --> 00:07:02.000]  去到一個甚麼地步呢?
[00:07:02.000 --> 00:07:04.000]  簡單來說有三件事
[00:07:04.000 --> 00:07:06.000]  第一方面,第二節都說了
[00:07:06.000 --> 00:07:08.000]  因為他們是儲的
[00:07:08.000 --> 00:07:10.000]  即賺他們的財物
[00:07:10.000 --> 00:07:12.000]  即賺他們的金錢
[00:07:12.000 --> 00:07:14.000]  第二節說到他們的財物壞了
[00:07:14.000 --> 00:07:16.000]  衣服也被蟲子咬了
[00:07:16.000 --> 00:07:18.000]  這裡特別說財物壞了
[00:07:18.000 --> 00:07:19.000]  其實是甚麼呢?
[00:07:19.000 --> 00:07:22.000]  很大機會是說他們儲糧食
[00:07:22.000 --> 00:07:24.000]  因為在當時古代世界
[00:07:24.000 --> 00:07:26.000]  有糧食充足
[00:07:26.000 --> 00:07:28.000]  其實是一個財富的象徵
[00:07:28.000 --> 00:07:30.000]  將糧食儲起來
[00:07:30.000 --> 00:07:32.000]  去到一個地步
[00:07:32.000 --> 00:07:33.000]  多到根本吃不完
[00:07:33.000 --> 00:07:35.000]  最後就會
[00:07:35.000 --> 00:07:38.000]  可能像米過期
[00:07:38.000 --> 00:07:40.000]  被穀牛鑄成
[00:07:40.000 --> 00:07:41.000]  最後變壞
[00:07:41.000 --> 00:07:43.000]  寧願擺在這裡
[00:07:43.000 --> 00:07:46.000]  爛掉也不拿來分給有需要的人
[00:07:46.000 --> 00:07:48.000]  另一方面,他們積存的衣服
[00:07:48.000 --> 00:07:50.000]  也多到怎樣呢?
[00:07:50.000 --> 00:07:52.000]  當然是穿不完
[00:07:52.000 --> 00:07:54.000]  最後被蟲子鑄成,沒用
[00:07:54.000 --> 00:07:56.000]  這個情況我們今天也有
[00:07:56.000 --> 00:07:58.000]  你打開衣櫃
[00:07:58.000 --> 00:08:00.000]  也有不少衣服
[00:08:00.000 --> 00:08:02.000]  可能你未穿過,未剪牌
[00:08:02.000 --> 00:08:03.000]  甚至可能穿過一兩次
[00:08:03.000 --> 00:08:06.000]  我們也積存過不少衣服
[00:08:06.000 --> 00:08:09.000]  最後可能因為
[00:08:09.000 --> 00:08:11.000]  折舊了
[00:08:11.000 --> 00:08:13.000]  或者可能身形不同
[00:08:13.000 --> 00:08:15.000]  不合身,最後要怎樣呢?
[00:08:15.000 --> 00:08:17.000]  好一點就轉贈
[00:08:17.000 --> 00:08:21.000]  又或者要丟掉
[00:08:21.000 --> 00:08:23.000]  所以其實
[00:08:23.000 --> 00:08:26.000]  現在製造衣服的製造商
[00:08:26.000 --> 00:08:27.000]  用環保物料
[00:08:27.000 --> 00:08:29.000]  就預了怎樣呢?
[00:08:29.000 --> 00:08:30.000]  預了你浪費
[00:08:30.000 --> 00:08:31.000]  預了你丟掉
[00:08:31.000 --> 00:08:33.000]  可能你的衣服
[00:08:33.000 --> 00:08:34.000]  如果是用環保物料製造
[00:08:34.000 --> 00:08:35.000]  放進衣櫃
[00:08:35.000 --> 00:08:36.000]  你會發現
[00:08:36.000 --> 00:08:39.000]  幾年後,突然有些粉末出現
[00:08:39.000 --> 00:08:42.000]  已經開始分解
[00:08:42.000 --> 00:08:44.000]  免得你放進堆填
[00:08:44.000 --> 00:08:45.000]  它分解不到
[00:08:45.000 --> 00:08:48.000]  所以物料已經可以自行分解
[00:08:48.000 --> 00:08:50.000]  你看到其實
[00:08:50.000 --> 00:08:52.000]  這是第一方面
[00:08:52.000 --> 00:08:54.000]  另一方面,你又見到
[00:08:54.000 --> 00:08:56.000]  亞國形容這班貪婪的人
[00:08:56.000 --> 00:08:58.000]  有錢又多到沒地方用
[00:08:58.000 --> 00:08:59.000]  好像廣東話說
[00:08:59.000 --> 00:09:01.000]  他們的金紙銀紙
[00:09:01.000 --> 00:09:05.000]  長期擺到生鏽
[00:09:05.000 --> 00:09:06.000]  其實原則上
[00:09:06.000 --> 00:09:08.000]  金和銀很難生鏽
[00:09:08.000 --> 00:09:10.000]  這裡原本的意思是什麼呢?
[00:09:10.000 --> 00:09:11.000]  其實似乎是說
[00:09:11.000 --> 00:09:12.000]  鋪滿塵
[00:09:12.000 --> 00:09:14.000]  自然會怎樣呢?
[00:09:14.000 --> 00:09:15.000]  沒有光澤
[00:09:15.000 --> 00:09:16.000]  不反光
[00:09:16.000 --> 00:09:18.000]  好像生鏽了
[00:09:18.000 --> 00:09:19.000]  亞國說這些鏽
[00:09:19.000 --> 00:09:22.000]  將來會成為審判他們的罪證
[00:09:22.000 --> 00:09:24.000]  指證這班人
[00:09:24.000 --> 00:09:25.000]  雖然很富有
[00:09:25.000 --> 00:09:26.000]  不過不務正業
[00:09:26.000 --> 00:09:30.000]  他們的人生只顧積賺財寶
[00:09:30.000 --> 00:09:33.000]  不過其實實際累積著什麼呢?
[00:09:33.000 --> 00:09:36.000]  上帝對他們的憤怒
[00:09:36.000 --> 00:09:41.000]  這是亞國對他們的嚴厲指控
[00:09:41.000 --> 00:09:42.000]  另一方面
[00:09:42.000 --> 00:09:43.000]  亞國再說
[00:09:43.000 --> 00:09:44.000]  第五節
[00:09:44.000 --> 00:09:46.000]  這班貪婪的人
[00:09:46.000 --> 00:09:47.000]  經常都怎樣呢?
[00:09:47.000 --> 00:09:49.000]  開派對
[00:09:49.000 --> 00:09:51.000]  經常搞派對
[00:09:51.000 --> 00:09:52.000]  吃最好的東西
[00:09:52.000 --> 00:09:54.000]  喝最好的紅酒
[00:09:54.000 --> 00:09:56.000]  享受生真海味
[00:09:56.000 --> 00:09:58.000]  總之我有權
[00:09:58.000 --> 00:09:59.000]  我有錢
[00:09:59.000 --> 00:10:01.000]  我想怎樣享受都可以
[00:10:01.000 --> 00:10:04.000]  這是他們做人的態度
[00:10:04.000 --> 00:10:07.000]  亞國形容他們其實是什麼呢?
[00:10:07.000 --> 00:10:10.000]  驕養自己的心
[00:10:10.000 --> 00:10:11.000]  意思是什麼呢?
[00:10:11.000 --> 00:10:13.000]  其實是說他們在上帝面前
[00:10:13.000 --> 00:10:14.000]  其實不懂得死
[00:10:14.000 --> 00:10:16.000]  只顧著放縱享樂
[00:10:16.000 --> 00:10:17.000]  養肥自己
[00:10:17.000 --> 00:10:19.000]  卻不察覺怎樣呢?
[00:10:19.000 --> 00:10:21.000]  最終養肥了的自己
[00:10:21.000 --> 00:10:23.000]  原來是被誰割的呢?
[00:10:23.000 --> 00:10:25.000]  等著被上帝割
[00:10:25.000 --> 00:10:28.000]  等著被上帝割
[00:10:28.000 --> 00:10:30.000]  事實上不難理解
[00:10:30.000 --> 00:10:31.000]  我想活在今天
[00:10:31.000 --> 00:10:34.000]  我們很強調個人消費主義
[00:10:34.000 --> 00:10:35.000]  這個世代
[00:10:35.000 --> 00:10:37.000]  我們很崇尚的是怎樣呢?
[00:10:37.000 --> 00:10:38.000]  我們有自由
[00:10:38.000 --> 00:10:40.000]  我們有權去運用
[00:10:40.000 --> 00:10:42.000]  我們所賺的錢
[00:10:42.000 --> 00:10:45.000]  做自己喜歡的事
[00:10:45.000 --> 00:10:47.000]  爽不爽?
[00:10:47.000 --> 00:10:51.000]  爽不爽?
[00:10:51.000 --> 00:10:53.000]  其實真的挺爽的
[00:10:53.000 --> 00:10:57.000]  我可以駕馭自己所擁有的
[00:10:57.000 --> 00:10:59.000]  我的錢喜歡怎樣花怎樣用
[00:10:59.000 --> 00:11:01.000]  是我的自由
[00:11:01.000 --> 00:11:02.000]  有它的吸引力
[00:11:02.000 --> 00:11:03.000]  是真的
[00:11:03.000 --> 00:11:05.000]  但是你想深一層
[00:11:05.000 --> 00:11:06.000]  聖經裏面說
[00:11:06.000 --> 00:11:08.000]  當人在享樂的時候
[00:11:08.000 --> 00:11:11.000]  將上帝完全抽走的時候
[00:11:11.000 --> 00:11:13.000]  其實就會出現亞國書
[00:11:13.000 --> 00:11:16.000]  這裡有一個所說
[00:11:16.000 --> 00:11:17.000]  貪得無厭
[00:11:17.000 --> 00:11:19.000]  放縱自己的人
[00:11:19.000 --> 00:11:21.000]  最終失去的不單止是
[00:11:21.000 --> 00:11:23.000]  他所擁有的財寶
[00:11:23.000 --> 00:11:26.000]  更是失去了他的生命
[00:11:26.000 --> 00:11:30.000]  失去了他和上帝的關係
[00:11:30.000 --> 00:11:32.000]  第三方面
[00:11:32.000 --> 00:11:33.000]  亞國他斥責
[00:11:33.000 --> 00:11:35.000]  有一班貪婪的人
[00:11:35.000 --> 00:11:38.000]  他們自稱是「貪婪」

