
[00:00:00.000 --> 00:00:11.000]  今日要讀的聖經是新命紀第十六章一至四節和九至十七節
[00:03:09.000 --> 00:03:12.000]  在耶和華所選擇的地方
[00:03:12.000 --> 00:03:18.000]  你當向耶和華神守節七日
[00:03:18.000 --> 00:03:23.000]  因為耶和華你神在你一切的土產上
[00:03:23.000 --> 00:03:29.000]  和你兒女所辦的事上要賜福於你
[00:03:29.000 --> 00:03:32.000]  你就非常的歡樂
[00:03:32.000 --> 00:03:36.000]  你一切的藍丁要在除膠節
[00:03:36.000 --> 00:03:41.000]  七七節、駐彭節一連三次
[00:03:41.000 --> 00:03:46.000]  在耶和華你神所選擇的地方朝見他
[00:03:46.000 --> 00:03:49.000]  卻不可空手朝見
[00:03:49.000 --> 00:03:53.000]  各人要按自己的力量
[00:03:53.000 --> 00:03:59.000]  照耶和華你神所賜的福分奉獻禮物
[00:03:59.000 --> 00:04:09.000]  靈姐妹平安
[00:04:09.000 --> 00:04:12.000]  剛才寶靈姐妹其實在讀經前已經幫我們開了頭
[00:04:12.000 --> 00:04:18.000]  今天我們會講關於以色列人節旗的一個訊息
[00:04:18.000 --> 00:04:25.000]  首先節旗在原文裡的意思是約會
[00:04:25.000 --> 00:04:31.000]  以色列人在特定的日子和地點和上帝相會
[00:04:31.000 --> 00:04:33.000]  不只是見面那麼簡單
[00:04:33.000 --> 00:04:38.000]  而是在過程中重溫上帝對整個民族的作為
[00:04:38.000 --> 00:04:44.000]  並且互相提醒他們和上帝有納約的關係
[00:04:44.000 --> 00:04:47.000]  他們需要守約遵守上帝的吩咐
[00:04:47.000 --> 00:04:51.000]  而在以色列人這麼悠長的歷史裡
[00:04:51.000 --> 00:04:57.000]  其實有三個我們說要回到耶路撒冷朝聖的日子
[00:04:57.000 --> 00:04:59.000]  所謂的三大節旗
[00:04:59.000 --> 00:05:01.000]  就是剛才生命記裡見到的
[00:05:01.000 --> 00:05:04.000]  逾越節、七七節和駐彭節
[00:05:04.000 --> 00:05:07.000]  如果你有留意剛才經文的細節
[00:05:07.000 --> 00:05:12.000]  你會發現出現了除教、收割和收藏
[00:05:12.000 --> 00:05:15.000]  我們說這些是甚麼用語?
[00:05:15.000 --> 00:05:17.000]  是農耕的用語
[00:05:17.000 --> 00:05:24.000]  暗示這三個節旗背後和古代的農業社會有密切的關係
[00:05:24.000 --> 00:05:27.000]  而在生命記之前的初一及二
[00:05:27.000 --> 00:05:30.000]  是這樣記載這三個節旗
[00:05:30.000 --> 00:05:31.000]  大家可以翻開程序表
[00:05:31.000 --> 00:05:34.000]  或者看powerpoint
[00:05:34.000 --> 00:05:37.000]  初一及二這裡說
[00:05:37.000 --> 00:05:40.000]  同樣是一年三次要守上帝的節旗
[00:05:40.000 --> 00:05:42.000]  你要守除教節
[00:05:42.000 --> 00:05:47.000]  「照我所吩咐你的,在亞不月裡所定的日子,吃無教餅七日」
[00:05:47.000 --> 00:05:53.000]  「誰也不可空手朝見我,因為你是這月出了埃及」
[00:05:53.000 --> 00:05:56.000]  另外又要守收割節
[00:05:56.000 --> 00:06:02.000]  「所收的,是你田間所種,勞碌得來初熟之物」
[00:06:02.000 --> 00:06:04.000]  最後要在年底收藏
[00:06:04.000 --> 00:06:07.000]  守甚麼?收藏節
[00:06:07.000 --> 00:06:11.000]  「一切的藍丁都要一年三次朝見主耶和華」
[00:06:11.000 --> 00:06:14.000]  其實聖經學者都認為
[00:06:14.000 --> 00:06:17.000]  除教節、收割節和收藏節
[00:06:17.000 --> 00:06:22.000]  本身是因應著循環的農耕生活週期
[00:06:22.000 --> 00:06:23.000]  每年都是這樣
[00:06:23.000 --> 00:06:25.000]  除教定時定候
[00:06:25.000 --> 00:06:26.000]  接著就到收割
[00:06:26.000 --> 00:06:28.000]  收割完就收藏
[00:06:28.000 --> 00:06:33.000]  是這樣循環的農耕生活衍生出來的三個節日
[00:06:33.000 --> 00:06:36.000]  再看剛才的表
[00:06:36.000 --> 00:06:40.000]  隨著以色列人的信仰歷史的發展
[00:06:40.000 --> 00:06:44.000]  有些信仰元素加入了農耕節期
[00:06:44.000 --> 00:06:48.000]  例如在表的最左邊
[00:06:48.000 --> 00:06:51.000]  最初是收割大麥的日子
[00:06:51.000 --> 00:06:53.000]  即是今天的三、四月
[00:06:53.000 --> 00:06:55.000]  對猶太人來說就是亞不月
[00:06:55.000 --> 00:06:57.000]  剛才看新明紀就看到亞不月
[00:06:57.000 --> 00:07:00.000]  原本是除教節在埃及記
[00:07:00.000 --> 00:07:04.000]  但後來到之後的利美紀、文素紀甚至新明紀
[00:07:04.000 --> 00:07:05.000]  多了一個名字
[00:07:05.000 --> 00:07:07.000]  叫如月節
[00:07:07.000 --> 00:07:09.000]  再過兩個月
[00:07:09.000 --> 00:07:12.000]  五、六月開始收割小麥和其他農作物
[00:07:12.000 --> 00:07:15.000]  原本是收割節日子
[00:07:15.000 --> 00:07:19.000]  但來到文素紀已經變成七七節
[00:07:19.000 --> 00:07:22.000]  或之後有個名字叫五秦節
[00:07:22.000 --> 00:07:24.000]  稍後我們會講解
[00:07:24.000 --> 00:07:26.000]  到年底九至十月
[00:07:26.000 --> 00:07:29.000]  基本上全年的收割都完成了
[00:07:29.000 --> 00:07:30.000]  那就是收藏節
[00:07:30.000 --> 00:07:32.000]  但來到文素紀
[00:07:32.000 --> 00:07:35.000]  你會看到為何變成住棚節呢?
[00:07:35.000 --> 00:07:38.000]  很明顯是多了一些信仰元素
[00:07:38.000 --> 00:07:40.000]  你會看到其實
[00:07:40.000 --> 00:07:44.000]  上帝將一些信仰元素
[00:07:44.000 --> 00:07:47.000]  放在了原本的農耕節期
[00:07:47.000 --> 00:07:50.000]  令到以色列人守節期的目的
[00:07:50.000 --> 00:07:53.000]  由原本我們只是慶祝農作物有收成
[00:07:53.000 --> 00:07:56.000]  但現在提升了一個層次
[00:07:56.000 --> 00:08:00.000]  就是紀念上帝對整個民族的救恩
[00:08:00.000 --> 00:08:02.000]  所以每年守節期
[00:08:02.000 --> 00:08:07.000]  變相重新確立上帝子民的獨特身份
[00:08:07.000 --> 00:08:10.000]  他們不是普通農民過節
[00:08:10.000 --> 00:08:12.000]  而是上帝的子民
[00:08:12.000 --> 00:08:15.000]  以他們的獨特身份守上帝的節日
[00:08:15.000 --> 00:08:16.000]  提醒整個民族
[00:08:16.000 --> 00:08:19.000]  他們都有責任遵守上帝所立的約
[00:08:19.000 --> 00:08:24.000]  讓以色列人在慶祝農耕節期時
[00:08:24.000 --> 00:08:27.000]  可以從外邦人身上
[00:08:27.000 --> 00:08:30.000]  我們常說分別為勝
[00:08:30.000 --> 00:08:33.000]  有分別,大家都是那時候過節
[00:08:33.000 --> 00:08:37.000]  但以色列人過節有另一重重要意義
[00:08:37.000 --> 00:08:40.000]  這就是聖經強調分別為勝的意思
[00:08:40.000 --> 00:08:42.000]  有不同的
[00:08:42.000 --> 00:08:43.000]  怎樣有不同?
[00:08:43.000 --> 00:08:45.000]  我們逐個節期來看
[00:08:45.000 --> 00:08:46.000]  首先是如月節
[00:08:46.000 --> 00:08:48.000]  我知道按照教會讀經計劃
[00:08:48.000 --> 00:08:51.000]  你已經讀完馬克福音
[00:08:51.000 --> 00:08:53.000]  如果你有留意馬克福音記載
[00:08:53.000 --> 00:08:54.000]  特別十四章裡說到
[00:08:54.000 --> 00:08:56.000]  除教節的第一天
[00:08:56.000 --> 00:08:59.000]  就是載如月節羔羊那一天
[00:08:59.000 --> 00:09:01.000]  你會看到很特別
[00:09:01.000 --> 00:09:03.000]  兩個節日緊接相連
[00:09:03.000 --> 00:09:06.000]  甚至可以當成一個節期
[00:09:06.000 --> 00:09:10.000]  除教節裡說的教其實是甚麼意思呢?
[00:09:10.000 --> 00:09:13.000]  如果你今天在家裏做麵包
[00:09:13.000 --> 00:09:14.000]  你會很明白
[00:09:14.000 --> 00:09:17.000]  你要將麵教加在麵團
[00:09:17.000 --> 00:09:19.000]  令到它發酵
[00:09:19.000 --> 00:09:22.000]  發酵後就產生空氣膨脹
[00:09:22.000 --> 00:09:25.000]  吃下去會鬆軟一點
[00:09:25.000 --> 00:09:26.000]  如果沒有發酵膨脹
[00:09:26.000 --> 00:09:27.000]  吃下去會硬硬的
[00:09:27.000 --> 00:09:28.000]  很辛苦
[00:09:28.000 --> 00:09:34.000]  所以麵教令到麵團製成麵餅後
[00:09:34.000 --> 00:09:37.000]  就會有口感香氣容易咀嚼
[00:09:37.000 --> 00:09:38.000]  而在古代世界裡
[00:09:38.000 --> 00:09:40.000]  他們怎樣做教呢?
[00:09:40.000 --> 00:09:41.000]  其中一個方法就是
[00:09:41.000 --> 00:09:43.000]  將大麥和水混合
[00:09:43.000 --> 00:09:45.000]  然後等它發酵
[00:09:45.000 --> 00:09:47.000]  發酵成為細小的粉末
[00:09:47.000 --> 00:09:49.000]  你當做像今天的酵母菌
[00:09:49.000 --> 00:09:50.000]  類似這些東西
[00:09:50.000 --> 00:09:53.000]  並且將它儲起來備用
[00:09:53.000 --> 00:09:55.000]  但你知道
[00:09:55.000 --> 00:09:57.000]  其實今天的酵母菌也好
[00:09:57.000 --> 00:09:58.000]  星期的麵教也好
[00:09:58.000 --> 00:10:00.000]  可不可以長期擺放呢?
[00:10:00.000 --> 00:10:01.000]  又不可以
[00:10:01.000 --> 00:10:03.000]  是會有期限的
[00:10:03.000 --> 00:10:04.000]  也有過期的
[00:10:04.000 --> 00:10:07.000]  過期就不只是不能用那麼簡單
[00:10:07.000 --> 00:10:09.000]  是會產生毒素的
[00:10:09.000 --> 00:10:13.000]  所以在每年農耕社會裡
[00:10:13.000 --> 00:10:14.000]  他們的三、四月春季
[00:10:14.000 --> 00:10:15.000]  正值像現在這樣
[00:10:15.000 --> 00:10:17.000]  回暖潮濕
[00:10:17.000 --> 00:10:18.000]  東西容易發霉的時候
[00:10:18.000 --> 00:10:22.000]  除教節就在那些時間開始
[00:10:22.000 --> 00:10:24.000]  也就是剛好
[00:10:24.000 --> 00:10:26.000]  又是他們收割大麥開始的時間
[00:10:26.000 --> 00:10:28.000]  農民會在除教節裡
[00:10:28.000 --> 00:10:29.000]  除教七天
[00:10:29.000 --> 00:10:31.000]  將那些積存的教
[00:10:31.000 --> 00:10:32.000]  全部不要
[00:10:32.000 --> 00:10:33.000]  斷絕它
[00:10:33.000 --> 00:10:35.000]  所謂的斷教
[00:10:35.000 --> 00:10:37.000]  所以變相只能夠
[00:10:37.000 --> 00:10:39.000]  吃那些無教餅七天
[00:10:39.000 --> 00:10:40.000]  過了七天之後
[00:10:40.000 --> 00:10:43.000]  他們就可以用剛收割的大麥
[00:10:43.000 --> 00:10:47.000]  來重新培育新的麵教
[00:10:47.000 --> 00:10:49.000]  這是除教節的由來
[00:10:49.000 --> 00:10:50.000]  至於為什麼
[00:10:50.000 --> 00:10:53.000]  逾越節和除教節會扯上關係
[00:10:53.000 --> 00:10:55.000]  剛才我們看新面記很清楚
[00:10:55.000 --> 00:10:58.000]  除教節本身是亞畢月
[00:10:58.000 --> 00:11:01.000]  即是以色列人的正月來舉行
[00:11:01.000 --> 00:11:04.000]  而亞畢月剛好又是什麼日子呢?
[00:11:04.000 --> 00:11:06.000]  經文說了
[00:11:06.000 --> 00:11:10.000]  上帝領以色列人出埃及的月份
[00:11:10.000 --> 00:11:12.000]  同一個月份
[00:11:12.000 --> 00:11:14.000]  你看看《廣道大綱》裡
[00:11:14.000 --> 00:11:17.000]  新面記第十六章一至四節說了
[00:11:17.000 --> 00:11:19.000]  亞畢月他們要守逾越節
[00:11:19.000 --> 00:11:22.000]  因為上帝是那個月領他們出埃及
[00:11:22.000 --> 00:11:25.000]  上帝吩咐當日以色列人
[00:11:25.000 --> 00:11:27.000]  各家各戶要在正月十四的黃昏
[00:11:27.000 --> 00:11:31.000]  事先預備好那隻沒有殘血的羔羊
[00:11:31.000 --> 00:11:33.000]  要宰殺牠獻祭
[00:11:33.000 --> 00:11:36.000]  並且取一些羔羊的血
[00:11:36.000 --> 00:11:40.000]  將各家各戶塗在門框上
[00:11:40.000 --> 00:11:41.000]  到了晚上
[00:11:41.000 --> 00:11:45.000]  當上帝巡遊全國埃及地的時候
[00:11:45.000 --> 00:11:47.000]  要擊殺所有投生的時候
[00:11:47.000 --> 00:11:49.000]  那些人可以沒事?
[00:11:49.000 --> 00:11:52.000]  就是門框上有羔羊血記號
[00:11:52.000 --> 00:11:54.000]  上帝看到這個記號
[00:11:54.000 --> 00:11:57.000]  他就會越過所謂的「過節」
[00:11:57.000 --> 00:11:59.000]  這個就是逾越的意思
[00:11:59.000 --> 00:12:01.000]  越過不會擊殺的長子
[00:12:01.000 --> 00:12:04.000]  這個就是逾越節的由來
[00:12:04.000 --> 00:12:06.000]  現在摩西吩咐百姓
[00:12:06.000 --> 00:12:08.000]  不只是當日要守逾越節
[00:12:08.000 --> 00:12:12.000]  而是之後每年的亞畢月都要守逾越節
[00:12:12.000 --> 00:12:13.000]  吃逾越節的羔羊
[00:12:13.000 --> 00:12:15.000]  紀念上帝在那一個月
[00:12:15.000 --> 00:12:20.000]  將以色列人從埃及圍爐之地領出來
[00:12:20.000 --> 00:12:22.000]  我們很明白這個典故
[00:12:22.000 --> 00:12:26.000]  特別是上個月已經看完《出埃及記》
[00:12:26.000 --> 00:12:28.000]  在守節期的時候
[00:12:28.000 --> 00:12:32.000]  百姓不可以吃油餃餅
[00:12:32.000 --> 00:12:34.000]  要連續吃無餃餅七天
[00:12:34.000 --> 00:12:38.000]  目的是紀念當他們出埃及的時候
[00:12:38.000 --> 00:12:42.000]  走得很倉促、很蒼茫
[00:12:42.000 --> 00:12:45.000]  或者像經文說的很苦困
[00:12:45.000 --> 00:12:48.000]  如果大家記得《出埃及記》第十二章
[00:12:48.000 --> 00:12:51.000]  走難的情景是怎樣的
[00:12:51.000 --> 00:12:54.000]  以色列人在正月十四黃昏
[00:12:54.000 --> 00:12:55.000]  到黃昏之後
[00:12:55.000 --> 00:12:59.000]  各家各戶就要開始做一連串的行動
[00:12:59.000 --> 00:13:01.000]  宰殺逾越節的羔羊
[00:13:01.000 --> 00:13:05.000]  然後要把血塗在門框上
[00:13:05.000 --> 00:13:07.000]  然後又要急急忙忙
[00:13:07.000 --> 00:13:10.000]  將宰殺的羔羊烤煮
[00:13:10.000 --> 00:13:12.000]  然後又要馬上吃掉
[00:13:12.000 --> 00:13:14.000]  因為那些製肉不能留到過夜
[00:13:14.000 --> 00:13:16.000]  到了半夜
[00:13:16.000 --> 00:13:19.000]  上帝擊殺所有埃及長子之後
[00:13:19.000 --> 00:13:21.000]  法老就連夜急召摩西和阿倫
[00:13:21.000 --> 00:13:23.000]  說你帶走所有的以色列人
[00:13:23.000 --> 00:13:24.000]  馬上走
[00:13:24.000 --> 00:13:28.000]  那裡有多少人?
[00:13:28.000 --> 00:13:31.000]  可能有過百萬人
[00:13:31.000 --> 00:13:33.000]  立即離開埃及
[00:13:33.000 --> 00:13:35.000]  甚至連埃及人自己都趕走他們
[00:13:35.000 --> 00:13:36.000]  快點走
[00:13:36.000 --> 00:13:38.000]  當他們是瘟神送他們走
[00:13:38.000 --> 00:13:41.000]  於是所有百姓都急忙到一個地步
[00:13:41.000 --> 00:13:43.000]  就像經文說的
[00:13:43.000 --> 00:13:46.000]  拿著未發酵的生面
[00:13:46.000 --> 00:13:49.000]  馬上慌忙離開
[00:13:49.000 --> 00:13:50.000]  試想像一下
[00:13:50.000 --> 00:13:52.000]  大家都有去旅行的經驗
[00:13:52.000 --> 00:13:54.000]  如果一晚之內有這麼多行程
[00:13:54.000 --> 00:13:56.000]  辛苦嗎?
[00:13:56.000 --> 00:13:57.000]  當然辛苦
[00:13:57.000 --> 00:13:58.000]  你會罵死導遊
[00:13:58.000 --> 00:14:01.000]  突然說走就走
[00:14:01.000 --> 00:14:03.000]  你會覺得很匆忙
[00:14:03.000 --> 00:14:06.000]  更何況當時以色列人是逃難
[00:14:06.000 --> 00:14:07.000]  是逃亡
[00:14:07.000 --> 00:14:09.000]  所以你不難明白
[00:14:09.000 --> 00:14:11.000]  當日是多麼困苦
[00:14:11.000 --> 00:14:14.000]  你看到新命紀第十六章三節
[00:14:14.000 --> 00:14:17.000]  無教餅又有一個什麼名字?
[00:14:17.000 --> 00:14:19.000]  困苦餅
[00:14:19.000 --> 00:14:21.000]  它有一個註腳阿古屋
[00:14:21.000 --> 00:14:23.000]  因為以色列人當日
[00:14:23.000 --> 00:14:27.000]  本來是很急忙離開埃及
[00:14:27.000 --> 00:14:29.000]  所以無教餅七天
[00:14:29.000 --> 00:14:31.000]  不再是籠作的原因
[00:14:31.000 --> 00:14:35.000]  不是純粹將舊教送走
[00:14:35.000 --> 00:14:36.000]  迎接新教
[00:14:36.000 --> 00:14:38.000]  而是有一個新的屬靈意義
[00:14:38.000 --> 00:14:40.000]  就是要讓世世代代
[00:14:40.000 --> 00:14:42.000]  都紀念這段舊恩歷史
[00:14:42.000 --> 00:14:45.000]  雖然出埃及時非常困苦
[00:14:45.000 --> 00:14:49.000]  但上帝仍然保守住這群百姓
[00:14:49.000 --> 00:14:52.000]  拯救他們脫離這一切困苦
[00:14:52.000 --> 00:14:55.000]  至於如月節對新約教會
[00:14:55.000 --> 00:14:56.000]  對我們基督徒
[00:14:56.000 --> 00:14:58.000]  其實我們都不陌生
[00:14:58.000 --> 00:14:59.000]  我們都明白
[00:14:59.000 --> 00:15:02.000]  如月節那隻被宰的羔羊
[00:15:02.000 --> 00:15:04.000]  最終是指向誰?
[00:15:04.000 --> 00:15:06.000]  耶穌基督,我們都很明白
[00:15:06.000 --> 00:15:08.000]  所以我們每年
[00:15:08.000 --> 00:15:09.000]  特別是這段時間
[00:15:09.000 --> 00:15:10.000]  我們最清楚
[00:15:10.000 --> 00:15:11.000]  之前的大齋期
[00:15:11.000 --> 00:15:13.000]  和即將到來的壽苦節
[00:15:13.000 --> 00:15:14.000]  我們都紀念耶穌基督
[00:15:14.000 --> 00:15:16.000]  這隻被宰的如月節羔羊
[00:15:16.000 --> 00:15:18.000]  祂為世人捨命
[00:15:18.000 --> 00:15:21.000]  將我們從罪惡的困苦中
[00:15:21.000 --> 00:15:22.000]  拯救出來
[00:15:22.000 --> 00:15:24.000]  我們很清楚
[00:15:24.000 --> 00:15:27.000]  如月節本身對我們有什麼意義
[00:15:27.000 --> 00:15:29.000]  比較陌生的是之後那兩個
[00:15:29.000 --> 00:15:32.000]  七七節和鑄棚節
[00:15:32.000 --> 00:15:34.000]  而七七節是什麼意思呢?
[00:15:34.000 --> 00:15:37.000]  經文說九至十一節
[00:15:37.000 --> 00:15:39.000]  是開廉收割的日子
[00:15:39.000 --> 00:15:42.000]  即是他們開始收割大麥
[00:15:42.000 --> 00:15:44.000]  剛才我們說三四月
[00:15:44.000 --> 00:15:47.000]  要計算之後的七個七日
[00:15:47.000 --> 00:15:51.000]  也就是如月節之後的五十日
[00:15:51.000 --> 00:15:53.000]  這就是七七節
[00:15:53.000 --> 00:15:54.000]  所以剛才我們說
[00:15:54.000 --> 00:15:56.000]  七七節有另一個名字
[00:15:56.000 --> 00:15:57.000]  就是五秦節
[00:15:57.000 --> 00:15:59.000]  五秦節我們比較清楚
[00:15:59.000 --> 00:16:00.000]  我們新約教會
[00:16:00.000 --> 00:16:03.000]  很多教會都會慶祝五秦節
[00:16:03.000 --> 00:16:04.000]  聖靈降臨
[00:16:04.000 --> 00:16:06.000]  在短時間內
[00:16:06.000 --> 00:16:08.000]  那些大麥差不多收割完
[00:16:08.000 --> 00:16:11.000]  現在就開始陸續收割小麥
[00:16:11.000 --> 00:16:13.000]  和其他農產品
[00:16:13.000 --> 00:16:15.000]  譬如葡萄
[00:16:15.000 --> 00:16:17.000]  或者各種夏天的果實
[00:16:17.000 --> 00:16:18.000]  譬如橄欖
[00:16:18.000 --> 00:16:20.000]  所以七七節的前身
[00:16:20.000 --> 00:16:22.000]  是一個我們說收割
[00:16:22.000 --> 00:16:25.000]  慶祝農作收成的日子
[00:16:25.000 --> 00:16:27.000]  但是隨著以色列人
[00:16:27.000 --> 00:16:29.000]  那個救恩歷史的發展
[00:16:29.000 --> 00:16:30.000]  守節的原因
[00:16:30.000 --> 00:16:33.000]  也同時有所改變
[00:16:33.000 --> 00:16:37.000]  根據猶太拉比的傳統推算
[00:16:37.000 --> 00:16:40.000]  他們說如月節之後的第五十天
[00:16:40.000 --> 00:16:44.000]  其實剛好是以色列人離開埃及
[00:16:44.000 --> 00:16:48.000]  去到西乃抗野那一段日子
[00:16:48.000 --> 00:16:51.000]  期間發生了哪兩件大事?
[00:16:51.000 --> 00:16:53.000]  考考大家
[00:16:53.000 --> 00:16:54.000]  你們看了出埃及了
[00:16:54.000 --> 00:16:55.000]  去到西乃山
[00:16:55.000 --> 00:16:57.000]  最重要的兩件事是什麼?
[00:16:57.000 --> 00:17:01.000]  就是上帝和以色列人納藥
[00:17:01.000 --> 00:17:03.000]  納了藥之後還有什麼?
[00:17:03.000 --> 00:17:05.000]  頒佈律法
[00:17:05.000 --> 00:17:08.000]  你看到
[00:17:08.000 --> 00:17:12.000]  這就是以色列人最大的收穫
[00:17:12.000 --> 00:17:14.000]  最大的收割
[00:17:14.000 --> 00:17:17.000]  使得收割節原本只是
[00:17:17.000 --> 00:17:19.000]  慶祝農作收成的日子
[00:17:19.000 --> 00:17:20.000]  現在提升到七七節
[00:17:20.000 --> 00:17:23.000]  慶祝他們一個屬靈的豐收
[00:17:23.000 --> 00:17:24.000]  變成一個節期
[00:17:24.000 --> 00:17:26.000]  因為在這段時間
[00:17:26.000 --> 00:17:29.000]  以色列人收穫了一個新的身份
[00:17:29.000 --> 00:17:32.000]  是和上帝納藥的子民
[00:17:32.000 --> 00:17:36.000]  並且他們獲得上帝頒佈他們的律法
[00:17:36.000 --> 00:17:37.000]  所以
[00:17:37.000 --> 00:17:39.000]  以色列人每年守七七節
[00:17:39.000 --> 00:17:41.000]  或者所謂五旬節
[00:17:41.000 --> 00:17:45.000]  其實是一個對西乃之約的重溫
[00:17:45.000 --> 00:17:48.000]  紀念上帝和他的律法
[00:17:48.000 --> 00:17:52.000]  怎樣成為了以色列人的生活衣櫃
[00:17:52.000 --> 00:17:54.000]  提醒他們
[00:17:54.000 --> 00:17:58.000]  之所以有農作物的豐收收成
[00:17:58.000 --> 00:18:02.000]  原因不是純粹是因為氣候環境使然
[00:18:02.000 --> 00:18:05.000]  也不是人努力耕種
[00:18:05.000 --> 00:18:07.000]  是因為上帝在律法所說
[00:18:07.000 --> 00:18:09.000]  他守約、思、持、愛
[00:18:09.000 --> 00:18:11.000]  眷顧他的百姓
[00:18:11.000 --> 00:18:13.000]  透過農作業的產品
[00:18:13.000 --> 00:18:15.000]  來賜福、供應他們
[00:18:15.000 --> 00:18:16.000]  與此同時
[00:18:16.000 --> 00:18:20.000]  也是因為百姓願意遵守上帝的約
[00:18:20.000 --> 00:18:22.000]  遵行律法的吩咐
[00:18:22.000 --> 00:18:25.000]  所以他們透過農作物的收成
[00:18:25.000 --> 00:18:27.000]  經歷了上帝所賜的福
[00:18:27.000 --> 00:18:29.000]  整件事不同了
[00:18:29.000 --> 00:18:30.000]  因為屬靈的意義
[00:18:30.000 --> 00:18:34.000]  加進了他們循環不息的農耕週期
[00:18:34.000 --> 00:18:36.000]  變成了日復日的生活
[00:18:36.000 --> 00:18:38.000]  每年都是這樣
[00:18:38.000 --> 00:18:40.000]  但是有了信仰元素就不同了
[00:18:40.000 --> 00:18:43.000]  因為知道在營營役役的裏面
[00:18:43.000 --> 00:18:46.000]  背後是上帝的祝福和供應
[00:18:46.000 --> 00:18:47.000]  值得一提的是
[00:18:47.000 --> 00:18:50.000]  猶太人在每年過七七節的時候
[00:18:50.000 --> 00:18:53.000]  他們會重讀一卷舊約書卷
[00:18:53.000 --> 00:18:55.000]  叫做《路德記》
[00:18:55.000 --> 00:18:56.000]  為何讀《路德記》呢?
[00:18:56.000 --> 00:18:58.000]  一方面如果有看過《路德記》
[00:18:58.000 --> 00:18:59.000]  你會記得
[00:18:59.000 --> 00:19:03.000]  《路德記》出現了很多農作物收割的場景
[00:19:03.000 --> 00:19:08.000]  與七七節本身收割的背景相似
[00:19:08.000 --> 00:19:09.000]  另一方面
[00:19:09.000 --> 00:19:11.000]  《路德記》很強調一個主題
[00:19:11.000 --> 00:19:14.000]  就是要以恩慈去對待
[00:19:14.000 --> 00:19:17.000]  身邊有需要的弱勢社群
[00:19:17.000 --> 00:19:21.000]  這就是《生命記》強調的主題
[00:19:21.000 --> 00:19:22.000]  第十一節說的是甚麼呢?
[00:19:22.000 --> 00:19:24.000]  提醒以色列人
[00:19:24.000 --> 00:19:25.000]  在七七節的裏面
[00:19:25.000 --> 00:19:27.000]  不只是與家人
[00:19:27.000 --> 00:19:28.000]  不只是與你的仆彼
[00:19:28.000 --> 00:19:31.000]  而是要與城裏的利美人
[00:19:31.000 --> 00:19:33.000]  和寄居的
[00:19:33.000 --> 00:19:34.000]  和孤兒寡婦
[00:19:34.000 --> 00:19:37.000]  來分享上帝給他們的修成
[00:19:37.000 --> 00:19:40.000]  要一切的來歡樂
[00:19:40.000 --> 00:19:43.000]  這些人因為不同的原因
[00:19:43.000 --> 00:19:45.000]  他們沒有自己的土地
