
[00:00:00.000 --> 00:00:08.000]  今天「經憤」記載在菲律比書四章 一字九字
[00:06:25.000 --> 00:06:28.000]  不是壞人和壞人,或者好人和壞人之間的問題
[00:06:28.000 --> 00:06:31.000]  是兩個都愛主的人的問題
[00:06:31.000 --> 00:06:34.000]  明明兩個人都愛主,熱心侍奉
[00:06:34.000 --> 00:06:37.000]  他們的名字保羅都說寫在生命冊上
[00:06:37.000 --> 00:06:43.000]  但卻有可能因為性格、意見、處事的手法不同
[00:06:43.000 --> 00:06:45.000]  就會有嚴窮甚至不和
[00:06:45.000 --> 00:06:50.000]  嚴重的話可以影響到一個教會群體造成分裂矛盾
[00:06:50.000 --> 00:06:52.000]  窒礙教會的成長
[00:06:52.000 --> 00:06:56.000]  在這個時候就很需要有人在身邊提醒他們
[00:06:56.000 --> 00:07:01.000]  有人在身邊勸他們協助他們化解彼此之間的矛盾
[00:07:01.000 --> 00:07:05.000]  我們看到保羅其實他做了一個非常好的示範
[00:07:05.000 --> 00:07:08.000]  首先保羅保持中立
[00:07:08.000 --> 00:07:11.000]  你會見到他沒有偏袒任何一方
[00:07:11.000 --> 00:07:16.000]  經文原本是說他勸有阿諜,亦都勸秦都基
[00:07:16.000 --> 00:07:19.000]  兩個都勸,沒有說誰對誰錯
[00:07:19.000 --> 00:07:24.000]  保羅提醒他們兩個都要在主裏面去同心
[00:07:24.000 --> 00:07:27.000]  表明首先這是不是他們兩個人的私事
[00:07:27.000 --> 00:07:31.000]  不是,在主裏面即是說這件事是甚麼
[00:07:31.000 --> 00:07:37.000]  跟上帝有關的,跟耶穌有關,跟教會有關是公事
[00:07:37.000 --> 00:07:43.000]  這兩個人的不和是很大機會會有機會令到教會受虧損
[00:07:43.000 --> 00:07:46.000]  令到耶穌基督的身體受虧損
[00:07:46.000 --> 00:07:49.000]  事實上我們不難理解
[00:07:49.000 --> 00:07:53.000]  可能我們回教會來臨都會經歷過類似的情況
[00:07:53.000 --> 00:07:55.000]  我還記得我以前初信的時候
[00:07:55.000 --> 00:08:00.000]  我在團契裏面那時候大概信了主三四年左右
[00:08:00.000 --> 00:08:02.000]  當時我是團長
[00:08:02.000 --> 00:08:08.000]  當時那個團契即稱團契30歲左右
[00:08:08.000 --> 00:08:12.000]  你知道這些時間很容易會有男女拍拖
[00:08:12.000 --> 00:08:16.000]  拍拖的時候亦都有機會不和的時候會怎樣
[00:08:16.000 --> 00:08:19.000]  造成兩班人的對立
[00:08:19.000 --> 00:08:23.000]  你很難說哪一班人對錯有時感情的問題
[00:08:23.000 --> 00:08:27.000]  但自然很喜歡人就會在裏面分對錯
[00:08:27.000 --> 00:08:32.000]  雙方都有自己的認同者
[00:08:32.000 --> 00:08:35.000]  你站在中間怎樣做?
[00:08:35.000 --> 00:08:38.000]  不容易,有人提醒我一定要中立
[00:08:38.000 --> 00:08:41.000]  因為這不是純粹他們的感情糾紛
[00:08:41.000 --> 00:08:44.000]  這是在主流的公事
[00:08:44.000 --> 00:08:47.000]  你要持平,聽到雙方的意見
[00:08:47.000 --> 00:08:51.000]  並且讓他們看到,不是純粹感情的問題
[00:08:51.000 --> 00:08:54.000]  這是教會相交的事情
[00:08:54.000 --> 00:08:57.000]  要處理得很好,不只是解決你們的感情糾紛
[00:08:57.000 --> 00:09:03.000]  而是要怎樣竭力在主裏面去合一,去包容
[00:09:03.000 --> 00:09:06.000]  確實,弟兄姊妹,正如保羅所說
[00:09:06.000 --> 00:09:11.000]  他勸誘蝶、秦都基要回到主爺秀的裏面
[00:09:11.000 --> 00:09:15.000]  因為他們的關係不是靠人的意志或情商
[00:09:15.000 --> 00:09:18.000]  來達成和好
[00:09:18.000 --> 00:09:23.000]  而是要從屬靈層面來化解彼此之間的分歧
[00:09:23.000 --> 00:09:28.000]  唯有雙方都順服在耶穌基督的主權裏
[00:09:28.000 --> 00:09:30.000]  就像之前的菲律比書一直說的
[00:09:30.000 --> 00:09:33.000]  要以耶穌基督的心為心
[00:09:33.000 --> 00:09:36.000]  為了福音的緣故,為了上帝的緣故
[00:09:36.000 --> 00:09:38.000]  願意先放下自己
[00:09:38.000 --> 00:09:42.000]  願意謙卑來到上帝的面前
[00:09:42.000 --> 00:09:45.000]  看別人比自己重要
[00:09:45.000 --> 00:09:49.000]  看到對方其實和自己一樣都是上帝所做
[00:09:49.000 --> 00:09:51.000]  都是上帝所愛的兒女
[00:09:51.000 --> 00:09:54.000]  大家其實都是服侍同一位主
[00:09:54.000 --> 00:09:56.000]  唯有這樣在主的裏面
[00:09:56.000 --> 00:10:00.000]  人與人之間的分歧才有機會化解
[00:10:00.000 --> 00:10:04.000]  重新達致合一和同心
[00:10:04.000 --> 00:10:07.000]  事實上,弟兄姊妹,其實我們很明白
[00:10:07.000 --> 00:10:11.000]  我們屬靈群體真正的敵人
[00:10:11.000 --> 00:10:13.000]  第一個是誰?
[00:10:13.000 --> 00:10:15.000]  是誰?
[00:10:15.000 --> 00:10:18.000]  耶穌說是撒旦,是魔鬼
[00:10:18.000 --> 00:10:19.000]  但是在現實生活
[00:10:19.000 --> 00:10:22.000]  我們會否發覺有時基督徒花了很多力氣
[00:10:22.000 --> 00:10:25.000]  處理人事的問題?
[00:10:25.000 --> 00:10:27.000]  覺不覺?都覺?
[00:10:27.000 --> 00:10:32.000]  甚至有時會視弟兄姊妹為自己的對頭人
[00:10:32.000 --> 00:10:35.000]  甚至視她為敵人
[00:10:35.000 --> 00:10:40.000]  說她確實是魔鬼撒旦常用的伎倆
[00:10:40.000 --> 00:10:44.000]  來破壞基督身體的合一
[00:10:44.000 --> 00:10:46.000]  她很想轉移我們的視線焦點
[00:10:46.000 --> 00:10:53.000]  讓我們不知不覺將精力、人生耗費在不必要的爭拗裏
[00:10:53.000 --> 00:10:58.000]  無法履行上帝所託付給我們的使命
[00:10:58.000 --> 00:11:06.000]  我相信教會裏沒有人全心想做壞人,想傷害別人
[00:11:06.000 --> 00:11:11.000]  在座任務當中,你是立心回教會害人做壞人
[00:11:11.000 --> 00:11:14.000]  舉手給我看
[00:11:14.000 --> 00:11:16.000]  不會吧?
[00:11:16.000 --> 00:11:18.000]  如果有的話,待會再聊
[00:11:18.000 --> 00:11:21.000]  我們沒有立心回來害人、壞人
[00:11:21.000 --> 00:11:29.000]  我們每一個人都一定帶著良好的想法、語言、背景
[00:11:29.000 --> 00:11:33.000]  希望如何?我是為你好,我想教會好
[00:11:33.000 --> 00:11:36.000]  我們都是以這個出發點來和人相交
[00:11:36.000 --> 00:11:40.000]  不過,聖經裏面說我們的本相又是怎樣?
[00:11:40.000 --> 00:11:47.000]  我們是一群蒙恩的罪人,走在一起,越近又怎樣?
[00:11:47.000 --> 00:11:51.000]  越有機會互相刺傷對方
[00:11:51.000 --> 00:11:54.000]  我們都避免不了,因為我們真的不是完美
[00:11:54.000 --> 00:11:58.000]  我們看東西總會有看不完的地方
[00:11:58.000 --> 00:12:03.000]  我們有時看錯、看漏,有時可能是聽錯、聽漏
[00:12:03.000 --> 00:12:10.000]  又或者我們本來是想做一件好事,但時機掌握不了
[00:12:10.000 --> 00:12:14.000]  或者我們的用詞與氣不恰當,導致對方接收不了
[00:12:14.000 --> 00:12:18.000]  人與人之間的厭隙有時不是這樣產生
[00:12:18.000 --> 00:12:22.000]  是兩個好人之間的矛盾
[00:12:22.000 --> 00:12:28.000]  在這個時候,保羅提醒我們,真的要回到耶穌基督裏面
[00:12:28.000 --> 00:12:32.000]  你要將你的淑女生命安穩在耶穌裏面
[00:12:32.000 --> 00:12:36.000]  讓上帝監察我們的心思意念
[00:12:36.000 --> 00:12:39.000]  讓上帝潔淨我們的心思意念
[00:12:39.000 --> 00:12:42.000]  以致我們真的可以再一次以上帝的目光
[00:12:42.000 --> 00:12:45.000]  以耶穌基督由和謙卑的心腸
[00:12:45.000 --> 00:12:48.000]  回到我們的人際關係裏面
[00:12:48.000 --> 00:12:54.000]  使我們的言行真的可以榮耀上帝造就身邊的人
[00:12:54.000 --> 00:12:56.000]  這是保羅剛才提醒我們
[00:12:56.000 --> 00:13:00.000]  要再主流去面對人際之間的糾紛
[00:13:00.000 --> 00:13:06.000]  另一方面,你會留意到保羅在規勸尤亞諜和秦都基的同事
[00:13:06.000 --> 00:13:10.000]  他沒有忘記肯定他們的尾線事情
[00:13:10.000 --> 00:13:15.000]  他加許這兩位姐妹其實都是忠心愛主
[00:13:15.000 --> 00:13:21.000]  直至強調,直至強化他們和好的動力和意願
[00:13:21.000 --> 00:13:24.000]  除此以外,保羅可能都考慮到
[00:13:24.000 --> 00:13:26.000]  始終我們常說當局者迷
[00:13:26.000 --> 00:13:29.000]  兩個在吵架的人未必有動力
[00:13:29.000 --> 00:13:35.000]  未必有足夠的智慧和意願主動和好
[00:13:35.000 --> 00:13:40.000]  所以保羅就拜託另一位真實同父恩丫的同工
[00:13:40.000 --> 00:13:46.000]  來協助劃船,促進他們姐妹之間的和好
[00:13:46.000 --> 00:13:50.000]  保羅向我們示範了一個我們說勸說的智慧
[00:13:50.000 --> 00:13:54.000]  一方面你要有一個柔和的心,謙柔的心
[00:13:54.000 --> 00:13:57.000]  不要只是看到別人的問題
[00:13:57.000 --> 00:14:01.000]  不要只是追著別人做得不好的地方
[00:14:01.000 --> 00:14:07.000]  而忘記了對方其實有些事情值得欣賞,值得肯定
[00:14:07.000 --> 00:14:10.000]  因為對方和我們一樣都是上帝所做的
[00:14:10.000 --> 00:14:13.000]  有上帝的尾線,有上帝給他的獨特性
[00:14:13.000 --> 00:14:17.000]  我們在提醒,我們在督責的同時
[00:14:17.000 --> 00:14:21.000]  不要忘記去發掘欣賞,肯定對方這些尾線
[00:14:21.000 --> 00:14:26.000]  特別是他一些良好的動機和品格
[00:14:26.000 --> 00:14:29.000]  特別不知道大家有沒有留意
[00:14:29.000 --> 00:14:33.000]  我們勸說的時候,經常說「不過」這兩個字
[00:14:33.000 --> 00:14:36.000]  有沒有留意?我們和別人對話的時候
[00:14:36.000 --> 00:14:39.000]  可能我們先讚好,你看上去都不錯,這件事都做得不錯
[00:14:39.000 --> 00:14:43.000]  不過,這兩個字又如何?
[00:14:43.000 --> 00:14:46.000]  將你之前的欣賞肯定化解了
[00:14:46.000 --> 00:14:48.000]  所以我看過有人說得好
[00:14:48.000 --> 00:14:51.000]  他說其實和別人溝通,特別在你勸說的時候
[00:14:51.000 --> 00:14:54.000]  化解恩怨的時候,你少些說「but」
[00:14:54.000 --> 00:14:56.000]  多些說「and」
[00:14:56.000 --> 00:14:59.000]  意思是什麼呢?其實你都做得很好
[00:14:59.000 --> 00:15:04.000]  只要你再做這件事,就更好
[00:15:04.000 --> 00:15:09.000]  如果你肯這樣留心這件事,就會更好
[00:15:09.000 --> 00:15:14.000]  豈不是更加能夠造就人,更加能夠幫助人改進呢?
[00:15:14.000 --> 00:15:18.000]  所以真的,很多時候我們很容易說一大堆讚美的說話
[00:15:18.000 --> 00:15:20.000]  肯定的說話,但突然間說「不過」
[00:15:20.000 --> 00:15:23.000]  大家都會知道,那個才是你的重點
[00:15:23.000 --> 00:15:28.000]  但很多時候這句說話,就是將你之前的欣賞肯定前功盡廢
[00:15:28.000 --> 00:15:31.000]  好像倒了進海一樣,對方聽不入耳
[00:15:31.000 --> 00:15:36.000]  另一方面,你會看到,在勸說的過程裏面
[00:15:36.000 --> 00:15:39.000]  找一個對的人是很重要的
[00:15:39.000 --> 00:15:43.000]  找一個懂得去滑船,懂得去勸教的人
[00:15:43.000 --> 00:15:45.000]  是非常之重要的
[00:15:45.000 --> 00:15:48.000]  有沒有見過一些不太成熟的人
[00:15:48.000 --> 00:15:51.000]  他越勸教又如何?越壞事
[00:15:51.000 --> 00:15:54.000]  我們說「拿著火水去救火」
[00:15:54.000 --> 00:15:56.000]  拿著火水去救火,即是怎樣?
[00:15:56.000 --> 00:16:00.000]  越潑就越燒得含含聲
[00:16:00.000 --> 00:16:04.000]  很多時候因為是勸教的人,或者說篤責的人
[00:16:04.000 --> 00:16:06.000]  他自己都沒有在主的裏面
[00:16:06.000 --> 00:16:09.000]  他都沒有首先去疏離他自己的情緒
[00:16:09.000 --> 00:16:11.000]  可能他對當事人都有點不滿
[00:16:11.000 --> 00:16:13.000]  在勸說的時候,一併爆發出來
[00:16:13.000 --> 00:16:16.000]  熱至到火上加油
[00:16:16.000 --> 00:16:20.000]  越勸說,反而越勒著更多的人
[00:16:20.000 --> 00:16:23.000]  擴大更多的矛盾對立面
[00:16:23.000 --> 00:16:25.000]  相反,保留這裏說
[00:16:25.000 --> 00:16:29.000]  你拜託一位在靈裏面成熟的長輩
[00:16:29.000 --> 00:16:31.000]  一方面他會保持中立
[00:16:31.000 --> 00:16:34.000]  另一方面,他不會偏袒任何一方
[00:16:34.000 --> 00:16:37.000]  他會聽取雙方的意見
[00:16:37.000 --> 00:16:41.000]  並且他會堅持在主裏面的大原則
[00:16:41.000 --> 00:16:45.000]  他確實說的話不是要拆毀人
[00:16:45.000 --> 00:16:47.000]  不是要增添人的煩惱
[00:16:47.000 --> 00:16:53.000]  而是要造就人,幫人帶到耶穌基督的面前
[00:16:53.000 --> 00:16:56.000]  發揮穿針人線的作用
[00:16:56.000 --> 00:16:59.000]  所以丁姐妹其實單單保留這兩句說話
[00:16:59.000 --> 00:17:01.000]  其實提醒我們
[00:17:01.000 --> 00:17:04.000]  我們避免不了人際關係的問題
[00:17:04.000 --> 00:17:05.000]  你跟我回教會
[00:17:05.000 --> 00:17:09.000]  本身一個很重要的課題就是怎樣?
[00:17:09.000 --> 00:17:11.000]  相教
[00:17:11.000 --> 00:17:12.000]  我們信了耶穌之後
[00:17:12.000 --> 00:17:16.000]  不是孤零零自己躲在房間裡讀聖經就搞定
[00:17:16.000 --> 00:17:19.000]  我們一定要面對人,避免不了
[00:17:19.000 --> 00:17:21.000]  面對人的過程裏面
[00:17:21.000 --> 00:17:25.000]  越陷入陷阱,就有機會沒有風險被傷害
[00:17:25.000 --> 00:17:28.000]  或者反過來是你傷害人
[00:17:28.000 --> 00:17:34.000]  所以其實我們都需要多多少少學會怎樣去面對處理人際關係
[00:17:34.000 --> 00:17:37.000]  所以你會發覺今年教會都開了一些
[00:17:37.000 --> 00:17:41.000]  與人際關係相關的主一學或者說門訓營會
[00:17:41.000 --> 00:17:44.000]  很想幫助大家來到我們怎樣在上帝的裏面
[00:17:44.000 --> 00:17:48.000]  在耶穌基督裏面有智慧去認識自己認識別人
[00:17:48.000 --> 00:17:51.000]  又或者進一步幫助自己和別人
[00:17:51.000 --> 00:17:55.000]  在那些分歧裏面怎樣處理得合意
[00:17:55.000 --> 00:17:59.000]  怎樣可以榮神益人建立一個健康的人際關係
[00:17:59.000 --> 00:18:00.000]  屬靈關係
[00:18:00.000 --> 00:18:02.000]  好,我們再看下去
[00:18:02.000 --> 00:18:05.000]  我們再看餘下四至七節
[00:18:05.000 --> 00:18:06.000]  我想請大家讀一讀,好嗎?
[00:18:06.000 --> 00:18:08.000]  我們有一段很熟悉的經文
[00:18:08.000 --> 00:18:10.000]  《菲律賓書》四至七節,預備起
[00:18:10.000 --> 00:18:16.000]  你們要教主上上基督,我在說,你們要理內
[00:18:16.000 --> 00:18:21.000]  當要眾人知道,你們必須要穿上主義的衣服
[00:18:21.000 --> 00:18:24.000]  主義的衣服,應當人好化了
[00:18:24.000 --> 00:18:29.000]  主要是萬事節的高高,以外就不安靜
[00:18:29.000 --> 00:18:31.000]  將你們所要的基督教會
[00:18:31.000 --> 00:18:35.000]  告訴神,神所賜出人意外的平安
[00:18:35.000 --> 00:18:41.000]  必在基督耶穌裏保守你們的心懷意念
[00:18:41.000 --> 00:18:43.000]  你會發覺這段經文我們熟悉得不得了
[00:18:43.000 --> 00:18:47.000]  裏面很多都是我們很喜愛的金句
[00:18:47.000 --> 00:18:50.000]  保羅他說,面對教會,無論在外面有威脅
[00:18:50.000 --> 00:18:53.000]  內部亦都有一些隱患的時候
[00:18:53.000 --> 00:18:56.000]  他提醒了幾個很重要的原則
[00:18:56.000 --> 00:18:59.000]  要求信徒來執行
[00:18:59.000 --> 00:19:03.000]  首先他命令丁姐妹要常常喜樂
[00:19:03.000 --> 00:19:05.000]  不單單說一次,要說兩次
[00:19:05.000 --> 00:19:07.000]  要靠主常常喜樂
[00:19:07.000 --> 00:19:11.000]  不過,實際如何去遵行這個命令
[00:19:11.000 --> 00:19:14.000]  人有時,是否真的可以時時刻刻
[00:19:14.000 --> 00:19:17.000]  都維持做一個歡喜快樂的心情
[00:19:17.000 --> 00:19:19.000]  可不可以?
[00:19:19.000 --> 00:19:22.000]  可不可以時時刻刻都維持一個歡喜快樂的情緒
[00:19:22.000 --> 00:19:24.000]  做不到的,現況
[00:19:24.000 --> 00:19:27.000]  到底保羅這段,我們說
[00:19:27.000 --> 00:19:30.000]  看上去每個字都明,靠主喜樂,常常喜樂
[00:19:30.000 --> 00:19:32.000]  但實際如何做得到呢?
[00:19:32.000 --> 00:19:34.000]  話說有個小朋友跟媽媽說
[00:19:34.000 --> 00:19:37.000]  媽媽,你暑假了,你買部遊戲機給我
[00:19:37.000 --> 00:19:40.000]  我很恨,你買給我,我就有喜樂
[00:19:40.000 --> 00:19:43.000]  於是父母就用聖經跟他說
[00:19:43.000 --> 00:19:46.000]  兒子,你的喜樂與有沒有好事
[00:19:46.000 --> 00:19:49.000]  臨到你的身上是沒有關係的
[00:19:49.000 --> 00:19:51.000]  你的喜樂與有沒有這部遊戲機
[00:19:51.000 --> 00:19:53.000]  亦都不是必然的
[00:19:53.000 --> 00:19:56.000]  你的喜樂與你的期望達不達到
[00:19:56.000 --> 00:19:59.000]  亦都沒有一定程度的關係
[00:19:59.000 --> 00:20:03.000]  喜樂是你個人本身的責任
[00:20:03.000 --> 00:20:06.000]  這句說話相當有意思
[00:20:06.000 --> 00:20:09.000]  喜樂是我們個人的責任
[00:20:09.000 --> 00:20:14.000]  喜樂是上帝要求我們培育出一種做人的態度
[00:20:14.000 --> 00:20:17.000]  偶爾我們可能會聽到身邊的人說
[00:20:17.000 --> 00:20:21.000]  等我找到這份好功,我就會有喜樂
[00:20:21.000 --> 00:20:26.000]  等我找到我所摯愛的,與他長相廝守
[00:20:26.000 --> 00:20:28.000]  我就會有喜樂
[00:20:28.000 --> 00:20:31.000]  等我賺夠,退休,就會有喜樂
[00:20:31.000 --> 00:20:35.000]  等我捱大了子女出生,就有喜樂
[00:20:35.000 --> 00:20:39.000]  等我這個病治好,我就可以有喜樂
[00:20:39.000 --> 00:20:40.000]  有沒有聽過?
[00:20:40.000 --> 00:20:43.000]  可能有時我們自己都這樣想
[00:20:43.000 --> 00:20:46.000]  不過你會發覺上述的例子
[00:20:46.000 --> 00:20:49.000]  最後即使他們的心願目標都達成
[00:20:49.000 --> 00:20:52.000]  是不是一定就會常常喜樂?
[00:20:52.000 --> 00:20:54.000]  卻又不是
[00:20:54.000 --> 00:20:56.000]  是不是他們不夠努力?
[00:20:56.000 --> 00:20:57.000]  不是
[00:20:57.000 --> 00:21:02.000]  是不是他們很希望達成目標的意念不夠執著?
[00:21:02.000 --> 00:21:04.000]  通常也不是
[00:21:04.000 --> 00:21:09.000]  而是很多時候人會將喜樂的次序調轉了
[00:21:09.000 --> 00:21:14.000]  他們將喜樂視為一種結果,視為一種副產品
[00:21:14.000 --> 00:21:20.000]  等我得到某樣東西滿足的時候,我才可以喜樂
[00:21:20.000 --> 00:21:24.000]  保羅這裏卻是要改變我們這種想法
[00:21:24.000 --> 00:21:28.000]  他提醒我們,首先是要靠主來喜樂
[00:21:28.000 --> 00:21:31.000]  他不是呼籲我們要維持一種喜樂的情緒
[00:21:31.000 --> 00:21:33.000]  靠自己的意志
[00:21:33.000 --> 00:21:35.000]  他要提醒我們
[00:21:35.000 --> 00:21:39.000]  你要確信凡事有上帝的掌管
[00:21:39.000 --> 00:21:43.000]  並且認定上帝是美善的,上帝是會愛我們
[00:21:43.000 --> 00:21:47.000]  所以我們可以憑信心宣告
[00:21:47.000 --> 00:21:49.000]  沒有任何事情,沒有任何權勢
[00:21:49.000 --> 00:21:54.000]  可以破壞上帝的美善旨意在我們身上彰顯
[00:21:54.000 --> 00:21:56.000]  因為上帝看著我們
[00:21:56.000 --> 00:21:59.000]  所以我們可以上上喜樂
[00:21:59.000 --> 00:22:01.000]  就是這個意思
[00:22:01.000 --> 00:22:05.000]  沒有特別原因,不是因為我某些願望達成
[00:22:05.000 --> 00:22:07.000]  不是因為我跨過某個逆境
[00:22:07.000 --> 00:22:10.000]  甚至不是我在困難裏找到一些人生意義
[00:22:10.000 --> 00:22:12.000]  全部都不是
[00:22:12.000 --> 00:22:15.000]  單單是因為有上帝
[00:22:15.000 --> 00:22:18.000]  是因為一切上帝包底,上帝搞定
[00:22:18.000 --> 00:22:23.000]  所以你可以安心靠近上帝的喜樂
[00:22:23.000 --> 00:22:26.000]  換句話說,保羅強調上上喜樂
[00:22:26.000 --> 00:22:29.000]  和我們環境的信義沒有必然關係
[00:22:29.000 --> 00:22:34.000]  上上喜樂反而反映你和上帝的關係
