
[00:00:00.000 --> 00:00:12.000]  今日要為大家讀出的經文是在大家手上的聖經新約瑪太福音第十四章二十二到三十三節
[00:01:49.000 --> 00:01:51.000]  請大家靜一靜
[00:01:51.000 --> 00:01:57.000]  各位姐妹平安
[00:01:57.000 --> 00:01:59.000]  感謝主我們今天來到教會
[00:01:59.000 --> 00:02:01.000]  一齊來到敬拜上帝
[00:02:01.000 --> 00:02:03.000]  不知道大家在年輕的時候
[00:02:03.000 --> 00:02:05.000]  有沒有做過一些傻事
[00:02:05.000 --> 00:02:08.000]  年輕人的標誌就是做傻事
[00:02:08.000 --> 00:02:11.000]  在小弟年輕的日子
[00:02:11.000 --> 00:02:15.000]  曾經和一班同學
[00:02:15.000 --> 00:02:18.000]  一起去到大嶼山的長沙
[00:02:18.000 --> 00:02:20.000]  去度假屋
[00:02:20.000 --> 00:02:22.000]  去宿營
[00:02:22.000 --> 00:02:24.000]  也不是什麼傻事
[00:02:24.000 --> 00:02:27.000]  不過晚上覺得悶悶的
[00:02:27.000 --> 00:02:30.000]  於是在晚上漆黑一片的沙灘
[00:02:30.000 --> 00:02:32.000]  幾個男孩就說
[00:02:32.000 --> 00:02:34.000]  不如我們立即下去沙灘游泳
[00:02:34.000 --> 00:02:36.000]  那時候大概晚上
[00:02:36.000 --> 00:02:39.000]  可能是十二點多一點鐘的時間
[00:02:39.000 --> 00:02:41.000]  其實挺危險的
[00:02:41.000 --> 00:02:44.000]  我媽媽臨回天家之前
[00:02:44.000 --> 00:02:46.000]  我沒有將這件事告訴她
[00:02:46.000 --> 00:02:48.000]  很重要
[00:02:48.000 --> 00:02:54.000]  當我們一起去沙灘游泳的時候
[00:02:54.000 --> 00:02:57.000]  在遠處游泳的時候
[00:02:57.000 --> 00:02:59.000]  覺得很爽
[00:02:59.000 --> 00:03:00.000]  又沒有夠醒
[00:03:00.000 --> 00:03:02.000]  天氣又很舒服
[00:03:02.000 --> 00:03:04.000]  但在遠處游泳的時候
[00:03:04.000 --> 00:03:07.000]  我看到在海平線那裡
[00:03:07.000 --> 00:03:09.000]  有些白色的東西在飄
[00:03:09.000 --> 00:03:11.000]  然後就很害怕
[00:03:11.000 --> 00:03:13.000]  但害怕的時候又不敢出聲
[00:03:13.000 --> 00:03:15.000]  大家是一班男孩
[00:03:15.000 --> 00:03:17.000]  害怕的時候會很懦弱
[00:03:17.000 --> 00:03:18.000]  所以就說
[00:03:18.000 --> 00:03:20.000]  我有點不舒服
[00:03:20.000 --> 00:03:22.000]  不過你看那裡好像有些白色的東西
[00:03:22.000 --> 00:03:23.000]  我先游回岸邊
[00:03:23.000 --> 00:03:25.000]  然後再跟同學說
[00:03:25.000 --> 00:03:26.000]  其實害怕
[00:03:26.000 --> 00:03:29.000]  但又要假裝想回去休息一下
[00:03:29.000 --> 00:03:31.000]  我幾個同學就說
[00:03:31.000 --> 00:03:32.000]  你害怕而已
[00:03:32.000 --> 00:03:33.000]  不用害怕
[00:03:33.000 --> 00:03:35.000]  然後他們自己就跑過去
[00:03:35.000 --> 00:03:38.000]  跑去那些白色飄在那裡
[00:03:38.000 --> 00:03:40.000]  我看到他們的時候
[00:03:40.000 --> 00:03:41.000]  我真的非常害怕
[00:03:41.000 --> 00:03:42.000]  還跑過去
[00:03:42.000 --> 00:03:43.000]  這麼恐怖的東西
[00:03:43.000 --> 00:03:44.000]  還跑過去游泳
[00:03:44.000 --> 00:03:46.000]  我跟同學就相反方向
[00:03:46.000 --> 00:03:48.000]  我就回到岸邊
[00:03:48.000 --> 00:03:51.000]  他們就一直游出去海中心
[00:03:51.000 --> 00:03:53.000]  那時候因為水不是太漲
[00:03:53.000 --> 00:03:55.000]  游了一會之後
[00:03:55.000 --> 00:03:57.000]  就去到那個白色位置
[00:03:57.000 --> 00:03:59.000]  我離遠遠的
[00:03:59.000 --> 00:04:00.000]  手遮著眼睛
[00:04:00.000 --> 00:04:01.000]  糟了
[00:04:01.000 --> 00:04:03.000]  他們會不會有事
[00:04:03.000 --> 00:04:05.000]  腦裡就有很多畫面
[00:04:05.000 --> 00:04:06.000]  如果有事的話
[00:04:06.000 --> 00:04:08.000]  我會不會拖一隻船出去救他們
[00:04:08.000 --> 00:04:10.000]  或者馬上回家等等
[00:04:10.000 --> 00:04:12.000]  在一直害怕的時候
[00:04:12.000 --> 00:04:14.000]  那班同學就出去的時候
[00:04:14.000 --> 00:04:16.000]  就說不用怕
[00:04:16.000 --> 00:04:18.000]  馬上把手拉起來
[00:04:18.000 --> 00:04:20.000]  原來是一個白色的膠袋
[00:04:20.000 --> 00:04:26.000]  被一個木的裝柱卡住了
[00:04:26.000 --> 00:04:27.000]  有風在吹
[00:04:27.000 --> 00:04:29.000]  所以就在那裡飄來飄去
[00:04:29.000 --> 00:04:31.000]  自己嚇自己
[00:04:31.000 --> 00:04:33.000]  看到他們這樣的時候
[00:04:33.000 --> 00:04:34.000]  我就鬆了一口氣
[00:04:34.000 --> 00:04:35.000]  自己嚇自己
[00:04:35.000 --> 00:04:36.000]  膠袋來了
[00:04:36.000 --> 00:04:37.000]  然後他們再離遠
[00:04:37.000 --> 00:04:38.000]  還有事
[00:04:38.000 --> 00:04:39.000]  還有什麼
[00:04:39.000 --> 00:04:41.000]  手就馬上拉起來
[00:04:41.000 --> 00:04:43.000]  我心裡就想
[00:04:43.000 --> 00:04:45.000]  糟了是不是人頭
[00:04:45.000 --> 00:04:47.000]  我真的怕得不得了
[00:04:47.000 --> 00:04:48.000]  拉起來之後
[00:04:48.000 --> 00:04:50.000]  原來有個浮波
[00:04:50.000 --> 00:04:52.000]  有個網和海草在那裡
[00:04:52.000 --> 00:04:53.000]  浮在那裡
[00:04:53.000 --> 00:04:54.000]  拉起來
[00:04:54.000 --> 00:04:55.000]  遠看就像人頭
[00:04:55.000 --> 00:04:57.000]  其實是一個浮波
[00:04:57.000 --> 00:04:59.000]  多了這幾個同學
[00:04:59.000 --> 00:05:03.000]  他們沒有懼怕
[00:05:03.000 --> 00:05:05.000]  幫我解了我心裡
[00:05:05.000 --> 00:05:08.000]  很多想像恐怖的場景
[00:05:08.000 --> 00:05:09.000]  如果我不處理
[00:05:09.000 --> 00:05:11.000]  可能那晚在長山的道家屋
[00:05:11.000 --> 00:05:13.000]  我睡不著
[00:05:13.000 --> 00:05:15.000]  這個故事
[00:05:15.000 --> 00:05:16.000]  說的是一件事
[00:05:16.000 --> 00:05:19.000]  原來人裡面有很多恐懼
[00:05:19.000 --> 00:05:21.000]  有些恐懼
[00:05:21.000 --> 00:05:23.000]  其實是自己嚇自己的
[00:05:23.000 --> 00:05:25.000]  更多的恐懼
[00:05:25.000 --> 00:05:27.000]  有些心理學家說
[00:05:27.000 --> 00:05:29.000]  原來恐懼有時候很厲害
[00:05:29.000 --> 00:05:31.000]  是來自有些人的想像力特別豐富的人
[00:05:31.000 --> 00:05:33.000]  特別多恐懼
[00:05:33.000 --> 00:05:35.000]  因為有些事情不是真實出現
[00:05:35.000 --> 00:05:37.000]  但在腦子裡面已經繪形繪聲
[00:05:37.000 --> 00:05:39.000]  有很多事情
[00:05:39.000 --> 00:05:43.000]  某程度上威嚇你
[00:05:43.000 --> 00:05:45.000]  或者你的心靈裡面
[00:05:45.000 --> 00:05:47.000]  有很多舊時積累了的
[00:05:47.000 --> 00:05:48.000]  有些事情還沒處理
[00:05:48.000 --> 00:05:50.000]  以致到某時某刻
[00:05:50.000 --> 00:05:51.000]  將這些恐懼
[00:05:51.000 --> 00:05:53.000]  或者將這種感覺
[00:05:53.000 --> 00:05:55.000]  籠罩在你的生命當中
[00:05:55.000 --> 00:05:57.000]  剛才那些只是人生小片段
[00:05:57.000 --> 00:05:59.000]  但原來人生裡面
[00:05:59.000 --> 00:06:01.000]  其實你和我都有不同
[00:06:01.000 --> 00:06:02.000]  害怕的事情
[00:06:02.000 --> 00:06:03.000]  恐懼的事情
[00:06:03.000 --> 00:06:05.000]  如果這些恐懼的事情
[00:06:05.000 --> 00:06:07.000]  我們處理的時候
[00:06:07.000 --> 00:06:09.000]  會令到我們的生命裡面
[00:06:09.000 --> 00:06:11.000]  會慢慢積累
[00:06:11.000 --> 00:06:13.000]  甚至會將其他的感受
[00:06:13.000 --> 00:06:14.000]  炒在一起
[00:06:14.000 --> 00:06:16.000]  有時候我們會將厭惡和恐懼
[00:06:16.000 --> 00:06:17.000]  混在一起
[00:06:17.000 --> 00:06:19.000]  最簡單的例子就是蟑螂
[00:06:19.000 --> 00:06:20.000]  有些女士很害怕蟑螂
[00:06:20.000 --> 00:06:22.000]  害怕到臉都青了
[00:06:22.000 --> 00:06:24.000]  其實你一腳就能夠打死牠
[00:06:24.000 --> 00:06:26.000]  但為什麼你會這麼害怕牠呢?
[00:06:26.000 --> 00:06:27.000]  牠說很噁心
[00:06:27.000 --> 00:06:29.000]  其實噁心也不需要害怕
[00:06:29.000 --> 00:06:30.000]  牠看到我都很噁心
[00:06:30.000 --> 00:06:32.000]  其實牠不會很害怕我
[00:06:32.000 --> 00:06:34.000]  其實同樣
[00:06:34.000 --> 00:06:36.000]  有時候將恐懼混在一起
[00:06:36.000 --> 00:06:37.000]  很多事情
[00:06:37.000 --> 00:06:38.000]  就會成為一個
[00:06:38.000 --> 00:06:40.000]  合制著我們心靈
[00:06:40.000 --> 00:06:42.000]  很多人生
[00:06:42.000 --> 00:06:44.000]  很多很奇怪或很荒謬的事情
[00:06:44.000 --> 00:06:46.000]  就會出現了
[00:06:46.000 --> 00:06:48.000]  今天我們從這個角度來看看
[00:06:48.000 --> 00:06:49.000]  這一段經文
[00:06:49.000 --> 00:06:51.000]  其實在《馬可福音》裡面
[00:06:51.000 --> 00:06:54.000]  他講到恐懼和信心
[00:06:54.000 --> 00:06:56.000]  特別是在《馬太福音》第十四章
[00:06:56.000 --> 00:06:57.000]  至第十七章
[00:06:57.000 --> 00:06:59.000]  這個篇幅叫做信心
[00:06:59.000 --> 00:07:01.000]  和恐懼的篇幅
[00:07:01.000 --> 00:07:03.000]  耶穌用不同的場景
[00:07:03.000 --> 00:07:05.000]  特別是一班門徒
[00:07:05.000 --> 00:07:07.000]  去經歷這個全道的訓練
[00:07:07.000 --> 00:07:09.000]  一個門徒訓練的過程裡面
[00:07:09.000 --> 00:07:11.000]  他們都需要挑戰
[00:07:11.000 --> 00:07:13.000]  生命裡面有很多的恐懼
[00:07:13.000 --> 00:07:16.000]  藉著耶穌的同在
[00:07:16.000 --> 00:07:18.000]  和耶穌的教導
[00:07:18.000 --> 00:07:20.000]  一步一步幫助這一班
[00:07:20.000 --> 00:07:25.000]  曾經都經歷過風浪的一班漁民
[00:07:25.000 --> 00:07:27.000]  或者一班男士
[00:07:27.000 --> 00:07:29.000]  幫他們可以更上一層樓
[00:07:29.000 --> 00:07:32.000]  讓他們的生命可以承擔這個的詔命
[00:07:32.000 --> 00:07:34.000]  希望今天我們看這一段經文的時候
[00:07:34.000 --> 00:07:37.000]  給我們有多一點的亮光啟迪
[00:07:37.000 --> 00:07:38.000]  或者一路深思
[00:07:38.000 --> 00:07:40.000]  想想我生命裡面有沒有一些恐懼
[00:07:40.000 --> 00:07:41.000]  其實籠罩著我們
[00:07:41.000 --> 00:07:43.000]  以致我們今天生活
[00:07:43.000 --> 00:07:45.000]  好像沒有辦法再踏前
[00:07:45.000 --> 00:07:46.000]  希望今天這一篇訊息
[00:07:46.000 --> 00:07:47.000]  可以幫助到我們
[00:07:47.000 --> 00:07:48.000]  我們一起祈禱
[00:07:48.000 --> 00:07:49.000]  求聖靈幫助我們
[00:07:49.000 --> 00:07:50.000]  讓我們明白話語
[00:07:50.000 --> 00:07:51.000]  同心祈禱
[00:07:51.000 --> 00:07:55.000]  天父上帝願祢在我們當中
[00:07:55.000 --> 00:07:56.000]  帶領我們眾人
[00:07:56.000 --> 00:07:58.000]  求祢對我們講說話
[00:07:58.000 --> 00:08:00.000]  幫助每位弟兄姊妹聽得明白
[00:08:00.000 --> 00:08:02.000]  幫助孫講的講得清楚
[00:08:02.000 --> 00:08:07.000]  願祢的話語將祢的心意傳遞出來
[00:08:07.000 --> 00:08:08.000]  讓我們一同領受
[00:08:08.000 --> 00:08:09.000]  讓我們在這個世代
[00:08:09.000 --> 00:08:11.000]  成為祢喜悅的子民
[00:08:11.000 --> 00:08:12.000]  恭敬將來的時間交託
[00:08:12.000 --> 00:08:14.000]  願耶穌基督祢親自帶領
[00:08:14.000 --> 00:08:15.000]  獻上祈禱
[00:08:15.000 --> 00:08:17.000]  奉基督耶穌得聖的聖名
[00:08:17.000 --> 00:08:18.000]  Amen
[00:08:18.000 --> 00:08:19.000]  好 我們一起看聖經
[00:08:19.000 --> 00:08:21.000]  在馬達荒第十四章第二十二節
[00:08:21.000 --> 00:08:24.000]  這裡講到耶穌催門徒上船
[00:08:24.000 --> 00:08:26.000]  去到岸的另一邊
[00:08:26.000 --> 00:08:27.000]  為什麼要這樣做呢?
[00:08:27.000 --> 00:08:30.000]  其實是因為耶穌收到一個消息
[00:08:30.000 --> 00:08:32.000]  就是斯贈若翰比希律
[00:08:32.000 --> 00:08:34.000]  已死亡
[00:08:34.000 --> 00:08:36.000]  耶穌收到這個消息的時候
[00:08:36.000 --> 00:08:38.000]  其實是想上山
[00:08:38.000 --> 00:08:40.000]  獨自來祈禱
[00:08:40.000 --> 00:08:41.000]  安靜一下
[00:08:41.000 --> 00:08:44.000]  不過在祂做這件事的時候
[00:08:44.000 --> 00:08:46.000]  有很多的群眾跟著祂
[00:08:46.000 --> 00:08:49.000]  耶穌看到這一群人孤苦流離
[00:08:49.000 --> 00:08:51.000]  於是用五個餅
[00:08:51.000 --> 00:08:53.000]  兩個魚餵飽五千人
[00:08:53.000 --> 00:08:55.000]  使得這一群人
[00:08:55.000 --> 00:08:57.000]  某程度上
[00:08:57.000 --> 00:08:58.000]  土福又飽足
[00:08:58.000 --> 00:08:59.000]  又跟他們講道
[00:08:59.000 --> 00:09:01.000]  跟他們同在一段日子
[00:09:01.000 --> 00:09:03.000]  接著做完這個神蹟之後
[00:09:03.000 --> 00:09:05.000]  耶穌真的要休息了
[00:09:05.000 --> 00:09:07.000]  耶穌真的要祈禱了
[00:09:07.000 --> 00:09:09.000]  將那些眾人
[00:09:09.000 --> 00:09:11.000]  安排他們回到自己的地方
[00:09:11.000 --> 00:09:13.000]  接著耶穌和門徒
[00:09:13.000 --> 00:09:16.000]  離開那個地方
[00:09:16.000 --> 00:09:18.000]  那麼耶穌在過程裡面
[00:09:18.000 --> 00:09:21.000]  因為要自己獨自來祈禱
[00:09:21.000 --> 00:09:23.000]  所以安排那十二個門徒
[00:09:23.000 --> 00:09:26.000]  坐船離開岸邊
[00:09:26.000 --> 00:09:28.000]  然後他自己一個人
[00:09:28.000 --> 00:09:30.000]  就上山上面祈禱
[00:09:30.000 --> 00:09:31.000]  這個就是那個篇幅
[00:09:31.000 --> 00:09:34.000]  耶穌隨即催促門徒上船
[00:09:34.000 --> 00:09:35.000]  先渡到那邊去
[00:09:35.000 --> 00:09:38.000]  等他叫眾人散開
[00:09:38.000 --> 00:09:39.000]  散了眾人以後
[00:09:39.000 --> 00:09:41.000]  他就獨自上山禱告
[00:09:41.000 --> 00:09:43.000]  去到祈禱的時候
[00:09:43.000 --> 00:09:46.000]  悼念晚上只有他一人在那裡
[00:09:46.000 --> 00:09:48.000]  那時船在海中
[00:09:48.000 --> 00:09:50.000]  因風不順
[00:09:50.000 --> 00:09:51.000]  被浪搖撼
[00:09:51.000 --> 00:09:52.000]  夜裡四更天
[00:09:52.000 --> 00:09:54.000]  耶穌在海面上走
[00:09:54.000 --> 00:09:56.000]  往門徒那裡去
[00:09:56.000 --> 00:09:58.000]  門徒看見他在海邊走
[00:09:58.000 --> 00:10:00.000]  就驚慌了說
[00:10:00.000 --> 00:10:02.000]  是個鬼怪變害霸
[00:10:02.000 --> 00:10:04.000]  喊叫起來
[00:10:04.000 --> 00:10:07.000]  這個22-26節
[00:10:07.000 --> 00:10:09.000]  他就初步講到那個情景
[00:10:09.000 --> 00:10:11.000]  耶穌要獨自祈禱
[00:10:11.000 --> 00:10:13.000]  他就剩下門徒
[00:10:13.000 --> 00:10:15.000]  來休息一下也好
[00:10:15.000 --> 00:10:17.000]  或者先往另外岸的一邊
[00:10:17.000 --> 00:10:21.000]  給他們一些歇息的空間
[00:10:21.000 --> 00:10:25.000]  這個過程某程度都是門徒訓練
[00:10:25.000 --> 00:10:26.000]  你會見到
[00:10:26.000 --> 00:10:29.000]  耶穌不是純粹叫他們上船
[00:10:29.000 --> 00:10:31.000]  在過程中
[00:10:31.000 --> 00:10:33.000]  他們這群門徒是有經歷的
[00:10:33.000 --> 00:10:37.000]  他們獨自面對一個大風大浪的海面
[00:10:37.000 --> 00:10:41.000]  耶穌就一個人自己去祈禱
[00:10:41.000 --> 00:10:44.000]  如果你知道耶穌一直和門徒在一起
[00:10:44.000 --> 00:10:45.000]  無論什麼風浪
[00:10:45.000 --> 00:10:46.000]  什麼處境
[00:10:46.000 --> 00:10:48.000]  耶穌都和這群門徒同在
[00:10:48.000 --> 00:10:51.000]  不過特別是到了這個時間
[00:10:51.000 --> 00:10:53.000]  面對這些風浪
[00:10:53.000 --> 00:10:55.000]  只剩下那12個門徒
[00:10:55.000 --> 00:10:58.000]  當這12個門徒去到風浪的時候
[00:10:58.000 --> 00:11:02.000]  四周都風雨交加
[00:11:02.000 --> 00:11:04.000]  好像前幾天打風一樣
[00:11:04.000 --> 00:11:05.000]  差不多天亮
[00:11:05.000 --> 00:11:06.000]  四日更
[00:11:06.000 --> 00:11:08.000]  天差不多破曉時分的時候
[00:11:08.000 --> 00:11:10.000]  耶穌祈完禱
[00:11:10.000 --> 00:11:13.000]  他就直接從山裡面走到海面上
[00:11:13.000 --> 00:11:14.000]  行捷徑
[00:11:14.000 --> 00:11:16.000]  不過耶穌的做法就是
[00:11:16.000 --> 00:11:20.000]  從海面上走到門徒的地方
[00:11:20.000 --> 00:11:22.000]  從船的位置過去
[00:11:22.000 --> 00:11:24.000]  在走過去的過程
[00:11:24.000 --> 00:11:26.000]  對耶穌來說
[00:11:26.000 --> 00:11:27.000]  他是神的兒子
[00:11:27.000 --> 00:11:28.000]  他能夠這麼做
[00:11:28.000 --> 00:11:29.000]  對我們來說
[00:11:29.000 --> 00:11:31.000]  我們覺得是很順理成章的
[00:11:31.000 --> 00:11:33.000]  不過對於門徒來說
[00:11:33.000 --> 00:11:37.000]  他從來沒有見過耶穌用這樣的方式
[00:11:37.000 --> 00:11:43.000]  走到海上走
[00:11:43.000 --> 00:11:45.000]  甚至在他們的心裡面
[00:11:45.000 --> 00:11:48.000]  剩下這12個門徒的海中心
[00:11:48.000 --> 00:11:50.000]  又大風大浪
[00:11:50.000 --> 00:11:52.000]  視野又不清晰
[00:11:52.000 --> 00:11:56.000]  他們看到海面上有些東西飄來飄去
[00:11:56.000 --> 00:11:58.000]  他們第一個反應不是想起耶穌
[00:11:58.000 --> 00:12:00.000]  他們第一個反應是想起
[00:12:00.000 --> 00:12:02.000]  試過鬼怪
[00:12:02.000 --> 00:12:04.000]  在和合本譯鬼怪
[00:12:04.000 --> 00:12:09.000]  其實譯的字就沒有馬太方寫的字那麼小心
[00:12:09.000 --> 00:12:12.000]  因為這裡說到耶穌像鬼一樣
[00:12:12.000 --> 00:12:14.000]  其實也有一點
[00:12:14.000 --> 00:12:18.000]  感覺上是怕神學上製造了一些爭拗
[00:12:18.000 --> 00:12:22.000]  原本的字就用了幽靈這個字
[00:12:22.000 --> 00:12:24.000]  Fantasma
[00:12:24.000 --> 00:12:26.000]  Fantasma可能你都不知道
[00:12:26.000 --> 00:12:30.000]  如果你有看過一套舞台劇叫做Phantom of the Opera
[00:12:30.000 --> 00:12:32.000]  Phantom這個字就來自這個字
[00:12:32.000 --> 00:12:36.000]  幽靈或者是一個靈
[00:12:36.000 --> 00:12:37.000]  不知名的
[00:12:37.000 --> 00:12:38.000]  他寫得很含蓄
[00:12:38.000 --> 00:12:40.000]  他不想用鬼來形容
[00:12:40.000 --> 00:12:42.000]  這班門徒看到的東西
[00:12:42.000 --> 00:12:45.000]  我們中國人我們接受
[00:12:45.000 --> 00:12:47.000]  我們沒有一個類似的字眼
[00:12:47.000 --> 00:12:50.000]  不過這班門徒看到的是一個幽靈
[00:12:50.000 --> 00:12:53.000]  在上面飄浮起來
[00:12:53.000 --> 00:12:55.000]  在那個過程裡面
[00:12:55.000 --> 00:12:59.000]  其實馬太寫這班門徒的心路
[00:12:59.000 --> 00:13:01.000]  比較細緻去寫
[00:13:01.000 --> 00:13:03.000]  不是一看到就馬上害怕
[00:13:03.000 --> 00:13:08.000]  首先門徒看到耶穌
[00:13:08.000 --> 00:13:10.000]  或者看到有東西飄浮在海面上
[00:13:10.000 --> 00:13:11.000]  就驚慌
[00:13:11.000 --> 00:13:15.000]  這個驚慌是說一種心緒不寧
[00:13:15.000 --> 00:13:17.000]  馬太同樣用另一個字
[00:13:17.000 --> 00:13:18.000]  就是耶穌出世
[00:13:18.000 --> 00:13:21.000]  希律知道有一個新生王出世
[00:13:21.000 --> 00:13:24.000]  內心很不安
[00:13:24.000 --> 00:13:26.000]  驚慌的字本身就是很不安
[00:13:26.000 --> 00:13:28.000]  很憂心很擔心
[00:13:28.000 --> 00:13:32.000]  大家就有一些心裡面感覺
[00:13:32.000 --> 00:13:34.000]  很不舒服
[00:13:34.000 --> 00:13:36.000]  然後就說了
[00:13:36.000 --> 00:13:39.000]  哎呀,是幽靈
[00:13:39.000 --> 00:13:42.000]  說完之後才變害怕
[00:13:42.000 --> 00:13:44.000]  喊叫起來
[00:13:44.000 --> 00:13:46.000]  所以那個害怕
[00:13:46.000 --> 00:13:48.000]  其實之前還有些前奏
[00:13:48.000 --> 00:13:50.000]  第一,驚慌
[00:13:50.000 --> 00:13:52.000]  第二,大家說
[00:13:52.000 --> 00:13:55.000]  越說越驚
[00:13:55.000 --> 00:13:57.000]  越說越驚
[00:13:57.000 --> 00:14:00.000]  不是越說越覺得心裡越說越舒服
[00:14:00.000 --> 00:14:02.000]  越說越害怕
[00:14:02.000 --> 00:14:04.000]  因為大家知道的事情都差不多
[00:14:04.000 --> 00:14:06.000]  然後大家就去投射
[00:14:06.000 --> 00:14:08.000]  想像
[00:14:08.000 --> 00:14:10.000]  然後一說是幽靈的時候
[00:14:10.000 --> 00:14:12.000]  就開始害怕
[00:14:12.000 --> 00:14:14.000]  害怕到一個地步就大叫
[00:14:14.000 --> 00:14:16.000]  喊叫起來
[00:14:16.000 --> 00:14:18.000]  可想而知
[00:14:18.000 --> 00:14:20.000]  你看看那個情景
[00:14:20.000 --> 00:14:22.000]  我們今天用讀者角度來看
[00:14:22.000 --> 00:14:24.000]  我們覺得這群人很好笑
[00:14:24.000 --> 00:14:26.000]  這樣都會這麼害怕
[00:14:26.000 --> 00:14:28.000]  大驚小怪
[00:14:28.000 --> 00:14:30.000]  一身袋油進去
[00:14:30.000 --> 00:14:32.000]  在一個風雨交加的艇上
[00:14:32.000 --> 00:14:34.000]  看到這樣的情景
[00:14:34.000 --> 00:14:36.000]  大家又這樣說
[00:14:36.000 --> 00:14:38.000]  耶穌又不在身邊
[00:14:38.000 --> 00:14:40.000]  如果有幽靈真的侵害他們
[00:14:40.000 --> 00:14:42.000]  他們憑什麼來驅走他們呢?
[00:14:42.000 --> 00:14:44.000]  這群門徒就有一種這樣的心態
[00:14:44.000 --> 00:14:46.000]  有一種這樣的情緒在
[00:14:46.000 --> 00:14:52.000]  當我們看到一個這樣的情況之後
[00:14:52.000 --> 00:14:54.000]  其實有一點值得去留意
[00:14:54.000 --> 00:14:56.000]  那個驚慌
[00:14:56.000 --> 00:14:58.000]  正如剛才所說
[00:14:58.000 --> 00:15:00.000]  不是因為分享了的時候
[00:15:00.000 --> 00:15:02.000]  會令到那個驚慌
[00:15:02.000 --> 00:15:04.000]  或者驚嚇
[00:15:04.000 --> 00:15:06.000]  害怕感減低了
[00:15:06.000 --> 00:15:08.000]  反而透過人之間
[00:15:08.000 --> 00:15:10.000]  互相的互動
[00:15:10.000 --> 00:15:12.000]  門徒那12個門徒在說
[00:15:12.000 --> 00:15:14.000]  這一種的恐懼感
[00:15:14.000 --> 00:15:16.000]  會累積起來
[00:15:16.000 --> 00:15:18.000]  事實上這種的恐懼感
[00:15:18.000 --> 00:15:20.000]  累積
[00:15:20.000 --> 00:15:22.000]  恐懼有時候大家都在想
[00:15:22.000 --> 00:15:24.000]  憑著自己的想像
[00:15:24.000 --> 00:15:26.000]  會有這樣的東西
[00:15:26.000 --> 00:15:28.000]  大家互相在說的時候
[00:15:28.000 --> 00:15:30.000]  就加強了
[00:15:30.000 --> 00:15:32.000]  那個想像力的威力
[00:15:32.000 --> 00:15:34.000]  以致那個想像空間
[00:15:34.000 --> 00:15:36.000]  越來越多
[00:15:36.000 --> 00:15:38.000]  大家越來越擔心
[00:15:38.000 --> 00:15:40.000]  越來越害怕
[00:15:40.000 --> 00:15:42.000]  越來越恐懼
[00:15:42.000 --> 00:15:44.000]  不知道我們人生裡會不會有時候
[00:15:44.000 --> 00:15:46.000]  都會面對這樣的情況呢?
[00:15:46.000 --> 00:15:48.000]  有一些的恐懼
