
[00:00:00.000 --> 00:00:03.000]  詩篇第十六篇
[00:03:24.000 --> 00:03:27.000]  一起去到一個茶園去考察
[00:03:27.000 --> 00:03:28.000]  很大的
[00:03:28.000 --> 00:03:30.000]  茶園整個山頭
[00:03:30.000 --> 00:03:32.000]  他就說去完茶園
[00:03:32.000 --> 00:03:33.000]  品完茶
[00:03:33.000 --> 00:03:35.000]  即是一班人和老師
[00:03:35.000 --> 00:03:37.000]  大家要走了
[00:03:37.000 --> 00:03:38.000]  喝完茶
[00:03:38.000 --> 00:03:39.000]  特別可能急一點
[00:03:39.000 --> 00:03:41.000]  他就去廁所
[00:03:41.000 --> 00:03:42.000]  去完廁所
[00:03:42.000 --> 00:03:45.000]  人去樓空
[00:03:45.000 --> 00:03:47.000]  整個地方沒有人
[00:03:47.000 --> 00:03:50.000]  原來旅遊巴已經開走了
[00:03:50.000 --> 00:03:52.000]  只剩下他一個人
[00:03:52.000 --> 00:03:53.000]  扔下他一個人
[00:03:53.000 --> 00:03:54.000]  接著可能你都會想
[00:03:54.000 --> 00:03:55.000]  很慌
[00:03:55.000 --> 00:03:57.000]  在國內山頭野嶺
[00:03:57.000 --> 00:03:59.000]  被人扔下很害怕
[00:03:59.000 --> 00:04:00.000]  他說他一點都不害怕
[00:04:00.000 --> 00:04:02.000]  他還坐在一塊石頭上
[00:04:02.000 --> 00:04:04.000]  看著茶園在等
[00:04:04.000 --> 00:04:06.000]  都幾好風景
[00:04:06.000 --> 00:04:08.000]  你想想那時候一點都不害怕
[00:04:08.000 --> 00:04:09.000]  他在想什麼呢
[00:04:09.000 --> 00:04:10.000]  因為他在想
[00:04:10.000 --> 00:04:11.000]  你們數人數的時候
[00:04:11.000 --> 00:04:13.000]  都會知道少了一個人
[00:04:13.000 --> 00:04:14.000]  少了一個人的時候
[00:04:14.000 --> 00:04:15.000]  一定會回來找我
[00:04:15.000 --> 00:04:17.000]  所以我都沒什麼好怕
[00:04:17.000 --> 00:04:18.000]  就坐著等
[00:04:18.000 --> 00:04:19.000]  與其在慌
[00:04:19.000 --> 00:04:20.000]  走來走去
[00:04:20.000 --> 00:04:21.000]  不如坐著等
[00:04:21.000 --> 00:04:22.000]  正如他所想
[00:04:22.000 --> 00:04:23.000]  半個小時之後
[00:04:23.000 --> 00:04:25.000]  都等了半個小時
[00:04:25.000 --> 00:04:27.000]  之後旅遊巴就隨隨的
[00:04:27.000 --> 00:04:29.000]  回來接他
[00:04:29.000 --> 00:04:30.000]  當時我們問他
[00:04:30.000 --> 00:04:31.000]  你害不害怕
[00:04:31.000 --> 00:04:32.000]  他說不害怕
[00:04:32.000 --> 00:04:34.000]  我知道他不會扔下我
[00:04:34.000 --> 00:04:35.000]  他們不夠人
[00:04:35.000 --> 00:04:36.000]  一定都要回來
[00:04:36.000 --> 00:04:38.000]  下一個景點都要數齊人
[00:04:38.000 --> 00:04:40.000]  只不過可能遲了一點
[00:04:40.000 --> 00:04:41.000]  上車的時候
[00:04:41.000 --> 00:04:43.000]  大家就想著要走了
[00:04:43.000 --> 00:04:45.000]  原來這個經歷
[00:04:45.000 --> 00:04:47.000]  好看的就是
[00:04:47.000 --> 00:04:49.000]  可能扔下是一件事
[00:04:49.000 --> 00:04:52.000]  但是背後經歷這件事的信念
[00:04:52.000 --> 00:04:54.000]  和你的想法
[00:04:54.000 --> 00:04:57.000]  可能會影響你當時的處境
[00:04:57.000 --> 00:04:58.000]  如何回應
[00:04:58.000 --> 00:05:00.000]  當然剛才想
[00:05:00.000 --> 00:05:01.000]  你從小到大
[00:05:01.000 --> 00:05:03.000]  有沒有被人扔下的經歷
[00:05:03.000 --> 00:05:05.000]  未必好像這個同學
[00:05:05.000 --> 00:05:08.000]  真的被人肉身上扔下在茶園
[00:05:08.000 --> 00:05:10.000]  可能是在心靈裏
[00:05:10.000 --> 00:05:12.000]  可能在關係上
[00:05:12.000 --> 00:05:14.000]  可能在小時候
[00:05:14.000 --> 00:05:15.000]  拍拖被人扔了
[00:05:15.000 --> 00:05:19.000]  又或者好像被人離棄了
[00:05:19.000 --> 00:05:22.000]  又或者可能那件事很簡單
[00:05:22.000 --> 00:05:24.000]  可能對方只是沒有回覆你訊息
[00:05:24.000 --> 00:05:25.000]  你已經感到
[00:05:25.000 --> 00:05:26.000]  他扔下我了
[00:05:26.000 --> 00:05:27.000]  他不理我了
[00:05:27.000 --> 00:05:28.000]  或者等等
[00:05:28.000 --> 00:05:30.000]  所以這個經驗
[00:05:30.000 --> 00:05:32.000]  其實是很見仁見智的
[00:05:32.000 --> 00:05:34.000]  但是那個感受
[00:05:34.000 --> 00:05:36.000]  可能都是很真實
[00:05:36.000 --> 00:05:38.000]  出現在你的生命裏
[00:05:38.000 --> 00:05:39.000]  而當中人生裏
[00:05:39.000 --> 00:05:40.000]  我們或多或少
[00:05:40.000 --> 00:05:43.000]  一定會經歷過這些時刻
[00:05:43.000 --> 00:05:44.000]  可能被人背叛
[00:05:44.000 --> 00:05:45.000]  或者被人出賣
[00:05:45.000 --> 00:05:47.000]  又或者好端端的一個關係
[00:05:47.000 --> 00:05:49.000]  突然之間對方斷亂了
[00:05:49.000 --> 00:05:52.000]  很傷那種感覺
[00:05:52.000 --> 00:05:55.000]  當然對方可能有種種原因去解釋
[00:05:55.000 --> 00:05:57.000]  我們不理對方是怎樣
[00:05:57.000 --> 00:05:59.000]  但是那個被扔下的人
[00:05:59.000 --> 00:06:02.000]  那種受傷害的感覺是真實的
[00:06:02.000 --> 00:06:04.000]  可能在受這種傷害的時候
[00:06:04.000 --> 00:06:06.000]  你可以埋怨很多事情
[00:06:06.000 --> 00:06:08.000]  阿神為什麼你讓這件事發生
[00:06:08.000 --> 00:06:09.000]  或者埋怨那個人
[00:06:09.000 --> 00:06:10.000]  你為什麼這樣做
[00:06:10.000 --> 00:06:11.000]  又或者埋怨自己
[00:06:11.000 --> 00:06:12.000]  為什麼我這麼蠢
[00:06:12.000 --> 00:06:13.000]  這樣也被他傷害到
[00:06:13.000 --> 00:06:16.000]  很多這些的可能去出現
[00:06:16.000 --> 00:06:17.000]  但是當我們
[00:06:17.000 --> 00:06:18.000]  好像剛才所說
[00:06:18.000 --> 00:06:20.000]  經歷被撇下
[00:06:20.000 --> 00:06:21.000]  被遺忘
[00:06:21.000 --> 00:06:22.000]  這種經歷
[00:06:22.000 --> 00:06:24.000]  有實在的那種感受的時候
[00:06:24.000 --> 00:06:27.000]  你背後的信念是什麼呢
[00:06:27.000 --> 00:06:29.000]  經歷著那件事的時候
[00:06:29.000 --> 00:06:31.000]  你怎樣理解這個狀況呢
[00:06:31.000 --> 00:06:34.000]  也會影響到今天你怎樣去看
[00:06:34.000 --> 00:06:37.000]  上帝在你生命裡面的工作
[00:06:37.000 --> 00:06:39.000]  當我們看回詩篇第十六篇
[00:06:39.000 --> 00:06:41.000]  是大衛的金詩
[00:06:41.000 --> 00:06:42.000]  如果你看回細節的時候
[00:06:42.000 --> 00:06:44.000]  金詩其實不是很多手
[00:06:44.000 --> 00:06:46.000]  這是其中之一
[00:06:46.000 --> 00:06:51.000]  裡面就是說大衛在經歷過危難的時候
[00:06:51.000 --> 00:06:53.000]  得到上帝的幫助
[00:06:53.000 --> 00:06:54.000]  得到上帝的幫助
[00:06:54.000 --> 00:06:57.000]  以至他能夠經歷過這一切的時候
[00:06:57.000 --> 00:06:58.000]  告訴我們
[00:06:58.000 --> 00:07:00.000]  他怎樣憑著信心
[00:07:00.000 --> 00:07:02.000]  背後是什麼信念
[00:07:02.000 --> 00:07:05.000]  以至他能夠捉緊上帝去經歷
[00:07:05.000 --> 00:07:06.000]  同樣的
[00:07:06.000 --> 00:07:08.000]  為什麼說這首是基督之詩呢
[00:07:08.000 --> 00:07:11.000]  我們稍後的後半部分就會說
[00:07:11.000 --> 00:07:14.000]  就是大衛同樣受到這份感動
[00:07:14.000 --> 00:07:15.000]  他能夠說出一些
[00:07:15.000 --> 00:07:18.000]  不是當時的人能夠理解到的一些說話
[00:07:18.000 --> 00:07:20.000]  以至他帶出
[00:07:20.000 --> 00:07:23.000]  原來上帝真正的那份拯救和幫助
[00:07:23.000 --> 00:07:26.000]  是在耶穌基督的身上去成就
[00:07:26.000 --> 00:07:28.000]  所以我們先去看回
[00:07:28.000 --> 00:07:30.000]  十六篇的內文
[00:07:30.000 --> 00:07:33.000]  理解了內容的時候
[00:07:33.000 --> 00:07:35.000]  我們就可以在後半部分
[00:07:35.000 --> 00:07:38.000]  讀入在新約裡面耶穌基督所做的事
[00:07:38.000 --> 00:07:42.000]  連繫到今天我們怎樣應用和經歷上帝
[00:07:42.000 --> 00:07:45.000]  先看回詩篇十六篇一至二節
[00:07:45.000 --> 00:07:48.000]  神啊 求祢保佑我
[00:07:48.000 --> 00:07:49.000]  因為我投靠祢
[00:07:49.000 --> 00:07:52.000]  我的心啊 祢曾對耶和華說
[00:07:52.000 --> 00:07:53.000]  祢是我的主
[00:07:53.000 --> 00:07:56.000]  我的好處不在祢以外
[00:07:56.000 --> 00:07:59.000]  這個是大衛一開始的時候的命題
[00:07:59.000 --> 00:08:01.000]  如果你教同學作文
[00:08:01.000 --> 00:08:04.000]  通常第一句就是最重要的
[00:08:04.000 --> 00:08:05.000]  那句話你一看
[00:08:05.000 --> 00:08:07.000]  後面那些不看也不要緊
[00:08:07.000 --> 00:08:08.000]  最重要是看頭和尾
[00:08:08.000 --> 00:08:10.000]  第一句就是劈頭
[00:08:10.000 --> 00:08:11.000]  第一句的命題的時候
[00:08:11.000 --> 00:08:12.000]  很重要的
[00:08:12.000 --> 00:08:14.000]  也是大衛的宣告
[00:08:14.000 --> 00:08:18.000]  向人說究竟他所信的神
[00:08:18.000 --> 00:08:19.000]  是一個怎樣的神
[00:08:19.000 --> 00:08:20.000]  他說什麼呢
[00:08:20.000 --> 00:08:23.000]  我的主啊 神啊 求祢保佑我
[00:08:23.000 --> 00:08:25.000]  因為我投靠祢
[00:08:25.000 --> 00:08:27.000]  這個心態很重要
[00:08:27.000 --> 00:08:28.000]  投靠那兩個字
[00:08:28.000 --> 00:08:30.000]  投靠本身原文裡面是說
[00:08:30.000 --> 00:08:32.000]  好像如果大家記得舊約裡面
[00:08:32.000 --> 00:08:33.000]  有那些屠城
[00:08:33.000 --> 00:08:35.000]  設立一些制度的時候
[00:08:35.000 --> 00:08:37.000]  就是你走進去一個地方
[00:08:37.000 --> 00:08:38.000]  去得到幫助
[00:08:38.000 --> 00:08:40.000]  這個就是投靠的意思
[00:08:40.000 --> 00:08:42.000]  今天不知道大家那種
[00:08:42.000 --> 00:08:44.000]  投靠的心是怎樣
[00:08:44.000 --> 00:08:45.000]  有兩種可能
[00:08:45.000 --> 00:08:46.000]  一種就是
[00:08:46.000 --> 00:08:47.000]  神啊 祢那麼厲害
[00:08:47.000 --> 00:08:49.000]  我真的都很信祢
[00:08:49.000 --> 00:08:50.000]  我在這裡
[00:08:50.000 --> 00:08:51.000]  祢幫我吧
[00:08:51.000 --> 00:08:52.000]  我有困難
[00:08:52.000 --> 00:08:53.000]  祢幫我吧
[00:08:53.000 --> 00:08:54.000]  我現在需要祢幫助
[00:08:54.000 --> 00:08:56.000]  這種就是其中一種呼求
[00:08:56.000 --> 00:08:59.000]  但是私人大衛說那種是什麼呢
[00:08:59.000 --> 00:09:01.000]  神啊 我搞不定
[00:09:01.000 --> 00:09:04.000]  我要走去祢那裡得到幫助
[00:09:04.000 --> 00:09:05.000]  大家明白兩個分別嗎
[00:09:05.000 --> 00:09:06.000]  一個是站在那裡
[00:09:06.000 --> 00:09:07.000]  神啊 祢幫我吧
[00:09:07.000 --> 00:09:08.000]  祢那麼厲害
[00:09:08.000 --> 00:09:09.000]  祢在這裡幫我吧
[00:09:09.000 --> 00:09:10.000]  另一種是
[00:09:10.000 --> 00:09:11.000]  我真的搞不定 神啊
[00:09:11.000 --> 00:09:12.000]  我要投靠祢
[00:09:12.000 --> 00:09:14.000]  大衛是後者
[00:09:14.000 --> 00:09:16.000]  今天幫我們去呼求神
[00:09:16.000 --> 00:09:19.000]  去認定這是幫助我們神的時候
[00:09:19.000 --> 00:09:22.000]  我們那種心態是哪一種呢
[00:09:22.000 --> 00:09:24.000]  大衛就說
[00:09:24.000 --> 00:09:27.000]  他用這種尋求庇護的行動
[00:09:27.000 --> 00:09:28.000]  去告訴我們
[00:09:28.000 --> 00:09:29.000]  就是這種態度
[00:09:29.000 --> 00:09:30.000]  而他的心呢
[00:09:30.000 --> 00:09:32.000]  就在第二節說
[00:09:32.000 --> 00:09:33.000]  我的心啊
[00:09:33.000 --> 00:09:35.000]  你曾對耶和華說
[00:09:35.000 --> 00:09:36.000]  你是我的主
[00:09:36.000 --> 00:09:39.000]  我的好處不在你以外
[00:09:39.000 --> 00:09:40.000]  他那種行動
[00:09:40.000 --> 00:09:43.000]  不只是心裡面相信神有大能
[00:09:43.000 --> 00:09:45.000]  而且在他的生命
[00:09:45.000 --> 00:09:46.000]  在他的生活裡面
[00:09:46.000 --> 00:09:48.000]  都是這種投靠的心
[00:09:48.000 --> 00:09:49.000]  所以你會看到
[00:09:49.000 --> 00:09:51.000]  大衛一開始就說
[00:09:51.000 --> 00:09:54.000]  這種裡外一致的信仰宣告
[00:09:54.000 --> 00:09:55.000]  所以今天當我們
[00:09:55.000 --> 00:09:58.000]  去到上帝面前的時候
[00:09:58.000 --> 00:09:59.000]  我們是哪一種呢
[00:09:59.000 --> 00:10:01.000]  我是那個主
[00:10:01.000 --> 00:10:02.000]  我有困難
[00:10:02.000 --> 00:10:03.000]  你來幫我
[00:10:03.000 --> 00:10:04.000]  好像那些大佬那樣
[00:10:04.000 --> 00:10:05.000]  叫齊那些人
[00:10:05.000 --> 00:10:06.000]  來幫我
[00:10:06.000 --> 00:10:07.000]  我們去吧
[00:10:07.000 --> 00:10:08.000]  還是不是
[00:10:08.000 --> 00:10:09.000]  我們是做跟班那個
[00:10:09.000 --> 00:10:10.000]  我有事
[00:10:10.000 --> 00:10:12.000]  我要走去我大佬那裡
[00:10:12.000 --> 00:10:13.000]  我的主那裡
[00:10:13.000 --> 00:10:15.000]  去找他幫助我
[00:10:15.000 --> 00:10:17.000]  以致當我們面對著
[00:10:17.000 --> 00:10:21.000]  無論那種急難是怎樣
[00:10:21.000 --> 00:10:23.000]  在這些困難裡面去找他
[00:10:23.000 --> 00:10:25.000]  當順境的時候
[00:10:25.000 --> 00:10:27.000]  你也不會只是坐著說
[00:10:27.000 --> 00:10:29.000]  我現在一切都安好了
[00:10:29.000 --> 00:10:31.000]  我不當你存在了
[00:10:31.000 --> 00:10:32.000]  或者不用找你了
[00:10:32.000 --> 00:10:34.000]  順境的時候
[00:10:34.000 --> 00:10:36.000]  你又怎樣裡外一致
[00:10:36.000 --> 00:10:37.000]  去表達出
[00:10:37.000 --> 00:10:39.000]  這個是你的主呢
[00:10:39.000 --> 00:10:41.000]  因為在順境的時候
[00:10:41.000 --> 00:10:42.000]  他也說
[00:10:42.000 --> 00:10:45.000]  我的好處都不在你以外
[00:10:45.000 --> 00:10:47.000]  就算今天我在一切的安穩
[00:10:47.000 --> 00:10:49.000]  順境裡面的時候
[00:10:49.000 --> 00:10:50.000]  私人都說
[00:10:50.000 --> 00:10:51.000]  我的一切好處
[00:10:51.000 --> 00:10:53.000]  都不在你之外
[00:10:53.000 --> 00:10:54.000]  所以你看到
[00:10:54.000 --> 00:10:55.000]  大衛不是那些
[00:10:55.000 --> 00:10:57.000]  有事才穩實
[00:10:57.000 --> 00:10:59.000]  沒事就算了
[00:10:59.000 --> 00:11:01.000]  他是知道一切都是出於實
[00:11:01.000 --> 00:11:04.000]  但最慘的是什麼呢
[00:11:04.000 --> 00:11:06.000]  有事都不穩實
[00:11:06.000 --> 00:11:07.000]  沒事不穩實
[00:11:07.000 --> 00:11:08.000]  都正常
[00:11:08.000 --> 00:11:09.000]  有事都不穩實
[00:11:09.000 --> 00:11:10.000]  為什麼呢
[00:11:10.000 --> 00:11:11.000]  因為都是靠自己
[00:11:11.000 --> 00:11:13.000]  有事我自己搞得定
[00:11:13.000 --> 00:11:14.000]  我有手有腳
[00:11:14.000 --> 00:11:16.000]  或者我有這些東西
[00:11:16.000 --> 00:11:17.000]  有這些資源
[00:11:17.000 --> 00:11:19.000]  我解決到
[00:11:19.000 --> 00:11:21.000]  真的解決不到才找你
[00:11:21.000 --> 00:11:23.000]  真的解決不到的那個
[00:11:23.000 --> 00:11:24.000]  就已經不知道是什麼時候了
[00:11:24.000 --> 00:11:26.000]  而且可能你心底裡
[00:11:26.000 --> 00:11:28.000]  不是真的只是想
[00:11:28.000 --> 00:11:31.000]  我真的解決不到才找神
[00:11:31.000 --> 00:11:34.000]  可能再埋深一點的想法是
[00:11:34.000 --> 00:11:36.000]  找神真的解決到嗎
[00:11:36.000 --> 00:11:39.000]  我有手有腳都解決不到
[00:11:39.000 --> 00:11:41.000]  神你真的可以解決到這件事嗎
[00:11:41.000 --> 00:11:43.000]  我自己現在都沒有把握了
[00:11:43.000 --> 00:11:45.000]  我找到神的時候
[00:11:45.000 --> 00:11:47.000]  這個主權交給你
[00:11:47.000 --> 00:11:48.000]  我就更加沒有把握
[00:11:48.000 --> 00:11:50.000]  我怎樣可以信靠你呢
[00:11:50.000 --> 00:11:52.000]  甚或乎可能覺得
[00:11:52.000 --> 00:11:54.000]  找神是很羞愧的
[00:11:54.000 --> 00:11:56.000]  要神幫好像不行
[00:11:56.000 --> 00:11:58.000]  或者很不濟的時候才幫
[00:11:58.000 --> 00:12:00.000]  我初信主的時候
[00:12:00.000 --> 00:12:02.000]  我爸爸跟我說什麼呢
[00:12:02.000 --> 00:12:03.000]  你為什麼信耶穌
[00:12:03.000 --> 00:12:04.000]  你又不是吸毒
[00:12:04.000 --> 00:12:05.000]  你又不是犯罪
[00:12:05.000 --> 00:12:06.000]  你又不是做了這些
[00:12:06.000 --> 00:12:07.000]  又不是沒有手沒有腳
[00:12:07.000 --> 00:12:08.000]  為什麼要信耶穌
[00:12:08.000 --> 00:12:10.000]  因為在我爸爸的概念裡面
[00:12:10.000 --> 00:12:11.000]  他的概念是
[00:12:11.000 --> 00:12:13.000]  那些人在生命走到絕處
[00:12:13.000 --> 00:12:16.000]  很差的時候才信耶穌
[00:12:16.000 --> 00:12:17.000]  可能你都會想
[00:12:17.000 --> 00:12:19.000]  我現在還沒有到那個情況
[00:12:19.000 --> 00:12:20.000]  不用找上帝了
[00:12:20.000 --> 00:12:22.000]  我靠自己就解決了
[00:12:22.000 --> 00:12:24.000]  那究竟什麼時候
[00:12:24.000 --> 00:12:26.000]  我們才有那個心態
[00:12:26.000 --> 00:12:29.000]  我要走去神那裡
[00:12:29.000 --> 00:12:31.000]  是解決不到才找
[00:12:31.000 --> 00:12:34.000]  還是我覺得我自己都還沒解決到
[00:12:34.000 --> 00:12:36.000]  所以不用這樣住
[00:12:36.000 --> 00:12:43.000]  而使之我們還沒經歷到徹底的投靠神的心
[00:12:43.000 --> 00:12:45.000]  詩人在這裡告訴我們
[00:12:45.000 --> 00:12:48.000]  這份徹底投靠神是怎麼樣
[00:12:48.000 --> 00:12:50.000]  就是一切的好處
[00:12:50.000 --> 00:12:55.000]  一切好的事都不在上帝以外
[00:12:55.000 --> 00:12:58.000]  上帝不是我們其中一個錦囊
[00:12:58.000 --> 00:13:00.000]  上帝不是我們其中一個選擇
[00:13:00.000 --> 00:13:04.000]  是一切的好處都不在上帝以外
[00:13:04.000 --> 00:13:06.000]  是我們的唯一
[00:13:06.000 --> 00:13:08.000]  所以當讀到這裡的時候
[00:13:08.000 --> 00:13:10.000]  想想我的心裡面
[00:13:10.000 --> 00:13:13.000]  怎麼看這個上帝呢?
[00:13:13.000 --> 00:13:19.000]  在心裡面你現在那個投靠神的心有多高呢?
[00:13:19.000 --> 00:13:23.000]  以致你是不是真的在相信著上帝的身上
[00:13:23.000 --> 00:13:26.000]  你得到你需要的東西呢?
[00:13:26.000 --> 00:13:28.000]  接著繼續看下去
[00:13:28.000 --> 00:13:31.000]  當我們能夠認信和定神的那個
[00:13:31.000 --> 00:13:33.000]  在我們生命裡面的位置的時候
[00:13:33.000 --> 00:13:36.000]  他說論到世上的聖文
[00:13:36.000 --> 00:13:39.000]  他們又美又善是我最喜悅的
[00:13:39.000 --> 00:13:41.000]  接著就說
[00:13:41.000 --> 00:13:43.000]  追逐著別神的
[00:13:43.000 --> 00:13:45.000]  他們的仇負一定會加增
[00:13:45.000 --> 00:13:48.000]  他們所囂電的血我不獻上
[00:13:48.000 --> 00:13:51.000]  我的嘴唇也不提別神的名號
[00:13:51.000 --> 00:13:52.000]  先看第三節
[00:13:52.000 --> 00:13:58.000]  聖文不是說那些一出來就有光那些
[00:13:58.000 --> 00:14:00.000]  聖文在聖經裡面不斷說
[00:14:00.000 --> 00:14:02.000]  不是那種很聖潔無瑕
[00:14:02.000 --> 00:14:05.000]  是說那些願意分別出來
[00:14:05.000 --> 00:14:09.000]  歸順屬於上帝的一群人
[00:14:09.000 --> 00:14:13.000]  以致在裡面不只是說那些外表
[00:14:13.000 --> 00:14:14.000]  好像模特兒一樣
[00:14:14.000 --> 00:14:15.000]  好像很漂亮
[00:14:15.000 --> 00:14:18.000]  或者你看那些照片
[00:14:18.000 --> 00:14:20.000]  很漂亮的那種
[00:14:20.000 --> 00:14:22.000]  而是那些在生命裡面
[00:14:22.000 --> 00:14:24.000]  願意去屬於上帝
[00:14:24.000 --> 00:14:27.000]  完全屬於上帝的人
[00:14:27.000 --> 00:14:29.000]  而那個又美又善
[00:14:29.000 --> 00:14:31.000]  不只是說那個外表
[00:14:31.000 --> 00:14:33.000]  而是在說那個Excellence
[00:14:33.000 --> 00:14:36.000]  那種很原理很嚮往
[00:14:36.000 --> 00:14:39.000]  平時在聖經裡面又美又善
[00:14:39.000 --> 00:14:41.000]  有時候會形容一些水源
[00:14:41.000 --> 00:14:45.000]  又或者會形容一些貴族的一種狀態
[00:14:45.000 --> 00:14:47.000]  所以那一種生命流露
[00:14:47.000 --> 00:14:50.000]  不一定只是在外表上那種
[00:14:50.000 --> 00:14:53.000]  而是那種生命力的流露
[00:14:53.000 --> 00:14:54.000]  是一種生命的狀態
[00:14:54.000 --> 00:14:56.000]  是使人嚮往著那種
[00:14:56.000 --> 00:15:01.000]  嘩!這種狀況不是只是外表
[00:15:01.000 --> 00:15:02.000]  是裡面也有力量
[00:15:02.000 --> 00:15:04.000]  而且這種又美又善
[00:15:04.000 --> 00:15:07.000]  是相對著後面第四節所說的那種對比
[00:15:07.000 --> 00:15:09.000]  不屬神的人會是怎樣呢?
[00:15:09.000 --> 00:15:10.000]  裡面就是那種愁煩
[00:15:10.000 --> 00:15:13.000]  愁眉慘目或者等等
[00:15:13.000 --> 00:15:14.000]  而那種又美又善
[00:15:14.000 --> 00:15:16.000]  就是那種反而
[00:15:16.000 --> 00:15:19.000]  嘩!一出來是有那種力量
[00:15:19.000 --> 00:15:22.000]  是有那種盼望在裡面當中
[00:15:22.000 --> 00:15:27.000]  這一種就是私人所嚮往的那種生命狀況
[00:15:27.000 --> 00:15:30.000]  所以在裡面一開始我們就想
[00:15:30.000 --> 00:15:34.000]  嘩!原來上帝是這樣信靠你
[00:15:34.000 --> 00:15:36.000]  接著再去到下一步
[00:15:36.000 --> 00:15:39.000]  原來信靠主的人是這樣的
