
[00:00:00.000 --> 00:00:05.200]  主持人:今日的經訓是在《創世紀》第十六章
[00:05:45.600 --> 00:05:47.600]  我們可以認識自己
[00:05:47.600 --> 00:05:49.600]  我們可以與你遇見
[00:05:49.600 --> 00:05:52.600]  上帝一救,就求你在這一刻
[00:05:52.600 --> 00:05:57.600]  我們今天認真去聽你的道
[00:05:57.600 --> 00:06:00.600]  我們希望聖靈引導我們明白你的心意
[00:06:00.600 --> 00:06:03.600]  作為一個祭獻給你
[00:06:03.600 --> 00:06:07.600]  求你去閱立,求你去引導,求你去輔助
[00:06:07.600 --> 00:06:09.600]  安慰我們
[00:06:09.600 --> 00:06:12.600]  因為有很多時候我們都會有時
[00:06:12.600 --> 00:06:14.600]  會在這些感受當中
[00:06:14.600 --> 00:06:17.600]  願意你自己親自成為那個出路
[00:06:17.600 --> 00:06:19.600]  我們這樣禱告交託
[00:06:19.600 --> 00:06:21.600]  奉主耶穌基督的聖名自祈求
[00:06:21.600 --> 00:06:22.600]  阿門
[00:06:22.600 --> 00:06:26.600]  剛才還讀的經文是《創世紀》第十六章
[00:06:26.600 --> 00:06:29.600]  大家單單看這段經文
[00:06:29.600 --> 00:06:33.600]  就會發覺這段經文是在說一個問題
[00:06:33.600 --> 00:06:35.600]  是一個什麼問題呢?
[00:06:35.600 --> 00:06:39.600]  簡單來說就是一個家庭裏
[00:06:39.600 --> 00:06:41.600]  沒有兒子
[00:06:41.600 --> 00:06:44.600]  生不了後代這個問題
[00:06:44.600 --> 00:06:47.600]  你覺得可能在香港這個社會
[00:06:47.600 --> 00:06:50.600]  現在這個世代,這不是什麼大事
[00:06:50.600 --> 00:06:53.600]  不過其實在神救贖的歷史裏
[00:06:53.600 --> 00:06:58.600]  這段經文是佔了一個很重要的位置
[00:06:58.600 --> 00:07:01.600]  自從《創世紀》第十二章第一節開始
[00:07:01.600 --> 00:07:05.600]  神將亞伯蘭從他的本族呼召出來
[00:07:05.600 --> 00:07:07.600]  他要離開他的家鄉
[00:07:07.600 --> 00:07:09.600]  離開他的文化
[00:07:09.600 --> 00:07:13.600]  甚至離開當時影響他多元的宗教
[00:07:13.600 --> 00:07:18.600]  而是去學習,單單專一去跟從耶和華
[00:07:18.600 --> 00:07:21.600]  神應許他要成為大國
[00:07:21.600 --> 00:07:25.600]  說他的後裔要像海裏的沙
[00:07:25.600 --> 00:07:27.600]  天上的星星那麼多
[00:07:27.600 --> 00:07:31.600]  不過十年之後
[00:07:31.600 --> 00:07:34.600]  亞伯蘭的家仍然沒有所出
[00:07:34.600 --> 00:07:37.600]  撒萊的年紀越來越大
[00:07:37.600 --> 00:07:39.600]  已經七十五歲了
[00:07:39.600 --> 00:07:43.600]  他可以生育的機會也越來越低
[00:07:43.600 --> 00:07:46.600]  他們的信心再一次受考驗
[00:07:46.600 --> 00:07:50.600]  不過這個考驗最終帶來的就是
[00:07:50.600 --> 00:07:52.600]  家無寧日的局面
[00:07:52.600 --> 00:07:57.600]  在這段落裏有兩個很重要的人物
[00:07:57.600 --> 00:08:01.600]  兩位女主角,分別是撒萊和夏婕
[00:08:01.600 --> 00:08:03.600]  他們都有一個共通點
[00:08:03.600 --> 00:08:06.600]  就是他們蒙受了屈辱
[00:08:06.600 --> 00:08:09.600]  讓我們一起去看看他們兩個如何蒙受屈辱
[00:08:09.600 --> 00:08:13.600]  我們讀第一至第四節
[00:08:13.600 --> 00:08:19.600]  「亞伯蘭的妻子撒萊不欲她生兒女
[00:08:19.600 --> 00:08:23.600]  撒萊有一個侍女名叫夏婕
[00:08:23.600 --> 00:08:26.600]  是埃及人,撒萊對亞伯蘭說
[00:08:26.600 --> 00:08:29.600]  耶和華使我不能生育
[00:08:29.600 --> 00:08:32.600]  求你和我的侍女同房
[00:08:32.600 --> 00:08:35.600]  或者我可以因她得孩子
[00:08:35.600 --> 00:08:38.600]  亞伯蘭聽從了撒萊的話
[00:08:38.600 --> 00:08:43.600]  於是亞伯蘭的妻子撒萊將侍女埃及人夏婕
[00:08:43.600 --> 00:08:45.600]  給了丈夫為妾
[00:08:45.600 --> 00:08:49.600]  那時亞伯蘭在迦南已經住了十年
[00:08:49.600 --> 00:08:52.600]  亞伯蘭與夏婕同房
[00:08:52.600 --> 00:08:54.600]  夏婕就懷了孕
[00:08:54.600 --> 00:08:59.600]  她見自己就小看她的主母」
[00:08:59.600 --> 00:09:01.600]  我們很清楚知道
[00:09:01.600 --> 00:09:03.600]  連撒萊都很清楚知道
[00:09:03.600 --> 00:09:06.600]  能不能生育不是人能控制的
[00:09:06.600 --> 00:09:10.600]  她和丈夫在第二節說
[00:09:10.600 --> 00:09:13.600]  「耶和華使我不能生育」
[00:09:13.600 --> 00:09:16.600]  「生育」這個字直譯是
[00:09:16.600 --> 00:09:18.600]  耶和華關閉了
[00:09:18.600 --> 00:09:20.600]  耶和華上鎖了
[00:09:20.600 --> 00:09:24.600]  對生產這件事上鎖了
[00:09:24.600 --> 00:09:26.600]  以致她不能生育
[00:09:26.600 --> 00:09:29.600]  所以她想說罪不在她
[00:09:29.600 --> 00:09:31.600]  問題不在她身上
[00:09:31.600 --> 00:09:32.600]  就算怎樣努力
[00:09:32.600 --> 00:09:35.600]  都不可以靠她自己的能力做到
[00:09:35.600 --> 00:09:37.600]  因為我們很清楚知道
[00:09:37.600 --> 00:09:40.600]  能否生育是上帝的掌權
[00:09:40.600 --> 00:09:44.600]  不過在當時的社會裏
[00:09:44.600 --> 00:09:47.600]  婦女不能為家族傳宗接代
[00:09:47.600 --> 00:09:50.600]  是一個極大的羞恥
[00:09:50.600 --> 00:09:52.600]  是一個被人看低
[00:09:52.600 --> 00:09:54.600]  看為沒有尊嚴的一件事
[00:09:54.600 --> 00:09:57.600]  所以的確撒萊的第一個屈辱
[00:09:57.600 --> 00:09:59.600]  就是社會的眼光
[00:09:59.600 --> 00:10:04.600]  她確實承受了不能生育的悲痛
[00:10:04.600 --> 00:10:07.600]  這是她第一個受屈
[00:10:07.600 --> 00:10:11.600]  而第二個受屈
[00:10:11.600 --> 00:10:15.600]  就是因著她想解決第一個受屈而帶來的
[00:10:15.600 --> 00:10:19.600]  既然她不能為她的家族繼後香燈
[00:10:19.600 --> 00:10:23.600]  這個污名令她被人藐視
[00:10:23.600 --> 00:10:24.600]  被人輕看
[00:10:24.600 --> 00:10:28.600]  她就嘗試去找一個出路
[00:10:28.600 --> 00:10:31.600]  她就向她的丈夫獻計
[00:10:31.600 --> 00:10:34.600]  她說「求你和我的侍女同房
[00:10:34.600 --> 00:10:38.600]  或許我可以因她得孩子」
[00:10:38.600 --> 00:10:41.600]  「得孩子」這個字在原文來說
[00:10:41.600 --> 00:10:46.600]  是被建立
[00:10:46.600 --> 00:10:48.600]  意思是撒萊期望
[00:10:48.600 --> 00:10:51.600]  兩夫婦可以因著有她的兒子
[00:10:51.600 --> 00:10:53.600]  就可以傳宗接代
[00:10:53.600 --> 00:10:59.600]  這個家就變得完整和完全
[00:10:59.600 --> 00:11:04.600]  所以她很想擺脫這個屈辱
[00:11:04.600 --> 00:11:08.600]  很想用自己的方法去解決這件事
[00:11:08.600 --> 00:11:12.600]  於是她就向丈夫獻計
[00:11:12.600 --> 00:11:14.600]  第一節告訴我們
[00:11:14.600 --> 00:11:17.600]  她就找她的侍女下鴿
[00:11:17.600 --> 00:11:22.600]  來服侍這位主人的侍女下鴿
[00:11:22.600 --> 00:11:25.600]  去和她的丈夫同房
[00:11:25.600 --> 00:11:28.600]  根據當時的法例和習俗
[00:11:28.600 --> 00:11:30.600]  撒萊是下鴿的主人
[00:11:30.600 --> 00:11:35.600]  她把自己的侍女當作是阿伯蘭做妾侍
[00:11:35.600 --> 00:11:43.600]  即是下鴿可以代表撒萊去生子女
[00:11:43.600 --> 00:11:45.600]  而下鴿所出的子女
[00:11:45.600 --> 00:11:48.600]  就會歸在撒萊的名下
[00:11:48.600 --> 00:11:52.600]  就成為撒萊的兒女
[00:11:52.600 --> 00:11:57.600]  這個家庭就因此而完整
[00:11:57.600 --> 00:11:59.600]  她的丈夫阿伯蘭很信服
[00:11:59.600 --> 00:12:00.600]  他沒有反對
[00:12:00.600 --> 00:12:03.600]  他信服妻子的建議
[00:12:03.600 --> 00:12:05.600]  這次的阿伯蘭很特別
[00:12:05.600 --> 00:12:08.600]  他沒有像第十五節一樣
[00:12:08.600 --> 00:12:11.600]  當上帝說他有後代
[00:12:11.600 --> 00:12:16.600]  去接續繼承他的家業的時候
[00:12:16.600 --> 00:12:17.600]  他就問上帝
[00:12:17.600 --> 00:12:19.600]  我現在這麼久都沒有兒子
[00:12:19.600 --> 00:12:21.600]  究竟會不會是我的僕人
[00:12:21.600 --> 00:12:23.600]  我的管家已變已借
[00:12:23.600 --> 00:12:26.600]  是我的後裔呢?
[00:12:26.600 --> 00:12:29.600]  他有問上帝
[00:12:29.600 --> 00:12:31.600]  但這次他沒有
[00:12:31.600 --> 00:12:33.600]  而且這次他沒有考慮到
[00:12:33.600 --> 00:12:36.600]  上帝從他的本家本族
[00:12:36.600 --> 00:12:38.600]  那些文化社會的習俗
[00:12:38.600 --> 00:12:40.600]  去呼召他出來
[00:12:40.600 --> 00:12:43.600]  去跟從上帝設立一夫一妻的制度
[00:12:43.600 --> 00:12:46.600]  去採納妻子的建議
[00:12:46.600 --> 00:12:48.600]  去享齊人之福
[00:12:48.600 --> 00:12:50.600]  這個建議
[00:12:50.600 --> 00:12:55.600]  令他們的家帶來了很多麻煩
[00:12:55.600 --> 00:12:58.600]  結果夏甲真是懷孕
[00:12:58.600 --> 00:13:01.600]  不過這個懷孕
[00:13:01.600 --> 00:13:09.600]  令夏甲心裡生起了一些驕傲
[00:13:09.600 --> 00:13:11.600]  他抱著金菠蘿
[00:13:11.600 --> 00:13:14.600]  他覺得自己可以母憑子貴
[00:13:14.600 --> 00:13:16.600]  身心驕傲
[00:13:16.600 --> 00:13:20.600]  然後他就不尊重他的主人薩萊
[00:13:20.600 --> 00:13:23.600]  本來薩萊是想
[00:13:23.600 --> 00:13:26.600]  因著夏甲為他生兒子
[00:13:26.600 --> 00:13:28.600]  他的生命被建立
[00:13:28.600 --> 00:13:32.600]  從卑微、從被藐視去建立
[00:13:32.600 --> 00:13:35.600]  但反而因著這個緣故
[00:13:35.600 --> 00:13:40.600]  他再被輕視、被詛咒
[00:13:40.600 --> 00:13:43.600]  他本來在家裡
[00:13:43.600 --> 00:13:46.600]  他是家主的夫人地位
[00:13:46.600 --> 00:13:48.600]  都被剝奪
[00:13:48.600 --> 00:13:51.600]  所以薩萊其實是帶著兩個屈辱
[00:13:51.600 --> 00:13:54.600]  另外我們又看看夏甲的屈辱
[00:13:54.600 --> 00:13:56.600]  我們留意第六節
[00:13:56.600 --> 00:13:57.600]  第六節說
[00:13:57.600 --> 00:13:59.600]  阿伯蘭對薩萊說
[00:13:59.600 --> 00:14:02.600]  「使女在你手下,你可以隨意待她」
[00:14:02.600 --> 00:14:04.600]  薩萊苦待她
[00:14:04.600 --> 00:14:08.600]  她就從薩萊面前逃走了
[00:14:08.600 --> 00:14:11.600]  其實除了薩萊之外
[00:14:11.600 --> 00:14:14.600]  這個故事的另一個女主角夏甲
[00:14:14.600 --> 00:14:16.600]  她同樣受到屈辱
[00:14:16.600 --> 00:14:20.600]  夏甲本來的身份是薩萊的侍女
[00:14:20.600 --> 00:14:22.600]  極有可能她在第十二章
[00:14:22.600 --> 00:14:26.600]  阿伯蘭因為饑荒而逃到埃及的時候
[00:14:26.600 --> 00:14:31.600]  她由那時候開始成為薩萊的僕婢
[00:14:31.600 --> 00:14:33.600]  作為僕婢是沒有尊嚴
[00:14:33.600 --> 00:14:35.600]  也沒有選擇
[00:14:35.600 --> 00:14:39.600]  她沒有為自己的婚姻作主的話事權
[00:14:39.600 --> 00:14:41.600]  她出身汗味
[00:14:41.600 --> 00:14:45.600]  當薩萊命令她要和阿伯蘭同房的時候
[00:14:45.600 --> 00:14:47.600]  她是沒有選擇
[00:14:47.600 --> 00:14:49.600]  不過很特別
[00:14:49.600 --> 00:14:51.600]  這也是人的需要
[00:14:51.600 --> 00:14:53.600]  當人感到自己汗味委屈的時候
[00:14:53.600 --> 00:14:55.600]  心裡往往有一個傾向上
[00:14:55.600 --> 00:14:57.600]  向上提升
[00:14:57.600 --> 00:14:59.600]  離開底層的慾望
[00:14:59.600 --> 00:15:04.600]  夏甲也因為被揀選代主人生子
[00:15:04.600 --> 00:15:07.600]  而覺得自己的地位被提升了
[00:15:07.600 --> 00:15:12.600]  她於是就作出了一些蔑視她主人的行為
[00:15:12.600 --> 00:15:14.600]  不過她和薩萊一樣
[00:15:14.600 --> 00:15:19.600]  當她以為她可以無憑只貴脫離屈辱的時候
[00:15:19.600 --> 00:15:23.600]  反而最終她的下場也是蒙受屈辱
[00:15:23.600 --> 00:15:25.600]  為什麼呢?
[00:15:25.600 --> 00:15:27.600]  剛才那段經文告訴我們
[00:15:27.600 --> 00:15:30.600]  薩萊在阿伯蘭的准許下
[00:15:30.600 --> 00:15:36.600]  可以按照自己的心意對付這個令她受屈的人
[00:15:36.600 --> 00:15:41.600]  所以結果薩萊選擇了輔代夏甲
[00:15:41.600 --> 00:15:47.600]  去壓迫她,以至對她造成身心靈的虐待
[00:15:47.600 --> 00:15:51.600]  結果夏甲就受盡屈辱
[00:15:51.600 --> 00:15:54.600]  而另一方面,當她受盡屈辱的時候
[00:15:54.600 --> 00:15:56.600]  她不和薩萊一樣
[00:15:56.600 --> 00:15:59.600]  薩萊可以向她的丈夫申訴
[00:15:59.600 --> 00:16:03.600]  但她委屈的是與她同房的主人阿伯蘭
[00:16:03.600 --> 00:16:07.600]  對薩萊這些舉動視若無睹
[00:16:07.600 --> 00:16:10.600]  她的痛苦沒有被看見
[00:16:10.600 --> 00:16:14.600]  也令她受屈辱
[00:16:14.600 --> 00:16:18.600]  所以我們看到兩個受屈的人
[00:16:18.600 --> 00:16:20.600]  在這個情況下
[00:16:20.600 --> 00:16:22.600]  他們的心靈有很多痛苦
[00:16:22.600 --> 00:16:26.600]  我們看看當我們有這些受屈的痛苦的時候
[00:16:26.600 --> 00:16:29.600]  會有什麼機制和反應呢?
[00:16:29.600 --> 00:16:32.600]  讓我們一起讀第五、第六節
[00:16:32.600 --> 00:16:35.600]  薩萊對阿伯蘭說
[00:16:35.600 --> 00:16:40.600]  「我因你受屈,我將我的屎女放在你懷中」
[00:16:40.600 --> 00:16:44.600]  「她見自己有了人,就小看我」
[00:16:44.600 --> 00:16:48.600]  「怨耶和華在你我中間判斷」
[00:16:48.600 --> 00:16:50.600]  阿伯蘭對薩萊說
[00:16:50.600 --> 00:16:54.600]  「屎女在你手下,你可以隨意待她」
[00:16:54.600 --> 00:17:00.600]  「薩萊輔待她,她就從薩萊面前逃走了」
[00:17:02.600 --> 00:17:07.600]  當薩萊承受了夏革輕視她的屈辱
[00:17:07.600 --> 00:17:11.600]  她就找她的丈夫阿伯蘭尋求協助
[00:17:11.600 --> 00:17:14.600]  她希望她的丈夫主持公道
[00:17:14.600 --> 00:17:20.600]  而且她還說她希望上帝出手為她申冤
[00:17:20.600 --> 00:17:25.600]  不過,有沒有留意到薩萊將這個委屈的原因
[00:17:25.600 --> 00:17:27.600]  這個受屈的原因
[00:17:27.600 --> 00:17:31.600]  完全加諸在丈夫的身上
[00:17:31.600 --> 00:17:35.600]  第一句就說「我因你受屈」
[00:17:35.600 --> 00:17:38.600]  意思是,最壞的是你
[00:17:38.600 --> 00:17:41.600]  如果不是你的話,我就不用這麼委屈
[00:17:41.600 --> 00:17:44.600]  但大家有沒有想過
[00:17:44.600 --> 00:17:48.600]  當初是誰叫阿伯蘭和夏革同房的?
[00:17:48.600 --> 00:17:53.600]  有些經學者細心去研讀這段經文時
[00:17:53.600 --> 00:17:56.600]  他們會發覺這段經文的描述
[00:17:56.600 --> 00:18:01.600]  和創世紀聽夏娃的話
[00:18:01.600 --> 00:18:04.600]  是分辨事惡樹的果子描述
[00:18:04.600 --> 00:18:09.600]  在結構上,在詞組的運用上極之相似
[00:18:09.600 --> 00:18:17.600]  聖經說「夏娃拿果子給丈夫,丈夫聽從了妻子」
[00:18:18.600 --> 00:18:22.600]  而原文「薩萊」亦是「拿」同一個字
[00:18:22.600 --> 00:18:28.600]  「拿夏革給丈夫,丈夫聽從了妻子」
[00:18:28.600 --> 00:18:32.600]  兩個的情況有一個共通點
[00:18:32.600 --> 00:18:35.600]  就是妻子的建議和方法
[00:18:35.600 --> 00:18:41.600]  都讓夫婦二人一起離開了神的心意和計劃
[00:18:43.600 --> 00:18:45.600]  而且「受屈」這個字
[00:18:45.600 --> 00:18:51.600]  原文是指極度強暴和殘忍對待的感受
[00:18:51.600 --> 00:18:57.600]  「薩萊」有強烈被迫害的感覺
[00:18:57.600 --> 00:19:01.600]  同樣,這個字亦有意思
[00:19:01.600 --> 00:19:03.600]  就是她得到不公平的對待
[00:19:03.600 --> 00:19:07.600]  所以她想找耶和華主持公道
[00:19:07.600 --> 00:19:13.600]  要讓丈夫知道她受的傷害完全是因為她
[00:19:13.600 --> 00:19:17.600]  而沒有提及自己的責任
[00:19:17.600 --> 00:19:22.600]  但其實當初她希望為丈夫立後而被建立
[00:19:22.600 --> 00:19:25.600]  這個心意她沒有提出
[00:19:25.600 --> 00:19:28.600]  她沒有看到
[00:19:28.600 --> 00:19:30.600]  所以她訴諸她的委屈
[00:19:30.600 --> 00:19:32.600]  覺得自己無辜
[00:19:32.600 --> 00:19:36.600]  我會形容這是受害者的心態
[00:19:36.600 --> 00:19:38.600]  為自己受害
[00:19:38.600 --> 00:19:42.600]  而忽略了自己有責任的部分
[00:19:42.600 --> 00:19:48.600]  原來委屈也會有陷阱
[00:19:48.600 --> 00:19:53.600]  就是我們會將傷害完全掩蓋自己
[00:19:53.600 --> 00:19:55.600]  去看自己的責任
[00:19:55.600 --> 00:19:58.600]  我們會躲藏在委屈的背後
[00:19:58.600 --> 00:20:02.600]  外面是生氣、憤怒、嫉妒
[00:20:02.600 --> 00:20:08.600]  而忘記了委屈背後也有自己的責任
[00:20:08.600 --> 00:20:12.600]  而阿伯蘭在撒萊的控訴下
[00:20:12.600 --> 00:20:17.600]  他最終決定逃避一家之主的責任
[00:20:17.600 --> 00:20:20.600]  他說:侍女就在你手下
[00:20:20.600 --> 00:20:22.600]  你可以隨便待她
[00:20:22.600 --> 00:20:27.600]  他將夏革滅時撒萊所引起的衝突處理
[00:20:27.600 --> 00:20:29.600]  拱手相讓給撒萊
[00:20:29.600 --> 00:20:37.600]  於是就讓受辱的陷阱繼續沉下去
[00:20:37.600 --> 00:20:44.600]  受屈時我們會有這個反應
[00:20:44.600 --> 00:20:48.600]  我們會漠視,覺得自己很委屈
[00:20:48.600 --> 00:20:50.600]  陷入陷阱裡
[00:20:50.600 --> 00:20:54.600]  甚至會作出一些攻擊性的報復
[00:20:54.600 --> 00:20:57.600]  撒萊得到這個令牌後
[00:20:57.600 --> 00:20:59.600]  他就苦待夏革
[00:20:59.600 --> 00:21:00.600]  目的有兩個
[00:21:00.600 --> 00:21:03.600]  第一是希望夏革可以分清莊瀚
[00:21:03.600 --> 00:21:07.600]  警告她不要再做出輕視我的行為
[00:21:07.600 --> 00:21:09.600]  做出侮辱我的行為
[00:21:09.600 --> 00:21:13.600]  更加可能是他想脫去這個眼中釘
[00:21:13.600 --> 00:21:14.600]  將她趕走
[00:21:14.600 --> 00:21:18.600]  令自己不用再受被蔑視的痛苦
[00:21:18.600 --> 00:21:21.600]  的確當人受到委屈
[00:21:21.600 --> 00:21:23.600]  得到不公平的對待的時候
[00:21:23.600 --> 00:21:29.600]  有時我們就認為自己有權制裁令我們受害的人
[00:21:29.600 --> 00:21:37.600]  這也是我們要小心的一個惡性循環不斷延伸的結果
[00:21:37.600 --> 00:21:41.600]  我們看到第六節
[00:21:41.600 --> 00:21:43.600]  夏革最後如何回應呢?
[00:21:43.600 --> 00:21:47.600]  夏革最後從撒萊面前逃走
[00:21:47.600 --> 00:21:52.600]  夏革可能因為自己本來成為阿伯蘭的妾侍而提升
[00:21:52.600 --> 00:21:54.600]  感到驕傲
[00:21:54.600 --> 00:21:56.600]  對她的主人不尊重
[00:21:56.600 --> 00:22:00.600]  結果換來被撒萊欺負
[00:22:00.600 --> 00:22:06.600]  比她之前做侍女的時候的地位更差
[00:22:06.600 --> 00:22:11.600]  結果她就決定逃離這個令她痛苦的地方
[00:22:11.600 --> 00:22:13.600]  聖經說她逃走
[00:22:13.600 --> 00:22:21.600]  同樣夏革亦可能因為被虐待的痛苦
[00:22:21.600 --> 00:22:24.600]  她也看不到自己的問題
[00:22:24.600 --> 00:22:29.600]  是她先輕視她的主人
[00:22:29.600 --> 00:22:31.600]  不過同樣在這個時候
[00:22:31.600 --> 00:22:34.600]  很混亂的她也有一個報復的心
[00:22:34.600 --> 00:22:37.600]  既然你利用我去建立自己
[00:22:37.600 --> 00:22:39.600]  你也得不到你想要的
[00:22:39.600 --> 00:22:42.600]  我就逃走,跟你一拍兩散
[00:22:42.600 --> 00:22:46.600]  其實我們真的會看到
[00:22:46.600 --> 00:22:50.600]  當人透過情緒去面對神
[00:22:50.600 --> 00:22:52.600]  去與神相遇的時候
[00:22:52.600 --> 00:22:56.600]  其實是可以帶來靈命的成長和後果
[00:22:56.600 --> 00:22:59.600]  如果我們躲在情緒的後面的時候
[00:22:59.600 --> 00:23:01.600]  用受傷去做擋箭牌
[00:23:01.600 --> 00:23:05.600]  妨礙了真正處理問題的動力的時候
[00:23:05.600 --> 00:23:08.600]  我們往往會越走越深
[00:23:08.600 --> 00:23:11.600]  在情緒裏更加不能自拔
[00:23:11.600 --> 00:23:15.600]  我們發覺我們用人的方法去實現神的心意
[00:23:15.600 --> 00:23:18.600]  結果就帶來一男子的問題
[00:23:18.600 --> 00:23:21.600]  自己也帶來受苦和受屈的感覺
[00:23:21.600 --> 00:23:26.600]  用人的方法沒有正視自己的傷痛之處
