
[00:00:00.000 --> 00:00:06.000]  今日聆聽的聖道是記載在約翰福音十二章第一至第八節
[00:09:42.000 --> 00:09:45.000]  猶太人如果高一個生人
[00:09:45.000 --> 00:09:46.000]  是高他的頭的
[00:09:46.000 --> 00:09:49.000]  流到鬍鬚又流到衣襟
[00:09:49.000 --> 00:09:51.000]  是倒在頭上的
[00:09:51.000 --> 00:09:54.000]  如果高屍體死了的
[00:09:54.000 --> 00:09:56.000]  就應該是高全身的
[00:09:56.000 --> 00:09:58.000]  而不會只是高腳的
[00:09:58.000 --> 00:10:00.000]  對於這個問題
[00:10:00.000 --> 00:10:02.000]  不同的學者有不同的講法
[00:10:02.000 --> 00:10:04.000]  不過最多數的講法都是說
[00:10:04.000 --> 00:10:06.000]  瑪利亞謙卑
[00:10:06.000 --> 00:10:08.000]  所以不高頭就高腳
[00:10:08.000 --> 00:10:09.000]  不過我想來想去
[00:10:09.000 --> 00:10:11.000]  我都不覺得為什麼會謙卑
[00:10:11.000 --> 00:10:14.000]  我覺得最簡單的答案
[00:10:14.000 --> 00:10:18.000]  就是這個是瑪利亞竭盡所能
[00:10:18.000 --> 00:10:22.000]  所能夠企及的高度
[00:10:22.000 --> 00:10:25.000]  瑪利亞是一個很矮小的女人
[00:10:25.000 --> 00:10:28.000]  矮小不是指她的身材
[00:10:28.000 --> 00:10:32.000]  而是指她的社會地位和知識水平
[00:10:32.000 --> 00:10:35.000]  她怎樣都不能夠高攀
[00:10:35.000 --> 00:10:38.000]  和耶穌平頭並肩
[00:10:38.000 --> 00:10:41.000]  怎樣抬高她的腳尖
[00:10:41.000 --> 00:10:43.000]  都無法摸到耶穌的頭
[00:10:43.000 --> 00:10:45.000]  她只能夠接受
[00:10:45.000 --> 00:10:49.000]  她能夠靠近的就是耶穌腳的位置
[00:10:49.000 --> 00:10:51.000]  事實上是真的
[00:10:51.000 --> 00:10:54.000]  他們吃筵席
[00:10:54.000 --> 00:10:57.000]  大家都是這樣靠著靠著坐著
[00:10:57.000 --> 00:10:59.000]  腳伸出來
[00:10:59.000 --> 00:11:01.000]  瑪利亞又沒資格坐過去
[00:11:01.000 --> 00:11:05.000]  只能夠摸到耶穌伸出來的腳
[00:11:05.000 --> 00:11:08.000]  再逼近一點
[00:11:08.000 --> 00:11:10.000]  在聖經我們見到
[00:11:10.000 --> 00:11:13.000]  瑪利亞總是在耶穌的腳前
[00:11:13.000 --> 00:11:15.000]  耶穌和門徒在他家作客
[00:11:15.000 --> 00:11:18.000]  耶穌坐著和門徒談道
[00:11:18.000 --> 00:11:20.000]  瑪利亞都沒資格
[00:11:20.000 --> 00:11:25.000]  也不能夠坐在門徒那裡
[00:11:25.000 --> 00:11:28.000]  她就只能夠坐在耶穌的腳前
[00:11:28.000 --> 00:11:31.000]  路加福音是這樣記載的
[00:11:31.000 --> 00:11:33.000]  路加福音十章三十九節
[00:11:33.000 --> 00:11:35.000]  馬大有一個妹子名叫瑪利亞
[00:11:35.000 --> 00:11:39.000]  在耶穌腳前坐著聽她的道
[00:11:39.000 --> 00:11:41.000]  瑪利亞所能夠企及的
[00:11:41.000 --> 00:11:44.000]  是耶穌的腳的高度
[00:11:44.000 --> 00:11:47.000]  所能夠觸摸的是耶穌的腳
[00:11:47.000 --> 00:11:50.000]  她就接受這個現實的限制
[00:11:50.000 --> 00:11:54.000]  在她觸手可及的範圍裡去侍奉耶穌
[00:11:54.000 --> 00:11:59.000]  高不到頭就隨便高一隻腳
[00:11:59.000 --> 00:12:02.000]  弟兄姊妹
[00:12:02.000 --> 00:12:07.000]  我是很想和你們分享聖經
[00:12:07.000 --> 00:12:10.000]  最深層的真理
[00:12:10.000 --> 00:12:12.000]  不過我資質有限
[00:12:12.000 --> 00:12:15.000]  我只能夠摸到耶穌的腳眼
[00:12:15.000 --> 00:12:16.000]  我認命
[00:12:16.000 --> 00:12:21.000]  我就盡力在腳眼的高度去理解耶穌
[00:12:21.000 --> 00:12:23.000]  然後和你們分享
[00:12:23.000 --> 00:12:26.000]  在腳眼高度的耶穌的故事
[00:12:26.000 --> 00:12:28.000]  我已經盡力了
[00:12:28.000 --> 00:12:29.000]  我高度不夠
[00:12:29.000 --> 00:12:31.000]  請你們原諒
[00:12:31.000 --> 00:12:34.000]  你們可能比我好一點
[00:12:34.000 --> 00:12:36.000]  有人摸到耶穌的膝頭
[00:12:36.000 --> 00:12:39.000]  有人高攀到耶穌的腰
[00:12:39.000 --> 00:12:43.000]  不過我不相信你們有人可以高度摸到耶穌的頭
[00:12:43.000 --> 00:12:44.000]  無論如何
[00:12:44.000 --> 00:12:48.000]  你們在你們力所能及的部位
[00:12:48.000 --> 00:12:53.000]  就將香膏倒在耶穌的身上
[00:12:53.000 --> 00:12:56.000]  這是我對這段經文
[00:12:56.000 --> 00:12:59.000]  腳眼高度的默想
[00:12:59.000 --> 00:13:02.000]  並不是一個嚴謹的聖經
[00:13:02.000 --> 00:13:05.000]  純粹參考一下
[00:13:05.000 --> 00:13:08.000]  瑪利亞這個豪奢的奉獻
[00:13:08.000 --> 00:13:10.000]  惹來眾人的憎惡
[00:13:10.000 --> 00:13:13.000]  投尼的眼神多數不是欣賞
[00:13:13.000 --> 00:13:16.000]  而是不理解、不認同甚至反感
[00:13:16.000 --> 00:13:20.000]  連耶穌的門徒加略人猶大都忍不住批評說
[00:13:20.000 --> 00:13:26.000]  這香膏為什麼不賣三十兩銀子周濟窮人呢?
[00:13:26.000 --> 00:13:29.000]  在出賣耶穌以前
[00:13:29.000 --> 00:13:35.000]  加略人猶大在福音書是第一次有對白
[00:13:35.000 --> 00:13:37.000]  之前他沒有對白
[00:13:37.000 --> 00:13:40.000]  從來都沒有對白
[00:13:40.000 --> 00:13:41.000]  必須要說
[00:13:41.000 --> 00:13:46.000]  加略人猶大這個反應是正常、合理的
[00:13:46.000 --> 00:13:51.000]  當你看到一些超乎尋常的豪奢行為
[00:13:51.000 --> 00:13:55.000]  你心裡總會有一些厭惡的反感
[00:13:55.000 --> 00:14:00.000]  有錢人用銀子去點煙
[00:14:00.000 --> 00:14:02.000]  你會不會覺得很側目?
[00:14:02.000 --> 00:14:04.000]  有錢人不是這樣用的
[00:14:04.000 --> 00:14:08.000]  這樣做是想顯示什麼?
[00:14:08.000 --> 00:14:09.000]  對不對?
[00:14:09.000 --> 00:14:11.000]  吃自助餐
[00:14:11.000 --> 00:14:14.000]  你看到有人一整盤壽司拿回來
[00:14:14.000 --> 00:14:17.000]  只吃了上面那塊壽司
[00:14:17.000 --> 00:14:19.000]  全部飯都丟掉
[00:14:19.000 --> 00:14:22.000]  你都會有些覺得
[00:14:22.000 --> 00:14:25.000]  搞什麼?這樣都行?
[00:14:25.000 --> 00:14:27.000]  這麼折墮?
[00:14:27.000 --> 00:14:30.000]  你都會覺得不應該這樣浪費東西
[00:14:30.000 --> 00:14:35.000]  所以一瓶貴重的香膏用來塗腳
[00:14:35.000 --> 00:14:38.000]  就好像今天有人用眼霜去塗腳一樣
[00:14:38.000 --> 00:14:41.000]  你都會覺得很荒誕
[00:14:41.000 --> 00:14:45.000]  這麼貴,要不要這樣塗?
[00:14:45.000 --> 00:14:49.000]  不過聖經作者卻是說
[00:14:49.000 --> 00:14:52.000]  加略人猶大是一個有私心的人
[00:14:52.000 --> 00:14:54.000]  他的批評不是出於正義
[00:14:54.000 --> 00:14:55.000]  是出於私心
[00:14:55.000 --> 00:14:56.000]  第六節
[00:14:56.000 --> 00:14:58.000]  他說者說,並不是掛念窮人
[00:14:58.000 --> 00:15:01.000]  乃因他是國賊,又帶著錢囊
[00:15:01.000 --> 00:15:04.000]  尚取其中所存
[00:15:04.000 --> 00:15:06.000]  約翰這個寶注
[00:15:06.000 --> 00:15:09.000]  顯示他對猶大,加略人猶大
[00:15:09.000 --> 00:15:11.000]  是非常反感的
[00:15:11.000 --> 00:15:15.000]  他直指猶大不僅僅是
[00:15:15.000 --> 00:15:18.000]  謀害耶穌的時候才做壞事
[00:15:18.000 --> 00:15:20.000]  卻一直是壞蛋
[00:15:20.000 --> 00:15:22.000]  一直做壞事
[00:15:22.000 --> 00:15:24.000]  他貪財
[00:15:24.000 --> 00:15:28.000]  出賣耶穌正正是由於他貪財
[00:15:28.000 --> 00:15:30.000]  約翰這個解釋
[00:15:30.000 --> 00:15:33.000]  或許是為日後猶大背叛耶穌
[00:15:33.000 --> 00:15:36.000]  去做一個解說的鋪路
[00:15:36.000 --> 00:15:38.000]  因為其他福音書
[00:15:38.000 --> 00:15:40.000]  在記載猶大賣主的時候
[00:15:40.000 --> 00:15:42.000]  只是提到撒旦
[00:15:42.000 --> 00:15:45.000]  就突然進入他的心中
[00:15:45.000 --> 00:15:47.000]  沒有提到猶大本身的性格
[00:15:47.000 --> 00:15:50.000]  和他跟耶穌的關係
[00:15:50.000 --> 00:15:52.000]  一個跟隨耶穌多年的門徒
[00:15:52.000 --> 00:15:54.000]  竟然決定賣主
[00:15:54.000 --> 00:15:57.000]  總是需要一個原因的
[00:15:57.000 --> 00:15:59.000]  說他一直都很貪財
[00:15:59.000 --> 00:16:01.000]  就比較合理
[00:16:01.000 --> 00:16:05.000]  必須要指出
[00:16:05.000 --> 00:16:07.000]  約翰對猶大
[00:16:07.000 --> 00:16:09.000]  對加略人猶大的評論
[00:16:09.000 --> 00:16:11.000]  其實不是很恰當的
[00:16:11.000 --> 00:16:15.000]  第六節的寶注也不算很相干
[00:16:15.000 --> 00:16:17.000]  加略人猶大
[00:16:17.000 --> 00:16:19.000]  或者真是一個貪財的人
[00:16:19.000 --> 00:16:23.000]  但這跟他批評瑪利亞浪費金錢
[00:16:23.000 --> 00:16:25.000]  沒有什麼關係
[00:16:25.000 --> 00:16:27.000]  他只是建議
[00:16:27.000 --> 00:16:29.000]  將這個香膏
[00:16:29.000 --> 00:16:32.000]  用來賣了周濟窮人
[00:16:32.000 --> 00:16:35.000]  他沒有叫瑪利亞變賣香膏
[00:16:35.000 --> 00:16:37.000]  然後把錢送給他
[00:16:37.000 --> 00:16:39.000]  他不會因這個批評得到什麼好處
[00:16:39.000 --> 00:16:42.000]  我們不可以因為一個人施得不好
[00:16:42.000 --> 00:16:45.000]  就因人廢言否定他所說的一切
[00:16:45.000 --> 00:16:47.000]  他說的話有道理還是沒有道理
[00:16:47.000 --> 00:16:51.000]  不是由他個人的品德去決定
[00:16:51.000 --> 00:16:55.000]  不過
[00:16:55.000 --> 00:16:57.000]  加略人猶大對瑪利亞評論
[00:16:57.000 --> 00:16:59.000]  可能有道理
[00:16:59.000 --> 00:17:02.000]  但仍然掩蓋不了
[00:17:02.000 --> 00:17:06.000]  這番說話出於他的口
[00:17:06.000 --> 00:17:09.000]  所產生的荒誕感
[00:17:09.000 --> 00:17:12.000]  聖經如果說他一個貪財的人
[00:17:12.000 --> 00:17:14.000]  我們可以推算
[00:17:14.000 --> 00:17:16.000]  他不會是一個關心窮人的人
[00:17:16.000 --> 00:17:19.000]  一個自己不關心窮人的人
[00:17:19.000 --> 00:17:21.000]  卻批評其他人不關心窮人
[00:17:21.000 --> 00:17:23.000]  這就很荒謬
[00:17:23.000 --> 00:17:25.000]  我們在香港
[00:17:25.000 --> 00:17:27.000]  我們遇上過很多
[00:17:27.000 --> 00:17:30.000]  說這樣荒謬說話的人
[00:17:30.000 --> 00:17:34.000]  他們喜歡站在道德高地
[00:17:34.000 --> 00:17:36.000]  堅持最高的道德標準
[00:17:36.000 --> 00:17:38.000]  然後批評其他人不道德
[00:17:38.000 --> 00:17:41.000]  不過他們只是扮演批評者反對黨的角色
[00:17:41.000 --> 00:17:43.000]  沒有打算身體力行
[00:17:43.000 --> 00:17:45.000]  將對別人的要求
[00:17:45.000 --> 00:17:47.000]  兌現在自己身上
[00:17:47.000 --> 00:17:49.000]  在經濟不景氣的時候
[00:17:49.000 --> 00:17:51.000]  有人要求教會
[00:17:51.000 --> 00:17:53.000]  賣掉教產去分給窮人
[00:17:53.000 --> 00:17:56.000]  不過做這樣要求的人
[00:17:56.000 --> 00:17:59.000]  卻不會掏空自己的錢包
[00:17:59.000 --> 00:18:02.000]  或者賣掉自己的手機去周濟窮人
[00:18:02.000 --> 00:18:06.000]  我媽媽對這些人的判定是
[00:18:06.000 --> 00:18:09.000]  只會罵人不會罵自己
[00:18:09.000 --> 00:18:11.000]  文巢巢一些的說法就是
[00:18:11.000 --> 00:18:15.000]  嚴於律人就寬以律己
[00:18:15.000 --> 00:18:17.000]  耶穌的判語就是
[00:18:17.000 --> 00:18:20.000]  能說不能行
[00:18:20.000 --> 00:18:22.000]  當然
[00:18:22.000 --> 00:18:25.000]  加里蘭猶大說這番說話是荒謬的
[00:18:25.000 --> 00:18:28.000]  不等於他對馬尼亞的批評是荒謬的
[00:18:28.000 --> 00:18:31.000]  前面我們已經說過不可以因人廢言
[00:18:31.000 --> 00:18:34.000]  耶穌也沒有因法利塞人的假冒為善
[00:18:34.000 --> 00:18:37.000]  門徒不要聽法律上的說話
[00:18:37.000 --> 00:18:40.000]  所以我們怎麼看
[00:18:40.000 --> 00:18:43.000]  加里蘭猶大對馬尼亞的指責呢
[00:18:43.000 --> 00:18:48.000]  為什麼不做上帝金錢的好管家
[00:18:48.000 --> 00:18:52.000]  將錢財用在能夠產生最大效用
[00:18:52.000 --> 00:18:54.000]  幫助最多人的事上
[00:18:54.000 --> 00:18:58.000]  反而高耶穌的腳這麼浪費呢
[00:18:58.000 --> 00:19:00.000]  不用我們去將來解釋
[00:19:00.000 --> 00:19:04.000]  耶穌已經給了答案在第七第八節
[00:19:04.000 --> 00:19:07.000]  他親自為馬尼亞做一個辯解
[00:19:07.000 --> 00:19:20.000]  耶穌的辯解有兩點
[00:19:20.000 --> 00:19:21.000]  第一
[00:19:21.000 --> 00:19:25.000]  馬尼亞這樣做是他預知耶穌即將死亡
[00:19:25.000 --> 00:19:28.000]  所以提前為他做喪事
[00:19:28.000 --> 00:19:31.000]  用香膏膏他的身體
[00:19:31.000 --> 00:19:39.000]  即使你說安葬禮都不用用這麼昂貴的珍拿大香膏
[00:19:39.000 --> 00:19:41.000]  你可以這樣說
[00:19:41.000 --> 00:19:47.000]  但是馬尼亞行動就不再是完全沒有意義不合理
[00:19:47.000 --> 00:19:51.000]  畢竟喪禮是人生大事
[00:19:51.000 --> 00:19:54.000]  有人要求封安大葬
[00:19:54.000 --> 00:19:57.000]  用幾十萬的名貴棺木
[00:19:57.000 --> 00:20:00.000]  其他人都不可以說太多
[00:20:00.000 --> 00:20:07.000]  我是喜歡用很貴很貴的東西去籌備喪禮
[00:20:07.000 --> 00:20:09.000]  是可以的
[00:20:09.000 --> 00:20:10.000]  這是第一
[00:20:10.000 --> 00:20:11.000]  第二
[00:20:11.000 --> 00:20:13.000]  耶穌的提法是
[00:20:13.000 --> 00:20:20.000]  不要將服侍耶穌和周濟窮人做一個簡單的二婚對立
[00:20:20.000 --> 00:20:24.000]  服侍了耶穌就幫助不到窮人
[00:20:24.000 --> 00:20:28.000]  於是我們只能夠在這兩者二擇其一
[00:20:28.000 --> 00:20:31.000]  周濟窮人是什麼時候都可以做的事
[00:20:31.000 --> 00:20:34.000]  窮人很多到處都是
[00:20:34.000 --> 00:20:36.000]  今天不做明天做
[00:20:36.000 --> 00:20:40.000]  我們沒辦法想像每一天全世界的窮人都消失了
[00:20:40.000 --> 00:20:42.000]  你想周濟窮人都不知道在什麼地方去周濟
[00:20:42.000 --> 00:20:43.000]  沒有的
[00:20:43.000 --> 00:20:45.000]  不可能的
[00:20:45.000 --> 00:20:48.000]  所以在適當的時候做適當的事
[00:20:48.000 --> 00:20:50.000]  在迫切的時候做迫切的事
[00:20:50.000 --> 00:20:53.000]  不用做那些無謂的對比
[00:20:53.000 --> 00:20:56.000]  錢花在這裡還可以賺回來
[00:20:56.000 --> 00:20:57.000]  再用在別處
[00:20:57.000 --> 00:20:59.000]  是不是
[00:20:59.000 --> 00:21:01.000]  宏福縣火災
[00:21:01.000 --> 00:21:06.000]  你馬上想到可以捐一些錢去幫助他們
[00:21:06.000 --> 00:21:08.000]  身邊有人就跟你說
[00:21:08.000 --> 00:21:10.000]  非洲的災民更慘
[00:21:10.000 --> 00:21:13.000]  烏克蘭的難民更慘
[00:21:13.000 --> 00:21:17.000]  所以不應該幫助香港的災民
[00:21:17.000 --> 00:21:21.000]  這樣的言論其實沒有什麼營養價值
[00:21:21.000 --> 00:21:25.000]  你覺得烏克蘭難民更值得幫助
