
[00:00:00.000 --> 00:00:04.000]  今日的經訓是記載在新約聖經
[00:03:16.000 --> 00:03:17.000]  你會看到
[00:03:17.000 --> 00:03:19.000]  在試探的過程裡
[00:03:19.000 --> 00:03:21.000]  魔鬼提供了一條
[00:03:21.000 --> 00:03:23.000]  可以說是得到萬國萬民的
[00:03:23.000 --> 00:03:24.000]  短片給他
[00:03:24.000 --> 00:03:25.000]  有沒有留意?
[00:03:25.000 --> 00:03:26.000]  那條是捷徑
[00:03:26.000 --> 00:03:29.000]  就是耶穌只要向撒旦下拜
[00:03:29.000 --> 00:03:31.000]  萬國萬民的榮耀
[00:03:31.000 --> 00:03:34.000]  就會立即歸給耶穌
[00:03:34.000 --> 00:03:36.000]  不過耶穌在當時
[00:03:36.000 --> 00:03:39.000]  很從容地擊退撒旦這個試探
[00:03:39.000 --> 00:03:42.000]  他強調一定要按照
[00:03:42.000 --> 00:03:44.000]  上帝的時間表來行事
[00:03:44.000 --> 00:03:46.000]  不可以比上帝快
[00:03:46.000 --> 00:03:48.000]  隨後你也會看到
[00:03:48.000 --> 00:03:51.000]  耶穌不輕易讓跟隨他的人
[00:03:51.000 --> 00:03:53.000]  影響他的侍奉節奏
[00:03:53.000 --> 00:03:54.000]  反過來
[00:03:54.000 --> 00:03:56.000]  他會在適當的時候
[00:03:56.000 --> 00:04:00.000]  刻意調教跟隨他的人
[00:04:00.000 --> 00:04:03.000]  跟他同行的人的步伐
[00:04:03.000 --> 00:04:05.000]  迫使他們慢一點
[00:04:05.000 --> 00:04:07.000]  甚至停下來
[00:04:07.000 --> 00:04:09.000]  從而學會一個
[00:04:09.000 --> 00:04:11.000]  生命裡很重要的功課
[00:04:11.000 --> 00:04:14.000]  就是我們常說的放手教堂
[00:04:14.000 --> 00:04:16.000]  學會一個信心的功課
[00:04:16.000 --> 00:04:19.000]  讓人的靈性在那些時候
[00:04:19.000 --> 00:04:20.000]  得到提升
[00:04:20.000 --> 00:04:23.000]  就好像剛才所讀的
[00:04:23.000 --> 00:04:24.000]  這一段經文
[00:04:24.000 --> 00:04:26.000]  關於艾魯的經歷一樣
[00:04:26.000 --> 00:04:27.000]  我們知道艾魯
[00:04:27.000 --> 00:04:31.000]  他是在當時負責管會堂
[00:04:31.000 --> 00:04:33.000]  會堂是當時猶太人
[00:04:33.000 --> 00:04:35.000]  一個宗教聚會的地方
[00:04:35.000 --> 00:04:36.000]  艾魯負責
[00:04:36.000 --> 00:04:42.000]  譬如監督每一個聚會
[00:04:42.000 --> 00:04:44.000]  那些敬拜的程序
[00:04:44.000 --> 00:04:46.000]  包括可能安排哪些人
[00:04:46.000 --> 00:04:47.000]  負責讀經
[00:04:47.000 --> 00:04:48.000]  哪些人負責講道
[00:04:48.000 --> 00:04:51.000]  維持敬拜的秩序
[00:04:51.000 --> 00:04:52.000]  所以在當時
[00:04:52.000 --> 00:04:56.000]  這個職位是備受尊崇的
[00:04:56.000 --> 00:04:57.000]  不過你看到他這一刻
[00:04:57.000 --> 00:05:00.000]  竟然願意放下他的身段
[00:05:00.000 --> 00:05:02.000]  謙卑來到耶穌的面前
[00:05:02.000 --> 00:05:04.000]  請求耶穌去到他家
[00:05:04.000 --> 00:05:06.000]  經文裡也說了
[00:05:06.000 --> 00:05:09.000]  因為他那位十二歲的獨生女
[00:05:09.000 --> 00:05:11.000]  快要死亡
[00:05:11.000 --> 00:05:14.000]  耶穌也答應和他同行
[00:05:14.000 --> 00:05:16.000]  你看到萬事俱備
[00:05:16.000 --> 00:05:19.000]  只要耶穌及時趕到艾魯的家
[00:05:19.000 --> 00:05:21.000]  他的女兒就有救了
[00:05:21.000 --> 00:05:24.000]  當然事情通常都不太順利
[00:05:24.000 --> 00:05:27.000]  你會看到經文四十二節
[00:05:27.000 --> 00:05:29.000]  形容了一句細節
[00:05:29.000 --> 00:05:31.000]  他描述當時
[00:05:31.000 --> 00:05:33.000]  不只是艾魯和耶穌和門徒
[00:05:33.000 --> 00:05:36.000]  而是擁擠了很多人
[00:05:36.000 --> 00:05:37.000]  其實如果你看上文
[00:05:37.000 --> 00:05:40.000]  這群人應該早就在岸邊
[00:05:40.000 --> 00:05:42.000]  等候耶穌
[00:05:42.000 --> 00:05:44.000]  等候耶穌在加拉森趕完鬼之後
[00:05:44.000 --> 00:05:46.000]  搭船回來
[00:05:46.000 --> 00:05:48.000]  所以其實和艾魯一樣
[00:05:48.000 --> 00:05:50.000]  群眾的目的
[00:05:50.000 --> 00:05:53.000]  都是想得到耶穌的醫治
[00:05:53.000 --> 00:05:55.000]  所以現在看到耶穌
[00:05:55.000 --> 00:05:57.000]  會不會這麼容易被耶穌抓走?
[00:05:57.000 --> 00:05:58.000]  一定不會
[00:05:58.000 --> 00:06:00.000]  一定湧到耶穌那裡
[00:06:00.000 --> 00:06:02.000]  很希望得到耶穌的幫助
[00:06:02.000 --> 00:06:04.000]  不會這麼輕易被耶穌離開
[00:06:04.000 --> 00:06:06.000]  所以你看到當時的場景
[00:06:06.000 --> 00:06:08.000]  只是十萬火急的艾魯
[00:06:08.000 --> 00:06:10.000]  卻遇上什麼?
[00:06:10.000 --> 00:06:12.000]  不是塞車,是什麼?
[00:06:12.000 --> 00:06:13.000]  塞人
[00:06:13.000 --> 00:06:16.000]  塞人的時候一定很心急如焚
[00:06:16.000 --> 00:06:18.000]  舉個例子
[00:06:18.000 --> 00:06:20.000]  這段時間經常下雨
[00:06:20.000 --> 00:06:22.000]  有沒有試過趕時間走彌敦道?
[00:06:22.000 --> 00:06:24.000]  塞不塞?
[00:06:24.000 --> 00:06:25.000]  其實很塞的
[00:06:25.000 --> 00:06:26.000]  你有機會去彌敦道
[00:06:26.000 --> 00:06:27.000]  樓下金舖那條街
[00:06:27.000 --> 00:06:29.000]  或者進西洋菜街也好
[00:06:29.000 --> 00:06:32.000]  或者遠一點去登打士街那條食街
[00:06:32.000 --> 00:06:34.000]  你會發覺是很塞的
[00:06:34.000 --> 00:06:36.000]  下雨的時候還會塞得久一點
[00:06:36.000 --> 00:06:37.000]  為什麼?
[00:06:37.000 --> 00:06:39.000]  因為下雨下得大就走得慢
[00:06:39.000 --> 00:06:41.000]  每個人都拿著雨傘
[00:06:41.000 --> 00:06:42.000]  即使去到禪篷
[00:06:42.000 --> 00:06:43.000]  大家也可能玩得方便
[00:06:43.000 --> 00:06:44.000]  不會收雨傘
[00:06:44.000 --> 00:06:46.000]  你知道現在的雨傘
[00:06:46.000 --> 00:06:48.000]  都有一定的大
[00:06:48.000 --> 00:06:50.000]  其實當你趕時間
[00:06:50.000 --> 00:06:52.000]  又要走彌敦道的時候
[00:06:52.000 --> 00:06:54.000]  其實你的人會暴躁一點
[00:06:54.000 --> 00:06:55.000]  為什麼呢?
[00:06:55.000 --> 00:06:56.000]  因為每把雨傘經過的時候
[00:06:56.000 --> 00:06:58.000]  其實那些是殺人武器
[00:06:58.000 --> 00:06:59.000]  有沒有試過?
[00:06:59.000 --> 00:07:01.000]  有些可能握得很低
[00:07:01.000 --> 00:07:03.000]  那把雨傘會經過你的頭
[00:07:03.000 --> 00:07:05.000]  經過你的眼睛附近
[00:07:05.000 --> 00:07:06.000]  或者經過你的脖子
[00:07:06.000 --> 00:07:08.000]  水就滴過來
[00:07:08.000 --> 00:07:11.000]  所以其實你會越走越暴躁
[00:07:11.000 --> 00:07:14.000]  眼前那些走得很慢的路人
[00:07:14.000 --> 00:07:15.000]  你不會當他們是人
[00:07:15.000 --> 00:07:17.000]  你會當他們是什麼?
[00:07:17.000 --> 00:07:19.000]  阻礙著的障礙物
[00:07:19.000 --> 00:07:21.000]  遇到他們就快點走開
[00:07:21.000 --> 00:07:22.000]  同樣的
[00:07:22.000 --> 00:07:24.000]  艾魯和耶穌的行程
[00:07:24.000 --> 00:07:27.000]  也是被當時擁擠著的群眾
[00:07:27.000 --> 00:07:29.000]  擔驗著
[00:07:29.000 --> 00:07:30.000]  再加上之後
[00:07:30.000 --> 00:07:34.000]  殺出一位患了12年血漏病的婦人
[00:07:34.000 --> 00:07:37.000]  完全打亂了他們這趟的行程
[00:07:37.000 --> 00:07:39.000]  我們剛才沒有讀中間
[00:07:39.000 --> 00:07:41.000]  43至48節的內容
[00:07:41.000 --> 00:07:43.000]  其實大家都很熟悉的
[00:07:43.000 --> 00:07:44.000]  簡單交代
[00:07:44.000 --> 00:07:46.000]  那位血漏婦人
[00:07:46.000 --> 00:07:49.000]  因為長期的婦女出血病
[00:07:49.000 --> 00:07:52.000]  不單止她散盡了家財
[00:07:52.000 --> 00:07:54.000]  很希望找到人去醫治她
[00:07:54.000 --> 00:07:55.000]  但卻是不成功
[00:07:55.000 --> 00:07:57.000]  並且受了很多的苦頭
[00:07:57.000 --> 00:07:58.000]  再加上因為
[00:07:58.000 --> 00:08:00.000]  律法的緣故
[00:08:00.000 --> 00:08:02.000]  她是被界定為不潔淨的類別
[00:08:02.000 --> 00:08:03.000]  那就慘了
[00:08:03.000 --> 00:08:06.000]  即是說她被界定為一個邊緣人
[00:08:06.000 --> 00:08:09.000]  她不能夠隨便去接觸身邊的人
[00:08:09.000 --> 00:08:10.000]  包括她的家人
[00:08:10.000 --> 00:08:12.000]  因為這樣是干犯了律法
[00:08:12.000 --> 00:08:13.000]  不過
[00:08:13.000 --> 00:08:16.000]  她憑著信心和毅力
[00:08:16.000 --> 00:08:18.000]  她在擁擠的人群裡
[00:08:18.000 --> 00:08:20.000]  偷偷摸摸地
[00:08:20.000 --> 00:08:23.000]  她不是正面地去見耶穌
[00:08:23.000 --> 00:08:26.000]  而是摸耶穌的水紙衣裳
[00:08:26.000 --> 00:08:28.000]  即是在衣服尾部
[00:08:28.000 --> 00:08:30.000]  掉下來的水
[00:08:30.000 --> 00:08:32.000]  很閃縮地摸一摸
[00:08:32.000 --> 00:08:34.000]  耶穌的衣服尾部
[00:08:34.000 --> 00:08:36.000]  結果她的血漏
[00:08:36.000 --> 00:08:38.000]  真是因為她的信心的緣故
[00:08:38.000 --> 00:08:39.000]  而立即止住
[00:08:39.000 --> 00:08:40.000]  耶穌亦感到
[00:08:40.000 --> 00:08:42.000]  有能力從她身上流出來
[00:08:42.000 --> 00:08:44.000]  於是就停下腳步
[00:08:44.000 --> 00:08:45.000]  很希望知道
[00:08:45.000 --> 00:08:47.000]  到底是哪一個人
[00:08:47.000 --> 00:08:49.000]  竟然有這麼大的信心
[00:08:49.000 --> 00:08:50.000]  可以在耶穌身上
[00:08:50.000 --> 00:08:53.000]  支取到這個能力
[00:08:53.000 --> 00:08:55.000]  血漏婦人也知道
[00:08:55.000 --> 00:08:57.000]  自己不能夠再隱藏
[00:08:57.000 --> 00:08:59.000]  於是就戰戰兢兢
[00:08:59.000 --> 00:09:01.000]  俯伏在耶穌的腳前
[00:09:01.000 --> 00:09:03.000]  當著群眾的面
[00:09:03.000 --> 00:09:07.000]  來交代事情的前因後果
[00:09:07.000 --> 00:09:09.000]  耶穌最後也嘉許
[00:09:09.000 --> 00:09:10.000]  這個婦人的信心
[00:09:10.000 --> 00:09:12.000]  我們很熟悉那句聖經
[00:09:12.000 --> 00:09:15.000]  「女兒,你的信救了你」
[00:09:15.000 --> 00:09:18.000]  「平平安安地去吧」
[00:09:18.000 --> 00:09:20.000]  耶穌固然即時
[00:09:20.000 --> 00:09:22.000]  給了這個血漏婦人
[00:09:22.000 --> 00:09:24.000]  我們說不單單是身體
[00:09:24.000 --> 00:09:25.000]  並且她的靈性
[00:09:25.000 --> 00:09:27.000]  她全人都得到醫治
[00:09:27.000 --> 00:09:29.000]  耶穌給了她這個確距
[00:09:29.000 --> 00:09:30.000]  才讓她離開
[00:09:30.000 --> 00:09:32.000]  某程度上
[00:09:32.000 --> 00:09:34.000]  耶穌這段跟婦人的對話
[00:09:34.000 --> 00:09:37.000]  固然是增添了艾魯
[00:09:37.000 --> 00:09:40.000]  對耶穌醫治的把握和信心
[00:09:40.000 --> 00:09:42.000]  不過有沒有想過
[00:09:42.000 --> 00:09:44.000]  其實也有反效果
[00:09:44.000 --> 00:09:45.000]  其實耶穌停下
[00:09:45.000 --> 00:09:46.000]  對艾魯來說
[00:09:46.000 --> 00:09:49.000]  造成了不少心理壓力
[00:09:49.000 --> 00:09:50.000]  剛才也說過
[00:09:50.000 --> 00:09:52.000]  自己的女兒危在旦夕
[00:09:52.000 --> 00:09:54.000]  但耶穌卻在這些時候
[00:09:54.000 --> 00:09:58.000]  不知是有心還是無意
[00:09:58.000 --> 00:09:59.000]  竟然停下
[00:09:59.000 --> 00:10:03.000]  花時間在這個血漏婦人的身上
[00:10:03.000 --> 00:10:04.000]  你試想像
[00:10:04.000 --> 00:10:05.000]  按照
[00:10:05.000 --> 00:10:06.000]  譬如舉例
[00:10:06.000 --> 00:10:07.000]  如果將事情
[00:10:07.000 --> 00:10:09.000]  放在今天的醫療分流系統
[00:10:09.000 --> 00:10:12.000]  血漏婦人屬於哪個級別?
[00:10:12.000 --> 00:10:13.000]  急不急?
[00:10:13.000 --> 00:10:15.000]  不趕急的
[00:10:15.000 --> 00:10:17.000]  一定是先等一等
[00:10:17.000 --> 00:10:18.000]  先排隊
[00:10:18.000 --> 00:10:20.000]  相反艾魯女兒的情況
[00:10:20.000 --> 00:10:22.000]  一定要優先處理
[00:10:22.000 --> 00:10:24.000]  給她優先
[00:10:24.000 --> 00:10:26.000]  耶穌的行事
[00:10:26.000 --> 00:10:27.000]  你看到很奇怪
[00:10:27.000 --> 00:10:29.000]  也不按急急先後
[00:10:29.000 --> 00:10:31.000]  所以你不難想像
[00:10:31.000 --> 00:10:33.000]  當耶穌停下
[00:10:33.000 --> 00:10:35.000]  等婦人出現
[00:10:35.000 --> 00:10:37.000]  甚至跟她傾談的時候
[00:10:37.000 --> 00:10:40.000]  艾魯那一刻的心情是怎樣?
[00:10:40.000 --> 00:10:41.000]  有什麼?
[00:10:41.000 --> 00:10:42.000]  焦急
[00:10:42.000 --> 00:10:43.000]  擔心
[00:10:43.000 --> 00:10:46.000]  不多不少可能會有抱怨
[00:10:46.000 --> 00:10:47.000]  耶穌說
[00:10:47.000 --> 00:10:50.000]  你等一會再找這個婦人
[00:10:50.000 --> 00:10:52.000]  跟她慢慢傾談也不遲
[00:10:52.000 --> 00:10:54.000]  我的女兒快沒命了
[00:10:54.000 --> 00:10:57.000]  不要再耽誤行程
[00:10:57.000 --> 00:10:58.000]  很自然
[00:10:58.000 --> 00:11:01.000]  你會代入到艾魯當時的心情
[00:11:01.000 --> 00:11:03.000]  而正正在這個時候
[00:11:03.000 --> 00:11:06.000]  有人從艾魯的家
[00:11:06.000 --> 00:11:09.000]  帶來一個我們說致命的口訊
[00:11:09.000 --> 00:11:11.000]  你的女兒死了
[00:11:11.000 --> 00:11:14.000]  不需要再勞煩耶穌
[00:11:14.000 --> 00:11:17.000]  就好像現代醫學
[00:11:17.000 --> 00:11:18.000]  醫生來到
[00:11:18.000 --> 00:11:20.000]  吸了個印叫什麼?
[00:11:20.000 --> 00:11:22.000]  Certified
[00:11:22.000 --> 00:11:23.000]  沒了呼吸
[00:11:23.000 --> 00:11:24.000]  沒了心跳
[00:11:24.000 --> 00:11:25.000]  沒了脈搏
[00:11:25.000 --> 00:11:27.000]  沒了瞳孔反應的跡象
[00:11:27.000 --> 00:11:30.000]  正式確認這個病人離世了
[00:11:30.000 --> 00:11:32.000]  沒救了
[00:11:32.000 --> 00:11:36.000]  一會兒你會看到艾魯的心情
[00:11:36.000 --> 00:11:39.000]  由高到低
[00:11:39.000 --> 00:11:41.000]  跌到谷底
[00:11:41.000 --> 00:11:43.000]  瞬間希望幻滅
[00:11:43.000 --> 00:11:45.000]  在這一刻他要掙扎的是
[00:11:45.000 --> 00:11:48.000]  到底還繼續相信耶穌
[00:11:48.000 --> 00:11:50.000]  可以幫到我女兒
[00:11:50.000 --> 00:11:54.000]  到底還要不要跟耶穌走下去
[00:11:54.000 --> 00:11:56.000]  這是他的掙扎
[00:11:56.000 --> 00:11:58.000]  而在這個時候耶穌如何回應
[00:11:58.000 --> 00:12:00.000]  我們不妨細味耶穌在過程中
[00:12:00.000 --> 00:12:02.000]  說了三句
[00:12:02.000 --> 00:12:04.000]  第一句在五十節
[00:12:04.000 --> 00:12:06.000]  耶穌對艾魯說
[00:12:06.000 --> 00:12:07.000]  不要怕
[00:12:07.000 --> 00:12:08.000]  只要信
[00:12:08.000 --> 00:12:11.000]  你的女兒就必得救
[00:12:11.000 --> 00:12:12.000]  在這裡我們很值得細味
[00:12:12.000 --> 00:12:15.000]  其實艾魯害怕什麼?
[00:12:15.000 --> 00:12:17.000]  怕什麼?
[00:12:17.000 --> 00:12:20.000]  他固然相信耶穌
[00:12:20.000 --> 00:12:22.000]  能夠醫好他的女兒
[00:12:22.000 --> 00:12:24.000]  否則他不會特地跑來
[00:12:24.000 --> 00:12:27.000]  向耶穌跪求
[00:12:27.000 --> 00:12:28.000]  不過
[00:12:28.000 --> 00:12:32.000]  耶穌能否及時趕回自己家
[00:12:32.000 --> 00:12:34.000]  艾魯能不能控制?
[00:12:34.000 --> 00:12:35.000]  其實控制不了
[00:12:35.000 --> 00:12:36.000]  剛才我們說過的場面
[00:12:36.000 --> 00:12:38.000]  這麼多人要走
[00:12:38.000 --> 00:12:39.000]  寸步難移
[00:12:39.000 --> 00:12:41.000]  控制不了這個時間
[00:12:41.000 --> 00:12:42.000]  換句話來說
[00:12:42.000 --> 00:12:43.000]  雖然耶穌答應了
[00:12:43.000 --> 00:12:46.000]  跟他一起同行
[00:12:46.000 --> 00:12:48.000]  答應醫治他女兒
[00:12:48.000 --> 00:12:51.000]  但是艾魯在整個路上
[00:12:51.000 --> 00:12:54.000]  其實被一件事籠罩著
[00:12:54.000 --> 00:12:57.000]  就是懼怕
[00:12:57.000 --> 00:12:59.000]  因為他始終怕
[00:12:59.000 --> 00:13:01.000]  耶穌的行程受阻
[00:13:01.000 --> 00:13:05.000]  他始終怕耶穌會趕不及
[00:13:05.000 --> 00:13:07.000]  趕不及就沒得辦
[00:13:07.000 --> 00:13:08.000]  結果
[00:13:08.000 --> 00:13:12.000]  艾魯擔心的事情真的發生了
[00:13:12.000 --> 00:13:15.000]  他跟耶穌還沒趕及回家
[00:13:15.000 --> 00:13:17.000]  女兒就死了
[00:13:17.000 --> 00:13:19.000]  你看到其實
[00:13:19.000 --> 00:13:21.000]  艾魯在相信什麼?
[00:13:21.000 --> 00:13:22.000]  他在相信兩件事
[00:13:22.000 --> 00:13:23.000]  有沒有留意?
[00:13:23.000 --> 00:13:25.000]  他一方面相信耶穌
[00:13:25.000 --> 00:13:27.000]  有能力醫好他的女兒
[00:13:27.000 --> 00:13:29.000]  另一方面他相信
[00:13:29.000 --> 00:13:31.000]  耶穌要及時趕到
[00:13:31.000 --> 00:13:34.000]  要這兩個條件都同時達成
[00:13:34.000 --> 00:13:37.000]  他的女兒才能得到醫治
[00:13:37.000 --> 00:13:39.000]  但是現在
[00:13:39.000 --> 00:13:41.000]  有人已經傳來死訊
[00:13:41.000 --> 00:13:43.000]  女兒的死訊
[00:13:43.000 --> 00:13:47.000]  就打擊了他的信心
[00:13:47.000 --> 00:13:49.000]  因為跟我們一樣的想法
[00:13:49.000 --> 00:13:51.000]  人死了又如何?
[00:13:51.000 --> 00:13:53.000]  就不能復生
[00:13:53.000 --> 00:13:57.000]  耶穌就算再有能力也沒用
[00:13:57.000 --> 00:14:00.000]  就好像傳話的人所說
[00:14:00.000 --> 00:14:02.000]  不用勞煩耶穌了
[00:14:02.000 --> 00:14:04.000]  就算他到了你家
[00:14:04.000 --> 00:14:06.000]  也沒用
[00:14:06.000 --> 00:14:08.000]  也無濟於事
[00:14:08.000 --> 00:14:13.000]  這正正是耶穌指出他所擔心的
[00:14:13.000 --> 00:14:15.000]  趕不及了
[00:14:15.000 --> 00:14:18.000]  耶穌卻要求艾魯
[00:14:18.000 --> 00:14:20.000]  要相信他
[00:14:20.000 --> 00:14:22.000]  耶穌這句話的意思其實就是
[00:14:22.000 --> 00:14:25.000]  不要因為我似乎趕不及救你的女兒
[00:14:25.000 --> 00:14:27.000]  你就害怕
[00:14:27.000 --> 00:14:30.000]  你要相信我就算這一刻
[00:14:30.000 --> 00:14:33.000]  我也趕得及救你的女兒
[00:14:33.000 --> 00:14:36.000]  因為耶穌是一位怎樣的主?
[00:14:36.000 --> 00:14:38.000]  超越時間限制
[00:14:38.000 --> 00:14:39.000]  艾魯不知道
[00:14:39.000 --> 00:14:41.000]  但是耶穌很清楚自己
[00:14:41.000 --> 00:14:43.000]  是一位怎樣的上帝
[00:14:43.000 --> 00:14:46.000]  在他的掌管下
[00:14:46.000 --> 00:14:50.000]  根本沒所謂趕不及這三個字
[00:14:50.000 --> 00:14:53.000]  不會出現在耶穌身上
[00:14:53.000 --> 00:14:57.000]  艾魯如果仍然相信耶穌的話
[00:14:57.000 --> 00:15:01.000]  他就一定要放慢急速的心境
[00:15:01.000 --> 00:15:03.000]  他要配合耶穌的步伐
[00:15:03.000 --> 00:15:07.000]  他要和耶穌走完這條路
[00:15:07.000 --> 00:15:10.000]  他才會見到耶穌是多麼的超越
[00:15:10.000 --> 00:15:13.000]  事實上從艾魯這個經歷
[00:15:13.000 --> 00:15:15.000]  我們就會明白
[00:15:15.000 --> 00:15:17.000]  信心是指什麼?
[00:15:17.000 --> 00:15:20.000]  就是你願意接受、承認
[00:15:20.000 --> 00:15:25.000]  耶穌是有他自己做事的方式和時間
[00:15:25.000 --> 00:15:29.000]  甚至乎不依從你和我的想法
[00:15:29.000 --> 00:15:31.000]  不依照我們的步伐
[00:15:31.000 --> 00:15:35.000]  無論事情的發展是否按照我們的意思
[00:15:35.000 --> 00:15:39.000]  我們願不願意堅定不移地信靠他
[00:15:39.000 --> 00:15:41.000]  按照耶穌的安排
[00:15:41.000 --> 00:15:43.000]  這就是信心
[00:15:43.000 --> 00:15:48.000]  我們是否相信耶穌總是超越人的計算?
[00:15:48.000 --> 00:15:50.000]  繼續看下去
[00:15:50.000 --> 00:15:52.000]  耶穌說第二句話
[00:15:52.000 --> 00:15:53.000]  第五十二節
[00:15:53.000 --> 00:15:57.000]  耶穌終於抵達到艾魯的家
[00:15:57.000 --> 00:16:01.000]  看到眾人已經開始為艾魯女兒的離世
[00:16:01.000 --> 00:16:03.000]  經文說「哀哭隨哭」
[00:16:03.000 --> 00:16:06.000]  即是某程度上他們都確認了
[00:16:06.000 --> 00:16:09.000]  這個女孩真的死了
[00:16:09.000 --> 00:16:11.000]  但耶穌就跟他們說
[00:16:11.000 --> 00:16:16.000]  「不要哭,她不是死了,是睡著了」
[00:16:16.000 --> 00:16:23.000]  留意其實群眾裡也有專業的負責哭喪的人
[00:16:23.000 --> 00:16:25.000]  他們也可能驗證過
[00:16:25.000 --> 00:16:28.000]  這個女孩子已經沒有生命跡象
[00:16:28.000 --> 00:16:31.000]  他們確認這個女孩真的死了
[00:16:31.000 --> 00:16:33.000]  所以聽到耶穌這番說話
[00:16:33.000 --> 00:16:37.000]  他們就恥笑耶穌說「你亂說,她真的死了」
[00:16:37.000 --> 00:16:40.000]  很明顯你會看到一個分別
[00:16:40.000 --> 00:16:45.000]  耶穌對死亡的看法和群眾截然不同
[00:16:45.000 --> 00:16:51.000]  耶穌認為肉身的死亡並不是生命的終結
[00:16:51.000 --> 00:16:56.000]  人的離世在耶穌的眼中是睡著了
