
[00:00:00.000 --> 00:00:20.000]  《聖經》第七十一篇 五至十八節
[00:04:32.000 --> 00:04:39.000]  讓我們剛才所讀的聖經都能夠有從祢而來的亮光,
[00:04:39.000 --> 00:04:45.000]  在我們的人生路裏面,每一天都能經歷到上帝祢自己的同行同在。
[00:04:45.000 --> 00:04:51.000]  願祢臨到我們,聖靈來啟迪我們,開我們的心竅,
[00:04:51.000 --> 00:04:54.000]  讓我們能夠裝載祢自己的聖言,
[00:04:54.000 --> 00:04:57.000]  祢引導我們行走前面的道路。
[00:04:57.000 --> 00:05:01.000]  我們感謝祢,垂聽禱告,奉主耶穌基督的名。
[00:05:01.000 --> 00:05:03.000]  阿們。
[00:05:03.000 --> 00:05:06.000]  不知道大家有沒有看過這齣電影,
[00:05:06.000 --> 00:05:09.000]  這齣是甚麼電影呢?
[00:05:09.000 --> 00:05:13.000]  沒有人讀的,早課有人反應的。
[00:05:13.000 --> 00:05:17.000]  《爸爸可否不要老》,英文是The Father,
[00:05:17.000 --> 00:05:22.000]  其實這套電影取材自舞台劇,
[00:05:22.000 --> 00:05:26.000]  當中的主角是八十多歲的,
[00:05:26.000 --> 00:05:34.000]  他飾演一個患上智力障礙,或者叫老退化的一位年長者。
[00:05:34.000 --> 00:05:39.000]  如果是這樣的話,整套電影有甚麼好看呢?
[00:05:39.000 --> 00:05:42.000]  今天我也不會劇透這套電影,
[00:05:42.000 --> 00:05:46.000]  但是這齣電影,
[00:05:46.000 --> 00:05:50.000]  他是以一個反常聚事的進路,
[00:05:50.000 --> 00:05:57.000]  帶出年長者在他罹患老退化的真實故事。
[00:05:57.000 --> 00:06:03.000]  在當中,他記錄了混亂,無記性,
[00:06:03.000 --> 00:06:10.000]  情緒化,甚至是疑患似真的很多生活場景。
[00:06:10.000 --> 00:06:16.000]  這種電影手法,不知道大家看了之後有甚麼想法呢?
[00:06:16.000 --> 00:06:22.000]  本會帶給大家很多剝洋蔥,流眼淚,
[00:06:22.000 --> 00:06:28.000]  但我相信導演是想讓觀眾感同身受,
[00:06:28.000 --> 00:06:31.000]  帶出一個很重要的訊息,
[00:06:31.000 --> 00:06:36.000]  就是要關心家中或身邊的年老長者,
[00:06:36.000 --> 00:06:38.000]  怎樣關心呢?
[00:06:38.000 --> 00:06:41.000]  是否只給提供物質,
[00:06:41.000 --> 00:06:43.000]  這些需要呢?
[00:06:43.000 --> 00:06:46.000]  還是更加關心他們的情感,
[00:06:46.000 --> 00:06:50.000]  怎樣理解他們,怎樣認同他們,
[00:06:50.000 --> 00:06:55.000]  能夠更加了解他們生理的變化呢?
[00:06:55.000 --> 00:06:59.000]  的的確確,在這些真實的場景中,
[00:06:59.000 --> 00:07:05.000]  其實我們未必每一個家庭或每一個人都能夠遇到,
[00:07:05.000 --> 00:07:07.000]  但我們的人生,
[00:07:07.000 --> 00:07:13.000]  由出生到年幼成長,成年,壯年,
[00:07:13.000 --> 00:07:16.000]  甚至到年老發白的階段,
[00:07:16.000 --> 00:07:21.000]  當然生活上會經歷很多不同的際遇,
[00:07:21.000 --> 00:07:24.000]  我們會面對很多風風雨雨,
[00:07:24.000 --> 00:07:27.000]  但我們的生活都有上帝的保守,
[00:07:27.000 --> 00:07:31.000]  我們今天可以來到這裡一起敬拜,
[00:07:31.000 --> 00:07:33.000]  一起來讚美,
[00:07:33.000 --> 00:07:36.000]  一起來領受神的話,
[00:07:36.000 --> 00:07:39.000]  相信全都是上帝的恩典,
[00:07:39.000 --> 00:07:42.000]  剛才讀的聖經71篇,
[00:07:42.000 --> 00:07:44.000]  整篇的詩篇,
[00:07:44.000 --> 00:07:46.000]  如果有留意經文的內容,
[00:07:46.000 --> 00:07:50.000]  都知道是一位年老發白的人,
[00:07:50.000 --> 00:07:54.000]  一首祈禱的詩篇,
[00:07:54.000 --> 00:07:57.000]  在第8節和18節已經清楚說到,
[00:07:57.000 --> 00:08:00.000]  作者就是年老發白的人,
[00:08:00.000 --> 00:08:03.000]  但作者是誰沒有說到,
[00:08:03.000 --> 00:08:09.000]  有古抄本將詩篇70篇和71篇合併成一篇,
[00:08:09.000 --> 00:08:14.000]  以70篇為71篇的序言,
[00:08:14.000 --> 00:08:17.000]  70篇如果了解的話,
[00:08:17.000 --> 00:08:22.000]  標題裡面也有寫了大衛的紀念詩,
[00:08:22.000 --> 00:08:27.000]  整篇71篇可以分為三個段落,
[00:08:27.000 --> 00:08:29.000]  1至3節就是
[00:08:29.000 --> 00:08:35.000]  這位作者向神呼求,求神幫助,
[00:08:35.000 --> 00:08:37.000]  4至13節,
[00:08:37.000 --> 00:08:41.000]  14至24節,
[00:08:41.000 --> 00:08:45.000]  如果大家有留意整篇詩篇,
[00:08:45.000 --> 00:08:47.000]  當中出現了中日,
[00:08:47.000 --> 00:08:49.000]  這裡有三段,
[00:08:49.000 --> 00:08:52.000]  所以有悉經學家也會將它分段,
[00:08:52.000 --> 00:08:55.000]  1至8節,9至15節,
[00:08:55.000 --> 00:08:58.000]  16至24節,
[00:08:58.000 --> 00:09:02.000]  剛才永祥弟兄和我們讀的5至18節,
[00:09:02.000 --> 00:09:04.000]  介乎兩者之間,
[00:09:04.000 --> 00:09:07.000]  我發現到詩人就是
[00:09:07.000 --> 00:09:10.000]  以整個人一生的階段,
[00:09:10.000 --> 00:09:13.000]  由母覆到年幼,
[00:09:13.000 --> 00:09:15.000]  直到年老發白的時候,
[00:09:15.000 --> 00:09:19.000]  所說的人生信仰的一個歷程,
[00:09:19.000 --> 00:09:24.000]  我們來看詩篇71篇1至5節,
[00:09:24.000 --> 00:09:28.000]  好,想邀請弟兄姊妹來讀1至5節,
[00:09:28.000 --> 00:09:30.000]  預備起
[00:09:30.000 --> 00:09:59.000]  (念書)
[00:09:59.000 --> 00:10:07.000]  (念書)
[00:10:07.000 --> 00:10:08.000]  好,謝謝
[00:10:08.000 --> 00:10:10.000]  詩人祈禱的時候,
[00:10:10.000 --> 00:10:15.000]  一開始就以神為耶和華為主,
[00:10:15.000 --> 00:10:21.000]  講明了神在詩人生命裡有著很重要的位置,
[00:10:21.000 --> 00:10:24.000]  所以詩人呼喚耶和華的名字,
[00:10:24.000 --> 00:10:29.000]  這就是她唯一專心一意信靠的對象,
[00:10:29.000 --> 00:10:35.000]  詩人一生的際遇並不是事事順利,生活安定,
[00:10:35.000 --> 00:10:38.000]  相反的,在經文裡已經透露,
[00:10:38.000 --> 00:10:43.000]  她應該經歷了生活處境的艱難,
[00:10:43.000 --> 00:10:46.000]  受到不同程度的逼迫,
[00:10:46.000 --> 00:10:51.000]  甚至在她生活裡都是步步為營,
[00:10:51.000 --> 00:10:57.000]  期間甚至遇上風高浪急的危機,
[00:10:57.000 --> 00:11:04.000]  甚至有很多惡人不斷地攻擊她,破壞她,
[00:11:04.000 --> 00:11:07.000]  甚至趁詩人軟弱的時候,
[00:11:07.000 --> 00:11:11.000]  更加以兇殘的方式來攻擊,
[00:11:11.000 --> 00:11:15.000]  令她不單單是身體,
[00:11:15.000 --> 00:11:22.000]  甚至精神上更加惶恐,因為擔憂生命的安危,
[00:11:22.000 --> 00:11:25.000]  不過,詩人在禱告裡,
[00:11:25.000 --> 00:11:28.000]  她仍然很肯定一件事,
[00:11:28.000 --> 00:11:33.000]  就是神一定會出手幫助她,
[00:11:33.000 --> 00:11:36.000]  其實已經發生了,
[00:11:36.000 --> 00:11:43.000]  所以詩人不斷地認定神已經來解救她,
[00:11:43.000 --> 00:11:46.000]  詩人更加表達,
[00:11:46.000 --> 00:11:49.000]  這位她所謂一頭靠的神,
[00:11:49.000 --> 00:11:52.000]  是答救她,救拔她,拯救她,
[00:11:52.000 --> 00:11:56.000]  不單單是這樣,更加給她保護,
[00:11:56.000 --> 00:12:00.000]  這個保護方式是以盤石、岩石、山寨,
[00:12:00.000 --> 00:12:04.000]  是當時候一個最高級別的保護,
[00:12:04.000 --> 00:12:08.000]  可以來為她阻擋一切的危險,
[00:12:08.000 --> 00:12:14.000]  現在這位詩人進入去年老另一個人生階段,
[00:12:14.000 --> 00:12:20.000]  在她的禱告裡,她回憶了剛才所描述的一些惡劣的遭遇,
[00:12:20.000 --> 00:12:27.000]  雖然是這樣,但她仍然再次向神去呼求、去禱告,
[00:12:27.000 --> 00:12:31.000]  因為她確實領受到神的福氣,
[00:12:31.000 --> 00:12:33.000]  這是上帝給她的恩典,
[00:12:33.000 --> 00:12:35.000]  當她呼求的時候,
[00:12:35.000 --> 00:12:39.000]  她呼求神,要求神投靠她,
[00:12:39.000 --> 00:12:43.000]  求神叫她永不羞愧,
[00:12:43.000 --> 00:12:46.000]  不羞愧在呂鎮忠的譯本中,
[00:12:46.000 --> 00:12:48.000]  就譯為不失望,
[00:12:48.000 --> 00:12:51.000]  不失愧、不失望,
[00:12:51.000 --> 00:12:56.000]  是表示詩人在當下仍然心存盼望,
[00:12:56.000 --> 00:12:58.000]  所以在第五節的時候,
[00:12:58.000 --> 00:13:02.000]  主耶和華說:你是我所盼望的,
[00:13:02.000 --> 00:13:08.000]  她雖然是一把年紀,身體越來越多毛病,軟弱,
[00:13:08.000 --> 00:13:15.000]  甚至可能出現了無法避免的身體衰殘,甚至死亡,
[00:13:15.000 --> 00:13:19.000]  她仍然有盼望,仍然堅信,
[00:13:19.000 --> 00:13:23.000]  因為幫助是從耶和華而來,
[00:13:23.000 --> 00:13:28.000]  信就是對所盼望的事的一種把握,
[00:13:28.000 --> 00:13:31.000]  因此信心加上盼望,
[00:13:31.000 --> 00:13:33.000]  兩者連結的時候,
[00:13:33.000 --> 00:13:35.000]  對神的那種倚靠,
[00:13:35.000 --> 00:13:37.000]  詩人是沒有動搖的,
[00:13:37.000 --> 00:13:40.000]  她不會因為周遭的環境,
[00:13:40.000 --> 00:13:43.000]  而對神產生任何的懷疑,
[00:13:43.000 --> 00:13:49.000]  使徒彼得在耶穌的門徒裡面,
[00:13:49.000 --> 00:13:53.000]  他是一個領袖,
[00:13:53.000 --> 00:13:56.000]  他仍然要學習信心的功課,
[00:13:56.000 --> 00:14:00.000]  其中有一幕聖經裡面福音書記載,
[00:14:00.000 --> 00:14:03.000]  彼得在風浪裡面,
[00:14:03.000 --> 00:14:11.000]  他仍然求主准許他在海面上走到耶穌那裡,
[00:14:11.000 --> 00:14:13.000]  雖然在過程裡面,
[00:14:13.000 --> 00:14:15.000]  他面對一些軟弱,
[00:14:15.000 --> 00:14:19.000]  但耶穌來拯救他,
[00:14:19.000 --> 00:14:22.000]  到他年老的時候,
[00:14:22.000 --> 00:14:26.000]  他繼續來信靠這位主,
[00:14:26.000 --> 00:14:30.000]  相信這個經歷,
[00:14:30.000 --> 00:14:32.000]  在他年輕的時候,
[00:14:32.000 --> 00:14:36.000]  他領受到耶穌給他的這一份確據,
[00:14:36.000 --> 00:14:39.000]  所以他能夠勉勵信徒學習信心,
[00:14:39.000 --> 00:14:41.000]  信靠的功課,
[00:14:41.000 --> 00:14:44.000]  我服侍長者的群體,
[00:14:44.000 --> 00:14:47.000]  在皇浸裡面有十年的時間,
[00:14:47.000 --> 00:14:51.000]  每逢去探訪一班長者的時候,
[00:14:51.000 --> 00:14:54.000]  他們都很分享他們,
[00:14:54.000 --> 00:14:57.000]  他們如何能夠去到這個年歲,
[00:14:57.000 --> 00:15:01.000]  甚至會講他們過往人生的經歷,
[00:15:01.000 --> 00:15:03.000]  當然在那個年代,
[00:15:03.000 --> 00:15:05.000]  他們實在生活很艱苦,
[00:15:05.000 --> 00:15:08.000]  又會面對戰爭的危險,
[00:15:08.000 --> 00:15:10.000]  甚至他說不單止這樣,
[00:15:10.000 --> 00:15:13.000]  在窮困的階段裡面,
[00:15:13.000 --> 00:15:15.000]  他們要打幾份工,
[00:15:15.000 --> 00:15:18.000]  因為他們所養育的,
[00:15:18.000 --> 00:15:22.000]  不只是一兩個兒女,
[00:15:22.000 --> 00:15:24.000]  而可能是很多的兒女,
[00:15:24.000 --> 00:15:26.000]  他們捱得很辛苦,
[00:15:26.000 --> 00:15:28.000]  甚至有時候在工作期間,
[00:15:28.000 --> 00:15:30.000]  都面對很多的危險,
[00:15:30.000 --> 00:15:32.000]  甚至去到生死的邊緣,
[00:15:32.000 --> 00:15:35.000]  當他們這樣分享的時候,
[00:15:35.000 --> 00:15:37.000]  當時雖然他們未信主,
[00:15:37.000 --> 00:15:40.000]  但他們經歷了上帝,
[00:15:40.000 --> 00:15:43.000]  在現在能夠認識耶穌的時候,
[00:15:43.000 --> 00:15:45.000]  他還分享,
[00:15:45.000 --> 00:15:49.000]  如果不是當時候有上帝的保守,
[00:15:49.000 --> 00:15:51.000]  他們不能夠活到今天,
[00:15:51.000 --> 00:15:54.000]  白髮兩鬢,
[00:15:54.000 --> 00:15:56.000]  可以回來教會,
[00:15:56.000 --> 00:15:59.000]  可以跟弟兄姊妹一起分享,
[00:15:59.000 --> 00:16:00.000]  一起讚美,
[00:16:00.000 --> 00:16:04.000]  他說這些都是傳示上帝的恩典,
[00:16:04.000 --> 00:16:05.000]  私人的禱告,
[00:16:05.000 --> 00:16:07.000]  從盼望、倚靠,
[00:16:07.000 --> 00:16:09.000]  轉去另一個方向,
[00:16:09.000 --> 00:16:12.000]  就是讚美的主題,
[00:16:12.000 --> 00:16:15.000]  經文在第六節是這樣說,
[00:16:15.000 --> 00:16:18.000]  「我從母胎被你扶持,
[00:16:18.000 --> 00:16:20.000]  使我出母腹的是你,
[00:16:20.000 --> 00:16:22.000]  我必常常讚美你,
[00:16:22.000 --> 00:16:24.000]  許多人以我為怪,
[00:16:24.000 --> 00:16:28.000]  但你是我所堅固的避難所,
[00:16:28.000 --> 00:16:30.000]  你的讚美,你的榮耀,
[00:16:30.000 --> 00:16:33.000]  終日滿了我的口。」
[00:16:33.000 --> 00:16:37.000]  私人來到這個年老的光景,
[00:16:37.000 --> 00:16:40.000]  他自問一生倚靠神,
[00:16:40.000 --> 00:16:44.000]  經歷過任何信逆際遇,
[00:16:44.000 --> 00:16:46.000]  在荒漠裡,
[00:16:46.000 --> 00:16:48.000]  神都拯救他,幫助他,
[00:16:48.000 --> 00:16:51.000]  所以他必然發出讚美,
[00:16:51.000 --> 00:16:55.000]  因為他知道生命的源頭是從神而來,
[00:16:55.000 --> 00:16:59.000]  生命是非常美妙,
[00:16:59.000 --> 00:17:01.000]  未出母胎,
[00:17:01.000 --> 00:17:03.000]  上帝已經知道他,
[00:17:03.000 --> 00:17:06.000]  也知道他未來的人生路,
[00:17:06.000 --> 00:17:09.000]  詩篇139篇裡
[00:17:09.000 --> 00:17:13.000]  都很詳細地描述整個
[00:17:13.000 --> 00:17:18.000]  由母腹到成長的階段,
[00:17:18.000 --> 00:17:24.000]  實在看到人生裡的生命氣息
[00:17:24.000 --> 00:17:27.000]  全是上帝所賜予,
[00:17:27.000 --> 00:17:29.000]  試問一下,頂姐妹,
[00:17:29.000 --> 00:17:31.000]  如果沒有生命的時候,
[00:17:31.000 --> 00:17:35.000]  如何能夠走到世上
[00:17:35.000 --> 00:17:38.000]  現在的生命歷程呢?
[00:17:38.000 --> 00:17:40.000]  又或者大家可以安坐這裡,
[00:17:40.000 --> 00:17:42.000]  去經歷上帝呢?
[00:17:42.000 --> 00:17:44.000]  甚至,
[00:17:44.000 --> 00:17:47.000]  會不會還有機會來到
[00:17:47.000 --> 00:17:50.000]  年老發白的日子呢?
[00:17:50.000 --> 00:17:52.000]  所以詩人在這裡
[00:17:52.000 --> 00:17:56.000]  他必然要來讚美,
[00:17:56.000 --> 00:17:58.000]  有人會說,
[00:17:58.000 --> 00:18:03.000]  人自出生,年幼,成長,成年,
[00:18:03.000 --> 00:18:07.000]  壯年,到年老發白的階段,
[00:18:07.000 --> 00:18:10.000]  就叫做一條線,
[00:18:10.000 --> 00:18:12.000]  線性的發展進程,
[00:18:12.000 --> 00:18:16.000]  於是有很多的生理學家,
[00:18:16.000 --> 00:18:18.000]  心理學家,
[00:18:18.000 --> 00:18:23.000]  不斷地研究人生命奧妙的成長,
[00:18:23.000 --> 00:18:25.000]  他們這樣研究,
[00:18:25.000 --> 00:18:29.000]  這樣去做很多的
[00:18:29.000 --> 00:18:32.000]  一些資料的搜集的時候,
[00:18:32.000 --> 00:18:34.000]  其實他們想做些什麼呢?
[00:18:34.000 --> 00:18:36.000]  他們企圖在生理醫學,
[00:18:36.000 --> 00:18:38.000]  心理學,
[00:18:38.000 --> 00:18:42.000]  對人做很多的預測,
[00:18:42.000 --> 00:18:44.000]  嘗試去了解,
[00:18:44.000 --> 00:18:48.000]  在這麼複雜的一種階段裡面,
[00:18:48.000 --> 00:18:51.000]  他們人生的互動是怎麼樣,
[00:18:51.000 --> 00:18:52.000]  甚至,
[00:18:52.000 --> 00:18:55.000]  如何有這樣的能量,
[00:18:55.000 --> 00:18:57.000]  來走他們的人生路,
[00:18:57.000 --> 00:19:00.000]  又或者去了解一下,
[00:19:00.000 --> 00:19:02.000]  他們用什麼的態度,
[00:19:02.000 --> 00:19:05.000]  來做生命的反省,
[00:19:05.000 --> 00:19:07.000]  很可惜,
[00:19:07.000 --> 00:19:10.000]  坊間裡面沒有任何精闢,
[00:19:10.000 --> 00:19:14.000]  講到關於對生命的重責,
[00:19:14.000 --> 00:19:16.000]  不知道大家有沒有想過,
[00:19:16.000 --> 00:19:20.000]  如何去回應這個提問呢?
[00:19:20.000 --> 00:19:22.000]  唯有私人,
[00:19:22.000 --> 00:19:24.000]  就是以信仰的角度,
[00:19:24.000 --> 00:19:28.000]  來講出神對生命的體重,
[00:19:28.000 --> 00:19:31.000]  對人施行的慈愛,
[00:19:31.000 --> 00:19:35.000]  一次又一次地去拯救人,
[00:19:35.000 --> 00:19:38.000]  所以向他發出重讚,
[00:19:38.000 --> 00:19:41.000]  因為他的生命,
[00:19:41.000 --> 00:19:42.000]  私人的生命,
[00:19:42.000 --> 00:19:45.000]  完完全全地靠賴,
[00:19:45.000 --> 00:19:47.000]  信靠神的信實,
[00:19:47.000 --> 00:19:48.000]  神的公義,
[00:19:48.000 --> 00:19:50.000]  神的榮耀,
[00:19:50.000 --> 00:19:55.000]  所以私人要終日去重讚他,
[00:19:55.000 --> 00:19:58.000]  在幾天之前,
[00:19:58.000 --> 00:20:02.000]  我在快餐店下午茶,
[00:20:02.000 --> 00:20:08.000]  突然間出現一位舊同事,
[00:20:08.000 --> 00:20:12.000]  她是一位姐妹陪她看醫生覆診,
[00:20:12.000 --> 00:20:16.000]  於是就在快餐店,
[00:20:16.000 --> 00:20:18.000]  我就覺得奇怪,
[00:20:18.000 --> 00:20:19.000]  她告訴我,
[00:20:19.000 --> 00:20:22.000]  她剛剛在QE覆診完畢,
[00:20:22.000 --> 00:20:26.000]  為什麼會無端來到旺角快餐店呢?
[00:20:26.000 --> 00:20:28.000]  她說有些事要做,
[00:20:28.000 --> 00:20:31.000]  但我通常都會遲到快餐店,
[00:20:31.000 --> 00:20:34.000]  但當時我還在想去哪裡,
[00:20:34.000 --> 00:20:37.000]  不過終於去了那裡,
[00:20:37.000 --> 00:20:39.000]  她就在那裡說,
[00:20:39.000 --> 00:20:42.000]  「我在二十年前在病房認識你,
[00:20:42.000 --> 00:20:45.000]  現在在這個地方見到你,
[00:20:45.000 --> 00:20:47.000]  我相信不是巧合,
[00:20:47.000 --> 00:20:49.000]  是上帝的恩典。」
[00:20:49.000 --> 00:20:52.000]  這位舊同事在念書上,
[00:20:52.000 --> 00:20:56.000]  其實也有很多訊息,
[00:20:56.000 --> 00:20:58.000]  她退休幾年,
[00:20:58.000 --> 00:21:01.000]  她患了癌症,
[00:21:01.000 --> 00:21:03.000]  已經有一段日子,
[00:21:03.000 --> 00:21:06.000]  她還在接受治療,
[00:21:06.000 --> 00:21:11.000]  她在念書上也知道我做了傳道目者,
[00:21:11.000 --> 00:21:14.000]  她說亦感恩,
[00:21:14.000 --> 00:21:16.000]  但重點是,
[00:21:16.000 --> 00:21:20.000]  我在她的Facebook上看到,
[00:21:20.000 --> 00:21:22.000]  在她患病的過程中,
[00:21:22.000 --> 00:21:25.000]  她仍然讚美和感恩,
[00:21:25.000 --> 00:21:28.000]  因為她說她有生命氣息,
[00:21:28.000 --> 00:21:32.000]  是上帝讓她在這段日子,
[00:21:32.000 --> 00:21:34.000]  可以陪伴她的家人,
[00:21:34.000 --> 00:21:37.000]  特別是她可愛的小孫女,
[00:21:37.000 --> 00:21:40.000]  相信現在我看到的時候,
[00:21:40.000 --> 00:21:42.000]  她應該有兩歲多,
[00:21:42.000 --> 00:21:44.000]  弟兄姊妹,
[00:21:44.000 --> 00:21:45.000]  一個未信主的人,
[00:21:45.000 --> 00:21:46.000]  在退休之後,
[00:21:46.000 --> 00:21:51.000]  應該是很享受生活,
[00:21:51.000 --> 00:21:53.000]  但突然患病,
[00:21:53.000 --> 00:21:57.000]  可能打亂了她整個退休計劃,
[00:21:57.000 --> 00:22:01.000]  怎可以讚美和感恩呢?
[00:22:01.000 --> 00:22:04.000]  可能會擔心自己的病情,
[00:22:04.000 --> 00:22:05.000]  不知道如何治療,
[00:22:05.000 --> 00:22:08.000]  甚至治療的時候會否很辛苦,
[00:22:08.000 --> 00:22:11.000]  考慮這些因素,
[00:22:11.000 --> 00:22:16.000]  確實是一件不幸的事,
[00:22:16.000 --> 00:22:20.000]  但當信主的人,
[00:22:20.000 --> 00:22:25.000]  他們真的聽到要讚美和感恩,
[00:22:25.000 --> 00:22:27.000]  是一件很難想像的事,
[00:22:27.000 --> 00:22:29.000]  甚至是奇怪的事,
[00:22:29.000 --> 00:22:31.000]  就像第七節那樣說,
[00:22:31.000 --> 00:22:33.000]  許多人以我為怪,
[00:22:33.000 --> 00:22:37.000]  但你是我堅固的避難所,
[00:22:37.000 --> 00:22:39.000]  以我為怪,
[00:22:39.000 --> 00:22:42.000]  「為怪」這個字可以解釋為
[00:22:42.000 --> 00:22:44.000]  歧視神跡,
[00:22:44.000 --> 00:22:46.000]  又甚或可以指
[00:22:46.000 --> 00:22:51.000]  神的能力是一種特殊的顯現,
[00:22:51.000 --> 00:22:54.000]  所以如果原文成句直譯,
[00:22:54.000 --> 00:22:55.000]  對許多人而言,
[00:22:55.000 --> 00:22:57.000]  我是奇怪的,
[00:22:57.000 --> 00:23:01.000]  但你是我堅固的避難所,
[00:23:01.000 --> 00:23:04.000]  如果這篇詩是大衛所作的時候,
[00:23:04.000 --> 00:23:06.000]  人人都會逃避大衛,
[00:23:06.000 --> 00:23:09.000]  甚至會嘲笑他,
[00:23:09.000 --> 00:23:13.000]  為何你淪落到這個光景?
[00:23:13.000 --> 00:23:17.000]  但大衛這位詩人說,
[00:23:17.000 --> 00:23:21.000]  神仍然是他的避難所,
[00:23:21.000 --> 00:23:23.000]  「為怪」這個字
[00:23:23.000 --> 00:23:25.000]  第一次出現在《出埃及記》,
[00:23:25.000 --> 00:23:29.000]  那裡翻譯為神跡歧視,
[00:23:29.000 --> 00:23:32.000]  第一是指摩西的象變蛇,
[00:23:32.000 --> 00:23:36.000]  第二是降十災,
[00:23:36.000 --> 00:23:39.000]  也在《生命記》中,
[00:23:39.000 --> 00:23:42.000]  摩西大理以色列人回顧
[00:23:42.000 --> 00:23:45.000]  曠野這段歷史的時候,
[00:23:45.000 --> 00:23:48.000]  每次提到的記號
[00:23:48.000 --> 00:23:50.000]  其實就是「為怪」這個字,
[00:23:50.000 --> 00:23:54.000]  是指舊因歷史中的記號,
[00:23:54.000 --> 00:23:56.000]  在曠野中,
[00:23:56.000 --> 00:23:58.000]  他們沒有東西吃,
[00:23:58.000 --> 00:23:59.000]  有馬拿,
[00:23:59.000 --> 00:24:00.000]  沒有水喝,
[00:24:00.000 --> 00:24:02.000]  盆石可以出水,
[00:24:02.000 --> 00:24:04.000]  日間有雲柱,
[00:24:04.000 --> 00:24:06.000]  夜間有火柱,
[00:24:06.000 --> 00:24:07.000]  這些都是記號,
[00:24:07.000 --> 00:24:09.000]  所以這一節的經文,
[00:24:09.000 --> 00:24:11.000]  詩人提及「為怪」,
[00:24:11.000 --> 00:24:14.000]  我相信是一個笑頭或記號,
[00:24:14.000 --> 00:24:19.000]  意思是要向人宣揚神的大能,
[00:24:19.000 --> 00:24:21.000]  神的美善,
[00:24:21.000 --> 00:24:24.000]  神的慈愛和拯救,
[00:24:24.000 --> 00:24:27.000]  我想起我自己
[00:24:27.000 --> 00:24:31.000]  2006年在夏令營
