
[00:00:00.000 --> 00:00:06.520]  以下跟大家讀出的經文是在舊約《新命記》第四章一至十四節
[00:08:30.960 --> 00:08:31.960]  我們想那個約
[00:08:31.960 --> 00:08:35.960]  就好像我們今天所做的房地產買賣一樣
[00:08:35.960 --> 00:08:38.960]  我們想著那張合約
[00:08:38.960 --> 00:08:40.960]  我們覺得就是買賣雙方
[00:08:40.960 --> 00:08:42.960]  一個買一個賣
[00:08:42.960 --> 00:08:45.960]  然後大家履行利益的責任
[00:08:45.960 --> 00:08:47.960]  大家出個價
[00:08:47.960 --> 00:08:49.960]  然後互相交換
[00:08:49.960 --> 00:08:51.960]  可能做商品交易
[00:08:51.960 --> 00:08:53.960]  或者買樓買地
[00:08:53.960 --> 00:08:54.960]  一買一買的關係
[00:08:54.960 --> 00:08:57.960]  我們想這個就是一個約的關係
[00:08:57.960 --> 00:09:00.960]  這個是叫做contract
[00:09:00.960 --> 00:09:02.960]  就是說一些商業的合約
[00:09:02.960 --> 00:09:05.960]  不過上帝與人之間的約的關係
[00:09:05.960 --> 00:09:09.960]  就不是這樣的一買一買的關係
[00:09:09.960 --> 00:09:11.960]  在聖經裏面說到
[00:09:11.960 --> 00:09:14.960]  上帝與人的契約
[00:09:14.960 --> 00:09:17.960]  盟約就叫做covenant
[00:09:17.960 --> 00:09:20.960]  這個covenant強調的是
[00:09:20.960 --> 00:09:22.960]  上帝主動的
[00:09:22.960 --> 00:09:24.960]  來跟他的子民
[00:09:24.960 --> 00:09:30.960]  來做一些恩典的表達出來
[00:09:30.960 --> 00:09:35.960]  這一種的約背後有一種神聖和永恆性的
[00:09:35.960 --> 00:09:37.960]  一般的商業合約
[00:09:37.960 --> 00:09:38.960]  有一個時限的
[00:09:38.960 --> 00:09:39.960]  會有停的
[00:09:39.960 --> 00:09:42.960]  就是買賣交易停了就停了
[00:09:42.960 --> 00:09:43.960]  你買一層樓
[00:09:43.960 --> 00:09:46.960]  你不會再跟上帝主還有很多的交往
[00:09:46.960 --> 00:09:50.960]  那個利益就是那次的交易就停止了
[00:09:50.960 --> 00:09:51.960]  完了之後
[00:09:51.960 --> 00:09:53.960]  但是去到covenant
[00:09:53.960 --> 00:09:56.960]  這個關係是一個傳到永遠
[00:09:56.960 --> 00:09:59.960]  和神聖的一份的關係
[00:09:59.960 --> 00:10:01.960]  而且那個約的建立
[00:10:01.960 --> 00:10:03.960]  是有一種動力在裏面的
[00:10:03.960 --> 00:10:06.960]  這種的動力就不是跟一般商業合約
[00:10:06.960 --> 00:10:10.960]  所說的利益成為了動力
[00:10:10.960 --> 00:10:12.960]  愛成為了covenant
[00:10:12.960 --> 00:10:16.960]  上帝神與人之間納約的那種動力
[00:10:16.960 --> 00:10:18.960]  上帝因為愛人
[00:10:18.960 --> 00:10:20.960]  所以用這個約的方式
[00:10:20.960 --> 00:10:22.960]  既是規限住自己
[00:10:22.960 --> 00:10:25.960]  也都是允許將他所給的福
[00:10:25.960 --> 00:10:26.960]  給以色列人
[00:10:26.960 --> 00:10:31.960]  同時間人就履行在這個契約裏面
[00:10:31.960 --> 00:10:35.960]  對神的那份的效忠和那種信實
[00:10:35.960 --> 00:10:37.960]  所以整個的covenant
[00:10:37.960 --> 00:10:40.960]  神人之間的那個契約
[00:10:40.960 --> 00:10:43.960]  強調的就是一份的忠誠關係
[00:10:43.960 --> 00:10:46.960]  如果你覺得說這個都好像很抽象
[00:10:46.960 --> 00:10:47.960]  其實在聖經裏面
[00:10:47.960 --> 00:10:50.960]  說神人之間的契約之外
[00:10:50.960 --> 00:10:52.960]  有三個很重要的字眼
[00:10:52.960 --> 00:10:54.960]  都在人世間裏面的契約
[00:10:54.960 --> 00:10:56.960]  都會出現的
[00:10:56.960 --> 00:11:00.960]  就是離開、聯合、合一
[00:11:00.960 --> 00:11:02.960]  很熟悉
[00:11:02.960 --> 00:11:04.960]  這個就是創世紀裏面
[00:11:04.960 --> 00:11:06.960]  人要離開父母
[00:11:06.960 --> 00:11:08.960]  與妻子聯合
[00:11:08.960 --> 00:11:10.960]  二人成為一體
[00:11:10.960 --> 00:11:11.960]  這裏的用字
[00:11:11.960 --> 00:11:13.960]  其實在舊約裏面說的
[00:11:13.960 --> 00:11:16.960]  這幾個用字就是一個人與人之間的
[00:11:16.960 --> 00:11:17.960]  那種盟誓
[00:11:17.960 --> 00:11:18.960]  一生一世的
[00:11:18.960 --> 00:11:21.960]  那種盟約的納誓
[00:11:21.960 --> 00:11:23.960]  這個放在婚姻裏面
[00:11:23.960 --> 00:11:27.960]  同樣這個也成為了神人之間的類比
[00:11:27.960 --> 00:11:29.960]  神與人之間
[00:11:29.960 --> 00:11:33.960]  上帝無條件地將福氣賜給那班以色列民
[00:11:33.960 --> 00:11:35.960]  同樣祂期望
[00:11:35.960 --> 00:11:37.960]  納了約之後的那些以色列民
[00:11:37.960 --> 00:11:39.960]  生命裏面好像納了約之後沒有東西
[00:11:39.960 --> 00:11:40.960]  不是的
[00:11:40.960 --> 00:11:44.960]  祂期望他為了回應這個舊屬的恩典
[00:11:44.960 --> 00:11:48.960]  回應了這個這麼豐盛恩惠的生命
[00:11:48.960 --> 00:11:50.960]  所以人的行為
[00:11:50.960 --> 00:11:53.960]  人的生命都隨著這個約
[00:11:53.960 --> 00:11:57.960]  來塑造了他的行為表現
[00:11:57.960 --> 00:11:59.960]  而在聖經裏面所說的
[00:11:59.960 --> 00:12:01.960]  特別是在說摩西這一段的經文
[00:12:01.960 --> 00:12:03.960]  所說的律法
[00:12:03.960 --> 00:12:06.960]  就是在說納約之後的子民的生命
[00:12:06.960 --> 00:12:09.960]  是一個豐盛的生命
[00:12:09.960 --> 00:12:12.960]  配得上上帝與你納約的福氣
[00:12:12.960 --> 00:12:15.960]  你也要回應上帝的時候
[00:12:15.960 --> 00:12:17.960]  你如何去表達
[00:12:17.960 --> 00:12:19.960]  你的生命是與上帝納約的呢?
[00:12:19.960 --> 00:12:23.960]  律法就是一個很重要的藍圖
[00:12:23.960 --> 00:12:25.960]  告訴那些以色列民
[00:12:25.960 --> 00:12:28.960]  告訴每一個神國子民
[00:12:28.960 --> 00:12:32.960]  安著上帝的心意好好地去生活
[00:12:32.960 --> 00:12:35.960]  以致他能夠經歷上帝賢尼的豐盛
[00:12:35.960 --> 00:12:37.960]  在剛才所讀的經文裏面
[00:12:37.960 --> 00:12:39.960]  還有一個很重要的字眼
[00:12:39.960 --> 00:12:42.960]  其實是不停提醒你的
[00:12:42.960 --> 00:12:44.960]  他告訴那些子民
[00:12:44.960 --> 00:12:46.960]  今天教訓你的律例
[00:12:46.960 --> 00:12:48.960]  將你們要聽從進行
[00:12:48.960 --> 00:12:50.960]  好叫你們存活
[00:12:50.960 --> 00:12:52.960]  在第四節裏面
[00:12:52.960 --> 00:12:55.960]  唯有你們專靠耶和華你們的神
[00:12:55.960 --> 00:12:57.960]  今天全都存活
[00:12:57.960 --> 00:13:00.960]  那個存活的意思
[00:13:00.960 --> 00:13:02.960]  不單止是生存
[00:13:02.960 --> 00:13:04.960]  還要活得到
[00:13:04.960 --> 00:13:09.960]  能夠屹立在當時進入一個新的地方
[00:13:09.960 --> 00:13:12.960]  充滿了異教的文化
[00:13:12.960 --> 00:13:16.960]  人與人之間有不同的利益私利
[00:13:16.960 --> 00:13:18.960]  不過不同的部落
[00:13:18.960 --> 00:13:19.960]  不同的文化
[00:13:19.960 --> 00:13:22.960]  會隨著歷史一一改變
[00:13:22.960 --> 00:13:24.960]  在摩西裏面
[00:13:24.960 --> 00:13:27.960]  你見到有一些拜巴力的
[00:13:27.960 --> 00:13:30.960]  到最後他們被消滅
[00:13:30.960 --> 00:13:32.960]  但你們這班
[00:13:32.960 --> 00:13:35.960]  以前在埃及當奴隸的人
[00:13:35.960 --> 00:13:37.960]  現在你們可以經過曠野四十年
[00:13:37.960 --> 00:13:39.960]  而且還可以開枝散葉
[00:13:39.960 --> 00:13:41.960]  還有第二代
[00:13:41.960 --> 00:13:43.960]  還有一個越來越好的願景
[00:13:43.960 --> 00:13:46.960]  因為上帝在我們當中
[00:13:46.960 --> 00:13:49.960]  上帝與他的子民納約
[00:13:49.960 --> 00:13:51.960]  所以那個存活是說
[00:13:51.960 --> 00:13:53.960]  因為守約的結果
[00:13:53.960 --> 00:13:56.960]  而帶來的一些美好的果效
[00:13:56.960 --> 00:13:57.960]  更加重要的就是
[00:13:57.960 --> 00:14:00.960]  同時間也告訴那些以色列人
[00:14:00.960 --> 00:14:05.960]  這個與上帝進行納約的遵守誡命
[00:14:05.960 --> 00:14:07.960]  這種生命表現
[00:14:07.960 --> 00:14:09.960]  是一個生與死的決定
[00:14:09.960 --> 00:14:11.960]  你不是想著錦上添花
[00:14:11.960 --> 00:14:13.960]  有些事情可以聊聊
[00:14:13.960 --> 00:14:15.960]  然後你就會覺得
[00:14:15.960 --> 00:14:17.960]  過得好一點
[00:14:17.960 --> 00:14:18.960]  而是說
[00:14:18.960 --> 00:14:19.960]  是一個好
[00:14:19.960 --> 00:14:22.960]  是一個生存和滅亡的選擇
[00:14:22.960 --> 00:14:25.960]  是一個生命與死亡的
[00:14:25.960 --> 00:14:28.960]  一個很重要的選擇
[00:14:28.960 --> 00:14:31.960]  摩西將這一段的神學觀念
[00:14:31.960 --> 00:14:34.960]  將這個上帝納約的邏輯
[00:14:34.960 --> 00:14:37.960]  告訴那些以色列人
[00:14:37.960 --> 00:14:40.960]  將這樣的福與禍
[00:14:40.960 --> 00:14:42.960]  放在他們的面前
[00:14:42.960 --> 00:14:45.960]  這一代的以色列子民
[00:14:45.960 --> 00:14:47.960]  他要怎樣選擇呢
[00:14:47.960 --> 00:14:49.960]  就將這個球交給他
[00:14:49.960 --> 00:14:52.960]  他不能強迫他們一定要去做
[00:14:52.960 --> 00:14:57.960]  因為律法從來都是由心底裡
[00:14:57.960 --> 00:14:58.960]  來認同的
[00:14:58.960 --> 00:15:00.960]  但是當你去遵從
[00:15:00.960 --> 00:15:03.960]  你就會經歷到那份豐盛和美滿
[00:15:03.960 --> 00:15:05.960]  當你拒絕
[00:15:05.960 --> 00:15:07.960]  或者你去搏弈的時候
[00:15:07.960 --> 00:15:08.960]  你面對的就是
[00:15:08.960 --> 00:15:10.960]  好像那些外邦
[00:15:10.960 --> 00:15:12.960]  巴力的那些外邦一樣
[00:15:12.960 --> 00:15:17.960]  就得不到那種永恆的祝福和生命
[00:15:17.960 --> 00:15:19.960]  當我們明白了
[00:15:19.960 --> 00:15:21.960]  這個神學觀念
[00:15:21.960 --> 00:15:23.960]  這個新典神學的觀念的時候
[00:15:23.960 --> 00:15:24.960]  接下來
[00:15:24.960 --> 00:15:27.960]  摩西就會將一個
[00:15:27.960 --> 00:15:30.960]  進入去迦林地裡面一個美好的願景
[00:15:30.960 --> 00:15:32.960]  告訴那些以色列人知道
[00:15:32.960 --> 00:15:35.960]  由第五節到第八節
[00:15:35.960 --> 00:15:39.960]  摩西就繼續用第一個願景
[00:15:39.960 --> 00:15:41.960]  來告訴他們
[00:15:41.960 --> 00:15:43.960]  不過這個願景很有趣
[00:15:43.960 --> 00:15:45.960]  這個願景進入迦林地
[00:15:45.960 --> 00:15:48.960]  不是說那些以色列人進去的時候
[00:15:48.960 --> 00:15:50.960]  你就會衣食無憂
[00:15:50.960 --> 00:15:52.960]  或者很有富有
[00:15:52.960 --> 00:15:54.960]  他不是將這個東西放在他們面前
[00:15:54.960 --> 00:15:57.960]  摩西用什麼來說一個
[00:15:57.960 --> 00:15:59.960]  真正的願景給那些
[00:15:59.960 --> 00:16:03.960]  昔日為奴隸的一群以色列人呢
[00:16:03.960 --> 00:16:05.960]  我們聽聽第五至第八節
[00:16:05.960 --> 00:16:07.960]  我照著耶和華我神
[00:16:07.960 --> 00:16:09.960]  所吩咐的律例
[00:16:09.960 --> 00:16:11.960]  典章教訓你們
[00:16:11.960 --> 00:16:13.960]  使你們在所要進去
[00:16:13.960 --> 00:16:16.960]  得遺孽的地上遵行
[00:16:16.960 --> 00:16:18.960]  所以你們要謹守遵行
[00:16:18.960 --> 00:16:21.960]  這就是你們在萬民眼前的智慧
[00:16:21.960 --> 00:16:22.960]  聰明
[00:16:22.960 --> 00:16:24.960]  他們聽見這一切律例必說
[00:16:24.960 --> 00:16:28.960]  這大國的人真是有智慧有聰明
[00:16:28.960 --> 00:16:31.960]  那一個大國的人有神與他們相近
[00:16:31.960 --> 00:16:33.960]  將耶和華我們的神
[00:16:33.960 --> 00:16:35.960]  在我們求告他的時候
[00:16:35.960 --> 00:16:37.960]  與我們相近呢
[00:16:37.960 --> 00:16:39.960]  又那有一個大國
[00:16:39.960 --> 00:16:41.960]  有這樣的公義律例典章
[00:16:41.960 --> 00:16:44.960]  將我們今天在你面前
[00:16:44.960 --> 00:16:47.960]  所陳明的這一切律法呢
[00:16:47.960 --> 00:16:49.960]  在這裡你見到
[00:16:49.960 --> 00:16:51.960]  有一個很重要的
[00:16:51.960 --> 00:16:52.960]  類似一個反問句
[00:16:52.960 --> 00:16:54.960]  但是又重複出現的
[00:16:54.960 --> 00:16:57.960]  就是有哪一個大國
[00:16:57.960 --> 00:17:00.960]  說的是一個國家的強盛
[00:17:00.960 --> 00:17:03.960]  有哪一個國家這麼強盛到一個地步
[00:17:03.960 --> 00:17:06.960]  被其他外邦人稱讚
[00:17:06.960 --> 00:17:08.960]  今天我們說的
[00:17:08.960 --> 00:17:10.960]  那個大國的觀念
[00:17:10.960 --> 00:17:12.960]  曾經有一句話這樣說的
[00:17:12.960 --> 00:17:15.960]  一個國家或者一個地方的強大
[00:17:15.960 --> 00:17:16.960]  看什麼呢
[00:17:16.960 --> 00:17:18.960]  看它的建築物
[00:17:18.960 --> 00:17:21.960]  如果那些建築物很宏偉的
[00:17:21.960 --> 00:17:23.960]  而且那個設計很美輪美奐的
[00:17:23.960 --> 00:17:25.960]  那個呢
[00:17:25.960 --> 00:17:27.960]  那個有一定的實力
[00:17:27.960 --> 00:17:28.960]  那個地方那個國家
[00:17:28.960 --> 00:17:31.960]  就是一個強大的國家
[00:17:31.960 --> 00:17:34.960]  但是有一點文化學家說
[00:17:34.960 --> 00:17:36.960]  一個地方的建築
[00:17:36.960 --> 00:17:39.960]  令到一個地方變得大
[00:17:39.960 --> 00:17:41.960]  或者變得強大
[00:17:41.960 --> 00:17:44.960]  但是真正令到一個民族
[00:17:44.960 --> 00:17:45.960]  變得偉大的
[00:17:45.960 --> 00:17:49.960]  是只有文化和那些人民生命的素質
[00:17:49.960 --> 00:17:51.960]  所以在這裡面
[00:17:51.960 --> 00:17:54.960]  摩西所說的那個大國
[00:17:54.960 --> 00:17:56.960]  哪有一個大的國家
[00:17:56.960 --> 00:17:59.960]  它不是說有一些宏偉的建築
[00:17:59.960 --> 00:18:03.960]  或者有一些很強的軍事實力
[00:18:03.960 --> 00:18:06.960]  它說的是那個大那種偉大
[00:18:06.960 --> 00:18:08.960]  體現於幾樣東西的
[00:18:08.960 --> 00:18:09.960]  第一
[00:18:09.960 --> 00:18:13.960]  就是說到那些人民行事
[00:18:13.960 --> 00:18:14.960]  或者在萬民當中
[00:18:14.960 --> 00:18:16.960]  裡面有智慧
[00:18:16.960 --> 00:18:18.960]  有聰明
[00:18:18.960 --> 00:18:22.960]  那些的國家民族
[00:18:22.960 --> 00:18:25.960]  能夠成為一個強大
[00:18:25.960 --> 00:18:26.960]  就能夠顯現出
[00:18:26.960 --> 00:18:29.960]  在眾人在混亂的世界裡面
[00:18:29.960 --> 00:18:32.960]  他們的生命的智慧聰明
[00:18:32.960 --> 00:18:34.960]  是比其他國家來的高
[00:18:34.960 --> 00:18:36.960]  我們一想這些就想IQ
[00:18:36.960 --> 00:18:38.960]  想他們的那些創意
[00:18:38.960 --> 00:18:40.960]  可能都是的
[00:18:40.960 --> 00:18:43.960]  不過這裡摩西所說的那個智慧聰明
[00:18:43.960 --> 00:18:46.960]  就不是說人世間裡面
[00:18:46.960 --> 00:18:48.960]  說的那些IQ
[00:18:48.960 --> 00:18:50.960]  或者那些創造能力
[00:18:50.960 --> 00:18:52.960]  這個是說
[00:18:52.960 --> 00:18:58.960]  他們能夠承接著上帝給他們的那種關係
[00:18:58.960 --> 00:19:00.960]  以致他們整個文化
[00:19:00.960 --> 00:19:02.960]  他們真的開竅
[00:19:02.960 --> 00:19:04.960]  他們真的明白上帝
[00:19:04.960 --> 00:19:08.960]  明白這個世界裡面的走向
