
[00:00:00.000 --> 00:00:03.000]  頂姐妹,以下是經訓的時間
[00:04:50.000 --> 00:04:53.000]  我加入旺鎮已經快四個月了
[00:04:53.000 --> 00:04:56.000]  通常我會在四樓的少年崇拜
[00:04:56.000 --> 00:05:00.000]  所以未能好好在大堂和弟兄姊妹交流
[00:05:00.000 --> 00:05:04.000]  希望將來有機會和大家深入認識
[00:05:04.000 --> 00:05:07.000]  每一個月的主餐崇拜
[00:05:07.000 --> 00:05:11.000]  我們這班中學生和大專生都會上來和大家一起敬拜
[00:05:11.000 --> 00:05:16.000]  希望大家平時在教會見到我們教會的少年人
[00:05:16.000 --> 00:05:19.000]  都主動多些和他們打聲招呼
[00:05:19.000 --> 00:05:22.000]  在講到之前,讓我們一起祈禱
[00:05:22.000 --> 00:05:28.000]  天父上帝感謝祢顧念我們每一個生命
[00:05:28.000 --> 00:05:32.000]  並願意差派祢的愛子基督耶穌來擔當我們的罪
[00:05:32.000 --> 00:05:34.000]  釘在十字架上
[00:05:34.000 --> 00:05:36.000]  受死並且復活
[00:05:36.000 --> 00:05:37.000]  救贖我們每一個
[00:05:37.000 --> 00:05:39.000]  又賜下聖靈給我們
[00:05:39.000 --> 00:05:42.000]  求主開啟我們的耳朵
[00:05:42.000 --> 00:05:43.000]  緩化我們的心
[00:05:43.000 --> 00:05:47.000]  幫助孩子能夠清楚明白地講解
[00:05:47.000 --> 00:05:49.000]  願祢的話語得以成就
[00:05:49.000 --> 00:05:50.000]  奉主名求
[00:05:50.000 --> 00:05:52.000]  阿們
[00:05:52.000 --> 00:05:56.000]  弟兄姊妹,你們有沒有試過和人傳福音或參加短宣?
[00:05:56.000 --> 00:05:58.000]  我見到有些人點頭
[00:05:58.000 --> 00:06:02.000]  剛好我們有一隊八人的短宣小隊
[00:06:02.000 --> 00:06:05.000]  在12月4至9日去了越南
[00:06:05.000 --> 00:06:08.000]  容讓我和大家分享我的見聞
[00:06:08.000 --> 00:06:13.000]  原來在越南進行福音的工作是非常困難
[00:06:13.000 --> 00:06:17.000]  因為那裡沒有像我們香港那樣有宗教的自由
[00:06:17.000 --> 00:06:22.000]  首先原來教會是很難向政府機構
[00:06:22.000 --> 00:06:26.000]  政府部門申請註冊成為一個合法的機構
[00:06:26.000 --> 00:06:30.000]  而且申請的過程往往需要十多年
[00:06:30.000 --> 00:06:34.000]  這實在對教會或是牧者來說太費事
[00:06:34.000 --> 00:06:37.000]  亦太虛耗人的耐性
[00:06:37.000 --> 00:06:41.000]  不過原來福音的工作往往都有聖靈的同工
[00:06:41.000 --> 00:06:44.000]  有位當地牧者跟我們說
[00:06:44.000 --> 00:06:45.000]  他非常感恩
[00:06:45.000 --> 00:06:51.000]  因為他的教會只用了五年時間成為一間政府認可的教會
[00:06:51.000 --> 00:06:56.000]  其次原來基督徒不可以在公開的場合傳福音
[00:06:56.000 --> 00:07:00.000]  否則會被執法部門截查或是被擋
[00:07:00.000 --> 00:07:06.000]  不過特別的是原來近年來越南希望提升自己的國際地位
[00:07:06.000 --> 00:07:09.000]  所以他逐漸開放給一些外國機構
[00:07:09.000 --> 00:07:11.000]  進行福音的盛宴
[00:07:11.000 --> 00:07:14.000]  有牧者跟我們分享
[00:07:14.000 --> 00:07:18.000]  雖然每次大型的福音盛宴有很多人信主
[00:07:18.000 --> 00:07:22.000]  不過在越南現在的基督徒人口分佈很少
[00:07:22.000 --> 00:07:23.000]  只有1%
[00:07:23.000 --> 00:07:28.000]  所以當地的教會根本不夠人手跟進和栽培
[00:07:28.000 --> 00:07:30.000]  所以流失率很高
[00:07:30.000 --> 00:07:33.000]  另外我們還認識了一些同工
[00:07:33.000 --> 00:07:39.000]  他們非常有心智去山區和不同少數族裔的人傳福音
[00:07:39.000 --> 00:07:44.000]  但很可惜他們往往都是面對被捕的風險
[00:07:44.000 --> 00:07:47.000]  由於在共產制度的教育底下
[00:07:47.000 --> 00:07:51.000]  信基督教的人經常都覺得是不良分子
[00:07:51.000 --> 00:07:54.000]  甚至被人說是信羊教
[00:07:54.000 --> 00:07:59.000]  基督徒經常受到嘲笑或輕視
[00:07:59.000 --> 00:08:00.000]  試想一下
[00:08:00.000 --> 00:08:03.000]  在這樣的敵對環境之中
[00:08:03.000 --> 00:08:08.000]  你還要跟一開始對你有誤解的人傳福音
[00:08:08.000 --> 00:08:09.000]  是否很困難?
[00:08:09.000 --> 00:08:11.000]  試想一下
[00:08:11.000 --> 00:08:13.000]  你去見一份工作
[00:08:13.000 --> 00:08:15.000]  知道新的公司的同事很不濟
[00:08:15.000 --> 00:08:16.000]  對你很難回答
[00:08:16.000 --> 00:08:17.000]  上司又很刻薄
[00:08:17.000 --> 00:08:19.000]  對你很苛刻的話
[00:08:19.000 --> 00:08:21.000]  你會不會想去那裏工作呢?
[00:08:21.000 --> 00:08:22.000]  當然不會
[00:08:22.000 --> 00:08:28.000]  更何況是有基督徒跟這些人分享生命見證
[00:08:28.000 --> 00:08:30.000]  跟他們宣講神的道
[00:08:30.000 --> 00:08:35.000]  不過原來在越南有這班同工
[00:08:35.000 --> 00:08:39.000]  無論是上山下鄉還是在城市裏面
[00:08:39.000 --> 00:08:41.000]  他們面對人手不足的困境
[00:08:41.000 --> 00:08:44.000]  跟不同單位的周旋
[00:08:44.000 --> 00:08:46.000]  他們都很堅持、很忠心地
[00:08:46.000 --> 00:08:48.000]  在上帝交給他們的使命裏面
[00:08:48.000 --> 00:08:50.000]  他們很努力去完善
[00:08:50.000 --> 00:08:52.000]  或者我們會問
[00:08:52.000 --> 00:08:55.000]  究竟他們是怎樣可以做得到呢?
[00:08:55.000 --> 00:08:58.000]  又或者我們更加需要問的是
[00:08:58.000 --> 00:09:02.000]  我們所信的耶穌基督究竟有多強大
[00:09:02.000 --> 00:09:06.000]  竟然能夠讓人在艱難的情況下
[00:09:06.000 --> 00:09:09.000]  仍然選擇宣講他的事蹟
[00:09:09.000 --> 00:09:13.000]  或許這就是我們基督徒的特色
[00:09:13.000 --> 00:09:15.000]  早在二千年前
[00:09:15.000 --> 00:09:17.000]  初期教會的使徒
[00:09:17.000 --> 00:09:20.000]  在面對嚴重逼迫的時候
[00:09:20.000 --> 00:09:22.000]  仍然勇敢宣告
[00:09:22.000 --> 00:09:26.000]  因為他們深信耶穌基督就是他們生命的主
[00:09:26.000 --> 00:09:28.000]  四面受敵
[00:09:28.000 --> 00:09:30.000]  甚至面臨流亡
[00:09:30.000 --> 00:09:34.000]  福音的工作仍然不斷向外發展
[00:09:34.000 --> 00:09:37.000]  從耶路撒冷開展擴展到地極
[00:09:37.000 --> 00:09:40.000]  這就是使徒行傳的故事
[00:09:40.000 --> 00:09:43.000]  使徒行傳第二章記載了
[00:09:43.000 --> 00:09:46.000]  彼得在耶路撒冷領受了聖靈之後
[00:09:46.000 --> 00:09:48.000]  第一次的講道
[00:09:48.000 --> 00:09:52.000]  剛好今天也是我第一次在旺鎮的大堂講道
[00:09:52.000 --> 00:09:55.000]  不過當時的會眾應該沒有大家那麼友善
[00:09:55.000 --> 00:09:57.000]  我們不妨進入一下經文
[00:09:57.000 --> 00:10:00.000]  如果你有聖經也可以翻開來看
[00:10:00.000 --> 00:10:04.000]  使徒行傳二章四節提到
[00:10:04.000 --> 00:10:09.000]  當聖靈在五長節降臨在這群使徒身上
[00:10:09.000 --> 00:10:14.000]  這群使徒就按照聖靈所賦予他們的語言能力
[00:10:14.000 --> 00:10:17.000]  他們能夠用不同的外語
[00:10:17.000 --> 00:10:19.000]  與來自五湖四海的人聊天
[00:10:19.000 --> 00:10:22.000]  並且還能夠有足夠的能力
[00:10:22.000 --> 00:10:25.000]  與人分享神的偉大作為
[00:10:25.000 --> 00:10:29.000]  如果我們繼續看第九至十一節
[00:10:29.000 --> 00:10:32.000]  我們會看到有十多種民族
[00:10:32.000 --> 00:10:37.000]  這意味著他們突如其來可以說出十多種不同的語言
[00:10:37.000 --> 00:10:38.000]  弟兄姊妹厲害嗎?
[00:10:38.000 --> 00:10:41.000]  試想像我們在六樓的禮堂上
[00:10:41.000 --> 00:10:43.000]  有十多種不同的語言
[00:10:43.000 --> 00:10:45.000]  簡直就像聯合國一樣
[00:10:45.000 --> 00:10:49.000]  但不要以為大家聽了就立即相信
[00:10:49.000 --> 00:10:51.000]  他們的第一個反應是怎樣?
[00:10:51.000 --> 00:10:53.000]  他們覺得很驚奇、很疑惑
[00:10:53.000 --> 00:10:57.000]  互相在問:什麼鬼?搞什麼?
[00:10:57.000 --> 00:10:59.000]  What's going on?
[00:10:59.000 --> 00:11:01.000]  有些人甚至嘲笑他們
[00:11:01.000 --> 00:11:04.000]  說他們喝醉酒,是發酒癲
[00:11:04.000 --> 00:11:10.000]  於是彼得在講道開始前回應他們說
[00:11:10.000 --> 00:11:14.000]  其實現在才九時,怎會喝醉?
[00:11:14.000 --> 00:11:18.000]  不過有一件事你們應該很明白
[00:11:18.000 --> 00:11:21.000]  亦要留心聽我所說的話
[00:11:21.000 --> 00:11:26.000]  於是彼得引用了幾段舊約經文證明
[00:11:26.000 --> 00:11:30.000]  「施行大能,歧視和神跡的拿撒勒人耶穌
[00:11:30.000 --> 00:11:35.000]  正是以色列民一直期待的救主尼塞亞」
[00:11:35.000 --> 00:11:39.000]  首先彼得先引用「若以先知」的語言
[00:11:39.000 --> 00:11:42.000]  來講述聖靈的囂觀
[00:11:42.000 --> 00:11:48.000]  亦將「若以書」二章中的「以後」改為「在末後的日子」
[00:11:48.000 --> 00:11:52.000]  強調在上帝救贖計劃的歷史中
[00:11:52.000 --> 00:11:55.000]  已經進入了一個新的時代
[00:11:55.000 --> 00:11:59.000]  這是聖靈帶領下教會的時代
[00:11:59.000 --> 00:12:02.000]  正因為聖靈的降臨
[00:12:02.000 --> 00:12:06.000]  不同的使徒就說了不同的語言
[00:12:06.000 --> 00:12:10.000]  這個情況好像應驗了「若以書」二章所說的
[00:12:10.000 --> 00:12:14.000]  「以後我要將我的靈囂觀凡有血氣」
[00:12:14.000 --> 00:12:16.000]  「你們的兒女要說預言」
[00:12:16.000 --> 00:12:19.000]  「你們的年老人要做義夢」
[00:12:19.000 --> 00:12:21.000]  「少年人要見異象」
[00:12:21.000 --> 00:12:26.000]  「在這些日子我要將我的靈囂觀我的僕人和侍女」
[00:12:26.000 --> 00:12:30.000]  我記得三年前的暑假
[00:12:30.000 --> 00:12:33.000]  在疫情期間,當我仍然在讀神學的時候
[00:12:33.000 --> 00:12:38.000]  我的母院,見道神學院就做了一件很瘋狂的事
[00:12:38.000 --> 00:12:46.000]  我們在長洲的校園舉辦了一個有三百多人的大專四日三夜營
[00:12:46.000 --> 00:12:49.000]  當時我仍然是一年級生
[00:12:49.000 --> 00:12:54.000]  我負責擔任營會的助理和小組組長
[00:12:54.000 --> 00:12:57.000]  其中有兩個片段令我印象很深刻
[00:12:57.000 --> 00:12:59.000]  第一個片段就是
[00:12:59.000 --> 00:13:02.000]  我記得有一天,我在幕後拿著帆盒
[00:13:02.000 --> 00:13:06.000]  同一時間收拾物資的時候
[00:13:06.000 --> 00:13:09.000]  有一個白色短頭髮的女生,也是大專生
[00:13:09.000 --> 00:13:12.000]  很尷尬地走過來問我一個問題
[00:13:12.000 --> 00:13:15.000]  她說:「珊珊,為什麼你讀神學?」
[00:13:15.000 --> 00:13:20.000]  於是我就一邊塞著飯進她的口
[00:13:20.000 --> 00:13:23.000]  一邊回答她
[00:13:23.000 --> 00:13:27.000]  其實當時我只是想快點回答完她就完結了
[00:13:27.000 --> 00:13:30.000]  於是她聽完之後就說了一句「哦」
[00:13:30.000 --> 00:13:32.000]  然後就走了
[00:13:32.000 --> 00:13:35.000]  之後我沒有再特別留意這個女生
[00:13:35.000 --> 00:13:38.000]  因為她不是小組的組員
[00:13:38.000 --> 00:13:41.000]  第二個片段令我很深刻
[00:13:41.000 --> 00:13:43.000]  就是在營會最後一晚
[00:13:43.000 --> 00:13:46.000]  我的神學院老師竟然很勇敢地
[00:13:46.000 --> 00:13:49.000]  向這班大專生發出呼召
[00:13:49.000 --> 00:13:53.000]  問他們有沒有人願意踏上全時間侍奉的路
[00:13:53.000 --> 00:13:58.000]  成為傳道人或宣教士
[00:13:58.000 --> 00:14:00.000]  其實當時我聽到
[00:14:00.000 --> 00:14:03.000]  我也覺得應該沒有很多人走出去
[00:14:03.000 --> 00:14:06.000]  因為他們都在讀學位
[00:14:06.000 --> 00:14:09.000]  還未讀完子學位又怎會想其他東西呢?
[00:14:09.000 --> 00:14:11.000]  不過很感恩
[00:14:11.000 --> 00:14:14.000]  當晚有超過30位大專生
[00:14:14.000 --> 00:14:17.000]  走上台回應神的呼召
[00:14:17.000 --> 00:14:19.000]  令我很驚訝的是
[00:14:19.000 --> 00:14:21.000]  那位白色短髮的女生
[00:14:21.000 --> 00:14:24.000]  也走出去回應神的呼召
[00:14:24.000 --> 00:14:27.000]  之後老師又發出了第二個邀請
[00:14:27.000 --> 00:14:31.000]  她說:「如果你有見到朋友或弟兄姊妹
[00:14:31.000 --> 00:14:34.000]  或認識的走出去回應呼召
[00:14:34.000 --> 00:14:36.000]  而你也希望支持他們
[00:14:36.000 --> 00:14:37.000]  願意跟他們同行
[00:14:37.000 --> 00:14:40.000]  不如你也走出來台前祈禱吧!」
[00:14:40.000 --> 00:14:44.000]  那一刻我感到很糾結
[00:14:44.000 --> 00:14:48.000]  因為我覺得神也在邀請我
[00:14:48.000 --> 00:14:50.000]  陪伴這班年輕人
[00:14:50.000 --> 00:14:52.000]  為神的國努力
[00:14:52.000 --> 00:14:56.000]  當我終於願意走出去台前的時候
[00:14:56.000 --> 00:14:59.000]  我發覺原來已經有百多人
[00:14:59.000 --> 00:15:06.000]  衝出台前為願意為神擺相的年輕人祈禱
[00:15:06.000 --> 00:15:11.000]  我發覺原來我連那位女生的衣服尾巴也碰不到
[00:15:11.000 --> 00:15:16.000]  我覺得那一刻自己實在太低估神的能力
[00:15:16.000 --> 00:15:19.000]  原來即使在這個世代如此艱難
[00:15:19.000 --> 00:15:22.000]  有些環境你覺得很惡劣
[00:15:22.000 --> 00:15:24.000]  神從來沒有離開過香港
[00:15:24.000 --> 00:15:27.000]  也從來沒有離開你和我
[00:15:27.000 --> 00:15:31.000]  祂還呼召了一班比我和你更年輕的人
[00:15:31.000 --> 00:15:33.000]  開闊他們的眼界
[00:15:33.000 --> 00:15:35.000]  讓他們在一個黑暗的世代裡
[00:15:35.000 --> 00:15:38.000]  看見神給他們的遺像
[00:15:38.000 --> 00:15:39.000]  弟兄姊妹
[00:15:39.000 --> 00:15:42.000]  聖靈的工作從未停止
[00:15:42.000 --> 00:15:44.000]  有心的人其實還有很多
[00:15:44.000 --> 00:15:46.000]  所以我們不是少數
[00:15:46.000 --> 00:15:51.000]  不知道你今天願不願意相信並且看見聖靈
[00:15:51.000 --> 00:15:56.000]  同樣降臨在我們的皇寢當中呢?
[00:15:56.000 --> 00:16:02.000]  使徒行傳的故事並未停在聖靈降臨的那一刻
[00:16:02.000 --> 00:16:04.000]  在耶穌復活之後
[00:16:04.000 --> 00:16:06.000]  使徒行傳第一章第六節
[00:16:06.000 --> 00:16:09.000]  這班使徒就向復活了的耶穌問了一個問題
[00:16:09.000 --> 00:16:14.000]  祂說:主啊!你是否在這個時候要復興以色列國?
[00:16:14.000 --> 00:16:16.000]  換句話來說
[00:16:16.000 --> 00:16:18.000]  其實在他們眼中
[00:16:18.000 --> 00:16:28.000]  耶穌只是那位帶領猶太人脫離羅馬帝國政權迫害的王
[00:16:28.000 --> 00:16:30.000]  所以彼得這篇講到
[00:16:30.000 --> 00:16:34.000]  其實是要更正他們對尼塞亞君王的理解
[00:16:34.000 --> 00:16:41.000]  彼得之後其實引用了以色列民一個最偉大的君王大衛的詩篇
[00:16:41.000 --> 00:16:44.000]  來教導這班弟兄
[00:16:44.000 --> 00:16:47.000]  究竟耶穌基督是一位怎樣的君王呢?
[00:16:47.000 --> 00:16:54.000]  於是彼得就用了詩篇第十六篇和第110篇來講解
[00:16:54.000 --> 00:16:57.000]  根據以色列的傳統
[00:16:57.000 --> 00:17:02.000]  詩篇第110篇被視為皇室的詩篇
[00:17:02.000 --> 00:17:07.000]  所以它比第十六篇更能夠凸顯耶穌基督作為君王的形象
[00:17:07.000 --> 00:17:10.000]  所以我們今天會集中看110篇
[00:17:10.000 --> 00:17:15.000]  這首詩通常會在國王登基時獻唱
[00:17:15.000 --> 00:17:20.000]  我小時候也有看TVB的宮廷劇
[00:17:20.000 --> 00:17:23.000]  通常我會想像皇帝登基
[00:17:23.000 --> 00:17:25.000]  鏡頭一轉就是紫禁城
[00:17:25.000 --> 00:17:31.000]  朝廷的文武官員和妃嬪都出來迎接皇帝
[00:17:31.000 --> 00:17:34.000]  背景音樂都是很雄壯激昂
[00:17:34.000 --> 00:17:38.000]  我們想像就是這個感覺
[00:17:38.000 --> 00:17:42.000]  彼得就引用詩篇第110篇
[00:17:42.000 --> 00:17:45.000]  向那些很熟悉舊約的猶太人
[00:17:45.000 --> 00:17:48.000]  講述一個新的君王開始
[00:17:48.000 --> 00:17:52.000]  他開始接受上帝賦予他的皇權
[00:17:52.000 --> 00:17:58.000]  這是標誌著一個新的皇朝和新時代的誕生
[00:17:58.000 --> 00:18:06.000]  這首詩其實講述了耶和華和大衛的主之間的對話
[00:18:06.000 --> 00:18:12.000]  即是天父和作為尼塞亞的兒子耶穌基督之間的對話
[00:18:12.000 --> 00:18:16.000]  如果將這首詩分為兩個部分
[00:18:16.000 --> 00:18:22.000]  前面頭三節主要描述了耶穌作為偉大君王的形象
[00:18:22.000 --> 00:18:29.000]  而後面四至七節指出耶穌是我們永恆的大祭司
[00:18:29.000 --> 00:18:32.000]  我們首先一起看看第一個部分
[00:18:32.000 --> 00:18:35.000]  在前面的頭三節
[00:18:35.000 --> 00:18:39.000]  天父向基督賦予了三個應許
[00:18:39.000 --> 00:18:43.000]  第一節:你的仇敵會被打敗
[00:18:43.000 --> 00:18:47.000]  第二節:使錫安伸出能力的權杖
[00:18:47.000 --> 00:18:51.000]  即象徵著基督的國度將會擴張
[00:18:51.000 --> 00:18:56.000]  第三節:你的人民將樂意投身於戰鬥
[00:18:56.000 --> 00:19:01.000]  即天父會賜一個軍隊給基督
[00:19:01.000 --> 00:19:05.000]  因為耶穌願意被釘十字架受死
[00:19:05.000 --> 00:19:07.000]  隨後復活而升天
[00:19:07.000 --> 00:19:11.000]  所以祂現在已經坐在父神的右邊
[00:19:11.000 --> 00:19:16.000]  右邊象徵著榮譽、威嚴和權力
[00:19:16.000 --> 00:19:20.000]  這位祭司君王的形象
[00:19:20.000 --> 00:19:25.000]  代表著耶穌擁有完全屬天的尊榮和力量
[00:19:25.000 --> 00:19:29.000]  就像菲勒比書2:9-11所說
[00:19:29.000 --> 00:19:32.000]  因此神高舉了他
[00:19:32.000 --> 00:19:34.000]  他指的是耶穌基督
[00:19:34.000 --> 00:19:37.000]  賜祂的超乎萬名之上的名
[00:19:37.000 --> 00:19:42.000]  使天上、地上、地底下一切
[00:19:42.000 --> 00:19:46.000]  全部都屈膝敬拜在耶穌的名字面前
[00:19:46.000 --> 00:19:49.000]  全都口裡宣認耶穌基督是主
[00:19:49.000 --> 00:19:52.000]  將榮耀歸給父神
[00:19:52.000 --> 00:19:55.000]  在詩篇110篇第一節
[00:19:55.000 --> 00:19:57.000]  有一個很特別的字就是「腳凳」
[00:19:57.000 --> 00:20:01.000]  「腳凳」其實象徵著一個完全的勝利
[00:20:01.000 --> 00:20:02.000]  試想想
[00:20:02.000 --> 00:20:04.000]  你將你的腳放在敵人的頸上
[00:20:04.000 --> 00:20:06.000]  敵人怎會不死呢?
[00:20:06.000 --> 00:20:08.000]  早幾年在美國有一個新聞
[00:20:08.000 --> 00:20:10.000]  有一個執法人員
[00:20:10.000 --> 00:20:13.000]  他的腳跪在黑人的頸上
[00:20:13.000 --> 00:20:15.000]  其實一定會死的
[00:20:15.000 --> 00:20:18.000]  在這裡我們看到有兩個視角
[00:20:18.000 --> 00:20:20.000]  在耶和華的眼中
[00:20:20.000 --> 00:20:23.000]  耶穌為世人所做的事情
[00:20:23.000 --> 00:20:26.000]  使祂能夠勝過罪惡的權勢
[00:20:26.000 --> 00:20:28.000]  成為君王
[00:20:28.000 --> 00:20:30.000]  但是在世人的眼中
[00:20:30.000 --> 00:20:34.000]  祂是嘲笑和貶低基督
[00:20:34.000 --> 00:20:35.000]  值得注意的是
[00:20:35.000 --> 00:20:38.000]  其實剛才在《使徒行傳》2:36
[00:20:38.000 --> 00:20:39.000]  我們都聽到
[00:20:39.000 --> 00:20:41.000]  杜經元幫我們讀出
[00:20:41.000 --> 00:20:46.000]  彼得沒有說羅馬兵丁或外邦人
[00:20:46.000 --> 00:20:50.000]  那些人是釘死耶穌的人
[00:20:50.000 --> 00:20:54.000]  而是面對著這群熟悉耶和華律法的人說
[00:20:54.000 --> 00:20:58.000]  是你們釘死耶穌基督
[00:20:58.000 --> 00:21:00.000]  大兄姊妹
[00:21:00.000 --> 00:21:04.000]  今天我們是否仍然在罪中作樂
[00:21:04.000 --> 00:21:07.000]  又或者在跟隨基督成性的路上
[00:21:07.000 --> 00:21:09.000]  停滯不前呢?
[00:21:09.000 --> 00:21:14.000]  耶穌基督已經為我們釘在十字架上
[00:21:14.000 --> 00:21:17.000]  讓我們不要再留戀傷害自己
[00:21:17.000 --> 00:21:20.000]  和他人的關係或事物
[00:21:20.000 --> 00:21:22.000]  站在耶穌那邊
[00:21:22.000 --> 00:21:26.000]  總比做祂的敵人更好
[00:21:26.000 --> 00:21:29.000]  因為祂是我們祭司君王
[00:21:29.000 --> 00:21:31.000]  祂是那位德性的君王
[00:21:31.000 --> 00:21:34.000]  並且祂也應許賜聖靈給我們
[00:21:34.000 --> 00:21:36.000]  我們求聖靈幫助我們
[00:21:36.000 --> 00:21:38.000]  如果我們走錯了路
[00:21:38.000 --> 00:21:39.000]  不要猶豫
[00:21:39.000 --> 00:21:42.000]  轉身走回城裡便可
[00:21:42.000 --> 00:21:44.000]  這就是悔改
[00:21:44.000 --> 00:21:48.000]  讓我們繼續看詩篇第二部分
[00:21:48.000 --> 00:21:52.000]  因為詩篇的重點是放在第四節
[00:21:52.000 --> 00:21:54.000]  在聖經裡
[00:21:54.000 --> 00:21:56.000]  除了耶穌基督
[00:21:56.000 --> 00:22:00.000]  只有一位同時擁有君王和祭司身份的人
[00:22:00.000 --> 00:22:03.000]  那就是默基洗德
[00:22:03.000 --> 00:22:06.000]  默基洗德這個名字
[00:22:06.000 --> 00:22:10.000]  在聖經裡有三個出處
[00:22:10.000 --> 00:22:14.000]  第一個出處是在《創世紀》第十四章
[00:22:14.000 --> 00:22:17.000]  提到他是一個撒冷的王
[00:22:17.000 --> 00:22:20.000]  撒冷事實上是耶路撒冷的地方
[00:22:20.000 --> 00:22:24.000]  他也是那裡至高神的祭司
[00:22:24.000 --> 00:22:28.000]  當時他還為未改名的阿伯拉罕
[00:22:28.000 --> 00:22:30.000]  即是阿伯蘭去祝福
[00:22:30.000 --> 00:22:33.000]  第二個出處是詩篇110篇
[00:22:33.000 --> 00:22:38.000]  第三個出處最多的是在新約的希伯來書
[00:22:38.000 --> 00:22:40.000]  七章第二節裡
[00:22:40.000 --> 00:22:42.000]  默基洗德這個名字
[00:22:42.000 --> 00:22:44.000]  解釋為公義的王
[00:22:44.000 --> 00:22:47.000]  撒冷的王意思是和平的王
[00:22:47.000 --> 00:22:48.000]  平安的主
[00:22:48.000 --> 00:22:50.000]  平安的王的意思
[00:22:50.000 --> 00:22:55.000]  他無父無母無家族無出生日子
[00:22:55.000 --> 00:22:57.000]  無生命的終結
[00:22:57.000 --> 00:23:00.000]  聽起來和神的耶穌有點相似
[00:23:00.000 --> 00:23:03.000]  他永遠作祭司
[00:23:03.000 --> 00:23:07.000]  沒有人可以繼承他的地位
