
[00:00:00.000 --> 00:00:04.240]  讓我們一同以聆聽聖道去敬拜我們的主
[00:02:00.880 --> 00:02:05.280]  例如謙卑、溫柔、締造和平、連戌人等
[00:02:05.280 --> 00:02:07.680]  這八個美善的品格
[00:02:07.680 --> 00:02:10.680]  並且耶穌說
[00:02:10.680 --> 00:02:13.680]  你這樣做是蒙福的
[00:02:13.680 --> 00:02:17.680]  不過當我們看今天福氣時
[00:02:17.680 --> 00:02:20.480]  耶穌說哀動的人有福了
[00:02:20.480 --> 00:02:24.480]  聽起來會否覺得有點奇怪
[00:02:24.480 --> 00:02:29.080]  一方面哀動和使徒保羅所強調
[00:02:29.080 --> 00:02:30.480]  要上上起落
[00:02:30.480 --> 00:02:33.480]  這個教導好像格格不入
[00:02:34.480 --> 00:02:37.880]  到底一個哀動的人
[00:02:37.880 --> 00:02:42.280]  哀動的人如何經歷福氣呢?
[00:02:42.280 --> 00:02:44.280]  又或者一個人明明哀動
[00:02:44.280 --> 00:02:46.480]  為何我們說是一種幸福呢?
[00:02:46.480 --> 00:02:49.480]  到底是不是上帝很喜悅
[00:02:49.480 --> 00:02:52.880]  祂的子民終日都很悲傷
[00:02:52.880 --> 00:02:55.480]  很憂愁地過生活呢?
[00:02:55.480 --> 00:02:59.080]  耶穌說哀動的人有福了
[00:02:59.080 --> 00:03:00.480]  到底是什麼意思呢?
[00:03:01.280 --> 00:03:04.480]  在這裡我們不妨先看兩段
[00:03:04.480 --> 00:03:07.080]  和哀動有關的經文
[00:03:07.080 --> 00:03:11.680]  第一段記載在詩篇的三十八篇裡
[00:03:11.680 --> 00:03:18.080]  可以在螢幕播放這段經文
[00:03:18.080 --> 00:03:19.080]  謝謝
[00:03:19.080 --> 00:03:22.480]  詩人說:我幾乎跌倒
[00:03:22.480 --> 00:03:25.880]  我的痛苦常在我面前
[00:03:25.880 --> 00:03:28.080]  我要承認我的罪孽
[00:03:28.080 --> 00:03:31.480]  我要因我的罪而憂愁
[00:03:31.480 --> 00:03:35.480]  耶路說:求祢不要撇棄我的神
[00:03:35.480 --> 00:03:37.480]  求祢不要遠離我
[00:03:37.480 --> 00:03:38.680]  拯救我的主
[00:03:38.680 --> 00:03:41.080]  求祢快快幫助我
[00:03:41.080 --> 00:03:44.280]  詩人因為自己罪孽的緣故
[00:03:44.280 --> 00:03:47.880]  哀求上帝來憐憫
[00:03:47.880 --> 00:03:49.480]  來拯救他
[00:03:49.480 --> 00:03:54.480]  而另一段在以賽亞書的第四十章裡
[00:03:55.080 --> 00:03:58.680]  說:要對耶路撒冷說安慰的話
[00:03:58.680 --> 00:04:00.880]  又向他宣告說
[00:04:00.880 --> 00:04:03.680]  他征戰的日子已滿了
[00:04:03.680 --> 00:04:05.880]  他的罪孽赦免了
[00:04:05.880 --> 00:04:07.880]  他為自己一切的罪
[00:04:07.880 --> 00:04:10.280]  從耶和華手中加倍受罰
[00:04:10.280 --> 00:04:14.880]  先知以賽亞某程度上
[00:04:14.880 --> 00:04:17.280]  對耶路撒冷來說安慰的話
[00:04:17.280 --> 00:04:20.880]  原因是他們過往的罪孽
[00:04:20.880 --> 00:04:23.480]  已經被上帝赦免
[00:04:23.880 --> 00:04:26.880]  他們因為犯罪而被上帝管教
[00:04:26.880 --> 00:04:28.280]  甚至要被捕
[00:04:28.280 --> 00:04:31.480]  這個日子將來也會結束
[00:04:31.480 --> 00:04:33.680]  上帝要重新挽回他們
[00:04:33.680 --> 00:04:36.880]  所以這兩段經文讓我們看到
[00:04:36.880 --> 00:04:39.480]  哀悼是和罪惡有關
[00:04:39.480 --> 00:04:44.280]  哀悼並不是因為犯罪
[00:04:44.280 --> 00:04:47.480]  而招致自己的利益受損
[00:04:47.480 --> 00:04:48.480]  這麼簡單
[00:04:48.480 --> 00:04:52.480]  不是因為這方面而感到哀悼
[00:04:53.080 --> 00:04:54.480]  譬如說
[00:04:54.480 --> 00:04:58.680]  有一個學生假如他考試作弊時
[00:04:58.680 --> 00:04:59.880]  被發現
[00:04:59.880 --> 00:05:02.880]  學校要記他一個小過
[00:05:02.880 --> 00:05:04.880]  他因為要受罰
[00:05:04.880 --> 00:05:09.080]  他很擔心可能在同學面前會失去面子
[00:05:09.080 --> 00:05:12.480]  又或者被家人知道會罵他一頓
[00:05:12.480 --> 00:05:14.480]  所以他流淚痛哭
[00:05:14.480 --> 00:05:18.080]  他很希望因為這個緣故可以重慶發樂
[00:05:18.880 --> 00:05:23.480]  但卻沒有為自己的過犯痛悔
[00:05:23.480 --> 00:05:25.680]  雖然他流淚痛哭
[00:05:25.680 --> 00:05:28.480]  但這不等於他哀悼
[00:05:28.480 --> 00:05:32.320]  又或者我們熟悉的史詩記
[00:05:32.320 --> 00:05:34.880]  他記載以色列人上上
[00:05:34.880 --> 00:05:36.880]  因為外敵的踐踏
[00:05:36.880 --> 00:05:39.880]  嚴重影響他們的生計
[00:05:39.880 --> 00:05:41.280]  打擾他們的生活
[00:05:41.280 --> 00:05:44.080]  他們感到很懊惱、很困擠
[00:05:44.680 --> 00:05:49.080]  哀求耶和華幫助他們擊退外敵
[00:05:49.080 --> 00:05:52.080]  但事過境遷後
[00:05:52.080 --> 00:05:54.080]  他們又再姑太復萌
[00:05:54.080 --> 00:05:56.480]  繼續拜偶像
[00:05:56.480 --> 00:05:58.480]  不聽上帝的吩咐
[00:05:58.480 --> 00:06:03.880]  沒有正視或根治他們罪的問題
[00:06:03.880 --> 00:06:08.480]  沒有根治他們一再踐踏上帝吩咐的惡行
[00:06:08.480 --> 00:06:12.880]  這種我們說因為自身利益受到損害
[00:06:12.880 --> 00:06:14.880]  而向上帝發出的哀求
[00:06:14.880 --> 00:06:18.480]  亦不是耶穌所說的那一種哀動
[00:06:18.480 --> 00:06:22.080]  耶穌所說哀動的意思是
[00:06:22.080 --> 00:06:27.480]  一個人為自己或世人的過犯而感到痛悔
[00:06:27.480 --> 00:06:32.480]  並且知道人犯罪最受傷害的
[00:06:32.480 --> 00:06:35.480]  不是自己或別人的損失
[00:06:35.480 --> 00:06:37.280]  而是上帝他自己
[00:06:37.280 --> 00:06:41.880]  他很明白人犯罪是規決了上帝的榮耀
[00:06:42.280 --> 00:06:44.680]  辜負了上帝對人的期望
[00:06:44.680 --> 00:06:48.880]  人犯罪傷透了上帝的心
[00:06:48.880 --> 00:06:52.680]  所以哀動的人
[00:06:52.680 --> 00:06:56.480]  他不會再希望上帝繼續傷心下去
[00:06:56.480 --> 00:07:02.680]  他會很希望自己或別人能夠回轉
[00:07:02.680 --> 00:07:08.480]  來得到上帝的寬恕和接納
[00:07:09.280 --> 00:07:12.280]  就好像我們很熟悉大衛的一篇詩篇
[00:07:12.280 --> 00:07:14.480]  《詩篇51》大家也有印象吧
[00:07:14.480 --> 00:07:18.480]  《詩篇51》是大衛在犯奸淫後
[00:07:18.480 --> 00:07:25.080]  被先知拿丹斥責而所寫成的一篇詩篇
[00:07:25.080 --> 00:07:29.280]  當中我們看到他如何表達他為罪而哀動
[00:07:29.280 --> 00:07:31.480]  這裡說
[00:07:31.480 --> 00:07:34.880]  「神啊,求祢按祢的慈愛連恤我
[00:07:34.880 --> 00:07:38.280]  求祢豐盛的慈愛塗抹我的過犯
[00:07:38.880 --> 00:07:41.480]  求祢將我的罪孽洗除淨盡
[00:07:41.480 --> 00:07:43.280]  並潔淨我的罪
[00:07:43.280 --> 00:07:45.880]  因為我知道我的過犯
[00:07:45.880 --> 00:07:48.280]  我的罪常在我面前
[00:07:48.280 --> 00:07:52.280]  我向祢犯罪唯獨得罪了祢
[00:07:52.280 --> 00:07:54.480]  在祢眼前行了這惡
[00:07:54.480 --> 00:07:57.080]  以至祢責備我的時候顯為公正
[00:07:57.080 --> 00:08:00.880]  判斷我的時候顯為清正」
[00:08:00.880 --> 00:08:06.680]  大衛知道他不單傷害了人
[00:08:07.080 --> 00:08:09.880]  不單傷害了拔士巴
[00:08:09.880 --> 00:08:13.480]  或拔士巴的丈夫烏尼亞
[00:08:13.480 --> 00:08:17.080]  他知道他最得罪的是上帝
[00:08:17.080 --> 00:08:22.480]  是他親手破壞了和上帝美好的關係
[00:08:22.480 --> 00:08:28.280]  他知道上帝有權審判自己的不義
[00:08:28.280 --> 00:08:29.880]  將他消滅
[00:08:29.880 --> 00:08:34.080]  但當我們繼續看這篇詩篇時
[00:08:34.280 --> 00:08:37.280]  我們會看到大衛很明白一件事
[00:08:37.280 --> 00:08:41.080]  他認識到上帝有恩典有憐憫
[00:08:41.080 --> 00:08:44.080]  並且他在這裡說
[00:08:44.080 --> 00:08:51.280]  神願意看重那些為憂傷痛悔的人
[00:08:51.280 --> 00:08:53.680]  為罪憂傷痛悔的人
[00:08:53.680 --> 00:08:58.280]  所以大衛認罪悔改
[00:08:58.280 --> 00:09:01.080]  他求神塗抹赦免他的過犯
[00:09:01.080 --> 00:09:03.480]  求上帝不要丟下他
[00:09:03.880 --> 00:09:08.480]  並且求上帝幫助他做正直的人
[00:09:08.480 --> 00:09:10.880]  結果我們看到
[00:09:10.880 --> 00:09:13.880]  大衛的哀動蒙上帝他越立
[00:09:13.880 --> 00:09:15.480]  上帝赦免他
[00:09:15.480 --> 00:09:18.480]  給他一個機會改過自新
[00:09:18.480 --> 00:09:23.280]  大衛正正體驗耶穌基督所說
[00:09:23.280 --> 00:09:25.280]  哀動的人有福了
[00:09:25.280 --> 00:09:29.480]  因為他們必得上帝所給他們的安慰
[00:09:29.480 --> 00:09:32.880]  事實上「安慰」這個字
[00:09:33.280 --> 00:09:36.680]  不是拍拍對方肩膀
[00:09:36.680 --> 00:09:38.480]  給對方一個擁抱
[00:09:38.480 --> 00:09:41.880]  然後說一些很呵護的話
[00:09:41.880 --> 00:09:43.280]  「沒事了,不要哭了」
[00:09:43.280 --> 00:09:45.680]  不是這樣說
[00:09:45.680 --> 00:09:49.080]  「安慰」其實有意思是說
[00:09:49.080 --> 00:09:50.880]  得力量
[00:09:50.880 --> 00:09:54.080]  並且「安慰」這個字
[00:09:54.080 --> 00:09:57.280]  在希臘文裡和「保衛施」是同一個字根
[00:09:57.280 --> 00:10:01.280]  給我們看到凡願意為罪而哀動的人
[00:10:01.480 --> 00:10:03.680]  上帝一定會透過聖靈保衛施
[00:10:03.680 --> 00:10:05.280]  賜下應許
[00:10:05.280 --> 00:10:06.880]  賜下安慰和力量
[00:10:06.880 --> 00:10:08.880]  首先就是
[00:10:08.880 --> 00:10:11.480]  當人為罪哀動的時候
[00:10:11.480 --> 00:10:15.280]  他會得到上帝赦罪的保證和應許
[00:10:15.280 --> 00:10:18.480]  我們很熟悉約翰一書的一章九節
[00:10:18.480 --> 00:10:19.680]  這裡說
[00:10:19.680 --> 00:10:22.080]  「我們若認自己的罪
[00:10:22.080 --> 00:10:24.080]  甚是信實的
[00:10:24.080 --> 00:10:25.480]  是公義的
[00:10:25.480 --> 00:10:27.080]  必要赦免我們的罪
[00:10:27.080 --> 00:10:29.480]  洗淨我們一切的不義」
[00:10:30.480 --> 00:10:34.280]  我們可以和上帝重新和好
[00:10:34.280 --> 00:10:37.680]  罪亦不再在我們和上帝中間
[00:10:37.680 --> 00:10:39.680]  重新作梗的話
[00:10:39.680 --> 00:10:45.280]  這個應許本身已經是極大的安慰
[00:10:45.280 --> 00:10:46.680]  極大的福氣
[00:10:46.680 --> 00:10:48.680]  而另一方面
[00:10:48.680 --> 00:10:52.280]  即或我們有一些自身的軟弱問題
[00:10:52.280 --> 00:10:54.680]  仍然未能徹底解決
[00:10:54.680 --> 00:10:57.280]  又或者你看到
[00:10:57.480 --> 00:10:59.480]  世上仍然有很多
[00:10:59.480 --> 00:11:00.880]  不法不義的事情
[00:11:00.880 --> 00:11:01.880]  每天都發生
[00:11:01.880 --> 00:11:04.880]  但是聖靈會安慰我們
[00:11:04.880 --> 00:11:07.880]  提醒我們有幾件事
[00:11:07.880 --> 00:11:09.480]  第一件事就是
[00:11:09.480 --> 00:11:10.880]  上帝沒有走開
[00:11:10.880 --> 00:11:13.280]  上帝仍然看顧我們
[00:11:13.280 --> 00:11:14.480]  掌管這個世界
[00:11:14.480 --> 00:11:18.080]  上帝亦不會任由這些惡人惡事
[00:11:18.080 --> 00:11:19.880]  橫行猖狂
[00:11:19.880 --> 00:11:22.880]  雖然有很多狀況
[00:11:22.880 --> 00:11:24.880]  是不合上帝的心意
[00:11:24.880 --> 00:11:26.880]  是上帝不肯
[00:11:26.880 --> 00:11:28.080]  是上帝不起穴
[00:11:28.080 --> 00:11:29.680]  不過
[00:11:29.680 --> 00:11:32.880]  這個世界仍然在上帝的掌管中
[00:11:32.880 --> 00:11:35.880]  這個仍然是天賦的世界
[00:11:35.880 --> 00:11:42.680]  萬事萬物最終都要向上帝的計劃發展
[00:11:42.680 --> 00:11:46.680]  而在上帝這個計劃中
[00:11:46.680 --> 00:11:50.880]  他可以瞬間消滅罪惡
[00:11:50.880 --> 00:11:54.480]  他可以阻止惡人對我們的加害
[00:11:55.880 --> 00:11:58.080]  當然有時上帝會容許
[00:11:58.080 --> 00:12:01.880]  一些禍患出現在我們中間
[00:12:01.880 --> 00:12:04.480]  沒有即時消滅他們
[00:12:04.480 --> 00:12:07.680]  但是上帝卻會在當中
[00:12:07.680 --> 00:12:09.480]  加添你和我的力量
[00:12:09.480 --> 00:12:12.680]  來面對這些艱難
[00:12:12.680 --> 00:12:15.080]  面對這些惡人惡事
[00:12:15.080 --> 00:12:20.280]  上帝有時亦會運用他奇妙的大能
[00:12:20.280 --> 00:12:24.880]  來使用那些逆境
[00:12:25.080 --> 00:12:26.480]  那些人的罪惡
[00:12:26.480 --> 00:12:29.280]  反過來為上帝效力
[00:12:29.280 --> 00:12:31.680]  成就他們一些超越的旨意
[00:12:31.680 --> 00:12:33.280]  事實上
[00:12:33.280 --> 00:12:34.680]  聖靈提醒我們
[00:12:34.680 --> 00:12:36.880]  上帝原本的心意
[00:12:36.880 --> 00:12:38.680]  是要祝福我們每一個
[00:12:38.680 --> 00:12:41.480]  雖然罪惡、苦難
[00:12:41.480 --> 00:12:44.480]  仍然在我們身邊出現
[00:12:44.480 --> 00:12:48.080]  但是上帝加給我們的安慰和力量
[00:12:48.080 --> 00:12:51.080]  足夠勝過這一切
[00:12:51.880 --> 00:12:55.680]  這是祂給我們的保證和安慰
[00:12:55.680 --> 00:12:57.280]  所以弟兄姊妹
[00:12:57.280 --> 00:12:59.680]  當耶穌在今天一個
[00:12:59.680 --> 00:13:02.680]  我們說充滿罪惡、不信的世代裡
[00:13:02.680 --> 00:13:04.080]  祂跟我們說
[00:13:04.080 --> 00:13:05.680]  哀動的人有福了
[00:13:05.680 --> 00:13:07.880]  因為他們必得安慰
[00:13:07.880 --> 00:13:09.680]  你應該知道
[00:13:09.680 --> 00:13:11.880]  耶穌不是在說一些離地的話
[00:13:11.880 --> 00:13:17.480]  祂是在指明一條真正的夢福的道路
[00:13:17.480 --> 00:13:20.280]  祂要我們相信
[00:13:20.280 --> 00:13:21.480]  當我們真的起來
[00:13:21.480 --> 00:13:24.480]  為身處罪惡世界哀動的時候
[00:13:24.480 --> 00:13:26.680]  是真的會經歷福氣
[00:13:26.680 --> 00:13:29.880]  所以
[00:13:29.880 --> 00:13:33.880]  有一件事我們要留意的就是
[00:13:33.880 --> 00:13:36.080]  不哀動
[00:13:36.080 --> 00:13:37.880]  不為罪而哀動
[00:13:37.880 --> 00:13:39.080]  無論是你的罪
[00:13:39.080 --> 00:13:41.480]  或世人的罪而哀動的話
[00:13:41.480 --> 00:13:44.480]  不是說你少了福氣這麼簡單
[00:13:44.480 --> 00:13:46.480]  為什麼這樣說呢?
[00:13:46.480 --> 00:13:48.480]  你試試反轉這句話讀一讀
[00:13:48.480 --> 00:13:49.280]  你會明白
[00:13:50.280 --> 00:13:52.280]  耶穌說哀動的人有福了
[00:13:52.280 --> 00:13:54.080]  因為他們必得安慰
[00:13:54.080 --> 00:13:55.680]  換句話來說
[00:13:55.680 --> 00:13:58.080]  不哀動的人會有什麼?
[00:13:58.080 --> 00:14:00.280]  有禍了
[00:14:00.280 --> 00:14:02.080]  為什麼呢?
[00:14:02.080 --> 00:14:04.880]  因為他們得不到上帝的安慰
[00:14:04.880 --> 00:14:06.880]  你說得大不大?
[00:14:06.880 --> 00:14:09.880]  得不到上帝的安慰
[00:14:09.880 --> 00:14:12.280]  其實是禍
[00:14:12.280 --> 00:14:14.680]  所以弟兄姊妹
[00:14:14.680 --> 00:14:19.680]  我們首先需要為自己的罪哀動
[00:14:20.080 --> 00:14:23.280]  為過往我們和上帝的疏離
[00:14:23.280 --> 00:14:26.080]  可能是不聽祂的吩咐
[00:14:26.080 --> 00:14:27.680]  可能是明知故犯
[00:14:27.680 --> 00:14:30.880]  來痛悔和改變
[00:14:30.880 --> 00:14:33.680]  不單止承認我們得罪了上帝
[00:14:33.680 --> 00:14:36.080]  我們需要有新的行為
[00:14:36.080 --> 00:14:39.280]  我們需要改變自己
[00:14:39.280 --> 00:14:41.880]  證明我們的痛悔是真心的
[00:14:41.880 --> 00:14:46.480]  事實上改變包含了兩個層面
[00:14:46.480 --> 00:14:48.280]  首先
[00:14:49.080 --> 00:14:52.480]  我們需要決心離開惡道
[00:14:52.480 --> 00:14:56.680]  不再亂棧在過往罪的生活當中
[00:14:56.680 --> 00:14:58.880]  不再明知故犯
[00:14:58.880 --> 00:15:01.280]  做一些上帝不喜悅的事情
[00:15:01.280 --> 00:15:05.480]  我最近聽到一首詩歌
[00:15:05.480 --> 00:15:06.880]  不知道你有沒有聽過
[00:15:06.880 --> 00:15:08.280]  叫做《早知道》
[00:15:08.280 --> 00:15:11.080]  是一首普通話的詩歌
[00:15:11.080 --> 00:15:13.280]  頗有意思的
[00:15:13.280 --> 00:15:15.680]  一開始是唱副歌
[00:15:15.680 --> 00:15:16.880]  副歌是這樣說的
[00:15:16.880 --> 00:15:18.280]  早知道
[00:15:18.680 --> 00:15:20.080]  其實我也早知道
[00:15:20.080 --> 00:15:23.080]  你話語曾經教導
[00:15:23.080 --> 00:15:25.080]  早知道
[00:15:25.080 --> 00:15:27.080]  其實我也早知道
[00:15:27.080 --> 00:15:30.280]  你屢次提醒勸告
[00:15:30.280 --> 00:15:33.880]  其實寫出了
[00:15:33.880 --> 00:15:36.480]  世人那種明知故犯
[00:15:36.480 --> 00:15:39.280]  那種無奈軟弱的光景
[00:15:39.280 --> 00:15:44.280]  接著這首歌會唱出幾句很責心的歌詞
[00:15:44.280 --> 00:15:47.680]  早知道驕傲會讓我跌倒
[00:15:48.280 --> 00:15:50.680]  我就會向謙卑倚靠
[00:15:50.680 --> 00:15:55.080]  早知道謊言會讓人離我遠去
[00:15:55.080 --> 00:15:57.480]  我就立志誠實道路
[00:15:57.480 --> 00:16:04.480]  早知道荒蕩會讓我被痛苦纏繞
[00:16:04.480 --> 00:16:07.680]  我就不敢再次向他擁抱
[00:16:07.680 --> 00:16:11.480]  早知道叛逆會讓我無處可逃
[00:16:11.480 --> 00:16:14.880]  我就從開始回轉就好
[00:16:16.880 --> 00:16:18.280]  來到結尾的時候
[00:16:18.280 --> 00:16:22.480]  這首歌會拖慢節奏地唱出最後一句
[00:16:22.480 --> 00:16:28.280]  只是我到現在才真正知道
[00:16:28.280 --> 00:16:31.880]  有種唏噓 有種酸的感覺
[00:16:31.880 --> 00:16:36.880]  但我想卻唱出了很多人的心聲和現況
[00:16:36.880 --> 00:16:40.080]  我們早就知道
[00:16:40.080 --> 00:16:41.280]  我們明知道
[00:16:41.280 --> 00:16:43.080]  譬如歌詞所說
[00:16:43.080 --> 00:16:45.680]  驕傲 謊言 荒蕩 叛逆
[00:16:46.280 --> 00:16:47.680]  並不是好事
[00:16:47.680 --> 00:16:51.080]  聖經裡也強調
[00:16:51.080 --> 00:16:54.080]  叮囑我們要遠離這些事情
[00:16:54.080 --> 00:16:57.280]  但人有時真的很奇怪
[00:16:57.280 --> 00:17:00.680]  人是喜歡偏行己路
[00:17:00.680 --> 00:17:03.680]  明知不可為而為之
[00:17:03.680 --> 00:17:08.280]  當我聽到這首歌詞時
[00:17:08.280 --> 00:17:09.680]  回想起一句說話
[00:17:09.680 --> 00:17:11.880]  我會用來警惕自己
[00:17:11.880 --> 00:17:14.480]  或勉勵我的兒子
[00:17:15.680 --> 00:17:19.080]  就是在上帝未出手管教你之前
[00:17:19.080 --> 00:17:21.680]  你自己先好好約束自己
[00:17:21.680 --> 00:17:25.280]  在上帝未出手管教你之前
[00:17:25.280 --> 00:17:28.480]  你先好好約束你自己
[00:17:28.480 --> 00:17:33.480]  帕默這句說話成為我們彼此的勉勵
[00:17:33.480 --> 00:17:35.280]  真的弟兄姊妹
[00:17:35.280 --> 00:17:40.480]  上帝想我們及早對付生命中的陋習
[00:17:40.480 --> 00:17:44.480]  那些私慾 軟弱 罪惡
[00:17:45.480 --> 00:17:49.480]  上帝很想我們靠他決心離開惡道
[00:17:49.480 --> 00:17:53.880]  免得到時他出重手管教的時候
[00:17:53.880 --> 00:17:56.280]  我們真的會後悔莫及
[00:17:56.280 --> 00:18:01.080]  事實上耶穌已經為我們開闢了救恩的道路
[00:18:01.080 --> 00:18:02.080]  你和我都知道
[00:18:02.080 --> 00:18:05.680]  但耶穌不能替你和我悔改
[00:18:05.680 --> 00:18:09.080]  那是我們的責任
[00:18:09.080 --> 00:18:11.080]  那是我們當盡的份
[00:18:12.880 --> 00:18:17.680]  至於改變除了離開惡道之外
[00:18:17.680 --> 00:18:20.680]  其實還有另一個更加積極的層面
[00:18:20.680 --> 00:18:23.480]  就是你要有好的行為
[00:18:23.480 --> 00:18:25.880]  就是你要進行聖經的真理
[00:18:25.880 --> 00:18:31.480]  就是你要靠著上帝的話語
[00:18:31.480 --> 00:18:34.080]  為上帝結出果子來
[00:18:34.080 --> 00:18:37.480]  詩篇第一篇我們很熟悉
[00:18:37.480 --> 00:18:41.080]  為喜愛耶和華的律法
[00:18:41.080 --> 00:18:43.680]  就耶思想 者人便為有福
[00:18:43.680 --> 00:18:47.280]  他要像一棵樹栽在溪水旁
[00:18:47.280 --> 00:18:49.280]  安時後結果子
[00:18:49.280 --> 00:18:51.280]  葉子也不枯幹
[00:18:51.280 --> 00:18:55.080]  凡他所做的盡都順利
[00:18:55.080 --> 00:18:57.280]  我們很記得這句話
[00:18:57.280 --> 00:19:01.080]  如果你更加記得的就是
[00:19:01.080 --> 00:19:06.080]  耶穌在曠野面對撒旦時
[00:19:06.080 --> 00:19:07.680]  祂怎樣做?
[00:19:09.480 --> 00:19:11.480]  祂用上帝的話語
[00:19:11.480 --> 00:19:14.480]  來擊退撒旦
[00:19:14.480 --> 00:19:16.680]  升哥撒旦的試探
[00:19:16.680 --> 00:19:21.880]  同樣作為耶穌的跟隨者
[00:19:21.880 --> 00:19:24.880]  上帝的話語對我們很重要
[00:19:24.880 --> 00:19:27.480]  事實上詩篇這裡其實
[00:19:27.480 --> 00:19:29.480]  間接提醒我們
[00:19:29.480 --> 00:19:34.280]  最有效遠離罪惡的方法是什麼?
[00:19:34.280 --> 00:19:37.680]  不是你千方百計避開
[00:19:37.680 --> 00:19:39.280]  不做這樣 不做那樣
[00:19:40.280 --> 00:19:41.480]  你做一樣東西便可以
[00:19:41.480 --> 00:19:43.480]  你喜愛上帝的話語
[00:19:43.480 --> 00:19:46.880]  你讓上帝的話語充滿
[00:19:46.880 --> 00:19:50.280]  你自然就遠離罪惡的試探
[00:19:50.280 --> 00:19:53.480]  情況就好像
[00:19:53.480 --> 00:19:55.280]  不知道有沒有兄弟姐妹
[00:19:55.280 --> 00:19:56.480]  你喜歡看劇集
[00:19:56.480 --> 00:19:58.480]  或者喜歡玩遊戲機
[00:19:58.480 --> 00:20:02.680]  你喜歡看劇集 喜歡玩遊戲機
[00:20:02.680 --> 00:20:04.080]  喜歡到一個地步
[00:20:04.080 --> 00:20:05.680]  就夜去思想
[00:20:07.880 --> 00:20:09.280]  怎樣就夜思想?
[00:20:09.280 --> 00:20:12.280]  你上班
[00:20:12.280 --> 00:20:13.680]  你吃飯
[00:20:13.680 --> 00:20:14.680]  你逛街
[00:20:14.680 --> 00:20:17.280]  甚至你做夢的時候
[00:20:17.280 --> 00:20:19.280]  你還在想
[00:20:19.280 --> 00:20:21.280]  怎樣打機
[00:20:21.280 --> 00:20:22.280]  怎樣煲劇
[00:20:22.280 --> 00:20:28.480]  腦裡充斥著畫面和想法
[00:20:28.480 --> 00:20:31.880]  你還有沒有時間去想其他東西?
[00:20:31.880 --> 00:20:34.480]  大概可能沒有
[00:20:34.480 --> 00:20:37.080]  你將存在的時間精力
[00:20:37.080 --> 00:20:39.280]  放在你喜愛的事情上
[00:20:39.280 --> 00:20:41.480]  你其實沒有空間
[00:20:41.480 --> 00:20:43.280]  去再想再做其他東西
[00:20:43.280 --> 00:20:45.880]  同樣這段經文教導我們
[00:20:45.880 --> 00:20:48.480]  當我們願意不斷被上帝的話語
[00:20:48.480 --> 00:20:50.080]  充滿的時候
[00:20:50.080 --> 00:20:52.080]  無論是什麼境況
[00:20:52.080 --> 00:20:54.480]  無論你身處什麼生活崗位
[00:20:54.480 --> 00:20:56.080]  你做什麼都好
[00:20:56.080 --> 00:20:58.280]  你都會自然地想一想
[00:20:58.280 --> 00:21:00.680]  我怎樣可以在裡面
[00:21:00.680 --> 00:21:02.280]  實踐聖經真理呢?
[00:21:02.280 --> 00:21:04.880]  我怎樣可以為上帝多走一步
[00:21:04.880 --> 00:21:06.680]  來討祂的喜悅呢?
