
[00:00:00.000 --> 00:00:07.680]  我們所愛的主在二千年前為我們的罪被釘死在十字架上
[00:01:58.160 --> 00:02:01.000]  我們的命運,我們的將來
[00:02:01.000 --> 00:02:07.480]  所以我希望受苦節是一個讓我們去沉思
[00:02:07.480 --> 00:02:10.160]  去反省的一個時候
[00:02:10.160 --> 00:02:17.120]  不一定是讓我們很哀傷,去悼念一個不幸殉難的人
[00:02:17.120 --> 00:02:18.120]  不是這樣的
[00:02:18.120 --> 00:02:23.640]  我想將今天的訊息分為兩部分
[00:02:23.640 --> 00:02:26.440]  第一部分我們說的是
[00:02:26.440 --> 00:02:30.880]  我們怎樣陪同我們的主走過他一生的路
[00:02:30.880 --> 00:02:33.400]  經歷他的一生
[00:02:33.400 --> 00:02:35.640]  我們會從一些聖經的人物
[00:02:35.640 --> 00:02:39.400]  特別是一些婦女來思考這件事
[00:02:40.400 --> 00:02:42.400]  耶穌基督被捕之後
[00:02:42.400 --> 00:02:45.760]  他的追隨者大到逃跑狀
[00:02:45.760 --> 00:02:50.000]  先是所有的門徒在黑西瑪利園各自奪路而逃
[00:02:50.000 --> 00:02:54.760]  連最勇敢的彼得曾經敢拔刀
[00:02:54.760 --> 00:02:58.240]  後來也都在大祭司的院子被人認出來之後
[00:02:58.240 --> 00:03:00.720]  而趕快逃跑
[00:03:00.720 --> 00:03:03.480]  馬科音十四章五十節那裡說
[00:03:03.480 --> 00:03:08.280]  門徒都離開他,就是耶穌基督逃走了
[00:03:08.280 --> 00:03:15.280]  約翰在後來折返伽略山
[00:03:15.280 --> 00:03:18.120]  得以見到耶穌基督最後一面
[00:03:18.120 --> 00:03:22.280]  並且被耶穌受託去照顧他的母親
[00:03:22.280 --> 00:03:26.280]  其他的門徒有沒有偷偷折返
[00:03:26.280 --> 00:03:30.080]  有沒有觀看耶穌被釘十字架的情景我們不知道
[00:03:30.080 --> 00:03:33.240]  不過不管怎樣
[00:03:33.240 --> 00:03:37.800]  他們都曾經在耶穌受苦和死亡的重要關頭
[00:03:37.800 --> 00:03:42.120]  他們缺席,看不到約翰的重要片段
[00:03:42.120 --> 00:03:47.880]  沒有分享到耶穌基督在人生最後的時光
[00:03:47.880 --> 00:03:53.000]  只是有幾個婦女,竊而不捨地跟隨主
[00:03:53.000 --> 00:03:55.400]  無論在受刑的時候,被釘的時候
[00:03:55.400 --> 00:03:58.600]  甚至是復活後的第一時間裡面
[00:03:58.600 --> 00:04:03.600]  耶穌被釘十字架,他們是站在旁邊觀看的
[00:04:03.600 --> 00:04:07.360]  馬科音十五章四十到四十一節那裡說
[00:04:07.360 --> 00:04:11.640]  當耶穌基督被埋葬的時候,他們是伴隨觀看的
[00:04:11.640 --> 00:04:14.440]  馬科音十五章四十七節那裡說
[00:04:14.440 --> 00:04:19.560]  耶穌安葬的時候,他們負責買香膏去糕耶穌
[00:04:19.560 --> 00:04:24.800]  十六章一節,他們沒有錯過任何一個片段
[00:04:24.800 --> 00:04:28.400]  沒有在耶穌遭遇危難的時候離棄過他
[00:04:28.400 --> 00:04:34.240]  馬科音十六章記載了他們的名字
[00:04:34.240 --> 00:04:36.640]  包括了以下幾個人
[00:04:36.640 --> 00:04:44.560]  末大拉的瑪利亞,小亞國和約西的母親瑪利亞,還有撒羅米
[00:04:44.560 --> 00:04:48.600]  這裡有兩個女性都叫瑪利亞
[00:04:48.600 --> 00:04:53.280]  末大拉的瑪利亞,小亞國和約西的母親瑪利亞
[00:04:53.280 --> 00:04:58.040]  瑪利亞是猶太人婦女中一個非常普遍的名字
[00:04:58.040 --> 00:05:01.640]  就好像我那個年代,叫小英小麗
[00:05:01.640 --> 00:05:06.240]  或者較後的年代,叫做詠詩,叫做曉彤等等
[00:05:06.240 --> 00:05:08.240]  都是一個很普通的名字
[00:05:08.240 --> 00:05:13.240]  誰是小亞國和約西的母親瑪利亞呢?
[00:05:13.240 --> 00:05:16.640]  最有可能的就是耶穌的母親
[00:05:16.640 --> 00:05:20.400]  因為馬科音六章三節那裡說
[00:05:20.400 --> 00:05:23.840]  耶穌基督不是瑪利亞的兒子
[00:05:23.840 --> 00:05:28.640]  亞國、約西、猶太、西門的長兄嗎?
[00:05:28.640 --> 00:05:33.760]  如果亞國和約西是耶穌的兄弟
[00:05:33.760 --> 00:05:37.640]  那麼亞國和約西的母親就是耶穌的母親
[00:05:37.640 --> 00:05:42.880]  當然我們知道羅馬天主教的聖經學者是反對這個說法的
[00:05:42.880 --> 00:05:47.440]  因為他們堅持耶穌的母親瑪利亞是永遠的童貞
[00:05:47.440 --> 00:05:51.600]  所以耶穌的兄弟其實只是他的堂兄弟
[00:05:51.600 --> 00:05:56.560]  所以這裡亞國和約西的母親瑪利亞
[00:05:56.560 --> 00:05:59.920]  可能就是另有其人了,在天主教的說法裡面
[00:05:59.920 --> 00:06:01.520]  就不是耶穌的母親了
[00:06:01.520 --> 00:06:03.960]  我們當然不需要跟隨天主教的說法
[00:06:03.960 --> 00:06:05.840]  所以我們最方便的說法就是
[00:06:05.840 --> 00:06:09.000]  耶穌的母親一直跟隨著耶穌
[00:06:09.000 --> 00:06:14.240]  至於穆達拉的瑪利亞,我們不會對這個名字陌生的
[00:06:14.240 --> 00:06:19.800]  特別如果很多年前有一本很邪門的書叫達文西密碼
[00:06:19.800 --> 00:06:26.600]  有人看過這本書的話,都會相信那個作者的歪論
[00:06:26.880 --> 00:06:33.800]  就說穆達拉的瑪利亞是耶穌的秘密太太、秘密情人
[00:06:33.800 --> 00:06:35.720]  今天我們不說這些了
[00:06:35.720 --> 00:06:41.960]  很多人相信穆達拉的瑪利亞是耶穌曾經請救過一個妓女
[00:06:41.960 --> 00:06:44.520]  盧卡夫欽第七章記述
[00:06:44.520 --> 00:06:50.080]  當耶穌在伯大利去到一個法利塞人的家庭坐直的時候
[00:06:50.080 --> 00:06:54.880]  有一個女人用香膏勾耶穌的腳,聖經說她是一個妓女
[00:06:55.360 --> 00:06:59.440]  耶穌沒有嫌棄她,反而說因為她的罪多
[00:06:59.440 --> 00:07:05.480]  上帝對她的赦免也多,她對耶穌基督的愛也多
[00:07:05.480 --> 00:07:08.560]  然後耶穌就公開赦免了她的罪
[00:07:08.560 --> 00:07:12.800]  這個伯大利的婦女是不是穆達拉的瑪利亞呢?
[00:07:12.800 --> 00:07:15.200]  我們是沒有辦法百分百確定的
[00:07:15.200 --> 00:07:21.920]  但是盧卡夫欽第八章就提到,穆達拉的瑪利亞曾經被鬼附
[00:07:22.240 --> 00:07:26.880]  耶穌將附在她身上的七個鬼都趕了出來
[00:07:26.880 --> 00:07:31.280]  盧卡夫欽八章第二節,這件事就一定是百分百確實的了
[00:07:31.280 --> 00:07:37.040]  穆達拉的瑪利亞是耶穌基督最忠實的女門徒
[00:07:37.040 --> 00:07:42.000]  我們將馬福音的記述和其他福音書做比較
[00:07:42.000 --> 00:07:46.960]  馬福音二十七章五十六節也有提到這些婦女的名字
[00:07:46.960 --> 00:07:51.880]  包括穆達拉的瑪利亞,亞國和約西的母親瑪利亞
[00:07:51.960 --> 00:07:55.120]  並西比泰的兩個兒子的母親
[00:07:55.120 --> 00:08:02.640]  馬太提到西比泰的兒子,門徒亞國和約翰的母親
[00:08:02.640 --> 00:08:07.040]  約翰福音就說,在耶穌基督釘十字架的時候
[00:08:07.040 --> 00:08:09.920]  他所愛的門徒約翰都在場
[00:08:09.920 --> 00:08:13.720]  耶穌親自將照顧母親的責任交託給約翰
[00:08:13.720 --> 00:08:20.200]  如果約翰的母親都在場,那約翰在場就比較合理
[00:08:21.400 --> 00:08:24.560]  至於約翰福音十九章二十五節就說
[00:08:24.560 --> 00:08:30.840]  站在耶穌十字架旁邊的有他的母親和母親的姐妹
[00:08:30.840 --> 00:08:35.560]  並加羅巴的妻子瑪利亞和穆達拉的瑪利亞
[00:08:35.560 --> 00:08:40.560]  有學者估計馬福音所說的撒羅米
[00:08:40.560 --> 00:08:45.120]  就是馬太福音所說的西比泰的兩個兒子亞國和約翰的母親
[00:08:45.440 --> 00:08:51.560]  而亞國和約翰的母親就是耶穌的母親瑪利亞的姐妹
[00:08:51.560 --> 00:08:54.400]  如果這個估計是正確的話
[00:08:54.400 --> 00:08:59.000]  那耶穌和亞國和約翰,即是這兩個門徒是有親戚關係的
[00:08:59.000 --> 00:09:03.800]  這個為什麼亞國和約翰的母親曾經開口
[00:09:03.800 --> 00:09:09.840]  要耶穌將來容許亞國和約翰分坐在耶穌的左右邊
[00:09:09.840 --> 00:09:14.040]  照顧親戚,稱善一點,是不是很合理的要求
[00:09:15.040 --> 00:09:18.240]  將這三組的經文合併起來
[00:09:18.240 --> 00:09:23.120]  我們可以估計圍繞在耶穌旁邊的大概有四位婦女
[00:09:23.120 --> 00:09:28.360]  包括耶穌的母親瑪利亞,他的姐妹西比泰的兩個兒子的母親
[00:09:28.360 --> 00:09:33.000]  穆達拉的瑪利亞和加羅巴的妻子瑪利亞
[00:09:33.000 --> 00:09:38.360]  這些婦女和耶穌基督的關係都很深厚
[00:09:39.080 --> 00:09:44.800]  耶穌的母親和他的姨媽,不知是姨媽還是阿姨,我估計是姨媽
[00:09:44.800 --> 00:09:48.880]  是不在話下,他們都是看著耶穌長大成人
[00:09:48.880 --> 00:09:52.640]  在耶穌的傳道生涯一直是相伴
[00:09:52.640 --> 00:09:58.080]  穆達拉的瑪利亞早在耶穌還在北面的加利利地區侍奉的時候
[00:09:58.080 --> 00:10:01.240]  就已經跟隨他了,馬可福音十五章四十一節
[00:10:01.920 --> 00:10:10.400]  這些婦女或者他們是為耶穌和使徒預備飯食,照顧耶穌的起居
[00:10:10.400 --> 00:10:16.200]  他們一直跟隨耶穌,從加利利去到耶路撒冷不離不棄
[00:10:16.200 --> 00:10:21.560]  如果不是耶穌的使徒團隊裏面是沒有女性
[00:10:21.560 --> 00:10:27.720]  我們可以說他們應該和彼得瓦國約翰並列為耶穌的使徒
[00:10:29.320 --> 00:10:33.200]  沒錯,他們不屬於耶穌最核心的團隊
[00:10:33.200 --> 00:10:37.160]  最後晚餐的時候都沒有預留他們的位置
[00:10:37.160 --> 00:10:44.240]  他們都沒有上到赫西瑪利園,不過也可能有的
[00:10:44.240 --> 00:10:50.600]  但是沒有記載到,我們相信在耶穌晚年的傳道生涯裏面
[00:10:50.600 --> 00:10:56.440]  多數場合這幾個婦女都是一直不離不棄地跟著的
[00:10:57.560 --> 00:11:00.280]  他們為何能夠這麼專一地跟隨主
[00:11:00.280 --> 00:11:08.440]  一個解釋是他們或者獨身,或者寡居,或者年老
[00:11:08.440 --> 00:11:13.360]  沒有家庭的婦女可以自由往來,這是客觀的條件
[00:11:13.360 --> 00:11:20.480]  主觀地他們都和主有密切的私人關係,有特殊的經歷
[00:11:20.840 --> 00:11:27.920]  例如穆達拉的瑪利亞是曾經被耶穌基督趕鬼醫治過,拯救過
[00:11:27.920 --> 00:11:32.800]  這個出死入生的經歷使他們非常信從耶穌
[00:11:32.800 --> 00:11:37.560]  不管耶穌的遭遇是怎樣,他們都死心塌地跟隨到底
[00:11:37.560 --> 00:11:43.200]  他們未必好像彼得那樣能夠說得出好聽的話
[00:11:43.200 --> 00:11:48.920]  彼得說過,主啊,你有永生之道,我們還跟隨誰呢
[00:11:50.520 --> 00:11:56.040]  他們未必懂得說這句話,不過他們用實際行動將這句話兌現出來
[00:11:56.040 --> 00:12:00.320]  你救過我,我不跟你還跟誰?
[00:12:00.320 --> 00:12:05.200]  這是他們可能心裏最關鍵的想法
[00:12:05.200 --> 00:12:14.640]  當然我們還可以說一件事,這班婦女之所以一直不離不棄地跟隨耶穌
[00:12:14.640 --> 00:12:19.920]  是因為她們都是極少人物,極少人物
[00:12:20.480 --> 00:12:26.560]  她們是普羅大眾,不用說了,在男女地位懸殊的社會
[00:12:26.560 --> 00:12:31.960]  婦女更加沒有地位,簡單說她們是小人物
[00:12:31.960 --> 00:12:40.480]  所以她們跟隨耶穌,在耶穌受審受苦被殺的場合
[00:12:40.480 --> 00:12:45.080]  她們都跟隨著耶穌,其他門徒都走了,原因很簡單
[00:12:45.080 --> 00:12:49.480]  不在於這班婦女夠勇敢,願意犧牲一切
[00:12:49.760 --> 00:12:57.520]  而是在於她們沒甚麼好犧牲,小人物,nothing to lose,沒甚麼可以輸
[00:12:57.520 --> 00:13:03.320]  她們不構成對政權,對那些當權派任何的威脅
[00:13:03.320 --> 00:13:07.840]  根本那些當權派連理她們都多餘,根本不理她們
[00:13:07.840 --> 00:13:16.960]  在上世紀六十年代七十年代,中國教會面臨嚴重的打壓
[00:13:17.440 --> 00:13:26.400]  在那個時候能夠留下繼續傳福音做見證的都是一班老太太、老伯伯
[00:13:26.400 --> 00:13:33.800]  她們不是因為勇敢站出來,而是因為她們沒甚麼可以輸
[00:13:33.800 --> 00:13:38.680]  Nothing to lose,這是給我們一個很好的提醒
[00:13:38.680 --> 00:13:45.160]  我們越是自覺自己是somebody,越是自覺自己了不起
[00:13:45.280 --> 00:13:51.280]  越是覺得自己有很多東西,很容易會輸
[00:13:51.280 --> 00:13:57.120]  我們就越不敢跟隨主,越不敢捨棄
[00:13:57.120 --> 00:14:01.720]  唯有是你自覺一無所有,一無所事
[00:14:01.720 --> 00:14:08.400]  你就會好像那班婦女那樣,總之跟就跟吧,死就死吧
[00:14:08.400 --> 00:14:10.680]  那她們就可以跟隨到底
[00:14:12.520 --> 00:14:16.480]  婦女的專一跟隨,真的對我們有很多提醒
[00:14:16.480 --> 00:14:26.720]  我們被人間的事務纏繞得越少,我們就越能夠專一跟隨主
[00:14:26.720 --> 00:14:33.240]  沒錯,領受上帝的恩典是驅動我們跟隨主的主要動力
[00:14:33.240 --> 00:14:40.480]  不過,只是領受恩典,不等於我們對施恩的主一定有相應的回應
[00:14:40.880 --> 00:14:43.440]  你記得路加福音17章那個技術
[00:14:43.440 --> 00:14:47.880]  耶穌有一次同時醫好了十個長大麻瘋的人
[00:14:47.880 --> 00:14:53.080]  只有一個回來答謝耶穌,我們領受了恩典
[00:14:53.080 --> 00:14:55.960]  我們很容易成為了忘恩負義的人
[00:14:55.960 --> 00:15:02.440]  不是我們本性良薄,而是因為我們世務纏繞,生活忙碌
[00:15:02.440 --> 00:15:07.480]  我們思慮煩擾,很多成年弟兄姊妹都有類似的經歷
[00:15:08.200 --> 00:15:13.360]  工作越來越忙,時間都被困擾,心也被困擾
[00:15:13.360 --> 00:15:17.720]  愛主的心,你想淡薄都不行
[00:15:17.720 --> 00:15:25.160]  耶穌基督說,人到我這裡來,若不愛我勝過愛我的父母
[00:15:25.160 --> 00:15:30.560]  妻子兒女弟兄姊妹和自己的性命,就不能作我的門徒
[00:15:30.560 --> 00:15:36.200]  這句話,我們常常認為我們的主是小器,是霸道
[00:15:36.440 --> 00:15:43.960]  對我們無理苛求,我們沒有想到,他其實是描述性
[00:15:43.960 --> 00:15:54.600]  說明我們身邊所有的人和事,都可以構成對我們的跟隨主一個妨礙
[00:15:54.600 --> 00:15:59.360]  是的,不勝過,就被勝過
[00:15:59.360 --> 00:16:04.680]  愛主不勝過一切,就被一切勝過愛主
[00:16:05.760 --> 00:16:11.600]  司徒逃跑了,婦女留下了,他們在耶穌身邊
[00:16:11.600 --> 00:16:17.840]  伴隨耶穌上十字架,伴隨耶穌入墳墓,也見證了他的復活
[00:16:17.840 --> 00:16:21.600]  馬福音的長結尾,那裡這樣說
[00:16:21.600 --> 00:16:27.080]  馬福音十六章九節,在七日的第一清早,耶穌復活了
[00:16:27.080 --> 00:16:33.520]  就先向穆達拉的瑪利亞顯現,耶穌從她身上趕出七個鬼
[00:16:34.240 --> 00:16:42.400]  穆達拉的瑪利亞是第一個見證耶穌復活的人,早於一切的仕途
[00:16:42.400 --> 00:16:48.880]  這班婦女是第一批經歷一生的信徒
[00:16:48.880 --> 00:16:52.800]  他們見證過耶穌基督的受苦、死亡和復活
[00:16:52.800 --> 00:16:56.760]  不過他們不是什麼出類拔萃的人
[00:16:56.760 --> 00:17:01.280]  以穆達拉的瑪利亞為例,在聖經的記述裡
[00:17:01.960 --> 00:17:06.840]  她沒有說過任何一句有一點點智慧含量的話
[00:17:06.840 --> 00:17:10.880]  問過一句有智慧含量的問題
[00:17:10.880 --> 00:17:16.360]  甚至你留意一下,聖經沒有寫到她跟耶穌有對話過
[00:17:16.360 --> 00:17:20.120]  我相信一定有聊過天,但沒有記下任何對話
[00:17:20.120 --> 00:17:24.760]  她都沒有在耶穌的工作裡扮演過什麼重要的角色
[00:17:24.760 --> 00:17:29.640]  不過從路加福音八章提到她的名字之後
[00:17:29.840 --> 00:17:33.960]  她就一直跟隨耶穌,由加利利到耶路撒冷
[00:17:33.960 --> 00:17:38.080]  從城裡到加略山,從加略山到空墳墓
[00:17:38.080 --> 00:17:41.960]  她完完整整經歷了耶穌基督的一生
[00:17:41.960 --> 00:17:48.600]  保羅這樣說,耶穌的一生是跟我們每一個人有密切的關係
[00:17:48.600 --> 00:17:55.280]  所有信徒都要跟主一同經歷祂的受死、埋葬和復活
[00:17:55.280 --> 00:17:58.720]  我們跟耶穌同死同埋葬同復活
[00:17:59.400 --> 00:18:02.800]  羅馬書六章五節八節這樣說
[00:18:02.800 --> 00:18:05.920]  我們若在祂死的形狀上與祂聯合
[00:18:05.920 --> 00:18:08.920]  又在祂復活的形狀上與祂聯合
[00:18:08.920 --> 00:18:14.480]  我們如果是與基督同死,就信必與祂同活
[00:18:14.480 --> 00:18:17.760]  菲律賓書三章十到十一節都說
[00:18:17.760 --> 00:18:21.120]  使我認識基督,曉得祂復活的大能
[00:18:21.120 --> 00:18:24.480]  並知曉得和祂一同受苦,效法祂的死
[00:18:24.480 --> 00:18:27.640]  或者我也得以從死裡復活
[00:18:28.640 --> 00:18:32.880]  弟兄姊妹,耶穌基督在二千年前
[00:18:32.880 --> 00:18:38.360]  在大祭司蓋亞法和秦府比拉多的院子裡受審的時候
[00:18:38.360 --> 00:18:40.920]  在築樓地被釘死的時候
[00:18:40.920 --> 00:18:47.920]  在亞利馬大的藥室所預備的墳墓裡被埋葬的時候
[00:18:47.920 --> 00:18:51.240]  我們都一定不在場,不在其中的,是不是?
[00:18:51.240 --> 00:18:55.840]  但是我們今天是不是與主同活
[00:18:56.520 --> 00:19:02.520]  是不是天天都披戴基督,好像加拉太書三章二十七節所說
[00:19:02.520 --> 00:19:06.560]  我們是不是將耶穌的生平變成我們的生活
[00:19:06.560 --> 00:19:08.720]  以至我能夠活出祂的生命
[00:19:08.720 --> 00:19:15.320]  保羅說,耶穌基督釘十字架已經活化在我們眼前
[00:19:15.320 --> 00:19:20.680]  加拉太書三章一節,我們已經與基督同釘十字架
[00:19:20.680 --> 00:19:24.760]  現在活著的不再是我,但是基督在我們裡面活著
[00:19:24.760 --> 00:19:26.400]  加拉太書二章二十節
[00:19:26.400 --> 00:19:30.760]  所以不要錯過耶穌基督任何一個片段
[00:19:30.760 --> 00:19:34.800]  不要有任何時間離開祂
[00:19:34.800 --> 00:19:40.600]  什麼叫做與基督同活,什麼叫做活出基督
[00:19:40.600 --> 00:19:45.680]  一方面,這是指著我們遵行主的吩咐,學校的榜樣
[00:19:45.680 --> 00:19:51.480]  並且刻意設想,怎樣更加有效地跟隨祂,以祂的心為心
[00:19:51.600 --> 00:20:00.880]  好像一首我很喜歡的詩歌,說:直到我摸到你愛世人的心
[00:20:00.880 --> 00:20:05.000]  我希望我可以摸得到我的主愛世人的心
[00:20:05.000 --> 00:20:09.760]  這是活出基督第一方面的意思
[00:20:09.760 --> 00:20:17.040]  另一方面的意思是,用基督的生平去詮釋我們所有的遭遇
[00:20:18.000 --> 00:20:22.040]  我們自己在生活裡面去發現基督
[00:20:22.040 --> 00:20:25.320]  也在基督的生平裡面去發現自己
[00:20:25.320 --> 00:20:28.960]  以後有機會跟大家詳細說這件事
[00:20:28.960 --> 00:20:36.720]  怎樣將我們的生活基督化
[00:20:36.720 --> 00:20:42.400]  我們知道如果一切發生在我們生活裡面的事
[00:20:42.400 --> 00:20:45.520]  都是為了基督,都是出於上帝
[00:20:45.960 --> 00:20:48.880]  我們就可以淡定安然地做人
[00:20:48.880 --> 00:20:52.680]  這是第一部分我想跟大家說的
[00:20:52.680 --> 00:20:57.280]  我們跟基督同行,經歷祂的一生
[00:20:57.280 --> 00:21:01.440]  另一方面,第二部分我想跟大家說的是
[00:21:01.440 --> 00:21:04.640]  把握機會去侍奉主
[00:21:04.640 --> 00:21:11.720]  我們今天是壽苦節,本來我不應該鬥到復活節的那部分
[00:21:11.720 --> 00:21:17.320]  留待星期日,我們在復活節聚會的時候會有詳細的講論
[00:21:17.320 --> 00:21:20.800]  不過,講到勃大拉的瑪利亞
[00:21:20.800 --> 00:21:27.680]  我們都要輕輕提一提她在復活的那一天的反應
[00:21:27.680 --> 00:21:33.640]  勃大拉的瑪利亞,這班婦女不僅僅忠心耿耿地跟隨主
[00:21:33.640 --> 00:21:39.000]  她們更加把握每一個機會,每一個時間去服侍主
[00:21:39.600 --> 00:21:43.080]  在耶穌死後第三天,安息日剛剛過去
[00:21:43.080 --> 00:21:49.640]  人剛剛停止,quarantine,禁足,准出街
[00:21:49.640 --> 00:21:53.480]  太陽仍然未出來,天色仍然黑暗
[00:21:53.480 --> 00:21:57.800]  勃大拉的瑪利亞已經第一時間撲去耶穌的墳墓
[00:21:57.800 --> 00:22:01.680]  她沒有放棄服侍主的任何機會
[00:22:01.680 --> 00:22:06.200]  她心裏想,這是她最後可以為主做的事
[00:22:06.600 --> 00:22:13.440]  就是為即將腐爛,在近冬這麼熱的環境,屍體是很快臭很快爛的
[00:22:13.440 --> 00:22:21.120]  在耶穌的屍體腐爛到不似人形的時候,先為他的屍體塗上香膏
[00:22:21.120 --> 00:22:25.040]  這件事有什麼特別的屬靈意義,我們不知道
[00:22:25.040 --> 00:22:27.360]  有什麼實際的果後,我們也不知道
[00:22:27.360 --> 00:22:32.720]  反正傳統是這樣做,總之這是習俗
[00:22:34.440 --> 00:22:37.640]  勃大拉的瑪利亞努力將它做到最好
[00:22:37.640 --> 00:22:45.640]  為此教會相傳,百大來用香膏,
[00:22:45.640 --> 00:22:48.320]  膏耶穌的女子就是勃大拉的瑪利亞
[00:22:48.320 --> 00:22:55.200]  勃大拉的瑪利亞最擅長幫人塗膏,最少幫耶穌也塗過兩次
[00:22:55.200 --> 00:23:02.240]  勃大拉的瑪利亞把握機會,做她能力範圍裏面最好的事
[00:23:02.800 --> 00:23:09.160]  她將最寶貴的香膏帶到耶穌面前,把握最後的機會去高抹耶穌
[00:23:09.160 --> 00:23:14.360]  其他人不欣賞她,說她浪費,她也不懂得怎樣自辯
[00:23:14.360 --> 00:23:19.080]  反正她也不知道這樣做是不是很有價值很有意義
[00:23:19.080 --> 00:23:25.920]  我本著心想這樣做,想做些好事給耶穌,就這樣
[00:23:27.160 --> 00:23:35.160]  耶穌卻為她的作為賦予神聖的理由,說為她的腳去高抹
[00:23:35.160 --> 00:23:41.800]  是為耶穌的安葬而做,並且強調這個故事要被日後傳頌
[00:23:41.800 --> 00:23:48.240]  勃大拉的瑪利亞不是首先有一個神聖理由,然後去做一個服事
[00:23:48.880 --> 00:23:57.200]  她是先做一個服事,然後耶穌為她的服事賦予一個神聖的價值
[00:23:57.200 --> 00:24:04.320]  這班婦女全心全意服事主,從來沒有期望得到特別的注意
[00:24:04.320 --> 00:24:10.320]  不要說甚麼上報,一切都是出於自發的感情表達
[00:24:10.320 --> 00:24:15.480]  她們思念耶穌,愛慕耶穌,做能力範圍所給的事
[00:24:16.520 --> 00:24:21.640]  就好像我媽媽不知道我每天忙甚麼,只是間中
[00:24:21.640 --> 00:24:26.080]  她還年輕的時候,現在她已經九十歲當然不行
[00:24:26.080 --> 00:24:31.280]  她比較年輕的時候,她間中去我家煲煲湯給我喝
[00:24:31.280 --> 00:24:37.080]  然後每一次打電話的時候就提醒我穿衣服,不要喝那麼多生冷的東西
[00:24:37.080 --> 00:24:43.000]  不要吃那麼多生冷的東西,這個對我的侍奉有甚麼直接幫助
[00:24:43.400 --> 00:24:47.520]  恐怕我媽媽自己也不確定,不過我告訴你
[00:24:47.520 --> 00:24:54.920]  我媽媽在我身上所說的話,所做的事,對我means a lot
[00:24:54.920 --> 00:24:58.840]  幫助之大,只有我自己知道
[00:24:58.840 --> 00:25:09.120]  我們努力做一件美事在耶穌身上,把握機會,竭盡所能地服事祂
[00:25:10.840 --> 00:25:16.720]  弟兄姊妹,我們活在一個高度分工的世界裏面
[00:25:16.720 --> 00:25:21.120]  日常生活所使用的東西,即使是很簡單的東西
[00:25:21.120 --> 00:25:28.840]  例如一支筆,都是由很多人互相協作生產出來的
[00:25:28.840 --> 00:25:39.360]  有人負責製造塑膠的原材料,有人將原材料啤成膠模
[00:25:40.120 --> 00:25:48.560]  也有人製造原子筆,這個高度分工的經濟體系
[00:25:48.560 --> 00:25:55.840]  不需要任何人整體負責管理,指揮每一個環節生產甚麼東西
[00:25:55.840 --> 00:26:02.440]  生產多少,如何配合供求,經濟學一個價格理論指出
[00:26:02.440 --> 00:26:09.040]  社會的供求由價格自由調節,不需要政府,不需要任何人去管理
[00:26:10.040 --> 00:26:16.520]  一個美國的經濟學家訪問中國,和中國政府的物資部官員聊天
[00:26:16.520 --> 00:26:25.160]  那個官員正在計劃訪問美國,想清楚美國的物資供應是如何安排
[00:26:25.160 --> 00:26:29.880]  他問美國的經濟學家,應該和哪個部門的官員接觸
[00:26:29.880 --> 00:26:34.840]  美國經濟學家告訴他,美國根本沒有這樣的政府部門
