
[00:00:00.000 --> 00:00:05.680]  讓我們以聆聽聖道繼續我們的敬拜
[00:02:45.400 --> 00:02:48.520]  我們不可以沒有哪一個
[00:02:48.520 --> 00:02:51.840]  你試想想剛才那九個弟兄
[00:02:51.840 --> 00:02:56.120]  沒有其中一個,那個樂章就不完美了
[00:02:56.120 --> 00:02:58.760]  同樣教會也一樣
[00:02:58.760 --> 00:03:03.080]  教會的挑戰就是我們一班不同背景
[00:03:03.080 --> 00:03:05.320]  有不同的社會經驗
[00:03:05.320 --> 00:03:08.240]  對很多事情的看法都很不一樣
[00:03:08.240 --> 00:03:13.720]  在不同行業,甚至連信主的經歷也有不同
[00:03:13.720 --> 00:03:17.240]  但我們走在一起學習
[00:03:17.240 --> 00:03:21.360]  成為一個優美的樂章去榮耀神
[00:03:21.360 --> 00:03:24.400]  很感謝教會給我今天有機會來到大家當中
[00:03:24.400 --> 00:03:28.400]  來到旺角浸信會宣講神的話
[00:03:28.400 --> 00:03:31.760]  其實每一次踏上台都很緊張
[00:03:31.760 --> 00:03:34.960]  所以鼓勵你們為教會的牧者去禱告
[00:03:34.960 --> 00:03:36.400]  支持他們
[00:03:36.400 --> 00:03:40.720]  可能你說,不是的,你們一班受過神學訓練的人
[00:03:40.720 --> 00:03:43.400]  應該都沒有問題
[00:03:43.400 --> 00:03:49.200]  但我想說,在今時今日這個資訊氾濫的日子裏面
[00:03:49.200 --> 00:03:52.560]  站上台講話是很大壓力的
[00:03:52.560 --> 00:03:57.880]  所以當教會問,盧先生你那段講道可以放在網上嗎?
[00:03:57.880 --> 00:04:00.080]  我就想,為什麼會問呢?
[00:04:00.080 --> 00:04:04.480]  我就明白,今時今日在網上的言論
[00:04:04.480 --> 00:04:06.760]  都要很小心
[00:04:06.760 --> 00:04:08.920]  而且現在講求私隱
[00:04:08.920 --> 00:04:11.840]  在港台講話也要很小心
[00:04:11.840 --> 00:04:15.480]  跟二、三十年前很不同
[00:04:15.480 --> 00:04:20.080]  以前可能一講完,就沒有人知道你說了什麼
[00:04:20.080 --> 00:04:23.080]  但現在你有錄影,有錄播
[00:04:23.080 --> 00:04:27.480]  你在座有百多二百部手提電話
[00:04:27.480 --> 00:04:30.320]  現在每個人都有一個手機
[00:04:30.320 --> 00:04:34.280]  錄音、錄影、錄像都很容易
[00:04:34.280 --> 00:04:38.440]  訊息就可以瞬間傳千里
[00:04:38.440 --> 00:04:43.680]  所以在港台的每一位同工都很需要大家去紀念和支持
[00:04:43.680 --> 00:04:49.280]  讓我們都能夠專心,按著聖經去宣講
[00:04:49.280 --> 00:04:51.560]  亦都盼望每一次講的內容
[00:04:51.560 --> 00:04:55.760]  都能夠幫助弟兄姊妹去對應今時今日
[00:04:55.760 --> 00:04:59.280]  此時此地香港的處境
[00:04:59.280 --> 00:05:02.000]  講到今天是個很特別的日子
[00:05:02.000 --> 00:05:04.560]  當然不是說我來到港島很特別
[00:05:04.560 --> 00:05:08.800]  不知道大家知道今晚有什麼事發生
[00:05:08.800 --> 00:05:13.280]  第一個土生土長的香港人
[00:05:13.280 --> 00:05:17.120]  上太空,我想這個都是歷史
[00:05:17.120 --> 00:05:19.520]  第一個在香港長大
[00:05:19.520 --> 00:05:22.720]  在香港受教育的人
[00:05:22.720 --> 00:05:24.480]  離開地球
[00:05:24.480 --> 00:05:27.600]  我都很肯定應該是第一次
[00:05:27.600 --> 00:05:31.120]  所以今天是個很特別的日子
[00:05:31.120 --> 00:05:33.960]  剛才來到教會時我看了大家的周刊
[00:05:33.960 --> 00:05:36.120]  看到今年的少年部夏令營
[00:05:36.120 --> 00:05:37.920]  知道這是什麼主題嗎?
[00:05:37.920 --> 00:05:40.160]  先代大家做宣傳
[00:05:40.160 --> 00:05:41.880]  AI訓練營
[00:05:41.880 --> 00:05:44.400]  如果有家長都可以留意
[00:05:44.400 --> 00:05:45.920]  我想今時今日
[00:05:45.920 --> 00:05:47.760]  我們經常聽到兩個英文字
[00:05:47.760 --> 00:05:50.040]  就是A和I
[00:05:50.040 --> 00:05:53.760]  AI,人工智能
[00:05:53.760 --> 00:05:58.000]  其實為什麼今天很多人講人工智能呢?
[00:05:58.000 --> 00:06:01.480]  其實是因為我們的科技很進步
[00:06:01.480 --> 00:06:03.880]  電腦的發明不是今時今日
[00:06:03.880 --> 00:06:06.440]  已經是好幾十年的事
[00:06:06.440 --> 00:06:09.520]  個人電腦應該是幾十年前的發明
[00:06:09.520 --> 00:06:12.800]  但今天那種突破就是那種算力
[00:06:12.800 --> 00:06:15.320]  不知道大家聽過一個字叫算力嗎?
[00:06:15.320 --> 00:06:19.920]  叫computational power
[00:06:19.920 --> 00:06:23.200]  即是說今天運算的速度
[00:06:23.200 --> 00:06:24.880]  是嚇死你的
[00:06:24.880 --> 00:06:27.960]  是說每秒幾兆
[00:06:27.960 --> 00:06:29.480]  不是幾億,是幾兆
[00:06:29.480 --> 00:06:33.160]  甚至是更大的運算力
[00:06:33.160 --> 00:06:36.080]  當它運算力越大的時候
[00:06:36.080 --> 00:06:41.200]  它就可以瞬間製造很多的影像
[00:06:41.200 --> 00:06:43.760]  我們很多時候上網除了看文字之外
[00:06:43.760 --> 00:06:46.160]  是看到很多影像
[00:06:46.160 --> 00:06:50.000]  以前我們說有圖有真相
[00:06:50.000 --> 00:06:52.200]  今天就算你兒子或女兒打給你
[00:06:52.200 --> 00:06:55.160]  你見到他的樣子你都不要完全相信
[00:06:55.160 --> 00:06:57.960]  「媽媽,我被人抓了」
[00:06:57.960 --> 00:06:59.280]  「你快點匯多少錢來」
[00:06:59.280 --> 00:07:01.280]  你真的千萬不要相信
[00:07:01.280 --> 00:07:05.400]  你說「不是,她的聲音和樣子是她」
[00:07:05.400 --> 00:07:08.480]  「是阿強仔,是阿小玲」
[00:07:08.480 --> 00:07:11.000]  但我告訴你,今天很容易做得到
[00:07:11.000 --> 00:07:12.680]  不是什麼很高科技
[00:07:12.680 --> 00:07:14.120]  只要它拿了你的相片
[00:07:14.120 --> 00:07:16.360]  拿了你一段的片段
[00:07:16.360 --> 00:07:18.520]  拿了你的語音
[00:07:18.520 --> 00:07:21.680]  很容易就可以複製
[00:07:21.680 --> 00:07:26.280]  全靠算力的突破
[00:07:26.280 --> 00:07:29.840]  以致很多以前做不到的事
[00:07:29.840 --> 00:07:31.840]  今時今日都做得到
[00:07:31.840 --> 00:07:34.720]  當然AI帶來方便
[00:07:34.720 --> 00:07:37.400]  但也帶來焦慮
[00:07:37.400 --> 00:07:39.920]  聽過很多家長說
[00:07:39.920 --> 00:07:41.440]  很擔心
[00:07:41.440 --> 00:07:45.520]  以前說做會計師很有前途
[00:07:45.520 --> 00:07:48.080]  讀翻譯的,專業
[00:07:48.080 --> 00:07:48.760]  但今天
[00:07:48.760 --> 00:07:52.000]  我不知道在在沒頂尖做翻譯的專業
[00:07:52.000 --> 00:07:57.000]  現在用人工智能做翻譯很快
[00:07:57.000 --> 00:07:58.960]  會計師很有保障
[00:07:58.960 --> 00:08:00.520]  但我自己也認識一些
[00:08:00.520 --> 00:08:02.560]  在會計師行業做了很多年的人
[00:08:02.560 --> 00:08:03.600]  都做到拍檔
[00:08:03.600 --> 00:08:06.000]  在會計師行做拍檔
[00:08:06.000 --> 00:08:08.280]  他說現在新入行的很難
[00:08:08.280 --> 00:08:11.760]  因為你知道很多入門的工種
[00:08:11.760 --> 00:08:14.360]  已經不用人手去做
[00:08:14.360 --> 00:08:15.600]  當然你簽名
[00:08:15.600 --> 00:08:18.560]  所謂負責的都是以老闆做簽名
[00:08:18.560 --> 00:08:20.880]  但很多中低層的工種
[00:08:20.880 --> 00:08:23.240]  其實現在很簡單
[00:08:23.240 --> 00:08:26.760]  很多時候可以用人工智能取代
[00:08:26.760 --> 00:08:29.040]  很多行政支援的工夫
[00:08:29.040 --> 00:08:31.160]  很多不同的行業都用人工智能
[00:08:31.160 --> 00:08:33.000]  現在甚至政府部門
[00:08:33.000 --> 00:08:34.840]  都用了一些無人機
[00:08:34.840 --> 00:08:37.680]  用了很多人工智能的東西去幫忙
[00:08:37.680 --> 00:08:40.760]  所以會擔心將來的子女怎麼辦
[00:08:40.760 --> 00:08:43.120]  就用電腦去讀
[00:08:43.120 --> 00:08:44.520]  就像現在的太空人
[00:08:44.520 --> 00:08:47.840]  以前在香港大學都是讀計算機科學
[00:08:47.840 --> 00:08:49.320]  電腦科學
[00:08:49.320 --> 00:08:50.960]  但都不一定
[00:08:50.960 --> 00:08:54.080]  可能將來不一定是這個行業
[00:08:54.080 --> 00:08:56.280]  所以我們都不知道將來會怎樣
[00:08:56.280 --> 00:08:59.600]  我相信社會一定會變得很快
[00:08:59.600 --> 00:09:02.640]  但唯獨是一樣東西不變
[00:09:02.640 --> 00:09:04.920]  我很記得
[00:09:04.920 --> 00:09:05.760]  我以前的老師
[00:09:05.760 --> 00:09:09.160]  其實都是貴教會的顧問牧師
[00:09:09.160 --> 00:09:10.120]  梁家良牧師
[00:09:10.120 --> 00:09:11.960]  他以前都教我們神學
[00:09:11.960 --> 00:09:15.080]  他說的話我覺得都很有意思
[00:09:15.080 --> 00:09:18.240]  他說人生很多事都變得很急
[00:09:18.240 --> 00:09:21.280]  你是不能預知將來
[00:09:21.280 --> 00:09:23.120]  但唯一一個不變的
[00:09:23.120 --> 00:09:25.040]  就是我們的主
[00:09:25.040 --> 00:09:27.600]  就好像我們中學
[00:09:27.600 --> 00:09:31.400]  應該很多人都學過二次方程式
[00:09:31.400 --> 00:09:33.840]  X是多少 Y是多少
[00:09:33.840 --> 00:09:37.240]  叫你計算一下 X是什麼 Y是什麼
[00:09:37.240 --> 00:09:39.520]  如果整條數都沒有任何的資料給你
[00:09:39.520 --> 00:09:41.400]  根本計算不到X和Y
[00:09:41.400 --> 00:09:44.120]  那些我們不知道的東西
[00:09:44.120 --> 00:09:45.440]  唯有怎樣計算得到
[00:09:45.440 --> 00:09:47.320]  他一定會給你一個提示
[00:09:47.320 --> 00:09:49.320]  就是有一個常數
[00:09:49.320 --> 00:09:50.320]  叫Constant
[00:09:50.320 --> 00:09:51.960]  Given一個Constant
[00:09:51.960 --> 00:09:55.280]  就叫你慢慢透過這些已知的資料
[00:09:55.280 --> 00:09:57.640]  慢慢一步步去計算
[00:09:57.640 --> 00:09:59.560]  X是什麼 Y是什麼
[00:09:59.560 --> 00:10:00.840]  其實人生都是
[00:10:00.840 --> 00:10:02.280]  X和Y變得很快
[00:10:02.280 --> 00:10:03.600]  現在都不是X和Y了
[00:10:03.600 --> 00:10:04.640]  現在GEN-C
[00:10:04.640 --> 00:10:05.400]  GEN-α
[00:10:05.400 --> 00:10:07.720]  甚至是GEN-β
[00:10:07.720 --> 00:10:09.560]  快到你同學都不知道
[00:10:09.560 --> 00:10:11.600]  X和Y是怎樣變的
[00:10:11.600 --> 00:10:13.160]  但當你整條數學
[00:10:13.160 --> 00:10:14.760]  有一個叫常數
[00:10:14.760 --> 00:10:15.560]  叫Constant
[00:10:15.560 --> 00:10:16.880]  Given了給我們
[00:10:16.880 --> 00:10:18.040]  就是我們的主
[00:10:18.040 --> 00:10:19.560]  不變的主的時候
[00:10:19.560 --> 00:10:23.400]  你就可以去面對一個幻變的世代
[00:10:23.400 --> 00:10:24.720]  我都盼望當我們
[00:10:24.720 --> 00:10:26.640]  香港人今天很開心
[00:10:26.640 --> 00:10:29.240]  我們有人上到太空了
[00:10:29.240 --> 00:10:30.560]  科技今天很發達
[00:10:30.560 --> 00:10:31.920]  AI很先進
[00:10:31.920 --> 00:10:33.920]  可能令到我們都覺得很焦慮
[00:10:33.920 --> 00:10:36.360]  很怕工作不知道能不能保住
[00:10:36.360 --> 00:10:38.240]  不知道將來下一代
[00:10:38.240 --> 00:10:40.640]  怎樣賺錢
[00:10:40.640 --> 00:10:41.680]  怎樣算的時候
[00:10:41.680 --> 00:10:43.360]  社會變得很急
[00:10:43.360 --> 00:10:46.000]  但我們只有一個Given
[00:10:46.000 --> 00:10:48.640]  給了一個不變的常數
[00:10:48.640 --> 00:10:49.480]  就是我們的主
[00:10:49.480 --> 00:10:50.920]  跟它應許的時候
[00:10:50.920 --> 00:10:52.120]  我們就能夠
[00:10:52.120 --> 00:10:54.400]  憑信去面對將來
[00:10:54.400 --> 00:10:57.040]  幻變的社會
[00:10:57.040 --> 00:10:58.760]  今天我想跟大家看一些經文
[00:10:58.760 --> 00:11:01.960]  麻煩可否幫我出一下PowerPoint
[00:11:01.960 --> 00:11:02.960]  不好意思
[00:11:02.960 --> 00:11:04.400]  要看回自己的樣子
[00:11:04.400 --> 00:11:05.360]  好
[00:11:05.360 --> 00:11:07.800]  OK 好 謝謝
[00:11:07.800 --> 00:11:10.360]  我相信大家在早前的壽苦節
[00:11:10.360 --> 00:11:13.080]  都應該曾經看過這段經文
[00:11:13.080 --> 00:11:15.800]  在樣樣form裏面
[00:11:15.800 --> 00:11:19.520]  記載耶穌基督怎樣一步一步
[00:11:19.520 --> 00:11:21.040]  踏上十字架的路
[00:11:21.040 --> 00:11:24.280]  今天我想跟大家重新看一段經文
[00:11:24.280 --> 00:11:25.280]  在樣樣form十一章
[00:11:25.280 --> 00:11:28.720]  我不知道大家記不記得發生了一件事
[00:11:28.720 --> 00:11:32.560]  耶穌叫馬大和瑪利亞的弟弟拉撒路復活
[00:11:32.560 --> 00:11:36.320]  我相信你們頂尖很多都很熟悉這件事
[00:11:36.320 --> 00:11:37.240]  聖經裏面說
[00:11:37.240 --> 00:11:41.320]  馬大和瑪利亞的弟弟拉撒路死了
[00:11:41.320 --> 00:11:43.320]  但我們看回經文裏面
[00:11:43.320 --> 00:11:46.360]  耶穌祂叫死人復活
[00:11:46.360 --> 00:11:51.560]  當然我們如果看到一個生命得到保留
[00:11:51.560 --> 00:11:53.480]  祂能夠死而復生
[00:11:53.480 --> 00:11:55.440]  大家都會很興奮
[00:11:55.440 --> 00:11:56.600]  你看回經文裏面說
[00:11:56.600 --> 00:11:58.680]  樣樣form十一章四十五節的時候
[00:11:58.680 --> 00:11:59.480]  祂說
[00:11:59.480 --> 00:12:02.800]  於是離開瑪利亞的猶太人中
[00:12:02.800 --> 00:12:04.960]  有很多人看到耶穌所做的事
[00:12:04.960 --> 00:12:07.440]  就相信了主 相信了耶穌
[00:12:07.440 --> 00:12:08.640]  在很多人的眼中
[00:12:08.640 --> 00:12:11.560]  這件事當然是值得興奮
[00:12:11.560 --> 00:12:13.880]  就算你不是當事人的親屬
[00:12:13.880 --> 00:12:18.720]  你看到一個生命得到保留
[00:12:18.720 --> 00:12:20.320]  人最寶貴的是什麼?
[00:12:20.320 --> 00:12:21.600]  都是一條命
[00:12:21.600 --> 00:12:22.720]  很老實
[00:12:22.720 --> 00:12:23.800]  除了謀生
[00:12:23.800 --> 00:12:25.800]  除了很多其他的事情
[00:12:25.800 --> 00:12:27.600]  最寶貴都是一條命
[00:12:27.600 --> 00:12:30.760]  當看到耶穌醫治拉撒路的時候
[00:12:30.760 --> 00:12:32.280]  很多人都很興奮
[00:12:32.280 --> 00:12:34.560]  也因為這件事看到耶穌的能力
[00:12:34.560 --> 00:12:36.480]  而相信了耶穌
[00:12:36.480 --> 00:12:39.280]  但看到第四十六節裏面這樣說
[00:12:39.280 --> 00:12:44.360]  但其中也有人去見法尼塞人
[00:12:44.360 --> 00:12:49.640]  把耶穌做這件事告訴他們
[00:12:49.640 --> 00:12:52.640]  在四十七節你看到經文裏面說
[00:12:52.640 --> 00:12:57.320]  這些祭司長和法尼塞人去開會
[00:12:57.320 --> 00:12:59.440]  他們說
[00:12:59.440 --> 00:13:01.080]  這個人
[00:13:01.080 --> 00:13:02.880]  這個耶穌
[00:13:02.880 --> 00:13:04.440]  做了這些事
[00:13:04.440 --> 00:13:06.720]  我們怎麼辦呢?
[00:13:06.720 --> 00:13:08.280]  可能你會覺得奇怪
[00:13:08.280 --> 00:13:11.640]  不是一件好事嗎?
[00:13:11.640 --> 00:13:14.160]  救了一個人的生命
[00:13:14.160 --> 00:13:18.760]  但這些有權力
[00:13:18.760 --> 00:13:21.360]  我們這樣說是一班既得利益的人
[00:13:21.360 --> 00:13:23.840]  他們竟然第一個反應是
[00:13:23.840 --> 00:13:26.520]  這個耶穌做了這些事
[00:13:26.520 --> 00:13:28.280]  我們怎麼辦呢?
[00:13:28.280 --> 00:13:31.680]  在四十八節聖經很清楚地說
[00:13:31.680 --> 00:13:34.680]  如果這班祭司長和法尼塞人繼續說
[00:13:34.680 --> 00:13:37.320]  如果讓他這樣繼續做
[00:13:37.320 --> 00:13:40.400]  如果人人都要信他
[00:13:40.400 --> 00:13:43.080]  可能到時連羅馬人都要來毀滅
[00:13:43.080 --> 00:13:46.840]  我們的聖殿和我們的民族
[00:13:46.840 --> 00:13:49.120]  大家都知道在這個時候
[00:13:49.120 --> 00:13:51.040]  去到耶穌的時代
[00:13:51.040 --> 00:13:53.280]  猶太人已經沒有自己的國家
[00:13:53.280 --> 00:13:54.800]  已經在幾百年前
[00:13:54.800 --> 00:13:59.600]  被亞述、巴比倫分別滅了他們的國家
[00:13:59.600 --> 00:14:02.120]  接著他們就流散
[00:14:02.120 --> 00:14:06.000]  跟著很多不同的外族、外邦去管治他們
[00:14:06.000 --> 00:14:11.080]  亞述、巴比倫、馬代、波斯、希臘
[00:14:11.080 --> 00:14:15.560]  到如今的羅馬
[00:14:15.560 --> 00:14:18.760]  猶太人當時不是一個獨立的政治實體
[00:14:18.760 --> 00:14:21.080]  他們只是在羅馬帝國裡
[00:14:21.080 --> 00:14:23.920]  有限度自治的一個小區域
[00:14:23.920 --> 00:14:26.360]  當時管治他們的是一個
[00:14:26.360 --> 00:14:28.880]  羅馬授權的地方的長官
[00:14:28.880 --> 00:14:30.880]  叫比拉多
[00:14:30.880 --> 00:14:32.760]  這班宗教領袖
[00:14:32.760 --> 00:14:34.040]  他們知道這件事
[00:14:34.040 --> 00:14:37.440]  他們不單止會因為一個生命得到保留
[00:14:37.440 --> 00:14:39.640]  一個年輕人得到復活而興奮
[00:14:39.640 --> 00:14:41.440]  他們反而就會想
[00:14:41.440 --> 00:14:43.800]  如果這個人、這個耶穌
[00:14:43.800 --> 00:14:45.800]  繼續在做這些事
[00:14:45.800 --> 00:14:48.320]  而越來越多人信了這個耶穌的時候
[00:14:48.320 --> 00:14:49.600]  那我們怎麼辦呢?
[00:14:49.600 --> 00:14:50.920]  甚至他們會想
[00:14:50.920 --> 00:14:54.320]  羅馬人會不會都要來毀滅我們的聖殿
[00:14:54.320 --> 00:14:58.000]  剷平我們的地方和我們的民族
[00:14:58.000 --> 00:14:59.040]  可能你會問
[00:14:59.040 --> 00:15:01.520]  為什麼耶穌治了這個人
[00:15:01.520 --> 00:15:04.080]  為什麼又關到羅馬的事呢?
[00:15:04.080 --> 00:15:06.280]  因為他們就會想
[00:15:06.280 --> 00:15:08.840]  耶穌說自己是王
[00:15:08.840 --> 00:15:12.400]  很多人看到他跟從了他
[00:15:12.400 --> 00:15:14.200]  會不會令到中央
[00:15:14.200 --> 00:15:18.000]  令到羅馬帝國覺得我們這班猶太人
[00:15:18.000 --> 00:15:21.280]  又想去搞事、又想去反叛
[00:15:21.280 --> 00:15:22.960]  不知道大家知不知道在
[00:15:22.960 --> 00:15:24.480]  主前二世紀
[00:15:24.480 --> 00:15:26.920]  大概主前一百六十幾年的時候
[00:15:26.920 --> 00:15:29.600]  有一個叫馬加比的革命
[00:15:29.600 --> 00:15:32.360]  當時猶太人他們很想脫離
[00:15:32.360 --> 00:15:34.120]  希臘人的統治
[00:15:34.120 --> 00:15:37.480]  他們起義叛變
[00:15:37.480 --> 00:15:41.760]  帶來了短暫的一個獨立
[00:15:41.760 --> 00:15:43.680]  而在主後大概七十年
[00:15:43.680 --> 00:15:44.920]  大家都知道
[00:15:44.920 --> 00:15:49.560]  第二聖殿也都被羅馬軍隊剷平
[00:15:49.560 --> 00:15:53.440]  因為當時猶太人也都想去起義
[00:15:53.440 --> 00:15:55.520]  脫離羅馬的統治
[00:15:55.520 --> 00:15:58.720]  所以你會看到整個的情況就是
[00:15:58.720 --> 00:16:00.320]  這些猶太民族
[00:16:00.320 --> 00:16:04.120]  他們在羅馬的整個的地域
[00:16:04.120 --> 00:16:06.480]  整個領土的裏邊
[00:16:06.480 --> 00:16:08.960]  而羅馬人也都知道這些猶太人
[00:16:08.960 --> 00:16:13.880]  他們可能心裡一直都不想被羅馬統治
[00:16:13.880 --> 00:16:15.960]  所以這班的世師長
[00:16:15.960 --> 00:16:17.680]  這些犯下錯誤的人就會想
[00:16:17.680 --> 00:16:18.960]  甚至他們想多了
[00:16:18.960 --> 00:16:19.800]  他們說
[00:16:19.800 --> 00:16:21.240]  與在上這個耶穌
[00:16:21.240 --> 00:16:22.560]  自稱是猶太人的王
[00:16:22.560 --> 00:16:23.320]  他在那裏醫治人
[00:16:23.320 --> 00:16:24.840]  又講很多道理
[00:16:24.840 --> 00:16:26.880]  而越來越多人信了他的時候
[00:16:26.880 --> 00:16:29.840]  那時不只是宗教問題
[00:16:29.840 --> 00:16:32.280]  會不會有時我們這些宗教領袖
[00:16:32.280 --> 00:16:34.840]  都失去了我們的權位
[00:16:34.840 --> 00:16:38.360]  你知道在當時這些的祭師長
[00:16:38.360 --> 00:16:39.640]  這些的法利賽人
[00:16:39.640 --> 00:16:41.160]  宗教領袖
[00:16:41.160 --> 00:16:43.600]  他們所擁有的資源
[00:16:43.600 --> 00:16:46.040]  不單止是宗教層面
[00:16:46.040 --> 00:16:47.560]  講個例子你就明白了
[00:16:47.560 --> 00:16:49.960]  就等於我們很多鄉郊
[00:16:49.960 --> 00:16:52.440]  因為我以前都是住新界北區
[00:16:52.440 --> 00:16:55.000]  很多鄉郊 很多的圍村
[00:16:55.000 --> 00:16:56.920]  很多的鄉事委員會
[00:16:56.920 --> 00:17:01.240]  他們不單止去處理很多宗族的問題
[00:17:01.240 --> 00:17:02.640]  或者地方的問題
[00:17:02.640 --> 00:17:03.520]  宗教問題
[00:17:03.520 --> 00:17:08.240]  甚至某程度上是管理地區的資源的分配
[00:17:08.240 --> 00:17:11.720]  同樣當時的這些祭師長和法利賽人
[00:17:11.720 --> 00:17:14.720]  他們不單止好像今天的教會的
[00:17:14.720 --> 00:17:16.480]  執事或者是牧者
[00:17:16.480 --> 00:17:19.040]  他們當時都有一定的權力
[00:17:19.040 --> 00:17:22.520]  可以去調撥某些的資源
[00:17:22.520 --> 00:17:24.600]  甚至在猶太民族裏面
[00:17:24.600 --> 00:17:27.960]  他們都可能有一定程度的管治權
[00:17:27.960 --> 00:17:29.400]  所以當時就想到
[00:17:29.400 --> 00:17:32.160]  當耶穌越來越多人認識
[00:17:32.160 --> 00:17:33.760]  甚至有些人講到
[00:17:33.760 --> 00:17:35.400]  去信了耶穌的時候
[00:17:35.400 --> 00:17:38.680]  變相就是越來越少人去聽這些祭師長
[00:17:38.680 --> 00:17:40.480]  或者法利賽人的話
[00:17:40.480 --> 00:17:41.800]  他們甚至會想到
[00:17:41.800 --> 00:17:46.960]  會不會到時羅馬人又會以為我們去到反叛叛變
[00:17:46.960 --> 00:17:48.040]  而很直接
[00:17:48.040 --> 00:17:50.040]  就連我們這些的宗教領袖
[00:17:50.040 --> 00:17:51.960]  或者一些在建制裏面的人
[00:17:51.960 --> 00:17:55.040]  的既得的利益都會受影響的
[00:17:55.040 --> 00:17:59.880]  49節其中有一個人
[00:17:59.880 --> 00:18:01.840]  是當時的大祭師
[00:18:01.840 --> 00:18:02.800]  叫蓋亞法
[00:18:02.800 --> 00:18:04.800]  他竟然講出這樣的說話
[00:18:04.800 --> 00:18:07.440]  在49節裏面
[00:18:07.440 --> 00:18:09.280]  我們見到聖經說
[00:18:09.280 --> 00:18:12.720]  「你們甚麼都不知道也不想像
[00:18:12.720 --> 00:18:15.040]  一個人替百姓死
[00:18:15.040 --> 00:18:17.000]  免得整個民族滅亡
[00:18:17.000 --> 00:18:19.600]  這對你們是有利的」
[00:18:19.600 --> 00:18:20.800]  然後第51節
[00:18:20.800 --> 00:18:22.840]  聖經自己去作了一個詮釋
[00:18:22.840 --> 00:18:23.800]  它說
[00:18:23.800 --> 00:18:25.640]  蓋亞法他這樣講
[00:18:25.640 --> 00:18:28.920]  原來不是出於他自己的意思
[00:18:28.920 --> 00:18:32.000]  而是因為他當時是當年的大祭師
[00:18:32.000 --> 00:18:35.600]  所以預言了耶穌將為這個民族而犧牲
[00:18:35.600 --> 00:18:37.920]  有時神很奇妙的神的工作
[00:18:37.920 --> 00:18:40.040]  他透過一個人的口
[00:18:40.040 --> 00:18:43.960]  似乎預言了耶穌將要為整個民族犧牲
[00:18:43.960 --> 00:18:45.840]  而52節他說
[00:18:45.840 --> 00:18:50.800]  耶穌不單止替當時的猶太民族去死
[00:18:50.800 --> 00:18:54.240]  而是要將上帝四散的兒女聚集起來
[00:18:54.240 --> 00:18:55.520]  合成一群
[00:18:55.520 --> 00:18:59.600]  但在53節
[00:18:59.600 --> 00:19:01.120]  聖經當時就說
[00:19:01.120 --> 00:19:03.040]  從那天起
[00:19:03.040 --> 00:19:03.680]  他們
