
[00:00:00.000 --> 00:00:03.400]  (主席)今日讀的經文是在列王記下第六章
[00:03:19.160 --> 00:03:21.000]  如果大家現在看回Power Point的話
[00:03:21.000 --> 00:03:24.880]  就會看到右邊用紅色圈圈住的位置
[00:03:24.880 --> 00:03:27.480]  當時阿蘭族有個首都
[00:03:27.480 --> 00:03:29.000]  這個首都就是大馬色
[00:03:29.000 --> 00:03:31.520]  由於在聶王紀的時代
[00:03:31.520 --> 00:03:34.560]  其實已經分成了南北兩國的時間
[00:03:34.560 --> 00:03:36.480]  所以當時的阿蘭王
[00:03:36.480 --> 00:03:40.200]  其實是與北國的約蘭王開戰
[00:03:40.200 --> 00:03:42.240]  阿蘭王的計劃
[00:03:42.240 --> 00:03:43.880]  其實他的軍事計劃
[00:03:43.880 --> 00:03:48.440]  就是主要想著在某幾個重要的據點安營
[00:03:48.680 --> 00:03:51.240]  然後與以色列軍進行突襲
[00:03:51.240 --> 00:03:53.160]  但是神人以利沙
[00:03:53.160 --> 00:03:54.480]  因為他是先知
[00:03:54.480 --> 00:03:58.120]  所以他就預先知道了阿蘭王的軍事行動
[00:03:58.120 --> 00:04:00.760]  第九節和第十節大家看回都會看到
[00:04:00.760 --> 00:04:03.520]  以色列軍因為有以利沙的提醒
[00:04:03.520 --> 00:04:06.800]  所以就成功防範了阿蘭軍的突襲
[00:04:06.800 --> 00:04:10.480]  接二連三的突襲都失敗
[00:04:10.480 --> 00:04:13.360]  令到阿蘭王心裡面驚異
[00:04:13.360 --> 00:04:15.640]  如果我們看回呂鎮忠的譯本的話
[00:04:15.640 --> 00:04:17.960]  我個人來說覺得譯得比較傳神一點
[00:04:18.080 --> 00:04:20.080]  他將阿蘭王的心情譯作了
[00:04:20.080 --> 00:04:21.160]  因了這事
[00:04:21.160 --> 00:04:24.440]  阿蘭王心裡十分激憤震盪
[00:04:24.440 --> 00:04:28.280]  阿蘭王將失敗歸咎於一個原因
[00:04:28.280 --> 00:04:30.880]  他認為當中有內奸
[00:04:30.880 --> 00:04:34.160]  所以阿蘭王就再次襲他的神僕
[00:04:34.160 --> 00:04:37.120]  然後他就很生氣地去問他的神僕
[00:04:37.120 --> 00:04:41.760]  我們當中到底誰出賣本王
[00:04:41.760 --> 00:04:44.000]  到底誰幫助以色列王
[00:04:44.000 --> 00:04:47.160]  在王大路的情況下
[00:04:47.160 --> 00:04:49.800]  其中有一個神僕回答阿蘭王
[00:04:49.800 --> 00:04:54.640]  我王你的僕人裡面其實是沒有內奸的
[00:04:54.640 --> 00:04:57.080]  我們行動被人洩漏了
[00:04:57.080 --> 00:05:00.600]  是因為以色列國當中有先知以利沙
[00:05:00.600 --> 00:05:04.400]  以利沙將王在房裡說的計劃
[00:05:04.400 --> 00:05:07.320]  預先跟以色列王通風報信
[00:05:07.320 --> 00:05:11.520]  然後他的神僕裡面再有人跟阿蘭王說
[00:05:11.520 --> 00:05:13.800]  這個以利沙我們知道他在哪裡
[00:05:13.800 --> 00:05:15.480]  他在多丹
[00:05:16.240 --> 00:05:19.160]  多丹這個地方不是經常在聖經裡面出現
[00:05:19.160 --> 00:05:22.800]  如果我們看回我給了一個地圖告訴大家在哪裡
[00:05:22.800 --> 00:05:26.360]  其實他就位於薩瑪利亞以北的17公里
[00:05:26.360 --> 00:05:28.800]  和在士劍大概22公里
[00:05:28.800 --> 00:05:29.920]  那是怎樣呢
[00:05:29.920 --> 00:05:34.200]  那就是你看到三個圈圍著的地方就是很近的距離
[00:05:34.200 --> 00:05:40.360]  那就是說多丹其實當時以利沙的位置
[00:05:40.360 --> 00:05:43.160]  就是跟薩瑪利亞非常近的
[00:05:44.360 --> 00:05:48.000]  當阿蘭王知道以利沙在多丹之後
[00:05:48.000 --> 00:05:51.480]  他就決定派發大軍前往多丹
[00:05:51.480 --> 00:05:53.760]  大家可以留意
[00:05:53.760 --> 00:05:57.120]  其實以利沙是一個手無寸鐵的先知
[00:05:57.120 --> 00:06:00.440]  最多他身邊有一群門徒跟著他圍繞著他
[00:06:00.440 --> 00:06:05.640]  但阿蘭王去捉拿這個手無寸鐵的先知和門徒的時候
[00:06:05.640 --> 00:06:10.000]  他不是派幾個簡單的精銳部隊去捉拿以利沙
[00:06:10.360 --> 00:06:16.160]  反而阿蘭王是派出了可以足以圍困整個多丹城的馬車和士兵
[00:06:16.160 --> 00:06:20.000]  從阿蘭王派出的這一隊兵力我們就可以看到
[00:06:20.000 --> 00:06:24.520]  其實阿蘭王是非常非常重視今次的軍事行動
[00:06:24.520 --> 00:06:26.600]  我們中國人也有一句說話
[00:06:26.600 --> 00:06:27.920]  射人要怎樣
[00:06:27.920 --> 00:06:29.120]  要先射馬
[00:06:29.120 --> 00:06:31.320]  所以阿蘭王就清楚知道
[00:06:31.320 --> 00:06:34.480]  如果他要成功擊敗以色列的話
[00:06:34.480 --> 00:06:37.880]  就必須首先去解決以利沙這個先知的問題
[00:06:38.480 --> 00:06:41.320]  所以阿蘭王就連日趕路
[00:06:41.320 --> 00:06:44.160]  趁著夜間圍困多丹城
[00:06:44.160 --> 00:06:47.200]  然後就去到我們剛才所讀的那段經文
[00:06:47.200 --> 00:06:52.240]  我們嘗試代入一下僕人在十四節裡面所想
[00:06:52.240 --> 00:06:55.120]  或者他那時候所身處的場景
[00:06:55.120 --> 00:06:57.160]  對於僕人來說
[00:06:57.160 --> 00:06:59.800]  第二天清早起床的時候
[00:06:59.800 --> 00:07:02.760]  眼前的畫面其實也很震撼
[00:07:02.760 --> 00:07:04.320]  前一晚
[00:07:04.320 --> 00:07:06.240]  我才跟我的朋友
[00:07:06.240 --> 00:07:07.160]  我的同伴
[00:07:07.160 --> 00:07:08.160]  我的師父
[00:07:08.360 --> 00:07:09.760]  安然生活
[00:07:09.760 --> 00:07:11.040]  安穩入睡
[00:07:11.040 --> 00:07:13.480]  但是一覺醒來之後
[00:07:13.480 --> 00:07:15.280]  所有的敵人
[00:07:15.280 --> 00:07:17.160]  都衝著師父而來
[00:07:17.160 --> 00:07:20.760]  整個城都被敵軍圍困著
[00:07:20.760 --> 00:07:23.560]  我是一介平民來的
[00:07:23.560 --> 00:07:25.960]  我只是想跟著師父學習
[00:07:25.960 --> 00:07:29.240]  為什麼突然間變得連命都難保
[00:07:29.240 --> 00:07:31.440]  插翼難飛
[00:07:31.440 --> 00:07:33.760]  所以僕人當時
[00:07:33.760 --> 00:07:36.600]  就很怕跟以利沙去求救
[00:07:36.600 --> 00:07:38.760]  他就說 死了 死了 死了
[00:07:38.760 --> 00:07:40.240]  死了 我的主啊
[00:07:40.240 --> 00:07:41.720]  我們現在怎麼辦
[00:07:41.720 --> 00:07:44.040]  我們現在應該要怎麼辦
[00:07:44.040 --> 00:07:46.440]  怎麼辦
[00:07:46.440 --> 00:07:47.720]  怎麼辦
[00:07:47.720 --> 00:07:49.760]  我相信我們每一個人
[00:07:49.760 --> 00:07:51.480]  其實在面對艱難的時候
[00:07:51.480 --> 00:07:53.000]  都一定會問這個問題
[00:07:53.000 --> 00:07:54.560]  一個How的問題
[00:07:54.560 --> 00:07:56.960]  不過成年人和年輕人
[00:07:56.960 --> 00:07:58.400]  去面對困難的態度
[00:07:58.400 --> 00:07:59.960]  有時候就有點不同了
[00:07:59.960 --> 00:08:02.920]  成年人去面對問題的時候
[00:08:02.920 --> 00:08:04.680]  很多時候就會傾向
[00:08:04.680 --> 00:08:06.400]  一個人想很多辦法
[00:08:06.400 --> 00:08:08.400]  這個問題我應該怎麼處理
[00:08:08.400 --> 00:08:10.920]  有A的方法 有B的方法
[00:08:10.920 --> 00:08:14.280]  年輕人他們都同樣想很多
[00:08:14.280 --> 00:08:16.400]  不過他們所想的
[00:08:16.400 --> 00:08:18.760]  很多時候圍繞著問題去想
[00:08:18.760 --> 00:08:20.880]  就是不停想那個問題
[00:08:20.880 --> 00:08:23.280]  然後將那個問題小視化大
[00:08:23.280 --> 00:08:25.040]  然後再去轉牛角尖
[00:08:25.040 --> 00:08:27.400]  就好像以利沙的僕人
[00:08:27.400 --> 00:08:29.840]  當他面對困境的時候
[00:08:29.840 --> 00:08:32.680]  他單單只看到自己
[00:08:32.680 --> 00:08:34.840]  被阿蘭軍圍困的困境
[00:08:35.200 --> 00:08:37.440]  僕人就是被困境的表面
[00:08:37.440 --> 00:08:39.240]  蒙蔽了自己的雙眼
[00:08:39.240 --> 00:08:41.920]  情況就好像
[00:08:41.920 --> 00:08:43.720]  面對一大塊欄杆
[00:08:43.720 --> 00:08:46.320]  顏色混在一起
[00:08:46.320 --> 00:08:48.960]  嘩 很雜亂 很混亂
[00:08:48.960 --> 00:08:51.640]  圖上面這個都真的很混亂
[00:08:51.640 --> 00:08:54.480]  如果年輕人看到這塊欄杆的時候
[00:08:54.480 --> 00:08:56.680]  他們第一個反應應該就會說
[00:08:56.680 --> 00:08:58.600]  嘩 很大塊
[00:08:58.600 --> 00:09:00.040]  嘩 很難拆
[00:09:00.040 --> 00:09:01.640]  嘩 很難搞
[00:09:01.640 --> 00:09:04.040]  他們缺乏了那個冷靜
[00:09:04.040 --> 00:09:06.280]  去梳理那塊欄杆的能力
[00:09:06.280 --> 00:09:08.680]  既然都缺乏了梳理的能力
[00:09:08.680 --> 00:09:10.920]  就更加不要想有沒有解決的方法
[00:09:10.920 --> 00:09:14.120]  所以結果面對一大塊欄杆的時候
[00:09:14.120 --> 00:09:15.400]  這麼大的問題
[00:09:15.400 --> 00:09:17.720]  年輕人就會好像僕人一樣說
[00:09:17.720 --> 00:09:20.320]  他就會跟別人求救
[00:09:20.320 --> 00:09:21.880]  其實告訴大家
[00:09:21.880 --> 00:09:23.600]  他不只是想跟別人求救
[00:09:23.600 --> 00:09:25.800]  他是想最好你幫他搞定
[00:09:25.800 --> 00:09:26.840]  幫他處理
[00:09:26.840 --> 00:09:28.840]  把那些鬍子撿走就最好了
[00:09:28.840 --> 00:09:31.200]  這個是他們心底裡的說話
[00:09:31.840 --> 00:09:34.240]  所以年輕人的看見就是
[00:09:34.240 --> 00:09:36.480]  看見欄杆的表面
[00:09:36.480 --> 00:09:37.960]  然後再找人求救
[00:09:37.960 --> 00:09:40.800]  希望有人幫自己去解決問題
[00:09:40.800 --> 00:09:42.880]  這一份看見
[00:09:42.880 --> 00:09:46.480]  聽起來好像都有點清潔
[00:09:46.480 --> 00:09:47.960]  有點膚淺
[00:09:47.960 --> 00:09:49.120]  不過
[00:09:49.120 --> 00:09:50.360]  這個就是青少年
[00:09:50.360 --> 00:09:52.760]  這個就是青少年人所擁有的特質
[00:09:52.760 --> 00:09:56.280]  有時候其實我自己都會想一下
[00:09:56.280 --> 00:09:57.240]  我都會想
[00:09:57.240 --> 00:09:59.760]  如果我年輕的時候
[00:09:59.760 --> 00:10:01.120]  有現在的智慧
[00:10:01.120 --> 00:10:02.680]  雖然現在都不是很多智慧
[00:10:02.680 --> 00:10:04.160]  那麼
[00:10:04.160 --> 00:10:06.240]  我應該會撞少一點板
[00:10:06.240 --> 00:10:07.560]  我應該不會
[00:10:07.560 --> 00:10:09.880]  頂撞我媽媽
[00:10:09.880 --> 00:10:11.200]  頂撞得這麼厲害
[00:10:11.200 --> 00:10:13.120]  我應該說話會比較圓滑
[00:10:13.120 --> 00:10:14.560]  不要這麼掘雷鎚
[00:10:14.560 --> 00:10:16.520]  不知道大家各位
[00:10:16.520 --> 00:10:19.440]  會不會有時候都好像我有這樣的回想呢
[00:10:19.440 --> 00:10:23.200]  可能我們都曾經年少輕狂
[00:10:23.200 --> 00:10:25.960]  可能我們都曾經狂妄自大
[00:10:25.960 --> 00:10:28.920]  我們都曾經跟這些年輕人一樣
[00:10:29.080 --> 00:10:31.080]  只看到事物的表面
[00:10:31.080 --> 00:10:32.880]  如果我們昔日
[00:10:32.880 --> 00:10:35.360]  都曾經有這樣犯過錯
[00:10:35.360 --> 00:10:37.560]  有這樣的特質的時候
[00:10:37.560 --> 00:10:39.600]  今天我們面對下一代
[00:10:39.600 --> 00:10:42.200]  如果他只可以看見表面的時候
[00:10:42.200 --> 00:10:45.440]  其實我們可不可以對他寬容一點呢
[00:10:45.440 --> 00:10:48.680]  我們可不可以不要直接批評他們
[00:10:48.680 --> 00:10:52.280]  甚至可以寬容到有時候讓他們有撞板的機會
[00:10:52.280 --> 00:10:55.880]  年輕人這些熟悉的看見
[00:10:55.880 --> 00:10:57.320]  在我角度
[00:10:57.320 --> 00:10:59.120]  因為我做青少年目者
[00:10:59.120 --> 00:11:00.600]  我就覺得
[00:11:00.600 --> 00:11:02.320]  其實無傷大雅
[00:11:02.320 --> 00:11:04.320]  都不是真的那麼重要
[00:11:04.320 --> 00:11:06.720]  只要不是殺人放火
[00:11:06.720 --> 00:11:08.240]  去到無可挽救
[00:11:08.240 --> 00:11:10.520]  有時候我都會被他們撞板
[00:11:10.520 --> 00:11:12.680]  因為我自己會認為
[00:11:12.680 --> 00:11:14.040]  更加重要的是
[00:11:14.040 --> 00:11:16.600]  怎樣在他們
[00:11:16.600 --> 00:11:18.280]  看到他們有問題的時候
[00:11:18.280 --> 00:11:20.280]  或者只是有熟悉的看見的時候
[00:11:20.280 --> 00:11:22.960]  我自己可以成為那個橋樑
[00:11:22.960 --> 00:11:25.640]  去啟發他們有熟悉的看見
[00:11:27.040 --> 00:11:28.840]  不過在搭橋之前
[00:11:28.840 --> 00:11:30.640]  當然要先打好根基
[00:11:30.640 --> 00:11:32.440]  所以其實
[00:11:32.440 --> 00:11:34.800]  建橋之前就要有根基
[00:11:34.800 --> 00:11:37.200]  以利沙對僕人的回應
[00:11:37.200 --> 00:11:38.600]  就是展示出一個
[00:11:38.600 --> 00:11:41.480]  很重要的怎樣建立根基的關鍵
[00:11:41.480 --> 00:11:44.920]  16節以利沙是這樣回應的
[00:11:44.920 --> 00:11:45.720]  他說
[00:11:45.720 --> 00:11:47.520]  不要懼怕
[00:11:47.520 --> 00:11:48.880]  與我們同在的
[00:11:48.880 --> 00:11:51.440]  比與他們同在的更多
[00:11:51.440 --> 00:11:53.600]  坦白說
[00:11:53.600 --> 00:11:56.600]  其實以利沙這句話完全是答非所問的
[00:11:57.200 --> 00:11:58.840]  因為僕人是在問一個
[00:11:58.840 --> 00:11:59.440]  How?
[00:11:59.440 --> 00:12:01.440]  怎樣解決的問題
[00:12:01.440 --> 00:12:03.040]  但是以利沙
[00:12:03.040 --> 00:12:05.600]  沒有提供任何解決的方案
[00:12:05.600 --> 00:12:08.480]  如果我們多看一些
[00:12:08.480 --> 00:12:10.240]  獵王紀夏經文的時候
[00:12:10.240 --> 00:12:12.360]  回到第二章的時候
[00:12:12.360 --> 00:12:15.520]  其實打從以利沙升天之後
[00:12:15.520 --> 00:12:17.400]  聖經就記載了很多
[00:12:17.400 --> 00:12:19.400]  關於以利沙所行的神蹟
[00:12:19.400 --> 00:12:21.520]  關於以利沙很出名的神蹟
[00:12:21.520 --> 00:12:24.680]  就是他幫助書唸婦人的兒子復活
[00:12:24.960 --> 00:12:28.400]  他醫治了乃萬將軍的大麻瘋等等
[00:12:28.400 --> 00:12:31.200]  聖經記載這些神蹟
[00:12:31.200 --> 00:12:34.080]  其實是為了刻意要建立以利沙
[00:12:34.080 --> 00:12:38.240]  他是有承接以利亞先知的積分和權柄的
[00:12:38.240 --> 00:12:39.920]  所以
[00:12:39.920 --> 00:12:41.360]  以利沙的能力
[00:12:41.360 --> 00:12:44.560]  既然他已經承繼了積分和權柄
[00:12:44.560 --> 00:12:49.080]  他當然可以呼喚上帝的火車火馬
[00:12:49.080 --> 00:12:51.400]  一次過殲滅了阿蘭軍
[00:12:51.400 --> 00:12:53.120]  其實這個方法
[00:12:53.120 --> 00:12:56.400]  既可以即時解決當下的困難
[00:12:56.400 --> 00:12:58.800]  又可以回應了僕人的訴求
[00:12:58.800 --> 00:13:02.200]  絕對是一舉兩得的方法
[00:13:02.200 --> 00:13:06.560]  為什麼以利沙沒有即時實行這個神蹟呢?
[00:13:06.560 --> 00:13:10.800]  他首先要用十六節的經文去回應徒弟呢?
[00:13:10.800 --> 00:13:14.480]  因為以利沙在這個時刻
[00:13:14.480 --> 00:13:17.160]  不是以解決困局為優先
[00:13:17.160 --> 00:13:19.920]  以利沙在這個困境裡面
[00:13:19.920 --> 00:13:23.200]  不是以解決困局為優先
[00:13:23.200 --> 00:13:27.320]  他是利用這個困局去建立徒弟的屬靈生命
[00:13:27.320 --> 00:13:29.400]  不過
[00:13:29.400 --> 00:13:30.560]  有時候
[00:13:30.560 --> 00:13:32.920]  你不是說想建立年青人的屬靈生命
[00:13:32.920 --> 00:13:33.880]  是可以建立的
[00:13:33.880 --> 00:13:34.840]  我也知道
[00:13:34.840 --> 00:13:37.440]  你要年青人去聽我們說話的時候
[00:13:37.440 --> 00:13:40.520]  其實很多時候都需要以關係先行
[00:13:40.520 --> 00:13:43.000]  大部分的關係建立
[00:13:43.000 --> 00:13:44.400]  主要都是透過兩件事
[00:13:44.400 --> 00:13:45.000]  第一
[00:13:45.000 --> 00:13:47.520]  就是在同一個場景裡面共處
[00:13:47.920 --> 00:13:50.600]  第二就是在情感上有連結
[00:13:50.600 --> 00:13:53.560]  我們回看以利沙和僕人
[00:13:53.560 --> 00:13:58.080]  其實兩者同時都是面對著被敵人圍困的局面
[00:13:58.080 --> 00:13:59.840]  簡單來說
[00:13:59.840 --> 00:14:01.240]  師父和道弟
[00:14:01.240 --> 00:14:02.360]  兩代人
[00:14:02.360 --> 00:14:04.800]  就是在同一時間同一地點
[00:14:04.800 --> 00:14:06.440]  面對同一個困境
[00:14:06.440 --> 00:14:10.680]  當然我們都是經歷了兩代人
[00:14:10.680 --> 00:14:11.760]  可能不止兩代
[00:14:11.760 --> 00:14:15.040]  可能三代甚至四代在同一堂取得在一起
[00:14:15.760 --> 00:14:18.560]  往往因為我們面對同一件事的時候
[00:14:18.560 --> 00:14:20.800]  有不同的角度去詮釋
[00:14:20.800 --> 00:14:22.160]  所以
[00:14:22.160 --> 00:14:25.400]  幾代人之間就會很容易產生矛盾
[00:14:25.400 --> 00:14:26.920]  產生一些代溝
[00:14:26.920 --> 00:14:30.120]  我就找了一個圖片給大家看一下
[00:14:30.120 --> 00:14:33.120]  這個數目字就躺在地上
[00:14:33.120 --> 00:14:35.400]  左手邊的那個人就說
[00:14:35.400 --> 00:14:37.400]  啊 這是六字
[00:14:37.400 --> 00:14:38.520]  右手邊那個就說
[00:14:38.520 --> 00:14:40.800]  不是啊 這是九字
[00:14:40.800 --> 00:14:42.480]  其實
[00:14:42.480 --> 00:14:45.680]  如果兩個人都只是堅持幾件
[00:14:45.680 --> 00:14:46.720]  一個就一定說
[00:14:46.720 --> 00:14:47.480]  是六字
[00:14:47.480 --> 00:14:47.960]  一個就說
[00:14:47.960 --> 00:14:49.120]  不是啊 是九字
[00:14:49.120 --> 00:14:52.040]  其實他們永遠都不會看到
[00:14:52.040 --> 00:14:54.440]  這個數字是一個怎樣的數字
[00:14:54.440 --> 00:14:58.000]  或者不會看到為什麼對方會這樣說這個數目字
[00:14:58.000 --> 00:15:02.120]  所以如果兩個人堅持幾件
[00:15:02.120 --> 00:15:04.120]  不願意轉換立場的時候
[00:15:04.120 --> 00:15:06.640]  其實是一直不會有討論的結果的
[00:15:06.640 --> 00:15:11.160]  不過以莉莎和僕人去面對相同的處境的時候
[00:15:11.160 --> 00:15:14.600]  她沒有恃著自己的屬靈經驗比較多
[00:15:14.920 --> 00:15:18.000]  她沒有因為看到自己是看見上帝的同在
[00:15:18.000 --> 00:15:19.640]  因為看到火車火嘛
[00:15:19.640 --> 00:15:21.160]  她就責備年輕人
[00:15:21.160 --> 00:15:23.160]  就是看到表面困難
[00:15:23.160 --> 00:15:26.960]  反而以莉莎她是選擇和年輕人去同行
[00:15:26.960 --> 00:15:31.040]  她由左邊走到僕人的右邊
[00:15:31.040 --> 00:15:32.760]  她換位思考
[00:15:32.760 --> 00:15:35.320]  以年輕人的視角去看這個世界
[00:15:35.320 --> 00:15:39.320]  剛好剛剛就在這裡揭了程序表
[00:15:39.320 --> 00:15:41.080]  就看到上行者準備
[00:15:41.080 --> 00:15:42.760]  又要準備行山出隊
[00:15:42.760 --> 00:15:44.400]  好像去荔枝莊
[00:15:45.200 --> 00:15:45.720]  是嗎?
[00:15:45.720 --> 00:15:47.720]  我沒有看到那個地方
[00:15:47.720 --> 00:15:51.160]  總之我看到上行者剛剛準備行山出隊
[00:15:51.160 --> 00:15:52.760]  假設有一天
[00:15:52.760 --> 00:15:55.320]  我們少年部的團友
[00:15:55.320 --> 00:15:58.760]  就在說我們要和上行者一起行山
[00:15:58.760 --> 00:15:59.480]  都很難行的
[00:15:59.480 --> 00:16:01.080]  我知道他們的山都很挑戰性
[00:16:01.080 --> 00:16:05.480]  然後他們上行者就帶著我們一班少年部去行山
[00:16:05.480 --> 00:16:08.560]  期間如果有一個青年人跌進山洞裡
[00:16:08.560 --> 00:16:10.040]  發現自己受了傷
[00:16:10.040 --> 00:16:13.120]  然後這個年輕人就從山洞的底部
[00:16:13.120 --> 00:16:15.840]  向外面呼求救命
[00:16:15.840 --> 00:16:18.640]  有沒有人救我啊
[00:16:18.640 --> 00:16:20.080]  這裡很黑啊
[00:16:20.080 --> 00:16:22.200]  我的腳也動不了
[00:16:22.200 --> 00:16:23.480]  受了傷
[00:16:23.480 --> 00:16:24.880]  我被困住了
[00:16:24.880 --> 00:16:26.960]  我真的很害怕
[00:16:26.960 --> 00:16:27.880]  我受不了了
[00:16:27.880 --> 00:16:29.240]  快點找人來救我吧
[00:16:29.240 --> 00:16:30.480]  救命啊
[00:16:30.480 --> 00:16:33.320]  這個時候就像圖片一樣
[00:16:33.320 --> 00:16:34.440]  站在外面的山洞
[00:16:34.440 --> 00:16:36.400]  有一個弟兄姊妹就這樣回應
[00:16:36.400 --> 00:16:37.160]  她就說
[00:16:37.160 --> 00:16:39.680]  喂 年輕人
[00:16:39.680 --> 00:16:41.200]  有沒有事啊
[00:16:41.200 --> 00:16:42.280]  咦
[00:16:42.640 --> 00:16:43.600]  我聽到你回應我
[00:16:43.600 --> 00:16:44.480]  你有聲音的
[00:16:44.480 --> 00:16:46.640]  那就是沒什麼大礙了
[00:16:46.640 --> 00:16:48.040]  感謝主沒事了
[00:16:48.040 --> 00:16:50.320]  你說很黑
[00:16:50.320 --> 00:16:51.400]  你的腳也很痛
[00:16:51.400 --> 00:16:53.560]  你沒有即時的生命危險
[00:16:53.560 --> 00:16:54.080]  行了
[00:16:54.080 --> 00:16:54.760]  等一下
[00:16:54.760 --> 00:16:55.480]  我正在來
[00:16:55.480 --> 00:16:56.640]  我正在叫人
[00:16:56.640 --> 00:16:58.440]  正在召車來
[00:16:58.440 --> 00:16:59.640]  正在召直升機來
[00:16:59.640 --> 00:17:00.800]  你不用怕
[00:17:00.800 --> 00:17:01.800]  黑而已
[00:17:01.800 --> 00:17:02.840]  不會吃掉你的
[00:17:02.840 --> 00:17:03.840]  不用擔心
[00:17:03.840 --> 00:17:04.760]  我們正在找人
[00:17:04.760 --> 00:17:05.960]  很快就來救你了
[00:17:05.960 --> 00:17:06.880]  先撐著
[00:17:06.880 --> 00:17:09.600]  這個是其中一個人的回應
[00:17:09.600 --> 00:17:12.160]  另外一個人回應
