
[00:00:00.000 --> 00:00:04.000]  (教育)今天要讀的經文是記載在
[00:03:31.240 --> 00:03:35.240]  專登帶他們去走黃大仙樂府一帶,
[00:03:35.240 --> 00:03:40.240]  然後叫他們去猜有多少個窗是屬於一戶人,
[00:03:40.240 --> 00:03:44.240]  當然答案一定是嚇他們一跳,
[00:03:44.240 --> 00:03:47.240]  因為每一個窗戶就等於一戶人。
[00:03:47.240 --> 00:03:51.240]  香港人居住環境的狹窄是舉世知名的,
[00:03:51.240 --> 00:03:55.240]  我們上一輩生活在一個很艱苦的環境裡面,
[00:03:55.240 --> 00:03:58.240]  我不知道我們中間有多少人在屋邨長大,
[00:03:58.240 --> 00:04:02.240]  我不是在屋邨長大,是因為我無幸在屋邨長大,
[00:04:02.240 --> 00:04:10.240]  我由我出生到十八歲,我都是住在一間五百呎的唐樓,
[00:04:10.240 --> 00:04:13.240]  建了六個單位,板間房,
[00:04:13.240 --> 00:04:20.240]  我住在一家七口住在一個幾十呎的洗澡房改建的板間房,
[00:04:20.240 --> 00:04:25.240]  我是到十八歲才有幸升級上到公共屋邨,
[00:04:25.240 --> 00:04:30.240]  所以我們都是艱難的日子,
[00:04:30.240 --> 00:04:36.240]  不過我們回望我們的過去,
[00:04:36.240 --> 00:04:39.240]  我們看到高高低低的日子裡面,
[00:04:39.240 --> 00:04:42.240]  上帝一直恩眷我們,
[00:04:42.240 --> 00:04:47.240]  我從來沒有像現在那樣為香港人自豪,
[00:04:47.240 --> 00:04:50.240]  為我們的激情,為我們的勇敢,
[00:04:50.240 --> 00:04:54.240]  為我們的沮喪,為我們的膽怯,
[00:04:54.240 --> 00:04:58.240]  為我們的挫折,為我們的奮鬥,
[00:04:58.240 --> 00:05:01.240]  我引以為榮。
[00:05:01.240 --> 00:05:07.240]  2023年開始,我們先講照命,
[00:05:07.240 --> 00:05:11.240]  不過你知道今天本來不是我講的,我是吃雞的,
[00:05:11.240 --> 00:05:14.240]  今天本來應該是陳明全牧師,主任牧師,
[00:05:14.240 --> 00:05:17.240]  和大家講教會新一年的方向,
[00:05:17.240 --> 00:05:20.240]  不過因為他病了,我臨時替上,
[00:05:20.240 --> 00:05:25.240]  所以我講照命,我就不會講群體性的,
[00:05:25.240 --> 00:05:30.240]  我會講個人性的,整個教會的大方向就留給我們的總舵主,
[00:05:30.240 --> 00:05:34.240]  等他在下個星期,或者是農曆新年第一個星期,
[00:05:34.240 --> 00:05:38.240]  就是年初一,等他講吧,
[00:05:38.240 --> 00:05:41.240]  我們繼續看《約翰福音》,
[00:05:41.240 --> 00:05:46.240]  我們看耶穌呼召門徒的第二部分,
[00:05:46.240 --> 00:05:55.240]  剛才讀的聖經記載了耶穌呼召那丹葉的故事,
[00:05:55.240 --> 00:05:58.240]  我們在這個故事裡面講照命,
[00:05:58.240 --> 00:06:02.240]  我們講照命不是講偉大的東西,
[00:06:02.240 --> 00:06:05.240]  不是講摩西在荷列山上見到燃燒的荊棘,
[00:06:05.240 --> 00:06:14.240]  不是講以賽亞在祈禱的時候見到坐在寶座上的上帝,
[00:06:14.240 --> 00:06:18.240]  這些照命太崇高,太偉大,
[00:06:18.240 --> 00:06:22.240]  最少我很抱歉地講,我講不到的,因為我沒有經歷過,
[00:06:22.240 --> 00:06:27.240]  我順處視同幾十年,我未見過燃燒的荊棘這麼厲害的東西,
[00:06:27.240 --> 00:06:29.240]  如果你看過的話,應該出來講,
[00:06:29.240 --> 00:06:32.240]  我見到的都是微思細眼的東西,
[00:06:32.240 --> 00:06:37.240]  不過那丹葉的故事就是一個微思細眼的故事,
[00:06:37.240 --> 00:06:41.240]  耶穌呼召那丹葉的故事有些婉言曲折,
[00:06:41.240 --> 00:06:45.240]  聖經首先記載耶穌呼召肥力,
[00:06:45.240 --> 00:06:48.240]  肥力和彼得一樣都是白菜大人,
[00:06:48.240 --> 00:06:54.240]  耶穌在傳道初期,由於他家鄉拿撒勒不歡迎他,
[00:06:54.240 --> 00:06:57.240]  所以他很多時間都停留在白菜大,
[00:06:57.240 --> 00:07:01.240]  在加里尼湖邊的一個小村落,一個小鎮,
[00:07:01.240 --> 00:07:05.240]  這個時候耶穌還沒有到處周遊報道,
[00:07:05.240 --> 00:07:11.240]  不少他所呼召的第一批門徒仍然去Day Camp,
[00:07:11.240 --> 00:07:15.240]  不是去Full Camp,不是Boarding,
[00:07:15.240 --> 00:07:19.240]  每天回家,不是跟著耶穌到處去,
[00:07:19.240 --> 00:07:21.240]  是白天跟著他,晚上回家,
[00:07:21.240 --> 00:07:24.240]  甚至白天都不是時時跟著耶穌,
[00:07:24.240 --> 00:07:26.240]  是Part Time(兼職)而不是Full Time(全職)
[00:07:26.240 --> 00:07:29.240]  他們還會繼續做他們自己原來的工作,
[00:07:29.240 --> 00:07:32.240]  繼續營生,繼續耕田,繼續打魚,
[00:07:32.240 --> 00:07:35.240]  這是早期的情況,
[00:07:35.240 --> 00:07:38.240]  在跟隨耶穌之後,
[00:07:38.240 --> 00:07:42.240]  馬上就去找他的一個閨中密友,一個發小,
[00:07:42.240 --> 00:07:45.240]  就是他的好朋友拿丹葉,
[00:07:45.240 --> 00:07:47.240]  告訴拿丹葉這個消息,
[00:07:47.240 --> 00:07:50.240]  他說我們蘇常盼望的,
[00:07:50.240 --> 00:07:54.240]  也是舊約的眾仙之所預言的那個尼塞亞,
[00:07:54.240 --> 00:07:57.240]  我們今天終於見到他了,
[00:07:57.240 --> 00:08:00.240]  他就是拿撒勒人耶穌,
[00:08:00.240 --> 00:08:04.240]  拿丹葉聽到這番說話,反應很冷淡,
[00:08:04.240 --> 00:08:06.240]  隨便回應一句,
[00:08:06.240 --> 00:08:10.240]  拿撒勒這個窮鄉僻壤,
[00:08:10.240 --> 00:08:13.240]  怎會產生這些好東西來呢?
[00:08:13.240 --> 00:08:16.240]  山東街,山東街有什麼好東西?
[00:08:16.240 --> 00:08:18.240]  山東街只見到人們扔油,
[00:08:18.240 --> 00:08:20.240]  見到人們賣粉,
[00:08:20.240 --> 00:08:21.240]  山東街有好東西嗎?
[00:08:21.240 --> 00:08:25.240]  不會的,他們見不到我們有旺角浸信會,
[00:08:25.240 --> 00:08:26.240]  所以見不到好東西,
[00:08:26.240 --> 00:08:28.240]  見到都是,哇,這樣的地方,
[00:08:28.240 --> 00:08:31.240]  怎可能出到好東西呢?對不對?
[00:08:31.240 --> 00:08:34.240]  這個耶穌如果是拿撒勒人,
[00:08:34.240 --> 00:08:37.240]  大概他不可能是尼塞亞,
[00:08:37.240 --> 00:08:40.240]  肥力是一個很會傳福音的人,
[00:08:40.240 --> 00:08:43.240]  他沒有和拿丹葉做口舌之爭,
[00:08:43.240 --> 00:08:49.240]  糾纏於拿撒勒能不能夠出產尼塞亞這個神學問題,
[00:08:49.240 --> 00:08:51.240]  他只是簡單說一句,
[00:08:51.240 --> 00:08:55.240]  你自己來看,你自己來看,
[00:08:55.240 --> 00:09:00.240]  真的,沒有人聽到別人說有關耶穌的故事,
[00:09:00.240 --> 00:09:03.240]  就貿然願意跟隨主的,
[00:09:03.240 --> 00:09:05.240]  這個故事太奇怪,
[00:09:05.240 --> 00:09:08.240]  耶穌出生太貧寒,
[00:09:08.240 --> 00:09:11.240]  道成肉身的故事太放誕,
[00:09:11.240 --> 00:09:14.240]  就這樣聽,你不會接受的,
[00:09:14.240 --> 00:09:18.240]  唯有是他親自去到耶穌的面前,
[00:09:18.240 --> 00:09:22.240]  見過祂,聽過祂,摸著祂,
[00:09:22.240 --> 00:09:27.240]  亦都應該說被耶穌動過祂,
[00:09:27.240 --> 00:09:30.240]  他才會向耶穌折服,
[00:09:30.240 --> 00:09:34.240]  承認耶穌果然是上帝的意志,
[00:09:34.240 --> 00:09:40.240]  所以傳福音的人最大的使命不是在理論層面去搏倒對方,
[00:09:40.240 --> 00:09:43.240]  而是將人帶去耶穌的面前,
[00:09:43.240 --> 00:09:48.240]  讓耶穌親自動他,親自改變他,
[00:09:48.240 --> 00:09:52.240]  我不是想用我的言語去說服你,
[00:09:52.240 --> 00:09:54.240]  我是想你見到耶穌,
[00:09:54.240 --> 00:09:57.240]  你見到耶穌就什麼都可以搞定,
[00:09:57.240 --> 00:09:59.240]  我不用說這麼多,
[00:09:59.240 --> 00:10:03.240]  費力帶著拿丹葉去找耶穌,
[00:10:03.240 --> 00:10:07.240]  因為北塞大是很小的地方,
[00:10:07.240 --> 00:10:09.240]  耶穌離他們不遠,
[00:10:09.240 --> 00:10:11.240]  很快就找到耶穌,
[00:10:11.240 --> 00:10:14.240]  耶穌遙遠看到他們,
[00:10:14.240 --> 00:10:18.240]  就大聲指著拿丹葉說,
[00:10:18.240 --> 00:10:23.240]  看,這是一個頂天立地的以色列人,
[00:10:23.240 --> 00:10:25.240]  他的心地純樸,
[00:10:25.240 --> 00:10:27.240]  沒有鬼詐,
[00:10:27.240 --> 00:10:31.240]  沒有什麼陰暗面,
[00:10:31.240 --> 00:10:34.240]  我們可以相信拿丹葉真是一個心地善良,
[00:10:34.240 --> 00:10:36.240]  人格正直的人,
[00:10:36.240 --> 00:10:37.240]  耶穌沒理由看錯人,
[00:10:37.240 --> 00:10:38.240]  耶穌不會擄作的,
[00:10:38.240 --> 00:10:40.240]  耶穌說他是好人,
[00:10:40.240 --> 00:10:41.240]  一定是好人,
[00:10:41.240 --> 00:10:44.240]  我們也不需要浪漫化地說,
[00:10:44.240 --> 00:10:47.240]  拿丹葉是一個性格完全毫無瑕疵的人,
[00:10:47.240 --> 00:10:50.240]  如果是一個完美的人就不用相信耶穌,
[00:10:50.240 --> 00:10:52.240]  他已經上天堂了,
[00:10:52.240 --> 00:10:53.240]  沒有一個這樣的人,
[00:10:53.240 --> 00:10:56.240]  拿丹葉應該是有好有壞的,
[00:10:56.240 --> 00:11:00.240]  不過可能性格的優點多於缺點,
[00:11:00.240 --> 00:11:02.240]  或者六四,
[00:11:02.240 --> 00:11:03.240]  或者七三,
[00:11:03.240 --> 00:11:04.240]  或者八二,
[00:11:04.240 --> 00:11:05.240]  不知道,
[00:11:05.240 --> 00:11:06.240]  不無論何,
[00:11:06.240 --> 00:11:08.240]  最少你見到的是,
[00:11:08.240 --> 00:11:13.240]  耶穌刻意去點出拿丹葉的優點,
[00:11:13.240 --> 00:11:14.240]  而不是缺點,
[00:11:14.240 --> 00:11:20.240]  是指出他性格上有可誇之處,
[00:11:20.240 --> 00:11:22.240]  公開去讚美他,
[00:11:22.240 --> 00:11:26.240]  耶穌沒有捉住拿丹葉的缺點來對他說,
[00:11:26.240 --> 00:11:28.240]  沒有指責你是罪人,
[00:11:28.240 --> 00:11:29.240]  你必須盡快悔改,
[00:11:29.240 --> 00:11:30.240]  否則你會落地獄,
[00:11:30.240 --> 00:11:31.240]  不是,
[00:11:31.240 --> 00:11:33.240]  耶穌只是說他的優點,
[00:11:34.240 --> 00:11:36.240]  我兒子,
[00:11:36.240 --> 00:11:40.240]  我記得他在中學階段尾,
[00:11:40.240 --> 00:11:42.240]  中五,中六,中七的時候,
[00:11:42.240 --> 00:11:45.240]  他曾經想過想去讀拜柯,
[00:11:45.240 --> 00:11:47.240]  為什麼想讀拜柯呢?
[00:11:47.240 --> 00:11:48.240]  他後來沒有,
[00:11:48.240 --> 00:11:50.240]  因為我也知道拜柯根本不適合他,
[00:11:50.240 --> 00:11:52.240]  完全不是他的性格,
[00:11:52.240 --> 00:11:56.240]  只不過因為拜柯阿Sir很疼他,
[00:11:56.240 --> 00:11:58.240]  他很喜歡那個拜柯阿Sir,
[00:11:58.240 --> 00:12:00.240]  很多人是這樣的,
[00:12:00.240 --> 00:12:01.240]  我喜歡那個先生,
[00:12:01.240 --> 00:12:03.240]  或者那個先生喜歡我,
[00:12:03.240 --> 00:12:04.240]  我就喜歡他那科,
[00:12:04.240 --> 00:12:06.240]  我就自然想跟他那科讀,
[00:12:06.240 --> 00:12:08.240]  是這樣的,
[00:12:08.240 --> 00:12:10.240]  你看得起我,
[00:12:10.240 --> 00:12:12.240]  你喜歡我,
[00:12:12.240 --> 00:12:13.240]  你讚賞我,
[00:12:13.240 --> 00:12:15.240]  我就會為你拼命,
[00:12:15.240 --> 00:12:17.240]  我就會用心讀好這一科,
[00:12:17.240 --> 00:12:19.240]  通常我們人就是這樣,
[00:12:19.240 --> 00:12:24.240]  肯定人,
[00:12:24.240 --> 00:12:28.240]  找出人生命裡面的優點,
[00:12:29.240 --> 00:12:33.240]  然後到位的去讚賞他,
[00:12:33.240 --> 00:12:36.240]  他會知道他是誰,
[00:12:36.240 --> 00:12:40.240]  並且他會繼續奮鬥,
[00:12:40.240 --> 00:12:41.240]  繼續努力,
[00:12:41.240 --> 00:12:44.240]  弟兄姊妹,
[00:12:44.240 --> 00:12:47.240]  不要說我們去讚賞別人,
[00:12:47.240 --> 00:12:50.240]  我們就算去看我們自己也是這樣,
[00:12:50.240 --> 00:12:55.240]  多一點從自己有的,
[00:12:55.240 --> 00:12:57.240]  而不是沒有的,
[00:12:57.240 --> 00:12:59.240]  從未有的角度,
[00:12:59.240 --> 00:13:02.240]  去看上帝我們個人生命裡面的心意,
[00:13:02.240 --> 00:13:06.240]  很多時候我們想我們的未來,
[00:13:06.240 --> 00:13:07.240]  想我們要做什麼,
[00:13:07.240 --> 00:13:11.240]  總是想一些我們未做到,
[00:13:11.240 --> 00:13:13.240]  甚至可能做不到的事,
[00:13:13.240 --> 00:13:16.240]  見到別人上太空,
[00:13:16.240 --> 00:13:17.240]  我很希望上太空,
[00:13:17.240 --> 00:13:19.240]  見到李麗珊,
[00:13:19.240 --> 00:13:22.240]  我很想游得快過她,
[00:13:23.240 --> 00:13:26.240]  我羨慕別人有,
[00:13:26.240 --> 00:13:27.240]  而我沒有的事,
[00:13:27.240 --> 00:13:30.240]  我期望做到她,
[00:13:30.240 --> 00:13:31.240]  翻天覆地,
[00:13:31.240 --> 00:13:32.240]  改變自己,
[00:13:32.240 --> 00:13:33.240]  做到她,
[00:13:33.240 --> 00:13:35.240]  但是,
[00:13:35.240 --> 00:13:36.240]  想一想,
[00:13:36.240 --> 00:13:39.240]  有什麼是我有的,
[00:13:39.240 --> 00:13:42.240]  有什麼是上帝給了我的,
[00:13:42.240 --> 00:13:49.240]  上帝在我們生命的劇本已經開展了,
[00:13:50.240 --> 00:13:51.240]  那問,
[00:13:51.240 --> 00:13:53.240]  如果今天耶穌要來讚我,
[00:13:53.240 --> 00:13:55.240]  祂會讚我什麼呢?
[00:13:55.240 --> 00:13:59.240]  你不要以為這樣很自誇,
[00:13:59.240 --> 00:14:00.240]  不是的,
[00:14:00.240 --> 00:14:03.240]  保羅常常說祂只是誇口祂的軟弱,
[00:14:03.240 --> 00:14:04.240]  但是,
[00:14:04.240 --> 00:14:07.240]  他在提摩太前書1章12節是這麼說的,
[00:14:07.240 --> 00:14:11.240]  我感謝那個加給我力量的我主,
[00:14:11.240 --> 00:14:12.240]  基督耶穌,
[00:14:12.240 --> 00:14:16.240]  因祂以我有忠心,
[00:14:16.240 --> 00:14:18.240]  派我侍奉祂,
[00:14:19.240 --> 00:14:21.240]  保羅是不是口面屁,
[00:14:21.240 --> 00:14:22.240]  不是,
[00:14:22.240 --> 00:14:23.240]  他是真誠的說,
[00:14:23.240 --> 00:14:24.240]  我,
[00:14:24.240 --> 00:14:26.240]  至少我是很忠心我的主,
[00:14:26.240 --> 00:14:30.240]  所以我的主因著這樣的緣故侍奉我,
[00:14:30.240 --> 00:14:31.240]  上帝,
[00:14:31.240 --> 00:14:32.240]  我常常說,
[00:14:32.240 --> 00:14:33.240]  不會為一件垃圾而死的,
[00:14:33.240 --> 00:14:34.240]  祂為我死,
[00:14:34.240 --> 00:14:36.240]  證明我是有價值的人,
[00:14:36.240 --> 00:14:38.240]  我一定是有價值的人,
[00:14:38.240 --> 00:14:39.240]  我有什麼價值呢?
[00:14:39.240 --> 00:14:41.240]  我不常常看見,
[00:14:41.240 --> 00:14:42.240]  我不常常看見,
[00:14:42.240 --> 00:14:45.240]  我求主開我的眼叫我見到,
[00:14:47.240 --> 00:14:51.240]  那丹葉對耶穌讚美的說話非常震動,
[00:14:51.240 --> 00:14:54.240]  本來他對耶穌還有一些狂傲,
[00:14:54.240 --> 00:14:56.240]  有一些對立的態度,
[00:14:56.240 --> 00:14:57.240]  想挑戰耶穌,
[00:14:57.240 --> 00:14:59.240]  否定耶穌,
[00:14:59.240 --> 00:15:01.240]  那丹不會出好東西,
[00:15:01.240 --> 00:15:03.240]  所以耶穌不是好東西,
[00:15:03.240 --> 00:15:04.240]  但一下子,
[00:15:04.240 --> 00:15:05.240]  你見到他,
[00:15:05.240 --> 00:15:06.240]  馬上謙卑下來,
[00:15:06.240 --> 00:15:10.240]  在一個認識你底蘊的人面前,
[00:15:10.240 --> 00:15:11.240]  你最好謙卑一點,
[00:15:11.240 --> 00:15:13.240]  對方認識你,
[00:15:13.240 --> 00:15:14.240]  你不認識他,
[00:15:14.240 --> 00:15:15.240]  你知不知道你輸了,
[00:15:15.240 --> 00:15:16.240]  你很害怕,
[00:15:16.240 --> 00:15:17.240]  他認識你,
[00:15:17.240 --> 00:15:18.240]  你不認識他,
[00:15:18.240 --> 00:15:20.240]  他就問耶穌,
[00:15:20.240 --> 00:15:22.240]  你怎麼認識我?
[00:15:22.240 --> 00:15:25.240]  耶穌再大他,
[00:15:25.240 --> 00:15:27.240]  耶穌回答,
[00:15:27.240 --> 00:15:30.240]  肥力還沒招呼你,
[00:15:30.240 --> 00:15:32.240]  你在無花果樹底下,
[00:15:32.240 --> 00:15:34.240]  我就看見你了,
[00:15:34.240 --> 00:15:39.240]  耶穌不是在肥力帶那丹葉來找他的時候,
[00:15:39.240 --> 00:15:40.240]  才看到那丹葉,
[00:15:40.240 --> 00:15:43.240]  他卻在肥力還沒找那丹葉,
[00:15:43.240 --> 00:15:45.240]  沒有邀請他見耶穌之前,
[00:15:45.240 --> 00:15:47.240]  耶穌已經看到他,
[00:15:47.240 --> 00:15:50.240]  耶穌特別提到那丹葉,
[00:15:50.240 --> 00:15:52.240]  你那時候是否站在無花果樹底下呢?
[00:15:52.240 --> 00:15:55.240]  證明我真的看到你,
[00:15:55.240 --> 00:16:01.240]  早在那丹葉從肥力口中認識有耶穌這個人之前,
[00:16:01.240 --> 00:16:04.240]  耶穌已經認識那丹葉,
[00:16:04.240 --> 00:16:07.240]  實際上我們知道,
[00:16:07.240 --> 00:16:11.240]  耶穌不是在肥力找那丹葉之前,
[00:16:11.240 --> 00:16:13.240]  那一剎那才認識那丹葉,
[00:16:13.240 --> 00:16:20.240]  他是早在那丹葉出生之前就已經認識他,
[00:16:20.240 --> 00:16:23.240]  耶穌認識那丹葉,
[00:16:23.240 --> 00:16:25.240]  也認識我們每一個,
[00:16:25.240 --> 00:16:28.240]  早在我們認識他之前,
[00:16:28.240 --> 00:16:30.240]  耶穌已經認識我們,
[00:16:30.240 --> 00:16:31.240]  早在我們看見耶穌之前,
[00:16:31.240 --> 00:16:33.240]  耶穌已經看見我們,
[00:16:33.240 --> 00:16:36.240]  我們一直活在他的目光之下,
[00:16:36.240 --> 00:16:38.240]  從來沒有離開過,
[00:16:38.240 --> 00:16:42.240]  我以前寫過一本小書叫《信定一生》,
[00:16:42.240 --> 00:16:44.240]  今天講的不是新的東西,
[00:16:44.240 --> 00:16:48.240]  我在十八歲那一年成為基督徒,
[00:16:48.240 --> 00:16:51.240]  在那一年我承認上帝是上帝,
[00:16:51.240 --> 00:16:54.240]  但上帝何時是我的上帝,
[00:16:54.240 --> 00:16:57.240]  何時認識我,
[00:16:57.240 --> 00:16:59.240]  他從來都是我的上帝,
[00:16:59.240 --> 00:17:01.240]  從來沒有一刻不是,
[00:17:01.240 --> 00:17:03.240]  他一直認識我,
[00:17:03.240 --> 00:17:07.240]  我的基督徒生涯在十八歲那一年開始,
[00:17:08.240 --> 00:17:10.240]  但我的救贖故事,
[00:17:10.240 --> 00:17:15.240]  早在我的骨頭還未形成之前就已經開始,
[00:17:15.240 --> 00:17:19.240]  我在未信主前的十八年,
[00:17:19.240 --> 00:17:22.240]  我在人間飆盪的十八年,
[00:17:22.240 --> 00:17:25.240]  我經歷各種挫折,
[00:17:25.240 --> 00:17:29.240]  困乏的時候,
[00:17:29.240 --> 00:17:32.240]  他已經是我的上帝,
[00:17:32.240 --> 00:17:34.240]  他一直是我的上帝,
[00:17:35.240 --> 00:17:39.240]  那丹爾被耶穌基督的認識徹底震撼,
[00:17:39.240 --> 00:17:43.240]  他立即在耶穌面前伏手稱臣,
[00:17:43.240 --> 00:17:47.240]  拉比,你是上帝的兒子,
[00:17:47.240 --> 00:17:50.240]  你是以色列的王,
[00:17:50.240 --> 00:17:54.240]  他本來是要來看看耶穌是誰,
[00:17:54.240 --> 00:17:56.240]  認識耶穌,
[00:17:56.240 --> 00:17:57.240]  發現耶穌,
[00:17:57.240 --> 00:18:02.240]  判定耶穌是不是肥力所說的救約所允許的尼塞亞,
[00:18:02.240 --> 00:18:03.240]  但如今,
[00:18:03.240 --> 00:18:04.240]  他第一個發現是甚麼,
[00:18:04.240 --> 00:18:05.240]  他發現耶穌,
[00:18:05.240 --> 00:18:06.240]  發現他,
[00:18:06.240 --> 00:18:07.240]  他認識甚麼,
[00:18:07.240 --> 00:18:08.240]  他認識耶穌,
[00:18:08.240 --> 00:18:09.240]  他認識他,
[00:18:09.240 --> 00:18:13.240]  耶穌認識他,
[00:18:13.240 --> 00:18:16.240]  比他認識耶穌更重要,
[00:18:16.240 --> 00:18:21.240]  這是因為被發現而帶來的震撼,
[00:18:21.240 --> 00:18:25.240]  信仰除了幫助我們認識上帝,
[00:18:25.240 --> 00:18:27.240]  知道他為我們做了甚麼之外,
[00:18:27.240 --> 00:18:30.240]  也更重要的是幫我們認識我們自己,
[00:18:30.240 --> 00:18:32.240]  我們在上帝眼裏,
[00:18:32.240 --> 00:18:34.240]  發現真正的自己,
[00:18:34.240 --> 00:18:36.240]  就是被上帝創造,
[00:18:36.240 --> 00:18:37.240]  被他救贖,
[00:18:37.240 --> 00:18:40.240]  被他作為一席無數的自己,
[00:18:40.240 --> 00:18:47.240]  也是要開展的救贖故事裏的第二主角,
[00:18:47.240 --> 00:18:52.240]  我的救贖故事的第一主角當然是耶穌,
[00:18:52.240 --> 00:18:55.240]  是耶穌和我,
[00:18:55.240 --> 00:18:57.240]  以馬來尼,
[00:18:57.240 --> 00:19:01.240]  上帝和我的故事,
[00:19:02.240 --> 00:19:04.240]  很多時候,
[00:19:04.240 --> 00:19:06.240]  我們對自己有很多假象,
[00:19:06.240 --> 00:19:09.240]  特別是我們對眼前的我們自己,
[00:19:09.240 --> 00:19:11.240]  很多不滿意的時候,
[00:19:11.240 --> 00:19:13.240]  我們總是閉上眼睛,
[00:19:13.240 --> 00:19:14.240]  幻想,
[00:19:14.240 --> 00:19:17.240]  預測我是怎樣怎樣的人,
[00:19:17.240 --> 00:19:19.240]  我經常和人格價,
[00:19:19.240 --> 00:19:20.240]  和人比較,
[00:19:20.240 --> 00:19:24.240]  希望我可以做到別人的樣子,
[00:19:24.240 --> 00:19:27.240]  希望可以實現某一個境界,
[00:19:27.240 --> 00:19:30.240]  然後我們東奔西跑,
[00:19:30.240 --> 00:19:35.240]  就是蠻頭蒼蠅到處去嘗試,
[00:19:35.240 --> 00:19:38.240]  直到我們碰了很多釘,
[00:19:38.240 --> 00:19:40.240]  筋疲力盡之後,
[00:19:40.240 --> 00:19:44.240]  我們才乖乖安頓下來去問上帝,
[00:19:44.240 --> 00:19:48.240]  到底在你眼中,
[00:19:48.240 --> 00:19:50.240]  我是一個怎樣的現實,
[00:19:50.240 --> 00:19:53.240]  我有一個怎樣的將來,
[00:19:53.240 --> 00:19:56.240]  我常常想成為somebody,
[00:19:56.240 --> 00:20:00.240]  常常想do something,
[00:20:00.240 --> 00:20:02.240]  但是上帝告訴我,
[00:20:02.240 --> 00:20:06.240]  我要成為他創造計劃裡面的我,
[00:20:06.240 --> 00:20:08.240]  Be yourself,
[00:20:08.240 --> 00:20:12.240]  當然不是如今爛爛的self,
[00:20:12.240 --> 00:20:16.240]  而是未來最大可能的self,
[00:20:16.240 --> 00:20:21.240]  師父需要的第一照明,
[00:20:21.240 --> 00:20:25.240]  永遠不是宏大的外在需要,
[00:20:25.240 --> 00:20:29.240]  而是上帝在我們生命裡面的計劃,
