
[00:00:00.000 --> 00:00:01.720]  而是經訓的時間
[00:06:46.880 --> 00:06:48.880]  帶我們走前面的路
[00:06:48.880 --> 00:06:50.880]  這首詩歌
[00:06:50.880 --> 00:06:52.880]  既然我剛剛說到
[00:06:52.880 --> 00:06:54.880]  他是在黑暗當中
[00:06:54.880 --> 00:06:56.880]  去照明我們
[00:06:56.880 --> 00:06:58.880]  黑暗我們也要理解一下
[00:06:58.880 --> 00:07:00.880]  也要描述一下黑暗到底是什麼
[00:07:00.880 --> 00:07:02.880]  因為很多人會將
[00:07:02.880 --> 00:07:04.880]  我這段時間真的很黑
[00:07:04.880 --> 00:07:06.880]  跟黑暗會有些搗亂
[00:07:06.880 --> 00:07:08.880]  我想兩種有些不太一樣
[00:07:08.880 --> 00:07:10.880]  如果說很黑的話
[00:07:10.880 --> 00:07:12.880]  有什麼很黑呢
[00:07:12.880 --> 00:07:14.880]  我本來今天想來舞會講到
[00:07:14.880 --> 00:07:16.880]  都很帥氣
[00:07:16.880 --> 00:07:18.880]  怎知道
[00:07:18.880 --> 00:07:20.880]  昨天來到這裡
[00:07:20.880 --> 00:07:22.880]  突然眼睛有毛巾還是什麼原因
[00:07:22.880 --> 00:07:24.880]  我老婆說你的眼睛腫了
[00:07:24.880 --> 00:07:26.880]  大家不要突然看我的眼睛
[00:07:26.880 --> 00:07:28.880]  有點尷尬
[00:07:28.880 --> 00:07:30.880]  我昨晚已經
[00:07:30.880 --> 00:07:32.880]  滴眼藥水
[00:07:32.880 --> 00:07:34.880]  今天想帥一點
[00:07:34.880 --> 00:07:36.880]  但不要緊
[00:07:36.880 --> 00:07:38.880]  待會直播時不要太近
[00:07:38.880 --> 00:07:40.880]  這樣也很黑
[00:07:40.880 --> 00:07:42.880]  如果早前
[00:07:42.880 --> 00:07:44.880]  要論黑仔
[00:07:44.880 --> 00:07:46.880]  不知道大家記不記得
[00:07:46.880 --> 00:07:48.880]  幾個星期前有一個軟件壞了
[00:07:48.880 --> 00:07:50.880]  香港應該也受影響
[00:07:50.880 --> 00:07:52.880]  一個軟件壞了
[00:07:52.880 --> 00:07:54.880]  全球的飛機也受影響
[00:07:54.880 --> 00:07:56.880]  如果你在機場
[00:07:56.880 --> 00:07:58.880]  你也會說為什麼我不黑仔
[00:07:58.880 --> 00:08:00.880]  我想像有些黑仔的畫面
[00:08:00.880 --> 00:08:02.880]  如果今天告訴你
[00:08:02.880 --> 00:08:04.880]  你手機裡的資料突然離開教會
[00:08:04.880 --> 00:08:06.880]  就沒有了
[00:08:06.880 --> 00:08:08.880]  舉例
[00:08:08.880 --> 00:08:10.880]  你馬上想我去了哪間教會
[00:08:10.880 --> 00:08:12.880]  這些位置都很黑
[00:08:12.880 --> 00:08:14.880]  但是
[00:08:14.880 --> 00:08:16.880]  這些黑和黑暗有點不同
[00:08:16.880 --> 00:08:18.880]  黑暗是什麼呢
[00:08:18.880 --> 00:08:20.880]  我想
[00:08:20.880 --> 00:08:22.880]  這裡
[00:08:22.880 --> 00:08:24.880]  我應該要下去
[00:08:24.880 --> 00:08:26.880]  我應該要下去
[00:08:26.880 --> 00:08:28.880]  黑暗是什麼呢
[00:08:28.880 --> 00:08:30.880]  可能大家不太清楚
[00:08:30.880 --> 00:08:32.880]  但我希望吃住黑暗
[00:08:32.880 --> 00:08:34.880]  讓你覺得黑暗看不清楚
[00:08:34.880 --> 00:08:36.880]  黑暗是什麼呢
[00:08:36.880 --> 00:08:38.880]  我想黑暗是一件事
[00:08:38.880 --> 00:08:40.880]  我去描述
[00:08:40.880 --> 00:08:42.880]  在人生裡的黑暗
[00:08:42.880 --> 00:08:44.880]  有時候是突如其來
[00:08:44.880 --> 00:08:46.880]  你本身今天可能健健康康
[00:08:46.880 --> 00:08:48.880]  今天在教會
[00:08:48.880 --> 00:08:50.880]  彼此打招呼很開心
[00:08:50.880 --> 00:08:52.880]  但突然之間
[00:08:52.880 --> 00:08:54.880]  可能是身體的疾病
[00:08:54.880 --> 00:08:56.880]  可能是突如其來的悲劇
[00:08:56.880 --> 00:08:58.880]  一個傷痛
[00:08:58.880 --> 00:09:00.880]  你突然之間人生可以一蹶不振
[00:09:00.880 --> 00:09:02.880]  可以突然之間
[00:09:02.880 --> 00:09:04.880]  覺得自己的人生是永不翻新
[00:09:04.880 --> 00:09:06.880]  大家記不記得死亡當中
[00:09:06.880 --> 00:09:08.880]  有一個叫做很薩瑪利亞人的故事
[00:09:08.880 --> 00:09:10.880]  我們經常都記得那個
[00:09:10.880 --> 00:09:12.880]  很薩瑪利亞人
[00:09:12.880 --> 00:09:14.880]  但有沒有人很特別印象深刻
[00:09:14.880 --> 00:09:16.880]  那個人
[00:09:16.880 --> 00:09:18.880]  有沒有想過那個人其實在上一秒
[00:09:18.880 --> 00:09:20.880]  還很開心
[00:09:20.880 --> 00:09:22.880]  敬拜完上帝
[00:09:22.880 --> 00:09:24.880]  可能很開心
[00:09:24.880 --> 00:09:26.880]  帶著東西走了
[00:09:26.880 --> 00:09:28.880]  誰知道去到山路的時候
[00:09:28.880 --> 00:09:30.880]  突然之間被人打劫
[00:09:30.880 --> 00:09:32.880]  打到半死
[00:09:32.880 --> 00:09:34.880]  然後他在地上什麼都做不到
[00:09:34.880 --> 00:09:36.880]  他只能等候經過的人去救他
[00:09:36.880 --> 00:09:40.880]  我想真正的黑暗
[00:09:40.880 --> 00:09:42.880]  有點像是這樣
[00:09:42.880 --> 00:09:44.880]  黑暗可能是
[00:09:44.880 --> 00:09:46.880]  城市人特別有一種
[00:09:46.880 --> 00:09:48.880]  很長久地都覺得自己的生命
[00:09:48.880 --> 00:09:50.880]  很疲乏
[00:09:50.880 --> 00:09:52.880]  每天都覺得很累
[00:09:52.880 --> 00:09:54.880]  甚至有些恐怖一點
[00:09:54.880 --> 00:09:56.880]  我們這個暑假
[00:09:56.880 --> 00:09:58.880]  很多人都會暑假去旅行
[00:09:58.880 --> 00:10:00.880]  去完旅行回來
[00:10:00.880 --> 00:10:02.880]  通常人們說充電充電
[00:10:02.880 --> 00:10:04.880]  不知為什麼越充都越累
[00:10:04.880 --> 00:10:06.880]  去旅行都很累
[00:10:06.880 --> 00:10:08.880]  行程為什麼排得這麼密
[00:10:08.880 --> 00:10:10.880]  每個景點都要去
[00:10:10.880 --> 00:10:12.880]  所以去完旅行回來
[00:10:12.880 --> 00:10:14.880]  是不是真的讓你的生命
[00:10:14.880 --> 00:10:16.880]  重置得力呢?都未必一定是
[00:10:16.880 --> 00:10:18.880]  常常這份疲倦
[00:10:18.880 --> 00:10:20.880]  都是我們生命當中纏繞我們
[00:10:20.880 --> 00:10:22.880]  我聽過一個
[00:10:22.880 --> 00:10:24.880]  弟兄姊妹分享裡面
[00:10:24.880 --> 00:10:26.880]  他說那種累是什麼呢?
[00:10:26.880 --> 00:10:28.880]  就像肩膀一直都堅擔著很多
[00:10:28.880 --> 00:10:30.880]  其實不應該是我擔的擔子
[00:10:30.880 --> 00:10:32.880]  我們生命裡面
[00:10:32.880 --> 00:10:34.880]  承擔著很多人對於
[00:10:34.880 --> 00:10:36.880]  我們那種錯誤的期待
[00:10:36.880 --> 00:10:38.880]  而我們又覺得我們應該要滿足
[00:10:38.880 --> 00:10:40.880]  這些期待
[00:10:40.880 --> 00:10:42.880]  所以每一天都覺得很疲倦
[00:10:42.880 --> 00:10:44.880]  每一天都覺得很無力
[00:10:44.880 --> 00:10:46.880]  每一天都說
[00:10:46.880 --> 00:10:48.880]  我要一些me time
[00:10:48.880 --> 00:10:50.880]  但那些me time是否真的幫到我們呢?
[00:10:50.880 --> 00:10:52.880]  黑暗亦都可能有
[00:10:52.880 --> 00:10:54.880]  生命很多的問題
[00:10:54.880 --> 00:10:56.880]  甚至可能那個問題都未發生
[00:10:56.880 --> 00:10:58.880]  但我們已經在恐懼
[00:10:58.880 --> 00:11:00.880]  我們已經在憂慮
[00:11:00.880 --> 00:11:02.880]  我們已經在搞到頭破血流
[00:11:02.880 --> 00:11:04.880]  未發生但我們已經害怕
[00:11:04.880 --> 00:11:06.880]  這是什麼?
[00:11:06.880 --> 00:11:08.880]  這是很多心理疾病
[00:11:08.880 --> 00:11:10.880]  憂慮、抑鬱
[00:11:10.880 --> 00:11:12.880]  根據世界衛生組織
[00:11:12.880 --> 00:11:14.880]  計算
[00:11:14.880 --> 00:11:16.880]  其實未來在人類當中
[00:11:16.880 --> 00:11:18.880]  最大的殺手在不是癌症
[00:11:18.880 --> 00:11:20.880]  是精神疾病
[00:11:20.880 --> 00:11:22.880]  是抑鬱疾病
[00:11:22.880 --> 00:11:24.880]  不是好意思這樣說
[00:11:24.880 --> 00:11:26.880]  不過根據統計
[00:11:26.880 --> 00:11:28.880]  在城市人裡面
[00:11:28.880 --> 00:11:30.880]  三個就有一個
[00:11:30.880 --> 00:11:32.880]  這裡有多少個呢?
[00:11:32.880 --> 00:11:34.880]  可能我是第一個
[00:11:34.880 --> 00:11:36.880]  所以那樣東西
[00:11:36.880 --> 00:11:38.880]  黑暗不是離我們很遠
[00:11:38.880 --> 00:11:40.880]  黑暗不是那麼一件
[00:11:40.880 --> 00:11:42.880]  是不可探知的事
[00:11:42.880 --> 00:11:44.880]  隨便找一個弟兄姊妹來
[00:11:44.880 --> 00:11:46.880]  她都可以分享給你聽
[00:11:46.880 --> 00:11:48.880]  她生命裡面經歷什麼黑暗和痛苦
[00:11:48.880 --> 00:11:50.880]  但今天
[00:11:50.880 --> 00:11:52.880]  我們來到上帝的殿當中
[00:11:52.880 --> 00:11:54.880]  上帝告訴我們一件什麼事呢?
[00:11:54.880 --> 00:11:56.880]  在聖經當中
[00:11:56.880 --> 00:11:58.880]  我們見到很多人在黑暗的裡面
[00:11:58.880 --> 00:12:00.880]  聖經當中都有很多無助
[00:12:00.880 --> 00:12:02.880]  曾經無助的人
[00:12:02.880 --> 00:12:04.880]  但他們卻是和上帝相遇
[00:12:04.880 --> 00:12:06.880]  這個相遇的過程
[00:12:06.880 --> 00:12:08.880]  令到他們的生命見到那個光
[00:12:08.880 --> 00:12:10.880]  感受到那個光
[00:12:10.880 --> 00:12:12.880]  然後他們能夠活在這個光當中
[00:12:12.880 --> 00:12:14.880]  但今天不停止在那裡
[00:12:14.880 --> 00:12:16.880]  我最後想和大家說
[00:12:16.880 --> 00:12:18.880]  你當是彩蛋也好
[00:12:18.880 --> 00:12:20.880]  今天上帝不是叫你活在光中
[00:12:20.880 --> 00:12:22.880]  今天上帝要你成為光
[00:12:22.880 --> 00:12:24.880]  嘩!你從來沒有想過
[00:12:24.880 --> 00:12:26.880]  活在光中都已經夠開心
[00:12:26.880 --> 00:12:28.880]  我還可以成為光
[00:12:28.880 --> 00:12:30.880]  到底是怎樣的呢?
[00:12:30.880 --> 00:12:32.880]  帶大家看看聖經的人物
[00:12:32.880 --> 00:12:34.880]  我不知道電視機能否看清楚
[00:12:34.880 --> 00:12:36.880]  這幅圖
[00:12:36.880 --> 00:12:38.880]  這幅圖我大概十年前
[00:12:38.880 --> 00:12:40.880]  看到了
[00:12:40.880 --> 00:12:42.880]  我很喜歡,一直留著
[00:12:42.880 --> 00:12:44.880]  後來找出來
[00:12:44.880 --> 00:12:46.880]  裡面說到
[00:12:46.880 --> 00:12:48.880]  你有沒有看到聖經裡面很多人物
[00:12:48.880 --> 00:12:50.880]  那些我們覺得很出名
[00:12:50.880 --> 00:12:52.880]  或者我們很認識他們
[00:12:52.880 --> 00:12:54.880]  我們看聖經就是看這些人物
[00:12:54.880 --> 00:12:58.880]  阿伯拉罕、摩西、約瑟、諾亞等等的人物
[00:12:58.880 --> 00:13:00.880]  嘩!說起他們就覺得很厲害
[00:13:00.880 --> 00:13:02.880]  上帝很使用他們
[00:13:04.880 --> 00:13:06.880]  如果你熟讀聖經的時候
[00:13:06.880 --> 00:13:10.880]  你知道這些所有人物背後都有他們的黑歷史
[00:13:10.880 --> 00:13:14.880]  他們都有他們人生的黑暗時間
[00:13:14.880 --> 00:13:16.880]  他們有他們人生無力軟弱的時候
[00:13:16.880 --> 00:13:18.880]  就等同於你和我一樣
[00:13:18.880 --> 00:13:22.880]  我們試一下想一想
[00:13:22.880 --> 00:13:24.880]  第一個,我今天說三個
[00:13:24.880 --> 00:13:26.880]  因為太多個了,說不出
[00:13:26.880 --> 00:13:28.880]  阿伯拉罕,大家看到他有個「朵」
[00:13:28.880 --> 00:13:30.880]  這個「朵」叫甚麼?
[00:13:32.880 --> 00:13:34.880]  叫甚麼?大膽一點
[00:13:34.880 --> 00:13:36.880]  信心之父
[00:13:36.880 --> 00:13:38.880]  說信心之父我們都要有信心
[00:13:38.880 --> 00:13:40.880]  不要叫信心之父
[00:13:40.880 --> 00:13:42.880]  好像對他沒甚麼信心
[00:13:42.880 --> 00:13:44.880]  信心之父的阿伯拉罕
[00:13:44.880 --> 00:13:46.880]  這個信心之父
[00:13:46.880 --> 00:13:50.880]  不是隨便一個人可以拿到信心之父這個「朵」的
[00:13:50.880 --> 00:13:52.880]  你和我不會拿到這個「朵」的
[00:13:52.880 --> 00:13:54.880]  他做了甚麼呢?
[00:13:54.880 --> 00:13:56.880]  你發覺在上帝對他的生命
[00:13:56.880 --> 00:13:58.880]  他要離開他的本族
[00:13:58.880 --> 00:14:00.880]  父家,去到上帝應許之地的時候
[00:14:00.880 --> 00:14:02.880]  過程中間發生了甚麼事?
[00:14:02.880 --> 00:14:04.880]  他因為自己的膽怯
[00:14:04.880 --> 00:14:06.880]  他差一點,還差一點沒有
[00:14:06.880 --> 00:14:08.880]  差一點賣了自己老婆幾次
[00:14:08.880 --> 00:14:12.880]  真的,你看聖經
[00:14:12.880 --> 00:14:14.880]  他真的賣了自己老婆
[00:14:14.880 --> 00:14:16.880]  賣了她,拿回一條命也好
[00:14:16.880 --> 00:14:18.880]  到最後上帝出手
[00:14:18.880 --> 00:14:20.880]  救回她
[00:14:20.880 --> 00:14:22.880]  是這個老婆,沒得轉
[00:14:22.880 --> 00:14:24.880]  這個信心之父
[00:14:24.880 --> 00:14:26.880]  也是後來上帝應許
[00:14:26.880 --> 00:14:28.880]  他要有一個上帝應許的兒子
[00:14:28.880 --> 00:14:30.880]  他也很想要這個兒子
[00:14:30.880 --> 00:14:32.880]  但到最後
[00:14:32.880 --> 00:14:34.880]  他用他自己的方法要了這個兒子
[00:14:34.880 --> 00:14:36.880]  大家記得創世紀所講
[00:14:36.880 --> 00:14:38.880]  找個妾侍阿環過來
[00:14:38.880 --> 00:14:40.880]  這些聖經經常出現的片段
[00:14:40.880 --> 00:14:42.880]  到最後
[00:14:42.880 --> 00:14:44.880]  他自己搞出來的兒子
[00:14:44.880 --> 00:14:46.880]  搞到家嘈屋閉
[00:14:46.880 --> 00:14:48.880]  這個家差不多散了
[00:14:48.880 --> 00:14:50.880]  起碼先散了一半
[00:14:50.880 --> 00:14:52.880]  先散了一半
[00:14:52.880 --> 00:14:54.880]  這個就是信心之父
[00:14:54.880 --> 00:14:56.880]  摩西這個
[00:14:56.880 --> 00:14:58.880]  是世經當中最偉大的人物
[00:14:58.880 --> 00:15:00.880]  帶領以色列人離開埃及的領袖
[00:15:00.880 --> 00:15:02.880]  他過往是一個
[00:15:02.880 --> 00:15:04.880]  皇宮裏面的貴族
[00:15:04.880 --> 00:15:06.880]  但當他年輕的時候
[00:15:06.880 --> 00:15:08.880]  他以氣用事殺了人
[00:15:08.880 --> 00:15:10.880]  到最後怎樣呢
[00:15:10.880 --> 00:15:12.880]  他要逃跑離開埃及
[00:15:12.880 --> 00:15:14.880]  去到曠野放羊
[00:15:14.880 --> 00:15:16.880]  放了幾十年羊
[00:15:16.880 --> 00:15:18.880]  去到他八十歲的時候
[00:15:18.880 --> 00:15:20.880]  上帝再來到呼召
[00:15:20.880 --> 00:15:22.880]  這位摩西
[00:15:22.880 --> 00:15:24.880]  在座有沒有人八十歲
[00:15:24.880 --> 00:15:26.880]  可以舉起手嗎
[00:15:26.880 --> 00:15:28.880]  或多於八十歲
[00:15:28.880 --> 00:15:30.880]  有沒有
[00:15:30.880 --> 00:15:32.880]  看到了
[00:15:32.880 --> 00:15:34.880]  我們給點掌聲
[00:15:34.880 --> 00:15:36.880]  八十歲以上
[00:15:36.880 --> 00:15:38.880]  果然沒有的會很年輕
[00:15:38.880 --> 00:15:40.880]  所以很有勇氣
[00:15:40.880 --> 00:15:42.880]  承認自己八十歲以上
[00:15:42.880 --> 00:15:44.880]  我想跟八十歲以上或就八十歲的第一知名者說
[00:15:44.880 --> 00:15:46.880]  你不要以為退休
[00:15:46.880 --> 00:15:48.880]  八十歲才來了
[00:15:48.880 --> 00:15:50.880]  摩西就是這樣
[00:15:50.880 --> 00:15:52.880]  八十歲的時候
[00:15:52.880 --> 00:15:54.880]  上帝要來
[00:15:54.880 --> 00:15:56.880]  給你一個好工作
[00:15:56.880 --> 00:15:58.880]  帶你以色列人離開埃及
[00:15:58.880 --> 00:16:00.880]  摩西有什麼反應
[00:16:00.880 --> 00:16:02.880]  好啊 這麼好
[00:16:02.880 --> 00:16:04.880]  快點吧 我做吧
[00:16:04.880 --> 00:16:06.880]  當然不是
[00:16:06.880 --> 00:16:08.880]  摩西怎樣
[00:16:08.880 --> 00:16:10.880]  他擔驚受怕
[00:16:10.880 --> 00:16:12.880]  耍手棍 扣我住
[00:16:12.880 --> 00:16:14.880]  扣我便是 請不要找我
[00:16:14.880 --> 00:16:16.880]  一個最偉大的領袖
[00:16:16.880 --> 00:16:18.880]  說自己不會說話
[00:16:18.880 --> 00:16:20.880]  請不要找我
[00:16:20.880 --> 00:16:22.880]  用盡一切方法
[00:16:22.880 --> 00:16:24.880]  找你哥哥幫忙也不能走
[00:16:24.880 --> 00:16:26.880]  到最後他真的肯
[00:16:26.880 --> 00:16:28.880]  用了很多神蹟騎士
[00:16:28.880 --> 00:16:30.880]  真的帶領了以色列人離開埃及
[00:16:30.880 --> 00:16:32.880]  結果是什麼
[00:16:32.880 --> 00:16:34.880]  那班帶著的子民天天都嫌棄他
[00:16:34.880 --> 00:16:36.880]  天天都說
[00:16:36.880 --> 00:16:38.880]  為什麼帶我離開埃及
[00:16:38.880 --> 00:16:40.880]  我去埃及吃火鍋不好嗎
[00:16:40.880 --> 00:16:42.880]  聖經真的這樣說
[00:16:42.880 --> 00:16:44.880]  我回去要吃肉鍋
[00:16:44.880 --> 00:16:46.880]  我回去為什麼不吃火鍋
