
[00:00:00.000 --> 00:00:02.320]  也是經訓的時間
[00:07:28.000 --> 00:07:33.000]  而且是彰顯了究竟一個門徒和一個非門徒的特徵,
[00:07:33.000 --> 00:07:36.000]  你會看到有哪幾個比喻?
[00:07:36.000 --> 00:07:38.000]  有兩道門,
[00:07:38.000 --> 00:07:41.000]  門徒的特徵就是,
[00:07:41.000 --> 00:07:45.000]  他們走的會是進閘門,走小路,
[00:07:45.000 --> 00:07:47.000]  非門徒的特徵就是,
[00:07:47.000 --> 00:07:51.000]  他們會走寬門,走大道,
[00:07:51.000 --> 00:07:55.000]  然後他又有兩種動物的比喻,
[00:07:55.000 --> 00:07:59.000]  雖然這裏沒有說到門徒是羊,
[00:07:59.000 --> 00:08:04.000]  不過他暗示了其實門徒是羊,
[00:08:04.000 --> 00:08:09.000]  然後那群非門徒是狼,
[00:08:09.000 --> 00:08:11.000]  而且他們披著羊皮,
[00:08:11.000 --> 00:08:14.000]  然後有兩種果樹,
[00:08:14.000 --> 00:08:16.000]  在第七章十六至二十節,
[00:08:16.000 --> 00:08:20.000]  他提到兩種果樹,門徒的特徵就是一棵好的樹,
[00:08:20.000 --> 00:08:22.000]  而且他們會結好果子,
[00:08:22.000 --> 00:08:26.000]  但是非門徒的特徵就是,
[00:08:26.000 --> 00:08:30.000]  他們是一棵壞的樹,會結壞果子,
[00:08:30.000 --> 00:08:33.000]  另外我們會看到一個對比,
[00:08:33.000 --> 00:08:37.000]  就是門徒會進行父的旨意,
[00:08:37.000 --> 00:08:44.000]  但是非門徒只是在口裏稱呼耶穌為主,
[00:08:44.000 --> 00:08:47.000]  而沒有進行到天父的旨意,
[00:08:47.000 --> 00:08:49.000]  到二十四至二十七節,
[00:08:49.000 --> 00:08:52.000]  就是用兩個蓋房者的比喻,
[00:08:52.000 --> 00:08:59.000]  究竟那個房子是建造在盤石還是沙土上?
[00:08:59.000 --> 00:09:03.000]  其實這種對比對猶太人來說一點也不陌生,
[00:09:03.000 --> 00:09:07.000]  你馬上會想起詩篇第一篇,
[00:09:07.000 --> 00:09:10.000]  「不寵惡人的計謀,
[00:09:10.000 --> 00:09:13.000]  不站惡人的道路,
[00:09:13.000 --> 00:09:15.000]  不坐舌萬人的座位。」
[00:09:15.000 --> 00:09:20.000]  然後「唯有喜愛耶和華的律法,
[00:09:20.000 --> 00:09:22.000]  便為有福。」
[00:09:22.000 --> 00:09:23.000]  是一個對比,
[00:09:23.000 --> 00:09:25.000]  然後詩篇第一章第六節就說,
[00:09:25.000 --> 00:09:27.000]  「因為耶和華知道義人的道路,
[00:09:27.000 --> 00:09:32.000]  而惡人的道路必自滅亡。」
[00:09:32.000 --> 00:09:34.000]  是一個這樣的對比,
[00:09:34.000 --> 00:09:36.000]  告訴你有兩個選擇,
[00:09:36.000 --> 00:09:40.000]  而這兩個選擇的結局是甚麼?
[00:09:40.000 --> 00:09:42.000]  我們看看這個圖表,
[00:09:42.000 --> 00:09:45.000]  這個圖表就是將這兩個比喻,
[00:09:45.000 --> 00:09:49.000]  在我們一會要說的段落裏,
[00:09:49.000 --> 00:09:51.000]  不同的比喻,不同的圖像,
[00:09:51.000 --> 00:09:55.000]  兩種的人,門徒和非門徒,
[00:09:55.000 --> 00:09:58.000]  他們最終走到的結局是甚麼?
[00:09:58.000 --> 00:10:01.000]  兩道門的結局是,
[00:10:01.000 --> 00:10:04.000]  門徒的結局是去永生,
[00:10:04.000 --> 00:10:08.000]  兩棵樹門徒的結局是去永生,
[00:10:08.000 --> 00:10:13.000]  兩個稱呼門徒的結局是可以進天國,
[00:10:13.000 --> 00:10:14.000]  蓋房的比喻是,
[00:10:14.000 --> 00:10:19.000]  門徒是經得住大水的衝擊,
[00:10:19.000 --> 00:10:21.000]  如果不是真正的門徒,
[00:10:21.000 --> 00:10:24.000]  他們的結局是怎樣?
[00:10:24.000 --> 00:10:26.000]  兩道門的比喻就是,
[00:10:26.000 --> 00:10:29.000]  他們會去滅亡,
[00:10:29.000 --> 00:10:32.000]  壞樹的比喻,
[00:10:32.000 --> 00:10:39.000]  那群人最終會去審判,
[00:10:39.000 --> 00:10:42.000]  單單稱呼耶穌主,
[00:10:42.000 --> 00:10:44.000]  而不遵行祂的旨意的人,
[00:10:44.000 --> 00:10:46.000]  主耶穌說:我根本不認識你,
[00:10:46.000 --> 00:10:48.000]  請你離開,
[00:10:48.000 --> 00:10:53.000]  見在沙土上大水會直接衝走你,
[00:10:53.000 --> 00:10:57.000]  這些對比在在表達一個結果,
[00:10:57.000 --> 00:11:00.000]  結果是關乎生和死,
[00:11:00.000 --> 00:11:02.000]  它是挑戰我們,
[00:11:02.000 --> 00:11:07.000]  到底你在天國是有份,
[00:11:07.000 --> 00:11:11.000]  還是走向滅亡?
[00:11:11.000 --> 00:11:12.000]  它告訴我們,
[00:11:12.000 --> 00:11:14.000]  如果我們是一個門徒,
[00:11:14.000 --> 00:11:19.000]  我們的生命是走向永生的道路上,
[00:11:19.000 --> 00:11:24.000]  有一天你和我都要面對死亡,
[00:11:24.000 --> 00:11:29.000]  我們的生命最終究竟可以上天堂,
[00:11:29.000 --> 00:11:31.000]  可以和上帝永遠在一起,
[00:11:31.000 --> 00:11:33.000]  在一個沒有疾病、沒有痛苦、
[00:11:33.000 --> 00:11:35.000]  沒有死亡、沒有眼淚的地方,
[00:11:35.000 --> 00:11:42.000]  還是你要選擇永遠和主隔絕,
[00:11:42.000 --> 00:11:46.000]  朝至滅亡的地方?
[00:11:46.000 --> 00:11:48.000]  通向永生的道路,
[00:11:48.000 --> 00:11:51.000]  不僅是死後才開始,
[00:11:51.000 --> 00:11:55.000]  而是一開始我就選擇了跟從耶穌,
[00:11:55.000 --> 00:11:57.000]  就是去進閘門,
[00:11:57.000 --> 00:12:01.000]  就是去走閘路,
[00:12:01.000 --> 00:12:03.000]  這條路上,
[00:12:03.000 --> 00:12:06.000]  你會經歷很多恩典和豐盛,
[00:12:06.000 --> 00:12:07.000]  因為耶穌說:
[00:12:07.000 --> 00:12:09.000]  「我來是要叫人得生命,
[00:12:09.000 --> 00:12:13.000]  並且得的更豐盛。」
[00:12:13.000 --> 00:12:17.000]  耶穌在這裡清清楚楚地展現了,
[00:12:17.000 --> 00:12:22.000]  層層地推進了人的選擇,
[00:12:22.000 --> 00:12:26.000]  會帶來什麼樣的結局?
[00:12:26.000 --> 00:12:27.000]  弟兄姊妹,
[00:12:27.000 --> 00:12:29.000]  難道你想在審判的日子裡,
[00:12:29.000 --> 00:12:32.000]  不讓基督承認,
[00:12:32.000 --> 00:12:34.000]  讓祂離開我們,
[00:12:34.000 --> 00:12:37.000]  要將我們像枝枝般撼下來,
[00:12:37.000 --> 00:12:38.000]  永遠和祂分開,
[00:12:38.000 --> 00:12:41.000]  盡到滅亡嗎?
[00:12:41.000 --> 00:12:43.000]  所以我會說,
[00:12:43.000 --> 00:12:46.000]  第十三節開始,
[00:12:46.000 --> 00:12:47.000]  到二十七節,
[00:12:47.000 --> 00:12:50.000]  是一個很嚴厲的警告,
[00:12:50.000 --> 00:12:51.000]  祂告訴你,
[00:12:51.000 --> 00:12:53.000]  有兩條路,
[00:12:53.000 --> 00:12:55.000]  但事實上,
[00:12:55.000 --> 00:13:00.000]  你應該是沒有選擇的,
[00:13:00.000 --> 00:13:02.000]  我們門徒要選擇的,
[00:13:02.000 --> 00:13:03.000]  很清楚,
[00:13:03.000 --> 00:13:05.000]  就是走這條閘路,
[00:13:05.000 --> 00:13:06.000]  進閘門,
[00:13:06.000 --> 00:13:08.000]  走閘路,
[00:13:08.000 --> 00:13:10.000]  但我們也很清楚知道,
[00:13:10.000 --> 00:13:12.000]  第十三至第十四節,
[00:13:12.000 --> 00:13:13.000]  祂告訴我們,
[00:13:13.000 --> 00:13:14.000]  走這條閘路,
[00:13:14.000 --> 00:13:17.000]  是很艱苦的,
[00:13:17.000 --> 00:13:18.000]  讓我們一起讀出,
[00:13:18.000 --> 00:13:21.000]  第十三至第十四節,
[00:13:21.000 --> 00:13:23.000]  你們要進閘門,
[00:13:23.000 --> 00:13:25.000]  因為引致滅亡,
[00:13:25.000 --> 00:13:27.000]  那門是寬的,
[00:13:27.000 --> 00:13:28.000]  路是大的,
[00:13:28.000 --> 00:13:31.000]  進去的人也很多,
[00:13:31.000 --> 00:13:32.000]  引到永生,
[00:13:32.000 --> 00:13:34.000]  那門是窄的,
[00:13:34.000 --> 00:13:36.000]  路是小的,
[00:13:36.000 --> 00:13:41.000]  找著的人也少,
[00:13:41.000 --> 00:13:42.000]  雖然耶穌的警告,
[00:13:42.000 --> 00:13:44.000]  是這麼清楚,
[00:13:44.000 --> 00:13:46.000]  我們應該會選擇,
[00:13:46.000 --> 00:13:48.000]  去永生那條路,
[00:13:48.000 --> 00:13:50.000]  但是弟兄姊妹,
[00:13:50.000 --> 00:13:51.000]  我不知道當你聽完,
[00:13:51.000 --> 00:13:53.000]  之前的十三個忠告,
[00:13:53.000 --> 00:13:57.000]  你覺得怎樣?
[00:13:57.000 --> 00:13:58.000]  馬太很清楚,
[00:13:58.000 --> 00:14:00.000]  這樣指明登山補訓裏,
[00:14:00.000 --> 00:14:01.000]  耶穌說,
[00:14:01.000 --> 00:14:04.000]  我們要作門徒的時候,
[00:14:04.000 --> 00:14:07.000]  我們要走真理和教訓,
[00:14:07.000 --> 00:14:11.000]  我覺得一點也不容易,
[00:14:11.000 --> 00:14:13.000]  講了這麼多堂,
[00:14:13.000 --> 00:14:15.000]  有多少的吩咐,
[00:14:15.000 --> 00:14:16.000]  有多少的教導,
[00:14:16.000 --> 00:14:18.000]  我們回去認真去想,
[00:14:18.000 --> 00:14:20.000]  怎樣信服耶穌,
[00:14:20.000 --> 00:14:24.000]  跟從祂實踐,
[00:14:24.000 --> 00:14:25.000]  第十三節,
[00:14:25.000 --> 00:14:26.000]  一開始,
[00:14:26.000 --> 00:14:29.000]  他講到進閘門,
[00:14:29.000 --> 00:14:30.000]  進閘門,
[00:14:30.000 --> 00:14:32.000]  他說要進閘門,
[00:14:32.000 --> 00:14:34.000]  這時是一個命令的動詞,
[00:14:34.000 --> 00:14:36.000]  他講得很清楚,
[00:14:36.000 --> 00:14:38.000]  我們選擇的路,
[00:14:38.000 --> 00:14:39.000]  一定是窄的那條,
[00:14:39.000 --> 00:14:42.000]  一定是小的路,
[00:14:42.000 --> 00:14:45.000]  其實相對地來說,
[00:14:45.000 --> 00:14:46.000]  寬闊的路,
[00:14:46.000 --> 00:14:48.000]  是容易走很多的,
[00:14:48.000 --> 00:14:49.000]  寬闊的路,
[00:14:49.000 --> 00:14:52.000]  是可以讓你不用怎樣看到界線,
[00:14:52.000 --> 00:14:54.000]  可以讓你找到很多走棧,
[00:14:54.000 --> 00:14:58.000]  就是跟從這個世界的價值去走,
[00:14:58.000 --> 00:15:02.000]  所以是容易很多的,
[00:15:02.000 --> 00:15:03.000]  舉個例子,
[00:15:03.000 --> 00:15:05.000]  如果你是一個售貨員,
[00:15:05.000 --> 00:15:07.000]  跟著這個世界的價值去走,
[00:15:07.000 --> 00:15:09.000]  你的目標就是賺錢,
[00:15:09.000 --> 00:15:13.000]  你會按著世界的處事方式去行,
[00:15:13.000 --> 00:15:14.000]  在工作上,
[00:15:14.000 --> 00:15:17.000]  你可能有時要說謊,
[00:15:17.000 --> 00:15:19.000]  踩著別人上位,
[00:15:19.000 --> 00:15:21.000]  然後你就得到你所得,
[00:15:21.000 --> 00:15:24.000]  而不需要跟從耶穌的真理,
[00:15:24.000 --> 00:15:27.000]  很容易你就會達到目的,
[00:15:27.000 --> 00:15:29.000]  又或者如果你是老闆,
[00:15:29.000 --> 00:15:33.000]  你為了希望你的下屬可以達到目標,
[00:15:33.000 --> 00:15:36.000]  你可以用這個世界的方法,
[00:15:36.000 --> 00:15:39.000]  用威權去鎮壓他,
[00:15:39.000 --> 00:15:41.000]  你不跟上帝的吩咐,
[00:15:41.000 --> 00:15:43.000]  不跟耶穌的吩咐,
[00:15:43.000 --> 00:15:45.000]  去告訴我們,
[00:15:45.000 --> 00:15:46.000]  我們為首的,
[00:15:46.000 --> 00:15:47.000]  做領袖的,
[00:15:47.000 --> 00:15:51.000]  我們就是做僕人,
[00:15:51.000 --> 00:15:54.000]  的確,
[00:15:54.000 --> 00:15:57.000]  有些人說,
[00:15:57.000 --> 00:15:59.000]  路是小的,
[00:15:59.000 --> 00:16:02.000]  其實小的意思是什麼?
[00:16:02.000 --> 00:16:03.000]  小的意思,
[00:16:03.000 --> 00:16:05.000]  原文是被逼迫,
[00:16:05.000 --> 00:16:08.000]  被擠壓,
[00:16:08.000 --> 00:16:10.000]  它是由一個動詞「壓」,
[00:16:10.000 --> 00:16:15.000]  來衍生出來的,
[00:16:15.000 --> 00:16:18.000]  它的同源詞就是「逼迫」和「苦難」,
[00:16:18.000 --> 00:16:21.000]  所以其實現在說的路是小的,
[00:16:21.000 --> 00:16:24.000]  就是說我們會因為這些困難,
[00:16:24.000 --> 00:16:27.000]  而帶來我們很多的苦惱,
[00:16:27.000 --> 00:16:31.000]  新漢語譯本譯做路是小的,
[00:16:31.000 --> 00:16:36.000]  它譯做路是多麼崎嶇,
[00:16:36.000 --> 00:16:39.000]  走窄路是很崎嶇,
[00:16:39.000 --> 00:16:41.000]  是很艱難,
[00:16:41.000 --> 00:16:43.000]  其實窄路是什麼?
[00:16:43.000 --> 00:16:46.000]  窄路是一條順服上帝的道路,
[00:16:46.000 --> 00:16:50.000]  但是提摩太后書三章十六節說得很清楚,
[00:16:50.000 --> 00:16:55.000]  如果你立志在耶穌基督裡面敬田度日的話,
[00:16:55.000 --> 00:16:59.000]  你就會受到逼迫,
[00:16:59.000 --> 00:17:02.000]  很多時候門徒要展現愛心,
[00:17:02.000 --> 00:17:04.000]  很容易,
[00:17:04.000 --> 00:17:06.000]  也很受歡迎,
[00:17:06.000 --> 00:17:09.000]  但是如果門徒要指出世界的不是,
[00:17:09.000 --> 00:17:12.000]  活出和世界不同的價值觀的時候,
[00:17:12.000 --> 00:17:15.000]  很可能是不受歡迎,
[00:17:15.000 --> 00:17:23.000]  而且甚至要受苦,
[00:17:23.000 --> 00:17:24.000]  這個時代,
[00:17:24.000 --> 00:17:27.000]  我們面對世界價值觀的挑戰和衝擊,
[00:17:27.000 --> 00:17:29.000]  去做合神心意的事,
[00:17:29.000 --> 00:17:33.000]  有時候反而會被譏諷被欺凌,
[00:17:33.000 --> 00:17:35.000]  我認識一個小六的學生,
[00:17:35.000 --> 00:17:37.000]  一個女孩子,
[00:17:37.000 --> 00:17:39.000]  她是一個很有愛心,
[00:17:39.000 --> 00:17:41.000]  很樂於幫助人的小基督徒,
[00:17:41.000 --> 00:17:44.000]  她因為見到班裡面有一個同學,
[00:17:44.000 --> 00:17:47.000]  平時的校服比較舊,
[00:17:47.000 --> 00:17:48.000]  不整齊,
[00:17:48.000 --> 00:17:50.000]  沒什麼人和她玩,
[00:17:50.000 --> 00:17:53.000]  於是她主動和他玩,
[00:17:53.000 --> 00:17:55.000]  和他聊天,
[00:17:55.000 --> 00:17:57.000]  希望能夠成為他的朋友,
[00:17:57.000 --> 00:18:00.000]  但後來的結果是什麼呢?
[00:18:00.000 --> 00:18:07.000]  後來的結果就是她被班裡的其他同學排擠和杯葛,
[00:18:07.000 --> 00:18:10.000]  是的,我們走這條路,
[00:18:10.000 --> 00:18:12.000]  我們要認清一件事,
[00:18:12.000 --> 00:18:16.000]  你不要以為走天國的路是簡單而易,
[00:18:16.000 --> 00:18:18.000]  走天國的路並不容易,
[00:18:18.000 --> 00:18:24.000]  你必須要有受苦的心智,
[00:18:24.000 --> 00:18:26.000]  我還很記得,
[00:18:26.000 --> 00:18:28.000]  17年前,
[00:18:28.000 --> 00:18:33.000]  我先生本來在港交所做了接近17年的工作,
[00:18:33.000 --> 00:18:36.000]  一直以來生活無憂,
[00:18:36.000 --> 00:18:38.000]  年年晉升,
[00:18:38.000 --> 00:18:41.000]  亦享有高薪厚職,
[00:18:41.000 --> 00:18:44.000]  很多時候他都會出差,
[00:18:44.000 --> 00:18:46.000]  有很多免費旅遊的機會,
[00:18:46.000 --> 00:18:49.000]  去到不同的地方,
[00:18:49.000 --> 00:18:51.000]  就受到高級的禮遇,
[00:18:51.000 --> 00:18:54.000]  其實真的很舒服,
[00:18:54.000 --> 00:18:57.000]  走的路真的容易,
[00:18:57.000 --> 00:19:02.000]  但是當神在17年前去呼召他,
[00:19:02.000 --> 00:19:04.000]  獻身全時間服侍的時候,
[00:19:04.000 --> 00:19:10.000]  他就要放棄這個舒服容易走,穩定的生活,
[00:19:10.000 --> 00:19:13.000]  我還記得當他在讀神學的時候,
[00:19:13.000 --> 00:19:15.000]  有很多的挑戰,
[00:19:15.000 --> 00:19:18.000]  腦袋已經塞不進希臘文,
[00:19:18.000 --> 00:19:19.000]  希伯來文,
[00:19:19.000 --> 00:19:21.000]  還要這麼多的背誦,
[00:19:21.000 --> 00:19:25.000]  家裡一個個的難關要去過,
[00:19:25.000 --> 00:19:27.000]  沒有收入,
[00:19:27.000 --> 00:19:29.000]  而兩個兒子又出世,
[00:19:29.000 --> 00:19:31.000]  我們的確是經歷了一個
[00:19:31.000 --> 00:19:35.000]  遇到受苦艱難的路,
[00:19:35.000 --> 00:19:37.000]  兒子今年17歲了,
[00:19:37.000 --> 00:19:38.000]  回想起來,
[00:19:38.000 --> 00:19:42.000]  原來真的選擇放棄走寬的路,
[00:19:42.000 --> 00:19:43.000]  走窄路,
[00:19:43.000 --> 00:19:46.000]  是預料到要艱難,
[00:19:46.000 --> 00:19:49.000]  有時還很孤單,
[00:19:49.000 --> 00:19:50.000]  我們真的要問,
[00:19:50.000 --> 00:19:53.000]  為什麼走窄路會這麼難呢?
[00:19:53.000 --> 00:19:55.000]  因為有些時候,
[00:19:55.000 --> 00:19:56.000]  我們走窄路的時候,
[00:19:56.000 --> 00:20:00.000]  是會有假先知去搞擾我們,
[00:20:00.000 --> 00:20:04.000]  我們一起看第15至20節,
[00:20:04.000 --> 00:20:06.000]  讓我們一起讀出,
[00:20:06.000 --> 00:20:09.000]  你們要防備假先知,
[00:20:09.000 --> 00:20:11.000]  他們到你們這裡來,
[00:20:11.000 --> 00:20:14.000]  外面披著羊皮,
[00:20:14.000 --> 00:20:16.000]  裡面卻是殘暴的狼,
[00:20:16.000 --> 00:20:18.000]  憑著他們的果子,
[00:20:18.000 --> 00:20:21.000]  就可以認出他們來,
[00:20:21.000 --> 00:20:24.000]  荊棘上豈能摘葡萄呢?
[00:20:24.000 --> 00:20:27.000]  窒泥裡豈能摘無花果呢?
[00:20:27.000 --> 00:20:31.000]  這樣凡好樹都結好果子,
[00:20:31.000 --> 00:20:34.000]  唯獨壞樹結壞果子,
[00:20:34.000 --> 00:20:37.000]  好樹不能結壞果子,
[00:20:37.000 --> 00:20:40.000]  壞樹不能結好果子,
[00:20:40.000 --> 00:20:42.000]  凡不結好果子的樹,
[00:20:42.000 --> 00:20:44.000]  就撼下來,
[00:20:44.000 --> 00:20:46.000]  凋在火裡,
[00:20:46.000 --> 00:20:47.000]  所以,
[00:20:47.000 --> 00:20:49.000]  憑著他們的果子,
[00:20:49.000 --> 00:20:53.000]  就可以認出他們來。
[00:20:53.000 --> 00:20:55.000]  同樣來到第15節,
[00:20:55.000 --> 00:20:57.000]  防備這個動詞,
[00:20:57.000 --> 00:21:00.000]  也是一個命令的動詞,
[00:21:00.000 --> 00:21:01.000]  耶穌告訴我們,
[00:21:01.000 --> 00:21:05.000]  我們必定必定要去防備假仙之,
[00:21:05.000 --> 00:21:09.000]  然後,經文教導我們如何防偽,
[00:21:09.000 --> 00:21:11.000]  如何防偽,
[00:21:11.000 --> 00:21:15.000]  他用了動物和果樹來做比喻,
[00:21:15.000 --> 00:21:17.000]  他告訴我們,
[00:21:17.000 --> 00:21:18.000]  壞的樹,
[00:21:18.000 --> 00:21:20.000]  例如荊棘和窒泥,
[00:21:20.000 --> 00:21:23.000]  是結不到好果子,
[00:21:23.000 --> 00:21:27.000]  結不到像葡萄或無花果的好果子,
[00:21:27.000 --> 00:21:34.000]  其實,究竟當時的假仙之是指哪些人呢?
[00:21:34.000 --> 00:21:36.000]  那些假仙之,
[00:21:36.000 --> 00:21:38.000]  往往是一些宗教領袖,
[00:21:38.000 --> 00:21:40.000]  他們可能是法利賽人,
[00:21:40.000 --> 00:21:42.000]  可能是文士,
[00:21:42.000 --> 00:21:46.000]  甚至在當時的《十二使徒遺訓》裡,
