
[00:00:00.000 --> 00:00:02.000]  以下是經訓的時間
[00:02:19.000 --> 00:02:23.000]  犬類圍著我 惡黨環繞我
[00:02:23.000 --> 00:02:29.000]  他們紮了我的手 我的腳 我的骨頭 我都能數過
[00:02:29.000 --> 00:02:38.000]  他們瞪著眼看我 他們分我的外衣 為我的女衣沾溝
[00:02:38.000 --> 00:02:42.000]  耶和華 求你不要遠離我
[00:02:42.000 --> 00:02:46.000]  我的救主 求你快來幫助我
[00:02:47.000 --> 00:02:50.000]  求你救我的靈魂脫離刀劍
[00:02:50.000 --> 00:02:55.000]  救我的生命脫離犬類 救我脫離獅子的口
[00:02:55.000 --> 00:03:01.000]  你已經應運了我 使我脫離野牛的國
[00:03:01.000 --> 00:03:05.000]  我要將你的名傳於我的弟兄
[00:03:05.000 --> 00:03:08.000]  在會中我要讚美你
[00:03:08.000 --> 00:03:12.000]  你們敬畏耶和華的人要讚美他
[00:03:13.000 --> 00:03:16.000]  雅各的後裔都要榮耀他
[00:03:16.000 --> 00:03:19.000]  以色列的後裔都要懼怕他
[00:03:19.000 --> 00:03:24.000]  因為他沒有藐視珍惡受苦的人
[00:03:24.000 --> 00:03:26.000]  也沒有向他掩面
[00:03:26.000 --> 00:03:31.000]  那受苦之人呼籲的時候 他就垂聽
[00:03:31.000 --> 00:03:37.000]  我在大會中讚美你的話 是從你而來的
[00:03:37.000 --> 00:03:42.000]  我要在敬畏耶和華的人面前還我的怨
[00:03:42.000 --> 00:03:45.000]  謙卑的人必吃得飽足
[00:03:45.000 --> 00:03:49.000]  尋求耶和華的人必讚美他
[00:03:49.000 --> 00:03:52.000]  願你們的心永遠活著
[00:03:52.000 --> 00:03:58.000]  地的四極都要想念耶和華 並且歸順他
[00:03:58.000 --> 00:04:02.000]  列國的萬族都要在你面前敬拜
[00:04:02.000 --> 00:04:07.000]  因為國權是耶和華的 他是管理萬國的
[00:04:08.000 --> 00:04:13.000]  地上一切豐肥的人必吃渴而敬拜
[00:04:13.000 --> 00:04:18.000]  凡下到塵土中不能存活自己性命的人
[00:04:18.000 --> 00:04:20.000]  都要在他面前下拜
[00:04:20.000 --> 00:04:23.000]  他必有後裔侍奉他
[00:04:23.000 --> 00:04:26.000]  主所行的事必傳於後代
[00:04:26.000 --> 00:04:32.000]  他們必來把他的公義傳給將要新的民
[00:04:32.000 --> 00:04:35.000]  賢明者是 是他所行的
[00:04:36.000 --> 00:04:38.000]  弟兄姊妹平安
[00:04:38.000 --> 00:04:41.000]  我們進入三月份
[00:04:41.000 --> 00:04:44.000]  我們開始藉著這幾個星期
[00:04:44.000 --> 00:04:47.000]  我們一齊默想基督耶穌
[00:04:47.000 --> 00:04:50.000]  接下來幾次的講道
[00:04:50.000 --> 00:04:52.000]  我們一個小的主題
[00:04:52.000 --> 00:04:57.000]  我們以基督的詩篇成為了接下來幾次講道的主要系列
[00:04:57.000 --> 00:05:00.000]  在這個系列裏我們會集中
[00:05:00.000 --> 00:05:02.000]  用舊約的詩篇
[00:05:03.000 --> 00:05:07.000]  從這個角度在詩篇裏面其實已經預表了
[00:05:07.000 --> 00:05:10.000]  甚至乎耶穌基督在十字架上
[00:05:10.000 --> 00:05:13.000]  在他的受輔當中引用的詩篇
[00:05:13.000 --> 00:05:16.000]  接下來這幾次我們會將那幾篇詩篇
[00:05:16.000 --> 00:05:18.000]  跟大家一起重讀一次
[00:05:18.000 --> 00:05:20.000]  在這個重讀過程裏面
[00:05:20.000 --> 00:05:24.000]  我們不單止明白了聖經的意思
[00:05:24.000 --> 00:05:28.000]  更加是我們更加體會到基督耶穌的心腸
[00:05:28.000 --> 00:05:30.000]  在他受輔當中
[00:05:31.000 --> 00:05:34.000]  他面對著十字架的酷刑的呼喊
[00:05:34.000 --> 00:05:36.000]  也在他的生命當中
[00:05:36.000 --> 00:05:42.000]  幫助我們重新去檢視自己的人生
[00:05:42.000 --> 00:05:46.000]  今天我們第一篇所看的就是詩篇第22篇
[00:05:46.000 --> 00:05:49.000]  傳統以來或者我們今天的世代
[00:05:49.000 --> 00:05:52.000]  我們讀很多的就是詩篇第23篇
[00:05:52.000 --> 00:05:55.000]  耶和華是我的目者
[00:05:55.000 --> 00:05:57.000]  我們經常讀的
[00:05:57.000 --> 00:05:59.000]  不過我們很少留意
[00:06:00.000 --> 00:06:05.000]  原來這篇詩篇在千多年的教會文化裏面
[00:06:05.000 --> 00:06:07.000]  是一個主要重讀的詩篇
[00:06:07.000 --> 00:06:10.000]  在詩篇第22篇裏面
[00:06:10.000 --> 00:06:13.000]  甚至乎有些早期的教父說過
[00:06:13.000 --> 00:06:17.000]  他說這篇詩篇應該是每個基督徒必要讀的詩篇
[00:06:17.000 --> 00:06:19.000]  因為在這裏面
[00:06:19.000 --> 00:06:21.000]  他特別描述耶穌基督的受苦
[00:06:21.000 --> 00:06:25.000]  他預表了耶穌基督在十字架將要所承受的苦難
[00:06:26.000 --> 00:06:30.000]  亦都在這篇詩篇裏面體會到一個受傷的基督
[00:06:30.000 --> 00:06:32.000]  一個受苦的基督
[00:06:32.000 --> 00:06:37.000]  他對於他自己那種痛苦的負陷
[00:06:37.000 --> 00:06:42.000]  所以今天我們嘗試用這篇詩篇
[00:06:42.000 --> 00:06:46.000]  去了解一下大衛所寫的心境
[00:06:46.000 --> 00:06:50.000]  然後再用耶穌基督為何要引用這篇詩篇
[00:06:50.000 --> 00:06:53.000]  用這個角度來重新演繹
[00:06:54.000 --> 00:06:56.000]  不過在我們看這篇詩篇的時候
[00:06:56.000 --> 00:06:58.000]  剛才Pelton為我們讀的時候
[00:06:58.000 --> 00:07:00.000]  我們會發現一個很重要
[00:07:00.000 --> 00:07:02.000]  亦都幾難處理的問題
[00:07:02.000 --> 00:07:06.000]  就是這篇詩篇裏面大約是三十一節的經文
[00:07:06.000 --> 00:07:09.000]  你會發覺上半部
[00:07:09.000 --> 00:07:11.000]  用了大量的篇幅
[00:07:11.000 --> 00:07:13.000]  講到私人面對著的那種苦境
[00:07:13.000 --> 00:07:15.000]  是一個個人的哀歌
[00:07:15.000 --> 00:07:19.000]  他那裏面是講他自己很慘情
[00:07:19.000 --> 00:07:22.000]  他面對著一個很困難的境況
[00:07:23.000 --> 00:07:25.000]  下半部特別是由二十二節開始
[00:07:25.000 --> 00:07:27.000]  是一個重讚的詩歌
[00:07:27.000 --> 00:07:31.000]  由哀歌到重讚的詩歌
[00:07:31.000 --> 00:07:34.000]  你會發現中間有沒有一些轉捩點呢?
[00:07:34.000 --> 00:07:36.000]  在過程裏面
[00:07:36.000 --> 00:07:39.000]  為何私人會轉念呢?
[00:07:39.000 --> 00:07:42.000]  那個轉念的形式是怎樣呢?
[00:07:42.000 --> 00:07:46.000]  這是這篇詩篇裏難讀的地方
[00:07:46.000 --> 00:07:49.000]  今天我們向難度挑戰一下
[00:07:50.000 --> 00:07:54.000]  或者我們更加要從一個私人的心態裏面出發
[00:07:54.000 --> 00:07:57.000]  如果你有一個新的角度來詮釋
[00:07:57.000 --> 00:07:59.000]  可能這篇詩篇會為我們帶來
[00:07:59.000 --> 00:08:02.000]  我們今天很複雜的人生帶來一些出路
[00:08:02.000 --> 00:08:04.000]  我們先有個祈禱
[00:08:04.000 --> 00:08:06.000]  求上帝幫助我們同心祈禱
[00:08:06.000 --> 00:08:08.000]  求主你與我們同在
[00:08:08.000 --> 00:08:11.000]  讓我們能夠明白你對我們所講的話
[00:08:11.000 --> 00:08:16.000]  亦都讓你的話語成為我們心中裏面的聲音
[00:08:16.000 --> 00:08:19.000]  在人生每個階段的道路當中
[00:08:19.000 --> 00:08:23.000]  你的話語成為我們人生的出路和幫助
[00:08:23.000 --> 00:08:25.000]  恭敬將來的時間交託給上帝你
[00:08:25.000 --> 00:08:27.000]  願你親自保守眾頂姐妹
[00:08:27.000 --> 00:08:29.000]  讓他們不單止聽得明白
[00:08:29.000 --> 00:08:32.000]  願你的話語進到他們的心靈當中
[00:08:32.000 --> 00:08:34.000]  幫助孫講的講得清楚
[00:08:34.000 --> 00:08:36.000]  願你的話語忠心的
[00:08:36.000 --> 00:08:38.000]  亦都帶著上帝的亮光
[00:08:38.000 --> 00:08:40.000]  讓我們一齊來領受
[00:08:40.000 --> 00:08:42.000]  我們恭敬將來的時間交託給你
[00:08:42.000 --> 00:08:44.000]  願主你親自帶領
[00:08:44.000 --> 00:08:46.000]  獻上禱告奉基督耶穌得聖的聖名
[00:08:46.000 --> 00:08:48.000]  Amen
[00:08:48.000 --> 00:08:50.000]  我們一齊來看看這篇詩篇
[00:08:50.000 --> 00:08:52.000]  第一第二節
[00:08:52.000 --> 00:08:54.000]  我的神我的神為什麼離棄我
[00:08:54.000 --> 00:08:56.000]  為什麼遠離不救我
[00:08:56.000 --> 00:08:58.000]  不聽我哀慳的言語
[00:08:58.000 --> 00:09:01.000]  我的神我白日呼求你不應允
[00:09:01.000 --> 00:09:04.000]  夜間呼求並不助聲
[00:09:04.000 --> 00:09:06.000]  這個第一第二節
[00:09:06.000 --> 00:09:08.000]  在標題裏面我們知道
[00:09:08.000 --> 00:09:11.000]  是大衛裏面他自己經歷了一些苦難
[00:09:11.000 --> 00:09:14.000]  他寫下來的一個詩篇
[00:09:14.000 --> 00:09:16.000]  當然叫做大衛之詩
[00:09:17.000 --> 00:09:18.000]  是大衛自己寫的
[00:09:18.000 --> 00:09:20.000]  又或者用大衛的名義
[00:09:20.000 --> 00:09:22.000]  一篇關於大衛的詩
[00:09:22.000 --> 00:09:26.000]  又或者有人借助大衛的名氣
[00:09:26.000 --> 00:09:28.000]  大衛一個詩人一個君王
[00:09:28.000 --> 00:09:31.000]  他的身份來作這個詩篇
[00:09:31.000 --> 00:09:33.000]  無論怎樣都好
[00:09:33.000 --> 00:09:35.000]  在這個詩篇裏面
[00:09:35.000 --> 00:09:37.000]  我們就用大衛的角度來看
[00:09:37.000 --> 00:09:39.000]  大衛他都經歷過一些的苦難
[00:09:39.000 --> 00:09:41.000]  而且那個都是一個很不容易的
[00:09:41.000 --> 00:09:44.000]  人生一段很艱難的日子
[00:09:45.000 --> 00:09:47.000]  在他艱難的日子裏面
[00:09:47.000 --> 00:09:50.000]  他面對生命裏面有這麼多的痛苦
[00:09:50.000 --> 00:09:52.000]  他的禱告是
[00:09:52.000 --> 00:09:55.000]  上帝為什麼離棄我
[00:09:55.000 --> 00:09:57.000]  為什麼遠離我
[00:09:57.000 --> 00:10:00.000]  為什麼不聽我哀慳的言語
[00:10:00.000 --> 00:10:02.000]  在這裏裏面
[00:10:02.000 --> 00:10:04.000]  大衛問上帝為什麼
[00:10:04.000 --> 00:10:06.000]  當我們今天
[00:10:06.000 --> 00:10:09.000]  我們面對著一些弟兄姐妹
[00:10:09.000 --> 00:10:11.000]  人生裏面有一些的痛苦
[00:10:11.000 --> 00:10:13.000]  我們有很多時候就會說
[00:10:14.000 --> 00:10:15.000]  你不要問為什麼
[00:10:15.000 --> 00:10:17.000]  你解釋不了
[00:10:17.000 --> 00:10:19.000]  所以你應該問如何
[00:10:19.000 --> 00:10:21.000]  不要問為什麼
[00:10:21.000 --> 00:10:23.000]  所以今天這個世界的解讀就是
[00:10:23.000 --> 00:10:25.000]  我的神我的神
[00:10:25.000 --> 00:10:27.000]  如果被弟兄姐妹勸勉了之後
[00:10:27.000 --> 00:10:30.000]  如何令到我不被你離棄
[00:10:30.000 --> 00:10:32.000]  如何令到我跟你緊密結連
[00:10:32.000 --> 00:10:34.000]  如何令我的聲音
[00:10:34.000 --> 00:10:36.000]  可以被你聆聽到
[00:10:36.000 --> 00:10:38.000]  但是你讀上去
[00:10:38.000 --> 00:10:40.000]  你會發覺如果所有東西都變了
[00:10:40.000 --> 00:10:42.000]  如何呢
[00:10:43.000 --> 00:10:44.000]  你會完全體會不到
[00:10:44.000 --> 00:10:47.000]  在這裏大衛很直率地
[00:10:47.000 --> 00:10:49.000]  將他心靈的呼喊
[00:10:49.000 --> 00:10:51.000]  去問上帝
[00:10:51.000 --> 00:10:53.000]  他面對著生命裏面很多的艱難
[00:10:53.000 --> 00:10:57.000]  他問上帝為什麼會出現這些狀況
[00:10:57.000 --> 00:10:59.000]  上帝為什麼你不聽我
[00:10:59.000 --> 00:11:01.000]  甚至上帝為什麼你不救我
[00:11:01.000 --> 00:11:04.000]  一問為什麼的時候
[00:11:04.000 --> 00:11:08.000]  不是一個不神性的一個發問
[00:11:08.000 --> 00:11:10.000]  為什麼很多時候
[00:11:11.000 --> 00:11:15.000]  除了問這個事件為什麼有這樣的成因
[00:11:15.000 --> 00:11:17.000]  有一個源頭之外
[00:11:17.000 --> 00:11:19.000]  更加重要的就是
[00:11:19.000 --> 00:11:22.000]  上帝我在這一刻裏面面對的苦難
[00:11:22.000 --> 00:11:25.000]  我的意義在於什麼呢
[00:11:25.000 --> 00:11:28.000]  苦難和一般人生裏面的
[00:11:28.000 --> 00:11:30.000]  那些叫做逆境際遇
[00:11:30.000 --> 00:11:32.000]  有些不同的
[00:11:32.000 --> 00:11:34.000]  苦難很多時候動搖的
[00:11:34.000 --> 00:11:37.000]  不是在說你理性明白了那個事件
[00:11:37.000 --> 00:11:39.000]  你就可以繼續走下去
[00:11:40.000 --> 00:11:42.000]  苦難很多時候動搖的
[00:11:42.000 --> 00:11:44.000]  就是你對上帝的信心
[00:11:44.000 --> 00:11:48.000]  動搖了你人生的存在價值和意義
[00:11:48.000 --> 00:11:51.000]  所以有這些事件出現的時候
[00:11:51.000 --> 00:11:54.000]  是會令到你心裏面有一個重大的打擊
[00:11:54.000 --> 00:11:56.000]  甚至這件事的出現
[00:11:56.000 --> 00:11:59.000]  會令到你整個人倒塌下來
[00:11:59.000 --> 00:12:02.000]  大衛在這裏某程度上也是這樣說
[00:12:02.000 --> 00:12:04.000]  上帝的離棄
[00:12:04.000 --> 00:12:07.000]  上帝的不拯救和上帝的不聽
[00:12:08.000 --> 00:12:11.000]  好像孤身一人面對著這樣的狀況
[00:12:11.000 --> 00:12:14.000]  在第二節裏面他再繼續說
[00:12:14.000 --> 00:12:17.000]  他日間又呼求上帝不應允
[00:12:17.000 --> 00:12:21.000]  夜間又呼求不停止的來祈禱
[00:12:21.000 --> 00:12:25.000]  但是他所禱告的對象沉默不言
[00:12:25.000 --> 00:12:27.000]  上帝不出聲
[00:12:27.000 --> 00:12:30.000]  他不是否定上帝的存在
[00:12:30.000 --> 00:12:33.000]  他只是說他的禱告上帝沒有回應
[00:12:33.000 --> 00:12:35.000]  不出聲
[00:12:36.000 --> 00:12:39.000]  他就好像對著空氣來講他自己的苦況
[00:12:39.000 --> 00:12:42.000]  他覺得自己孤身一人
[00:12:42.000 --> 00:12:46.000]  來面對著生命的這種狀態
[00:12:46.000 --> 00:12:49.000]  為什麼是成為禱告的一部份
[00:12:49.000 --> 00:12:51.000]  為什麼不是質問上帝
[00:12:51.000 --> 00:12:53.000]  也不是帶著一份不敬
[00:12:53.000 --> 00:12:57.000]  為什麼是私人在當下的處境
[00:12:57.000 --> 00:13:00.000]  和他能夠有力量面對的處境
[00:13:00.000 --> 00:13:02.000]  成為了一個很大的差距
[00:13:03.000 --> 00:13:07.000]  這種落差令他不能自拔
[00:13:07.000 --> 00:13:10.000]  心體裏面有一種很強烈的痛苦
[00:13:10.000 --> 00:13:13.000]  然後由第三節開始
[00:13:13.000 --> 00:13:16.000]  詩篇裏面再繼續用一個
[00:13:16.000 --> 00:13:20.000]  我們今天會經常用的音樂
[00:13:20.000 --> 00:13:22.000]  那個叫做福音
[00:13:22.000 --> 00:13:24.000]  不是我們傳的福音
[00:13:24.000 --> 00:13:29.000]  而是音樂裏面有一種音樂不同的聲部
[00:13:29.000 --> 00:13:32.000]  好像在唱兩首歌放在一首歌裏面的那種
[00:13:32.000 --> 00:13:38.000]  互相的不同的聲音
[00:13:38.000 --> 00:13:40.000]  在同一首的樂曲裏面出現
[00:13:40.000 --> 00:13:42.000]  在第三節裏面這樣說
[00:13:42.000 --> 00:13:44.000]  但你是聖傑的
[00:13:44.000 --> 00:13:47.000]  是用以色列的讚美為寶座的
[00:13:47.000 --> 00:13:49.000]  我們的祖宗倚靠你
[00:13:49.000 --> 00:13:51.000]  他們倚靠你
[00:13:51.000 --> 00:13:53.000]  你便解救他們
[00:13:53.000 --> 00:13:55.000]  他們哀求你便解救
[00:13:55.000 --> 00:13:57.000]  他們倚靠你
[00:13:57.000 --> 00:13:59.000]  就不羞愧
[00:13:59.000 --> 00:14:01.000]  第六節
[00:14:01.000 --> 00:14:02.000]  我是蟲不是人
[00:14:02.000 --> 00:14:05.000]  被眾人羞辱被百姓藐視
[00:14:05.000 --> 00:14:07.000]  看見我的刀刺少我
[00:14:07.000 --> 00:14:10.000]  他們撇嘴搖頭說
[00:14:10.000 --> 00:14:13.000]  他把自己交託耶和華
[00:14:13.000 --> 00:14:15.000]  耶和華可以救他吧
[00:14:15.000 --> 00:14:18.000]  耶和華既喜悅他可以答救他吧
[00:14:18.000 --> 00:14:20.000]  第九節
[00:14:20.000 --> 00:14:22.000]  但你是叫我出母福的
[00:14:22.000 --> 00:14:27.000]  我在母福裏你就使我有一有倚靠的心
[00:14:27.000 --> 00:14:29.000]  我引用這一段
[00:14:30.000 --> 00:14:32.000]  他見到一個很重要的句式
[00:14:32.000 --> 00:14:34.000]  我間中讓大家看到
[00:14:34.000 --> 00:14:36.000]  就是但你時
[00:14:36.000 --> 00:14:38.000]  第六節是但我時
[00:14:38.000 --> 00:14:40.000]  第九節是但你時
[00:14:40.000 --> 00:14:42.000]  在這段經文裏面
[00:14:42.000 --> 00:14:44.000]  其實是但你但我
[00:14:44.000 --> 00:14:46.000]  但來但去
[00:14:46.000 --> 00:14:48.000]  但來但去為何是這樣的原因呢
[00:14:48.000 --> 00:14:53.000]  原來在一個私人的痛苦的歷程當中
[00:14:53.000 --> 00:14:55.000]  他正在看上帝
[00:14:55.000 --> 00:14:57.000]  在他歷世歷代裏面
[00:14:58.000 --> 00:15:00.000]  就是那個保守人的請救人的上帝
[00:15:00.000 --> 00:15:02.000]  如何保守他的祖宗
[00:15:02.000 --> 00:15:06.000]  跨越了經歷了上帝而來的解救
[00:15:06.000 --> 00:15:10.000]  大衛是讀舊約
[00:15:10.000 --> 00:15:12.000]  或者在上帝的工作裏面
[00:15:12.000 --> 00:15:15.000]  他知道上帝一直這樣去看顧
[00:15:15.000 --> 00:15:17.000]  但他又看回自己
[00:15:17.000 --> 00:15:20.000]  我的處境是被人羞辱
[00:15:20.000 --> 00:15:22.000]  應該想著上帝會答救
[00:15:22.000 --> 00:15:24.000]  但上帝沒有答救
[00:15:24.000 --> 00:15:26.000]  想著上帝會出手幫助
[00:15:27.000 --> 00:15:28.000]  但上帝沒有幫助
[00:15:28.000 --> 00:15:33.000]  他帶來的反而是羞辱、藐視、被人恥笑
[00:15:33.000 --> 00:15:38.000]  甚至被人搖頭去責他
[00:15:38.000 --> 00:15:41.000]  他把自己交託耶和華
[00:15:41.000 --> 00:15:43.000]  耶和華可以救他
[00:15:43.000 --> 00:15:45.000]  如果耶和華喜悅他
[00:15:45.000 --> 00:15:47.000]  可以答救他
[00:15:47.000 --> 00:15:49.000]  那些身邊的人、敵人
[00:15:49.000 --> 00:15:52.000]  用上帝不應允許他、不答救他
[00:15:53.000 --> 00:15:58.000]  成為了恥笑他、藐視他的一些內容
[00:15:58.000 --> 00:16:00.000]  他看上帝過去歷史歷代
[00:16:00.000 --> 00:16:02.000]  上帝這樣保守別人
[00:16:02.000 --> 00:16:04.000]  看回自己
[00:16:04.000 --> 00:16:06.000]  他不是這樣經歷的
[00:16:06.000 --> 00:16:09.000]  然後他又彈回上帝那裏
[00:16:09.000 --> 00:16:12.000]  但你叫我出母福的時候
[00:16:12.000 --> 00:16:14.000]  我在母福裏
[00:16:14.000 --> 00:16:17.000]  使我有一個倚靠的心
[00:16:17.000 --> 00:16:19.000]  你會見到在這裏
[00:16:20.000 --> 00:16:23.000]  有種心靈的交集
[00:16:23.000 --> 00:16:25.000]  看著上帝
[00:16:25.000 --> 00:16:27.000]  看到上帝很偉大的工作
[00:16:27.000 --> 00:16:29.000]  看著自己
[00:16:29.000 --> 00:16:32.000]  覺得自己不是經歷這樣的處境
[00:16:32.000 --> 00:16:35.000]  然後彈來彈去
[00:16:35.000 --> 00:16:38.000]  代表著心靈裏的一種複雜性
[00:16:38.000 --> 00:16:42.000]  近代很多的識經學家
[00:16:42.000 --> 00:16:45.000]  特別是用詩篇作為模樣的學者
[00:16:45.000 --> 00:16:49.000]  他就用這種彈來彈去
[00:16:49.000 --> 00:16:50.000]  那種心靈裏面
[00:16:50.000 --> 00:16:52.000]  看著上帝又看著自己
[00:16:52.000 --> 00:16:54.000]  那種複雜的
[00:16:54.000 --> 00:16:56.000]  就叫這種叫做福音性
[00:16:56.000 --> 00:16:58.000]  正如我剛才解釋的所說
[00:16:58.000 --> 00:17:00.000]  這種福音性
[00:17:00.000 --> 00:17:03.000]  就是講到在生命當中裏面
[00:17:03.000 --> 00:17:07.000]  他面對著的就是一種很大的困難
[00:17:07.000 --> 00:17:11.000]  而這種困難和上帝的那種保守
[00:17:11.000 --> 00:17:13.000]  是同時間在他的心靈當中
[00:17:13.000 --> 00:17:15.000]  同時間出現的
[00:17:15.000 --> 00:17:18.000]  兩把聲音都是這麼強烈
[00:17:18.000 --> 00:17:23.000]  兩個的處境都是真實在他的生命當中
[00:17:23.000 --> 00:17:25.000]  值得留意的就是
[00:17:25.000 --> 00:17:27.000]  在經文裏面
[00:17:27.000 --> 00:17:29.000]  他用這樣的福音性
[00:17:29.000 --> 00:17:32.000]  同樣都應用了在馬太福音
[00:17:32.000 --> 00:17:34.000]  在耶穌被釘十架的時候
[00:17:34.000 --> 00:17:39.000]  馬太的作者都用這個言辭
[00:17:39.000 --> 00:17:43.000]  來描述耶穌所經歷的處境
[00:17:43.000 --> 00:17:45.000]  在十六節那裏
[00:17:46.000 --> 00:17:49.000]  耶穌的手和腳被扎上十字架裏面
[00:17:49.000 --> 00:17:51.000]  他們扎了我的手和腳
[00:17:51.000 --> 00:17:53.000]  其實在詩篇第十六節
[00:17:53.000 --> 00:17:56.000]  就回應了在馬太福音第27章35節
[00:17:56.000 --> 00:18:00.000]  同樣的他們分我的外衣
[00:18:00.000 --> 00:18:02.000]  為我的女衣縫製
[00:18:02.000 --> 00:18:04.000]  在第十八節
[00:18:04.000 --> 00:18:06.000]  詩篇第十八節裏面
[00:18:06.000 --> 00:18:08.000]  講到一個這樣的情景
[00:18:08.000 --> 00:18:11.000]  其實大衛真的沒有經歷過這樣的狀況
[00:18:11.000 --> 00:18:14.000]  他用私人很誇張的手法
[00:18:15.000 --> 00:18:19.000]  來描述他被剝奪的痛苦
[00:18:19.000 --> 00:18:21.000]  但是在馬太福音
[00:18:21.000 --> 00:18:24.000]  耶穌就成就了這種被剝奪
[00:18:24.000 --> 00:18:27.000]  在十字架上的痛苦
[00:18:27.000 --> 00:18:30.000]  馬太福音第27章35節
[00:18:30.000 --> 00:18:35.000]  這種被嘲笑
[00:18:35.000 --> 00:18:38.000]  耶和華說可以救他的
[00:18:38.000 --> 00:18:40.000]  你就可以答救他吧
[00:18:40.000 --> 00:18:42.000]  後來都繼續的
[00:18:43.000 --> 00:18:45.000]  來嘲笑耶穌在十字架上
[00:18:45.000 --> 00:18:47.000]  這種福音
[00:18:47.000 --> 00:18:50.000]  那種雙重的聲音
[00:18:50.000 --> 00:18:53.000]  既是有上帝昔日的帶領
[00:18:53.000 --> 00:18:55.000]  上帝的工作
[00:18:55.000 --> 00:18:59.000]  但同時當下心靈的那種痛苦
[00:18:59.000 --> 00:19:02.000]  兩樣東西在一個受苦的人生命裏面
[00:19:02.000 --> 00:19:04.000]  同時間出現
[00:19:04.000 --> 00:19:06.000]  我們叫這個福音性
[00:19:06.000 --> 00:19:08.000]  傳統以來
[00:19:08.000 --> 00:19:11.000]  我們通常安慰人
[00:19:12.000 --> 00:19:14.000]  我們就會壓低了個人
[00:19:14.000 --> 00:19:16.000]  人生命裏面那種痛苦的聲音
[00:19:16.000 --> 00:19:19.000]  我們有時候會覺得不耐煩
[00:19:19.000 --> 00:19:21.000]  對於有些人面對著苦難
[00:19:21.000 --> 00:19:24.000]  我們覺得那些聲音不是來自上帝的
[00:19:24.000 --> 00:19:28.000]  我們甚至覺得那些人生命裏面的那種痛處
[00:19:28.000 --> 00:19:30.000]  就是那個人的信心
[00:19:30.000 --> 00:19:32.000]  或者他的屬靈深度不夠
[00:19:32.000 --> 00:19:37.000]  以致他沒有辦法去克服眼前這些困難
[00:19:37.000 --> 00:19:39.000]  不過詩篇22篇裏面
[00:19:40.000 --> 00:19:42.000]  你同意那個叫做福音性
[00:19:42.000 --> 00:19:44.000]  他當下的痛苦
[00:19:44.000 --> 00:19:46.000]  上帝基本上是沒有否定到他的
[00:19:46.000 --> 00:19:51.000]  甚至乎人生命裏面當下面對的那種苦難
[00:19:51.000 --> 00:19:53.000]  和上帝昔日裏面的帶領
[00:19:53.000 --> 00:19:57.000]  在一個人生命當中是同時存在的
[00:19:57.000 --> 00:20:02.000]  我們不需要壓低了我們自己個人的那種苦況
[00:20:02.000 --> 00:20:05.000]  又或者覺得那樣東西是不神聖
[00:20:05.000 --> 00:20:07.000]  反而是當下
[00:20:08.000 --> 00:20:10.000]  在這個處境當中
[00:20:10.000 --> 00:20:12.000]  我們的心靈那種痛苦
[00:20:12.000 --> 00:20:14.000]  上帝是聆聽
[00:20:14.000 --> 00:20:16.000]  詩人是這樣來祈禱
