
[00:00:00.000 --> 00:00:02.720]  今天還要讀的有兩段經文
[00:08:44.680 --> 00:08:48.680]  詩人不單是說一個抽象的國婆家亡
[00:08:48.680 --> 00:08:49.680]  在第2節
[00:08:49.680 --> 00:08:51.680]  102篇第2節
[00:08:51.680 --> 00:08:55.680]  他說我在急難的日子求你
[00:08:55.680 --> 00:08:58.680]  向我側耳不要向我掩面
[00:08:58.680 --> 00:09:02.680]  我呼求的日子求你快快應允我
[00:09:02.680 --> 00:09:06.680]  在這段中說到他自己第一身
[00:09:06.680 --> 00:09:08.680]  面對著這些苦難
[00:09:08.680 --> 00:09:11.680]  面對著這些很大的痛苦
[00:09:11.680 --> 00:09:13.680]  接下來他在數
[00:09:13.680 --> 00:09:17.680]  數算他自己面對的一些困難
[00:09:17.680 --> 00:09:19.680]  他面對飢餓
[00:09:19.680 --> 00:09:22.680]  他面對飢餓到什麼地步呢
[00:09:22.680 --> 00:09:25.680]  他說到用一些爐灰來當飯吃
[00:09:25.680 --> 00:09:27.680]  就是沒東西吃
[00:09:27.680 --> 00:09:29.680]  用一些灰瓶來放進口裡
[00:09:29.680 --> 00:09:31.680]  類似上一代
[00:09:31.680 --> 00:09:35.680]  或者再上一代人說日本人打仗的時候
[00:09:35.680 --> 00:09:37.680]  吃樹皮吃樹根
[00:09:37.680 --> 00:09:39.680]  吃泥土來充飢
[00:09:39.680 --> 00:09:42.680]  這個就是詩人裡面第一個
[00:09:42.680 --> 00:09:46.680]  面對著國家的那種痛苦的時候
[00:09:46.680 --> 00:09:48.680]  他所經歷的那種苦況
[00:09:48.680 --> 00:09:50.680]  他更加說到他自己的身體
[00:09:50.680 --> 00:09:53.680]  他的骨頭好像被火燒一樣
[00:09:53.680 --> 00:09:55.680]  他的心受傷害
[00:09:55.680 --> 00:09:56.680]  如草枯乾
[00:09:56.680 --> 00:09:59.680]  甚至忘記吃飯
[00:09:59.680 --> 00:10:01.680]  因為他哀嚎的時候
[00:10:01.680 --> 00:10:03.680]  他的肉緊貼骨頭
[00:10:03.680 --> 00:10:04.680]  你可想而知
[00:10:04.680 --> 00:10:05.680]  他那裡說什麼呢
[00:10:05.680 --> 00:10:08.680]  肉緊貼骨頭的意思就是說他瘦
[00:10:08.680 --> 00:10:10.680]  瘦到被捕就是皮包骨
[00:10:10.680 --> 00:10:12.680]  又不想吃東西
[00:10:12.680 --> 00:10:14.680]  心裡面哀痛
[00:10:14.680 --> 00:10:16.680]  同時間面對著國破家亡
[00:10:16.680 --> 00:10:19.680]  又經歷戰火
[00:10:19.680 --> 00:10:21.680]  面對有敵人的時候
[00:10:21.680 --> 00:10:24.680]  又被敵人中日的來咒罵
[00:10:24.680 --> 00:10:27.680]  所以由第二節開始
[00:10:27.680 --> 00:10:29.680]  到第十一節
[00:10:29.680 --> 00:10:31.680]  整個段落
[00:10:31.680 --> 00:10:33.680]  其實是訴苦的
[00:10:33.680 --> 00:10:36.680]  跟上帝說有多大的那種苦難
[00:10:36.680 --> 00:10:39.680]  當他面對這種痛苦的時候
[00:10:39.680 --> 00:10:44.680]  他不是停在自怨自艾的地步
[00:10:44.680 --> 00:10:46.680]  然後到第二個段落
[00:10:46.680 --> 00:10:48.680]  由第十三節開始
[00:10:48.680 --> 00:10:51.680]  讀到第二十二節
[00:10:51.680 --> 00:10:54.680]  這個就是詩人裡面
[00:10:54.680 --> 00:10:56.680]  詩篇的第二個段落
[00:10:56.680 --> 00:10:58.680]  在這個段落裡面
[00:10:58.680 --> 00:11:00.680]  他就將焦點
[00:11:00.680 --> 00:11:03.680]  由自己的痛苦轉念
[00:11:03.680 --> 00:11:05.680]  轉到哪裡呢
[00:11:05.680 --> 00:11:07.680]  轉到在上帝當中
[00:11:07.680 --> 00:11:11.680]  唯有你 耶和華傳到永遠
[00:11:11.680 --> 00:11:16.680]  你可以紀念的名也傳到萬代
[00:11:16.680 --> 00:11:18.680]  你必起來憐憫錫安
[00:11:18.680 --> 00:11:21.680]  因為現在可憐他的時候
[00:11:21.680 --> 00:11:22.680]  日期已經到了
[00:11:22.680 --> 00:11:25.680]  你的僕人原來喜悅他的石頭
[00:11:25.680 --> 00:11:26.680]  可憐他的塵土
[00:11:26.680 --> 00:11:28.680]  列國要敬畏耶和華的名
[00:11:28.680 --> 00:11:32.680]  世上諸王要敬畏你的榮耀
[00:11:32.680 --> 00:11:37.680]  在這裡一邊祈求一邊數船
[00:11:37.680 --> 00:11:41.680]  他將他剛才想到的苦況
[00:11:41.680 --> 00:11:42.680]  去到第二個段落
[00:11:42.680 --> 00:11:46.680]  就成為了一個很大的改變
[00:11:46.680 --> 00:11:48.680]  他的筆鋒就轉移
[00:11:48.680 --> 00:11:50.680]  去描述上帝的永恆
[00:11:50.680 --> 00:11:53.680]  和上帝對以色列民的那些的應許
[00:11:53.680 --> 00:11:55.680]  所以在經文裡面
[00:11:55.680 --> 00:11:57.680]  你會看到
[00:11:57.680 --> 00:12:00.680]  雖然面對自己眼前國破家亡
[00:12:00.680 --> 00:12:03.680]  但是他思想上帝
[00:12:03.680 --> 00:12:05.680]  上帝答應了這個國家民族
[00:12:05.680 --> 00:12:08.680]  甚至乎答應了他自己
[00:12:08.680 --> 00:12:11.680]  他相信上帝永恆的能力
[00:12:11.680 --> 00:12:13.680]  是會奉庇這個國家
[00:12:13.680 --> 00:12:14.680]  奉庇他自己
[00:12:14.680 --> 00:12:16.680]  所以去到第二個段落
[00:12:16.680 --> 00:12:19.680]  他將上帝的永恆
[00:12:19.680 --> 00:12:22.680]  一連串地數算出來
[00:12:22.680 --> 00:12:25.680]  也說到上帝有永恆的恩典
[00:12:25.680 --> 00:12:28.680]  淋到他自己的國家民族當中
[00:12:28.680 --> 00:12:31.680]  這個就是整個經文裡面
[00:12:31.680 --> 00:12:32.680]  某程度上就轉念了
[00:12:32.680 --> 00:12:34.680]  講到上帝的永恆
[00:12:34.680 --> 00:12:37.680]  你看到剛才整個經文裡面
[00:12:37.680 --> 00:12:39.680]  頭的篇幅是講自己很痛苦
[00:12:39.680 --> 00:12:42.680]  第二個篇幅就講到上帝的永恆
[00:12:42.680 --> 00:12:45.680]  在中間的這一部分
[00:12:45.680 --> 00:12:47.680]  就成為了第三部分的詩篇
[00:12:47.680 --> 00:12:50.680]  23節至第28節
[00:12:50.680 --> 00:12:53.680]  也是剛才我們所讀的那些內容
[00:12:53.680 --> 00:12:55.680]  當他面對自己很苦
[00:12:55.680 --> 00:12:57.680]  見到上帝的永恆
[00:12:57.680 --> 00:12:59.680]  他的祈願是什麼呢?
[00:12:59.680 --> 00:13:01.680]  我們再看看這幾節經文
[00:13:01.680 --> 00:13:04.680]  他使我的力量終度衰弱
[00:13:04.680 --> 00:13:06.680]  使我的年日縮短
[00:13:06.680 --> 00:13:08.680]  我說,我的神啊
[00:13:08.680 --> 00:13:11.680]  不要使我終年去世
[00:13:11.680 --> 00:13:13.680]  你的年歲西西無窮
[00:13:13.680 --> 00:13:15.680]  你起初立了地的根基
[00:13:15.680 --> 00:13:18.680]  天也是你所做的
[00:13:18.680 --> 00:13:19.680]  天地都要滅沒
[00:13:19.680 --> 00:13:21.680]  你卻要長存
[00:13:21.680 --> 00:13:24.680]  天地都要如外衣漸漸舊了
[00:13:24.680 --> 00:13:27.680]  你要將天地如女衣更換
[00:13:27.680 --> 00:13:30.680]  天地就都改變了
[00:13:30.680 --> 00:13:32.680]  唯有你永不改變
[00:13:32.680 --> 00:13:34.680]  你的年歲沒有窮盡
[00:13:34.680 --> 00:13:37.680]  你僕人的子孫要長存
[00:13:37.680 --> 00:13:40.680]  他們的後裔要建立在你面前
[00:13:40.680 --> 00:13:42.680]  在這一段落裡面
[00:13:42.680 --> 00:13:44.680]  他在講什麼呢?
[00:13:44.680 --> 00:13:47.680]  或者他最終的祈禱是什麼呢?
[00:13:47.680 --> 00:13:50.680]  面對人生命的軟弱、痛苦
[00:13:50.680 --> 00:13:52.680]  和永恆的主
[00:13:52.680 --> 00:13:54.680]  他的祈願其實是
[00:13:54.680 --> 00:13:57.680]  你覺得他不是很高尚
[00:13:57.680 --> 00:13:59.680]  他只有一個很單純的祈願
[00:13:59.680 --> 00:14:01.680]  就是生存
[00:14:01.680 --> 00:14:03.680]  不要死
[00:14:03.680 --> 00:14:05.680]  還有他求壽
[00:14:05.680 --> 00:14:07.680]  他用的字眼特別講到
[00:14:07.680 --> 00:14:10.680]  上帝令他在這些日子裡面
[00:14:10.680 --> 00:14:12.680]  終度衰弱
[00:14:12.680 --> 00:14:14.680]  在他中年的日子
[00:14:14.680 --> 00:14:16.680]  甚至乎他講到
[00:14:16.680 --> 00:14:19.680]  面對著這種國破家亡
[00:14:19.680 --> 00:14:20.680]  那種苦難
[00:14:20.680 --> 00:14:23.680]  他的年日短少
[00:14:23.680 --> 00:14:25.680]  某程度他真的覺得
[00:14:25.680 --> 00:14:28.680]  上帝是一個
[00:14:28.680 --> 00:14:30.680]  他的旨意
[00:14:30.680 --> 00:14:32.680]  要令他們這一代人
[00:14:32.680 --> 00:14:34.680]  面對一個這樣的苦難
[00:14:34.680 --> 00:14:36.680]  但是即使是這樣
[00:14:36.680 --> 00:14:40.680]  他求上帝不要使我終年去世
[00:14:40.680 --> 00:14:43.680]  你的年歲世世無窮
[00:14:43.680 --> 00:14:44.680]  很簡單
[00:14:44.680 --> 00:14:47.680]  私人其實就是只是想
[00:14:47.680 --> 00:14:51.680]  希望自己在一個這麼困難的時間裡面
[00:14:51.680 --> 00:14:52.680]  上帝
[00:14:52.680 --> 00:14:54.680]  求你讓我在地上
[00:14:54.680 --> 00:14:57.680]  多一些的日子
[00:14:57.680 --> 00:14:59.680]  你是一個永恆的主
[00:14:59.680 --> 00:15:01.680]  而我是一個地上
[00:15:01.680 --> 00:15:03.680]  短促生命的一個
[00:15:03.680 --> 00:15:06.680]  塵土裡面生活的一個人
[00:15:06.680 --> 00:15:08.680]  你可不可以開恩
[00:15:08.680 --> 00:15:10.680]  讓我這個短促的生命
[00:15:10.680 --> 00:15:12.680]  可以長久一點
[00:15:12.680 --> 00:15:13.680]  不要在終年
[00:15:13.680 --> 00:15:17.680]  在生命裡面最鼎盛的時間
[00:15:17.680 --> 00:15:20.680]  反而就要離開了人世
[00:15:20.680 --> 00:15:23.680]  他求上帝讓他長久一點
[00:15:23.680 --> 00:15:25.680]  然後他再繼續講
[00:15:25.680 --> 00:15:27.680]  他又用很多的篇幅
[00:15:27.680 --> 00:15:29.680]  講到上帝的永恆
[00:15:29.680 --> 00:15:31.680]  他用什麼來表達呢
[00:15:31.680 --> 00:15:33.680]  他講到天與地
[00:15:33.680 --> 00:15:36.680]  天與地其實就是我們自然
[00:15:36.680 --> 00:15:38.680]  造物界裡面
[00:15:38.680 --> 00:15:41.680]  我們覺得永恆不變的定律
[00:15:41.680 --> 00:15:43.680]  如果我們有科學家知道
[00:15:43.680 --> 00:15:47.680]  有一些恆久不變的定論
[00:15:47.680 --> 00:15:51.680]  就在創造的天地萬物來改變
[00:15:51.680 --> 00:15:56.680]  私人訴諸於創世所見到的創造的萬物
[00:15:56.680 --> 00:16:00.680]  然後他講到這個創造的世界的萬物
[00:16:00.680 --> 00:16:03.680]  是來自那位創造的主
[00:16:03.680 --> 00:16:04.680]  他立了地的根基
[00:16:04.680 --> 00:16:07.680]  天也是他的手所造的
[00:16:07.680 --> 00:16:10.680]  不過這些都是被造之物
[00:16:10.680 --> 00:16:13.680]  在上帝的手中裡面
[00:16:13.680 --> 00:16:16.680]  天與地有一天都要改變
[00:16:16.680 --> 00:16:18.680]  所以第26節
[00:16:18.680 --> 00:16:20.680]  天地都要滅沒
[00:16:20.680 --> 00:16:22.680]  理卻要長存
[00:16:22.680 --> 00:16:25.680]  天地都要如外衣漸漸舊了
[00:16:25.680 --> 00:16:28.680]  你要將天地如女衣更換
[00:16:28.680 --> 00:16:31.680]  天地就都改變了
[00:16:31.680 --> 00:16:33.680]  唯有你永不改變
[00:16:33.680 --> 00:16:36.680]  你的年歲沒有窮盡
[00:16:36.680 --> 00:16:41.680]  在這裡他就用天地的改變
[00:16:41.680 --> 00:16:43.680]  和上帝的永存
[00:16:43.680 --> 00:16:47.680]  上帝的永恆來做一些對比
[00:16:47.680 --> 00:16:50.680]  天與地對於人世間來說
[00:16:50.680 --> 00:16:52.680]  那個都是很長久的
[00:16:52.680 --> 00:16:54.680]  不過天與地的長久
[00:16:54.680 --> 00:16:56.680]  都及不上
[00:16:56.680 --> 00:16:58.680]  都是受造之物
[00:16:58.680 --> 00:17:00.680]  在上帝的手中裡面
[00:17:00.680 --> 00:17:02.680]  天與地就好像一件衣服一樣
[00:17:02.680 --> 00:17:03.680]  脫了它
[00:17:03.680 --> 00:17:04.680]  會捲起
[00:17:04.680 --> 00:17:06.680]  然後就換另一件
[00:17:06.680 --> 00:17:08.680]  無論外衣也好
[00:17:08.680 --> 00:17:09.680]  女衣也好
[00:17:09.680 --> 00:17:11.680]  內外外外
[00:17:11.680 --> 00:17:13.680]  天地就好像衣服一樣
[00:17:13.680 --> 00:17:16.680]  會有更換改變的一天
[00:17:16.680 --> 00:17:19.680]  他用這個比喻說到天地都會改變
[00:17:19.680 --> 00:17:23.680]  有一天都會消失於永恆當中
[00:17:23.680 --> 00:17:27.680]  甚至天地不是永恆的存在
[00:17:27.680 --> 00:17:29.680]  不過對於上帝來說
[00:17:29.680 --> 00:17:32.680]  上帝就是永恆的主
[00:17:32.680 --> 00:17:34.680]  將天地要改變
[00:17:34.680 --> 00:17:37.680]  上帝的年歲卻沒有窮盡
[00:17:37.680 --> 00:17:41.680]  他用這個比喻來強調
[00:17:41.680 --> 00:17:43.680]  上帝那種超然
[00:17:43.680 --> 00:17:46.680]  超越萬物的能力
[00:17:46.680 --> 00:17:50.680]  以致到詩人繼續訴諸
[00:17:50.680 --> 00:17:52.680]  他求上帝
[00:17:52.680 --> 00:17:54.680]  祢的僕人子孫要長存
[00:17:54.680 --> 00:17:57.680]  他們的後裔要建立在祢面前
[00:17:57.680 --> 00:18:01.680]  這就是詩篇裡面最後的結語
[00:18:01.680 --> 00:18:05.680]  詩人求上帝給他長久的日子
[00:18:05.680 --> 00:18:10.680]  他也求上帝給他生命裡
[00:18:10.680 --> 00:18:16.680]  有更加長久的日子之外
[00:18:16.680 --> 00:18:18.680]  希望他的子子孫孫
[00:18:18.680 --> 00:18:22.680]  可以延續在這個世界當中
[00:18:22.680 --> 00:18:25.680]  不會淹沒在歷史的洪流裡
[00:18:25.680 --> 00:18:30.680]  這就是詩篇102篇裡所呈現的內容
[00:18:30.680 --> 00:18:34.680]  整個詩篇裡所講的內容
[00:18:34.680 --> 00:18:36.680]  簡單來說就是
[00:18:36.680 --> 00:18:38.680]  特別是在苦難中
[00:18:38.680 --> 00:18:41.680]  這個詩人見到很多困苦
[00:18:41.680 --> 00:18:43.680]  他自己第一生經歷
[00:18:43.680 --> 00:18:45.680]  人生很苦
[00:18:45.680 --> 00:18:47.680]  但既然人生這麼苦
[00:18:47.680 --> 00:18:49.680]  他不是氣派
[00:18:49.680 --> 00:18:55.680]  他不是說上帝讓我上天堂
[00:18:55.680 --> 00:18:57.680]  他不是這樣
[00:18:57.680 --> 00:18:58.680]  雖然人生很苦
[00:18:58.680 --> 00:19:03.680]  但他很想繼續在地上日子長久一點
[00:19:03.680 --> 00:19:05.680]  他希望他的後代
[00:19:05.680 --> 00:19:08.680]  可以繼續地延綿不絕
[00:19:08.680 --> 00:19:11.680]  在掌管歷史
[00:19:11.680 --> 00:19:14.680]  掌管天地永恆的主面前
[00:19:14.680 --> 00:19:16.680]  他祈求上帝
[00:19:16.680 --> 00:19:20.680]  他求上帝讓他日子長久一點
[00:19:20.680 --> 00:19:24.680]  他的後裔世世代代延續下去
[00:19:24.680 --> 00:19:26.680]  所以其實詩篇102篇
[00:19:26.680 --> 00:19:31.680]  他的內容或祈願的想法
[00:19:31.680 --> 00:19:38.680]  不是一些很深奧或高言大智的內容
[00:19:38.680 --> 00:19:40.680]  只不過是一個很痛苦的人
[00:19:40.680 --> 00:19:43.680]  他在生活中掙扎求存
[00:19:43.680 --> 00:19:45.680]  他是一個倖存者
[00:19:45.680 --> 00:19:47.680]  他更加期望的是
[00:19:47.680 --> 00:19:49.680]  在他短促的人生當中
[00:19:49.680 --> 00:19:52.680]  上帝可以給他多一點時間
[00:19:52.680 --> 00:19:54.680]  讓他可以見到他的後代
[00:19:54.680 --> 00:19:57.680]  也讓他的後代可以繼續地繁衍
[00:19:57.680 --> 00:19:59.680]  在上帝的永恆當中
[00:19:59.680 --> 00:20:01.680]  上帝永恆的主答應過
[00:20:01.680 --> 00:20:03.680]  所以他就是這樣來祈求
[00:20:03.680 --> 00:20:06.680]  當我們明白這件事的時候
[00:20:06.680 --> 00:20:09.680]  我們稍為有時間去想一想
[00:20:09.680 --> 00:20:12.680]  我們今天人生在祈求什麼呢?
[00:20:12.680 --> 00:20:16.680]  在我們自己經歷每一年
[00:20:16.680 --> 00:20:18.680]  一年差不多要過去了
[00:20:18.680 --> 00:20:20.680]  將要踏入新的一年
[00:20:20.680 --> 00:20:23.680]  你的心裡在想什麼呢?
[00:20:23.680 --> 00:20:25.680]  有些弟兄姊妹可能會覺得
[00:20:25.680 --> 00:20:27.680]  人生實在太苦了
[00:20:27.680 --> 00:20:32.680]  所以其實在世的日子未必需要很長
