
[00:00:00.000 --> 00:00:04.000]  以下我們要聽神對我們的說話
[00:10:25.000 --> 00:10:26.000]  他坐在那裏的
[00:10:26.000 --> 00:10:29.000]  現在你要讓出這個寶座給他
[00:10:29.000 --> 00:10:31.000]  耶穌基督成為你生命的主宰
[00:10:31.000 --> 00:10:33.000]  按著耶穌的心意
[00:10:33.000 --> 00:10:35.000]  來走人生的道路
[00:10:35.000 --> 00:10:37.000]  所以在這裏面
[00:10:37.000 --> 00:10:39.000]  其實重點就是
[00:10:39.000 --> 00:10:42.000]  這班信徒既然以耶穌基督
[00:10:42.000 --> 00:10:44.000]  你口稱裏面是主的時候
[00:10:44.000 --> 00:10:47.000]  你生命的一切活著
[00:10:47.000 --> 00:10:49.000]  或者你人生價值觀念
[00:10:49.000 --> 00:10:51.000]  都要以在基督耶穌裏
[00:10:51.000 --> 00:10:54.000]  以耶穌為主的生命方式
[00:10:54.000 --> 00:10:56.000]  來度過生活
[00:10:56.000 --> 00:10:58.000]  在第七節裏面講幾樣東西
[00:10:58.000 --> 00:11:03.000]  第一在他裏面生根或者紮根
[00:11:03.000 --> 00:11:05.000]  第二就是建造
[00:11:05.000 --> 00:11:07.000]  第三就是在信仰
[00:11:07.000 --> 00:11:10.000]  即是所接受的教導上得以堅固
[00:11:10.000 --> 00:11:13.000]  第四就是帶著感恩的心
[00:11:13.000 --> 00:11:15.000]  這些都不是一些很複雜的東西
[00:11:15.000 --> 00:11:19.000]  不過我想多一點的重點提出
[00:11:19.000 --> 00:11:22.000]  就是那個紮根的意思
[00:11:22.000 --> 00:11:25.000]  那個紮根的意思就是
[00:11:25.000 --> 00:11:27.000]  很多頂姐妹有時候信仰
[00:11:27.000 --> 00:11:29.000]  我們有時候都會的
[00:11:29.000 --> 00:11:31.000]  我們會覺得那個信仰
[00:11:31.000 --> 00:11:34.000]  是我們生命的其中一部份
[00:11:34.000 --> 00:11:38.000]  我禮拜六日上教會
[00:11:38.000 --> 00:11:40.000]  我滿足一個信仰生活
[00:11:40.000 --> 00:11:43.000]  我們就覺得這個是一個紮根的生活
[00:11:43.000 --> 00:11:46.000]  不過在聖經裏面所講的紮根的生活
[00:11:46.000 --> 00:11:48.000]  就是講到你的信仰
[00:11:48.000 --> 00:11:51.000]  其實要落到你生命的深處
[00:11:51.000 --> 00:11:53.000]  用我們今天廣東話的俗語
[00:11:53.000 --> 00:11:55.000]  或者香港的俗語來講
[00:11:55.000 --> 00:11:56.000]  要入血
[00:11:56.000 --> 00:11:58.000]  你行事為人
[00:11:58.000 --> 00:11:59.000]  你做每一樣東西
[00:11:59.000 --> 00:12:01.000]  你都要以上帝的心
[00:12:01.000 --> 00:12:03.000]  上帝是怎樣想的呢?
[00:12:03.000 --> 00:12:05.000]  耶穌基督怎樣提醒我們呢?
[00:12:05.000 --> 00:12:08.000]  用這個角度來思考人生的問題
[00:12:08.000 --> 00:12:10.000]  你做每一個的抉擇
[00:12:10.000 --> 00:12:14.000]  你都要想這是不是上帝所喜悅的呢?
[00:12:14.000 --> 00:12:16.000]  所以那個紮根的意思就是強調
[00:12:16.000 --> 00:12:19.000]  我們人生裏面方方面面
[00:12:19.000 --> 00:12:23.000]  不只是在禮拜六日或者周末的時間回來教會
[00:12:23.000 --> 00:12:25.000]  而是人生所有的決定
[00:12:25.000 --> 00:12:29.000]  每一件事都是從上帝的心腸
[00:12:29.000 --> 00:12:33.000]  或者用耶穌基督成為我們一個最重要的
[00:12:33.000 --> 00:12:36.000]  考慮的因素
[00:12:36.000 --> 00:12:38.000]  你覺得這樣講都很抽象
[00:12:38.000 --> 00:12:39.000]  其實不抽象的
[00:12:39.000 --> 00:12:41.000]  我們很多弟兄姐妹都經歷過
[00:12:41.000 --> 00:12:42.000]  你做父母你就知道
[00:12:42.000 --> 00:12:44.000]  如果特別在一些新手父母
[00:12:44.000 --> 00:12:46.000]  或者你回憶你舊時
[00:12:46.000 --> 00:12:49.000]  剛剛你做新手父母的時候
[00:12:49.000 --> 00:12:50.000]  你做每一樣東西
[00:12:50.000 --> 00:12:54.000]  你都是為著剛剛出生的baby來去想的
[00:12:54.000 --> 00:12:57.000]  那個廁所板太大了
[00:12:57.000 --> 00:12:58.000]  它會掉下去
[00:12:58.000 --> 00:13:00.000]  你要買隻鴨仔給它
[00:13:00.000 --> 00:13:01.000]  它要吃竹仔
[00:13:01.000 --> 00:13:02.000]  你的心裏面
[00:13:02.000 --> 00:13:04.000]  你上班都是想著兒子的
[00:13:04.000 --> 00:13:05.000]  你每時每刻
[00:13:05.000 --> 00:13:09.000]  你快點想回去見到新生的baby
[00:13:09.000 --> 00:13:10.000]  覺得它很可愛
[00:13:10.000 --> 00:13:12.000]  覺得它很滿足
[00:13:12.000 --> 00:13:17.000]  其實那個體會就是類似一個這樣的體會
[00:13:17.000 --> 00:13:19.000]  如果將我們對一個新生baby
[00:13:19.000 --> 00:13:23.000]  我們都能夠有一種本能性的做法
[00:13:23.000 --> 00:13:26.000]  我們對上帝在經文裏面更加講
[00:13:26.000 --> 00:13:29.000]  我們領受了這個恩惠
[00:13:29.000 --> 00:13:34.000]  我們無時無刻都要將上帝放在我們的心靈當中
[00:13:34.000 --> 00:13:37.000]  然後不單止放在心靈裏面
[00:13:37.000 --> 00:13:41.000]  更加要建立我們的信仰生活
[00:13:41.000 --> 00:13:43.000]  那個信仰生活都是那一樣東西
[00:13:43.000 --> 00:13:45.000]  除了聚會之外
[00:13:45.000 --> 00:13:49.000]  你要將信仰帶到你生命的方方面面裏面
[00:13:49.000 --> 00:13:52.000]  你要讓上帝在你生命
[00:13:52.000 --> 00:13:54.000]  在你的人生當中要儲東西
[00:13:54.000 --> 00:13:56.000]  儲一些經歷
[00:13:56.000 --> 00:14:00.000]  有些弟兄姊妹就曾經和我聊天
[00:14:00.000 --> 00:14:03.000]  我說有沒有見證你們的生命
[00:14:03.000 --> 00:14:05.000]  你說見證嗎?
[00:14:05.000 --> 00:14:07.000]  睡晚感恩那些
[00:14:07.000 --> 00:14:10.000]  我說除了睡晚可以感恩
[00:14:10.000 --> 00:14:12.000]  其實你每天都可以感恩
[00:14:12.000 --> 00:14:14.000]  有些弟兄姊妹就好像輕了一點
[00:14:14.000 --> 00:14:19.000]  好像生命裏面都是這樣過
[00:14:19.000 --> 00:14:23.000]  我說你要讓上帝介入你生命當中
[00:14:23.000 --> 00:14:26.000]  你生命每一天經歷過不同的事
[00:14:26.000 --> 00:14:28.000]  其實你只要用信仰
[00:14:28.000 --> 00:14:32.000]  用上帝的角度來看你每一天的經歷
[00:14:32.000 --> 00:14:35.000]  一定會有很多見證可以分享
[00:14:35.000 --> 00:14:37.000]  可能那些未必是石破天驚
[00:14:37.000 --> 00:14:39.000]  很宏大
[00:14:39.000 --> 00:14:44.000]  很令人蕩氣回腸的一些經歷
[00:14:44.000 --> 00:14:46.000]  不過有些小經歷
[00:14:46.000 --> 00:14:48.000]  其實是上帝為你生命譜寫的
[00:14:48.000 --> 00:14:52.000]  那些都是你生命裏面一些重要的一頁
[00:14:52.000 --> 00:14:55.000]  你不要容讓這些生命就這樣流失了
[00:14:55.000 --> 00:14:58.000]  每一天你用時間來想一想
[00:14:58.000 --> 00:15:01.000]  你讓上帝介入在你的生命當中
[00:15:01.000 --> 00:15:05.000]  亦都讓你的生活呈現有上帝的生活
[00:15:05.000 --> 00:15:07.000]  你生命就會有很多見證
[00:15:07.000 --> 00:15:09.000]  有很豐富的經歷
[00:15:09.000 --> 00:15:10.000]  相反來說
[00:15:10.000 --> 00:15:13.000]  如果我們的信仰只是一個聚會式的信仰
[00:15:13.000 --> 00:15:16.000]  你所講的或者你所經歷的東西
[00:15:16.000 --> 00:15:18.000]  就會變得很暗淡
[00:15:18.000 --> 00:15:21.000]  或者你生命裏面經歷上帝的事物
[00:15:21.000 --> 00:15:23.000]  你覺得很遠
[00:15:23.000 --> 00:15:27.000]  上帝和你好像一個很抽象的信念
[00:15:27.000 --> 00:15:29.000]  不過其實上帝和你同行
[00:15:29.000 --> 00:15:31.000]  不是一個這樣的信仰
[00:15:31.000 --> 00:15:33.000]  堅固就是保守你的信仰
[00:15:33.000 --> 00:15:34.000]  不要失腳
[00:15:34.000 --> 00:15:37.000]  你要持守你所信的
[00:15:37.000 --> 00:15:40.000]  所以這個堅固和那個教導是重要的
[00:15:40.000 --> 00:15:42.000]  因為上帝怎樣教
[00:15:42.000 --> 00:15:44.000]  聖經裏面怎樣啟示
[00:15:44.000 --> 00:15:47.000]  你就按照聖經的教導來實踐
[00:15:47.000 --> 00:15:51.000]  最後你的心裏面常常都有基督的愛
[00:15:51.000 --> 00:15:53.000]  和上帝的恩惠
[00:15:53.000 --> 00:15:56.000]  所以你就會有一份滿心感謝的心
[00:15:56.000 --> 00:15:58.000]  所以在這裏裏面他講到
[00:15:58.000 --> 00:16:00.000]  你以基督耶穌為主
[00:16:00.000 --> 00:16:03.000]  在基督裏你就會有剛才那四方面
[00:16:03.000 --> 00:16:06.000]  你的生命就會有這樣的實踐
[00:16:06.000 --> 00:16:08.000]  做了這個立論之後
[00:16:08.000 --> 00:16:11.000]  接著保羅就要用一個反義
[00:16:11.000 --> 00:16:15.000]  就是講到理想的基督徒生命是一個這樣的生命
[00:16:15.000 --> 00:16:17.000]  不過他們那些信徒
[00:16:17.000 --> 00:16:21.000]  哥羅西教會的信徒面對的挑戰是甚麼呢
[00:16:21.000 --> 00:16:24.000]  第八節開始就告訴你
[00:16:24.000 --> 00:16:29.000]  直到第十五節我們一起聽聽那段經文
[00:16:29.000 --> 00:16:35.000]  你們要謹慎恐怕有人用他的理學和虛空的妄言不照著基督
[00:16:35.000 --> 00:16:40.000]  乃照著人間遺傳和世上的小學打你們老去
[00:16:40.000 --> 00:16:43.000]  因為神本性一切的豐盛
[00:16:43.000 --> 00:16:46.000]  都有形有體地居住在基督裏面
[00:16:46.000 --> 00:16:49.000]  你們在他裏面得以豐盛
[00:16:49.000 --> 00:16:52.000]  他是各樣執政掌權者的元首
[00:16:52.000 --> 00:16:58.000]  你們在他裏面也受了不是人手所行的割禮
[00:16:58.000 --> 00:17:02.000]  乃是基督使你們脫去肉體情慾的割禮
[00:17:02.000 --> 00:17:06.000]  你們既受洗與他一同埋葬
[00:17:06.000 --> 00:17:09.000]  就在此與他一同復活
[00:17:09.000 --> 00:17:13.000]  都因信那叫他從死裡復活
[00:17:13.000 --> 00:17:14.000]  神的公用
[00:17:14.000 --> 00:17:18.000]  你們從前在過犯和未受割禮的肉體中死了
[00:17:18.000 --> 00:17:21.000]  神赦免了你們一切過犯
[00:17:21.000 --> 00:17:23.000]  要你們與基督一同活過來
[00:17:23.000 --> 00:17:27.000]  又圖沒了在律法在律例上所寫
[00:17:27.000 --> 00:17:30.000]  攻擊我們有礙於我們的自居
[00:17:30.000 --> 00:17:32.000]  把他撤去釘在十字架上
[00:17:32.000 --> 00:17:35.000]  既將一切執政的掌權的老來
[00:17:35.000 --> 00:17:38.000]  明顯地給世人看
[00:17:38.000 --> 00:17:42.000]  給眾人看就像十字架跨性
[00:17:42.000 --> 00:17:44.000]  這裏好像很長的篇幅
[00:17:44.000 --> 00:17:46.000]  其實有幾樣東西你值得留意
[00:17:46.000 --> 00:17:49.000]  我沒有辦法逐節來跟大家解釋
[00:17:49.000 --> 00:17:52.000]  重要的觀念跟大家講
[00:17:52.000 --> 00:17:53.000]  第一
[00:17:53.000 --> 00:17:55.000]  剛才講到二章六至七節
[00:17:55.000 --> 00:17:57.000]  就是理想基督徒的生命
[00:17:57.000 --> 00:17:59.000]  是一個以基督為主的生命
[00:17:59.000 --> 00:18:02.000]  不過在他們的實踐信仰裏
[00:18:02.000 --> 00:18:04.000]  有東西拉走他們
[00:18:04.000 --> 00:18:06.000]  什麼東西拉走他們呢?
[00:18:06.000 --> 00:18:10.000]  就是人的理學和虛空的妄言
[00:18:10.000 --> 00:18:12.000]  人的理學
[00:18:12.000 --> 00:18:15.000]  用原文的譯本用的字就是philosophy
[00:18:15.000 --> 00:18:17.000]  就是哲學
[00:18:17.000 --> 00:18:19.000]  人間的哲學
[00:18:19.000 --> 00:18:21.000]  不是在講大學哲學系
[00:18:21.000 --> 00:18:23.000]  當然可能都有這些成份
[00:18:23.000 --> 00:18:26.000]  不過在這裏所講的就是
[00:18:26.000 --> 00:18:29.000]  是人虛構想像出來的世界
[00:18:29.000 --> 00:18:32.000]  這個就叫做philosophy
