
[00:00:00.000 --> 00:00:03.740]  今日的經訓是在舊約文掃記
[00:02:25.040 --> 00:02:29.040]  不在以色列人眼前尊我為聖
[00:02:29.040 --> 00:02:33.040]  所以你們必不得領者會眾
[00:02:33.040 --> 00:02:36.040]  盡我所賜給他們的地去
[00:02:36.040 --> 00:02:40.040]  這水名叫米里巴水
[00:02:40.040 --> 00:02:44.040]  是因以色列人向耶和華爭鬧
[00:02:44.040 --> 00:02:48.040]  耶和華就在他們面前顯為聖
[00:02:48.040 --> 00:02:50.040]  (拍手)
[00:02:50.040 --> 00:02:58.040]  請姐妹平安
[00:02:58.040 --> 00:03:01.040]  相信剛才所讀的經文
[00:03:01.040 --> 00:03:03.040]  大家都熟悉
[00:03:03.040 --> 00:03:07.040]  摩西和亞倫帶領了以色列人
[00:03:07.040 --> 00:03:09.040]  接近四十年
[00:03:09.040 --> 00:03:13.040]  為何到最後因為擊打了盤石兩下
[00:03:13.040 --> 00:03:16.040]  就不能進入應許之地
[00:03:16.040 --> 00:03:20.040]  我們今天嘗試找出原因
[00:03:20.040 --> 00:03:24.040]  剛才所讀的經文
[00:03:24.040 --> 00:03:28.040]  一開始提到他們來到迦底斯
[00:03:28.040 --> 00:03:33.040]  迦底斯是在四十年前
[00:03:33.040 --> 00:03:38.040]  當時是文數記十三至十四章
[00:03:38.040 --> 00:03:42.040]  記載以色列人派了十二個探子
[00:03:42.040 --> 00:03:44.040]  上去窺探迦南地
[00:03:44.040 --> 00:03:46.040]  結果回來報信的時候
[00:03:46.040 --> 00:03:49.040]  十二個探子裡有十個報惡信
[00:03:49.040 --> 00:03:52.040]  說不應該上迦底斯
[00:03:52.040 --> 00:03:54.040]  只有約書亞和迦勒說
[00:03:54.040 --> 00:03:56.040]  這是上帝的應許
[00:03:56.040 --> 00:03:57.040]  是一定沒有問題的
[00:03:57.040 --> 00:04:01.040]  事實上細心看這兩次的經歷
[00:04:01.040 --> 00:04:03.040]  其實有很多相似的地方
[00:04:03.040 --> 00:04:05.040]  特別是大家可以打開程序表的內頁
[00:04:05.040 --> 00:04:08.040]  廣路大綱裡其實做了一個對比
[00:04:08.040 --> 00:04:11.040]  分別是他們兩次在迦底斯
[00:04:11.040 --> 00:04:13.040]  這個地方所發生的事情
[00:04:13.040 --> 00:04:15.040]  包括文數記十三至十四章
[00:04:15.040 --> 00:04:18.040]  和今天我們看的經文文數記第二十章
[00:04:18.040 --> 00:04:20.040]  你會發覺其實無論是地方
[00:04:20.040 --> 00:04:22.040]  或者裡面所發生的經歷
[00:04:22.040 --> 00:04:26.040]  大致上都是一模一樣
[00:04:26.040 --> 00:04:28.040]  你看到十四章裡說
[00:04:28.040 --> 00:04:31.040]  百姓向摩西和阿倫發怨言
[00:04:31.040 --> 00:04:33.040]  為什麼要帶領我們來到埃及
[00:04:33.040 --> 00:04:36.040]  出埃及來抗疫這個地方
[00:04:36.040 --> 00:04:38.040]  於是乎上帝顯現
[00:04:38.040 --> 00:04:40.040]  懲罰那些不信的以色列人
[00:04:40.040 --> 00:04:43.040]  不准他們進入英許之地
[00:04:43.040 --> 00:04:45.040]  而今天我們看到二十章
[00:04:45.040 --> 00:04:47.040]  相隔接近四十年後
[00:04:47.040 --> 00:04:50.040]  百姓又再向摩西和阿倫爭鬧
[00:04:50.040 --> 00:04:53.040]  又是在說為什麼要帶領我們出埃及
[00:04:53.040 --> 00:04:54.040]  來到這個鬼地方
[00:04:54.040 --> 00:04:57.040]  來抗疫這個鬼地方
[00:04:57.040 --> 00:04:59.040]  於是乎上帝又再顯現
[00:04:59.040 --> 00:05:02.040]  不過他這次懲罰的不是以色列人
[00:05:02.040 --> 00:05:06.040]  而是不信的摩西和阿倫
[00:05:06.040 --> 00:05:08.040]  上帝不容許他們二人
[00:05:08.040 --> 00:05:11.040]  帶領百姓進入英許之地
[00:05:11.040 --> 00:05:13.040]  所以你看到兩段經文
[00:05:13.040 --> 00:05:17.040]  雖然相隔接近四十年
[00:05:17.040 --> 00:05:20.040]  但其實它帶有相同的訊息
[00:05:20.040 --> 00:05:22.040]  特別留意兩次都涉及到
[00:05:22.040 --> 00:05:25.040]  爭鬧和不信
[00:05:25.040 --> 00:05:27.040]  原來這兩件事
[00:05:27.040 --> 00:05:29.040]  會令上帝的子民
[00:05:29.040 --> 00:05:32.040]  他們錯失上帝的英許
[00:05:32.040 --> 00:05:34.040]  看回今天的經文
[00:05:34.040 --> 00:05:36.040]  事件的起因是說
[00:05:36.040 --> 00:05:38.040]  匯仲因為沒有水喝
[00:05:38.040 --> 00:05:42.040]  於是就聚集攻擊摩西和阿倫
[00:05:42.040 --> 00:05:46.040]  你看到他們是給這兩位領袖說話
[00:05:46.040 --> 00:05:48.040]  看回那些字句
[00:05:48.040 --> 00:05:50.040]  我們恨不得和那些從前
[00:05:50.040 --> 00:05:53.040]  死在上帝面前的弟兄
[00:05:53.040 --> 00:05:55.040]  跟他們一起死
[00:05:55.040 --> 00:05:59.040]  都比現在沒有水喝更淒涼
[00:05:59.040 --> 00:06:02.040]  摩西和阿倫你們怎樣帶領我們?
[00:06:02.040 --> 00:06:05.040]  為什麼你們要逼我們離開埃及
[00:06:05.040 --> 00:06:08.040]  帶我們來抗野這個壞地方
[00:06:08.040 --> 00:06:11.040]  來折騰耶和華的匯仲?
[00:06:11.040 --> 00:06:13.040]  潛台詞其實是
[00:06:13.040 --> 00:06:16.040]  我們現在不是對上帝不滿
[00:06:16.040 --> 00:06:18.040]  我們是耶和華的匯仲
[00:06:18.040 --> 00:06:20.040]  我們只不過是投訴摩西和阿倫
[00:06:20.040 --> 00:06:22.040]  你們兩位領導無方
[00:06:22.040 --> 00:06:24.040]  連累我們受苦
[00:06:24.040 --> 00:06:27.040]  我們不是要投訴上帝
[00:06:27.040 --> 00:06:29.040]  事實上你會看到
[00:06:29.040 --> 00:06:31.040]  摩西和阿倫他們不是第一次
[00:06:31.040 --> 00:06:34.040]  面對以色列人抱怨出埃及的場面
[00:06:34.040 --> 00:06:36.040]  他們很有經驗
[00:06:36.040 --> 00:06:40.040]  他們知道誰才可以將事件擺平
[00:06:40.040 --> 00:06:43.040]  其實只有上帝出手才能解決整件事
[00:06:43.040 --> 00:06:47.040]  於是乎你看到他們很快離開爭鬧的場景
[00:06:47.040 --> 00:06:50.040]  他們兩個人來到會幕的門口
[00:06:50.040 --> 00:06:53.040]  尋求上帝的指引和幫助
[00:06:53.040 --> 00:06:54.040]  第八節裡說
[00:06:54.040 --> 00:06:59.040]  上帝也吩咐摩西拿著象徵著上帝權柄的象
[00:06:59.040 --> 00:07:02.040]  和阿倫一起焦醉匯仲
[00:07:02.040 --> 00:07:06.040]  然後在匯仲眼前吩咐盤石發出水來
[00:07:06.040 --> 00:07:12.040]  這樣就會有水給匯仲和他們的生畜飲用
[00:07:12.040 --> 00:07:15.040]  於是兩人就照上帝的吩咐而行
[00:07:15.040 --> 00:07:17.040]  你看到到目前為止
[00:07:17.040 --> 00:07:21.040]  摩西和阿倫有沒有犯錯?
[00:07:21.040 --> 00:07:23.040]  有沒有?
[00:07:23.040 --> 00:07:24.040]  其實沒有的
[00:07:24.040 --> 00:07:27.040]  他們一直都表現得很好
[00:07:27.040 --> 00:07:28.040]  之後你又看到
[00:07:28.040 --> 00:07:30.040]  摩西和阿倫焦醉匯仲
[00:07:30.040 --> 00:07:31.040]  來到盤石面前
[00:07:31.040 --> 00:07:35.040]  於是摩西就舉手用象擊打了盤石兩下
[00:07:35.040 --> 00:07:37.040]  結果有沒有水流出來?
[00:07:37.040 --> 00:07:38.040]  有的
[00:07:38.040 --> 00:07:40.040]  結果有水流出來
[00:07:40.040 --> 00:07:45.040]  確實解決了匯仲因為沒有水飲用的紛爭
[00:07:45.040 --> 00:07:46.040]  對不對?
[00:07:46.040 --> 00:07:48.040]  不過問題來了
[00:07:48.040 --> 00:07:50.040]  事件不是解決了嗎?
[00:07:50.040 --> 00:07:54.040]  但為什麼上帝都要懲罰摩西和阿倫
[00:07:54.040 --> 00:07:57.040]  到底他們出了什麼問題?
[00:07:57.040 --> 00:08:00.040]  就是我們今天要去細看的
[00:08:00.040 --> 00:08:02.040]  沒錯,你會看到
[00:08:02.040 --> 00:08:05.040]  首先摩西用象擊打了盤石兩次
[00:08:05.040 --> 00:08:07.040]  這是不是上帝的吩咐?
[00:08:07.040 --> 00:08:09.040]  不是
[00:08:09.040 --> 00:08:11.040]  上帝沒有這樣吩咐他
[00:08:11.040 --> 00:08:14.040]  不過問題不是因為摩西做錯了什麼動作
[00:08:14.040 --> 00:08:16.040]  或者用錯了方法
[00:08:16.040 --> 00:08:18.040]  這麼表面
[00:08:18.040 --> 00:08:20.040]  事實上當我們看另一段經文
[00:08:20.040 --> 00:08:24.040]  詩篇106篇32至33節
[00:08:24.040 --> 00:08:26.040]  詩人讓我們窺探一下
[00:08:26.040 --> 00:08:28.040]  當時摩西的心路歷程
[00:08:28.040 --> 00:08:30.040]  到底是怎樣
[00:08:30.040 --> 00:08:32.040]  我們去看看他的內心世界
[00:08:32.040 --> 00:08:34.040]  我想請大家同讀程序表
[00:08:34.040 --> 00:08:36.040]  旁邊那頁
[00:08:36.040 --> 00:08:41.040]  第一段經文詩篇106篇32至33節
[00:08:41.040 --> 00:08:43.040]  這裡是用和合本修訂本
[00:08:43.040 --> 00:08:44.040]  請大家一起讀
[00:08:44.040 --> 00:08:45.040]  預備起
[00:08:45.040 --> 00:09:03.040]  (字幕:摩西)
[00:09:03.040 --> 00:09:04.040]  好,謝謝
[00:09:04.040 --> 00:09:06.040]  你看到詩篇裡表示
[00:09:06.040 --> 00:09:10.040]  摩西在米利巴水事件中受到虧損的原因
[00:09:10.040 --> 00:09:13.040]  是不是因為他擊打了盤石?
[00:09:13.040 --> 00:09:14.040]  隻字不提
[00:09:14.040 --> 00:09:18.040]  而是在說他被哪些人惹怒
[00:09:18.040 --> 00:09:20.040]  被匯眾惹怒
[00:09:20.040 --> 00:09:22.040]  心裡不舒服
[00:09:22.040 --> 00:09:24.040]  忍不住說了什麼
[00:09:24.040 --> 00:09:26.040]  急躁的話
[00:09:26.040 --> 00:09:28.040]  或者說是霧失的話
[00:09:28.040 --> 00:09:29.040]  所謂急躁的話
[00:09:29.040 --> 00:09:32.040]  其實就是我們今天看到第20章第10節裡
[00:09:32.040 --> 00:09:36.040]  他怎樣和匯眾針鋒相對
[00:09:36.040 --> 00:09:39.040]  這裡說另一段經文
[00:09:39.040 --> 00:09:42.040]  和合本修訂本也比較傳神
[00:09:42.040 --> 00:09:44.040]  他怎樣焦醉了匯眾
[00:09:44.040 --> 00:09:46.040]  然後和他們針鋒相對呢?
[00:09:46.040 --> 00:09:48.040]  這裡特別說
[00:09:48.040 --> 00:09:51.040]  聽著,你們這些活逆的人
[00:09:51.040 --> 00:09:56.040]  我們要叫這盤石流出水來給你們喝嗎?
[00:09:56.040 --> 00:09:58.040]  你看到
[00:09:58.040 --> 00:10:03.040]  百姓強調自己是耶和華的匯眾
[00:10:03.040 --> 00:10:06.040]  但摩西怎樣反諷他們?
[00:10:06.040 --> 00:10:10.040]  在摩西心中他們是不是耶和華的匯眾?
[00:10:10.040 --> 00:10:12.040]  摩西說你們不是
[00:10:12.040 --> 00:10:14.040]  你們是叛徒
[00:10:14.040 --> 00:10:17.040]  是背叛上帝的人
[00:10:17.040 --> 00:10:21.040]  難道還要我去服侍你們
[00:10:21.040 --> 00:10:24.040]  給你們水喝?
[00:10:24.040 --> 00:10:27.040]  為什麼會停在這裡?
[00:10:27.040 --> 00:10:31.040]  為什麼摩西這麼不服氣?
[00:10:31.040 --> 00:10:35.040]  為什麼他這麼不服氣?
[00:10:35.040 --> 00:10:40.040]  我們看回很多時候在五經裡
[00:10:40.040 --> 00:10:44.040]  正常的情況,以往發生的情況
[00:10:44.040 --> 00:10:48.040]  當百姓埋怨攻擊摩西和亞倫的時候
[00:10:48.040 --> 00:10:50.040]  上帝通常會顯現
[00:10:50.040 --> 00:10:52.040]  然後怎樣?
[00:10:52.040 --> 00:10:54.040]  罰誰?
[00:10:54.040 --> 00:10:58.040]  會懲罰匯眾,向匯眾發怒
[00:10:58.040 --> 00:11:02.040]  替摩西和亞倫主持公道
[00:11:02.040 --> 00:11:04.040]  好像替他們平反
[00:11:04.040 --> 00:11:07.040]  然後當摩西和亞倫眼見
[00:11:07.040 --> 00:11:11.040]  百姓受罰受苦哀求的時候
[00:11:11.040 --> 00:11:13.040]  這兩個領袖就會怎樣?
[00:11:13.040 --> 00:11:16.040]  就會挺身而出
[00:11:16.040 --> 00:11:19.040]  在上帝面前替百姓代求
[00:11:19.040 --> 00:11:22.040]  求上帝寬恕他們
[00:11:22.040 --> 00:11:25.040]  我們記得很多時候都發生在五經裡
[00:11:25.040 --> 00:11:28.040]  但這次呢?
[00:11:28.040 --> 00:11:31.040]  這次的情況相反
[00:11:31.040 --> 00:11:34.040]  上帝這次沒有責備他們的百姓
[00:11:34.040 --> 00:11:36.040]  反而是怎樣?
[00:11:36.040 --> 00:11:39.040]  順從他們飲水的要求
[00:11:39.040 --> 00:11:42.040]  並且吩咐摩西和亞倫
[00:11:42.040 --> 00:11:45.040]  你們要在匯眾面前吩咐盤石
[00:11:45.040 --> 00:11:48.040]  代表我去給他們飲水
[00:11:48.040 --> 00:11:53.040]  你看到上帝這次選擇的不是懲罰百姓
[00:11:53.040 --> 00:11:56.040]  而是連恤、示人
[00:11:56.040 --> 00:12:00.040]  為什麼會令摩西這麼氣定?
[00:12:00.040 --> 00:12:02.040]  為什麼?
[00:12:02.040 --> 00:12:08.040]  是因為摩西自己的期望落空了
[00:12:08.040 --> 00:12:11.040]  他期望上帝會怎樣?
[00:12:11.040 --> 00:12:15.040]  上帝你這次不是應該支持我和亞倫嗎?
[00:12:15.040 --> 00:12:19.040]  你不是應該替我主持公道嗎?
[00:12:19.040 --> 00:12:21.040]  他們經常陪伴你
[00:12:21.040 --> 00:12:23.040]  又屢勸不改
[00:12:23.040 --> 00:12:27.040]  為什麼上帝你還要對他們這麼好?
[00:12:27.040 --> 00:12:30.040]  明明這次是他們不對
[00:12:30.040 --> 00:12:33.040]  你不但不罵他們
[00:12:33.040 --> 00:12:36.040]  還要我們回頭服侍他們
[00:12:36.040 --> 00:12:39.040]  上帝你罵罰罰他們
[00:12:39.040 --> 00:12:43.040]  然後才叫我吩咐給他們飲水
[00:12:43.040 --> 00:12:45.040]  這樣我也會比較害怕
[00:12:45.040 --> 00:12:47.040]  我會有點氣
[00:12:47.040 --> 00:12:50.040]  現在整件事好像是我和亞倫不對
[00:12:50.040 --> 00:12:53.040]  好像要我們向他們認低威
[00:12:53.040 --> 00:12:56.040]  摩西忍不忍得這口氣?
[00:12:56.040 --> 00:12:58.040]  忍不住
[00:12:58.040 --> 00:13:00.040]  受夠了
[00:13:00.040 --> 00:13:02.040]  結果你看到摩西
[00:13:02.040 --> 00:13:05.040]  他沒有按照上帝的心意
[00:13:05.040 --> 00:13:09.040]  上帝是叫他用口吩咐盤石出水
[00:13:09.040 --> 00:13:11.040]  但現在摩西就照自己的意思
[00:13:11.040 --> 00:13:13.040]  他用口怎樣?
[00:13:13.040 --> 00:13:15.040]  他和匯眾爭鬧
[00:13:15.040 --> 00:13:18.040]  並且擊打盤石
[00:13:18.040 --> 00:13:22.040]  來發洩自己的不滿和憤怒
[00:13:22.040 --> 00:13:26.040]  事實上我們不難體會摩西這份軟弱
[00:13:26.040 --> 00:13:28.040]  你想像一個人
[00:13:28.040 --> 00:13:32.040]  他長期來到去仆心仆命侍奉
[00:13:32.040 --> 00:13:35.040]  但是得不到肯定?
[00:13:35.040 --> 00:13:38.040]  得不到別人的肯定
[00:13:38.040 --> 00:13:40.040]  讚賞和鼓勵
[00:13:40.040 --> 00:13:43.040]  反而遭到別人很多批評
[00:13:43.040 --> 00:13:45.040]  投訴和攻擊
[00:13:45.040 --> 00:13:49.040]  侍奉的人很容易會怎樣?
[00:13:49.040 --> 00:13:54.040]  有時真的會失去那份耐性和熱心
[00:13:54.040 --> 00:13:57.040]  甚至會去到另一個極端
[00:13:57.040 --> 00:13:59.040]  用一個埋怨的方式
[00:13:59.040 --> 00:14:03.040]  將自己內心的苦毒無限放大
[00:14:03.040 --> 00:14:07.040]  扮演了一個受苦者的角色
[00:14:07.040 --> 00:14:09.040]  一個受害者的角色
[00:14:09.040 --> 00:14:13.040]  最後他很可能會選擇什麼?
[00:14:13.040 --> 00:14:15.040]  不出聲
[00:14:15.040 --> 00:14:17.040]  離場
[00:14:17.040 --> 00:14:19.040]  不再侍奉
[00:14:19.040 --> 00:14:22.040]  又或者像摩西那樣會怎樣?
[00:14:22.040 --> 00:14:24.040]  他會繼續侍奉,不想停
[00:14:24.040 --> 00:14:27.040]  但是他帶著很多憤怒
[00:14:27.040 --> 00:14:29.040]  很多苦澀
[00:14:29.040 --> 00:14:32.040]  來面對他服侍的對象
[00:14:32.040 --> 00:14:34.040]  我曾經記得
[00:14:34.040 --> 00:14:37.040]  有位弟兄姊妹來找我傾談
[00:14:37.040 --> 00:14:41.040]  分享到他在工作上面對一些試探
[00:14:41.040 --> 00:14:47.040]  很多時老闆會要求他幫老闆隱瞞客戶
[00:14:47.040 --> 00:14:52.040]  這位弟兄姊妹覺得這樣真的不太好
[00:14:52.040 --> 00:14:54.040]  他其實不想繼續
[00:14:54.040 --> 00:14:56.040]  於是在言談中
[00:14:56.040 --> 00:14:59.040]  我們去想有什麼可以對策
[00:14:59.040 --> 00:15:01.040]  我鼓勵他有沒有想過
[00:15:01.040 --> 00:15:04.040]  不妨考慮一下會否轉換一下環境
[00:15:04.040 --> 00:15:06.040]  離開試探的地方
[00:15:06.040 --> 00:15:08.040]  找一份新的工作
[00:15:08.040 --> 00:15:12.040]  並且要確信既然上帝給你有這個責心
[00:15:12.040 --> 00:15:16.040]  你要相信上帝會有預備,有安排
[00:15:16.040 --> 00:15:18.040]  但是你有沒有想到
[00:15:18.040 --> 00:15:21.040]  這位弟兄姊妹突然間很生氣
[00:15:21.040 --> 00:15:23.040]  他發怒
[00:15:23.040 --> 00:15:26.040]  他罵我的建議很離地
[00:15:26.040 --> 00:15:28.040]  不體貼
[00:15:28.040 --> 00:15:30.040]  他需要養家的經濟壓力
[00:15:30.040 --> 00:15:33.040]  於是他開始埋怨
[00:15:33.040 --> 00:15:36.040]  為什麼上帝要給他這麼多不好的際遇
[00:15:36.040 --> 00:15:38.040]  為什麼對我這麼不好
[00:15:38.040 --> 00:15:43.040]  那一刻我不單單感受到對方有情緒
[00:15:43.040 --> 00:15:45.040]  其實我也感受到
[00:15:45.040 --> 00:15:47.040]  我也有情緒
[00:15:47.040 --> 00:15:51.040]  因為我無端端被人省了一輪
[00:15:51.040 --> 00:15:54.040]  當時我有兩個選擇
[00:15:54.040 --> 00:15:58.040]  一是像摩西那樣跟他針鋒相對
[00:15:58.040 --> 00:16:02.040]  又或者我有另一個選擇
[00:16:02.040 --> 00:16:06.040]  就是求上帝給我有更多的愛心
[00:16:06.040 --> 00:16:10.040]  更多的耐性去承載他這一刻的需要
[00:16:10.040 --> 00:16:13.040]  他的軟弱,他的情緒
[00:16:13.040 --> 00:16:19.040]  讓上帝的旨意可以在我和他之間彰顯
[00:16:19.040 --> 00:16:24.040]  結果,死亡了,靜默了一段時間之後
[00:16:24.040 --> 00:16:28.040]  我決定沉著氣,繼續聽他神
[00:16:28.040 --> 00:16:34.040]  因為我知道人的怒氣不能夠承受上帝的意義
[00:16:34.040 --> 00:16:38.040]  事實上也曾經和大家分享過
[00:16:38.040 --> 00:16:40.040]  有很多研究情緒的專家也說過
[00:16:40.040 --> 00:16:44.040]  一個人無論你有多麼多的經驗
[00:16:44.040 --> 00:16:47.040]  有多麼高的學歷
[00:16:47.040 --> 00:16:51.040]  當他處於憤怒狀態的時候
[00:16:51.040 --> 00:16:54.040]  記不記得他的智商剩下多少歲
[00:16:54.040 --> 00:16:57.040]  記不記得
[00:16:57.040 --> 00:17:00.040]  五歲
[00:17:00.040 --> 00:17:02.040]  想像一下一個五歲的小朋友
[00:17:02.040 --> 00:17:07.040]  他做的事情有時會不理智
[00:17:07.040 --> 00:17:11.040]  以致當一個人無論多有經驗多有學識
[00:17:11.040 --> 00:17:13.040]  當他處於憤怒的情況
[00:17:13.040 --> 00:17:16.040]  他說的話和行為都變得不成熟
[00:17:16.040 --> 00:17:21.040]  明明那件事他很有能力可以辦妥
[00:17:21.040 --> 00:17:24.040]  但最後通常是窩河收場
[00:17:24.040 --> 00:17:27.040]  你和我大概也有很多這樣的經驗
[00:17:27.040 --> 00:17:30.040]  明明很多事情如果讓你再做一次
[00:17:30.040 --> 00:17:33.040]  你一定會好好管理你的情緒
[00:17:33.040 --> 00:17:35.040]  不會翻我的事
[00:17:35.040 --> 00:17:38.040]  不過當憤怒控制不了的時候
[00:17:38.040 --> 00:17:42.040]  很多時候就會好事都變壞事
[00:17:42.040 --> 00:17:44.040]  就好像摩西那樣
[00:17:44.040 --> 00:17:46.040]  其實整件事反過來
[00:17:46.040 --> 00:17:48.040]  如果你有機會讓他再來一次
[00:17:48.040 --> 00:17:50.040]  我肯定他一定不會這樣做
[00:17:50.040 --> 00:17:52.040]  事實上從他的經驗從他的能力
[00:17:52.040 --> 00:17:56.040]  他絕對有可能將整件事辦得更好
[00:17:56.040 --> 00:17:59.040]  更加榮耀上帝更加彼此造就
[00:17:59.040 --> 00:18:04.040]  不過在承諾之下他就壞了大事
[00:18:04.040 --> 00:18:09.040]  或許他想著我和匯仲吵吵架
[00:18:09.040 --> 00:18:13.040]  發洩一下敲一下盆石
[00:18:13.040 --> 00:18:15.040]  沒事的
[00:18:15.040 --> 00:18:19.040]  誰知就出事了
[00:18:19.040 --> 00:18:21.040]  你看到第十二節
[00:18:21.040 --> 00:18:25.040]  上帝對摩西和亞倫的責備
[00:18:25.040 --> 00:18:28.040]  上帝說他們是甚麼?
[00:18:28.040 --> 00:18:30.040]  不信
[00:18:30.040 --> 00:18:35.040]  沒有在以色列人的眼前尊上帝為大
[00:18:35.040 --> 00:18:37.040]  其實這句說話是甚麼意思呢?
[00:18:37.040 --> 00:18:39.040]  首先我們要明白
[00:18:39.040 --> 00:18:44.040]  給百姓有水飲解他們口渴的困苦
[00:18:44.040 --> 00:18:46.040]  是誰的心意?
[00:18:46.040 --> 00:18:49.040]  是上帝的旨意
[00:18:49.040 --> 00:18:53.040]  亞倫和摩西的職責只是帶著上帝的像
[00:18:53.040 --> 00:18:58.040]  代表上帝來吩咐盆石出水
[00:18:58.040 --> 00:19:04.040]  但摩西現在卻是用侍奉來解決甚麼?
[00:19:04.040 --> 00:19:08.040]  解決自己的私怨
[00:19:08.040 --> 00:19:11.040]  匯仲現在眼裡看到的
[00:19:11.040 --> 00:19:14.040]  只是摩西的苦讀
[00:19:14.040 --> 00:19:18.040]  能否看到上帝大能的恩典?
[00:19:18.040 --> 00:19:21.040]  未必看到
[00:19:21.040 --> 00:19:26.040]  摩西在百姓面前高舉的是自己的血氣
[00:19:26.040 --> 00:19:30.040]  沒有高舉上帝的能力和恩典
[00:19:30.040 --> 00:19:32.040]  也就是說
[00:19:32.040 --> 00:19:35.040]  兩位領袖沒有在百姓眼前
[00:19:35.040 --> 00:19:39.040]  沒有在這件事上尊上帝為聖
[00:19:39.040 --> 00:19:41.040]  而另一方面
[00:19:41.040 --> 00:19:48.040]  其實全場誰才有資格斥責匯仲是活逆的人?
[00:19:48.040 --> 00:19:52.040]  只有一位
[00:19:52.040 --> 00:19:58.040]  只有上帝才有資格判斷誰才是活逆的人
[00:19:58.040 --> 00:20:00.040]  但上帝這次沒有這樣做
[00:20:00.040 --> 00:20:05.040]  上帝選擇寬恕放過他們
[00:20:05.040 --> 00:20:07.040]  反而是摩西自己受不了
[00:20:07.040 --> 00:20:11.040]  他就做了審判的角色
[00:20:11.040 --> 00:20:14.040]  他代替上帝去審判
[00:20:14.040 --> 00:20:16.040]  其實反映他骨子裡
[00:20:16.040 --> 00:20:18.040]  他服不服上帝的裁決?
[00:20:18.040 --> 00:20:21.040]  其實是不服的
[00:20:21.040 --> 00:20:23.040]  他不願意接受
[00:20:23.040 --> 00:20:26.040]  相信上帝這次善待匯仲
[00:20:26.040 --> 00:20:28.040]  不替自己主持公道
[00:20:28.040 --> 00:20:30.040]  這個安排是好的
[00:20:30.040 --> 00:20:32.040]  摩西不願意接受
[00:20:32.040 --> 00:20:36.040]  於是他就自己出手看天行道
[00:20:36.040 --> 00:20:40.040]  所以摩西不願意信服
[00:20:40.040 --> 00:20:43.040]  上帝因待百姓的決定
[00:20:43.040 --> 00:20:45.040]  其實就是不信
[00:20:45.040 --> 00:20:47.040]  因為他不相信
