
[00:00:00.000 --> 00:00:20.000]  《大利文化(大禮務)條例草案》 - 全體委員會審議 - 第6章1至10節
[00:03:50.000 --> 00:04:09.000]  「因為他是永遠長存的活神,因他的國永不敗壞,他的權柄永存無極,他護庇人,答救人,在天上地下施行神蹟其事,救了但以理脫離獅子的口。」
[00:04:09.000 --> 00:04:19.000]  「如此,這但以理,當大利烏王在位的時候,和波斯王古列在位的時候,大享亨同。」
[00:04:19.000 --> 00:04:36.000]  (字幕由梁美芬提供)
[00:04:36.000 --> 00:04:48.000]  弟兄姊妹平安!剛才我們的年青人為我們獻師大敬拜,不如也邀請大家給點掌聲鼓勵一下他們吧!
[00:04:48.000 --> 00:05:03.000]  現在的年青人不容易,面對著不同的挑戰,希望我們的教會能夠成為一間能夠肯定他們,建立他們,支持他們的地方,讓更多年青人能夠認識上帝,侍奉上帝。
[00:05:03.000 --> 00:05:08.000]  感謝弟兄姊妹的關心,下一頁吧!
[00:05:08.000 --> 00:05:21.000]  我的太太和我的小女兒都平安,當找照片的時候,才發現原來我家四口沒有一張合照,可能找個公仔BB代替我吧!
[00:05:21.000 --> 00:05:40.000]  介紹一下我的家庭情況,太太上個月就生了小孩,今天是小孩,即是小女兒,40日大。原來要照顧一家幾口子的確不容易,老套一點說一句,養兒方知父母恩。
[00:05:40.000 --> 00:06:01.000]  小女兒算是一個有難度要照顧的BB,特別是因為她喝奶不多,而且容易嘔奶,經常需要長時間掃風,特別是在晚上,昨晚也是這樣,她會莫名的去嚎哭,然後不停的進入掃風換尿片,不停的喝奶的循環裡面,難以入睡。
[00:06:01.000 --> 00:06:24.000]  感覺就像是但爾利進入獅子坑一樣,面對著獅子,究竟我能不能過到今晚呢?真的不知道怎樣好,不過感謝上帝,他的恩典是夠用的。雖然現在小女兒還是有些初生嬰孩常見的情況,我們也會有擔心,但是上帝的恩典真的夠用,相信他必定會保守。
[00:06:24.000 --> 00:06:39.000]  正如今天的主角一樣,但爾利,他也經歷了上帝的保守。經文的背景是公元前的五世紀,當時的猶大國已經被巴比倫所列,但爾利和其他猶太人被擄到巴比倫。
[00:06:39.000 --> 00:07:01.000]  第一章裡面,但爾利和他三個朋友被王選中,要栽培成為哲士。第二章,但爾利成為首席的哲士。第三章,但爾利更加成為巴比倫的總理。第四章,他更加成為王的私人顧問。第五章,他更加成為國中裡面第三個統治者。
[00:07:01.000 --> 00:07:13.000]  第五章的尾部,描述馬代人,大利烏,或其他日本大劉氏,殺死了白沙薩,成功佔領了巴比倫城市,改朝換代。
[00:07:13.000 --> 00:07:32.000]  在馬代和波斯的統治下,但爾利被大利烏王沿用,成為當朝的大臣,幫助改變朝代更換中減少的困難和適應。但爾利當時已經接近八十多歲的高齡。
[00:07:32.000 --> 00:07:48.000]  第六章,但爾利書,一至九節,這是一個惡人當道的世界。馬代波斯的國,版圖很大,包括波斯、巴比倫、巴勒斯坦、小亞、聖亞和安吉的地方。
[00:07:48.000 --> 00:08:06.000]  大利烏王為了方便管治,在這個國家裡面設立了120個總督,節省了很多行政和瑣碎的事務。他們這些總督的工作,包括為王徵收稅項,而且還會防止區內人民造反。
[00:08:06.000 --> 00:08:17.000]  在這120個總督裡面,他再設立三個總廠,負責監督這些總督的工作。每個總廠管治70個總督。
[00:08:17.000 --> 00:08:32.000]  大利烏王害怕各區的總長因為有貪污的情況,拿了稅項來貪污,據為己有。於是他想成立但爾利,成為總長之首。
[00:08:32.000 --> 00:08:45.000]  但爾利雖然年紀老邁,在政治生涯中橫跨了巴比倫和波斯兩個王朝,他的工作也超越了120個總督和兩個總長之上,有上帝的靈在他們當中。
[00:08:45.000 --> 00:09:09.000]  於是大利烏王想晉升他成為一個較高的位置,讓他自己管理全國。大利烏王想將但爾利升官事件洩露出去,引起其他總長和總督的質度。他們想要找但爾利的把柄阻止他能夠升職這件事。
[00:09:09.000 --> 00:09:23.000]  但爾利為何會遭到敵視?以下有四個原因。因為但爾利被擄到巴比倫身為地下亡國的奴隸,王為何不用自己的同胞而要用外國人?
[00:09:23.000 --> 00:09:37.000]  但爾利年紀老邁為何還要擔任這麼高的職位,應該給其他機會其他人?但爾利是巴比倫的重臣,他究竟是否還會效忠馬代波斯的國王?
[00:09:37.000 --> 00:09:51.000]  但爾利青年公正,靈性也好,在他手中,其他人不能以權謀私,更不能貪贓枉法。於是他們想剷除但爾利。
[00:09:51.000 --> 00:10:10.000]  但爾利行事忠心辦事,毫無缺失,他們知道在但爾利的生活中沒有任何過錯,於是他們想在他們的宗教,想在他們的行事為人的守則中找一些把柄,於是設計陷害他,很想讓他下台。
[00:10:10.000 --> 00:10:24.000]  這些總長和總督對王說謊,他們聲稱自己已經建立了一個方案,已經全國人民一致通過,包括但爾利也同意,但爾利卻不知情。
[00:10:24.000 --> 00:10:51.000]  他提議王利用王虛榮的心,命令30天內,王是唯一敬拜的神明,30天內,可能因為波斯國內也有其他神明要拜,所以這個法例不能維持很久,不能長期實踐,所以如果任何人犯了這條律例,就要被扔到獅子坑內。
[00:10:51.000 --> 00:11:03.000]  王不知總長們的底蘊,以為這班大臣是為了著想,能夠營造一個聖人,明君的形象,建立國民和其他人的權柄威信。
[00:11:03.000 --> 00:11:21.000]  在這個世代內,也有極權的國家,他們更會將自己的領袖神化,放在他們的神像,圖像,在不同的地方叫人去膜拜,他們會更加將耶穌的故事套入自己的生平內,以賺取人民的民心。
[00:11:21.000 --> 00:11:36.000]  從歷史來看,宗教、教育、傳媒,經常在掌權者控制的地方,因為他們覺得這些東西對他們來說是威脅,必定要去控制他們的思想和他們的生活。
[00:11:36.000 --> 00:12:01.000]  這是一個惡人當道的世界,政治角力、權力鬥爭,充滿在世界每一個角落,不論是大國、小國,國家與國家之間都有不同的競爭,特別是當我們看新聞,我們都會看到一些超級大國舉行一些貿易戰爭,拉攏其他小國去支持,以鞏固自己的影響力,成為更強的勢力。
[00:12:01.000 --> 00:12:19.000]  不單是國家與國家之間,國家之內的明顯紛爭更加明顯,總統的選舉,內閣的選舉,黨派之間的選任,地區性、功能性,原來全部都有政治的角力、權力的鬥爭在裡面。
[00:12:19.000 --> 00:12:30.000]  當我們看到這些新聞的時候,我相信不陌生,不同的群體都為了自己利益的關係,你如我乍,互相詆毀,務求得到更多人的支持。
[00:12:30.000 --> 00:12:50.000]  這些惡人的特質,他們是不務正業,能力也有限,於是乎專門在其他人的身上找錯處,令自己升官發財。他們搬弄是非,拉攏權貴,分黨派,作小圈子,互相指責,互揭醜聞,將人污名化。
[00:12:50.000 --> 00:13:16.000]  當然在某些地方裡面,如果背後有人支持,更多的醜聞都能夠繼續連任。他們的詭計為了得到更多的好處,他們以愛心、和平、正義為一個旗號,目的是包裝他們裡面的詭計,無論是高傲的眼睛、煞方的舌頭、流無辜人的血和惡計的心。
[00:13:16.000 --> 00:13:28.000]  他們以半真半假的謊言來包裝,試圖混淆視線,能夠達到目的。不單只是大義利的年代,今天的年代同樣在這個世界裡面發生。
[00:13:28.000 --> 00:13:39.000]  這些事情不單只是在公共的組織,更加在不同的商業的公司、辦公室、學校,甚至乎有人的地方,就有這些黑暗的事情。
[00:13:39.000 --> 00:13:52.000]  因為最根本的問題是人心裡面的罪,因為罪的惡果,令人性的醜惡、自私、貪婪,這一切一切都表露無遺。
[00:13:52.000 --> 00:14:09.000]  特別在過往的一年,相信大家都經歷過很多大大小小,無論是社會性、家庭裡面,都有很多分裂和對立,加上疫情,令到整個社會都陷入了一個負面的氣氛裡面。
[00:14:09.000 --> 00:14:21.000]  今天是青少主日,我們的青年人又在面對什麼樣的困難和挑戰呢?什麼是惡人?什麼是籠罩著他們的生活裡面呢?
[00:14:21.000 --> 00:14:35.000]  前一陣子有一個聲中的家長說過,不同的家長都在分享他們最困難的地方,就是不知道怎樣去控制,就是不知道怎樣去處理他們子女用手機的問題。
[00:14:35.000 --> 00:14:47.000]  大部分的青年人花了大部分的時間在電話裡面,如果叫停他們,又好像影響關係,但如果用得太長,又怕影響精神,影響學業,影響他們的健康。
[00:14:47.000 --> 00:14:57.000]  有些中日打機,有些會看不同的影片,或者是劇集,有些用不同的程式,瀏覽不同的平台,收集資料,發放資訊。
[00:14:57.000 --> 00:15:04.000]  網絡裡面有大量的消息,正確地使用,去幫助我們學習新的知識和技能。
[00:15:04.000 --> 00:15:26.000]  不過網絡裡面的世界也眼花繚亂,資訊爆棚,裡面的信息也沒有經過過濾和篩選,大量的信息可能都是充滿著網絡裡面的欺凌、批鬥、舉報、公審的事情,更加嚴重的是犯法,成為一個色情的溫床。
[00:15:26.000 --> 00:15:51.000]  早前有一段時間,網上有一個新聞,這段片段是記述一班科技人員的成員,他們想研究透過網絡的兒童拐帶問題的情況,於是其中一個媽媽大約37歲,假扮成一個15歲的少女,在社交平台裡面建立一個虛擬的帳戶,
[00:15:51.000 --> 00:16:20.000]  在上面上載一些自己改圖的照片,建立一些虛擬的對話和背景,當這個帳戶在這個世界裡面面世的頭一個小時,已經超過七個成年人主動找她去聊天,而頭一個星期已經超過九十個陌生人去找這個女人去聊天,對話裡面的內容是暗示要求可能拿照片,或者試圖威脅這個少女。
[00:16:20.000 --> 00:16:45.000]  之後這個媽媽把這個社交平台的設定,教到她11歲,結果不夠兩分鐘已經有人去上門,不斷發放一些短信去騷擾他們,他們的頭像更加可能是一些性器官,信息的內容也都以色情為主,要求視頻,要求見面。
[00:16:45.000 --> 00:17:09.000]  這個是網絡裡面的情況,加害的人無需走進一個房間,也都無需走進一個地區,同一個國家都能夠進行這些行動,往往年輕人可能受到受傷,他們會覺得羞恥,驚恐,更加將問題藏在自己的心裡面獨自去面對。
[00:17:09.000 --> 00:17:21.000]  這個組織最後將這些部分的犯人能夠捉拿,不過他們去鼓勵,這些捉拿的行動遠遠低於家長給青年人的鼓勵和支持。
[00:17:21.000 --> 00:17:47.000]  今天的年輕人面對著這個無力的世界,有一份無力感,無論是學業還是社會的影響,更加不幸的是原本可以支持他們的家庭,卻是成為另外一個令他們受傷,令他們一個傷心的地方,令他們更加走進這個網絡的世界裡面,希望更加得到人的愛,肯定。
[00:17:47.000 --> 00:17:59.000]  這代年輕人每一個心裡面原來有一顆寂寞的心,更加有一顆受傷的心,面對這個情況我們可以怎樣做呢?
[00:17:59.000 --> 00:18:18.000]  第二部分,上帝的子民的回應,但爾利書六章十至十八節,但爾利聽到王的禁令,禁止除了王以外,任何人都不可以向王以外的人去祈禱,面對著斯子坎死亡的威脅,但爾利毫不畏懼。
[00:18:18.000 --> 00:18:40.000]  但爾利的反應很簡單,他上到這個樓上打開窗戶,向著耶路撒冷的方向去祈禱,故事裡面沒有描述他的言論,或者沒有描述他內心的掙扎,可能為了給讀者一個印象,就是他完全不怕,完全毫不動搖,信服上帝。
[00:18:40.000 --> 00:18:57.000]  如老不幸的事情,有人會怨天尤人,會歸咎自己的不幸,有人會終日享樂,沉醉於一些行為,逃避現實,也有人會覺得保持中立,不問世事,遠離世間的紛爭,就可以解決問題。
[00:18:57.000 --> 00:19:13.000]  更加有人會選擇以惡報惡,最終讓自己的仇恨和苦毒所充滿,令自己的傷害更加深。有人決定以武,有人決定以勇氣去面對,迫適任何代價,反抗到底。
[00:19:13.000 --> 00:19:30.000]  不過這一切的方法,都不是蓋爾利的方法,蓋爾利安守本份,選擇將生命的主權交給上帝,因為他知道上帝有最終的安排,上帝必定會有最公平的安排。
[00:19:30.000 --> 00:19:44.000]  表面上這個禁令只是考驗他們有沒有公開的祈禱,但是對蓋爾利來說,這個考驗卻是問到他最終的一個問題,蓋爾利最終效法的對象是誰呢?
[00:19:44.000 --> 00:20:04.000]  當地上的法律和天上的法律相抵觸的時候,蓋爾利又如何選擇呢?他陷入這個兩難的困局中,究竟選擇天上的身份,還是選擇地上的馬代邦斯總督的身份,只是拜大利烏王呢?
[00:20:04.000 --> 00:20:19.000]  如果選擇去敬拜上帝,其實意味著他要放棄過往幾十年的努力,放棄安恕的生活,放棄家庭,放棄一切的權力,更加重要的可能是放棄自己的生命。
[00:20:19.000 --> 00:20:30.000]  有人說,人在江湖,身不由己,留得青山在,哪怕舞柴燒,有時風平浪靜,退一步,海闊天空。
[00:20:30.000 --> 00:20:48.000]  但是蓋爾利大可以改變他祈禱的習慣,就是在暗中去祈禱就可以了,不讓人發現,又或者他忍耐這三十天不去祈禱都可以的,不值得為這三十天而去公開祈禱,以致朝至殺身之禍。
[00:20:48.000 --> 00:21:03.000]  我們也會很體諒人的軟弱,很體諒蓋爾利的情況,我們有時候不需要面對生死的抉擇,但有時候他是因為很多的原因,將信仰,將上帝放在一二邊。
[00:21:03.000 --> 00:21:16.000]  遇到讀書,考試,工作的繁忙,家庭裏面的繁重,有兒女要照顧,身體裏面很累,我們會決定,這個星期不如休息一個星期,不去回教會。
[00:21:16.000 --> 00:21:34.000]  原本有侍奉,但忽然有人約我去行山,去玩,不如給自己充充電,說不定放完假回來更有力去侍奉,結果放完假回來,通宵去玩,令自己更加累,下次更加不想回教會。
[00:21:34.000 --> 00:21:49.000]  拍拖戀愛之前,遇到一個未進者,覺得自己有信心,不會離開信仰,結果一闖入這個關係裏面,就被另一半拉著離開上帝,更加在教會裏面越來越少見到。
[00:21:49.000 --> 00:22:07.000]  這個月不經意,因為不同的原因,花費了很多錢,可能因為買最新的iPhone,也可能因為要去旅行,手頭緊,怎麼辦呢?不如把奉獻的錢先收起來,當作神給我的禮物,我更加去感謝我的上帝。
[00:22:07.000 --> 00:22:26.000]  但以你更加重視他國民的身份,多於珍惜他的生命,他不忘記自己是上帝的子民,沒有因為榮華富貴而忘記神,沒有因為誘惑而背棄信仰,更加沒有因為貪圖生死而離開上帝。
[00:22:26.000 --> 00:22:44.000]  他不向大理烏王屈膝,而是向耶路撒冷屈膝祈禱,但以你的祈禱對象不是大理烏王,他相信大理烏王不是他的宗寶,而是耶穌基督耶和華才是他的祈禱對象。
[00:22:44.000 --> 00:23:01.000]  但以你的信心不是天生的,也不是突然一時的衝動,而是每天見機在他和上帝的祈禱,他和上帝的關係,當他親近神,認識神,對上帝慢慢培養信心。
[00:23:01.000 --> 00:23:23.000]  但以你的祈禱有以下幾個特質,第一,他在固定的地方祈禱,每天的習慣就是打開窗去祈禱,於是其他人都看到,他打開窗去向耶路撒冷祈禱,因為耶路撒冷有聖殿,聖殿是上帝的居所,意思是代表向上帝祈求。
[00:23:23.000 --> 00:23:48.000]  不過,當聖殿被巴比倫國滅了猶太國的時候,聖殿已經不在了,而第九章也在繼續,但以你為耶路撒冷的荒涼去祈禱和重建去禱告,他心裡想著他家鄉裡的人,他為了他的同胞,為了他們的安全,求神保守,求神復興。
[00:23:48.000 --> 00:24:07.000]  第三點,他一天三次行切地去祈禱,雖然他工作繁多,但祈禱仍然是他每一天的堅持,他跪在地上的祈禱,這是一個謙卑的態度,他學會尊重神,尊上帝為大,學習要去信服上帝的指示。
[00:24:07.000 --> 00:24:30.000]  他不僅是祈求,更是去感謝,這個感謝在他遇到患難,遇到迫不得已的時候,他也感謝上帝。第五點,他的祈禱生活是無間斷的,日日堅持,成為他的習慣,更加成為他的力量,成為他生活的一部分,不可或缺。
[00:24:30.000 --> 00:24:41.000]  但義利一天三次的祈禱,他是有規律,不是故意在上帝的面前,不是故意在王的面前去做反叛,他只是做回他平日的工作。
[00:24:41.000 --> 00:25:01.000]  但面對敵人精心的詭計,但他污昂束手無策,想盡辦法去救大義利,但卻被自己的玉璽所困,不能更改,徒勞無功,在其他神僕的催逼下,最終皇下的命令,要將大義利扔進獅子坑裏面。
[00:25:01.000 --> 00:25:27.000]  或許我們今天不會經歷大義利的考驗,因為我們都在信仰裏面,一個很自由,很安全的環境,可能我們過往經歷比較大的掙扎,會經歷家人的反對,在公司裏面有人要求你去裝香,辦公室裏面有人要求不可以擺十字架,等等等等,這些對於我們來說都是很大的掙扎和挑戰。
[00:25:27.000 --> 00:25:40.000]  但這個世界裏面仍有很多的基督徒,仍有很多的人,他們每天因為信仰的緣故,受著各種各樣的逼迫,受著各樣的挑戰和患難。
[00:25:40.000 --> 00:25:56.000]  每個星期我們教會都會刊登他們的代禱,會刊登為這個世界裏面50個受逼迫不同程度的國家的人的信徒去祈求上帝,求神保守他們,拯救他們,使用他們的見證。
[00:25:56.000 --> 00:26:16.000]  聖經的預言說到這個末後的日子,教徒會受到更嚴重更多的逼迫,如果當我們相信主耶穌基督再來的日子越來越近,這樣我們將來一定會受到更加多的逼迫來到我們的生命,你和我有沒有預備好呢?
[00:26:16.000 --> 00:26:37.000]  從我們生活的優先開始做起,今天我們很容易著重在神的慈愛,強調著上帝的恩典和救贖,不過我們忽略了上帝的公義,忽略了上帝是興萬不得,忽略了上帝原來都有管教,有懲罰的一面。
[00:26:37.000 --> 00:27:06.000]  我們太習慣安恕的日子,很想尋求一個安穩安定的日子的情況,我們在信仰裏面不可以去下苦功,渴望用世界裏面的價值觀套下來信仰,不過信仰是有要求的,信仰是要付代價,是要我們每一個付出不單只是時間精神金錢,甚至乎要付出我們的生命。
[00:27:06.000 --> 00:27:21.000]  印度的獨立之父甘地,他是一個提倡非暴力和平的主義勇士,這個人非常敬重和喜愛耶穌基督這個偉人,不過為什麼他最後沒有相信耶穌基督呢?
[00:27:21.000 --> 00:27:35.000]  甘地在他的自傳裏面說道,我很喜歡你們所相信的耶穌基督,不過我不喜歡你們這班基督徒,你們這個基督教不像你們那位的基督一樣。
[00:27:35.000 --> 00:27:49.000]  如果你們這班基督徒能夠真正按照聖經裏面所說的生活原則去做的時候,我相信今天整個印度都能夠成為基督教的地方,很多人會相信耶穌。
[00:27:49.000 --> 00:28:12.000]  有時候基督徒最大的問題不是他們太像基督徒,而是他們不像基督,所以不要怪責其他不相信上帝的無神論者,有時候不是他們不願意相信,而是他們很多時候只是在我們的生活,在我們的行事為人裏面,他們找不到基督。
[00:28:12.000 --> 00:28:31.000]  除了甘地之外,年輕人其實同樣把基督徒的行為看在眼裏,心理學家艾力克森提出了一個成長的階梯,說到成長裏面有八個階段,原來每個階段都有東西要學習和成長。
[00:28:31.000 --> 00:28:53.000]  青少年階段大約是十二到十八歲這個年紀,這個年紀的青年人很想成為成年人,他們很想模仿成年人的行為,這個年紀的人最容易吸收,最容易受到成年人的行為,價值觀,各樣東西所影響,於是他們很想尋求人生的意義,價值,追求肯定感。
[00:28:53.000 --> 00:29:11.000]  若在這個階段裏面尋索失敗,他們很容易採取了社會不被接納的角色,以致表達他們不想要成為的方法,他們難以對人建立長久親密的關係,究竟可以在哪裏學習呢?
[00:29:11.000 --> 00:29:36.000]  當我們沒有做好教導的工作,沒有做好榜樣,也沒有做好傳遞正面訊息的功能的時候,年青人就在網絡裏面,就在這個世界裏面,就在花花世界裏面,在明星裏面,去找到一些榜樣,讓他們去吸引,讓他們去學習,因為他們覺得這些東西都是很有型,他們很想不計代價,繼續去模仿。
[00:29:36.000 --> 00:29:56.000]  《羅馬書》十二章九到二十節,其實這裏記載了教徒恆士榮的準則,同時也記載了教徒的一些生命特質,愛、公義、誠信、真理、喜樂、和平,仍然是這個世界裏面年青人最真實的渴望。
[00:29:56.000 --> 00:30:25.000]  因為這個疫情,網絡的世界成為了信徒和牧者維持大部分信仰生活的一個平台,而近日這幾個月裏面,社交平台,Instagram,IG,也有不少關於信仰的貼文,也在他們下面的一些hashtag記載著教徒基督教文化運動,Delta Movement,一些標籤。
[00:30:25.000 --> 00:30:32.000]  他們會透過寫作、插畫,以及一些色經等等的不同方法,去讓人認識這個信仰。
[00:30:32.000 --> 00:30:56.000]  年青的信徒在IG裏面發動Delta Movement,希望能夠凝聚不同專業的人在IG,在年青人的世代裏面,推行基督教的風氣,基督教的文化,更多的人去實踐這個信仰,甚至一改以前基督教老土的形象,讓更多年青人可以有份建立教會。
[00:30:56.000 --> 00:31:21.000]  在早兩個月之前,我們教會的年青人也嘗試自己寫一些文章,這些文章都是關於愛情、生活,這一季最近也會寫一下萬聖節,是否應該去拜鬼神,其實都是這些老生常談,不過當再包裝,再進入年青人的世界裏面,他們能夠更容易去接受。
[00:31:21.000 --> 00:31:26.000]  我們很渴望透過這個媒體傳遞更多正面的訊息。
[00:31:26.000 --> 00:31:41.000]  今年的疫情令到很多封印工作可能都會停頓,不過年青人也沒有浪費時間,他們也把握每一個學習聖經的機會,繼續透過主日學、小組團契、崇拜維持他們教會的生活。
[00:31:41.000 --> 00:32:07.000]  今年的裏面,我們也有機會和浸會大學基督徒團體合作,舉辦一些Alpha Course啟發課程,有十幾個大學生有興趣加入這個Alpha Course,開了三組的福音小組,他們大部分都是微信者,對信仰裏面有很多疑問,很想去認識神,每一次開組其實都很開心,
[00:32:07.000 --> 00:32:14.000]  因為他們心裏面很單純,很想認識上帝是一個怎樣的神,祂是否真實。
[00:32:14.000 --> 00:32:30.000]  我更加聽到中大或科大學園傳道會,他們更加經歷一浪接一浪的復興,每一間學校裏面也有超過一百多人願意認識信仰,開了十幾組的福音小組。
[00:32:30.000 --> 00:32:54.000]  在更加中學裏面,我們也聽到一些見證舉行視像報道會,學生要留在班房裏面觀看報道會,最後全校竟然有一百多人信耶穌,原來現在是人心裏面最渴望上帝的時候,人心是最開放的,上帝在年輕人的世代裏面不斷去工作,我們有沒有把握呢?
[00:32:54.000 --> 00:33:20.000]  除此之外,我們教會去年去到越南裏面短宣,其實今年原定也想去兩次越南裏面的短宣,不過因為疫情的緣故就暫停,原本以為一切的福音事公都要停頓,但忽然間由八月開始宣教社邀請我們透過Zoom去接觸一些去年英語中心的大學生。
[00:33:20.000 --> 00:33:45.000]  現在我們逢星期四的晚上已經維持了兩個月的時間,跟他們有一個英語班的時間,透過英語跟他們建立關係,目的就是想將這個福音傳給他們,這是一個很興奮的過程,特別我們做嘉賓,當地的機構會給一些車船車馬津貼給我們,
[00:33:45.000 --> 00:34:03.000]  我們就會將這些錢奉獻給當地的教會,成為他們的事公,這是一個很興奮的過程,很看似是一個逆境,看似什麼都不能做,不過當我們願意信靠上帝,上帝是會開一條新的道路。
[00:34:03.000 --> 00:34:17.000]  最後一個部分,我想告訴大家,這個世界不是黑暗掌權,不是惡人當道的世界,這個世界仍然是天父掌管的世界,仍然是上帝作王的地方。
[00:34:17.000 --> 00:34:35.000]  在《大義利書》第六章十九到二十八節,此日黎明,大利烏王急急腳腳去到獅子坑裡面,看看大義利的命運,大利烏王去到這個坑的旁邊,哀求大義利,發現大義利最後仍然生還,證明他是無辜。
[00:34:35.000 --> 00:35:00.000]  大義利見證夜間神察見他的使者,封住了獅子的口,因為大義利在神的面前是無辜,他在神裡面沒有做任何虧損的事情,大義利從獅子坑裡面走出來,身上沒有任何受傷的痕跡,即使在獅子坑過了一日一夜,都沒有獅子能夠傷害他。
[00:35:00.000 --> 00:35:08.000]  最後,王將控告大義利的人和他的家人扔下獅子坑,他們的後果就是死亡。
[00:35:08.000 --> 00:35:31.000]  這個故事精彩之處在於故事的大反轉,忍耐到底必定得勝,善惡眾頭終有報,原本加害的奸國死在自己設定的獅子坑裡面,原本自認為神和神同等的大利烏王,卻發現自己的無能,能夠稱頌我們的神。
[00:35:31.000 --> 00:35:37.000]  上帝是人生命的主,是歷史的主宰,他獨行其事,進行他拯救的工作。
[00:35:37.000 --> 00:35:59.000]  在整個大義利書第六章裡面,當我們看經文的結構裡面,我們會發現一個平衡的結構,大義利統治全國,一個ABCDE,總之是這個三文治結構,整個漢堡包結構裡面,最重要的是看中間那裡。
[00:35:59.000 --> 00:36:20.000]  王最重要的就是這個故事裡面最重要的角色,這個王在中心裡面出現了兩次,作者很想去肯定王口裡面所說的話,大義利侍奉的神是至高至尊,全知全能,公義和公正的神。
[00:36:20.000 --> 00:36:34.000]  大義利烏王命令全國人民崇拜大義利所侍奉的上帝,因為他親眼看到這個神蹟,心裡面心存的態度是敬畏大義利所認識侍奉的神。
[00:36:34.000 --> 00:36:43.000]  原本禁止人去敬拜神,卻轉變到全國的人能夠一起去敬拜上帝。
[00:36:43.000 --> 00:36:54.000]  原本是一條邪惡的法例,但是因為上帝使用大義利的生命,他的僕人完全能夠扭轉改變。
[00:36:54.000 --> 00:37:03.000]  上帝直著他的僕人去宣認他在外邦世界裡面的工作,宣認上帝裡面的偉大和他的奇事。
[00:37:03.000 --> 00:37:17.000]  神是永活的神,他不是人手所做出來的偶像,他是永活的神,不像其他神一樣會有生有死,他是真正活著的,他的國度永遠長存,永遠不滅。
[00:37:17.000 --> 00:37:27.000]  他是慈悲仁愛的神,樂意拯救人脫離困難,他是獨行其事的神,擁有超自然的能力,隨心所欲,施行神蹟其事。
[00:37:27.000 --> 00:37:36.000]  他是賜生命的神,保佑人的生命,拯救大義利,他也是掌管自然界一切萬物的神,獅子都要聽命於他。
[00:37:36.000 --> 00:37:48.000]  大義利信靠上帝,面對死亡的威脅仍然忠於上帝,黑暗雖然猖狂,但是當我們願意倚靠上帝的時候,忍耐到底,必然得勝。
[00:37:48.000 --> 00:37:57.000]  大義利為什麼要堅持祈禱呢?我相信就像耶穌基督在赫西德瑪利元的禱告一樣,
[00:37:57.000 --> 00:38:09.000]  我的父啊,若果可以,求你不要讓我喝這苦杯,可是不要照我的意思,只要照你的旨意。
[00:38:09.000 --> 00:38:21.000]  大義利成為上帝貴重的器皿,在一個無神論的地方見證了上帝的偉大,連整個國家,整個人民都要去敬拜,認識上帝。
