
[00:00:00.000 --> 00:00:10.000]  你們聽少了我讚美Asta,Asta這麼高的一個報價,果然是高挑的美少女
[00:03:43.000 --> 00:03:47.000]  我想先跟大家去看加拿大書的背景
[00:03:47.000 --> 00:03:53.000]  加拿大書其實是保羅寫給加拿大宗教會的一封信,宗教會,為什麼呢?
[00:03:53.000 --> 00:04:01.000]  因為原來加拿大是一個省,紅色那裏是一個省,所以其實裏面都是有好幾間教會
[00:04:01.000 --> 00:04:08.000]  這些教會類似圖裏面講的,阿提奧,以哥廉,路斯德等等
[00:04:08.000 --> 00:04:14.000]  宗教會都是位於這個羅馬省的加拿大省的南部,大概在南部
[00:04:14.000 --> 00:04:22.000]  這幾間教會其實都是保羅在第一次宣教旅程的時候建立的一些教會
[00:04:22.000 --> 00:04:27.000]  加拿大教會裏面最主要就是一班外邦人的信徒
[00:04:27.000 --> 00:04:32.000]  不過在這些教會裏面其實都有少數是由太教從由太教歸正
[00:04:32.000 --> 00:04:38.000]  好像保羅那樣,從由太教歸正變成去基督徒的一班人,不過這班人是少數的
[00:04:38.000 --> 00:04:46.000]  加太書有人形容,加太書是保羅的信中火藥味中最濃厚的一卷書
[00:04:46.000 --> 00:04:54.000]  又真的,我們看看裏面的少少內容,經文用字眼說,一次又一次,我詛咒你
[00:04:54.000 --> 00:04:57.000]  保羅說的,我詛咒你,我詛咒你,一次又一次這樣說
[00:04:57.000 --> 00:05:04.000]  甚至說五章十二節那裏更厲害,我恨不得將騷擾你的人把自己閹割了
[00:05:04.000 --> 00:05:08.000]  真心惡,都是一本很火爆的書
[00:05:08.000 --> 00:05:10.000]  保羅為何在這卷書裏面那麼暴躁呢?
[00:05:10.000 --> 00:05:15.000]  他那麼暴躁的原因,原來是因為當時加拿大的教會出現了一些問題
[00:05:15.000 --> 00:05:23.000]  問題是什麼呢?原來加拿大教會算是第一批在外邦人信主的基督徒的教會
[00:05:23.000 --> 00:05:26.000]  算是第一批,所以他們不斷地討論一些問題
[00:05:26.000 --> 00:05:32.000]  問題就是外邦人信耶穌之後,需不需要跟由太人的信仰規條去守呢?
[00:05:32.000 --> 00:05:38.000]  例如守國禮,例如一些飲食的條例,例如守由太人的立法
[00:05:38.000 --> 00:05:41.000]  保羅的答案就是認為不需要的
[00:05:41.000 --> 00:05:48.000]  因為耶穌的十字架已經超越了那些舊約,以色列文和神規定的約
[00:05:48.000 --> 00:05:51.000]  所以外邦人那些由太人守,ok
[00:05:51.000 --> 00:05:55.000]  但是外邦人是不需要守由太民族的條例
[00:05:55.000 --> 00:06:00.000]  不過,在加拿大教會裏面就有人反對保羅的主張
[00:06:00.000 --> 00:06:06.000]  聲稱必須要遵守摩西的律法才能夠被稱為異
[00:06:06.000 --> 00:06:11.000]  在這些背景裏面,剛才說的是加拿大書的背景
[00:06:11.000 --> 00:06:15.000]  在這些背景裏面,我們發現只要超過一個人的地方
[00:06:15.000 --> 00:06:19.000]  其實就有很多不同意,不同妥協,不同的衝突
[00:06:19.000 --> 00:06:24.000]  原來我們發覺一件事,衝突不單在教會外面
[00:06:24.000 --> 00:06:27.000]  衝突也發生在教會裏面
[00:06:27.000 --> 00:06:30.000]  但是,記得今天我要跟大家問的一個問題是
[00:06:30.000 --> 00:06:33.000]  究竟在這些很嘈吵的環境裏面
[00:06:33.000 --> 00:06:36.000]  基督徒有什麼可以不一樣呢?
[00:06:36.000 --> 00:06:39.000]  雖然剛才說了不少加拿大書的背景
[00:06:39.000 --> 00:06:41.000]  讓大家明白多一點這本書的背景
[00:06:41.000 --> 00:06:46.000]  但是今天的內容其實沒有太處理剛才說的那個條例的問題
[00:06:46.000 --> 00:06:52.000]  卻是想藉著保羅在教導,加拿大教會裏面的一些辯證裏面
[00:06:52.000 --> 00:06:55.000]  提過的一段往事,一件衝突的事件
[00:06:55.000 --> 00:07:01.000]  去看保羅和他這兩個人,彼得和巴拿巴
[00:07:01.000 --> 00:07:03.000]  去和保羅的衝突裏面看
[00:07:03.000 --> 00:07:06.000]  基督徒怎樣可以在衝突裏面不一樣
[00:07:06.000 --> 00:07:09.000]  看的書短的經文是
[00:07:09.000 --> 00:07:11.000]  《加拿大書二章》11-14節
[00:07:11.000 --> 00:07:13.000]  請你聽我讀
[00:07:13.000 --> 00:07:15.000]  後來,基法到了安提歐
[00:07:15.000 --> 00:07:19.000]  因為他有可責之處,我就當面反對他
[00:07:19.000 --> 00:07:22.000]  從雅各那裏來的人,未到之以前
[00:07:22.000 --> 00:07:26.000]  他和外邦人一同吃飯,以至他們來到
[00:07:26.000 --> 00:07:31.000]  他因怕奉國禮的人就退出,跟外邦人疏遠了
[00:07:31.000 --> 00:07:34.000]  其餘的猶太人也都隨著他裝假
[00:07:34.000 --> 00:07:37.000]  甚至連巴拿巴也隨火裝假
[00:07:37.000 --> 00:07:41.000]  但我一看見他們做得不對,與福音的真理不合
[00:07:41.000 --> 00:07:44.000]  就在眾人面前對機發說
[00:07:44.000 --> 00:07:48.000]  你既視猶太人,卻按照外邦人的樣子
[00:07:48.000 --> 00:07:56.000]  不按照猶太人的樣子生活,怎能勉強外邦人按照猶太人的樣子生活呢?
[00:07:56.000 --> 00:07:59.000]  經文在這裏,讓我們一起祈禱
[00:07:59.000 --> 00:08:02.000]  主,求你幫助我們,藉著你的話語去看
[00:08:02.000 --> 00:08:05.000]  真是在這個紛擾的世界裏
[00:08:05.000 --> 00:08:07.000]  基督徒可以做些什麼?
[00:08:07.000 --> 00:08:10.000]  藉著這些經文,這些故事,你在我們生命裏面動工
[00:08:10.000 --> 00:08:12.000]  聖靈求你來到我們當中
[00:08:12.000 --> 00:08:14.000]  我們這樣討告奉主耶穌的名求
[00:08:14.000 --> 00:08:15.000]  阿門
[00:08:15.000 --> 00:08:18.000]  要講的第一點,叫做在...
[00:08:18.000 --> 00:08:22.000]  突然讀不到那個字
[00:08:22.000 --> 00:08:24.000]  在嚴局裏面同生
[00:08:24.000 --> 00:08:29.000]  首先第一個看的關係,是彼得和保羅的關係
[00:08:29.000 --> 00:08:32.000]  第一個要看的人物是彼得和保羅
[00:08:32.000 --> 00:08:35.000]  新譯本在這段經文裏面,給了一個標題
[00:08:35.000 --> 00:08:39.000]  叫做保羅澤比彼得
[00:08:39.000 --> 00:08:41.000]  當然,彼得很厲害
[00:08:41.000 --> 00:08:44.000]  大家都經常聽,彼得很厲害
[00:08:44.000 --> 00:08:48.000]  新譯裏面有13卷書,原來都是由彼得所寫的
[00:08:48.000 --> 00:08:53.000]  當中有不少的書卷,好像羅馬書,提摩泰前後書
[00:08:53.000 --> 00:08:59.000]  後來都成為基督教教義裏面的一些很重要的資料
[00:08:59.000 --> 00:09:01.000]  當定立基督教教義的時候
[00:09:01.000 --> 00:09:05.000]  相對,彼得寫的只有兩卷書
[00:09:05.000 --> 00:09:07.000]  有時候我們會有一個這樣的錯覺
[00:09:07.000 --> 00:09:10.000]  其實彼得和保羅大概就是平起平坐
[00:09:10.000 --> 00:09:13.000]  差不多,都是那時候很厲害的人
[00:09:13.000 --> 00:09:15.000]  領袖
[00:09:15.000 --> 00:09:17.000]  跟甚或呢?
[00:09:17.000 --> 00:09:20.000]  有時候看到保羅比彼得還厲害的那個小孩
[00:09:20.000 --> 00:09:25.000]  我們會認為他差不多是新約教會的代言人
[00:09:25.000 --> 00:09:29.000]  很厲害,甚至認為保羅比彼得厲害
[00:09:29.000 --> 00:09:33.000]  不過事實上,起碼在加拿大書的背景
[00:09:33.000 --> 00:09:36.000]  在這個環境之下,其實不是的
[00:09:36.000 --> 00:09:37.000]  大家記得嗎?
[00:09:37.000 --> 00:09:40.000]  彼得是跟隨耶穌的門徒
[00:09:40.000 --> 00:09:44.000]  由耶穌出道,跟隨他三年
[00:09:44.000 --> 00:09:47.000]  更加比得上是十二門徒之首
[00:09:47.000 --> 00:09:52.000]  他甚至是被耶穌親自去任命去牧養他的門徒
[00:09:52.000 --> 00:09:56.000]  甚至連耶穌都叫彼得做教會的盤石
[00:09:56.000 --> 00:09:58.000]  而保羅是誰呢?
[00:09:58.000 --> 00:10:02.000]  保羅是初期教會成立之後一段時間
[00:10:02.000 --> 00:10:07.000]  當時彼得的教會已經有千千萬萬的增長
[00:10:07.000 --> 00:10:13.000]  而那一刻保羅只是一個迫害基督徒的猶太教訓徒
[00:10:13.000 --> 00:10:19.000]  保羅後來因為遇見主,而回到基督信仰裡
[00:10:19.000 --> 00:10:24.000]  然後他領受向外邦人傳福音的宣教士
[00:10:24.000 --> 00:10:29.000]  即是說,如果用當時教會權力的慰憤來說
[00:10:29.000 --> 00:10:34.000]  如果把當時的教會變成今天公司的架構
[00:10:34.000 --> 00:10:40.000]  當保羅剛剛入職轉行一個海外發展部的經理仔的時候
[00:10:40.000 --> 00:10:43.000]  保羅已經是環球的總裁了
[00:10:43.000 --> 00:10:45.000]  大概他們的關係是這樣
[00:10:45.000 --> 00:10:49.000]  即使保羅和他的團隊當時已經很有能力
[00:10:49.000 --> 00:10:52.000]  把他們的範圍發展得不錯,都不錯
[00:10:52.000 --> 00:10:57.000]  但是他跟彼得在教會裡的慰憤仍然有很大的差別
[00:10:57.000 --> 00:11:03.000]  彼得對保羅來說仍然是慰更高,權力更重的一個人
[00:11:03.000 --> 00:11:07.000]  但是,加泰書這裡這樣說
[00:11:07.000 --> 00:11:09.000]  他說保羅習被彼得
[00:11:09.000 --> 00:11:11.000]  因為什麼事呢?
[00:11:11.000 --> 00:11:16.000]  因為彼得和外邦人吃飯的時候,遇見都是領袖
[00:11:16.000 --> 00:11:18.000]  彼得看到另外一個領袖,就是雅各
[00:11:18.000 --> 00:11:23.000]  他因為怕雅各懷疑他沒有緊守猶太人飲食的條例
[00:11:23.000 --> 00:11:28.000]  而當他和外邦人吃飯的時候,他就走開了
[00:11:28.000 --> 00:11:34.000]  他這個舉動更加影響到其他的猶太人,跟著他離開
[00:11:34.000 --> 00:11:36.000]  保羅出聲罵他
[00:11:36.000 --> 00:11:39.000]  這裡說的還要是怎樣?當面罵他
[00:11:39.000 --> 00:11:43.000]  幫助眾人的面反對他,罵他
[00:11:43.000 --> 00:11:46.000]  保羅說的話其實是沒有錯的
[00:11:46.000 --> 00:11:50.000]  他指責彼得的原因是因為彼得的行為
[00:11:50.000 --> 00:11:53.000]  這裡也說了,他說與福音的真理不合
[00:11:53.000 --> 00:11:55.000]  其實他說得是有道理的
[00:11:55.000 --> 00:12:00.000]  也挺有型的,你想想一個經理人罵總裁
[00:12:00.000 --> 00:12:02.000]  也挺有型的
[00:12:02.000 --> 00:12:07.000]  不過,似乎這樣看來的時候,我們會感覺有些以下犯上
[00:12:07.000 --> 00:12:13.000]  有些不夠體面,有些不夠禮貌,甚至有些不夠尊重
[00:12:13.000 --> 00:12:19.000]  甚至可以說,他其實是沒有顧過彼得這個當時屬靈的前輩
[00:12:19.000 --> 00:12:21.000]  一個屬靈的領袖的感受
[00:12:21.000 --> 00:12:25.000]  有些人就會問,說道理不用說情嗎?
[00:12:25.000 --> 00:12:29.000]  你說得對,那不用說愛心嗎?
[00:12:29.000 --> 00:12:34.000]  不過,今天我又不是想去討論哪個對哪個錯
[00:12:34.000 --> 00:12:39.000]  不過我們知道一件事,就是兩個人的衝突就這樣發生
[00:12:39.000 --> 00:12:43.000]  可想而知,其實他們之間怎樣也會有些嚴規
[00:12:43.000 --> 00:12:46.000]  終於讀到了,嚴規
[00:12:46.000 --> 00:12:48.000]  那怎樣收復呢?出現了嚴規
[00:12:48.000 --> 00:12:52.000]  他們兩個中間的關係又會變成怎樣呢?
[00:12:52.000 --> 00:12:56.000]  彼得面對這個得罪他的下屬,即是低級過他的
[00:12:56.000 --> 00:12:59.000]  保羅的當面指責
[00:12:59.000 --> 00:13:04.000]  如果按照世界一般的程度的狀況去理解這個故事
[00:13:04.000 --> 00:13:06.000]  這個故事的發展大概是這樣
[00:13:06.000 --> 00:13:09.000]  大家都有看《Origa》那些,大概都是這樣
[00:13:09.000 --> 00:13:12.000]  那彼得會怎樣?會感覺到沒有面子
[00:13:12.000 --> 00:13:14.000]  會感覺生氣
[00:13:14.000 --> 00:13:17.000]  會怎樣?找個機會,說他一次
[00:13:17.000 --> 00:13:19.000]  找機會捉住他痛腳
[00:13:19.000 --> 00:13:23.000]  或者,這個人這麼挑戰,放逐他去哈爾濱
[00:13:23.000 --> 00:13:25.000]  不如將他放遠一點
[00:13:25.000 --> 00:13:27.000]  不將他偉異重任
[00:13:27.000 --> 00:13:29.000]  將他投降置散
[00:13:29.000 --> 00:13:32.000]  那些什麼赤立角,即是很遠的那些
[00:13:32.000 --> 00:13:34.000]  將他放遠一點就好了
[00:13:34.000 --> 00:13:37.000]  應該彼得就會這樣,如果在世界裡面
[00:13:37.000 --> 00:13:39.000]  而保羅會怎樣?保羅就會
[00:13:39.000 --> 00:13:42.000]  你這個領袖,這樣的領袖不要就罷了
[00:13:42.000 --> 00:13:44.000]  我東加不打,打西加我走
[00:13:44.000 --> 00:13:47.000]  如果在現在這個社會裡面
[00:13:47.000 --> 00:13:49.000]  似乎我們都會想,這個都是
[00:13:49.000 --> 00:13:51.000]  嘩,都會出現啦
[00:13:51.000 --> 00:13:53.000]  不過,在事實上,在教會裡面
[00:13:53.000 --> 00:13:55.000]  這個故事又會怎樣發展呢?
[00:13:55.000 --> 00:13:57.000]  原來,事後呢
[00:13:57.000 --> 00:13:59.000]  彼得沒有懷恨在心
[00:13:59.000 --> 00:14:03.000]  他以他自己作為教會領袖的身份
[00:14:03.000 --> 00:14:07.000]  去差派保羅和巴拿巴出去宣教的工場
[00:14:07.000 --> 00:14:11.000]  目的不是將保羅要投降置散
[00:14:11.000 --> 00:14:13.000]  發配邊疆
[00:14:13.000 --> 00:14:15.000]  原因是因為
[00:14:15.000 --> 00:14:18.000]  彼得向外邦人傳福音的使命
[00:14:18.000 --> 00:14:22.000]  是神所賜給保羅的恩典
[00:14:22.000 --> 00:14:24.000]  而保羅呢
[00:14:24.000 --> 00:14:27.000]  因為被彼得的差遣
[00:14:27.000 --> 00:14:29.000]  而成為他侍奉的肯定
[00:14:29.000 --> 00:14:31.000]  他都沒有想過要走
[00:14:31.000 --> 00:14:33.000]  彼得又沒有玩他,反而還認同他
[00:14:33.000 --> 00:14:35.000]  讓他去到一個高位
[00:14:35.000 --> 00:14:38.000]  而且呢,保羅又說你肯定我
[00:14:38.000 --> 00:14:40.000]  我說我又OK,又沒有想過要走
[00:14:40.000 --> 00:14:42.000]  而且呢,原來呢
[00:14:42.000 --> 00:14:44.000]  彼得和保羅的關係是怎樣的呢?
[00:14:44.000 --> 00:14:46.000]  彼得在晚年的時候
[00:14:46.000 --> 00:14:48.000]  都會寫了彼得後書
[00:14:48.000 --> 00:14:50.000]  我們看看裡面一段
[00:14:50.000 --> 00:14:52.000]  裡面三章十五節那裡這樣說
[00:14:52.000 --> 00:14:56.000]  他說,就如我所親愛的弟兄保羅
[00:14:56.000 --> 00:14:58.000]  嘟嘟嘟嘟嘟嘟
[00:14:58.000 --> 00:15:01.000]  在經過這些指責的事件的裡面
[00:15:01.000 --> 00:15:03.000]  晚年的保羅
[00:15:03.000 --> 00:15:07.000]  仍然稱呼保羅做親愛的弟兄
[00:15:07.000 --> 00:15:11.000]  彼得沒有選擇將保羅的無禮放在心裡面
[00:15:11.000 --> 00:15:13.000]  他選擇的是饒恕
[00:15:13.000 --> 00:15:16.000]  這個得罪他的弟兄
[00:15:16.000 --> 00:15:19.000]  在他面前他選擇饒恕
[00:15:19.000 --> 00:15:22.000]  大家記得有關饒恕的教導,對吧?
[00:15:22.000 --> 00:15:26.000]  大家記得主耶穌教人饒恕七十個七次嗎?
[00:15:26.000 --> 00:15:30.000]  原來呢,耶穌這個不容易的教導
[00:15:30.000 --> 00:15:33.000]  回應的對象正正是因為彼得和
[00:15:33.000 --> 00:15:36.000]  彼得和走來的時候,耶穌就做這個教導
[00:15:36.000 --> 00:15:39.000]  原來,饒恕的功課正正是
[00:15:39.000 --> 00:15:41.000]  耶穌教導彼得的
[00:15:41.000 --> 00:15:46.000]  而我們確實看到饒恕在彼得和保羅中間發生了
[00:15:46.000 --> 00:15:49.000]  他們的確是發生了一些衝突
[00:15:49.000 --> 00:15:52.000]  但是他們沒有將這個衝突去隱瞞
[00:15:52.000 --> 00:15:53.000]  不出聲不出聲
[00:15:53.000 --> 00:15:57.000]  他們中間或者出現過彼此互相的傷害
[00:15:57.000 --> 00:15:59.000]  彼得覺得,嘩,你這樣說我
[00:15:59.000 --> 00:16:02.000]  保羅覺得,嘩,你都不守真理
[00:16:02.000 --> 00:16:05.000]  但是他們中間沒有
[00:16:05.000 --> 00:16:07.000]  並沒有互相的仇恨
[00:16:07.000 --> 00:16:10.000]  他們中間或者有一些嚴驅出現
[00:16:10.000 --> 00:16:12.000]  或者有著傷害
[00:16:12.000 --> 00:16:16.000]  但是沒有讓他們決定要誓不兩立
[00:16:16.000 --> 00:16:20.000]  嚴驅沒有阻礙他們一同去傳福音的心
[00:16:20.000 --> 00:16:22.000]  為主侍奉的心
[00:16:22.000 --> 00:16:26.000]  丁姐妹,我想這個就是基督徒可以的不一樣
[00:16:26.000 --> 00:16:29.000]  在嚴驅裡面選擇饒恕
[00:16:29.000 --> 00:16:32.000]  不是對立,但是是復活
[00:16:32.000 --> 00:16:35.000]  要復活需要寬恕和原諒
[00:16:35.000 --> 00:16:38.000]  而這個功課其實真的很難學習
[00:16:38.000 --> 00:16:40.000]  因為在衝突裡面
[00:16:40.000 --> 00:16:43.000]  其實我想我們都會經歷很多的傷害
[00:16:43.000 --> 00:16:45.000]  甚至有很多的憤怒
[00:16:45.000 --> 00:16:49.000]  不過保羅和彼得之所以能夠不一樣
[00:16:49.000 --> 00:16:51.000]  我看到的原因是
[00:16:51.000 --> 00:16:55.000]  是因為他們的眼睛不只是專注於自己的感受
[00:16:55.000 --> 00:16:57.000]  不是專注於沒有面子
[00:16:57.000 --> 00:16:59.000]  不是專注於那些傷害
[00:16:59.000 --> 00:17:03.000]  不是專注於誰贏我說的道理是對的,是真的
[00:17:03.000 --> 00:17:05.000]  不是看這些東西
[00:17:05.000 --> 00:17:08.000]  而是他們看到一件更重要的事情
[00:17:08.000 --> 00:17:10.000]  是耶穌基督的教導
[00:17:10.000 --> 00:17:13.000]  和耶穌給他們的使命
[00:17:13.000 --> 00:17:16.000]  其實是建立教會和興旺福音
[00:17:16.000 --> 00:17:19.000]  原來饒恕怎麼能夠做到呢
[00:17:19.000 --> 00:17:23.000]  是不專注於自己,而專注於神
[00:17:23.000 --> 00:17:25.000]  而要望到神
[00:17:25.000 --> 00:17:29.000]  講到這裡,記得有一個故事
[00:17:29.000 --> 00:17:33.000]  有一個看那套電影,叫《天堂小屋》
[00:17:33.000 --> 00:17:36.000]  那個故事是講述一個
[00:17:36.000 --> 00:17:41.000]  其實是一個男主角寫著走出怨恨的邀請
[00:17:41.000 --> 00:17:46.000]  是男主角因為痛失他的女兒
[00:17:46.000 --> 00:17:49.000]  心靈受創的一個爸爸
[00:17:49.000 --> 00:17:51.000]  他進行了一個饒恕的旅程
[00:17:51.000 --> 00:17:53.000]  男主角的名字叫默克
[00:17:53.000 --> 00:17:56.000]  他的小女兒在露營的時候不幸遇害
[00:17:56.000 --> 00:17:58.000]  屍體穩極找不到
[00:17:58.000 --> 00:18:04.000]  直到警察幫他找到他的衣服和他的東西的時候
[00:18:04.000 --> 00:18:06.000]  已經只剩下一灘血
[00:18:06.000 --> 00:18:08.000]  這件事之後
[00:18:08.000 --> 00:18:10.000]  男主角心裏面很多內疚
[00:18:10.000 --> 00:18:12.000]  很多憤怒,很多怨恨
[00:18:12.000 --> 00:18:15.000]  經常都在沮喪裏面
[00:18:15.000 --> 00:18:17.000]  這個故事就是描述這個爸爸
[00:18:17.000 --> 00:18:20.000]  怎樣在他的夢境也好
[00:18:20.000 --> 00:18:22.000]  他的創作也好
[00:18:22.000 --> 00:18:24.000]  那些裏面見到上帝
[00:18:24.000 --> 00:18:26.000]  和他有聯繫
[00:18:26.000 --> 00:18:28.000]  找回一些力量去行
[00:18:28.000 --> 00:18:31.000]  其中一段我覺得也感動我
[00:18:31.000 --> 00:18:35.000]  主角在他的虛擬的環境裏面
[00:18:35.000 --> 00:18:38.000]  他在他的環境裏面
[00:18:38.000 --> 00:18:43.000]  他被一個智者帶出去經歷一些事情
[00:18:43.000 --> 00:18:47.000]  那個智者叫主角要做一個審判官的角色
[00:18:47.000 --> 00:18:52.000]  他給你投訴,不如你做一下
[00:18:52.000 --> 00:18:55.000]  開始的時候,這個男主角就願意去做這件事
[00:18:55.000 --> 00:19:00.000]  開始的時候,很多影像就在麥克面前出來
[00:19:00.000 --> 00:19:02.000]  那些是什麼呢?那些恐怖分子
[00:19:02.000 --> 00:19:04.000]  麥克就說這個吧,這個落地獄吧
[00:19:04.000 --> 00:19:06.000]  有些殺人犯說這個落地獄吧
[00:19:06.000 --> 00:19:08.000]  強姦這個落地獄吧
[00:19:08.000 --> 00:19:12.000]  麥克很容易就說這些全部OK
[00:19:12.000 --> 00:19:14.000]  他覺得很容易選擇
[00:19:14.000 --> 00:19:16.000]  不過到最後的時候
[00:19:16.000 --> 00:19:20.000]  最後要他審判的兩個人在他們面前的時候
[00:19:20.000 --> 00:19:22.000]  麥克就猶豫了
[00:19:22.000 --> 00:19:26.000]  這個是什麼呢?這個是他有三個子女
[00:19:26.000 --> 00:19:29.000]  一個被殺了,還有兩個,一兒一女
[00:19:29.000 --> 00:19:32.000]  最後的審判就是要在他這個兒子
[00:19:32.000 --> 00:19:34.000]  一個女兒裏面去做選擇
[00:19:34.000 --> 00:19:38.000]  他看到的環境,出現在他面前的環境
[00:19:38.000 --> 00:19:41.000]  就是他兒子原來經常騙爸爸
[00:19:41.000 --> 00:19:44.000]  偷偷地去女同學那裏玩的
[00:19:44.000 --> 00:19:46.000]  說謊,錯了
[00:19:46.000 --> 00:19:49.000]  他又看到他兒子原來也有很多反叛
[00:19:49.000 --> 00:19:52.000]  不斷不斷都不聽爸爸說話
[00:19:52.000 --> 00:19:55.000]  這個時候那個帶他來的智者就問
[00:19:55.000 --> 00:20:00.000]  他說你要選哪一個去天堂,哪一個落地獄
[00:20:00.000 --> 00:20:04.000]  於是乎男主角他選擇不了
[00:20:04.000 --> 00:20:07.000]  他就說不要傷害他們啦
[00:20:07.000 --> 00:20:10.000]  我代替,我代替他們落地獄
[00:20:10.000 --> 00:20:12.000]  然後智者就說,是啊
[00:20:12.000 --> 00:20:15.000]  所以耶穌也代替人去死
[00:20:15.000 --> 00:20:19.000]  最後他能夠明白神的心腸
[00:20:19.000 --> 00:20:23.000]  經過這些選擇,他能夠明白神的心腸
[00:20:23.000 --> 00:20:25.000]  雖然在故事裏面
[00:20:25.000 --> 00:20:28.000]  男主角仍然要經過很多很多的過程
[00:20:28.000 --> 00:20:32.000]  才能夠學習到怎樣放下他的憤怒和恨
[00:20:32.000 --> 00:20:36.000]  不過,我估,在我們看到這件事的時候
[00:20:36.000 --> 00:20:38.000]  我們會明白一件事
[00:20:38.000 --> 00:20:41.000]  我們有時看著的東西就是我們自己
[00:20:41.000 --> 00:20:44.000]  我們呢,在我們只看著我們自己的時候
[00:20:44.000 --> 00:20:48.000]  我們實在是很難很難去寬恕和原諒
[00:20:48.000 --> 00:20:49.000]  甚至說去復活
[00:20:49.000 --> 00:20:53.000]  但是唯有你在你的受傷裏面
[00:20:53.000 --> 00:20:56.000]  在你的憤怒裏面讓神參與
[00:20:56.000 --> 00:21:00.000]  學習用耶穌的眼睛去看事情
[00:21:00.000 --> 00:21:02.000]  不單單聚焦那些衝突
[00:21:02.000 --> 00:21:05.000]  不單單聚焦那些傷害
[00:21:05.000 --> 00:21:07.000]  不單單只是捉住自己的感受
[00:21:07.000 --> 00:21:09.000]  我們才能夠做到
[00:21:09.000 --> 00:21:12.000]  讓能夠大人不忌小人過
[00:21:12.000 --> 00:21:14.000]  因為他記起耶穌的教導
[00:21:14.000 --> 00:21:19.000]  亦都因為他能夠用神的眼睛去看保羅
[00:21:19.000 --> 00:21:24.000]  保羅呢,不是那個頂心頂肺那種頂心慘
[00:21:24.000 --> 00:21:26.000]  保羅呢,是神揀選的
[00:21:26.000 --> 00:21:28.000]  是神重用的
[00:21:28.000 --> 00:21:31.000]  同樣,保羅都不為自己的領受
[00:21:31.000 --> 00:21:34.000]  只是為自己聽到的東西堅持
