
[00:00:00.000 --> 00:00:12.000]  鄧尊博:鄧尊博好,聽到嗎?不過沒有回應了,你在YouTube應該聽到
[00:02:50.000 --> 00:02:55.000]  所以這裡一開始的動詞是要聽
[00:02:55.000 --> 00:03:00.000]  針賢的智慧其實就是聽,聽就是智慧
[00:03:00.000 --> 00:03:03.000]  不過年輕人最不喜歡就是聽,每樣東西都可以
[00:03:03.000 --> 00:03:05.000]  一說到聽的時候就起降
[00:03:05.000 --> 00:03:10.000]  不過我想提一提大家,其實有得聽總比沒得聽好
[00:03:10.000 --> 00:03:16.000]  你知不知道當你年紀大的時候,沒有人再會提醒你
[00:03:16.000 --> 00:03:19.000]  你錯的時候都不會提醒你
[00:03:19.000 --> 00:03:21.000]  不信你問問房牧師就知道了
[00:03:21.000 --> 00:03:24.000]  尤其是你去到這麼上下身份江湖地位的時候
[00:03:24.000 --> 00:03:28.000]  誰敢說你錯呢?沒有人會說你錯的
[00:03:28.000 --> 00:03:34.000]  所以如果有人提醒你的時候,你應該很感激
[00:03:34.000 --> 00:03:37.000]  因為慢慢就不會再有人提醒你
[00:03:37.000 --> 00:03:45.000]  聽父親的教訓是包括你做錯事的時候給你的提醒
[00:03:45.000 --> 00:03:48.000]  不過下半節才是值錢
[00:03:48.000 --> 00:03:57.000]  劉心是特別專注,劉心演技很好
[00:03:57.000 --> 00:04:03.000]  然後他說學習哲理,學習哲理在和合本是得之聰明
[00:04:03.000 --> 00:04:07.000]  如何才是學習哲理,學習原文是認識
[00:04:07.000 --> 00:04:13.000]  哲理我想要解釋,哲理原文叫做變啦
[00:04:13.000 --> 00:04:16.000]  我想用一點時間解釋什麼叫變啦
[00:04:16.000 --> 00:04:19.000]  變啦是不能翻譯成中文或英文的
[00:04:19.000 --> 00:04:26.000]  是什麼意思呢?就是對事物一個更深層的認識叫做變啦
[00:04:26.000 --> 00:04:29.000]  在真言裡面沒有變啦,就是沒有智慧
[00:04:29.000 --> 00:04:32.000]  我們不願意知道事物背後的原因
[00:04:32.000 --> 00:04:34.000]  我們可以看事物的表面
[00:04:34.000 --> 00:04:40.000]  我大概30年前去紐約,唐人街,我住在紐約
[00:04:40.000 --> 00:04:44.000]  他說你自己出去走,我唐人街看到一些賭檔
[00:04:44.000 --> 00:04:49.000]  賭檔是怎樣呢?人們擺一張桌子,裝備一張椅子
[00:04:49.000 --> 00:04:51.000]  前面有兩張椅子
[00:04:51.000 --> 00:04:55.000]  我經過的時候看到有十幾個人圍著,我又圍回去看
[00:04:55.000 --> 00:05:02.000]  他們賭什麼呢?就是找三隻杯,其中一隻杯蓋著一顆色,然後很快地動
[00:05:02.000 --> 00:05:05.000]  動完之後叫你猜一下那顆色在哪裡
[00:05:05.000 --> 00:05:08.000]  其實只不過是你的眼快還是他的手快
[00:05:08.000 --> 00:05:11.000]  我年輕,我眼快他的手
[00:05:11.000 --> 00:05:15.000]  我看了差不多一個小時,我沒有一本書,是贏硬的
[00:05:15.000 --> 00:05:21.000]  然後我看那些銀寶,我說30年前,最低注碼都是20美金
[00:05:21.000 --> 00:05:27.000]  然後大那些100美金,是最高美金面額,那時候很多錢
[00:05:27.000 --> 00:05:30.000]  那我不明白,那時候上一次當然不會下注
[00:05:30.000 --> 00:05:34.000]  就算我下20美金,我拿回20美金,100美金回來,也賺了不少
[00:05:34.000 --> 00:05:39.000]  我不明白,我不明白為什麼他這樣也可以做生意,人們又贏又輸
[00:05:39.000 --> 00:05:45.000]  然後我回去問我叔叔,為什麼會這樣?你找一個年輕人,好像我這些去的時候,他贏硬的
[00:05:45.000 --> 00:05:48.000]  然後我叔叔就給我一個辯解
[00:05:48.000 --> 00:05:54.000]  他說你不會贏的,開門做生意,怎麼會做虧本生意
[00:05:54.000 --> 00:05:57.000]  那就是了,我一想到這件事才問他
[00:05:57.000 --> 00:06:00.000]  他說你轉個街口,你就給他
[00:06:00.000 --> 00:06:05.000]  你連你錢包裡面的都給了,還要他給你兩錘
[00:06:05.000 --> 00:06:07.000]  啊,我有辯了
[00:06:07.000 --> 00:06:12.000]  事物背後是有原因的,我們不可以就這樣看一件事
[00:06:12.000 --> 00:06:16.000]  而是要知道那件事背後是什麼原因
[00:06:16.000 --> 00:06:24.000]  認識和辯啦兩個字合在一起用,整本聖經只有四次
[00:06:24.000 --> 00:06:28.000]  選一節經文讓我們明白
[00:06:28.000 --> 00:06:35.000]  歷代誌上,他說以撒加茲派的子孫裡面通曉時勢
[00:06:35.000 --> 00:06:41.000]  什麼叫通曉時勢?原文就是knowers of the bena of time
[00:06:41.000 --> 00:06:47.000]  認識時間的便啦,對時間一個更深層的認識
[00:06:47.000 --> 00:06:54.000]  那是什麼意思呢?對神在這個世代裡面做什麼一個更深層的認識
[00:06:54.000 --> 00:06:59.000]  這個認識是在神的話語開始,從認識神開始
[00:06:59.000 --> 00:07:03.000]  所以今天不是說究竟他決定移民或者不移民
[00:07:03.000 --> 00:07:08.000]  而是我們去問一個問題,究竟神在香港做什麼
[00:07:08.000 --> 00:07:13.000]  那個更深層對神對神的話語的認識
[00:07:13.000 --> 00:07:18.000]  下面的句話,和知道以色列當怎樣行的
[00:07:18.000 --> 00:07:25.000]  原來我們知道神在做什麼,我們便能夠安住神做的事
[00:07:25.000 --> 00:07:30.000]  去回應,所以不是移民或留在這裡
[00:07:30.000 --> 00:07:34.000]  而是作為一個基督徒,我們可以怎樣去回應神
[00:07:34.000 --> 00:07:40.000]  所以他是留心學習,節理就是這個意思
[00:07:40.000 --> 00:07:47.000]  然後第二節,因為他解釋我授予你們的是美好的學問
[00:07:47.000 --> 00:07:53.000]  學問原文其實有一個更好的翻譯就是說服力
[00:07:53.000 --> 00:07:57.000]  這裡我引針言十六章二十三節
[00:07:57.000 --> 00:08:02.000]  他說「只要有人一心教導自己的口,使自己口中的說,增加說服力
[00:08:02.000 --> 00:08:06.000]  增加說服力是新的本,和合本是增長學問」
[00:08:06.000 --> 00:08:11.000]  同一個字,這裡給我們一個提醒,什麼為之學問
[00:08:11.000 --> 00:08:16.000]  怎樣才可以從智慧的老師裏面取得這個學問
[00:08:16.000 --> 00:08:22.000]  如果那樣東西說服到你,你買進去,那你就學到東西
[00:08:22.000 --> 00:08:29.000]  然後他說「美好的學問」,原來這個世界有很多的學問
[00:08:29.000 --> 00:08:32.000]  說服力是什麼呢?想解釋說服力
[00:08:32.000 --> 00:08:37.000]  這段經文,我今天選這四章經文,在整個針緣裏面很獨特
[00:08:37.000 --> 00:08:41.000]  你知道針緣裏面很少引句的引句嗎?
[00:08:41.000 --> 00:08:45.000]  馮春葉的引句在聖經裏面非常非常重要
[00:08:45.000 --> 00:08:49.000]  一至九章有四個引句
[00:08:49.000 --> 00:08:53.000]  而這四個引句是ABBA的結構
[00:08:53.000 --> 00:08:59.000]  第一個引句是強盜的壞人,引那小子去行惡
[00:08:59.000 --> 00:09:03.000]  最後的引句是什麼?就是第七章
[00:09:03.000 --> 00:09:08.000]  記不記得那個淫婦,淫婦引那小子去犯罪
[00:09:08.000 --> 00:09:13.000]  中間那兩段說話,非常非常重要
[00:09:13.000 --> 00:09:22.000]  我們今天看第二段,第二段四章是父親和兒子嘗試說服他
[00:09:22.000 --> 00:09:24.000]  美好的學問
[00:09:24.000 --> 00:09:29.000]  第三章是什麼呢?第三章就是愚人的自拔
[00:09:29.000 --> 00:09:36.000]  第五章是那個人後悔,說他沒有聽到父親說服他的東西
[00:09:36.000 --> 00:09:40.000]  以至到萬劫不復之地
[00:09:40.000 --> 00:09:45.000]  這是新譯本,和合本就是朱本樂
[00:09:45.000 --> 00:09:52.000]  這裏是什麼意思?這裏說其實四段的引句都是persuasion
[00:09:52.000 --> 00:09:55.000]  是嘗試說服
[00:09:55.000 --> 00:10:00.000]  所以在《針緣》裏面,這幾次經文裏面給我們看到一個小的亮光
[00:10:00.000 --> 00:10:05.000]  原來能夠影響我們的行動,影響我們的思維
[00:10:05.000 --> 00:10:10.000]  其實這個世界是有很多在說服我們
[00:10:10.000 --> 00:10:14.000]  神的話語也是在說服我們
[00:10:14.000 --> 00:10:18.000]  有不同的聲音,不過有些是美好的聲音
[00:10:18.000 --> 00:10:21.000]  有些是邪惡的聲音
[00:10:21.000 --> 00:10:23.000]  今天的問題,智慧是什麼?
[00:10:23.000 --> 00:10:27.000]  智慧就是我們給什麼來說服我們
[00:10:27.000 --> 00:10:33.000]  我們是給一些好的東西,還是給一些不好的東西來說服我們呢?
[00:10:33.000 --> 00:10:39.000]  簡單,我們的心,那個inclination是傾向什麼
[00:10:39.000 --> 00:10:42.000]  我們就給什麼來說服
[00:10:42.000 --> 00:10:49.000]  那些物質情慾的享受,吸引我們的手
[00:10:49.000 --> 00:10:55.000]  我們就說服,為什麼回到一個小時崇拜看YouTube這麼艱難
[00:10:55.000 --> 00:10:57.000]  心在哪裏?
[00:10:57.000 --> 00:11:02.000]  有什麼是吸引我們的價值觀
[00:11:02.000 --> 00:11:14.000]  他說我的奮會,似錯方向
[00:11:14.000 --> 00:11:20.000]  然後他說,我的奮會原文是我的Torah
[00:11:20.000 --> 00:11:23.000]  他說我的Torah你們不可以離開
[00:11:23.000 --> 00:11:29.000]  我去看我的Torah的時候,我發覺原來每一次說我的Torah,我都是野外話
[00:11:29.000 --> 00:11:35.000]  整個聖經只有三次,不是我,不是野外話,都是在真言裏
[00:11:35.000 --> 00:11:40.000]  誰敢說Torah就是五經,就是摩西五經
[00:11:40.000 --> 00:11:43.000]  誰敢說神的話語是他的話語
[00:11:43.000 --> 00:11:46.000]  就是智慧的老師
[00:11:46.000 --> 00:11:48.000]  所以這個我的Torah是什麼?
[00:11:48.000 --> 00:11:52.000]  就是說,索羅門已經將神的智慧轉化了他的生命
[00:11:52.000 --> 00:11:55.000]  他才能夠說出這件事
[00:11:55.000 --> 00:12:00.000]  那時候就說,去影響,去教導那些智慧的學生
[00:12:00.000 --> 00:12:07.000]  就是出於神的話語,而是被神的話語影響了他自己
[00:12:07.000 --> 00:12:13.000]  離棄是什麼意思?離棄是一個警告
[00:12:13.000 --> 00:12:17.000]  我這裏就引了《真言十九章二十七節》
[00:12:17.000 --> 00:12:24.000]  他說你若是停止聽授管教,就會離棄知識的言語
[00:12:24.000 --> 00:12:26.000]  什麼意思呢?
[00:12:26.000 --> 00:12:29.000]  原來聽是一個終生的事情
[00:12:29.000 --> 00:12:34.000]  若果你年輕時不聽,你年紀大更加不聽
[00:12:34.000 --> 00:12:43.000]  怎樣才算離棄呢?你一停止聽,你就離棄
[00:12:43.000 --> 00:12:46.000]  我給你一個例子,有沒有試過駕車?
[00:12:46.000 --> 00:12:49.000]  你年輕時可能未有機會駕車
[00:12:49.000 --> 00:12:52.000]  我大學二年級已經駕車
[00:12:52.000 --> 00:12:58.000]  駕車了二十年,當我女兒出生的時候
[00:12:58.000 --> 00:13:01.000]  駕車時,你不能放開手
[00:13:01.000 --> 00:13:04.000]  因為你一放開手,軚盤就會偏離
[00:13:04.000 --> 00:13:06.000]  車就會離開
[00:13:06.000 --> 00:13:09.000]  這裏是說偏離
[00:13:09.000 --> 00:13:13.000]  偏離的意思是你慢慢會離開
[00:13:13.000 --> 00:13:19.000]  所以這個偏離就是我們離棄了神的話語
[00:13:19.000 --> 00:13:25.000]  離棄就是神給我們的奮匪管教
[00:13:25.000 --> 00:13:27.000]  第三節
[00:13:27.000 --> 00:13:29.000]  這裏就是父親的見證
[00:13:29.000 --> 00:13:33.000]  在我父親面前,還是小孩子的時候
[00:13:33.000 --> 00:13:36.000]  在母親面前是獨一嬌兒的時候
[00:13:36.000 --> 00:13:39.000]  小孩子原文是兒子
[00:13:39.000 --> 00:13:41.000]  兒子亦很被人恥笑
[00:13:41.000 --> 00:13:43.000]  我在父親是兒子
[00:13:43.000 --> 00:13:46.000]  那時父親永遠都是兒子,何必說多餘
[00:13:46.000 --> 00:13:50.000]  所以兒子在舊約的觀念是甚麼?是Obedience
[00:13:50.000 --> 00:13:53.000]  我還是信服我父親的時候
[00:13:53.000 --> 00:13:55.000]  在母親是獨一嬌兒的時候
[00:13:55.000 --> 00:13:57.000]  獨一嬌兒是甚麼?
[00:13:57.000 --> 00:14:03.000]  在這裏,意思是小孩子還是遊亂可以被無助的時候
[00:14:03.000 --> 00:14:08.000]  我相信今天在庭的時候已經過了被無助的階段
[00:14:08.000 --> 00:14:11.000]  能夠被無助是小孩子的時候父母影響我們
[00:14:11.000 --> 00:14:17.000]  所以如果你感恩是為了父母小時候給你的正確價值觀
[00:14:17.000 --> 00:14:19.000]  或者給他熟齡的質素
[00:14:19.000 --> 00:14:21.000]  但如果你家裏不是信主的話
[00:14:21.000 --> 00:14:27.000]  你還有第二次機會就是神的話語可以無助你
[00:14:27.000 --> 00:14:29.000]  所以到第四節
[00:14:29.000 --> 00:14:31.000]  父親教導我
[00:14:31.000 --> 00:14:35.000]  教導是甚麼意思?教導原來是拋摘
[00:14:35.000 --> 00:14:39.000]  甚麼是拋摘?原來最好的教導就是我扔十顆球出來
[00:14:39.000 --> 00:14:43.000]  你去接,你接到多少顆球?
[00:14:43.000 --> 00:14:50.000]  是那個問題一半是說,那個人很悶,另一半是聽
[00:14:50.000 --> 00:14:54.000]  如果他拋十顆球出來,他不去接的時候,他不會接到
[00:14:54.000 --> 00:14:56.000]  但有些人接到五顆球,有些人接到一個
[00:14:56.000 --> 00:14:58.000]  有些人十顆球接完
[00:14:58.000 --> 00:15:01.000]  所以這裏父親教導我
[00:15:01.000 --> 00:15:03.000]  所以他這個就是引對
[00:15:03.000 --> 00:15:07.000]  究竟父親怎樣來教導他呢?
[00:15:07.000 --> 00:15:18.000]  他說,你的心要持守我的誡命就可以存活
[00:15:18.000 --> 00:15:22.000]  甚麼是持守我的誡命呢?
[00:15:22.000 --> 00:15:26.000]  持守這個字就是抓實
[00:15:26.000 --> 00:15:32.000]  有沒有試過坐地鐵?車子動的時候是抓實不放
[00:15:32.000 --> 00:15:36.000]  不是你抓實,是用心來抓實
[00:15:36.000 --> 00:15:39.000]  這個就是智慧的鑰匙
[00:15:39.000 --> 00:15:42.000]  何時得著智慧?你抓實神的話語
[00:15:42.000 --> 00:15:45.000]  你不會放,在任何情況下
[00:15:45.000 --> 00:15:49.000]  不單止智慧的鑰匙,它還有甚麼呢?
[00:15:49.000 --> 00:15:52.000]  就可以存活
[00:15:52.000 --> 00:15:55.000]  不要以為你家是信主
[00:15:55.000 --> 00:15:58.000]  你的人生一定是在神裏面
[00:15:58.000 --> 00:16:02.000]  Billy Graham的兒子,Frank Graham,都離開神
[00:16:02.000 --> 00:16:05.000]  為甚麼?沒有抓實神的話語
[00:16:05.000 --> 00:16:09.000]  就是用心抓實神的話語
[00:16:09.000 --> 00:16:13.000]  被神的話語轉化的時候
[00:16:13.000 --> 00:16:16.000]  這樣就是得著智慧
[00:16:16.000 --> 00:16:22.000]  第五節,他說要求取智慧和節理
[00:16:22.000 --> 00:16:26.000]  求取這裏在兩節經文裏面出現了四次
[00:16:26.000 --> 00:16:28.000]  甚麼是求取?
[00:16:28.000 --> 00:16:31.000]  求取和買是同一個字
[00:16:31.000 --> 00:16:34.000]  四次非常強調
[00:16:34.000 --> 00:16:38.000]  你要用盡一切的方法來取
[00:16:38.000 --> 00:16:41.000]  但這裏給了兩個負面的警告
[00:16:41.000 --> 00:16:45.000]  不可以忘記,亦不可以偏離
[00:16:45.000 --> 00:16:48.000]  何時會拿不到呢?
[00:16:48.000 --> 00:16:55.000]  忘記,即是已經拿了,但原本擁有了,但失去
[00:16:55.000 --> 00:16:59.000]  偏離也是一樣,原本走的路是對的
[00:16:59.000 --> 00:17:02.000]  但慢慢離開了
[00:17:02.000 --> 00:17:07.000]  我讀大學的時候,很多大學的團友
[00:17:07.000 --> 00:17:10.000]  回香港的時候已經不再回教會
[00:17:10.000 --> 00:17:13.000]  離開,今天很多年輕人
[00:17:13.000 --> 00:17:17.000]  出來社會做事的時候,就離開了
[00:17:17.000 --> 00:17:23.000]  信仰已經沒有了,因為被這個世界吸引了
[00:17:23.000 --> 00:17:27.000]  最後一點,第六節
[00:17:27.000 --> 00:17:31.000]  覺得不可離棄智慧,智慧就互為利
[00:17:31.000 --> 00:17:34.000]  第三點,作者給他一條鑰匙
[00:17:34.000 --> 00:17:40.000]  怎樣才可以保護你,保守你,令你不要離開智慧呢?
[00:17:40.000 --> 00:17:43.000]  這裏我將解讀
[00:17:43.000 --> 00:17:47.000]  不離棄智慧等於甚麼呢?
[00:17:47.000 --> 00:17:51.000]  離棄所有的試探和遊說
[00:17:51.000 --> 00:17:54.000]  都是離棄,不過剛剛相反
[00:17:54.000 --> 00:17:57.000]  這裏我引了五章八節
[00:17:57.000 --> 00:18:01.000]  五章八節說道路要遠離他
[00:18:01.000 --> 00:18:05.000]  說的是淫婦,不可以走近他的家門
[00:18:05.000 --> 00:18:08.000]  免得你的精力吸引別人
[00:18:08.000 --> 00:18:11.000]  你的連日交吸引殘忍的人
[00:18:11.000 --> 00:18:13.000]  所以這個智慧是甚麼呢?
[00:18:13.000 --> 00:18:19.000]  智慧就是你知道甚麼對你的試探是最大的
[00:18:19.000 --> 00:18:21.000]  而如何呢?而遠離他
[00:18:21.000 --> 00:18:27.000]  如果你知道你的手機,你玩的遊戲
[00:18:27.000 --> 00:18:30.000]  是會影響你的
[00:18:30.000 --> 00:18:33.000]  那你就遠離這些試探
[00:18:33.000 --> 00:18:35.000]  每個人都不一樣的
[00:18:35.000 --> 00:18:37.000]  如果你知道Mirror對你影響很大
[00:18:37.000 --> 00:18:39.000]  那你就要離開
[00:18:39.000 --> 00:18:42.000]  你不知我最近發現原來有個Mirror群組
[00:18:42.000 --> 00:18:45.000]  他說那些叫前夫群組
[00:18:45.000 --> 00:18:48.000]  不知道大家聽過甚麼,甚麼是前夫群組
[00:18:48.000 --> 00:18:51.000]  他說我老婆嫁給Mirror
[00:18:51.000 --> 00:18:54.000]  導致婚姻破裂關注組
[00:18:54.000 --> 00:19:00.000]  原來Mirror可以令到那些人破壞了婚姻
[00:19:00.000 --> 00:19:05.000]  之後那個智慧就是我們知道甚麼會取得我們的心
[00:19:05.000 --> 00:19:11.000]  對姊妹可能YouTube,你看那些購物,購物
[00:19:11.000 --> 00:19:14.000]  弟兄可能去玩那些遊戲
[00:19:14.000 --> 00:19:17.000]  然後他說
[00:19:17.000 --> 00:19:20.000]  智慧就是護衛你
[00:19:20.000 --> 00:19:23.000]  護衛即是watch
[00:19:23.000 --> 00:19:26.000]  即是跟守著神的話語是同一個字
[00:19:26.000 --> 00:19:28.000]  然後他說,喜愛智慧
[00:19:28.000 --> 00:19:31.000]  智慧就必看顧你
[00:19:31.000 --> 00:19:33.000]  我想解釋看顧這個字
[00:19:33.000 --> 00:19:38.000]  看顧這個字,亦都可以有些經文是譯做守望
[00:19:38.000 --> 00:19:40.000]  甚麼叫守望
[00:19:40.000 --> 00:19:43.000]  守望即是以前舊約打仗的時候
[00:19:43.000 --> 00:19:46.000]  有人在守望台離遠見到敵人的時候
[00:19:46.000 --> 00:19:49.000]  守望最重要是知道甚麼是危險
[00:19:49.000 --> 00:19:53.000]  知道甚麼是危險的時候就是保護自己
[00:19:53.000 --> 00:19:58.000]  我引一節經文去明白守望的觀念
[00:19:58.000 --> 00:20:01.000]  是32張十節新令記
[00:20:01.000 --> 00:20:03.000]  耶和華在抗野遇見了以色列
[00:20:03.000 --> 00:20:08.000]  荒涼之地遇見了他,環繞他,看顧他
[00:20:08.000 --> 00:20:11.000]  然後他說保護他
[00:20:11.000 --> 00:20:15.000]  看顧不是那個字,保護那個字就是守望的字
[00:20:15.000 --> 00:20:19.000]  他說原來神在抗野中守望著以色列人
[00:20:19.000 --> 00:20:21.000]  然後他用了一個比喻
[00:20:21.000 --> 00:20:24.000]  幫助我們明白甚麼是守望
[00:20:24.000 --> 00:20:29.000]  他很像守望自己眼中的銅人
[00:20:29.000 --> 00:20:34.000]  即是說你的眼皮保護你的瞳孔
[00:20:34.000 --> 00:20:38.000]  你見到有光有外來的東西進來的時候
[00:20:38.000 --> 00:20:42.000]  你便會自動合上眼睛的時候
[00:20:42.000 --> 00:20:46.000]  這叫甚麼?這叫自動保護機制
[00:20:46.000 --> 00:20:50.000]  自動保護機制就是給一些有智慧的人
[00:20:50.000 --> 00:20:53.000]  智慧就是去保護他們的東西
[00:20:53.000 --> 00:20:56.000]  如果我不是貪心的話
[00:20:56.000 --> 00:21:01.000]  我不會落在那些貪財的陷阱裏面
[00:21:01.000 --> 00:21:03.000]  如果我的心不是這樣
[00:21:03.000 --> 00:21:06.000]  或者我知道這些東西會影響我
[00:21:06.000 --> 00:21:08.000]  是危險的話
[00:21:08.000 --> 00:21:15.000]  我遠離的時候,這就是智慧對我的保護
[00:21:15.000 --> 00:21:18.000]  最後,智慧的開端是甚麼呢?
[00:21:18.000 --> 00:21:21.000]  智慧的開端在《針田》裏面出現了幾次
[00:21:21.000 --> 00:21:24.000]  這次是比較沒有那麼熟悉的
[00:21:24.000 --> 00:21:28.000]  他說智慧的開端,開端即是起步點
[00:21:28.000 --> 00:21:31.000]  是求取智慧
[00:21:31.000 --> 00:21:34.000]  即是說一個正面的循環
[00:21:34.000 --> 00:21:39.000]  我越拿智慧,我就越得到多智慧
[00:21:39.000 --> 00:21:41.000]  有些人是沒有興趣的
[00:21:41.000 --> 00:21:43.000]  剛才我說的變了
[00:21:43.000 --> 00:21:47.000]  我都沒有興趣更深層認識神的話語
[00:21:47.000 --> 00:21:51.000]  我曾經聽過年輕的弟兄姊妹評價
[00:21:51.000 --> 00:21:54.000]  「為甚麼你說得這麼悶?」
[00:21:54.000 --> 00:21:57.000]  「講那麼多聖經,為甚麼解這麼多經?」
[00:21:57.000 --> 00:22:00.000]  「你告訴我做甚麼便可以」
[00:22:00.000 --> 00:22:05.000]  這在聖經裏面是絕對沒有智慧
[00:22:05.000 --> 00:22:07.000]  為甚麼呢?
[00:22:07.000 --> 00:22:09.000]  我沒有印給大家
[00:22:09.000 --> 00:22:11.000]  《針田》十八章二節
[00:22:11.000 --> 00:22:12.000]  他是甚麼?
[00:22:12.000 --> 00:22:16.000]  「愚昧人不喜歡明白是你」
[00:22:16.000 --> 00:22:20.000]  愚昧人是不要變了的
[00:22:20.000 --> 00:22:22.000]  他不要再深層認識
[00:22:22.000 --> 00:22:26.000]  他在那時候是一個膚淺的人生
[00:22:26.000 --> 00:22:30.000]  你跟我說一些深層要解釋的東西他不需要明白
[00:22:30.000 --> 00:22:32.000]  吵架的時候也是
[00:22:32.000 --> 00:22:34.000]  你不要跟我說那麼多,我不要聽
[00:22:34.000 --> 00:22:36.000]  愚昧人特色智慧
[00:22:36.000 --> 00:22:40.000]  他不要去明白究竟發生甚麼事
[00:22:40.000 --> 00:22:43.000]  如果我們用一個這樣的態度來過我們的人生
[00:22:43.000 --> 00:22:46.000]  這就是愚昧人生的起點
[00:22:46.000 --> 00:22:48.000]  智慧人生求取智慧是甚麼?
[00:22:48.000 --> 00:22:52.000]  求取智慧就是用一切的
[00:22:52.000 --> 00:22:56.000]  他問甚麼?你一切所得的
[00:22:56.000 --> 00:22:58.000]  換取甚麼?
[00:22:58.000 --> 00:23:00.000]  換取原文就是求取
[00:23:00.000 --> 00:23:02.000]  換取就是求取
[00:23:02.000 --> 00:23:04.000]  變了
[00:23:04.000 --> 00:23:06.000]  變了
[00:23:06.000 --> 00:23:08.000]  對事物更深層的認識
[00:23:08.000 --> 00:23:10.000]  以致當我們去到一個環境
[00:23:10.000 --> 00:23:12.000]  我們不知道怎樣做的時候
[00:23:12.000 --> 00:23:14.000]  求神幫助我們
[00:23:14.000 --> 00:23:16.000]  今日最好的例子就是
[00:23:16.000 --> 00:23:18.000]  我不知道我應該怎樣做
[00:23:18.000 --> 00:23:20.000]  我應該留在香港還是離開
[00:23:20.000 --> 00:23:22.000]  為甚麼?
[00:23:22.000 --> 00:23:24.000]  因為我們沒有變了
[00:23:24.000 --> 00:23:26.000]  我們也不想要變了
[00:23:26.000 --> 00:23:28.000]  如果我們不想要變了
[00:23:28.000 --> 00:23:32.000]  怎可以預期在艱難的環境裏
[00:23:32.000 --> 00:23:36.000]  我們知道神要我們做甚麼
[00:23:36.000 --> 00:23:38.000]  基本上是沒有可能
[00:23:38.000 --> 00:23:42.000]  我教你怎樣才可以取得變了
[00:23:42.000 --> 00:23:44.000]  來恩福神學院
[00:23:44.000 --> 00:23:46.000]  擔保你取得變了
[00:23:46.000 --> 00:23:48.000]  神的話語不是在
[00:23:48.000 --> 00:23:50.000]  一個星期聽一次道
[00:23:50.000 --> 00:23:52.000]  一年聽五十次道
[00:23:52.000 --> 00:23:54.000]  是會認識的
[00:23:54.000 --> 00:23:58.000]  神的話語是必須要有系統來讀
[00:23:58.000 --> 00:24:01.000]  為甚麼蘇木斯開辦恩福神學院?
[00:24:01.000 --> 00:24:03.000]  今天是神學主日
[00:24:03.000 --> 00:24:05.000]  所以我帶了道理
[00:24:05.000 --> 00:24:07.000]  這叫做直入式的廣告
[00:24:07.000 --> 00:24:09.000]  不單止是直入
[00:24:09.000 --> 00:24:11.000]  是直接的廣告
[00:24:11.000 --> 00:24:15.000]  你現在已經是讀大學的時候
[00:24:15.000 --> 00:24:18.000]  是可以來進修的了
[00:24:18.000 --> 00:24:21.000]  很好來讀神的話語
[00:24:21.000 --> 00:24:23.000]  讀通了神的話語
[00:24:23.000 --> 00:24:25.000]  你的生命就通了
[00:24:25.000 --> 00:24:29.000]  你的生命就得著智慧
[00:24:29.000 --> 00:24:32.000]  所以最後就是你的心在哪裏
