
[00:00:00.000 --> 00:00:08.000]  Hello 大家好,我是Krya 神學生,很開心今天在這裡和大家分享上帝的話
[00:01:59.000 --> 00:02:05.000]  你會很自然地去伸手抓住那個副手
[00:02:05.000 --> 00:02:10.000]  因為你知道如果你不抓住那個副手,你的後果是會跌倒、受傷等等
[00:02:10.000 --> 00:02:18.000]  領事妹,不知道如果在你的生命中遇上一個急停、遇上困難、遇上意外的時候
[00:02:18.000 --> 00:02:21.000]  你又會是在抓什麼呢?
[00:02:21.000 --> 00:02:28.000]  今年青少報的主題是展現上帝國度,為要贏得同代人
[00:02:28.000 --> 00:02:34.000]  今天是4月,有一個新的月台,是福音讓人經歷,愛與被愛
[00:02:34.000 --> 00:02:39.000]  不知道最近大家在看不同的新聞或消息的時候
[00:02:39.000 --> 00:02:43.000]  有沒有覺得有很多人都很需要被擁抱、被愛
[00:02:43.000 --> 00:02:50.000]  因為我們在香港或在世界的新聞中看到的,很多時候都是一些絕望、令人痛心的消息
[00:02:50.000 --> 00:02:54.000]  無論是飛機聚集、烏克蘭和俄羅斯的戰爭
[00:02:54.000 --> 00:03:01.000]  還是在香港的疫情,每天我們看到的不單是數字,而是一個個的生命去到離世
[00:03:01.000 --> 00:03:09.000]  其實同樣我們基督徒,我們生活在這個動盪不安的世代,我們都會受這些環境影響
[00:03:09.000 --> 00:03:15.000]  但是正如我們剛剛唱的詩歌裏,沒有東西阻隔我們與上帝的愛
[00:03:15.000 --> 00:03:21.000]  這不變的愛、這不變的上帝,是讓我們在這個困難的裏面去到抓緊
[00:03:21.000 --> 00:03:27.000]  以至我們靠著上帝給我們的力量,我們能夠在這個即使看起來是絕望的環境
[00:03:27.000 --> 00:03:33.000]  我們仍然能夠有盼望、有喜樂,也充滿愛,感受到愛去繼續生活
[00:03:33.000 --> 00:03:40.000]  今天很想和大家去透過一段經文,是耶利米哀歌三章19至24節
[00:03:40.000 --> 00:03:45.000]  去到看看如何在這個困難的裏面去找緊我們的上帝
[00:03:45.000 --> 00:03:49.000]  以至讓我們有不一樣的生命去面對苦難
[00:03:49.000 --> 00:03:53.000]  我們先一起去讀以下的經文
[00:03:53.000 --> 00:03:58.000]  我們準備起
[00:03:58.000 --> 00:04:03.000]  (讀中)
[00:04:04.000 --> 00:04:09.000]  (讀中)
[00:04:09.000 --> 00:04:14.000]  (讀中)
[00:04:33.000 --> 00:04:39.000]  在正式進入經文之先,我們先去看看耶利米哀歌的背景
[00:04:39.000 --> 00:04:42.000]  耶利米哀歌的作者就是耶利米先知他自己
[00:04:42.000 --> 00:04:47.000]  寫作的期是在公元前586年左右,大概之後
[00:04:47.000 --> 00:04:54.000]  其實公元前586年發生了一件很大的事,就是耶路撒冷被毀
[00:04:54.000 --> 00:04:59.000]  這個被毀的同時象徵著以色列國正式亡國
[00:04:59.000 --> 00:05:05.000]  而見到這本書叫哀歌,其實是因為耶利米先知他在這本書裏
[00:05:05.000 --> 00:05:10.000]  去到為著他所失去的國家,他的國土,以及他去經歷
[00:05:10.000 --> 00:05:14.000]  親身體會那些受苦以色列民他們的慘況的時候
[00:05:14.000 --> 00:05:18.000]  他發出的哀悼,他向神去呼喚去呼求
[00:05:18.000 --> 00:05:23.000]  而耶利米他在這些哀傷的裏面,他重新見到上帝的念吻和慈愛
[00:05:23.000 --> 00:05:30.000]  今天我們所看的第三章正正就是去體會耶利米先知怎樣去藉著絕境困苦的
[00:05:30.000 --> 00:05:33.000]  去呼求上帝,去看見上帝他自己的慈愛
[00:05:33.000 --> 00:05:37.000]  而得到那份盼望去面對艱難的時期
[00:05:37.000 --> 00:05:41.000]  那我們就直接進入經文
[00:05:41.000 --> 00:05:46.000]  在第十九節我們看見耶利米他怎樣形容他的心情
[00:05:46.000 --> 00:05:49.000]  他用恩塵和苦膽去形容
[00:05:49.000 --> 00:05:54.000]  恩塵和苦膽是什麼呢?其實是當時以色列地或附近的地方很容易見到的植物
[00:05:54.000 --> 00:05:57.000]  是一些很苦很毒的植物
[00:05:57.000 --> 00:06:03.000]  其實他用這個苦和毒的植物去表達他當時的心情
[00:06:03.000 --> 00:06:09.000]  是很辛苦很困惑,他存附的心情基本上是被哀傷充滿
[00:06:09.000 --> 00:06:12.000]  因為我們現在就看十九至二十四節
[00:06:12.000 --> 00:06:15.000]  其實三章一至六十八節我們再去看的時候
[00:06:15.000 --> 00:06:19.000]  你會看到耶利米在他腦海裡面回憶
[00:06:19.000 --> 00:06:23.000]  回想當時的巴比林軍隊進來入侵的時候
[00:06:23.000 --> 00:06:27.000]  那些情況,怎樣被戰去傷
[00:06:27.000 --> 00:06:31.000]  怎樣去有很多戰爭的畫面或者是饑荒等等這些事
[00:06:31.000 --> 00:06:34.000]  在他的腦海不斷去重現的時候
[00:06:34.000 --> 00:06:36.000]  他的心就好像二十節他所說的
[00:06:36.000 --> 00:06:41.000]  他說他的心想起這些事,就在裡面幽悶
[00:06:41.000 --> 00:06:45.000]  幽悶是他的心悶著悶著,很無力
[00:06:45.000 --> 00:06:50.000]  整個人被那種難受困住了,走不出來的那份憂傷
[00:06:50.000 --> 00:06:54.000]  靖子妹,不知道你最近一次去感到憂傷是何時呢?
[00:06:54.000 --> 00:06:57.000]  會不會就是最近疫情
[00:06:57.000 --> 00:07:02.000]  可能我最近也聽到身邊有些朋友就是他身邊的親人去過世
[00:07:02.000 --> 00:07:06.000]  因為疫情的緣故,今天我也知道有一位導師
[00:07:06.000 --> 00:07:09.000]  他要去出席一個喪禮,是他的同事
[00:07:09.000 --> 00:07:13.000]  會不會另一個的憂傷是你的學業的壓力
[00:07:13.000 --> 00:07:20.000]  會不會是疫情朝令日改,令到你覺得無所適從,很失望,很灰心
[00:07:20.000 --> 00:07:24.000]  又會不會是因為不能實體回教會、回學
[00:07:24.000 --> 00:07:27.000]  沒有了很多跟人相處的時間,要困在家裡
[00:07:27.000 --> 00:07:33.000]  又會不會是你困在家裡的同時,你跟父母相處的上面摩擦多了
[00:07:33.000 --> 00:07:36.000]  不知道這些會不會都是你現在的警方
[00:07:36.000 --> 00:07:38.000]  或者你覺得幽悶的源頭
[00:07:38.000 --> 00:07:46.000]  在經文告訴你,其實耶利米在他覺得難受被憂傷、哀傷困住的時候
[00:07:46.000 --> 00:07:48.000]  他正在找出一個出口
[00:07:48.000 --> 00:07:52.000]  出口是什麼呢?我們可以看回第十九節,其實一開始也說
[00:07:52.000 --> 00:07:57.000]  他說他對著一個對象,他說耶穌說求你紀念我
[00:07:57.000 --> 00:08:01.000]  我相信他找上的求救不是隨便的
[00:08:01.000 --> 00:08:06.000]  因為正如你當你覺得很緊急的時候,你也不會隨便找一個人幫你
[00:08:06.000 --> 00:08:09.000]  當你覺得緊急,要立刻找人幫忙的時候
[00:08:09.000 --> 00:08:14.000]  你會想,哪一個人或者哪一個方法是最能夠幫到你
[00:08:14.000 --> 00:08:18.000]  就好像是你說project,或者你去做功課的時候
[00:08:18.000 --> 00:08:22.000]  到最後一刻要dead了、要deadline了,或者要交了
[00:08:22.000 --> 00:08:27.000]  你會立刻在想,究竟我認識的人裡面,哪一個人最厲害可以幫到我呢?
[00:08:27.000 --> 00:08:31.000]  可能那個是學霸,如果你認識的話,可能你會找他
[00:08:31.000 --> 00:08:36.000]  但是我們看到耶利米他在這個困迫的裡面,他不是找人
[00:08:36.000 --> 00:08:38.000]  他去找誰呢?他去找上帝
[00:08:38.000 --> 00:08:42.000]  為什麼呢?因為耶利米或者以色列文他們所認識的耶和阿神
[00:08:42.000 --> 00:08:44.000]  這個上帝是滿有能力的
[00:08:44.000 --> 00:08:49.000]  他是掌管萬有一切生命的那位真神
[00:08:49.000 --> 00:08:53.000]  而當我們再看回經文,很特別,耶利米求上帝什麼呢?
[00:08:53.000 --> 00:08:56.000]  他又不是求什麼請救等等這些事
[00:08:56.000 --> 00:08:59.000]  他是特別說求你紀念我
[00:08:59.000 --> 00:09:03.000]  究竟紀念在聖經裡面有什麼特別呢?
[00:09:03.000 --> 00:09:08.000]  或者為什麼他要強調在呼求上帝的裡面去求上帝的紀念呢?
[00:09:08.000 --> 00:09:12.000]  如果我們去認識舊約的裡面,會知道紀念這個字
[00:09:12.000 --> 00:09:18.000]  remember這個字其實不單止是思想上一個靜態的行動
[00:09:18.000 --> 00:09:24.000]  不只是一個人想起一個人,去想起那個人的事,或者那個人就完
[00:09:24.000 --> 00:09:26.000]  而是有一個附帶的行動
[00:09:26.000 --> 00:09:31.000]  那個行動是因為對象因為著緊那件事
[00:09:31.000 --> 00:09:34.000]  或者那個人所作出的一個實際行動
[00:09:34.000 --> 00:09:40.000]  耶利米其實他去向上帝求,求幫助,特別求紀念
[00:09:40.000 --> 00:09:45.000]  是因為他知道上帝不單止有能力去拯救去幫助
[00:09:45.000 --> 00:09:49.000]  而是他更加知道上帝是著緊在乎以色列文
[00:09:49.000 --> 00:09:52.000]  因為當我們去看回Truth or Hurt記
[00:09:52.000 --> 00:09:56.000]  其實耶和華是和以色列人有一個很緊密的關係
[00:09:56.000 --> 00:10:00.000]  因為耶和華他自己就是以色列的神
[00:10:00.000 --> 00:10:02.000]  以色列也是上帝所愛的子民
[00:10:02.000 --> 00:10:06.000]  耶利米知道耶和華基於上帝基於和人的關係
[00:10:06.000 --> 00:10:09.000]  立了的關係,上帝會按他的心意
[00:10:09.000 --> 00:10:12.000]  在他所定的時間裡面去作出行動
[00:10:12.000 --> 00:10:15.000]  正如Truth or Hurt記六章五至七節
[00:10:15.000 --> 00:10:18.000]  如果我們去看,上帝是他自己說的
[00:10:18.000 --> 00:10:22.000]  他說因為他紀念和人的關係而有所行動
[00:10:22.000 --> 00:10:28.000]  他聽到以色列人在困苦,在哀哭當中
[00:10:28.000 --> 00:10:32.000]  他去出動,他去用確實的行動去拯救以色列人
[00:10:32.000 --> 00:10:37.000]  去到出哀及,並且因為聽見他們的哀聲而有所行動
[00:10:37.000 --> 00:10:42.000]  耶利米他去求上帝特特紀念他
[00:10:42.000 --> 00:10:46.000]  是因為他想起,他回想起
[00:10:46.000 --> 00:10:50.000]  他在討告中找上帝,他回想起
[00:10:50.000 --> 00:10:55.000]  上帝認識人是如何用行動去紀念拯救以色列人的同事
[00:10:55.000 --> 00:11:00.000]  今天他是哀傷,或者他見著自己的國家亡國的時候
[00:11:00.000 --> 00:11:03.000]  上帝仍然是那位願意去聽
[00:11:03.000 --> 00:11:06.000]  願意去聽人在困苦中的呼求
[00:11:06.000 --> 00:11:09.000]  並且會作出行動
[00:11:09.000 --> 00:11:13.000]  原來耶利米他之所以在十九至二十節
[00:11:13.000 --> 00:11:16.000]  從一個很大,由哀哭困苦的當中
[00:11:16.000 --> 00:11:19.000]  到了二十一節,有一個很大的轉變,一百八十度的轉變
[00:11:19.000 --> 00:11:22.000]  他有盼望是因為他回想起
[00:11:22.000 --> 00:11:26.000]  他透過討告回想起上帝就是那一位會紀念人
[00:11:26.000 --> 00:11:30.000]  而他是會因為紀念人去作出他愛的行動
[00:11:30.000 --> 00:11:35.000]  而這個事實,上帝紀念人的愛當中這個行動
[00:11:35.000 --> 00:11:39.000]  這個事實,是耶利米得到很大的安慰
[00:11:39.000 --> 00:11:42.000]  以致到他有一個這麼大的轉變
[00:11:42.000 --> 00:11:48.000]  其實在十九至二十一節,我們看到耶利米沒有因為亡國
[00:11:48.000 --> 00:11:51.000]  或者經歷國破加亡這些慘的事
[00:11:51.000 --> 00:11:53.000]  覺得很困苦、很無力
[00:11:53.000 --> 00:11:57.000]  他沒有因為這樣,或者質疑上帝為何要給出現等等
[00:11:57.000 --> 00:11:58.000]  而不去找上帝
[00:11:58.000 --> 00:12:01.000]  反而他看見的是什麼?
[00:12:01.000 --> 00:12:04.000]  就是他在這個時刻更加去捉緊上帝
[00:12:04.000 --> 00:12:09.000]  他在討告中,就好像他去到找回上帝
[00:12:09.000 --> 00:12:12.000]  好像在迷霧中,當他有很多聲音
[00:12:12.000 --> 00:12:14.000]  可能他腦海中有很多感受
[00:12:14.000 --> 00:12:17.000]  有很多片段聲音出現的同時
[00:12:17.000 --> 00:12:19.000]  他因為在找上帝,向上帝討告
[00:12:19.000 --> 00:12:21.000]  和上帝連結的同時
[00:12:21.000 --> 00:12:23.000]  他見到一個真實
[00:12:23.000 --> 00:12:25.000]  原來上帝在這裏
[00:12:25.000 --> 00:12:29.000]  他記起上帝昔日怎樣去拯救
[00:12:29.000 --> 00:12:33.000]  今天他都會聽,亦都會施行他自己的憐憫
[00:12:33.000 --> 00:12:36.000]  原來上帝紀念人的愛
[00:12:36.000 --> 00:12:39.000]  是能夠讓我們在絕境中
[00:12:39.000 --> 00:12:42.000]  去看回他的盼望
[00:12:42.000 --> 00:12:46.000]  丁姐妹,對你來說
[00:12:46.000 --> 00:12:49.000]  討告或祈禱是些什麼?
[00:12:49.000 --> 00:12:52.000]  不知道你立刻想到的東西
[00:12:52.000 --> 00:12:56.000]  會不會是一樣可有可無的同位?
[00:12:56.000 --> 00:12:58.000]  會不會是你覺得想祈就祈
[00:12:58.000 --> 00:12:59.000]  有心情才祈吧
[00:12:59.000 --> 00:13:01.000]  或者是我感覺不到上帝
[00:13:01.000 --> 00:13:03.000]  或者質疑上帝為何這些事會發生在我身上
[00:13:03.000 --> 00:13:04.000]  我就不祈禱
[00:13:04.000 --> 00:13:08.000]  或者你會不會是覺得祈禱是一種功能性的
[00:13:08.000 --> 00:13:11.000]  吃飯的時候,或者道師組長叫你祈
[00:13:11.000 --> 00:13:12.000]  你才去祈
[00:13:12.000 --> 00:13:16.000]  又或者會不會這個祈禱是有次數限制式的
[00:13:16.000 --> 00:13:18.000]  就是限定每個禮拜
[00:13:18.000 --> 00:13:23.000]  完了崇拜,或者是在小組裡的大圍祈禱就完
[00:13:23.000 --> 00:13:28.000]  丁姐妹不知道在你的信仰裏面
[00:13:28.000 --> 00:13:31.000]  你會怎樣去定義討告這回事?
[00:13:31.000 --> 00:13:36.000]  但是耶利米在困苦裏面仍然找上帝透過討告
[00:13:36.000 --> 00:13:38.000]  去看見上帝的真實
[00:13:38.000 --> 00:13:40.000]  上帝紀念人的愛
[00:13:40.000 --> 00:13:42.000]  這個給我們一個提醒
[00:13:42.000 --> 00:13:46.000]  原來討告就是讓我們去經歷上帝的愛很實在
[00:13:46.000 --> 00:13:48.000]  因為當我們連結上帝的時候
[00:13:48.000 --> 00:13:52.000]  我們能夠去到將我們一些外在環境
[00:13:52.000 --> 00:13:55.000]  困苦這些感受走出來
[00:13:55.000 --> 00:13:57.000]  並且去看見上帝的真實
[00:13:57.000 --> 00:13:59.000]  上帝的源頭
[00:13:59.000 --> 00:14:02.000]  上帝的愛的源頭
[00:14:02.000 --> 00:14:06.000]  不知道大家有沒有珍惜討告的機會
[00:14:06.000 --> 00:14:10.000]  或者透過這個方式去找上帝的愛
[00:14:10.000 --> 00:14:12.000]  討告如果讓我形容可能就是
[00:14:12.000 --> 00:14:16.000]  可以跟天父連結的一個Wi-Fi
[00:14:16.000 --> 00:14:19.000]  其實上帝開放了這個Wi-Fi給我們
[00:14:19.000 --> 00:14:21.000]  其實開放了很久
[00:14:21.000 --> 00:14:23.000]  但是我們甚至連password都知道
[00:14:23.000 --> 00:14:26.000]  我們的默碼都知道就是"奉主耶穌基督名求"
[00:14:26.000 --> 00:14:28.000]  但是我們有沒有很珍惜呢?
[00:14:28.000 --> 00:14:31.000]  事實上其實討告
[00:14:31.000 --> 00:14:33.000]  或者我們基督身為基督徒
[00:14:33.000 --> 00:14:36.000]  我們能夠討告其實是先恩著
[00:14:36.000 --> 00:14:38.000]  Jesu基督在十字架上面
[00:14:38.000 --> 00:14:39.000]  他為我們犧牲
[00:14:39.000 --> 00:14:41.000]  讓我們跟上帝的關係復合
[00:14:41.000 --> 00:14:45.000]  以致我們能夠稱呼上帝為我們的天父
[00:14:45.000 --> 00:14:47.000]  為我們的爸爸
[00:14:47.000 --> 00:14:49.000]  其實我們是靠近關係的
[00:14:49.000 --> 00:14:52.000]  是靠近一個父女父子的關係
[00:14:52.000 --> 00:14:54.000]  以致我們能夠可以有信心
[00:14:54.000 --> 00:14:56.000]  在神的面前不再是罪人
[00:14:56.000 --> 00:14:58.000]  而是上帝的兒女
[00:14:58.000 --> 00:15:00.000]  我們可以坦言無懼地透過討告
[00:15:00.000 --> 00:15:04.000]  去到父的面前去求幫助
[00:15:04.000 --> 00:15:07.000]  並且去感受體會他自己的愛
[00:15:07.000 --> 00:15:10.000]  領展們不知道你們自己是否看到
[00:15:10.000 --> 00:15:14.000]  也想在這裡分享一下自己的一些經歷
[00:15:14.000 --> 00:15:16.000]  我是在中三的時候
[00:15:16.000 --> 00:15:21.000]  我媽媽在我家的時候突然暈倒了
[00:15:21.000 --> 00:15:22.000]  因為她中風
[00:15:22.000 --> 00:15:25.000]  我記得那一次是我人生第一次
[00:15:25.000 --> 00:15:27.000]  親手打999
[00:15:27.000 --> 00:15:29.000]  叫救護車送我媽媽去醫院
[00:15:29.000 --> 00:15:31.000]  進醫院的時候
[00:15:31.000 --> 00:15:34.000]  我記得醫生急救後出來
[00:15:34.000 --> 00:15:37.000]  跟我說了一件好像電視對話的事
[00:15:37.000 --> 00:15:40.000]  就是家屬請做好心理準備
[00:15:40.000 --> 00:15:43.000]  最後媽媽還是沒事
[00:15:43.000 --> 00:15:45.000]  她平安度過
[00:15:45.000 --> 00:15:47.000]  不過那一晚我有個經歷就是
[00:15:47.000 --> 00:15:51.000]  當我的其他親戚來到醫院的時候
[00:15:51.000 --> 00:15:53.000]  他們叫我小朋友你回家
[00:15:53.000 --> 00:15:56.000]  我記得第二天我有一個很重要的考試
[00:15:56.000 --> 00:15:58.000]  就是我升中四的時候
[00:15:58.000 --> 00:16:00.000]  要考一些情婚試或分班試
[00:16:00.000 --> 00:16:02.000]  我記得我很想讀地理科
[00:16:02.000 --> 00:16:04.000]  所以第二天就是地理科的考試
[00:16:04.000 --> 00:16:06.000]  但那一晚我是一片空白
[00:16:06.000 --> 00:16:08.000]  我不知道要怎樣做
[00:16:08.000 --> 00:16:11.000]  就這樣上了床頭想著睡覺
[00:16:11.000 --> 00:16:14.000]  很想睡醒覺所有事情都會過去
[00:16:14.000 --> 00:16:19.000]  但其實在那一晚我都做了一個行動
[00:16:19.000 --> 00:16:22.000]  我去到呼求一個我不知道叫什麼名字的神
[00:16:22.000 --> 00:16:25.000]  因為我小時候開始我媽媽是拜神
[00:16:25.000 --> 00:16:26.000]  拜觀音
[00:16:26.000 --> 00:16:28.000]  或者我讀的天主教學校
[00:16:28.000 --> 00:16:30.000]  我都聽過有一個神
[00:16:30.000 --> 00:16:33.000]  但那一晚我記得我呼求的裡面
[00:16:33.000 --> 00:16:35.000]  我就對著天
[00:16:35.000 --> 00:16:37.000]  我都不知道那個神是不是聽到
[00:16:37.000 --> 00:16:39.000]  我都不知道那個是誰
[00:16:39.000 --> 00:16:41.000]  他的真名是什麼我什麼都不知道
[00:16:41.000 --> 00:16:45.000]  那一晚呼求就真的好像對著空氣
[00:16:45.000 --> 00:16:47.000]  沒有對象
[00:16:47.000 --> 00:16:49.000]  不知道他有沒有在聽
[00:16:49.000 --> 00:16:54.000]  在裡面我的心仍然都覺得非常憂傷
[00:16:54.000 --> 00:16:56.000]  或者我也覺得天要倒下來
[00:16:56.000 --> 00:17:00.000]  第二天這樣都聽到醫生說
[00:17:00.000 --> 00:17:02.000]  媽媽的手術都算是成功
[00:17:02.000 --> 00:17:06.000]  但她之後就要繼續在老人院去過
[00:17:06.000 --> 00:17:08.000]  因為她中風的緣故
[00:17:08.000 --> 00:17:12.000]  她的身體機能或者行動都不方便
[00:17:12.000 --> 00:17:14.000]  但有一個對比就是
[00:17:14.000 --> 00:17:18.000]  當我兩年後我在升中六的暑假
[00:17:18.000 --> 00:17:20.000]  我有另一個感受
[00:17:20.000 --> 00:17:23.000]  因為我當時有朋友帶我回教會
[00:17:23.000 --> 00:17:25.000]  我有機會去信耶穌
[00:17:25.000 --> 00:17:29.000]  並且我從此知道原來那一真正的名字叫耶和華
[00:17:29.000 --> 00:17:32.000]  更加因著耶穌基督的緣故
[00:17:32.000 --> 00:17:34.000]  我能夠去到上帝的面前
[00:17:34.000 --> 00:17:36.000]  我可以稱呼他為天父
[00:17:36.000 --> 00:17:38.000]  其實自此之後我的生命
[00:17:38.000 --> 00:17:41.000]  因為爸爸媽媽都不是在身邊
[00:17:41.000 --> 00:17:43.000]  不能夠陪我成長
[00:17:43.000 --> 00:17:45.000]  其實我有時候一個人面對很多事情的時候
[00:17:45.000 --> 00:17:48.000]  上帝就是一個永遠不缺席的對象
[00:17:48.000 --> 00:17:52.000]  他教導我去長大
[00:17:52.000 --> 00:17:53.000]  或者我去旅行
[00:17:53.000 --> 00:17:54.000]  一個人去旅行的時候
[00:17:54.000 --> 00:17:56.000]  他就是我一起冒險的那個
[00:17:56.000 --> 00:17:59.000]  或者我要去選擇一些生命裡
[00:17:59.000 --> 00:18:01.000]  很重要的抉擇的裡面
[00:18:01.000 --> 00:18:02.000]  我都是去找他
[00:18:02.000 --> 00:18:04.000]  我開心的時候又找他
[00:18:04.000 --> 00:18:05.000]  不開心的時候又找他
[00:18:05.000 --> 00:18:06.000]  覺得害怕的時候
[00:18:06.000 --> 00:18:08.000]  覺得有很多很大的難阻的時候
[00:18:08.000 --> 00:18:11.000]  我都是這樣去找這位天父上帝
[00:18:11.000 --> 00:18:17.000]  自從那一次之後我再對比我過往第一次的呼求
[00:18:17.000 --> 00:18:20.000]  原來在討過的裡面
[00:18:20.000 --> 00:18:23.000]  能夠知道你所祈禱的對象
[00:18:23.000 --> 00:18:26.000]  是那位愛你、明白你
[00:18:26.000 --> 00:18:27.000]  那位天父的時候
[00:18:27.000 --> 00:18:30.000]  原來是很不一樣的感受
[00:18:30.000 --> 00:18:33.000]  因為你知道那個對象是確實存在
[00:18:33.000 --> 00:18:35.000]  並且他告訴你
[00:18:35.000 --> 00:18:39.000]  他的愛是永遠不會改變、不會離棄
[00:18:39.000 --> 00:18:42.000]  其實我這個生命的經歷
[00:18:42.000 --> 00:18:44.000]  或者在這裡跟大家分享的目的
[00:18:44.000 --> 00:18:46.000]  或者當中的體會是什麼
[00:18:46.000 --> 00:18:49.000]  就是原來基督徒和非基督徒
[00:18:49.000 --> 00:18:51.000]  去面對苦難的裡面
[00:18:51.000 --> 00:18:54.000]  是可以有很不一樣的對比
[00:18:54.000 --> 00:18:55.000]  因著什麼?
[00:18:55.000 --> 00:18:57.000]  因著我們跟上帝的關係
[00:18:57.000 --> 00:19:00.000]  其實正如耶利米那樣
[00:19:00.000 --> 00:19:03.000]  他能夠因著他與以色列民
[00:19:03.000 --> 00:19:04.000]  與上帝的關係
[00:19:04.000 --> 00:19:05.000]  他去呼求上帝
[00:19:05.000 --> 00:19:09.000]  到今天我們能夠隨時隨地去向上帝
[00:19:09.000 --> 00:19:11.000]  我們的天父去祈禱
[00:19:11.000 --> 00:19:13.000]  其實是一件很寶貴、很難得的事
[00:19:13.000 --> 00:19:15.000]  大頂節目我們有沒有珍惜
[00:19:15.000 --> 00:19:19.000]  這個去找上帝的愛的機會呢?
[00:19:19.000 --> 00:19:22.000]  有沒有看錯我們能夠去呼叫
[00:19:22.000 --> 00:19:25.000]  我們的上帝為父這件事呢?
[00:19:25.000 --> 00:19:28.000]  原來討過其實是一個privilege
[00:19:28.000 --> 00:19:29.000]  是一個特權
[00:19:29.000 --> 00:19:32.000]  是基督徒一個很特別的事
[00:19:32.000 --> 00:19:35.000]  一個很特別我們能夠去與上帝的愛
[00:19:35.000 --> 00:19:40.000]  上帝這個對象這個天父去連結的一件事
[00:19:40.000 --> 00:19:43.000]  同時我相信
[00:19:43.000 --> 00:19:47.000]  當我們去經歷天父祈禱人的愛的同時
[00:19:47.000 --> 00:19:49.000]  我們也要去學習
[00:19:49.000 --> 00:19:51.000]  不知道平時在WhatsApp的時候
[00:19:51.000 --> 00:19:54.000]  很多時候有人分享他的代表事項
[00:19:54.000 --> 00:19:56.000]  你可能也會說幾個字就是
[00:19:56.000 --> 00:19:59.000]  「祈禱你」「為你討告」
[00:19:59.000 --> 00:20:03.000]  或者你會發一個祈禱的emoji手勢出來
[00:20:03.000 --> 00:20:05.000]  但我想問一下認我前的你
[00:20:05.000 --> 00:20:08.000]  你是否打完那幾個字就這樣結束呢?
[00:20:08.000 --> 00:20:11.000]  發了一個祈禱手就結束呢?
[00:20:11.000 --> 00:20:15.000]  因為剛剛我們去看你經文說的紀念
[00:20:15.000 --> 00:20:18.000]  求你紀念我或是去紀念人的時候
[00:20:18.000 --> 00:20:20.000]  其實應該是一個附帶的行動
[00:20:20.000 --> 00:20:23.000]  你會說我都打了那幾個字
[00:20:23.000 --> 00:20:25.000]  也是一個行動吧
[00:20:25.000 --> 00:20:28.000]  但其實行動討告這個行動
[00:20:28.000 --> 00:20:30.000]  如果當你去花上真正的時間
[00:20:30.000 --> 00:20:34.000]  你去認真真正的討告是你去求上帝
[00:20:34.000 --> 00:20:38.000]  天父祂去紀念人的愛去到臨到有需要的時候
[00:20:38.000 --> 00:20:43.000]  這個原來其實可以成為一個分享上帝愛的行動
[00:20:43.000 --> 00:20:45.000]  因為真正的討告是一個付上時間
[00:20:45.000 --> 00:20:49.000]  付上你的心力你去為那個對象去思想
[00:20:49.000 --> 00:20:52.000]  並且你去憐憫人的一個行動
[00:20:52.000 --> 00:20:55.000]  我自己也透過經文
[00:20:55.000 --> 00:20:57.000]  以及近日一些世界發生的事
[00:20:57.000 --> 00:21:01.000]  我也有一個體會或者行動都很想挑戰大家
