
[00:00:00.000 --> 00:00:02.000]  好,Hello 大英姐妹
[00:02:06.000 --> 00:02:08.000]  除了年紀, 你看看你的道士
[00:02:08.000 --> 00:02:10.000]  不要看他那麼多
[00:02:10.000 --> 00:02:12.000]  不過, 成熟這件事, 除了道士
[00:02:12.000 --> 00:02:14.000]  不是, 除了道士, 除了成熟
[00:02:14.000 --> 00:02:16.000]  除了年紀, 會想到什麼呢
[00:02:16.000 --> 00:02:19.000]  我想到一樣東西, 我想到苦
[00:02:19.000 --> 00:02:21.000]  苦, 這塊苦瓜
[00:02:21.000 --> 00:02:23.000]  苦瓜有個名字, 叫半生瓜
[00:02:23.000 --> 00:02:25.000]  不知道你有沒有知道
[00:02:25.000 --> 00:02:27.000]  為什麼呢
[00:02:27.000 --> 00:02:29.000]  後面的說法
[00:02:29.000 --> 00:02:31.000]  這個名字的說法說的是
[00:02:31.000 --> 00:02:35.000]  這些人, 當50歲之前半一半
[00:02:35.000 --> 00:02:37.000]  就是說, 如果你夠成熟
[00:02:37.000 --> 00:02:39.000]  你就能吃苦
[00:02:39.000 --> 00:02:41.000]  如果小時候, 通常這裡有沒有年輕人
[00:02:41.000 --> 00:02:44.000]  有沒有年輕人不喜歡吃苦瓜
[00:02:44.000 --> 00:02:46.000]  討厭的, 覺得苦的
[00:02:46.000 --> 00:02:48.000]  有的, 有的
[00:02:48.000 --> 00:02:50.000]  其他有沒有人很喜歡
[00:02:50.000 --> 00:02:52.000]  吃苦瓜的
[00:02:52.000 --> 00:02:54.000]  我也有
[00:02:54.000 --> 00:02:57.000]  剛剛看到的好像不是很年輕
[00:02:57.000 --> 00:02:59.000]  那些, 成熟一點的
[00:02:59.000 --> 00:03:01.000]  說什麼呢
[00:03:01.000 --> 00:03:03.000]  好像似乎
[00:03:03.000 --> 00:03:05.000]  這件事也說給我們聽一件事
[00:03:05.000 --> 00:03:08.000]  好像成熟就能夠吃苦
[00:03:08.000 --> 00:03:10.000]  能夠去承受苦這件事
[00:03:10.000 --> 00:03:12.000]  所以今天我們討論
[00:03:12.000 --> 00:03:14.000]  什麼是成熟的生命的時候
[00:03:14.000 --> 00:03:16.000]  我們很想一起去從提摩太后
[00:03:16.000 --> 00:03:18.000]  詩中一至七節去看
[00:03:18.000 --> 00:03:20.000]  怎樣可以成為一個
[00:03:20.000 --> 00:03:22.000]  為主受苦成熟的
[00:03:22.000 --> 00:03:24.000]  基督的精兵呢
[00:03:24.000 --> 00:03:26.000]  我們很快地進入經文
[00:03:26.000 --> 00:03:28.000]  提摩太后書二章一至七節
[00:03:28.000 --> 00:03:30.000]  請你幫我讀好不好
[00:03:30.000 --> 00:03:32.000]  我們準備, 1, 2, 3
[00:03:32.000 --> 00:03:34.000]  謝謝
[00:03:34.000 --> 00:03:36.000]  謝謝
[00:03:36.000 --> 00:03:38.000]  謝謝
[00:03:38.000 --> 00:03:40.000]  謝謝
[00:03:40.000 --> 00:03:42.000]  謝謝
[00:03:42.000 --> 00:03:44.000]  謝謝
[00:03:44.000 --> 00:03:46.000]  謝謝
[00:03:46.000 --> 00:03:48.000]  謝謝
[00:03:48.000 --> 00:03:50.000]  謝謝
[00:03:50.000 --> 00:03:52.000]  謝謝
[00:03:52.000 --> 00:03:54.000]  謝謝
[00:03:54.000 --> 00:03:56.000]  謝謝
[00:03:56.000 --> 00:03:58.000]  謝謝
[00:03:58.000 --> 00:04:00.000]  謝謝
[00:04:00.000 --> 00:04:02.000]  我們一起祈禱
[00:04:02.000 --> 00:04:04.000]  天父幫助我們
[00:04:04.000 --> 00:04:06.000]  幫助我們去理解聖經的話語
[00:04:06.000 --> 00:04:08.000]  你的靈同我們同在
[00:04:08.000 --> 00:04:10.000]  幫助我們去學習
[00:04:10.000 --> 00:04:12.000]  怎樣可以成為一個為主受苦的
[00:04:12.000 --> 00:04:14.000]  成熟的基督的精兵
[00:04:14.000 --> 00:04:16.000]  一個基督徒跟隨你的
[00:04:16.000 --> 00:04:18.000]  幫助我們, 我們討告奉主耶穌基督明治祈求
[00:04:18.000 --> 00:04:20.000]  好嗎
[00:04:20.000 --> 00:04:22.000]  好
[00:04:22.000 --> 00:04:24.000]  我們一起祈禱
[00:04:24.000 --> 00:04:26.000]  我們一起祈禱
[00:04:26.000 --> 00:04:28.000]  我們一起祈禱
[00:04:28.000 --> 00:04:30.000]  我們一起祈禱
[00:04:30.000 --> 00:04:32.000]  好, 先講一下提摩太後書的背景
[00:04:32.000 --> 00:04:38.000]  提摩太後書是保羅寫給提摩太的一封信
[00:04:38.000 --> 00:04:44.000]  提摩太是保羅一個很親密和很器重的年輕童工
[00:04:44.000 --> 00:04:46.000]  這封信寫給保羅的時候
[00:04:46.000 --> 00:04:48.000]  這封信應該寫給保羅
[00:04:48.000 --> 00:04:50.000]  他接下來就要殉道了
[00:04:50.000 --> 00:04:54.000]  在他臨終之前的一段時間
[00:04:54.000 --> 00:04:58.000]  保羅當他在監獄被囚禁的時候所寫的
[00:04:58.000 --> 00:05:00.000]  我們剛剛讀了一段經文
[00:05:00.000 --> 00:05:04.000]  當我們稍稍看這段經文之前的一段的時候
[00:05:04.000 --> 00:05:08.000]  我們會更加明白保羅寫這封信的時候的處境
[00:05:08.000 --> 00:05:12.000]  在第1章第15至18節說
[00:05:12.000 --> 00:05:14.000]  其實他也描述了一些東西
[00:05:14.000 --> 00:05:20.000]  保羅的前半生其實因為全福音而經歷的就是種種的險境
[00:05:20.000 --> 00:05:22.000]  之前的書卷我們會看到
[00:05:22.000 --> 00:05:24.000]  他試過被困在礦野裡面
[00:05:24.000 --> 00:05:26.000]  被困在深海裡面
[00:05:26.000 --> 00:05:28.000]  他試過經常被人捉的
[00:05:28.000 --> 00:05:29.000]  被人追殺的
[00:05:29.000 --> 00:05:31.000]  又遇過盜賊搶了他的東西
[00:05:31.000 --> 00:05:35.000]  又試過被監禁被鞭打被棍打
[00:05:35.000 --> 00:05:38.000]  被種人找石頭扔
[00:05:38.000 --> 00:05:41.000]  又沒得睡又沒得吃等等
[00:05:41.000 --> 00:05:44.000]  不過受過多年疲慮之苦的他
[00:05:44.000 --> 00:05:47.000]  這一刻向提摩太所訴說的
[00:05:47.000 --> 00:05:49.000]  其實不是他心裡說
[00:05:49.000 --> 00:05:52.000]  我很辛苦啊我皮肉上面的痛
[00:05:52.000 --> 00:05:55.000]  而是一種情感上的苦
[00:05:55.000 --> 00:05:57.000]  在第1章第15節說
[00:05:57.000 --> 00:06:00.000]  他說所有亞細亞的人都離棄了我
[00:06:00.000 --> 00:06:03.000]  其中還有肥吉努和赫摩奇利
[00:06:03.000 --> 00:06:07.000]  保羅在這裡訴說的是一種被遺棄的苦
[00:06:07.000 --> 00:06:09.000]  這幫人是什麼人呢?
[00:06:09.000 --> 00:06:13.000]  這幫人其實是跟他在教會裡面的一幫信仰群體
[00:06:13.000 --> 00:06:16.000]  雖然後面在這16節都繼續說
[00:06:16.000 --> 00:06:20.000]  其實都會有些人跟保羅是同一個陣線的
[00:06:20.000 --> 00:06:23.000]  但是16節這裡說明的是
[00:06:23.000 --> 00:06:25.000]  他被人抓的時候
[00:06:25.000 --> 00:06:28.000]  轉到教會的信徒卻是四散的
[00:06:28.000 --> 00:06:30.000]  走光了那些人都離棄他
[00:06:30.000 --> 00:06:34.000]  這種苦比起他過去所承受過的肉體的苦
[00:06:34.000 --> 00:06:37.000]  對保羅的打擊其實更加大
[00:06:37.000 --> 00:06:42.000]  保羅是受著女外的痛苦的時候
[00:06:42.000 --> 00:06:48.000]  跟提摩泰寫今天這段經文
[00:06:48.000 --> 00:06:52.000]  是一個屬靈的父親和兒子的祝福
[00:06:52.000 --> 00:06:57.000]  我們看的第一個點就是接到真理能夠傳遞
[00:06:57.000 --> 00:06:59.000]  經文在第1和第2節
[00:06:59.000 --> 00:07:01.000]  第1節這裡說明
[00:07:01.000 --> 00:07:04.000]  其實他命令提摩泰第一件事就是「剛強」
[00:07:04.000 --> 00:07:06.000]  「剛強」這個字其實是「別喪」
[00:07:06.000 --> 00:07:09.000]  就是強壯,令到他有力
[00:07:09.000 --> 00:07:14.000]  原文中的「慈」「慈性」
[00:07:14.000 --> 00:07:16.000]  即是他的「慈」「慈」「慈」這個字
[00:07:16.000 --> 00:07:18.000]  是一個「現在時態」
[00:07:18.000 --> 00:07:22.000]  「被動語態」和「命令語氣」的動詞
[00:07:22.000 --> 00:07:23.000]  即是什麼呢?
[00:07:23.000 --> 00:07:25.000]  其實這個表達很有趣
[00:07:25.000 --> 00:07:27.000]  保羅用一個命令的語氣
[00:07:27.000 --> 00:07:28.000]  即是什麼呢?
[00:07:28.000 --> 00:07:29.000]  這是一個吩咐來的
[00:07:29.000 --> 00:07:30.000]  他強調
[00:07:30.000 --> 00:07:32.000]  他吩咐提摩泰要堅強
[00:07:32.000 --> 00:07:34.000]  但是這個字是「被動語態」
[00:07:34.000 --> 00:07:35.000]  是什麼意思呢?
[00:07:35.000 --> 00:07:40.000]  就表示提摩泰不是要靠自己的勇氣
[00:07:40.000 --> 00:07:42.000]  即是他叫你堅強
[00:07:42.000 --> 00:07:44.000]  我勇氣,我堅強
[00:07:44.000 --> 00:07:46.000]  那就「剛強」了
[00:07:46.000 --> 00:07:47.000]  「被動」這個字
[00:07:47.000 --> 00:07:50.000]  即是提摩泰需要的是「被堅強」
[00:07:50.000 --> 00:07:51.000]  即是什麼呢?
[00:07:51.000 --> 00:07:53.000]  其實不難理解
[00:07:53.000 --> 00:07:56.000]  大概,如果我說怎樣用這個詞
[00:07:56.000 --> 00:07:58.000]  這個慈性是怎樣解呢?
[00:07:58.000 --> 00:08:00.000]  就好像我媽媽知道我今天去打球
[00:08:00.000 --> 00:08:02.000]  她就吩咐我
[00:08:02.000 --> 00:08:05.000]  要飽,先去吃,先去打球
[00:08:05.000 --> 00:08:10.000]  這個「飽」應該跟「剛強」這個字一樣語法
[00:08:10.000 --> 00:08:11.000]  即是什麼呢?
[00:08:11.000 --> 00:08:13.000]  因為我不能夠靠自己意志
[00:08:13.000 --> 00:08:15.000]  我會飽,我就會飽
[00:08:15.000 --> 00:08:16.000]  我要靠什麼?
[00:08:16.000 --> 00:08:18.000]  我要讓食物讓我飽
[00:08:18.000 --> 00:08:19.000]  我要被飽
[00:08:19.000 --> 00:08:21.000]  明白嗎?大家理解我講什麼吧?
[00:08:21.000 --> 00:08:23.000]  即是說,如果是,我就要被飽起來
[00:08:23.000 --> 00:08:26.000]  剛才說的是一個這樣的狀況
[00:08:26.000 --> 00:08:29.000]  而提摩泰「被剛強」
[00:08:29.000 --> 00:08:33.000]  這裡也說「被剛強」、「被得力」的源頭在哪裡
[00:08:33.000 --> 00:08:37.000]  這裡說原來在耶穌基督的恩典上面
[00:08:37.000 --> 00:08:40.000]  耶穌基督在耶穌基督的恩典上這個句子
[00:08:40.000 --> 00:08:42.000]  其實是原文解釋
[00:08:42.000 --> 00:08:45.000]  在基督裡面和在恩典裡面
[00:08:45.000 --> 00:08:46.000]  有兩個意思
[00:08:46.000 --> 00:08:48.000]  即是兩句句子
[00:08:48.000 --> 00:08:50.000]  在耶穌基督裡面和在恩典裡面
[00:08:50.000 --> 00:08:53.000]  不知道你怎樣理解這個「剛強」呢?
[00:08:53.000 --> 00:08:55.000]  在耶穌基督的恩典上面「剛強」
[00:08:55.000 --> 00:08:56.000]  你會不會想
[00:08:56.000 --> 00:09:01.000]  即是說在哪裡「剛強」呢?「剛強」的源頭就是耶穌的恩典
[00:09:01.000 --> 00:09:03.000]  你會直接這樣理解這件事
[00:09:03.000 --> 00:09:05.000]  不過如果你用這個理解就是
[00:09:05.000 --> 00:09:08.000]  「剛強」的源頭就是耶穌基督的恩典
[00:09:08.000 --> 00:09:10.000]  那你只不過是理解了後半句
[00:09:10.000 --> 00:09:14.000]  即是說在恩典裡面那句
[00:09:14.000 --> 00:09:16.000]  在恩典裡面「剛強」卻忽略裡面
[00:09:16.000 --> 00:09:18.000]  是在耶穌基督裡面
[00:09:18.000 --> 00:09:20.000]  我們當然明白
[00:09:20.000 --> 00:09:22.000]  「恩典」是由神而來的
[00:09:22.000 --> 00:09:23.000]  由耶穌所賜
[00:09:23.000 --> 00:09:24.000]  這是毫無疑問的
[00:09:24.000 --> 00:09:27.000]  但這裏其實也回答我們的事
[00:09:27.000 --> 00:09:31.000]  就是提摩泰怎樣可以在恩典裡面「剛強」呢?
[00:09:31.000 --> 00:09:33.000]  「恩典」一向都有的
[00:09:33.000 --> 00:09:35.000]  我們怎樣可以能夠「剛強」呢?
[00:09:35.000 --> 00:09:38.000]  這個句子其實更加應該被理解為
[00:09:38.000 --> 00:09:42.000]  在耶穌基督裡面去經歷恩典
[00:09:42.000 --> 00:09:44.000]  怎樣可以經歷恩典?怎樣可以「剛強」?
[00:09:44.000 --> 00:09:46.000]  就在耶穌基督裡面
[00:09:46.000 --> 00:09:50.000]  原來耶穌基督裡面所指的是基督的身體
[00:09:50.000 --> 00:09:53.000]  在基督裡這件事是在教會的群體裡面
[00:09:53.000 --> 00:09:56.000]  在教會的群體裡面能夠得著能力
[00:09:56.000 --> 00:09:57.000]  換言之
[00:09:57.000 --> 00:10:03.000]  保羅要提摩泰在群體裡面經歷恩典
[00:10:03.000 --> 00:10:04.000]  而得著能力
[00:10:04.000 --> 00:10:05.000]  「強壯」起來
[00:10:05.000 --> 00:10:07.000]  這樣聽的時候
[00:10:07.000 --> 00:10:10.000]  原來有一件更加有趣的事情發生
[00:10:10.000 --> 00:10:12.000]  有趣的是什麼呢?
[00:10:12.000 --> 00:10:17.000]  保羅叫提摩泰在教會的群體裡面得到力量
[00:10:17.000 --> 00:10:20.000]  但大家記得保羅的處境嗎?
[00:10:20.000 --> 00:10:25.000]  他正正就是被一群信仰的群體裡面經歷被拋棄
[00:10:25.000 --> 00:10:28.000]  但他此刻對提摩泰的叮囑
[00:10:28.000 --> 00:10:31.000]  卻是要他留守在這個群體裡面
[00:10:31.000 --> 00:10:33.000]  繼續建立這個群體
[00:10:33.000 --> 00:10:37.000]  依靠這個群體所經歷的來「剛強」起來
[00:10:37.000 --> 00:10:38.000]  即是怎樣呢?
[00:10:38.000 --> 00:10:40.000]  如果他跳回剛才吃飯的比喻
[00:10:40.000 --> 00:10:41.000]  即是說
[00:10:41.000 --> 00:10:45.000]  如果保羅要提摩泰吃飽才去打球
[00:10:45.000 --> 00:10:47.000]  這樣這頓飯不容易吃
[00:10:47.000 --> 00:10:49.000]  我要靠這個群體
[00:10:49.000 --> 00:10:51.000]  但這個群體裡面的人是
[00:10:51.000 --> 00:10:55.000]  你以為叫你吃的東西全部都是好東西
[00:10:55.000 --> 00:10:58.000]  你喜歡吃的東西原來不是
[00:10:58.000 --> 00:11:01.000]  有營養的東西通常都是難吃的
[00:11:01.000 --> 00:11:03.000]  同樣在信仰群體裡面
[00:11:03.000 --> 00:11:05.000]  原來不是每個都是你喜歡的
[00:11:05.000 --> 00:11:07.000]  每個都是相親相愛的
[00:11:07.000 --> 00:11:10.000]  但你仍然要持守在這裡
[00:11:10.000 --> 00:11:13.000]  因為在這裡你能夠經歷神的恩典
[00:11:13.000 --> 00:11:15.000]  你得力的來源
[00:11:15.000 --> 00:11:20.000]  這樣看原來這個「剛強」並不是那麼容易
[00:11:20.000 --> 00:11:21.000]  我就會問
[00:11:21.000 --> 00:11:25.000]  我這麼辛苦剛強起來要做什麼呢?
[00:11:25.000 --> 00:11:27.000]  後面第二節這樣說
[00:11:27.000 --> 00:11:29.000]  進入第二節
[00:11:29.000 --> 00:11:31.000]  他說你要在很多的見證人面前
[00:11:31.000 --> 00:11:33.000]  聽見我所教導的
[00:11:33.000 --> 00:11:39.000]  亦都要教託吸那中心而能教導別人的人
[00:11:39.000 --> 00:11:40.000]  剛強得力
[00:11:40.000 --> 00:11:41.000]  為了什麼你有力了
[00:11:41.000 --> 00:11:42.000]  那做什麼呢?
[00:11:42.000 --> 00:11:44.000]  為了要教託
[00:11:44.000 --> 00:11:48.000]  強壯起來是為了要將真理和福音交託出去
[00:11:48.000 --> 00:11:54.000]  交託這個字其實在提摩太后書的第一章已經出現過兩次
[00:11:54.000 --> 00:11:57.000]  其中第一章第十二節這樣說
[00:11:57.000 --> 00:11:59.000]  他說為了這個會緣故
[00:11:59.000 --> 00:12:00.000]  我都受了這些苦
[00:12:00.000 --> 00:12:03.000]  然而我不以屈意為恥
[00:12:03.000 --> 00:12:05.000]  因為我知道我所信的是誰
[00:12:05.000 --> 00:12:09.000]  亦都深信他能夠保存他想教託我的直到那一天
[00:12:09.000 --> 00:12:10.000]  這裡說的是
[00:12:10.000 --> 00:12:14.000]  保羅其實表示福音是耶穌基督交託給他的
[00:12:14.000 --> 00:12:16.000]  即是他說交託的字
[00:12:16.000 --> 00:12:19.000]  他現在就說你將我聽見的又交託出去
[00:12:19.000 --> 00:12:20.000]  那是什麼呢?
[00:12:20.000 --> 00:12:21.000]  原來呢?
[00:12:21.000 --> 00:12:23.000]  繼續看下去第二節的時候
[00:12:23.000 --> 00:12:24.000]  我們會看到
[00:12:24.000 --> 00:12:26.000]  很多見證人這個字
[00:12:26.000 --> 00:12:28.000]  他這句說話是說
[00:12:28.000 --> 00:12:29.000]  很多的見證人
[00:12:29.000 --> 00:12:32.000]  原來這是一個法律上的用詞
[00:12:32.000 --> 00:12:33.000]  意思即是說
[00:12:33.000 --> 00:12:36.000]  保羅教導給提摩太的福音
[00:12:36.000 --> 00:12:40.000]  是有很多的見證人可以證明他的真確性
[00:12:40.000 --> 00:12:41.000]  保羅這樣的描述
[00:12:41.000 --> 00:12:44.000]  是因為提摩太所在的以佛所教會
[00:12:44.000 --> 00:12:46.000]  其實是有很多的異端
[00:12:46.000 --> 00:12:48.000]  有的假的學說
[00:12:48.000 --> 00:12:51.000]  有的假的教師去講一些假的學說
[00:12:51.000 --> 00:12:54.000]  保羅在這裡再次給提摩太一個肯定
[00:12:54.000 --> 00:12:58.000]  要明白保羅所傳遞給提摩太的福音
[00:12:58.000 --> 00:12:59.000]  其實是真理
[00:12:59.000 --> 00:13:01.000]  你可以大膽地這樣說出去
[00:13:01.000 --> 00:13:03.000]  並且你可以將這件事
[00:13:03.000 --> 00:13:06.000]  真理交給別人
[00:13:06.000 --> 00:13:09.000]  並且這裡第二節所提的是
[00:13:09.000 --> 00:13:11.000]  要交託的不只是
[00:13:11.000 --> 00:13:14.000]  你要交託真理的福音的內容傳出去
[00:13:14.000 --> 00:13:16.000]  要交託的更加是
[00:13:16.000 --> 00:13:20.000]  將福音真理不斷地傳遞下去的動力
[00:13:20.000 --> 00:13:23.000]  因為這裡說的是
[00:13:23.000 --> 00:13:24.000]  我教導你
[00:13:24.000 --> 00:13:27.000]  你要教導給可以教導別人
[00:13:27.000 --> 00:13:30.000]  其實這句後面的說話很複雜
[00:13:30.000 --> 00:13:35.000]  我教導你你要教導給可以教導別人的
[00:13:35.000 --> 00:13:39.000]  單單是這句話已經好像出現了四代一樣
[00:13:39.000 --> 00:13:40.000]  在哪裡呢
[00:13:40.000 --> 00:13:46.000]  他就說保羅教提摩太教教導人的人
[00:13:46.000 --> 00:13:48.000]  再教被教導的人
[00:13:48.000 --> 00:13:50.000]  還未計算剛才所說的
[00:13:50.000 --> 00:13:52.000]  其實是耶穌給保羅的
[00:13:52.000 --> 00:13:55.000]  被教導的人其實也要成為教導人的人
[00:13:55.000 --> 00:13:57.000]  不斷地循環
[00:13:57.000 --> 00:14:00.000]  保羅指出的是福音和真理
[00:14:00.000 --> 00:14:02.000]  在信仰的群體裏面
[00:14:02.000 --> 00:14:04.000]  其實應該是流動的
[00:14:04.000 --> 00:14:06.000]  而不是停止的
[00:14:06.000 --> 00:14:08.000]  領導妹再聽清楚這句說話
[00:14:08.000 --> 00:14:11.000]  保羅指出的是福音和真理
[00:14:11.000 --> 00:14:13.000]  你聽過的真理你聽過的教導
[00:14:13.000 --> 00:14:15.000]  在信仰的群體裏面
[00:14:15.000 --> 00:14:17.000]  應該是流動的
[00:14:17.000 --> 00:14:18.000]  應該是動的
[00:14:18.000 --> 00:14:20.000]  而不是停止的
[00:14:20.000 --> 00:14:23.000]  保羅吩咐提摩太要堅強的
[00:14:23.000 --> 00:14:26.000]  持續的這樣的教導
[00:14:26.000 --> 00:14:28.000]  這個傳遞是不斷地延續的
[00:14:28.000 --> 00:14:30.000]  是不可以停的
[00:14:30.000 --> 00:14:31.000]  好像即是什麼
[00:14:31.000 --> 00:14:33.000]  我現在給你一個電話
[00:14:33.000 --> 00:14:34.000]  我叫你傳出去
[00:14:34.000 --> 00:14:36.000]  傳給馬克思
[00:14:36.000 --> 00:14:38.000]  我叫你傳出去
[00:14:38.000 --> 00:14:39.000]  到壽臣那裏
[00:14:39.000 --> 00:14:41.000]  他突然間把手機放在那裏
[00:14:41.000 --> 00:14:42.000]  這樣呢
[00:14:42.000 --> 00:14:43.000]  就會停在那裏
[00:14:43.000 --> 00:14:45.000]  就傳不下去了
[00:14:45.000 --> 00:14:46.000]  又好像這樣
[00:14:46.000 --> 00:14:48.000]  又好像玩骨牌一樣
[00:14:48.000 --> 00:14:55.000]  然後到你那裏你停在那裏你不動你不傳
[00:14:55.000 --> 00:14:56.000]  那就玩不了的了
[00:14:56.000 --> 00:14:58.000]  就是搞不定的了
[00:14:58.000 --> 00:14:59.000]  又好像
[00:14:59.000 --> 00:15:00.000]  不要看動的了
[00:15:00.000 --> 00:15:02.000]  看旁邊的那個了
[00:15:02.000 --> 00:15:03.000]  又好像
[00:15:03.000 --> 00:15:06.000]  血液在身體裏面這樣
[00:15:06.000 --> 00:15:09.000]  如果血液不能夠流動
[00:15:09.000 --> 00:15:12.000]  就是這裏的血管裏面那些是脂肪
[00:15:12.000 --> 00:15:14.000]  它頂住了塞了不動的時候
[00:15:14.000 --> 00:15:16.000]  那就是中風
[00:15:16.000 --> 00:15:17.000]  就是爆血管
[00:15:17.000 --> 00:15:20.000]  全身就不能夠再運作了
[00:15:20.000 --> 00:15:22.000]  丁姐妹
[00:15:22.000 --> 00:15:23.000]  這裏呢
[00:15:23.000 --> 00:15:24.000]  它是這樣的
[00:15:24.000 --> 00:15:26.000]  揭力去傳福音的
[00:15:26.000 --> 00:15:28.000]  建立教會的保羅
[00:15:28.000 --> 00:15:30.000]  我們去說了這番說話
[00:15:30.000 --> 00:15:31.000]  當然了
[00:15:31.000 --> 00:15:32.000]  其實我們知道
[00:15:32.000 --> 00:15:33.000]  揭力去傳福音
[00:15:33.000 --> 00:15:35.000]  建立教會的其實是耶穌
[00:15:35.000 --> 00:15:38.000]  保羅在此刻他面對
[00:15:38.000 --> 00:15:41.000]  他所教導的信徒群體離去的時候
[00:15:41.000 --> 00:15:45.000]  祝賦他的徒弟要剛強
[00:15:45.000 --> 00:15:51.000]  就算他日他都是面對同樣被人離棄的處境的時候
[00:15:51.000 --> 00:15:54.000]  你都仍然要堅持守在這個群體裏面
[00:15:54.000 --> 00:15:58.000]  並且將福音和教導傳開去
[00:15:58.000 --> 00:16:01.000]  接到真理然後能夠去傳遞
[00:16:01.000 --> 00:16:05.000]  是保羅對提摩泰一個語重心長的祝福
[00:16:05.000 --> 00:16:06.000]  同樣的 丁姐妹
[00:16:06.000 --> 00:16:09.000]  當我們看到保羅這個教訓的時候
[00:16:09.000 --> 00:16:12.000]  我想我們都可以問自己
[00:16:12.000 --> 00:16:17.000]  福音和真理在這個群體裏面應該是流動的
[00:16:17.000 --> 00:16:19.000]  那你呢
[00:16:19.000 --> 00:16:22.000]  當你接到福音
[00:16:22.000 --> 00:16:24.000]  當你經歷到耶穌基督的愛
[00:16:24.000 --> 00:16:28.000]  當你在這個群體裏面經歷到好的東西的時候
[00:16:28.000 --> 00:16:30.000]  你有沒有傳出去呢
[00:16:30.000 --> 00:16:32.000]  當我們接到的時候
[00:16:32.000 --> 00:16:34.000]  其實我們應該要傳遞出去的
[00:16:34.000 --> 00:16:36.000]  那你是一個什麼樣的角色呢
[00:16:36.000 --> 00:16:39.000]  當你經歷過神的幫助
[00:16:39.000 --> 00:16:42.000]  當你經歷福音的好處在你身上的時候
[00:16:42.000 --> 00:16:45.000]  你有沒有帶去就算了呢
[00:16:45.000 --> 00:16:49.000]  你是不是那一塊死都不肯掉進去的骨牌呢
[00:16:49.000 --> 00:16:52.000]  丁姐妹 這個是我們今天可以思考的第一點
[00:16:52.000 --> 00:16:53.000]  進入第二點
[00:16:53.000 --> 00:16:57.000]  第二點 我給他的題目叫做《使命之下能夠忍耐》
[00:16:57.000 --> 00:17:00.000]  經文在第三至第六節
[00:17:00.000 --> 00:17:04.000]  在這段裏面 保羅很直接地去表達他的吩咐
[00:17:04.000 --> 00:17:07.000]  這個吩咐的字就是「同壽苦難」
[00:17:07.000 --> 00:17:10.000]  保羅要提摩泰 我們一起去受苦難
