
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹,新年快樂
[00:01:15.000 --> 00:01:16.000]  留在家裡
[00:01:16.000 --> 00:01:19.000]  所以都鼓勵大家一起去探索一下
[00:01:19.000 --> 00:01:20.000]  繼續在新的一年
[00:01:20.000 --> 00:01:23.000]  你又想在信仰上面有什麼不同呢
[00:01:23.000 --> 00:01:25.000]  都鼓勵大家去試試
[00:01:25.000 --> 00:01:27.000]  今天我去分享信息
[00:01:27.000 --> 00:01:29.000]  新的一年又想帶些什麼
[00:01:29.000 --> 00:01:31.000]  上帝的話語給大家呢
[00:01:31.000 --> 00:01:34.000]  我猜2020年
[00:01:34.000 --> 00:01:36.000]  就好像剛才阿君這樣說
[00:01:36.000 --> 00:01:37.000]  對於你和我來說
[00:01:37.000 --> 00:01:40.000]  其實都是一個充滿著挑戰
[00:01:40.000 --> 00:01:42.000]  充滿著很多困難的一年
[00:01:42.000 --> 00:01:45.000]  我想疫情讓我們體會
[00:01:45.000 --> 00:01:48.000]  實體聚會隨時都可能會被暫停的
[00:01:48.000 --> 00:01:49.000]  人與人的距離
[00:01:49.000 --> 00:01:52.000]  可以無緣無故好像越來越拉遠了
[00:01:52.000 --> 00:01:57.000]  關係好像多了一層一層的隔膜
[00:01:57.000 --> 00:01:58.000]  好像我現在這樣
[00:01:58.000 --> 00:01:59.000]  我都只能隔著屏幕
[00:01:59.000 --> 00:02:02.000]  我都不能夠實體地見到大家
[00:02:02.000 --> 00:02:05.000]  再加上好像社會的環境
[00:02:05.000 --> 00:02:07.000]  很急速地去轉變
[00:02:07.000 --> 00:02:09.000]  彷彿帶給我們很多不同新的挑戰
[00:02:09.000 --> 00:02:12.000]  究竟要怎樣去面對前面的路
[00:02:12.000 --> 00:02:15.000]  當我們走進2021年
[00:02:15.000 --> 00:02:18.000]  我們仍然好像前面
[00:02:18.000 --> 00:02:20.000]  仍然有很多不同的困難和挑戰
[00:02:20.000 --> 00:02:22.000]  即使我們實體聚會
[00:02:22.000 --> 00:02:25.000]  我們都未能夠很快地恢復到
[00:02:25.000 --> 00:02:27.000]  作為基督徒
[00:02:27.000 --> 00:02:29.000]  我們都進入2021年的時候
[00:02:29.000 --> 00:02:30.000]  都會問一個問題
[00:02:30.000 --> 00:02:33.000]  究竟我們怎樣面對這個新挑戰
[00:02:33.000 --> 00:02:35.000]  《聖兆報》今年的主題
[00:02:35.000 --> 00:02:36.000]  大家都記得的話
[00:02:36.000 --> 00:02:38.000]  就是Shining Oikos Be the Light
[00:02:38.000 --> 00:02:41.000]  但是1月我們會圍繞著一個新的主題
[00:02:41.000 --> 00:02:43.000]  去講不同的道
[00:02:43.000 --> 00:02:45.000]  而今個月我們主要圍繞著
[00:02:45.000 --> 00:02:48.000]  成為耶穌的見證人這個主題
[00:02:48.000 --> 00:02:50.000]  去分享不同的信息
[00:02:50.000 --> 00:02:52.000]  今天很想跟大家
[00:02:52.000 --> 00:02:53.000]  在新的一年
[00:02:53.000 --> 00:02:56.000]  跟大家分享一個新的命令
[00:02:56.000 --> 00:02:59.000]  或者對於大家都很耳熟能詳
[00:02:59.000 --> 00:03:01.000]  今天我們會分享
[00:03:01.000 --> 00:03:04.000]  《約翰福音》13章的經文
[00:03:04.000 --> 00:03:08.000]  耶穌當時同樣給門徒一個新的命令
[00:03:08.000 --> 00:03:10.000]  不過雖然這個新的命令
[00:03:10.000 --> 00:03:12.000]  都是很耳熟能詳
[00:03:12.000 --> 00:03:15.000]  但是對於二千多年之後的我們
[00:03:15.000 --> 00:03:17.000]  其實有什麼新的啟發呢
[00:03:17.000 --> 00:03:20.000]  很想跟大家一起去看這段經文
[00:03:20.000 --> 00:03:22.000]  經文是來自13章幾節
[00:03:22.000 --> 00:03:25.000]  就是33至35節
[00:03:25.000 --> 00:03:27.000]  大家都可以跟著我一起讀
[00:03:27.000 --> 00:03:29.000]  去看這段經文說什麼
[00:03:29.000 --> 00:03:30.000]  經文是這樣說的
[00:03:30.000 --> 00:03:31.000]  它說
[00:03:31.000 --> 00:03:35.000]  小子們,我患有不多的時候與你們同在
[00:03:35.000 --> 00:03:37.000]  後來你們要找我
[00:03:37.000 --> 00:03:40.000]  但我所去的地方你們不能到
[00:03:40.000 --> 00:03:43.000]  則我曾對猶太人說過
[00:03:43.000 --> 00:03:46.000]  如今也照樣對你們說
[00:03:46.000 --> 00:03:49.000]  我賜給你們一條新命令
[00:03:49.000 --> 00:03:51.000]  乃是叫你們彼此相愛
[00:03:51.000 --> 00:03:52.000]  我怎樣愛你們
[00:03:52.000 --> 00:03:55.000]  你們也要怎樣相愛
[00:03:55.000 --> 00:03:57.000]  你們若有彼此相愛的心
[00:03:57.000 --> 00:04:01.000]  眾人因此就認出你們是我的門徒了
[00:04:01.000 --> 00:04:05.000]  頂著我一起有禱告的時間
[00:04:05.000 --> 00:04:06.000]  最後帶領我們
[00:04:06.000 --> 00:04:08.000]  今天我們在新的開始
[00:04:08.000 --> 00:04:10.000]  同樣我們都用你的話語
[00:04:10.000 --> 00:04:13.000]  去成為我們彼此的提醒
[00:04:13.000 --> 00:04:14.000]  我們在你的話語裡面
[00:04:14.000 --> 00:04:17.000]  同樣讓我們能夠更新我們的生命
[00:04:17.000 --> 00:04:19.000]  同樣由我們在新一年開始的時候
[00:04:19.000 --> 00:04:21.000]  同樣都有一個新的立志
[00:04:21.000 --> 00:04:23.000]  祝願你去引領我們
[00:04:23.000 --> 00:04:24.000]  與我們同在
[00:04:24.000 --> 00:04:25.000]  讓我們在經文裡面
[00:04:25.000 --> 00:04:27.000]  看到在你裡面的良光
[00:04:27.000 --> 00:04:29.000]  感謝你,奉轉名求
[00:04:29.000 --> 00:04:30.000]  阿門
[00:04:30.000 --> 00:04:33.000]  我們先看一看這段經文的背景
[00:04:33.000 --> 00:04:37.000]  之後再進入幾節的經文
[00:04:37.000 --> 00:04:39.000]  其實十三章說的是什麼呢
[00:04:39.000 --> 00:04:41.000]  十三章一開始
[00:04:41.000 --> 00:04:44.000]  說的是耶穌去為門徒洗腳
[00:04:44.000 --> 00:04:48.000]  之後發生了猶大出賣耶穌這件事
[00:04:48.000 --> 00:04:50.000]  之後轉眼間就已經去到
[00:04:50.000 --> 00:04:53.000]  第三十一到第三十二節的經文
[00:04:53.000 --> 00:04:54.000]  很特別
[00:04:54.000 --> 00:04:56.000]  這兩節的經文
[00:04:56.000 --> 00:04:59.000]  它出現了四次榮耀這個字
[00:04:59.000 --> 00:05:04.000]  這幾次出現榮耀這個字
[00:05:04.000 --> 00:05:08.000]  其實都是形容上帝與耶穌的關係
[00:05:08.000 --> 00:05:09.000]  它這樣說
[00:05:09.000 --> 00:05:11.000]  頭兩次它說
[00:05:11.000 --> 00:05:13.000]  如今人子得了榮耀
[00:05:13.000 --> 00:05:16.000]  神在人子身上也得了榮耀
[00:05:16.000 --> 00:05:17.000]  其實這裡說的是什麼呢
[00:05:17.000 --> 00:05:21.000]  其實是說上帝去猜他的獨生子耶穌
[00:05:21.000 --> 00:05:23.000]  他來到世上
[00:05:23.000 --> 00:05:25.000]  他進入人的當中
[00:05:25.000 --> 00:05:27.000]  正正就是藉著耶穌基督
[00:05:27.000 --> 00:05:29.000]  使人能夠體會
[00:05:29.000 --> 00:05:32.000]  上帝不再是一個高高在上的上帝
[00:05:32.000 --> 00:05:35.000]  而是他願意走進人群裡面
[00:05:35.000 --> 00:05:39.000]  住在人中間與人同在的上帝
[00:05:39.000 --> 00:05:44.000]  這件事正正是彰顯上帝對人的重視
[00:05:44.000 --> 00:05:48.000]  之後當我們看到後面那兩個的榮耀
[00:05:48.000 --> 00:05:50.000]  第三十二節它說什麼呢
[00:05:50.000 --> 00:05:53.000]  它說神要因自己榮耀人子
[00:05:53.000 --> 00:05:56.000]  並且要快快地榮耀他
[00:05:56.000 --> 00:05:57.000]  很特別
[00:05:57.000 --> 00:05:58.000]  在原文裡面
[00:05:58.000 --> 00:06:00.000]  這兩個的榮耀
[00:06:00.000 --> 00:06:02.000]  Mei Yi這兩個的榮耀
[00:06:02.000 --> 00:06:05.000]  其實都是用一個將來式去說的
[00:06:05.000 --> 00:06:06.000]  正正它想帶出什麼呢
[00:06:06.000 --> 00:06:09.000]  正正在指向接下來要發生的事情
[00:06:09.000 --> 00:06:11.000]  就是耶穌基督要信服
[00:06:11.000 --> 00:06:12.000]  走上十輛路
[00:06:12.000 --> 00:06:14.000]  受苦被釘
[00:06:14.000 --> 00:06:18.000]  然後從死裡復活去榮耀神
[00:06:18.000 --> 00:06:21.000]  進一步彰顯神對人的愛
[00:06:21.000 --> 00:06:23.000]  以及去成就這個救恩
[00:06:23.000 --> 00:06:26.000]  所以其實這裡正正是說原來
[00:06:26.000 --> 00:06:30.000]  耶穌說我接下來會去受死
[00:06:30.000 --> 00:06:31.000]  會去受苦
[00:06:31.000 --> 00:06:35.000]  而快快這個字其實正正都在代表
[00:06:35.000 --> 00:06:37.000]  我接下來要這樣做了
[00:06:37.000 --> 00:06:40.000]  更加帶出接下來他所說的東西
[00:06:40.000 --> 00:06:41.000]  是多麼的迫切性
[00:06:41.000 --> 00:06:43.000]  和多麼重要
[00:06:43.000 --> 00:06:47.000]  不過我們進入到今天我們看的三節經文
[00:06:47.000 --> 00:06:48.000]  第三十三節
[00:06:48.000 --> 00:06:50.000]  一開始耶穌去稱呼
[00:06:50.000 --> 00:06:52.000]  跟他說的對象
[00:06:52.000 --> 00:06:54.000]  就是那幫門徒的稱呼小子們
[00:06:54.000 --> 00:06:56.000]  這個稱呼是很特別的
[00:06:56.000 --> 00:07:00.000]  因為通常當時用這個稱呼去形容什麼人呢
[00:07:00.000 --> 00:07:03.000]  原來通常是形容一些他很重視
[00:07:03.000 --> 00:07:05.000]  很親密的一些關係的人
[00:07:05.000 --> 00:07:08.000]  例如好像師父和徒弟的關係
[00:07:08.000 --> 00:07:10.000]  耶穌這樣說
[00:07:10.000 --> 00:07:13.000]  在第三十三節他這樣說
[00:07:13.000 --> 00:07:16.000]  他說我還有不多的時候與你們同在
[00:07:16.000 --> 00:07:18.000]  後來你們要找我
[00:07:18.000 --> 00:07:22.000]  但我想去的地方你們不能到
[00:07:22.000 --> 00:07:24.000]  則我曾對猶太人說過
[00:07:24.000 --> 00:07:27.000]  如今也照樣對你們說
[00:07:27.000 --> 00:07:30.000]  其實這節的經文正正就是
[00:07:30.000 --> 00:07:34.000]  回顧剛才我們看的背景兩節的經文
[00:07:34.000 --> 00:07:37.000]  耶穌預言他將會走上十格路
[00:07:37.000 --> 00:07:39.000]  會離開門徒而去
[00:07:39.000 --> 00:07:41.000]  但特別的地方是
[00:07:41.000 --> 00:07:43.000]  當他講這一節的經文的時候
[00:07:43.000 --> 00:07:45.000]  他無緣無故加了一句說話
[00:07:45.000 --> 00:07:50.000]  他說這些說話他曾經跟猶太人說過
[00:07:50.000 --> 00:07:53.000]  究竟我們會問的一個問題就是
[00:07:53.000 --> 00:07:55.000]  究竟為什麼發生什麼事
[00:07:55.000 --> 00:08:00.000]  為什麼無緣無故彈猶太人這一句說話出來呢
[00:08:00.000 --> 00:08:04.000]  當我們看回經文到第十二章的時候
[00:08:04.000 --> 00:08:09.000]  我們就會發現其實耶穌很多次都跟猶太人說
[00:08:09.000 --> 00:08:12.000]  他即是未來沒有機會與他們同在
[00:08:12.000 --> 00:08:14.000]  未來他會受苦的
[00:08:14.000 --> 00:08:16.000]  會被釘十格
[00:08:16.000 --> 00:08:17.000]  更加重要的是
[00:08:17.000 --> 00:08:19.000]  當我們看這段經文的時候
[00:08:19.000 --> 00:08:23.000]  你會看到他在他們面前行了很多的神蹟
[00:08:23.000 --> 00:08:27.000]  但是猶太人仍然不信他
[00:08:27.000 --> 00:08:33.000]  所以耶穌很希望在臨別之前
[00:08:33.000 --> 00:08:35.000]  在他走上十格路之前
[00:08:35.000 --> 00:08:38.000]  親自對他那一班很重視的小子們
[00:08:38.000 --> 00:08:40.000]  那一班的門徒去說
[00:08:40.000 --> 00:08:47.000]  我現在要跟你說臨別最後最後最重要的宗局
[00:08:47.000 --> 00:08:49.000]  情況就好像怎樣呢
[00:08:49.000 --> 00:08:52.000]  情況就好像大家看武俠小說
[00:08:52.000 --> 00:08:56.000]  一個師父臨終之前將門派的獨門秘笈
[00:08:56.000 --> 00:08:58.000]  傳授給他的徒弟
[00:08:58.000 --> 00:09:02.000]  希望這班徒弟都能夠將獨門秘笈然後學會了
[00:09:02.000 --> 00:09:05.000]  繼續傳承下去
[00:09:05.000 --> 00:09:08.000]  耶穌很想讓這個新的命令
[00:09:08.000 --> 00:09:10.000]  成為這個獨門秘笈
[00:09:10.000 --> 00:09:12.000]  很重要的很迫切性的
[00:09:12.000 --> 00:09:15.000]  要去告訴那一班門徒
[00:09:15.000 --> 00:09:19.000]  當你進入到第34節的經文
[00:09:19.000 --> 00:09:21.000]  耶穌說了一件事
[00:09:21.000 --> 00:09:23.000]  我賜給你們一條新命令
[00:09:23.000 --> 00:09:26.000]  乃是要叫你們彼此相愛
[00:09:26.000 --> 00:09:27.000]  我怎樣愛你們
[00:09:27.000 --> 00:09:30.000]  你們也要怎樣相愛
[00:09:30.000 --> 00:09:35.000]  命令我們英文通常看的都會解作是commandment
[00:09:35.000 --> 00:09:38.000]  也就是說門徒這個群體
[00:09:38.000 --> 00:09:40.000]  當聽到耶穌這樣說的時候
[00:09:40.000 --> 00:09:44.000]  其實他有責任要去履行這一條命令
[00:09:44.000 --> 00:09:49.000]  而這個群體也是每一個人都要有份去完成
[00:09:49.000 --> 00:09:51.000]  和去commit這一條命令
[00:09:51.000 --> 00:09:55.000]  也就是說耶穌所說的這條命令
[00:09:55.000 --> 00:10:01.000]  正正都是門徒群體一個很重要很重要的元素
[00:10:01.000 --> 00:10:04.000]  說到彼此相愛
[00:10:04.000 --> 00:10:06.000]  我估計對於我和你都不太陌生
[00:10:06.000 --> 00:10:08.000]  對於當時的猶太人來說
[00:10:08.000 --> 00:10:10.000]  其實更加不陌生
[00:10:10.000 --> 00:10:11.000]  因為在舊約裡面
[00:10:11.000 --> 00:10:15.000]  當我們看到《生命記》的六章4至5節
[00:10:15.000 --> 00:10:21.000]  他那裡也說人是要盡心盡性盡力去愛主你的神
[00:10:21.000 --> 00:10:24.000]  這個正正是說到一個猶太人
[00:10:24.000 --> 00:10:28.000]  他當時要去對上帝應該有一個什麼態度
[00:10:28.000 --> 00:10:35.000]  而同時當時的猶太人去看《利未記》的十九章十八節的時候
[00:10:35.000 --> 00:10:38.000]  也有說到原來他們對於其他人來說
[00:10:38.000 --> 00:10:40.000]  他都要愛人如己
[00:10:40.000 --> 00:10:43.000]  所以對於猶太人來說
[00:10:43.000 --> 00:10:45.000]  對於當時的門徒來說
[00:10:45.000 --> 00:10:50.000]  其實彼此相愛這些愛人如己這些並不是一些新的命令
[00:10:50.000 --> 00:10:52.000]  我們會問一個問題
[00:10:52.000 --> 00:10:55.000]  為什麼耶穌在這裡說一定是一個新的命令呢?
[00:10:55.000 --> 00:10:59.000]  為什麼不可以remind一個命令呢?
[00:10:59.000 --> 00:11:03.000]  其實這段經文最重要的部分
[00:11:03.000 --> 00:11:05.000]  是在後半部分
[00:11:05.000 --> 00:11:07.000]  就是分號後面那句說話
[00:11:07.000 --> 00:11:08.000]  他在那裡說
[00:11:08.000 --> 00:11:10.000]  我怎樣愛你們
[00:11:10.000 --> 00:11:12.000]  你們也要怎樣相愛
[00:11:12.000 --> 00:11:15.000]  所以耶穌在這裡說
[00:11:15.000 --> 00:11:18.000]  彼此相愛一個根深的標準
[00:11:18.000 --> 00:11:23.000]  就是要以耶穌基督的愛作為榜樣和中心
[00:11:23.000 --> 00:11:25.000]  我們會問
[00:11:25.000 --> 00:11:26.000]  那是什麼意思呢?
[00:11:26.000 --> 00:11:28.000]  我們經常都聽到
[00:11:28.000 --> 00:11:33.000]  怎麼會知道耶穌基督的愛成為我們的標準和中心呢?
[00:11:33.000 --> 00:11:36.000]  當我們回顧剛才的背景
[00:11:36.000 --> 00:11:40.000]  回到第十三章一開始的時候
[00:11:40.000 --> 00:11:43.000]  我們會看到或者大家有聖經的時候
[00:11:43.000 --> 00:11:44.000]  我們會看到的就是
[00:11:44.000 --> 00:11:48.000]  當時記載著耶穌為門徒洗腳的事件
[00:11:48.000 --> 00:11:50.000]  在第十五節
[00:11:50.000 --> 00:11:52.000]  十三章的十五節是這麼說的
[00:11:52.000 --> 00:11:53.000]  他說
[00:11:53.000 --> 00:11:55.000]  我給你們作了榜樣
[00:11:55.000 --> 00:11:59.000]  叫你們照著我向你們所做的去做
[00:11:59.000 --> 00:12:03.000]  這句話正正帶出當時耶穌去洗腳的重點
[00:12:03.000 --> 00:12:05.000]  也是在說
[00:12:05.000 --> 00:12:09.000]  你們門徒彼此相愛應有的態度是這樣
[00:12:09.000 --> 00:12:14.000]  洗腳相信大家都很清楚和了解背後的意思
[00:12:14.000 --> 00:12:17.000]  就是要有一個謙卑偉生的態度
[00:12:17.000 --> 00:12:20.000]  要有一個為他者的態度
[00:12:20.000 --> 00:12:24.000]  不過耶穌基督所展示的愛
[00:12:24.000 --> 00:12:27.000]  不單單只是在洗腳的裡面
[00:12:27.000 --> 00:12:31.000]  當我們回顧三十一、三十二節
[00:12:31.000 --> 00:12:33.000]  甚至之前他所說的東西
[00:12:33.000 --> 00:12:34.000]  我們都會知道
[00:12:34.000 --> 00:12:35.000]  耶穌去預言
[00:12:35.000 --> 00:12:39.000]  他將會走上十輛路受苦被釘
[00:12:39.000 --> 00:12:44.000]  這些都正正是耶穌基督為人去彰顯犧牲的愛
[00:12:44.000 --> 00:12:48.000]  即使那幫猶太人怎樣對他有拒絕
[00:12:48.000 --> 00:12:51.000]  但是他仍然願意為他們而死
[00:12:51.000 --> 00:12:58.000]  所以犧牲同樣都是耶穌為門徒所留下的榜樣
[00:12:58.000 --> 00:13:00.000]  也都是要告訴他們
[00:13:00.000 --> 00:13:03.000]  這個都正正是彼此相愛的標準
[00:13:03.000 --> 00:13:05.000]  所以對於門徒來說
[00:13:05.000 --> 00:13:07.000]  彼此相愛的態度
[00:13:07.000 --> 00:13:11.000]  如果要以耶穌基督的愛為中心的話
[00:13:11.000 --> 00:13:15.000]  如果要以耶穌基督為榜樣的話
[00:13:15.000 --> 00:13:19.000]  謙卑、偉生、犧牲的態度和付出
[00:13:19.000 --> 00:13:23.000]  正正就是他們群體所需要
[00:13:23.000 --> 00:13:25.000]  很重要很重要的核心
[00:13:25.000 --> 00:13:29.000]  丁展妹,我們會問
[00:13:29.000 --> 00:13:32.000]  對於二千年之後的我們來說
[00:13:32.000 --> 00:13:35.000]  到底有什麼重要性和關係呢?
[00:13:35.000 --> 00:13:36.000]  我去想的時候
[00:13:36.000 --> 00:13:39.000]  就想起了一幅這樣的圖
[00:13:39.000 --> 00:13:40.000]  就是這樣的
[00:13:40.000 --> 00:13:44.000]  當我們能夠體會自己一個罪人的時候
[00:13:44.000 --> 00:13:46.000]  我們就會發現
[00:13:46.000 --> 00:13:50.000]  當我們去信這個信仰
[00:13:50.000 --> 00:13:54.000]  我們發現耶穌基督為你和我而死
[00:13:54.000 --> 00:13:56.000]  我們就會看完這件事
[00:13:56.000 --> 00:13:58.000]  我是一個何許人呢?
[00:13:58.000 --> 00:14:03.000]  耶穌基督竟然為你和我這個罪人而死
[00:14:03.000 --> 00:14:06.000]  當我越能夠體會
[00:14:06.000 --> 00:14:09.000]  我自己一個罪人的時候
[00:14:09.000 --> 00:14:12.000]  我同時都會體會原來耶穌基督的愛
[00:14:12.000 --> 00:14:14.000]  是多麼大、多麼正
[00:14:14.000 --> 00:14:17.000]  能夠去接納我這個罪人
[00:14:17.000 --> 00:14:18.000]  但同時
[00:14:18.000 --> 00:14:21.000]  當我們越體會耶穌基督的愛
[00:14:21.000 --> 00:14:24.000]  是多麼長闊高深的時候
[00:14:24.000 --> 00:14:27.000]  當我們回到我們的生活
[00:14:27.000 --> 00:14:29.000]  我們更加發現
[00:14:29.000 --> 00:14:32.000]  原來我們有時與別人的相處
[00:14:32.000 --> 00:14:33.000]  與別人的付出
[00:14:33.000 --> 00:14:37.000]  或者我們去愛和被愛的模式
[00:14:37.000 --> 00:14:42.000]  很多時候都是出於條件和自我中心的
[00:14:42.000 --> 00:14:46.000]  這樣就更加去顯明原來我這個人
[00:14:46.000 --> 00:14:48.000]  我去愛和被愛的時候
[00:14:48.000 --> 00:14:50.000]  原來都會有很多的不足
[00:14:50.000 --> 00:14:52.000]  我就更加更深的體會
[00:14:52.000 --> 00:14:55.000]  就是原來我只是一個罪人
[00:14:55.000 --> 00:14:58.000]  不過耶穌在這裡
[00:14:58.000 --> 00:15:02.000]  不是想我們只是停留在這個循環裡面
[00:15:02.000 --> 00:15:05.000]  當我們回到我們的群體相處裡面
[00:15:05.000 --> 00:15:07.000]  正正透過群體的相處
[00:15:07.000 --> 00:15:10.000]  我們越發去分享愛
[00:15:10.000 --> 00:15:14.000]  我們越發去實踐這個謙卑偉新的愛的時候
[00:15:14.000 --> 00:15:16.000]  我們就能夠在群體裡面
[00:15:16.000 --> 00:15:18.000]  能夠一方面
[00:15:18.000 --> 00:15:20.000]  我們可以去回應耶穌基督的愛
[00:15:20.000 --> 00:15:21.000]  另一方面
[00:15:21.000 --> 00:15:23.000]  我們也能夠透過群體的相處
[00:15:23.000 --> 00:15:25.000]  我們更加立體、更加具體
[00:15:25.000 --> 00:15:28.000]  體會到耶穌基督的愛對於我們來說
[00:15:28.000 --> 00:15:31.000]  是一件什麼的回事
[00:15:31.000 --> 00:15:33.000]  所以弟兄姊妹
[00:15:33.000 --> 00:15:35.000]  在我們的群體裡面
[00:15:35.000 --> 00:15:37.000]  在我們清拾的群體裡面
[00:15:37.000 --> 00:15:42.000]  你覺得我們有沒有活現這個謙卑偉新
[00:15:42.000 --> 00:15:45.000]  甚至犧牲的愛和付出呢
[00:15:45.000 --> 00:15:47.000]  有沒有這些元素
[00:15:47.000 --> 00:15:51.000]  這些心態在我們的關係裡面呢
[00:15:51.000 --> 00:15:55.000]  又或者我們能不能夠在這個群體裡面
[00:15:55.000 --> 00:15:58.000]  也能夠體會到耶穌基督的愛呢
[00:15:58.000 --> 00:16:01.000]  我估計過去一年讓我們體會到的是
[00:16:01.000 --> 00:16:04.000]  疫情將人與人的距離拉遠了
[00:16:04.000 --> 00:16:08.000]  令到我們對人的愛、心力都少了
[00:16:08.000 --> 00:16:09.000]  甚至可能有時候
[00:16:09.000 --> 00:16:11.000]  當我們經常躲在家的時候
[00:16:11.000 --> 00:16:13.000]  我們只能夠
[00:16:13.000 --> 00:16:15.000]  甚至都未必是
[00:16:15.000 --> 00:16:17.000]  可能我們一些簡單的問候
[00:16:17.000 --> 00:16:21.000]  和溝通都可能會懶
[00:16:21.000 --> 00:16:23.000]  都不願意去做
[00:16:23.000 --> 00:16:25.000]  弟兄姊妹
[00:16:25.000 --> 00:16:27.000]  我們又願不願意
[00:16:27.000 --> 00:16:29.000]  我們又有沒有這個元素
[00:16:29.000 --> 00:16:31.000]  在我們的群體裡面呢
[00:16:31.000 --> 00:16:34.000]  我最近就聖誕假期
[00:16:34.000 --> 00:16:36.000]  因為疫情出不了街
[00:16:36.000 --> 00:16:39.000]  在家裡通常都會煲劇
[00:16:39.000 --> 00:16:42.000]  我在Netflix看到一套劇集
[00:16:42.000 --> 00:16:43.000]  我也覺得挺有趣
[00:16:43.000 --> 00:16:45.000]  這個劇集叫Sweet Home
[00:16:45.000 --> 00:16:48.000]  故事中講述一棟公寓
[00:16:48.000 --> 00:16:51.000]  突然間被怪物襲擊
[00:16:51.000 --> 00:16:53.000]  而裡面的居民為了保命
[00:16:53.000 --> 00:16:56.000]  就奮力去保衛他們自己的家園
[00:16:56.000 --> 00:16:58.000]  我覺得這套劇集
[00:16:58.000 --> 00:16:59.000]  很特別的是
[00:16:59.000 --> 00:17:01.000]  它講了很多人性不同的東西
[00:17:01.000 --> 00:17:05.000]  而編劇將人的慾望實體化
[00:17:05.000 --> 00:17:07.000]  形容人的慾望
[00:17:07.000 --> 00:17:09.000]  就好像內心的怪獸一樣
[00:17:09.000 --> 00:17:11.000]  只要人妥協
[00:17:11.000 --> 00:17:15.000]  他們就能活在內心的慾望裡面
[00:17:15.000 --> 00:17:16.000]  甚至被它控制
[00:17:16.000 --> 00:17:18.000]  做很多不堪設想的事
[00:17:18.000 --> 00:17:20.000]  就會變成怪獸
[00:17:20.000 --> 00:17:22.000]  但同時它又說
[00:17:22.000 --> 00:17:25.000]  當人的內心能夠被體諒
[00:17:25.000 --> 00:17:28.000]  被明白、被了解的時候
[00:17:28.000 --> 00:17:30.000]  心中的慾望就能夠控制
[00:17:30.000 --> 00:17:34.000]  甚至那些原本會變怪物的人
[00:17:34.000 --> 00:17:36.000]  好像也會有一個使命
[00:17:36.000 --> 00:17:38.000]  去為他者而付出
[00:17:39.000 --> 00:17:41.000]  我看到這套劇集的時候
[00:17:41.000 --> 00:17:43.000]  我忽然想起
[00:17:43.000 --> 00:17:46.000]  其實這個也好像是現今社會的社照
[00:17:46.000 --> 00:17:51.000]  在一個人不畏己天誅地滅的氛圍之下
[00:17:51.000 --> 00:17:55.000]  好像我們本身也已經有這樣的私慾
[00:17:55.000 --> 00:17:57.000]  有這樣的慾望
[00:17:57.000 --> 00:17:58.000]  再加上疫情
[00:17:58.000 --> 00:18:00.000]  令到人與人之間
[00:18:00.000 --> 00:18:02.000]  有很多很多不同的隔膜
[00:18:02.000 --> 00:18:06.000]  也多了很多很多不同的差異
[00:18:06.000 --> 00:18:09.000]  但我猜我們作為基督徒
[00:18:09.000 --> 00:18:12.000]  耶穌基督給我們有這個新的命令
[00:18:12.000 --> 00:18:14.000]  這個命令
