
[00:00:00.000 --> 00:00:04.480]  好 新年快樂 再一次今天是年初五
[00:04:15.240 --> 00:04:17.960]  好像很久沒有見你翻小祖了
[00:04:17.960 --> 00:04:19.800]  答案可能是
[00:04:19.800 --> 00:04:22.360]  其實我最近很經歷神
[00:04:22.360 --> 00:04:23.560]  神在我困難時
[00:04:23.560 --> 00:04:24.960]  大大地幫助我
[00:04:24.960 --> 00:04:26.960]  但是我和小祖吵架了
[00:04:26.960 --> 00:04:29.480]  已經兩個星期沒有回小祖了
[00:04:29.480 --> 00:04:33.720]  當我們嘗試用這些量化的形式
[00:04:33.720 --> 00:04:35.040]  去回答問題的時候
[00:04:35.040 --> 00:04:36.080]  往往發現
[00:04:36.080 --> 00:04:37.880]  那個未必是我們最真實
[00:04:37.880 --> 00:04:40.360]  去反映著我們和神的關係
[00:04:40.360 --> 00:04:41.200]  影子妹
[00:04:41.200 --> 00:04:42.440]  新年流流的時候
[00:04:42.440 --> 00:04:44.240]  今天很想和你一起
[00:04:44.240 --> 00:04:46.440]  從信仰最基本的一個關係
[00:04:46.440 --> 00:04:48.880]  和神的關係的復活開始
[00:04:48.880 --> 00:04:49.560]  透過經文
[00:04:49.560 --> 00:04:51.160]  我們一起思考一件事
[00:04:51.160 --> 00:04:53.960]  究竟我和神的關係是怎樣的呢
[00:04:53.960 --> 00:04:58.480]  我會看的經文是羅馬書第八章第十四至十七節
[00:04:58.480 --> 00:05:00.080]  經文不是很長
[00:05:00.080 --> 00:05:01.440]  我很想在我讀的時候
[00:05:01.440 --> 00:05:02.360]  無論你在家裡
[00:05:02.360 --> 00:05:03.160]  無論你在場
[00:05:03.160 --> 00:05:04.040]  在這裡參與崇拜
[00:05:04.040 --> 00:05:05.080]  我想你一起讀
[00:05:05.080 --> 00:05:06.720]  一起讓聖經的話語
[00:05:06.720 --> 00:05:08.080]  我們一起讀出來
[00:05:08.080 --> 00:05:09.760]  來 我自己擋一二三
[00:05:09.760 --> 00:05:10.880]  由我自己開始
[00:05:10.880 --> 00:05:11.960]  一二三
[00:05:11.960 --> 00:05:19.680]  (音)
[00:05:19.680 --> 00:05:20.960]  認夠害怕
[00:05:20.960 --> 00:05:23.960]  (音)
[00:05:23.960 --> 00:05:26.720]  因此我們呼叫阿爸父
[00:05:26.720 --> 00:05:32.080]  (音)
[00:05:32.080 --> 00:05:34.280]  若是兒女就是後子
[00:05:34.280 --> 00:05:35.880]  就是神的後子
[00:05:35.880 --> 00:05:37.760]  和基督同作後子
[00:05:37.760 --> 00:05:40.400]  如果我們和他一同受苦
[00:05:40.400 --> 00:05:43.520]  只要我們和他一同得榮耀
[00:05:43.520 --> 00:05:44.760]  因此我們一起讀
[00:05:44.760 --> 00:05:45.960]  一起讀
[00:05:45.960 --> 00:05:48.520]  神求你藉你的說話引導我們
[00:05:48.520 --> 00:05:50.400]  幫助我們在今天
[00:05:50.400 --> 00:05:51.480]  在這一刻
[00:05:51.480 --> 00:05:53.400]  去思考和你的關係
[00:05:53.400 --> 00:05:55.120]  神真是很感謝你
[00:05:55.120 --> 00:05:56.920]  一次讓我們有兒女的命運
[00:05:56.920 --> 00:05:59.840]  能夠稱呼你為我們阿爸天父
[00:05:59.840 --> 00:06:00.440]  我們感謝你
[00:06:00.440 --> 00:06:02.600]  我們託告奉主耶穌福祉遇遇及
[00:06:02.600 --> 00:06:03.960]  阿門
[00:06:03.960 --> 00:06:07.440]  先說說羅馬書的經文背景
[00:06:07.440 --> 00:06:11.760]  羅馬書其實是史圖保羅寫給羅馬教會的一封信
[00:06:11.760 --> 00:06:14.120]  信裡面其實有一個很重要的目的
[00:06:14.120 --> 00:06:18.840]  是希望去藉著解釋清楚福音的真諦
[00:06:18.840 --> 00:06:20.720]  去澄清給當地的教會
[00:06:20.720 --> 00:06:21.800]  就是羅馬教會聽
[00:06:21.800 --> 00:06:23.280]  原來羅馬教會裡面
[00:06:23.280 --> 00:06:25.640]  有兩個派種族的人
[00:06:25.640 --> 00:06:26.640]  有猶太人
[00:06:26.640 --> 00:06:27.720]  也有非猶太人
[00:06:27.720 --> 00:06:28.880]  外邦人的基督徒
[00:06:28.880 --> 00:06:31.240]  他們兩者對信仰的誤解
[00:06:31.240 --> 00:06:33.360]  或者對福音的誤解
[00:06:33.360 --> 00:06:34.840]  充滿了一些誤解
[00:06:34.840 --> 00:06:37.600]  保羅很想藉著去解釋福音的真諦
[00:06:37.600 --> 00:06:39.400]  去從而去消除
[00:06:39.400 --> 00:06:41.480]  去解決彼此之間
[00:06:41.480 --> 00:06:44.120]  中間的衝突和紛爭
[00:06:44.120 --> 00:06:48.120]  而今天說的經文是在第八節中間的部分
[00:06:48.120 --> 00:06:50.560]  第八節最主要的主題
[00:06:50.560 --> 00:06:51.720]  我們給它的主題
[00:06:51.720 --> 00:06:54.000]  原來是在說聖靈
[00:06:54.000 --> 00:06:56.880]  福音裡面聖靈的角色是怎樣的工作
[00:06:56.880 --> 00:06:58.120]  是怎樣的
[00:06:58.120 --> 00:06:59.160]  八章的頭一段
[00:06:59.160 --> 00:07:00.800]  我們看的是八章的中段
[00:07:00.800 --> 00:07:02.120]  八章的頭一段
[00:07:02.120 --> 00:07:04.800]  是說人如何去信服於聖靈
[00:07:04.800 --> 00:07:08.440]  讓聖靈內在我們的心裡面
[00:07:08.440 --> 00:07:10.840]  到剛才一起讀經文的時候
[00:07:10.840 --> 00:07:12.600]  可能你也會發覺到
[00:07:12.600 --> 00:07:14.360]  我們今天看的這四節經文
[00:07:14.360 --> 00:07:15.920]  每一節裡面都有提到
[00:07:15.920 --> 00:07:18.720]  神的兒子或者兒女裡面
[00:07:18.720 --> 00:07:21.320]  並且在經文裡面也多次提到
[00:07:21.320 --> 00:07:22.600]  一個特殊的身份
[00:07:22.600 --> 00:07:24.200]  和聖靈的有關
[00:07:24.200 --> 00:07:25.800]  是有關係的
[00:07:25.800 --> 00:07:27.280]  其實這一段正是說
[00:07:27.280 --> 00:07:30.080]  聖靈存在的好處或者結果
[00:07:30.080 --> 00:07:30.960]  讓我們一起去看
[00:07:30.960 --> 00:07:33.400]  原來聖靈內在的第一個結果是什麼
[00:07:33.400 --> 00:07:36.640]  就是原來我們能夠成為神的兒女
[00:07:36.640 --> 00:07:38.000]  我分了兩個分題
[00:07:38.000 --> 00:07:38.840]  第一個分題叫做
[00:07:38.840 --> 00:07:41.040]  「成為高別害怕的兒女」
[00:07:41.040 --> 00:07:43.720]  經文在第十四至十六節
[00:07:43.720 --> 00:07:46.480]  我們先進入第十四節去看
[00:07:46.480 --> 00:07:48.960]  這裡說因為凡被神的靈引導的
[00:07:48.960 --> 00:07:50.880]  都是神的兒子
[00:07:50.880 --> 00:07:54.440]  凡被神的靈引導
[00:07:54.440 --> 00:07:55.760]  有兩個條件
[00:07:55.760 --> 00:07:57.520]  凡成為神的兒子
[00:07:57.520 --> 00:07:58.680]  有兩個條件
[00:07:58.680 --> 00:08:02.120]  一是要有聖靈在
[00:08:02.120 --> 00:08:04.360]  被聖靈引導
[00:08:04.360 --> 00:08:06.720]  第二就是要願意被引導
[00:08:06.720 --> 00:08:08.840]  就能夠成為神的兒子
[00:08:08.840 --> 00:08:10.040]  在這裡很快
[00:08:10.040 --> 00:08:10.960]  在經文裡面
[00:08:10.960 --> 00:08:13.160]  已經出現另外一些驚訝的事情
[00:08:13.160 --> 00:08:14.680]  驚訝的是什麼呢
[00:08:14.680 --> 00:08:22.920]  原來不是所有人都可以是神的兒女
[00:08:22.920 --> 00:08:24.120]  為什麼呢
[00:08:24.120 --> 00:08:26.080]  如果十四節這個意思
[00:08:26.080 --> 00:08:28.920]  如果變成了一個相同的否定句
[00:08:28.920 --> 00:08:30.240]  這句說話會變成什麼呢
[00:08:30.240 --> 00:08:32.600]  就是凡不被聖靈引導的
[00:08:32.600 --> 00:08:34.680]  都不是神的兒子
[00:08:34.680 --> 00:08:35.760]  不被聖靈引導
[00:08:35.760 --> 00:08:36.360]  即是什麼
[00:08:36.360 --> 00:08:37.440]  如果沒有受過聖靈
[00:08:37.440 --> 00:08:38.360]  或者你不願意
[00:08:38.360 --> 00:08:38.840]  有聖靈
[00:08:38.840 --> 00:08:40.920]  但不願意被聖靈引導
[00:08:40.920 --> 00:08:43.480]  你都不是神的兒子
[00:08:43.480 --> 00:08:47.480]  原來不是所有的人
[00:08:47.480 --> 00:08:49.560]  都是神的兒女
[00:08:49.560 --> 00:08:53.160]  這個發現對我的衝擊程度是什麼呢
[00:08:53.160 --> 00:08:54.440]  大概就是看到
[00:08:54.440 --> 00:08:57.360]  我有某一位少女同事
[00:08:57.360 --> 00:08:59.000]  發布了一個IG story
[00:08:59.000 --> 00:09:01.240]  她發布了一個IG story是這樣的
[00:09:01.240 --> 00:09:05.840]  是Edan和她妹妹的親密合照
[00:09:05.840 --> 00:09:11.200]  然後Edan不如說是寵這個妹妹的哥哥
[00:09:11.200 --> 00:09:14.440]  這個少女同事寫了一個感受
[00:09:14.440 --> 00:09:18.080]  她說我從小到大都很想要一個哥哥
[00:09:18.080 --> 00:09:22.360]  我心裡的衝擊大概就等於我看到的經文
[00:09:22.360 --> 00:09:24.360]  心裡的反應就是
[00:09:24.360 --> 00:09:26.360]  有哥哥好嗎
[00:09:26.360 --> 00:09:28.360]  其實我有哥哥都幾十年了
[00:09:28.360 --> 00:09:29.360]  又是這樣
[00:09:29.360 --> 00:09:31.360]  或者也是
[00:09:31.360 --> 00:09:35.360]  或者我都信主了一段長時間
[00:09:35.360 --> 00:09:37.360]  我的朋友、同事、家人
[00:09:37.360 --> 00:09:39.360]  大部分都是信主
[00:09:39.360 --> 00:09:41.360]  所以對於我來說
[00:09:41.360 --> 00:09:45.360]  神的兒女這個身份切配得太習慣
[00:09:45.360 --> 00:09:48.360]  又或者是身在福中不知福
[00:09:48.360 --> 00:09:49.360]  對於做別人的妹妹
[00:09:49.360 --> 00:09:52.360]  或者成為神的兒女
[00:09:52.360 --> 00:09:53.360]  神的女兒
[00:09:53.360 --> 00:09:55.360]  我覺得不足為奇
[00:09:55.360 --> 00:09:57.360]  都沒有什麼值得珍惜
[00:09:57.360 --> 00:09:59.360]  但原來這裡說
[00:09:59.360 --> 00:10:02.360]  並不是所有人都是神的兒女
[00:10:02.360 --> 00:10:03.360]  丁姐妹
[00:10:03.360 --> 00:10:04.360]  想問的是
[00:10:04.360 --> 00:10:05.360]  你呢
[00:10:05.360 --> 00:10:09.360]  你對神的兒女的身份有多看重呢
[00:10:09.360 --> 00:10:13.360]  今天我們就去看和神的這個關係、這個身份
[00:10:13.360 --> 00:10:14.360]  神的兒女的內容
[00:10:14.360 --> 00:10:17.360]  我們去看清楚神的兒女這個內容
[00:10:17.360 --> 00:10:21.360]  以致我們能夠去重拾這個身份的珍貴
[00:10:21.360 --> 00:10:24.360]  第十五、第十六節裡面說到的是
[00:10:24.360 --> 00:10:29.360]  人在盧卜裡面成為兒女的一個過程
[00:10:29.360 --> 00:10:30.360]  是怎樣發生的
[00:10:30.360 --> 00:10:33.360]  要明白這一段經文裡面所說的處境
[00:10:33.360 --> 00:10:35.360]  我們必須要理解一個概念
[00:10:35.360 --> 00:10:38.360]  就是羅馬人對兒子身份的理解
[00:10:38.360 --> 00:10:42.360]  第十五節這裡說到兒子的名份
[00:10:42.360 --> 00:10:48.360]  領養為兒子身份這個字
[00:10:48.360 --> 00:10:51.360]  是領養為兒子或者立為兒子這個字
[00:10:51.360 --> 00:10:55.360]  這個字所領受的是領養為兒子的靈
[00:10:55.360 --> 00:11:03.360]  原來羅馬人是非常認真地去看領養的關係
[00:11:03.360 --> 00:11:05.360]  或者這個兒子的名份
[00:11:05.360 --> 00:11:06.360]  羅馬帝國時代
[00:11:06.360 --> 00:11:08.360]  領養兒子這個字
[00:11:08.360 --> 00:11:10.360]  領養這個terms
[00:11:10.360 --> 00:11:13.360]  跟我們今天去理解的相比其實有很大的差異
[00:11:13.360 --> 00:11:15.360]  當提到領養這個字
[00:11:15.360 --> 00:11:16.360]  你會說
[00:11:16.360 --> 00:11:20.360]  有時候說領養不是親生兒子
[00:11:20.360 --> 00:11:22.360]  就是沒有血緣
[00:11:22.360 --> 00:11:24.360]  就是…
[00:11:24.360 --> 00:11:26.360]  逐一點說一句
[00:11:26.360 --> 00:11:29.360]  怎麼撿回來的?都不是親生兒子
[00:11:29.360 --> 00:11:32.360]  比起親生兒子留著父親的血
[00:11:32.360 --> 00:11:35.360]  親生兒子似乎寶貴很多
[00:11:35.360 --> 00:11:38.360]  父親所有的一切應該是給誰?
[00:11:38.360 --> 00:11:39.360]  應該是給親生兒子
[00:11:39.360 --> 00:11:41.360]  而不是給領養的
[00:11:41.360 --> 00:11:43.360]  領養的沒有血緣
[00:11:43.360 --> 00:11:44.360]  好像是次等的
[00:11:44.360 --> 00:11:45.360]  我們會有這樣的想法
[00:11:45.360 --> 00:11:48.360]  但在羅馬帝國時代並不是這樣的
[00:11:48.360 --> 00:11:51.360]  他們是很看重兒子這個名份
[00:11:51.360 --> 00:11:54.360]  兒子的名份不是一出生
[00:11:54.360 --> 00:11:56.360]  你有血緣自動就有
[00:11:56.360 --> 00:11:58.360]  你一出生就說我是誰誰的兒子
[00:11:58.360 --> 00:12:00.360]  我就是他的兒子
[00:12:00.360 --> 00:12:01.360]  不是的
[00:12:01.360 --> 00:12:04.360]  從原來對當時來說
[00:12:04.360 --> 00:12:07.360]  兒子的名份是由父親來決定的
[00:12:07.360 --> 00:12:08.360]  不是一出生就有
[00:12:08.360 --> 00:12:09.360]  即是說什麼呢?
[00:12:09.360 --> 00:12:11.360]  從父親的血緣裏面
[00:12:11.360 --> 00:12:13.360]  例如一個男人、一個父親
[00:12:13.360 --> 00:12:16.360]  他可以從血緣裏面生很多個兒子
[00:12:16.360 --> 00:12:19.360]  但這些兒子未必一定是他的兒子
[00:12:19.360 --> 00:12:21.360]  這些男子不一定是他的兒子
[00:12:21.360 --> 00:12:24.360]  除非他採取一個很特別的行動
[00:12:24.360 --> 00:12:25.360]  叫做領養
[00:12:25.360 --> 00:12:27.360]  所以就被納為子
[00:12:27.360 --> 00:12:30.360]  領養,納這個人為兒子的時候
[00:12:30.360 --> 00:12:31.360]  他才是兒子
[00:12:31.360 --> 00:12:34.360]  所以若然如果有一個成年的男人
[00:12:34.360 --> 00:12:36.360]  他有一大筆產業
[00:12:36.360 --> 00:12:37.360]  一大筆遺產
[00:12:37.360 --> 00:12:40.360]  他必須要作一個法律上的決定
[00:12:40.360 --> 00:12:42.360]  去指明誰是他的兒子
[00:12:42.360 --> 00:12:45.360]  就是那個遺產的繼承人
[00:12:45.360 --> 00:12:49.360]  這個人選才可以成為他的遺產繼承人
[00:12:49.360 --> 00:12:52.360]  這個人選可以是他親生的兒子
[00:12:52.360 --> 00:12:53.360]  或是不是親生的兒子
[00:12:53.360 --> 00:12:56.360]  就算他有沒有親生兒子
[00:12:56.360 --> 00:12:57.360]  他都可以任選的
[00:12:57.360 --> 00:12:59.360]  無端端可以選你選你
[00:12:59.360 --> 00:13:00.360]  去做他的兒子都可以
[00:13:00.360 --> 00:13:01.360]  他選的
[00:13:01.360 --> 00:13:04.360]  而這個人選有時可以多於一個
[00:13:04.360 --> 00:13:08.360]  如果他被選為兒子的人
[00:13:08.360 --> 00:13:11.360]  他可以去分到父親的財產
[00:13:11.360 --> 00:13:12.360]  這件事對羅馬人來說
[00:13:12.360 --> 00:13:14.360]  是一件非常嚴肅的事
[00:13:14.360 --> 00:13:16.360]  是很重要的一件事
[00:13:16.360 --> 00:13:19.360]  而且這些程序需要經過合法的程序
[00:13:19.360 --> 00:13:22.360]  而且中間必須要有七個見證人
[00:13:22.360 --> 00:13:24.360]  去公開做見證才能夠成立
[00:13:24.360 --> 00:13:26.360]  若果這個男孩不是親生的
[00:13:26.360 --> 00:13:29.360]  是選至去其他家庭
[00:13:29.360 --> 00:13:32.360]  他被領養的孩子
[00:13:32.360 --> 00:13:35.360]  必須要離開他舊的身份
[00:13:35.360 --> 00:13:36.360]  離開他舊的家庭
[00:13:36.360 --> 00:13:39.360]  住在這個新的父親的家
[00:13:39.360 --> 00:13:40.360]  要放棄舊的身份
[00:13:40.360 --> 00:13:44.360]  使用新的身份才能夠達成
[00:13:44.360 --> 00:13:48.360]  而且這個男孩必須要改用父親的姓氏
[00:13:48.360 --> 00:13:49.360]  放棄他舊的一切
[00:13:49.360 --> 00:13:50.360]  這些東西
[00:13:50.360 --> 00:13:54.360]  將他舊原先家庭內的義務和權利都放下
[00:13:54.360 --> 00:13:57.360]  這樣才能夠成立
[00:13:57.360 --> 00:13:58.360]  如果在這個背景之下
[00:13:58.360 --> 00:14:02.360]  再次進入第十五、十六節的經文
[00:14:02.360 --> 00:14:04.360]  我想你會明白多一點
[00:14:04.360 --> 00:14:07.360]  原來保羅在宣佈一件事
[00:14:07.360 --> 00:14:13.360]  神要領養每一個跟從聖靈引導的基督徒
[00:14:13.360 --> 00:14:15.360]  去做領養的手足
[00:14:15.360 --> 00:14:18.360]  神立基督徒為他的子女
[00:14:18.360 --> 00:14:20.360]  做他的兒子
[00:14:20.360 --> 00:14:24.360]  做他的財產、產業的承繼人
[00:14:24.360 --> 00:14:27.360]  這一刻這個程序正式發生
[00:14:27.360 --> 00:14:28.360]  第十五節說
[00:14:28.360 --> 00:14:31.360]  你們所領受的不是盧卜的靈
[00:14:31.360 --> 00:14:32.360]  仍舊害怕
[00:14:32.360 --> 00:14:35.360]  所領受的是兒子命份的靈
[00:14:35.360 --> 00:14:38.360]  人離開原先的家庭
[00:14:38.360 --> 00:14:41.360]  放棄原先的身份
[00:14:41.360 --> 00:14:42.360]  你會問
[00:14:42.360 --> 00:14:47.360]  其實盧卜人在領受神給兒子命份之前
[00:14:47.360 --> 00:14:49.360]  其實原本的家在哪裡呢?
[00:14:49.360 --> 00:14:52.360]  原本的身份在哪裡呢?
[00:14:52.360 --> 00:14:54.360]  是盧卜?那是誰的盧卜呢?
[00:14:54.360 --> 00:14:58.360]  不過只要稍為看前一點的經文
[00:14:58.360 --> 00:15:03.360]  我們不難發現原來原先的家主在哪裡呢?
[00:15:03.360 --> 00:15:05.360]  再看前一點的經文我們會見到
[00:15:05.360 --> 00:15:07.360]  在領養之前
[00:15:07.360 --> 00:15:11.360]  其實我們的靈是肉體
[00:15:11.360 --> 00:15:15.360]  我們的靈是肉體和罪的盧卜
[00:15:15.360 --> 00:15:18.360]  肉體和罪是什麼呢?
[00:15:18.360 --> 00:15:24.360]  肉體原來是指我們身心靈的慾望、需要
[00:15:24.360 --> 00:15:26.360]  我們正在服侍
[00:15:26.360 --> 00:15:28.360]  我們想做什麼
[00:15:28.360 --> 00:15:31.360]  我們身心靈告訴我們有什麼需要
[00:15:31.360 --> 00:15:33.360]  我們便去服侍它
[00:15:33.360 --> 00:15:34.360]  罪又是什麼呢?
[00:15:34.360 --> 00:15:37.360]  罪就是那些不合神心意的價值觀
[00:15:37.360 --> 00:15:38.360]  或者可以這樣說
[00:15:38.360 --> 00:15:42.360]  那些不合神心意的方法去滿足那些慾望
[00:15:42.360 --> 00:15:47.360]  原來我們被奴役在這句罪和肉體之下
[00:15:47.360 --> 00:15:54.360]  我們習慣了用盧卜的心態去服侍我們的身體
[00:15:54.360 --> 00:15:56.360]  我們的感覺、我們的感受
[00:15:56.360 --> 00:15:59.360]  我們習慣了被罪去引誘
[00:15:59.360 --> 00:16:02.360]  用不合神心意的方法去滿足這些慾望
[00:16:02.360 --> 00:16:05.360]  當我們的肉體告訴我們
