
[00:00:00.000 --> 00:00:03.000]  有沒有?沒有的話…
[00:02:26.000 --> 00:02:29.000]  甚至你怎樣做防疫工作都要鬥一頓死的時候
[00:02:29.000 --> 00:02:31.000]  這些不同發生的事情
[00:02:31.000 --> 00:02:34.000]  帶給我們人與人之間有很多的不信
[00:02:34.000 --> 00:02:36.000]  帶給我們很多壓力
[00:02:36.000 --> 00:02:38.000]  甚至我們越來越自私
[00:02:38.000 --> 00:02:41.000]  當我們每一個人
[00:02:41.000 --> 00:02:43.000]  面對這些不同的事情的時候
[00:02:43.000 --> 00:02:46.000]  我們會傾向慢慢去
[00:02:46.000 --> 00:02:52.000]  變得我們自己去面對這些社會發生的事情
[00:02:52.000 --> 00:02:55.000]  但是其實這些社會帶來我們
[00:02:55.000 --> 00:02:56.000]  這些事件
[00:02:56.000 --> 00:02:57.000]  帶給我們的壓迫
[00:02:57.000 --> 00:02:58.000]  帶給我們的壓力
[00:02:58.000 --> 00:03:00.000]  其實不會消失的
[00:03:00.000 --> 00:03:02.000]  仍然繼續存在著
[00:03:02.000 --> 00:03:05.000]  但同樣當我們要自己一個人吃的時候
[00:03:05.000 --> 00:03:07.000]  我們所面對的無奈感
[00:03:07.000 --> 00:03:08.000]  所面對的沮喪
[00:03:08.000 --> 00:03:11.000]  無望反而會越來越多
[00:03:11.000 --> 00:03:13.000]  當我們面對這些事情的時候
[00:03:13.000 --> 00:03:15.000]  我也問過一個問題就是
[00:03:15.000 --> 00:03:18.000]  今年講Shining Euclid Be the Light
[00:03:18.000 --> 00:03:22.000]  我們經常說要在這個時代去發光
[00:03:22.000 --> 00:03:25.000]  究竟怎樣發呢
[00:03:25.000 --> 00:03:28.000]  很想透過《史圖行傳》三章的經文
[00:03:28.000 --> 00:03:29.000]  一至十節
[00:03:29.000 --> 00:03:31.000]  我想在當中
[00:03:31.000 --> 00:03:33.000]  透過彼得和約翰的經歷
[00:03:33.000 --> 00:03:35.000]  可能也帶給我們一些亮光
[00:03:35.000 --> 00:03:37.000]  就是其實我們的生命
[00:03:37.000 --> 00:03:39.000]  都需要被調教
[00:03:39.000 --> 00:03:41.000]  是被上帝去調教
[00:03:41.000 --> 00:03:45.000]  以至我們怎樣能夠在這個社會上
[00:03:45.000 --> 00:03:46.000]  或者在我們生活的處境裡面
[00:03:46.000 --> 00:03:47.000]  怎樣可以去發光
[00:03:47.000 --> 00:03:49.000]  很想邀請大家讀了
[00:03:49.000 --> 00:03:51.000]  今天的經文
[00:03:51.000 --> 00:03:53.000]  《史圖行傳》三章一至十節的經文
[00:03:53.000 --> 00:03:54.000]  很短的
[00:03:54.000 --> 00:03:56.000]  好,準備起
[00:03:56.000 --> 00:03:58.000]  下午三點鐘
[00:03:58.000 --> 00:04:00.000]  禱告的時候
[00:04:00.000 --> 00:04:28.000]  (音樂)
[00:04:28.000 --> 00:04:48.000]  (音樂)
[00:04:48.000 --> 00:05:15.000]  (音樂)
[00:05:15.000 --> 00:05:17.000]  領著我一起讀歌
[00:05:17.000 --> 00:05:19.000]  祝願你帶領我們
[00:05:19.000 --> 00:05:22.000]  這一刻我們透過你的話語
[00:05:22.000 --> 00:05:24.000]  求你練證我們的生命
[00:05:24.000 --> 00:05:27.000]  如何去學著你更多
[00:05:27.000 --> 00:05:29.000]  祝願你親自帶領我們
[00:05:29.000 --> 00:05:31.000]  祈禱家徒,奉主名教
[00:05:31.000 --> 00:05:34.000]  先說說這段經文的背景
[00:05:34.000 --> 00:05:37.000]  這段經文其實有不同的特色
[00:05:37.000 --> 00:05:38.000]  大家如果記得
[00:05:38.000 --> 00:05:41.000]  其實路加福音和史圖行傳
[00:05:41.000 --> 00:05:43.000]  都是路加醫生所寫的
[00:05:43.000 --> 00:05:47.000]  史圖行傳其實是路加福音的下半集
[00:05:47.000 --> 00:05:52.000]  而這段經文其實和路加福音的五章經文
[00:05:52.000 --> 00:05:55.000]  其實是有很多相似的地方
[00:05:55.000 --> 00:05:57.000]  路加福音五章的經文就是
[00:05:57.000 --> 00:05:59.000]  說耶穌醫治一個坦子的故事
[00:05:59.000 --> 00:06:01.000]  同樣醫治一個坦子
[00:06:01.000 --> 00:06:05.000]  同樣當時也是給群眾相類似的反應
[00:06:05.000 --> 00:06:08.000]  其實路加在這個編排上
[00:06:08.000 --> 00:06:10.000]  由路加福音到史圖行傳
[00:06:10.000 --> 00:06:14.000]  其實很想帶出在耶穌升天後
[00:06:14.000 --> 00:06:16.000]  正正透著這個經歷
[00:06:16.000 --> 00:06:18.000]  告訴不同的人
[00:06:18.000 --> 00:06:20.000]  其實他開始承接了耶穌的使命
[00:06:20.000 --> 00:06:22.000]  和在地上的工作
[00:06:22.000 --> 00:06:24.000]  我們進入經文看到
[00:06:24.000 --> 00:06:28.000]  一開始經文說的那時正值三點
[00:06:28.000 --> 00:06:30.000]  是禱告的時候
[00:06:30.000 --> 00:06:32.000]  原來當時的猶太人是這樣的
[00:06:32.000 --> 00:06:34.000]  他每一天的九點和下午的三點
[00:06:34.000 --> 00:06:37.000]  其實都會去聖殿敬拜禱告
[00:06:37.000 --> 00:06:40.000]  這是猶太人必然會做的事
[00:06:40.000 --> 00:06:43.000]  所以這兩段時間往往都會有很多人
[00:06:43.000 --> 00:06:47.000]  在聖殿的門口出出入入聚集
[00:06:47.000 --> 00:06:49.000]  路加記載這件事
[00:06:49.000 --> 00:06:52.000]  發生在一個叫做美門的門口
[00:06:52.000 --> 00:06:54.000]  有一個裘腿的人
[00:06:54.000 --> 00:06:58.000]  路加形容他人生其實一早已經輸在起跑線
[00:06:58.000 --> 00:07:00.000]  為什麼呢?因為形容他是一個
[00:07:00.000 --> 00:07:03.000]  從武福已經是裘腿的人
[00:07:03.000 --> 00:07:04.000]  代表這個人一出生
[00:07:04.000 --> 00:07:08.000]  其實已經沒有一個健全的指望
[00:07:08.000 --> 00:07:10.000]  他身體上的困難其實帶給他
[00:07:10.000 --> 00:07:12.000]  就是什麼都不能做
[00:07:12.000 --> 00:07:14.000]  什麼都不會做
[00:07:14.000 --> 00:07:16.000]  所以他只能夠依賴別人
[00:07:16.000 --> 00:07:18.000]  抬他去聖殿的門口
[00:07:18.000 --> 00:07:20.000]  希望人經過的時候
[00:07:20.000 --> 00:07:22.000]  就給他一些金錢的施捨
[00:07:22.000 --> 00:07:27.000]  不過這段經文一個頗諷刺的地方是什麼呢?
[00:07:27.000 --> 00:07:31.000]  那個裘腿的人身處一個美門的門口
[00:07:31.000 --> 00:07:32.000]  美門是什麼地方呢?
[00:07:32.000 --> 00:07:35.000]  聖經其實沒有明確記載在哪裡
[00:07:35.000 --> 00:07:40.000]  不過有些學者正在形容原來美門是什麼地方呢?
[00:07:40.000 --> 00:07:43.000]  其實它是一個裝修比較華麗
[00:07:43.000 --> 00:07:47.000]  設計比較宏偉的一個聖殿的門口
[00:07:47.000 --> 00:07:51.000]  試想了一下一個華麗的聖殿的門口
[00:07:51.000 --> 00:07:53.000]  前面有一個沒有錢
[00:07:53.000 --> 00:07:57.000]  但在等人去周祭他的裘腿的人
[00:07:57.000 --> 00:07:59.000]  其實都頗諷刺
[00:07:59.000 --> 00:08:02.000]  再加上當時猶太的文化是這樣的
[00:08:02.000 --> 00:08:04.000]  如果你是不健全的人
[00:08:04.000 --> 00:08:07.000]  其實是被視為不完全
[00:08:07.000 --> 00:08:10.000]  所以他是不能夠去參與敬拜的
[00:08:10.000 --> 00:08:12.000]  所以這個人在聖殿門口
[00:08:12.000 --> 00:08:17.000]  同樣可以說是被當時的文化和社會一個拒絕的人
[00:08:17.000 --> 00:08:19.000]  他只能夠做什麼呢?
[00:08:19.000 --> 00:08:24.000]  他只能夠在門口不斷去求其他人給錢給錢給錢
[00:08:24.000 --> 00:08:26.000]  希望透過金錢的周祭
[00:08:26.000 --> 00:08:30.000]  去滿足他認為可以滿足他的需要
[00:08:30.000 --> 00:08:33.000]  不過我們看的時候可能會問
[00:08:33.000 --> 00:08:36.000]  這樣求法哪有用的?
[00:08:36.000 --> 00:08:38.000]  現在這個年代賣旗
[00:08:38.000 --> 00:08:40.000]  可能未必每個人都會買
[00:08:40.000 --> 00:08:43.000]  不過當時原來是這樣的
[00:08:43.000 --> 00:08:46.000]  當時猶太人有一個道德的文化
[00:08:46.000 --> 00:08:49.000]  有一個核心就是他們要有一個仁慈之心
[00:08:49.000 --> 00:08:54.000]  所以周祭別人是猶太人一定要做的責任
[00:08:54.000 --> 00:09:00.000]  他們也要透過這個行為表達公義、表達公平
[00:09:00.000 --> 00:09:03.000]  當他們這樣做的時候神就會喜悅
[00:09:03.000 --> 00:09:06.000]  所以裘腿者也挺聰明的
[00:09:06.000 --> 00:09:07.000]  他食住這個世
[00:09:07.000 --> 00:09:10.000]  希望在最多人聚旺的時間
[00:09:10.000 --> 00:09:13.000]  希望得到最多人去施捨錢給他
[00:09:13.000 --> 00:09:20.000]  經文形容裘腿者每一天都被安子在美門這個地方
[00:09:20.000 --> 00:09:23.000]  他生命只是學求一件事
[00:09:23.000 --> 00:09:26.000]  就是希望有人去施捨給他
[00:09:26.000 --> 00:09:28.000]  而他求的方式經文很特別
[00:09:28.000 --> 00:09:31.000]  他說他是不斷地去求
[00:09:31.000 --> 00:09:33.000]  向每一個路人都去求
[00:09:33.000 --> 00:09:35.000]  求有人去施捨給他
[00:09:35.000 --> 00:09:38.000]  而這個行動經文記載
[00:09:38.000 --> 00:09:43.000]  當刻正正catch到彼得和約翰的注意
[00:09:43.000 --> 00:09:45.000]  在第四節他這樣說的
[00:09:45.000 --> 00:09:49.000]  經文說彼得約翰定睛看著裘腿者
[00:09:49.000 --> 00:09:52.000]  並對他說看著我們
[00:09:52.000 --> 00:09:56.000]  盧家形容這個漢是定睛漢
[00:09:56.000 --> 00:10:02.000]  其實是想帶出彼得和約翰對這個裘腿者的注意和重視
[00:10:02.000 --> 00:10:07.000]  他希望這個裘腿者在茫茫的人海裏面能夠去找到他們
[00:10:07.000 --> 00:10:10.000]  而裘腿者在第五節都說
[00:10:10.000 --> 00:10:13.000]  其實他之後注目去看他們
[00:10:13.000 --> 00:10:15.000]  期盼的是什麼呢
[00:10:15.000 --> 00:10:19.000]  同樣都只是希望在金錢上面有施捨
[00:10:19.000 --> 00:10:23.000]  當你看第三和第五節都很特別
[00:10:23.000 --> 00:10:29.000]  你會見到彼得和約翰和裘腿者其實有很多眼神的交流
[00:10:29.000 --> 00:10:32.000]  當你看第一個漢的時候
[00:10:32.000 --> 00:10:35.000]  其實是用一個很平常的漢
[00:10:35.000 --> 00:10:37.000]  就是說裘腿者看見彼得和約翰
[00:10:37.000 --> 00:10:41.000]  但是當之後這個漢就有不同的進程
[00:10:41.000 --> 00:10:45.000]  之後彼得和約翰定睛看
[00:10:45.000 --> 00:10:50.000]  這個漢就是帶出他們對這個裘腿者的重視和注意
[00:10:50.000 --> 00:10:55.000]  再之後當他們對這個裘腿者說看著我們
[00:10:55.000 --> 00:10:57.000]  這個漢其實是一個命令來的
[00:10:57.000 --> 00:11:03.000]  就是希望裘腿者要裘腿者在一個茫茫的人海中去發現他們
[00:11:03.000 --> 00:11:06.000]  而最後第五節的那個漢
[00:11:06.000 --> 00:11:11.000]  其實就是說裘腿者帶著一個有目的和期望的漢
[00:11:11.000 --> 00:11:16.000]  希望彼得和約翰能夠施捨他們
[00:11:16.000 --> 00:11:20.000]  三字的經文用一個看字貫穿了這三字的經文
[00:11:20.000 --> 00:11:25.000]  不過更重要的是啟動這個對話的過程
[00:11:25.000 --> 00:11:28.000]  以及之後下來發生的事情
[00:11:28.000 --> 00:11:32.000]  首先是藉著彼得和約翰能夠看到
[00:11:32.000 --> 00:11:35.000]  看到一個一直被人忽略
[00:11:35.000 --> 00:11:37.000]  一直被人拒絕
[00:11:37.000 --> 00:11:40.000]  看到一個很絕望的裘腿者
[00:11:40.000 --> 00:11:44.000]  讓他在迷茫中能夠找到焦點
[00:11:44.000 --> 00:11:46.000]  感受到被注意
[00:11:46.000 --> 00:11:48.000]  擦漢
[00:11:48.000 --> 00:11:50.000]  這個小小的擦漢
[00:11:50.000 --> 00:11:55.000]  其實也是讓人看見神的一個很重要的開始
[00:11:55.000 --> 00:11:57.000]  丁姐妹
[00:11:57.000 --> 00:12:00.000]  我不知道你信仰的眼光在哪裡
[00:12:00.000 --> 00:12:02.000]  我經常都會覺得信仰的眼光
[00:12:02.000 --> 00:12:04.000]  其實也影響著我們生命的眼光
[00:12:04.000 --> 00:12:06.000]  我們看到什麼
[00:12:06.000 --> 00:12:10.000]  也影響著我們能否看到身邊的需要
[00:12:10.000 --> 00:12:12.000]  不過我有時都會問
[00:12:12.000 --> 00:12:15.000]  有什麼會影響到我們看不到呢
[00:12:15.000 --> 00:12:18.000]  我就綜合了兩個原因
[00:12:18.000 --> 00:12:20.000]  第一個原因就是我們不敢看
[00:12:20.000 --> 00:12:22.000]  又或者我們不想看
[00:12:22.000 --> 00:12:25.000]  先說一下不敢看
[00:12:25.000 --> 00:12:28.000]  通常這個原因都來自什麼呢
[00:12:28.000 --> 00:12:29.000]  就是害怕
[00:12:29.000 --> 00:12:32.000]  我們害怕看到但是不懂回應
[00:12:32.000 --> 00:12:36.000]  我們害怕有很多事情發生的時候
[00:12:36.000 --> 00:12:38.000]  我們回應得不好
[00:12:38.000 --> 00:12:40.000]  我們會傾向我們看不見
[00:12:40.000 --> 00:12:42.000]  我們就不用回應
[00:12:42.000 --> 00:12:44.000]  就好像我們坐車的時候
[00:12:44.000 --> 00:12:46.000]  看到可能有個有需要的人
[00:12:46.000 --> 00:12:49.000]  我們就裝睡覺看不見他
[00:12:49.000 --> 00:12:51.000]  我想這種東西看不見
[00:12:51.000 --> 00:12:54.000]  或者不敢看
[00:12:54.000 --> 00:12:58.000]  很多時候真的源自於我們心裡的恐懼
[00:12:58.000 --> 00:13:01.000]  或者源自於我們看自己的能力是怎樣
[00:13:01.000 --> 00:13:04.000]  但是我們這個看自己的能力
[00:13:04.000 --> 00:13:06.000]  和看自己的恐懼
[00:13:06.000 --> 00:13:08.000]  太過了神的工作
[00:13:08.000 --> 00:13:12.000]  令到我們卻步不夠膽去察看
[00:13:12.000 --> 00:13:14.000]  而第二個看是什麼呢
[00:13:14.000 --> 00:13:16.000]  就是不想看了
[00:13:16.000 --> 00:13:19.000]  這個不想看最重要的原因是什麼呢
[00:13:19.000 --> 00:13:22.000]  最重要的原因是我們太專注這個信仰
[00:13:22.000 --> 00:13:24.000]  是一個我自己的信仰
[00:13:24.000 --> 00:13:26.000]  而我們看不到這個信仰
[00:13:26.000 --> 00:13:28.000]  其實都有它的公共性
[00:13:28.000 --> 00:13:30.000]  都有它的群體性
[00:13:30.000 --> 00:13:32.000]  不過這個看不到
[00:13:32.000 --> 00:13:35.000]  其實最嚴重的是會帶來什麼後果呢
[00:13:35.000 --> 00:13:36.000]  有兩個後果
[00:13:36.000 --> 00:13:40.000]  第一就是我們會覺得這個信仰是
[00:13:40.000 --> 00:13:43.000]  我坐在一個很宏偉的教會
[00:13:43.000 --> 00:13:44.000]  有充足的資源
[00:13:44.000 --> 00:13:45.000]  有鎖有鎖
[00:13:45.000 --> 00:13:46.000]  有椅子坐
[00:13:46.000 --> 00:13:50.000]  我可以在這裡享受一個很美好的敬拜
[00:13:50.000 --> 00:13:53.000]  但是我們看這個信仰
[00:13:53.000 --> 00:13:56.000]  就只會覺得我坐在這裡舒服就OK了
[00:13:56.000 --> 00:13:58.000]  I feel so good
[00:13:58.000 --> 00:14:00.000]  這個信仰會變成什麼呢
[00:14:00.000 --> 00:14:03.000]  會變成我們的消費品
[00:14:03.000 --> 00:14:06.000]  用來解決我們心靈上的滿足
[00:14:06.000 --> 00:14:08.000]  領展妹
[00:14:08.000 --> 00:14:11.000]  我不是想否認教會不可以帶給我們
[00:14:11.000 --> 00:14:13.000]  有一個安舒的感覺
[00:14:13.000 --> 00:14:16.000]  但是如果信仰只是帶給我們
[00:14:16.000 --> 00:14:18.000]  一個安舒的感覺的話
[00:14:18.000 --> 00:14:22.000]  教會只是一個圍爐取暖的群體
[00:14:22.000 --> 00:14:23.000]  第二
[00:14:23.000 --> 00:14:26.000]  這個不想看會帶來什麼結果呢
[00:14:26.000 --> 00:14:28.000]  就好像當時的猶太人一樣
[00:14:28.000 --> 00:14:30.000]  看信仰只是一種
[00:14:30.000 --> 00:14:33.000]  我要滿足的責任和成就
[00:14:33.000 --> 00:14:35.000]  周祭是他們的責任
[00:14:35.000 --> 00:14:38.000]  當他做到的時候就得到神的喜悅
[00:14:38.000 --> 00:14:42.000]  同樣我們今天說要去做服侍的時候
[00:14:42.000 --> 00:14:45.000]  我們會不會只是看這件事是我們信仰的責任呢
[00:14:45.000 --> 00:14:47.000]  我們出去派禮物包
[00:14:47.000 --> 00:14:49.000]  會不會有時候
[00:14:49.000 --> 00:14:51.000]  當我們派的時候就是覺得
[00:14:51.000 --> 00:14:52.000]  我做了
[00:14:52.000 --> 00:14:55.000]  我成功了青少年部的核心價值了
[00:14:55.000 --> 00:14:57.000]  我成功了
[00:14:57.000 --> 00:15:01.000]  我為了我的靈命負責了
[00:15:01.000 --> 00:15:03.000]  領展妹再一次重申
[00:15:03.000 --> 00:15:05.000]  我不是要否定
[00:15:05.000 --> 00:15:08.000]  即是服侍是我們基督徒的本分
[00:15:08.000 --> 00:15:09.000]  是神所喜悅的東西
[00:15:09.000 --> 00:15:11.000]  但是你要問一問自己
[00:15:11.000 --> 00:15:15.000]  你的眼光、你的心態在哪裏呢
[00:15:15.000 --> 00:15:18.000]  領展妹我想帶大家去看一件事
[00:15:18.000 --> 00:15:21.000]  我不知道你看這個信仰的核心是些什麼
[00:15:21.000 --> 00:15:25.000]  但是基督徒最重要的信仰核心是什麼呢
[00:15:25.000 --> 00:15:28.000]  我們的信仰是一個為他者的信仰
[00:15:28.000 --> 00:15:30.000]  為他者是什麼意思
[00:15:30.000 --> 00:15:33.000]  就是把眼光放在他者的身上
[00:15:33.000 --> 00:15:39.000]  正正基於我們知道我們確信耶穌基督為我們犧牲的時候
[00:15:39.000 --> 00:15:41.000]  我們知道我們要效法他
[00:15:41.000 --> 00:15:45.000]  我們知道我們不應該把我們的眼光放在自己的身上
[00:15:45.000 --> 00:15:48.000]  不在乎我們有多少材料
[00:15:48.000 --> 00:15:50.000]  不在乎我們能不能做到
[00:15:50.000 --> 00:15:57.000]  而是重要的是我們願不願意去察看我們身邊上面的需要呢
[00:15:57.000 --> 00:16:00.000]  領展妹,問一問自己
[00:16:00.000 --> 00:16:02.000]  你信仰的眼光在哪裏
[00:16:02.000 --> 00:16:04.000]  是看著自己
[00:16:04.000 --> 00:16:07.000]  還是你能夠察看你身邊的需要呢
[00:16:07.000 --> 00:16:10.000]  第一件事,我想調教我們的生命
[00:16:10.000 --> 00:16:12.000]  先調教我們的眼光
[00:16:12.000 --> 00:16:14.000]  眼光放在哪裏很重要
[00:16:14.000 --> 00:16:17.000]  如果我們信仰的眼光只是放於我自己的話
[00:16:17.000 --> 00:16:22.000]  其實我們很難讓神帶我們去看見身邊的人需要
[00:16:22.000 --> 00:16:25.000]  這是第一個很想提醒大家的
[00:16:25.000 --> 00:16:27.000]  之後接下來我們回到經文
[00:16:27.000 --> 00:16:29.000]  我們看第六節
[00:16:29.000 --> 00:16:31.000]  當我們看第六節的時候
[00:16:31.000 --> 00:16:33.000]  彼得看見這個強頹者的需要
[00:16:33.000 --> 00:16:35.000]  就跟他說
[00:16:35.000 --> 00:16:39.000]  金銀我都沒有,但我把所有的給你
[00:16:39.000 --> 00:16:45.000]  彼得表達他不能夠給強頹者所想的就是錢
[00:16:45.000 --> 00:16:49.000]  更加強調金銀不是他想要給的東西
[00:16:49.000 --> 00:16:53.000]  他想給的東西就是彼得和約翰所擁有的
[00:16:53.000 --> 00:16:55.000]  將更好的東西給他,就是奉耶穌的名
[00:16:55.000 --> 00:16:57.000]  給他一個新的生命
[00:16:57.000 --> 00:16:59.000]  我想對於彼得來說
[00:16:59.000 --> 00:17:01.000]  這件事是他僅有的
[00:17:01.000 --> 00:17:04.000]  因為當時教會是繁密公用
[00:17:04.000 --> 00:17:07.000]  其實他們沒有那麼多資源,可以給那麼多錢去
[00:17:07.000 --> 00:17:10.000]  彼得將僅有的分享
[00:17:10.000 --> 00:17:14.000]  同樣這件事對彼得來說其實都是所有
[00:17:14.000 --> 00:17:17.000]  正正藉著彼得這個行動
[00:17:17.000 --> 00:17:21.000]  帶來一個不一樣的轉變對於強頹者的生命
[00:17:21.000 --> 00:17:25.000]  經文說當彼得扶起他的時候
[00:17:25.000 --> 00:17:30.000]  路加形容他的腳和滑骨立即強壯
[00:17:30.000 --> 00:17:35.000]  立即帶出突然間立刻康復
[00:17:35.000 --> 00:17:38.000]  路加其實是一個什麼人呢?
[00:17:38.000 --> 00:17:41.000]  作者路加其實是一個醫生
[00:17:41.000 --> 00:17:44.000]  所以他很清楚知道這個強頹者
[00:17:44.000 --> 00:17:48.000]  一個這麼多年走不到路的人
[00:17:48.000 --> 00:17:52.000]  他的骨頭其實能夠立刻恢復正常
[00:17:52.000 --> 00:17:55.000]  能夠邊走邊跳去讚美神
[00:17:55.000 --> 00:17:57.000]  其實完全是神的工作
[00:17:57.000 --> 00:18:00.000]  不是出自於他自己的能力
[00:18:00.000 --> 00:18:03.000]  彼得說他奉耶穌的名去做這件事
[00:18:03.000 --> 00:18:08.000]  更加表明了醫治強頹者的那個是耶穌
[00:18:08.000 --> 00:18:10.000]  不是彼得自己
[00:18:10.000 --> 00:18:12.000]  彼得只是代表
[00:18:12.000 --> 00:18:16.000]  讓這個強頹者去經歷的是神的能力
[00:18:16.000 --> 00:18:18.000]  是耶穌的能力
[00:18:18.000 --> 00:18:23.000]  不過特別的是耶穌當年做的那件事
[00:18:23.000 --> 00:18:25.000]  和現在彼得所做的事
[00:18:25.000 --> 00:18:28.000]  其實在過程上是有不同的
[00:18:28.000 --> 00:18:32.000]  經文說彼得拉著他的右手扶他起來
[00:18:32.000 --> 00:18:37.000]  彼得在這裡做的是他用一個行動
[00:18:37.000 --> 00:18:41.000]  他用說話、用手去引發強頹者的信心
[00:18:41.000 --> 00:18:45.000]  引導他去經歷耶穌基督醫治的大能
[00:18:45.000 --> 00:18:51.000]  彼得在這裡是一個助手去達成這件事
[00:18:51.000 --> 00:18:54.000]  在強頹者被醫治之後
[00:18:54.000 --> 00:18:56.000]  他做了三個行為
[00:18:56.000 --> 00:19:00.000]  經文說他跳起來、站著、行走
[00:19:00.000 --> 00:19:05.000]  更加能夠進入聖殿裡邊走邊跳去敬拜神
[00:19:05.000 --> 00:19:10.000]  彼得的行動這個強頹者能夠得著醫治
[00:19:10.000 --> 00:19:12.000]  經歷了耶穌醫治的大能
[00:19:12.000 --> 00:19:14.000]  他的生命有什麼轉變呢?
[00:19:14.000 --> 00:19:17.000]  他的生命由過去依靠人的生命
[00:19:17.000 --> 00:19:22.000]  變成正常人無意的生命
[00:19:22.000 --> 00:19:25.000]  他的生命由迷惘絕望的生命
[00:19:25.000 --> 00:19:30.000]  轉到歡喜快樂一起跳去讚美神的生命
[00:19:30.000 --> 00:19:34.000]  他的生命由被傳統和文化拒絕的生命
[00:19:34.000 --> 00:19:37.000]  轉到能夠敬拜主的生命
[00:19:37.000 --> 00:19:40.000]  他的生命由隔絕的生命
[00:19:40.000 --> 00:19:45.000]  變成與人與神和自己連結的生命
[00:19:45.000 --> 00:19:49.000]  彼得的一句
[00:19:49.000 --> 00:19:51.000]  金銀我都沒有
[00:19:51.000 --> 00:19:53.000]  但我把所有的給你
[00:19:53.000 --> 00:19:55.000]  彼得這個簡單的一句說話
[00:19:55.000 --> 00:19:57.000]  讓我們體會一樣很重要的東西
[00:19:57.000 --> 00:19:59.000]  就是當我們看見需要
[00:19:59.000 --> 00:20:00.000]  我想呢
[00:20:00.000 --> 00:20:03.000]  我們的回應重點不是我們擁有多少東西
[00:20:03.000 --> 00:20:08.000]  或者我們心裡有多少
