
[00:00:00.000 --> 00:00:02.500]  多謝主人的報告
[00:09:19.400 --> 00:09:23.400]  我曾在你們中間走遍各處宣揚神的國
[00:09:23.400 --> 00:09:25.400]  但現在看了我知道
[00:09:25.400 --> 00:09:28.400]  你們全都不會再見到我的面了
[00:09:28.400 --> 00:09:31.400]  因此我今天向你們作見證
[00:09:31.400 --> 00:09:32.400]  我是清白的
[00:09:32.400 --> 00:09:36.400]  你們所有人的血都與我無關了
[00:09:36.400 --> 00:09:37.400]  因為神一切的旨意
[00:09:37.400 --> 00:09:40.400]  我沒有退縮不向你們述說
[00:09:40.400 --> 00:09:43.400]  聖靈已經立你們作全群的監督
[00:09:43.400 --> 00:09:44.400]  你們要謹慎
[00:09:44.400 --> 00:09:46.400]  也要為全群謹慎
[00:09:46.400 --> 00:09:48.400]  要牧養神的教會
[00:09:48.400 --> 00:09:51.400]  就是祂用血所救贖回來的
[00:09:51.400 --> 00:09:52.400]  我知道我離開之後
[00:09:52.400 --> 00:09:55.400]  必有兇猛的豺狼進入你們中間
[00:09:55.400 --> 00:09:56.400]  不外適養群
[00:09:56.400 --> 00:10:01.400]  而且你們中間也必有人起來說乖貓的話
[00:10:01.400 --> 00:10:05.400]  要引誘門徒跟從他們
[00:10:05.400 --> 00:10:07.400]  因此你們要謹慎
[00:10:07.400 --> 00:10:09.400]  記住我三年以來
[00:10:09.400 --> 00:10:13.400]  晝夜不停的流淚圈戒你們每一個人
[00:10:13.400 --> 00:10:16.400]  現在我把你們托付給神
[00:10:16.400 --> 00:10:17.400]  和祂恩惠的道
[00:10:17.400 --> 00:10:19.400]  這道能建立你們
[00:10:19.400 --> 00:10:24.400]  能在所有誠信的人中間賜給你們基業
[00:10:24.400 --> 00:10:28.400]  我沒有貪圖過任何人的銀紙金紙和衣服
[00:10:28.400 --> 00:10:29.400]  你們自己知道
[00:10:29.400 --> 00:10:32.400]  是我用這雙手供給我和同伴的需要
[00:10:32.400 --> 00:10:35.400]  我在這一切事上都給你們作了榜樣
[00:10:35.400 --> 00:10:41.400]  我們必須這樣勞苦來輔助軟弱的人
[00:10:41.400 --> 00:10:42.400]  並要記住耶穌的話
[00:10:42.400 --> 00:10:45.400]  施比受更為有福
[00:10:45.400 --> 00:10:46.400]  保羅說完了這話
[00:10:46.400 --> 00:10:49.400]  就跟大家跪下來禱告
[00:10:49.400 --> 00:10:52.400]  大家全都大聲同哭
[00:10:52.400 --> 00:10:55.400]  抱著保羅脖子親吻他
[00:10:55.400 --> 00:10:58.400]  讓他們最傷心的就是保羅說
[00:10:58.400 --> 00:11:03.400]  他們將不會再見到他的面那句話
[00:11:03.400 --> 00:11:07.400]  之後就送了保羅上船
[00:11:07.400 --> 00:11:09.400]  然後他就離開了
[00:11:09.400 --> 00:11:10.400]  是一個很感人的
[00:11:10.400 --> 00:11:12.400]  感人肺腑的一段話
[00:11:12.400 --> 00:11:14.400]  正如你所想像的
[00:11:14.400 --> 00:11:15.400]  在碼頭在機場
[00:11:15.400 --> 00:11:17.400]  快要送機那一刻
[00:11:17.400 --> 00:11:19.400]  快要走的那一刻最後見一面
[00:11:19.400 --> 00:11:24.400]  他就告訴你一段很重要的話
[00:11:24.400 --> 00:11:26.400]  第一點我想說的是
[00:11:26.400 --> 00:11:28.400]  他講清楚福音的真理
[00:11:28.400 --> 00:11:30.400]  是可以被人扭曲的
[00:11:30.400 --> 00:11:32.400]  特別是被一些假教師扭曲
[00:11:32.400 --> 00:11:36.400]  28章29節附近
[00:11:36.400 --> 00:11:37.400]  這裡說什麼呢
[00:11:37.400 --> 00:11:40.400]  他說有些兇猛的豺狼會進到教會裡面
[00:11:40.400 --> 00:11:42.400]  不愛惜羊群
[00:11:42.400 --> 00:11:45.400]  而且你們中間也有人會起來
[00:11:45.400 --> 00:11:51.400]  說乖謀的話引誘門徒跟從他們
[00:11:51.400 --> 00:11:53.400]  這裡講到內憂外患
[00:11:53.400 --> 00:11:56.400]  教會裡面經常會經歷一些內憂外患
[00:11:56.400 --> 00:11:58.400]  這句話很有趣
[00:11:58.400 --> 00:12:00.400]  他說你們中間也有人會起來
[00:12:00.400 --> 00:12:02.400]  如果你是送機那一群人
[00:12:02.400 --> 00:12:03.400]  你會說
[00:12:03.400 --> 00:12:07.400]  大家看看是不是你還是我
[00:12:07.400 --> 00:12:09.400]  這句話不一定是這個意思
[00:12:09.400 --> 00:12:11.400]  不一定是送機那一群人
[00:12:11.400 --> 00:12:12.400]  裡面中間有人
[00:12:12.400 --> 00:12:14.400]  其實他可能是在說
[00:12:14.400 --> 00:12:16.400]  已乏所的群體
[00:12:16.400 --> 00:12:18.400]  已乏所的教會裡面
[00:12:18.400 --> 00:12:20.400]  因為已乏所裡面有很多人
[00:12:20.400 --> 00:12:22.400]  裡面可能有些人
[00:12:22.400 --> 00:12:24.400]  中間做了所謂的掩仔
[00:12:24.400 --> 00:12:27.400]  將真理扭曲
[00:12:27.400 --> 00:12:30.400]  但是我們需要了解這一段的說話
[00:12:30.400 --> 00:12:32.400]  就是告訴我們歷代的教會
[00:12:32.400 --> 00:12:36.400]  是會面對真理被扭曲的危機
[00:12:36.400 --> 00:12:38.400]  如果你記得教目書信
[00:12:38.400 --> 00:12:39.400]  你記得嗎
[00:12:39.400 --> 00:12:40.400]  教目書信
[00:12:40.400 --> 00:12:43.400]  提摩塔前後書和提多書
[00:12:43.400 --> 00:12:45.400]  裡面你看一看
[00:12:45.400 --> 00:12:46.400]  大概你的印象
[00:12:46.400 --> 00:12:49.400]  你都會看到裡面遇到很多不同的問題
[00:12:49.400 --> 00:12:51.400]  其中一個問題就是異端的問題
[00:12:51.400 --> 00:12:54.400]  就是一些假教師混入了
[00:12:54.400 --> 00:12:56.400]  特別是女人的家
[00:12:56.400 --> 00:12:58.400]  混入了一些家庭
[00:12:58.400 --> 00:13:00.400]  然後用假道引誘人
[00:13:00.400 --> 00:13:02.400]  這些說話絕對不是看低女人
[00:13:02.400 --> 00:13:04.400]  因為當時第一世紀的女人
[00:13:04.400 --> 00:13:06.400]  可能教育的機會比較少
[00:13:06.400 --> 00:13:08.400]  所以很多時候異端
[00:13:08.400 --> 00:13:11.400]  就可以在這些群眾裡面
[00:13:11.400 --> 00:13:15.400]  乘虛而入
[00:13:15.400 --> 00:13:17.400]  當然今天不同
[00:13:17.400 --> 00:13:19.400]  今天很多女士的學位
[00:13:19.400 --> 00:13:21.400]  可能比我們都高
[00:13:21.400 --> 00:13:25.400]  所以她們是非常有教育的
[00:13:25.400 --> 00:13:27.400]  但是無論如何教會
[00:13:27.400 --> 00:13:30.400]  有時候會遇見一些異端的問題
[00:13:30.400 --> 00:13:33.400]  所以我們需要去學習去分辨
[00:13:33.400 --> 00:13:35.400]  東方小說剛才我提過
[00:13:35.400 --> 00:13:38.400]  你們可以分析一下是什麼
[00:13:38.400 --> 00:13:41.400]  有沒有聽過
[00:13:41.400 --> 00:13:43.400]  我大概告訴你
[00:13:43.400 --> 00:13:46.400]  是中國製造的
[00:13:46.400 --> 00:13:48.400]  是從河南出來的
[00:13:48.400 --> 00:13:50.400]  幾十年前從河南出來
[00:13:50.400 --> 00:13:52.400]  然後又說自己不行
[00:13:52.400 --> 00:13:54.400]  東方小說其中一個名字
[00:13:54.400 --> 00:13:57.400]  另外一個名字就是全能神教會
[00:13:57.400 --> 00:14:00.400]  或者在網上看到一些很好的
[00:14:00.400 --> 00:14:02.400]  很好的質素的YouTube
[00:14:02.400 --> 00:14:05.400]  都是全能神教會所做出來的
[00:14:05.400 --> 00:14:07.400]  東方閃電這個名字是從哪裡來的呢
[00:14:07.400 --> 00:14:09.400]  馬太福音你記得24章
[00:14:09.400 --> 00:14:11.400]  耶穌說到他再來的時候
[00:14:11.400 --> 00:14:14.400]  聖殿被毀和他再來的異象裡面
[00:14:14.400 --> 00:14:16.400]  曾經有一句是這麼說的
[00:14:16.400 --> 00:14:17.400]  27字
[00:14:17.400 --> 00:14:20.400]  好像閃電從東方發出
[00:14:20.400 --> 00:14:24.400]  發起東方閃電的人
[00:14:24.400 --> 00:14:26.400]  就說對了
[00:14:26.400 --> 00:14:30.400]  因為在歷史裡面
[00:14:30.400 --> 00:14:32.400]  舊約新約
[00:14:32.400 --> 00:14:34.400]  是有三個時代的
[00:14:34.400 --> 00:14:36.400]  第一個時代就是所謂的律法時代
[00:14:36.400 --> 00:14:39.400]  律法時代就是舊時要守律法
[00:14:39.400 --> 00:14:41.400]  然後就到耶穌的時代
[00:14:41.400 --> 00:14:43.400]  就是恩典的時代
[00:14:43.400 --> 00:14:45.400]  然後現在這個時代就不同了
[00:14:45.400 --> 00:14:47.400]  律法恩典時代都過去了
[00:14:47.400 --> 00:14:49.400]  現在第三個時代就是所謂國道的時代
[00:14:49.400 --> 00:14:51.400]  Kingdom的時代
[00:14:51.400 --> 00:14:53.400]  這個時代就不是了
[00:14:53.400 --> 00:14:55.400]  東方有另外一個教主出來
[00:14:55.400 --> 00:14:56.400]  有另外一個基督
[00:14:56.400 --> 00:14:58.400]  那個基督而且是女基督
[00:14:58.400 --> 00:15:00.400]  女的基督
[00:15:00.400 --> 00:15:04.400]  你聽一下的時候就知道
[00:15:04.400 --> 00:15:06.400]  這些全部是狗屁不通的東西
[00:15:06.400 --> 00:15:09.400]  是胡說八道的東西
[00:15:09.400 --> 00:15:11.400]  但又很奇怪
[00:15:11.400 --> 00:15:14.400]  有些群眾就會去跟他
[00:15:14.400 --> 00:15:16.400]  對不對
[00:15:16.400 --> 00:15:18.400]  我就覺得很可惜這個時候
[00:15:18.400 --> 00:15:20.400]  這個時代21世紀
[00:15:20.400 --> 00:15:22.400]  我們有check GPT 有AI
[00:15:22.400 --> 00:15:24.400]  很多東西跟我們
[00:15:24.400 --> 00:15:26.400]  然後我們可以check一些東西
[00:15:26.400 --> 00:15:30.400]  為什麼有資訊但沒有分析力呢
[00:15:30.400 --> 00:15:32.400]  但這裡告訴我們
[00:15:32.400 --> 00:15:34.400]  真的可以避漏
[00:15:34.400 --> 00:15:36.400]  我們是需要用腦的
[00:15:36.400 --> 00:15:39.400]  各位不要只說憑信心就可以了
[00:15:39.400 --> 00:15:40.400]  OK
[00:15:40.400 --> 00:15:42.400]  我明白我們需要憑信心
[00:15:42.400 --> 00:15:44.400]  但不要亂用這個字
[00:15:44.400 --> 00:15:47.400]  這個說話並非告訴我們
[00:15:47.400 --> 00:15:51.400]  我們看聖經是不用腦
[00:15:51.400 --> 00:15:54.400]  是憑心憑感覺就好
[00:15:54.400 --> 00:15:56.400]  絕對不是這樣
[00:15:56.400 --> 00:16:00.400]  上帝給你造腦就要用腦
[00:16:00.400 --> 00:16:03.400]  你不用腦就不去分析
[00:16:03.400 --> 00:16:05.400]  不去看有什麼證據
[00:16:05.400 --> 00:16:08.400]  我們很多時候會錯意
[00:16:08.400 --> 00:16:13.400]  我們以為信仰只是沒有根據的東西
[00:16:13.400 --> 00:16:15.400]  所以這裡講得很清楚
[00:16:15.400 --> 00:16:20.400]  有豺狼出來在羊群裡襲擊
[00:16:20.400 --> 00:16:22.400]  去引誘
[00:16:22.400 --> 00:16:24.400]  第二方面這裡講到
[00:16:24.400 --> 00:16:26.400]  教會的領袖需要做什麼呢
[00:16:26.400 --> 00:16:29.400]  聖靈立你們作全群的監督
[00:16:29.400 --> 00:16:32.400]  你們就當自己的謹臣
[00:16:32.400 --> 00:16:34.400]  全群謹臣 為全群謹臣
[00:16:34.400 --> 00:16:36.400]  牧養上帝的教會
[00:16:36.400 --> 00:16:39.400]  用自己的血所買回來
[00:16:39.400 --> 00:16:41.400]  是很貴重的東西
[00:16:41.400 --> 00:16:43.400]  要謹臣兩次的講道
[00:16:43.400 --> 00:16:47.400]  聖靈立你們作監督的職份
[00:16:47.400 --> 00:16:49.400]  意思不是你們自己選擇
[00:16:49.400 --> 00:16:51.400]  是一個神聖的挑選
[00:16:51.400 --> 00:16:54.400]  或者是一個神聖的託付
[00:16:54.400 --> 00:16:56.400]  是一個信任
[00:16:56.400 --> 00:16:57.400]  是託付了給你們
[00:16:57.400 --> 00:16:59.400]  你們要好好管理
[00:16:59.400 --> 00:17:01.400]  講到什麼呢
[00:17:01.400 --> 00:17:02.400]  由上問下
[00:17:02.400 --> 00:17:05.400]  保羅說要教傳避的東西
[00:17:05.400 --> 00:17:08.400]  The whole council of God's will
[00:17:08.400 --> 00:17:10.400]  整本的聖經
[00:17:10.400 --> 00:17:12.400]  不只是挑選自己喜歡的地方
[00:17:12.400 --> 00:17:15.400]  是整個的真理
[00:17:15.400 --> 00:17:18.400]  我們需要有一個掌握
[00:17:18.400 --> 00:17:20.400]  是需要去守護的
[00:17:20.400 --> 00:17:22.400]  當然這裡直接的對象
[00:17:22.400 --> 00:17:25.400]  就是以弗所的教會領袖
[00:17:25.400 --> 00:17:28.400]  但其實是在說所有的基督徒
[00:17:28.400 --> 00:17:30.400]  我們每一個都有責任
[00:17:30.400 --> 00:17:34.400]  保羅吩咐教會特別領袖
[00:17:34.400 --> 00:17:35.400]  就是需要做什麼
[00:17:35.400 --> 00:17:37.400]  要小心
[00:17:37.400 --> 00:17:39.400]  如果我們不謹慎自己
