
[00:00:00.000 --> 00:00:01.520]  各位好 新年快樂
[00:01:58.360 --> 00:01:59.400]  在銀幕上
[00:01:59.400 --> 00:02:00.400]  耶穌就是這樣
[00:02:00.400 --> 00:02:01.280]  不是的
[00:02:01.280 --> 00:02:04.280]  那些是故事的故事
[00:02:04.280 --> 00:02:05.640]  所以是不行的
[00:02:05.640 --> 00:02:09.640]  不久之前
[00:02:09.640 --> 00:02:13.240]  就開始了這個Chosen的電視系列
[00:02:13.240 --> 00:02:15.320]  我本身也沒有什麼興趣
[00:02:15.320 --> 00:02:16.480]  因為我沒有什麼時間
[00:02:16.480 --> 00:02:18.440]  但是我女兒就很有興趣
[00:02:18.440 --> 00:02:19.960]  她就經常看
[00:02:19.960 --> 00:02:21.000]  經常看
[00:02:21.720 --> 00:02:23.920]  她就經常鼓勵我
[00:02:23.920 --> 00:02:25.720]  你一定要看
[00:02:25.720 --> 00:02:27.080]  我沒有什麼時間
[00:02:27.080 --> 00:02:28.040]  我又沒有什麼興趣
[00:02:28.040 --> 00:02:29.520]  所以我就推了她好幾次
[00:02:29.520 --> 00:02:30.760]  結果最近
[00:02:30.760 --> 00:02:33.520]  她就成功地說服了我
[00:02:33.520 --> 00:02:35.240]  我就說好吧
[00:02:35.240 --> 00:02:36.200]  我跟你一起看
[00:02:36.200 --> 00:02:37.400]  她又想重看
[00:02:37.400 --> 00:02:40.120]  她說竟然要我重看
[00:02:40.120 --> 00:02:42.320]  以前的那些看過耶穌傳有沒有重看的
[00:02:42.320 --> 00:02:43.560]  不會的
[00:02:43.560 --> 00:02:45.400]  她說以前我們看
[00:02:45.400 --> 00:02:47.080]  不能說兩倍的
[00:02:47.080 --> 00:02:47.800]  是不是
[00:02:47.800 --> 00:02:48.560]  快一點
[00:02:48.560 --> 00:02:49.600]  耶穌走快一點
[00:02:49.600 --> 00:02:50.520]  說話說快一點
[00:02:50.760 --> 00:02:51.760]  沒有這招的
[00:02:51.760 --> 00:02:53.680]  她說竟然重看
[00:02:53.680 --> 00:02:54.440]  這麼好看
[00:02:54.440 --> 00:02:56.560]  可以讓她重看
[00:02:56.560 --> 00:02:59.480]  結果我
[00:02:59.480 --> 00:03:02.960]  應酬一下她
[00:03:02.960 --> 00:03:04.640]  我就看了一下
[00:03:04.640 --> 00:03:06.840]  結果我看了一點
[00:03:06.840 --> 00:03:08.440]  我覺得拍得很好
[00:03:08.440 --> 00:03:10.040]  拍得很好
[00:03:10.040 --> 00:03:13.560]  我所著眼的地方是什麼呢
[00:03:13.560 --> 00:03:15.320]  就是那個外景
[00:03:15.320 --> 00:03:18.200]  她一定不會在以色列拍的
[00:03:18.880 --> 00:03:20.800]  因為那個號支很龐大
[00:03:20.800 --> 00:03:22.160]  現在以色列搞成這樣
[00:03:22.160 --> 00:03:23.440]  又不是很安全
[00:03:23.440 --> 00:03:26.320]  我看了一下那些外景
[00:03:26.320 --> 00:03:28.040]  那些外景都挺像的
[00:03:28.040 --> 00:03:29.960]  就是加利利湖
[00:03:29.960 --> 00:03:31.800]  雖然它有些地方在德州
[00:03:31.800 --> 00:03:33.840]  或者在不同的地方拿外景
[00:03:33.840 --> 00:03:35.360]  不過看下去的時候
[00:03:35.360 --> 00:03:40.040]  這個場景都挺嚴肅的
[00:03:40.040 --> 00:03:41.640]  還有
[00:03:41.640 --> 00:03:43.120]  那裡的
[00:03:43.120 --> 00:03:47.000]  就是TV series裡面有的故事
[00:03:47.400 --> 00:03:49.600]  我覺得穿插得不錯
[00:03:49.600 --> 00:03:51.560]  我剛剛前兩天
[00:03:51.560 --> 00:03:53.080]  我看完season 1
[00:03:53.080 --> 00:03:54.280]  就是有八集
[00:03:54.280 --> 00:03:54.800]  season 1
[00:03:54.800 --> 00:03:56.120]  現在已經是
[00:03:56.120 --> 00:03:57.560]  好像是season 4
[00:03:57.560 --> 00:03:58.880]  season 4
[00:03:58.880 --> 00:04:01.360]  所以第一季我已經看完了
[00:04:01.360 --> 00:04:02.880]  我覺得真的不錯
[00:04:02.880 --> 00:04:05.840]  我相信在教會
[00:04:05.840 --> 00:04:11.320]  我們很多時候都有不同的朋友來到
[00:04:11.320 --> 00:04:15.360]  有一些可能是比較初初去接觸聖經
[00:04:15.360 --> 00:04:16.320]  接觸信仰
[00:04:16.440 --> 00:04:17.920]  就是聽到耶穌這個名字
[00:04:17.920 --> 00:04:21.760]  有一些是像我們這些信了幾十年的
[00:04:21.760 --> 00:04:26.240]  我們對聖經好像很熟悉
[00:04:26.240 --> 00:04:27.240]  是不是?
[00:04:27.240 --> 00:04:28.640]  對教會好像很熟悉
[00:04:28.640 --> 00:04:31.760]  對耶穌的生平或者記載
[00:04:31.760 --> 00:04:35.160]  我們好像比較熟悉一點
[00:04:35.160 --> 00:04:37.760]  我們有不同的人
[00:04:37.760 --> 00:04:39.000]  different walks of life
[00:04:39.000 --> 00:04:39.920]  但我相信
[00:04:39.920 --> 00:04:43.920]  我們如果去看回耶穌的故事的時候
[00:04:43.920 --> 00:04:47.040]  其實每一個人都是有好處的
[00:04:47.040 --> 00:04:50.480]  即使你是剛剛去認識
[00:04:50.480 --> 00:04:53.000]  或者你認識了很多很多年
[00:04:53.000 --> 00:04:55.560]  所以在這個講道的系列裡面
[00:04:55.560 --> 00:04:57.280]  我就是想按照
[00:04:57.280 --> 00:04:58.880]  找幾集
[00:04:58.880 --> 00:04:59.960]  Chosen
[00:04:59.960 --> 00:05:01.520]  你都可以講一講
[00:05:01.520 --> 00:05:02.880]  當然了
[00:05:02.880 --> 00:05:05.600]  這個Chosen的TV series
[00:05:05.600 --> 00:05:07.960]  就是他開頭講的時候
[00:05:07.960 --> 00:05:09.880]  就是按照一個true story
[00:05:09.880 --> 00:05:10.320]  是嗎?
[00:05:10.320 --> 00:05:12.280]  當然這個true story就是耶穌的
[00:05:12.280 --> 00:05:13.560]  生平的故事
[00:05:13.560 --> 00:05:13.800]  是嗎?
[00:05:13.800 --> 00:05:14.960]  四福音裡面所講的
[00:05:14.960 --> 00:05:18.560]  但是為了增添真實性等等
[00:05:18.560 --> 00:05:22.800]  所以就加了一些經外的內容
[00:05:22.800 --> 00:05:25.440]  或者一些所謂poetic license
[00:05:25.440 --> 00:05:29.040]  加了一些藝術的想像在裡面
[00:05:29.040 --> 00:05:30.560]  但是最重要的
[00:05:30.560 --> 00:05:32.320]  我們回到福音書裡面
[00:05:32.320 --> 00:05:33.760]  怎麼去介紹
[00:05:33.760 --> 00:05:36.320]  怎麼講耶穌的故事
[00:05:36.320 --> 00:05:37.760]  我相信這個系列
[00:05:37.760 --> 00:05:38.680]  大家回去
[00:05:38.680 --> 00:05:40.360]  儘管回去看看
[00:05:40.360 --> 00:05:40.880]  OK
[00:05:40.880 --> 00:05:41.840]  儘管回去看看
[00:05:41.840 --> 00:05:43.560]  在網上是免費可以看的
[00:05:43.560 --> 00:05:45.080]  還有字幕的
[00:05:45.080 --> 00:05:46.240]  有人告訴我
[00:05:46.240 --> 00:05:50.320]  甚至是有普通話的配音
[00:05:50.320 --> 00:05:51.760]  我不知道
[00:05:51.760 --> 00:05:54.080]  我不知道耶穌講普通話會怎樣
[00:05:54.080 --> 00:05:57.880]  如果耶穌講普通話很搞笑
[00:05:57.880 --> 00:05:59.320]  Anyway
[00:05:59.320 --> 00:06:00.400]  不過你Chosen
[00:06:00.400 --> 00:06:01.800]  耶穌都是講英文的
[00:06:01.800 --> 00:06:02.200]  是嗎?
[00:06:02.200 --> 00:06:04.320]  本身是講亞文的
[00:06:04.320 --> 00:06:05.640]  Anyway
[00:06:05.640 --> 00:06:06.920]  儘管回去看看
[00:06:06.920 --> 00:06:08.000]  我鼓勵你回去看看
[00:06:08.000 --> 00:06:10.360]  你可以從Episode 1開始看
[00:06:10.480 --> 00:06:12.080]  但是看的時候想一下
[00:06:12.080 --> 00:06:14.040]  聖經裡面怎麼講
[00:06:14.040 --> 00:06:16.200]  看的時候想一下
[00:06:16.200 --> 00:06:17.480]  福音書裡面怎麼講
[00:06:17.480 --> 00:06:23.160]  還有我們信仰的生命是怎麼連結在一起的
[00:06:23.160 --> 00:06:25.960]  每一集
[00:06:25.960 --> 00:06:27.400]  大家要知道
[00:06:27.400 --> 00:06:28.080]  每一集
[00:06:28.080 --> 00:06:30.280]  都有耶穌出現的
[00:06:30.280 --> 00:06:33.640]  他不會藏起來的
[00:06:33.640 --> 00:06:36.240]  我也知道香港的朋友最近很失望
[00:06:36.240 --> 00:06:38.560]  看《求王》、《美斯》
[00:06:38.800 --> 00:06:41.120]  誰知道陪他一起看球賽
[00:06:41.120 --> 00:06:41.840]  是嗎?
[00:06:41.840 --> 00:06:43.760]  但是Chosen不會的
[00:06:43.760 --> 00:06:45.320]  Chosen是每一集都有的
[00:06:45.320 --> 00:06:47.440]  每一集都有耶穌出現一點點的
[00:06:47.440 --> 00:06:48.600]  起碼一點點
[00:06:48.600 --> 00:06:50.520]  所以是一定不會缺席的
[00:06:50.520 --> 00:06:51.920]  你不會跟耶穌一起看戲的
[00:06:51.920 --> 00:06:55.320]  我就想從Episode 1開始講一下
[00:06:55.320 --> 00:06:56.560]  但是我想講一下
[00:06:56.560 --> 00:06:59.760]  耶穌確實是一個歷史的人物
[00:06:59.760 --> 00:07:02.360]  除了聖經裡面有記載之外
[00:07:02.360 --> 00:07:05.320]  聖經以外的一些文件
[00:07:05.320 --> 00:07:08.240]  譬如羅馬人的一些文件
[00:07:08.240 --> 00:07:10.160]  或者猶太人的一些文件
[00:07:10.160 --> 00:07:12.800]  都有提過耶穌的名字
[00:07:12.800 --> 00:07:14.600]  或者耶穌這個歷史的人物的
[00:07:14.600 --> 00:07:18.000]  他確實是一個以色列巴斯坦第一世紀
[00:07:18.000 --> 00:07:20.360]  出現過的一個人
[00:07:20.360 --> 00:07:21.800]  在耶穌的時代
[00:07:21.800 --> 00:07:22.760]  當時的猶太人
[00:07:22.760 --> 00:07:28.920]  是被羅馬帝國軍事佔領的
[00:07:28.920 --> 00:07:33.000]  所以那些猶太人都是活得很苦
[00:07:33.000 --> 00:07:35.080]  稅項非常重
[00:07:35.080 --> 00:07:35.600]  是嗎?
[00:07:35.600 --> 00:07:37.800]  我們美國快要交稅了
[00:07:38.000 --> 00:07:39.280]  你覺得交稅要交很多人嗎?
[00:07:39.280 --> 00:07:41.400]  那時候他們更多
[00:07:41.400 --> 00:07:43.360]  那時候更多
[00:07:43.360 --> 00:07:44.480]  如果你是漁夫
[00:07:44.480 --> 00:07:46.320]  或者你是農民的話
[00:07:46.320 --> 00:07:49.240]  你交稅是非常非常多
[00:07:49.240 --> 00:07:50.320]  是非常重的
[00:07:50.320 --> 00:07:53.160]  就是因為這樣的背景裡面
[00:07:53.160 --> 00:07:54.360]  耶穌是出現的
[00:07:54.360 --> 00:07:57.200]  舊約裡面經常看到
[00:07:57.200 --> 00:08:00.000]  猶太人的聖經經常看到
[00:08:00.000 --> 00:08:02.680]  就是上帝一定會來到
[00:08:02.680 --> 00:08:04.480]  重建他自己的國度
[00:08:04.480 --> 00:08:07.480]  就是說上帝的子民能夠復興起來
[00:08:07.920 --> 00:08:10.160]  能夠有自由
[00:08:10.160 --> 00:08:11.920]  你知道每年一次
[00:08:11.920 --> 00:08:13.120]  每年一次
[00:08:13.120 --> 00:08:15.760]  他們一起有團年飯的時候
[00:08:15.760 --> 00:08:19.360]  我們華人就會在初一十五
[00:08:19.360 --> 00:08:21.840]  正月的時候有團年飯
[00:08:21.840 --> 00:08:25.400]  但是猶太人的團年飯就是
[00:08:25.400 --> 00:08:26.840]  吃什麼?
[00:08:26.840 --> 00:08:27.720]  什麼時候吃?
[00:08:27.720 --> 00:08:29.720]  御月節是嗎?
[00:08:29.720 --> 00:08:32.600]  御月節就是他們每年一次的團年飯
[00:08:32.600 --> 00:08:35.080]  那個團年飯是做什麼的?
[00:08:35.080 --> 00:08:36.480]  他們會講故事
[00:08:37.280 --> 00:08:38.120]  講什麼故事?
[00:08:38.120 --> 00:08:39.360]  出埃及
[00:08:39.360 --> 00:08:41.040]  出埃及
[00:08:41.040 --> 00:08:44.120]  就是摩西會帶領我們
[00:08:44.120 --> 00:08:47.080]  離開埃及遺老之地
[00:08:47.080 --> 00:08:49.200]  然後呢
[00:08:49.200 --> 00:08:51.400]  上帝會大能的光能
[00:08:51.400 --> 00:08:55.960]  然後會打敗欺負我們的那個
[00:08:55.960 --> 00:08:57.480]  那個壓迫者
[00:08:57.480 --> 00:08:59.760]  然後將他們自由起來
[00:08:59.760 --> 00:09:02.520]  讓他們能夠真真正正成為神的子民
[00:09:02.520 --> 00:09:03.800]  每年一次
[00:09:03.800 --> 00:09:06.280]  每年一次過節的時候
[00:09:06.400 --> 00:09:07.760]  吃團年飯的時候
[00:09:07.760 --> 00:09:11.080]  他們就會去講這個故事
[00:09:11.080 --> 00:09:12.560]  就是出埃及記的故事
[00:09:12.560 --> 00:09:15.840]  所以在羅馬帝國的時候
[00:09:15.840 --> 00:09:16.640]  第一世紀的時候
[00:09:16.640 --> 00:09:18.360]  猶太人都是照樣這樣做
[00:09:18.360 --> 00:09:21.080]  猶太人都是一想到
[00:09:21.080 --> 00:09:23.080]  以前上帝給我們的認許
[00:09:23.080 --> 00:09:24.840]  上帝給我們的承諾
[00:09:24.840 --> 00:09:26.880]  是一定會兌現的
[00:09:26.880 --> 00:09:29.120]  他們的盼望就在上帝那裡
[00:09:29.120 --> 00:09:31.000]  所以上帝一定會有救主
[00:09:31.000 --> 00:09:32.200]  派到我們中間
[00:09:32.200 --> 00:09:34.200]  然後重整這個已經
[00:09:36.080 --> 00:09:39.200]  失去了很久的一個國度
[00:09:39.200 --> 00:09:41.600]  所以因為這樣的緣故
[00:09:41.600 --> 00:09:44.920]  在這個背景底下
[00:09:44.920 --> 00:09:46.240]  耶穌出現
[00:09:46.240 --> 00:09:48.520]  所以你要記住這個背景
[00:09:48.520 --> 00:09:50.280]  當你看耶穌的故事的時候
[00:09:50.280 --> 00:09:51.160]  你就明白
[00:09:51.160 --> 00:09:52.800]  到底當時的人掙扎著什麼
[00:09:52.800 --> 00:09:54.000]  我們首先呢
[00:09:54.000 --> 00:09:56.480]  由第一集開始
[00:09:56.480 --> 00:09:57.160]  第一集
[00:09:57.160 --> 00:09:58.720]  第一集講什麼呢
[00:09:58.720 --> 00:10:00.040]  那我想問你
[00:10:00.040 --> 00:10:02.360]  當我講到第一集裡面的情節的時候
[00:10:02.360 --> 00:10:04.360]  有什麼在聖經裡面有提過
[00:10:04.360 --> 00:10:07.680]  有什麼是製片商
[00:10:07.680 --> 00:10:09.320]  或者作者
[00:10:09.320 --> 00:10:10.520]  電影的作者
[00:10:10.520 --> 00:10:12.560]  加上去一些想像
[00:10:12.560 --> 00:10:14.240]  第一集講什麼呢
[00:10:14.240 --> 00:10:16.480]  大概主前二年的時候
[00:10:16.480 --> 00:10:19.680]  有一個鬼的少女叫做莫大拉瑪利亞
[00:10:19.680 --> 00:10:24.720]  莫大拉瑪利亞當她小時候
[00:10:24.720 --> 00:10:28.080]  她整天晚上就會醒來
[00:10:28.080 --> 00:10:29.160]  她會很害怕
[00:10:29.160 --> 00:10:30.880]  為什麼這麼害怕呢
[00:10:30.880 --> 00:10:33.520]  因為怕不知道有什麼騷擾她等等
[00:10:34.040 --> 00:10:36.440]  她爸爸就經常提醒她
[00:10:36.440 --> 00:10:38.320]  一句經文
[00:10:38.320 --> 00:10:40.280]  以塞亞書四十三章
[00:10:40.280 --> 00:10:43.240]  就告訴她四十三章裡面講什麼
[00:10:43.240 --> 00:10:45.040]  以致她不會懼怕
[00:10:45.040 --> 00:10:48.000]  這樣開始之後
[00:10:48.000 --> 00:10:51.520]  轉眼間就跳到很多年之後
[00:10:51.520 --> 00:10:54.320]  就是二十八年之後
[00:10:54.320 --> 00:10:57.240]  就是莫大拉瑪利亞已經長大了
[00:10:57.240 --> 00:11:01.760]  這個莫大拉瑪利亞在群眾的眼中
[00:11:01.840 --> 00:11:03.160]  其他人怎麼看她
[00:11:03.160 --> 00:11:04.400]  或者叫她什麼名字呢
[00:11:04.400 --> 00:11:05.440]  就不是叫她Mary
[00:11:05.440 --> 00:11:07.680]  是叫她Lilith
[00:11:07.680 --> 00:11:09.520]  叫她Lilith
[00:11:09.520 --> 00:11:12.000]  這個莫大拉瑪利亞
[00:11:12.000 --> 00:11:15.200]  就是被很多的惡鬼所附的
[00:11:15.200 --> 00:11:18.240]  她是有鬼附在身
[00:11:18.240 --> 00:11:20.840]  因為這樣的緣故
[00:11:20.840 --> 00:11:22.560]  所以她就受了很多苦
[00:11:22.560 --> 00:11:26.520]  她可能襲擊了某人
[00:11:26.520 --> 00:11:30.440]  然後人們就會懷疑她真的被鬼附
[00:11:31.280 --> 00:11:33.280]  然後就找了一個人去驅鬼
[00:11:33.280 --> 00:11:36.320]  那個人的名字叫做尼哥底姆
[00:11:36.320 --> 00:11:37.320]  Nicodemus
[00:11:37.320 --> 00:11:42.480]  尼哥底姆是當時一個非常出名的拉比
[00:11:42.480 --> 00:11:48.640]  適逢他就去到莫大拉瑪利亞住的地方附近
[00:11:48.640 --> 00:11:50.320]  就是去到加伯隆
[00:11:50.320 --> 00:11:52.680]  尼哥底姆去到加伯隆
[00:11:52.680 --> 00:11:54.560]  加伯隆是一個漁港
[00:11:54.560 --> 00:11:56.960]  在加利利海附近的一個漁港
[00:11:57.680 --> 00:12:00.760]  那裡就說到一些漁夫
[00:12:00.760 --> 00:12:01.680]  猶太人的漁夫
[00:12:01.680 --> 00:12:03.640]  就是因為要納稅
[00:12:03.640 --> 00:12:05.440]  因為有很重稅
[00:12:05.440 --> 00:12:09.200]  所以他們很多時候就違例地
[00:12:09.200 --> 00:12:12.240]  在安息日的時候都做事
[00:12:12.240 --> 00:12:14.280]  因為猶太人安息日是不做事的
[00:12:14.280 --> 00:12:16.360]  所以安息日他照打魚
[00:12:16.360 --> 00:12:20.160]  因為打了那些魚就不當是收入了
[00:12:20.160 --> 00:12:21.520]  不用上報
[00:12:21.520 --> 00:12:25.800]  所以那裡就可以逃避一些的收入稅
[00:12:25.800 --> 00:12:26.560]  我們很熟悉
[00:12:26.600 --> 00:12:28.000]  我們經常都做這些事
[00:12:28.000 --> 00:12:31.080]  就是想清除那些收入稅
[00:12:31.080 --> 00:12:32.400]  猶太人就想做這些事
[00:12:32.400 --> 00:12:34.520]  安息日的時候打魚就不算了
[00:12:34.520 --> 00:12:36.960]  但是那些羅馬人當然不妥
[00:12:36.960 --> 00:12:41.360]  所以就找了一個大的拉比叫做尼哥底姆
[00:12:41.360 --> 00:12:47.680]  去到想拘捕這些猶太人的漁夫等等
[00:12:47.680 --> 00:12:51.760]  因為尼哥底姆去到加利利附近
[00:12:51.760 --> 00:12:54.680]  所以有些人就找了尼哥底姆
[00:12:55.280 --> 00:12:59.760]  去幫Lilith或者莫大拉瑪尼亞
[00:12:59.760 --> 00:13:00.960]  希望能夠去拘捕
[00:13:00.960 --> 00:13:04.520]  但是尼哥底姆的能力不夠
[00:13:04.520 --> 00:13:07.360]  就不能夠將他拘捕
[00:13:07.360 --> 00:13:09.280]  他就失敗
[00:13:09.280 --> 00:13:10.960]  結果呢
[00:13:10.960 --> 00:13:13.960]  誰出場呢
[00:13:13.960 --> 00:13:15.400]  就是耶穌
[00:13:15.400 --> 00:13:18.680]  耶穌就去拘捕
[00:13:18.680 --> 00:13:22.000]  我想問你整個情節裡面
[00:13:22.000 --> 00:13:23.760]  有些什麼在聖經裡面
[00:13:23.760 --> 00:13:24.720]  有些什麼不是在聖經裡面
[00:13:25.720 --> 00:13:27.240]  有很多都不是在聖經裡面
[00:13:27.240 --> 00:13:29.440]  有很多都不是
[00:13:29.440 --> 00:13:33.800]  但是有一些是聖經裡面確實有提過的
[00:13:33.800 --> 00:13:35.960]  你知道看這些電影的時候
[00:13:35.960 --> 00:13:39.440]  你就留意有些情節是別人加上去的
[00:13:39.440 --> 00:13:42.680]  以至那個故事能夠吸引多一點
[00:13:42.680 --> 00:13:46.880]  那些聽了看了是OK就行了
[00:13:46.880 --> 00:13:48.920]  但是最重要是什麼
[00:13:48.920 --> 00:13:50.880]  我們回到聖經裡面
[00:13:50.880 --> 00:13:52.680]  聖經裡面怎麼說
[00:13:53.600 --> 00:13:55.600]  有一樣東西想提一提
[00:13:55.600 --> 00:13:57.440]  那個莫大拉瑪尼亞
[00:13:57.440 --> 00:14:01.200]  他是被鬼附身
[00:14:01.200 --> 00:14:03.120]  受了很多苦
[00:14:03.120 --> 00:14:04.480]  那些人怎麼叫他
[00:14:04.480 --> 00:14:05.960]  叫他什麼名字
[00:14:05.960 --> 00:14:07.640]  不是叫他Mary
[00:14:07.640 --> 00:14:10.320]  是叫他Lilith
[00:14:10.320 --> 00:14:12.720]  為什麼會叫他Lilith
[00:14:12.720 --> 00:14:16.040]  因為猶太人後期的傳統
[00:14:16.040 --> 00:14:18.240]  主後很多世紀的時候
[00:14:18.240 --> 00:14:20.080]  他們的傳統就是說
[00:14:20.080 --> 00:14:22.280]  女鬼叫什麼名字
[00:14:23.120 --> 00:14:23.720]  叫做Lilith
[00:14:23.720 --> 00:14:25.880]  就是叫Lilith
[00:14:25.880 --> 00:14:31.600]  我知道新年的時候說這些不是很利事
[00:14:31.600 --> 00:14:33.960]  但是我們百無禁忌的
[00:14:33.960 --> 00:14:35.800]  因為耶穌最大
[00:14:35.800 --> 00:14:38.800]  所以就叫他Lilith
[00:14:38.800 --> 00:14:45.560]  耶穌最後就去幫助莫大拉瑪尼亞
[00:14:45.560 --> 00:14:50.800]  以至這些鬼去纏身的就被驅
[00:14:50.800 --> 00:14:52.320]  然後被趕走
[00:14:53.320 --> 00:14:55.040]  聖經裡面怎麼說
[00:14:55.040 --> 00:14:58.400]  這些人物或者有什麼情節裡面
[00:14:58.400 --> 00:14:59.560]  當然不多
[00:14:59.560 --> 00:15:01.320]  但是這裡說到什麼
[00:15:01.320 --> 00:15:03.680]  路加方第八章
[00:15:03.680 --> 00:15:06.160]  路加方第八章
[00:15:06.160 --> 00:15:09.760]  路加方第八章由第一章到第七章
[00:15:09.760 --> 00:15:13.600]  都是在說耶穌公開的事公
[00:15:13.600 --> 00:15:15.800]  他公開的事公
[00:15:15.800 --> 00:15:20.880]  他傳道之後也做了很多趕鬼驅鬼的行動
[00:15:21.320 --> 00:15:23.640]  以至將神的國帶來
[00:15:23.640 --> 00:15:25.320]  說了一輪
[00:15:25.320 --> 00:15:27.360]  然後到第八章第一節
[00:15:27.360 --> 00:15:29.920]  他說過了不久
[00:15:29.920 --> 00:15:33.200]  耶穌周遊各城各鄉傳道
[00:15:33.200 --> 00:15:36.040]  宣講上帝國的福音
[00:15:36.040 --> 00:15:38.800]  和他同去的有十二個使徒
[00:15:38.800 --> 00:15:41.760]  當時已經召集了十二個使徒
[00:15:41.760 --> 00:15:44.480]  還有曾被邪靈所附
[00:15:44.480 --> 00:15:46.280]  被疾病所纏
[00:15:46.280 --> 00:15:49.360]  而已經治好的幾個婦女
[00:15:49.800 --> 00:15:51.480]  原來不只是一個
[00:15:51.480 --> 00:15:52.240]  有幾個
[00:15:52.240 --> 00:15:56.120]  其中有一位叫做莫大拉瑪利亞
[00:15:56.120 --> 00:15:58.440]  Mary Madeline
[00:15:58.440 --> 00:16:02.880]  曾有七個鬼從她身上趕出來
[00:16:02.880 --> 00:16:07.760]  又有希律管家撫薩的妻子約阿娜
[00:16:07.760 --> 00:16:11.480]  和蘇薩娜和好些別的婦女
[00:16:11.480 --> 00:16:13.400]  她們都用自己的財物
[00:16:13.400 --> 00:16:18.000]  去供給耶穌和他的十二使徒
[00:16:18.720 --> 00:16:22.480]  這裡提到莫大拉瑪利亞Mary Madeline
[00:16:22.480 --> 00:16:24.400]  什麼叫做莫大拉瑪利亞
[00:16:24.400 --> 00:16:27.320]  莫大拉瑪利亞其實很簡單
[00:16:27.320 --> 00:16:29.680]  就是一位叫做瑪利亞的女孩
[00:16:29.680 --> 00:16:32.160]  是從莫大拉這個地方出來的
[00:16:32.160 --> 00:16:33.680]  Metala這個地方
