
[00:00:00.000 --> 00:00:01.000]   Pastor Mark.
[00:15:31.640 --> 00:15:34.400]   and are careful to follow all these commandments,
[00:15:34.400 --> 00:15:39.400]   do not be hard-hearted or tight-fisted.
[00:15:39.400 --> 00:15:42.720]   Give generously without a grudging heart.
[00:15:42.720 --> 00:15:44.560]   Then, because of this,
[00:15:44.560 --> 00:15:47.480]   the Lord your God will bless you in all your work.
[00:15:47.480 --> 00:15:52.480]   (speaking in foreign language)
[00:15:52.480 --> 00:15:56.400]   (speaking in foreign language)
[00:15:56.400 --> 00:16:00.320]   (speaking in foreign language)
[00:16:00.320 --> 00:16:04.240]   (speaking in foreign language)
[00:16:04.240 --> 00:16:28.120]   Now, you see, in the Old Testament,
[00:16:28.120 --> 00:16:30.640]   God told his people Israel to be generous,
[00:16:30.640 --> 00:16:35.640]   and not only because there were needy people among them,
[00:16:35.640 --> 00:16:40.280]   mainly because that God will bless them.
[00:16:40.280 --> 00:16:44.080]   And now, in Acts 2, the Old Testament vision,
[00:16:44.080 --> 00:16:47.040]   this vision is becoming a reality,
[00:16:47.040 --> 00:16:51.880]   not through laws, but through love.
[00:16:51.880 --> 00:16:55.800]   (speaking in foreign language)
[00:16:55.800 --> 00:16:59.720]   (speaking in foreign language)
[00:16:59.720 --> 00:17:11.320]   You see, this is the logic of the kingdom of God.
[00:17:11.320 --> 00:17:16.320]   The way the world works is that when God bless me so much
[00:17:16.320 --> 00:17:20.000]   and I have extra, then I'll give a little.
[00:17:20.000 --> 00:17:23.000]   That is the way of the world.
[00:17:23.000 --> 00:17:25.480]   (speaking in foreign language)
[00:17:25.480 --> 00:17:29.400]   (speaking in foreign language)
[00:17:29.400 --> 00:17:36.680]   See, God's way does not follow human logic.
[00:17:36.680 --> 00:17:38.880]   God said, "You be generous first.
[00:17:38.880 --> 00:17:42.800]   "You give in faith, then God will bless you richly.
[00:17:42.800 --> 00:17:45.840]   "And you practice generosity first,
[00:17:45.840 --> 00:17:49.240]   "and then you will experience the blessing of God."
[00:17:49.240 --> 00:17:53.160]   (speaking in foreign language)
[00:17:53.160 --> 00:17:57.080]   (speaking in foreign language)
[00:17:57.080 --> 00:18:07.600]   But as you know, our world is full of takers, not givers.
[00:18:07.600 --> 00:18:11.480]   You know, if there's food, I'll take as much as possible.
[00:18:11.480 --> 00:18:12.440]   If there are free things,
[00:18:12.440 --> 00:18:15.000]   I'll line up and get them all, right?
[00:18:15.000 --> 00:18:17.160]   You know, I drive by a food pantry
[00:18:17.160 --> 00:18:19.600]   on Ashland Avenue many times,
[00:18:19.600 --> 00:18:21.680]   and I see people line up for free things,
[00:18:21.680 --> 00:18:23.180]   and many of them are Chinese.
[00:18:23.180 --> 00:18:27.160]   And I do think there are needy people in the city.
[00:18:27.160 --> 00:18:30.040]   I do think we need to contribute.
[00:18:30.040 --> 00:18:32.600]   But, you know, I have observed many people line up,
[00:18:32.600 --> 00:18:35.080]   you know, they really don't need free food.
[00:18:35.080 --> 00:18:36.660]   They really don't need the free items,
[00:18:36.660 --> 00:18:37.920]   but they line up anyway.
[00:18:37.920 --> 00:18:40.240]   They take everything home anyway,
[00:18:40.240 --> 00:18:41.960]   and then, you know, there's so much food,
[00:18:41.960 --> 00:18:45.640]   and, you know, the food, the extra food got rotten
[00:18:45.640 --> 00:18:46.480]   and wasted.
[00:18:46.480 --> 00:18:51.320]   (speaking in foreign language)
[00:18:51.320 --> 00:19:17.280]  , and at times, you know, if you observe,
[00:19:17.280 --> 00:19:19.720]   even the church is full of takers.
[00:19:19.720 --> 00:19:22.680]   You know, the first thing people come to church is to take,
[00:19:22.680 --> 00:19:26.400]   is to get, to get something.
[00:19:26.400 --> 00:19:29.480]   And have you ever thought of, you know,
[00:19:29.480 --> 00:19:31.800]   the food in the cafe and the ministry?
[00:19:31.800 --> 00:19:33.840]   We need financial support.
[00:19:33.840 --> 00:19:37.760]   (speaking in foreign language)
[00:19:47.560 --> 00:19:51.280]   And a couple weeks ago, we had our annual core team retreat,
[00:19:51.280 --> 00:19:53.840]   and one of the most important items we discussed
[00:19:53.840 --> 00:19:57.000]   and pray about is our church finance.
[00:19:57.000 --> 00:20:00.720]   It's what we need to sustain and to operate our church.
[00:20:00.720 --> 00:20:03.960]   And as of the end of June this year,
[00:20:03.960 --> 00:20:06.920]   we lack almost 20,000,
[00:20:06.920 --> 00:20:11.920]   and we need more than 38,000 a month to operate,
[00:20:11.920 --> 00:20:13.840]   to pay the rent, and to, you know,
[00:20:13.840 --> 00:20:16.040]   pay the staff and support the ministries.
[00:20:16.040 --> 00:20:19.920]   And I think if you are practicing,
[00:20:19.920 --> 00:20:21.720]   tithes and offering regularly,
[00:20:21.720 --> 00:20:23.640]   and I wanna thank God for you,
[00:20:23.640 --> 00:20:24.760]   but if you are not,
[00:20:24.760 --> 00:20:28.760]   I think the Bible is challenging us to give regularly,
[00:20:28.760 --> 00:20:31.160]   and that is one of the things we take part
[00:20:31.160 --> 00:20:32.920]   in building the church together.
[00:20:32.920 --> 00:20:38.440]   (speaking in foreign language)
[00:20:38.440 --> 00:20:42.360]   (speaking in foreign language)
[00:20:42.360 --> 00:21:05.520]   See, the word of God tells you
[00:21:05.520 --> 00:21:08.000]   that if you really wanna experience the love of God,
[00:21:08.000 --> 00:21:10.280]   the blessing of God, you must act first.
[00:21:10.280 --> 00:21:15.080]   You must act in faith, and not just our leftover,
[00:21:15.080 --> 00:21:19.000]   but our love, our response to the grace of God.
[00:21:19.000 --> 00:21:22.920]   (speaking in foreign language)
[00:21:22.920 --> 00:21:30.400]   Now, remember what Jesus said in Luke 16.
[00:21:30.400 --> 00:21:32.960]   He says, "No servant can serve two masters.
[00:21:32.960 --> 00:21:36.240]   "Either he will hate the one and love the other,
[00:21:36.240 --> 00:21:39.360]   "or he will be devoted to one and despise the other.
[00:21:39.360 --> 00:21:41.840]   "You cannot serve both God and money."
[00:21:41.840 --> 00:21:46.640]   (speaking in foreign language)
[00:21:46.640 --> 00:21:57.160]   For years, you know, walking with Christ,
[00:21:57.160 --> 00:21:59.080]   you know, for decades, you know,
[00:21:59.080 --> 00:22:03.320]   I experienced that if my heart for God is conditional,
[00:22:03.320 --> 00:22:05.360]   there's no way I can experience
[00:22:05.360 --> 00:22:07.720]   the unconditional grace of God.
[00:22:07.720 --> 00:22:09.880]   And I wanna remind you, you know,
[00:22:09.880 --> 00:22:13.960]   a contagious church is one that gives freely.
[00:22:13.960 --> 00:22:16.800]   It's one that we receive the great grace of God,
[00:22:16.800 --> 00:22:20.160]   and then we offer our best.
[00:22:20.160 --> 00:22:24.080]   (speaking in foreign language)
[00:22:32.080 --> 00:22:36.280]   Now, the third point here is be alive in worship.
[00:22:36.280 --> 00:22:38.720]   And it says, "Every day, they gathered together
[00:22:38.720 --> 00:22:42.640]   "in the temple courts, and they broke bread in their homes,
[00:22:42.640 --> 00:22:47.520]   "and ate together, and they were glad and with sincere hearts,
[00:22:47.520 --> 00:22:50.280]   "praising God and enjoying the favor of the people.
[00:22:50.280 --> 00:22:53.000]   "And the Lord added to the number daily
[00:22:53.000 --> 00:22:55.000]   "who were being saved."
[00:22:55.000 --> 00:22:58.920]   (speaking in foreign language)
[00:22:58.920 --> 00:23:01.840]   And you see this community was alive,
[00:23:01.840 --> 00:23:03.560]   and their hearts were joyful,
[00:23:03.560 --> 00:23:08.000]   and they worshiped together with, you know, will, attitude,
[00:23:08.000 --> 00:23:11.840]   and they didn't worship God out of duty.
[00:23:11.840 --> 00:23:13.920]   They did it with joy.
[00:23:13.920 --> 00:23:17.840]   (speaking in foreign language)
[00:23:17.840 --> 00:23:21.840]   And the Lord said, "You know,
[00:23:21.840 --> 00:23:23.440]   "if you're going to worship God,
[00:23:23.440 --> 00:23:25.760]   "you're going to worship Him with joy."
[00:23:25.760 --> 00:23:28.920]   Duty, they did it with joy.
[00:23:28.920 --> 00:23:32.840]   (speaking in foreign language)
[00:23:32.840 --> 00:23:42.360]   Now, God does not look at your appearance.
[00:23:42.360 --> 00:23:46.560]   God is not so interested in your, on the outside,
[00:23:46.560 --> 00:23:48.240]   how you look on the outside.
[00:23:48.240 --> 00:23:52.440]   God sees your heart deep inside.
[00:23:52.440 --> 00:23:54.640]   You know, when you come to worship,
[00:23:54.640 --> 00:23:56.320]   you come to pray and reflect,
[00:23:56.320 --> 00:23:57.680]   and we should all do this,
[00:23:57.680 --> 00:23:59.800]   and pray that and prepare us,
[00:23:59.800 --> 00:24:03.800]   help me, God, to love you with all my heart.
[00:24:03.800 --> 00:24:07.720]   (speaking in foreign language)
[00:24:07.720 --> 00:24:22.000]   Now, as I reminded you last week,
[00:24:22.000 --> 00:24:27.000]   we Christians, we the church, are always visible in public.
[00:24:27.000 --> 00:24:32.240]   (speaking in foreign language)
[00:24:32.240 --> 00:24:39.240]   Now, you imagine if we are all takers, you know,
[00:24:39.240 --> 00:24:42.720]   new visitors, you know, people come to our community,
[00:24:42.720 --> 00:24:44.320]   they will feel it.
[00:24:44.320 --> 00:24:48.240]   (speaking in foreign language)
[00:24:49.240 --> 00:24:51.520]   And you see, if we are all givers,
[00:24:51.520 --> 00:24:55.520]   then God will sense, people will sense the life in us,
[00:24:55.520 --> 00:24:56.680]   the life of God in us.
[00:24:56.680 --> 00:25:00.560]   And people will see, you know, how they eat together,
[00:25:00.560 --> 00:25:02.200]   how they spend time with each other,
[00:25:02.200 --> 00:25:05.600]   how they worship together, and they gave generously.
[00:25:05.600 --> 00:25:07.640]   And people will say, "You know what?
[00:25:07.640 --> 00:25:08.920]   "I want to be part of that.
[00:25:08.920 --> 00:25:10.160]   "I want that too."
[00:25:10.160 --> 00:25:13.240]   And, you know, just a reminder,
[00:25:13.240 --> 00:25:16.000]   you know, last week I told you, all Christians, all of us,
[00:25:16.000 --> 00:25:17.800]   we are living under the spotlight.
[00:25:17.800 --> 00:25:21.720]   (speaking in foreign language)
[00:25:21.840 --> 00:25:23.560]   We are living under the spotlight.
[00:25:23.560 --> 00:25:28.920]   (speaking in foreign language)
