
[00:00:00.000 --> 00:00:16.900]  如果有聖經的話 大家可以去到
[00:02:17.300 --> 00:02:20.300]  你就知道肥納比書
[00:02:20.300 --> 00:02:22.300]  肥納比是一個地方
[00:02:22.300 --> 00:02:24.300]  是當時羅馬帝國的一個城市
[00:02:24.300 --> 00:02:30.300]  裡面有一些初代的第一世紀的信徒 教會建立了
[00:02:30.300 --> 00:02:33.300]  肥納比書我們很簡單地告訴你
[00:02:33.300 --> 00:02:35.300]  到底肥納比書是講什麼的
[00:02:35.300 --> 00:02:37.300]  是一封信來的
[00:02:37.300 --> 00:02:41.300]  當時的使徒 牧者保羅叫做Paul
[00:02:41.300 --> 00:02:48.300]  他寫信給在肥納比居住的信徒 教會
[00:02:48.300 --> 00:02:51.300]  他寫這封信的時候他在坐牢
[00:02:51.300 --> 00:02:53.300]  因為傳道 傳福音的緣故
[00:02:53.300 --> 00:02:55.300]  他被迫害
[00:02:55.300 --> 00:02:59.300]  然後他在監獄裡面寫這封書信
[00:02:59.300 --> 00:03:01.300]  寫給肥納比的教會
[00:03:01.300 --> 00:03:04.300]  有四章的聖經 有四章的經文
[00:03:04.300 --> 00:03:08.300]  第一章他一開始說的就是感謝教會和他一起同工
[00:03:08.300 --> 00:03:11.300]  因為肥納比教會就像他的子女一樣
[00:03:11.300 --> 00:03:14.300]  是他自己建立的教會
[00:03:14.300 --> 00:03:18.300]  由第一天開始他見到這個教會 信主
[00:03:18.300 --> 00:03:23.300]  建立起來在肥納比這個城市裡面能夠開始聚會
[00:03:23.300 --> 00:03:26.300]  是他自己生的兒女
[00:03:26.300 --> 00:03:31.300]  所以他跟他們有一個很個人的關係
[00:03:31.300 --> 00:03:37.300]  正如我們今天看 別人的子女不孝 我們就不這麼不開心
[00:03:37.300 --> 00:03:40.300]  自己的子女不孝 我們就很不開心
[00:03:40.300 --> 00:03:43.300]  別人的子女乖 我們就不這麼開心
[00:03:43.300 --> 00:03:47.300]  或者也開心的
[00:03:47.300 --> 00:03:50.300]  但是自己的子女乖 特別開心
[00:03:50.300 --> 00:03:52.300]  是自己生的子女
[00:03:52.300 --> 00:03:55.300]  保羅見到自己生的教會也是一樣
[00:03:55.300 --> 00:03:58.300]  見到他們長進 自己的心很感謝
[00:03:58.300 --> 00:04:00.300]  所以第一章他開始說很感謝
[00:04:00.300 --> 00:04:04.300]  他們一直支持他的工作 一直關心他
[00:04:04.300 --> 00:04:08.300]  並且告訴他他在監獄裡面的經歷
[00:04:08.300 --> 00:04:10.300]  你記得裡面有一段他提過
[00:04:10.300 --> 00:04:13.300]  他死都無所謂
[00:04:13.300 --> 00:04:15.300]  因為死更加是一個大的祝福
[00:04:15.300 --> 00:04:16.300]  因為他可以跟主同在
[00:04:16.300 --> 00:04:17.300]  但是如果不死的話
[00:04:17.300 --> 00:04:20.300]  他就留在這裡可以更多工作 更多侍奉
[00:04:20.300 --> 00:04:25.300]  所以他就用他自己的經歷來勉勵肥納比的教會
[00:04:25.300 --> 00:04:31.300]  第二章他就去鼓勵肥納比教會
[00:04:31.300 --> 00:04:34.300]  他們要同心 要謙卑的侍奉
[00:04:34.300 --> 00:04:36.300]  然後他繼續說下去
[00:04:36.300 --> 00:04:41.300]  他就用了兩個例子來告訴肥納比教會
[00:04:41.300 --> 00:04:42.300]  為什麼你需要這樣做
[00:04:42.300 --> 00:04:44.300]  因為你們的目的是這樣
[00:04:44.300 --> 00:04:48.300]  提摩泰是其中一個保羅的得力助手
[00:04:48.300 --> 00:04:50.300]  他是一個很忠心的僕人
[00:04:50.300 --> 00:04:52.300]  另外一個就是爾巴弗提勒
[00:04:52.300 --> 00:04:55.300]  爾巴弗提勒雖然我們不是常聽這個名字
[00:04:55.300 --> 00:04:58.300]  但是他是肥納比教會其中一個的目者
[00:04:58.300 --> 00:05:02.300]  他為了去供應保羅在監獄裡面的需要
[00:05:02.300 --> 00:05:05.300]  差不多他病到要死
[00:05:05.300 --> 00:05:08.300]  所以保羅就提到這種基督的榜樣
[00:05:08.300 --> 00:05:12.300]  第三章他就說到他自己作為一個榜樣
[00:05:12.300 --> 00:05:20.300]  告訴教會他自己如何去捨棄他以往猶太人家族的尊貴
[00:05:20.300 --> 00:05:24.300]  那種地位 社會裡面的身份
[00:05:24.300 --> 00:05:29.300]  他拿回上帝給他基督裡面的身份來侍奉他
[00:05:29.300 --> 00:05:33.300]  第四章最後他就呼籲教會要同心
[00:05:33.300 --> 00:05:40.300]  呼籲教會特別一些可能大家走不在一起去同宮的人
[00:05:40.300 --> 00:05:41.300]  呼籲他們要同心
[00:05:41.300 --> 00:05:45.300]  然後結束的時候他就說感謝他的支持
[00:05:45.300 --> 00:05:49.300]  在整本肥納比書中間的一個地方
[00:05:49.300 --> 00:05:53.300]  就是一個保羅所寫或者保羅所引用的
[00:05:53.300 --> 00:05:57.300]  當時初代教會的一個詩章
[00:05:57.300 --> 00:06:00.300]  那個詩篇就說到基督的偉大
[00:06:00.300 --> 00:06:04.300]  而那個基督的偉大不是說到羅馬帝國那種偉大
[00:06:04.300 --> 00:06:10.300]  羅馬帝國那種偉大就是要打敗所有的異己然後提高自己
[00:06:10.300 --> 00:06:15.300]  但是基督的偉大就是從天上虛己降下來
[00:06:15.300 --> 00:06:18.300]  並且作路步 信服上帝的心意
[00:06:18.300 --> 00:06:23.300]  甚至死在十字架上 上帝才將他提升至高
[00:06:23.300 --> 00:06:25.300]  他就成為萬主之主
[00:06:25.300 --> 00:06:27.300]  這個是最偉大的詩篇
[00:06:27.300 --> 00:06:30.300]  所以保羅說看這封書信的時候
[00:06:30.300 --> 00:06:35.300]  你不要忘記最重要就是要記得我們所跟隨的耶穌基督
[00:06:35.300 --> 00:06:36.300]  他自己的榜樣是怎樣
[00:06:36.300 --> 00:06:38.300]  他的榜樣是這樣
[00:06:38.300 --> 00:06:41.300]  我們就照樣侍奉在我們生活裡面
[00:06:41.300 --> 00:06:44.300]  去學孝主耶穌基督自己的榜樣
[00:06:44.300 --> 00:06:47.300]  這一章的聖經二章六至十一節
[00:06:47.300 --> 00:06:49.300]  是值得你去背的
[00:06:49.300 --> 00:06:53.300]  如果你說今年我沒有想過要整年讀一次聖經
[00:06:53.300 --> 00:06:59.300]  可能你去年說要全年讀聖經
[00:06:59.300 --> 00:07:02.300]  誰知道你讀了兩個星期之後就停止了
[00:07:02.300 --> 00:07:04.300]  你放棄了 失敗了
[00:07:04.300 --> 00:07:08.300]  你覺得很洩氣 今年又繼續讀 又為了什麼呢
[00:07:08.300 --> 00:07:13.300]  如果你覺得全年讀一次聖經太多了
[00:07:13.300 --> 00:07:22.300]  我會建議你這個月不如去學學去記聖經 去讀聖經
[00:07:22.300 --> 00:07:23.300]  背了它
[00:07:23.300 --> 00:07:27.300]  背什麼呢 肥下比書二章六至十一節
[00:07:27.300 --> 00:07:29.300]  基督的心為心
[00:07:29.300 --> 00:07:33.300]  到底基督我們的主是一個怎樣的主
[00:07:33.300 --> 00:07:35.300]  怎樣偉大化
[00:07:35.300 --> 00:07:37.300]  記了它
[00:07:37.300 --> 00:07:39.300]  如果你覺得整年讀聖經太多
[00:07:39.300 --> 00:07:44.300]  不如你記了這一段經文
[00:07:44.300 --> 00:07:49.300]  說到肥下比書提到基督徒的身份identity的時候
[00:07:49.300 --> 00:07:55.300]  我覺得有一段聖經或兩節聖經特別提到基督徒的identity
[00:07:55.300 --> 00:07:57.300]  剛才我們讀了三章二十節
[00:07:57.300 --> 00:08:02.300]  他說我們是天上的國民
[00:08:02.300 --> 00:08:07.300]  同一個字在第一章二十七節也提到
[00:08:07.300 --> 00:08:12.300]  你們行事為人 要與基督的福音相稱
[00:08:12.300 --> 00:08:16.300]  你不用懂英文或希臘文
[00:08:16.300 --> 00:08:19.300]  你也知道大概兩個字都是一樣
[00:08:19.300 --> 00:08:27.300]  大概兩個字都是當時羅馬帝國特別的字眼
[00:08:27.300 --> 00:08:29.300]  有點像politics
[00:08:29.300 --> 00:08:31.300]  所以我們說
[00:08:31.300 --> 00:08:37.300]  現代的翻譯比較難去掌握那個味道
[00:08:37.300 --> 00:08:41.300]  他說我們卻是天上的國民
[00:08:41.300 --> 00:08:44.300]  或者你們行事為人
[00:08:44.300 --> 00:08:46.300]  國民也不知道怎樣翻譯
[00:08:46.300 --> 00:08:47.300]  英文翻譯也好
[00:08:47.300 --> 00:08:49.300]  就是citizenship
[00:08:49.300 --> 00:08:51.300]  或者citizens
[00:08:51.300 --> 00:08:55.300]  我們就是天上的heavenly citizens
[00:08:55.300 --> 00:08:58.300]  其實這個字是一個很罕有的字
[00:08:58.300 --> 00:09:00.300]  整本聖經只用了三次
[00:09:00.300 --> 00:09:02.300]  兩次就是這裡
[00:09:02.300 --> 00:09:07.300]  另外一次就是保羅自己說自己的經歷
[00:09:07.300 --> 00:09:11.300]  說他行事為人是一個好的公民
[00:09:11.300 --> 00:09:15.300]  其實這些都是羅馬帝國一些很特別的字眼
[00:09:15.300 --> 00:09:19.300]  或者更好的翻譯應該是國籍的意思
[00:09:19.300 --> 00:09:22.300]  我們卻是天上國的
[00:09:22.300 --> 00:09:24.300]  天國裡面的公民
[00:09:24.300 --> 00:09:28.300]  有天上公民的國籍
[00:09:28.300 --> 00:09:31.300]  有heavenly citizenship
[00:09:31.300 --> 00:09:36.300]  或者可能這個字眼比較容易把握
[00:09:36.300 --> 00:09:38.300]  這個特別的地方
[00:09:38.300 --> 00:09:40.300]  當時的羅馬帝國
[00:09:40.300 --> 00:09:42.300]  他們去到佔領不同的地方的時候
[00:09:42.300 --> 00:09:47.300]  他們就會將那個地方變成一個羅馬帝國的殖民地
[00:09:47.300 --> 00:09:52.300]  Colonial City是做什麼的呢
[00:09:52.300 --> 00:09:56.300]  就是將人派到那個地方
[00:09:56.300 --> 00:10:01.300]  那個所謂被佔領的地方
[00:10:01.300 --> 00:10:07.300]  然後叫那些人去宣揚羅馬帝國的好處
[00:10:07.300 --> 00:10:11.300]  是一些很國家主義很愛國的字眼
[00:10:11.300 --> 00:10:15.300]  他們說你們就是天上的國民
[00:10:15.300 --> 00:10:19.300]  就是說你們不是羅馬帝國的殖民
[00:10:19.300 --> 00:10:23.300]  你們是天上天國的殖民
[00:10:23.300 --> 00:10:28.300]  就是天國殖下來我們人間裡面
[00:10:28.300 --> 00:10:33.300]  一個很帝國的字眼
[00:10:33.300 --> 00:10:38.300]  但是用在了上帝的國度裡面
[00:10:38.300 --> 00:10:42.300]  另外他講到只要你們行事為人
[00:10:42.300 --> 00:10:48.300]  行事為人這個字也不是普通猶太人講到生活這麼簡單
[00:10:48.300 --> 00:10:52.300]  猶太人講到生活的時候不會用這個字
[00:10:52.300 --> 00:10:54.300]  通常都是講走路的意思
[00:10:54.300 --> 00:10:57.300]  中文也掌握到行事為
[00:10:57.300 --> 00:10:59.300]  你走路出來
[00:10:59.300 --> 00:11:02.300]  平時走路的時候就是你的生活
[00:11:02.300 --> 00:11:06.300]  但這個不是普通典型猶太人用的字眼
[00:11:06.300 --> 00:11:09.300]  這個是羅馬人用的字眼
[00:11:09.300 --> 00:11:11.300]  行事為人是什麼意思
[00:11:11.300 --> 00:11:16.300]  就是說羅馬公民的生活方式
[00:11:16.300 --> 00:11:22.300]  這個跟菲律賓的背景是有關的
[00:11:22.300 --> 00:11:25.300]  我們講過菲律賓是一個城市
[00:11:25.300 --> 00:11:30.300]  菲律賓書就是寫給這個城市的教會和信徒
[00:11:30.300 --> 00:11:35.300]  菲律賓這個地方是保羅在第二次
[00:11:35.300 --> 00:11:38.300]  去到傳道宣教的路程當中
[00:11:38.300 --> 00:11:41.300]  他停留的一個地方
[00:11:41.300 --> 00:11:45.300]  他由巴基斯坦地區出發
[00:11:45.300 --> 00:11:47.300]  經過今天的土耳其
[00:11:47.300 --> 00:11:49.300]  當時的小馬西亞
[00:11:49.300 --> 00:11:51.300]  去到一個地方叫做特羅亞
[00:11:51.300 --> 00:11:53.300]  那裡是一個海港
[00:11:53.300 --> 00:11:56.300]  去到亞洲最端端的地方
[00:11:56.300 --> 00:11:59.300]  他見到一個意象叫做馬其頓的意象
[00:11:59.300 --> 00:12:02.300]  在《少林寺傳》講到馬其頓這個地方
[00:12:02.300 --> 00:12:07.300]  就是菲律賓附近一帶的人的種族叫做馬其頓人
[00:12:07.300 --> 00:12:10.300]  因為他見到這個意象
[00:12:10.300 --> 00:12:13.300]  他見到對面岸有一個福音的需要
[00:12:13.300 --> 00:12:16.300]  所以保羅就說我們坐船過去
[00:12:16.300 --> 00:12:19.300]  所以他坐船過去經過不同的海港
[00:12:19.300 --> 00:12:21.300]  最後去到菲律賓
[00:12:21.300 --> 00:12:24.300]  菲律賓是歐洲大陸最東邊
[00:12:24.300 --> 00:12:27.300]  其中一個最重要的關口
[00:12:27.300 --> 00:12:31.300]  是聯絡東與西中間的會點
[00:12:31.300 --> 00:12:35.300]  在這個地方他就帶了人來信主
[00:12:35.300 --> 00:12:42.300]  是一個有希臘西方羅馬帝國味道的城市
[00:12:42.300 --> 00:12:44.300]  為什麼叫做菲律賓呢
[00:12:44.300 --> 00:12:48.300]  幾百年前希臘人佔領了這個地方
[00:12:48.300 --> 00:12:52.300]  有一個很有名的將軍叫做菲利普II
[00:12:52.300 --> 00:12:54.300]  佔領了這個城市的時候
[00:12:54.300 --> 00:12:57.300]  他就把這個城市改了自己的名字
[00:12:57.300 --> 00:13:00.300]  來給自己榮耀
[00:13:00.300 --> 00:13:02.300]  叫做菲律賓
[00:13:02.300 --> 00:13:04.300]  或者叫做菲利普
[00:13:04.300 --> 00:13:07.300]  去到這個地方保羅就帶了一個女人
[00:13:07.300 --> 00:13:10.300]  叫做女底亞來信主
[00:13:10.300 --> 00:13:13.300]  然後帶了她一家來信主
[00:13:13.300 --> 00:13:15.300]  所以你看小行村第十六章
[00:13:15.300 --> 00:13:18.300]  看到菲律賓是一個很特別的地方
[00:13:18.300 --> 00:13:19.300]  那裡說什麼呢
[00:13:19.300 --> 00:13:24.300]  他說他們從德羅亞的海港開船
[00:13:24.300 --> 00:13:26.300]  一直走到另一個地方
[00:13:26.300 --> 00:13:28.300]  第二天到了另一個地方
[00:13:28.300 --> 00:13:32.300]  在哪裡就來到近海的
[00:13:32.300 --> 00:13:35.300]  內陸一點的菲律賓
[00:13:35.300 --> 00:13:38.300]  那裡是馬其頓這一方的頭一個城
[00:13:38.300 --> 00:13:42.300]  也是羅馬的駐防城
[00:13:42.300 --> 00:13:46.300]  我們就在那個城駐了幾天
[00:13:46.300 --> 00:13:48.300]  這些字眼都是很特別
[00:13:48.300 --> 00:13:53.300]  和當時菲律賓城的處境
[00:13:53.300 --> 00:13:56.300]  菲律賓是那個城的名字
[00:13:56.300 --> 00:14:00.300]  是馬其頓的一帶這一方頭一個城
[00:14:00.300 --> 00:14:03.300]  當羅馬帝國從希臘人那裡
[00:14:03.300 --> 00:14:05.300]  拿到這個城回來的時候
[00:14:05.300 --> 00:14:07.300]  羅馬帝國侵佔了這個城市
[00:14:07.300 --> 00:14:09.300]  他就將這個城市或者這一帶
[00:14:09.300 --> 00:14:11.300]  分成四楷
[00:14:11.300 --> 00:14:14.300]  我們今天說的四邑
[00:14:14.300 --> 00:14:16.300]  將變成四邑
[00:14:16.300 --> 00:14:21.300]  最大的邑 第一的城就是菲律賓
[00:14:21.300 --> 00:14:23.300]  就將它成為駐防城
[00:14:23.300 --> 00:14:25.300]  這是和合本舊的翻譯
[00:14:25.300 --> 00:14:28.300]  新的翻譯就不再叫駐防城
[00:14:28.300 --> 00:14:31.300]  因為想起駐防城就有軍隊在
[00:14:31.300 --> 00:14:33.300]  但最重要的不是有軍隊在
[00:14:33.300 --> 00:14:36.300]  最重要的是那是殖民地
[00:14:36.300 --> 00:14:40.300]  是羅馬帝國的殖民地
[00:14:40.300 --> 00:14:43.300]  就是說那些羅馬帝國
[00:14:43.300 --> 00:14:47.300]  幫他打生打死的羅馬將軍
[00:14:47.300 --> 00:14:49.300]  他們打完仗
[00:14:49.300 --> 00:14:55.300]  羅馬王就會派他們去駐防城或者殖民地
[00:14:55.300 --> 00:14:56.300]  那些Veterans
[00:14:56.300 --> 00:15:00.300]  派他們去殖民地的城市
[00:15:00.300 --> 00:15:02.300]  他就要去那裡住
[00:15:02.300 --> 00:15:05.300]  然後給他物業 給他福利
[00:15:05.300 --> 00:15:08.300]  為國家打生打死
[00:15:08.300 --> 00:15:11.300]  然後就給他國民的身份
[00:15:11.300 --> 00:15:14.300]  羅馬帝國的國民的身份
[00:15:14.300 --> 00:15:16.300]  那些人住在那個地方
[00:15:16.300 --> 00:15:19.300]  他們就宣揚羅馬帝國的好處
[00:15:19.300 --> 00:15:24.300]  或者繼續去推廣羅馬帝國的版圖
[00:15:24.300 --> 00:15:26.300]  當然最重要的一點
[00:15:26.300 --> 00:15:30.300]  就是拿到羅馬帝國的Citizenship
[00:15:30.300 --> 00:15:36.300]  如果拿到羅馬公民的國籍的時候
[00:15:36.300 --> 00:15:38.300]  就會有很多福利
[00:15:38.300 --> 00:15:39.300]  稅可以減
[00:15:39.300 --> 00:15:44.300]  法律和政治也有很多的保障
[00:15:44.300 --> 00:15:47.300]  所以當時平民百姓拿不到的東西
[00:15:47.300 --> 00:15:51.300]  只有少數的人才有榮譽拿到Citizenship
[00:15:51.300 --> 00:15:53.300]  拿到那個好處
[00:15:53.300 --> 00:15:57.300]  就是Roman Citizenship
[00:15:57.300 --> 00:16:00.300]  其實有點像今天
[00:16:00.300 --> 00:16:05.300]  美國國籍其實也很輕香
[00:16:05.300 --> 00:16:07.300]  我們經常有些人說
[00:16:07.300 --> 00:16:10.300]  美國也不是很好 有些人很老
[00:16:10.300 --> 00:16:13.300]  其實拿到美國國籍是很輕香的
[00:16:13.300 --> 00:16:16.300]  我記得有一次我在中東
[00:16:16.300 --> 00:16:18.300]  以色列
[00:16:18.300 --> 00:16:20.300]  我要搭長途巴士去埃及
[00:16:20.300 --> 00:16:24.300]  我就去那裡買票
[00:16:24.300 --> 00:16:27.300]  跟我一起買票有其他旅客
[00:16:27.300 --> 00:16:29.300]  我去世界不同的地方
[00:16:29.300 --> 00:16:32.300]  我記得買車票的那個姐姐
[00:16:32.300 --> 00:16:34.300]  就跟我說
[00:16:34.300 --> 00:16:36.300]  我們中間有幾個美國人
[00:16:36.300 --> 00:16:38.300]  拿著美國的護照
[00:16:38.300 --> 00:16:39.300]  我是其中一個
[00:16:39.300 --> 00:16:41.300]  她說你們都不知道
[00:16:41.300 --> 00:16:43.300]  我們拿著不是美國的護照
[00:16:43.300 --> 00:16:45.300]  或者是一些中東國家的護照
[00:16:45.300 --> 00:16:49.300]  你們拿著美國的護照是多麼方便
[00:16:49.300 --> 00:16:51.300]  多麼好
[00:16:51.300 --> 00:16:53.300]  多麼有保障
[00:16:53.300 --> 00:16:55.300]  那些說美國不好的人
[00:16:55.300 --> 00:17:00.300]  通常都是拿著美國的護照才說不好
[00:17:00.300 --> 00:17:05.300]  身體是很誠實的
[00:17:05.300 --> 00:17:06.300]  不是啊
[00:17:06.300 --> 00:17:07.300]  那些中國大陸的高官
[00:17:07.300 --> 00:17:10.300]  為什麼每個子女都跑去美國
[00:17:10.300 --> 00:17:12.300]  沒有那麼好的話
[00:17:12.300 --> 00:17:15.300]  為什麼每個都要跑去美國
[00:17:15.300 --> 00:17:17.300]  叫自己的人民留下
[00:17:17.300 --> 00:17:20.300]  然後他的子女全部都有美國國籍
[00:17:20.300 --> 00:17:22.300]  或者有外國國籍
[00:17:22.300 --> 00:17:24.300]  這個就是他的意思
[00:17:24.300 --> 00:17:28.300]  有了羅馬公民的國籍
[00:17:28.300 --> 00:17:30.300]  或者有羅馬公民的護照
[00:17:30.300 --> 00:17:34.300]  是多麼大的榮譽
[00:17:34.300 --> 00:17:37.300]  或者那個身份是多麼的榮耀
[00:17:37.300 --> 00:17:42.300]  菲律賓作為一個殖民地的城市
[00:17:42.300 --> 00:17:44.300]  裡面的人民
[00:17:44.300 --> 00:17:46.300]  特別是羅馬的公民
[00:17:46.300 --> 00:17:49.300]  是多麼大的榮耀
[00:17:49.300 --> 00:17:52.300]  他們在推廣宗主國
[00:17:52.300 --> 00:17:54.300]  那種愛國
[00:17:54.300 --> 00:17:56.300]  那種羅馬的好處
[00:17:56.300 --> 00:18:04.300]  所以去到菲律賓這些城市的時候
[00:18:04.300 --> 00:18:06.300]  你就會看到
[00:18:06.300 --> 00:18:09.300]  他們有很多羅馬的好處
[00:18:09.300 --> 00:18:11.300]  羅馬生活的方式
[00:18:11.300 --> 00:18:15.300]  就是將經過羅馬的東西搬去菲律賓
[00:18:15.300 --> 00:18:17.300]  那裡有什麼呢
[00:18:17.300 --> 00:18:19.300]  有劇場
[00:18:19.300 --> 00:18:21.300]  這些全部都是羅馬的東西
[00:18:21.300 --> 00:18:23.300]  你看到那些建築物
[00:18:23.300 --> 00:18:25.300]  不只是建築物那麼簡單
[00:18:25.300 --> 00:18:27.300]  其實是一種生活的文化
[00:18:27.300 --> 00:18:29.300]  看到羅馬的市場
[00:18:29.300 --> 00:18:31.300]  很大的平面的市場
[00:18:31.300 --> 00:18:35.300]  那些叫做Roman Forum
[00:18:35.300 --> 00:18:37.300]  有街市 有市場
[00:18:37.300 --> 00:18:39.300]  有交易商
[00:18:39.300 --> 00:18:42.300]  然後上面有羅馬的廁所
[00:18:42.300 --> 00:18:46.300]  這些都是羅馬帝國的生活方式
[00:18:46.300 --> 00:18:49.300]  很榮耀的地方
[00:18:49.300 --> 00:18:52.300]  去推崇羅馬帝國的好處
[00:18:52.300 --> 00:18:55.300]  但是保羅說什麼呢
[00:18:55.300 --> 00:19:02.300]  保羅說我們就是天國的國民
[00:19:02.300 --> 00:19:04.300]  Heavenly Citizens
[00:19:04.300 --> 00:19:10.300]  我們是神國裡面的公民殖民
[00:19:10.300 --> 00:19:12.300]  我們的行事為人
[00:19:12.300 --> 00:19:17.300]  是要與基督的福音來相稱
[00:19:17.300 --> 00:19:19.300]  最重要的identity
[00:19:19.300 --> 00:19:25.300]  不是在地上的羅馬帝國的公民
[00:19:25.300 --> 00:19:28.300]  我們最重要的是天上給我們的
[00:19:28.300 --> 00:19:31.300]  一個公民的身份
[00:19:31.300 --> 00:19:33.300]  我們代表所推廣的
[00:19:33.300 --> 00:19:36.300]  不是地上的羅馬帝國
[00:19:36.300 --> 00:19:39.300]  不是地上的國家
[00:19:39.300 --> 00:19:41.300]  是天上的國家
[00:19:41.300 --> 00:19:45.300]  是屬於耶穌基督 屬於上帝的天國
[00:19:45.300 --> 00:19:46.300]  我們的行事為人
[00:19:46.300 --> 00:19:49.300]  每一天我們所做的公民
[00:19:49.300 --> 00:19:51.300]  不是單單做一個羅馬公民
[00:19:51.300 --> 00:19:53.300]  更重要的identity
[00:19:53.300 --> 00:19:55.300]  是做一個天國的公民
[00:19:55.300 --> 00:19:57.300]  是與基督的福音來相稱
[00:19:57.300 --> 00:19:59.300]  我想這樣說
[00:19:59.300 --> 00:20:03.300]  在菲律賓的教會的人
[00:20:03.300 --> 00:20:07.300]  他們立刻catch到那個意思
[00:20:07.300 --> 00:20:10.300]  在我們現代人看這些文字的時候
[00:20:10.300 --> 00:20:12.300]  未必catch到
[00:20:12.300 --> 00:20:15.300]  他們當時在政治的氣氛
[00:20:15.300 --> 00:20:18.300]  或者社會的光景裡面
[00:20:18.300 --> 00:20:19.300]  他們會特別catch到
[00:20:19.300 --> 00:20:20.300]  哦 我明白了
[00:20:20.300 --> 00:20:22.300]  原來我最重要的identity
[00:20:22.300 --> 00:20:25.300]  不是地上的政治identity
[00:20:25.300 --> 00:20:27.300]  而是天上 天國裡面
[00:20:27.300 --> 00:20:29.300]  給我一個新的identity
[00:20:29.300 --> 00:20:31.300]  我不知道你們有沒有這樣想過
[00:20:31.300 --> 00:20:33.300]  做基督徒
[00:20:33.300 --> 00:20:36.300]  是一個這樣的身份
[00:20:36.300 --> 00:20:38.300]  當你去到不同的地方
[00:20:38.300 --> 00:20:43.300]  你帶著一個天上 天國的殖民身份
[00:20:43.300 --> 00:20:45.300]  去到那裡
[00:20:45.300 --> 00:20:48.300]  或者現代的比喻可以怎麼說
[00:20:48.300 --> 00:20:50.300]  我想現代的比喻可以叫
[00:20:50.300 --> 00:20:54.300]  一個比較合適的比喻就是
[00:20:54.300 --> 00:20:56.300]  embassy
[00:20:56.300 --> 00:21:00.300]  就是國家的大使館
[00:21:00.300 --> 00:21:03.300]  美國在全世界各地
[00:21:03.300 --> 00:21:05.300]  有很多很多的embassy
[00:21:05.300 --> 00:21:07.300]  很多的大使館
[00:21:07.300 --> 00:21:09.300]  大使館是做什麼的呢
[00:21:09.300 --> 00:21:15.300]  大使館就是在別國的首都裡面
[00:21:15.300 --> 00:21:17.300]  的一塊地
[00:21:17.300 --> 00:21:20.300]  他在那裡工作
[00:21:20.300 --> 00:21:25.300]  他代表著他所猜派他的國家
[00:21:25.300 --> 00:21:28.300]  他要討月的
[00:21:28.300 --> 00:21:31.300]  不是他所在的地方
[00:21:31.300 --> 00:21:33.300]  的國家
[00:21:33.300 --> 00:21:38.300]  他討月的是猜派他國家的元首
[00:21:38.300 --> 00:21:40.300]  所以大使館是什麼呢
[00:21:40.300 --> 00:21:44.300]  就是要對自己本國來效忠
[00:21:44.300 --> 00:21:48.300]  縱使他所在的地方不是他自己的地方
[00:21:48.300 --> 00:21:51.300]  美國的大使被派去不同的國家
[00:21:51.300 --> 00:21:53.300]  不同的地方
[00:21:53.300 --> 00:21:56.300]  他就要去到慰藉美國的利益
