
[00:00:00.000 --> 00:00:04.000]  今日嘅中文講完係Mark Sir 而家將時間交畀佢
[00:02:40.000 --> 00:02:42.000]  將佢取締咗之後 又會將
[00:02:42.000 --> 00:02:44.000]  一啲民間裏面
[00:02:44.000 --> 00:02:46.000]  有嘅
[00:02:46.000 --> 00:02:48.000]  呢啲嘅
[00:02:48.000 --> 00:02:50.000]  做法 佢哋會攞咗佢出嚟
[00:02:50.000 --> 00:02:52.000]  所以呢 如果係咁樣睇法嘅話
[00:02:52.000 --> 00:02:54.000]  聖誕節呢 係一個
[00:02:54.000 --> 00:02:56.000]  counter cultural
[00:02:56.000 --> 00:02:58.000]  celebration 嚟嘅
[00:02:58.000 --> 00:03:00.000]  即係話呢 世界點樣去
[00:03:00.000 --> 00:03:02.000]  慶祝 慶祝嘅就係太陽神
[00:03:02.000 --> 00:03:04.000]  假嘅神 但係呢
[00:03:04.000 --> 00:03:06.000]  基督教嘅教會
[00:03:06.000 --> 00:03:08.000]  就攞咗呢個嘅節日呢
[00:03:08.000 --> 00:03:10.000]  嚟到去
[00:03:10.000 --> 00:03:12.000]  慶祝真正嘅
[00:03:12.000 --> 00:03:14.000]  救主 耶穌嘅理能
[00:03:14.000 --> 00:03:16.000]  呢個係另一個說法
[00:03:16.000 --> 00:03:18.000]  另外一個嘅說法
[00:03:18.000 --> 00:03:20.000]  點解會有聖誕節呢個節日
[00:03:20.000 --> 00:03:22.000]  就係
[00:03:22.000 --> 00:03:24.000]  初期教父
[00:03:24.000 --> 00:03:26.000]  或者初期嗰啲嘅church fathers
[00:03:26.000 --> 00:03:28.000]  佢哋去計呢 耶穌
[00:03:28.000 --> 00:03:30.000]  出世嗰日
[00:03:30.000 --> 00:03:32.000]  係幾時呢 佢當時就諗呢
[00:03:32.000 --> 00:03:34.000]  一定係passover嘅時候
[00:03:34.000 --> 00:03:36.000]  係童貞女瑪利亞
[00:03:36.000 --> 00:03:38.000]  感人
[00:03:38.000 --> 00:03:40.000]  所以一數就係
[00:03:40.000 --> 00:03:42.000]  九個月 佢當時係計九個月
[00:03:42.000 --> 00:03:44.000]  唔係十月懷胎 九個月懷胎
[00:03:44.000 --> 00:03:46.000]  所以十二月廿五號
[00:03:46.000 --> 00:03:48.000]  就係耶穌正式出世嘅時候
[00:03:48.000 --> 00:03:50.000]  咁所以有啲著作
[00:03:50.000 --> 00:03:52.000]  就講到討論到Christmas day
[00:03:52.000 --> 00:03:54.000]  係幾時 佢由passover
[00:03:54.000 --> 00:03:56.000]  一路計就計九個月
[00:03:56.000 --> 00:03:58.000]  因為咁嘅緣故
[00:03:58.000 --> 00:04:00.000]  所以就有十月廿五號
[00:04:00.000 --> 00:04:02.000]  但係當然
[00:04:02.000 --> 00:04:04.000]  另外一個問題就係 到底個passover係幾時
[00:04:04.000 --> 00:04:06.000]  咁所以有唔同嘅說法
[00:04:06.000 --> 00:04:08.000]  就講話passover前前後後
[00:04:08.000 --> 00:04:10.000]  爭少少
[00:04:10.000 --> 00:04:12.000]  咁所以今日就唔係淨係十月廿五號
[00:04:12.000 --> 00:04:14.000]  係某啲教會嚟到慶祝Christmas
[00:04:14.000 --> 00:04:16.000]  譬如東方嘅教會
[00:04:16.000 --> 00:04:18.000]  Orthodox Church 佢哋就會係一月嘅時候
[00:04:18.000 --> 00:04:20.000]  先會慶祝
[00:04:20.000 --> 00:04:22.000]  呢個Christmas day
[00:04:22.000 --> 00:04:24.000]  因為大家計個passover嗰日開始
[00:04:24.000 --> 00:04:26.000]  就係有啲唔同
[00:04:26.000 --> 00:04:28.000]  但我哋可以用呢啲咁嘅問題
[00:04:28.000 --> 00:04:30.000]  嚟到去討論一下聖誕節
[00:04:30.000 --> 00:04:32.000]  但係一樣嘢一定要做嘅
[00:04:32.000 --> 00:04:34.000]  就係睇下聖誕
[00:04:34.000 --> 00:04:36.000]  聖經係點講
[00:04:36.000 --> 00:04:38.000]  你諗起聖誕節 諗起乜嘢
[00:04:38.000 --> 00:04:40.000]  Christmas day
[00:04:40.000 --> 00:04:42.000]  好似一啲童話故事咁
[00:04:42.000 --> 00:04:44.000]  即係有啲好可愛嘅嘢
[00:04:44.000 --> 00:04:46.000]  或者有啲
[00:04:46.000 --> 00:04:48.000]  好安詳嘅
[00:04:48.000 --> 00:04:50.000]  衣景咁
[00:04:50.000 --> 00:04:52.000]  聖經裏面係點講
[00:04:52.000 --> 00:04:54.000]  你越睇嘅時候
[00:04:54.000 --> 00:04:56.000]  你就越發現
[00:04:56.000 --> 00:04:58.000]  唔係一個咁簡單嘅故事
[00:04:58.000 --> 00:05:00.000]  我哋睇幾節經文
[00:05:00.000 --> 00:05:02.000]  路加福音第一章
[00:05:02.000 --> 00:05:04.000]  路加福音第一章
[00:05:04.000 --> 00:05:06.000]  第二章就係講到聖誕
[00:05:06.000 --> 00:05:08.000]  你記得喺聖經裏面
[00:05:08.000 --> 00:05:10.000]  只係得兩本書
[00:05:10.000 --> 00:05:12.000]  兩本福音書
[00:05:12.000 --> 00:05:14.000]  係講到Christmas
[00:05:14.000 --> 00:05:16.000]  第一本
[00:05:16.000 --> 00:05:18.000]  係邊本呀
[00:05:18.000 --> 00:05:20.000]  馬太福音
[00:05:20.000 --> 00:05:22.000]  第二本就係路加福音
[00:05:22.000 --> 00:05:24.000]  Gospel of Luke
[00:05:24.000 --> 00:05:26.000]  第一章第五節
[00:05:26.000 --> 00:05:28.000]  當希律作猶太王嘅時候
[00:05:28.000 --> 00:05:30.000]  亞比亞班裏面
[00:05:30.000 --> 00:05:32.000]  有一個祭司
[00:05:32.000 --> 00:05:34.000]  叫做撒加利亞
[00:05:34.000 --> 00:05:36.000]  佢嘅妻子
[00:05:36.000 --> 00:05:38.000]  係亞倫嘅後代
[00:05:38.000 --> 00:05:40.000]  就叫做Elizabeth
[00:05:40.000 --> 00:05:42.000]  伊利沙伯
[00:05:42.000 --> 00:05:44.000]  佢哋兩個人在神嘅面前
[00:05:44.000 --> 00:05:46.000]  都是二人
[00:05:46.000 --> 00:05:48.000]  進行主一切嘅
[00:05:48.000 --> 00:05:50.000]  誡命同埋條例
[00:05:50.000 --> 00:05:52.000]  會有可指責的
[00:05:52.000 --> 00:05:54.000]  指示佢哋會有孩子
[00:05:54.000 --> 00:05:56.000]  因為Elizabeth係畢生奴
[00:05:56.000 --> 00:05:58.000]  兩個人呢亦都係年紀老邁
[00:05:58.000 --> 00:06:02.000]  呢度第一次
[00:06:02.000 --> 00:06:04.000]  嚟到去講聖誕節嘅故事
[00:06:04.000 --> 00:06:06.000]  就介紹嗰個嘅場景
[00:06:06.000 --> 00:06:08.000]  呢度講到大希律
[00:06:08.000 --> 00:06:10.000]  Hell the Great
[00:06:10.000 --> 00:06:12.000]  佢作王嘅時候
[00:06:12.000 --> 00:06:14.000]  就發生咗一件事
[00:06:14.000 --> 00:06:16.000]  就係有兩個夫婦
[00:06:16.000 --> 00:06:18.000]  係年紀老邁嘅
[00:06:18.000 --> 00:06:20.000]  係沒有兒子嘅
[00:06:20.000 --> 00:06:22.000]  呢個係第一個嘅介紹
[00:06:22.000 --> 00:06:24.000]  第二個介紹呢就係第二章第一節
[00:06:24.000 --> 00:06:28.000]  嚟到講開呢個嘅
[00:06:28.000 --> 00:06:30.000]  聖誕節附近發生嘅
[00:06:30.000 --> 00:06:32.000]  一啲事蹟
[00:06:32.000 --> 00:06:34.000]  第一節
[00:06:34.000 --> 00:06:36.000]  當那斯人子
[00:06:36.000 --> 00:06:38.000]  凱撒奧古斯督
[00:06:38.000 --> 00:06:40.000]  Augustus
[00:06:40.000 --> 00:06:42.000]  有意旨下來
[00:06:42.000 --> 00:06:44.000]  叫天下人民都報名上策
[00:06:44.000 --> 00:06:46.000]  呢個時候呢
[00:06:46.000 --> 00:06:48.000]  亦都係居里紐
[00:06:48.000 --> 00:06:50.000]  作Syria
[00:06:50.000 --> 00:06:52.000]  敘利亞巡撫嘅時候
[00:06:52.000 --> 00:06:54.000]  係頭一次去到行
[00:06:54.000 --> 00:06:56.000]  報名上策嘅事
[00:06:56.000 --> 00:06:58.000]  眾人就各歸各城
[00:06:58.000 --> 00:07:00.000]  報名上策
[00:07:00.000 --> 00:07:02.000]  我睇咗兩節經文
[00:07:02.000 --> 00:07:04.000]  兩節經文就提到
[00:07:04.000 --> 00:07:06.000]  當時一啲歷史嘅人物
[00:07:06.000 --> 00:07:10.000]  歷史人物唔係聖經提過
[00:07:10.000 --> 00:07:12.000]  當然 聖經以外
[00:07:12.000 --> 00:07:14.000]  好多歷史著作
[00:07:14.000 --> 00:07:16.000]  或者傳記都會提到
[00:07:16.000 --> 00:07:18.000]  有邊幾個
[00:07:18.000 --> 00:07:20.000]  有大希律第一章第五節
[00:07:20.000 --> 00:07:22.000]  有奧古斯督
[00:07:22.000 --> 00:07:24.000]  有居里紐
[00:07:24.000 --> 00:07:26.000]  呢三個
[00:07:26.000 --> 00:07:28.000]  都係當時嘅歷史人物
[00:07:28.000 --> 00:07:30.000]  唔單止係咁
[00:07:30.000 --> 00:07:32.000]  亦都係當時有權有勢嘅人
[00:07:32.000 --> 00:07:34.000]  好大power嘅人
[00:07:34.000 --> 00:07:36.000]  甚至係有absolute power
[00:07:36.000 --> 00:07:38.000]  大希律
[00:07:38.000 --> 00:07:40.000]  當然就係管猶大地
[00:07:40.000 --> 00:07:42.000]  即係巴勒斯坦
[00:07:42.000 --> 00:07:44.000]  以色列呢個地方
[00:07:44.000 --> 00:07:46.000]  即係當時
[00:07:46.000 --> 00:07:48.000]  Roman Empire嘅
[00:07:48.000 --> 00:07:50.000]  東面嘅防線
[00:07:50.000 --> 00:07:52.000]  另外就係
[00:07:52.000 --> 00:07:54.000]  奧古斯督
[00:07:54.000 --> 00:07:56.000]  就係整個地中海世界統一天下嘅
[00:07:56.000 --> 00:07:58.000]  emperor
[00:07:58.000 --> 00:08:00.000]  第三個就係居里紐
[00:08:00.000 --> 00:08:02.000]  居里紐就係
[00:08:02.000 --> 00:08:04.000]  管 頭先提到
[00:08:04.000 --> 00:08:06.000]  以色列巴勒斯坦地
[00:08:06.000 --> 00:08:08.000]  一個大啲嘅省份叫做敘利亞
[00:08:08.000 --> 00:08:10.000]  Syria
[00:08:10.000 --> 00:08:12.000]  呢一個嘅官就係居里紐
[00:08:12.000 --> 00:08:14.000]  三個
[00:08:14.000 --> 00:08:16.000]  都係歷史人物
[00:08:16.000 --> 00:08:18.000]  三個都係有權有勢
[00:08:18.000 --> 00:08:20.000]  可以呼風喚雨嘅人
[00:08:20.000 --> 00:08:22.000]  當以前
[00:08:22.000 --> 00:08:24.000]  去到提到
[00:08:24.000 --> 00:08:26.000]  某啲人出世嘅時候
[00:08:26.000 --> 00:08:28.000]  特別係
[00:08:28.000 --> 00:08:30.000]  一啲歷史著作
[00:08:30.000 --> 00:08:32.000]  特別係名人
[00:08:32.000 --> 00:08:34.000]  先會有啲所謂birth story
[00:08:34.000 --> 00:08:36.000]  可以講
[00:08:36.000 --> 00:08:38.000]  即係佢出世嘅時候幾巴閉
[00:08:38.000 --> 00:08:40.000]  出世嘅時候有人提過
[00:08:40.000 --> 00:08:42.000]  出世嘅時候發生啲乜嘢事
[00:08:42.000 --> 00:08:44.000]  呢啲所謂birth story
[00:08:44.000 --> 00:08:46.000]  都係畀一啲hero
[00:08:46.000 --> 00:08:48.000]  或者畀當時係最重要
[00:08:48.000 --> 00:08:50.000]  最重要嘅
[00:08:50.000 --> 00:08:52.000]  譬如奧古斯督
[00:08:52.000 --> 00:08:54.000]  當時有absolute power嘅嘢
[00:08:54.000 --> 00:08:56.000]  係管理
[00:08:56.000 --> 00:08:58.000]  整個嘅地中海嘅世界
[00:08:58.000 --> 00:09:00.000]  係佢嗰啲嘅
[00:09:00.000 --> 00:09:02.000]  出生嘅
[00:09:02.000 --> 00:09:04.000]  記載
[00:09:04.000 --> 00:09:06.000]  嗰啲嘅birth story
[00:09:06.000 --> 00:09:08.000]  講到佢邊年邊月出世
[00:09:08.000 --> 00:09:10.000]  講到佢出世嘅時候
[00:09:10.000 --> 00:09:12.000]  佢就帶嚟福音文
[00:09:12.000 --> 00:09:14.000]  Gospel
[00:09:14.000 --> 00:09:16.000]  講到佢出世嘅時候就帶嚟
[00:09:16.000 --> 00:09:18.000]  有大嘅喜樂
[00:09:18.000 --> 00:09:20.000]  joy
[00:09:20.000 --> 00:09:22.000]  good things
[00:09:22.000 --> 00:09:24.000]  佢出世嘅時候
[00:09:24.000 --> 00:09:26.000]  亦都係
[00:09:26.000 --> 00:09:28.000]  眾民 整個嘅天下
[00:09:28.000 --> 00:09:30.000]  裏面嘅人民
[00:09:30.000 --> 00:09:32.000]  嘅救主
[00:09:32.000 --> 00:09:34.000]  saviour
[00:09:34.000 --> 00:09:36.000]  亦都係當時帝國嘅主宰
[00:09:36.000 --> 00:09:38.000]  甚至有一啲嘅
[00:09:38.000 --> 00:09:40.000]  文獻話佢就係son of gods
[00:09:40.000 --> 00:09:42.000]  即係眾神嘅
[00:09:42.000 --> 00:09:44.000]  兒子 天子
[00:09:44.000 --> 00:09:46.000]  奧古斯督
[00:09:46.000 --> 00:09:48.000]  亦都係嗰一位帶嚟
[00:09:48.000 --> 00:09:50.000]  新嘅peace
[00:09:50.000 --> 00:09:52.000]  佢哋叫做Roman peace
[00:09:52.000 --> 00:09:54.000]  Pax Romanum
[00:09:54.000 --> 00:09:56.000]  帶嚟一個新嘅kingdom
[00:09:56.000 --> 00:09:58.000]  一個新嘅國度
[00:09:58.000 --> 00:10:00.000]  所以奧古斯督嘅生日係每年都會慶祝
[00:10:00.000 --> 00:10:02.000]  等於一個今日
[00:10:02.000 --> 00:10:04.000]  名人
[00:10:04.000 --> 00:10:06.000]  我哋每年都會去到
[00:10:06.000 --> 00:10:08.000]  記得 某年某日
[00:10:08.000 --> 00:10:10.000]  就係佢嘅birthday
[00:10:10.000 --> 00:10:12.000]  就係佢嘅生日
[00:10:12.000 --> 00:10:14.000]  係一啲世界舞台上面嘅主角
[00:10:14.000 --> 00:10:16.000]  兩節經文
[00:10:16.000 --> 00:10:18.000]  我哋睇咗呢啲
[00:10:18.000 --> 00:10:20.000]  重要嘅人物
[00:10:20.000 --> 00:10:22.000]  但好奇怪 路加介紹嘅時候
[00:10:22.000 --> 00:10:24.000]  呢啲人呢
[00:10:24.000 --> 00:10:26.000]  就有咩地位呢
[00:10:26.000 --> 00:10:28.000]  佢哋就唔喺舞台嘅中間
[00:10:28.000 --> 00:10:32.000]  佢變成咗舞台嘅背景
[00:10:32.000 --> 00:10:36.000]  唔係foreground
[00:10:36.000 --> 00:10:38.000]  係background
[00:10:38.000 --> 00:10:40.000]  當時人人聽見呢個名
[00:10:40.000 --> 00:10:42.000]  都會諗起佢嘅事蹟
[00:10:42.000 --> 00:10:44.000]  諗起佢嘅故事
[00:10:44.000 --> 00:10:46.000]  佢哋係世有權嘅男人
[00:10:46.000 --> 00:10:50.000]  有absolute power嘅人
[00:10:50.000 --> 00:10:52.000]  每每睇到佢哋嘅時候
[00:10:52.000 --> 00:10:54.000]  佢哋世界上面 梗係舞台嘅中間
[00:10:54.000 --> 00:10:56.000]  foreground
[00:10:56.000 --> 00:10:58.000]  路加福音
[00:10:58.000 --> 00:11:00.000]  去到介紹
[00:11:00.000 --> 00:11:02.000]  耶穌出世嘅事蹟
[00:11:02.000 --> 00:11:04.000]  講到施洗約翰
[00:11:04.000 --> 00:11:06.000]  作為佢嘅前鋒
[00:11:06.000 --> 00:11:08.000]  嘅pioneer 講到耶穌嘅出世
[00:11:08.000 --> 00:11:10.000]  都係
[00:11:10.000 --> 00:11:12.000]  將到佢哋調返轉
[00:11:12.000 --> 00:11:14.000]  路加福音第一章
[00:11:14.000 --> 00:11:16.000]  頭先我講過
[00:11:16.000 --> 00:11:18.000]  大希律作為背景
[00:11:18.000 --> 00:11:20.000]  有咩人
[00:11:20.000 --> 00:11:22.000]  有伊利沙伯
[00:11:22.000 --> 00:11:24.000]  伊利沙伯
[00:11:24.000 --> 00:11:26.000]  係
[00:11:26.000 --> 00:11:28.000]  兩夫婦同埋撒加利亞
[00:11:28.000 --> 00:11:30.000]  兩夫婦都係
[00:11:30.000 --> 00:11:32.000]  畢生慾同埋係年紀老邁
[00:11:32.000 --> 00:11:36.000]  如果你將聖經
[00:11:36.000 --> 00:11:38.000]  你去查嘅時候
[00:11:38.000 --> 00:11:40.000]  你當呢啲咁嘅statement係social statement
[00:11:40.000 --> 00:11:42.000]  即係話畀你聽
[00:11:42.000 --> 00:11:44.000]  一啲描述
[00:11:44.000 --> 00:11:46.000]  係講到佢哋社會嘅地位
[00:11:46.000 --> 00:11:48.000]  你就知道
[00:11:48.000 --> 00:11:50.000]  畢生慾同埋年紀老邁
[00:11:50.000 --> 00:11:52.000]  並非係一啲註腳
[00:11:52.000 --> 00:11:54.000]  其實就係講清楚
[00:11:54.000 --> 00:11:56.000]  佢哋係社會
[00:11:56.000 --> 00:11:58.000]  係世界係一種點樣嘅人
[00:11:58.000 --> 00:12:00.000]  小人物
[00:12:00.000 --> 00:12:02.000]  呢個of course
[00:12:02.000 --> 00:12:04.000]  但同時
[00:12:04.000 --> 00:12:06.000]  年紀老邁
[00:12:06.000 --> 00:12:08.000]  甚至係畢生慾
[00:12:08.000 --> 00:12:10.000]  近東嘅社會
[00:12:10.000 --> 00:12:12.000]  古代嘅社會
[00:12:12.000 --> 00:12:14.000]  係受咒助
[00:12:14.000 --> 00:12:16.000]  cursed
[00:12:16.000 --> 00:12:18.000]  甚至係今日我哋可以叫佢低端人口
[00:12:18.000 --> 00:12:20.000]  嗰啲人
[00:12:20.000 --> 00:12:22.000]  無權無能嘅
[00:12:22.000 --> 00:12:24.000]  但係佢哋喺
[00:12:24.000 --> 00:12:26.000]  上帝面前
[00:12:26.000 --> 00:12:28.000]  作為二人
[00:12:28.000 --> 00:12:30.000]  即係上帝面前
[00:12:30.000 --> 00:12:32.000]  佢哋
[00:12:32.000 --> 00:12:34.000]  係去依靠佢
[00:12:34.000 --> 00:12:36.000]  去信靠佢
[00:12:36.000 --> 00:12:38.000]  反而唔係一啲background嘅人
[00:12:38.000 --> 00:12:40.000]  喺路家嘅筆下就變成
[00:12:40.000 --> 00:12:42.000]  係主角
[00:12:42.000 --> 00:12:44.000]  神居然
[00:12:44.000 --> 00:12:46.000]  係向佢哋
[00:12:46.000 --> 00:12:48.000]  顯現去啟示
[00:12:48.000 --> 00:12:50.000]  你睇到呢個故事
[00:12:50.000 --> 00:12:52.000]  繼續落去我哋唔睇好多細節
[00:12:52.000 --> 00:12:54.000]  就係薩加利亞本身
[00:12:54.000 --> 00:12:56.000]  係一個祭祀
[00:12:56.000 --> 00:12:58.000]  輪到佢輪班
[00:12:58.000 --> 00:13:00.000]  佢能夠入到去聖所裏面
[00:13:00.000 --> 00:13:02.000]  去公職嘅時候
[00:13:02.000 --> 00:13:04.000]  無論係點
[00:13:04.000 --> 00:13:06.000]  登台
[00:13:06.000 --> 00:13:08.000]  或者打理聖所裏面嘅事務
[00:13:08.000 --> 00:13:12.000]  輪到佢班節嘅時候
[00:13:12.000 --> 00:13:14.000]  佢就入咗去
[00:13:14.000 --> 00:13:16.000]  聖所
[00:13:16.000 --> 00:13:18.000]  然後佢裏面就上帝向佢顯現
[00:13:18.000 --> 00:13:20.000]  就係天使向佢顯現
[00:13:20.000 --> 00:13:22.000]  同佢話畀佢聽
[00:13:22.000 --> 00:13:24.000]  而家有說話
[00:13:24.000 --> 00:13:26.000]  嚟到佢臨到你
[00:13:26.000 --> 00:13:28.000]  有咩咁特別
[00:13:28.000 --> 00:13:30.000]  你記得我上個禮拜講過
[00:13:30.000 --> 00:13:32.000]  喺舊約完結之後
[00:13:32.000 --> 00:13:34.000]  到新約未開始
[00:13:34.000 --> 00:13:36.000]  有幾多年時間
[00:13:36.000 --> 00:13:38.000]  大概有三百幾四百年時間
[00:13:38.000 --> 00:13:40.000]  三百幾四百年時間
[00:13:40.000 --> 00:13:42.000]  嗰段時間叫乜嘢
[00:13:42.000 --> 00:13:44.000]  我哋叫silent period
[00:13:44.000 --> 00:13:46.000]  因為舊約最尾個先知係
[00:13:46.000 --> 00:13:48.000]  Malachi
[00:13:48.000 --> 00:13:50.000]  最尾嗰個
[00:13:50.000 --> 00:13:54.000]  Malachi
[00:13:54.000 --> 00:13:56.000]  中文係咩
[00:13:56.000 --> 00:13:58.000]  係馬拉記
[00:13:58.000 --> 00:14:00.000]  馬拉記
[00:14:00.000 --> 00:14:02.000]  完咗之後到新約未開始嘅時候
[00:14:02.000 --> 00:14:04.000]  有大概三百多年嘅時間
[00:14:04.000 --> 00:14:06.000]  係冇有上帝嘅啟示
[00:14:06.000 --> 00:14:08.000]  甚至你睇下當時嗰幾百年
[00:14:08.000 --> 00:14:10.000]  猶太人嘅著作
[00:14:10.000 --> 00:14:12.000]  佢哋都認定上帝好似冇講嘢
[00:14:12.000 --> 00:14:14.000]  上帝冇錯之前有promise嗰啲嘢
[00:14:14.000 --> 00:14:16.000]  但係呢幾百年呢好似靜咗落去
[00:14:16.000 --> 00:14:18.000]  沉默嘅時期
[00:14:18.000 --> 00:14:20.000]  所以到路加福音第一章
[00:14:20.000 --> 00:14:22.000]  天使突然間顯現嘅時候
[00:14:22.000 --> 00:14:24.000]  上帝講說話
[00:14:24.000 --> 00:14:26.000]  佢就講話
[00:14:26.000 --> 00:14:28.000]  佢就講話
[00:14:28.000 --> 00:14:30.000]  上帝講說話
[00:14:30.000 --> 00:14:32.000]  然後佢出到嚟嘅時候
[00:14:32.000 --> 00:14:34.000]  其他嘅人民
[00:14:34.000 --> 00:14:36.000]  見到佢入咗好耐
[00:14:36.000 --> 00:14:38.000]  返出嚟嘅時候佢就啞咗
[00:14:38.000 --> 00:14:40.000]  講唔到嘢
[00:14:40.000 --> 00:14:42.000]  換句話講上帝對佢有啟示
[00:14:42.000 --> 00:14:44.000]  對佢再有說話
[00:14:44.000 --> 00:14:46.000]  呢件係好大件事
[00:14:46.000 --> 00:14:48.000]  所以路加福音第一章
[00:14:48.000 --> 00:14:50.000]  一開始就話上帝有啟示圖
[00:14:50.000 --> 00:14:52.000]  上帝嘅計劃繼續
[00:14:52.000 --> 00:14:54.000]  開展
[00:14:54.000 --> 00:14:56.000]  繼續去advance繼續向前
[00:14:56.000 --> 00:14:58.000]  雖然有沉默嗰時候
[00:14:58.000 --> 00:15:00.000]  但上帝而家又開始講嘢
[00:15:00.000 --> 00:15:02.000]  所以你睇第一章嘅時候
[00:15:02.000 --> 00:15:04.000]  你有咩背景你就發現
[00:15:04.000 --> 00:15:06.000]  原來好大好大嘅事
[00:15:06.000 --> 00:15:08.000]  冇講嘢好耐突然間
[00:15:08.000 --> 00:15:10.000]  而家又再講嘢
[00:15:10.000 --> 00:15:12.000]  並且係同救主降生
