
[00:00:00.000 --> 00:00:02.000]  多謝Nelson
[00:04:32.000 --> 00:04:34.000]  去討論薪酬問題
[00:04:34.000 --> 00:04:37.000]  甚至我答應去一個教會侍奉的時候
[00:04:37.000 --> 00:04:41.000]  我都不會問到底他的package是什麼
[00:04:41.000 --> 00:04:43.000]  我真的沒有問過
[00:04:43.000 --> 00:04:44.000]  我也去過教會
[00:04:44.000 --> 00:04:46.000]  我進去的時候才發現
[00:04:46.000 --> 00:04:49.000]  原來我的薪酬這麼少
[00:04:49.000 --> 00:04:51.000]  師母一定要出來打工
[00:04:51.000 --> 00:04:54.000]  如果不是我們搞不定
[00:04:54.000 --> 00:04:58.000]  我不知道這樣做對還是不對
[00:04:58.000 --> 00:04:59.000]  I don't know
[00:04:59.000 --> 00:05:01.000]  但是因為要開口講一件事
[00:05:01.000 --> 00:05:03.000]  確實是有些難為情的
[00:05:03.000 --> 00:05:05.000]  是有些麻煩的
[00:05:05.000 --> 00:05:07.000]  既然我已經老到這個地步
[00:05:07.000 --> 00:05:08.000]  我都不是很care的時候
[00:05:08.000 --> 00:05:12.000]  不如我為教會和為教會的下一代
[00:05:12.000 --> 00:05:14.000]  去試一下講這件事好嗎
[00:05:14.000 --> 00:05:16.000]  我希望你講完之後
[00:05:16.000 --> 00:05:18.000]  你不會覺得又是拿錢
[00:05:18.000 --> 00:05:20.000]  我希望不是這樣
[00:05:20.000 --> 00:05:21.000]  我希望本著聖經裡面
[00:05:21.000 --> 00:05:24.000]  告訴我們我們作為教會
[00:05:24.000 --> 00:05:25.000]  作為信徒
[00:05:25.000 --> 00:05:28.000]  作為一班的基督的門徒
[00:05:28.000 --> 00:05:32.000]  我們應該怎樣去面對這個問題
[00:05:32.000 --> 00:05:34.000]  我們已經有二十多年的經驗
[00:05:34.000 --> 00:05:37.000]  我也覺得教會裡面的一些文化
[00:05:37.000 --> 00:05:39.000]  我是今天可以告訴你
[00:05:39.000 --> 00:05:43.000]  親身來說我可以告訴你
[00:05:43.000 --> 00:05:47.000]  正如我所說我們教會
[00:05:47.000 --> 00:05:50.000]  我相信如果網上一些大英姐妹
[00:05:50.000 --> 00:05:51.000]  聽這篇讀的時候
[00:05:51.000 --> 00:05:53.000]  可能你的教會也是一樣
[00:05:53.000 --> 00:05:54.000]  教會可以向前
[00:05:54.000 --> 00:05:58.000]  教會可以繼續去到發展
[00:05:58.000 --> 00:05:59.000]  去到成長的時候
[00:05:59.000 --> 00:06:01.000]  是有更大的需要
[00:06:01.000 --> 00:06:03.000]  是財務上的需要
[00:06:03.000 --> 00:06:09.000]  每一個童工是希望有一個合理的薪酬
[00:06:09.000 --> 00:06:12.000]  因為我想講得很清楚
[00:06:12.000 --> 00:06:14.000]  我只是講我們教會
[00:06:14.000 --> 00:06:17.000]  我們沒有一個童工是為了錢
[00:06:17.000 --> 00:06:20.000]  沒有一個童工真的進來的時候
[00:06:20.000 --> 00:06:22.000]  或者我們去呼召他
[00:06:22.000 --> 00:06:26.000]  參與我們這個行列的時候
[00:06:26.000 --> 00:06:29.000]  本身有的或者剛剛新任的童工
[00:06:29.000 --> 00:06:31.000]  沒有一個進來的時候
[00:06:31.000 --> 00:06:33.000]  才跟你講價
[00:06:33.000 --> 00:06:36.000]  因為教會文化很有趣
[00:06:36.000 --> 00:06:39.000]  如果你先開始講價的話
[00:06:39.000 --> 00:06:41.000]  通常是不請你的
[00:06:41.000 --> 00:06:43.000]  什麼事呢
[00:06:43.000 --> 00:06:45.000]  你門口都還沒進來
[00:06:45.000 --> 00:06:47.000]  你就跟我說套餐
[00:06:47.000 --> 00:06:48.000]  你的薪金
[00:06:48.000 --> 00:06:50.000]  你是什麼人
[00:06:50.000 --> 00:06:55.000]  因為我們侍奉的不是為了錢
[00:06:55.000 --> 00:06:56.000]  是真的
[00:06:56.000 --> 00:06:58.000]  我只是講我們UV的團隊
[00:06:58.000 --> 00:06:59.000]  我們的童工
[00:06:59.000 --> 00:07:01.000]  我們每一個都是很拼命
[00:07:01.000 --> 00:07:03.000]  很努力的
[00:07:03.000 --> 00:07:05.000]  來侍奉的
[00:07:05.000 --> 00:07:07.000]  沒有人跟我們講薪酬
[00:07:07.000 --> 00:07:11.000]  也沒有人去講什麼時候要放假
[00:07:11.000 --> 00:07:12.000]  放多少天假
[00:07:12.000 --> 00:07:14.000]  怎樣才算合理
[00:07:14.000 --> 00:07:20.000]  這些可能跟外面的公司有些不同
[00:07:20.000 --> 00:07:21.000]  不過我想告訴你
[00:07:21.000 --> 00:07:24.000]  這個就正是福音的精神
[00:07:24.000 --> 00:07:27.000]  這個就是耶穌基督給我們的榜樣
[00:07:27.000 --> 00:07:29.000]  耶穌基督給我們的生命
[00:07:29.000 --> 00:07:32.000]  我們是擺出來侍奉的
[00:07:32.000 --> 00:07:34.000]  但是在教會裡面
[00:07:34.000 --> 00:07:36.000]  有一件事很有趣的
[00:07:36.000 --> 00:07:39.000]  當然我們想教會發展
[00:07:39.000 --> 00:07:41.000]  而教會發展的時候
[00:07:41.000 --> 00:07:43.000]  有更大的需要
[00:07:43.000 --> 00:07:45.000]  財務上的需要
[00:07:45.000 --> 00:07:50.000]  童工是應該給他們合理的薪酬
[00:07:50.000 --> 00:07:53.000]  我想說是合理的薪酬
[00:07:53.000 --> 00:07:56.000]  不是一定要給他們多錢
[00:07:56.000 --> 00:08:00.000]  而是需要給他們一個合理的補償
[00:08:00.000 --> 00:08:02.000]  因為他們也要生活
[00:08:02.000 --> 00:08:04.000]  你不能夠說
[00:08:04.000 --> 00:08:07.000]  如果教會的童工
[00:08:07.000 --> 00:08:08.000]  一個工人
[00:08:08.000 --> 00:08:10.000]  如果他是要優柴優米的話
[00:08:10.000 --> 00:08:12.000]  他才可以侍奉的話
[00:08:12.000 --> 00:08:15.000]  這個教會是不能夠向前的
[00:08:15.000 --> 00:08:21.000]  物價高漲的疫情大家都知道
[00:08:21.000 --> 00:08:24.000]  最近的蛋又貴了
[00:08:24.000 --> 00:08:25.000]  是不是好像便宜了
[00:08:25.000 --> 00:08:27.000]  前陣子很貴
[00:08:27.000 --> 00:08:28.000]  是不是很貴
[00:08:28.000 --> 00:08:31.000]  我老婆又跟我說了這句話
[00:08:31.000 --> 00:08:33.000]  她說你不要吃蛋
[00:08:33.000 --> 00:08:35.000]  留給女兒吃
[00:08:35.000 --> 00:08:37.000]  她說我每天早上又吃兩隻
[00:08:37.000 --> 00:08:38.000]  便宜的時候又吃兩隻
[00:08:38.000 --> 00:08:40.000]  現在貴了就不要吃了
[00:08:40.000 --> 00:08:41.000]  然後我說
[00:08:41.000 --> 00:08:43.000]  我很乖的
[00:08:43.000 --> 00:08:46.000]  你知道我老婆說話是雙重意思
[00:08:46.000 --> 00:08:49.000]  她其實就是說你不用吃
[00:08:49.000 --> 00:08:51.000]  反正你吃少了那麼多
[00:08:51.000 --> 00:08:53.000]  不如吃少一點
[00:08:53.000 --> 00:08:55.000]  我就說好
[00:08:55.000 --> 00:08:56.000]  不吃了
[00:08:56.000 --> 00:08:57.000]  inflation
[00:08:57.000 --> 00:09:01.000]  大家都知道物價高漲
[00:09:01.000 --> 00:09:04.000]  是真的令到我們大家很大壓力
[00:09:04.000 --> 00:09:07.000]  對教會也是一樣的
[00:09:07.000 --> 00:09:09.000]  是不是
[00:09:09.000 --> 00:09:11.000]  對教會也是一樣
[00:09:11.000 --> 00:09:13.000]  因為這樣說
[00:09:13.000 --> 00:09:14.000]  教會的童工
[00:09:14.000 --> 00:09:17.000]  如果經常要優柴優米來侍奉的話
[00:09:17.000 --> 00:09:19.000]  是侍奉不到的
[00:09:21.000 --> 00:09:23.000]  我曾經有很多年
[00:09:23.000 --> 00:09:25.000]  我都是侍奉的時候要優柴優米的
[00:09:25.000 --> 00:09:29.000]  怎樣能夠專心侍奉
[00:09:29.000 --> 00:09:31.000]  對嗎
[00:09:31.000 --> 00:09:33.000]  做不來的
[00:09:33.000 --> 00:09:37.000]  但教會很多時候有一個這樣的
[00:09:37.000 --> 00:09:41.000]  很奇怪的文化
[00:09:41.000 --> 00:09:43.000]  怎樣講新金
[00:09:43.000 --> 00:09:47.000]  在開會的時候
[00:09:47.000 --> 00:09:50.000]  又不一定是你去定會議的議程
[00:09:50.000 --> 00:09:53.000]  又不一定有時間去討論這件事
[00:09:53.000 --> 00:09:55.000]  其他大英姐妹
[00:09:55.000 --> 00:09:57.000]  特別是一些執事和我們一起童工的
[00:09:57.000 --> 00:09:59.000]  他們都有自己的家庭
[00:09:59.000 --> 00:10:01.000]  他們都有自己的工作
[00:10:01.000 --> 00:10:03.000]  有自己的demands
[00:10:03.000 --> 00:10:06.000]  他們未必有時間去理你那一份
[00:10:06.000 --> 00:10:07.000]  是不是
[00:10:07.000 --> 00:10:09.000]  所以很多年有很多時候
[00:10:09.000 --> 00:10:13.000]  是真的有優柴優米的時候
[00:10:13.000 --> 00:10:14.000]  但我想告訴大家
[00:10:14.000 --> 00:10:17.000]  如果一個健康的教會就不應該是這樣
[00:10:17.000 --> 00:10:19.000]  教會文化是很有趣的
[00:10:19.000 --> 00:10:22.000]  我們希望有年輕的童工出來
[00:10:22.000 --> 00:10:25.000]  我們希望能呼召一些年輕的童工
[00:10:25.000 --> 00:10:27.000]  去帶領著教會
[00:10:27.000 --> 00:10:31.000]  你都不想一個老的童工一直帶下去
[00:10:31.000 --> 00:10:35.000]  因為總有一天我都會死的
[00:10:35.000 --> 00:10:37.000]  我都會老的
[00:10:37.000 --> 00:10:38.000]  我都會退休的
[00:10:38.000 --> 00:10:40.000]  或者應該要退休
[00:10:40.000 --> 00:10:43.000]  但我們希望有年輕的童工出來
[00:10:43.000 --> 00:10:46.000]  但文化有趣的地方就是
[00:10:46.000 --> 00:10:48.000]  你希望有年輕的童工出來
[00:10:48.000 --> 00:10:52.000]  但年輕童工自然是因為年輕
[00:10:52.000 --> 00:10:56.000]  因為年輕就未必有獨立的經濟能力
[00:10:56.000 --> 00:11:03.000]  然後他的經驗等等可能是未足夠
[00:11:03.000 --> 00:11:08.000]  我們教會很多時候薪水就要給
[00:11:08.000 --> 00:11:10.000]  所謂特別低一點給他們
[00:11:10.000 --> 00:11:15.000]  但這樣又不是老
[00:11:15.000 --> 00:11:18.000]  因為我希望有年輕的童工出來
[00:11:18.000 --> 00:11:20.000]  但我們又知道實況
[00:11:20.000 --> 00:11:23.000]  年輕童工未必有獨立的經濟能力
[00:11:23.000 --> 00:11:27.000]  他又要優柴優米的才能夠去侍奉
[00:11:27.000 --> 00:11:29.000]  今時今日我都講過了
[00:11:29.000 --> 00:11:31.000]  東西貴了很多
[00:11:31.000 --> 00:11:34.000]  不要講食物不要講生活是貴了
[00:11:34.000 --> 00:11:36.000]  特別城市生活更加貴
[00:11:36.000 --> 00:11:37.000]  芝加哥
[00:11:37.000 --> 00:11:43.000]  生活是貴
[00:11:43.000 --> 00:11:47.000]  甚至你去讀神學都貴
[00:11:47.000 --> 00:11:49.000]  讀神學院都貴
[00:11:49.000 --> 00:11:50.000]  你不要想
[00:11:50.000 --> 00:11:53.000]  不知道大家有沒有東方宗教的背景
[00:11:53.000 --> 00:11:57.000]  覺得那些尼姑
[00:11:57.000 --> 00:12:01.000]  或者那些佛寺裏面的人
[00:12:01.000 --> 00:12:03.000]  他們不用吃東西
[00:12:03.000 --> 00:12:05.000]  他們就在那裏打坐
[00:12:05.000 --> 00:12:07.000]  那些叫神學院
[00:12:07.000 --> 00:12:09.000]  No
[00:12:09.000 --> 00:12:11.000]  讀神學院很辛苦的
[00:12:11.000 --> 00:12:13.000]  讀神學院很辛苦
[00:12:13.000 --> 00:12:17.000]  我讀過好幾年神學院
[00:12:17.000 --> 00:12:18.000]  我現在在讀
[00:12:18.000 --> 00:12:21.000]  我沒有去過一個神學的班
[00:12:21.000 --> 00:12:23.000]  和神學的同學
[00:12:23.000 --> 00:12:24.000]  神學班裏面的同學
[00:12:24.000 --> 00:12:25.000]  年輕的也好
[00:12:25.000 --> 00:12:27.000]  年紀大的也好
[00:12:27.000 --> 00:12:29.000]  沒有一個輕言易舉
[00:12:29.000 --> 00:12:30.000]  用什麼
[00:12:30.000 --> 00:12:32.000]  背兩條formula
[00:12:32.000 --> 00:12:35.000]  然後考試的時候我再拿A
[00:12:35.000 --> 00:12:40.000]  是很費力和很費思想的
[00:12:40.000 --> 00:12:42.000]  我們都希望是這樣
[00:12:42.000 --> 00:12:45.000]  如果童工傳道人
[00:12:45.000 --> 00:12:46.000]  他們去到神學院的時候
[00:12:46.000 --> 00:12:48.000]  他們得到的裝備是最好的裝備
[00:12:48.000 --> 00:12:54.000]  我們都不想在一個這麼紛亂資訊的世代裏面
[00:12:54.000 --> 00:12:56.000]  都是有人亂解經
[00:12:56.000 --> 00:12:57.000]  亂去到講聖經
[00:12:57.000 --> 00:13:00.000]  這樣和我們信仰的生命根本是違背的
[00:13:00.000 --> 00:13:02.000]  問題就是這樣
[00:13:02.000 --> 00:13:06.000]  年輕的童工他們沒有獨立的經濟能力
[00:13:06.000 --> 00:13:08.000]  教會人工可能比較低一點
[00:13:08.000 --> 00:13:10.000]  要他們休茶休米來侍奉
[00:13:10.000 --> 00:13:13.000]  這個是一個實況
[00:13:13.000 --> 00:13:16.000]  或者你可以建議
[00:13:16.000 --> 00:13:21.000]  我們不要請窮的年輕童工
[00:13:21.000 --> 00:13:25.000]  我們請有錢的年輕童工就行
[00:13:25.000 --> 00:13:27.000]  我這麼多年侍奉我也認識不少
[00:13:27.000 --> 00:13:29.000]  有一些年輕的童工
[00:13:29.000 --> 00:13:31.000]  他們是所謂的富二代
[00:13:31.000 --> 00:13:35.000]  他們真的不用休茶休米
[00:13:35.000 --> 00:13:39.000]  他們生活上做屋賣屋等等完全可以
[00:13:39.000 --> 00:13:41.000]  他們幾乎可以做義務童工
[00:13:41.000 --> 00:13:43.000]  這個世界有這樣的人
[00:13:43.000 --> 00:13:45.000]  當然我不是
[00:13:45.000 --> 00:13:47.000]  我們沒有一個童工是
[00:13:47.000 --> 00:13:49.000]  但問題就是這樣
[00:13:49.000 --> 00:13:53.000]  我們請那些有錢的年輕童工就行
[00:13:53.000 --> 00:13:55.000]  但因為他們的生活是這樣的時候
[00:13:55.000 --> 00:13:58.000]  他們生命裏面又沒有壓力
[00:13:58.000 --> 00:14:00.000]  對嗎
[00:14:00.000 --> 00:14:02.000]  溫室長大的
[00:14:02.000 --> 00:14:04.000]  他們生命裏面沒有經歷
[00:14:04.000 --> 00:14:06.000]  沒有生命的怎樣傳道
[00:14:06.000 --> 00:14:11.000]  他只不過是書裏面說的話
[00:14:11.000 --> 00:14:13.000]  對嗎
[00:14:13.000 --> 00:14:17.000]  你都希望牧師或者教會的領導
[00:14:17.000 --> 00:14:20.000]  他有生命裏面的經歷
[00:14:20.000 --> 00:14:23.000]  所以去到和一些童工聊天的時候
[00:14:23.000 --> 00:14:26.000]  如果有新的童工想加入的時候
[00:14:26.000 --> 00:14:28.000]  或者想聘請的時候
[00:14:28.000 --> 00:14:30.000]  我要做的就是
[00:14:30.000 --> 00:14:32.000]  我要聽聽他的故事
[00:14:32.000 --> 00:14:34.000]  他們很年輕
[00:14:34.000 --> 00:14:36.000]  不等於他們沒有經歷
[00:14:36.000 --> 00:14:40.000]  但年輕裏面都可以很有壓力
[00:14:40.000 --> 00:14:42.000]  所以你想選擇哪樣
[00:14:42.000 --> 00:14:45.000]  你想選擇那些很有錢的年輕童工
[00:14:45.000 --> 00:14:47.000]  但生命裏面沒有經歷
[00:14:47.000 --> 00:14:49.000]  他們經歷的是甚麼
[00:14:49.000 --> 00:14:52.000]  這個世界不用休茶休米
[00:14:52.000 --> 00:14:53.000]  需要的嗎
[00:14:53.000 --> 00:14:55.000]  因為他從小到大都不用做這件事
[00:14:55.000 --> 00:14:59.000]  還是我們有些年輕童工
[00:14:59.000 --> 00:15:01.000]  他們有生命裏面的經歷
[00:15:01.000 --> 00:15:14.000]  可能經濟上沒有其他人的待遇
[00:15:14.000 --> 00:15:17.000]  或者沒有其他人更好的條件
[00:15:17.000 --> 00:15:19.000]  我想問你們選擇哪樣
[00:15:19.000 --> 00:15:23.000]  你們想選擇哪樣
[00:15:23.000 --> 00:15:25.000]  選擇有壓力的
[00:15:25.000 --> 00:15:27.000]  選擇有壓力的
[00:15:27.000 --> 00:15:31.000]  我想告訴大家
[00:15:31.000 --> 00:15:33.000]  我在教會裏面這麼多年不侍奉
[00:15:33.000 --> 00:15:37.000]  從來沒有商討過薪金
[00:15:37.000 --> 00:15:42.000]  我從來沒有和教會領袖講過
[00:15:42.000 --> 00:15:45.000]  討價還價過薪金
[00:15:45.000 --> 00:15:48.000]  亦都沒有一年我說要加薪金
[00:15:48.000 --> 00:15:50.000]  大家知道
[00:15:50.000 --> 00:15:52.000]  我和我的童工講
[00:15:52.000 --> 00:15:53.000]  和我們call team講
[00:15:53.000 --> 00:15:56.000]  其他童工可以加
[00:15:56.000 --> 00:15:59.000]  因為他們是低的
[00:15:59.000 --> 00:16:01.000]  我是不需要加
[00:16:01.000 --> 00:16:03.000]  你需要調節的話
[00:16:03.000 --> 00:16:05.000]  可以調節減低
[00:16:05.000 --> 00:16:08.000]  我的那份可以減低
[00:16:08.000 --> 00:16:13.000]  但其他童工是需要有好的待遇
[00:16:13.000 --> 00:16:15.000]  或者合理的待遇
[00:16:15.000 --> 00:16:17.000]  這個正是這段聖經所講
[00:16:17.000 --> 00:16:20.000]  如果勞力去侍奉的那班人
[00:16:20.000 --> 00:16:22.000]  那班教會的領袖
[00:16:22.000 --> 00:16:25.000]  我就應該加倍去敬奉他們
[00:16:25.000 --> 00:16:28.000]  要加倍的敬奉他們
[00:16:28.000 --> 00:16:30.000]  因為他們需要生活
[00:16:30.000 --> 00:16:32.000]  他解釋一個原因
[00:16:32.000 --> 00:16:33.000]  什麼原因呢
[00:16:33.000 --> 00:16:38.000]  保羅在這裏引用摩西律法其中一段
[00:16:38.000 --> 00:16:40.000]  他說牛在全谷的時候
[00:16:40.000 --> 00:16:42.000]  不要勞著他的鎚
[00:16:42.000 --> 00:16:46.000]  在五經裏面的一些律法
[00:16:46.000 --> 00:16:51.000]  是講到當時的農耕生活
[00:16:51.000 --> 00:16:55.000]  他講到牛幫你耕田的時候
[00:16:55.000 --> 00:16:57.000]  牛都是工人
[00:16:57.000 --> 00:17:00.000]  沒有牠你是耕不到田
[00:17:00.000 --> 00:17:04.000]  如果牛肚餓的時候
[00:17:04.000 --> 00:17:09.000]  那些谷的大麥小麥成長了
[00:17:09.000 --> 00:17:11.000]  未收割之前
[00:17:11.000 --> 00:17:15.000]  牛如果去吃那些大麥小麥
[00:17:15.000 --> 00:17:18.000]  你不要勞著他的鎚
[00:17:18.000 --> 00:17:21.000]  那隻牛是幫你工作的
[00:17:21.000 --> 00:17:23.000]  你沒有牠是做不到的
[00:17:23.000 --> 00:17:27.000]  你就隨隨便便給牠吃
[00:17:27.000 --> 00:17:29.000]  吃得你幾多
[00:17:29.000 --> 00:17:34.000]  這個當然講到摩西律法裏面有一個vision
[00:17:34.000 --> 00:17:36.000]  一個所謂social的vision
[00:17:36.000 --> 00:17:39.000]  對這個世界對這個社會一個意象
[00:17:39.000 --> 00:17:40.000]  一個願象
[00:17:40.000 --> 00:17:42.000]  就是一個creation
[00:17:42.000 --> 00:17:44.000]  即是被造界 創造界
[00:17:44.000 --> 00:17:47.000]  都是需要我們去悉心照顧的
[00:17:47.000 --> 00:17:49.000]  所以牛在全谷的時候
[00:17:49.000 --> 00:17:50.000]  不要勞著牠的鎚
[00:17:50.000 --> 00:17:51.000]  不要虐待牠
[00:17:51.000 --> 00:17:53.000]  不要苦待牠
[00:17:53.000 --> 00:17:58.000]  給牠吃飽
[00:17:58.000 --> 00:17:59.000]  如果牠不吃飽
[00:17:59.000 --> 00:18:02.000]  怎樣能夠幫你去耕田呢
[00:18:02.000 --> 00:18:05.000]  所以他又引用另外一句
[00:18:05.000 --> 00:18:07.000]  他說工人得工資
[00:18:07.000 --> 00:18:09.000]  工人得工價是應當的
[00:18:09.000 --> 00:18:11.000]  合理的工價
[00:18:11.000 --> 00:18:17.000]  我在教會裏面侍奉了這麼多年
[00:18:17.000 --> 00:18:19.000]  正如我所講
[00:18:19.000 --> 00:18:20.000]  我老到一個地步
[00:18:20.000 --> 00:18:22.000]  我有衣有食我算了
[00:18:22.000 --> 00:18:25.000]  我有衣有食我就知足
