
[00:00:00.000 --> 00:00:01.280]  看完節目就好
[00:02:18.160 --> 00:02:22.800]  當然這裡不是說約瑟一定會做這些通靈的事情
[00:02:22.800 --> 00:02:24.480]  但是在這裡
[00:02:24.480 --> 00:02:27.080]  你會看到約瑟和他的哥哥
[00:02:27.080 --> 00:02:28.760]  這麼多哥哥之間的關係
[00:02:28.760 --> 00:02:31.440]  其實約瑟在故事裏面
[00:02:31.440 --> 00:02:35.760]  好像比他的哥哥更高
[00:02:35.760 --> 00:02:36.960]  知道的東西更多
[00:02:36.960 --> 00:02:39.160]  好像在他的哥哥面前
[00:02:39.160 --> 00:02:40.640]  好像一個神一樣
[00:02:40.640 --> 00:02:43.880]  因為知道他的哥哥的過去、現在
[00:02:43.880 --> 00:02:46.120]  還有知道他們的去留
[00:02:46.120 --> 00:02:48.400]  掌握到他們的行動等等
[00:02:48.400 --> 00:02:52.120]  所以這些兄弟就會覺得很奇怪
[00:02:52.120 --> 00:02:54.360]  為什麼約瑟會知道我們誰大誰小
[00:02:54.360 --> 00:02:56.320]  然後知道我們家父是怎樣的
[00:02:56.320 --> 00:02:59.000]  問我們的家宅等等
[00:02:59.000 --> 00:03:01.760]  無論如何約瑟就有一個策劃
[00:03:01.760 --> 00:03:07.720]  就將銀杯放在最小的Benjamin的口袋裏面
[00:03:07.720 --> 00:03:12.200]  然後就將他怪罪於Benjamin
[00:03:12.200 --> 00:03:13.880]  說他偷了他的銀杯
[00:03:13.880 --> 00:03:19.040]  然後就將所有的兄弟再押回來埃及
[00:03:19.040 --> 00:03:22.640]  所以就再去搜他們的口袋
[00:03:22.640 --> 00:03:25.880]  搜查一下誰偷了銀杯
[00:03:25.880 --> 00:03:27.280]  結果是誰呢
[00:03:27.280 --> 00:03:28.880]  就是Benjamin
[00:03:28.880 --> 00:03:30.080]  一搜出來的時候
[00:03:30.080 --> 00:03:32.920]  由大到小一直搜到最後Benjamin
[00:03:32.920 --> 00:03:35.280]  就搜到銀杯在他的口袋裏面
[00:03:35.280 --> 00:03:38.280]  這就叫做斷帳
[00:03:38.280 --> 00:03:44.560]  所以約瑟就想去扣留Benjamin
[00:03:44.560 --> 00:03:47.720]  情形就好像你過TSA的時候
[00:03:47.720 --> 00:03:49.040]  搜你的行李
[00:03:49.040 --> 00:03:51.120]  搜你的白粉
[00:03:51.120 --> 00:03:52.800]  是不是很嚴重
[00:03:52.800 --> 00:03:55.960]  這就是約瑟所設的計劃
[00:03:55.960 --> 00:03:58.920]  就是希望Benjamin怪罪於他
[00:03:58.920 --> 00:04:00.320]  讓他斷帳
[00:04:00.320 --> 00:04:04.040]  以至去試一試那些兄弟怎樣去對待Benjamin
[00:04:04.040 --> 00:04:05.480]  如果他們死性不改的話
[00:04:05.480 --> 00:04:07.280]  那些兄弟會怎樣
[00:04:07.280 --> 00:04:08.920]  我們走了
[00:04:08.920 --> 00:04:10.880]  我們有東西吃就可以了
[00:04:10.880 --> 00:04:13.560]  但就是這個測試去看一下
[00:04:13.560 --> 00:04:16.520]  他們的本性有沒有改變
[00:04:16.520 --> 00:04:19.760]  我們就去到44章第16節
[00:04:19.760 --> 00:04:23.440]  由大第四公子
[00:04:23.440 --> 00:04:27.720]  由大就發現Benjamin是斷帳的時候
[00:04:27.720 --> 00:04:28.840]  他就說了什麼呢
[00:04:28.840 --> 00:04:30.200]  他說你僕人的罪孽
[00:04:30.200 --> 00:04:33.000]  你看一下我們上帝已經查出來了
[00:04:33.000 --> 00:04:36.800]  我們看到那個杯子
[00:04:36.800 --> 00:04:40.640]  是在Benjamin的口袋裏面
[00:04:40.640 --> 00:04:47.440]  他說我們和在手裏找到杯子的人
[00:04:47.440 --> 00:04:48.640]  就是Benjamin
[00:04:48.640 --> 00:04:50.400]  都是我主的奴僕
[00:04:50.400 --> 00:04:52.560]  他說不如我們一齊去做奴僕
[00:04:52.560 --> 00:04:53.840]  約瑟怎麼說
[00:04:53.840 --> 00:04:55.160]  絕不能做這樣的事
[00:04:55.160 --> 00:04:59.480]  誰的手中找到那個銀杯
[00:04:59.480 --> 00:05:01.040]  誰就做我的奴僕
[00:05:01.040 --> 00:05:02.240]  至於你們
[00:05:02.240 --> 00:05:06.560]  可以平平安安上到家父那裏
[00:05:06.560 --> 00:05:08.960]  就是說想扣留Benjamin
[00:05:08.960 --> 00:05:12.960]  這個就是make or break的moment
[00:05:12.960 --> 00:05:15.360]  到底這些兄弟怎樣反應
[00:05:15.360 --> 00:05:18.440]  而他們的反應是不是表達出
[00:05:18.440 --> 00:05:22.400]  他們的生命終於有改變了這麼多年
[00:05:22.400 --> 00:05:26.080]  以下就是這個所謂由大的講話
[00:05:26.080 --> 00:05:28.000]  44章第18至34節
[00:05:28.000 --> 00:05:30.200]  這個在聖經的文學裏面
[00:05:30.200 --> 00:05:33.400]  是一個最著名的一段講話
[00:05:33.400 --> 00:05:34.800]  你沒有聽過吧
[00:05:34.800 --> 00:05:36.920]  那些研究古代文學
[00:05:36.920 --> 00:05:38.400]  研究聖經文學的
[00:05:38.400 --> 00:05:40.000]  整本聖經你找遍
[00:05:40.000 --> 00:05:41.280]  所有的literature
[00:05:41.280 --> 00:05:42.840]  所有的文學
[00:05:42.840 --> 00:05:45.760]  最好最好的一段就是這一段
[00:05:45.760 --> 00:05:47.880]  居然是由大講的說話
[00:05:47.880 --> 00:05:51.600]  就是由這段由大的講話
[00:05:51.600 --> 00:05:54.800]  和約瑟的求情的講話
[00:05:54.800 --> 00:05:56.680]  好像聖經裏面的莎士比亞
[00:05:56.680 --> 00:05:58.640]  有沒有讀過莎士比亞
[00:05:58.640 --> 00:06:02.200]  我們都是沒有什麼文化的人
[00:06:02.200 --> 00:06:02.960]  但是我想告訴你
[00:06:02.960 --> 00:06:05.200]  這個是聖經裏面最有文化
[00:06:05.200 --> 00:06:10.520]  和最有文學味道的一篇講話
[00:06:10.520 --> 00:06:11.480]  正因為這樣的緣故
[00:06:11.480 --> 00:06:13.800]  所以我們應該去看一看
[00:06:13.800 --> 00:06:15.280]  18至34節
[00:06:15.280 --> 00:06:18.400]  讓我讀出來或者演繹一下
[00:06:18.400 --> 00:06:19.320]  18節
[00:06:19.320 --> 00:06:21.480]  由大靠近約瑟的時候
[00:06:21.480 --> 00:06:23.000]  他說我主求求你
[00:06:23.000 --> 00:06:26.040]  讓僕人說一句話給我主聽
[00:06:26.040 --> 00:06:27.520]  不要向僕人發裂腦
[00:06:27.520 --> 00:06:29.840]  因為你如同發腦一樣
[00:06:29.840 --> 00:06:32.120]  我主曾問僕人們說
[00:06:32.120 --> 00:06:34.640]  你們有父親兄弟沒有
[00:06:34.640 --> 00:06:35.840]  我們對我主說
[00:06:35.840 --> 00:06:36.880]  我們有父親
[00:06:36.880 --> 00:06:38.680]  他已經年老
[00:06:38.680 --> 00:06:41.800]  還有他老年所生的一個小兒子
[00:06:41.800 --> 00:06:43.160]  就是卞雅文
[00:06:43.160 --> 00:06:44.480]  他哥哥死了
[00:06:44.480 --> 00:06:46.280]  就是說約瑟
[00:06:46.280 --> 00:06:49.200]  他的母親拉傑
[00:06:49.200 --> 00:06:51.080]  又是死了
[00:06:51.080 --> 00:06:54.160]  只剩下他一個的孩子
[00:06:54.160 --> 00:06:56.400]  父親也痛哀他
[00:06:56.400 --> 00:06:57.480]  你對僕人說
[00:06:57.480 --> 00:06:59.120]  把他帶下來
[00:06:59.120 --> 00:07:00.040]  我姐女來
[00:07:00.040 --> 00:07:01.960]  讓我親眼看著他
[00:07:01.960 --> 00:07:02.960]  我們對我主說
[00:07:02.960 --> 00:07:06.040]  這年輕人不能離開他老父親
[00:07:06.040 --> 00:07:07.120]  如果離開的話
[00:07:07.120 --> 00:07:11.280]  父親就會死去
[00:07:11.280 --> 00:07:12.800]  你對僕人說
[00:07:12.800 --> 00:07:14.360]  你們最小的弟弟
[00:07:14.360 --> 00:07:16.120]  若不和你們一同下來
[00:07:16.120 --> 00:07:20.920]  你們就不要來見我的面
[00:07:20.920 --> 00:07:21.680]  我們上到去
[00:07:21.680 --> 00:07:23.120]  你僕人我們父親那裡
[00:07:23.120 --> 00:07:26.680]  將我主的話曾經告訴過他
[00:07:26.680 --> 00:07:28.560]  25節
[00:07:28.560 --> 00:07:30.800]  後來我們的父親跟我們說
[00:07:30.800 --> 00:07:32.480]  你們再去買奢良
[00:07:32.480 --> 00:07:34.680]  我們說我們不能下去
[00:07:34.680 --> 00:07:36.240]  最小的弟弟就是卞雅文
[00:07:36.240 --> 00:07:38.080]  如果與我們同去
[00:07:38.080 --> 00:07:39.280]  我們就可以下去
[00:07:39.280 --> 00:07:41.240]  因為最小的弟弟卞雅文
[00:07:41.240 --> 00:07:42.840]  若不和我們同去
[00:07:42.840 --> 00:07:45.560]  我們不能夠見那個人
[00:07:45.560 --> 00:07:46.760]  就是約瑟
[00:07:46.760 --> 00:07:49.920]  你僕人我父親對我們這樣說
[00:07:49.920 --> 00:07:52.840]  你們知道我的妻子拉傑
[00:07:52.840 --> 00:07:54.880]  給我生了兩個兒子
[00:07:54.880 --> 00:07:56.840]  一個已經離開了
[00:07:56.840 --> 00:07:59.200]  我以為他是被野獸撕碎了
[00:07:59.200 --> 00:08:01.840]  直到如今我再沒有見過他
[00:08:01.840 --> 00:08:05.880]  現在你們又要把這個卞雅文
[00:08:05.880 --> 00:08:07.280]  從我面前帶走
[00:08:07.280 --> 00:08:09.320]  若卞雅文遭難的話
[00:08:09.320 --> 00:08:12.520]  那麼你們就害我白髮蒼蒼
[00:08:12.520 --> 00:08:15.040]  悲悲慘慘下到陰間去
[00:08:15.040 --> 00:08:19.720]  如今我回到你僕人我父親那裡
[00:08:19.720 --> 00:08:23.000]  若沒有這年輕人卞雅文與我們同去
[00:08:23.000 --> 00:08:25.360]  我們父親的命
[00:08:25.360 --> 00:08:29.400]  是與這年輕人卞雅文的命是相連的
[00:08:29.400 --> 00:08:31.160]  當我們的父親看見
[00:08:31.160 --> 00:08:33.400]  沒有這年輕人的話
[00:08:33.400 --> 00:08:36.200]  他就會死硬
[00:08:36.200 --> 00:08:39.960]  這樣我們就會害你的僕人
[00:08:39.960 --> 00:08:42.360]  我們的父親白髮蒼蒼
[00:08:42.360 --> 00:08:44.800]  悲悲慘慘下到陰間去
[00:08:44.800 --> 00:08:46.240]  是不是很傷心
[00:08:46.240 --> 00:08:47.000]  真的很慘
[00:08:47.000 --> 00:08:50.600]  這個時候你有沒有看過《月月殘片》
[00:08:50.600 --> 00:08:53.000]  那些男女相愛
[00:08:53.000 --> 00:08:53.880]  相愛了很多年
[00:08:53.880 --> 00:08:55.360]  為什麼我們這麼合得來
[00:08:55.360 --> 00:08:56.600]  然後結婚的時候
[00:08:56.600 --> 00:08:58.040]  洞房花燭夜的時候發現
[00:08:58.040 --> 00:09:00.400]  原來我們是失散多年的兄妹
[00:09:01.360 --> 00:09:05.400]  然後你們聽到小提琴就在那首樂曲
[00:09:05.400 --> 00:09:07.920]  然後就晴天霹靂
[00:09:07.920 --> 00:09:10.720]  就是這個時候悲悲慘慘下到陰間去
[00:09:10.720 --> 00:09:11.960]  怎麼辦
[00:09:11.960 --> 00:09:13.080]  猶大繼續說
[00:09:13.080 --> 00:09:13.920]  32節
[00:09:13.920 --> 00:09:20.200]  僕人曾向我老父為這年輕人卞雅文作擔保說
[00:09:20.200 --> 00:09:23.600]  我若不帶他回去交給父親
[00:09:23.600 --> 00:09:26.920]  我就在父親面前永遠擔當這罪
[00:09:26.920 --> 00:09:28.920]  現在
[00:09:28.920 --> 00:09:30.480]  這是猶大
[00:09:30.480 --> 00:09:32.480]  跟約瑟說的
[00:09:32.480 --> 00:09:34.480]  現在求你把僕人
[00:09:34.480 --> 00:09:36.320]  就是把我留下來
[00:09:36.320 --> 00:09:38.880]  代替這年輕人作我主的奴僕
[00:09:38.880 --> 00:09:42.480]  讓這年輕人和他哥哥一同上去
[00:09:42.480 --> 00:09:44.280]  若這年輕人不和我們一起
[00:09:44.280 --> 00:09:47.760]  我怎能上去見我的老父
[00:09:47.760 --> 00:09:54.240]  恐怕我要看到災禍臨到我的父親
[00:09:54.240 --> 00:10:00.480]  這是聖經最偉大的文學之一
[00:10:00.480 --> 00:10:01.280]  剛才我們說過
[00:10:01.280 --> 00:10:03.880]  為什麼這是一個這麼重要的講話
[00:10:03.880 --> 00:10:09.600]  或者一個文學氣味很重的一段講話
[00:10:09.600 --> 00:10:12.480]  因為猶大這一段的講話
[00:10:12.480 --> 00:10:16.640]  其實幾乎每一點
[00:10:16.640 --> 00:10:21.400]  都是撤銷了多年的恩怨
[00:10:21.400 --> 00:10:23.320]  多年有什麼恩怨
[00:10:23.320 --> 00:10:25.320]  感情上的恩怨
[00:10:25.320 --> 00:10:27.320]  你留意整段的說話裡面
[00:10:27.320 --> 00:10:29.320]  十四次看到父親
[00:10:29.320 --> 00:10:31.320]  我們的父親
[00:10:31.320 --> 00:10:32.320]  Our father
[00:10:32.320 --> 00:10:33.320]  如果你是約瑟
[00:10:33.320 --> 00:10:35.320]  你還沒有表露你的身分的時候
[00:10:35.320 --> 00:10:37.320]  他說我們的父親
[00:10:37.320 --> 00:10:39.320]  約瑟聽到我們的父親
[00:10:39.320 --> 00:10:41.320]  Our father
[00:10:41.320 --> 00:10:43.320]  他會想到什麼
[00:10:43.320 --> 00:10:47.320]  感情上他就放不下
[00:10:47.320 --> 00:10:49.320]  第二點
[00:10:49.320 --> 00:10:51.320]  孝道
[00:10:51.320 --> 00:10:53.320]  父親的命根
[00:10:53.320 --> 00:10:55.320]  就是最小的弟弟
[00:10:55.320 --> 00:10:57.320]  辯雅文
[00:10:57.320 --> 00:10:59.320]  他不像其他的兒子
[00:10:59.320 --> 00:11:01.320]  因為父親的命
[00:11:01.320 --> 00:11:05.320]  是和辯雅文小兒子的命連在一起
[00:11:05.320 --> 00:11:09.320]  有小孩的你明白吧
[00:11:09.320 --> 00:11:11.320]  有時候拉兒子拉心肝
[00:11:11.320 --> 00:11:13.320]  就是這個意思
[00:11:13.320 --> 00:11:14.320]  孝道
[00:11:14.320 --> 00:11:16.320]  為什麼要保護辯雅文
[00:11:16.320 --> 00:11:18.320]  不可以讓他做奴隸
[00:11:18.320 --> 00:11:20.320]  不可以讓他挾持
[00:11:20.320 --> 00:11:22.320]  第三
[00:11:22.320 --> 00:11:24.320]  情理上
[00:11:24.320 --> 00:11:26.320]  猶大多次提到
[00:11:26.320 --> 00:11:28.320]  家父最愛的是誰
[00:11:28.320 --> 00:11:30.320]  拉兒子
[00:11:30.320 --> 00:11:32.320]  辯雅文
[00:11:32.320 --> 00:11:34.320]  幾乎是唯一的兒子
[00:11:34.320 --> 00:11:36.320]  奇怪 明明有十幾個兒子
[00:11:36.320 --> 00:11:38.320]  只是愛那個
[00:11:38.320 --> 00:11:40.320]  只是偏愛那個
[00:11:40.320 --> 00:11:42.320]  我們不說偏愛是對還是不對
[00:11:42.320 --> 00:11:44.320]  這不是聖經處理的問題
[00:11:44.320 --> 00:11:46.320]  聖經處理的問題就是
[00:11:46.320 --> 00:11:48.320]  他確實是偏愛她
[00:11:48.320 --> 00:11:50.320]  你們這班兄弟
[00:11:50.320 --> 00:11:52.320]  是否願意接受
[00:11:52.320 --> 00:11:56.320]  你們肯不肯接受這個事實
[00:11:56.320 --> 00:11:58.320]  接受這個事實
[00:11:58.320 --> 00:12:02.320]  就是承認家父對弟弟的愛
[00:12:02.320 --> 00:12:04.320]  是寧死不同的
[00:12:04.320 --> 00:12:06.320]  你們肯接受的時候
[00:12:06.320 --> 00:12:08.320]  你就不會發生一些狗咬狗骨
[00:12:08.320 --> 00:12:10.320]  彼此傷殘的事
[00:12:10.320 --> 00:12:12.320]  這是事實
[00:12:12.320 --> 00:12:14.320]  家父雅各
[00:12:14.320 --> 00:12:16.320]  真的拉兒子拉心肝
[00:12:16.320 --> 00:12:18.320]  我們不是
[00:12:18.320 --> 00:12:20.320]  這麼多年為何有這麼多的恩怨
[00:12:20.320 --> 00:12:22.320]  就是他們不能夠去接納
[00:12:22.320 --> 00:12:24.320]  這個家庭的實況
[00:12:24.320 --> 00:12:26.320]  家父是真的偏愛她
[00:12:26.320 --> 00:12:28.320]  不說對錯
[00:12:28.320 --> 00:12:30.320]  是說事實
[00:12:30.320 --> 00:12:32.320]  有時候家家有本難唸的經
[00:12:32.320 --> 00:12:36.320]  你就是接受不到那個事實
[00:12:36.320 --> 00:12:38.320]  所以心裏面為何這麼難過
[00:12:38.320 --> 00:12:40.320]  這麼難受 這麼不安
[00:12:40.320 --> 00:12:42.320]  還有很多事情
[00:12:42.320 --> 00:12:44.320]  為何心裏面這麼難過
[00:12:44.320 --> 00:12:46.320]  這麼難受 這麼不安
[00:12:46.320 --> 00:12:48.320]  還有很多口角
[00:12:48.320 --> 00:12:50.320]  接受了這個事實
[00:12:50.320 --> 00:12:52.320]  你才能夠幫助你
[00:12:52.320 --> 00:12:54.320]  Move on
[00:12:54.320 --> 00:12:56.320]  雅各就是愛
[00:12:56.320 --> 00:12:58.320]  變雅文多過愛我們任何一個人
[00:12:58.320 --> 00:13:00.320]  Let's move on
[00:13:00.320 --> 00:13:02.320]  第四
[00:13:02.320 --> 00:13:04.320]  就是說誰做奴僕
[00:13:04.320 --> 00:13:06.320]  這是猶大做奴僕
[00:13:06.320 --> 00:13:08.320]  劉大願意
[00:13:08.320 --> 00:13:10.320]  金元來做奴僕
[00:13:10.320 --> 00:13:12.320]  這是最大的改變
[00:13:12.320 --> 00:13:14.320]  因為你看猶大的故事的時候
[00:13:14.320 --> 00:13:16.320]  你就會發現
[00:13:16.320 --> 00:13:18.320]  這個人本身不是這樣
[00:13:18.320 --> 00:13:20.320]  所以他說願意做奴僕
[00:13:20.320 --> 00:13:24.320]  代替這個小子
[00:13:24.320 --> 00:13:26.320]  他留下來
[00:13:26.320 --> 00:13:28.320]  去取代他
[00:13:28.320 --> 00:13:30.320]  所以你看完這段說話
[00:13:30.320 --> 00:13:32.320]  聽完這段說話的時候
[00:13:32.320 --> 00:13:34.320]  應該發生什麼事
[00:13:34.320 --> 00:13:36.320]  就真是復和了
[00:13:36.320 --> 00:13:38.320]  四十五章
[00:13:38.320 --> 00:13:40.320]  約瑟對所有士立的人
[00:13:40.320 --> 00:13:42.320]  他在他們面前情不自禁放聲大哭
[00:13:42.320 --> 00:13:44.320]  埃及人都聽到
[00:13:44.320 --> 00:13:46.320]  法老全家都聽到
[00:13:46.320 --> 00:13:48.320]  約瑟就跟他的兄弟說
[00:13:48.320 --> 00:13:50.320]  我就是約瑟終於表露他的身分
[00:13:50.320 --> 00:13:52.320]  對嗎
[00:13:52.320 --> 00:13:56.320]  我的父親還在嗎
[00:13:56.320 --> 00:13:58.320]  我兄弟不敢回答他
[00:13:58.320 --> 00:14:00.320]  都市驚惶
[00:14:00.320 --> 00:14:02.320]  約瑟就說靠近我一點
[00:14:02.320 --> 00:14:04.320]  你過來
[00:14:04.320 --> 00:14:06.320]  看一看我
[00:14:06.320 --> 00:14:10.320]  我真是你們多年前出賣的約瑟
[00:14:10.320 --> 00:14:14.320]  我就是被你賣到埃及的兄弟約瑟
[00:14:14.320 --> 00:14:18.320]  現在不要因為我賣到這裡而憂傷
[00:14:18.320 --> 00:14:20.320]  為自己生氣
[00:14:20.320 --> 00:14:22.320]  因為上帝早就差我來
[00:14:22.320 --> 00:14:24.320]  為要保存大家的性命
[00:14:24.320 --> 00:14:28.320]  這個很感人的一幕
[00:14:28.320 --> 00:14:30.320]  放聲大哭
[00:14:30.320 --> 00:14:32.320]  十二兄弟終於相認
[00:14:32.320 --> 00:14:34.320]  剛才我說猶大有改變
[00:14:34.320 --> 00:14:36.320]  這是最詫異的地方
[00:14:36.320 --> 00:14:40.320]  猶大由開始到現在
[00:14:40.320 --> 00:14:42.320]  你會發現開頭的時候
[00:14:42.320 --> 00:14:44.320]  這個人不是這樣的人
[00:14:44.320 --> 00:14:46.320]  猶大有什麼改變
[00:14:46.320 --> 00:14:48.320]  三十七章開始的時候
[00:14:48.320 --> 00:14:50.320]  誰出主意出賣約瑟
[00:14:50.320 --> 00:14:52.320]  四公子猶大
[00:14:52.320 --> 00:14:54.320]  三十八章我們插了一個故事在這裡
[00:14:54.320 --> 00:14:56.320]  我們沒有說
[00:14:56.320 --> 00:14:58.320]  但這個故事跟傳宗接代有關
[00:14:58.320 --> 00:15:02.320]  就是他寧願家族的沒落
[00:15:02.320 --> 00:15:05.320]  都不願意插手做任何事
[00:15:05.320 --> 00:15:07.320]  他媽就不是
[00:15:07.320 --> 00:15:09.320]  他媽就是他媳婦、寡婦
[00:15:09.320 --> 00:15:12.320]  他就不擇手段為了保留家族
[00:15:12.320 --> 00:15:16.320]  整個故事就是一個傳宗接代的故事
[00:15:16.320 --> 00:15:18.320]  他是不在乎
[00:15:18.320 --> 00:15:22.320]  弟兄不在乎下一代的人
[00:15:22.320 --> 00:15:24.320]  他只在乎自己
[00:15:24.320 --> 00:15:26.320]  四十三章最後的時候
[00:15:26.320 --> 00:15:28.320]  竟然他就說
[00:15:28.320 --> 00:15:30.320]  他願意去擔保他的弟弟
[00:15:30.320 --> 00:15:34.320]  然後四十四章我們剛才看的最偉大的講橫
[00:15:34.320 --> 00:15:36.320]  就是他願意作奴僕
[00:15:36.320 --> 00:15:38.320]  代替彼雅文
[00:15:38.320 --> 00:15:40.320]  代替他的弟弟
[00:15:40.320 --> 00:15:42.320]  四十四章三十三節
[00:15:42.320 --> 00:15:44.320]  現在求你北僕人留下來
[00:15:44.320 --> 00:15:46.320]  代替這年輕人作我主的奴僕
[00:15:46.320 --> 00:15:48.320]  讓這個年輕人和他哥哥回去
[00:15:48.320 --> 00:15:51.320]  一個徹底的改變
[00:15:51.320 --> 00:15:53.320]  以往就是出賣弟兄
[00:15:53.320 --> 00:15:55.320]  去使用弟兄、運用弟兄
[00:15:55.320 --> 00:15:57.320]  用手段來爭取自己的利益
[00:15:57.320 --> 00:16:01.320]  現在他就放下自己
[00:16:01.320 --> 00:16:03.320]  整個人不同了
[00:16:03.320 --> 00:16:05.320]  願意作奴僕
[00:16:05.320 --> 00:16:09.320]  你知道為什麼君王是猶大之派出來的嗎?
[00:16:09.320 --> 00:16:14.320]  為什麼猶大會最後出盛了
[00:16:14.320 --> 00:16:18.320]  能夠成為十二之派裡面的王
[00:16:18.320 --> 00:16:23.320]  就因為聖經定義王者是servant king
[00:16:23.320 --> 00:16:25.320]  是一個願意等下自己
[00:16:25.320 --> 00:16:26.320]  serve其他人的
[00:16:26.320 --> 00:16:28.320]  這個才叫做king
[00:16:28.320 --> 00:16:31.320]  和當時的社會和現在的社會
[00:16:31.320 --> 00:16:34.320]  做king是兩回事
[00:16:34.320 --> 00:16:36.320]  所以為什麼猶大這個講話這麼重要
[00:16:36.320 --> 00:16:39.320]  就是他的人生的改變
[00:16:39.320 --> 00:16:40.320]  整個人的改變
[00:16:40.320 --> 00:16:44.320]  以前就是必人做他的奴僕
[00:16:44.320 --> 00:16:47.320]  現在就是他作人的奴僕
[00:16:47.320 --> 00:16:49.320]  甘願作人的奴僕
[00:16:49.320 --> 00:16:52.320]  事隔多少年了?
[00:16:52.320 --> 00:16:54.320]  我相信到現在
[00:16:54.320 --> 00:16:59.320]  二十多年
[00:16:59.320 --> 00:17:00.320]  二十多年
[00:17:00.320 --> 00:17:02.320]  很多時候我們覺得
[00:17:02.320 --> 00:17:05.320]  上帝在一個人生命裡面的工作
[00:17:05.320 --> 00:17:07.320]  我們都希望或者我們祈禱
[00:17:07.320 --> 00:17:12.320]  我們希望上帝在生命裡面的工作有改變
[00:17:12.320 --> 00:17:16.320]  最好是突然來的
[00:17:16.320 --> 00:17:18.320]  馬上有就好了
[00:17:18.320 --> 00:17:20.320]  幾個星期他就可以改變過來
[00:17:20.320 --> 00:17:22.320]  我們很想他改善的時候
[00:17:22.320 --> 00:17:25.320]  如果上帝可以做一個transplant
[00:17:25.320 --> 00:17:27.320]  改了他的心
[00:17:27.320 --> 00:17:29.320]  立刻他的搖身一變
[00:17:29.320 --> 00:17:31.320]  好像超人換衣服一樣
[00:17:31.320 --> 00:17:33.320]  變了另外一個人
[00:17:33.320 --> 00:17:37.320]  但很多時候上帝的providence裡面不是這樣
[00:17:37.320 --> 00:17:39.320]  上帝去改變一個人很多時候
[00:17:39.320 --> 00:17:41.320]  是按照時間
[00:17:41.320 --> 00:17:43.320]  因為你知道神給我們每個人
[00:17:43.320 --> 00:17:45.320]  最大的禮物是什麼?
